[00:00] 投资品欢迎收听早晨财经速解读
[04:12] 那真正增加的杠杆
[04:14] 都在其他人的财报里头
[04:16] 那这也不是财报造假
[04:18] 他只是单看辉达的负债比
[04:20] 可能会低估整条AI供应链的金融风险
[04:23] 所以现在变成
[04:24] 以前我们都要问
[04:25] 辉达到底欠人家多少钱
[04:27] 现在要问的就是
[04:28] 谁借钱买辉达的GPU
[04:31] 这笔钱资金链往外开始扩了
[04:34] 所以这是第一件事情
[04:35] 它其实并不会大幅度的
[04:37] 反映在辉达的资产负债表身上
[04:40] 那辉达为什么还要这么做呢
[04:41] 其实过去我们提过
[04:42] 第一个当然就是
[04:43] 辉达虽然本身信息流还是非常高
[04:46] 照来讲他也没有那么急着要做大规模融资
[04:49] 他靠自己的现金流就可以玩一阵子了
[04:51] 但是信用市场前阵子不信任他
[04:54] 我们看辉达在五年期的信用违约交换的利差
[04:58] 当时是一路扩大到83个基点
[05:01] 即便整体投资等级在企业利差
[05:04] 其实表现相对稳定
[05:05] 相对于甲骨文辉达算是很稳定
[05:07] 但是这也代表债券投资人
[05:10] 开始要求更高的风险补偿
[05:12] 市场上很明显从CDS价格
[05:14] 我们可以把它理解成
[05:16] 公司倒债的保险费
[05:17] 就投资人持有辉达的债券
[05:20] 但是又担心
[05:21] 你会不会以后还不出钱
[05:22] 那我就买你的CDS来避险
[05:24] 那利差越高
[05:25] 就代表这份保险越贵
[05:27] 举例来说
[05:28] 现在五年期的CDS
[05:29] 已经来到83个基点
[05:32] 现在最高83
[05:33] 现在是重新回到79个基点
[05:35] 就大概可以理解成
[05:37] 1000万美元的债务避险
[05:39] 一年的保费
[05:40] 大概要7.9万美元
[05:42] 所以当然重点不是辉达
[05:44] CDS价格飙那么快是不是要倒了
[05:46] 不是这个问题
[05:47] 是你现在要去买它的债券
[05:50] 它的风险报价程度还要来得越高
[05:52] 那为了要缓解这个问题
[05:54] 我告诉你
[05:56] 反正风险不一定是全部由我承担
[05:58] 银行业自己也要承担
[06:00] 那就成功地把风险转嫁出去了
[06:02] 那看一下这一波CDS价格
[06:04] 是否能够停止创高
[06:06] 那市场上很明显
[06:08] 这一次找六大金融机构的目的
[06:10] 就是把辉达的单一风险
[06:12] 往外开始扩
[06:13] 往整个金融体系来进行投放
[06:15] 那当然最后风险怎么分配
[06:17] 我们会再做细节分析
[06:19] 可是华尔街现在正在把AI资料中心
[06:22] 当成一种可以融资
[06:23] 可以估值
[06:25] 可以转手的资产
[06:26] 已经不是单纯科技公司自己烧钱
[06:29] 烧不烧得下去
[06:29] 那这当然就把辉达单独承担损失的风险
[06:33] 大幅的压低了
[06:34] 从去年AI十月份涌动机以来的风险
[06:37] 然后从辉达资产负债表当中
[06:40] 转移变成债券投资人的风险了
[06:43] 变成私募基金的风险了
[06:45] 变成了保险基金的风险了
[06:47] 而且华尔街愿意接受
[06:49] 但是这个条件
[06:50] 它也不是说完全安全的
[06:52] 像甲骨文就没有达到这样的一个态势
[06:54] 即便甲骨文也跟金融业有所融资
[06:57] 可是甲骨文的CDS价格仍然在持续走高
[07:00] 当AI投资大量依靠债务和结构型融资
[07:04] 华尔街自己也不一定愿意接受
[07:06] 但是华尔街现在愿意接受
[07:08] 辉达的抵押品
[07:10] 那很多人会担心
[07:11] 算力会不会反而变成2008年的重演呢
[07:15] 我们把08年拿来类比
[07:17] 当然不是说GPU就等于房子
[07:19] 只是说它同样都是把实体资产
[07:22] 未来的现金流给它金融化
[07:24] 然后再借由金融的杠杆
[07:27] 把投资规模给放大
[07:28] 当年银行是怎么样
[07:29] 一笔笔的把房贷打包成MBS CDO
[07:33] 那投资人买的
[07:34] 其实未来十几年的房贷的还款
[07:37] 你买的是这个产品
[07:39] 那今天的AI其实也差不多了
[07:41] 就是你买GPU嘛
[07:42] 然后盖资料中心
[07:44] 签长期的算力租约
[07:45] 然后再用未来的租金
[07:47] 作为担保
[07:48] 借到更多的钱
[07:49] 私募信贷
[07:50] ABS等金融商品
[07:52] 再把这个风险再卖给你
[07:54] 卖给债券投资人
[07:55] 所以两者的共同核心假设都是反正资料中心以后就赚回来了反正房贷到时候就还回来了那未来的现金流会一直存在那08年就当时之前是相信房价不可能大跌
[08:07] 房贷总要还
[08:09] 房贷怎么可能不还呢
[08:10] 那现在我们对于AI的投射一样
[08:12] AI总会赚钱的
[08:13] 它迟早会给你的
[08:14] 我们只是把未来会赚到的钱
[08:16] 提前打包成商品先卖给你
[08:19] 有这样的一个感觉
[08:20] 那这件事情最大的意义
[08:22] 就是GPU
[08:23] 以前都是三五年
[08:25] 就是折旧完的电子产品
[08:27] 现在变成
[08:27] 产生长期现金流的基础建设了
[08:30] 只要资金成本下滑
[08:32] AI资料中心的投资报酬率
[08:34] 就会因此提高
[08:35] 接着带动更多的GPU
[08:37] 电力 散热 光通讯
[08:40] 或者相关的先进封装需求
[08:41] 当然AI也一样
[08:43] 最危险的都是金融模型
[08:44] 同时假设GPU的利用率
[08:47] 永远会很高
[08:48] 以后资料中心算力
[08:50] 一定会很贵
[08:51] 所以你不用瞅
[08:52] 那最大的风险是什么
[08:53] 因为算力突然变得很便宜
[08:55] 市场上不需要这么多的算力
[08:57] 这才是最大的风险
[08:59] 所以这还是完全取决于
[09:00] 你认为我们十年以后
[09:02] 会大量的使用AI
[09:03] 到足以追上目前资料中心的
[09:06] 建制速度
[09:08] 还是说你认为十年后
[09:09] 我们用到的AI
[09:10] 其实并没有想象中来得多
[09:12] 最后会算力过剩
[09:13] 这是唯一的起见
[09:14] 当然了
[09:15] 其实你会发现
[09:16] AI算力化
[09:17] 其实它就是等同于
[09:19] 资金效率化的一种翻版
[09:21] 跟那个大航海时代的金融创新很像
[09:24] 你想中世纪晚期
[09:26] 大航海时代是怎么开始的
[09:29] 意大利威尼斯当时主要是靠海上贸易
[09:32] 主要是靠商船
[09:33] 海上贸易有很大的风险
[09:35] 你需要大规模投资
[09:36] 你一旦遇到风险就血本无归
[09:39] 所以威尼斯人就发明了一种
[09:41] 叫集体投资风险分担的公司形式
[09:45] 我们叫做康孟达
[09:46] 康孟达就是投资人提供资金
[09:48] 他船主不出资
[09:50] 它只是返航之后
[09:52] 按照一定的比例来分红
[09:53] 那另外一种是海上合伙
[09:55] 他讲的是投资人会提供主要资金
[09:57] 承运人也出一部分资金
[09:59] 类似控股公司
[10:00] 那当时最有名就是东印度公司
[10:02] 靠木奇至今成为有限公司的形式
[10:06] 具有法人的形式
[10:07] 股东大会是他的权力机构
[10:09] 他选了六十几个董事
[10:10] 所以从这样一个角度来看
[10:12] 从威尼斯到荷兰
[10:13] 东印度公司
[10:15] 一系列国家和公司的同构形态
[10:18] 它其实就是有人提供资金
[10:21] 效率化
[10:21] 那我们就勇敢的向前
[10:23] 现在的AI时代
[10:25] 其实也差不多了
[10:26] 当然AI现在跟
[10:28] 刚才提到的08年有点像
[10:30] 跟当时的大航海时代有点像
[10:32] 到底我们是迎来大航海时代
[10:35] 还是只是一个
[10:36] 新一轮的次代化风险呢
[10:38] 这很难说
[10:39] 这还是取决于你的乐观情绪
[10:41] 那我的态度
[10:42] 我就不用特别多说了
[10:43] 你知道我一直都是很乐观的
[10:44] 但是现在辉达出招了
[10:47] 用这样的一个方式
[10:48] 让整体资金动轮
[10:50] 把全球经济都拉到整条体系当中
[10:53] 科技决定人类能不能出海
[10:55] 金融决定我们可以造多少船
[10:58] 那晶片的决定
[11:00] 应该讲说晶片会决定AI未来能不能运算
[11:03] 那金融可以运算之后
[11:06] 最后我们能够盖几座算力指标中心
[11:09] 这就是未来的挑战
[11:10] 当然因为惠达现在体量也很大
[11:13] 所以当它这么一做就代表着
[11:15] 其他企业我们相信很快就会因此
[11:18] 跟上啊
[11:18] 大家开始陆续
[11:20] 把自己的产品进行打包
[11:22] 交由华尔街来做售出啊
[11:23] 这也说明美股的AI集中化
[11:26] 会在未来几家企业当中
[11:27] 逐步呈现
[11:28] 因为你像辉达啊
[11:29] 现在平均每天的
[11:30] 明目成交金额
[11:32] 大概已经占了
[11:32] 美国股市的3%
[11:33] 一家公司就吃掉了
[11:35] 全市场的三十分之一
[11:37] 甚至高于之前的美光
[11:39] 所以美光
[11:40] 你不要看记忆铁股
[11:41] 炒这么热
[11:41] 它还是不如辉达的
[11:43] 总体成交量啊
[11:44] 另外一方面
[11:45] 辉达也要为未来的竞争
[11:47] 来做铺路
[11:48] 因为现在全球市场
[11:49] 的确有一点去GPU化的迹象
[11:51] 就是真正值得观察
[11:54] 并不是AI需求降温
[11:55] AI需求完全没降温
[11:56] 是需求爆炸
[11:58] 但是增量从GPU
[11:59] 转向了自研晶片
[12:01] 自己研发
[12:02] 你像AI加速器
[12:03] 现在的出货量
[12:04] 去年是1010万颗
[12:06] 今年是1630万颗
[12:09] 明年是2330万颗
[12:11] 可是GPU的占比
[12:12] 从去年的68
[12:14] 反而现在下滑到47
[12:16] 预估未来可能会更低
[12:18] 说明虽然第一阶段
[12:20] 大家都在买辉达
[12:21] 可是规模够大的公司
[12:23] 我们看几只科技巨头
[12:24] 他已经自己开始造晶片了
[12:27] 当然这是增量市场
[12:28] 不代表辉达的出货会衰退
[12:30] 可是你知道
[12:31] 这个饼涨得越快的过程当中
[12:33] 辉达的市占率
[12:34] 好像没办法保持过去的高位
[12:37] 那这跟去年10月份的AI永动机
[12:40] 很多人说
[12:40] 那又有什么样的区别呢
[12:42] 你说现在有点累淋8年
[12:44] 资产正经化打包化
[12:45] 那去年十月份
[12:46] 难道不是如此吗
[12:48] 去年十月份其实不太像
[12:49] 去年十月份
[12:50] 其实更类似于
[12:51] AI公司彼此的互相抬轿
[12:53] 这一次是把华尔街
[12:55] 正式拉来接力
[12:56] 去年是大家彼此下单
[12:59] 然后彼此投资
[13:00] 资金链在整个
[13:01] AI生态系里头
[13:02] 持续的轮动
[13:03] 那之前是产业内循环
[13:05] 现在变成金融市场的加杠杆
[13:07] 以前那几只巨头
[13:08] 在那边玩
[13:08] 现在你的退休基金也进去了
[13:11] 保险资金也进去了
[13:12] 而且买的
[13:13] 已经不单纯是股市
[13:15] 刺激市场的股票
[13:16] 而是内加资料中心的抵押担保品
[13:19] 就是把几支资料中心拿去抵押
[13:22] 换到钱
[13:23] 再盖下一座
[13:24] 那这资料中心
[13:26] 未来的分配的收益权
[13:27] 你就拿到了
[13:28] 这个是目前真实的迹象
[13:29] 爸爸先给儿子1000块
[13:31] 再叫儿子回自己店里消费
[13:33] 这是去年
[13:34] 现在是账面上多了1000块
[13:36] 但本质
[13:37] 去年还在自己的钱
[13:38] 自己的家里头闹
[13:39] 或者说亲戚朋友
[13:41] 资金在这边轮动
[13:43] 现在是爸爸叫儿子去银行贷款100万
[13:47] 然后再叫他拿这100万回店里消费
[13:50] 爸爸的营收会变得越来越大
[13:52] 甚至还能够继续高成长
[13:54] 不过儿子背上了真正的外部负债
[13:57] 这就是未来的一个问题
[13:58] 好那不管怎么说
[13:59] 这就导致在这种借贷成本的
[14:02] 乘数效果底下
[14:03] 这一次AI的投资规模
[14:05] 我们应该几乎可以确认
[14:07] 是史诗级规模最大
[14:08] 基本上已经逐步超越了
[14:11] 1836年到1841年的运河革命
[14:14] 当时是占总GDP有0.6%
[14:16] 还超过了1870年的铁路革命
[14:19] 1905年的电气化革命
[14:21] 1956年的高速公路革命
[14:23] 还有1996年到03年的电信和光纤革命
[14:27] 所以我们现在的泡沫没有比2000年来得大
[14:30] 可是我们的投资规模
[14:31] 看起来是远远比2000年还要来得高的
[14:34] 这是一个新的赛局
[14:36] 那与此同时我们看到
[14:38] 由于现在半导体厂商
[14:39] 陆续进入到显著的烧钱阶段
[14:42] Intel昨天也公布
[14:43] 原本要规划的
[14:44] 150亿美元的增值
[14:46] 一口气直接扩大到200亿美元
[14:49] 每股的发行价
[14:51] 现在是95美元
[14:52] 比前日收盘
[14:53] 大概折价2.6%
[14:55] 这个时候大举蒸发
[14:56] 目的是什么
[14:57] 它股价今年
[14:58] 它已经翻三倍了
[14:59] 远远比费半涨幅
[15:01] 还要来得夸张
[15:02] 所以Intel相信
[15:03] 市场正在相信转型的故事
[15:06] 所以你当估值大幅回升之后
[15:08] 趁高股价的时候
[15:09] 英特尔大概也知道
[15:11] 现在股价它算偏高了
[15:12] 把乐观情绪转成现金
[15:14] 赶快拿来支付
[15:17] 最烧钱的晶圆代工
[15:18] 还有先进封装的扩张
[15:20] 那背后的压力
[15:21] 其实很清楚
[15:21] 就是资本支出
[15:22] 受到AI伺服器的需求带动
[15:24] 英特尔今年资本支出
[15:26] 已经从180亿
[15:27] 提高到200亿美元了
[15:28] 而且2028年
[15:29] 又要让14A的制程
[15:31] 进入到大量生产
[15:32] 光是爱尔兰晶圆的
[15:34] 制造基地的升级
[15:35] 就要投入50亿
[15:36] 占今年资本支出的四分之一以上
[15:38] 所以现在我们看到
[15:40] AI的军备竞赛都已经陆续开启
[15:43] 过去我们看Intel的确落后台积电非常多
[15:46] 可是在川普政府的实质帮助底下
[15:49] 今年的获利是真的开始转为翻增
[15:51] 而且股价有进一步的拉升
[15:53] 刚才也讲到了
[15:54] 当巨头们纷纷开始持续砸钱
[15:57] 而且借钱疯狂谈条件的过程当中云端商的业务也开始营收暴涨了Core Wave第二季的营收是25.8亿美元年增幅112%这也非常漂亮
[16:10] 公司未完成订单已经来到1040亿美元
[16:13] 还没有进入到本季的新增250亿美元的承诺
[16:17] 所以其实整体业绩上升幅度越来越快
[16:20] 我们做个总结
[16:21] 就回答这一次找华尔街动员5000亿美元
[16:24] 来搞这一次的AI基础建设
[16:27] 里面有很多东西值得长知识
[16:29] 包括SPV
[16:31] 包括私募信贷
[16:32] 资产的证券化
[16:33] GPU的租赁
[16:35] 信用的增强
[16:36] 融资循环
[16:37] 你可以一路研究
[16:38] 那个债务
[16:39] 现在到底是放在辉达
[16:40] 还是放在客户
[16:41] 还是现在还主要集中在
[16:43] 第三方的基金的资产负债表身上
[16:44] 这些金融工具当然要懂
[16:46] 我们要看清楚
[16:46] 钱大概是往哪里流
[16:48] 可是真正看懂的还是尝试
[16:51] 不管融资结构包的多漂亮
[16:53] 最后就是
[16:54] 你相不相信这些资料中心
[16:56] 未来能够赚到钱
[16:57] 够不够支付利息
[16:59] 偿还本金
[17:00] 这是你最原始的判断
[17:01] 你相信就还得下去
[17:03] 你不相信
[17:04] 它就跟08年一样
[17:05] 始终是一场泡沫
[17:06] 如果资料中心利用率不如预期
[17:08] AI服务赚不到足够现金流
[17:10] 那基本上估值就要被迫回调
[17:12] 但我们的相信
[17:13] 更类似于
[17:14] 我觉得现在算力很明显不太够
[17:16] 在算力过剩
[17:18] 迹象出现之前
[17:20] 似乎没有什么好担心的
[17:21] 不过至少可以承认
[17:22] 就是说有时候知识可以让你了解
[17:27] 当前的市况
[17:29] 大概的财经市场概况
[17:31] 但尝试才是你决定
[17:33] 要不要持续参与本轮泡沫的原因
[17:35] 那之前那是最典型的福尔摩斯的故事
[17:38] 那福尔摩斯跟华生去露营
[17:41] 半夜华生就把福尔摩斯叫醒了
[17:45] 你看看天空
[17:46] 告诉我你看到了什么
[17:47] 福尔摩斯看了很久
[17:51] 几百万颗的星星
[17:52] 华生问说
[17:53] 那你能够推论出什么呢
[17:56] 福尔摩斯又开始分析了
[17:57] 从天文学来看
[17:59] 代表宇宙有数百万个星系
[18:02] 从气象学来看
[18:04] 明天应该是晴天
[18:06] 从神学来看
[18:07] 人类真的是很渺小
[18:09] 华生听完
[18:11] 靠杯
[18:12] 我们的帐篷被偷了
[18:14] 所以知识会让你看见宇宙
[18:17] 但常识会让你发现
[18:19] 帐篷被偷了
[18:20] 所以我们了解
[18:21] 现在有很多的知识
[18:23] 很多的讯息
[18:24] 持续的交错
[18:25] 让大家觉得这场金融游戏
[18:26] 好像越来越复杂
[18:27] 可是最后你要不要参与呢
[18:29] 你也不用管那么多
[18:30] 那你相不相信
[18:32] AI能够达成生产力的提升
[18:35] 而且在未来几年
[18:36] 你认为现在建制的算力中心
[18:39] 跟不上你的AI需求
[18:40] 这是最大的一个起见点
[18:42] 好我们看一下
[18:42] 没有股市四大指数表现
[18:44] 道琼指数下跌184点
[18:46] 0.34%
[18:47] 刷53791点
[18:49] 标普下跌24点
[18:50] 0.3%
[18:51] 是在7728点
[18:53] 纳指下跌159点
[18:54] 0.6%
[18:55] 是在26445点
[18:57] 费办下跌104点
[18:58] 0.87%
[19:00] 是在12098点
[19:02] 其实四大指数都还在高位进行盘旋
[19:05] 那反而是费办
[19:06] 看这一次能不能一举的直接回到
[19:09] 际线之上
[19:10] 现在市场上其实更为关注的
[19:12] 是美中之间的竞争态势
[19:15] 它会如何影响到
[19:17] 政府的
[19:18] 不管是国家政策的论调
[19:21] 来形成进一步泡沫的成长
[19:23] 因为现在是把第三方拉入进来了
[19:25] 所以泡沫可以撑得更大
[19:26] 如果你把国家队整个扯进来
[19:29] 那么国家的补助
[19:30] 国家的帮助
[19:32] 就会让整个泡沫来得更加稳固
[19:34] 因为你知道背后有人在撑腰
[19:35] 黄仁勋当然最近是不断提到
[19:37] AI不能够重演1980年代
[19:40] 封闭软体的老路
[19:41] 他在之前第一篇的
[19:43] 这个Twitter
[19:45] 或者我们讲在X平台上
[19:46] 他就提到说
[19:48] 包括挥达
[19:49] 微软
[19:49] Parentier
[19:50] Meta
[19:50] IBM在25家公司都呼吁美国政府
[19:54] 不要过早去限制开放权重的AI模型
[19:57] 它的核心观念很简单
[19:59] 开放模型不只是让新创大学研究机构
[20:02] 更容易使用AI
[20:03] 也能够避免技术被少数大型公司给垄断
[20:07] 让更多研究人员能够检查模型
[20:09] 所以它的目的是什么
[20:10] 它的目的
[20:11] 当然它的口头当然是为了大学能够研究
[20:15] 目的就是每个人都绑进AI
[20:18] 每个人都使用AI
[20:19] 当你作业从小到大
[20:22] 你要想想看
[20:22] 这一届毕业的大学生
[20:24] 你看22年念书
[20:27] 然后26年毕业
[20:28] 这一届的毕业大学生
[20:30] 从写论文写作业
[20:33] 对跟女朋友对话
[20:35] 都是靠AI
[20:36] 他们是第一代完成
[20:38] 全AI教育的大学生
[20:41] 虽然课程可能没教了
[20:42] 可是肯定用了很多AI
[20:44] 来应付一些作业
[20:45] 他们第一代出来以后
[20:47] 如果他们都无法去规避
[20:49] 避免使用AI
[20:50] 那么就成功创造了新的世界
[20:52] 那最后在AI需求不断拉升底下
[20:55] 黄仁勋的梦想就有可能成真了
[20:58] 当然了
[20:58] 祖克伯也发表了相关谈话
[21:00] 他也认为
[21:01] 现在美国不应该禁止中国的AI模型
[21:05] 进入到美国市场当中
[21:06] 美国应该要找出自身的技术发展
[21:08] 瓶颈和障碍
[21:09] 不能只靠行政命令来打压对手
[21:13] 这张图片他长得好像
[21:14] 那个班艾弗列克
[21:15] 他长得越来越帅了
[21:17] 重点是
[21:18] 他认为现在针对AI的监管
[21:21] 祖克伯支持同业审查
[21:22] 或者模型的测试制度
[21:24] 但是不能够形成我们讲的监管俘虏
[21:28] 或者说对于对方采取全面性的禁制令
[21:30] 因为目前我们需要把整个增量市场
[21:33] 把整条饼给做大
[21:34] 这个是目前几家科技巨头
[21:37] 针对AI开源模型的态度
[21:39] 它也引起现在华府跟科技业的持续纷争
[21:43] 因为我们知道美国在本周已经正式宣布
[21:45] 进一步扩大针对中国科技产品的限制范围
[21:49] 美国联邦通讯委员会宣布
[21:51] 会把先进机器人到太阳能的逆变器
[21:54] 到部分吸金源
[21:55] 采取全面性的国家安全风险清单
[21:58] 那这些措施
[21:59] 他还没有特别点中国
[22:01] 不过因为中国在全球机器人
[22:03] 还有逆变器市占率上
[22:05] 他拥有压倒性的优势
[22:06] 普遍就是针对中国企业祭出的新的限制
[22:09] 那北京政府这一次回应就很强硬
[22:12] 反对美国以国家安全为由
[22:14] 无条件的打压中国企业
[22:16] 现在即将采取
[22:17] 适度的报复措施
[22:18] 那事实上
[22:19] 美国这一次也会
[22:21] 针对中国资料中心的
[22:22] 相关零组件
[22:23] 比如说光模组
[22:24] 采取新一波的进口禁制令
[22:26] 预估在本周周末
[22:27] 就会陆续的发布
[22:28] 那普遍原因是因为
[22:30] AI伺服器现在升级速度很快
[22:32] 那由于光模组
[22:34] 产品有分可插拔
[22:35] 低功耗的光学
[22:37] 或者共同封装光学
[22:39] 还有细光
[22:40] 一系列
[22:41] 客户其实很难
[22:43] 突然换供应商
[22:44] 所以他可能是发布一个时间点
[22:47] 说在这之前
[22:48] 你必须找好下一家供应店
[22:50] 否则再过两个月三个月
[22:51] 我们就要采取正式的禁止令
[22:53] 应该都不是直接性的替换
[22:55] 应该是让美国企业
[22:56] 有能够转换的时间
[22:58] 但至少从这几件事情看得出来
[23:00] 双方的角力已经正在发展当中
[23:03] 你像中国最近
[23:04] 对美国的科技限制
[23:06] 也开始展开访集了
[23:07] 上礼拜五
[23:08] 中国商务部正式宣布
[23:10] 把无人机关键零组件
[23:12] 相关技术
[23:13] 直接采取出口管制
[23:15] 未来对于美国
[23:16] 必须逐案审查
[23:17] 同时制裁六家美国企业
[23:19] 如果你们需要影印机
[23:21] 印表机
[23:22] 办公设备
[23:23] 全部都要借由中方的逐案通过
[23:27] 另外一方面
[23:28] 有任何无人机零组件的采购
[23:30] 直接管制
[23:31] 你想要非红供应链
[23:32] 我连红都不愿意给你
[23:35] 你想买什么我也不愿意给你
[23:36] 尤其在关键技术模组之类的
[23:39] 一系列所采用的冲击
[23:41] 都会逐步的影响到美中之间的关系
[23:44] 因为我们知道
[23:44] 美国商用无人机
[23:46] 在中国是有占70%的市场
[23:48] 其实还是很大
[23:49] 这代表北京政府明明知道
[23:52] 现在拥有在市占率上的优势
[23:53] 还是在关键技术上采取逐岸审查
[23:56] 另外一个就是稀土供应链
[23:58] 这一次北京又逐步的收紧了
[24:00] 我们如果细看过去一年当中一系列的稀土价格都在疯狂的飙升大概平均涨幅是七倍到八倍左右这也导致美国欧盟日本正在投入数百亿美元
[24:12] 来建立自己的关键矿业
[24:14] 这些都是我们看到实质的现况
[24:16] 从这些数据其实都看得出来
[24:18] 中方一方面
[24:19] 跟美方的脱钩仍然在持续
[24:22] 另外一方面
[24:23] 中方也缺钱
[24:24] 你要玩本场的AI游戏
[24:26] 就一定要有人像辉达一样
[24:28] 继续借钱
[24:29] 这一次
[24:30] 中国的IPO浪潮其实也来临了
[24:32] 北京政府在本周正式宣布
[24:35] 以前都是靠补贴低息贷款和国家资金
[24:38] 把28兆美元的股票和债券市场
[24:41] 当成AI产业政策工具
[24:43] 你们自己去股票市场上融资吧
[24:46] 会进行监管上的放松
[24:48] 让你们尽量可以从散户当中抢到钱
[24:50] 希望可以从民间超过26兆美元的家庭储蓄当中
[24:54] 直接导向晶片人工智慧先进制造
[24:57] 以前买房的钱都不要买了
[24:59] 都先不买没关系
[25:00] 房地产市场疲惫就让他疲惫
[25:02] 重点赶快给这些企业IPO钱
[25:04] 长期存储就是很明显的例子
[25:06] 从申请上市到挂牌
[25:08] 连半年都不到
[25:10] 就已经募到了98亿美元
[25:12] 股价还大涨
[25:13] 其他企业也是如此
[25:14] 今年中国大型科技公司的
[25:17] 发债平均票面利率只有1.9%
[25:19] 但是融资规模是非常非常庞大的
[25:22] 一系列的融资需求
[25:23] 包括现在摩尔县城
[25:25] 即将到香港来挂牌上市
[25:27] 推动国际化
[25:28] 那第一波的上海
[25:30] 当时上市募资资金是81人民币
[25:33] 价格涨幅也不错
