[00:00] 投资朋友欢迎收听早晨财经速解读
[03:10] 黎巴嫩官方指出袭击已经造成了14人死亡
[03:13] 但以色列本身而言
[03:15] 似乎跟美方当中的谈判条件和谈判的协调度
[03:19] 也有待加强
[03:20] 但不管如何
[03:21] 看起来就是谈判仍然在持续当中
[03:24] 中间出现了一些混乱
[03:25] 所以你说到底现在海峡开了没
[03:28] 按照伊朗的说法是又关了
[03:29] 不过按照美方的说法
[03:31] 看起来荷姆斯海峡是畅通的
[03:33] 那从油价来看
[03:34] 不管它畅不畅通
[03:35] 市场觉得它总会畅通的
[03:37] 现在就薛丁格在海峡
[03:39] 一下就打了
[03:40] 一下又没打
[03:41] 打了没打了没
[03:42] 28225252
[03:44] 大家现在想到底打了没打了没
[03:46] 不是打没打没
[03:48] 但不管怎么说
[03:49] 川普这一次几乎已经宣布
[03:51] 伊朗已经算是停火胜利了
[03:53] 从油价的反应也看得出来
[03:55] 市场是相信川普所讲的话
[03:57] 那当然如果呢
[03:59] 这场战事在谈判期间陆续来到尾声
[04:02] 也就代表着接近四个月的伊朗战事告一段落
[04:05] 那荷姆在海峡目前看起来
[04:07] 是属于高度开放的情况
[04:09] 不过从战略角度来看
[04:10] 这方协议就会被视为中期选举
[04:13] 可能对于川普的伤害
[04:15] 因为这项协议
[04:16] 如果单纯不管是从
[04:18] 我们不能讲赔款金额
[04:19] 我们讲说资产解冻金额
[04:21] 再加上拿来跟欧巴马和协议
[04:24] 进行内容比较的话
[04:25] 在政治上并不是多数人都认同的
[04:27] 在财务上在投资上
[04:29] 大家给他的评价很高
[04:30] 解除了油价就回跌了
[04:32] 但从战略角度来看
[04:34] 美国已经为这场战争付出了
[04:36] 数百亿美元的成本
[04:37] 应该要拿出一个更漂亮
[04:39] 美国全面胜利的协议
[04:41] 可能较为在中期选举有所加深
[04:44] 那军火库存或者盟友关系
[04:47] 现在都已经因为这场战事
[04:49] 受到影响了
[04:49] 油价推升了高通膨
[04:51] 油价跌回来
[04:52] 很多僵固性通膨
[04:53] 是会回不去的
[04:54] 那伊朗遭受到重创了
[04:56] 他失去了最高的领导核心人物
[04:58] 但他保住政权了
[05:00] 而且换来了未来解除制裁
[05:02] 恢复石油的出口
[05:04] 和重建资金的机会
[05:05] 所以你看很多民主党会嘲笑
[05:07] 说川普过去一周
[05:09] 做了慈禧一辈子的事情
[05:12] 过去一周过生日
[05:14] 修花园
[05:15] 签条约
[05:17] 送赔款
[05:17] 当然没有赔款
[05:18] 但是本身资产解冻也是一种
[05:21] 让伊朗人重获资金的方式
[05:23] 实在这样的一个效果底下
[05:25] 市场上就更进一步关注
[05:26] 那很明显油价的回跌
[05:28] 在暗示着伊朗即将要重返石油市场
[05:31] 短期可能会造成石油出口高速增加
[05:34] 那长期还是要看一下
[05:36] 美方同步解除相关金融保险制裁之后
[05:39] 增加内部的产能
[05:40] 目前伊朗和中国
[05:41] 其实已经达成了1000万桶的原油销售协议
[05:44] 并且准备动用位于哈格岛上
[05:47] 3000万桶的石油储备
[05:49] 那美军解除封锁之后
[05:51] 因为分60天陆续解除
[05:52] 基本上很有机会
[05:54] 会回复到战前的水准
[05:56] 那某种程度来说
[05:57] 就要看伊朗接下来
[05:59] 获得资金之后
[06:01] 如何把基础设施受损的情况进行修复
[06:04] 因为目前
[06:05] 让伊朗的供给无法快速提升的
[06:07] 真正原因来自于
[06:09] 很多设施被摧毁了
[06:10] 伊朗的原油产量
[06:12] 战前大概是每天320万桶
[06:15] 现在也不低
[06:16] 大概是230万桶
[06:18] 不过沙乌地阿拉伯也减很多
[06:19] 从1000万桶降到690万桶
[06:22] 那现在中东各国
[06:23] 包括卡达天然气
[06:24] 都已经开始陆续要恢复了
[06:26] 我们就看
[06:27] 伊朗如果扩大供给出口的速度
[06:29] 加上内部的复原
[06:31] 是否有利于接下来原油价格的回跌幅度
[06:34] 其实原油价格在礼拜四
[06:35] 已经跌破到每桶80美元以下了
[06:38] 那就说明着
[06:39] 几款当中好像谈判有很大变数
[06:41] 但是整个石油的头部已经形成了
[06:44] 那油价回落以后
[06:45] 首先要看的是三周以内
[06:47] 汽油价格是否会实质反应
[06:49] 像在本周
[06:50] 我们看中油已经准备进行价格调降
[06:52] 但调降不会太多
[06:53] 因为以前它也没有涨过
[06:55] 但是全球的汽油价格开始调降
[06:57] 那现在呢
[06:58] 汽油价格在美国美加仑
[07:00] 何时可以逼近美加仑三美元
[07:03] 是一个重要终极选举观察的讯号
[07:05] 当然本场战事当中
[07:07] 你总觉得
[07:08] 虽然全球石油爆发扩充危机
[07:11] 可是对于部分国家而言
[07:13] 好像反而需求的疲惫
[07:15] 试图拖住了原油的涨势
[07:18] 举例来说
[07:18] 我们看这张图表
[07:20] 是中国在过去三个月当中
[07:22] 石油的需求突然高速下滑
[07:24] 那中国作为全球最大的能源消费国
[07:27] 应该受到更大影响才对
[07:28] 可是却是中国进口量的明显下滑
[07:31] 那这当然是让全球油价
[07:32] 可以维持稳定的重要关键
[07:34] 那很多人就在猜
[07:35] 哇怎么会过去两个月
[07:37] 那中国人是突然都不用油了吗
[07:39] 那当然有几个数据
[07:41] 第一个就是库存数据
[07:42] 可能比想象中还要来得大
[07:44] 战略原油储备
[07:45] 再来就是未公开的政策操作或者神秘的能源调度不过实际上来看中国主要还有几个长期趋势一个就是燃油车的销量在今年创下历史新低
[07:56] 那26年5月超过6成的新车
[07:59] 都具备充电功能
[08:00] 也就是说至少在能源需求层面
[08:03] 它可以借由煤
[08:04] 它可以借由天然气
[08:05] 其他方式来发电
[08:07] 而石油至少从交通的汽油成本而言
[08:10] 压力就没有这么大了
[08:11] 那另外一方面
[08:12] 另外一个重点观察指标是中国的炼油厂
[08:16] 这几个月是大幅的转向塑胶和聚合物的生产
[08:19] 希望弥补未来燃料需求下滑的缺口
[08:22] 那亚洲塑胶业现在也面临成本的暴增压力
[08:25] 所以中国进行内部适度的产能调整
[08:28] 加上电动车的改革底下
[08:30] 这一波你好像也没有看到因为进口量的大幅下滑
[08:33] 而遭受到经济或者出口的重创
[08:35] 中国出口也在创下利润性高
[08:37] 从这件事情就说明了出来
[08:39] 全球的经济韧性经过伊朗的危机
[08:42] 经过了关税战
[08:43] 好像比我们还要想象中
[08:45] 来得更为强劲
[08:46] 这也是未来市场上
[08:48] 在逢迭必买的另外一层底气
[08:50] 好那第三层要看的就是
[08:52] 在对石油部分
[08:54] 采取了抑制作用以后
[08:56] 是对外的关系改善
[08:57] 很可惜的事情是
[08:58] 这一次德G7峰会
[09:00] 并没有明显的市场关系改善
[09:03] 我们知道最近
[09:04] 梅洛尼才杠上了川普
[09:05] 意大利总理梅洛尼
[09:06] 在川普的关系
[09:08] 最近几乎可以说是急转直下
[09:11] 导火线就是川普之前公开声称
[09:13] 梅洛尼在G7峰会上
[09:15] 苦苦哀求他与他合照
[09:16] 甚至说自己是因为同情他才答应的
[09:19] 那当然梅洛尼马上就发布影片
[09:21] 强烈反击
[09:22] 说痛批这种说法是完全捏造的
[09:25] 也直言川普对于西方盟友的态度的强硬
[09:27] 所以你说打了这场战争
[09:29] 摧毁了伊朗的核设施
[09:30] 其实还是有点进展的
[09:32] 但是为了这一场
[09:33] 对于伊朗的行动
[09:35] 跟西方盟友的关系
[09:36] 你说有没有因此恶化呢
[09:37] 当然是有
[09:38] 所以虽然短期上取得军事的成功
[09:41] 但长期上
[09:42] 事实上好像海外的民调
[09:44] 也不是特别重要
[09:44] 但不管怎么说
[09:45] 肯定对于川普有所逞压
[09:47] 川普才在几分钟前发文
[09:49] 说我们花了好几兆美元
[09:51] 支持北约和意大利
[09:52] 但现在面对伊朗的核武威胁时
[09:55] 意大利却和他们的总统
[09:56] 连参与都不考虑
[09:58] 这几十年来我们一直保护他们
[10:00] 他们却不肯出来挺我们
[10:01] 也不愿意保护这个世界
[10:03] 你就配合一下会怎么样
[10:05] 这真的非常糟糕
[10:06] 这是川普给予的回应
[10:08] 那当然这是对于梅诺尼的谈话
[10:10] 不过他在接受访问专访
[10:13] 谈到习近平和谈论到目的的时候
[10:16] 反而评价就非常不错
[10:18] 我们看这一次川普受专访时表示
[10:21] 能够掌握一个国家的人都非常聪明
[10:23] 尤其是习近平非常的出色
[10:25] 他非常的聪明
[10:27] 不管国家大小
[10:28] 能够坐上那个位置
[10:29] 一定有特别之处
[10:30] 尤其他的身材相当良好
[10:35] 而且非常聪明
[10:36] 有非常明显的领袖风范
[10:39] 他也凸显说川普一向重视
[10:41] 一个人的领导风格和特质
[10:44] 那除了他夸奖习近平之外
[10:46] 也夸奖印度的穆迪
[10:48] 他说穆迪其实是一个狠角色
[10:51] 他看起来长得最好看的男人
[10:54] 看起来就像天使一样
[10:55] 其实他是一个killer
[10:57] 一个狠角色
[10:58] 他也形容说穆迪外表温和
[11:00] 形象亲切
[11:01] 因此让人会低估他的谈判能力
[11:04] 不知道为什么
[11:05] 川普好像特别喜欢
[11:07] 称赞中年男人的颜值
[11:10] 或者身材
[11:11] 而且描述的会声会影
[11:14] 就好像亲身摸过一样
[11:15] 可能川普有看过破坏之王
[11:18] 所以描绘的栩栩如生
[11:20] 破坏之王那个主持人
[11:22] 不是不知道该怎么评价
[11:23] 大师兄哥和金银吗
[11:24] 就把那个金瓶梅拿出来念
[11:26] 对着如此美女
[11:27] 佛也会行动
[11:29] 川普一手搂着他的小蛮腰
[11:31] 一手攀着窗檐
[11:33] 正要跌下去
[11:34] 亲吻他的双唇
[11:35] 突然一声交叉
[11:37] 川普乐不思蜀
[11:38] 以为近平对他心动
[11:40] 他感到莫迪的皮肤
[11:41] 白诺冰雪
[11:42] 软绵绵地握在手
[11:44] 对不起
[11:45] 突然想到好久没看了
[11:47] 待会复习一下
[11:48] 好像棉花糖一般的束缚
[11:50] 但不管怎么说
[11:51] 我们看在海外市场
[11:52] 针对美国评价当中
[11:54] 就是Morning Council
[11:55] 在最新所进行
[11:57] 45个国家的调查
[11:58] 以色列和奈及利亚
[11:59] 对于美国的好感度
[12:00] 当然是最高的
[12:01] 有83%
[12:02] 值得注意的事情
[12:03] 是印度也有62%的好感度
[12:05] 然而美国在传统盟友当中的形象
[12:08] 却在明显恶化
[12:09] 这一次就是伊朗战事所造成的后果
[12:12] 关税战已经打了一次了
[12:13] 那伊朗战事也是脱类这场评价的重要关键
[12:17] 我们看受到关税
[12:18] 受到北约
[12:19] 受到伊朗战事的影响
[12:21] 加拿大法国德国瑞典等西方大国
[12:23] 对于美国的好感度是大幅下滑
[12:25] 调查中好感度最多的十个国家里头
[12:28] 居然有九个是来自于欧洲或者北美的盟友阵营
[12:32] 这就是这场战事
[12:33] 所负担的隐性代价
[12:35] 所以这件事情也看得出来
[12:37] 本来川普就是一个现实主义者
[12:41] 对于部分理想主义者
[12:44] 或者说像表面
[12:45] 维持上表面的得体的这些领导人
[12:48] 他当然就会有一些冲击
[12:50] 你就想屈原
[12:53] 这一部端午节
[12:54] 屈原投江
[12:55] 屈原遇到渔夫
[12:57] 渔夫说你为什么要死呢
[13:00] 举世皆拙
[13:01] 你就不能跟着他们一块玩吗
[13:03] 世界上难道有这么多的真问题
[13:05] 要较真吗
[13:06] 世界值得被这么严肃的对待吗
[13:08] 你爱不爱国
[13:09] 你爱不爱楚
[13:10] 你那套方案
[13:11] 真的能够对应现在楚人的关系吗
[13:13] 所以渔夫才讲说
[13:14] 真正有智慧的人
[13:16] 他不会固执于拘泥在外在环境
[13:18] 他会随着世道的变化而调整自己
[13:21] 如果世人皆足
[13:22] 为什么不搅动泥沙呢
[13:24] 屈原就是宁为玉碎
[13:26] 不为瓦全的理想主义者
[13:28] 那渔夫是随遇而安的现实主义者
[13:31] 川普就是渔夫
[13:32] 我们当然要应对这个局势
[13:34] 做大幅度的调整
[13:35] 谁有时间管你以前管的那一套呢
[13:38] 所以现在川普要好好解决这个问题
[13:41] 把石油压住
[13:42] 外在关系不重要
[13:43] 重点是对内关系要快速和解
[13:46] 所以不管怎么说
[13:47] 就是经济数据
[13:48] 一定要在中期选举之前
[13:49] 打造出好看的表现
[13:51] 目前美国的内部通膨压力
[13:53] 的确在缓步的升温
[13:54] 不过原油价格快速集结底下
[13:57] 是有机会造成
[13:58] 未来在7月到8月左右
[14:01] 通膨会直线性的下弯
[14:03] 因为其实在5月到6月通膨的上升
[14:06] 都是来自于能源价格的冲高
[14:07] 那现在只期盼核心通膨部分
[14:10] 不要产生适度僵固性
[14:12] 因为我们过去提过
[14:13] 能源如果造成粮食价格
[14:15] 肥料价格的外溢效果
[14:17] 如果最后导致了菜价的上涨
[14:19] 导致了便当价格的上涨
[14:21] 那即便原油价格回跌
[14:22] 便当价格是不会回跌的
[14:24] 因为某些价格传导到终端
[14:26] 它就有菜单成本
[14:28] 它是不会往下调的
[14:29] 所以为什么才会有部分国家
[14:31] 采取实质适应的直接补助
[14:33] 不让原物料价格上涨
[14:35] 直接反映到民间
[14:36] 那现在的问题又在于
[14:37] 要如何把这个经济焦虑
[14:39] 尝试的抹平
[14:40] 我们根据华尔街日报最新的民调
[14:42] 美国人的经济焦虑
[14:43] 以前都是集中在中低收入户的族群
[14:46] 不过在最近开始蔓延到
[14:48] 上层和中上阶级了
[14:50] 现在自属于为高收入阶级的受访者当中
[14:53] 有超过40%表示退休储蓄不足
[14:56] 只有40%认为财务安全感符合人生的阶段
[15:00] 60%感受到高油价的压力
[15:02] 那中产阶级就更明显了
[15:04] 中产阶级在美国是年收入6到13万美元
[15:07] 只有四分之一的人表示
[15:09] 未来有机会有能力能够退休
[15:11] 尤其当前物价的大幅上涨
[15:13] 已经破坏了原本的退休计划
[15:16] 这个很重要
[15:16] 就是在疫情以前
[15:18] 在台湾可能真的有一个2000万3000万
[15:22] 那退休是蛮安稳的预期规划
[15:25] 保守一点1000到2000
[15:27] 其实也能够应付
[15:28] 假设是净资产的话
[15:29] 但是这种通膨的速度开始加成
[15:32] 假设没有做油价补贴
[15:34] 没有做电价补贴的话那如果直接反映的话跟美国市场一样的通膨那未来搞不好5000万都不够退休呢到我们这一代这是很有可能发生的事情所以这通膨其实是很可怕的那也由于本轮在疫情以后的通膨加成
[15:48] 它已经实质反映到民间的消费习惯
[15:51] 即便是上层阶级
[15:52] 它有适度的股票部位
[15:53] 如果没有全欧印股票
[15:55] 或者不够大的部位
[15:56] 仍然无法应对本人的通膨冲击
[15:58] 有趣的事情是
[16:00] 美国不同收入阶段对于川普的评价
[16:02] 其实还差不多呢
[16:03] 不管是中上阶级
[16:05] 中产阶级
[16:06] 还是低收入族群
[16:07] 对川普的施政支持度
[16:08] 现在都大概在33到35
[16:10] 不支持率则是接在54到59%
[16:13] 那说明美国社会当前的经济焦虑
[16:16] 程度不同
[16:17] 但是很明显对于川普的支持率
[16:19] 都是大幅受到经济上的评价
[16:22] 所以我们才讲说
[16:23] 这个油价的回跌
[16:25] 到底多快能够让终端价格产品下滑
[16:28] 是接下来本场中期选举的重要关键
[16:31] 油价已经回跌了
[16:32] 那现在重点来自于
[16:33] 那其他价格来不来得及回跌
[16:35] 其实还是有价格传导的时间差
[16:38] 端午节吃肉粽
[16:40] 阿嬷去年的肉粽比较好吃
[16:43] 阿嬷说
[16:45] 你吃的就是去年的
[16:47] 所以观众朋友
[16:48] 有时候我们讲说去年的价格反应
[16:51] 去年的货币政策
[16:52] 它搞不好今年才开始反应
[16:53] 那现在一样
[16:54] 油价回跌要多久
[16:57] 你才会感受到便当里头的原物料成本
[17:00] 菜价开始回跌
[17:01] 这是很挑战的一件事情
[17:03] 因为继续中期选举
[17:05] 也不到半年的时间
[17:06] 对于联总会来说
[17:07] 压力就更大了
[17:09] 因为这段时间
[17:09] 协议随时都有可能签成
[17:11] 如果采取过激的紧缩反应
[17:13] 好像也不适当
[17:14] 至少从华许的言论来看
[17:17] 他似乎不会死盯着通膨指标
[17:19] 他有在上一次的FOMC提到过
[17:21] 他在乎的是金融市场的反应
[17:23] 什么意思
[17:24] 联总会应该要超前一下
[17:26] 不要只看通膨
[17:27] 这种过了一个月的落后数据
[17:29] 我们应该要看一下
[17:30] 原油价格回跌
[17:31] 那我们当然要做相对应的
[17:34] 不管是前瞻利率指引还是谈话
[17:36] 或者不要给予指引
[17:37] 但是让市场知道
[17:38] 我们是根据市场的资产价格
[17:40] 来做定夺是很重要的
[17:42] 这其实很好理解
[17:43] 有时候原物料价格上涨
[17:44] 你要隔一两个月才看到CPI上涨
[17:47] 如果你只看着CPI
[17:48] 那不是联准会做任何动作
[17:49] 就慢一拍了吗
[17:50] 所以最好的方式
[17:51] 是直接根据金融资产
[17:53] 来做适度的反应或者谈话
[17:55] 但至少市场已经从在年初的降息梦
[17:58] 转往升息风险
[17:59] 那现在重点来自于
[18:01] 营业价格回跌
[18:02] 能不能缓步地
[18:03] 让市场的升息预期
[18:04] 逐步地消失
[18:05] 这是大家可以值得观察的重点
[18:07] 其实
[18:08] 不管是对于华许
[18:10] 对于川普来说
[18:11] 我们现在给予的价值
[18:13] 都认为
[18:14] 他们好像都在为自己的利益
[18:15] 现实来做定夺
[18:16] 但最后
[18:17] 还是在不同政治文化
[18:19] 和时代的需求底下
[18:20] 最后大家会给予他
[18:22] 重新的诠释或者评价
[18:24] 虽然川普这样做
[18:25] 你好像也觉得
[18:26] 短期内觉得好像有点混乱
[18:28] 但它的确开启了很多
[18:30] 在疫情以后的新一轮篇章
[18:32] 不管是国防供应链的回流
[18:34] 或者美国制造业的开启
[18:36] 对于当地的就业
[18:37] 对于当地的生活环境
[18:40] 好像也没有多大的影响
[18:42] 可是钱从宏观上来统计
[18:44] 它的确是一个起头
[18:46] 所以到底市场给予它的评价为何
[18:48] 我觉得可能要等到
[18:50] 本届任期结束以后
[18:51] 世人对它的评价
[18:52] 才会有一个比较公允的结果
[18:54] 那跟端午节有点像
[18:56] 最近我才研究
[18:58] 因为端午
[18:58] 我一直在想说
[18:59] 屈原之前到底
[19:01] 中国人吃不吃粽子
[19:03] 那屈原以前是怎么纪念端午的
[19:06] 后来我一查AI我才了解
[19:08] 原来端午原本是
[19:10] 屈邪避疫的民俗节日
[19:12] 是后面才被附加了
[19:14] 五子去或者屈原的忠诚形象
[19:16] 那你会发现历史人物的评价
[19:18] 它也会随着时代变迁和改变
[19:21] 很多时候我们觉得价值
[19:22] 是人物天生自在的
[19:24] 但其实是后世
[19:25] 一层一层的叠加上去的
[19:26] 一开始是怎么样
[19:27] 春秋战国时期
[19:28] 本来就已经有端午了
[19:30] 端午五月视为独月
[19:32] 所以就发展出要挂艾草
[19:34] 要配香囊
[19:35] 要喝酒
[19:36] 这都为了驱邪
[19:37] 避瘟疫求平安
[19:39] 那是一直到东汉
[19:41] 春秋已经过了很久
[19:42] 秦朝都已经过了
[19:43] 江浙一带才开始有端午节
[19:45] 和吴子旭的纪念
[19:47] 当时觉得老百姓含冤
[19:49] 吴子旭奉为韬神
[19:53] 然后在端午节华龙周
[19:54] 报仲子来祭祀他
[19:56] 一开始包粽子不是包给屈原
[19:58] 是包粽子给
[19:59] 也不是包给屈原
[20:01] 包给鱼嘛
[20:02] 因为要让鱼不要吃屈原的尸体
[20:03] 但不重要
[20:04] 一开始他是为了纪念五子序
[20:06] 那后来呢
[20:08] 一直到南朝
[20:09] 甚至到宋朝
[20:10] 才把屈原拿来跟端午
[20:12] 跟粽子跟龙舟结合在一起
[20:15] 那这个时候
[20:16] 屈原投江已经过了八百年了
[20:18] 世人才想到屈原可以拿来纪念
[20:20] 所以这个时候
[20:22] 你会想一想
[20:23] 那跟我们台湾中秋节烤肉
[20:25] 是一样的意思
[20:25] 就是把视角拉回现代
[20:28] 未来对于川普的评价
[20:30] 对于屈原
[20:31] 对于无止续的评价
[20:32] 都是我们自己尝试拼凑出来的
[20:35] 这叫做被发明的传统
[20:37] 就是说我们以为
[20:39] 很多是自古以来
[20:40] 老祖宗自然而然留下来的传统
[20:43] 其实都是后人刻意制造
[20:45] 发明出来的
[20:46] 那现在支持者眼中的川普
[20:48] 他就是敢于挑战建制
[20:50] 打破政治正确
[20:51] 将美国利益摆在第一位的改革者
[20:53] 那很多反对者
[20:54] 就是认为他撕毁社会
[20:56] 然后破坏制度
[20:58] 充满争议的民粹领袖
[20:59] 但历史最后的定位
[21:01] 其实不取决于他
[21:02] 而取决于后世
[21:03] 可能要过五年十年以后
[21:05] 我们才给他什么样的评价
[21:07] 虽然我们会根据不同的数据
[21:09] 来做不同的解读
[21:10] 但大家要知道
[21:11] 这个评价
[21:12] 也不是我们当代人看得清楚了
[21:13] 过五年十年
[21:14] 市场就会给他一定程度的评价
[21:17] 不好意思
[21:17] 对我们是财经节目
[21:19] 一时之间
[21:20] 好像开始讲到李天豪老师的市场了
[21:23] 但不管怎么说
[21:24] 对我们节目是财经节目
[21:25] 突然想起来了
[21:26] 回过头来看
[21:27] 那等同于利率预期
[21:29] 在协议没有签订之前
[21:31] 它不能够随意的放松
[21:32] 但它也绝对不能够随意的升息
[21:34] 因为原油价格已经回跌了
[21:36] 好那升息过来以后
[21:38] 市场上更进一步聚焦的
[21:39] 就是对于AI股
[21:40] 是否会造成估值压力的沉压
[21:43] 其实我们过去已经看到了
[21:44] 好像利率高
[21:45] 对于科技股也没什么影响
[21:47] 这是没错
[21:48] 可是利率高到一定程度以后
[21:50] 背后的融资成本
[21:52] 就会因此而上升
[21:53] 不管是资料中心
[21:54] 伺服器
[21:55] 电力基础设施
[21:56] 还是现在企业正在发债
[21:58] 投入AI基础建设
[21:59] 资金成本都会比过去高好几年
[22:02] 所以你看
[22:02] 明明现在科技巨头
[22:04] 也没有说很缺钱
[22:05] 缺钱大概几家
[22:06] Meta和甲骨文
[22:08] 可是世大世界的毕业者
[22:09] 像微软像Google
[22:11] 还是有很多现金流
[22:12] 结果他们都开始发债了
[22:14] 最扯的是挥打了
[22:16] 我们大概知道
[22:17] 全世界现在确定
[22:18] 唯一不缺钱的是挥打
[22:19] 因为他卖产
[22:21] 他钱就一直收进来
[22:22] 结果挥达账上即便有420亿美元的现金
[22:26] 他还是计划超发250亿美元的公司债
[22:30] 这很明显
[22:32] 市场管你缺不缺钱
[22:33] 反正现在未来可能有利率预期的调整
[22:36] 先赶快把钱给抢完再多
[22:39] 所以再降下我等一下
[22:41] 我觉得等同于利率预期
[22:44] 不见得说一定会对于股市估值造成沉压
[22:47] 可是利率预期太高
[22:48] 这些企业发债的速度越来越快
[22:51] 因为他们知道
[22:52] 当利率高到一定程度以后
[22:54] 我们发债就不是特别划算了
[22:55] 所以做个总结
[22:56] 现在的行情等同于
[22:59] 我们在悲观当中
[23:00] 透露出更进一步的乐观
[23:02] 那并不是说石油危机
[23:04] 没有对于本场的美国股市
[23:06] 造成任何的冲击
[23:07] 三月份曾经造成过
[23:08] 但是三月份
[23:09] 更类似于情绪的叠加
[23:12] 那背后是二月份
[23:14] AI的软底股
[23:15] 估值原本就已经在修正了
[23:17] 它只是加强修正而已
[23:18] 那这场荷姆斯海峡的危机
[23:20] 给全球经济最重要的一堂课是什么呢
[23:22] 就是AI
[23:23] 其实比石油重要多了实际上我们看到荷姆兹海峡在封闭的数个月当中原本被认可可能会发生新一波的能源冲击但最后发现实质冲击低于市场预期
[23:36] 原因就在于
[23:37] 第一各国已经建立好大量的储备原油
[23:40] 第二我们几乎没几年都会迎来一场能源危机
[23:43] 已经有相对应的这种股市反应的惯性
[23:47] 另外美国还解封了俄罗斯
[23:49] 87委内瑞拉也在同步的去增加供应
[23:53] 在这样效果底下
[23:54] 等同于相对于1970年代的石油冲击
[23:56] 有很大的区别
[23:58] 再来就是能源的强度
[23:59] 就每单位GDP所需要消耗的能源来看
[24:02] 这个几年我们看到进步最多应该是中国了
[24:06] 就中国在过去20年
[24:07] 指标从2000年的10.7到现在剩下6.1
[24:11] 说明这个时候我们虽然全球还在一个制造业的经济环节当中
[24:15] 但是制造所需要的每单位的能耗
[24:19] 其实相对于前几年已经不用消耗这么多了
[24:22] 以更少的能源创造更多的经济产值
[24:25] 那再加上台湾和韩国
[24:27] 几乎感受不到能源价格的冲击
[24:29] 第一个是政府直接性补贴
[24:31] 第二是AI的爆发已经远远大于
[24:34] 不管能源通膨的冲击等等压力
[24:37] 台湾出口金额
[24:38] 现在相对于去年已经暴增100%了
[24:41] 目前领先南韩的80%
[24:42] 也远远高于新加坡和日韩
