[00:00] 投资朋友欢迎收听早晨财经速解读
[04:13] 秘鲁股市涨了125%
[04:15] 台股涨幅107排行第三
[04:17] 其他我们看像是波兰
[04:19] 奥地利
[04:20] 希腊
[04:20] 西班牙
[04:21] 其实这几年涨幅也不错
[04:22] 一方面当然是欧元升值所带动的效果
[04:25] 另外一方面
[04:26] 其实你会发现
[04:28] 这几年大多数市场都跑赢了美国的SPY
[04:31] 今年美国股市涨了12%
[04:33] 过去两年也不过涨30%
[04:36] 所以美国股市的体量
[04:37] 其实并没有成长速度来这么快
[04:39] 全球90%的市场
[04:41] 目前都是属于收涨的
[04:42] 如果以资产来看
[04:44] 那就更为均衡了
[04:45] 今年其实就连债券市场
[04:48] 最近通膨预期降温之后
[04:49] 债券市场也几乎全面转为正报酬了
[04:52] 今年唯一复报酬的又是你
[04:55] 比特币跌幅大概16%
[04:57] 好像怎么就都就不动
[04:59] 涨最多的今年还是大宗资产
[05:01] 涨幅有31%
[05:02] 可传债涨幅有21%
[05:04] 纳指涨幅有20%
[05:06] 其他像小型股价值股中型股
[05:08] 新兴市场大型股涨幅大概11%到15%
[05:12] 那其他像是一些大类资产
[05:14] 黄金部分涨5%
[05:16] 特别股新市场债券
[05:18] 短期国库券TIPS
[05:19] 或者高收益债
[05:20] 涨幅大概1到3%左右
[05:22] 那当然很明显
[05:24] 整个24年25年
[05:26] 收叠的资产
[05:27] 其实并没有想象中
[05:28] 还要来得多了
[05:29] 今年到去年到大前年
[05:32] 基本上我们也走出了一个
[05:34] 比较漂亮的
[05:34] 多数资产的通膨拉伸
[05:36] 回过头看
[05:37] 市场当然聚焦的
[05:39] 是台北的Computex展
[05:40] 这一次黄文勋
[05:42] 在GTC台北主题演讲之后
[05:44] 接下来昨天也有高通
[05:46] 接下来今天是有安模
[05:47] 然后麦威尔
[05:49] 英特尔
[05:50] 恩智普
[05:51] 这几天Computek是开放企业
[05:54] 后续我们再来做一些追踪
[05:55] 市场上这一次有什么样的一个新技术
[05:58] 新概念的提出
[05:59] 先来回过头看黄文勋所提到的
[06:02] 黄文勋这一次在GTC Taipei
[06:04] 2026的主题演讲当中
[06:06] 是把AI的定位拉高到一个更大的层次
[06:09] 就不是把AI视为一种聊天工具
[06:12] 搜寻工具
[06:13] 或者模型的展示
[06:14] 而是形成一种新的生产力的系统
[06:17] 过去我们看到的工厂
[06:18] 生产的是汽车
[06:20] 是晶片
[06:20] 是手机
[06:21] 但未来AI工厂生产的是Token
[06:24] Token本身就会变成创造收入
[06:26] 利润
[06:27] 甚至推动GDP的新的成长单位
[06:30] 当然了
[06:30] 讲了这么多
[06:31] 主要还是先讲卖货的部分
[06:34] 市场上最为关注
[06:35] 因为VeraRubin相对于GB300
[06:37] 已经价格翻了一整倍
[06:38] 这样的一个效果
[06:40] 主要的买家是谁
[06:41] 其实他已经有暗示了
[06:43] 目前像是OpenAI
[06:45] Enthropic和SpaceX
[06:47] 是新一代Vera资料中心CPU的首批客户
[06:51] Vera是辉达首款独立资料中心的CPU
[06:54] 是直接来对决Intel
[06:56] 以及超维的系统
[06:57] 那辉达也宣称
[06:58] Vera在AI相关工作的负载效能
[07:01] 比传统的X86架构大概快了1.8倍
[07:05] 此外辉达还推出新的资料中心的管理软体
[07:08] 声称能够在相同电力的预算底下
[07:11] 多部署40%的AI加速器
[07:13] 那换句话说
[07:15] 这就挥达了最大的一个市场聚焦点
[07:18] 就是增量市场大家都在成长
[07:21] 但是撇开增量市场不看
[07:23] 看起来他也是想要打一下存量市场
[07:26] 不管是蚕食别人的PC
[07:28] 蚕食别人的原本手机系统
[07:30] 蚕食别人的CPU
[07:32] 看起来挥达正在打造一个
[07:34] 现代版的不贵家
[07:35] 而过去几年
[07:36] 他的收购力量也不小
[07:38] 现在全球
[07:39] 那个现金流越来越多
[07:40] 口袋里面的钱越来越多的
[07:42] 看起来就剩下卖产值的挥打了
[07:44] 为什么
[07:44] 因为七巨头都在烧钱
[07:46] 都要做制造中心
[07:47] 那挥打本身不盖制造中心
[07:49] 但是为了要持续性延伸
[07:51] 他就投资更多相关的企业与此同时从GPU大力的下海来打CPU尝试的把超微的市占把Intel僅存的市占也給奪走這件事情就看得出來
[08:03] 它的願景想像很大
[08:06] 當然這次最為關注的是RTX的Spark晶片
[08:09] 這次要切入到AIPC市場
[08:12] 那這款晶片是結合BREAKWELL RTX GPU
[08:15] 20核心的Grade CPU
[08:17] 那跟聯發科合作設計以後
[08:18] 採用的是台積電3奈米製程來打造
[08:22] 被定位成个人AI代理设计的Windows PC晶片
[08:26] 其实我们在今年年初就已经看到
[08:29] 当时联发科跟辉达准备就要推AI笔电
[08:32] 那问题在于什么
[08:33] 问题在于它能不能救得起
[08:36] 已经沉寂很久的笔电
[08:38] 我们必须承认
[08:39] 它的创举当然来自于
[08:43] 因为跟联发科所共同创造的
[08:45] 新一代的ON架构的处理器
[08:46] 要改变过去
[08:49] 可能Windows笔电的一个课题
[08:51] 其实有时候我们这样想
[08:53] Windows笔电跟Mac笔电
[08:55] 如果大家有交换在用的话
[08:56] 往往就是那种
[08:57] 如果没接电源的话
[09:00] 那个续航力
[09:01] 或者你可能要做剪片
[09:03] 那个电力的续航力
[09:04] 可能效能就会立即下滑
[09:06] 这是Windows电脑
[09:07] 比较常遇到的一个问题
[09:09] 但这款代号N1X
[09:11] 搭配RTX SPAR平台的晶片
[09:14] 它现在接近了5070等级的
[09:17] 图形的运算能力
[09:18] 某种程度层面
[09:20] 可以大幅的脱离原本的电源供应
[09:23] 效能应然保持高水准
[09:25] 所以看看打游戏不差点
[09:28] 看会怎么样
[09:29] 但重点其实来自于
[09:31] 第一对于联发科市值的提振效果
[09:33] 我们知道联发科在昨天
[09:35] 黄文勋一讲到相关的合作之后
[09:38] 价格开始显著拉升
[09:39] 其实联发科市值
[09:41] 目前跟高通已经不相上下了
[09:43] 所以我们讲说
[09:44] 这个只要有一个老大
[09:45] 带我们出去打群架
[09:46] 联发科在短短几年内
[09:48] 从原本的手机
[09:50] IC大幅切入到
[09:51] AISec
[09:52] 结果呢
[09:53] 短短两年内
[09:55] 市占率从原本的零
[09:57] 上升到接近14%左右
[09:59] 这就是一个华丽的转身
[10:01] 当然市场上最大的两层压力
[10:03] 一层当然是
[10:05] 原本的Intel和超伟
[10:07] 是否会遭受到进一步的压制
[10:09] 那另外一方面当然就是
[10:10] 因为这次没有跟Mac合作
[10:12] 那就是苹果接下来的WWDC
[10:15] 准备也要来临
[10:17] 那苹果前阵子才说
[10:19] 准备要反攻AI市场
[10:21] 那要怎么打得赢呢
[10:22] 如果效能大家差不多
[10:24] 会不会形成市占率的移转
[10:26] 我们根据彭博的报道
[10:28] 苹果即将在新版的系统当中
[10:30] 推出15年来最大规模的Siri改版
[10:34] 不只是界面全面重做
[10:35] 还会加入类似聊天机器人的
[10:37] 独立应用程式
[10:38] 你说又是Siri
[10:39] Siri我们都知道
[10:42] 它其实过去很像那种语音指令工具
[10:44] 它根本不算是智慧助理
[10:46] 但是苹果已经提到了
[10:48] 新版的Siri
[10:49] 它会开始全天候的AI代理人
[10:52] 跟黄仁勋所打造的AI代理一模一样
[10:54] 能够理解用户的资料
[10:56] 分析萤幕内容
[10:57] 去搜寻网页
[10:58] 安排行程
[10:59] 写email
[11:00] 当然苹果这次比较特殊的事情是
[11:02] 苹果没有资料中心
[11:03] 苹果这次是坚持
[11:05] 应该讲说不再坚持字眼
[11:08] 新版的Siri会同时结合OpenAI
[11:11] 结合Gymnite
[11:13] 结合Enthropic
[11:14] 让多模型正式进入到AI平台的竞赛当中
[11:18] 连相机啊
[11:19] 用户拍照之后
[11:20] 也可以让AI的物体直接进行AI辨识化
[11:23] 搜寻资讯等等
[11:24] 那我们当然就知道
[11:26] 这就是双重压力嘛
[11:27] 品牌端也有压力
[11:28] 那其他像做CPU的也有压力
[11:30] 好那现在唯一的问题是
[11:31] 这些问题对于我们一般投资人来看
[11:33] 问题不大
[11:34] 它是一个增量市场
[11:36] 那就随便了
[11:37] 就是有时候我们不要觉得好像
[11:39] 特斯拉崛起了
[11:41] 所以全球测试就完了
[11:42] 没有
[11:43] 它可能会触发全球车市
[11:45] 大量的投入到自驾车
[11:47] 那可能更是一个增量市场
[11:49] 以后大家解放双手
[11:50] 那搞不好汽车销量更高
[11:52] 每个人都买一部
[11:53] 或者说每个人以后都不用买车了
[11:55] 可是路上随便都可以来
[11:56] 无人驾驶计程车
[11:58] 那回过头来说
[11:59] 那现在黄文勋真正要做的是什么呢
[12:01] 要改变PC的寒冬
[12:03] 其实PC已经寒冬很久了
[12:05] 到底一台笔电卖10万块
[12:07] 像平均售价预估10万块台币
[12:09] 能不能有这么大的一个购买量呢
[12:12] 我们根据IDC的预估
[12:13] 全球个人电脑和平板市场
[12:15] 这几年是遇到最严重的
[12:18] 记忆体的供应危机
[12:19] 所以导致今年预估换机潮会惨不忍睹
[12:23] 全球PC和平板的出货量
[12:25] 年增幅大概在7%左右
[12:27] 可是过往整体而言
[12:29] 在2021年以前大概是10%到12%
[12:32] 结果我们看到整个25年以后
[12:35] 我们预估可能会有
[12:36] 接近4年到5年的时间
[12:38] 整个PC的销售量
[12:40] 可能会回不到2025年的水准
[12:43] 那更不用讲了
[12:44] 2025年卖了这么多PC
[12:45] 它都没有回到2021年的水准
[12:47] 为什么
[12:48] 当年疫情时代
[12:50] 太多人买PC
[12:51] 太多人买笔电了
[12:52] 很难创纪录
[12:53] 这一场疫情所造就的购机潮
[12:57] 它的那个巅峰就在那边了
[12:59] 现在我们不管怎么换
[13:00] 大概都回不到那个时候
[13:02] 所以问题来了
[13:03] 你会因为PC有AI功能
[13:05] 一台卖10万块
[13:06] 好吸引我
[13:08] 这个就要挑战一下
[13:10] 不能说完全的不认同
[13:12] 但是我们要知道
[13:13] PC市场残这么久
[13:15] 手机市场低迷这么久
[13:16] 是有原因的
[13:16] 第一记忆体价格在上涨
[13:18] 它价格不可能多便宜
[13:20] 第二
[13:20] 我真的需要用到这么好的吗
[13:22] 这是另外一层问题
[13:24] 手机市场其实也是一样
[13:25] 我们再看一下
[13:27] Counterpoint最新所公布的数据
[13:28] 全球智慧型手机
[13:30] 也迎来史上最大规模的供给链冲击
[13:33] 我们预估在今年
[13:34] 手机市场会重度衰退13.9%
[13:36] 降到10.8亿值
[13:38] 这个比之前预测衰退12%来得更糟
[13:41] Counterpoint已经连续两个季度大幅下调
[13:44] 针对今年手机销售的展望
[13:46] 当然了
[13:47] 目前看起来最受冲击的都不是高阶的PC
[13:50] 高阶的手机
[13:51] 是售价150美元以下的低阶手机市场
[13:54] 因为成本上升太快了
[13:55] 像小米
[13:56] 小米最近出货量在一季度暴跌两成八
[13:59] 荣耀手机暴跌两成
[14:01] 为什么
[14:02] 因为记忆体价格太贵了
[14:03] 那它本身就是属于低价手机
[14:06] 他也没有什么能力进行价格转移
[14:08] 最终导致今年手机市场
[14:11] 可能会产不人赌
[14:12] 好那不管怎么说
[14:13] 唯一的问题是在于
[14:15] 到底一个AIPC出现
[14:17] 他是在存量竞争
[14:19] 到底辉达是抢别人的市场
[14:21] 还是在创造一个新的市场
[14:23] 在消费终端这个部分
[14:25] 我可能就不确定了
[14:26] 可能还要请大家来帮我想想
[14:28] 这到底你会因为这样子的原因
[14:30] 决定要去换一台
[14:31] 9万块10万块的笔电吗
[14:33] 或者说越越遇事
[14:35] 等到它价格降下来以后再决定
[14:37] 但不管怎么说
[14:38] 不管是做AIPC AI手机
[14:40] 还是做一系列辉达的机柜
[14:42] 都是台厂参与其中
[14:44] 我们看到这次Computex
[14:45] 所整理的300家合作伙伴来看
[14:49] 辉达的真正竞争对手
[14:50] 已经不是单纯一家企业
[14:52] Intel 超微或者高通
[14:54] 它是整个数位的经济体系
[14:56] 大家都以为辉达卖的是GPU
[14:58] 其实它现在卖的是整个生态系
[15:00] AI模型到云端平台
[15:01] 到资料中心
[15:02] 到HBM
[15:03] 到ODM的合作厂商
[15:05] 人际关系
[15:06] 更值得注意的事情是
[15:07] 它已经从数位世界
[15:09] 延伸到实体世界
[15:11] 我们回过头来看
[15:12] 微软从当时统治PC时代
[15:14] 到Google掌握了网络时代
[15:16] 苹果定义了手机时代
[15:18] 那么挥打呢
[15:19] 现在就做更大的事情了
[15:21] 从AI时代的底层基础建设
[15:23] 从晶片到资料中心
[15:25] 从企业到政府
[15:26] 300家的合作伙伴
[15:28] 打造一个强而有力的挥打供应
[15:31] 哇这加速这么多
[15:32] 要组ETF都很困难
[15:34] 麻烦可不可以有人创一个老黄ETF
[15:38] 甚至我们这期有看到
[15:39] 美食的看板也成为当前的演讲彩蛋
[15:42] 在供应链当中
[15:44] 大家最关注就是这五家
[15:45] 一个是花娘小馆
[15:47] 然后是王继甫陈肉粽
[15:49] 富霸王猪脚
[15:50] 专摇古早味怀旧餐厅通话街水果阿婆这是Food lady黄仁勋推的基本上都是苏格短袜这些餐厅其实CP值都蛮高的
[16:03] 除了水果阿婆
[16:05] 当然迪化街那水果
[16:07] 真的有点贵
[16:09] 没有个三两三
[16:10] 要斟酌一下
[16:11] 我记得花娘小馆
[16:13] 是去年吗
[16:14] 开分店了
[16:16] 就因为黄仁勋前年去过
[16:18] 所以我们讲说黄仁勋
[16:19] 他是带领台湾打团体战的一个市场的重要角色
[16:24] 黄俊勋他会怎么样
[16:25] 他会在Computex
[16:26] 他列出所有人
[16:27] 他会从合作伙伴到打扫阿姨
[16:30] 可是他去KES展
[16:31] 他也不会去列出所有人
[16:33] 他在台湾会吃赵元燕
[16:35] 把所有他认识的人全部塞到一个小餐厅
[16:38] 对韩国人顶多吃吃炸鸡
[16:41] 找几个巨头
[16:42] 找李在龙吃吃炸鸡
[16:44] 为什么
[16:44] 因为台湾我们过去提过
[16:46] 台湾人是打群架起家的
[16:49] 当然要找吃饭要所有人都找
[16:51] 要不然又要打群架了
[16:53] 所以现在他带着联发科
[16:55] 去抢夺高通的市站
[16:57] 他带着华硕红机微星
[17:00] 去抢夺美系的PC
[17:02] 这个就是我们看到
[17:03] 一个新的世界的真实来临
[17:05] 当然回过头说
[17:06] 那现在大家最为关注的
[17:08] 其实并不是单纯PC
[17:10] 或者手机市场可以改变一切
[17:11] 只是这是新提出的亮点
[17:13] 真正重点在于什么
[17:15] 其实我个人的看法
[17:16] 还是自驾车跟机器人
[17:18] 只有这两项做更大突破
[17:20] 我们才可以完全转化成一个新的增量市场
[17:23] 好那在自驾车的部分
[17:25] 我们很清楚
[17:26] 这一次黄仁勋持续推行他的APAYAMA2
[17:29] 持续进行更进一步的这种平台化的扩散
[17:33] 其实现在他算是开放式的推理模型
[17:36] 那这款开放式
[17:37] 而且拥有320亿参数的推理的世界语言模型
[17:41] 能够完整的在自驾车当中进行推理
[17:44] 上一次其实APAYAMA就已经跟宾士来做合作了
[17:48] 那这一次合作速度和合作的幅度
[17:51] 会开始有效的加快
[17:52] 我们清楚知道
[17:54] 其实全球的车市
[17:55] 目前都不是特别好
[17:56] 尤其是欧系车
[17:58] 我们以中国市场来看
[17:59] 这个中高阶的车款
[18:01] 在中国市场
[18:02] 那宾市很惨
[18:04] 你像纯电SUV的EQB
[18:06] 指导价本来是42万人民币
[18:09] 现在下探到17.6万
[18:11] 等于砍了一整半
[18:13] 降幅50%
[18:14] EQA在中国市场也是砍半
[18:16] 其他像中高阶或者旗舰车款
[18:19] 像是EQE或者EQSUV
[18:21] 本来大概在63万左右
[18:23] 现在降到大概23万
[18:25] 旗舰纯电EQS
[18:26] 从133万下降到44万
[18:30] 这件事情都说明着
[18:32] 不管是宝马
[18:34] 不管是宾士
[18:35] 整体而言
[18:36] 其实在中国市场销售都非常差
[18:39] 那如何扭转过去
[18:40] 对于自驾车的落后呢
[18:42] 很明显
[18:42] 他们都已经做电动车了
[18:44] 你还想怎样
[18:44] 其实宾士和BMW的电动车
[18:48] 其实都蛮好开的
[18:49] 我个人感觉
[18:50] 其实开起来质感不亚于特斯拉
[18:54] 就是从电动车的逻辑来看
[18:56] 可是问题在于
[18:57] 我坐电动车
[18:58] 我还是搞不赢自驾车
[19:00] 我还是打不过特斯拉
[19:01] 那就靠回答的生态系的帮助
[19:03] 其实我们看到
[19:04] 目前自驾车
[19:05] 虽然看起来好像没有什么大新闻
[19:07] 可是其实是个点多地开花
[19:10] Google母公司
[19:11] Alphabet旗下的微博
[19:13] 现在正式发表他的
[19:14] Robotexi车款叫Ozia
[19:16] 这是一个很明显
[19:18] 从当时的Jarga的车款
[19:21] 改造成更加廉价的车款
[19:23] 这个车款
[19:25] 其实现在目前是
[19:26] 中国吉利集团旗下
[19:28] 跟Vamo合作的新车款
[19:29] 他们在2021年就已经合作
[19:31] 目前开采了新的车款以后
[19:34] 打算在美国多点上路
[19:36] 因为以前Vamo最大的问题
[19:38] 就是那台车太贵了
[19:39] Jarga的车
[19:40] 其实成本有点高
[19:41] 那如何大量的降低成本就非常重要了
[19:45] 那另外一方面我们也看到
[19:46] 其实像是亚马逊的ZOOX
[19:48] 叫动物园
[19:49] 明显还在追赶
[19:51] 不过呢至少也在拉斯维加斯
[19:54] 慢慢的做运营
[19:55] 然后这辆车看起来就有点像烤面包机
[19:57] 它里面也没有方向盘
[19:58] 也没有踏板
[19:59] 然后座位是面对面的
[20:01] 开的也不快
[20:02] 不过呢在堵城大道的固定路线上
[20:05] 现在是有免费载客的
[20:06] 其他我们看到
[20:07] 现在特斯拉在Robotexi
[20:09] 已经拿到了德州的正式入场券
[20:11] 无人计程车商业化再进一步
[20:14] 从5月28号开始
[20:16] 所有提供商业自动驾驶的业者
[20:19] 都会完成官方的授权等级
[20:21] 那特斯拉现在就出现在
[20:23] 德州机动车队的核准名单当中
[20:26] 所以接下来
[20:27] 不管是第四级
[20:28] 还是第五级的自动驾驶车辆
[20:30] 基本上都代表的
[20:31] 特斯拉的自驾无人计程车
[20:33] 进军到全美各地
[20:35] 其实是有机会展望的
[20:37] 其实我们要这样讲
[20:38] 这件事情
[20:39] 不要讲说辉达的阿帕亚姆
[20:41] 他是在蚕食特色
[20:42] 因为自驾车这个市场
[20:43] 才刚刚开始萌芽而已
[20:45] 应该是大家一起去创造
[20:46] 一个新的增量市场
[20:48] 黄仁勋有时候
[20:49] 你看好像在收购别人企业
[20:51] 好像在趁自己现金流多的时候
[20:53] 来做布局
[20:54] 打造成科技版波克夏
[20:55] 但其实他也是在
[20:57] 加速整个物理AI化
[20:58] 只有AI成真
[21:00] 他卖的产值才有意义
[21:02] 如果他卖了那么多产值
[21:03] 结果大家只是
[21:04] 卖产值赚得多
[21:06] 结果根本没有挖到情况
[21:07] 那它总有一天也会泡沫化的
[21:09] 所以一定要让生态系快点成熟
[21:11] 本来就这样子
[21:12] AI的技术扩散
[21:13] 你像对特斯拉来说也是
[21:14] 看到宾士采用Apayamo
[21:17] 可能证明
[21:18] 第一
[21:19] 其他车厂还没有复制FSD的能力
[21:22] 但对于整个产业而言
[21:23] 这就好事
[21:24] 因为Apayamo它的价值
[21:25] 不是击败特斯拉
[21:27] 或者追上特斯拉
[21:28] 它是把原本只在于
[21:30] 少数顶尖系统的能力
[21:31] 拆分成更多企业都能够使用的平台
[21:34] 大家对于自驾车的接受意愿
[21:36] 就来得更高了
[21:37] 这反而并不是坏事
[21:39] 所以我们讲说
[21:39] 这个技术的爆发
[21:40] 对于单一企业
[21:41] 其实并没有绝对的好事
[21:43] 或者绝对坏事
[21:44] 本来就没有绝对标准
[21:46] 今天看到那先生
[21:47] 跟太太在聊天
[21:49] 太太说
[21:50] 告诉你一个好消息
[21:52] 跟一个坏消息
[21:53] 先生问
[21:54] 什么事
[21:55] 太太说
[21:57] 我要跟你离婚
[21:58] 先生回说
[22:00] 那坏消息是什么
[22:03] 警察先生
[22:04] 这就是发生经过
[22:05] 所以我们讲说好事跟坏事
[22:07] 本来就没有绝对的标准
[22:09] AI产业就特别明显
[22:11] 因为有人觉得
[22:12] 宾士采用Apayama
[22:13] 就觉得它好像特斯拉的领先优势
[22:16] 被稀释了
[22:17] 但是其实这是物理AI
[22:19] 走向普及的重要的里程碑
[22:21] 对于技术领导者来说
[22:23] 能力被复制
[22:24] 被平台化
[22:25] 它也意味着竞争者增加
[22:27] 但对于整个产业来说
[22:28] 越来越多企业能够参与创新了
[22:31] 所以辉达有时候
[22:32] 也要保持一定程度的
[22:33] 势战的退让
[22:34] 不要把超维跟Intel压得太重
[22:38] 你要让他有机会
[22:40] 能够参与这场游戏
[22:41] 这就是很重要的
[22:42] 当然回过头来说
[22:43] 市场上更进一步聚焦的
[22:45] 当然就是机器人
[22:46] 物理型AI
[22:47] 自驾车
[22:48] 其实技术已经逐步成熟
[22:50] 未来几年逐步推广到全美各地
[22:52] 不会有太大问题
[22:53] 台湾的话就再看看
[22:55] 台湾的话可能要做更多测试
[22:57] 但美国的部分
[22:58] 未来几年会逐步成熟
[22:59] 我们更关注的
[23:00] 其实是机器人
[23:02] 这一次大家特别去关注
[23:03] 机器人的原因来自于
[23:05] 整体而言
[23:06] 黄仁勋在本身的机器人平台当中
[23:09] 仍然采取更进一步的有效推升
[23:12] 我们过去所提到的Cosmo模型
[23:14] 机器人相关开发平台
[23:16] 这一次黄仁勋有特别提到
[23:18] 目的是让AI不只存在于荧幕和云端
[23:21] 而是能够理解真实世界
[23:22] 而真实世界
[23:23] 光靠我们的网络数据是不够的
[23:26] 必须要大量的训练
[23:27] 捕捉资料生成
[23:29] 评估模型和部署流程
[23:31] 现在各大机器人
[23:32] 其实推行速度也蛮快的
[23:34] 之前我们就有看到
[23:35] 像Pigger AI当时做的直播
[23:37] 我记得是做了200个小时
[23:40] 让人行机器人去刷那个条码
[23:43] 包裹的条码
[23:43] 就是要把那个条码给往下转
[23:46] 做包裹的分解任务
[23:48] 那全程
[23:49] 当然有时候会出现一些障碍但是平均每台机器人大概可以剪21个货物虽然比人类的30件到40件还来得慢可是他不用休息他只要插电就能够一直工作
[23:59] 取代初阶劳力
[24:01] 看起来不会有太大问题
[24:02] 再来是消费型的机器人
[24:04] 像1X
[24:05] 1X过去发行的机器人叫Neo
[24:08] 长得很可爱
[24:10] 有点恐怖股效应
[24:11] 但Neo的脸部
[24:12] 因为看起来有亲和力
[24:13] 目前在消费市场当中
[24:16] 下单量在美国市场成长最快的
[24:19] 目前你在网络上
[24:20] 就可以直接下去订单
[24:21] 再过两周就会寄到货了
[24:23] 再来像是Dynarobot
[24:24] 我们看到自己家企业
[24:26] 它是由DeepMind的前科学家
[24:29] 陆续成立
[24:29] 属于垂直突破派
[24:31] 它的目的是要
[24:32] 特定垂直场景的模型化
[24:35] 什么意思
[24:35] 比如说叠衣服
[24:36] 因为Dynarobot的特别处
[24:38] 在于小而精
[24:39] 它认为机器人
[24:41] 跟大圆模型的理解不同
[24:42] 更看重于数据的质量和物理
[24:45] 所以在特殊的商业落地
[24:47] 比如说如何把螺丝
[24:48] 起子给装好
[24:49] 如何叠衣服
[24:50] 任何衣服
[24:51] 它都能够叠好
[24:52] 其实是有相对性的挑战的
[24:54] 其他我们看到
[24:55] 各大领域
[24:56] 像Amazon
[24:57] 其实目前也在研发
[24:58] 内部的机器人
[25:00] Amazon我们过去提过
[25:01] 因为它的员工人数
