[00:00] 投资片欢迎收听早晨财经速解读
[09:35] SpaceX也示范了这种财富效果
[09:37] 因为有很多人是持有SpaceX的股票
[09:40] 就内部员工
[09:41] 所以人工智慧的工程师
[09:44] 现在就是暴富了
[09:45] 就是大家都清楚知道
[09:47] 在未来一段时间
[09:48] 这群工程师到底要继续留在公司体系
[09:51] 还是就直接成为亿万富翁
[09:53] 就两个选择
[09:53] 那就会形成股市
[09:55] 可能进一步的买盘或者卖压
[09:57] 那当然SpaceX已经证明
[09:59] 大多数工程师都愿意
[10:01] 持续留在这套体系当中
[10:03] 也有可能嫌股价不够贵
[10:05] 因为前一个月更高
[10:06] 等到股价高了再卖掉
[10:07] 也是一种选择
[10:08] 但至少可以看得出来
[10:10] 现在整个AI巨头的隐形账单
[10:13] 包括工程师的账单
[10:14] 包括资本支出
[10:15] 未来的采购金额仍然在飙高
[10:17] 目前最为受惠的
[10:19] 当然还是卖产的这些企业
[10:20] 第一季合计
[10:22] 目前大型云端公司的采购金额
[10:24] 已经来到9820亿美元了
[10:27] 如今现在应该讲说
[10:29] 第一季原本预估是
[10:30] 今年全年是9800亿
[10:31] 现在可能今年年底
[10:34] 要飙高到1.5到1.6兆
[10:36] 而且不知道第四季
[10:37] 还会不会快速的调高
[10:39] 那这会形成一股压力
[10:40] 就是你要借的钱这么多
[10:42] 可是现在就业数据的软化
[10:46] 还有CPI PPI的降温
[10:48] 似乎没有让大家的利率预期
[10:50] 你的融资成本下滑太多
[10:52] 我们举例来说
[10:53] 昨天PPI公布出来
[10:55] 最大的亮点是月增幅
[10:56] 0
[10:57] 居然是0
[10:58] 居然没有成长
[10:59] 居然7月份的生产者成本
[11:02] 相对于6月份还没成长
[11:04] 这真的很意外
[11:05] 年增幅也从5.5%下滑到4.7%
[11:09] 这算是比市场预期低非常多
[11:12] 那当然最直观的意义就是
[11:14] 那联总会短期内肯定没有急着要升息理由
[11:16] 至少9月份不太可能升息了
[11:18] 先延到12月份再说
[11:19] 甚至我们比较大胆
[11:21] 我们相信今年可能完全不会升息
[11:23] 但是从这件事情就说明着
[11:25] 照理来讲
[11:26] 那应该利率预期要下滑
[11:28] 可是我们看到
[11:30] 最近美国政府最大的麻烦
[11:31] 那就是最近一场250亿美元
[11:34] 30年期的美债表首在昨天得标利率
[11:38] 居然是5.22%
[11:40] 这个是本世纪以来的新高
[11:43] 更远高于川普第二任任期开始的4.9%
[11:47] 这个现场的不管是实质利率
[11:49] 还是公债利率
[11:50] 投资等级债的发行利率
[11:52] 全部都在冲高
[11:53] 都是25年来的新高
[11:55] 这么高强度的利率预期
[11:57] 跟现在那种升息预期打消的思想
[12:01] 好像有点互相违背
[12:02] 那不是没通膨了吗
[12:04] 压力没这么大
[12:05] 为什么利率这么贵呢
[12:06] 所以其实还是看得出来
[12:08] 债券市场是比股票市场
[12:10] 更早闻到风险了
[12:12] 一方面当然是融资需求太高
[12:14] 你搞不好未来自由现金流
[12:16] 就会完全花光了
[12:17] 你要发这么多债
[12:18] 那我要买债券
[12:19] 我就省着点买
[12:20] 债券价格的卖压
[12:22] 导致了债券殖利率的走高
[12:23] 我们看AI的均倍竞赛
[12:25] 如果是单纯从现金流来看
[12:28] 2024年
[12:29] 那个时候单季高峰
[12:30] 还有1200亿
[12:31] 这些云端巨头
[12:32] 然后到120亿
[12:35] 应该讲1200亿
[12:36] 然后到1000亿
[12:37] 然后到800亿
[12:38] 然后到600亿
[12:38] 然后到现在大概是300亿左右
[12:41] 因为Meta第二季自由现金流已经翻付了
[12:44] 然后Google自由现金流也跟着翻付
[12:46] 现在就靠几只企业稍微勉强撑着
[12:49] 大概还撑的是微软
[12:51] 微软大概还有200亿的现金
[12:53] 然后Amazon已经是付100亿了
[12:56] 甲骨文已经付很久了
[12:58] 然后GoogleMeta都是翻付
[12:59] 所以微软稍微一松动
[13:01] 大概整个七巨头手上就真的完全没钱了
[13:05] 这就会形成比较大的一个市场压力
[13:07] 那当然了
[13:08] 辉达在本周
[13:09] 当时采取了一定性的做法
[13:11] 把GPU变成金融资产
[13:13] 来向华尔街私募机构来做融资
[13:16] 也替这些交易
[13:18] 因为辉达本身
[13:18] 他其实是做担保
[13:20] 不是他要借钱
[13:21] 辉达自己又不盖资料中心
[13:22] 辉达是卖GPU
[13:24] 让你盖资料中心的
[13:25] 以辉达来挂保证
[13:27] 来让他的客户可以用到这笔钱
[13:29] 来借钱去盖资料中心
[13:31] 那你记得买我辉达的货就好了
[13:33] 所以这一次的5000亿的融资计划
[13:36] 本身就是挥达为自己的企业
[13:38] 为自己的客户来做保证
[13:40] 那这会使得现代扩张
[13:42] 比想象中还要来得更大
[13:44] 我们过去提过
[13:45] 现在在AI资料中心的资本投入
[13:48] 占整体GDP
[13:50] 相对而言至少已经来到1.9到2.1%
[13:53] 相对于过往几次
[13:55] 比如说曼哈顿计划
[13:56] 阿波罗计划
[13:58] 就那个上月球的
[13:59] 然后洲际公路系统
[14:01] 大概都0.4到0.6
[14:03] 2000年的宽屏光纤建设
[14:06] 也不过是1.2%
[14:07] 所以现在的确是一个
[14:09] 史上最大的国家级的基础建设工程
[14:12] 那当然市场上会有进一步的担忧
[14:15] 第一个就是算力的金融化
[14:17] 它会不会从概念变成真正的债务市场
[14:20] 23年美国以GPU或者以AI晶片
[14:23] 作为支撑债务规模
[14:25] 大概只有数十亿美元
[14:27] 到25年就150了
[14:28] 你看一下图表
[14:30] 26年直接莫名其妙
[14:32] 飙升到700亿
[14:33] 就是以前GPU
[14:34] 这很难想象
[14:35] 你拿iPhone可以去当铺点当吗
[14:39] 好像可以
[14:39] 那你拿一台电脑
[14:41] 你拿一个随身碟
[14:43] 去那个当铺点当
[14:46] 这在过去是很难想象
[14:47] 可以当到多少钱
[14:48] 现在越当越多
[14:50] 企业把GPU拿去做抵押
[14:52] 拿算力拿去做抵押
[14:54] 再把资料中心也拿去做抵押
[14:56] 这当然跟当年房贷金融化的概念
[14:58] 有点相似
[14:59] 但成长金额是有一点快
[15:01] 这是有点压力的
[15:02] 其实金融化没什么问题
[15:04] 但速度是有点快的
[15:05] 那当然金融危机最危险的时刻
[15:08] 往往都不是模型算错
[15:09] 而是模型假设的世界突然不存在了
[15:12] 08年以前美国房价长期向上
[15:15] 那市场也相信
[15:16] 那城市尤其是淡黄区房价
[15:20] 不可能同时大跌
[15:22] 那大量的房贷被打包之后
[15:24] 看起来是分散可以降低风险
[15:26] 结果06年房价下跌了
[15:28] 所以原本彼此相关性不高的资产
[15:31] 突然危机就变得集中
[15:32] 所以这的确是有一股风险
[15:34] 不过当时也是花了
[15:36] 接近有四年到五年的时间
[15:39] 所累积起的一个泡沫
[15:40] 那我们就要细看
[15:41] 本轮的融资计划
[15:43] 到底你会用什么样的一个角度来看
[15:45] 它金融化
[15:46] 某种程度可以帮助你航海大发现
[15:48] 你有了资本
[15:49] 才能够去探索这个世界
[15:51] 做更多的资本支出
[15:52] 资料中心的研发
[15:53] 但相反的
[15:54] AI金融化
[15:55] 也就代表着风险正在提升
[15:57] 那也许市场会有一个临界点
[15:59] 我相信在28年到29年
[16:01] 第一批的资料中心盖完以后
[16:03] 能不能快速的把自由现金流给拉回来
[16:06] 是一个大家值得观察的重点
[16:08] 如果你要想想看
[16:09] 资料中心没盖完
[16:10] 钱怎么收回来
[16:11] 他至少要先盖完再说
[16:13] 盖完那一刻
[16:14] 他就可以开始收订阅费了
[16:16] 他就有更多的算力可以做出租了
[16:18] 不过刚才聊到
[16:20] 正由于市场担心这件事情
[16:21] 所以债券市场是现在真正的压力所在
[16:24] 股票市场反而不是
[16:25] 我们看CDX的交易量最近还在崇高
[16:29] 价格虽然并没有持续喷发了
[16:31] 可是大量的人正在进行交易
[16:33] 我们看CDX的实体交易量
[16:35] 像辉达 AND 普通
[16:37] 最近一个月大概已经增加了
[16:40] 接近有十倍了
[16:41] 主要就是因为市场上一直在讨论
[16:43] 卖方的融资 客户担保 融资循环等等问题
[16:46] 它也不一定是看空
[16:48] 有可能就是
[16:49] 哇 它要发那么多债
[16:50] 那是不是有点风险
[16:52] 那股价反正在涨
[16:53] 那我就做一些避险
[16:54] 股价涨越多
[16:56] CDS就买得越多
[16:57] 那重点是
[16:58] 不是对赌股价的崩盘
[17:00] 是担心债券市场
[17:01] 有没有可能让我亏损
[17:02] 很多人手上
[17:03] 也有很多投资等级在
[17:04] 这可能是目前所采取的做法
[17:06] 因为虽然整个AI市场
[17:08] 并没有爆发真正的信用危机
[17:10] 甲骨文这么惨
[17:11] 它也没有爆发问题
[17:12] 但问题是
[17:13] 前阵子大家比较担心的软体股
[17:16] 其实目前已经有开始产生压力了
[17:18] 举例来说
[17:19] 我们今年一二月份
[17:21] 当时股价在做
[17:22] 比较显著修正的时候
[17:23] 软体股有一股那种
[17:25] 服务末日的感觉
[17:27] 就是因为以前软体股都是低利率
[17:29] 私募股权基金特别喜欢买软体公司
[17:32] 那订阅收入很稳定
[17:33] 成本又很低
[17:35] 毛利又很高
[17:35] 加上很适合大量的去杠杆
[17:37] 私人信贷就借大量的钱给这些公司
[17:40] 结果今年股价有很多都跌四成跌五成
[17:44] 压力很大
[17:45] 而且他们还是有可能被AI代理
[17:47] 第一波取代的软体公司
[17:49] 所以这就形成进一步的压力
[17:52] 我们看到在整个软体业当中
[17:54] 私募股权的亏损
[17:56] 是来得最为严重的
[17:57] 因为他们是主要的资金的提供者
[17:59] 那如果细看
[18:00] 你像是过去所看到的SARS末日
[18:03] 它的股价跌四成五成
[18:04] 还不是最严重
[18:05] 最严重是信用市场
[18:06] 26年美国科技业的杠杆贷款价格
[18:10] 从95美分暴跌到88美分
[18:12] 目前大概是90上下
[18:14] 相比之下
[18:15] 整体杠杆贷款指数
[18:17] 大概在95美分左右
[18:18] 那说明债券投资人是很担心的
[18:20] 以前那个软体业的护城河和现金流
[18:23] 那我们又帮助你加大杠杆
[18:25] 你的PE
[18:26] 你的本益比又非常高
[18:28] 那股价跌只是股东受伤
[18:30] 你贷款价格也跟着跌
[18:32] 那就是代表有人怀疑
[18:33] 你到底还不还得出债券变成信用问题所以私募股权这一股的投资反而压力是很大的你想想看几年前我们讲五年前疫情以前好了我们都一直觉得
[18:45] 软体业才是
[18:46] 世界上最迷人的投资生意
[18:47] 为什么它不用像台积电
[18:49] 不用像三星一样
[18:50] 每隔几年就要砸几百亿盖厂
[18:52] 买设备
[18:53] 一群工程师在车库里头
[18:56] 然后打打电脑
[18:57] 然后发挥你的创意
[18:59] 一家百亿美元的公司
[19:00] 就这样子创新了
[19:01] 产品做错了
[19:02] 快速的改版
[19:03] 做对了又能够有几乎以零编辑成本
[19:07] 来卖遍全世界
[19:08] 毛利又高
[19:09] 订阅收入又很稳定
[19:10] 工程是一个好的点子
[19:12] 它可能就一夜翻身
[19:14] 这个就是科技业最浪漫的梦想
[19:16] 结果AI出现以后
[19:17] 以前软体最大的优势就写程式
[19:20] 很便宜
[19:21] 现在最大的威胁是写程式太便宜了
[19:24] 让AI的开发能力
[19:25] 复制能力
[19:26] 直接有取代的可能性
[19:27] 你本益比又特别高
[19:28] 私募现在又偏好借钱给你们这些人
[19:31] 本身有庞大的债务
[19:32] 最后市场的压力就因此而出现
[19:35] 那股价节四成五成
[19:36] 到现在为止
[19:37] 今年可能最惨的
[19:39] 不是投资科技巨头的
[19:40] 不是投资记忆体的
[19:41] 不是投资纯金银代工的
[19:44] 很有可能软铁股到目前为止
[19:45] 还是市场压力来得最大的
[19:47] 之前才网上看到
[19:49] 刚开始炒股票的时候
[19:52] 把它看作是一场投资
[19:54] 后来意识到
[19:56] 感觉是一场投机
[19:59] 再后来又觉得
[20:00] 感觉有点像是赌博
[20:02] 随着时间推移
[20:03] 才怀疑这是诈骗
[20:05] 到现在股价腰斩了
[20:07] 才发现根本就是抢劫
[20:09] 后来遇到前辈
[20:11] 前辈说
[20:12] 我的觉悟和格局不够高
[20:14] 其实我们是在捐款
[20:15] 所以你要知道
[20:17] 这个软体业的一个市况
[20:19] 它可以作为前瞻的一个预期
[20:21] 来看待目前
[20:23] 挥达的5000亿的融资计划
[20:24] 这个就是后续所影响的规模
[20:26] 也是市场给予的压力
[20:28] 当然这也就说明
[20:29] 整个AI游戏
[20:31] 它的确某种程度
[20:32] 撑起了庞大的经济体系
[20:34] 但AI一破灭
[20:35] 它对于经济的伤害肯定是大的
[20:37] 现在超大规模科技公司的资本支出
[20:40] 占GDP的比值正在快速的膨胀
[20:42] 19年是0.3%
[20:44] 24年到0.8%
[20:45] 25年到1.4%
[20:46] 今年大概已经飙高到2.4%了
[20:49] 到28年就会来到3.2%
[20:51] 所以光是一个资本支出就超过GDP3%
[20:54] 美国经济对于AI的投资依赖
[20:57] 程度也会来得越来越高
[20:58] 我们过去提过
[21:00] 如果你把AI拿掉以后
[21:01] 美国的经济成长
[21:02] 现在大概还有1.8
[21:05] 你拿掉就连1%都不到了
[21:07] 这就是市场上真正的压力
[21:09] 所以本来就是正面和反面
[21:12] 都会有各式的看法
[21:13] 大家可以有自己的原则
[21:15] 和中心来看待
[21:16] 你说AI需求大爆发
[21:17] 算力供不应求
[21:19] 科技巨头
[21:20] 疯狂的盖资料中心
[21:21] 这是一种正能量
[21:22] 这是一种正面的一个评价
[21:24] 但反问
[21:25] 那么多公司在举债
[21:27] 在私募信贷
[21:28] 在SPV
[21:29] 而且资金大到这种规模
[21:30] 感觉好像又变成一种负面评价
[21:33] 但两件事情有时候可以同时成立
[21:36] AI可能真的是一个
[21:37] 20年来最重要的科技革命
[21:39] 但市场也有可能在革命初期
[21:41] 投太多钱
[21:42] 加了太多杠杆
[21:43] 把太远的未来提前算进现在的股价
[21:46] 所以真正成熟的观点
[21:48] 不是说AI融资
[21:50] 你就认为泡沫要破
[21:51] 也不是相信AI的前景
[21:53] 所以AI所有价格都是合理的
[21:55] 你要有了解说科技的发展
[21:58] 跟股价估值的高低
[22:00] 来做好你的曝险
[22:01] 这是最好的一个做法
[22:03] 我最近才看到
[22:04] 那是一部电视剧
[22:06] 老师今天电视上又播报
[22:09] 抓到多少贪污腐败的官员
[22:13] 老师说很好很好
[22:14] 你是一个心中有正能量的孩子
[22:17] 老师那为什么
[22:19] 这个社会有这么多
[22:21] 贪污腐败的官员呢
[22:23] 你这个问题就很负能量
[22:25] 所以现在AI行情就这样子
[22:27] 你问AI会不会改变世界
[22:29] 大家都觉得你正能量
[22:31] 科技乐观论者
[22:33] 你多问一个
[22:33] 这些钱谁出呢
[22:35] 这些钱如果还不出来
[22:37] 会造成什么样的后果呢
[22:38] 你很负能量
[22:39] 太负面了
[22:40] 所以本来就是
[22:41] 看好AI产业
[22:43] 不代表无条件看好AI投资
[22:45] 大家还是要有所区别
[22:46] 当然我们就必须从实体产业来看
[22:49] 有没有一步一步在改变这个世界
[22:50] 我们看
[22:51] 之前OpenAI就曾经提过
[22:53] AI发展的五个阶段
[22:55] 描绘人工智慧
[22:56] 从工具走向自主系统的
[22:58] 演进路径
[22:59] 第一个阶段是
[23:00] 单纯自然对话的聊天机器人
[23:02] 第二个就是
[23:03] 有人类水准的推论者
[23:05] 第三个阶段
[23:06] 是能够自主规划
[23:07] 执行任务和外部环节的
[23:08] AI Agent
[23:09] 现在大概在第三个阶段
[23:10] 再往上走
[23:11] 就是AI具备显出的创新能力
[23:13] 它可以提出新的技术
[23:15] 新的解决方案
[23:16] 第五个就是
[23:17] 管理复杂业务
[23:19] 协调多个AI和人类
[23:20] 共同工作的AI组织
[23:22] AI跟AI自己互相工作
[23:24] 然后创造伊甸园
[23:26] 有这样的一个感觉
[23:26] 那当然了
[23:27] 为了要达到这样的一个需求
[23:29] 现在最缺的就变成数据了
[23:30] 因为网路上能够找到数据
[23:32] 他都已经拿走了
[23:32] 现在我们看到印度劳工
[23:35] 有数百万名员工
[23:37] 不能讲数百万
[23:38] 预估要数百万
[23:39] 现在大概有数十万名员工
[23:41] 在头上都会带一台手机
[23:43] 或者带一台设备
[23:44] 为什么呢
[23:45] 因为美国的公司
[23:46] 希望可以借由
[23:48] 因为机器人迟早要进入工厂
[23:50] 到底人是怎么动手做事的
[23:52] 所以印度现在有数万名的员工
[23:55] 把手机摄影机就绑在自己的头上
[23:58] 不管是做分类塑胶
[24:00] 缝鞋子
[24:01] 焊接
[24:01] 包装
[24:02] 各种角度
[24:03] 印度变成全球最重要的
[24:05] 实体人工智慧的资料库了
[24:07] 因为很多工作还是要靠人完成
[24:09] 这个时候
[24:10] 用付你一些钱
[24:12] 头上带一个摄影机
[24:14] 尽量把你能够做的手工技巧
[24:17] 全部给学走
[24:18] 所以这些员工压力也很大
[24:20] 但不重要
[24:20] 重点是
[24:21] 如何获取更多的物理世界的AI资料
[24:24] 是很重要的
[24:25] AI到底有没有赚到钱
[24:26] 卖产值的当然有赚到
[24:29] 但是其实赚钱的规模
[24:31] 正在往外扩散
[24:32] 我昨天才看到
[24:32] AI到底能不能赚到钱
[24:33] AI其实是可以赚到钱的
[24:36] 最近公布五六月份的特别奖
[24:38] 1000万的特别奖
[24:40] 其中一个就是OpenAI
[24:43] CheatGBT的订阅费
[24:45] 花690块
[24:46] 你就赚到1000万
[24:48] 所以AI到底能不能赚到钱
[24:49] 当然可以赚到钱
[24:50] 而且大部分好像都在信义区消费
[24:53] 但重点是
[24:54] 我们看得出来
[24:55] AI其实是有外溢的扩散效果的
[24:57] 我们举几个例子来说
[24:58] 像好莱坞
[24:59] 最近就正式进入了AI时代
[25:01] 从之前Netflix
[25:02] 收购了很多的AI制作公司以外
[25:05] 最近好莱坞
[25:06] 也愿意加快采用AI
[25:07] 背后就是有很多的竞争压力
[25:09] 现在13到54岁的观众
[25:12] 花在YouTube上的时间
[25:13] 已经超过迪士尼
[25:14] 福斯 派拉蒙
[25:15] 还有环球
[25:17] 或者华纳兄弟旗下的内容总和
[25:19] 很多人针对短影音的一个需求
[25:22] AI的影片的接受度
[25:24] 意愿也越来越高
[25:25] 之前我们讲那个中国的短剧
[25:27] 现在已经成功进入到美国市场了
[25:30] 那有很多是用AI来进行辅助的
