[00:00] 投资朋友欢迎收听早晨财经速解读
[06:19] 然后价格一修正
[06:21] 黄金一修正
[06:22] 股票一跌
[06:23] 就觉得人生失败的投资
[06:25] 但是我们讲说
[06:26] 决定价值的并不是眼前的价格
[06:30] 它是你人生或资产配置当中
[06:32] 带来的什么
[06:32] 就像婚姻一样
[06:33] 婚姻不能用外表和年龄来比较的
[06:36] 要不然自然怎么比都觉得再贬值
[06:38] 投资也一样
[06:39] 市场每天都会重新报价
[06:40] 但人生不是每天都要结算的吗
[06:43] 短期价格会涨会跌
[06:44] 甚至可能会腰斩
[06:45] 但是你要知道你背后的资产
[06:47] 它还是受到科技生产力的带动
[06:49] 它最后还是会反映M2的货币增量
[06:52] 其实就算是股市持续吸纳资金
[06:56] 房地产市场如果在经济的驱动底下
[06:58] 它也很难崩溃到哪里去
[07:00] 最后只是比相对极小
[07:02] 但是一个经济体越来越好
[07:04] 大多数的资产都会因此而持续的拉高
[07:07] 好那这个时候就要回过头来看了
[07:09] 由于明天就7月4号
[07:10] 美国的国庆
[07:11] 今天没有股市不开盘
[07:13] 那我们就要具体来做更进一步的留意
[07:15] 那就是当前全球针对AI市场的投入量
[07:19] 各国的国运表现为何呢
[07:21] 事实上我们在昨天才看到
[07:23] 川普不是再度宣称吗
[07:25] 说台积电会倍增在
[07:27] Arizona的晶圆场的规模
[07:29] 而且还说他在卸任之前
[07:30] 美国晶片市占率会占到全球的50%
[07:34] 他讲的是先进支撑
[07:36] 这对于扩大本土供应链的决心
[07:38] 表现得越来越强烈
[07:39] 与此同时在昨天
[07:41] 我们看到经济部的投审会
[07:43] 也正式的核准台积电增资
[07:45] 美国亚利桑那子公司200亿美元
[07:48] 用于新建12寸的晶圆厂和先进封装厂
[07:51] 如果加上今年3月份
[07:53] 当时已经核准的300亿美元
[07:55] 海外控股公司的增值案
[07:57] 台积电今年已经获准海外资金调度
[08:00] 突破500亿美元
[08:01] 这个是投审会成立以来
[08:03] 单年直接对外投资核准的金额最高纪录
[08:07] 那很多人说
[08:08] 那为什么我们企业去投资
[08:11] 如果别人来投资台湾
[08:13] 那当然要经过我们投审会的核准
[08:15] 那我们去投资国外
[08:16] 为什么还要经过你的同意
[08:18] 又不是在台湾落地生根
[08:20] 又不是在台湾会创造
[08:21] 更新一波的冲突
[08:23] 或者环平法规等等争议
[08:24] 那很明显
[08:25] 投审会有这样的一个规定
[08:27] 本身就是
[08:28] 你要禁止机密技术的外流
[08:30] 所以台美之间
[08:31] 很明显是盟友关系所以才会有这样的一个直线性的核准而且我看他那個第一點是那個荷蘭商李來李來要新台幣35億的增資
[08:44] 來從事西藥的批發業務
[08:48] 你就知道台灣人現在多有錢
[08:50] 每個人都在打售售增
[08:52] 居然還需要增資台灣的公司
[08:54] 好那不管怎麼說
[08:55] 現在回過頭來看
[08:56] 美國80%的AI資料中心的設備
[08:59] 仍然仰賴進口
[09:00] 其中台湾在2025年供应了860亿美元的伺服器以及相关设备
[09:05] 几乎所有的美系AI伺服器都是由台湾来代工
[09:09] 这也说明着美方现在持续加快供应链本土化的政策
[09:13] 根据蓬勃统计
[09:14] 台湾在先进逻辑晶片产能大概占了60%左右
[09:17] 几乎主导了AI伺服器高效能运算还有先进制程市场
[09:21] 相对之下中国的部分就比较集中在成熟制程
[09:25] 逻辑晶片 功率半导体 类别晶片等等
[09:28] 这说明着
[09:29] 中方掌握了大量的工业成熟晶片
[09:33] 以及成熟制成的供给
[09:34] 台湾又掌握了先进晶片
[09:36] 对美方自己而言来说
[09:39] 整个半导体的风险
[09:40] 全部都集中在西太平洋
[09:42] 这对他们来讲压力是有点大的
[09:44] 所以必须加速的
[09:46] 快速的打造本土供应链
[09:47] 另外一方面要确认战场
[09:50] 什么意思呢
[09:51] 就是川普过去执政的这几年当中
[09:55] 应该讲才两年
[09:56] 感觉好像好几年了
[09:57] 可是真实所获取的具体的回馈
[10:00] 不管是在DEI
[10:02] 不管是在之前DOGE
[10:04] 政府效率部
[10:05] 不知道大家还记不记得
[10:06] 马斯克以前担任的领导的部会
[10:09] 还有我们看到
[10:10] 明尼阿波利斯当时枪击案发生之后
[10:13] 对于非法移民驱逐潮的
[10:15] 相对的政策的弱化
[10:17] 他都表示在部分议题层面
[10:20] 不宜过度宣扬
[10:22] 可是在台积电这件事情
[10:23] 必须承认是实打实的
[10:25] 川普为美国人争取到了
[10:26] 本土的供应链
[10:27] 所以现在回过头说
[10:29] 美国的半导体国家队
[10:31] 已经正式进入到
[10:32] 全面的加速阶段
[10:33] 台积电这一次
[10:34] 一口气
[10:35] 增资美国亚利桑那
[10:37] 200亿美元
[10:38] P2 P3 P4厂
[10:39] 其实都在加速的推进当中
[10:42] 加上现在
[10:43] 风窗
[10:44] 先进风窗同步落地以后
[10:46] 其实美国本土的AI聚落
[10:48] 已经差不多形成了
[10:49] P1 P2厂
[10:51] P2厂是大概
[10:52] 搞不好今年下半年
[10:53] 有机会提前量产
[10:54] 预估是明年
[10:55] 那P3厂现在已经开始动工
[10:58] 那至于川普任期达到的目标
[11:00] 1000亿美元
[11:02] 包括P4 P5 P6厂
[11:03] 现在才刚刚开始动工
[11:06] 那要视客户的需求来做调整
[11:08] 所以其实真实迹象是
[11:10] 完全达不到在川普预估2028年以前
[11:13] 直接达到全球市占领50%的目标
[11:16] 因为根本就来不及盖完
[11:18] 按照这个速度
[11:19] 我们现在正在开始运营的
[11:21] 都是拜登任期所给予的承诺
[11:23] 现在建的厂要在川普任期内启用
[11:26] 我觉得难度其实是非常高的
[11:28] 加上当地又有就业需求的问题
[11:31] 我们知道现在即便亚利桑那
[11:33] 多利大学一年工程的毕业生
[11:37] 有7000多人
[11:38] 但是被其他公司都抢光了
[11:40] 有默克
[11:41] 有恩智普
[11:42] 有英特尔
[11:44] 台积电现在要抢
[11:45] 搞不好从大一生开始抢
[11:46] 当地的人才供给
[11:48] 其实也没有特别多
[11:49] 我们知道在美国
[11:51] 大部分念科技学类
[11:53] 相关科系的
[11:54] 可能还是比较偏好
[11:55] 做办公室去打扣的
[11:57] 到矽谷去创业
[11:58] 要特地留在Arizona
[12:00] 其实还是要有
[12:01] 更大的一个补贴的诱因
[12:03] 尤其市占率的部分
[12:05] 它不是由美国的厂商说了算
[12:07] 因为即便厂区建成
[12:08] 产能全开
[12:10] 你要知道台湾
[12:11] 现在各地也在做部件
[12:12] 包括竹科的晶圆20厂
[12:14] 基本上去年已经开始量产了
[12:16] 然后有加科的风策7厂
[12:18] 在建制当中
[12:19] 高雄南池的晶圆22厂
[12:21] 中科的两奈米厂
[12:23] 南科的先进风策8厂
[12:25] 台湾也在盖这么多的风策厂
[12:28] 在盖这么多的晶圆厂
[12:29] 你怎么敢保证说
[12:30] 到时候我们的产能又比美国差呢
[12:33] 所以基本上在之前
[12:35] 去年的时候
[12:36] 美国厂的月产能
[12:38] 台积电大概每个月
[12:39] 大概2万多片的12寸晶圆
[12:41] 台湾一个月是40万
[12:43] 那美国即便是20倍以上
[12:45] 有比较大的一个落差
[12:47] 后续即便到2030年
[12:49] 基本上市占率
[12:50] 不要说什么一半了
[12:52] 能不能突破20%
[12:54] 都是一个极大挑战
[12:55] 所以我们只能说
[12:56] 市占率是有稍微一点变化
[12:58] 美国可能可以取得部分的
[13:00] 新晋制程的回归美国本土
[13:03] 但是本身而言
[13:04] 它并不会撼动台积电
[13:06] 在台湾市场的重要地位
[13:07] 23年到27年
[13:09] 即便经历了这么多风风雨雨
[13:11] 基本上台湾的市占率也不够掉8%
[13:13] 更何况掉8%不代表绝对产量在降低
[13:16] 绝对产量仍然在增长
[13:18] 韩国也不够增长1%
[13:19] 美国是增长了5%
[13:21] 而这5%几乎还是由台积电贡献
[13:23] 还是认列在台积电的财报当中
[13:26] 所以基本上川普基本上持续强调这件事情
[13:29] 本身就是在为中期选举来做最后次节拉票
[13:32] 毕竟其他领域部分他不宜过度强调
[13:35] 举一个比较直观的
[13:37] 你说AI资料中心
[13:38] 他好像很少现在针对盖了几间AI资料中心
[13:42] 来发表谈话来宣扬战绩
[13:44] 为什么
[13:44] 因为AI资料中心开始慢慢的在美国本土
[13:48] 变成贬义词了
[13:49] 你要知道一个AI资料中心
[13:51] 它现在相对于传统机柜
[13:53] 整体上升电力幅度
[13:56] 大概是接近四倍到五倍
[13:58] 辉达即将推出的Rubin
[14:00] 可能会上升到六倍
[14:02] 所以产业界开始规划
[14:04] 下一个基带的机柜
[14:06] 单一机柜的耗电量
[14:07] 预估一个机队就要耗
[14:09] 750户的美国家庭使用
[14:11] 这种压力已经形成内部的反对
[14:14] 你到处跟人家讲说
[14:16] 我盖了几间资料中心
[14:17] 那只会引得市场选民的更进一步反弹
[14:20] 所以要邀工的是要邀台积电的工
[14:23] 不能邀AI资料中心的工
[14:25] 这就变成市场政治人物的主流观察重点了
[14:29] 我们如果具体观察
[14:30] 根据市场民调
[14:31] 现在有65%的投资人担心
[14:33] AI会减少就业机会
[14:35] 45%甚至忧心
[14:36] AI最终可能导致人类灭绝
[14:38] 不管是民主党
[14:39] 共和党还是中立派
[14:41] 本身高达70%以上
[14:43] 都认为目前AI的发展速度实在是太快了
[14:46] 那很多人会觉得
[14:47] 这种事情有什么好争议的
[14:49] 中国现在正在具清国之力
[14:52] 我们没有时间了
[14:54] 不要跟愚民做太多解释
[14:56] 掀盖再说
[14:56] 但是民主国家就是这样子
[14:58] 每个人站的坐标不同
[15:00] 之前看到阿公98岁了
[15:03] 孙子问阿公
[15:04] 阿公你为什么不去公园
[15:07] 跟老人家喝茶聊天
[15:09] 阿公说
[15:10] 跟一群70岁的小屁
[15:12] 还有什么好聊的
[15:14] 就是每个人坐标
[15:16] 站的不一样
[15:17] 站的位置不同
[15:18] 世界就不同了
[15:19] 那98岁的人眼里
[15:21] 70岁也是一个小屁孩
[15:22] 那现在很多事情
[15:23] 也是这样子
[15:24] 并没有绝对的对错
[15:25] 大家有人认为说
[15:26] AI需要缓一缓
[15:28] 来建立更安全的
[15:29] 法规监管制度
[15:30] 这其实也没有错
[15:31] 但是有些人看到的事情是
[15:34] 人家已经开始在追了
[15:35] 我们再不发展
[15:36] 真的会错过这一次的机会
[15:38] 你看在过去几年
[15:40] 太阳能到离电池
[15:42] 到电动车
[15:43] 一步一步
[15:44] 美国就是面临
[15:45] 这样的一个压力
[15:46] 川普当然是知道
[15:47] 这项政策一定要往下推
[15:49] 可是副作用已经开始产生了
[15:51] 那怎么做呢
[15:51] 那就邀功的领域不同
[15:53] 邀台积电的功
[15:55] 但是不要过度强调
[15:56] AI资料中心盖的多少
[15:57] 你讲太多
[15:58] 选民会反对你的
[15:59] 毕竟AI的确正在全面的改变美国的政治
[16:03] 从募资到竞选
[16:04] 全面重塑选战
[16:05] 现在科技富豪
[16:07] 正在投入大概3亿到4亿美元
[16:10] 到各级的联邦和州级选举
[16:12] 希望能够协助主张放宽
[16:14] AI监管的候选人当选
[16:16] 当然这也引得更多的政治人物
[16:18] 他也采取希望能够适度的监管AI
[16:22] 就造成选民上的适度反弹
[16:24] 所以这个时候如果过度去强调一个
[16:26] 还没有均衡共识的科技议题的话
[16:29] 那也许对于川普而言
[16:31] 并没有太大的一个利多
[16:32] 包括我们知道
[16:33] 川普最近内部的争议也不少
[16:35] 包括一系列大规模的华府的改造计划
[16:38] 大家都认为
[16:39] 钱是不是稍微花的有点多
[16:41] 总金额是超过10亿美元
[16:42] 现在国庆日要到了吗
[16:44] 整体新建计划
[16:46] 包括接下来要新建250英尺高的凯旋门
[16:49] 以后长这样
[16:50] 以后到美国也有凯旋门了
[16:52] 打造美国英雄花园
[16:53] 还要整修甘迺迪中心
[16:55] 将爱神豪行政大楼的外墙漆成白色
[16:58] 现在大概要花10亿美元
[17:00] 这个金额其实也不小
[17:02] 那当然白宫说
[17:04] 宴会厅这些支付款项
[17:06] 都是由私人企业来捐款
[17:09] 那更让大家害怕了毕竟你像亚马逊苹果全部都捐款了现在捐了多少捐了4亿那几乎是很多议员一整年的募资
[17:21] 接下来的政治现金金额
[17:23] 所以很多批评者会认为
[17:24] 川普透过终于自己的审查委员会
[17:27] 来加速推动计划
[17:28] 所以白宫自己也很少去强调
[17:31] 说这项伟大的新建计划了
[17:33] 为什么
[17:33] 也知道这对于中级选举
[17:35] 可能会有失度的压力
[17:36] 加上川普
[17:37] 我们昨天跟投资朋友提到
[17:39] 最近申报他的美元的外部收入
[17:42] 基本上有22亿美元的外部收入
[17:44] 都来自于加密货币
[17:45] 房地产品牌授权
[17:47] 更重要的事情是
[17:48] 在25年到26年以后
[17:50] 他的财富暴增
[17:52] 其实他已经很有钱了
[17:54] 财富暴增也没什么问题
[17:55] 但是他暴增的幅度
[17:56] 相对于他选钱
[17:57] 实在增长太快了
[17:59] 那总会让人有一点担心
[18:00] 利益冲突的相关疑虑
[18:02] 当然我也不相信
[18:04] 川普会为了这些短期
[18:06] 什么交易机会
[18:07] 有什么利益输送的直接关系
[18:09] 他的输送
[18:10] 当然是要大条的
[18:12] 想要赚这一点点小价差
[18:14] 对不对
[18:14] 他现在是可以控制股市的人
[18:17] 自己的个人的资产增长
[18:19] 根本不重要
[18:20] 重点是整个家族
[18:21] 这个年纪80岁
[18:23] 本来就是追逐历史定位
[18:25] 另外就是替家族多加把劲
[18:28] 多扶植一下自己家族的能力
[18:30] 至于平时生活
[18:31] 几十岁的人
[18:32] 他不是每一周还是
[18:34] 飞到佛罗里达去打打小白球
[18:36] 最好还要有一个人陪
[18:38] 我可以切磋球技
[18:41] 年龄也不用太小
[18:43] 懂他就好
[18:44] 川普也想
[18:45] 那跟20岁的女孩
[18:47] 有什么好聊的
[18:48] 球友当然是要
[18:49] 找有点历练的
[18:51] 你说他可以找梅兰妮亚
[18:52] 梅兰妮亚又不打球
[18:54] 对不对
[18:55] 好那我们就往下看
[18:56] 所以接下来要观察
[18:58] 重点在于
[18:58] 那川普到底有没有
[18:59] 什么样的一个
[19:00] 合理的一个政策的回馈
[19:02] 可以拿来
[19:03] 接下来持续邀功的呢
[19:04] 除了台积电以外
[19:05] 美国的就业市场的确在川普任期当中
[19:07] 他并没有大幅度的受到关税战的影响
[19:10] 虽然这次六月份的非农就业数据
[19:12] 只有新增5.7万人
[19:13] 表现并不多
[19:14] 比预期的11万人来得低
[19:16] 可是至少失业率从4.3%下滑到4.2%
[19:21] 这件事情就说明着
[19:22] 美国根本就还在缺工
[19:24] 即便我们知道AI有裁员潮
[19:27] 可是都集中在科技业
[19:28] 而科技业适度的内部轮替
[19:30] 它更类似于疫情后的竞争
[19:32] 微软这次宣布裁员
[19:34] 裁了数千名员工
[19:35] 结果失业率居然还在往下掉
[19:37] 这件事情就意味着
[19:39] 美国当前的真正压力
[19:40] 并不来自于就业市场的全面恶化
[19:42] 只是储蓄率从4月份降到2.6%
[19:46] 创下08年以来的新低
[19:47] 这样的一个压力是来得越来越大的
[19:49] 加上经济成长又这么快
[19:51] 但是并没有导致个人消费的支出全面暴增
[19:55] 说明它是一个经济成长过程当中的两极化
[19:58] 消费都是集中在真正的AI资料中心当中
[20:02] 这使得市场内部的压力来得越来越大
[20:05] 所以我们才讲说
[20:06] 现在做做样子就很重要
[20:07] 以前不用做样子
[20:08] 川普爱讲什么讲什么
[20:09] 最近稍微比较收敛一点
[20:11] 会针对特定议题来发表谈话
[20:13] 但是有争议的
[20:14] 那也许等到期中选举之后再说
[20:17] 做做样子很重要
[20:18] 你有没有发现
[20:18] 川普现在就没有那么强调
[20:20] 那个美伊战事了
[20:22] 没有那么强调
[20:23] 这个核武器谈判了
[20:26] 就慢慢的慢慢拉拉过去
[20:27] 谈判搞不好从60天90天100天
[20:30] 150天300天搞不好也有机会
[20:33] 自从米尼亚波利斯枪击案之后
[20:36] 他也没那么强调非法移民问题
[20:38] 因为知道有点争议
[20:39] 电费上涨之后
[20:41] 他也不太强调资料中心盖多少了
[20:43] 只强调外国厂商来投资多少
[20:46] 关税被最高法院否决以后
[20:48] 好像就没有那么强调要继续打下去了
[20:51] 美中关税战现在在和解期
[20:54] 政府效率部
[20:56] 马斯克离开以后好像就没新闻了
[21:00] 所以选举越来越近
[21:02] 做做样子还是很重要的
[21:03] 有害的先不要讲
[21:05] 之前是有一个笑话
[21:07] 是不是
[21:07] 讲说川普到一个
[21:09] 美国西部
[21:11] 比较极度贫困的村庄
[21:13] 跟政长就询问
[21:15] 说重振这个地区的
[21:17] 三个的优先事项
[21:18] 你告诉我
[21:19] 政长说
[21:20] 第一个是医院
[21:21] 我们有医院
[21:22] 但是缺少医生
[21:23] 川普马上拿出手机
[21:25] 讲了两分钟
[21:26] 然后宣布
[21:27] 我办好了
[21:28] 一周之内
[21:29] 医生就会到达
[21:30] 那总统先生
[21:32] 第二个是水
[21:33] 我们有水
[21:34] 但是上游的一座矿山污染了地下水层
[21:37] 川普又拿起手机
[21:39] 说了两句话
[21:40] 后来又说我办好了
[21:42] 一个月之内地下水层会被清理干净
[21:45] 矿山业主会赔偿居民
[21:48] 那川普就问
[21:49] 那第三个呢
[21:50] 政长说
[21:51] 第三个就是手机
[21:52] 这里什么讯号都收不到
[21:54] 所以做做样子还是很重要的
[21:58] 现在我们到期中选举越境
[22:00] 我们看到政策反而好像来得越来越平稳
[22:03] 这给投资朋友做一些思考
[22:04] 当然我们往下看
[22:06] 行情走到这个地步以后
[22:08] 市场上除了美国
[22:10] 目前就业市场表现还是非常稳固以外
[22:12] 我们知道川普现在的三大政绩
[22:14] 一个就台积电
[22:16] 一个就就业市场表现的还算是不错
[22:18] 另外一个就是当前我们看到
[22:20] 在一系列的政策的改革以后
[22:23] 美国的国防供应链至少已经逐步形成
[22:26] 回归到台湾的就业市场
[22:28] 你会发现全球发达市场
[22:30] 的确都处于极度缺工的情况
[22:33] 美国的就业市场
[22:34] 算是失业率下滑
[22:37] 还算是不错了
[22:38] 台湾的部分
[22:39] 那个就是太平盛世
[22:41] 失业率已经创下本世纪的新低
[22:44] 5月份的失业率仅仅只有3.27
[22:47] 这几乎就是充分就业了
[22:48] 根据劳动部最新的职位空缺
[22:51] 全台有26.3个职位空缺
[22:54] 制造业是8.5万个
[22:56] 批发零售是4.9万个
[22:57] 住宿是2.5万个
[22:59] 餐饮业是目前缺工最严重的产业
[23:01] 求工比倍数超过4倍
[23:03] 这也导致全台的加薪潮陆续发酵
[23:06] 昨天我们看到
[23:07] 军工教的加薪方案已经正式出炉
[23:09] 今年先加几
[23:10] 明年再调薪
[23:12] 72万名军工教开始受惠
[23:14] 那大概是这样子
[23:15] 非主管的加几和主管加几
[23:17] 分别是各增加2000块左右
[23:20] 那后续明年军工教会再调涨4%
[23:22] 经费383亿
[23:24] 那当然会根据不同的职等来做调整
[23:27] 但是政府调整的目的很明显
[23:28] 是选举
[23:29] 不是选举
[23:30] 是因为台湾经济成长
[23:31] 第一高于预期
[23:33] 第二是民间薪资普遍都在上涨
[23:36] 第三今年通膨率累积涨幅
[23:39] 过去两年已经超过3%了
[23:40] 所以当然是有必要立即性的调高
[23:43] 毕竟公务员现在缺工缺成什么样
[23:46] 台湾每年大概会招募1.5万名公务员
[23:49] 到考人数从10年的36万人
[23:52] 到现在甚至连15万人都不到
[23:54] 现在地方政府的缺额率
[23:56] 已经高达15%
[23:57] 这个是19年的1.5倍
[23:59] 中央政府也来到13%
[24:01] 那我们要知道
[24:02] 台湾过去十年的民间薪资
[24:05] 涨幅是公务员接近两倍
[24:06] 如果从16年到现在
[24:08] 公务员的调薪幅度也不过14.8
[24:11] 民间平均调幅是43.1
[24:13] 那个相差差了21%
[24:15] 你再不调薪
[24:16] 公务员人流真的就要跑光
[24:19] 所以我们才看到
[24:20] 一系列的政策推出
[24:22] 都是在改变现在的迹象
[24:24] 包括我们知道从7月份开始
[24:26] 现在反霸凌专访就已经正式上路了
[24:30] 我们知道前阵只是证实
[24:32] 行政院是公布调查结果
[24:33] 证实严慧心女士
[24:35] 曾经多次被以冒犯负面方式来否定医院
[24:38] 那这肯定是接下来调查加快
[24:40] 和治安法改革的一个重要的推手
[24:43] 那我们现在看到
[24:44] 企业迎来一例一休以后
[24:47] 最大的职场改变
[24:48] 与过去最大的不同是
[24:49] 在于企业收到员工申诉之后
[24:51] 就一定要依法受理调查
[24:53] 而且登陆劳动部的系统
[24:55] 10天内决定是否要立案
[24:57] 否则会面临行政裁罚
[24:59] 那当然他内部我们知道
[25:01] 在霸凌榜当中
[25:02] 一般服务业的比例
[25:04] 大概是16.5
[25:05] 比例没有到特别离谱高
[25:07] 比较高一点的
[25:08] 科技业是26
[25:09] 传产是30
[25:11] 教育是33
[25:12] 哇 政府机关特别高
[25:13] 不知道为什么
[25:14] 政府机关48.3%
[25:16] 你敢提交
[25:17] 有一半的几率
[25:18] 都有机会能够成立
[25:20] 医疗保险也有40.7
[25:22] 那比较低的是金融保险
[25:23] 和运输仓储
[25:24] 所以我们知道
[25:25] 当然了
[25:26] 接下来会设定五个条件
[25:28] 这个细节
[25:29] 大家应该都稍微参考过了
[25:30] 基本上
[25:31] 到底是个人行为
[25:33] 还是集体带动
[25:33] 无人带头和有人带头
[25:35] 差别非常多
[25:36] 公司小妹订机牌
[25:37] 唯独你没订
[25:39] 那是针对
