[00:00] 投资品欢迎收听早晨财经速解读
[05:32] 他虽然没有在伊朗战争上认输
[05:34] 但是呢
[05:35] 也不能讲认输了
[05:36] 没有在谈判上
[05:38] 处于绝对的下缘
[05:39] 可是呢
[05:40] 至少采取一定的做法
[05:42] 来折衷事情的和缓
[05:43] 尝试着让原油价格不要提升效果过快
[05:47] 再看看能否借由谈判的方式
[05:49] 解决最终核谈判的问题
[05:51] 原本预估川普这一次市场上的谈话是
[05:55] 他对于接下来会有进一步的通膨抑制作用
[05:58] 可是川普在昨天
[06:00] 不管是接受
[06:01] 最近接受CNN或者CBS的谈话
[06:03] 川普都表示
[06:04] 原本预估伊朗冲突会让道琼或标普跌两层
[06:08] 甚至进入到熊市
[06:10] 甚至油价进入到200
[06:11] 但实际结果远远低于
[06:13] 这样的一个极端情境
[06:15] 昨天他在CNBC的受访当中
[06:17] 说现在油价90美元
[06:19] 对我来说是非常非常的意外
[06:22] 这也反映出川普的看法是
[06:24] 我认为会更严重的
[06:26] 不过看起来市场也没什么反应
[06:28] 川普自己都很惊讶
[06:29] 自己画线还赚那么少
[06:31] 我还没买够
[06:33] 川普自己都没买够
[06:34] 言下之意
[06:35] 难道他之前就是为了影响油价吗
[06:38] 或者翻译来说
[06:39] 他没赚到什么钱
[06:41] 他还没买够
[06:42] 所以对川普来说
[06:43] 他认为短期内有经济影响
[06:45] 这是很正常的
[06:46] 我们应该把这件事情视为一个常态化
[06:49] 当然了
[06:50] 就代表川普就不理通膨了
[06:52] 川普在昨天正式宣布
[06:54] 动用国家国防生产法
[06:57] 这个是直接进入到能源产业
[06:59] 推动一系列的政策
[07:00] 来强化煤炭天然气和液化天然气的供应
[07:04] 等于长时间来看
[07:05] 要进行美国内部能源的改造
[07:08] 那这项法案原本是冷战时期
[07:10] 用来确保国安物资供应的工具
[07:13] 现在被用来处理能源问题
[07:15] 代表的是
[07:16] 川普已经正式把美国的能源供应
[07:18] 宣布为国家安全层级
[07:20] 那政府会提供大量的资金
[07:22] 承诺采购
[07:23] 还有金融工具
[07:24] 要求美国的页岩油气
[07:26] 加速大型能源项目的落地
[07:28] 试图要突破当前的市场法则
[07:31] 现在就是需求还在
[07:32] 但是供给受限
[07:33] 那川普要把美国的供给全面打开
[07:36] 所以这样的一个效果底下
[07:37] 等同于美国正式进入到
[07:39] 国家能源动员模式了
[07:42] 所以其实我们讲说
[07:43] 这种战争维持下去
[07:45] 它可能成为一个新常态
[07:47] 这种新常态呢
[07:48] 因为原油价格
[07:49] 它没有一直往上攻
[07:50] 没有到150 200
[07:51] 它就80到90
[07:53] 那有没有通膨影响
[07:55] 有
[07:55] 可是好像不是不能接受
[07:57] 我们也经常看到
[07:58] 油价在80
[07:59] 它对于通膨
[08:00] 有一定的拉升作用
[08:01] 可是仍然不至于失控
[08:03] 川普似乎在暗示大家
[08:05] 这种中东的常态化
[08:06] 也许就是自然现象
[08:08] 你不会死的
[08:09] 但是我们可以趁这段时间进行内部国防公民链
[08:13] 国防能源自主战略的调整
[08:15] 事实上我们从2019年开始
[08:18] 从川普政府当时就针对伊朗的
[08:20] 尤其是革命卫队
[08:21] 多次定性为伊朗是恐怖组织源头川普在演说当中到现在为止都还是强调这场战争是为了要回应伊朗还有代理人接近半世纪的暴力行为和恐怖攻击记录他不容许恐怖分子拥有核武
[08:37] 这一点基本上还是受到民调上的支撑的
[08:40] 所以就川普政府的角度而言
[08:42] 现在整个伊朗政府仍然是恐怖分子
[08:46] 之前观察美伊冲突很久
[08:49] 你会发现恐怖分子跟老婆是有差别的
[08:54] 恐怖分子是可以谈判的
[08:56] 太太也不用谈判
[08:58] 太太听命令就好了
[08:59] 所以这件事情就说明着
[09:00] 虽然白宫仍然把耶朗视为恐怖分子
[09:04] 但是现在是可以跟恐怖分子
[09:05] 做一些适度和谈
[09:07] 只要把和协议给敲定
[09:08] 如果敲不定
[09:10] 我们就接受常态化
[09:11] 反正原油价格也没失控
[09:13] 也许这就是一个新的改变的契机
[09:15] 至少在过去两天的采访氛围
[09:18] 它有透露出这样的一个基调
[09:19] 我们要接受有可能长期
[09:22] 就会处于这样的一个情况
[09:23] 那当然了中东这一局啊
[09:25] 名义上是延长停火
[09:27] 实质上是把时间拉长
[09:28] 强度给降低
[09:30] 川普选择无限期的延长停火
[09:32] 又维持封锁
[09:33] 是让市场短线松一口气
[09:35] 但是真正风险并没有完全消失啊
[09:38] 我们要看的是通膨的应对方式
[09:40] 假设原油就在80
[09:41] 他肯定不会失控嘛
[09:43] 对于通膨
[09:44] 但是呢
[09:44] 那对于联准会来看
[09:46] 他该怎么做呢
[09:47] 我们看最近或许啊
[09:49] 目前正在参议院听证会当中啊
[09:51] 持续表态针对联总会的改革方向
[09:54] 这一次最大焦点
[09:55] 当然就是联总会的独立性
[09:56] 因为川普已经明确希望可以降息
[09:59] 市场上当然会担心
[10:00] 第一中东战事还没有结束
[10:02] 第二华许在之前还没有当选之后
[10:06] 当选之前当时就不断提到说
[10:08] AI科技进步可以压低通膨
[10:10] 现在伊朗战事升温了
[10:12] 好那你现在伊朗战事的升温
[10:15] 足不足以把你过去
[10:16] AI可以制造通缩的论点给打消呢
[10:19] 另外一个争议
[10:20] 是目前来自于他的政策的立场
[10:23] 和个人背景
[10:24] 华许
[10:25] 我们知道过去一直都是比较鹰派一点
[10:28] 如今转向支持降息
[10:30] 引发了动机质疑
[10:31] 同时他也主张缩减联总会
[10:34] 高达6.7兆美元的资产负债表
[10:36] 那他没有具体的说明做法
[10:38] 事实上美国联总会
[10:39] 现在已经开始进入到扩表行为了
[10:41] 在种种效果底下
[10:43] 市场上会观察几个讯号
[10:44] 第一是政策不确定性
[10:46] 是否会因此而升高
[10:47] 接下来的货币政策
[10:49] 是否会走向更为政治化
[10:50] 还是华许会坚持自己的技术官僚路线
[10:53] 第二如果僵持持续
[10:55] 也就是说参议院不让你通过
[10:58] 因为目前白宫还没有撤销
[11:00] 针对联总会的指控
[11:01] 参议院有部分共和党委员
[11:03] 还有多数民主党委员
[11:05] 表达的看法是
[11:06] 只要你不撤销对联总会的质疑
[11:09] 只要你不撤销对鲍尔的指控
[11:11] 我们就不让你的提名人选过去
[11:13] 这就引发五月份搞不好鲍尔
[11:15] 还是担任联总会主席的压力
[11:17] 所以在种种效果底下就变成
[11:19] 这一场人事斗争
[11:21] 他会一次一次的测试
[11:22] 到底美国的货币政策
[11:24] 是否还维持独立
[11:25] 那几个观察重点
[11:27] 第一个观察重点
[11:28] 是第一个
[11:29] 华许应该是本世纪以来
[11:31] 最有钱的联总会主席
[11:33] 那某种程度透露出
[11:36] 他对金融体制市场的信心
[11:38] 我们根据
[11:39] 最新所公布的财务资讯
[11:42] 华许的资产规模
[11:44] 是1.3亿到2亿美元
[11:46] 那假设以最高值2亿美元
[11:48] 那就是60亿台币的总资产
[11:50] 事实上在过去一年
[11:52] 当他成为联总会主席
[11:53] 当选人之后
[11:54] 他透过顾问和演讲收入
[11:56] 进账已经超过1300万美元
[11:59] 我们知道联总会
[12:00] 不管是主席的当选人
[12:04] 卸任以后的演讲费
[12:05] 还是当选之前的演讲费
[12:07] 金额都非常高
[12:08] 光是两三场演讲
[12:10] 都已经拿了1300万美元
[12:11] 所以市场上当然会质疑
[12:13] 说一个跟金融市场高度连接
[12:15] 资产结构复杂的人
[12:16] 现在进入了全球最重要的中央银行
[12:19] 还能否维持独立性
[12:20] 我会反个方向来看
[12:22] 哇
[12:22] 他现在手上有大量的基金投资
[12:26] 有大量的私募股权
[12:27] 甚至有AI新创
[12:29] 甚至我看了一下细则
[12:30] 他还有好多投资
[12:32] 是因为签了保密协议
[12:33] 无法完全揭露
[12:34] 某种程度而言
[12:35] 看起来他也是完全压住AI行情的一个人
[12:39] 所以在他的任期底下
[12:41] 资产价格是否有持续翻倍的空间
[12:43] 他如果股市弄不好
[12:46] 他自己财务也缩水了
[12:47] 所以第二个观察角度
[12:49] 第二个观察角度
[12:50] 是华许因为他已经不是新面孔了
[12:52] 早在金融海啸时期
[12:54] 当时他就承认联准会最年轻的理事
[12:56] 当时博南克任内
[12:58] 他就主要负责华尔街跟国会之间的沟通
[13:01] 他也曾经在摩根士坦利和白宫来任职
[13:04] 所以基本上是有一定程度的学术背景的
[13:06] 好按照过去经验
[13:07] 他长期你看他投票的点证图
[13:10] 更偏向鹰派
[13:11] 所以这一次我们要观察的是
[13:13] 中东问题是否会让市场的预期
[13:17] 跟川普的预期达成折中效果
[13:19] 这是五月份上任以后
[13:21] 他最直接的挑战
[13:22] 因为很快就要投票了
[13:24] 其实或许他对于联准会
[13:27] 最核心的不满是什么
[13:28] 就是来自于过度沟通
[13:30] 接下来的听证会我们要具体观察
[13:32] 因为长期以来他都反对点证图
[13:35] 为什么呢
[13:36] 他认为政策官员一旦公开预测
[13:38] 就容易被自己的说法给绑住
[13:40] 削弱政策弹性
[13:42] 所以他的倾向是什么
[13:43] 第一降低公开发言频率
[13:46] 如果可以就不要公布点证图了
[13:49] 让市场猜不透你
[13:51] 他也举了相关的例子
[13:53] 林总会在点证图
[13:54] 红色虚线是对于未来的利率预测
[13:56] 那几乎每一轮都严重偏离实际走向
[13:59] 要么低估了自己的升息幅度
[14:01] 要么高估了紧缩程度
[14:03] 换句话说
[14:04] 华许他认为自己无法准确的预测利率终点
[14:08] 我们一定是边走边看的
[14:10] 不要被自己的话给绑死
[14:11] 干脆不要公布点证图好了
[14:13] 这是一个跨时代的突破
[14:15] 我们就看一下接下来的做法
[14:17] 再来就是他对于利率政策而言
[14:20] 最近是稍微比较鸽派一点
[14:22] 没错
[14:22] 但有没有可能只是为了要获得联总会主席
[14:25] 事周相对和缓谈话呢
[14:26] 可是他对于资产负债表的看法
[14:28] 长期以来利润就完全没有改过
[14:31] 他一直认为
[14:32] 我们现在所看到的物价
[14:34] 联总会必须要负担极大的责任
[14:36] 基本上他上一次担任联总会主席的时候
[14:39] 联总会的资产负债表也不过才一兆
[14:42] 现在是多少
[14:42] 6.7兆
[14:44] 我们的货币量翻了6倍到7倍
[14:46] 物价怎么可能不上涨呢
[14:48] 所以联总会必须为物价
[14:50] 做最后的负责任卖单
[14:52] 这就是我们观察到实际现象
[14:54] 所以华许一直以来
[14:55] 对于资产负债表
[14:56] 抱持的都是相对不友善的看法
[14:59] 那这个是我们要观察
[14:59] 因为联总会最近已经开始扩表了
[15:01] 他会不会把扩表的预期给打乱
[15:03] 这是很重要的
[15:05] 最后一个就是内部民意
[15:07] 跟资产负债表当中的脱钩
[15:09] 我们知道股市是频频创高
[15:11] 可是密西根大学的消费者心
[15:12] 指数却破底了
[15:14] 突破了2020年的疫情
[15:16] 也突破了08年的低点
[15:17] 那这些数据
[15:18] 有不有利于接下来
[15:21] 华许做进一步的沟通
[15:23] 毕竟现在我们很清楚知道
[15:26] 这个人他看起来
[15:27] 更在乎的是市场政策的游移性
[15:30] 和中央政府和选民之间的互相沟通
[15:33] 用这样的一个角度而言
[15:35] 我们是否可以看到
[15:36] 联准会有一个更好的未来
[15:38] 我自己是正面看待的
[15:40] 从公在哲理里就看得出来
[15:41] 大家是对他的独立政策有信心的
[15:44] 或者呢
[15:44] 如果对他没信心
[15:46] 那公债殖利率早就已经失控了
[15:48] 现在看起来是非常稳定的
[15:50] 好我们看道琼指数表现
[15:51] 道琼指数下跌293.0.59%
[15:54] 收在49149点
[15:56] 那萨克指数下跌144.0.59%
[15:59] 收在24259点
[16:01] 标普上涨45点
[16:03] 下跌45点
[16:04] 0.63%
[16:06] 收在7064点
[16:08] 三大指数都开始回跌
[16:09] 费办昨天还在上涨
[16:12] 上涨48点
[16:13] 0.5%
[16:14] 收在9,647点
[16:17] 美国股市费办很猛
[16:20] 昨天三大指数都收跌了
[16:22] 它居然还在创下历史新高
[16:25] 这很多插鞋筒理论
[16:27] 我们讲说插鞋筒
[16:29] 插鞋筒从台股1万2千点
[16:32] 一路插到3万7千点
[16:34] 3万8千点
[16:35] 插鞋筒都已经实现财富自由了
[16:38] 在旁边看的人都会想说改行来当插鞋了
[16:41] 所以你可以观察到真实现象就是行情的波段上涨
[16:46] 不断的挑战历史新高
[16:48] 这是美欧股市的三代牛阶段
[16:49] 当然在这段行情一开始很明显是典型的嘎空
[16:53] 那市场已经走到第二个阶段了就是被迫买回主动配置还有开始系统单的追价那关键并不是说指数创高是结构又开始重新改变了我们看到这一次资金面空头部位在高位被挤压之后
[17:06] 触发了一系列的连锁回补
[17:08] 那这是一开始的点火
[17:10] 那基本上
[17:11] 从风险降温的角度
[17:13] 就油价的崩跌
[17:14] 财报又撑住了基本面以后
[17:16] AI的叙事重新主导
[17:17] 就导致大型股中型股小型股
[17:20] 现在是全面向上攻
[17:21] 好那回过头来看
[17:23] 市场上现在更为关注的
[17:24] 几个指标
[17:25] 比如说核心矛盾
[17:27] 现在变成了基本面正在改善
[17:29] 但是价格已经提前反应
[17:31] 布兰特原油从高点回落以后
[17:33] 松动了通膨和联总会的压力
[17:35] 换句话说
[17:36] 如果接下来美国股市要持续的向上攻
[17:39] 它一定要有进一步的
[17:41] 这种通膨降温的预期
[17:42] 那就是油价跌到80
[17:44] 你再跌到70
[17:45] 股价才有持续推升的动力
[17:47] 要不然看起来要经历
[17:49] 适度的自然的乖离回调了
[17:51] 其实从美国股市这样的一个涨幅
[17:53] 大概也可以理解
[17:54] 已经远远超乎过去年化的均值报酬了
[17:58] 这有时候投资
[17:59] 我们也不要太贪心了
[18:00] 其实不管是最近几年
[18:03] 还是最近几个月
[18:04] 那涨幅已经有点远远超过均值了
[18:07] 不代表我们要变悲观
[18:08] 但是有这样的一个报酬
[18:10] 其实应该要满足
[18:11] 正常大盘年化报酬有10%就不错了
[18:14] 15%就超过均值了
[18:15] 那是我们过去的绩效
[18:17] 20%就是巴菲特了
[18:18] 可是现在你有没有发现
[18:20] 好像20%都是一个月就赚到了
[18:23] 心态大家都松懈了
[18:25] 那一年没有赚个五成六成
[18:27] 还叫赚吗
[18:27] 有时候我们讲说
[18:28] 投资最难的地方
[18:29] 其实并不是看对方向
[18:31] 是控制自己的贪心
[18:33] 这一波不管是从短期
[18:35] 还是拉长到这几年来看
[18:36] 整体涨幅的确是远远高于
[18:38] 过去长期均值
[18:39] 很多资产价格
[18:41] 好像把未来几年的空间
[18:43] 提前反映掉
[18:43] 当然AI的爆发
[18:44] 它又是一个新的科技格局
[18:46] 可是至少我们可以看到
[18:48] 每一次乖离偏高了
[18:50] 每一次情绪回来了
[18:51] 每一次市场上
[18:52] 现在全面的调高目标价了
[18:54] 你稍微
[18:56] 我们讲说心态和缓一点
[18:58] 不是说看空
[18:59] 而是了解
[19:00] 情绪终于又变到高乖里了
[19:02] 那你可能就再等等
[19:03] 我们策略意识都是这样子
[19:05] 左侧永远不悲观
[19:07] 右侧总是要告诉你
[19:09] 不要过度乐观
[19:09] 所以有时候我们这样讲
[19:11] 投资不要太贪心
[19:12] 现在时代开放
[19:14] 之前就听到
[19:15] 有一个老太太
[19:16] 丈夫过世之后
[19:18] 忍了很多年
[19:19] 终于有一天
[19:20] 打算去情趣用品店
[19:23] 犒赏一下自己
[19:24] 然后大开眼界
[19:26] 一看到老太太说
[19:28] 听说你们有最新的型号
[19:30] 我想买一只
[19:31] 老板说那整排都是
[19:34] 你慢慢挑
[19:35] 几分钟之后老太太说
[19:37] 我想要角落那个红色的
[19:40] 老板说小姐
[19:42] 那是灭火器
[19:44] 老太太满脸通红
[19:46] 对不起
[19:47] 我改那个灰色那一只好了
[19:50] 老板回过头看了一下
[19:52] 小贼那是瓦斯桶
[19:54] 所以投资不要太贪心
[19:57] 不管是最近几年
[19:59] 还是最近几个月
[20:00] 那涨幅的确有点远远超过均值
[20:02] 但关键不是要抓最高点
[20:04] 而是守住已经赚到的东西
[20:06] 从嘎空行情到结构性的多头
[20:09] 可是你有没有发现
[20:10] 情绪指标终于转为乐观了
[20:12] 你有没有发现
[20:13] 乖离好久没有见的高档动画
[20:16] 终于出现了
[20:17] 有没有发现市场的目标价
[20:18] 已经很久没调高了
[20:20] 居然在这个时间点调高了
[20:22] 不代表行情就会结束
[20:23] 可是你可以了解说
[20:25] 原来情绪就是这样子
[20:26] 在短短几个月可以变化这么多
[20:29] 事实上我们回过头来看
[20:30] 这一次的多空对照表
[20:32] 市场的确是短期是转多了
[20:35] 但是风险开始也变成短期
[20:37] 我们如果细看
[20:38] 拿来进行比较
[20:40] 就是把多空各半的角度
[20:42] 来进行讯号的观察
[20:43] 多头这边有几个讯号
[20:45] 比如说趋势线
[20:46] 再回了年线
[20:47] 然后广度也创高
[20:49] 就是小型股也开始冲了
[20:50] 动能就是纳斯达克指数
[20:52] 之前连续上涨13个交易日
[20:54] 波动率VIX是大幅的压低
[20:56] 加上油价下跌
[20:58] 然后又有金融股财报的支撑
[21:00] 那这些现象同步出现
[21:01] 就造成资金基本面情绪的三者同步转正
[21:05] 可是乖离拉高久以后
[21:06] 空头那边的重点也慢慢出现了
[21:09] 第一个RSI过热
[21:10] 以前是低档动化
[21:12] 现在高档动化了
[21:13] 第二是直线上涨
[21:15] 没回档
[21:16] 不合理
[21:16] 第三是小型股创高之后容易整理
[21:18] 最后是停火协议仍然不稳
[21:21] 那这些好像都在讲同一件事情
[21:22] 多头有多头的看法
[21:24] 空头有空头的看法
[21:25] 但是我们必须了解
[21:26] 行情的波动就是这样子
[21:28] 高乖离之后
[21:29] 迎来的就是低乖离
[21:31] 低乖离以后
[21:32] 迎来就是高乖离
[21:33] 但中长期股市是创高的
[21:35] 好我们回过头来说
[21:36] 市场上更进一步聚焦的
[21:38] 就是谁能够提振
[21:40] 接下来年底的财报预期呢
[21:42] 因为AI我们其实预估的很满
[21:44] 我们把EPS能够
[21:46] 最乐观的仅仅都反映进去了
[21:47] 现在唯一没有反应的是什么
[21:49] 就是手机今年大家都预估会不好
[21:51] 那手机如果意外的转好呢
[21:53] 事实上我们看到
[21:54] 这两天大家最为关注的
[21:56] 就是苹果宣布新任执行长
[21:59] 即将在9月1号正式交棒
[22:01] 这一次听库克卸任以后
[22:03] 由特纳斯接手
[22:04] 结束长达15年的领导任期
[22:06] 这段期间
[22:07] 库克把苹果带到了4兆美元的市值
[22:10] 营收成长超过4000亿美元
[22:12] 你说从创新角度
[22:14] 他到底厉不厉害
[22:15] 这个见仁见智
[22:16] 可是从经营角度而言
[22:18] iPhone扩展到手表到耳机
[22:21] 到影音串流到金融服务
[22:23] 建立了超过25亿台的装置的庞大生态系
[22:26] 那本来公司内部就已经
[22:28] 早就将特纳斯视为重要接班人
[22:31] 他在苹果累积了25年的经验
[22:33] 长期都是负责产品开发和硬体的工程
[22:36] 现在被库克形容成
[22:38] 最适合带领公司走向未来的人选
[22:41] 看起来他也并不是假博士那一派的
[22:44] 而是跟库克一样
[22:45] 供应链管理大师
[22:47] 如何最快速的压低成本
[22:49] 最快的找寻到成熟技术进行组装
[22:52] 看起来仍然是苹果当前的策略
[22:54] 当然这个交棒的时机点不轻松
[22:56] 因为苹果我们知道
[22:58] 在人工智慧领域
[22:59] 很明显是落后其他对手的
[23:01] 他也没投资本支出
[23:02] OpenAI Google
[23:03] 都已经推出了改变市场的产品
[23:05] 那苹果还在消费性电子产品层面
[23:08] 持续推陈出行
[23:09] 那这样的一个压力
[23:11] 就会形成两大效果
[23:12] 第一如何迎接挑战
[23:14] 第二
[23:15] 如何保持当前的优势
[23:17] 我们举例来说
[23:18] 苹果当前的销售量
[23:19] 还是不错的
[23:20] 在今年一季度的
[23:21] 手机销售当中
[23:22] 正常来讲
[23:23] 因为现在记忆体荒
[23:24] 在全球手机都不是很好
[23:25] 但是少数表现还不错的
[23:27] 一个是三星
[23:28] 另外一个就是苹果
[23:29] 苹果年增幅还有3.3
[23:31] 小米是重度衰退19%
[23:34] OPPO重度衰退9.9%
[23:36] vivo重度衰退6.8%
[23:38] 这些事情都说明了
[23:40] 记忆体的供应秩序紧张
[23:41] 推高了零组件的成本
[23:43] 品牌不得不调涨售价
[23:45] 以前陆系品牌就是靠低价
[23:47] 或者性价比比较高
[23:49] CP值比较高来获取市场青睐
[23:51] 一涨价或者价格一开始有松动预期以后
[23:54] 压力马上就因此而出现了
[23:56] 第二个观察重点是
[23:57] 今年就看起来
[23:59] 特纳斯他会主导当前的
[24:02] iPhone 18折叠手机的出炉
[24:04] 我们要知道今年
[24:06] 应该算是折叠手机的真正转折点
[24:08] 但它不一定是技术成熟点
[24:10] 为什么呢
[24:11] 因为是这一次之所以成为转折点
[24:13] 是因为苹果要进场了
[24:14] 每一次苹果一进场
[24:16] 通常新的时代产品就会做重大突破
[24:19] 2026年预估全球折叠手机出货量
[24:22] 会直接冲高到30%
[24:24] 原因就来自于
[24:25] 首款的iPhone折叠机要出来了
[24:27] 那三星本来就已经推出它的三折机了
[24:30] 那华为也有在鸿蒙体系下持续的放量
[24:33] 那IDC预估苹果一进场
[24:36] 可能直接把市占率22%给夺走
[24:38] 而且可能把34%的市场价值
[24:42] 也直接给抢光
[24:43] 平均售价现在大概是2400块
[24:45] 是一般手机的三倍
[24:46] 代表的是折叠手机
[24:48] 比的不是量
[24:49] 比的是价
[24:50] 因为它是用来撑住整个
[24:52] 产业营收利润的高端武器
[24:55] 长期来看IDC预估
[24:57] 折叠手机在2029年
[24:58] 整体市占率会超过到10%
[25:00] 但是它不会变成主流
[25:01] 它会变成什么
[25:02] 一种高端的标配
[25:04] 什么意思
[25:04] 就好像
[25:06] 像我之前的手机我是用Pro嘛
[25:09] 然后我们小编是用那个Pro Max嘛
[25:12] 然后你知道那种用Pro Max的人
[25:14] 我观察啦
[25:15] 那总是感觉自己高人一阶你知道吗
[25:18] 像我们用那个基础款的
[25:19] 都觉得自己荧幕太小
[25:21] 用大一点的那些种高端标配
[25:24] 所以折叠手机未来也是一样嘛就是折叠手机你折叠的好贵哦你还敢买好厉害哦大概是这样类型的可是市占率不会如想象中还要来得多但至少它是一个新的起点
