[00:00] 投资编欢迎收听早晨财经速解读
[12:55] 但是我们投资公司是有价值的
[12:57] 所以我就回购自家的股票
[12:59] 把现金进行一些消耗
[13:00] 结果从2024年以后
[13:02] 几乎就没有再回购自家股票了
[13:05] 那什么意思
[13:05] 他不只是觉得
[13:07] 其他人的股票很贵
[13:08] 他连波克夏自己家的股票
[13:10] 他都觉得很贵
[13:11] 都买不下手
[13:12] 所以现金水位就不断的上升
[13:14] 这一次阿贝尔作为新任的CEO
[13:17] 他也表示说
[13:17] AI是很重要的
[13:18] 但是并不是我们买入的理由
[13:20] 不能为了AI而AI
[13:22] 本质上已经很明显
[13:24] 像世人表态了
[13:25] 他的投资思维
[13:26] 会延续巴菲特时代的纪律
[13:28] 所有投资和技术的导入
[13:30] 都必须回到商业本质
[13:32] 而不是叙事
[13:33] 只要他没有具体的营收回馈
[13:35] 即便它是成长股
[13:36] 也不愿意参与
[13:37] 我们过去提过
[13:38] 巴菲特最经常使用的指标
[13:40] 当然就是巴菲特指标
[13:42] 这个指标
[13:42] 我们按照过往经验
[13:44] 正常来讲
[13:45] 在140到150
[13:47] 是2000年网络泡沫破灭的时候
[13:48] 08年是110到120
[13:50] 所以按照巴菲特过去的经验
[13:52] 至少要来到100以下
[13:53] 那现在是多少
[13:54] 230%
[13:55] 所以从长期均值来看
[13:57] 它大概已经高了
[13:58] 接近有3到4个标准差左右
[14:01] 其实按照现在的跌幅
[14:03] 可能真的要发生第三次世界大战
[14:06] 这巴菲特指标才可以腰斩
[14:08] 要不然你说就算打一场关税战
[14:11] 再打一场中东战
[14:12] 股价都不一定回跌多大
[14:14] 对于巴菲特指标
[14:15] 当然一直以来都有比较多的批评
[14:17] 第一个是利率指标
[14:18] 就是当利率上升的时候
[14:20] 比如说美国十年期公债值利率走高
[14:22] 投资人可以用更低的风险
[14:24] 拿到不错的报酬
[14:25] 自然资金会从股市来撤出压低估值
[14:28] 所以利率的高低会影响到巴菲特指标的高低
[14:32] 过去08年以后
[14:33] 很长一段时间的货币宽松
[14:35] 推高了极其
[14:36] 第二种叫做国际销售
[14:37] 什么意思呢
[14:38] 就是巴菲特指标
[14:39] 它由于是用美国股市的总市值
[14:41] 去处于GDP
[14:42] 等同于用全球营收的企业市值
[14:45] 去处于只计算本土的GDP
[14:48] GDP是属地主义
[14:50] 比如说亚马逊在印度的销售
[14:52] 它不会反映在美国的GDP
[14:54] 可是它会反映在亚马逊的股价里头
[14:56] 台积电在美国的整体产出
[14:59] 它不会反映在台湾的GDP里头
[15:02] 可是它会反映在台积电的股价里头
[15:04] 所以在这样的一个效果表现底下
[15:06] 就造成这项指标
[15:07] 过去总会有一股认为失真的可能性
[15:11] 我个人认为一个最直观的感觉
[15:13] 就是因为买美股的人变多了
[15:15] 刚才聊到巴菲特指标是市值除以GDP
[15:18] 我们看一下全球股票巴菲特指标
[15:20] 或者中国股票的巴菲特指标
[15:23] 其实过去距离创高都还有一段时间
[15:26] 这件事情说明什么
[15:28] 说明的事情是
[15:29] 其实也不是所有指标在各地都创高
[15:32] 更多反映的是
[15:34] 美国股市的估值特别高
[15:35] 那美国股市的估值为什么特别高呢
[15:37] 因为很多人在买美股
[15:40] 所以很多人买美股
[15:42] 那美国的GDP会不会增加
[15:43] 不一定会增加
[15:44] 可是美国股市的市值会增加
[15:46] 所以就让越来资金越来越流通
[15:49] 让大家买美股的意愿越高
[15:50] 那股市的征服就远远大于GDP的征服
[15:54] 这是第二层角度
[15:55] 我们以中国巴菲特指标来看
[15:57] 它就长期就保持在60%到80%左右
[16:01] 已经20年了
[16:02] 它也没有创高
[16:03] 这件事情就说明着
[16:05] 这个资金的移转
[16:06] 估值的高低
[16:07] 还有对于未来AI想象空间
[16:09] 都有可能会形成适度的落差
[16:12] 那当然
[16:13] 你说那难道就代表着
[16:14] 没有估值泡沫的问题吗
[16:16] 现在估值难道不高吗
[16:17] 的确现在估值相对于
[16:19] 过去40年周期还是偏高
[16:21] 可是问题在于
[16:22] 有更多的指标
[16:23] 其实暗示着
[16:24] 整体估值没有想象中来的贵
[16:27] 一个最直观的就是前瞻本益比
[16:28] 我们大概已经知道
[16:30] 今年年底的EPS表现了
[16:31] 台积电挑战100块七巨头通常都会创高从逻辑本益比来看我们把特斯拉给剔除因为特斯拉本益比有点失真就看六巨头整体前瞻本益比也不过从
[16:42] 四月份和当时月初接近21倍
[16:46] 现在上升到25倍
[16:48] 它是比过去五年还要来得低
[16:50] 那这个时候就很有趣了
[16:52] 就是前瞻本益比在下滑
[16:54] 可是巴菲特指标在上升
[16:56] 前瞻本益比在下滑
[16:58] 代表的是企业获利成长的速度
[17:00] 快过股价上涨的速度
[17:02] 而巴菲特指标在上升
[17:03] 代表的是整体市值成长快于GDP
[17:06] 所以这就某种程度而言
[17:09] 你从垂直比较和水平比较来做观察
[17:12] 会发现这个比值
[17:14] 一个是资产价格相对于经济变贵
[17:17] 一个是企业赚钱的能力变强
[17:20] 那用另外一种逻辑来做解释
[17:22] 就是代表着
[17:23] 那就代表着
[17:24] 现在大量的资金涌入到这些巨头当中
[17:27] 而巨头又有获利的支撑
[17:28] 所以导致整个大盘看起来很贵
[17:31] 但整体而言
[17:32] 你会发现
[17:33] 市场上当然有泡沫
[17:35] 但这个泡沫
[17:36] 它是由高强度的AI估值
[17:38] 还有市场更进一步的信心
[17:40] 以及我们吸取了过去几次教训的经验
[17:43] 我们给予它更高的泡沫
[17:45] 什么意思
[17:45] 就是因为每一次泡沫破灭
[17:47] 发现那些能够熬过来的人
[17:49] 都是继续抱股票的人
[17:50] 所以这一次我要继续抱住
[17:52] 所以我们的估值要比前几次的泡沫破灭的高点更高
[17:55] 我要能够去熬
[17:56] 因为这才是我真实能够有所股市回馈收益的时刻
[18:00] 所以这就导致了
[18:02] 全民普遍接受泡沫高一点
[18:04] 只要你的获利成长速度
[18:06] 来得够快就可以
[18:07] 所以我们才讲说
[18:08] 如果你是用本益成长比
[18:09] 来看待七巨头
[18:10] 会发现整体而言
[18:12] 大概只有接近0.7倍左右
[18:14] 这个是过去20年左右的相低
[18:16] 相对低的水准
[18:17] 那主要也是原因
[18:18] 过去20年
[18:19] 我们一直活在消费性电子
[18:20] 扩存循环的过程当中
[18:22] 就是一年到底换几支手机
[18:24] 一年到底换几台笔电
[18:26] 我们都已经估好了
[18:27] 也不会有太大改变
[18:29] 误差值不大
[18:30] 可是我们现在针对
[18:31] 一年我们要用多少的AI伺服器
[18:34] 形成了重大分歧
[18:35] 有些人认为爆炸性的增长
[18:37] 有些人认为AI根本就
[18:39] 就是手机就是笔电
[18:40] 换机槽不会想象中来得多
[18:42] 但是这样的一个区别就导致
[18:44] 估值指标被无限的放大
[18:46] 这就是一个新时代的格局
[18:47] 所以我个人的看法是
[18:48] 我们当然知道
[18:49] 外卖的指标是有点贵了
[18:51] 可是从其他指标
[18:52] 你还是可以佐证
[18:53] 有时候泡沫并没有想象中
[18:55] 还要来得大
[18:56] 我们过去提过
[18:57] 啤酒泡沫理论
[18:59] 市场就像一杯啤酒
[19:01] 下面的议题是基本面
[19:03] 上面是由泡沫
[19:04] 和情绪流动性所组成
[19:06] 资金充裕
[19:07] 利率偏低的时候
[19:08] 泡沫当然会越堆越高
[19:10] 那看起来整杯都满了
[19:11] 甚至让人误以为
[19:12] 基本面在快速扩张
[19:14] 但实质上泡沫是不稳定的
[19:15] 那有时候泡沫一整杯都是
[19:18] 有时候有一点泡泡是很正常
[19:20] 所以我们常常讲说
[19:21] 啤酒有泡泡是很正常的
[19:23] 除非它整杯都是泡泡
[19:25] 可是有不同的指标告诉你
[19:26] 这个泡泡并没有想象中
[19:28] 还要来得多
[19:29] 其实它就是一个很正常的情况
[19:31] 啤酒有一点泡泡
[19:33] 我认为是很正常的
[19:34] 你像我尿尿也有泡泡
[19:35] 难道就说明我身体有问题吗
[19:38] 有可能
[19:39] 最近泡泡有点多
[19:41] 还分叉
[19:42] 但是有一点泡泡是很正常的
[19:46] 尤其现在巴菲特给予的看保
[19:49] 他也不是对赌一个
[19:50] 百分之百的系统性崩盘
[19:51] 因为毕竟他的3800亿
[19:53] 大多数还是属于短债
[19:55] 其实也就说明着
[19:56] 他只是不相信股市会长期的
[19:59] 以5%的速度上行
[20:01] 所以他才选择报酬率4到5%
[20:04] 左右殖利率的短债报酬
[20:05] 这是他所选择的一个做法
[20:07] 当然他已经退休了
[20:08] 我们重点是观察阿贝尔
[20:10] 接下来几个季度
[20:11] 到底有没有回补的可能性
[20:12] 如果只看巴菲特指标
[20:13] 那就一定要第三次世界大战了
[20:15] 我们回过头来说
[20:17] 整体巴菲特
[20:18] 其实还是给予市场的一些启示
[20:20] 这个启示就是时代其实正在改变
[20:22] 我们看整个标普派指数
[20:24] 在过去几十年的洗牌变动
[20:26] 你会发现
[20:27] 也不是说公司变了
[20:28] 是时代正在换主线
[20:30] 1985年
[20:32] 由IBM
[20:33] XM美孚
[20:34] 到通用电器
[20:35] 到25年的苹果
[20:37] 微软辉达
[20:38] 几乎每10年就洗牌一次
[20:40] 可是已经从1970年代到现在
[20:43] 很明显的从工业
[20:44] 能源金融的叙事链
[20:46] 大量的往云端半导体
[20:48] AI和数位平台来做投送
[20:50] 巴菲特竟然已经错过了
[20:52] 2000年的网络泡沫
[20:53] 当然他不会选择在AI时代
[20:55] 更相信一次
[20:56] 因为2000年是它成为全球首富的重要关键
[20:59] 在这样的一个效果底下
[21:01] 等同于市场的主流叙事产生了重大改变
[21:05] 第二件事情是生产力循环当中
[21:07] 科技类股的表现
[21:08] 本来就是比其他原物料类股
[21:09] 能源类股还要表现来得更为亮丽
[21:11] 我们像90年代的网络泡沫
[21:13] 或者10年以后的消费性电子循环
[21:16] 其实科技股长期以来都是跑赢能源金融
[21:19] 或者公用事业板块的
[21:21] 在这样的一个效果底下
[21:22] 现在是不是AI生产力周期
[21:24] 很明显是
[21:25] 所以第三点
[21:26] 巴菲特值得我们借镜的
[21:28] 是长期持有仍然拥有不错的报酬
[21:30] 他还是建议大家
[21:31] 投资市场累积上涨过程当中
[21:34] 很大比例来自于少数几个交易日
[21:36] 所以他也没有把股票卖光
[21:37] 他大概还是持有50%左右的股票
[21:40] 只是持有的短暂稍微多了一点
[21:41] 美国的作家查尔斯
[21:43] 把这个现象称之为闪电
[21:45] 也就是不可预测的小几率事件
[21:47] 这些小几率事件
[21:48] 往往是多数涨幅的贡献者
[21:50] 所以很多人想说
[21:52] 许多散户有时候行情低迷
[21:54] 别套牢了
[21:55] 行情不好
[21:56] 能不能先不投
[21:57] 等行情好了再投资
[21:59] 我们过去一直提
[22:00] 这种做法难度很高
[22:01] 因为等行情好了
[22:02] 闪电早已过去了
[22:04] 那你就只能错过了
[22:05] 追高也不是
[22:06] 回跌又怕等不到
[22:07] 所以在闪电劈下来的那一刻
[22:09] 你一定要在场
[22:10] 巴贝特的确是卖了一些股票
[22:12] 但至少他还有50%的部位
[22:14] 还在场
[22:15] 所以这是第二点思维
[22:17] 其实第三点思维
[22:19] 是从周期投资的角度来做观察
[22:21] 我们会发现
[22:22] 当前整体股神的三个时期
[22:25] 它在不同的周期
[22:27] 会有不同的资产价格表现
[22:28] 过去我们提过
[22:29] 它在初到期
[22:30] 1957年到1975年
[22:32] 27岁到45岁
[22:34] 年均报酬是22%
[22:35] 巅峰期在它46岁到68岁
[22:38] 年化报酬是42.4%
[22:40] 这段时间是股神的电力
[22:41] 而这段时间涨得多的
[22:43] 都是金融石油传产能源板块
[22:46] 那晚年期
[22:47] 年均9.2%
[22:49] 其实它在2000年以后
[22:51] 整体报酬跟标普派只是没有太大区别
[22:53] 那你会说
[22:54] 他在2000年以后
[22:56] 实质投资报酬已经跟大盘没区别
[22:58] 可是这几年他的股价还是跑赢大盘
[23:00] 为什么呢
[23:01] 这是我们聊到的第三点
[23:03] 巴菲特最厉害的地方
[23:05] 就是适度的开启杠杆
[23:06] 他本身而言
[23:08] 整体平均杠杆率
[23:09] 1976年一直到2020年
[23:12] 大概是1.6倍左右
[23:13] 什么意思呢
[23:14] 就是100万他当160万
[23:17] 那他如何去开启这样的一个杠杆呢
[23:19] 一方面
[23:20] 他是开保险公司的
[23:22] 本身就可以取得相对廉价的资金
[23:24] 第二
[23:25] 他可以取得长期廉价的资金
[23:28] 所以你看巴菲特
[23:28] 常常到日本去发行国债
[23:30] 取得这些资金以后
[23:31] 他的报酬
[23:32] 明明就是这几年跟大盘差不多
[23:34] 可是他的股价
[23:36] 还是可以15到20%的年化报酬
[23:38] 持续成长
[23:39] 因为他开了杠杆
[23:40] 所以我们讲说
[23:41] 巴菲特有很多
[23:42] 值得我们学习的地方
[23:43] 但也有这个时代
[23:44] 有一些冲突的地方
[23:46] 以前我们讲过
[23:47] 有一个投资人
[23:47] 他不是八年前
[23:48] 开始模仿巴菲特
[23:49] 每天吃汉堡
[23:50] 喝五瓶可乐
[23:52] 结果这个入股投资人
[23:54] 投资除了91%都亏损以外
[23:57] 还得了糖尿病
[23:58] 就是从巴菲特和他妈妈来看
[24:01] 他们家本身就长所继因
[24:02] 人生也不要没事去
[24:04] 想要去复制别人的人生
[24:06] 就1970年代
[24:07] 也不是没有价值投资者
[24:08] 但是刚好就巴菲特挑的股票
[24:11] 涨到现在
[24:12] 所以每个成功人士
[24:13] 难免都会有幸存者偏差
[24:15] 不过下来这几年
[24:16] 其实真的整体绩效
[24:18] 跟大盘没有太大差别
[24:19] 主要是靠苹果
[24:20] 千金水位也大幅提升
[24:22] 但是他最后股价还是硬搬回来
[24:25] 那就是用
[24:26] 不管是实时库产股回购股票
[24:28] 还是适度的放大杠杆
[24:30] 技巧性的把价格给追回来
