[00:00] 投资片欢迎收听早晨财经速解读
[03:43] 同时间我们看到总市值来到4.14兆左右
[03:47] 也跟南韩尝试的进行距离拉开
[03:49] 南韩其实过去一年追得很紧
[03:51] 我们也知道SK海力士还有三星股价涨得多凶猛
[03:55] 不过目前台湾也才2000多万人口
[03:58] 南韩我记得有5000万人口
[04:00] 结果居然市值还是如此的差距来的大
[04:04] 现在台湾作为一个小岛
[04:06] 相对于我们看到朝鲜半岛
[04:10] 相对于不列颠群岛
[04:12] 看得出来这种半岛体带货潮
[04:15] 对于台湾的影响到底有多大
[04:17] 台湾的人均收入才多少
[04:19] 台湾的物价水准才多少
[04:21] 台湾的人口才多少
[04:22] 结果已经超越韩国和英国
[04:25] 成为全球第七大市场
[04:27] 所以这说明着AI出口的爆发
[04:29] 快速的放大市场估值
[04:30] 把未来的成长提前反映在股价身上
[04:33] 顺势追赶现在正在发达的西欧小岛
[04:36] 你要想想看两个岛屿
[04:39] 一个是代表过去金融帝国和资源的定价权
[04:43] 现在另外一方面东亚的小岛
[04:46] 它代表的是未来的科技算力和产业的控制力
[04:50] 资金在这两者之间轮动
[04:52] 它就是一个全球经济重心转移的缩影
[04:55] 所以这场行情背后
[04:57] 它本质上是一个超级的科技循环所形成的带动
[05:01] 那台积电无疑是帮助台湾走向国际的重要企业
[05:05] 那回过头看
[05:05] 台积电在这一次的总营收
[05:07] 刚才聊到单季营收一兆1134亿
[05:12] 年增幅35%
[05:13] 税后存益来到5724亿元
[05:17] 年增幅58%
[05:18] 每股盈余22.08块
[05:21] 这整体所有指标都超乎了原本的猜测区间
[05:25] 如果以美元计算
[05:26] 营收是359亿
[05:27] 成长幅度也明显加剧
[05:29] 更重要的是毛利率
[05:30] 毛利率已经来到66.2%
[05:33] 这个也是远远高乎市场预估
[05:35] 营业利益和经营率的部分
[05:37] 分别是58%和50%
[05:39] 这也是全部创下新高
[05:41] 这背后代表的是成本的控制
[05:44] 那台积电在产业当中的定价能力
[05:46] 不但是成本现在控制住了
[05:48] 而且它的定价能力正在强化
[05:50] 产能的利用率现在维持在高档
[05:52] 现在汇率条件又是相对有利
[05:54] 所以每一单金元的获利贡献
[05:58] 正在快速放大
[05:59] 股东权益报酬率
[06:00] 也冲高到接近40%了
[06:02] 所以这么漂亮的毛利率还被盗货
[06:05] 你就知道现在市场上的
[06:07] 预估值对台积电的评价
[06:09] 已经跟回答差不多了
[06:11] 毛利率没有99%都不及格
[06:13] 对外资都这样子
[06:14] 左手按赞右手盗货
[06:16] 好几年都是如此了
[06:18] 那我们只好靠内资自己买上去了
[06:19] 先从营收结果来看
[06:22] 先进制程已经成为台积电最为关键的竞争优势
[06:25] 那目前三奈米制程占比是25%
[06:27] 五奈米是36%
[06:29] 七奈米是13%
[06:31] 合计以下七奈米以下制程
[06:33] 贡献约百分之七十四左右的营收
[06:35] 代表大多数收入都是来自于全球最顶尖技术
[06:38] 你要知道现在台积电还是全球最大的成熟制程制造商
[06:42] 它已经是全球最大成熟制程制造商
[06:45] 但它百分之七十四的营收都来自于先进制程
[06:48] 同时第一季的晶圆出货量是417万片
[06:51] 年增幅超过28%
[06:53] 当然现在在整个一季度当中
[06:56] 手机市场其实表现并没有特别亮丽
[06:59] 我们知道就目前来看
[07:01] 今年记忆体的涨价潮
[07:02] 手机笔电价格恐怕被迫要调升
[07:05] 那这种调升这不是需求所造成的拉升
[07:10] 而是来自于供给面的冲击
[07:11] 这说明着今年看起来
[07:13] 手机和笔电销量可能不会太好
[07:15] 所以你看高速运算占比的营收
[07:17] 已经来到61%左右
[07:19] 相对之下
[07:20] 智慧型手机
[07:21] 因为淡气的影响出现下滑
[07:23] 只剩下26%
[07:24] 疫情以前
[07:26] 大家还是60%到70%的台积电营收
[07:30] 都来自于iPhone
[07:31] 都来自于手机
[07:32] 结果现在
[07:33] 智慧型手机居然只剩下26%了
[07:36] 其他像物联网
[07:37] 车用或者消费性电子
[07:39] 维持比较小的比例
[07:40] 对于台积电影响
[07:41] 似乎没有这么大
[07:42] 重点来自于AI需求的外溢效果
[07:46] 拖动了台积电成长
[07:48] 就导致我们如果用单纯消费性电子循环来看待台积电的财报变化就有点难度了你说手机卖的好不好笔电卖的好不好CPU卖的好不好来推论接下来台积电的财报好不好
[08:02] 会有很大一股的预测值的落差
[08:05] 因为现在看起来是手机卖的很差
[08:07] 台积电财报都会非常好
[08:09] 因为产能被AI给吃光了
[08:11] 事实上如果我们仔细观察
[08:12] 今年根据IDC的预估
[08:14] 通用伺服器的需求仍然在结构性的爆发
[08:17] 可是如果把通用伺服器给剔除掉之后
[08:20] PC市场今年就呈现非常典型的排挤效应
[08:24] 短期内因为涨价预期出现拉货
[08:26] 但全年可能会出现双位数字的衰退
[08:29] 尤其在记忆体价格的飙涨底下
[08:31] 原本定位比较低毛利的产品
[08:33] 反而可能会变成高CP值的选择
[08:36] 那你像反观苹果
[08:37] 苹果是透过自研晶片
[08:39] 还有供应链整合
[08:40] 在记忆体采购和成本上
[08:42] 控制更具有弹性
[08:43] 所以也许能够抢占一定的市占
[08:46] 可是你像Chromebook
[08:47] 或者部分的台厂的PC品牌
[08:50] 哇那现在CPU很缺啊
[08:52] 反而受到的进一步影响
[08:54] 会不会有进一步的台价潮
[08:56] 压力都很大
[08:57] 但可以证明的事情是
[08:58] 台积电好像跟消费性电子
[09:00] 没有太大关系了
[09:01] 现在就是看AI
[09:02] 我们看它的AI营收占比的预估图
[09:05] 现在台积电已经从卖先进制程
[09:08] 进入公司本体被AI重塑的阶段
[09:11] AI相关营收
[09:12] 24年150
[09:13] 25年300
[09:14] 今年600没有问题
[09:16] 27年上看850
[09:17] 三年成长6倍
[09:19] 更关键的是结构占比的变化
[09:21] 从不到20
[09:22] 我们预估到今年年底
[09:24] 大概会接近40%左右
[09:25] AI占比现在其实
[09:27] 如果单纯从高速运算
[09:28] 早就已经超过50%了
[09:30] 可是这几年
[09:31] 台积电把成长来源
[09:34] 这种做大幅度结构的一个调整
[09:36] 其实是建立了非常大的一个改革
[09:38] 总营收当时24年是900亿
[09:41] 到27年我们预估会来到2000亿美元
[09:43] 几乎是翻倍
[09:44] 那真正撑起制成
[09:45] 当然就N3 N2
[09:47] 各自贡献大概430亿
[09:49] 合计就超过八九百亿了
[09:51] 占比一路会拉升到
[09:52] 接近四成以上
[09:53] 在这样的一个效果底下
[09:55] 我们就可以理解
[09:56] 台积电已经从过去两年
[09:58] 把它视为一种高成长公司
[10:00] 现在变成高品质成长公司
[10:03] 就是它的营收曲线
[10:04] 我们如果细看
[10:05] 它是属于阶梯式往上爬的
[10:07] 但真正的直变
[10:09] 看得很清楚
[10:10] 其实20年就已经开始加速了
[10:11] 可是真正直变是什么时候
[10:13] 是2024年
[10:14] 当时我们看到
[10:15] 在AI带动的结构底下
[10:17] 突然之间
[10:18] 就是以翻倍的速率暴升了
[10:21] 以前大概就成长个三成四成
[10:23] 用这种速度
[10:24] 已经算是很高成长了
[10:26] 结果到20年以后
[10:27] 突然就是翻倍翻倍翻倍
[10:29] 这样子往上走了
[10:29] 那股价也是一样
[10:30] 就突然翻倍翻倍就往上冲了
[10:32] 所以在这样的一个效果底下
[10:34] 台积电接下来观察的几大重点
[10:36] 就来自于
[10:37] 如果消费性电子的压力没有这么大了
[10:40] 或者它的营收占比没这么大了
[10:42] 它有没有必要快速的投入资本支出
[10:45] 抢占手机市场的领先作用呢
[10:48] 毕竟我们知道
[10:49] 现在伺服器通用还是3到5奈米
[10:51] 原因是因为体积大
[10:53] 它不用去追求最先进的制程
[10:55] 追求的是在成本可控的情况底下
[10:58] 台积电尽快出货
[10:59] 那通常2奈米
[11:00] 那很明显被苹果不肯光
[11:02] 那如果未来手机市场
[11:04] 不会卖得这么好
[11:05] 或者说手机PC市场
[11:06] 遇到极大挑战
[11:07] 那么第一
[11:08] 台积电的资本支出
[11:10] 还要疯狂的抢进吗
[11:11] 这是第一个观察重点
[11:13] 我们知道这次资本支出
[11:14] 其实变动幅度没有这么大
[11:16] 基本上跟上次估差不多
[11:18] 大概520到560亿美元区间的上段
[11:21] 现在预估是到接近560亿
[11:23] 在资本配置上
[11:24] 70%到80%是投入到先进制程
[11:28] 那现在重点就在于
[11:29] 由于资本支出成长幅度
[11:32] 其实跟毛利率或者营收
[11:34] 成长幅度有一点稍微脱钩
[11:36] 这说明着大家很清楚知道
[11:38] 你的资本支出还在增长
[11:40] 可是资本支出增长的幅度
[11:42] 似乎相对于营收或者获利指标
[11:45] 有一点放缓的迹象
[11:46] 这又是什么原因呢
[11:47] 我认为一个最好的理解就是
[11:50] 台积电正式进入到一个高KPX
[11:52] 但是不失控的新阶段
[11:54] 你看资本支出当时在2021年到2022年冲高之后
[11:57] 23年24年它也消化了一阵子
[11:59] 资本支出还下修呢
[12:01] 然后再重新抬头
[12:02] 真正的结构性转折是在2025年
[12:04] 现在呢
[12:05] 25年到27年的KPX的预估已经全面上修
[12:08] 就符合预期式的25年头400码
[12:11] 26年投500
[12:13] 然后到27年投到600
[12:15] 连续三年的上调
[12:16] 显示AI资本支出还在持续
[12:19] 可是成长力度不用加太快
[12:21] 原因就来自于
[12:22] 因为跟对手拉开距离了
[12:24] 通常一个公司要疯狂的投资本支出
[12:27] 就代表着
[12:28] 他准备要在这场战争当中
[12:30] 取得重大领先
[12:32] 要拼最后一把了
[12:33] 可是一旦你跟对手拉开
[12:35] 有了5年到10年的制程距离以后
[12:38] 那你就不用那么急着投资本支出了
[12:40] 第一手机市场需求也许下单量没这么大
[12:43] 第二你跟对手拉得这么远
[12:45] 我现在反而可以把现金流
[12:47] 适度的给予股东做一些回馈
[12:50] 还能够引起市场进一步的提振效果
[12:52] 所以我们才讲说
[12:53] 英特尔当然最近因为跟Telafib
[12:56] 跟马斯克的合作
[12:58] 受到了一定程度的股价带动
[13:00] 股价涨幅其实也是很夸张
[13:01] 不过主要还是来自于机器低
[13:03] 可是先进制程的优势
[13:05] 台积电仍然保持三到五年以上的领先
[13:08] 我们看这一次三星把2奈米做推进
[13:12] Intel主打是8A
[13:13] 是1.8奈米
[13:14] 那表面上来看
[13:15] 好像三大厂商现在都跨入了后三奈米时代
[13:19] 不过实质的差距还是很大的
[13:21] 以关键的电晶体密度来看
[13:23] 三星和Intel最新节点
[13:26] 还是低于每平方毫米2.5亿颗
[13:29] 远远不及台积电上一代的N3P的2.94亿颗
[13:33] 换句话说
[13:34] 三星和Intel目前的良率还是偏低
[13:38] 实际出货还是以自家晶片为主
[13:40] 所以就算我觉得马斯克好像跟三星走得比较近
[13:44] 跟英特尔走得比较近
[13:45] 按照过往经验都是过两个季度转单要转回给台积电
[13:48] 所以在这样的一个效果底下
[13:50] 当然是有竞争
[13:51] 不过台积电保持两到三年以上的制程领先
[13:55] 没有太大问题
[13:56] 资本支出也不用那么紧张
[13:57] 过去是真的准备要超越
[13:59] 你看台积电在先进制程的领先
[14:02] 已经大概有十年左右了
[14:04] 15年以前
[14:05] 英特尔在制程技术上一直是领先
[14:07] 特别是22奈米
[14:09] 14奈米上的节点表现优异
[14:11] 可是在10奈米左右的时候
[14:13] 差不多就是疫情前后
[14:14] Intel就遇到了技术瓶颈
[14:16] 开发延档
[14:17] 台积电就顺势超车
[14:18] 所以台积电正式的跟Intel拉开距离
[14:21] 也不过就是这5年10年的事情
[14:23] 18年开始台积电率先量产7奈米
[14:27] 然后到5奈米到现在3奈米
[14:29] 现在往2奈米1.8奈米技术来做挺进
[14:31] Intel的技术落后
[14:33] 就来自于10奈米的失败
[14:34] 所以才让台积电
[14:35] 现在变成全球半导体制造的代名词
[14:38] 所以为什么很多人戒慎恐惧
[14:39] 也是有道理的
[14:41] 因为台积电的一系列的反转
[14:43] 差不多就是在疫情前后
[14:45] 瞬间跟其他半导体厂商拉开距离
[14:48] 所以我们才讲说
[14:49] 我们吃到这股的红利
[14:51] 也不过就是五年到十年的时间而已
[14:53] 但是现在由于距离稍微拉开了
[14:56] 也许就没有这么急着要投了
[14:58] 这是另外一层观察的角度
[15:00] 所以我不认为资本支出
[15:01] 一定要大幅上调
[15:02] 世界市值百大企业
[15:05] 现在只有台积电
[15:07] 台湾只有一家台积电
[15:09] 然后排名全球第六
[15:11] 最多入百大企业的是美国
[15:13] 再来就是中国
[15:14] 那日本韩国虽然没有进前十
[15:16] 但也有两家进到百大了
[15:18] 那你要知道
[15:19] 这样的一个荣景
[15:20] 对于整个台湾经济
[15:22] 以及背后的产业链而言
[15:23] 虽然对于设备股而言
[15:25] 好像不是多大的力度
[15:26] 因为资本支出增长幅度有限
[15:28] 可是至少对于整个台厂而言
[15:30] 它是一种信心的象征
[15:32] 那当然回过头看
[15:33] 这一次魏哲嘉还是明显谈到了
[15:35] 到底AI需求是不是泡沫
[15:37] 我们都清楚知道
[15:38] 跟2000年的网络泡沫比较起来
[15:40] 现在的AI领头羊在财务结构上
[15:43] 是明显更健康的当年在打抗泡沫底下这类型的公司通常都是负债非常沉重获利基础薄弱可是现在你要说股价涨比较高的
[15:55] Meta、辉达、台积电这类的公司
[15:58] 可是EPS大家都在上行
[16:00] 这两件事情
[16:02] 第一不代表AI营收已经进来了
[16:04] 但是说明敢投AI的这些人
[16:06] 他手上营收真的蛮多的
[16:08] 就要七巨头
[16:09] 他已经有垄断的护城河
[16:11] 现金流每个月
[16:13] YouTube的订阅费
[16:15] 它就一直进来
[16:16] 然后Meta的广告费
[16:18] 就一直进来
[16:18] 它就是有源源不绝的钱可以投
[16:20] 所以整个财务的健康程度
[16:22] 相对而言
[16:23] 比较健康一点
[16:24] 当然了
[16:25] 我们还是要看现在台积电
[16:26] 最大客户回答的态度
[16:28] 回答在近期
[16:29] 股价突破了过去的平台区
[16:32] 准备要挑战
[16:33] 去年10月份的高位了
[16:35] 在这样的一个效果底下
[16:36] IC设计最近都展开了新一轮的轮动
[16:39] AND是破高了
[16:40] 在种种效果底下
[16:42] 现在呢
[16:43] 辉达占整体Coworks晶片的占比
[16:46] 市占率大概是接近50.1%
[16:48] 再来是博通亚马逊超微
[16:51] 所以总体而言
[16:52] 只要辉达在接下来的财报当中
[16:54] 陆续调高市场预估值出货量
[16:58] 那么台积电预估营收
[17:00] 就有进一步的提振效果
[17:01] 当然对于台厂而言
[17:02] 我们看从25年的GB300到26年
[17:06] 出货量从原本2.5万贵到26年
[17:10] 今年预估大概是到7万贵左右
[17:12] 就是我们不讲营收多少了
[17:15] 去年你要出2.5万贵
[17:16] 今年你要出到7万贵
[17:19] 那你要出的货的量不就拉伸了三倍吗
[17:22] 那你的获利拉个一倍两倍
[17:25] 好像也不是太困难的一件事情吧
[17:27] 所以我们才讲说
[17:28] 那有时候我们早就知道
[17:29] 今年EPS是多少
[17:30] 今年是获利是多少
[17:32] 因为产能都满了嘛
[17:33] 那重点在于你给台积电
[17:35] 或者你给台湾的这些厂商
[17:37] 多少倍的本益比
[17:38] 的确了很多老AI现在股价
[17:40] 也没有多大的好转了
[17:42] 主要就是筹码比较混乱一点
[17:44] 可是从这些老AI逻辑来看
[17:46] 它股价再不涨
[17:47] 它本益比就一路掉到地狱了
[17:49] 它就变得非常非常便宜
[17:50] 到时候就变成价值股了
[17:52] 所以在这样的一个效果底下
[17:53] 大型资料中心的建设计划
[17:55] 只要不停
[17:56] 辉达的业绩就不会停
[17:58] 台积电的业绩就不会停
[17:59] 那现在美国主导最大的资料中心计划
[18:02] 当然是Stockgate
[18:03] 总投资金额5000亿美元
[18:05] 之前曾经传出一系列的轮替
[18:08] 比如说有些厂商取消了
[18:10] 盖厂计划取消
[18:11] 可是他主要是做内部的系统性调移
[18:14] 一直到2026年期
[18:16] Stargate才正式全面开工
[18:17] 那预估要盖四年
[18:19] 这说明着
[18:20] 除非政策转向有重大变革
[18:23] 要不然Stargate要2030年才盖得完
[18:25] 那说明至少拉货槽拉到2030年
[18:28] 那假设到28年29年
[18:30] 可能有技术突破
[18:31] 时间提前了
[18:32] 那也是28年29年的事情
[18:34] 所以有时候我们讲说
[18:35] 好了
[18:36] 那到底AI具体的回馈是什么
[18:38] 我们不能大胆的做假设
[18:40] 可是AI到底要盖多久
[18:42] 那个时间线已经确定好了
[18:43] 那个营收
[18:44] 那个订单
[18:45] 那个设备
[18:45] 那个晶片的需求
[18:46] 它就是明显的反映在
[18:49] 当前的市场状态
[18:50] 所以我们看
[18:51] 现在GB200
[18:52] GB300的出货量
[18:53] 去年2.5万贵
[18:54] 今年来到7万贵左右
[18:56] 各自厂商都有各自的成长
[18:59] 你看鸿海的部分
[19:00] 过去一阵子
[19:01] 股价也受委屈
[19:02] 从去年一季度开始
[19:04] GB300的出货量
[19:05] 鸿海只占36%
[19:06] 可是到年底
[19:08] 它已经占了50%了
[19:09] 我们看Google AWS Microsoft Meta甲骨文
[19:13] 基本都是以鸿海作为主要定锚
[19:16] 来做最后的AI伺服器组装
[19:18] 所以在种种效果底下
[19:20] 我们最后就可以得出一个结论
[19:21] 那就是除非政策面出现重大转向
[19:25] 要不然这股基建潮
[19:26] 它是以三到四年为尺度来做推升
[19:29] 所以也许国家会有高有低
[19:32] 但是获利已经确认了
[19:34] 所以今年我们看到台积电的获利拉伸
[19:37] 考验的是它的产能还可以推得多广
[19:39] 它还可以出多少的货
[19:41] 而并不取决于今年订单满不满载
[19:44] 今年订单只要能满载
[19:45] 它看起来就会满载
[19:47] 如果我们根据当前Alessia
[19:49] 给予台积电的评价预估
[19:51] 现在又上修了
[19:52] 2026年平均额延
[19:55] 从整体EPS来看
[19:56] 大概是97块左右
[19:58] 这一次财报出来之后
[19:59] 因为现在淡季
[20:00] 淡季都22块了
[20:01] 年底我个人看法是
[20:03] 突破100块不是太大的问题
[20:05] 你要知道台积电
[20:07] 假设我们保守一点
[20:09] 就估97块就好了
[20:10] 那2027年现在给105块
[20:13] 你用20倍本益比来估
[20:15] 因为26年越接近年底
[20:17] 你就要越提前反应
[20:18] 2027年
[20:19] 那整体而言
[20:20] 你用一个中性本益比
[20:22] 20倍来估
[20:22] 它就变成2000块变保底了
[20:24] 那么105块就是2100
[20:27] 你给它110块就2200
[20:29] 你给它130块就2600
[20:31] 所以第一个取决是
[20:33] 你用最低本益比
[20:34] 然后用最悲惨的
[20:36] 或者说最悲观的EPS来估
[20:38] 2000块都是最悲观最悲观的情景了
[20:41] 那更不用讲你用25倍
[20:43] 你用27倍
[20:45] 甚至你用30倍本益比啊
[20:46] 去估个100块
[20:47] 哦那就变3000了嘛
[20:49] 所以从种种角度而言呢
[20:50] 就变成了台积电的股价
[20:52] 从当前水位来看啊
[20:53] 都有一点快要被低估了
[20:55] 那第二件事情是啊
[20:56] 随着时间线
[20:57] 只要他股价不涨
[20:58] 到年底啊
[21:00] 他的本益比就会变18倍17倍了
[21:02] 哦那就要看吸不吸引你了
[21:03] 当然了
[21:04] 股价也许不愿意让你本益比回到这么低的水位
[21:07] 这就是我们值得观察的重点
[21:08] 但可以确定的事情是
[21:10] 整个后疫情时代
[21:12] 尤其是23年24年的AI的推力
[21:15] 让台积电原本从20年到21年的半导体加速起
[21:18] 瞬间又上了一个台阶
[21:20] 那这股台阶
[21:22] 我们预估到28年29年
[21:24] 除非stargate计划停摆了
[21:27] 除非政策大幅转向了
[21:28] 要不然它的货就是一路迟到28年29年
[21:31] 它的获利已经清晰了
[21:33] 那现在就是取决于各位
[21:34] 你愿意给它多少的本益比
[21:36] 你愿意给他多少的价位而已
[21:38] 所以如果还用过去的消费性电子循环
[21:40] 来直接理解AI
[21:41] 有时候就容易看错整个方向
[21:44] 手机电脑那一轮
[21:46] 本质是终端产品升级
[21:48] 拼的就是你的换机周期
[21:50] 规格提升品牌和通路
[21:52] 需求是有天花板的
[21:53] 成长是有循环的
[21:55] 但AI并不是换一台设备这么简单
[21:57] 它更像是在重建底层能力
[21:59] 从算力资料模型到云端基础建设
[22:02] 甚至连企业的流程和决策方式
[22:05] 它都在被重写
[22:07] 如果你用单纯
[22:08] 手机的那种出货量
[22:10] 单价渗透率
[22:11] 消费性电子来看
[22:12] 就很容易低估
[22:13] 整个产业的扩张速度
[22:15] 和它的扩张深度
[22:17] 所以更关键的事情是
[22:18] 如果我们还把它当成
[22:20] 下一代的消费性电子
[22:21] 那就会用一个错误的地图
[22:24] 再看一场
[22:25] 完全不同等级的战争
[22:27] 所以我觉得
[22:27] 我们是不能用旧有的逻辑
[22:29] 来直接看待这个新世界的
[22:31] 大家以前听过
[22:33] 那个湖中女神的故事吗
[22:35] 农夫丢了斧头进去
[22:38] 女神出来
[22:39] 你掉的是金斧头还是银斧头
[22:42] 是普通的
[22:43] 两把都拿走了
[22:44] 鸡农丢了一只土鸡进去
[22:47] 女神就出来了
[22:48] 你掉的是金鸡还是银鸡
[22:50] 是土鸡
[22:51] 两只鸡都给你了
[22:53] 后来有个男的
[22:54] 经过了湖中女神的湖
[22:57] 不小心掉了一颗跳弹进去
[23:00] 一等
[23:01] 湖水满出来了
[23:02] 所以你不能用旧有逻辑
[23:06] 来看待这个新世界
[23:08] 因为那一套思维
[23:09] 它是建立在稳定
[23:11] 线性
[23:12] 可以预测的产业演进
[23:14] 但是AI带来的是那种
[23:16] 非线性的跳跃
[23:17] 从刚才的那个EPS
[23:19] 获利你已经看得出来
[23:20] 它是一个结构性的重组
[23:22] 过去我们当然可以用成本
[23:23] 用需求
[23:24] 用循环来做推广
[23:25] 但是现在这些变数
[23:27] 都在被重新的定义
[23:28] 成本会因为自动化
[23:30] 而快速的下滑
[23:31] 需求会因为新能力被创造出来
[23:33] 竞争格局也可能在短时间内被颠覆
[23:36] 所以过去我们那种
[23:37] 单纯的消费性
[23:39] 换机槽来做框架有时候就能够会错过整个真正的转折点当然也不是不行的那手机还是有循环电脑还是有循环但游戏规则从股价层面似乎被改写了
[23:50] 我们看一下
[23:50] 美国股市
[23:51] 市大指数表现
[23:52] 道琼指数上涨
[23:53] 115点
[23:54] 0.20%
[23:55] 则是18578点
[23:57] 标普上涨18点
[23:58] 0.26%
[23:59] 则是7041点
[24:01] 那萨克指数上涨
[24:02] 86点
[24:03] 0.36%
[24:04] 则是24102点
[24:06] 费半
[24:07] 哇
[24:08] 它涨不停
[24:08] 上涨90点
[24:09] 0.97%
[24:11] 收在9329点
[24:13] 首先算是台湾硬体股跟费办脱钩
[24:17] 台积电股价下跌3.13%
[24:21] 不过昨天零电大涨了6.73%
[24:23] ADR的部分
[24:23] 费办的部分AMD是上涨7.8%
[24:27] 博通涨了0.4%
[24:28] 其他股票的部分
[24:30] 还在一个震荡区间
[24:31] 可是这一波我们也看得出来
[24:33] 涨那么高也要稍微休息一下
[24:35] 距离四条中长期均线也太远了
[24:38] 最好稍微休息一下
[24:40] 现在很明显
[24:41] 有明显空单被嘎爆的痕迹
[24:43] 那等到股价回归到原本水位之后
[24:47] 你会发现本益比一样不是特别高
[24:50] 所以在这样的一个情况底下
[24:52] 晶片的通膨是否会持续发酵呢
[24:54] 我们现在看得出来
[24:55] 还是属于能源通膨的外溢效果
[24:58] 可是真实而言
[24:59] 大家的本益比其实在下滑
[25:01] 什么意思
[25:01] 物价层面当然是有一定通膨压力
[25:04] 可是在股价层面
[25:06] 这一波其实反映的通膨并不是特别明显
[25:09] 尤其是股价跟获利的关系
[25:11] 就正常我们讲股价通膨
[25:14] 然后薪资通膨
[25:16] 物价通膨
[25:17] 能源通膨
[25:18] 大家都一起
[25:18] 这可以理解
[25:19] 就是那种M2货币的增量增长以后
[25:22] 所有东西长期以来都是越来越贵
[25:24] 可是我们过去的逻辑就是
[25:26] 一旦市场资讯更流通
[25:28] 我们通常就能够接受更大的泡沫
[25:30] 为什么呢
[25:31] 因为我更容易抱得住
[25:33] 我有历史的经验来抉择
[25:34] 就算泡沫这么大了
[25:36] 总有一天我还涨得回来
[25:37] 可是这一次
[25:38] 所有东西都还在泡沫
