[00:00] 投资朋友欢迎收听早晨财经速解读
[02:28] 那这一次我要不要因为
[02:30] 因为照理来讲
[02:31] 他在公布FOMC的时候
[02:33] 那个中东停战协议
[02:35] 还没正式签署
[02:36] 所以他会如何来进行表态
[02:38] 特别重要
[02:39] 尤其股市上涨
[02:41] 最近很大程度来自于
[02:42] 避险基金的回补空单
[02:43] 也并非真正全面资金的进场
[02:47] 因为进场其实过去几年
[02:49] 那种ETF的被动买盘
[02:50] 一直都存在
[02:51] 那空头嘎完以后呢
[02:53] 后续要如何让本梦比有持续的造梦空间
[02:57] 那第二个风险是AI监管
[02:58] 我们在美国商务部之前才要求
[03:01] Enthropy限制外国人使用AI模型
[03:04] Cloud, Fibre 5相关软体
[03:07] 那当然这会迫使公司未来在相关的服务
[03:11] 可能被迫暂停
[03:11] 可是至少可以看到
[03:13] 美国已经算是首次限制AI的模型本身
[03:16] 而并不是单纯限制晶片出口而已
[03:18] 所以市场认为AI竞争力
[03:20] 主要是比拼技术和算力
[03:22] 那现在政治因素开始介入发展以后
[03:25] 未来是不是有政策路线的选择问题
[03:27] 最后就是供给问题了
[03:29] 因为SpaceX
[03:29] 这次完成史上最伟大的IPO以后
[03:32] 这么庞大的资金
[03:33] 接下来OpenAI
[03:34] Enzopi就要来了
[03:35] 那到底市场哪来这么多的钱
[03:37] 今天来跟投资朋友多做一些观察和留意
[03:40] 其实虽然昨天费办卖压还算是沉重
[03:43] 不过SpaceX
[03:44] 市值是一度突破三兆美元
[03:47] 一度超过微软
[03:48] 那短短的IPO几天
[03:50] 好像一下子
[03:52] 就已经进军到我们讲说
[03:54] 三兆到四兆美元俱乐部当中
[03:57] 尤其SpaceX
[03:58] 目前已经连续两天
[04:00] 成为散户买超金额最高的个股
[04:02] 单日的净买入金额是高达一亿美元
[04:05] 占全美散户单一股票买盘的
[04:08] 接近七成以上
[04:09] 这么庞大的买盘
[04:10] 它一定会让原本散户
[04:12] 对于其他股票的购买的意愿开始降低
[04:15] 而把资金转入到马斯克帝国当中
[04:18] 其实你要讲说七巨头当中
[04:20] 这个特斯拉整体持股
[04:22] 有接近快要一半也都是散户所持有
[04:26] 这就说明着
[04:27] 其实马斯克具有非常强烈的
[04:29] 散户资金的推盘力道
[04:31] 那当然了
[04:32] 有些人就认为那筹码是比较混乱
[04:34] 不过在美股层面
[04:35] 大型巨头也没有什么筹码的问题
[04:38] 但现在行情走到这一步之后
[04:40] IPO市场至少掀起了新一波的信心
[04:43] 而这个信心是大过于对于供给上的扩成
[04:47] 毕竟股票供给越多
[04:48] 照来讲股价更不容易上涨
[04:50] 可是IPO上架以后
[04:52] 让市场更进一步的信心
[04:54] 事实上SpaceX在昨天才正式宣布
[04:57] 以600亿美元来全股票交易
[05:00] 收购AI程式开发工具Courser
[05:02] 它的母公司
[05:03] 借此强化旗下Gurk
[05:05] 在人工智慧模型当中
[05:07] 软体开发领域的竞争力
[05:09] 我们要知道这家公司
[05:10] 其实也才成立4年
[05:12] 已经成为矽谷成长最快的新创公司
[05:14] 估值在25年
[05:16] 也不过才25亿
[05:17] 现在是300亿
[05:19] 结果SpaceX花了接近600亿
[05:21] 那就说明着AI自动撰写程序
[05:24] 已经成为目前最成功的商业应用
[05:26] 那么SpaceX居然已经获得了这么庞大的资金
[05:30] 当然要持续性的扩张
[05:32] 那当然有些人说
[05:33] 哇那马斯克现在翅膀硬了
[05:35] 那上市才几天
[05:37] 市值就一路超过微软
[05:39] 现在挑战挥打
[05:41] 仿佛靠着火箭
[05:42] 靠着卫星
[05:43] 靠着AI的愿景
[05:44] 就能够不断的改写资本市场的历史
[05:47] 但如果你仔细观察这波行情
[05:49] 市场真正该关注的
[05:50] 也不单纯是翅膀硬了
[05:53] 是马斯克的口袋硬了
[05:55] 毕竟再好的故事
[05:56] 你也必须要有真金白银
[05:58] 才能够推动股价持续上行
[06:00] 散户追价是真的
[06:01] 选择权的杠杆资金进场也是真的
[06:03] 到被动的ETF买盘
[06:05] 指数买盘
[06:06] 未来一整年都会慢慢的来做买入
[06:08] 这一波推升的股价力量
[06:11] 你说当然是对于未来的想象
[06:12] 但是背后它是庞大的资金洪流
[06:15] 共同形成的推进器
[06:17] 某种程度来说
[06:18] 现在市场买的
[06:19] 不单单是马斯克的梦想
[06:21] 是全球的流动性
[06:23] 和资本市场的机制本身
[06:24] 资金就是能够持续的贯注
[06:26] 估值可以不断的被重新定义
[06:29] 当然反过来说
[06:30] 再大的翅膀
[06:31] 它也未必
[06:32] 如果没有足够的基本面来支撑
[06:34] 那始终可能有一天
[06:35] 股价变得跟特斯拉一样
[06:37] 在高位盘旋好一阵子
[06:39] 一直在等待自驾车
[06:40] 或者机器人的推出
[06:41] 但不管怎么说
[06:42] 马斯克现在所采取的动作
[06:45] 你不能说他是翅膀硬了
[06:47] 你顶多说他是口袋硬了
[06:49] 钱变多了
[06:50] 前两天网友传个故事给我
[06:53] 那看爸爸跟妈妈吵架
[06:55] 先生跟太太
[06:57] 吵得整栋楼都听到了
[07:00] 太太气呼呼的说
[07:01] 怎样
[07:02] 你现在是翅膀硬了是不是
[07:04] 先生大声的回应
[07:08] 我硬的不是翅膀
[07:09] 所以马斯克现在硬的就是口袋
[07:12] 它并不是短短几周
[07:15] 个人特质突然又变得一条白
[07:17] 它一直都这样子
[07:18] 重点是钱多了
[07:19] 那当然收购企业的金额
[07:21] 那是以人家估值的两倍速度
[07:23] 来快速的收购
[07:24] 说明它的眼睛的确很大
[07:26] 但重点是它钱变多了
[07:28] 这也代表着美国当前的企业
[07:30] 正在以前所未见的速度
[07:32] 向AI相关领域来做集中
[07:34] 我们根据统计
[07:35] 涵盖资讯设备
[07:36] 软体和资料中心在内的科技投资
[07:39] 占整体美国企业的投资比重大概已经从23年的29%现在已经攀升到36%创下历史新高那换句话说现在每100块的企业投资
[07:50] 有三分之一都是直接流向
[07:52] AI基础建设和投资
[07:54] 它也形成另外一层效果
[07:56] 那就是他们投
[07:57] 毕竟是真金白银的要提升生产力
[08:00] 但对于投资人而言
[08:02] 如果我又要买IPO
[08:04] 我又要追股票
[08:05] 我又要做轮动
[08:06] 有时候买了套牢了
[08:07] 我还不打算马上要做停损
[08:09] 从成交量来看
[08:10] 市场就会选择放大杠杆
[08:13] 放大杠杆有去借钱
[08:14] 有融资
[08:15] 有质押
[08:16] 另外一种方式是购买杠杆型ETF
[08:19] 如果我们细看
[08:20] 现在在整个26年
[08:22] 在过去一周
[08:23] SOXS创下2005年以来
[08:26] 第三大的ETF单日成交量
[08:29] 仅次于08年金融海啸期间
[08:31] 黄金ETF和杠杆放空的ETF
[08:34] 更值得注意的事情是
[08:35] 前面前十名同步出现了
[08:38] SOXS和SOXX
[08:40] 那显示现在多空双方都在积极压住
[08:44] 半导体产业的未来走向
[08:45] 说明我们也不能说市场是只有看好
[08:49] 没有任何看坏的声音
[08:50] 而是看好和看坏的人都在放大杠杆
[08:54] 市场是高度分歧的
[08:56] 那这种多空的交战
[08:58] 就让非半一天可以给你涨个5%
[09:00] 就一天也可以给你跌个5%
[09:02] 这是蛮有趣的一个现象
[09:04] 但不管怎么说
[09:05] 走到现在
[09:06] 行情现在市场上更进一步留意的是
[09:08] 你对于基本面的投资
[09:10] 或者你的原本的投资初衷
[09:12] 是否能够保持原本的信心
[09:14] 因为现在波动很大
[09:16] 一样你其实知道终点在哪里了
[09:18] 可能行情当中会有泡沫估值修正的一天
[09:21] 可能会持续的上行
[09:23] 可是你知道终点就在右上角
[09:25] 这是科技乐观论者的最终的终点
[09:28] 可是问题在于你不要被甩出去
[09:30] 每一次都这样子
[09:31] 有时候你会看对趋势
[09:33] 但会死在波动
[09:34] 那现在波动真的很大
[09:35] 单日指数就可以涨跌5%
[09:38] 更不用讲放两倍杠杆三倍杠杆
[09:41] 所以还是要小心
[09:41] 投资人最常犯的错就是记忆力不好
[09:44] 每一次股灾的时候
[09:46] 都说下次遇到大跌一定要勇敢加码
[09:48] 结果真的恐慌了
[09:49] 你又担心是世界末日
[09:51] 等到行情回升
[09:52] 你又决定要放大杠杆
[09:53] 你没有保持自己的初衷
[09:55] 市场一直在重复相似的循环
[09:57] 改变的不是历史
[09:58] 是投资人一次又一次的遗忘历史
[10:01] 之前我看网路上
[10:04] 那个韩国众议不是有一句话吗
[10:06] 讲说结婚是判断力不行
[10:09] 离婚是忍耐力不行
[10:11] 再婚是记忆力不行
[10:13] 你仔细想想看
[10:15] 刚才投资市场也意外贴切
[10:17] 买股票靠的是判断力
[10:19] 你能够看懂产业趋势
[10:21] 景气循环
[10:22] 企业本身
[10:23] 持有股票它是忍耐力
[10:26] 市场大跌
[10:27] 账面愿意亏损扩大的时候
[10:29] 你愿意再进行加码
[10:31] 那当然最终是记忆力
[10:33] 就是你是否会遇到记忆力不足的问题
[10:36] 你每一次都经历同样的事情
[10:38] 可是每一次情绪发生的时候
[10:40] 你又改观了
[10:41] 所以我们讲说
[10:42] 买股票的判断力
[10:43] 忍耐力
[10:44] 还有记忆力
[10:44] 跟结婚离婚一模一样
[10:46] 所以这给投资朋友多些思考了
[10:48] 要保持这些原则
[10:49] 不要被甩下车
[10:50] 现在波动真的很大
[10:52] 当然我们回过头来看一下
[10:53] 在台湾市场
[10:54] 韩国市场和日本市场的表现
[10:56] 是如何分拾本轮的半导体行情
[10:59] 细节来看
[11:00] 韩国股市在过去一段时间
[11:02] 随着AI和半导体行情的热潮带动底下
[11:05] 市场上当然会担心
[11:06] 因为韩国应该是全球各大指数当中
[11:09] 杠杆率最高的市场
[11:11] 韩国金融监管部门已经发表声明
[11:13] 由于韩国投资人正在大量的
[11:15] 透过信用贷款
[11:17] 透支账户和网络银行来借钱炒股
[11:19] 使得5月份韩国全体金融机构家庭贷款
[11:23] 单月暴增9.3兆韩元
[11:26] 其中信用贷款增加3.4兆韩元
[11:29] 跟前个月比较起来
[11:31] 前个月是减少9000亿
[11:32] 这是说明在4月3月的时候
[11:36] 市场杠杆还没放这么大
[11:37] 直到5月6月
[11:39] 几乎新韩银行
[11:41] 国民银行
[11:42] 韩亚银行等大型银行
[11:43] 几乎已经全面限用信用贷款和投资额度
[11:47] 跟台湾市场差不多
[11:48] 尤其韩国现在杠杆型的ETF
[11:51] 规模大概是400亿美元
[11:53] 占市场自由流通市值2.6%
[11:56] 而选择权的隐含波动率
[11:58] 一年大概是20%
[11:59] 这是一年之前
[12:00] 现在80%
[12:02] 市场波动剧烈的时候
[12:04] 造市商就必须要被迫追价买进
[12:06] 或者杀低来卖出
[12:07] 进一步放大涨跌
[12:09] 所以韩国股市单日波动5%
[12:12] 都算是一个很正常的局面
[12:14] 事实上如果我们细节观察
[12:15] 如果从杠杆型ETF的既定曝显来做思维
[12:19] 其中南韩市场受到影响是最大
[12:22] 预估资金流出
[12:23] 如果是单日波动大概5%的话
[12:26] 资金流一天大概就47亿美元
[12:29] 占日均成交量是3%
[12:31] 台湾比较低
[12:32] 台湾大概是10.7亿
[12:34] 占比只有3%
[12:35] 所以你说台湾有像韩国人这么夸张吗
[12:37] 小得多了
[12:39] 不管是台积电还是台湾
[12:40] 拿来跟SK海力士或者三星比较起来
[12:43] 我们都是真的实打实的存股族
[12:46] 韩国不一样
[12:47] 韩国人真的是放大杠杆
[12:48] 想要拼翻身
[12:50] 所以我觉得这个危险是比较大的
[12:52] 另外一方面
[12:53] 韩国市场至少从基本面而言
[12:55] 大家有进一步的信心条件
[12:57] 一方面是在机体行情的显速带动
[13:00] 另外一方面
[13:01] 我们不知道
[13:02] 目前美韩的军事合作
[13:03] 其实陆续在加成
[13:05] 上一次在美韩协议当中
[13:06] 川普其实已经特别批准了
[13:08] 南韩在美国船厂建造核动力的潜舰
[13:12] 南韩早就已经渴望拥有核动力潜舰了
[13:15] 但受限于核技术的推进
[13:18] 或者浓缩钥的获取
[13:20] 这些问题都让首尔长年以来的军事目标
[13:23] 希望一直能够获得美国相关的技术资源
[13:27] 现在美方跟韩方已经开始进行合作
[13:30] 目前预估会建造一艘5000吨的核动力潜艇
[13:34] 大概会接近10年的时间
[13:36] 南韩会至少需要4艘
[13:38] 并且在费城
[13:40] 由韩华海洋公司来进行船坞的设计和建造
[13:44] 美国提供技术
[13:45] 南韩主要进行产能上的拉伸
[13:48] 这是韩国不管是跟美国的合作
[13:51] 还是在内部运营层面
[13:53] 韩国人希望能够扳回的一层
[13:55] 必须承认韩国在生态系层面
[13:57] 虽然它不像是AI供应链
[13:58] 在台湾来得这么均匀分散
[14:00] 可是在品牌方
[14:01] 韩国有家电
[14:03] 有电视
[14:04] 有汽车
[14:05] 有造船
[14:06] 某种程度而言
[14:07] 它还是有均衡产业类别的
[14:10] 这种均衡效果
[14:11] 还算是能够互相冲销的
[14:13] 那现在是AI来带动传产进行升级
[14:15] 还有跟美方的进一步合作
[14:17] 另外一部分是属于日本的变化
[14:19] 日银这一次升级了
[14:21] 创下利率31年来的新高
[14:24] 不过大家会好奇
[14:25] 那怎么日元好像涨不太动
[14:27] 的确基本上这一次升息一码
[14:30] 利率来到1%
[14:31] 是95年以来的最高利率水准
[14:33] 不过他也同时宣布
[14:35] 2027年起
[14:36] 停止进行进一步的缩减购债规模
[14:39] 从表面上来看
[14:41] 升息通常是有利于日元
[14:43] 那市场这次特别平淡
[14:44] 我想应该就是因为
[14:45] 大家已经有预期了
[14:47] 那重点是这一次
[14:48] 总之天和南越没有出息
[14:50] 那后续也没有释出
[14:52] 比较明确的后续的升息路径
[14:54] 所以大家想说
[14:55] 虽然年底之前搞不好还要再升一次
[14:58] 不过现在中东算是结束了
[15:00] 跟沃许面对的问题一模一样
[15:02] 就是有没有可能由于中东局势的降温
[15:05] 让输入新同盟减弱
[15:07] 所以日央就没有必要再度采取升息措施了
[15:10] 那事实上我们知道
[15:11] 日本股市这两天很强
[15:13] 又创下历史新高
[15:14] 昨天盘中突破了7万点以后
[15:16] 现在涨势持续的做拉抬
[15:18] 那其实日本股市走到现在这样的一个位置
[15:22] 内部当然是有杠杆的加成
[15:24] 可是很明显是低于台湾投资人和韩国股市投资人日本股市到目前为止仍然是以外资和受险作为主要的造势商或者说主要的投资者
[15:35] 整体占比比重还是接近超过五成以上
[15:38] 那日本现在最危险的
[15:40] 当然就是这种半通膨化的社会
[15:42] 也就是经济
[15:43] 你说它的增长表现当然是不如台韩
[15:47] 可是就目前它的资金的起量
[15:50] 还有轮动的可能性来看
[15:52] 日本其实是好不容易摆脱了30年的通缩
[15:55] 那这好事啊
[15:56] 那现在这种健康型通膨
[15:58] 到底是好的通膨还是坏的通膨呢
[16:01] 我们过去提过
[16:02] 在泡沫时期
[16:03] 日本大企业和整体企业
[16:05] 整体实质薪资的年增幅
[16:07] 大概是-0.4到-0.6
[16:09] 就是当时的通膨还是跑赢薪资的
[16:12] 薪资就不太涨嘛
[16:13] 安倍时期也没有太大的变化
[16:15] 可是从22年以后
[16:16] 高通膨时期
[16:18] 日本的实质薪资就已经转年减到-1.2%左右
[16:22] 那好处在于日本经济成长
[16:24] 让日本的政府债务占GDP的比重
[16:27] 连续五年开始下滑
[16:28] 财政情况正在变好
[16:30] 可是内部通膨压力对于购买力的侵蚀
[16:33] 其实并没有太大的一个转捩
[16:35] 所以对于日本而言
[16:37] 最近大家不是有看到日媒报道吗
[16:39] 黄明勋每一次都到韩国和台湾
[16:42] 怎么样都不停在日本呢
[16:44] 那的确嘛
[16:45] 从材料端而言
[16:47] 相对于GPU的出货
[16:49] 那个时间线稍微
[16:50] 或者说这个产品的沟通的时间线
[16:55] 那似乎没有必要跑到最上游的
[16:57] 特用化学来做沟通或者材料商
[17:00] 好但日本总会有一种
[17:02] 这一波台湾和韩国怎么出口增长这么快
[17:05] 但日本本身好像上升幅度就没有特别显著
[17:09] 受到市场上亮眼的瞩目
[17:10] 所以日本也在强化
[17:12] 在AI终端产品上有效的产能提升
[17:15] 另外一方面
[17:16] 那日本有自己的强项
[17:18] 我们过去讲过
[17:19] 日本的军工在亚洲供应链当中也是非常强的
[17:22] 其实在美日同盟升级以后
[17:24] 这一次从靠美国变成重要的战略伙伴以后
[17:27] 日本已经开始进行大量的军火出口
[17:31] 日本这次学习的不是以前那种传统军工模式
[17:33] 是美国系股模式
[17:35] 防卫省现在基本上是有从过去的封闭情况
[17:39] 进行显著的资金转型
[17:41] 连海上自卫队现在都说只靠大企业台卖
[17:44] 所以现在有很多的新创企业在日本陆续的做拉伸
[17:48] 不管是防卫科技
[17:50] 还是军民两用科技等等
[17:51] 当然最重要的是半导体
[17:54] 现在已经成为了台日贸易的大宗商品
[17:57] 基本上从日本进口
[17:59] 不管是机体电路
[18:00] 半导体设备
[18:01] 电子零组件
[18:01] 台日韩之间的贸易量都在快速的提升
[18:05] 高市也在本届政府
[18:06] 正式提出了17项的战略产业
[18:09] 进行全面的资金辅助
[18:11] 基本上算是日本国家对了
[18:13] 从AI半导体到造船
[18:15] 到量子科技
[18:17] 航太数位
[18:18] 食品科技
[18:19] 日本国家
[18:20] 还有合龙河
[18:21] 日本国家也是蛮多的
[18:22] 那现在重点是来自于
[18:24] 日本的经济成长
[18:26] 这两年已经开始有效提升了
[18:28] 可是日本本身的实质薪资
[18:30] 到目前为止都还没有翻身
[18:32] 22年到25年
[18:33] CPA年增幅是2.9%
[18:35] 春豆加薪年增幅大概是3.9%
[18:38] 那正式摆脱了通缩循环以后
[18:41] 你要如何让市场的消费意愿
[18:43] 在内部有效的提升呢
[18:45] 这是未来的重点
[18:46] 这是第二个观察
[18:47] 日本的表现
[18:48] 其实日本
[18:48] 我觉得最重要的
[18:50] 还是改变那个
[18:50] 对于泡沫破灭的那个记忆
[18:53] 如何转捩
[18:55] 就到现在还是很多日本人
[18:56] 就是还是怕同捧
[18:58] 还是爱存钱
[18:59] 那现在高市的目的就是
[19:00] 希望大家把钱也定存
[19:03] 全部投入到股市当中
[19:05] 那这种集体记忆
[19:06] 最可怕的地方在于
[19:08] 那有很多
[19:08] 我们讲说叫冰河时期
[19:10] 世代的投资人
[19:11] 他也不需要真正
[19:13] 完全亲身的经历
[19:15] 它会透过家庭媒体和社会文化
[19:18] 一代一代的传下去
[19:19] 很多日本家庭从小就告诉孩子
[19:21] 不要乱接钱
[19:22] 不要过度投资
[19:24] 房价不一定会上涨
[19:26] 工作要稳定比高薪更重要
[19:28] 那看起来很保守
[19:30] 但背后是从1980年以来
[19:32] 同一段的伤痛
[19:33] 当一整个世代看过股市腰斩
[19:35] 看过房价崩跌
[19:37] 看过企业倒闭薪资停滞
[19:39] 它对于风险的态度
[19:41] 自然而然就会跟其他国家不太一样
[19:44] 所以很多人是这样的
[19:45] 就是记忆太深了
[19:46] 日本就迎来一个矛盾
[19:47] 政府很明显希望企业能够扩大投资
[19:50] 民众能够消费
[19:51] 那在台韩就很明显
[19:52] 你说投那我就跟着投
[19:54] 因为大家没有泡沫破灭的这种体验过
[19:57] 但对于日本人来说
[19:58] 通膨不一定是繁荣的象征
[20:00] 它是生活压力的来源
[20:01] 当物价上涨
[20:02] 日元贬值
[20:03] 房租和食品价格不断垫高的时候
[20:06] 很多人是感觉不安
[20:07] 而不是看到整个社会的轮动
[20:09] 已经正式开始出现了
[20:10] 为什么
[20:11] 因为从40年前
[20:12] 失落的40年当中
[20:14] 那一刻开始
[20:15] 很多人就再也没有快乐过了
[20:17] 记忆犹新会传导给下一代
[20:19] 之前看到太太很生气
[20:23] 对老公说
[20:24] 你根本就不在乎我
[20:26] 那先生说
[20:27] 怎么会呢
[20:28] 老婆说
[20:29] 那你说我们第一次见面是哪一天
[20:31] 老公说
[20:32] 是1996年的5月18号
[20:36] 晚上7点20分
[20:38] 老婆很感动
[20:40] 你居然还记得
[20:41] 老公说
[20:42] 从那一天开始
[20:44] 我就再也没有快乐过了
[20:46] 所以很多日本家庭
[20:48] 他可能从房价正式腰斩的那一刻
[20:51] 他就再也没有快乐
[20:52] 广志发现自己房屋的价值
[20:55] 已经远远低于自己房贷的时候
[20:56] 你看他每天也是很疲惫
[20:58] 所以这就是我们观察到
[20:59] 如何转化一整代人的思维
[21:02] 他的爸爸妈妈那一代
[21:04] 都是这样的一个经历
[21:05] 你要马上扭转这一代
[21:07] 对于未来资产的想象
[21:09] 孩子们都拿着钱
[21:10] 说我要去投资股票
[21:11] 爸爸妈妈不会担心
[21:13] 爸爸妈妈是经历过泡沫破灭过的
[21:15] 这是最大的一个问题转变
[21:16] 好那第三个是我们看到台湾的变化
[21:19] 台湾正在迎来本世纪最大融资潮
[21:22] 我们知道我们的父辈
[21:24] 可能也体验过那种前因角目
[21:26] 然后来到经济增长停滞的区间
[21:29] 可是至少我们不会因此而说
[21:31] 对未来不要有任何的希望
[21:33] 基本上通缩可能是一个常态
[21:37] 大家都认为通膨是一个常态
[21:39] 经济总会做轮动
[21:40] 台湾现在也迎来本世纪最大的融资潮
[21:43] 今年的AI投资热潮
[21:45] 带动了台湾的晶片
[21:46] 整体而言大绝的扩张产能
[21:49] 如果细节观察
[21:51] 中央银行在最新公布的数据
[21:53] 在4月底国银的外币放款余额是8633亿
[21:58] 今年前四个月增加多少
[22:00] 增加2300亿
[22:02] 余额居然莫名其妙增长了三分之一
[22:06] 创下历年同期新高
[22:07] 甚至已经超过去年全年新增的1460亿
[22:11] 什么意思
[22:12] 就是我们讲的是外币放缓
[22:14] 就是借给台湾在海外要工作的这些企业
[22:17] 因为台湾现在有在美国
[22:19] 有在墨西哥
[22:20] 有在熊本
[22:20] 这些人在海外要扩敞
[22:22] 一定是先借钱
[22:23] 寻找廉价资金
[22:24] 台湾在今年前四个月借的钱
[22:27] 这些企业借的钱
[22:28] 已经超过去年一整年借的钱了
[22:30] 按照这个速度来做推升
[22:33] 今年外币放缓的新增规模
[22:35] 搞不好一年就5000亿元了
[22:37] 即便排除汇率之外
[22:39] 外币放款余额也是连续四个月成长
[22:42] 当然主要就来自于AI投资
[22:44] 出口的扩张
[22:45] 赴美设厂三大趋势
[22:47] 台积电也借了不少钱
[22:49] 与此同时我们也知道
[22:50] 前阵子政府吸收了接近15家的银行
[22:53] 推出13.75亿美元的融资保证机制
[22:57] 协助企业到美国来投资来建厂
[22:59] 让金融体系成为本波AI资本支出的浪潮
[23:03] 最大的受惠者
[23:05] 所以我们讲说
[23:06] 台湾跟AI现在也已经是高度绑定了
[23:08] 加上没有上一代人
[23:09] 那种极度悲观的消费体验现在大家借贷意愿还蛮高的台湾AI产业对于GDP的贡献幅度很明显我们细节观察已经高于美国和韩国
[23:20] 台湾大概是接近11%
[23:22] 美国的部分也不过是2%
[23:24] 韩国的部分差不多也是2%
[23:27] 没有高多少
[23:28] 所以在这样效果底下
[23:29] 等同于从晶圆代工先进封装AI伺服器
[23:33] 全面吃到AI资本开支红利以后
[23:35] 台湾的产能就正式到爆发了
[23:37] 其实从面板封装国家队的成型
[23:40] 到现在甚至大家都在讨论
[23:42] 现在我们只差记忆体
[23:44] 未来也不排除台湾作为龙头股企业
[23:48] 来加强对于记忆体的一个模组板块发展
[23:51] 毕竟反正韩国的货也是要运到台湾
[23:54] 不如我们自己来做研发
[23:56] 包括SpaceX目前的太空淘金潮
[24:00] 我们看到虽然最近股价好像没什么波动
[24:03] 但不重要
[24:04] 重点是这些太空产业的概念股
[24:06] 大部分最终还是由台湾进行最终终端产品的组装
[24:11] 台湾哪一些企业是真正的受惠者
[24:13] 有的会从太空相关营收占比来看
[24:16] 有的会从海外的生产能力来看
[24:18] 但是现在很多卫星组装测试的验证
[24:21] 核心技术一部分在台湾是进行组装
[24:24] 最后的核心技术由美国的授权
[24:26] 台厂比较受惠的领域在高频的印刷电路板
[24:30] 或者射频元件通讯模组这一类的
[24:33] 那藉由第一梯队的组装以后
[24:36] 取得实际订单运回美国
[24:38] 做最终产品的组装
[24:39] 或者墨西哥是未来的总体趋势
[24:41] 再来就是AIPC
[24:43] 我们当然知道并不是每个人都会换
[24:45] 但是辉达正在把电脑变成私人的AI助理
[24:49] 我们看到很多消费者感觉好像不是很深
[24:52] 其实就是因为晶片变很强
[24:54] 但是没有强到我非换不可
[24:57] 所以Intel AMD高通和苹果
[24:59] 不断的推出AIPC
[25:01] 市场的渗透率是有限的
[25:03] 不过现在挥达RTX Spark平台推出以后
[25:07] 未来的AI Agentech AI架构
[25:10] 到底能不能让市场上有进一步的提升
[25:12] 至少现在市场给予的评价
[25:14] 预估渗透率还算是蛮高的
[25:17] 如果AIPC真的开打
[25:19] 真的有换机槽
[25:20] 没有的话
[25:20] 反正大家预期也不高
[25:22] 有的话的话
[25:23] 对于AI代理人
[25:25] 对于台厂的供应链拉伸幅度
[25:27] 就会有多大的显著拉伸
[25:29] 基本上我们都很清楚知道
[25:31] 最终不管是AIPC的组装
[25:33] AI伺服器等等
[25:34] 都是由台湾进行发货
[25:36] 台湾就是从最上游到最下游
[25:39] 各自并不是表现最强项的
[25:41] 甚至有很多
[25:42] 都是由于这是产能实在是太紧绷了
[25:44] 没办法只好跟台厂下单
[25:46] 有些是这样子减到便宜的
[25:48] 可是你从不管是从上游
[25:50] 现在在特用化学
[25:52] 台湾产业慢慢在进行培养
[25:54] 一直到晶圆代工
[25:55] 一直到下游的伺服器组装
[25:57] 刚才讲到的特化材料领域
[25:59] 或者我们看到在基电四雄
[26:01] 在除能层面
