[00:00] 投资朋友欢迎收听早晨财经速解读
[03:14] 全球其实都在针对这些高乖离
[03:17] 涨价潮的股票来进行去杠杆
[03:20] 从春田下跌幅度已经来到四成以上
[03:23] 三星电机四成七
[03:25] 太阳又炼五成四
[03:26] 国巨现在已经腰斩了
[03:28] 华新科跌了52%
[03:30] 和生堂三成四
[03:32] 广东风华高跌了45%
[03:35] 这个现在国巨叫做夺魂剧
[03:38] 那繁花怎么说的
[03:39] 从底下跑到屋顶要一个钟头
[03:42] 从屋顶跳下来
[03:44] 只要8秒8
[03:45] 这就是股票
[03:46] 国巨从600多涨到1200
[03:48] 花了大概一整个月28天
[03:51] 从1200跌到600块
[03:53] 只花了两周
[03:54] 所以人家开玩笑
[03:56] 买入国巨
[03:57] 轮身债巨
[03:58] 买入国巨
[04:00] 生涯悲剧
[04:01] 买入国巨
[04:02] 发票宅巨
[04:03] 所以我们看
[04:05] 这一次的国价腰斩
[04:06] 当然就单一个股问题
[04:08] 但第一全值大
[04:09] 第二的确重压个股的主动式ETF
[04:12] 现在就成为重灾区了
[04:14] 因为它是几乎腰斩
[04:15] 国巨的确
[04:16] 这一轮的主要市场买盘
[04:18] 很大程度是来自
[04:20] 有一阵子
[04:21] 前几年是来自于
[04:22] 我记得还是高股息的买盘
[04:24] 那这一阵子
[04:25] 我们知道大量的主动型ETF
[04:27] 显著买入以后
[04:28] 也受到市场的拖累
[04:30] 虽然大部分的配置
[04:31] 也没有来到5% 10%这么多
[04:34] 但是有个两三%
[04:35] 其实就会适度受到显著成压了
[04:38] 那当然
[04:38] 现在核心持股出现暴跌
[04:40] 我们也看到在整个7月份
[04:42] 违约交割或者异常交易的疑虑
[04:45] 也越来越高
[04:46] 很多党的主动式ETF的确沦为重灾区
[04:50] 我们叫做主动被套被动赔钱
[04:54] 当然韩国股市其实也差不多
[04:56] 韩国股市在昨天做补叠
[04:58] 下跌4.4%
[04:59] 盘中一度触发了今年第20次的城市暂停交易机制垄断
[05:05] 已经好几次了
[05:07] 当然从目前市场的沉下来看
[05:09] 韩国股市大概已经回撤到接近有半年线左右
[05:13] 其中追踪SK海力是两倍杠杆的ETF
[05:16] 从6月份高点这样子跌下来
[05:18] 已经跌了七成了
[05:20] 那这个ETF照来讲
[05:22] 虽然这个本来就不太适用于
[05:25] 这种波动率损耗的冲击
[05:27] 来做太长远的一个布局
[05:30] 可是照来讲
[05:31] 它不太可能因为ETF下跌就断头
[05:33] 真正会断头是什么
[05:35] 就是你借钱来买ETF
[05:37] 你才会断头
[05:37] 那面对投机市场过热
[05:39] 南韩政府已经正式宣布
[05:41] 暂停新增个股杠杆ETF
[05:44] 并且提高保证金
[05:45] 我们过去讲过
[05:46] 台湾的确这一阵子是有点疯狂
[05:48] 可是也没有到很离谱的程度
[05:50] 大家都知道
[05:51] 就是长远以来我们是赢家
[05:53] 只要不要被波动给洗掉就好了
[05:55] 所以有些人可能
[05:56] 的确开启了一些杠杆
[05:58] 做了质押
[05:59] 房屋抵押贷款
[06:00] 但是你说这一波
[06:01] 会把投资0050的人给洗掉
[06:04] 怎么可能呢
[06:05] 但是投资韩国股市
[06:07] 那种杠杆型ETF
[06:08] 对赌指数的
[06:09] 也有可能就会被洗掉
[06:10] 所以我们才讲说韩国股市玩得更凶
[06:12] 以前都觉得
[06:13] 全球最大的诈骗集团在柬埔寨
[06:17] 现在发现在首尔
[06:19] 全民一起冲
[06:20] 所以以前都是那种
[06:22] 产业可能搞大的泡沫
[06:25] 政策就要收尾
[06:26] 韩国不太一样
[06:28] 但是政策自己把泡沫给搞大了
[06:30] 你现在选择这个时间点
[06:33] 上市两倍的ETF
[06:34] 搞得现在金融市场又变成泡沫
[06:37] 当然了
[06:38] 回归正常是OK的
[06:39] 最近清华台
[06:40] 已经正式表示
[06:42] 投资人如果已经投入了资金
[06:44] 因为商品规模也高达10兆韩元
[06:46] 虽然他们不会再上市
[06:48] 单一个国的钢杆ETF
[06:49] 可是不可能下市的
[06:51] 因为如果下市
[06:52] 10兆韩元
[06:54] 本身就会对于市场造成重大冲击
[06:56] 到时候市场还要消化大量的卖压
[06:58] 也无法
[06:59] 所以南韩当局现在的补救措施是什么
[07:02] 第一
[07:02] 把最低的保证金从1000万韩元
[07:05] 大概是20万台币
[07:06] 上升到3000万韩元
[07:09] 变60万台币
[07:10] 那最后呢是把教育的时数
[07:12] 就买这些ETF
[07:13] 它是需要有上课时数的
[07:15] 从原本的两个小时
[07:16] 上到三个小时
[07:18] 增加1.5倍
[07:19] 现在上课也没有用了
[07:21] 这种要搁前额叶才有用
[07:23] 好当然了
[07:24] 那另外一方面我们看到
[07:25] 陆港股也采取了一些动作
[07:28] 陆股也很有趣
[07:29] 中国国家队居然选择在这个时间点
[07:31] 进场了
[07:32] 砸了90亿美元护盘那北京呢在上礼拜其实就已经陆续启动了国家队护盘机制我们看中国国新和中国城通两大国有基金已经正式宣布投入600亿人民币
[07:45] 其中中国国新会斥资500亿人民币
[07:48] 中国城通是斥资100亿人民币
[07:51] 主要锁定国有企业的股票来稳定市场信心
[07:54] 这一次的互盘官方表态很明显
[07:57] 是因为全球的AI股遭到显著抛售
[08:00] 中国证监会在最近也召开了市场座谈会
[08:03] 来因应如何面对海外的风险
[08:06] 因为现在资金流向太快了
[08:08] 中国当局当然也知道
[08:10] 中国对于外资的
[08:11] 对于中国的影响
[08:12] 其实不如像台韩市场
[08:14] 这种自由的动势场来的大
[08:16] 可是你看台湾莫名其妙
[08:18] 就被卖了1.5兆
[08:19] 南韩莫名其妙就被卖了3兆
[08:21] 其实对于整个亚洲系统单的
[08:23] 互利了结
[08:24] 卖压来的更为沉重
[08:25] 我们就分为两个层次来聊
[08:27] 这些台韩美国股市的市场下压
[08:30] 它大概取决于两大因子
[08:32] 第一大因子
[08:33] 当然是对于财报界的前瞻影响
[08:35] 第二大因子就是最短期的
[08:37] 目前中东冲击的条件
[08:40] 美国已经连续第九天
[08:42] 针对伊朗持续发动空袭了
[08:44] 那我们几乎可以确定
[08:45] 现在谈判已经完全破灭
[08:47] 没有再谈了
[08:48] 即便美军持续攻击
[08:49] 我们看伊朗也表示说
[08:51] 可以在其他国家陆续进行谈判
[08:54] 但是美方目前反而并没有太多的回话
[08:57] 我们看最近原油价格开始显著上行
[08:59] 布兰特原油是一度突破90美元
[09:02] 现在大概在88到89左右
[09:04] 但是如果从7月份来看
[09:06] 这样子上涨幅度也接近两成了
[09:08] 所以本来想说在未来
[09:10] 本月份通膨可能还是下弯
[09:12] 因为要反映6月份的油价
[09:14] 但是从7月8月9月
[09:16] 有没有可能通膨又开始回到上行趋势
[09:19] 那压力就会来得更大
[09:21] 那这样的情况底下
[09:22] 等同于和姆兹海峡的长期封锁
[09:25] 也成为常态
[09:26] 我们看最近的实质运量
[09:28] 其实尽管现在的运量
[09:31] 至少还比5月6月来得高
[09:33] 但是也差不了多少
[09:34] 以前在2月份
[09:36] 每天大概是150艘左右
[09:38] 在6月解禁以后
[09:40] 一度达到50艘
[09:41] 结果现在每天大概是
[09:43] 3艘到4艘的通过
[09:44] 这也导致荷姆兹危机
[09:46] 已经改变了整体能源版图
[09:49] 最近你像是伊拉克
[09:50] 已经改走叙利亚出口石油
[09:52] 不再经过荷姆兹海峡了
[09:54] 这也其实也意味着
[09:56] 全球的能源改革
[09:58] 在每一战事
[09:59] 已经将其视为长期的常态化
[10:02] 那当然瑞银的统计显示
[10:04] 现在荷姆斯海峡的通行运量
[10:06] 持续下行以后
[10:07] 可能各国要重新的再度启动
[10:10] 战略石油储备
[10:11] 不过在进行战略原油储备的
[10:14] 释放过程当中
[10:15] 这个时间线也不好估
[10:18] 就是你到底会补贴多久呢
[10:20] 没法确认
[10:21] 因为现在美国汽油价格
[10:23] 并不太像是期货价格
[10:25] 下跌幅度这么大
[10:26] 现在美国汽油价格
[10:28] 随时看起来预估有机会
[10:30] 再挑战美加仑4美元
[10:31] 现在大概在3.86块美元左右
[10:34] 其实又开始又做
[10:36] 比较显著的回涨了
[10:37] 可是本轮的回调幅度
[10:38] 也没有特别大
[10:39] 这就代表着
[10:40] 期货价格当时的下跌
[10:42] 还没有反映到现货价格
[10:44] 结果又重新燃起了
[10:46] 现在现货价格的上涨
[10:48] 就跟我们的便当的
[10:49] 僵固性很像
[10:50] 明明菜价肉价
[10:52] 可能开始回跌了
[10:54] 台风天已经过了
[10:55] 可是很抱歉
[10:56] 因为我已经调涨上去了
[10:57] 没那么容易调回来
[10:59] 人工成本也有
[11:00] 有这样的一个感觉
[11:01] 另外一个对于通膨因子的拉抬
[11:04] 主要来自于川普在昨天
[11:06] 重新启动了关税战
[11:07] 川普政府在昨天正式宣布
[11:09] 对加拿大部分商品
[11:11] 课证50%的关税
[11:13] 涵盖牛奶 鲜奶油 曲棍球
[11:15] 还有水泥
[11:16] 预估在命令签署30天后会生效
[11:19] 这一次援引的法案
[11:20] 当然就不能再使用IEEPA
[11:23] 国际经济紧急权利法了
[11:25] 他使用的是1930年关税法第338条
[11:29] 如果美方认定他国对于美国的商品存在歧视性待遇
[11:34] 总统最高可以课征50%
[11:36] 所以这次就直接课你50%
[11:38] 那值得注意的事情是
[11:40] 就连过去美墨加协定规范的商品也无法幸免
[11:44] 所以美国这一次并非单纯调整个别关税
[11:47] 他是直接针对加拿大调高谈判压力
[11:50] 那当然美国仍然替关键供应链留下攻坚
[11:53] 能源 甲肥 鱼料
[11:55] 或者一些汽车 钢铁所需要的原材料
[11:59] 目前看起来是不克正的
[12:00] 当然美国内部有通膨压力很大
[12:02] 可是还是要加速跟加拿大的谈判
[12:05] 这种叫做欲加之税
[12:08] 何患无耻
[12:10] 我们清楚知道
[12:11] 在过去一段时间
[12:13] 川普采取了很多的政策
[12:14] 其实根本目的是要加速谈判
[12:16] 收拢中期选举能够获得的战线
[12:19] 如果通膨真的压不下去
[12:22] 那我至少要说
[12:23] 我已经从关税战取得一定的成果
[12:25] 这是川普在做的事情
[12:27] 那另外一个当然就是对于伊朗的战略
[12:29] 整体伊朗其实本身的初衷
[12:32] 对于核武器的攻击和抑制
[12:35] 它其实是有它的道理存在的
[12:36] 在战争刚开打的时候
[12:38] 其实美国选民大多数也是认可的
[12:40] 可是当时间拖到一个月
[12:42] 拖到两个月
[12:42] 拖到三个月
[12:43] 美国很明显对于白宫而言
[12:46] 也算是低估了最坏的情景和连锁效应
[12:48] 虽然多年来持续研究
[12:50] 和姆斯海峡遭到封锁的风险
[12:52] 但真正发生之后
[12:54] 无论是对于波斯湾局势的升级
[12:56] 还是对于伊朗打击区域盟友
[12:58] 都显得相对准备不足
[13:00] 美军也是延迟了数周
[13:02] 才展开更全面的海上封锁
[13:04] 那现在我们也清楚知道
[13:06] 川普政府一开始是设定
[13:08] 那个政权要更替
[13:10] 然后恢复航运
[13:11] 现在也不愿意投入地面部队
[13:14] 护航作战
[13:15] 或者支持代理势力来达成目标
[13:17] 现在就僵持在这边
[13:19] 那当然我们也知道决策过程当中
[13:21] 集中在少数的幕僚
[13:22] 其实这件事情就卡在这里了
[13:23] 就因为卡在这里
[13:24] 拖累了后面的一系列的进度
[13:27] 包括通膨因此
[13:28] 包括我们看到其中选举的步调
[13:30] 以及在最近一段时间
[13:32] 在美中关税谈判
[13:34] 也没有什么太大的显著进展
[13:36] 甚至我们看到对于盟友的部分
[13:38] 按照皮尤中心的调查
[13:39] G7盟友对川普的信心
[13:41] 又创下低点了
[13:43] 基本上每一次好像川普当选都是低点了
[13:46] 但是你可以观察到
[13:47] 这一次基本上要挑战
[13:49] 17年当时的低点了
[13:51] 那这种危机来临的冲击
[13:53] 川普政府只好释出一些
[13:55] 比较技巧性的做法
[13:56] 第一对加拿大重打关税战
[13:59] 可是针对重要物资不克关税
[14:01] 目的是在其他产品层面逼你让步
[14:04] 那第二是开始主动去进口
[14:07] 他国的重要产品
[14:08] 比如说川普最近因为担心
[14:10] 中东局势会冲击甲肥的冲击
[14:13] 所以宣布暂停摩洛哥的零肥关税
[14:16] 预估可以让零肥的价格大幅下滑22%
[14:20] 替美国的农民省下超过18亿美元的成本
[14:23] 那本来要克关税的
[14:24] 结果开始做豁免了
[14:26] 与此同时
[14:27] 美国之前也曾经因为禽流感
[14:29] 进口一亿颗的鸡蛋
[14:31] 那现在继续进口
[14:32] 现在也提高阿根廷的牛肉配额
[14:35] 来降低美国内部的关税
[14:37] 而其他法案像是对于AI的硬体提供关税豁免
[14:41] 或者我们看到对于部分的婴儿奶粉
[14:43] 或者部分医疗设施
[14:46] 开始采取进一步的关税的释放
[14:48] 目的是什么
[14:49] 就是我要让大家知道
[14:50] 我关税还在打
[14:52] 可是对于通膨有影响的
[14:54] 我就稍微做一些规避
[14:55] 技巧性的做一些拉抬
[14:57] 所以当时我们看到
[14:59] 财政部长贝森特所提出的
[15:01] 333经济目标
[15:02] 不是633 333
[15:04] 333目标就是把联邦财政赤字
[15:07] 降到GDP的3%
[15:09] 然后经济成长维持在3%
[15:11] 还有美国每日的能源产量增加300万桶这三个目标当时是看似相互呼应的不过一年多了看起来这三个目标都没有达成到目前为止整体来看
[15:23] 美国的财政赤字
[15:24] 仍然在高速的成长当中
[15:26] 当时虽然政府效率部斗举
[15:28] 试图的做一些资本上的收缩
[15:31] 可是美国的国防支出
[15:32] 创下历史性高了
[15:34] 那另外一个就是经济成长率
[15:36] 目前今年要突破3%以上
[15:39] 还是有很大的难度的
[15:40] 看起来从25年26年以来
[15:43] 要突破3%
[15:44] 可能你一定要有比较明显的
[15:48] 进口增幅的减少
[15:49] 因为出口减进口算是GDP的一环
[15:51] 你一定要出口增加进口减少
[15:53] 可是美国现在AI的进口量暴增了
[15:56] 所以GDP上不太去
[15:58] 最后唯一能够达成的
[15:59] 大概就是美国的原油产量
[16:01] 因为在美伊战事的冲击底下
[16:04] 它被扑给拉抬
[16:05] 所以333只达成了一个3
[16:06] 但我们表面上来看
[16:08] 还是要了解说
[16:09] 川普的很多军事行动
[16:11] 或者经济政策
[16:12] 不管是当时的空袭伊朗
[16:14] 封锁港口
[16:15] 保护荷尔姆兹海峡
[16:17] 或者重启关税战
[16:19] 提高关税
[16:19] 要求制造业的回流
[16:21] 在物价和供应压力高的时候
[16:23] 暂停部分关税
[16:25] 扩大进口
[16:25] 这些都做真正服务的
[16:28] 也并不是单纯说
[16:30] 他公开讲的什么正义安全
[16:31] 或者国家自主
[16:32] 他是更现实的
[16:34] 就是能源供应的问题
[16:35] 选举压力的问题
[16:36] 盟友的关系和产业利益
[16:38] 今天可以用国家安全的理由来限制贸易
[16:41] 明天他可以用稳定物价的理由
[16:44] 来重新开放市场
[16:45] 那政策你看起来好像很矛盾
[16:47] 其实只是他的利益顺序排序
[16:49] 发生了一些变化
[16:51] 那这些政策
[16:51] 他就会引导出现在我们的结果
[16:53] 所以我要讲的就是
[16:54] 我们现在会有这样的通膨
[16:56] 的确要怪他
[16:57] 就是在二三月份的伊朗战事
[16:59] 让我们处于现在这种经济的危机
[17:01] 所以我们还是必须承认
[17:03] 他现在采取了更多的措施
[17:05] 看起来要重新的稳定物价了
[17:07] 你感觉好像有点矛盾
[17:08] 没有利益顺序改变了
[17:10] 现在要先顾中期选举
[17:12] 这两天有提到
[17:13] 我说刚去看完诺兰的奥德赛
[17:16] 上映前当时不就有一个很大的争议
[17:20] 就是特洛伊战争的海伦
[17:22] 这一次是由黑人来演
[17:24] 那就很多人会指控
[17:26] 是不是太左交
[17:27] 太DI
[17:28] 政治正确
[17:29] 以前我们印象中的海伦
[17:30] 都是那种
[17:31] 丹克鲁格那种白人女性
[17:33] 最多拉丁裔
[17:35] 晒黑一点这样子
[17:36] 有些人觉得找黑人来演
[17:38] 是不是过度追求政治正确
[17:41] 就跟之前找小美人来找黑人演一样
[17:44] 有点违和
[17:45] 当然我个人觉得还好
[17:46] 因为里面还有韩国人
[17:47] 我觉得更违和
[17:48] 但是当然有人解释说
[17:50] 说为什么海伦为什么找黑人来演
[17:53] 因为海伦的英文名字是Helen
[17:55] Helen的中文名字是黑人
[17:58] 所以找黑人也很正常
[18:00] 当然不是
[18:00] 我讲的是
[18:01] 其实你看完电影之后你就知道
[18:04] 诺兰只是想用自己的方式
[18:06] 就是提醒所有人
[18:07] 在每一个时代
[18:08] 定义美的方式
[18:10] 或者定义美的人
[18:12] 永远都是那些掌握话语权的人
[18:15] 跟这个人美不美
[18:16] 没有明显的相关
[18:17] 包括海伦的外貌
[18:19] 海伦之所以被称之为
[18:21] 世界第一美女
[18:23] 原因是什么
[18:23] 就是因为当时
[18:24] 众神都在争夺自己谁最美
[18:27] 爱神为了赢
[18:28] 直接承诺说
[18:29] 把凡间最美的女人海伦
[18:32] 送给帕里斯
[18:33] 所以换句话说
[18:34] 海伦自己从头到尾
[18:36] 他都不是自己争取来这个头衔
[18:38] 他是神明的政治交易
[18:40] 利益交换下的一件奖品
[18:43] 他也没有什么选择权
[18:44] 就跟古希腊一样
[18:46] 但是他却因此成为了
[18:48] 全世界争夺的对象
[18:50] 甚至到底特洛伊这场战争
[18:54] 真的是因为海伦吗
[18:55] 还是他只是一个
[18:57] 发动战争的借口呢
[18:59] 所以有时候我们讲说
[18:59] 世界第一美女
[19:00] 她并不是一个客观的存在
[19:02] 它是由掌握权力的人定义的符号
[19:05] 它会随着时代文化权力结构而改变
[19:08] 那政治也是如此
[19:10] 有时候我们讲的
[19:11] Maga让美国再次伟大
[19:13] 维护航行的自由
[19:14] 要结束战争
[19:15] 我要供应链制作
[19:16] 每个听起来都有明确的立场
[19:18] 但是真正决定政府下一步的
[19:20] 它背后是油价能不能压住
[19:22] 我这么做能不能获得更多的选票
[19:25] 你想想看当年杨贵妃
[19:27] 安史之乱
[19:28] 真的是因为唐玄宗太爱杨贵妃吗
[19:32] 难道不是背后的反正势力过大
[19:35] 中央财政的恶化
[19:36] 边防失控
[19:37] 加上杨国忠跟安路三
[19:38] 政治冲突全面爆发
[19:40] 所以大家赤死杨贵妃目的是什么
[19:43] 要有一个人承担责任
[19:45] 要平息众怒
[19:46] 叫什么冲冠一怒未红颜
[19:49] 陈元元吴三桂引清兵入关
[19:52] 人家说那个是因为
[19:54] 对于李自成政权的不信任
[19:57] 是个人政治利益等等
[19:59] 那陈元元或许是导火线
[20:02] 但是其实我们都清楚知道
[20:05] 个人政治利益
[20:06] 还有三海关的军事局势
[20:07] 被迫要做出这种重大的
[20:10] 三百年历史的重大抉择
[20:12] 陆鼎记里面
[20:13] 你看不同人天地会神龙教
[20:14] 每个人的反清复明反清复明
[20:17] 背后的目的不同
[20:18] 有些人想要重新当皇帝
[20:19] 有些人想活命
[20:21] 有些人想升官
[20:22] 有些人想发财
[20:23] 小保读过书
[20:26] 民事里的人
[20:27] 大多数都已经在清朝里当官了
[20:29] 所以我们要对抗朝廷
[20:30] 就要用一些蠢一点的人
[20:31] 对付那些蠢的人
[20:32] 就绝对不能够跟他们说真话
[20:33] 必须要用宗教形式来催眠他们
[20:35] 使他们觉得自己做的事情都是对的
[20:38] 所以反亲复民
[20:39] 只不过是一个口号
[20:40] 跟阿弥陀佛是一样的
[20:42] 了解了解
[20:42] 清朝一直欺压我们汉人
[20:44] 抢走我们的银两汉女人
[20:46] 所以我们要反亲
[20:47] 所以口号都会喊
[20:49] 但每个人的算盘都不太一样
[20:51] 所以我们要讲的就是
[20:53] 每句话看起来
[20:54] 他的政策背后他的立场
[20:56] 可是最后你看影响川普
[20:58] 能不能做下一步决定的
[20:59] 关税战
[21:00] 它是可以随时做变通的
[21:02] 油价
[21:03] 每一战事
[21:04] 它是可以随时做妥协的
[21:05] 目的是为了最后的选票吗
[21:07] 对我每天报一个梗
[21:09] 直到你们去看
[21:10] 没有
[21:10] 那个是原著里面的话
[21:12] 讲太多了
[21:13] 我们要往下看
[21:14] 美国股市四大者所表现
[21:15] 道琼指数下跌307点
[21:18] 0.59%
[21:19] 是在51839点
[21:21] 其实还好
[21:22] 才刚跌破月线而已
[21:24] 标普下跌14点
[21:25] 0.19%
[21:26] 收在7443点
[21:28] 纳指下跌12点
[21:30] 0.05%
[21:31] 收在25508点
[21:32] 其实标普和纳指都还在上方做盘旋
[21:35] 甚至标普都还是季线有成
[21:38] 废判的部分是上涨69点
[21:40] 0.6%
[21:41] 收在11743点
[21:43] 那废判已经三天跌破季线了
[21:45] 不过因为我们用的是60日
[21:47] 那美国股市通常喜欢用50日
[21:49] 所以会稍微有点误差
[21:51] 但至少可以观察到
[21:53] 本轮的回挡到这样的一个区间
[21:54] 市场尝试的用第一波买盘
[21:57] 来撑住季线上弯
[21:58] 如果季线到时候反压
[22:00] 而且价格又在季线之下
[22:03] 那市场的心理情绪
[22:04] 一定会来得更加恐慌
[22:05] 我们过去提过
[22:07] 因为这一波人工智慧投资
[22:08] 想要合理化
[22:09] 你大概就必须要出现两种结果
[22:11] 第一种就是生产力的大幅提升
[22:14] 第二就是收入从劳工
[22:16] 明显转移到资本所有者手中
[22:19] 或者两者同步发生
[22:21] 生产力提升就是
[22:22] 那我投的钱赚回来了
[22:24] 那第二种是那赚不回来
[22:26] 那怎么办呢
[22:27] 要怎么撑住我如此高的估值呢
[22:29] 那贫富差距扩大
[22:30] 把员工的钱都放到我公司里头
[22:33] 那我公司市值就撑住了
[22:35] 那你没钱吗
[22:35] 那也算是撑住股价了
[22:37] 就两种逻辑而已
[22:38] 那这两种结果都不是毫无代价
[22:40] 如果生产量要快速提升
[22:42] 经济成长和市值利率
[22:43] 都有可能同步上升
[22:45] 反而压低未来企业
[22:46] 获利折现之后的限值
[22:48] 那如果是劳工转向资本
[22:50] 或者企业利润增加
[22:51] 那就会有贫富差距的扩大那就再分配的压力可是不管如何现在市场上其实更为聚焦的是当前各大资产到底有没有高估值到本次就要泡沫破灭
[23:02] 这是大家最担心的
[23:03] 如果只是估值回调
[23:04] 那其实现在多数人
[23:05] 还是想要早买一点
[23:06] 目前其实看起来
[23:08] 整体来说
[23:09] 只能说是波动率放大
[23:10] 但是估值并没有极端离谱的高
[23:13] 我们只看到
[23:14] 从本益比角度而言
[23:15] 七巨头其实都还在陆续的滑落
[23:17] 而是资本支出太高
[23:19] 让大家担心收不回来
[23:20] 可是从现有获利来看
[23:22] 表现是相当不错的
[23:23] 今年其实大多数资产
[23:24] 也还算是正报酬
[23:25] 涨最多的是大宗资产
[23:27] 涨幅29%
[23:28] 小型股19
[23:29] 价值股18
[23:31] REITs有15
[23:32] 其他像是中型股
[23:34] 可转债
[23:35] 纳指100
[23:36] 大型股涨幅大概9到10%
[23:38] 唯一4收叠的资产
[23:40] 其实我们讲投资等级债
[23:42] 和长天级国债也不算叠了
[23:44] 那跌幅不到1%
[23:45] 真正跌就两个
[23:46] 一个还是黄金
[23:47] 跌幅7%
[23:48] 另外一个是比特币
[23:49] 跌幅是27%
[23:51] 那当然现在七巨头的ETF
[23:54] 从7月份反弹也超过4%了
[23:56] 说明虽然半导体股不好
[23:58] 可是七巨头看起来
[23:59] 还是有非常显著的做支撑
[24:01] 一旦接下来几天财报优于预期
[24:04] 就有可能成为推动大盘上扬的重要主力
[24:08] 当然了本质财报
[24:10] 那很重要的就是
[24:11] 那你的资本支出
[24:12] 第一够不够高
[24:14] 第二够高也不一定有用
[24:16] 那高支出回报够不够高呢
[24:19] 所以市场上我也看得出来
[24:21] 给他们的标准看起来也是很高的
[24:23] 那除了财报之外
[24:24] 能源价格当然是一大程度的压力
[24:27] 都会去询问到说
[24:28] 油价和地缘政治是否改变了市场的风险偏好
[24:31] 可是至少从整个7月份以来
[24:33] 表现其实还算是不错
[24:35] 如果我们细看
[24:36] 苹果股价从7月份以来已经上涨10.9%
[24:39] Meta涨了5.3%
[24:41] Microsoft涨了4%
[24:43] Amazon涨了3.4%
[24:44] 辉达涨了2.8%
[24:46] 那Google是小跌1%
[24:47] 那反而是马斯克帝国
[24:50] SpaceX跌了8.1%
[24:52] 特斯拉已经跌了13%
[24:53] 其实还是看得出来
[24:55] 目前市场上针对
[24:56] 市场上过度透支展望
[24:59] 高预期回报的这些企业
[25:00] 下压幅度还是来得更大的
[25:02] 跟马斯克有关的
[25:04] 市场最近的估值回调来得更大
[25:06] 为什么
[25:06] 因为营收回馈幅度还是很有限的
[25:09] 所以你说
[25:10] 市场用这种心态来看待这些巨头们
[25:13] 其实就表现了
[25:14] 市场其实很害怕你钱赚不回来
[25:17] 市场如果是怕的
[25:19] 那真的有充满极大泡沫吗
