[00:00] 欢迎收听赵华语古惑仔第1070集
[03:22] 现在的沙热大伯
[03:25] 他应该就有能力去嚇阻
[03:27] 和母子海峡目前的一个状况
[03:29] 对
[03:30] 因为他是有比较精锐的美军联队
[03:32] 还有法国联队
[03:33] 所以他是有办法去控制军事的
[03:36] 所以我们姑且这件事情
[03:38] 还在战争的过程里面
[03:40] 但是你可以想到一件事情
[03:42] 就其实川普已经有点想要他口了
[03:44] 因为他一直想要吧
[03:45] 他已经讲了
[03:47] 他虽然还要继续的打
[03:48] 可是他已经跟他讲
[03:49] 他和母子海峡他不管了
[03:50] 对
[03:51] 你们要买油来跟美国买就好了
[03:53] 美国有很多的油
[03:54] 他今天讲到这个觉得很有趣
[03:56] 因为前两天的新闻是
[03:58] 就算荷姆森海峡封闭
[03:59] 我还是要核弹的时候
[04:00] 大家觉得
[04:01] 他口到这样的程度吗
[04:02] 原来是跟美国买油就好了
[04:04] 对对对
[04:04] 因为他们很多页岩油
[04:05] 所以其实我们早先在跟美国
[04:08] 在谈这个所谓的贸易条件里面
[04:10] 其实也包含了要买美国的原油这件事情
[04:12] 但是我觉得今天的盘面
[04:14] 就是确实是比较让大家有点
[04:16] 意想不到的冷
[04:18] 因为昨天太热了
[04:19] 但是基本上它就是個反彈的架構
[04:21] 所以我在講你美國沒有繼續漲之前
[04:24] 其實昨天的台股已經先彈了
[04:26] 你漲了一千多點
[04:27] 你是已經漲在那邊等它
[04:29] 那它要如預期
[04:31] 它不如預期當然就會回跌
[04:32] 那昨天的大盤基本上它是月線上彎
[04:35] 今天就下來了
[04:36] 但是你要注意
[04:37] 基本上大盤的大量低並沒有站上
[04:40] 所以它只是個反彈
[04:41] 可是你看櫃買
[04:42] 櫃買基本上它月線已經是向上了
[04:45] 對今天還是維持向上
[04:47] 而且日行只去看它的周线
[04:49] 周线在过去的两周
[04:52] 都曾经低点拉升
[04:53] 低点拉升
[04:54] 所以它形成了周线的两根大量低点在下面
[04:57] 所以这告诉你
[04:58] 贵买会相对比大盘强非常多
[05:00] 强非常多
[05:01] 所以我之前讲说
[05:02] 基本上这时候你就会把大盘摆一边
[05:04] 然后专注的去关心贵买的个股
[05:07] 而且清明节过后
[05:09] 贵买可能还会整理一下
[05:11] 就持续上攻
[05:11] 对还会持续上攻
[05:13] 因为其实
[05:14] 如果你仔细看日线的话
[05:16] 贵买其实在今天一度已经碰到日线的大量低
[05:20] 也就是说它离过前高只是一步之遥而已
[05:24] 所以现在唯一的就是说
[05:26] 你要担心的是亲民的连续假期
[05:28] 那再来就是美伊的战争
[05:30] 还会不会有可能更大的变化
[05:32] 对就怕这几天有变化
[05:33] 但是我觉得很难嘛
[05:34] 很多人跟我讲说什么
[05:35] 希望美伊战争不要发生
[05:37] 我说不可能已经发生了啊
[05:39] 现在是怎么收尾的问题
[05:40] 对怎么收尾的问题
[05:41] 可是你台湾的这些贵买股票
[05:44] 有在管它要怎么收尾吗
[05:45] 我完全感觉不出来
[05:47] 对就是
[05:47] 大盘很弱的时候
[05:49] 他们也继续涨
[05:50] 大盘强的时候
[05:51] 他们还继续涨
[05:51] 那这样就是无法无天
[05:53] 就是他们都在涨
[05:54] 他们自己的
[05:54] 再这样投信又继续卖
[05:56] 所以你看
[05:56] 投信在拱的这些股票
[05:58] 基本上它就没有在休息
[05:59] 对包括像我们刚刚提到
[06:01] 像CPU啊
[06:02] 像ABF
[06:03] 你看我们之前讲说
[06:04] AI的ABF的龙头是新兴
[06:06] 可是连蓝店都已经涨超过新兴
[06:09] 对
[06:09] 所以今天新兴一关出来
[06:10] 马上怎么样
[06:10] 就要争回这个面子
[06:11] 本来要涨停的
[06:13] 要不是盘不好的话
[06:13] 对它就大拉了
[06:14] 我告诉你
[06:15] 其实大家在看的产业趋势
[06:17] 没有什么改变
[06:18] 那你在讲
[06:20] 像之前大家在讲说什么
[06:22] Corpus
[06:23] 二奈米的设备
[06:24] 像红硕
[06:25] 它也一直在涨
[06:26] 没停的
[06:27] 所以我觉得
[06:28] 与其很害怕这个盘
[06:30] 倒不如先把盘放一边
[06:32] 你先去看你的什么股票
[06:33] 是月线已经向上
[06:35] 那也许它月线是向上
[06:37] 可是刚好因为要连续假期
[06:39] 所以它可能在这边稍微整理一下
[06:40] 反而它是给你一个
[06:41] 很好的介入的点
[06:43] 例如说我今天有看一下像那个3653的建策
[06:47] 他建策大跌了
[06:49] 我觉得还蛮棒的
[06:50] 为什么
[06:50] 因为他之前太强了
[06:52] 强到让你买不下手
[06:53] 强到你不知道怎么靠近他
[06:55] 他今天这回跌可能刚好是一个进场的好机会
[06:59] 刚好打到约线
[07:00] 对 刚好是一个进场的好机会
[07:01] 所以我说其实排面不要看得太悲观
[07:04] 其实我觉得还是有很多可用之兵
[07:06] 好 可用之兵
[07:08] 而且刚刚讲到很多中小型
[07:09] 中小型就有点不管你整个大局往哪走
[07:12] 反正还有他自己的利基
[07:14] 但大家买中小型那么活泼
[07:16] 可能又会有一点怕怕的
[07:17] 我们先回到整个台股跟美股的落差好了
[07:21] 因为美股的话
[07:22] 虽然都会有一些反弹的契机
[07:24] 但是如果把这个标普500或纳斯达克的图
[07:27] 只有费办稍微比较强
[07:28] 其他三个指数拿开来看还蛮恐怖
[07:31] 其实根本就是进入了空方结构
[07:33] 然后每一次的反弹可能都过不了前高
[07:35] 所以它就等于一直往右下慢慢慢慢下去
[07:38] 像这样的情形
[07:39] 台股都不要去
[07:41] 我说中小型股很厉害
[07:43] 等于节前或节后
[07:44] 我们选相对强势的
[07:46] 可是这个现象不改善的话
[07:47] 就会让人家一直有一个
[07:49] 石头压在心上面
[07:50] 其实台湾也是这样子
[07:50] 台湾的存储产业
[07:52] 基本上就跟美国的道琼
[07:53] 是一样的形态
[07:54] 其实台湾只有沾上AI的
[07:57] 它是维持一个强势的架构
[07:59] 美国是连AI股
[08:00] 都有这样的态势
[08:01] 往右下
[08:01] AI股基本上
[08:02] 如果你要看日线
[08:03] 基本上就有
[08:04] 整个要做头的感觉
[08:05] 如果你看周线
[08:06] 我觉得就还好
[08:07] 就像NVIDIA也是
[08:08] 如果你看周线
[08:09] 它就是涨一段回来做修正
[08:12] 其实我们上次来的节目的时候
[08:13] 我们就讲说
[08:14] 今年的美股的整个盘局
[08:16] 基本上就是修正这两个字
[08:18] 就因为去年涨太多
[08:19] 所以都在修正
[08:20] 那今年其实台湾也开始步入这一个
[08:23] 那修正可能吗
[08:24] 可能修正本益比
[08:25] 所以你看到记忆体的本益比
[08:27] 开始从很高
[08:28] 开始变成有点低了
[08:30] 就是EPS开始出来了
[08:31] 那这些股票过去
[08:33] 我就讲过
[08:33] 他们都不是在买高EPS的时候
[08:36] 因为他们就是景气循环的概念
[08:37] 今天就開始看
[08:38] EPS出來其實是要賣的
[08:40] 不是要讓你買的
[08:41] 所以他就開始慢慢往下走
[08:43] 所以我們之前講過
[08:45] 我說Flash可能稍微比這些
[08:46] 傳統的記憶體要好一些
[08:48] 可是今年Flash
[08:49] 基本上也開始撐不住了
[08:50] 也開始往下走
[08:51] 今天記憶體讓人家是失望的
[08:53] 從昨天美光那樣大漲來看
[08:54] 對
[08:55] 但是回頭來看就是說
[08:56] 我們在看像Flash這樣的東西
[08:59] 到底華邦跟旺宏
[09:01] 是真正的好嗎
[09:03] 而我發現好像其實不是
[09:04] 為什麼
[09:05] 旺宏不是已經是蹲點
[09:07] 其实券商出的报告是认为说
[09:10] 未来在高容量的flash
[09:12] 是市场的趋势
[09:14] 是市场会有很大的需求
[09:16] 可是殊不知
[09:17] 他们蹲点蹲很久也没有进步
[09:19] 所以他们的产品
[09:20] 大部分都是在小容量的flash
[09:22] 不是在大容量的flash
[09:25] 所以基本上这一段
[09:27] 你要怎么估到100块
[09:29] 就蛮困难的
[09:31] 所以我觉得在EPS上面
[09:33] 基本上研究员的假设是合理的
[09:36] 但是如果今天你的假设前提是
[09:39] 他不是出A是出B
[09:42] 你说A的市场有多好
[09:43] 那跟他是没有关系的
[09:44] 所以这个地方就变成说
[09:46] 很多的主力已经先进去了他们也误判了所以你就要看说主力有没有辦法脫困重圍拉出來讓大家可以下車還是主力也發覺說原來不太對
[09:58] 那我也要默默的下車
[10:00] 那就會很慘
[10:01] 所以還是要關注一下
[10:02] 這個局勢有點在改變
[10:04] 還是強調我們不是記憶體黑
[10:06] 因為我跟凱哥或者是
[10:09] 其實大部分達人
[10:10] 都對記憶體
[10:11] 現在這一波的回檔
[10:12] 是持有比較保留的態度
[10:14] 但是我們也常常強調一件事情
[10:16] 獲利
[10:16] 因为等一下
[10:17] 三月的营收要结出来了
[10:19] 可能会有蛮多人的
[10:21] 三月营收是很棒的
[10:22] 是爆充的
[10:23] 所以跌下来之后
[10:24] 可能会达到一个平衡点
[10:26] 股价应该要弹的
[10:27] 但今天机体确实
[10:28] 让大家比较失望是
[10:29] 昨天明明美股的美光
[10:31] 涨了快9个百分点
[10:32] 可是我们是弹起来之后
[10:34] 又几乎全部下去
[10:36] 然后旺红的故事
[10:37] 这真的可能要比较熟悉
[10:39] 产业的人才知道
[10:40] 因为一直讲No Fresh
[10:41] 后来大家都不做了
[10:42] 都挣不到钱
[10:43] 离开了
[10:44] 明明就只剩下它
[10:45] 他甚至可能还要扩敞
[10:46] 做这个事情
[10:47] 那现在到底有没有100块
[10:49] 不知道
[10:50] 可是如果有个50块
[10:51] 也很厉害啊
[10:52] 我觉得
[10:53] 如果还有个30块
[10:55] 其实就很不错
[10:55] 不要说什么50块100块
[10:57] 我觉得50块100块
[10:59] 基本上就有点要求的过多了
[11:01] 对
[11:01] 我觉得重点还是在产业的趋势
[11:04] 所以为什么每次来达人秀
[11:06] 其实大家都一直在讲产业
[11:07] 其实不是跟你讲说
[11:09] 产业不重要
[11:10] 形态筹码很重要
[11:11] 是形态筹码跟产业
[11:13] 其实三个都很重要
[11:15] 但是如果你的产业
[11:16] 开始有一点
[11:17] 微妙的变化的时候
[11:18] 其实你就要关注的是
[11:19] 你的筹码
[11:20] 有没有因此松动
[11:21] 好
[11:21] 因为记忆体
[11:22] 为什么我们两个明明就
[11:24] 其实我们两个不太碰了
[11:25] 可是还是会聊
[11:26] 是因为里面套住的散户
[11:27] 真的非常多
[11:29] 但是如果
[11:30] 我相信如果是
[11:30] 古破仔的听众
[11:31] 有认真在听我们聊的话
[11:33] 应该会对这个产业
[11:34] 稍微比较提高
[11:35] 所谓的戒心
[11:36] 或是揣摩一下
[11:38] 自己有没有办法
[11:38] 抓到这样的节奏感
[11:40] 但是另外的就不一样了
[11:42] 例如今天盘面上
[11:43] 细光子还是非常之威猛
[11:45] 它不但威猛
[11:46] 它现在还扩散到了LED族群去了
[11:48] 富财啊
[11:50] 顶员啊
[11:50] 前面涨了
[11:51] 休息一下又在涨
[11:52] 好
[11:53] 低价股也沾到细光子
[11:55] 设备股沾到细光子
[11:56] 风策股沾到细光子
[11:58] 现在变成以细光子为核心
[12:00] 在台股应该是最强的
[12:01] 然后再来的话
[12:02] 当然是这个所谓的PCB
[12:04] 还是相当的厉害
[12:06] 对不对
[12:06] 半导体设备还相当厉害
[12:08] 好像很难脱离这些低轨卫星
[12:10] 似乎到目前为止
[12:12] 台股没有一个新的题材
[12:14] 而这些题材就是不断的往右上去
[12:17] 是
[12:17] 但是你可以注意
[12:18] 其实它在持续的扩散
[12:19] 所以你要去找的
[12:21] 可能你不要去买那个非常强的
[12:23] 因为非常强的可能也买不下手
[12:24] 什么联亚
[12:25] 对
[12:25] 我们很早就讲过了
[12:26] 但是它就
[12:27] 很早就讲过
[12:27] 你也买不下手
[12:28] 但是你就是去留意
[12:29] 有没有人因为像星星一样被分盘
[12:32] 所以它卡在这里不上不下
[12:34] 或者是说
[12:35] 有什么新的东西出来
[12:37] 就是我们再讲低轨道卫星好了
[12:39] 我们上次有提到说
[12:40] 一两个叫性景的股票
[12:41] 对也是大涨
[12:42] 但在信息涨完之后发觉
[12:43] 好像还有一档比信井更不错的股票
[12:46] 叫做乙胜
[12:47] 是
[12:47] 对
[12:47] 因为乙胜它的低轨道卫星
[12:49] 本来就已经十几趴了
[12:51] 它不是今年才十几趴
[12:52] 它本来就十几趴了
[12:53] 那今年一定是好上加好
[12:55] 再加上它本来就赚
[12:56] 去年就赚四块多
[12:57] 你今年夯不夯当怎么算
[12:58] 它都不可能比四块多少嘛
[13:01] 所以你相对跟这个信井的EPS
[13:04] 本一比一比
[13:05] 你就发觉
[13:06] 太便宜了
[13:07] 我现在才看到乙胜大V转
[13:08] 对啊
[13:09] 它怎么还那么便宜
[13:10] 对
[13:11] 那真的是一个不错的标的
[13:13] 一样我们刚刚在讲说
[13:15] 当CPU里面
[13:16] 大家纷纷都在创新高的时候
[13:17] 不要忘记跟光森合作的IET
[13:20] 他还在分盘的过程里面
[13:22] 他也还在修正的过程里面
[13:24] 他还经过一波的大涨之后
[13:25] 进行整理
[13:26] 是不是应该回头过来
[13:27] 像这个是不是应该也可以买了
[13:29] 那我们刚刚讲
[13:30] 新兴还在涨
[13:31] 新兴还在涨
[13:32] 蓝电还在涨
[13:33] 他的设备公司
[13:34] 也因为这一波进入分盘
[13:36] 然后他又是没有融资券的
[13:38] 他也被打下来了
[13:39] 是不是也是一个很好的
[13:40] 减便宜的机会
[13:42] 但是我说
[13:42] 你要减便宜的过程里面
[13:44] 你要先看它
[13:44] 月线是不是有收稳
[13:46] 如果月线没有收稳
[13:47] 表示什么
[13:47] 表示它还在整理
[13:48] 虽然趋势是对
[13:49] 可是它还在整理
[13:50] 你就不急着去追它
[13:51] 你就等它月线站回来之后
[13:53] 再来买就好了
[13:54] 可是像我们刚刚讲的
[13:56] 乙胜KY
[13:56] 它今天是已经创
[13:58] 月的大量高了
[13:59] 它已经是月大量高
[14:01] 已经站上去了
[14:02] 这种就是非常惊人的
[14:03] 就是当大家市场都觉得
[14:05] 它好像不怎么样的时候
[14:06] 它就默默突然拉起来了
[14:08] 默默拉起来了
[14:09] 乙聖應該是創歷史新高
[14:10] 對
[14:11] 是默默拉起來了
[14:12] 我想應該
[14:13] 最近很少人在關注乙聖KY
[14:15] 我關注過
[14:16] 但實在太牛了
[14:17] 就忘記
[14:18] 所以你講我嚇一跳
[14:19] 乙聖噴起來了
[14:20] 對
[14:20] 因為連信警都
[14:22] 明年才有六七塊的信警
[14:24] 今年都已經拉了
[14:25] 那今年應該就四塊多
[14:28] 往上加成的乙聖KY
[14:30] 它的股價還比信警低
[14:31] 當然市場就會開始關注它
[14:33] 所以說其實市場上
[14:34] 不是沒有股票可以買
[14:35] 而是你到底有沒有很認真的關注
[14:37] 還是你一直都在關注
[14:39] 川普在讲什么
[14:40] 因为在关注川普在讲什么
[14:41] 真的就让你害怕
[14:42] 你觉得真的买不下手
[14:43] 对
[14:43] 但是如果你把川普丢一边去
[14:45] 说川普干我什么事
[14:46] 对不对
[14:47] 我还是在关注
[14:48] 我的股票的变化
[14:49] 你就发觉其实
[14:49] 还是有好多股票
[14:51] 值得你捡的
[14:52] 是
[14:52] 那我这边问一个族群
[14:54] 就是所谓的探针卡系列
[14:56] 对不对
[14:57] 探针系列之前一直涨
[14:58] 然后包括像影威嘛
[15:00] 已经有外资出报告说
[15:01] 有可能是下一档的万金股
[15:03] 但随着这个报告出来
[15:05] 它最近好像有一点点被
[15:07] 投信调节
[15:08] 的状况
[15:10] 然后今天也是呈现跌幅比较重
[15:12] 但旺系是创高后回档
[15:14] 所以在探针的系列
[15:16] 有什么样的变化吗
[15:17] 我觉得其实没有什么大变化
[15:19] 但是我觉得就是
[15:21] 就影威的角度来看
[15:22] 我觉得它可能是
[15:24] 股价太高了
[15:25] 它从8660今天6565
[15:27] 你还记不记得
[15:28] 我那时候讲说
[15:29] 那时候影威还没有到5000
[15:31] 还在4000多
[15:32] 然后赵老师就说
[15:34] 听说会到5000
[15:35] 我说不是
[15:35] 一定是5000以上
[15:37] 而且往6000看
[15:38] 那果然一下就从4000就涨到6000了
[15:40] 然后接下来券商讲说
[15:42] 他要看到上万
[15:43] 但是我就今年有讲过
[15:45] 今年的探针基本上是最无庸置疑的
[15:48] 因为他们就是有很好的业绩
[15:50] 而且订单满满
[15:51] 其实你仔细看
[15:53] 影威的钱跑去庸置了
[15:55] 就是影威投薪在减码的时候
[15:57] 跑去加码了庸置
[16:00] 就是说原本就是很落后的
[16:02] 可是他其实业绩也没有很差
[16:03] 而且本益比其实是离很远的
[16:06] 就是說這些前三大的龍頭
[16:08] 基本上本益比都非常的高
[16:10] 可是佣金就是非常的低
[16:11] 那現在就至今說一點調整的部分
[16:14] 所以當落後的開始漲上來的時候
[16:16] 基本上它就是族群的調整
[16:19] 可能落後漲一段之後
[16:21] 可能又會回到龍頭
[16:22] 所以我覺得其實
[16:24] 隱匯雖然下來
[16:24] 但我覺得不用太擔心
[16:26] 因為畢竟投信之前也是
[16:29] 自己慢慢買
[16:30] 買到一個過程裡面
[16:32] 基本上我也覺得啦
[16:34] 給到上萬還想怎麼樣
[16:35] 難道他要挑戰信華的目標價嗎
[16:38] 我這樣就有點太over了
[16:40] 太over了
[16:41] 就太熱了
[16:42] 但我覺得其實還是可以看
[16:44] 而且馬上有一檔股票要掛牌
[16:46] 誰
[16:46] 就是創新服務
[16:47] 創新服務他也是
[16:49] 他應該算是探針的協力場
[16:52] 因為他是做探針機做的
[16:54] 他不是做探針的
[16:55] 所以如果他是做探針機做
[16:57] 股價都在一千多塊
[16:59] 兩千多塊
[17:00] 那你覺得這些探針卡會不會就下來
[17:03] 我覺得應該是不至於
[17:05] 因为探针其实也跟CPU有绑在一起
[17:07] 我想问一下
[17:09] 刚刚有讲到
[17:10] 现在连LED厂都加入战区
[17:12] 那LED也是一个
[17:14] 我以前到现在
[17:16] 比较难以信赖的族群
[17:18] 这边有跟听过朋友说过
[17:20] 为什么
[17:20] 例如说复彩
[17:21] 连续几年他都在亏损
[17:23] 可是每一次年初都会讲
[17:24] 他有一个什么转机的产品
[17:26] 然后会赚钱
[17:27] 后面都没有
[17:27] 但现在又涨起来了
[17:29] 复彩 顶元以及像宏企
[17:31] 这类型的LED厂商
[17:33] 切进矽光子
[17:34] 凯哥觉得是可能的吗
[17:35] 还是一时的题材呢
[17:37] 我觉得看起来
[17:38] 一些公司是有一些机会
[17:39] 例如说像鼎源
[17:40] 像富彩
[17:42] 他们好像确实是有在认证了
[17:44] 所以你看到股价相对就是强很多
[17:46] 但是他们股价其实还是在
[17:48] 两位数的过程里面
[17:50] 但其实他们相对就比别人要强很多
[17:52] 但是因为LED的族群其实很大
[17:54] 对
[17:54] 因为什么李周啊
[17:56] 就一大堆啦
[17:58] 就从北京到切割到下面风筝
[17:59] 但是就是说
[18:01] 其实你还是要留意一下
[18:02] 到底你的股票是真的有打入
[18:04] 所谓我们现在讲的
[18:06] 这个CPO的概念
[18:07] 还是它纯粹只是炒作
[18:09] 纯粹炒作
[18:10] 那你就看筹码
[18:11] 有没有高度的集中
[18:12] 其实这一阵子
[18:14] 有一些股票就说
[18:15] 大家一开始就觉得不可能
[18:16] 例如说像破洛威好了
[18:17] 大不是大家讲说骗人的
[18:19] 华星馆也是啊
[18:20] 骗人骗人
[18:20] 可是怎么样
[18:21] 后来就是一直往上走
[18:23] 投信就开始认同
[18:24] 就开始买
[18:25] 所以当投信开始进来买这些
[18:27] 像顶元或者像买负财的时候
[18:30] 你就要知道说
[18:31] 看起来是真的
[18:32] 为什么
[18:32] 因为我之前特别跟大家讲过
[18:34] 因为我是投信出身的
[18:35] 对
[18:35] 投信要买股票一定要出报告
[18:38] 所以投信不是被LED骗过很多次吗
[18:40] 对
[18:40] 可是他们就是研究员被骗了写报告
[18:42] 所以经理人就会相信
[18:44] 所以他们基本上被骗都是合理的被骗
[18:47] 他们不是就是买到见鬼的股票
[18:49] 就是不是完全是没有东西的
[18:52] 合理的被骗
[18:52] 对
[18:52] 他们就是确实是认为有可能
[18:55] 他们才会出这篇报告
[18:56] 而且因为他的报告是不对外的
[18:58] 所以你要注意
[18:59] 就是投信在买的股票
[19:00] 要特别注意
[19:01] 就是基本上已经有一套
[19:03] 就是说辞去说服研究员
[19:05] 而且还能够让研究员
[19:07] 去说服经理人
[19:08] 就要经过两道的关卡
[19:09] 所以我觉得
[19:10] 当投信在买的时候
[19:11] 这股票你就不能太小看它
[19:13] 就是你要很认真的正视它
[19:16] 而不是说把它放到旁边去
[19:17] 其实通常放到旁边去
[19:18] 你就会错失掉一段
[19:20] 很不错的涨幅
[19:21] 好
[19:22] 这个看个人
[19:23] 对不对
[19:24] 像我就是对LED厂商
[19:25] 有阴影的那种人
[19:27] 可是呢
[19:27] 我也遇过有人问我说
[19:29] 他剛好手上例如說有負財套的比較深
[19:31] 怎麼樣
[19:31] 我說那現在風來了
[19:33] 風來了我倒不覺得你一解套
[19:35] 就要馬上把它賣掉
[19:36] 可以順勢而為
[19:38] 例如說他破了一個短均線或是如果你本來就抱很久又破了一個月線再做考量要不然我觉得现在风确实吹在这些低价又可以号称跟光通讯
[19:49] 细光子有关的厂商上面
[19:51] 大家
[19:52] 这些公司
[19:54] 我想上面被套很久的人
[19:56] 应该蛮多的
[19:57] 那就趁这一波顺势上来
[19:59] 但也不用恋战
[20:00] 因为后面还是要检验的
[20:01] 所以如果他们有
[20:03] 长势过了下修
[20:04] 如果你已经解套了
[20:05] 或是有获利了
[20:06] 也不妨就是趁此离场
[20:08] 但是你要我空手介入
[20:10] 我是会宁愿多观察一下
[20:11] credit回来了没有
[20:12] 对
[20:13] 我常常说
[20:13] 如果你在车上
[20:14] 你就观察五日线
[20:15] 有没有破
[20:16] 我说最坏最坏就是月线破
[20:18] 月线破你就是
[20:19] 把它砍了
[20:20] 那没有破之前
[20:21] 就是遵照形态
[20:23] 还有遵照筹码的结构
[20:25] 去驾驭这张股票就好
[20:27] 所以其实不难
[20:28] 不难
[20:28] 其实在市场上
[20:30] 其实最难的是挑到股票
[20:31] 挑到股票之后
[20:33] 你确定它是好的股票
[20:34] 那你就遵照筹码跟形态去操作
[20:36] 这样就是一个很好的操作模式
[20:38] 好那因为这一波上中下起
[20:40] 虽然我们觉得设备股里面
[20:41] 还是有典范
[20:43] 像今天什么群一也涨停板
[20:45] 或者是像大量出关后
[20:48] 昨天前天先下杀
[20:50] 前天是开高走低杀到跌停板
[20:54] 所以很多人被惊吓到
[20:55] 今天再创历史新高
[20:57] 所以设备股在所谓台移电
[20:59] 下个月的法说
[21:01] 这个月了
[21:01] 这个月的法说来临之前
[21:04] 那有一些其实已经回党了
[21:07] 那凯哥有没有看到
[21:08] 哪一些回党的
[21:09] 因为上次你有特别提到
[21:10] 场务也许回党是有点道理
[21:12] 但后面会不会场务再起来呢
[21:14] 还是有另外一些
[21:15] 是你觉得看好
[21:16] 但已经回党的
[21:17] 我觉得场务应该还是会上去
[21:19] 还是会再上去吗
[21:20] 他们比较温和
[21:20] 我们讲汉唐亚
[21:21] 对他们是比较温和
[21:22] 所以他们大掌轮不到他们
[21:24] 但是大谍把他们杀了
[21:26] 其实也是很不应该
[21:27] 我觉得不应该
[21:28] 但是你可以看到
[21:29] 就是像大亮
[21:31] 或者是像这个祥裕
[21:33] 他们在掌
[21:34] 基本上都是有关于这个PCB在扩敞
[21:36] 所以像我们在看3715的定影
[21:40] 它被杀杀也是没什么道理的
[21:42] 因为这些设备为什么在涨
[21:43] 就是因为定影跟金箱店都投了很多的设备
[21:47] 所以这些设备厂才会涨
[21:49] 如果他们涨
[21:51] 然后像定影金箱店是没有涨的
[21:53] 就是不合理
[21:54] 因为基本上一定是产业带PCB厂在往前走
[21:57] 所以他才会来买设备
[21:59] 所以我觉得基本上他是一挂的
[22:01] 只是当战争的这个过程里面
[22:04] 大家一定要找那个相对从往比较集中的
[22:06] 所以有时候这些股票涨一下
[22:08] 可能相对短线客进来了
[22:10] 短线客走了
[22:11] 可能就要洗一下
[22:12] 那你就要尽量去找那个
[22:14] 就是短线客进来都不走的
