[00:00] 欢迎收听赵华与古惑仔第1145集
[08:14] 反而不爱吃鸡腿
[08:15] 不晓得有没有人跟我一样
[08:17] 就喜欢那边啃这些
[08:18] 边边角角的东西
[08:19] 对
[08:20] 但长大了
[08:21] 我是喜欢吃鸡腿的
[08:22] 我也懒得啃这些东西了
[08:24] 但是现在的行情
[08:26] 就有点像韦泰讲的这样
[08:27] 不错了啦
[08:28] 不是鸡肋
[08:29] 对
[08:30] 鸡肋只能拿来煮汤而已
[08:32] 连肉都没得吃
[08:34] 是
[08:34] 所以现在看起来就鸡腿吃完了
[08:37] 可能就剩下这个鸡翅
[08:40] 或者是这个鸡脖子
[08:42] 这个吃鸡翅
[08:44] 如果说真的要吃饱
[08:46] 你可能要吃到两只以上
[08:47] 要三只
[08:48] 可能三只鸡翅
[08:50] 才抵得上一只鸡腿
[08:52] 那更不用讲脖子
[08:55] 脖子可能要吃到五只
[08:57] 才能够抵到一只鸡腿
[08:59] 所以现在的这个
[09:01] 第一个就是它获利的空间
[09:02] 没有像过去来这么样的大
[09:04] 也没有这么样的方便好操作
[09:06] 所以这边来讲
[09:07] 大家就会相对的比较
[09:10] 有点异性阑珊
[09:12] 对对对异性阑珊
[09:13] 就像刚刚赵宝一开始有提到
[09:15] 就是异性阑珊
[09:16] 就想做嘛
[09:17] 就觉得好像
[09:17] 拉上去可能6% 7%
[09:20] 大概就会有麦芽出现
[09:22] 那这个可能也就是会
[09:24] 比较没有机会去做一个
[09:26] 没有去想要去做上车的一个动力
[09:29] 主要是这个架构
[09:31] 大概就是目前这个盘式的一个结构
[09:34] 那这种就是其实对一般
[09:36] 我觉得对一般投资人来讲
[09:39] 假设你今天有这种
[09:40] 所谓的正常上班的投资人来讲
[09:43] 你还有正常的薪水
[09:45] 这一条钱你没有赚到
[09:48] 其实没有关系
[09:49] 可是这时候对于那些
[09:50] 在过去曾经就是信心满满
[09:53] 想要把这个股票操作
[09:55] 当作他的这个正值的
[09:58] 这种投资人来讲
[09:59] 可能就是一种大的挑战
[10:01] 因为你现在的操作
[10:04] 没有像过去一样
[10:05] 随便买随便赚
[10:06] 然后一个月可以赚个
[10:08] 可能是20% 30%的报酬率
[10:10] 不知道
[10:11] 但现在这种操作
[10:12] 就相对比较困难一点点
[10:15] 那这种情况之下
[10:16] 如果之前有赚得到的
[10:17] 可能这两个月
[10:18] 你可以稍微休息一下OK那等到有行情来再做但如果说之前也没有赚到很多那這兩個月你還必須要再拚的話那這時候第一個就是
[10:30] 我會覺得
[10:31] 如果說操作的這個技巧不夠好
[10:35] 很可能之前賺的那個部分
[10:37] 可能會被咬一點回去
[10:38] 那如果說這個又剛好是買錯股票
[10:42] 像買到最近有一些這個
[10:44] 背道元件啊 這種個股
[10:46] 一拉回修正
[10:47] 就拉回修正可能三成四成
[10:50] 甚至五成的这些的一个个股
[10:52] 那很可能就是连之前赚的都会吐回去
[10:54] 所以我觉得现阶段的一个操作
[10:57] 我会比较建议大家
[10:59] 可能以我个人来讲
[11:01] 我可能会百分之六十七十
[11:04] 就是以配置来讲的话
[11:07] 就是我会以动不如以进
[11:10] 我这边其实并不会想要说
[11:12] 特别去做一个介入
[11:14] 在操作的这个策略上
[11:16] 等待本来就是在股票市场里面
[11:19] 大家都需要学习的事情
[11:21] 所以我才会讲说
[11:23] 像之前我们可能花了一些力气
[11:25] 是跟大家分享说
[11:26] 前一阵子很好的时候
[11:28] 所有人都在比机小
[11:29] 所有人都会说
[11:30] 他的朋友赚的比他多
[11:32] 看到别人赚200%
[11:34] 自己只有赚90%
[11:34] 觉得难受什么的
[11:36] 那个是在多方气势很强
[11:38] 或是中小型股特别厉害的时候
[11:41] 那修正下来的话
[11:42] 我觉得刚好大家静一静
[11:44] 确实并不是需要每天都在做交易
[11:47] 对不对
[11:47] 我还记得这两天有一个新闻
[11:49] 就是逃诸影园又卖了一户出去
[11:52] 卖了9亿多
[11:53] 那很多人
[11:54] 而且是一个好像32岁的
[11:56] 算年轻人吧
[11:57] 对不对
[11:57] 所以就好多人
[11:58] 网友就在下面问说
[12:00] 这个人是不是少年股神
[12:03] 觉得一定是少年股神吧
[12:05] 才会有这样的钱
[12:06] 不过后来我看到今天有一个
[12:08] 蛮资深的房仲有出来讲说
[12:10] 目前卖掉的几户
[12:11] 例如说其中有一个是老先生
[12:13] 他是日本籍
[12:14] 但是台译
[12:15] 就是台湾人
[12:16] 可能后来入籍到日本了
[12:18] 的一个老先生
[12:20] 他有买下来
[12:21] 还说其中有一个
[12:22] 是爸爸买给儿子
[12:23] 爸爸买给儿子
[12:25] 那最新成交的这一位
[12:27] 说是一个半导体业的创业者
[12:29] 所以他不是少年股神
[12:32] 所以本业是不是很重要
[12:34] 本业
[12:35] 这些人都是本业
[12:36] 目前还不是少年股神
[12:38] 这也
[12:39] 反正我那时候就觉得
[12:41] 连我也是有点兴趣
[12:42] 一户八亿九亿
[12:43] 到底是谁在买
[12:45] 相当的好奇
[12:47] 而且资深房众也有特别提到
[12:49] 下半年看来还有两户
[12:50] 有机会成交
[12:52] 本来以为这一栋的豪宅卖不动了
[12:55] 但看来还是有的
[12:56] 当然这也会让我想到一些事情
[12:58] 就是虽然很多人觉得
[13:00] 钱放在房地产市场
[13:01] 自住
[13:02] 我不是说拿去做投资
[13:03] 好像没效率
[13:05] 因为说实话
[13:07] 在我今年好像四五月的时候
[13:08] 我回答蛮多个问题
[13:10] 都是回答说
[13:11] 照好我快要交屋了啊
[13:13] 或是我想要买房子啊
[13:15] 可是我的钱
[13:16] 放在股票市场
[13:17] 就可以一直滚
[13:17] 如果我现在把这笔钱
[13:18] 拿去放房子的头期款
[13:20] 我觉得很不划算
[13:22] 可是我又很想买房子
[13:23] 或是我们家
[13:24] 有迫切的需求要买房子
[13:25] 其实上半年
[13:27] 也解答了不少这样的
[13:28] 但我们那时候
[13:29] 有提到一件事情
[13:30] 买房子是大事情
[13:32] 这个如果是你
[13:33] 人生里的一个规划
[13:35] 或者是你觉得这样子
[13:36] 你的全家有一个安全感
[13:38] 有一个遮风避雨的地方
[13:40] 有自己的小窝
[13:41] 你就不要一直去衡量
[13:43] 说我现在都不要
[13:44] 我就是要
[13:45] 赶快在股市里面滚
[13:46] 如果滚滚滚
[13:47] 到现在是
[13:48] 发生前几天的事情
[13:49] 滚下来呢
[13:50] 是不是头期款就少一块
[13:52] 对不对
[13:52] 事实真的很难料
[13:54] 所以我们要按照
[13:55] 自己的人生规划
[13:56] 要想清楚自己的风险
[13:58] 规避在哪里
[13:59] 资产配置在哪里
[14:00] 从头住影原则回来
[14:02] 好 我要再讲的是
[14:04] 昨天我们是
[14:05] 外资捕手布鲁莱
[14:07] 他有特别提到
[14:08] 台积电法说会之后
[14:10] 第一个
[14:10] 外资是调高台积电的目标价为多
[14:13] 然后第二个
[14:14] 还没有看到太多的外资去调降别人的平等
[14:17] 不过今天有
[14:18] 今天来跟大家分享一下
[14:20] 今天有国巨大摩把目标价
[14:24] 从原本的1515元调降到1465元
[14:30] 很少对不对
[14:31] 可是调降就是一个比较不好的赛
[14:33] 必须跟大家坦白说
[14:35] 没事你调这个三趴干嘛
[14:38] 这个就是一个意思
[14:40] 意味
[14:41] 意味着说
[14:42] 不好意思
[14:42] 现在真的要比较保守
[14:44] 3%
[14:46] 其实你说这家公司
[14:47] 有发生什么
[14:47] 惊天动地的变化
[14:49] 没有嘛
[14:49] 3%你有必要调吗
[14:51] 通常外资应该要有
[14:52] 10%左右的涨跌幅
[14:54] 目标价的差异
[14:55] 才要调嘛
[14:56] 3%它就是一个态度
[14:58] 态度
[14:59] 因为之后国际也会有法说
[15:01] 大家留意
[15:01] 第二季的季报
[15:03] 快要陆续出炉了
[15:04] 所以第二季重量级的公司
[15:05] 理应也要看一下法说
[15:07] 讲一下他们第二季的财报
[15:08] 还有半年报
[15:09] 所以这边的话
[15:11] 大摩也讲了
[15:12] 什么国剧法说
[15:13] 乐观悲观三情
[15:14] 尽量打人你知道吗
[15:16] 因为他悲观的话就600多
[15:17] 乐观2000多
[15:18] 那是不是乐观加悲观除以2
[15:21] 不知道
[15:21] 今天的国剧有触到
[15:25] 大摩讲的悲观价了
[15:27] 然后台达店也被调降了
[15:29] 其实台达店被调降
[15:30] 跟上个礼拜
[15:32] 我们有跟大家聊的一件事情
[15:34] 就是涨价循环
[15:35] 为什么到现在
[15:36] 大家有点卡关
[15:38] 就是因为你一直涨
[15:39] 一直涨一直涨
[15:40] 会有人受不了
[15:41] 像台达店
[15:42] 不是他的产品涨啊
[15:44] 他去跟人家拿零组件
[15:45] 也是涨
[15:46] 所以这边的话呢
[15:48] 花旗降了目标价
[15:49] 台达店2480降到2280
[15:52] 降了8%
[15:53] 这就是比较合理
[15:54] 因为接近10%了
[15:55] 他的意思也就是
[15:56] 台达店要吸收
[15:57] 这些成本的时候
[15:58] 他会有毛利率上的
[15:59] 一些压力了
[16:00] 以及他要出货
[16:01] 给他自己客户的时候
[16:03] 客户现在拉货
[16:04] 可能也会有点犹豫了
[16:06] 都是卡在
[16:07] 涨价一口气
[16:08] 大家都涨很多的一个情况下
[16:10] 因此就把台达电的
[16:12] 目标价下调了
[16:13] 这也可能
[16:14] 你说是因跟果
[16:16] 你不知道哪一个
[16:17] 因为台达电前面跌很凶
[16:18] 但是台达电在跌的时候
[16:20] 事实上这样的传闻
[16:21] 我们就有听到了
[16:23] 它现在就变落实
[16:24] 在外资的报告上面
[16:26] 信华
[16:27] 不过今天信华表现的是不错
[16:29] 大摩也是
[16:30] 大摩到底是怎样
[16:32] 21,300
[16:33] 调到20,888
[16:35] 降2%
[16:36] 不是降2%
[16:37] 你可不可以算了
[16:39] 不要爱护树木
[16:41] 不用印出来好不好
[16:42] 就是好
[16:44] 总之有
[16:45] 但是我的意思就是
[16:46] 他是一个态度
[16:47] 所以我觉得这边的话
[16:48] 是可以留意的
[16:49] 但是今天在散热上面
[16:51] 是有好消息的
[16:51] 像麦科和奇鸿
[16:54] 都各自有外资
[16:55] 调高他们的目标价
[16:57] 所以我今天看完
[16:58] 所有的资讯的时候
[16:59] 我就有个想法
[16:59] 第一个
[17:00] 如果你喜欢的是热门股
[17:01] 其实环球已经打到月线下了
[17:03] 当然他是有
[17:04] 他自己的一些状况
[17:06] 但是你可以看他
[17:06] 来的轨迹
[17:08] 它的波动真的大
[17:09] 因为它上去会
[17:10] 打回月线再上去
[17:12] 今天可能有特别的原因
[17:13] 但是至少它打回来了
[17:15] 所以我觉得细金园
[17:16] 在这一波
[17:17] 你知道它是一个
[17:18] 后面要涨价的题材
[17:20] 现在打回来了
[17:21] 我觉得这个是在热门
[17:22] 活泼题材上可以看的
[17:24] 还有就是蹲点的
[17:25] 我们一直都觉得散热委屈
[17:27] 好
[17:28] 那这个绝对不是
[17:30] 今天起红涨停才讲的
[17:31] 昨天还有人跑到
[17:32] 达人秀那边留言说
[17:33] 谢谢赵华
[17:34] 一直帮散热族群打气
[17:36] 因为我觉得真的委屈啊
[17:37] 那我觉得散热
[17:38] 就会是我继续观察的
[17:40] 老AI我也觉得委屈
[17:42] 虽然很多人觉得
[17:43] 老AI毛利很低
[17:44] 有什么好送暖的
[17:45] 就是本益比低啊
[17:47] 好不好
[17:47] 本益比低
[17:48] 然后他们也会是
[17:50] 业绩很明显有成长的嘛
[17:52] 所以你今天跌下来
[17:54] 当然如果大家不喜欢
[17:55] 毛利率低的东西
[17:56] 我觉得大家不用考虑
[17:57] 这个是没有问题的
[17:59] 我自己也不喜欢啦
[18:01] 坦白讲
[18:01] 因为它的股本大
[18:02] 毛利率低
[18:03] 这个东西要涨起来凶
[18:04] 这个真的很靠时机
[18:06] 然后CPO
[18:08] CPO也是活泼的族群里面
[18:10] 就看你要不要同情他
[18:11] 因为我个人是觉得
[18:14] 他非常非常吃一个气势
[18:16] 那之前叠下来
[18:17] 打三折的都有
[18:18] 断头的全断了
[18:19] 真的全断了
[18:20] 连头心都不要他
[18:21] 都跑走了
[18:22] 可是就是这样子
[18:24] 痞疾嘛
[18:24] 痞疾到后来的话
[18:26] 大家去留意
[18:27] 头心要不要回来
[18:28] 有可能
[18:28] 大户要不要回来
[18:30] 当然有可能
[18:31] 大户是不会去管你
[18:33] 就是他们要回来就回来了
[18:36] 因为他们的基本面
[18:37] 本来就是2027、2018
[18:39] 才可能会转得更好
[18:40] 这个事情没变过
[18:42] 好
[18:42] 这些是我以上
[18:44] 我觉得我会做观察的
[18:46] 那我觉得工艺电脑还是不错
[18:48] 即使他们最近是
[18:49] 盘面上一个避风或撑盘要脚
[18:52] 也比较冷门
[18:53] 我也必须讲
[18:53] 他们的业绩也不太可能是大爆发
[18:56] 可是我个人觉得
[18:57] 总之在这一波工艺电脑
[18:59] 稳扎稳打的
[18:59] 我还是很看好
[19:01] 大的这几只
[19:02] 化汗 盐华 振华电
[19:04] 所以我觉得这边
[19:06] 仅供大家参考
[19:07] 这是我个人在盘面上
[19:08] 我虽然没做进出
[19:09] 可是我自己有兴趣的
[19:11] 几个产业
[19:12] 好 谢谢
[19:13] 我想
[19:14] 抱歉 我讲得有点
[19:17] 我讲得有点久
[19:18] 我有记笔记
[19:19] 其实我觉得
[19:23] 接下来如果说
[19:23] 还有再往下做修正
[19:25] 这个AI Server
[19:27] 零组件的部分
[19:28] 有一些是可以做留意
[19:29] 是
[19:30] 那么其实我们从
[19:32] 3231先来看好了
[19:34] 伪创
[19:34] 伪创他这一波的一个上涨
[19:37] 其实
[19:37] 有人认为说
[19:39] 就是他在美国
[19:40] 常要这个
[19:41] 这个正式的量产
[19:43] 动土
[19:44] 然后黄运勋有去做站台
[19:46] 对
[19:47] 可是他在这个新闻的
[19:49] 这个后半段有提到
[19:51] 他已经正式量产
[19:52] GP300的机板
[19:53] 我觉得这个是一个
[19:55] 很重要的讯号
[19:56] 因为他用这件事情
[19:58] 等于是跟大家来去做一个
[20:00] 澄清跟说明
[20:00] 就是基本上
[20:01] GB300的一个量产的时程
[20:05] 是有确定
[20:06] 然后也没有说
[20:07] 向大家延后
[20:08] 到这么夸张的一个地步
[20:10] 那你说延后
[20:12] 就我个人觉得
[20:13] 以我自己的侧面了解
[20:16] 就是他们在跟您组建的厂商
[20:18] 在bargain
[20:19] 在拔河
[20:21] 在拔河
[20:22] 就是你要涨价
[20:24] 那我就少拉一点货
[20:26] 所以就变成
[20:27] 你知道
[20:28] 這就是我在
[20:30] 其實在兩三個月前我有聊到
[20:32] 我那時候對記憶體這件事情一直一個問號
[20:34] 我的問號就是說
[20:36] 不是說記憶體不能漲價
[20:37] 我也知道去啊
[20:38] AI需要的用量大
[20:39] 然後連帶排擠到消費性的用品
[20:42] 可是大家能承擔的
[20:43] 可能AI毛利率很高70 80%的人還願意幫你買消費性電子真的是不銷了嘛对不对这中间他到最后他一定要有一个平衡点的不可能全世界人为了买零组件
[20:54] 之后就没利润做生意
[20:56] 这样消费者也吃不起啊
[20:58] 谁买
[20:58] 对啊
[20:59] 所以他现在就面临到这个瓶颈
[21:01] 这个事情从
[21:02] 我相信从去年第四季
[21:05] 就是鸿海那个时候
[21:06] 三绿三降那一次
[21:07] 大家就有在讨论
[21:08] 没有错
[21:09] 那时候其实就我的了解
[21:11] 其实很多的EMS厂
[21:13] 他们就在complain说
[21:15] 你通通都要我们来吸收
[21:17] 这样不行
[21:18] 所以后来才开始去做一些
[21:21] 就是架构上面的调整
[21:24] 架构上调整调到后来
[21:26] 其实大家都会比较观望一点
[21:29] 所以就会变成说
[21:31] 才会听到大家在讲说
[21:34] 好像进度延后
[21:35] 但其实我个人觉得
[21:37] 是在拔河的过程当中的一个过程
[21:41] 那从伟创
[21:43] 他这次GB300的这个基板出来
[21:46] 我相信其实对于他后面的这些
[21:48] 不管是LC L12相关的这些
[21:51] 所谓的代工的一个
[21:53] 这个业务上来讲
[21:55] 应该都会有正面的帮助
[21:56] 所以其实伟创在这个消息出来的情况之下
[22:00] 反而这个文影跟着大涨
[22:02] 然后其他的呢
[22:05] 像2317的这个鸿海跟2382的广达
[22:08] 是今天才涨
[22:10] 而且是今天的尾盤在這樣
[22:12] 拉尾
[22:13] 一開始有開高
[22:14] 鴻海一開始其實算開高
[22:16] 所以我覺得這部分
[22:18] 我覺得這個是一個
[22:19] 目前我側面觀察到的一個情況
[22:22] 那這些事情其實說實話
[22:26] 我們現在回頭去講
[22:27] 好像就有點這樣子的情況
[22:29] 就是那些零組件
[22:31] 包括像是散熱
[22:32] 或者是這個BBU
[22:37] 他們這些相關零組件
[22:39] 其實就是前陣子都已經修正很長一段時間
[22:41] 然後呢 奇鴻他的本益比
[22:43] 也從原本的50倍掉到這個40倍
[22:46] 然後3324的雙鴻
[22:49] 他本來 因為他在NVIDIA這塊基率比較少
[22:52] 所以本來股價就沒有特別的高
[22:53] 所以本益比相對比較低
[22:55] 然後其他的像是這個6805的富士達
[23:01] 他們的本益比現在也來到了
[23:03] 就是三字頭 三字頭的一個本益比
[23:05] 所以我覺得
[23:06] 如果说你问我现在
[23:08] 假设在电子族群里面
[23:10] 下一个要看什么
[23:11] 我会去特别观察到这些
[23:14] 本一笔已经做过修正的
[23:15] 这些的一个电子零组件
[23:17] 我觉得假设接下来
[23:19] 不管是GB300或者Vera Lubin
[23:21] 他们就是要出
[23:22] 其实我相信也没有其他的厂商
[23:25] 可以在短时间之内补上
[23:27] 他这样子的一个需求量
[23:29] 这样的产能
[23:30] 所以我会觉得说
[23:32] 我们就不妨来看看
[23:33] 这些已经拉回
[23:34] 做过修正的零组件的个股
[23:36] 以后哪一些的个股
[23:38] 其实已经来到相对比较低的本益比
[23:41] 例如说像是
[23:43] 刚刚已经提到那个散热
[23:45] 那像ASKY
[23:47] 自己的1300多块
[23:49] 掉到现在就剩
[23:50] 这一波最低890的4
[23:53] 我必须跟大家自首
[23:54] 就是我有跟大家讲ASKY
[23:55] 真的是搞得我
[23:56] 就是长期投资是得不到获利的
[23:59] 就是ASKY
[24:00] 然后所以在前一波
[24:01] 在整理股票的时候
[24:03] 我已经没有ASKY了
[24:05] 所以商老金
[24:07] 就是因为前一波
[24:07] 我整理了蛮多股票
[24:09] 所以我的那个
[24:09] 持股的库存里面
[24:11] 它就消失了
[24:12] 导致我会有失去
[24:13] 你知道盘感
[24:14] 因为如果你没有
[24:15] 特别去看它
[24:16] 它又没有跑在
[24:17] 什么排行榜上的时候
[24:18] 有时候就会忘记
[24:19] 它后来到底
[24:20] 长成是怎样
[24:21] 请问ASKY
[24:22] 现在长成怎样
[24:23] 现在
[24:24] 我放弃ASKY了
[24:26] Oh my god
[24:27] 它现在
[24:28] 是回到这个
[24:30] 年限之下
[24:31] 你知道我对他的妈妈
[24:32] 就是心谱
[24:33] 还比较有恒心
[24:35] 对
[24:35] 对
[24:37] 那ASKY现在回到年限附近
[24:40] 他回到年限
[24:41] 对年限以下
[24:42] 好的ASKY
[24:43] 然后
[24:44] 这个波段的高点是1555
[24:46] 现在其实监收盘是1020
[24:49] 是
[24:49] 所以等于是回到了这个
[24:51] 1000块钱的一个整数的保卫站
[24:54] 对
