[00:00] 欢迎收听赵华语古惑仔第1056集
[03:13] 所以中场我们是下跌了57点81点
[03:16] 下跌57点
[03:18] 那为什么体感温度好像还好呢
[03:20] 就是因为比较中小型的股票
[03:22] 其实今天盘面上非常热烈
[03:23] 尤其他们都还是热门题材股
[03:25] 好我们先请浩瑞哥讲一下
[03:27] 毕竟六日的时候
[03:28] 感觉上川普有点压不太下来
[03:31] 这一次的美伊战
[03:32] 然后油价也开始往上跑
[03:34] 那这个礼拜联准会
[03:35] 看来也就不可能有任何正面表列了
[03:38] 那为什么台股今天的表现
[03:40] 却是相对强势
[03:41] 韩股也强势
[03:42] 我觉得应该是经过
[03:44] 上个礼拜的震撼教育过后
[03:46] 所以我觉得市场
[03:47] 对于这种所谓的战争的阴霾
[03:49] 有慢慢淡化的迹象
[03:50] 不只台湾有这样的现象
[03:52] 其实刚刚赵伟提到的嘛
[03:53] 韩国股市看起来也摆脱
[03:55] 外资大幅度的卖超
[03:57] 大家担心能源的危机
[03:59] 其实目前在韩国股市的部分
[04:00] 也慢慢回到上升的轨道
[04:02] 那甚至大家可以看到
[04:03] 今天在美股的电子盘
[04:05] 从早上原本大家担心
[04:07] 礼拜六这个川普去轰炸伊朗的油
[04:10] 原油出口港
[04:11] 那大家原本担心
[04:12] 今天油价应该一开盘就往外喷出
[04:14] 就没想到今天早上
[04:16] 大概六点钟的时候
[04:17] 我有起来看一下盘
[04:18] 在美股的三大系列电子盘
[04:20] 开个小滴之后
[04:21] 马上翻红
[04:22] 那美股在布兰特原油跟希特勒州原油
[04:25] 早盘往上冲高之后
[04:27] 其实涨幅都不如大家想象的那么强
[04:29] 所以我觉得今天看起来就是市场
[04:31] 感觉上好像这一次的原油
[04:34] 对于美股的冲击
[04:35] 甚至说对于全球股市的冲击
[04:37] 已经开始慢慢在淡化了
[04:38] 所以我觉得接下来在这个礼拜的重点
[04:40] 应该是如果油价不要有那种
[04:43] 一天再涨个十几块美元的情况
[04:45] 那我觉得这个对于整个战争的风险
[04:48] 应该是会对于市场影响会慢慢的变小
[04:51] 所以可能在产业上
[04:53] 或说在个股上面
[04:54] 应该是这个礼拜
[04:55] 大家要关注的重点
[04:56] 所以你可以看到
[04:57] 今天其实我就大盘指数来看
[04:59] 并没有占到月线以上
[05:01] 所以你说大盘已经全面转强了吗
[05:03] 我觉得也还没
[05:04] 毕竟还要尊重要外资嘛
[05:06] 外资在这个三月份
[05:08] 卖超台股的金额
[05:09] 非常可观
[05:10] 5000亿以上
[05:11] 对
[05:11] 今天还没出来
[05:12] 可能今天也不见得是好的
[05:14] 今天应该是卖对
[05:15] 而且台币弱了
[05:16] 对台币好像创下今年的新低
[05:18] 台币已经破32块钱了
[05:20] 所以這個我覺得當然代表外資
[05:22] 對於台股還是站在靜脈房
[05:24] 那禮拜三也是台瓷結的結算
[05:26] 所以應該也不至於在這邊大幅度的拉高
[05:29] 那只是說在這樣的一個所謂的利空還市的環境當中
[05:33] 其實今天台股我覺得表現相當的亮眼
[05:35] 除了指數雖然說大盤沒有站到月線以上
[05:38] 但大家如果去看櫃買指數
[05:39] 櫃買指數今天收盤是創下今年新高
[05:42] 所以在大家如果還記得在上個禮拜一
[05:46] 台股盤中大跌2000點那一天
[05:48] 其实贵买指数领先大盘是回撤季线关卡
[05:51] 那反而这一波贵买指数率先来去挑战今年的高点
[05:56] 所以我觉得就是说应该是说在上个礼拜
[06:00] 所谓的油价尖头反转冲到120
[06:02] 然后后来回跌到大概80美元以下之后
[06:05] 看起来我觉得国内的资金
[06:07] 尤其是主力大户的资金
[06:08] 对于这种所谓战争风险反而占了比较积极的买方
[06:11] 所以我不敢说接下来这个地缘战争
[06:15] 就完全没有任何的这个风险存在
[06:17] 但最少就我们这个国内主力跟投信
[06:21] 跟一些大户的想法
[06:23] 他们还是在这边积极做一些
[06:24] 所谓资金的布局
[06:26] 所以我觉得在这个礼拜
[06:27] 当然我们会说
[06:28] 中东地缘风险
[06:30] 我也不认为现在就已经正式的
[06:32] 划下去点了
[06:33] 应该还会反反复复
[06:35] 但大家简单想一件事情
[06:36] 我觉得操作就是这样子
[06:38] 你一定会知道说
[06:40] 未来一定会有类似所谓灰犀牛的风险
[06:42] 甚至说油价三不五十给你爆充一下
[06:45] 然后市场就大跌一下
[06:47] 但是只要你确定一件事情
[06:49] 就是说这个油价的大涨
[06:52] 它没有造成长期上
[06:54] 大家对通膨的疑虑升温
[06:56] 那第二件事情
[06:57] 它没有造成流动性的风险
[06:59] 那你就把它视为短期的因素
[07:01] 那短期的因素
[07:03] 就会变成说
[07:03] 个人的风险承受度
[07:05] 那主力大户
[07:06] 目前看起来
[07:07] 他们的承受度很高
[07:08] 所以他们勇敢进场
[07:09] 那你会说
[07:10] 有些人我最近这几天
[07:12] 应该说今天
[07:12] 听到蛮多人是很饿完
[07:14] 就觉得说
[07:15] 有些人是上礼拜空手了
[07:17] 今天想要捡股票捡不到
[07:18] 那有些人是上礼拜被吓到了
[07:20] 股票卡在低点买不回来
[07:22] 这种可能也多
[07:23] 对那我觉得大家可能不要
[07:24] 自己自我责怪太神
[07:27] 因为这个行情
[07:28] 我觉得本来就没有人说的准
[07:30] 今天原本大家预期
[07:31] 今天应该是一个大场面
[07:32] 就没想到居然是这个风平浪静
[07:34] 真的那个股创造新高
[07:36] 但是还是要跟大家讲
[07:38] 就是说现在其实在这市场上
[07:40] 既然波动很大
[07:41] 你还是要考虑到你风险的承受度
[07:43] 如果你就是晚上会睡不着觉
[07:46] 礼拜二礼拜天
[07:47] 看到川普在那边发疯的时候
[07:49] 你溜溜会很紧张的人
[07:50] 那我觉得其实你降部位
[07:51] 不会是错啦
[07:52] 因为没有人知道
[07:53] 今天台股会这么强嘛
[07:54] 如果说你这个
[07:56] 没有降部位的
[07:57] 撑到现在
[07:58] 今天赚到钱了
[07:59] 很多来到新高的
[08:00] 你也不要觉得好像
[08:01] 遇到事情都不跑是对的
[08:03] 那我们就跟大家
[08:04] 从生活上来看
[08:06] 不晓得赵华
[08:07] 你遇到地震会不会跑
[08:08] 为什么今天林汉伟
[08:11] 突然转成心灵导师
[08:13] 还有主动问我
[08:15] 我地震还好
[08:16] 我昨天
[08:17] 其实昨天有地震啊
[08:18] 我昨天刚好去给人家
[08:20] 按摩的时候地震
[08:22] 所以你也跑不去拿
[08:23] 然后你就默默地问说
[08:24] 请问刚刚有地震吗
[08:25] 然后按摩师说
[08:26] 嗯对有地震
[08:27] 因为昨天我在的地方是13楼
[08:30] 那东森在19楼
[08:31] 对不对
[08:32] 那为什么我们对地震
[08:34] 比较处变不惊
[08:35] 因为我们新闻从业人员
[08:36] 有时候刚好是在播的时候
[08:38] 尤其那些Live播新闻的
[08:40] 地震来了
[08:40] 有一次地震真的超级大
[08:42] 对不起
[08:42] 我把林汉伟的话扯远了
[08:44] 地震大到我们12楼的
[08:46] 一个很漂亮的主播
[08:47] 他就没有办法离开那个位置
[08:48] 然后结果整个摄影机
[08:50] 已经被震到移开了
[08:51] 然后前面的那个主播台
[08:52] 也滑走了
[08:53] 他还坐在那里等地震停
[08:55] 然后全部就直播放松出去
[08:57] 那当然大家觉得
[08:58] 有人觉得他很敬业
[08:59] 可是有人也觉得说
[09:01] 这样很危险
[09:02] 应该要赶快跑
[09:02] 因为我们上面的灯
[09:03] 可能会掉下来
[09:04] 好 讲到这边
[09:05] 我觉得地震都会怕
[09:06] 但是我是属于地震第一时间
[09:09] 可能会想说
[09:10] 要不要发新闻
[09:11] 或者是
[09:11] 例如说我离门口近
[09:13] 我会先把门打开
[09:14] 免得门变形
[09:15] 讲完了
[09:16] 连这样都可以扯一堆
[09:18] 对
[09:19] 所以其实造法
[09:20] 就是比较处变不惊的
[09:21] 算了
[09:22] 对
[09:22] 因为心里面
[09:23] 应该有准备
[09:23] 就是说真的遇到了
[09:25] 好像跑也来不及
[09:25] 是救了我跑来不及
[09:27] 如果我在我家
[09:28] 就是赶快把猫
[09:29] 塞在笼子
[09:29] 看要不要提出去这样
[09:30] 对
[09:31] 其实这个
[09:32] 最近的市场
[09:33] 就跟这个状况一样
[09:34] 你真的遇到战争风险
[09:36] 有人选择跑
[09:37] 有人选择不跑
[09:38] 选择不跑的人
[09:39] 他就愿意承担风险
[09:40] 没错
[09:41] 真的崩盘了
[09:42] 他就忍耐
[09:42] 如果说你选择跑的人
[09:45] 也不算你错
[09:46] 因为像刚刚那个例子
[09:47] 我们讲过
[09:48] 台湾的这个主播都很敬业
[09:50] 基本上地震都没有在跑的
[09:51] 但我看过国外新闻
[09:52] 是真的灯有砸下来
[09:53] 然后就跑走了
[09:54] 对
[09:55] 然后那主播是伸手脚尖
[09:56] 闪过了
[09:57] 不然就是真的出现
[09:58] 那种见血的意外
[10:00] 我们比较奴
[10:01] 我们比较奴
[10:02] 对
[10:02] 真的我们比较奴
[10:04] 我们就是对地震
[10:05] 其实那个忍耐度是高的
[10:06] 对
[10:07] 台湾对地震的忍耐度是高的
[10:08] 尤其我朋友从花莲来
[10:10] 他说不要跟花莲人讲
[10:11] 现在是地震
[10:12] 他在台北这样跟我讲
[10:14] 对所以我觉得
[10:15] 这一次的行情当中
[10:17] 应该有很多人
[10:18] 也开始对战争的忍耐度变高了
[10:20] 所以我会从这个角度去讲
[10:22] 就是说其实真的你也不要说
[10:24] 好像我股票卖飞了
[10:26] 早知道当初不要卖就好了
[10:28] 那也不要觉得说
[10:29] 这次我什么都不卖
[10:30] 那下次同样的事情
[10:31] 同样做下去
[10:32] 也会赚到钱
[10:33] 其实我觉得都回归到
[10:35] 刚刚提到几个观察重点
[10:36] 油价有没有在100美元
[10:38] 维持一段时间
[10:39] 一般来讲
[10:40] 如果在4月的时候
[10:43] 布兰特元元跟希特勒之后
[10:44] 还是在100美元以上的话
[10:46] 我觉得一定会出事情
[10:47] 是啊
[10:48] 对
[10:48] 因为大家对于接下来
[10:50] 这个华许的一个降息
[10:52] 会有更悲观的一个看法
[10:54] 那通膨的数据
[10:55] 会反映在3月份跟4月份
[10:57] 所以这个川普的选情
[10:59] 会受到很大的压力
[11:00] 所以今天为什么
[11:01] 这个国际股市看起来
[11:02] 是有一点对油价的反应顿化
[11:04] 是因为大家觉得川普
[11:06] 它在这两个月半应该会有大动作
[11:08] 就不会让油价继续上涨
[11:09] 那我觉得这是其中之一
[11:11] 第二件事情你要看什么
[11:12] 看美股的BIS指数
[11:14] 那BIS指数你说现在已经回到
[11:16] 20以下安全区吗
[11:17] 也还没有
[11:18] 那所以为什么今天台股这么强
[11:20] 我觉得就是因为主力的资金
[11:22] 他们就真的比较不怕战争
[11:24] 所以在这边就做一些布局的动作
[11:27] 那去押宝什么
[11:28] 押宝明天的GT大会
[11:30] 所以很多相关的GT大会题材
[11:32] 是逆势往上走高
[11:33] 所以这里回归到就是说
[11:35] 你真的遇到战争风险
[11:37] 要跑不要跑
[11:38] 我觉得第一个取决于你的风险成熟度
[11:41] 第二个取决于你压的族群跟题材
[11:44] 是不是今年的趋势的股票
[11:46] 你看到今天盘面上很多股票创压率是新高
[11:49] 那他们都是要不就是社会涨价题材
[11:52] 要不然就是升级题材
[11:53] 要不然就是AI需求未来的想象空间
[11:56] 所以这些股票在经过两个礼拜
[11:59] 从二八打到现在
[12:00] 油价暴冲又暴跌之后他们股价又回到率是新高甚至很多你会发现到一回头去看原来上个礼拜是他们的波段低点比方说今天两档COWAS的股票
[12:11] 一个是红硕
[12:13] 一个是军华
[12:14] 红硕创历史新高回来了耶
[12:16] 那时候跌破1000块
[12:18] 甚至好像到900 800
[12:20] 好多人在哀嚎说怎么了
[12:21] 结果就是订单满手的公司
[12:24] 真的在设备股上就体现会回来
[12:27] 这件事真的好猛
[12:28] 军华也是快要创新高了
[12:30] 对啊
[12:30] 所以我觉得其实你从这样的角度
[12:32] 可以看到就是说
[12:33] 在我们大家觉得很害怕的时候
[12:36] 真的有人经常去减便宜啦
[12:37] 那他们减便宜的标的就很简单
[12:40] 像刚刚提到台积电供应链嘛
[12:41] 因为他们实际上你会算的法人报告
[12:45] 你有在看就会知道说
[12:46] 这些公司你捡起来是安心的
[12:48] 因为他们今年都收到资本支出
[12:50] 那大家也知道说
[12:51] 整个所谓先进制程
[12:52] COAS的一个缺货状况
[12:54] 对设备厂来讲也会加速出货
[12:56] 那美国建厂
[12:57] 日本建厂
[12:58] 德国建厂
[12:59] 这些我觉得实际上的营收
[13:01] 换算出来之后
[13:02] 很多人会算出来
[13:03] 这个价格已经到了一个
[13:05] 被低估的时候
[13:06] 他们就勇敢进场
[13:07] 那你今天能够往上冲高
[13:09] 也代表说
[13:10] 这个资金很明显的方向是
[13:12] 强横强的态势
[13:14] 所以这些强势创高
[13:16] 冒出头的股票
[13:17] 又反而吸引到更多的资金
[13:19] 像刚刚跟赵华有聊到
[13:20] 主动型的ETF
[13:21] 待会再聊
[13:22] 但是他们都会去追这种
[13:24] 突破性的强势的股票
[13:26] 所以你从这个角度来看的话
[13:28] 也会跟大家讲
[13:29] 如果你说接下来真的在遇到
[13:31] 战争黑天鹅啊
[13:32] 油价冲高啊
[13:33] 通膨的问题
[13:34] 我觉得大家要养成一个习惯
[13:36] 如果你手上股票
[13:37] 你真的认同它的产业趋势没有改变的话
[13:40] 你就是原地蹲下
[13:42] 找一个安全的避风港
[13:44] 那甚至说像鸵鸟一样
[13:46] 就抱着头不要看盘就好了
[13:48] 那过一段时间行情就回来
[13:50] 股价回到高点
[13:51] 那反过来其实也不是所有股票都可以这样抱
[13:54] 因为如果真的有受到冲击
[13:56] 本身它的趋势又没有那么强
[13:58] 产业的方向也不明确的话
[13:59] 我觉得这些股票
[14:00] 其实你该砍还是要砍
[14:02] 所以我觉得其实现在
[14:03] 对大家来讲
[14:05] 因为事情也慢慢过去
[14:07] 那个最大冲击波了
[14:08] 所以我觉得在接下来的盘式
[14:10] 应该就会开始回到
[14:12] 所谓产业跟个股的表现
[14:13] 那这段时间
[14:14] 不是给大家去追股票的
[14:16] 而是说这段时间里面
[14:18] 你就要去检视一下
[14:19] 你手上股票有没有比大盘强
[14:20] 没错
[14:21] 对
[14:21] 然后再来它趋势
[14:23] 你从财报去检视
[14:24] 财报不管是去年年报
[14:26] 今年的一二月的营收
[14:28] 甚至说接下来公布的三月份营收
[14:30] 有没有合乎你的预期
[14:31] 如果真的没有合乎你预期
[14:33] 那你这一次只是因为
[14:35] 感觉市场气氛不错
[14:37] 然后资金好像没有跑
[14:38] 你的股价没有赔到的话
[14:40] 我觉得你还是要做一些适度的调整
[14:42] 因为我们不知道说
[14:43] 接下来行情会怎么变化
[14:45] 也跟大家分享一下
[14:46] 因为大家一定很想要知道说
[14:47] 那油价接下来怎么看
[14:49] 然后中东地缘真的怎么看
[14:51] 那因为以前是做期货的
[14:52] 我们以前长期做期货的时候
[14:55] 我们讲外盘期货商品
[14:57] 就是国外期货商品
[14:58] 我们有三种商品是比较不碰的
[15:00] 一个叫原油
[15:01] 一个叫天然气
[15:02] 一个叫英镑
[15:03] 因为这三种商品当中
[15:05] 都有非常多的这种专业交易员在里面
[15:08] 英镑哪里得罪你了
[15:09] 因为你要知道
[15:11] 英镑是以前过去全球最大的外汇交易所
[15:14] 所以里面的一些外汇交易员
[15:16] 都是非常厉害的
[15:18] 所以你所知道的消息
[15:20] 他们都有低手
[15:21] 所以就跟台湾主力股南座一样
[15:23] 所以我说你现在去判断原油
[15:26] 判断天然气未来走势
[15:27] 我觉得难度很高
[15:29] 那你尽量就是说
[15:30] 你不要因为
[15:31] 这个你没有办法判断的商品
[15:33] 而去改变你的投资的决策
[15:35] 我觉得这个是现在
[15:36] 应该很重要的观察重点
[15:38] 今天完全心理导师
[15:40] 我必须讲
[15:42] 这一波我对台股相较之下
[15:44] 其实汉文也是
[15:45] 我们其实都没有非常悲观
[15:47] 尤其是在大跌的时候
[15:48] 我们是会比较站在说
[15:50] 因为景气没有衰退
[15:51] 所以是多头的回挡
[15:53] 但我们一方面也知道什么是呢
[15:56] 就是所谓的
[15:57] 不管是灰犀牛也好
[15:58] 黑天鹅也好
[15:59] 它有可能随时会飞出来
[16:01] 那就会颠覆我们两个想的
[16:03] 现在是一个景气上行中的
[16:05] 多头回荡而已这件事
[16:06] 所以才会
[16:08] 一定也不能说精神分裂
[16:09] 在股票市场就这样
[16:10] 因为我们都希望
[16:11] 可以走得比较长远
[16:12] 所以一方面
[16:14] 不希望给大家太恐慌
[16:15] 太悲观的资讯
[16:17] 因为目前我们拿到的总经数据
[16:19] 都还是一个往上的状态
[16:20] 我们也讲台湾才开出
[16:21] 第二个是分数向上的红灯
[16:24] 而且因为这一次中东战争
[16:26] 它毕竟还是牵扯到
[16:28] 所谓的地缘政治风险
[16:30] 地缘政治风险
[16:31] 造成景气大衰退的例子比较少
[16:34] 当然俄乌战因为一直打下去
[16:36] 当时确实也加上了
[16:38] 所谓的半导体库存
[16:39] 在非常的史上高档
[16:41] 所以两件事情加在一起
[16:43] 才爆发了一个
[16:44] 2022年的空头走势
[16:45] 可是目前以AI的资本支出
[16:48] 跟AI的财报来看
[16:49] 不然设备股就不会长成这样了
[16:51] 讲白一点
[16:52] 他们都拿到钱了
[16:53] 所以他们都有好光景
[16:55] 而且这个好光景
[16:56] 很多人说可能到
[16:57] 我们不要说2029
[16:58] 有人说他接单叫到2029
[17:00] 到2027好不好
[17:01] 就到明年全年
[17:03] 手上现在跟台电合作紧密的厂商
[17:05] 我想订单都是满的
[17:07] 所以在这样的前提下
[17:09] 我们才会去定义
[17:10] 景气目前没有看到问题
[17:11] 但是真的是but
[17:13] 如果这个油价的问题
[17:15] 在百元附近持续了
[17:17] 比预期久的时间
[17:18] 例如可能一整季
[17:20] 甚至半年的话
[17:22] 他绝对对景气有杀伤力
[17:24] 我们还是主演在景气的杀伤力
[17:27] 对不对
[17:27] 景气的杀伤力
[17:28] 那他就会变成通膨
[17:30] 大家不想消费
[17:31] 那没有降息
[17:32] 市场上热钱可能会比较冻结
[17:34] 加上难免你会觉得
[17:36] AI股涨得比较多
[17:37] 虽然现在美股是修正了
[17:39] 但还要记得另外一个风险
[17:41] 就是台美股之间的差距
[17:43] 还是非常大
[17:44] 美股在年线
[17:45] 我们连季线都没有到
[17:47] 就在这儿一直涨周小型股
[17:49] 那我们如果比较幸运的话
[17:51] 就是美股回神
[17:52] 那大家就平衡点就来了
[17:54] 就没有什么大问题
[17:55] 就是怕美股一直在低挡
[17:57] 到最后我们自己也难独善其身
[17:59] 或者说GTC完了
[18:01] 觉得好像汇达讲的也还好
[18:03] 利多出镜
[18:04] 这些都是有可能发生的
[18:06] 但是如果就今天的盘面上来看
[18:08] 你会发现那次大户主力
[18:10] 真的是蛮积极的
[18:11] 没有在怕的
[18:12] 所以变成是
[18:13] 如果您手上是弱势股
[18:15] 跟题材完全沾不到边的
[18:17] 你会如果在这一波里面
[18:19] 觉得很错愕
[18:20] 很失望
[18:20] 好像永远都不会
[18:21] 涨到我的股票
[18:22] 那你可能就要
[18:23] 着量的去调整到
[18:25] 比较强势的族群
[18:26] 因为像刚刚
[18:28] 录音前
[18:28] 汉我就问我说
[18:29] 你今天紧缩创新高
[18:31] 我说我不知道
[18:31] 为什么不知道
[18:32] 它离成本太远
[18:34] 你知道吗
[18:35] 我们之前不是在
[18:36] 紧缩一百多块的时候
[18:37] 我还有提到说
[18:38] 有点想卖掉
[18:39] 又怕卖肥
[18:39] 后来是婉婷说
[18:40] 这个载板元年
[18:42] 可是因为那时候
[18:43] 因为我的成本在一百零几
[18:44] 那一百零几到一百
[18:47] 可能两百中间
[18:48] 你觉得我没有卖
[18:48] 就很可惜
[18:49] 可是如果说一百零几到
[18:50] 三百多
[18:51] 你就觉得
[18:52] 就算吃一根蝶蜜饭又怎样
[18:54] 反正现在势头超强
[18:56] 因为就算锦硕没有那么强
[18:57] 因为锦硕有一些BT
[18:59] 是比较没有涨价题材的
[19:00] 可是星星跟南电都在猛涨
[19:02] 那你觉得锦硕会很差吗
[19:04] 我觉得也不会
[19:05] 因为他现在没有被关
[19:06] 对
[19:06] 然后还有像上礼拜
[19:08] 有跟大家提到
[19:09] 我也在看广通讯
[19:11] 哇 今天还是超强
[19:12] 我也必须摸摸鼻子说
[19:13] 真的超强
[19:14] 我本来以为大家
[19:15] 这个被博通一甩
[19:16] 可以回到季线
[19:17] 就全部有接近季限的
[19:19] 只有光盛
[19:20] 那光盛今天也算强涨
[19:22] 但是你看
[19:23] 波罗威也要一千块钱了
[19:25] 真的是很扯
[19:26] 那这样的话
[19:27] 我也只能摸摸鼻子
[19:28] 就算我再怎么喜欢这个领域
[19:30] 那这一波
[19:31] 他就没有甩到我要的价位
[19:32] 可是后面会不会有
[19:34] 我不知道哦
[19:34] 因为这一波
[19:35] 其实光盛在回的时候
[19:36] 也很凶哦
[19:37] 所以我跟汉伟都会有
[19:39] 自己觉得对的
[19:41] 自己喜欢的
[19:42] 然后知道强很强的
[19:43] 但是我们背后还是会
[19:45] 为什么刚刚汉伟说
[19:46] 你卖飞你也不要觉得不对
[19:48] 你降持股也不要觉得不对
[19:50] 因为最近就是波动大变数多
[19:53] 对
[19:53] 可是如果像
[19:55] 我们刚刚讲的订单满手的设备
[19:57] 其实在他有一段时间
[19:58] 比较弱势的时候
[19:59] 我觉得那个时候才比较符合说
[20:01] 你可以用比较看高做低
[20:03] 或第一位阶去买
[20:04] 潜力股的角度去
[20:05] 还有散热也曾经发生过
[20:07] 所以我觉得至少是
[20:08] 如果你现在低持股
[20:10] 那接下来大盘
[20:11] 我觉得真的你说直接创高
[20:14] 我觉得这个几率还是蛮低的
[20:15] 他一定会再甩
[20:16] 在甩下来的过程中
[20:18] 你就应该去布局一点
[20:20] 是强势族群
[20:22] 但强势回档的股票
[20:24] 对啊
[20:25] 所以我觉得就回归到产业嘛
[20:27] 你看今年的主流产业
[20:28] 真的都不会太让这个投资人失望
[20:32] 就算我很害怕记忆体
[20:34] 但记忆体今天还是非常的强
[20:35] 对很流创新高嘛
[20:36] 所以就像今年主流产业
[20:37] 其实你随便一抓大概就几个嘛
[20:39] 第一个就是所谓的PCB族群
[20:42] 那PCB族群今天但台光电比较弱
[20:45] 比较弱
[20:46] 那甚至说德宏公布去年字节
[20:48] 直接杀了一根铁铁板
[20:49] 而且还说到Q部可能没那么快
[20:51] 对但是你看到什么金箱店啊
[20:53] 然后今天什么男子店啊
[20:55] 那电影头控上礼拜创高今天拉回来
[20:58] 所以整个族群我觉得还是成为多方的轮动
[21:00] 因为毕竟大盘现在才7000多亿的成交量嘛
[21:03] 所以他会呈现所谓的强势族群当中
[21:05] 可能在这些轮动的族群
[21:07] 那西光子但不用说从大概1月份开始
[21:10] 很多到现在是翻了一倍以上
[21:12] 那当然还是要跟大家讲
[21:14] 就是说今天是所谓的光通运大会
[21:16] 那明天凌晨两点
[21:18] 又是所谓的黄仁勋的GTC大会
[21:20] 有一条西光子
[21:22] 所以大家明后天的重点是在于说
[21:24] 利多消息出来
[21:26] 股价还有没有这么强
[21:27] 因为今天博洛威是初观
[21:29] 所以初观第一天拉涨停
[21:30] 我觉得合理啦
[21:32] 对光盛还要四天
[21:33] 今天给我涨了
[21:35] 我那天啊那天骨科来
[21:37] 他就说你那么喜欢光盛
[21:39] 你就快接近季限怎么不买
[21:40] 我就二十分钟分盘
[21:42] 他就用很鄙夷的眼神
[21:43] 看完以后不是比一
[21:45] 他们说这圈钱的事啊
[21:47] 我说对啦
[21:47] 其实你真的想买的时候
[21:49] 圈钱没那么复杂
[21:50] 因为现在APP可以圈钱
[21:52] 然后你真的想买的时候
[21:53] 20分钟分盘
[21:54] 也不是那么的阻挠你
[21:56] 可是我觉得
[21:56] 只是我就觉得
[21:58] 好啦
[21:59] 所以没有错
[22:01] 他那比一的眼神是对的
[22:03] 对因为理论上来讲
[22:05] 赵华如果没有买到
[22:06] 100张200张的话
[22:08] 没有啦
[22:08] 胡说八道
[22:09] 但是我买过20分钟分盘
[22:10] 所以真的想买
[22:11] 没有那么困难
[22:12] 对啦
[22:13] 真的
[22:13] 眼睛一闢就买下去了
[22:15] 对啦
[22:15] 对但没有关系嘛
[22:17] 反正我觉得其实都还
[22:18] 还是有机会嘛
[22:20] 反正矽光子
[22:20] 其实今年的大题材
[22:22] 我觉得其实都会轮动
[22:23] 你会发现到矽光子股票
[22:24] 真的就是越来越强
[22:25] 之前光盛一个人在1000块
