[00:00] 歡迎收聽趙華與古惑仔第1029集
[07:38] 所以表示連原本的三雄以外的小貓
[07:42] 真頂今天都拉長停
[07:43] 就告訴你當年的那個面板的
[07:46] 雙虎跟小貓的故事又出來了
[07:49] 那就告訴你說
[07:50] 其實這個地方
[07:51] 其實Apple在要產能表示什麼
[07:53] 表示產能真的非常的緊
[07:54] 而且再來是我認為
[07:56] 我個人我在觀察
[07:58] 因為之前的錦碩
[07:59] 我之前有推過他
[08:01] 我說他正在
[08:02] 揮達認證B300跟盧賓
[08:05] 那他最近這麼的強
[08:07] 是不是代表說
[08:07] 他這邊的進度
[08:09] 其實已經是超越市場的預期
[08:11] 對
[08:12] 所以才會造成他壓不住
[08:14] 如果他正常沒有什麼story
[08:16] 正常他就被押注
[08:16] 因為有麥老古論新股
[08:18] 這個故事在這裡
[08:19] 可是就沒有押注
[08:21] 其實上禮拜
[08:22] 我就想要講ABF
[08:23] 可是上禮拜因為我們
[08:24] 太多人了
[08:25] 而且我們太多的高手
[08:27] 所以我後來選擇講記憶體因為那時候記憶體也是記憶體也很猛對也是很需要解釋所以那時候趙老師想說凱哥哥你每次來都很多的工作要做因為你要解釋很多東西對可是你看像今天那個
[08:39] ABF裡面的裝置廠廣
[08:42] 他早盤是幾乎快跌停
[08:44] 尾盤居然又漲了6%
[08:45] 他新貨的牌股難免震到大小
[08:47] 對尾盤又漲了6%
[08:48] 所以很多朋友想說
[08:49] 凱哥這種股票我也抱不住
[08:51] 因為這個心臟要很大顆
[08:53] 我的心臟實在沒有那麼大顆
[08:54] 但是告訴你其實目前看起來
[08:56] ABF的狀況有點像HBM
[08:59] 為什麼
[09:00] 因為你看
[09:00] 臺灣其實沒有做HBM的
[09:02] 臺灣就做DDR
[09:03] 做Flash
[09:04] 他們都是做人家剩餘不要的這一塊
[09:08] 然後好起來
[09:09] 可是我們的ABF是扎扎實實
[09:11] 是NVIDIA就要用的東西
[09:13] 所以它的位階等同是HBM的位階
[09:17] 好那我們之前講過
[09:18] 載板的良率非常的低
[09:20] 就是做出來的大概就只能做出一半
[09:22] 就是你100%的投入就50%出來
[09:25] 所以看起來
[09:26] 載板這個擴充的計劃
[09:28] 看起來不會是隻有一年
[09:29] 不會是一年
[09:30] 而且搞不好是連續兩三年
[09:32] 都要持續的做擴充產能的動作
[09:34] 因為你的產助你就是被打折
[09:36] 而且也不是這麼好
[09:38] 容易大筆資金投入
[09:40] 因為你這個廠
[09:41] 基本上都要投入很多資金
[09:42] 所以你看今天事情
[09:44] 是新興率先拉漲停
[09:45] 然後接著是錦碩拉漲停
[09:47] 那真理是因為他之前就很弱
[09:50] 所以他今天也拉漲停
[09:51] 連南電這種被分盤的
[09:53] 都還拉紅
[09:54] 都還漲了四五趴
[09:56] 五趴左右
[09:57] 所以告訴你說
[09:58] 其實ABF這個故事
[10:00] 看起來沒結束
[10:01] 就是說如果你今天
[10:03] 在操作上面
[10:03] 像剛剛趙婉在講說
[10:05] 這個改衣服老闆娘
[10:07] 覺得她男女合
[10:07] 可能可以賣了
[10:08] 我等一下跟你們講這個故事
[10:09] 她可能就可以考慮說
[10:11] 觀眾沒有聽到
[10:12] 我們剛剛事前討論的
[10:13] 我等一下講
[10:14] 她就可以考慮去
[10:16] 放到ABF這一塊
[10:18] 因為我覺得看起來
[10:19] 我之前講過
[10:20] 我記得有一次
[10:21] 我來錄影的時候
[10:21] 然後我就
[10:22] 我說今天來不及講
[10:24] 我說今年搞不好是ABF的元年
[10:26] 它才剛開始而已
[10:27] 而且我覺得這個故事可能很精彩
[10:30] 所以我們先回應到這個部分
[10:32] 剛才講老闆娘
[10:34] 因為剛好這幾天
[10:35] 大家應該聽我的project可以發現
[10:38] 我有在努力的解決
[10:39] 最近很多人傳私訊給我
[10:41] 然後直接問標的
[10:42] 或者是對於這個盤
[10:44] 我可以感受到
[10:44] 大家會覺得手上沒有標股的一個壓力
[10:47] 所以一直在不停的囉嗦
[10:50] 我就說大家還是要把平常自己習慣的配置先做好
[10:54] 那我覺得其實像我們這個免費的Pocket頻道
[10:57] 凱哥也都不藏私
[10:58] 所有的達人都會跟大家講
[11:00] 這個東西有沒有
[11:01] 像記憶體凱哥一直說有
[11:03] 可是也一直告訴大家
[11:04] 那就要看你的心臟大部大科
[11:06] 趨勢迴圈還沒有走完
[11:09] 那剛剛還特別講到一個重點
[11:11] 這次是HBM排擠到DDR4 DDR5
[11:14] 再排擠到Fresh
[11:16] 所以他有一個排擠的順序
[11:18] 當然現在很多事情
[11:19] 我們昨天漢為來講
[11:20] 也說不要較真
[11:22] 什麼叫不要較真
[11:22] 很多人會說
[11:23] 現在缺的其實是HBN
[11:25] 它只是一個排擠效應
[11:26] 臺廠吃人家不要的
[11:28] 就可以一直漲
[11:28] 對
[11:29] 市場就是高
[11:30] 所以你一直漲
[11:31] 對
[11:32] 報價也是漲
[11:33] 但凱哥至少提供了一個方向
[11:35] 例如說有人會看
[11:36] 有人會看說
[11:37] 現在已經從DDR4
[11:38] 漲到DDR3
[11:39] 如果這個蔓延下去
[11:42] 第一個當然是看
[11:43] DDR4什麼時候
[11:44] 可能沒漲那麼多
[11:45] 再來凱哥認為
[11:46] 如果Fresh也開始不漲了
[11:47] 它就已經從尾端推回去
[11:49] 需求是排擠地鹽的尾端推回去
[11:52] 這些都是一些觀察指標
[11:54] 但現在風頭上就不要太較真
[11:56] 這個是確實的
[11:57] 那我要講的是
[11:58] 後來我有發一篇文章說
[12:00] 大家真的要去思考你自己擅長的配置
[12:03] 和你自己現在在個股
[12:04] 你只要選產業是熱門的
[12:07] 你蹲點都會蹲到
[12:08] 你昨天敢去買ABF載板的
[12:11] 你今天就可以賺到
[12:12] 當然不是說馬上每一檔都這樣
[12:14] 可是現在的風確實是這樣吹
[12:16] 那剛才他講到這個改衣服的老闆娘
[12:18] 不曉得大家知不知道
[12:19] 其實我今天去找他改衣服
[12:21] 我就可以感受到
[12:22] 一個有趣的事
[12:23] 他後來變得很follow
[12:24] 我所有的頻道
[12:25] 那他也只是一般
[12:26] 他也不是什麼
[12:28] 產業研究高手
[12:29] 可他看到我就非常高興的說
[12:31] 我最近記憶體
[12:32] 就做兩隻跑來跑去
[12:34] 好開心
[12:35] 我跟你講
[12:37] 我跟所有的聽眾講
[12:38] 我聽了我也好開心
[12:39] 因為他就是沒有想太多
[12:41] 他就是會覺得說
[12:42] 我也不需要你幫我背書
[12:44] 說這檔能不能買
[12:45] 傳私訊問我說
[12:46] 這檔能不能買
[12:47] 他也沒有
[12:48] 他就是聽我的節目
[12:49] 他就覺得說
[12:50] 好你們說有嘛
[12:51] 那我試試看
[12:51] 剛好可能他的手氣真的順
[12:53] 他可能買了真的就是漲
[12:54] 他說我兩檔
[12:55] 南亞科跟利基店
[12:57] 跑來跑去
[12:57] 跑來跑去
[12:58] 然後過一會兒
[12:59] 他就開始看著他的APP說
[13:00] 南亞科漲停了
[13:02] 李小姐你覺得
[13:02] 我要不要賣一趟
[13:03] 我說你今天賣
[13:04] 可能會後悔
[13:05] 我說因為你現在是
[13:06] 已經在車上了嘛
[13:08] 那今天又漲停
[13:08] 我說不妨你就參考
[13:10] 因為他之前還教我
[13:11] 他說他有一檔散熱賣
[13:12] 在破五日均線的時候賣掉
[13:14] 我說那不然就破均線
[13:16] 或者是你自己思考
[13:17] 要過年了嗎
[13:18] 對啊你生意又那麼好
[13:19] 你是不是要收一點錢
[13:20] 或是怎麼樣的
[13:21] 那看看你怎麼想這樣子
[13:23] 他說那我就不用賣
[13:24] 因為今天看起來
[13:25] 他沒有漲停沒有開啟
[13:27] 所以我就覺得
[13:27] 他用一些很簡單的邏輯
[13:30] 挑他喜歡的產業
[13:31] 那剛好當然
[13:32] 他的運可能也是很適合
[13:33] 你看起來沒有怕
[13:34] 是好開心這樣子
[13:35] 所以我也是覺得
[13:37] 如果大家聽了我們講那麼多
[13:39] 有一套簡單的邏輯
[13:40] 其實就可以了
[13:42] 就夠用了
[13:42] 因為現在就是多頭市場
[13:43] 那當然今天的震盪
[13:45] 我覺得很難啦
[13:46] 像昨天我自己也面臨到
[13:48] 我有緊縮
[13:48] 大家都知道嘛
[13:49] 我昨天其實也面臨到
[13:50] 是不是真的沒啦
[13:52] 是不是
[13:52] 雖然呢
[13:53] 婉婷告訴我
[13:55] 2026年只是載板的元年
[13:58] ABF的元年
[13:59] 而且還是元年的第一個月
[14:01] 不用急
[14:01] 凱哥剛剛也講了
[14:03] 這個story可能很精彩
[14:04] 可是當你看到它震盪很大的時候
[14:07] 你心裡面還是會有點懷疑
[14:08] 可是它漲很多了
[14:10] 那就只好再忍耐一下
[14:11] 也沒想到今天又漲停了
[14:13] 但是但是我必須說
[14:15] 我可以去忍耐
[14:16] 是因為我建立部位的
[14:17] 建立部位的價格很低
[14:19] 如果我今天剛好是建在前幾天
[14:22] 可能2002 230
[14:23] 我一定受不了
[14:24] 就一定把它砍掉
[14:25] 對
[14:26] 所以我覺得大家還是要去思考說
[14:28] 像我就不是屬於
[14:29] 剛剛講的那個
[14:30] 改衣服的那個太太
[14:32] 她好厲害
[14:33] 我就是屬於這種
[14:34] 我必須很久
[14:36] 然後希望可以買在便宜價格的人
[14:37] 提供給大家做參考
[14:39] 每個人個性真的不一樣
[14:41] 對
[14:41] 其實操作上你要分
[14:42] 就是說你是研究員型
[14:44] 還是教育員型的
[14:45] 教育員型的就是很敢追
[14:46] 但是他們也很敢砍
[14:48] 可是如果我們不是教育員型的
[14:49] 是研究員型的
[14:50] 基本上就屬於蹲點型的
[14:52] 那蹲點型來講
[14:52] 比如說像今天來講
[14:53] 像這個低軌道衛星就已經在休息
[14:56] 或者是像今天的特斯拉幹領軌也在休息
[14:59] 因為昨天特斯拉說
[15:00] 它的這個好像要做一部分的產能的調整
[15:03] 它要跑去機器人
[15:04] 但今天機器人表現還行
[15:06] 但是其實我覺得
[15:07] 其實我之前有講過
[15:09] 就是特斯拉在中國市場
[15:10] 有點賣不太動
[15:12] 所以他們未來要把他的製造移回美國
[15:14] 那臺灣的這個供應鏈
[15:16] 本來就不是交中國的市場
[15:18] 他們本來就是相對來講
[15:19] 在中國市場是比較吃虧的
[15:20] 所以當他移回美國去
[15:22] 其實反而是一個利多
[15:23] 所以我們覺得
[15:24] 大家我之前常常講
[15:25] 以剩就很明顯
[15:26] 他今天盤中一糾快跌到六七趴
[15:28] 可是最後收盤只跌兩三趴
[15:30] 告訴你們
[15:30] 他其實利空在洗禮
[15:32] 因為我說基本上他移回美國
[15:34] 對他反而是有利的
[15:35] 有利的
[15:36] 一樣在低軌道衛星
[15:37] 其實今天也在整理
[15:38] 但是我覺得
[15:39] 整理反而是一個很好的買點
[15:41] 例如說你看華通或者是我們講就是跟末班車的要滑
[15:47] 或者是像啟基
[15:49] 那你看這幾天華通在整理的時候
[15:51] 其實啟基就逆勢而上
[15:52] 因為它確實就是有低軌道衛星的這個市場
[15:55] 就逆勢而上
[15:57] 所以這個地方其實就適合你去做蹲點的動作
[16:00] 因為既然低軌道衛星是趨勢
[16:02] 它就不會只是漲一兩天
[16:04] 它只是可能就是稍微一點整理
[16:07] 可能繼續往上走
[16:08] 那當然你會覺得說
[16:08] 華通好像統一的主動型基金在調解
[16:13] 那當然他也漲多了
[16:15] 你也不能叫人家都不要賣
[16:17] 對不對
[16:18] 人家是賺很大
[16:19] 那賣一點也無妨對不對
[16:21] 所以你基本上就是
[16:23] 你要選擇端點股票一定是什麼
[16:24] 題材有在
[16:26] 然後再來就是有法人剛好幫你把它賣下來
[16:28] 那我們剛剛照法講說
[16:30] 我們這個修補的阿姨就說
[16:33] 可以站上五日線
[16:34] 用五日線來參考
[16:35] 對 他說破五日線你知道他是哪一檔嗎
[16:37] 我有小巨頭麥克
[16:38] 他有一天破如現在把它賣掉
[16:40] 但他還滿意
[16:41] 他覺得賺很多
[16:42] 對
[16:42] 其實我那時候講說
[16:44] 麥克
[16:45] 因為我有朋友問我麥克
[16:46] 他應該有聽你講
[16:47] 對
[16:48] 他就說
[16:48] 這個麥克跟元泰到底怎麼樣
[16:50] 我想說元泰可能比較好一點
[16:52] 後來元泰就蹦蹦蹦
[16:54] 又漲到700多塊800
[16:55] 那我也覺得差不多了
[16:57] 所以我就覺得
[16:57] 也可以下車
[16:58] 那我跟我
[16:59] 我們家的哥哥講說
[17:00] 你的元泰應該差不多了吧漲到這邊他就說他賣了我說那你去買什麼他說他那一樣庸制也很嗆這幾天的探針卡其實都很整齊的往上可是今天都有壓回
[17:11] 可是今天探針卡里面的庸制
[17:13] 就逆勢拉漲停
[17:14] 那逆勢拉漲停
[17:15] 其實就是在於說
[17:16] 大家在
[17:17] 其實現在有點目光
[17:18] 都在看聯發科
[17:19] 就是聯發科在
[17:20] Google的這個ASIC上面
[17:22] 到底的進度怎麼樣
[17:23] 那目前看起來
[17:25] 他在ASIC的這一塊
[17:26] 應該我講過
[17:27] 大概年後
[17:28] 應該就會比較
[17:29] 具體會有個成果出來
[17:31] 那目前來講就聯發科
[17:32] 因為聯發科過去的探針
[17:34] 就一直是庸智
[17:35] 那有沒有可能有個第二個供應商
[17:38] 例如說像金測
[17:40] 或者像影威進來
[17:42] 這個我都不好講
[17:43] 因為其實這是屬於商業機密
[17:45] 這個我們不知道
[17:45] 但是我在猜就是
[17:47] 以過去庸智跟聯發科的合作
[17:49] 他不太可能換人
[17:51] 為什麼
[17:52] 因為老實講
[17:53] 這時候庸智是最閒的探針
[17:55] 因為其他人都擠去AI了
[17:56] 都擠去NVIDIA的陣營裡面
[17:58] 就好像我們剛才講
[17:59] 新興跟3189的錦碩
[18:02] 他們現在都是NVIDIA的陣營裡面
[18:04] 所以南電或者像真理
[18:06] 他們是Apple陣營
[18:07] 他們就相對受惠
[18:08] 一樣今天聯發科要開一個ASIC出來
[18:10] 他需要探針
[18:11] 他要去找目前還沒有擠進
[18:13] NVIDIA陣營裡面的擁摯
[18:15] 但是我說擁摯其實後世還很可期
[18:18] 為什麼
[18:19] 因為今天特斯拉已經講了
[18:20] 未來他們要著重在機器人上面
[18:23] 那你知道NVIDIA的機器人晶片
[18:25] 就是誰在做探針的
[18:26] 就是擁摯
[18:27] 所以擁摯等於是
[18:29] 同時兩線就點火
[18:30] 再加上他本益比就很低
[18:31] 他本來就只有
[18:32] 二十幾倍的本益比
[18:33] 對比其他的
[18:34] 都已經五六十倍的本益比
[18:36] 他真的是太便宜了
[18:38] 太便宜了
[18:38] 就是說他姑且
[18:39] 不論說他會大成長
[18:41] 基本上他回到
[18:42] 跟他同業一樣的本益比
[18:43] 基本上這股價就應該要漲
[18:45] 應該要漲
[18:46] 所以我說
[18:47] 其實不是沒有蹲點的股票
[18:49] 如果早些我們在講的時候
[18:50] 你就去蹲點擁摯
[18:53] 其實你現在也可以賺到錢
[18:54] 一樣我們現在講
[18:55] 華通還不是很強的時候
[18:57] 你就回來蹲點滑通
[18:59] 我覺得你也可以賺到錢
[19:00] 所以其實造華的操作邏輯
[19:03] 其實很簡單
[19:05] 就是很多答案都會來這邊討論
[19:07] 其實就發現很多股票
[19:08] 是有點被蒙塵的
[19:10] 那我們就稍微把它擦一擦
[19:12] 然後等待時機
[19:13] 然後太陽光一照下去
[19:14] 哇就發亮了
[19:15] 其實就是這個邏輯
[19:16] 因為我們其實也不是那種
[19:18] 交易型的人
[19:19] 我們不是那種每天都很敢去追
[19:21] 比如說你像今天
[19:22] 納爾科去快漲停
[19:24] 你去追嗎
[19:24] 這個我是做不出來
[19:26] 我是做不出來
[19:27] 但是你說要不要去賣
[19:29] 它漲停就不用賣了
[19:30] 其實漲停就不用賣
[19:31] 但是如果還沒有漲停
[19:32] 就可以考慮說
[19:33] 它今天高點打下來
[19:35] 破了均價
[19:36] 那就是一個賣點的訊號
[19:38] 表示高漲已經有人在賣
[19:39] 那你就是跟著賣而已
[19:40] 對
[19:41] 剛剛講到的元泰
[19:42] 我補充一下
[19:44] 是元泰科7892
[19:45] 因為我剛才聽的時候
[19:46] 想說元泰
[19:47] 這個做面板
[19:48] 這個電子紙的
[19:49] 怎麼有可能漲到700多號
[19:51] 是這個元泰科
[19:52] 那因為剛剛凱哥
[19:53] 也分享了
[19:54] 蹲點這件事不容易
[19:55] 因為講到庸智科
[19:57] 其實之前凱哥
[19:58] 就有一直跟大家提醒
[19:59] 庸智是真的很委屈
[20:02] 有夠委屈
[20:03] 本益比有夠低
[20:04] 那後來呢
[20:04] 有一個很可愛的聽眾
[20:06] 也是有傳訊息給我
[20:07] 但是這樣的訊息
[20:08] 我就會回
[20:09] 因為他就問我說
[20:09] 因為他有聽凱哥分享
[20:11] 那他覺得為什麼
[20:12] 本益比那麼低的公司
[20:13] 最近卻看到
[20:14] 那個其他的探針卡
[20:15] 都已經飛上天
[20:16] 他卻沒有動
[20:17] 我會回答這樣的問題
[20:19] 因為他其實是
[20:20] 有在關心這個租群
[20:22] 而且因為他知道
[20:22] 是凱哥講的
[20:23] 他也知道這一檔
[20:24] 是被低估的
[20:25] 所以他才會有點擔心
[20:26] 為什麼人家都飛天
[20:27] 那當時我看了
[20:28] 也是立刻有跟凱哥講
[20:30] 我們就有在蠱惑仔裡面
[20:31] 幫大家分享
[20:31] 但凱哥的意思也是
[20:33] 對
[20:33] 因為你真的不知道
[20:34] 市場的資金
[20:35] 什麼時候會青睞他
[20:36] 因為他的AI成分
[20:36] 就是比較低
[20:37] 但是現在也發現了
[20:39] 對
[20:39] 這個大家都吃到
[20:40] 很飽的時候
[20:41] 需要產能的時候
[20:42] 他的價值就出來
[20:43] 但我可以理解
[20:44] 那位問的朋友
[20:45] 我不曉得你的庸志
[20:47] 還在不在
[20:47] 如果在當然很高興
[20:48] 恭喜你
[20:49] 對
[20:49] 但是這段時間
[20:51] 一定很折磨
[20:52] 看著
[20:52] 看著這個隱微
[20:55] 看著忘形
[20:56] 看著人家笑
[20:57] 看著七八百的長福
[20:59] 對
[20:59] 然後自己的還在那邊
[21:01] 對
[21:01] 可能成本附近
[21:02] 甚至小賠
[21:03] 真的感受很不好
[21:04] 所以蹲點也要有蹲點的耐心
[21:06] 這邊也必須講
[21:07] 所以我這邊才會講說
