[00:00] 欢迎收听赵华谊古惑仔第1067集
[02:59] 好像也追不太下去
[03:00] 所以现在的盘真的就是非常尴尬
[03:03] 因为这两个礼拜以来
[03:04] 大家可以注意到
[03:05] 整个大盘量缩得非常严重
[03:07] 所以也代表说
[03:09] 再过三天就清明年假
[03:11] 那去年清明年假
[03:13] 大家记忆犹新
[03:14] 就是在年假好像第二天吧
[03:17] 川普那个背板出来之后
[03:18] 就连续三天台股的重挫跌停
[03:22] 那我觉得这一次
[03:23] 会不会像上次一样那么可怕
[03:24] 我个人认为说应该机会不太大
[03:26] 虽然说现在大家都在观望
[03:29] 到底这个美国要不要派地面部队进攻到伊朗
[03:33] 那目前看起来这个机率很高
[03:35] 因为我去看那个赌盘网站
[03:37] 对其实压这个地面部队进去
[03:40] 在四月初我觉得机会非常高
[03:42] 我觉得这也是伊朗每一次被讲到要和谈
[03:45] 他都很不爽
[03:45] 说没这回事的原因
[03:46] 因为川普就是在组织地面部队
[03:49] 对啊
[03:49] 等于他这个部队集结完之后
[03:52] 就会想要打一次
[03:52] 对啊
[03:53] 所以不管怎麼樣川普應該都會讓整個部隊進攻到伊朗
[03:56] 所以我覺得市場就在觀望這件事情
[03:59] 所以你發現到油價雖然說震盪幅度很大
[04:02] 但也是緩步在墊高
[04:03] 那美股雖然說看起來要反彈
[04:05] 但每次都反彈之後又破底
[04:07] 就是因為市場在擔憂
[04:08] 這個最大的所謂的地面攻擊什麼時候展開
[04:12] 那我覺得這個時間點一旦出現之後
[04:14] 應該市場的黑天鵝大概就慢慢淡化了
[04:17] 因為想來想去好像除了地面戰之後
[04:20] 還有什麼更可怕的事情會發生
[04:22] 好像机率不太大了
[04:24] 当然如果油价变成150块一桶
[04:26] 那就睡天了
[04:27] 就像那时候我们一直担心川普克关税
[04:30] 大家都知道关税这回事
[04:32] 可是没有想到是40%或是100%这种东西
[04:35] 所以如果油价是爆发性的失控
[04:38] 那可能还是会
[04:39] 对所以我觉得第一个就是油价上升速度
[04:42] 你慢慢升还好
[04:43] 但是如果一天暴涨个10块20块的
[04:46] 那当然大家就会有恐慌
[04:47] 所以大家简单去看
[04:48] 你看美国的BIS指数
[04:50] 现在已经来到31了
[04:51] 所以这个当然就代表说
[04:53] 美股也进入到恐慌的阶段
[04:55] 那如果大家去看
[04:56] 那个CNN的恐惧太阳指标
[04:57] 现在来到10
[04:59] 所以代表说
[05:00] 这个也来到相对的低档
[05:01] 所以要跟大家讲
[05:02] 从BIT指数
[05:03] 从恐惧太阳指标
[05:04] 从现在市场
[05:05] 对于油价的警戒来看
[05:07] 我敢说就是说
[05:08] 现在就算不是绝对低点
[05:10] 但也在相对低点区
[05:11] 所以大家应该要做好
[05:13] 这种所谓的相关的
[05:14] 低点怎么进场的策略
[05:16] 不管是要分批进场
[05:17] 或者说你要看到
[05:18] 什么指标去进场
[05:19] 我觉得现在其实
[05:20] 如果大家相信今年整个AI的需求
[05:23] 没有改变的话
[05:24] 其实这时间点
[05:25] 我觉得是可以找好的股票
[05:27] 去等待他的好的买点
[05:29] 那当然我最近看了一个报告
[05:31] 他说现在大家最担心一件事情是
[05:33] 过去川普每次法辖弯
[05:35] 都有弯过去
[05:36] 那但是这次弯不过去
[05:38] 就直接栽下去了
[05:40] 所以我说你现在
[05:41] 既然你对川普的这个tackle
[05:43] 没有把握说一定能够把这个
[05:45] 伊朗的战事压下来
[05:47] 也代表说你现在可以接股票
[05:49] 但是你不要一次all in
[05:50] 你要分好几批
[05:52] 因为我们讲胜率在这时间点
[05:54] 其实真的不太高
[05:55] 因为我们讲如果你要压宝
[05:57] 做股票胜率要高的话
[05:59] 第一件事情你要看到油价跌下来
[06:01] 现在油价在100美元以上
[06:02] 做多其实相对会有压力
[06:04] 第二件事情
[06:05] 你要看到VIP指数快速的回落
[06:07] 那最近从25又慢慢升到31了
[06:09] 所以你看美国时间性公债殖利率
[06:12] 也逼近到4.5个百分点
[06:13] 这就会造成整个所谓的
[06:16] 高本益比的股票都拉回
[06:18] 所以最近你看到美股的
[06:19] 尖牙股的指数
[06:20] 为什么那么弱
[06:21] 就是因为
[06:22] 在整个美债率冲高的时候
[06:24] 相关的科技成长股
[06:26] 他的心力没有那么强
[06:27] 所以我们会跟大家讲说
[06:28] 现在你要做多
[06:30] 要去压榜
[06:30] 为什么要分批
[06:31] 就是因为你现在做多
[06:32] 我觉得胜率并没有很高
[06:34] 所以如果你在这边
[06:36] 没有等到好的价位的话
[06:38] 我真的觉得可以再等等
[06:39] 对 为什么说等
[06:41] 是因为之前我们有几次
[06:42] 有叫大家不用特别等
[06:44] 等太大
[06:45] 等太大是说
[06:46] 我当然也知道
[06:47] 破第一个月线的关卡
[06:49] 可能后面还会有季线
[06:51] 这个真的是
[06:52] 如果长期有收听
[06:53] 古惑仔的朋友
[06:53] 应该听我讲到烂掉了
[06:55] 但是因为我们依旧认为
[06:57] AI的发展跟景气
[06:59] 持续向上这件事情
[07:00] 目前是没有被逆转的
[07:02] 所以之前有提到
[07:03] 每一次破月线
[07:05] 这个关卡的时候
[07:05] 或是月线和季线中间的时候
[07:08] 我就会稍微做加码
[07:09] 当然大家如果有熟悉的个股
[07:11] 就用自己熟悉的个股
[07:12] 像我通常会跟听众朋友分享的
[07:15] 还是会用ETF
[07:16] 因为用个股
[07:17] 我真的担心大家的小心脏
[07:18] 不一定能够掌握的这么好
[07:21] 但我当然个人的话
[07:22] 会有一些加码个股的动作
[07:24] 但ETF我想应该没有让大家失望
[07:26] 对不对
[07:26] 有一些主动式ETF
[07:28] 事实上为什么今天买东西都没有买到
[07:30] 就没有破月线也
[07:32] 就是大盘要来测季线
[07:34] 但是强势的一些ETF
[07:36] 根本就连月线都还没有碰到
[07:38] 好不过因为这个月季线
[07:40] 这些商品都越走越高嘛
[07:42] 所以它回测的点位
[07:44] 它会越垫越高
[07:45] 就同样破月线
[07:47] 可是前面的破月线
[07:48] 其实点位是低的
[07:49] 现在的破月线点位是高的
[07:51] 因为它往右上角慢慢的点
[07:53] 所以如果大家能够在上一次
[07:55] 我记得指数是杀到三万两千点以下
[07:57] 好像三万一千四百多点那个时候
[07:59] 那一天有去捡东西的
[08:00] 到现在都还会离你的成本相当远
[08:03] 我是以整体的市值或是ETF来说
[08:06] 对
[08:07] 但是如果是个股
[08:08] 当然就不一定
[08:09] 搞不好你买到的都是细光子
[08:11] 那不得了
[08:12] 就算今天或上礼拜我有点回答
[08:14] 都一点影响都没有
[08:15] 好
[08:16] 所以这一次为什么说
[08:18] 汉玮哥也说等一等
[08:19] 因为现在我们
[08:20] 就在这样的颠簸中
[08:21] 我们的位阶还是不低
[08:23] 我们又跌得比别人少
[08:25] 我们跟美股的拉锯
[08:27] 还是非常的大
[08:28] 就是每一次
[08:29] 现在的主战场
[08:30] 主灾区都还是在美股
[08:32] 然后到了台股
[08:33] 现货开盘的时候
[08:34] 就觉得还好
[08:36] 真的就是还好
[08:37] 还好捡不到什么
[08:39] 捡不到什么特便宜的东西
[08:42] 但是当然你说主力们
[08:43] 市场大户们
[08:44] 有没有在找
[08:45] 他们觉得便宜的油
[08:47] 像今天尾盘
[08:48] 突然最后十分钟
[08:49] 所有被动元件
[08:50] 铝职电容
[08:51] 大喷
[08:52] 为什么
[08:52] 相对之下没有涨到
[08:54] 比较便宜
[08:55] 对不对
[08:56] 或者是有一些大户在呵护的
[08:58] 像今天文茂就黑翻红
[08:59] 就是大家可以听到市场上
[09:01] 现在很活跃的一些
[09:02] 不管你说是低轨卫星也好
[09:04] 或什么的
[09:04] 下去几乎都有大户
[09:06] 看起来在默默的护着
[09:07] 所以这个盘里面
[09:09] 是有人在里面的
[09:10] 可是一般投资人
[09:12] 可能要抓到节奏不容易的话
[09:13] 不妨平心静气等一下
[09:15] 看有没有更便宜的价钱
[09:17] 要不然像今天涨停的
[09:19] 还是比较多
[09:20] 是大家无法掌握的
[09:21] 像二线数化
[09:22] 这个一定就是跟着油价
[09:23] 所以如果你真的很喜欢
[09:25] 做油价的话
[09:25] 二线数化也是一个选择
[09:27] 可是只要油价也下去
[09:28] 他们可能就送你半根跌停
[09:30] 对
[09:30] 然后还有一些
[09:31] 比较右下角的公司
[09:32] 今天就比较呛
[09:33] 当然右上角的
[09:34] 像我现在看这个
[09:35] 汉玮哥的荧幕
[09:36] 像大量
[09:36] 大量监视创历史高
[09:38] 所以在这样的
[09:39] 颠簸的情况里
[09:40] 还是有人在创历史高
[09:41] 所以这边如果回到
[09:43] 产业的部分
[09:43] 题材的部分
[09:44] 汉伟哥先帮我们讲一个好了
[09:46] 记忆体好了
[09:47] 因为我的达人里面
[09:51] 目前只有汉伟哥
[09:53] 在帮大家捍卫着记忆体
[09:56] 但是上礼拜凯哥来
[09:58] 我们也有跟大家分享
[09:59] 记忆体现在的情况是因为
[10:01] 报价在DDR4和DDR5
[10:03] 都出现有一些高档顿化
[10:05] 甚至有点回落
[10:06] 可是因为他们的获利非常好
[10:08] 那在很好的获利下
[10:09] 忽然跌了25%
[10:10] 那是不是又到了一个
[10:12] 可以强短的时间点
[10:13] 因为上礼拜五
[10:14] 因为凯哥其实大概一个多月前
[10:17] 他就有点不太想要碰记忆体了
[10:19] 因为觉得那个
[10:20] 就是第一报价顿化
[10:21] 第二涨很多了那个时候
[10:23] 但是现在杀下来
[10:24] 大家又觉得
[10:25] 好像有点过头了
[10:26] 可不可以有区间操作的空间
[10:28] 还是其实今天汉文哥有带来
[10:30] 法人有在帮记忆体的报价
[10:32] 申冤的事情
[10:33] 对啊
[10:34] 所以我觉得其实记忆体
[10:35] 这一波当然修正的蛮多的
[10:38] 那蛮多其实原因
[10:39] 也大家都知道
[10:40] 从上上礼拜五
[10:42] 所谓大摩出报告之后
[10:43] 那从那个报告之后
[10:45] 我觉得记忆体就命运多劫
[10:47] 所有的利空都在一个礼拜之间发生
[10:50] 不管是什么大陆的扩散
[10:51] 然后Google又推了一个新的软体技术
[10:56] 会让记忆体的需求变少
[10:57] 所以你发现到记忆体从上个礼拜
[10:59] 应该上礼拜有高点
[11:00] 突然之间反转下来
[11:02] 而且这个叠次非常凶
[11:03] 一个礼拜叠两层三层都有
[11:05] 甚至说有那种连续好几根叠一满
[11:07] 都出来了
[11:07] 所以我们跟大家讲
[11:09] 第一个记忆体之前
[11:10] 大家最诟病的事情是
[11:11] 筹码凌乱这件事情
[11:13] 经过上个礼拜的洗礼之后
[11:15] 我觉得这个筹码凌乱的事情
[11:17] 已经解决很多了
[11:18] 因为很多机体资券同检
[11:20] 然后法人也在卖方
[11:22] 所以我觉得目前
[11:23] 比较没有信心的福额
[11:25] 应该已经被清洗完毕了
[11:26] 所以今天在盘面上
[11:28] 看起来机体在重要军线支撑的部分
[11:30] 有守住有抗跌
[11:32] 所以我觉得这个代表说
[11:33] 短线上来讲
[11:34] 机体这边就有操作的空间为什么这样讲第一个你从筹码面的部分这个融资减少股价来到抵擋我覺得相對來看就會有一個跌深反彈的機會第二個機體可以操作是因為他們都回到重要軍艦支撐
[11:48] 有一些比較強可能會越線像在旺洪啊
[11:51] 威剛啊
[11:52] 這些在越線附近
[11:53] 那有些比較弱的可能跌破季線了
[11:55] 像南亞科華邦電群聯這都跌破季線關卡了
[11:59] 所以我說跌破季線的股票一般來講
[12:02] 他可能跟季線負怪力大
[12:04] 也有回到季線的機會
[12:06] 那跌破季線的股票也代表說
[12:08] 你這邊去抄底他
[12:10] 你只要設好停損點
[12:11] 我覺得反而操作的難度比較簡單
[12:13] 所以目前來看
[12:14] 我覺得記憶體
[12:15] 當然你說這邊要像
[12:17] 今年1月份大幅度的上漲
[12:19] 我覺得不太有這樣的機會存在
[12:21] 但有沒有跌深反彈的空間
[12:23] 我覺得看起來是會有的
[12:24] 原因在於說
[12:25] 因為第一個
[12:26] 接下來要公布所謂三月營收
[12:28] 那二月營收
[12:30] 我們已經看到很多記憶體
[12:31] 都交出历史的新高
[12:32] 所以三月营收
[12:34] 因为工作添出的关系
[12:35] 理论上会比二月来得更好
[12:36] 所以这个代表他们
[12:38] 最少有一个基本面的保底
[12:39] 那第二件事情就是
[12:41] 5月15号之前
[12:43] 要公布第一季的季报
[12:44] 那我们看到季体
[12:45] 基本上公布字节的获利都非常好
[12:48] 所以代表他的利多
[12:49] 还在后面还没有发酵完毕
[12:51] 那第三个
[12:52] 我觉得跟所谓的国际股市有关
[12:53] 在四月份的下旬开始
[12:56] 所谓的凯霞
[12:57] 然后西部数据威腾
[12:59] 都要公布他们的财报
[13:00] 还有海力士跟三星
[13:02] 那你看到美光财报
[13:03] 虽然说力度不涨
[13:04] 但是如果接下来
[13:05] 每一家所谓的
[13:06] 记忆大厂的财报都很好
[13:08] 我觉得总会反映到
[13:09] 这样的股价的力多
[13:10] 然后再来就是
[13:12] 三星在五月份的罢工
[13:14] 目前进入到谈判阶段
[13:15] 那看起来好像
[13:17] 还是会进行到罢工
[13:18] 所以我觉得这些代表
[13:19] 产业面的部分
[13:20] 还是有后面的力多
[13:21] 所以刚刚跟大家讲说
[13:23] 其实现在在台股
[13:24] 操作难度很高的时候
[13:25] 记忆体我觉得它会是一个
[13:27] 位阶看起来相对吸引人
[13:30] 那基本面你可以放心没有问题
[13:33] 那筹码面已经过一段时间沉淀
[13:35] 所以我觉得这边就有反弹的机会
[13:37] 因为最坏最坏的状况
[13:39] 应该上礼拜你都已经看过了
[13:40] 所以接下来只要不会更坏
[13:42] 那我觉得股价就会反弹
[13:43] 好
[13:44] 当然汉伟讲的还是反弹
[13:46] 就是反弹上来
[13:48] 他可能反映的是财报会非常好
[13:50] 但是如果当今天报价进入震荡的时候
[13:53] 我们还是要稍微提高警觉
[13:54] 就等于是他们要再创高这件事情
[13:57] 可能之后要有一些报价上面
[14:00] 突然之间又反转向上了
[14:02] 报价突然又过高了
[14:04] 那股价才有机会再过高
[14:06] 现在的话因为跌深了
[14:07] 你至少谈一半
[14:09] 可能用这样的想法去操作的话
[14:11] 或者是一直在这一波操作不顺
[14:13] 甚至被套牢的朋友
[14:14] 也可以趁此检验一下
[14:16] 是不是谈起来赶快解码一些些
[14:18] 让自己的心情可以平静一下
[14:20] 当然礼拜六日的时候
[14:23] 也有跟一些产业界朋友在聊
[14:24] 那大家他们对记忆体也是比较小心
[14:27] 可是也会觉得像旺红这样子啊
[14:29] 就是难得被他等到一次机会
[14:31] Northridge的部分
[14:32] 确实在这一波里面
[14:34] 可能就是有一点
[14:35] 跟着大家一起被杀下来
[14:37] 对不对
[14:37] 杀回到凯基出报告
[14:39] 几乎要原点
[14:40] 对
[14:40] 但是以筹码来看
[14:42] 或是他们觉得
[14:42] 以产业的现状来看
[14:43] 他是比较
[14:44] 没有那么大的问题
[14:46] 不是说他的技术特别厉害
[14:48] 而是这个产业
[14:49] 现在就是没人玩
[14:50] 用这样的一个角度来看的话
[14:52] 那如果有一些
[14:54] 可能现在被旺红套到的朋友
[14:55] 也不要太紧张
[14:56] maybe还会再上去
[14:58] 那只是自己要不要斟酌
[15:00] 在这么大风大浪里面搭着烧船
[15:03] 就很考验到每一个人的操作节奏
[15:05] 就不一定是每一个人都
[15:07] 有机会抓到这样的节奏
[15:09] 所以我们是先从记忆体讲
[15:10] 是因为浩远哥应该可以让
[15:12] 有记忆体的朋友感觉到一丝暖意
[15:14] 要不然听我频道都知道
[15:17] 我自己个人是在旁边看浪的人
[15:20] 在旁边观浪
[15:21] 而且不能太近
[15:23] 我怕被卷到
[15:24] 这个是记忆体
[15:26] 那我们反过来再继续追踪
[15:28] 像我今天
[15:29] 我觉得最安全的选择
[15:31] 我觉得还是会让我看一下台积电
[15:33] 虽然我知道台积电
[15:34] 大家觉得很无聊
[15:35] 可是今天台积电又来到了1780左右
[15:37] 我觉得
[15:38] 我自己看台股
[15:41] 我会觉得
[15:43] 测季线不是一个很稀奇的事情
[15:45] 说实话
[15:46] 因为跟各国股市比起来
[15:48] 跟美股比起来
[15:49] 测一下真的没什么
[15:50] 所以台积电是不是有机会
[15:52] 接近到1700
[15:53] 我觉得好像是有点机会的
[15:56] 所以大家现在有一期自投的时候
[15:57] 我也觉得不敢说最便宜
[15:59] 可是相对还有有它的吸引力出来
[16:02] 我觉得大家最保守的想法
[16:04] 当然是可以先从这样子来想
[16:06] 那另外一个是我看真的就是
[16:09] 有几档名列前茅的主动ETF
[16:11] 现在表现也是很好的
[16:13] 我觉得大家如果可以体会
[16:14] 像我有看到有人留言说
[16:16] 奇怪每次看到他们跌我就去买
[16:18] 就买完后会跌
[16:19] 但是我会觉得
[16:20] 那你就注意你守的线是什么
[16:22] 例如说我都常常讲
[16:24] 你破了月线在买吗
[16:25] 你不用第一天跌你就买啊
[16:27] 对不对
[16:28] 他如果在月线附近
[16:29] 其实给过好几次机会
[16:30] 那月线买
[16:31] 至少你现在的感受都不会太差
[16:33] 有的主动是ETF
[16:35] 说实话有的比较弱
[16:36] 有的今天是有破月线的
[16:38] 对不对
[16:38] 可是他也不会离你之前
[16:40] 去建立持股的成本
[16:42] 什么就跌得很深啊
[16:43] 什么套牢
[16:44] 也不至于哦
[16:45] 那厉害的就是
[16:46] 你今天就算有接近月线
[16:48] 可是你一定是赚钱的
[16:49] 如果是在前面
[16:50] 接近月线的地方买的话
[16:52] 因为我刚刚讲
[16:52] 月线一直往右上斜上去嘛
[16:54] 好那个股的部分
[16:56] 我想大家就分成很多了
[16:57] 前几天抢的是低轨道卫星
[17:00] 对
[17:00] 那今天他们也不差
[17:02] 对也不算差
[17:03] 都有在V上来
[17:04] 那如果以捍卫来选择题材的话
[17:07] 低轨道卫星一定是一个嘛
[17:09] 然后但是台移电的设备股呢
[17:11] 还要去压下个月台移电的法说会吗
[17:14] 对不对
[17:14] 设备股其实这阵子也是不错
[17:16] 可是产物工程类的有些杀得比较重
[17:19] 所以到底要去选那种
[17:20] 已经飞到天上Cowards系列的啦
[17:22] 二奈米系列的
[17:23] 还是要回头去看常务工程类
[17:26] 对这个我觉得
[17:27] 但刚刚提到了
[17:28] 低轨卫星
[17:29] 我觉得目前还是盘面上的重点主流
[17:31] 但是因为所谓的强势指标股
[17:34] 应该大家都非常清楚
[17:35] 华通 圣达克 耀华 奇迹
[17:39] 然后最近这些相关的
[17:41] 可能莱德光电等等
[17:43] 甚至文茂
[17:44] 这些也都归类在低轨卫星的股票当中
[17:46] 反而最近可以看到
[17:47] 比较偏向就是
[17:49] 之前没有涨到的股票
[17:51] 开始从低档上来了
[17:53] 所以像什么台阳啊
[17:54] 哦
[17:55] 尖汗啊
[17:56] 尖汗啊这些的
[17:57] 我觉得代表说
[17:58] 第一位卫星这族群
[17:59] 目前看起来
[18:00] 还是这种资金在寻找相关的机会
[18:03] 那当然最主要题材
[18:04] 还是在于说
[18:04] 接下来所谓的一个
[18:06] Space挂牌的一个题材
[18:08] 预计是在六月份
[18:09] 所以现在到离六月份
[18:11] 还有很长一段时间
[18:12] 我觉得这个题材应该都还是
[18:14] 盘面上的强势主轴之一
[18:17] 那尤其大家可以发现到
[18:19] 最近第一国卫星的股票
[18:20] 很多投进在里面卡位
[18:21] 所以会变成说在三月底
[18:24] 就是到明天
[18:26] 甚至到四月份上旬
[18:27] 大家都可以观察
[18:28] 投信的筹码
[18:28] 去做一些相关的布局
[18:30] 所以不管是华通
[18:31] 不管是生达科
[18:32] 我觉得还有启迹的部分
[18:33] 都还是盘面上可以留意的
[18:35] 那文茂全新
[18:37] 红杰科这些的PA相关的
[18:39] 我觉得也是盘面上
[18:40] 整个地位已经可以关注的标的
[18:42] 然后再来就是在整个台阶线
[18:44] 所带动的半导体的设备跟材料
[18:47] 那这个族群来看的话
[18:49] 就像我们之前
[18:50] 也曾经跟大家分享过
[18:51] 它整个趋势向上是没有太大问题
[18:54] 但是资金哪一个时间点
[18:57] 点火哪一个族群
[18:58] 这个就非常难抓
[18:59] 所以在上个礼拜比较强
[19:01] 应该是COAS相关的
[19:02] 所以红硕啊
[19:03] 军华这些的往上走高
[19:05] 星云等等
[19:06] 万润等等都往上走强
[19:08] 那在这个常务工程
[19:10] 像刚刚赵娃提到的汉堂
[19:12] 亚翔
[19:13] 对
[19:13] 股价就有点高档回跌
[19:15] 但是整体上来看
[19:16] 我觉得他们都是一个轮动的架构
[19:18] 也许接下来在台阶法说会
[19:20] 之前就輪到產物工程重新轉強
[19:22] 我覺得也不可能
[19:23] 所以整體上來看
[19:25] 我覺得半導體的設備材料這一塊
[19:27] 目前還沒有看到太大敗項
[19:29] 維持一個多方的強勢輪動
[19:32] 那因為大部分他們就是
[19:35] 在這時間點
[19:36] 可能大家去關注的是
[19:37] 第一個他在第一季
[19:39] 將公布的一個營收
[19:41] 因為一二三月都會出來了
[19:42] 營收跟股價的一個漲幅
[19:44] 有沒有跟上
[19:45] 如果沒有的話
[19:46] 代表說股價我覺得短暫容易出現
[19:48] 高檔的休息整理
[19:49] 那第二件事情
[19:50] 这些公司的惯性就是
[19:52] 往往在台积电法所会之前
[19:54] 容易见到高点
[19:55] 所以如果是越强势
[19:57] 越在近期创下历史新高的股票
[19:59] 反而在台积电法所会之前
[20:01] 你要特别留意到
[20:02] 有没有筹码松动的疑虑
[20:04] 那目前来看
[20:05] 我觉得因为它是这个
[20:07] 今年的大趋势大题材嘛
[20:09] 这以上不管是在台积电的一个建厂
[20:11] 或说你现在看到这个
[20:13] 这个机体在扩充它的设备
[20:17] 厂物等等
[20:17] 我觉得都是代表
[20:18] 今年整个建厂题材
[20:19] 半导体相关的
[20:20] 都还是非常强势
[20:22] 只是说
[20:23] 轮动的过程里面
[20:24] 我觉得最简单的方法
[20:25] 你可以去追踪
[20:27] 所谓的投信的筹码
[20:28] 尤其是主动型的ETF
[20:30] 没错
[20:31] 对
[20:31] 他们对这些所谓的
[20:33] 强势创高的
[20:34] 半导体设备材料股
[20:35] 我觉得会有一些
[20:36] 可以跟追踪的方法存在
[20:39] 就看他每天的买卖超
[20:41] 然后连买的标的
[20:43] 开始买不多
[20:44] 甚至说开始减少
[20:45] 他的一个连续好几天没买
[20:47] 那你可能短时间上
[20:48] 就可以獲利了解
[20:48] 那如果说刚从低档买上来的股票
[20:51] 也许你就可以追踪一下
[20:52] 它持续买进的一个力道
[20:54] 有没有在扩增
[20:54] 那我觉得现在坊间
[20:56] 蛮多人在整理这些相关的资料
[20:57] 也都可以做一个参考
[20:59] 所以我觉得这两个族群
[21:00] 搭配矽光子都还是盘面上
[21:03] 看起来都还没有太大问题
[21:04] 都维持在右上角的一个强势族群
[21:07] 那今天矽光子也可以看到
[21:08] 像波威威尾盘也有翻红啊
[21:11] 然后上个礼拜五相关的矽光子
[21:14] 美股的股票
[21:15] 其实也都是逆势抗跌
[21:16] 所以我觉得细光子这一块
[21:18] 目前大家还是很认同
[21:20] 今年的一个强势题材
[21:22] 所以不管你要看光盛
[21:24] 那上旋当然背观有点弱
[21:26] 但是在波罗威 华星光
[21:28] 甚至说环宇KY ITKY
[21:30] 这些我觉得都是轮动在创新高
[21:33] 所以细光子族群
[21:34] 我觉得目前看起来也没有太大问题
[21:36] 你还是可以做一些比较偏多的操作
[21:38] 细光子确实是
[21:40] 目前产业界人是非常非常看好
[21:42] 但是也因为它的股价高不可攀
[21:44] 所以对我来说
[21:46] 就是它是属于
[21:48] 在回档的时候
[21:49] 你可以有信心的
[21:50] 那至于往上的时候
[21:52] 要不要去追趋势
[21:53] 我觉得那就是
[21:54] 回到每一个人的操作方式了
[21:56] 追趋势没有不对
[21:57] 但是追趋势一定要记得
[21:59] 你守的出场点是什么
[22:01] 对不对
[22:01] 因为追趋势
[22:02] 假如它破了一个短均线
[22:03] 是不是先出场一下
[22:05] 那是不是被洗掉会难过
[22:07] 因为你有信念的话
[22:08] 你可能就会一直抱
[22:08] 我觉得那真的很牵涉到
[22:10] 出场机制
[22:11] 所以对我来说
[22:12] 追趋势没有不好
[22:14] 可是我比较习惯
[22:15] 还是低档转强的这种追趋势
[22:17] 例如说我看中他的时候
[22:19] 50块假设
[22:21] 然后又跌到48 49了
[22:23] 突然有一天
[22:24] 他突然涨上来变成52
[22:26] 虽然比当初看的50块是贵一点
[22:29] 可是你会觉得他落底了
[22:31] 可能底部爆大量出来
[22:32] 然后开始V上去了
[22:33] 或是转上去了
[22:34] 这个时候我个人会可能
[22:36] 有点愿意说
[22:37] 在盘中追一下
[22:38] 因为可能好像要发动了
[22:39] 因为他要发动了
[22:40] 但如果他一直在右上角
[22:42] 非常非常右上角
[22:42] 我也知道他可能会续强
[22:44] 就像我做节目
[22:45] 大家会说
