[00:00] 欢迎收听赵华语古货载第1086集
[06:05] 就是刚刚我在录音前
[06:06] 有跟福许哥聊到
[06:08] 大家知道我在这个东森电视
[06:10] 我前面是理财达人秀的团队
[06:12] 我的右边是早盘
[06:13] 就是股东前朝的团队
[06:15] 大家不要看股东前朝
[06:17] 他们是从早上六点开始播新闻
[06:19] 然后九点开始就进入到盘中了
[06:22] 对不对
[06:23] 所以他们是动态live的
[06:25] 一直跟着股市的脉动到一点半收盘
[06:28] 然后下午可能还有一些零星的股市节目
[06:31] 要帮忙主持
[06:31] 就加班时间超级长
[06:33] 你会觉得他们应该就是泡在股票市场里面
[06:35] 会很兴奋的跟大家分享买什么卖什么
[06:38] 没有
[06:38] 这个团队
[06:40] 我就这样跟他们在一起
[06:42] 我到东森应该也有十年以上了
[06:44] 这个这十年
[06:45] 他们很少会在那边讲说
[06:47] 什么东西涨停了
[06:48] 然后你手上怎么样
[06:50] 因为大家可能都会觉得
[06:51] 以一个职业道德来说
[06:53] 好像不应该在
[06:54] 我有做股票节目的时候
[06:56] 讲手上有什么股票
[06:57] 但是我自己个人
[06:59] 从平面媒体到电视媒体的时候
[07:01] 都会觉得说
[07:02] 如果大家没有自己参与投资市场
[07:04] 那你就会少一位
[07:05] 不是说我要利用我的媒体
[07:07] 来宣传我买了什么股票
[07:09] 我就用媒体
[07:10] 来宣传正确的财经知识
[07:12] 这个是我们的社会责任
[07:14] 而且我也觉得摸着良心说
[07:16] 确实是如此
[07:17] 为什么我不太喜欢跟大家讲
[07:18] 我买了什么个股
[07:20] 我比较讲的是策略或是ETF
[07:22] 就是希望大家不要受伤
[07:23] 好拉回来
[07:24] 结果说实话
[07:25] 大概这两三个月来
[07:27] 这个早盘的团队
[07:29] 每天早上就非常热烈
[07:31] 在我旁边嗡嗡嗡说
[07:32] 你的股票怎么样
[07:33] 他的股票怎么样
[07:35] 然后老师讲股票怎么样
[07:36] 然后觉得好热
[07:38] 然后跟着我很久的
[07:40] 行政助理也一样
[07:41] 就是大家都知道
[07:42] 我昨天去做
[07:43] 这个大场进行检查
[07:45] 回来的路上他来接我
[07:47] 在路上
[07:48] 我觉得我的麻醉都还没退
[07:49] 他跟我们节目部主管
[07:51] 就陪我去的那位主管
[07:52] 两个人就开始跟我聊股票
[07:54] 然后我也保持着清醒
[07:55] 跟他们聊
[07:56] 你们不要再买个股了
[07:58] 你们要买就买ETF什么
[07:59] 我们就聊了半天
[08:00] 就一回来
[08:01] 我的助理就传LINE给我
[08:03] 他当场就买了我讲的ETF
[08:05] 所以这种热烈的情况
[08:07] 让所有的人
[08:08] 让我觉得大家的个性
[08:10] 真的都有点改变了
[08:11] 我不敢说
[08:12] 这个叫做什么
[08:13] 大家都已经昏了
[08:15] 股市已经见高了
[08:16] 我不太觉得是如此
[08:18] 但是确实是一个风气的改变
[08:20] 所以这边才会觉得
[08:21] 富士哥能够一直很淡定的
[08:23] 在这个里面
[08:24] enjoying他的投资方式
[08:26] 是很了不起的
[08:28] 但是我觉得
[08:29] 现在你去餐厅吃饭
[08:32] 全部的人都在聊股票
[08:34] 去捷运
[08:36] 早上上班的时候
[08:38] 我在路上遇到任何人
[08:41] 走过去都是
[08:42] 大概有四成五成的人
[08:45] 也是在看股票
[08:46] 但是我想早期
[08:49] 好几年前你会说
[08:50] 这个是插鞋筒理论
[08:52] 市场过热
[08:53] 但是我到现在
[08:55] 倒不是这么认为
[08:56] 我认为这个就是
[08:58] 所谓的大股票时代的来临
[09:01] 因为你说世界发展成这样子
[09:05] 但是说实在的
[09:07] 我们一般人求财的管道
[09:11] 反而越来越有限
[09:14] 你知道吗
[09:15] 你假如说二十几年前
[09:16] 比如说要准备要退休了
[09:19] 他可能想说
[09:20] 我去开家
[09:21] 开家干嘛店
[09:22] 或是说我去开个民宿
[09:25] 他还有很多的
[09:27] 很多的option
[09:29] 但是现在你去加盟
[09:32] 去开饮料店
[09:34] 去做小吃店
[09:37] 告诉你那个失败的难度
[09:40] 都比以前要高很多
[09:42] 所以怎么
[09:43] 这导致说
[09:45] 看起来那只有股票
[09:46] 再加上房地产
[09:48] 又进入相对的低迷
[09:51] 对
[09:51] 所以所有的钱
[09:53] 人气
[09:54] 都赶到股票市场里面去了
[09:57] 那
[09:58] 这里面
[10:00] 你说这个会过热
[10:02] 但是我倒觉得是
[10:03] 有一个问题
[10:04] 我比较担心
[10:05] 所以说
[10:07] 假如股票市场
[10:09] 假如真的
[10:10] 譬如说战争恶化
[10:11] 更严重
[10:13] 那个油完全都没有办法
[10:16] 从荷姆斯海峡出来
[10:18] 导致于我们的股市
[10:21] 又跌了10%
[10:22] 跌了10%
[10:23] 大盘跌10%
[10:24] 代表个股可能跌2、30%
[10:26] 没错
[10:26] 那这个时候会发生一个
[10:29] 我比较担心的是一个超跌
[10:31] 是恐慌
[10:33] 因为很多小白
[10:35] 很多可能经验不足的人
[10:39] 他们可能在这段多头市场
[10:41] 常要甜头了
[10:42] 但是对于那种比较深的拉回
[10:45] 没有经验
[10:46] 就很容易恐慌
[10:47] 所以这个会导致说
[10:49] 等那个比较剧烈
[10:52] 比较幅度比较深的拉回出现的时候
[10:55] 可能那个恐慌的情绪
[10:57] 会让市场超跌
[10:59] 但是假如遇到这种情况
[11:02] 我觉得大股票时代的结构
[11:05] 还是不会变那还是会回得去但是就是说那个那时候看大家有没有准备你假如有准备的话在这种恐慌式的大跌的时候
[11:17] 你就可以抄底
[11:19] 那你假如都没有准备的话
[11:22] 那你可能就是
[11:23] 就要停损停得很痛
[11:26] 好
[11:27] 因为还是不要忘记
[11:29] 就是在去年而已
[11:30] 对等关税的事件
[11:32] 就是我们不知道
[11:34] 这个黑天鹅什么时候会来
[11:35] 我觉得这个还是要提醒大家的
[11:37] 虽然这几天
[11:38] 我觉得气氛是真的非常乐观
[11:40] 尤其是大概两个礼拜前
[11:41] 从四月开始
[11:42] 就跟大家聊说
[11:43] 为什么我也有一点点
[11:45] 在做追涨的动作
[11:46] 就是因为我觉得
[11:47] 如果今天美伊的战争
[11:49] 已经有点顿化的话
[11:51] 那现阶段看起来
[11:52] 市场上没有什么事情
[11:54] 可以来吓倒股票市场
[11:55] 那台湾又是绝对的
[11:57] AI红利社会者
[11:58] 所以台湾还是跑得比
[12:00] 这个美国更前面
[12:01] 那美国最近有在赶上来吗
[12:03] 所以美国赶上来
[12:05] 我们又再往上走
[12:06] 就是形成了一个
[12:07] 蛮有趣的比较正向循环
[12:09] 但是你说这一切
[12:10] 是不是都一直用非常乐观
[12:12] 一直持续
[12:14] 真的四万五万六万吗
[12:15] 我倒是觉得
[12:16] 事情总是涨上去中间
[12:19] 难免会遇到黑天鹅
[12:20] 这个黑天鹅是什么
[12:21] 我们现在当然说不出来的
[12:23] 才叫黑天鹅
[12:24] 它不一定是战争
[12:25] 它也可能就像傅旭哥讲的
[12:28] 其实我觉得市场的情绪性恐慌
[12:30] 是最轻微的
[12:31] 因为它只是情绪性恐慌
[12:33] 等到情绪恐慌
[12:34] 有一些挨不住的人
[12:35] 先被断头出场之后
[12:37] 他就会恢复正常
[12:38] 那第二严重的
[12:39] 当然就是景气的反转
[12:41] 那怎么样叫景气的反转
[12:42] 现在大家比较担心的
[12:44] 所谓的AI泡沫
[12:45] 就是资本支出的大厂们
[12:46] 都在投入嘛
[12:47] 但投入能不能回收
[12:49] 终究目前
[12:50] 还是比较处于一个问号
[12:52] 而我们对于股市
[12:53] 多头比较乐观的人
[12:54] 就会觉得终究能回收
[12:56] 终究能回收
[12:58] 是因为现在AI的应用
[12:59] 还是十分的
[13:00] 就是火速的普及
[13:02] 在大家的日常生活中
[13:04] 像今天早上
[13:05] 浩宇哥就传了一个东西
[13:06] 给我说
[13:06] 你去试试看
[13:07] 现在应该是
[13:08] 这确实GDP还是GMO奶
[13:10] 他有一个换法型的
[13:12] 免费工具
[13:13] 他觉得很好笑
[13:14] 然后因为前两天
[13:15] 我在网络上看
[13:16] 大家很多人在玩
[13:17] 连这个前总统小英
[13:19] 也在玩
[13:20] 所以我觉得像这类型
[13:22] 这当然是好玩而已
[13:23] 当然还有很多的工具
[13:24] 是辅助于我们在工作上
[13:26] 在我们的生活上
[13:27] 能够更方便更进步的
[13:28] 所以我觉得AI的运用
[13:30] 确实是真的
[13:31] 可是呢
[13:32] 资本支出和AI的运用
[13:34] 它能不能回收啊
[13:36] 我们还是得站在一个
[13:37] 且走且观察
[13:39] 因为我这样讲
[13:40] 网路泡沫的时代
[13:42] 当时有非常多的厂商
[13:44] 可能是因为完全没赚钱
[13:45] 对不对
[13:46] 然后可能只是刚IPO啊
[13:48] 或者新创啊
[13:49] 股价就开始喷啊
[13:50] 莫名其妙在这个投资市场
[13:51] 就可以募到一大笔钱
[13:52] 现在当然主导的公司
[13:55] 不是这样的公司
[13:55] 现在主导的公司
[13:56] 是非常有钱的大公司
[13:58] 所以我觉得这一点
[13:59] 是可以不要太担心
[14:00] 可是后来大家会发现
[14:02] 网路是越来越兴盛
[14:03] 我们现在没有网路不行啊
[14:05] 家里面什么东西坏掉
[14:06] 你一定要修
[14:07] 就是你被断网了
[14:08] 你一定要修
[14:09] 但网路公司有很多事
[14:12] 潮起潮落之后就不见了
[14:14] 那AI现在的好处是
[14:16] 我想AI大公司要消失不容易
[14:18] 可是AI
[14:19] 我觉得它难免会在应用
[14:21] 投入回收中间
[14:22] 它可能会出现
[14:23] 有时候会有一个空窗
[14:25] 没有想到
[14:26] 这个大厂的财报
[14:27] 没有如想象中好了
[14:28] 这是有可能发生的
[14:30] 一旦那样就可能发生
[14:32] 傅旭哥讲的
[14:32] 大家信心一下子就从
[14:34] 高度的觉得会回收
[14:36] 可以成长
[14:37] 变成好恐怖
[14:38] 会不会不能回收
[14:39] 打水漂
[14:40] 有问题
[14:40] 这个时候就可能出现
[14:42] 比较剧烈的回荡
[14:44] 所以傅旭哥要提醒的是说
[14:45] 大家现在热烈热观
[14:48] FOMO稍微追涨
[14:50] 都没有什么问题
[14:51] 可是自己的风险
[14:52] 还有自己喜欢的标的
[14:54] 自己的杠杆
[14:54] 要控制好哦
[14:56] 因为现在有很多券商
[14:57] 所谓的不限用途的贷款
[14:59] 不只对个人
[15:00] 其实那天婉婷来有提到
[15:02] 连法人要去贷一些钱
[15:04] 现在都有困难
[15:05] 因为大家就是贷好贷满
[15:07] 都出来做投资
[15:08] 那这个事情
[15:10] 它就是一种隐形的杠杆
[15:11] 它是实在存在
[15:13] 不是你没有做融资
[15:14] 你没有去买期货就没有杠杆
[15:15] 事实上大家都在借钱做杠杆
[15:17] 所以这个事情也有可能在
[15:19] 跌下来的时候去杠杆
[15:21] 会造成刚刚讲的资金多杀多
[15:23] 我觉得这个是在风险上面
[15:24] 稍微再帮大家做一点统整
[15:26] 是
[15:27] 所以你刚才讲来说
[15:29] 现在都那个
[15:31] 那个杠杆做的比较满
[15:33] 这就是这一今年
[15:35] 我有当投资的重点股
[15:38] 叫群益政
[15:39] 群益政
[15:40] 我不知道你有没有留意到
[15:41] 他的股利政策
[15:42] 是
[15:42] 群益政他以前都是配现金
[15:44] 过去八年来
[15:45] 但是今年他很特殊
[15:47] 是
[15:48] 他配了
[15:49] 他才配0.4元的现金
[15:52] 是
[15:53] 然后配1.31元的股票
[15:55] 配那么多
[15:56] 对
[15:56] 等于说你买一张群力证
[15:57] 你参与除息可以拿131股
[16:00] 当然是没有那个违隐病
[16:03] 违隐病一张可以拿两张回来
[16:06] 但是也是创了他的
[16:09] 大概十几年来的一个记录
[16:11] 那他的理由就是说
[16:13] 就是股市的钱
[16:16] 就是比较好赚
[16:19] 所以要留一些现金
[16:21] 他少发出去
[16:22] 他大概可以保留二十几
[16:24] 将近三十亿的现金
[16:26] 我是听说在群力证开户的人
[16:28] 要借那个不限用途贷款
[16:30] 好像常常借不到
[16:32] 现在蛮多券商应该是都额满了
[16:36] 我深入研究群力证
[16:38] 我跟大家讲一个
[16:40] 你可能比较少注意到的事情
[16:42] 以前我们认为
[16:43] 券商主要是赚
[16:44] 股票买卖的手续费
[16:46] 这个群力证去年
[16:49] 大概是将近80亿
[16:51] 创造80亿的营收
[16:52] 那获利大概是三十亿那边
[16:56] 但是他有一个收入
[16:58] 是这五年崛起非常快的
[17:01] 五年前只有十几亿而已
[17:03] 去年是四十几亿
[17:06] 叫做利息收入
[17:07] 他五年前
[17:09] 之前大概都只有十几亿
[17:10] 那个利息从哪里来的
[17:12] 是从融资来的
[17:14] 因为有些融资要融资
[17:16] 那你跟券商融资
[17:18] 你要缴利息的
[17:19] 他们券商以前的利息钱
[17:22] 主要是从赚融资
[17:24] 但是现在他们有不限用途的
[17:27] 这个利率还比融资高
[17:31] 所以他们去年的利息收入
[17:35] 四十几亿元
[17:36] 我告诉你
[17:37] 四十几亿元
[17:39] 跟一家中小型的银行差不多
[17:42] 所以我说整个证券业
[17:45] 也在发生结构式的改变
[17:48] 这个也是要提醒大家的
[17:51] 那当然我们看到融资预额
[17:53] 在4500亿
[17:54] 对应起
[17:55] 事情要讲逻辑
[17:57] 对应起4万点的点数
[17:59] 对应起现在的大盘成交量
[18:01] 动辄破照
[18:01] 今天也是破照
[18:03] 看来破照会成常态
[18:05] 这样的融资水位
[18:06] 以比例来说不算夸张
[18:08] 这必须这么讲
[18:10] 但是也因为
[18:11] 现在什么事情都很热的关系
[18:12] 难免也要提醒大家
[18:15] 有这样的问题
[18:15] 而这样的问题
[18:16] 我觉得不是在
[18:18] 警告这个市场要反转
[18:20] 而是在提醒每一位心里面formal的投资人
[18:24] 你现在自己到底杠杆的状况开得如何
[18:27] 能不能控制
[18:28] 那如果你觉得是
[18:30] 就算在跌10%
[18:31] 你的个股跌两根停板
[18:33] 都觉得没有关系的情况
[18:34] 我觉得那就没有问题
[18:35] 例如说造华几乎都是用现股
[18:37] 我要开杠杆的时候
[18:38] 有时候我会用个股期
[18:40] 这是我个人的选择
[18:41] 那个股期其实以前小哥也有教我
[18:43] 他说你的保证金就放到
[18:46] 例如说你觉得赔多少
[18:48] 他会提醒你要补钱
[18:50] 然后那个时候
[18:51] 你就要断头出场
[18:52] 就是你要强制你自己
[18:54] 不能让你自己一直赔
[18:55] 对
[18:56] 那时候哥有跟我讲说
[18:57] 你开杠杆
[18:58] 一定要控制这件事情
[18:59] 所以如果我今天做期货
[19:01] 我也会用这样的方式
[19:02] 有人会说
[19:03] 做期货你就保证金放多一点
[19:05] 可是
[19:05] 我觉得另外一个想法是
[19:08] 你不要让他那边
[19:08] 因为你保证金多
[19:09] 你就一直扣一直扣啊
[19:11] 你还是要严设
[19:12] 一个停损的一个状况
[19:13] 因为毕竟你在开杠杆嘛
[19:15] 那要不要停利呢
[19:17] 其实最近有很多人
[19:18] 问我要不要停利
[19:18] 我还是一句老话
[19:20] 就是如果你的部位是一个
[19:22] 你要核心
[19:23] 像等一下夫屈哥
[19:24] 他讲
[19:24] 他等一下会讲第一季
[19:26] 他看到有哪些财报
[19:27] 非常好的被低估的股票
[19:28] 以及像他刚刚已经提了
[19:30] 他在做退休规划
[19:31] 如果你今天要做退休规划
[19:33] 你核心的资产是不可能少的
[19:35] 很多人都会觉得
[19:36] 涨到这边了
[19:37] 我全部卖掉
[19:38] 等到下来再接
[19:39] 我怎么要傻傻的抱上抱下
[19:41] 我觉得这还是要分成两个
[19:43] 一个是您的核心资产
[19:45] 应该有一个东西
[19:46] 是可以持续累积的
[19:48] 你当然可以做部分停利
[19:50] 因为可能真的觉得过热了
[19:51] 你做部分停利
[19:53] 可是你的核心要在
[19:54] 如果你真的卖了
[19:55] 而股票市场没有下来
[19:57] 或是你手上那个资产
[19:58] 没有下来呢
[19:59] 你会不会愿意
[20:00] 用更贵的价格买回来呢
[20:01] 这个第一个是人性上的问题
[20:03] 那核心我们常常会讲说
[20:05] 不管你是喜欢
[20:06] 未来要领股息
[20:07] 所以用高股息
[20:08] 或是你跟随的大盘
[20:10] 因为你相信大盘永远
[20:11] 经历过长期的低股
[20:13] 或是空头
[20:14] 它还是会往右上走
[20:15] 那就是大盘
[20:16] 就是所谓的市值
[20:17] 或者是你很相信
[20:19] 现在操盘人的功力
[20:20] 你希望有蛮大的部位
[20:21] 是建立在主动市值贴付
[20:23] 其实我觉得都可以
[20:24] 我觉得都可以
[20:25] 但是有一块
[20:27] 你应该是要一直持续累积的
[20:29] 那另外一块
[20:29] 当然就是很多人喜欢做一些
[20:31] 冲冲冲的个股
[20:32] 对不对
[20:32] 冲冲冲赚了20%了
[20:34] 我就先把它卖掉
[20:35] 那也没关系
[20:36] 就不要懊恼卖飞就好了
[20:38] 常常跟大家提醒
[20:39] 就是你一定要思考
[20:40] 你今天进入到股市
[20:42] 你到底有没有希望
[20:44] 用股票市场
[20:45] 帮你长期稳定的获利
[20:47] 还是你只是来玩的
[20:49] 你只是来沾一沾
[20:51] 有时候赚有时候赔
[20:52] 然后过了好几年
[20:54] 你还是一样
[20:54] 在损益上面没有什么进步
[20:56] 好玩而已
[20:57] 如果你的本业非常丰厚
[20:59] 让你觉得只是好玩
[21:00] 我觉得那也没有关系
[21:01] 但是我现在看到
[21:02] 全民街股民的时候
[21:04] 就会觉得
[21:05] 那大家进来的时候
[21:07] 一定要认真的思考
[21:08] 我们有这么好的工具
[21:09] 我们有这么好的工具
[21:11] 让大家在薪水比较难涨的时代
[21:14] 你可以自己创造财富
[21:16] 那不是应该用一个正确的策略
[21:18] 达到你要的目标吗
[21:20] 就像富旭哥
[21:21] 他这几年也泡在股票市场里面
[21:24] 也知道现在有很多的标股
[21:25] 可是还是用他的步调
[21:27] 来达到他的目标
[21:28] 像现在第一季的财报陆续出炉了
[21:30] 所有的财报公布应该是5月15号
[21:33] 但是大家顺便开法说
[21:35] 然后什么的
[21:36] 因为现在已经4月底了
[21:37] 也差不多几天了
[21:38] 好成绩的都已经端出来了
[21:40] 所以富玉哥也帮我们整理了一些
[21:41] 他有观察到第一季的财报
[21:43] 很不错的
[21:44] 可是股价却还没有充分反应的
[21:46] 对
[21:46] 我先讲一档好了
[21:48] 好
[21:48] 他明天
[21:50] 今天是4月28号
[21:53] 对
[21:54] 那新产
[21:56] 2850
[21:57] 怎么了
[21:57] 他明天缩盘后会公布财报
[22:00] 好
[22:00] 因为现在公布财报都要先公告
[22:03] 要先公告
[22:03] 什么时候要开董事会
[22:06] 那个时候就是公布财报的日子
[22:09] 所以新產已經公告4月29號
[22:12] 那應該都是在那個收盤後
[22:16] 那我會對他比較期待的是這樣第一個他第一季的营收大概成长了7%到8%
[22:26] 跟去年连针率
[22:28] 是有成长的
[22:30] 那第二点
[22:32] 我追新产这么久了
[22:34] 我有一个小小的撇步经验
[22:39] 我发觉他的这两年
[22:43] 它的季报季获利
[22:47] 大概是富邦产物保险公司的
[22:50] 50到55%
[22:52] 我为什么这样做比较呢
[22:55] 因为富邦产险是台湾第一大产险
[22:59] 国泰是第二大
[23:01] 新产是第三大
[23:03] 我告诉你
[23:04] 这些产物保险公司
[23:06] 他们不但经营的那个那个险种都差不多
[23:10] 比重都差不多
[23:11] 连投资风格都很像
[23:13] 都很像
[23:15] 那这两年就是
[23:17] 因为我
[23:18] 虽然我是只投资新产
[23:21] 但是这些产品公司
[23:23] 我都会关心
[23:24] 看久了看出一个窍门
[23:27] 是
[23:28] 对
[23:28] 好
[23:29] 那
[23:30] 富邦金第一季获利公布
[23:33] 他一公布
[23:34] 他的子公司都会公布
[23:35] 富邦银
[23:36] 富邦产物保险公司都会公布
[23:38] 富邦产物保险公司
[23:40] 今年低基的获利是26亿
[23:42] 你假如说按照过去两年
[23:45] 新产跟富邦产
[23:47] 两家的这样的一个比例关系
[23:50] 大概新产获利
[23:52] 大概是富邦产的50到55%
[23:54] 我们保守抓50好了
[23:56] 等于说你可以期待新产
[23:59] 有低基有机会
[24:01] 税后净利赚13亿
[24:03] 那13亿它股本才31.5亿
[24:07] 等于低基EPS有机会
[24:10] 这是我猜的
[24:12] 我预测的
[24:14] 准不准我不知道
[24:16] 要看市场
[24:17] 有机会到四块
[24:19] 一到四块一开出来
[24:22] 我告诉你
[24:24] 市场会有一些比较普隆功的
[24:26] 就是比较对经常不了解的
[24:29] 因为很多人
[24:30] 他们推算整年的货币
[24:33] 都怎么推算
[24:34] 就第一季成底丝
[24:35] 你知道吗
[24:37] 大家不要笑
[24:39] 很多人是这样算的
[24:40] 对啦
[24:41] 对
[24:41] 然后他们会直接
[24:44] 假如说新展是4块
[24:45] 他们会乘以4
[24:46] 会说全年可能赚16块
[24:48] 是
[24:48] 那全年赚16块的时候
[24:51] 按照他的本益比和流图
[24:53] 他大概本益比
[24:55] 大概就是11倍
[24:56] 11倍
[24:58] 那等于是说
[24:58] 那可能是会
[25:00] 股价可能跑到140 150
[25:02] 大家会觉得
[25:03] 那一年内可能会跑到这样
[25:06] 会这样
[25:07] 所以会让他带来一个短期的
[25:10] 一个股价的一个刺激
[25:13] 当然前提是要低级EPS
[25:15] 开差也四块以上
[25:17] 但是我自己是比较平衡的预估
[25:20] 我预估今年新产
[25:22] 他那个EPS今年低级
[25:25] 只要是3.5
[25:26] 我就给80分
[25:28] 然后像中等盟股
[25:30] 平常股价也不太涨了
[25:32] 他假如财报80分
[25:34] 通常就会
[25:36] 就还可以
[25:37] 涨个一两趴
[25:39] 两三趴
[25:39] 会有机会
[25:41] 但是他假如是
[25:42] 譬如说那假如是三元以下
[25:44] 我就认为可能就是不及格了
[25:46] 当然去年是2.7还2.6
[25:49] 但是因为市场
[25:51] 对他期待总是有一点高
[25:54] 那我是这样
[25:56] 那我告诉你
[25:56] 我对这个财报的套利都是短线
[25:58] 我新产有很大的长线
[26:02] 但是像我最近就会多买几张
[26:05] 赌赌看
