[00:00] 欢迎收听赵华宜古货载第1054集
[03:04] 股利也不错的
[03:05] 甚至超额配发的
[03:06] 表现都很好
[03:08] 例如今天涨停板的和硕
[03:09] 对不对
[03:10] 他也是在这个股利政策
[03:12] 和去年的获利情况
[03:13] 不错的情况下
[03:14] 今天在非常低位阶
[03:15] 就一根涨停板
[03:16] 位阶也很重要
[03:17] 还有像最近很夯的群创
[03:19] 其实群创也超额配发
[03:21] 他的股息哦
[03:22] 那当然昨天公布的
[03:24] 像南亚虽然他超额配发股息
[03:26] 但是因为我觉得南亚涨得比较多了
[03:28] 然后他又只有赚0.5
[03:31] 去年整年超额配发0.8
[03:33] 可是市场今天就对他没有非常卖单
[03:36] 无论如何如果股价低位阶
[03:38] 超额配发股息
[03:40] 或者发现其实殖利率还不错
[03:42] 在这一波其实反而在大盘震荡的时候
[03:45] 相对他是有表现
[03:46] 先来请教富旭哥就整个局势好不好
[03:49] 因为我们这一次的下修
[03:51] 一个很大的原因就是美伊战争
[03:53] 然后当然美伊战争一开始大家也还好
[03:55] 可是油价的爆喷
[03:57] 这个大家很紧张
[03:59] 所以现在横浦在海峡
[04:01] 还是有这个风浪和风港
[04:03] 以及有人想过去会被炸的情况下
[04:05] 你怎么样来看这个总体环境的局势
[04:08] 这个战争一开始我也相当的紧张
[04:11] 因为台股也大跌过1000点
[04:13] 还有2000点
[04:15] 但是我冷静这样思考下来
[04:18] 我觉得这一次美伊的战争
[04:21] 研究程度绝对不会高于
[04:25] 我们2020年的新冠疫情
[04:29] 刚蔓延
[04:30] 全球都在封城的时候
[04:32] 那时候台股曾经顿入空头市场
[04:36] 大概跌了将近30%
[04:38] 但是在非常短的时间
[04:40] 两天内就跌了好几千点
[04:42] 然后一下子就变成空头这样
[04:45] 但是也很快的又V型反转
[04:47] 但是我觉得这是战争
[04:50] 你知道吗
[04:51] 上次封城啊
[04:52] 什么那个新冠疫情
[04:54] 大家应该记忆有心吧
[04:56] 都被关在家里
[04:58] 也不能上馆子
[04:59] 不能去看电影
[05:00] 还要在家里上班
[05:01] 那请问这次美伊战争
[05:03] 有对大家生活
[05:04] 或是对你的未来带来恐慌吗
[05:07] 或是对你的生活
[05:09] 带来什么不便吗
[05:10] 顶多礼拜一大家抢着去加油
[05:12] 因为中油涨油降
[05:13] 对对对
[05:14] 对对对
[05:15] 所以说这不会比那个
[05:17] 新冠疫情还严重
[05:18] 这是一点
[05:20] 那第二个
[05:21] 我们上次的空头是2022年
[05:24] 股债双杀
[05:26] 美国暴力升息
[05:27] 当时那一年也恶务战争
[05:29] 我觉得也不会比那一年
[05:31] 那一年也是真的紧张死
[05:33] 因为那一年很多退休组
[05:35] 包括我自己
[05:36] 准备退休的人
[05:37] 放了一些钱在债券
[05:40] 再次大跌
[05:41] 我感觉你的退休金少了一圈
[05:44] 那当然股市也跟着大跌
[05:47] 那时候通膨又很严重
[05:52] 一个便当从90块涨到120
[05:55] 美国什么先进国家更严重
[05:58] 所以那个是感同身受的经济危机
[06:02] 停滞性通膨的危机又要来了
[06:05] 那时候大家都很担心
[06:07] 股市还在市
[06:09] 波一起跌
[06:11] 我觉得这次也不会比那次严重
[06:13] 所以我这样想想
[06:16] 我是觉得
[06:17] 我就比较安心了
[06:19] 那两次我都度过来了
[06:20] 这次没有
[06:21] 没有说我不会度过来的理由
[06:24] 所以每次遇到危机
[06:27] 我大概会衡量一下它的严重性
[06:30] 对
[06:30] 我跟妳一样
[06:31] 然后做加减码的一个考量
[06:33] 我有减码
[06:35] 但是其实减不多
[06:36] 它曾经触及到
[06:38] 我从一年内的高点跌到7%
[06:41] 其实曾经加减指数跌到9.7%
[06:44] 我很关注
[06:45] 最深是跌到从三万五千多
[06:48] 跌到三万一千多还多少
[06:50] 跌了九点七
[06:52] 然后我是跌到七趴
[06:53] 高点跌到七趴
[06:55] 我会减码十趴
[06:56] 但是我这样衡量
[06:58] 我觉得好像不用太担心
[06:59] 我大概减码三四趴而已
[07:01] 因为我记得上一次
[07:02] 富须哥来有讲
[07:03] 因为伴随着市场的回荡
[07:05] 不管什么原因
[07:06] 当然我们两个
[07:07] 都有同样的一个想法
[07:08] 就是判断严重性
[07:10] 像这几天我都跟大家讲说
[07:12] 因为我判断
[07:12] 它是一个景气
[07:13] 还在多头循环下的回荡
[07:15] 不是那一种恐慌
[07:17] 就像刚刚讲COVID
[07:18] 其实我们都很害怕经济会大衰退
[07:20] 大萧条
[07:20] 因为你可能会生病就死掉
[07:22] 对
[07:22] 但是好几百万人死掉
[07:24] 或者是说像以前有所谓的欧债风暴
[07:26] 有可能国家倒闭
[07:27] 国家破产
[07:28] 或是像更早之前金融海啸
[07:30] 那个真的是有很多人买联动债
[07:32] 血本无归
[07:34] 银行破产
[07:35] 对
[07:35] 这些都是非常非常严重的事情
[07:37] 但这一次目前没有
[07:39] 它就是美伊战争
[07:40] 加上大家觉得AI可能扩张的太多
[07:43] 要适当的修正乖离
[07:44] 我们先判断了严重性
[07:46] 但富旭哥有讲了一件事情
[07:48] 就是但是当今天我们尊重市场
[07:50] 市场回荡比较深的时候
[07:52] 例如10%
[07:52] 他就会觉得富潮之下无完软
[07:55] 即使是价值股
[07:56] 可能都要稍作减码应对
[07:59] 但因为也刚刚讲了
[08:00] 判断这个严重性没有那么离谱
[08:03] 所以他有减码
[08:03] 但减的不多
[08:04] 不多不多
[08:05] 所以我今年到现在为止
[08:09] 其实其实机下还不错
[08:13] 大概正7到8%之间
[08:16] 等于把去年
[08:18] 不能说亏了
[08:19] 账面上亏损的
[08:21] 全部都回来了
[08:22] 而且还有增加
[08:24] 而且整个持股部位
[08:27] 也到达个人的
[08:28] 存股以来历史的
[08:30] 接近历史最高点
[08:31] 所以我是觉得
[08:33] 目前我应对的状况
[08:36] 还算OK
[08:37] 好
[08:39] 但你解码的那些
[08:40] 你会有一些选择吗
[08:41] 例如说
[08:42] 你只减了30%
[08:43] 但有一些是均匀解码
[08:45] 还是有一些你会觉得
[08:46] 在这样的状况里
[08:47] 比较不利会解码比较多
[08:49] 我解码
[08:50] 我直接讲个股好
[08:52] 我解码什么股票
[08:53] 我解码那个联强
[08:58] 联强通融股问我
[08:59] 那我解码群光
[09:01] 群光减最多
[09:03] 为什么
[09:04] 因为群光
[09:05] 它在前两天公布联报
[09:08] 状况不好
[09:09] 我就减了
[09:11] 而且就剪很多了
[09:13] 那是基于说
[09:14] 这个记忆体大涨
[09:16] 对
[09:17] 就会导致
[09:18] 你知道IDC都讲了
[09:20] 是
[09:20] 今年的手机跟电脑
[09:23] 个人电脑可能出现
[09:24] 两位数的出货的衰退
[09:27] 是
[09:27] 这个对群光
[09:29] 群光大概70%的产品
[09:31] 都跟电脑有关
[09:32] 没错
[09:32] 可能30%是影像产品
[09:34] 但是这个冲击一定会有
[09:37] 那我也剪了一点联强
[09:39] 为什么呢
[09:40] 因为联强
[09:40] 它有大概也七成
[09:43] 都是卖server电脑这些
[09:46] 我觉得也会受影响
[09:49] 再加上我连墙
[09:51] 算是我在大概六十出头那边
[09:55] 我进了不少
[09:57] 所以我捡的时候
[09:59] 其实获利也算是获利了结
[10:02] 但是没有像群光捡这么多
[10:05] 我也捡了群一镇
[10:08] 为什么
[10:08] 我们都破造成交量了
[10:11] 对对
[10:11] 但是群力证
[10:12] 前阵子在第一月份
[10:14] 涨得很凶嘛
[10:15] 对对
[10:15] 但是因为它涨得很凶的关系
[10:18] 再上它是我第一大持股
[10:19] 对
[10:19] 它的
[10:20] 它占我的比重
[10:21] 已经参过我整体部位
[10:23] 二十几趴了
[10:24] 那又
[10:25] 又触及到我的红线
[10:27] 是
[10:27] 就是说不能超过二十趴嘛
[10:29] 我跟大家分享过
[10:30] 单一个股份
[10:31] 你是一定有上线是吧
[10:33] 第二点
[10:33] 假如美伊战争造成市场的混乱
[10:36] 金融市场的混乱
[10:37] 前阵子很紧张嘛
[10:38] 叠2000点
[10:39] 那证券股一定会受影响
[10:42] 其实会啦
[10:43] 虽然成交量爆了
[10:44] 可是他的自营
[10:45] 或者是
[10:45] 对有可能会亏损
[10:46] 所以我想想
[10:47] 群力证还是
[10:48] 大家减群力证也是获利
[10:51] 而且获利不少
[10:53] 大概是这样减
[10:55] 但是大概减整体的部位
[10:57] 大概只有3%而已
[10:58] 也不多
[10:59] 因为我就判断
[11:01] 像我之前所讲的
[11:02] 我认为危机并不严
[11:04] 是美伊战争
[11:05] 又不是美中战争
[11:06] 也不是美俄战争
[11:08] 是伊朗
[11:09] 对对对
[11:10] 我觉得没有那么可怕
[11:11] 对对对说可怕也蛮可怕但是刚刚讲到这个事情没影响到大家的生活我想最近应该还是蛮多人很奇怪很喜欢去杜拜或者是经过杜拜
[11:22] 因为杜拜是一个转机点
[11:24] 也会很多人转机会经过杜拜
[11:25] 那就看到好多身边的朋友
[11:27] 都刚刚好有在杜拜
[11:28] 他说事实上我们要回台湾
[11:30] 或是回其他国家是很紧张的
[11:32] 因为可能飞机会停飞或什么的
[11:34] 可是杜拜当地的生活还好
[11:36] 就还是说要去上课的
[11:38] 要去上班的
[11:39] 要做生意的
[11:40] 都还是
[11:41] 而且杜拜是在炮火
[11:42] 笼罩在炮火之下
[11:45] 机场被炸
[11:46] 对
[11:46] 然后他们就说
[11:47] 是觉得他们还蛮镇定
[11:49] 就住在那里蛮镇定
[11:51] 我听了也是觉得蛮有意思的
[11:53] 但像我们这种是外国人
[11:54] 好多人就是真的是
[11:56] 好像说什么头等舱
[11:57] 20万的票
[11:58] 这样花下去
[11:59] 就是为了要赶快回来
[12:00] 前几天大家有在
[12:01] 密切的讨论这个事情
[12:03] 那幸运回来的人也觉得
[12:04] 不管现在有没有战争
[12:06] 都觉得至少能平安回台湾
[12:07] 至于油价的问题
[12:08] 其实大家最担心油价
[12:10] 但是我
[12:11] 你怎么看
[12:12] 今天又回一百
[12:13] 我这样看
[12:14] 我们现在
[12:15] 因为你可以跟1991年的
[12:17] 波斯湾战争做类比
[12:19] 这就是有股市经验的人
[12:20] 会讲出来的话
[12:21] 1991年那时候
[12:23] 台股沿着波斯湾战争
[12:24] 跌入空头
[12:25] 那时候台股是从高点到低点
[12:28] 是差50%
[12:30] 我们说percent
[12:31] 因为点数差很多了
[12:32] 对
[12:32] 几千点到几千点
[12:34] 那时候的油价是从17块
[12:37] 涨到36 7块
[12:39] 那时候也很紧张
[12:43] 但是第一次波斯湾战争
[12:45] 四十几天就落幕了
[12:46] 那川普也希望说
[12:48] 这次能够在一个月内
[12:49] 把它结束
[12:50] 不知道会怎么样
[12:51] 但是我跟大家
[12:52] 我这样分析起来
[12:54] 我们现在的世界
[12:57] 对于石油的依赖
[12:58] 跟波斯湾战争
[13:00] 1991年差很多
[13:01] 没有错
[13:01] 那时候全球的人员
[13:03] 百分之五十以上
[13:05] 都要靠石油
[13:07] 你发电
[13:08] 车子要吃油
[13:09] 都要靠石油
[13:12] 50以上
[13:13] 那真的油价大涨
[13:15] 真的对我们的人员
[13:17] 民生冲击很大
[13:18] 但是经过这30几年
[13:20] 发展我们有替代人员
[13:22] 之类的
[13:24] 也一直在发展
[13:25] 太阳人 风电
[13:26] 我们对于石油
[13:28] 全球人员对于石油的依赖
[13:30] 只剩下30%
[13:31] 是蛮重要的
[13:33] 但是跟波斯湾战争
[13:35] 那50几%不能比
[13:36] 这是第一点
[13:37] 第二点
[13:38] 这三十几年来
[13:40] 我们全球的石油界
[13:41] 发生什么事吗
[13:43] 就是发现页岩油
[13:45] 美国现在每天挖的石油
[13:49] 大概是一千四百万桶
[13:50] 还有不要忘了一个国家
[13:53] 叫加拿大
[13:54] 它每天产油量超过五百万桶
[13:57] 在波斯湾战争
[13:58] 我看数据
[13:59] 那时候加拿大
[14:01] 只日产大概一百五十几万桶而已
[14:04] 所以其实
[14:06] 因为页岩油的关系
[14:08] 我们对于中东油源的依赖
[14:10] 也没有那么深
[14:11] 现在是还
[14:14] 可能还有几十趴
[14:16] 但是绝对没有比1991年那么深
[14:19] 还有第三个原因
[14:21] 这是最近发生的
[14:23] 美国不是拿下了委内瑞拉吗
[14:26] 对
[14:27] 委内瑞拉是全球
[14:29] 石油运厂量最多的国家
[14:31] 比沙热地阿拉伯还多
[14:32] 那时候拿就是为了油
[14:34] 对
[14:34] 当然委内瑞拉
[14:36] 他虽然运产量很高
[14:37] 但是因为这几十年来的那种腐败的政治
[14:41] 导致他的油的开采
[14:43] 那个设备老旧不堪
[14:45] 他每天他现在每天的生产量
[14:48] 他只有八九十万桶而已
[14:50] 但是他在高峰的时候
[14:52] 他可以生产一天三百多万桶
[14:54] 哇 差那么多
[14:55] 对
[14:56] 那就是因为政治腐败乱搞嘛
[14:58] 但是美国现在介入了
[15:02] 然后要引进美国的资本
[15:05] 爱克森美孚
[15:06] 西方石油
[15:08] 都要进去挖了
[15:10] 川普说滴个滴个滴个
[15:12] 要挖嘛
[15:13] 当然这需要时间
[15:15] 但是我认为大概两年
[15:17] 我认为委内瑞拉的石油的产量
[15:21] 会迅速的起飞
[15:23] 所以其实你这样想想
[15:26] 也还好
[15:27] 油这方面也不用太过紧张
[15:30] 而且你说伊朗封锁荷姆斯海峡
[15:33] 那美国也可能会反封锁
[15:35] 当然现在荷姆斯海峡
[15:37] 是要是危险度是很高
[15:40] 但我觉得现在是一个
[15:41] 是恐慌的一个高点
[15:44] 但是我觉得应该
[15:47] 我整个分析起来
[15:49] 我觉得其实没有那么恐怖
[15:51] 好
[15:52] 这个一样
[15:53] 我们用了比较大篇幅
[15:55] 跟大家讲
[15:55] 为什么这是油价上来
[15:57] 我们都觉得会是短期因素
[15:59] 然后美国他其实有控制油价的能力
[16:03] 必须这么讲
[16:05] 然后我们也常常讲到说
[16:06] 有很多的产油国其实并不团结
[16:08] 这也是一个油价在涨的时候
[16:10] 大家就会疯狂
[16:11] 现在油价好开始卖
[16:13] 然后说好我们要共同减产
[16:15] 其实大家都在偷卖
[16:16] 所以这个事情在油价会不会持续高涨上面
[16:19] 我们倒是抱持它比较像短期现象
[16:21] 但是也因为是短期现象
[16:22] 所以我们反而可以反过来
[16:25] 利用说大家对油价上涨通膨一律的恐慌的时候
[16:28] 股市下杀
[16:29] 去比较寻找出好的买点
[16:32] 我觉得用这样的思维
[16:34] 大家在这一波就比较不会害怕
[16:36] 为什么我刚刚跟富去哥讲
[16:37] 有很多人来问的问题
[16:39] 不一定是股票
[16:40] 反而是问说
[16:41] 为什么跌到月线你们就敢买
[16:44] 那如果再去季线再买
[16:46] 你们不会怕越跌越多吗
[16:47] 这里面牵涉到两件事情
[16:49] 当然第一个就是刚刚我们有讲的
[16:51] 我们先判断多严重
[16:53] 有时候到季线我觉得有可能
[16:54] 可是你说这一次会达到什么半年线年线
[16:57] 事实上我内心觉得可能性很低
[16:58] 这是第一个
[16:59] 所以为什么破月线
[17:01] 可能就先买一些
[17:01] 以我来说
[17:02] 就是因为我觉得
[17:03] 它可能是第一个便宜点
[17:05] 不会是最便宜
[17:06] 可是相对可能已经算便宜
[17:08] 这是个第一个
[17:09] 第二个会这样问的朋友
[17:10] 还有就是在资金控管上的压力
[17:12] 就觉得说
[17:13] 我如果月线子弹就打了
[17:15] 我到季限就没有子弹了
[17:16] 这个是
[17:17] 一个是钱的压力
[17:18] 一个是心情压力
[17:20] 两个压力压在一起
[17:21] 会让大家对于
[17:22] 下跌时要不要减
[17:23] 会产生一个
[17:24] 比较难判断
[17:26] 或是心理关卡
[17:27] 那另外也有人问说
[17:29] 像我昨天说不要追
[17:30] 可是就有人问说
[17:31] 我要怎么样忍住
[17:32] 看到大涨不要追
[17:34] 因为涨
[17:35] 像之前一路从三万
[17:36] 涨到三万五好了
[17:37] 很多人都会说
[17:38] 我不买就来不及了
[17:40] 真的会有这感觉
[17:41] 像很多人买机体
[17:42] 有这个问题
[17:43] 只要一回挡就会说
[17:44] 奇怪前面涨了五倍
[17:46] 我都没赚到
[17:46] 结果一回挡我就伤到
[17:48] 就是因为涨的时候
[17:49] 你要追的那个情绪
[17:51] 会跑出来
[17:51] 那夫婿哥听完以后
[17:53] 就说他也常被问
[17:54] 所以今天来聊一下
[17:55] 为什么在回挡的时候
[17:57] 先不论有没有复杂之下
[17:59] 我老师刚刚判断
[18:00] 可能这次没那么严重
[18:01] 那跌的时候
[18:02] 你要怎么样决定
[18:03] 你要优先减谁
[18:04] 以及勇敢减谁
[18:06] 第一个我先给出一个
[18:08] 最简单的答案
[18:09] 假如股市大跌的时候
[18:10] 现在我自己是设定的
[18:13] 假如从一年内的高档
[18:15] 我不是说触及跌7%
[18:18] 我会减码10%
[18:19] 再跌到15%
[18:21] 我会再减码10%
[18:22] 我在两年前是跌10%减码
[18:26] 跌10%再减吧
[18:27] 但是我现在改了
[18:29] 那这个原因非常的复杂
[18:32] 有机会或许再跟你分享
[18:34] 但是我现在说
[18:35] 我的策略改了
[18:37] 那现在我的做法是
[18:38] 假如真的是从回档
[18:39] 触及20%
[18:41] 大概就是
[18:42] 现在28000多点这个
[18:44] 我会勇敢买
[18:47] 这是我目前的战略
[18:50] 那你假如说
[18:51] 那时候不知道要买什么
[18:52] 最简单就是买ETF
[18:54] 没有错
[18:54] 这是最简单的
[18:55] 像前阵子跌2000多点
[18:59] 那一天
[19:00] 说实在我心里面也是毛毛荒荒的
[19:04] 那一天连高股息ETF都跌4%多
[19:07] 没有错
[19:07] 恐慌就是这样
[19:09] 那时候我刚好也减码了
[19:11] 什么群光什么的
[19:12] 手上也有一些钱
[19:15] 我就买了不少高股息ETF
[19:19] 就是这样
[19:20] 而且买那种就是918 919
[19:23] 就是刚好下个礼拜要出席
[19:26] 下个礼拜要出席
[19:27] 还不是老牌
[19:28] 下个礼拜要出席
[19:29] 下个月就可以拿到钱的那种
[19:32] 这是最实际
[19:34] 那第二个
[19:36] 当然就是要靠你平常
[19:38] 我们平常做股票都是
[19:40] 听这个人讲
[19:41] 看这个节目说
[19:42] 这个都可以当作你参考的讯息来源
[19:45] 但是切记
[19:47] 你一定要建立起自己的聚宝盆
[19:50] 没错
[19:50] 1800档股票当中
[19:53] 你至少要对30档
[19:55] 你能力多一点
[19:56] 40档
[19:57] 你要非常的熟悉
[19:59] 我觉得讲得非常好
[20:00] 他的基本面
[20:00] 我等一下再讲为什么
[20:01] 对对对
[20:03] 那到时候真的来了
[20:04] 我最漂亮那一次就是2022年
[20:07] 第四季
[20:08] 第四季这件事
[20:09] 对对对
[20:10] 台积电跌破400
[20:11] 对
[20:11] 我这个就是下去
[20:14] 抄底
[20:15] 是
[20:16] 那很可惜
[20:17] 他涨太快了
[20:18] 他隔年就涨到600多
[20:20] 你就卖掉了
[20:21] 对我就
[20:21] 对对
[20:22] 但是结果而言
[20:24] 它是还不错
[20:26] 结果还不错
[20:27] 像这样
[20:29] 你必须要对平常
[20:31] 这个人家说
[20:33] 输到用时方恨少
[20:34] 同样股市大跌的时候
[20:37] 你敢不敢捡
[20:38] 你平常有没有在做准备
[20:39] 养兵一日
[20:41] 养兵千日用在一时
[20:43] 所以你不要认为说
[20:45] 平常的修炼
[20:46] 投资修炼是没帮助的
[20:48] 在关键的时刻
[20:50] 它就会发挥关键的作用
[20:53] 这个功力
[20:54] 你说一个股市功力很高的人
[21:00] 走在路上你也不认得
[21:01] 但是真的在做关键的时候
[21:04] 你看他的
[21:05] 大家在存折就见真章了
[21:09] 怎么讲到来嚣张起来
[21:12] 不要开玩笑的
[21:14] 我觉得富裕哥
[21:15] 他贯彻一个很重要的事情
[21:17] 因为他上达兰秀
[21:18] 或是古惑仔的时候
[21:19] 大家希望因为有图片可以看
[21:21] 他就告诉大家2012年
[21:22] 对不对
[21:23] 开始嘛
[21:23] 到现在2026年
[21:25] 这十几年来
[21:27] 他每一年
[21:28] 他的报酬的变化
[21:30] 他领的股息多少
[21:31] 每一年列出来
[21:33] 他是一个股市长期胜率的保持者
[21:37] 这是我常常在讲
[21:38] 是这几年大多头
[21:40] 其实会有很多人
[21:41] 有所谓的幸存者偏差
[21:42] 就是你看到有人
[21:44] 一po说他们年轻人
[21:45] 很敢开杠杆
[21:46] 用期货什么
[21:47] 一下就赚了几千万
[21:49] 其实像我自己啊
[21:50] 我身边有个大男朋友啊
[21:51] 最近有买房子的
[21:53] 他有一次是很感叹
[21:54] 跟我说
[21:54] 他房子大概三四千万块钱
[21:56] 也是辛辛苦苦
[21:57] 纯纯的投期
[21:58] 然后乖乖付贷款
[21:59] 但是因为有做理财
[22:00] 所以相较之下
[22:01] 已经比同年龄的人
[22:03] 已经算是买得早
[22:04] 也买得贵了
[22:05] 可是他说
[22:06] 他的朋友就跟他说
[22:07] 哎呀你当初那个钱
[22:08] 不要投进去买房子
[22:10] 你跟着我们做
[22:11] 开个杠杆期货
[22:12] 你现在那个三千万
[22:13] 就是现金了
[22:14] 你就不用付房贷
[22:15] 他也会觉得有点酸酸的
[22:17] 可是真的不要
[22:18] 那個真的叫做倖存者偏差
[22:21] 因為在去年對等關稅的時候
[22:23] 我們也看過有很多
[22:24] 自己身邊開投資公司的朋友
[22:26] 在那一波出去的
[22:28] 因為就是槓桿開了之後
[22:29] 融資什麼補不回來被抬出場抬出場之後一時之間元氣也回不來就沒有辦法重新再股票市場振作所以我們要如何在股票市場長盛靠的是經驗
[22:41] 所以剛剛福旭哥講
[22:43] 他可能有一個long long story
[22:44] 要告訴我們
[22:45] 下殺20%的時候會撿東西
[22:46] 但是他的判斷永遠都會是
[22:48] 有沒有穩定的股息
[22:50] 然後獲利預期
[22:51] 有沒有走在他講的那個預期上面
[22:53] 很多人說夏迪欧馬要撿高股息
[22:56] 因為福旭哥他就是要股息
[22:57] 我們也知道高股息
[22:59] 可能长期来跑
[23:00] 不一定会赢那些
[23:01] 很积极的科技型或什么
[23:03] 可富贵就是以一个
[23:04] 退休的时候
[23:05] 他要领到多少股息
[23:06] 为规划的
[23:07] 所以他就勇敢去捡
[23:09] 口碑好的高股息
[23:11] 那我刚刚你有一个
[23:13] 东西没有提到
[23:14] 你这次有去捡像长荣吗
[23:16] 因为长荣货柜
[23:17] 就是这一次在
[23:18] 长荣我在去年
[23:20] 配完席
[23:23] 我就捡了很多
[23:25] 那时候是
[23:26] 还有两百二十几块
[23:28] 对
[23:29] 对那后来有再去捡它吗
[23:31] 后来就没有了
[23:32] 那我现在还有长龙
[23:34] 长龙大概是
[23:36] 大概还有九张
[23:37] 那我把这九张
[23:39] 它不论涨跌到哪里
[23:42] 或是我都
[23:43] 涨到那我也不会卖
[23:44] 除非涨到250
[23:45] 反正我是不会卖的
[23:47] 因为我现在对长龙的看法
[23:49] 是说
[23:51] 今年的这个整个运力
[23:54] 供过于求
[23:55] 还是会压力会非常的大
[23:58] 但是我认为长榮是全世界
[24:01] 竞争力最好的货柜航运业者
[24:04] 所以我对他的态度说
[24:06] 我保有最基本的长期部位就好了
[24:09] 然后等待下次的一个机会来临
[24:12] 我再看要不要再加码这样
[24:15] 我现在的看法是这样
[24:16] 但是因为这个美伊战争一打
[24:18] 让情势又有点变化
[24:20] 因为可能搞不好今年长榮
[24:23] EPS要赚20甚至25以上
[24:26] 好像看起来也蛮有机会的
[24:30] 又改变了
[24:32] 但是我是觉得
[24:34] 我还是认为
[24:36] 美伊战争的影响是短期的
[24:38] 我也认为
[24:40] 他应该最晚最晚
[24:42] 就会在8月结束
[24:44] 美伊战争
[24:46] 8月很久耶
[24:47] 对对
[24:48] 这是我最悲观的想法
[24:50] 川普说一个月嘛
[24:51] 所以我们现在就抓4月啊
[24:53] 但是我认为最晚最差也不会拖过8月
[24:57] 有原因吗
[24:57] 当然有原因
[24:58] 你讲话都有原因我知道
[25:01] 因为今年11月3日
[25:03] 美国要国会期中选举
[25:05] 川普要选举
[25:07] 所以选举前三个月要开始跑选举
[25:11] 现在川普民调是落后
[25:13] 所以你一定要在选举前三个月
[25:16] 越早越好了
[25:18] 四个月更好
[25:20] 五个月更加把这场战争
[25:24] 给它做一个了结
[25:25] 这是我的看法
[25:27] 不管那个了结是什么形式
[25:29] 川普可以随便吹说
[25:31] 我们已经跟伊朗达到
[25:34] 史诗式的一个谈判结果
[25:38] 我们美国获得历史性的胜利
[25:42] 宣布战争结束
[25:44] 这样也可以啊
[25:45] 随便他讲
[25:46] 其实现在牌是在美国手上
[25:52] 他要让战争结束
[25:54] 随时都可以结束
[25:55] 对啊
[25:56] 那你这个不是
[25:57] 他又不是乌克兰
[25:59] 乌克兰
[26:00] 你说乌克兰要让战争结束
[26:02] 这个他没办法
[26:03] 对对
[26:03] 但是俄罗斯要让战争
