[00:00] 欢迎收听赵华宜古货载第1128集
[05:59] 那明天台股反弹
[06:00] 应该是要挑战月线的支撑
[06:03] 那月线因为从上一半
[06:05] 我跌破之后
[06:06] 明天刚好是第三天
[06:07] 所以明天如果大盘
[06:09] 能够站稳月线的关卡的话
[06:10] 最少我觉得
[06:12] 那一种所谓的急杀破底
[06:14] 要回撤季线关卡的这种机会
[06:16] 也会相对降低许多
[06:18] 所以我觉得整体上
[06:19] 投资人应该现在要考虑的是
[06:21] 那会不会明天的反弹
[06:22] 是人道走廊
[06:23] 那接下来七月份行情会不好
[06:26] 那我们从几个面向来看
[06:28] 第一个就是
[06:28] 以美股的情况
[06:30] 你可以看到
[06:30] 礼拜六礼拜天
[06:31] 我看到很多人都很紧张
[06:33] 因为看到美益又在开打了
[06:35] 对
[06:35] 对啊
[06:35] 然后川普又放话
[06:37] 要让伊朗消失
[06:38] 好
[06:39] 怎么又来了
[06:40] 但是我想有另外一边
[06:42] 也会去同步
[06:43] 赶快看一下油价有没有变化
[06:45] 对
[06:45] 大家有学聪明了
[06:46] 对
[06:47] 所以今天油价基本上来讲是小涨
[06:49] 并没有大幅度的这个往上拉高
[06:52] 那大家也发现到
[06:53] 这个被打的货轮居然是台湾的长龙
[06:56] 对不起
[06:57] 我还没注意到是长龙
[06:59] 长龙货轮被攻击
[07:01] 有没有怎么样
[07:01] 没有怎么样
[07:02] 就是说窗户破了
[07:04] 然后加本有凹陷
[07:05] 但整体上船是顺利开出了
[07:07] 这个相关的这个伊朗的一个战区
[07:10] 所以人船都平安
[07:12] 没事
[07:13] 那股价今天长龙有反弹
[07:14] 但这也就代表说地缘政治还是非常的混乱
[07:18] 但大家可以注意到
[07:19] 那为什么今天美国电子团大涨
[07:21] 就是因为还是说虽然说互相攻击了
[07:24] 但美意还是要继续和谈
[07:26] 那就代表说
[07:27] 其实我们上次有跟大家提过
[07:29] 这个礼拜五美股是休市的
[07:31] 礼拜六是美国的国庆日
[07:33] 所以目前主流的看法都会认为说
[07:37] 在国庆日之前
[07:38] 川普还是希望美股能够创高
[07:40] 因为是250周年的国庆日
[07:44] 算大日子
[07:45] 对
[07:45] 所以我觉得可能在短线上来讲
[07:47] 这两天就是礼拜一礼拜二
[07:50] 大家可能关注的是美股
[07:51] 因为有所谓的资金的记底在平衡
[07:54] 养老基金
[07:55] 然后股灾平衡基金
[07:56] 这边会做一些所谓的资金的调配
[07:59] 所以你看到美股在上个礼拜五
[08:01] 也比较震荡
[08:02] 甚至说你看到上个礼拜五
[08:03] 如果大家统计整个礼拜
[08:05] 美股的表现
[08:06] 有AI股票上礼拜是整周收跌
[08:08] 那没有AI股票
[08:09] 像一些所谓的能源
[08:11] 然后必需消费
[08:13] 然后相关的一些公用事业股票
[08:16] 在上个礼拜五的美股表现
[08:18] 是上个礼拜整周表现都很好
[08:20] 所以也代表说美股现阶段
[08:22] 也是进行到高低积极的轮动
[08:24] 但整个大架构上来说
[08:26] 我觉得在7月4号国庆日之前
[08:29] 美股股市应该有机会
[08:31] 维持一个反弹向上
[08:33] 那有没有机会拉高到
[08:34] 所谓的历史新高
[08:35] 如果以次大指数来看
[08:37] 我觉得比较有机会
[08:38] 应该在道琼指数
[08:39] 因为离历史新高非常接近
[08:41] 那非半跟纳达克都有一定的距离
[08:43] 所以除非有非常大的利多
[08:45] 那不然我觉得可能川普宣传他的政绩
[08:48] 说你看我们道琼指数
[08:49] 在我的任内又创下历史的新高
[08:52] 那我觉得这个代表说
[08:54] 其实以这个台股跟美股的状况来看的话
[08:58] 我觉得目前都缺那么一点点的
[09:00] 所谓的多方领头羊的一个攻击的一个态势
[09:04] 所以大家感受上会觉得说好像很难做
[09:07] 好像没有主流
[09:08] 我觉得都跟这样的一个
[09:09] 资金的氛围有关
[09:11] 好
[09:12] 很难做
[09:14] 那我们也有提到
[09:15] 最近整体局势来说
[09:17] 是处于一个资金要收缩的状态
[09:20] 对不对
[09:21] 因为美股跌什么呢
[09:22] 其实从前两个礼拜
[09:23] 可以看到美元指数在往上走
[09:26] 所以就跟大家分享说
[09:27] 华许那番话
[09:28] 到接下来下半年
[09:30] 到底华尔街
[09:30] 或是说联准会
[09:32] 会不会如预期的升息
[09:34] 因为现在华尔街也很乱
[09:36] 我们都知道美银是最赢的
[09:37] 美银觉得9、10、12月
[09:39] 更会升息一码
[09:40] 但是也有其他的机构
[09:42] 觉得今年是不会升息的
[09:43] 大家在炒的过程中
[09:45] 就会发现资金收缩
[09:47] 然后我觉得还有一个事情
[09:48] 是最现实的
[09:49] 就是其实美国在减少购债
[09:51] 这件事情
[09:52] 就是把资产负债表缩小
[09:54] 这件事情
[09:54] 是从今年4月就蛮明显的
[09:57] 有数据可以查的
[09:58] 就他们从市场上购买公债的
[10:00] 这个比率是一直下降
[10:02] 等于华许上任前
[10:03] 就在收缩资产负债表了
[10:06] 所以美国有资金收缩的问题
[10:08] 那像SpaceX挂牌
[10:10] 今天有说OpenAI延后挂牌
[10:11] 他们都有吸走市场资金的一些
[10:14] 就是造成这样的效应
[10:17] 那韩国大家也知道嘛
[10:18] 也是有一连串
[10:19] 希望大家杠杆不要开太大
[10:20] 那台湾现在也是有这样的情形
[10:22] 所以等于这两三个礼拜
[10:24] 大家会感受到
[10:26] 有一些政策上面
[10:27] 会对资金收缩有问题
[10:29] 那与之于对抗的
[10:31] 当然就是各大云端业者
[10:34] 或者说陆陆续陵新的各业者
[10:36] 跟AI相关的好了
[10:37] 缴出来的财报
[10:37] 或者讲出来的展望
[10:39] 还是很好
[10:39] 就变两个东西在抗衡
[10:41] 那刚刚为什么讲说
[10:43] 我有感受到
[10:44] 听众观众或是一般投资人
[10:45] 现在压力好像比较大
[10:46] 因为毕竟指数的位阶
[10:48] 就是一度攻进将近五万点
[10:50] 好 每一次回档
[10:52] 那手上有留现金人
[10:53] 就会说这次回档
[10:54] 我一定要减啦
[10:55] 那手上高杠杆
[10:57] 就会紧张一下
[10:58] 就会紧张一下
[10:59] 可是坦白讲
[11:00] 最近这一两个月
[11:01] 即使有杀到月线下
[11:03] 你说有没有真正去杠杆
[11:04] 还没有
[11:05] 就真的是政府有一些政策没有错
[11:09] 可是个人上的其实没有去杠杆
[11:11] 因为只要一涨
[11:12] 你就发现融资马上就加回来
[11:14] 只要一涨
[11:15] 你就发现大家就是很勇敢
[11:17] 叫做带着钢盔往前冲
[11:19] 围台也大作多什么的
[11:21] 当然有人说这是聪明围台吗
[11:23] 这是聪明融资吗
[11:24] 都有可能
[11:25] 可是我想一般散户朋友
[11:27] 肯定也是把杠杆开得比较高了
[11:29] 不是说这些杠杆都开在大户身上
[11:31] 那么厉害
[11:31] 所以在这样的情况下
[11:33] 指数位阶越低越高
[11:35] 那后来好像没事了去捡
[11:37] 结果就被套牢了
[11:39] 所以现在的指数会造成
[11:42] 有一群人
[11:43] 其实手上的股票是一种尴尬的
[11:45] 不会被断头
[11:46] 但是被套牢
[11:47] 那一有风吹草动
[11:49] 心情不是很好
[11:50] 那今天的反攻
[11:52] 显然大家追下来
[11:53] 意愿就变得非常的缺
[11:54] 大家觉得就是不太舒服
[11:56] 所以我觉得像这样子的心理压力
[11:59] 会不会造成
[12:00] 下一次再有一个风吹草动
[12:02] 而让大家忍不住了
[12:04] 先賣再說
[12:05] 我覺得這個是
[12:06] 在心理層面上需要觀察
[12:08] 但是也想要請教浩美哥你覺得如果資金收縮對上了產業還在往上走這件事我们要怎么综合评估七八九月就第三季我们还是可以有一个比较好的展望
[12:19] 对刚刚讲的
[12:21] 我觉得其实从上礼拜四礼拜五
[12:22] 可以看到这样的现象
[12:24] 就是说你发现到礼拜五台股
[12:25] 是跌了大概还蛮重的
[12:28] 好像史上第三大跌点
[12:29] 尤其是上礼拜五
[12:31] 大家感受最差的是因为
[12:32] 原本所有的强势主流股
[12:34] 全面性的重挫
[12:35] 国际跌停板 联电
[12:38] 你所有知道的面板封装
[12:40] 然后分离式元件
[12:42] 被动元件
[12:43] 记忆体
[12:44] 所有的强势主流股
[12:45] 无一幸免都在大跌
[12:46] 那这样代表说
[12:48] 其实主力在上个礼拜五
[12:50] 是积极的
[12:51] 可能就是做一个获利立场的动作
[12:53] 那你看到自营商在上礼拜五
[12:56] 是史上应该最大单日卖槽吧
[12:58] 卖了700多亿
[12:59] 对卖700多亿
[13:01] 所以看起来就是到了季底
[13:03] 这些可能比较敏感的自营商
[13:05] 先选择可能会了结
[13:07] 那主力的部分发现到
[13:08] 市场的情绪跟氛围不对
[13:11] 也开始做一些出场的动作
[13:13] 所以这样的情况
[13:14] 当然就大家觉得
[13:15] 那留下来的
[13:16] 我们讲这个台股的第四大法人
[13:18] 我们讲这个散户大局们
[13:19] 感受就非常不好
[13:20] 好像大家都在跑
[13:22] 我还没跑该怎么办
[13:23] 那我觉得这个时间点
[13:24] 就像赵华刚刚所讲的
[13:26] 本来要第三季
[13:27] 如果大家面到所谓的去干干
[13:29] 然后资金在退潮
[13:31] 大家观望气氛比较浓厚的时候
[13:33] 我会跟大家讲
[13:34] 第三季你可能就要做一个
[13:36] 这个范围的紧缩
[13:38] 也就是说你可能会看到
[13:39] 未来这几天
[13:41] 或说整个第三季开始
[13:43] 量能开始在缩小
[13:44] 也就是说你从这个四五六月份
[13:47] 为什么台股这么热
[13:48] 就是因为每天的成交量
[13:49] 是大概1.2兆到1.6兆
[13:52] 那有时候好的时候
[13:53] 可能到1.8兆
[13:54] 那不好的时候
[13:54] 大概就1.2兆
[13:55] 所以当量能这么大的时候
[13:57] 大家会觉得百花齐放啊
[13:59] 每天轮动
[13:59] 好像大家都有机会
[14:00] 每天大家可以醒来
[14:02] 等着数钞票
[14:02] 但到了七八九月份
[14:05] 如果说整个量能开始退潮
[14:07] 你要习惯的是
[14:08] 如果每天的量
[14:09] 大概在一兆上下的话
[14:11] 那可能资金的轮动就会变慢
[14:14] 那强势股的它的延续力道
[14:16] 就不会那么强
[14:17] 你看被动元件从4月份起涨
[14:19] 涨到6月份还在涨
[14:20] 那如果接下来量能退潮的话
[14:23] 被动元件可能有涨有利多
[14:24] 可能反映个一两天
[14:26] 它就会开始出现休息整理
[14:28] 轮到下一个族群
[14:29] 所以大家在整个7、8、9月部分
[14:31] 我觉得可能就是两个方向
[14:34] 你可以选择你真的认同
[14:37] 它产业向上的一个族群
[14:39] 那不用每天买
[14:40] 遇到重要支撑买
[14:42] 或遇到大底的时候买一点
[14:43] 然后就放着它
[14:44] 因为要等它族群的轮动
[14:46] 那另外一块就是说
[14:48] 你可能可以跟随着
[14:49] 所谓的短线的题材
[14:52] 去做一些轮动的操作
[14:53] 那尽量是以这种短线的操作为主
[14:56] 也就是说接下来你可以看到
[14:58] 今天盘面上很强在生技族群
[14:59] 因为7月中有所谓的生技月
[15:01] 所以就有一些生技股的
[15:03] 一些题材发酵
[15:04] 但是他能够做多久
[15:05] 好像就做一两个礼拜
[15:07] 那你看今天的军工股
[15:09] 这个雷虎啊
[15:11] 汉祥啊
[15:11] 然后亚航啊
[15:12] 长榮航在动起来
[15:13] 但是你心里面会觉得说
[15:15] 他到底可以做多久
[15:16] 好像也就一两个礼拜
[15:18] 所以你可能就会变成说
[15:20] 以短线的心态
[15:21] 去因应七八月份的一个操作
[15:23] 但是重点还是在于说
[15:25] 你在这一段时间的操作里面
[15:26] 一定要去布局
[15:28] 第四季会好的一个产业
[15:30] 对
[15:31] 所以你就逢低去捡一些便宜啊
[15:33] 用左撤的方式去累积你一些看好产业的部位
[15:37] 那等到第四季行情上去之后
[15:39] 我觉得当然就会有这个发酵的空间
[15:41] 但是这段时间大家就感觉好像那种垃圾时间一样
[15:45] 好像做好像也没太大意义
[15:47] 不做好像会错过了什么
[15:49] 所以我会跟大家讲
[15:50] 这时候我觉得最简单的方法就是控制你的资金的比重
[15:53] 既然不确定性高
[15:55] 那你整理上你就不要all in压得太重
[15:58] 有些人会觉得说那我前段时间压得很满
[16:00] 该怎么办
[16:01] 对那我觉得可能这时间点
[16:03] 你就要开始做一些泰洛留强
[16:05] 尤其是我们刚刚提到
[16:06] 如果7月4号之前美股会创高
[16:08] 代表这礼拜台股会反弹
[16:10] 那7月4号之后
[16:12] 马上紧接着就是台湾要公布
[16:13] 所谓的六月营收
[16:14] 那到7月16号台建要法说会
[16:17] 所以这一段时间
[16:19] 从6月30号到7月16号
[16:21] 台建法说会之前
[16:23] 这段时间如果台股是上涨
[16:25] 那我觉得应该是要做一些泰洛留强
[16:27] 去做一些换股操作
[16:28] 把资金集中一下
[16:30] 如果大家现阶段
[16:31] 你看一下你的库存
[16:32] 什么题材都有
[16:33] 什么都买一点的
[16:34] 那我觉得到时候
[16:35] 你可能要缩减你的题材
[16:37] 或者说你的个股的档数
[16:38] 集中在少数几档
[16:40] 我觉得可能就有业绩保护的
[16:42] 或者说产业趋势向上的
[16:44] 一些重点的题材
[16:45] 我觉得可能
[16:46] 七八九月比较适合金兵制
[16:49] 就是你可能集中几档个股
[16:51] 我觉得效果比较好
[16:52] 如果是打得太善的话
[16:53] 可能相对来看
[16:55] 就算有涨
[16:56] 效果我觉得也是有限
[16:57] 那你打得太善的部位
[16:58] 不妨把它做一些所谓减股啊
[17:01] 换档啊
[17:02] 去做一个资金集中
[17:03] 或者保留一点现金水位
[17:05] 去等待后面震荡之后
[17:07] 浮现出来的机会
[17:08] 好
[17:09] 因为我觉得再怎么说
[17:10] 都是回到到底
[17:12] 大家现在的持股有多满
[17:14] 因为呢
[17:15] 如果现在持股很低
[17:16] 也有压力嘛
[17:17] 因为你会觉得有时候很奇怪
[17:19] 你就是持股低的时候
[17:20] 行情说来就来
[17:21] 突然就喷好几千点
[17:22] 然后你看到别人
[17:23] 我到昨天六日
[17:25] 在网路上逛的时候
[17:26] 都还看到很多人觉得
[17:28] 哇都半年过去了
[17:29] 我今年的虽然有赚钱
[17:31] 可是赚输别人很多
[17:33] 别人都赚几倍几倍
[17:34] 我只有赚几十发
[17:35] 还是有这种会有
[17:38] 所谓的报酬率焦虑的人
[17:40] 那如果您把持股降得很低
[17:43] 你会有报酬率焦虑
[17:44] 那我反而觉得
[17:46] 你趁最近中小型股修正的比较多
[17:48] 适度的回补一点点的股票
[17:50] 我觉得是没有问题的
[17:52] 或者是我们真的讲烂掉了
[17:53] 就是你回补一些些
[17:55] 比较积极的ETF
[17:56] 我觉得也没有问题
[17:57] 那如果您的持股是适中
[17:58] 例如说像我都一直觉得
[18:00] 我的持股是适中
[18:01] 因为我都一直有保留到
[18:03] 我觉得真的是足够的现金
[18:05] 那大家也知道
[18:06] 上一次其实回到月线
[18:08] 就等于是两个礼拜前
[18:09] 那一次我也减了ETF嘛
[18:11] 后来回弹之后
[18:12] 我就开始有加码一些个股
[18:14] 很刺激哦
[18:16] 真的
[18:16] 就可能突然之间它就涨停半
[18:18] 然后突然之间这两天
[18:20] 也有不少股票
[18:21] 一下子回吐就是10%
[18:22] 就吐掉了
[18:23] 就没有了
[18:24] 真的是很刺激
[18:25] 可是整体来说
[18:27] 其实获利的部位
[18:28] 没有什么很大幅的增减
[18:30] 就是两度都回到月线
[18:32] 最近又回到月线了
[18:34] 但是我今天有在做一些减压
[18:36] 你说这个减压
[18:37] 有没有可能减错呢
[18:39] 大家还记得上次我减压
[18:40] 把国巨跟信仓店卖飞
[18:42] 对不对
[18:42] 虽然挨好了一会儿
[18:44] 可是现在回头来看
[18:45] 其实信仓店又有点回到
[18:47] 我卖出来的那个价钱了
[18:49] 但国巨其实还是
[18:50] 比我那时候卖出来的价钱还要高
[18:52] 这都没有什么
[18:53] 重点是那时候
[18:54] 你有换出了一些现金
[18:56] 你也是用获利的方式
[18:57] 做了解的
[18:58] 所以知道自己在做什么
[19:00] 麦菲一定会有一种
[19:01] 嗯的心情
[19:02] 但是等到行情修正下来的时候
[19:05] 你又会觉得
[19:06] 我的选择权又拿回来了
[19:07] 就是我现在又有现金
[19:09] 可以加码
[19:10] 那我刚在录音前
[19:11] 我跟汉玮哥讲说
[19:12] 我今天又有做一些减压
[19:13] 我今天也是觉得说
[19:15] 我觉得七月的行情
[19:17] 我没有看不好
[19:18] 刚刚汉玮哥有讲
[19:19] 我自己也有跟听众朋友分享
[19:21] 因为我觉得六月营收
[19:22] 应该是还不错的
[19:23] 尤其是第六季的季报
[19:25] 应该是很漂亮的
[19:26] 不但有这个营收成长
[19:28] 可能毛利率提升
[19:29] 甚至有汇兑的收益
[19:31] 因为美元在六月很强
[19:33] 我们弱嘛
[19:33] 所以整个第二季
[19:35] 现在看起来是好的
[19:36] 七月中台一店法书
[19:37] 我觉得也会讲得好
[19:38] 而他现在股价收压一正好
[19:40] 因为他如果在法轮会前
[19:42] 就大涨特涨
[19:42] 那其实法轮会后
[19:44] 他就要休息好一阵子嘛
[19:45] 所以这些事情有支撑着我
[19:48] 其实觉得七月的行情是不错的
[19:50] 可是我不要自己
[19:51] 应该说每个人都检视自己
[19:53] 不是每个人都像我觉得
[19:55] 我明明手上有现金
[19:57] 还具有压力
[19:57] 所以我今天有卖股票
[19:59] 我卖谁呢
[20:00] 我卖了公立元件
[20:01] 我把副顶给卖了
[20:03] 所以手上有副顶的朋友
[20:04] 可以谢谢我了
[20:04] 因为明天可能会卖飞
[20:05] 我没有全卖
[20:07] 我卖了一半
[20:08] 为什么
[20:08] 因为我看到安C美在大跌
[20:10] 那我买公立又运气好一些些
[20:13] 对是买在一个大幅的起涨点之前
[20:16] 没有什么翻倍赚
[20:17] 但是是一个短线赚
[20:19] 所以我觉得短线赚
[20:20] 我已经觉得很满意了
[20:21] 今天我就处分了公寓原件的部分
[20:24] 好然后我还有呢
[20:26] 把上个礼拜
[20:27] 我有跟大家讲说
[20:28] 行情一热嘛
[20:29] 不是试吃又来了
[20:30] 很多人会爆牌给我
[20:32] 像那种爆牌的
[20:33] 我就几乎也都卖了
[20:35] 因为有的小赚有的小赔
[20:37] 但我觉得那些竟然是听来的
[20:40] 那听来的我本来就
[20:41] 不容易对他说
[20:42] 我非常非常的相信
[20:44] 他会喷到哪里去
[20:45] 那刚好行情震荡
[20:46] 我就把现金收回来
[20:48] 对
[20:48] 所以我今天也还是做了减压的动作
[20:51] 那会不会减压旧台股
[20:52] 我不知道
[20:52] 那是不是减压就代表
[20:54] 不看好期
[20:55] 不是
[20:55] 真的不是
[20:56] 那我在想说
[20:57] 如果接下来
[20:58] 明后天这个反弹
[20:59] 无力又下去
[21:00] 我一样会补一些ETF
[21:01] 因为在月线下
[21:02] 对
[21:03] 但如果事情又回稳的话
[21:05] 那我可能就会再度的检视
[21:07] 这些所谓的中小型股
[21:09] 谁跌得比较深
[21:10] 像等一下我们会聊
[21:11] 康宁
[21:11] 有一个所谓的玻璃桥接技术
[21:13] 可能会量产
[21:14] 也许会打到台湾的CPU厂商
[21:16] 那到底CPU还有没有旧呢
[21:18] 我可能就去思考这件事情
[21:20] 即使他们大部分的现行都蛮丑的
[21:22] 对啊
[21:23] 所以我们跟大家讲
[21:24] 就是说七八九月应该是今年
[21:27] 我觉得是
[21:27] 你下半年要拼绩
[21:29] 叫最重要的三个月份
[21:30] 因为第一个刚刚提到
[21:32] 七八九月是除全息的旺季
[21:34] 所以很多股票
[21:35] 如果你不想要领息的话
[21:36] 其实有相对低点可以买
[21:38] 那第二件事情
[21:39] 七八九月一般来讲
[21:40] 也是一个比较清黄不接的时候
[21:42] 因为这个Valubing
[21:44] 应该是第四季会量产
[21:45] 所以很多可能业绩部分
[21:47] 它也会有一些
[21:48] 可能这个规格改变
[21:50] 或说整个相关的良率不佳
[21:53] 那可能地盐出货的情况
[21:55] 所以你会发现到
[21:56] 有些股票它可能跌下
[21:57] 会跌得比较凶
[21:58] 所以我觉得这时间点
[22:00] 可能不是大家贸然觉得
[22:01] 我过去觉得散热很好
[22:02] 我接散热
[22:03] 我觉得CPU很好
[22:04] 我接CPU
[22:05] 我觉得这时候
[22:06] 可能就要去无存清
[22:08] 你真的要花很多时间
[22:09] 去找这些公司
[22:11] 他们技术的一个
[22:12] 领先的优势在哪里
[22:13] 会不会被取代的一个压力
[22:15] 所以我觉得
[22:16] 如果以大方向来讲
[22:17] 我们还是回归到
[22:19] 那现阶段AI的资本支柱
[22:21] 还会继续下去
[22:22] 所以如果你七八九月
[22:24] 要去布局所谓的
[22:26] 比较有效率的一些
[22:27] 相关的族群的话
[22:29] 我觉得就回归到
[22:30] 那现在到底卡住AI建设的
[22:32] 瓶颈的产业有哪些
[22:34] 我觉得你找到这种产业的话
[22:36] 他们基本上来讲
[22:37] 就是因为他们缺的很严重
[22:39] 所以股价有拉回
[22:41] 后面其实在业绩
[22:42] 或说在整个法人的买盘
[22:44] 也更容易回流
[22:45] 更容易创造新高
[22:46] 所以我觉得从这大方向来看
[22:48] 你就可以看到
[22:48] 最近这些各家大厂挨的最大声的是在哪里
[22:52] 第一个应该是记忆体
[22:53] 记忆体
[22:53] 对记忆体缺的很严重
[22:55] 所以苹果啊
[22:56] 微软都要涨价
