[00:00] 欢迎收听赵华宜古货载第1099集
[03:50] 第一个我们讲
[03:51] 这个引发债券值率上升的原因
[03:54] 但还是在地缘政治的风险
[03:55] 那目前来看
[03:57] 这个美国伊朗跟以色列的一个问题
[04:00] 好像短期之内不能够得到解决
[04:02] 那你如果去看一些研究报告
[04:04] 可以发现到
[04:04] 四月份大家为什么
[04:06] 对这个所谓的油价上涨不那么担忧
[04:08] 是因为全球在释放
[04:09] 它的一个战备原油的库存
[04:11] 那如果以原调机构的预估
[04:14] 有可能到五月底
[04:15] 这些原油库存
[04:16] 大概释放快要结束了
[04:17] 所以如果接下来
[04:19] 还没有办法去解决
[04:20] 所谓全球这个原油运输的困难
[04:23] 或产能没有办法恢复的话
[04:24] 那油价可能在接下来
[04:26] 会加速的上涨
[04:27] 所以这个通膨的预期
[04:29] 已经开始影响到
[04:31] 全球的资金的市场
[04:32] 所以上个礼拜五
[04:33] 你会发现到韩国股市
[04:34] 本来庆祝8000点
[04:36] 在敲锣打鼓
[04:37] 然后结果马上就翻跌
[04:39] 我觉得有一部分原因
[04:40] 就是因为
[04:40] 那个时间点的日本的公债
[04:43] 连日本的长债
[04:44] 都冲破2.8个百分点
[04:45] 那所谓的英国美国
[04:48] 全球主要市场的公债
[04:49] 值率都往上飙高的话
[04:50] 就像刚刚赵华所说的
[04:52] 就会影响到所谓的
[04:54] 全球成长型股票的估值的下修
[04:57] 所以你也可以看到
[04:58] 本来挥达这个黄仁勋到了北京
[05:01] 也是到处吃吃喝喝
[05:03] 然后也谈到订单
[05:04] 虽然说后面好像被否认
[05:06] 但是原本挥达股价
[05:07] 在礼拜四创立行高
[05:09] 到礼拜五也是重挫
[05:10] 快要四个百分点
[05:11] 我觉得都会跟所谓的
[05:13] 当现在所有的全球股市
[05:15] 都已经到了历史高点
[05:16] 那又有所谓的一个通膨上升
[05:20] 甚至滑许接下来
[05:21] 可能不会降息
[05:23] 那现在如果以非Watch来看的话
[05:25] 今年年底的升息机遇
[05:27] 大概是51%
[05:28] 到了明年的三月份
[05:30] 升息机遇大概超过七成
[05:32] 所以代表说
[05:32] 可能接下来迎接的
[05:34] 不是所谓降息循环
[05:35] 而是升息循环的时候
[05:36] 当然我觉得整体上
[05:37] 资产会有一些
[05:38] 重新估价的一个风险
[05:40] 所以才会跟大家讲
[05:41] 我觉得这个时间点
[05:42] 当然你如果锁定的是
[05:45] 这个跟AI直接相关的
[05:48] 优质的产业
[05:49] 我觉得是有低阶的买点
[05:50] 但还是要特别提醒大家
[05:51] 就是说如果真的利率是居高不下
[05:54] 而且这个上升协率过快的话
[05:57] 就会造成很多高估值股票的一个下杀
[06:00] 所以你会发现到
[06:02] 最近台股的一个矽光子族群
[06:04] 它其实跌势
[06:05] 我觉得就比其他股票来的更重
[06:07] 我觉得就有一部分是因为大家发现到
[06:09] 那如果要修正估值的话
[06:12] 那这种所谓很高估值的矽光子
[06:14] 就首当其冲
[06:15] 所以你会发现到
[06:16] 像在所谓的博洛威啊
[06:18] 上泉啊
[06:19] 光盛啊
[06:19] 联亚
[06:20] 环岸KY等等的
[06:21] 最近股价
[06:22] 我觉得就比较辛苦
[06:23] 甚至他们一度出现
[06:25] 就是你看到美股的光通
[06:27] 并没有跌
[06:27] 但台湾光通在跌自己的
[06:29] 对
[06:29] 美股的刘明啦
[06:31] 这个AOI都算强势的
[06:33] 都还算强势
[06:33] 甚至有一档
[06:34] 跟光通也算间接的
[06:35] 就是康宁
[06:36] 对
[06:36] 康宁有玻璃羁绊
[06:38] 也有光纤
[06:38] 他也蛮强的
[06:39] 对
[06:40] 然后反而是台股的一些
[06:42] 所谓细光子股票
[06:43] 开始出现拉回
[06:44] 那代表有一部分
[06:45] 就是资金在台股也选择相对
[06:47] 可能比较低位阶的
[06:49] 低本益比的股票
[06:50] 开始做一些所谓资金的挪动
[06:52] 所以你会发现到最近台面上
[06:54] 如果以上礼拜到现在
[06:55] 最强的股票在哪
[06:56] 就在被动元件
[06:57] 所以被动元件的转强
[07:00] 它就会像之前的机体转强一样
[07:02] 去排挤到盘面上其他的资金
[07:05] 所以从最近盘面上
[07:07] 可以看到原本很热门的
[07:09] 第一个矽光纸是重灾区
[07:11] 第二个就是所谓PCB的族群
[07:13] 从这个台光电台药联贸的拉回
[07:16] 甚至在一些所谓的上游的原料
[07:19] 像监点连续两根叠停板
[07:21] 那还好金居是逆势在往上走高
[07:24] 但是整个所谓PCB族群
[07:26] 最近的弱势的情况
[07:27] 甚至说法人筹码松动的情况
[07:29] 也有越来越严重
[07:30] 所以我们从台股盘面上的一些资金的轮动迹象
[07:35] 我觉得有一部分看起来就会受到
[07:37] 刚刚提到的国际的一些高本益比股票
[07:40] 在拉回的时候
[07:41] 我觉得对台湾的高本益比股票
[07:42] 也会有修正的风险
[07:44] 所以刚刚习教法有分享说
[07:46] 这个去减00403A
[07:49] 我这边要声明一下
[07:50] 这真的是一个人性中的之无聊
[07:52] 因为今天早上
[07:54] 今天早上我本来就要减
[07:56] 因为我有讲
[07:57] 有好几档
[07:57] 不管大家喜欢哪一个
[07:58] 喜欢981A的
[08:00] 或是我提过的
[08:01] 之前有一度超车981A的
[08:03] 992A的
[08:03] 喜欢机体含量比较多的
[08:05] 991A的
[08:06] 随便
[08:06] 几乎全部都是破月线
[08:09] 但是呢
[08:10] 大家几乎都
[08:11] 在早上下沙的时候
[08:13] 都没有溢价
[08:13] 都几乎还小折价
[08:15] 就只有
[08:16] 就是403A在里面
[08:18] 还是一个小溢价的状态
[08:20] 我觉得真的超猛
[08:21] 但我还是忍不住
[08:22] 就是喇一下的心情
[08:24] 但我自己要跟大家分享的是
[08:27] 因为毕竟他才刚挂牌
[08:28] 他到底会如何表现
[08:30] 我没有办法有依据
[08:31] 对
[08:32] 但是其他的挂牌的
[08:33] 以及他们的持股成分
[08:35] 以及他们在扩大的规模中
[08:36] 已经展现出来
[08:37] 能不能转身的这些能力
[08:39] 我觉得我是会比较倾向
[08:41] 加码比较多
[08:42] 在已经挂牌时间比较久的
[08:44] 老字号ETF上
[08:46] 这边还是要说明一下
[08:47] 因为我一PO
[08:48] 哇塞
[08:48] 大家都买
[08:49] 全部人都在买破发的403
[08:53] 我觉得这个现象很有意思
[08:54] 对
[08:55] 所以刚刚其实赵老师分享
[08:56] 就是说现在大家
[08:57] 当然对主动型ETF
[08:59] 还是有这种
[09:00] 逢拉回
[09:01] 不知道买什么时候
[09:02] 可以先买它的一个概念
[09:03] 但还是要跟大家讲
[09:04] 就是说你如果注意到
[09:06] 最近的一些主动型ETF
[09:07] 它换股的速度开始变快了
[09:10] 所以我觉得
[09:11] 如果你要买ETF都还是可以买
[09:13] 但这些所谓ETF换股的时候
[09:15] 造成这股价的波动
[09:16] 就要特别的当心
[09:18] 所以像刚刚提到的
[09:19] 你看到所谓台光电台药
[09:21] 甚至说三二股票建设
[09:23] 齐鸿双鸿
[09:24] 这些都看到所谓的主动型ETF
[09:26] 开始在调节它的持股
[09:28] 那资金转进的一些新的标的
[09:30] 但它就会被这个加持之后
[09:33] 股价会表现得比较好
[09:34] 但大家可以发现到
[09:35] 最近这些主动型ETF的牌
[09:37] 也越来越难跟
[09:38] 所以我觉得在
[09:40] 现在所谓的一个环境下面
[09:43] 要跟大家讲
[09:43] 我们从大的架构上面看到
[09:46] 来到现在五月份的下旬
[09:48] 目前我觉得整个资金的环境
[09:51] 跟国际的状况
[09:52] 跟五月份上旬
[09:53] 有比较大的一个差别
[09:54] 所以如果现在大家真的觉得
[09:57] 台股拉回
[09:58] 好不容易等到买一点
[09:59] 我觉得这时间点
[10:00] 其实你可以放慢你的步调
[10:02] 也就是以前你可能
[10:03] 跌破无限就可以买
[10:04] 那我觉得其实现在
[10:05] 就像刚刚提到
[10:06] 主动ETF就可以等到月线的关卡了
[10:08] 所以更多的强势股
[10:10] 你可以等到季线在结
[10:11] 比方说像最近的很多光通
[10:13] 三热都跌破季线的关卡
[10:15] 那甚至说很多的高价的AI股票
[10:18] 像今天信华
[10:19] 我看他盘中跌了1600块
[10:20] 对对对
[10:21] 信华
[10:22] 我今天盘中看到他
[10:23] 我也吓一跳
[10:24] 16000多块钱了
[10:25] 对
[10:26] 还是很贵对不对
[10:27] 可是之前他是快要冲到
[10:28] 2万那种态势
[10:30] 对就看到会吓到
[10:31] 哇一天可以跌到1600块
[10:33] 涨的时候
[10:33] 你觉得一天涨1000块
[10:34] 好像这个也不是难事
[10:36] 但跌下来跌得很猛的时候
[10:38] 我就会跟大家说
[10:39] 其实现在
[10:39] 因为我们刚刚提到的
[10:41] 整个所谓资金环境是有在变化
[10:44] 那接下来可能大家要关注的是
[10:46] 如果利率真的持续在走升上去
[10:48] 如果连美股
[10:49] 你看到最近的美股的情况
[10:50] 虽然说有创高
[10:52] 但创高股票开始在转变
[10:54] 像在礼拜五当中会发现到
[10:55] 美股也开始流行一些
[10:57] 价值型股票的一个复辟
[10:59] 所以微软的强涨
[11:01] 微软微软
[11:02] 但微软真的之前有点委屈了
[11:04] 对不得不讲
[11:05] 然后刚刚提到一些所谓的
[11:07] 涨很多的像Sandisk
[11:09] 美光的拉回
[11:10] 甚至说在所谓的AOI
[11:12] 这些所谓光通讯的一个拉回
[11:14] 还有一些连接线材的
[11:15] 三个股票
[11:16] 也都出现比较明显的重挫
[11:17] 所以我觉得美股跟台股的情况都一样
[11:20] 就是资金开始慢慢转进到一些
[11:23] 所谓具备价值性的股票
[11:25] 那你现在
[11:26] 如果你真的接下来看到
[11:27] 所谓利率冲高的环境底下
[11:29] 我觉得两个方向
[11:30] 第一个利率冲高
[11:32] 会不会引发全球的股灾
[11:34] 我觉得如果他的上升
[11:36] 协率没有太快的话
[11:38] 慢慢涨
[11:38] 那其实不会有太大影响
[11:40] 也许就是大家对于
[11:41] 这个通膨升温
[11:43] 但经济缓和成长
[11:44] 所以利率的上升
[11:45] 是反映到经济的成长
[11:47] 那没有问题
[11:47] 但如果是单纯看到
[11:49] 通膨的升温
[11:51] 但利率反而
[11:52] 这个经济反而在放缓
[11:54] 然后利率是
[11:55] 不正常的协率的上涨
[11:57] 那就会引发市场的大跌
[11:58] 像礼拜五礼拜一的
[12:00] 这个全球股市
[12:01] 我觉得就有这样一个现象
[12:02] 所以我觉得接下来
[12:03] 你要看的是利率的协率
[12:05] 不管是美国实现公债殖利率
[12:07] 有没有现在到4.6
[12:08] 如果到4.8
[12:09] 那代表反映可能今年会有一次的升息
[12:12] 那这个当然对于在市的投资人来讲
[12:15] 会有压力
[12:15] 但反过来
[12:16] 如果你真的还对这个
[12:19] 想要稳定领袭
[12:21] 还有这样的一个期待性的话
[12:22] 反而这时间点
[12:23] 你也可以考虑到债券的一些低阶的一个买点
[12:26] 那这我觉得是一块
[12:27] 那第二件事情
[12:28] 当然就要看到
[12:29] 毕竟我们讲
[12:30] 现在的美股的超级财报
[12:31] 都已经进入到尾声
[12:32] 所以现在美股的一个推高
[12:35] 你会发现到四月底到五月份
[12:37] 这一段时间的推高
[12:39] 大部分来自于资金盘
[12:40] 那现在资金盘
[12:41] 我觉得有受到所谓的
[12:43] 再次的一个杀盘的影响
[12:45] 所以资金有点在退守
[12:47] 那这个我觉得也会造成说
[12:49] 整个全球股市看起来
[12:50] 动能的部分也在放缓
[12:52] 所以他会跟大家讲
[12:53] 台股还是有很多可用之兵
[12:55] 但我觉得现在这时间点
[12:57] 你就可以规划
[12:58] 你可以分逼承接的产业
[13:00] 哪个地方可以承接
[13:01] 那他们未来的一个成长性
[13:03] 如果没有问题
[13:04] 最好搭配业绩的成长
[13:05] 那我觉得其实接起来
[13:06] 有计划的承接
[13:07] 会比较安全一点
[13:09] 好
[13:09] 因为我们说台股或美股
[13:11] 这一波的上涨
[13:12] 它有狭带几个因素
[13:13] 一个当然就是
[13:14] AI的基本面真的很好
[13:15] 我想这个绝对是一个
[13:17] 最重要的底气
[13:18] 台湾也是经济的成长率
[13:19] 年增率非常厉害
[13:21] 外销订单出口
[13:22] 这状况非常非常非常好
[13:24] 好
[13:24] 这些非常非常好
[13:26] 它能够支持的是
[13:27] 三万点还是四万点
[13:29] 还是五万点还是六万点
[13:30] 其实不知道
[13:30] 因为它还要加上一个资金的加成
[13:33] 资金的加成
[13:34] 它就会让很多的事情
[13:35] 本益比提高
[13:36] 评价提高
[13:37] 无限上纲
[13:39] 这就是我们常常讲的
[13:40] 你就没有办法预设高点在哪里
[13:43] 那一样
[13:43] 如果在修正的时候
[13:45] 现在修正的
[13:45] 其实有的是资金的转向跟缩首
[13:48] 它还没有反映什么
[13:49] 基本面变差
[13:50] 不成长
[13:52] 倒没有
[13:53] 所以这样资金的缩首
[13:55] 四万点合理
[13:56] 三万点合理
[13:56] 还是几万点合理
[13:57] 我们也不太敢说
[13:59] 但是至少你会知道
[14:00] 下檔有限
[14:01] 对
[14:01] 就不是那一种说
[14:03] 因为现在整个景气反转了
[14:05] 资金又缩手
[14:05] 两个加成的话
[14:07] 那真的蛮可怕的
[14:08] 所以你说四万点会不会一定守得住当然我想有一些达人很会去怎么讲评估这条线守不守得住我自己个人不会我自己个人不会特别去评估四万点守不守得住
[14:19] 我只是会去思考
[14:21] 在所有的条件之下
[14:23] 回挡叫做下挡空间有限
[14:25] 而不是一个崩盘的开始
[14:27] 那如果是这样评估的话
[14:29] 我刚讲可能破月线
[14:30] 就是我觉得第一个
[14:31] 比较好的明显加码失点
[14:33] 破季线也是一个
[14:35] 比较明显的加码失点
[14:36] 甚至不排除
[14:37] 我们在三月的时候
[14:38] 面临到有一些股票
[14:39] 也许是往半年线跑过去
[14:41] 好
[14:42] 只要产业的前景没有变化的话
[14:45] 这边每下去一个关卡
[14:47] 对我来说都是一个加码的好事点
[14:49] 对
[14:50] 这个就是事实
[14:51] 网上追我追不多
[14:53] 我觉得网上追只是一个
[14:54] 你很FOMO
[14:55] 你觉得虽然在下跌的时候
[14:57] 我也买了小麦
[14:58] 但在上涨的时候
[14:59] 我还是觉得小麦怎么变得不够多
[15:02] 可是那个时候要追
[15:03] 说实话追不太
[15:05] 就是以我的习性
[15:06] 因为我不是右侧动的
[15:07] 对
[15:08] 对以我的习性来说
[15:09] 我买不多
[15:09] 可是现在往下破
[15:10] 我就比较反而比较心安
[15:12] 但很多人拿捏不了的
[15:13] 就是那一条线
[15:14] 就是会一叠就开始怕
[15:16] 一叠就觉得完了
[15:17] 因为之前就泡泡吹太大了
[15:19] 什么的
[15:20] 好我这边会观察
[15:21] 还有5月21号回答的财报
[15:23] 如果回答的财报是不理想的
[15:26] 或是展望是不理想的
[15:27] 我会提高警觉
[15:28] 我会提高警觉
[15:29] 对因为我觉得
[15:30] 现在AI大厂们
[15:32] 就是不能有任何的展望不好
[15:34] 跟财报不好
[15:35] 对所以其实刚刚
[15:36] 赵老提到一个重点
[15:37] 所谓的5月21号
[15:39] 辉达财报是一个
[15:40] 比较大的一个转折点
[15:41] 因为它也是
[15:42] 每股财报里面
[15:43] 最重要的一个财报
[15:44] 在最后公布的
[15:45] 后面大概就剩下一些
[15:46] 可能跟AI相关公司的
[15:48] 一个重点会越来越少
[15:50] 那大概这样
[15:51] 我们可以看到
[15:51] 从前面公布的
[15:53] 都是好消息
[15:53] 所以理论上来讲
[15:54] 辉达财报
[15:55] 我认为还是利多
[15:56] 那现在尴尬的一点
[15:58] 就在于说
[15:58] 辉达股价上礼拜
[15:59] 是有创业率新高
[16:00] 所以历史新高的
[16:02] 这个股价位阶
[16:03] 搭配一个好的财报
[16:05] 能不能积极股价续续上涨
[16:06] 我觉得看起来就会
[16:07] 有一定的疑虑存在
[16:09] 但不管怎么样
[16:11] 对台湾来讲还是利多
[16:12] 因为通常黄仁勋公布完财报之后
[16:15] 就马上要马不停蹄飞来台湾了
[16:17] 所以接下来电脑展的题材利多
[16:19] 我觉得都对台股来讲
[16:20] 还是一个正面的加分
[16:22] 所以你现在你就去
[16:23] 做好你要所谓的一个
[16:25] 遇到拉回
[16:26] 遇到集结的时候
[16:27] 一个第一届计划
[16:28] 也就是说先计划好你的交易
[16:31] 然后接下来交易你的计划
[16:32] 所以你可以按表操课
[16:34] 先设定好
[16:35] 比方说我就
[16:36] 对于这个接下来
[16:37] 可能还是很看好
[16:38] 辉达供应链
[16:39] Mail-in的系列
[16:40] 可能有一些
[16:41] 未来的一些升级的题材
[16:42] 一些所谓的规格的
[16:44] 一个提升
[16:45] 或拉货的动能
[16:46] 所以你可能就选择
[16:47] 类似所谓的高阶的
[16:48] 同步机板
[16:49] 台光电
[16:50] 台耀
[16:50] 联贸
[16:51] 拉回的时候
[16:52] 甚至金居
[16:53] 富桥这些的
[16:54] 拉回来你可以寻找
[16:55] 一个低阶的买点
[16:56] 所以整体上来看
[16:57] 我觉得整个操作主头
[16:59] 还是围绕在AI
[17:00] 我觉得这个方向
[17:01] 没有改变
[17:02] 那其实我在礼拜六的时候
[17:04] 看到一些媒体的报道
[17:06] 这件事情我觉得
[17:07] 说起来也有点感慨
[17:09] 我记得我们之前跟
[17:10] 赵华一起去演讲的时候
[17:12] 有提到一件事情
[17:14] 就是AI应该是我们这一辈子
[17:17] 一次一年一生一次的发财机会
[17:20] 机会
[17:20] 对
[17:21] 那刚好最近这个日本的大和证券
[17:23] 也提出这样一个报告观点
[17:25] 他说现在的日本投资人
[17:27] 被迫参与AI的交易
[17:29] 那因为美股的情况也是一样
[17:33] 你会发现到日本股市的情况也是一样
[17:35] 日本股市当中
[17:36] 现在在涨的都是跟AI相关的
[17:38] 你看到这个被动元件相关的春年制造所
[17:42] 太阳优电
[17:43] 股价创业新高
[17:44] 然后所谓的这个EVITEN
[17:47] 载板的到这个铜箔机板的
[17:49] 然后相关的上游的
[17:51] 波线原料的
[17:52] 然后到这个东京科创
[17:54] 然后相关的半导体材料股票
[17:56] 都是日本股票市场
[17:58] 最近这两年非常强悍的一个公司
[18:01] 甚至说凯霞上个礼拜
[18:03] 有公布在财报
[18:04] 数字非常的亮眼
[18:05] 那他现在也正式超越了
[18:08] 这个TOYOTA
[18:09] 成为日本最会赚钱的公司之一
[18:11] 所以他那一份报告
[18:14] 意思在表说
[18:14] 目前日本的投资人
[18:16] 因为他们开户数比较少
[18:17] 那这时间点
[18:19] 如果你没有在股市当中
[18:20] 你的财富就跟有开户的人
[18:22] 落差变大了
[18:23] 那再来
[18:24] 如果你投资的是
[18:25] 过去日本曾引以为傲的公司
[18:28] 不管是所谓汽车工业
[18:30] 不管是相关的消费家电
[18:33] 很多都已经慢慢可能被并购的
[18:35] 要倒闭的
[18:36] 要可能要下次的
[18:37] 那反过来这些跟AI相关的公司
[18:40] 反而股价在创高
[18:41] 所以你也会有这种相对被剥夺感
[18:44] 好像你投资的不是AI产业
[18:46] 你的一个获利就跟同财之间越差越大
[18:50] 不管是在工作或投资上面
[18:52] 所以我觉得这个时间点上面
[18:54] 我觉得台股有这样的现象
[18:56] 就是好像大家被逼着要上
[18:59] AI这一个所谓的赚钱的财富列车
[19:01] 但是如果这时间点
[19:03] 你没有选择到对的核心的产业的话
[19:06] 也有人会因为这样而受伤
[19:08] 所以像我啦
[19:10] 我刚好这几天都陆续来看房子
[19:13] 那我就觉得
[19:14] 上次阿格力带你去的那一间
[19:16] 你没有考虑吗
[19:17] 他那个就是没有办法
[19:20] 用比较好的贷款的条件
[19:22] 对
[19:22] 就是因为我也知道
[19:24] 汉玮哥在找房子嘛
[19:25] 后来阿格丽在板桥
[19:26] 看到一个比较大品数的
[19:28] 那现在的优缺点当然是
[19:29] 因为它大品数
[19:30] 自然它在新北市
[19:32] 就已经过了豪宅税的门槛
[19:34] 所以贷款条件上就会比较难
[19:36] 可是价钱也可以谈得
[19:37] 稍微比较漂亮一点
[19:39] 因为等于卖方也比较
[19:40] 知道这样的物件
[19:41] 比较不好脱手
[19:42] 所以就看很凉
[19:43] 不过对汉玮哥来说
[19:45] 可能综合平凉之后
[19:46] 贷款条件不好
[19:47] 还是一个硬伤啦
[19:48] 对因为毕竟股市还是比较好
[19:51] 对
[19:52] 你把大部分的现金拿去买
[19:55] 像我最近就有
[19:57] 对不起有点小岔题
[19:58] 但我觉得这是一个可以延伸的话题
[20:00] 请你记得等一下你要讲什么
[20:01] 最近一个对房地产非常厉害的姐姐
[20:04] 也是有跟我讲
[20:05] 要买的话就不要再去买预售了
[20:07] 她觉得买新古屋
[20:09] 这个溢价空间绝对是填非常的多
[20:11] 我也承认
[20:12] 因为我之前也有去看一间民选东路的房子
[20:15] 我想有人也看到
[20:16] 也是我刚刚阿格力牌的家伙
[20:18] 我是确实很喜欢那个案子
[20:21] 可是他一坪最少
[20:22] 我记得是135万
[20:24] 但附近有一个
[20:25] 也是盖得非常富丽堂皇
[20:27] 在当年应该也算是好债
[20:29] 我记得是七八年
[20:30] 也算是新股的一个案子
[20:32] 他一坪就直接是
[20:33] 九几万这样子
[20:34] 就真的差很多
[20:36] 那你说人家盖得不好吗
[20:37] 或是怎么样
[20:38] 没有啊
[20:38] 也是很漂亮的房子
[20:39] 所以我可以体会
[20:40] 可是你买预售
[20:42] 现在唯一的好处
[20:43] 就是你只要付那个10%
[20:44] 甚至有的8%
[20:45] 那你可以留钱
[20:46] 继续在股市滚
[20:47] 可是你买到这种新城屋
[20:49] 新股屋
[20:50] 你就是硬生生
[20:51] 你钱就是要给的比较多
[20:52] 我觉得差别在这里
[20:54] 想要留钱在手上
[20:55] 在股市的心还没有灭掉
[20:58] 对啊
[20:58] 所以我觉得
[20:59] 但你现在买房
[21:00] 说真的啦
[21:01] 最近去看房子的人变多了
[21:02] 因为大家在股市赚到钱
[21:04] 所以还是会想要投入到
[21:05] 这个房地产市场
[21:07] 但是其实可以发现到
[21:09] 就是像刚刚赵华所说的
[21:10] 所谓二手屋啊
[21:11] 中古屋新古屋的
[21:12] 这个看屋量是比较增加的
[21:15] 那如果说你要一笔
[21:16] 拿很大的一个投机款出来的话
[21:18] 反而大家就兴趣缺缺
[21:19] 那我跟大家分享这个一个故事
[21:22] 是因为我刚好礼拜天去看一间房子
[21:25] 是一样在板桥啦
[21:26] 然后那个屋主是一个公务员退休
[21:29] 然后他就跟我分享他买房的一些故事
[21:32] 他就说因为他公务员做很久
[21:34] 他说他以前还是那什么台北县时代的
[21:37] 对对对
[21:38] 然后就说那个时候就是他们的长官跟他说
[21:41] 你公务员的薪水很好啊
[21:44] 然后稳定啊
[21:45] 你可以跟房这个银行贷款可以到比较低的利率
[21:48] 所以就贷款去买房
[21:50] 然后他就跟我分享说
[21:51] 他那时候在板桥
[21:52] 买了一个三十几万的房子
[21:54] 后来都跟变成两三千万
[21:56] 他有享受到那个红利过
[21:58] 对
[21:58] 所以我们想说
[21:59] 那个时代的红利
[22:00] 应该是来自于房地产的红利
[22:02] 那我们这时代的红利
[22:03] 是来自于AI的红利
[22:04] 所以我觉得现在
[22:06] 当然就像刚刚提到的
[22:07] 我们刚刚提到很多的一些
[22:08] 可能会造成市场的一个影响
[22:11] 跟拉回
[22:11] 但我觉得这个时间点
[22:12] 大家要留意到
[22:14] 就是说
[22:14] 你现在还是不能落队
[22:16] 不管是在AI投资
[22:17] 或AI的学习上面
[22:18] 所以你趁着拉回
[22:20] 就要去布局
[22:21] 所谓的核心的AI的公司
[22:24] 因为它就会让你有
[22:25] 在未来
[22:27] 真的行情遇到
[22:28] 比较大幅度拉回的时候
[22:29] 你敢勇敢的加码
[22:30] 那当行情这些利空
[22:32] 消化完毕之后
[22:33] 它也能够最快
[22:34] 回到新高的位置
[22:35] 这就是创下新高
[22:36] 所以你可以看到
[22:37] 像台坚就是一个案例
[22:39] 那联发科是一个
[22:40] 大家意外的惊喜
