[00:00] 歡迎收聽趙華與古惑仔第1024集
[01:58] 所以今天盤面上最熱門的題材
[02:02] 就是低軌衛星
[02:03] 那當然還有各式各樣
[02:05] 像記憶體
[02:06] 有人出關了嗎
[02:07] 出關哇嘻刷刷
[02:09] 例如說威剛
[02:10] 今天出關是漲6%多
[02:12] 他也公告了2025年的位元組數
[02:15] 非常的亮麗
[02:17] 然後再來金豪科
[02:18] 先大漲
[02:19] 結果收跌
[02:20] 利基電重挫
[02:22] 那南亞科盤中
[02:23] 其實今天是有小作文的
[02:25] 有提到他可能會跟臺積電合作
[02:28] 然後封冊下給福茂科
[02:30] 一講福茂科就先噴漲停號
[02:32] 但是這些東西
[02:33] 現在排名上的小作文真的很多
[02:35] 是真的嗎
[02:36] 他真的是這個題材嗎
[02:38] 剛好今天來的
[02:39] 禮拜五了
[02:40] 又是我們的產業達人萬事通
[02:42] 我們國家基金操盤手
[02:45] 黃峰凱凱哥
[02:46] 大家好
[02:47] 各位聽眾大家好
[02:48] 今天禮拜五
[02:49] 現在的禮拜五都不禮拜五了
[02:51] 因為你都禮拜五來嘛
[02:52] 現在禮拜五都好熱鬧
[02:53] 一部都沒有要放假的
[02:55] 那今天的主角看起來是低軌衛星帶領的
[02:59] 但是當然不止低軌衛星這個族群
[03:01] 今天還有蠻多熱熱鬧鬧的事情
[03:04] 那我們今天工具機機器人也很厲害
[03:07] 所以這邊凱哥先幫我們講一下
[03:09] 這個禮拜其實前幾天圍繞在川普
[03:12] 因為川普本來說要買格林蘭
[03:15] 然後要徵歐盟關稅
[03:17] 可是現在又把關稅取消了
[03:18] 所以又喊股市會翻倍
[03:20] 導致這兩天的股市美股臺股都很熱鬧
[03:23] 那怎麼樣來看
[03:25] 這波的熱潮漲那麼快
[03:26] 會不會到了封關後
[03:28] 長假來了要小心呢
[03:30] 我覺得第一個是
[03:31] 當然因為之前
[03:32] 有一個地緣戰爭的風險
[03:34] 就是說川普不排除
[03:35] 用武力來拿下葛林蘭
[03:37] 所以其實不是臺灣緊張
[03:39] 其實歐美都很緊張
[03:40] 其實臺灣已經緊張過度了
[03:42] 就是你看
[03:43] 其實臺灣在大跌的那一天
[03:44] 前兩天不是有天大跌嗎
[03:45] 其實那一天日韓股根本沒有跌
[03:47] 其實日韓股根本都沒有
[03:49] 把葛林蘭這件事情當一回事
[03:51] 顯然他們對國際局勢
[03:53] 還是比較瞭解的
[03:54] 果然這個川普的話
[03:55] 就是用一個協商的方式
[03:57] 就是讓他的這個軍事基地
[03:59] 實質化給美國
[04:01] 所以這個等於是川普
[04:03] 他們就在這個格陵萊
[04:04] 有一個自己的基地
[04:05] 所以這件事情看起來就結束了
[04:08] 那你回過頭來看就是說
[04:10] 這幾天的盤
[04:11] 其實是一個滾量在往上漲
[04:13] 其實就是一個
[04:14] 不是多殺多
[04:16] 而是一個多往上疊層的一個狀況
[04:19] 所以其實大盤已經來到
[04:20] 很接近凱克獎的三萬兩千點
[04:22] 那凱克就有學員在問說
[04:24] 凱克凱克三萬兩千點了
[04:25] 是不是要撤退了
[04:27] 我說好像還不需要
[04:28] 從三萬點就在問
[04:29] 因為我說
[04:30] 你雖然看起來
[04:31] 好像三萬點是個壓
[04:32] 可是他也沒有破
[04:34] 這個大量的支撐
[04:35] 我們現在看到大盤的高
[04:37] 其實在三一七四九
[04:38] 貴買的高在二九九點一八
[04:41] 其實目前都還在
[04:42] 守在大量高之上
[04:43] 所以常常講
[04:44] 大量高沒有跌破
[04:45] 基本上你就不要自己嚇自己
[04:48] 你就維持先
[04:49] hold住這個部位的角度
[04:51] 一直到它開始出現反轉的訊號
[04:54] 而是出現反轉的訊號
[04:55] 但是不是告訴你
[04:57] 不需要警覺性
[04:58] 還需要警覺性
[04:59] 但是你可以看到
[05:00] 像前幾天很慘的記憶體
[05:02] 其實這兩天又活過來了
[05:03] 就告訴你說
[05:04] 其實這個盤它一直在輪動
[05:06] 那今天就輪動到低軌道衛星
[05:08] 那當然這跟今天的新聞頭條
[05:10] 講的一段一篇文章很重要
[05:13] 他就說這個SpaceX找了四大
[05:15] 美國的四大投行
[05:16] 要來幫它IPO
[05:19] 那我們上次就講過
[05:20] 其實它是今年全美最大的IPO
[05:23] 而且它是所有科技股的重中之重
[05:26] 所以今天就把很多的低軌道衛星拉起來
[05:28] 但是你說它拉真的拉假的
[05:31] 其實你要想兩件事情
[05:33] 一件事是它是四大投行要幫它掛牌
[05:36] 這跟基本面有沒有關係
[05:37] 其實基本面沒有關係
[05:38] 它基本面因為這樣
[05:39] 突然它的數量就大增
[05:41] 不會
[05:41] 但是今天好像有另外一個訊息說
[05:43] 好像某一個科技公司
[05:46] 也要大量的投入低軌衛星
[05:48] 我們上次講過
[05:49] 其實像阿瑪隆
[05:51] 他們要投低軌道衛星
[05:52] 可是他們沒有自己的技術
[05:54] 所以他們就是沿用
[05:56] SpaceX特斯拉的這一批團隊的技術
[06:00] 那看起來這個新晉的
[06:02] 我覺得也會是同樣的狀況
[06:03] 就是他們會找同樣的這一批人
[06:06] 那這批人就是什麼
[06:07] 就是我們剛剛講的
[06:08] 像華通
[06:08] 企機
[06:11] 這些是一樣的
[06:12] 或者是像森達克是一樣的
[06:14] 但是這裡面其實
[06:15] 有一家公司是老實術
[06:17] 就是金寶
[06:18] 金寶他講
[06:19] 其實目前的
[06:21] 訂單
[06:23] 我必須講
[06:23] 其實目前Space S
[06:25] 其實沒有下新的訂單
[06:27] 其實我講這話
[06:28] 可能會把大家嚇死
[06:30] 但是我覺得事實上是
[06:32] 他真的沒有
[06:33] 但是剛剛講
[06:35] 因為還有兩家準備要投入
[06:37] 所以告訴你說
[06:38] 雖然現在沒有
[06:39] 不代表未來會沒有
[06:40] 而且看起來未來一定會很多
[06:41] 所以金寶
[06:43] 因為他老實說
[06:44] 他講他就跌下來了
[06:45] 那其他人沒有講
[06:47] 沒有講怎麼樣
[06:47] 它就沒有受到影響
[06:49] 那再加上你像今天
[06:51] 像耀華也漲停
[06:52] 耀華昨天其實是開高走低的
[06:54] 為什麼耀華開高走低
[06:55] 其實因為外面在傳
[06:57] 它有一個新產能要投產
[06:59] 但是就我的瞭解是
[07:00] 新產能目前的這一個基臺
[07:02] 都還沒有ready
[07:03] 所以就是說
[07:04] 它在短時間要投產
[07:06] 看起來是不可能
[07:07] 但是既然已經有了廠房
[07:09] 未來也要進基臺
[07:11] 那基臺目前不ready
[07:13] 不代表未來不會ready
[07:14] 所以當你在往多頭角度去思考的時候
[07:16] 你就會想說
[07:17] 那就還會再往上漲
[07:18] 我這樣講聽懂嗎
[07:20] 當多頭的時候
[07:22] 如果今天是空頭的時候
[07:23] 就不是這樣子
[07:24] 多頭的時候
[07:25] 現在利多都立刻發響
[07:26] 對
[07:27] 所以如果他今天是空頭
[07:28] 馬上大家想說
[07:29] 那你就是不如預期
[07:30] 什麼東西響一大堆
[07:32] 然後他就跌下來
[07:33] 所以你看他昨天
[07:34] 是破了大量低
[07:35] 可是今天又拉回去了
[07:37] 可是我看他今天
[07:38] 說話是漲停
[07:39] 好像也沒有突破大量高
[07:41] 但是你不要忘記
[07:43] 申達科跟華東
[07:44] 其實都已經過高
[07:46] 都是歷史高
[07:46] 而且你不要忘記這些股票
[07:49] 其實像
[07:50] 尤其是像華通
[07:51] 是
[07:52] 華通是有特定投信在買的
[07:53] 嗯
[07:54] 對
[07:55] 我不好意思講是哪家投信
[07:57] 竹東市的基金
[07:57] 對竹東市基金
[07:58] 對我不好意思講哪家投信在買
[08:00] 因為凱哥是投信界出身的
[08:01] 其實
[08:02] 投信在幹嘛
[08:03] 其實我們大家都知道
[08:05] 讓他買
[08:06] 你要知道
[08:07] 因為只有他們家在買
[08:09] 只有他們家
[08:10] 所以其他人其實沒有進來
[08:12] 那你就想喔
[08:13] 現在他這樣買
[08:14] 萬一以後大家進來怎麼辦
[08:16] 而且我之前講過了
[08:17] 我很早就在我們節目講說
[08:19] 華通會是地位
[08:19] 為新人很重要的一檔股票
[08:21] 為什麼
[08:21] 因為它本益比很低
[08:22] 你現在估2026大概就賺7塊
[08:25] 可是你7塊去對比那些
[08:27] AI相關的公司
[08:28] 其實你就發覺本益比還是很低
[08:30] 因為它現在已經是150 60了
[08:33] 應該已經超過了
[08:34] 華通170了
[08:35] 已經超過了
[08:35] 對 森達克1000塊了
[08:37] 對 你就想
[08:37] 就算它今年賺7塊
[08:39] 其實140也不過才20倍
[08:41] 你對AI是30倍以上
[08:44] 也就是說
[08:45] 他是可以看到200多塊的股票
[08:47] 不管SpaceX目前
[08:50] 他的目前進度有沒有放緩
[08:52] 所以我覺得其實很奇怪的是
[08:54] 既然他是放緩
[08:56] 為什麼他還要派人來臺灣
[08:58] 所以這其實是個螺繩門
[09:00] 但是我覺得有一點是在故裝的角色
[09:03] 就是說因為還有另外兩家
[09:06] 我剛剛講的像阿瑪隆
[09:07] 或者是像其他的
[09:08] 他們都要進入低軌道衛星市場
[09:10] 他們都在Safe供應商
[09:11] 所以我覺得SpaceX
[09:13] 其實是來跟這些公司講說
[09:14] 雖然我們暫時沒有下更多訂單給你們
[09:17] 但是請你們也不要亂動
[09:19] 因為我們後面的計劃在plan
[09:21] 是來點安撫的一個角色
[09:24] 其實上禮拜其實這種訊息就很多
[09:27] 例如說上禮拜就傳出
[09:28] Apple要來故裝要來拿CCL
[09:31] 要來拿薄纖布
[09:33] 大家記得嗎
[09:34] 那時候薄纖布就大漲
[09:35] 大漲完之後
[09:37] 其實這個禮拜的前幾天
[09:40] 其實像南電也大漲
[09:42] 其實南電也傳出同樣的訊息
[09:44] 就是因為大家ABF都跑去認證NVIDIA的基板
[09:49] 那Apple就很緊張
[09:51] 他很擔心他的南電
[09:52] 他的好帕呢
[09:53] 把產能拿去給NVIDIA
[09:55] 所以他就跟南電講說
[09:57] 你不要去做這件事情
[09:58] 你的產能我包了
[10:00] 那我也讓你加價
[10:01] 因為今年看起來
[10:03] 整個ABF報價就是要漲兩成多到三成
[10:05] 那我覺得蘋果也很聰明
[10:07] 我就先讓你漲
[10:08] 與其現在讓你先漲
[10:10] 總比我到時候去跟你要產能
[10:13] 要不到產能的時候
[10:14] 價格隨你開
[10:15] 顯然我現在先不停一個價格
[10:17] 我先把你的合約價綁死了
[10:19] 對我來講相對是有利的
[10:21] 所以你看其實華通也就上來了
[10:24] 那個南電就上來了
[10:26] 所以其實市場其實是
[10:28] 不斷的故事一直在重演
[10:30] 就告訴你說
[10:31] 隨著AI太夯之後
[10:33] 很多的componer都陸續吃緊
[10:36] 不管是市場真的需求
[10:38] 或者是廠商原本就有需求
[10:41] 或者是原物料就是
[10:42] 價格已經上來了所以我們講到這邊你就不要忘記還有一些族群還沒有真的大漲的就是北東元件北東元件我們之前講過他是原物料推升在漲價的可是目前看起來
[10:53] 國巨已經正式對晶片店主已經開喊說要漲價
[10:56] 那這個對國巨就會比較大的正面的幫助
[10:59] 因為國巨是晶片店主的最大供應商
[11:02] 他全球最大的供應商
[11:03] 所以一旦他開口說晶片店主要漲價
[11:07] 其他阿薩布魯的什麼北東元件都會漲價
[11:11] 你看像這幾天
[11:12] 其實連二級體都很強
[11:14] 二級體其實他講什麼
[11:15] 他說他們的MOSF
[11:17] 也做進了這一個
[11:18] AI的這個HVDC的部分
[11:22] 就是做高壓自由的部分
[11:23] 而且很多大廠都已經認證過
[11:25] 所以你看其實
[11:26] 他從一碗粥
[11:28] 已經延伸到旁邊的小菜
[11:31] 還不斷地往外延伸
[11:33] 所以高階體
[11:33] 好像其實看起來
[11:34] 還沒有結束的時候
[11:36] 但你說凱克凱克
[11:37] 那這樣子數到底會到哪裡
[11:39] 老實講到了這地方
[11:39] 我其實都不敢看
[11:41] 不敢跟你把話講太實
[11:43] 為什麼
[11:43] 因為第一個是
[11:44] 大盤的支撐目前都還在
[11:46] 貴買還在
[11:48] 所以他們有破支撐
[11:48] 沒有破支撐
[11:49] 你就不要自己嚇自己
[11:51] 你就隨著行情去操作
[11:53] 但是我們之前有講過
[11:54] 當你沒有辦法
[11:55] 每一檔都買到的時候
[11:57] 你就乾脆去買ETF
[11:58] 因為ETF他才有辦法全撒
[12:01] 你就沒有辦法
[12:02] 你可能就是
[12:02] 常常是
[12:03] 我們常常米蘭語講的話
[12:05] 就倆姑招比
[12:06] 就是你先把它砍了
[12:07] 你就追另外一個
[12:08] 可是過去
[12:09] 這族群又拉起來了
[12:10] 那你覺得說
[12:11] 那我怎麼那麼傻
[12:11] 我怎麼要追來追去
[12:12] 可是行情就是這樣子
[12:14] 因為行情其實主力也會看
[12:16] 哪邊有人出來了
[12:18] 他們去布哪一邊的股票
[12:19] 你像今天的聯發科
[12:21] 其實聯發科
[12:22] 其實我嚴格講
[12:23] 是因為形態很漂亮
[12:24] 他形態今天拉一根就出去了
[12:26] 你去看他的形態
[12:28] 他就是已經準備
[12:29] stand by要出去了
[12:30] 所以他有點早
[12:31] 因為其實上來傳來是
[12:34] Google的ASIC
[12:34] 可是Google ASIC這一塊
[12:35] 基本上是要過完年之後
[12:37] 才會final
[12:37] 所以其實他今天是因為
[12:40] 意外的點火了
[12:41] 就是這個炮竹就插在那邊
[12:44] 然後不小心
[12:45] 有拿根箱就把它點起來
[12:46] 所以他今天是因為低軌道
[12:48] 我已經把它點起來
[12:48] 可是他後面有沒有故事
[12:50] 有
[12:50] 因為他還沒有ESC的部分
[12:52] 那你看今天像聯發科拉起來
[12:54] 他把他的探針供應商
[12:57] 傭智也拉起來
[12:58] 終於
[12:59] 因為傭智落後太多
[13:01] 就是他其實是沒有很差
[13:03] 可是因為他就是
[13:04] 這個聯發科的始終
[13:07] 就是聯發科不漲
[13:09] 他也就不漲
[13:09] 所以你如果盤在那邊一段時間
[13:11] 傭制就死在那裡
[13:12] 可是今天這一動
[13:13] 就整個就拉起來
[13:14] 所以行情基本上是一個帶一個
[13:17] 就像剛剛趙華在講說
[13:19] 南亞科說他接到
[13:22] COAS的一個部分的訂單
[13:24] 你有看到那篇小作
[13:24] 有看到
[13:25] 但是我說
[13:26] 我覺得也合理
[13:27] 對 我就跟我朋友講說也合理
[13:29] 為什麼
[13:29] 我上次有講過
[13:30] 我說臺電今年
[13:31] 他就不會再花大筆錢
[13:32] 在COAS上面
[13:33] 他就是把COAS的產能
[13:35] 通通都凹手行出去
[13:37] 所以南亞科你要來做
[13:38] 我就給你做
[13:39] 因為我沒有
[13:40] 我自己沒有很想要再做
[13:41] 繼續再做這一塊
[13:43] 可是我還是需要這些產能
[13:44] 所以你要做你就拿去做
[13:46] 所以很多因為這樣
[13:47] 就去買另外一檔股票
[13:49] 但是我就說行情就是這樣
[13:51] 就是現在是多頭
[13:52] 常常是看到一個銀子
[13:54] 它就會長出一棵樹出來
[13:56] 對
[13:56] 好
[13:57] 我今天早上剛好
[13:59] 跟大家在聊盤式的時候
[14:00] 講了一句跟凱哥一模一樣的話
[14:02] 我說你看現在利多
[14:03] 就是馬上點火
[14:05] 因為我們有歷經過一段時間
[14:07] 就是利多
[14:08] 然後大家會猜一東猜一西
[14:10] 在這個雞蛋裡面再挑骨頭
[14:12] 但是現在就是利多不囉嗦
[14:15] 馬上先跟你講
[14:16] 尤其是如果這個利多
[14:17] 事實現在本來就有EPS的公司
[14:20] 發哥這個開盤那麼快就漲停
[14:22] 這個這輩子沒見過幾次
[14:24] 發哥會漲停
[14:25] 但是那麼快就漲停
[14:27] 真的是
[14:27] 臺達也是昨天就
[14:29] 臺達店的漲停
[14:30] 所以是瞬間就拉漲停
[14:32] 所以現在只要有利多的刺激
[14:34] 的反應是非常快的
[14:35] 那剛剛講到
[14:36] 到底南雅科跟臺積電
[14:37] 有沒有合作COWAS的部分
[14:39] 這個眾說紛紜
[14:40] 因為小作人一出來
[14:41] 也有產業界朋友跟我說
[14:43] 這個製程
[14:43] 這個不太容易
[14:44] 就這樣子直接合作的
[14:46] 他覺得不太可能
[14:47] 可是管他可不可能
[14:48] 因為他說
[14:49] 封測嫁給福茂科
[14:50] 福茂科是直線噴漲停
[14:52] 我自己看了也想說
[14:53] 我可能沒有辦法買納科
[14:55] 可是福茂科封測
[14:56] 比較穩
[14:56] 看一下好了
[14:57] 一看已經漲停了
[14:58] 而且就是在看的時候
[15:00] 他就直線嘟嘟嘟
[15:01] 所以現在市場對於利多
[15:02] 非常黎明
[15:03] 而且有一點點
[15:04] 不管你是真是假
[15:06] 是不是能貢獻營收
[15:07] 所以在這樣的情況下
[15:09] 你說有沒有一點過熱
[15:11] 其實當然是有
[15:13] 當然是有
[15:14] 可是有我們不要摸頭
[15:15] 我們真的不要摸頭
[15:17] 還是有非常多
[15:18] 每天看到空軍
[15:19] 很希望在這個時候空
[15:20] 圍臺散戶已經空了
[15:23] 大概有30天了
[15:24] 對那真的是
[15:26] 一路被燃料嘎上去
[15:28] 沒有意義
[15:29] 所以這個時候
[15:30] 就算我們的持股
[15:31] 也許沒有辦法趕放的很多
[15:33] 可是至少不要去拆頭
[15:35] 那還有就是
[15:36] 剛剛我覺得凱哥
[15:37] 講了一個很中肯的
[15:38] 因為我想凱哥
[15:39] 這邊也一定一樣
[15:40] 最近很多人會來問股票
[15:42] 問的很多反而還是
[15:44] 為什麼它沒有漲
[15:45] 沒有漲的
[15:46] 現在問的多
[15:47] 漲了就不會問了
[15:48] 漲了就開心了
[15:49] 那問的都會是
[15:51] 例如說半導體的裝置
[15:52] 為什麼都沒有漲
[15:54] 有的不是問沒有漲
[15:55] 是問什麼最近跌下來
[15:56] 最近跌下來
[15:57] 為什麼那麼弱
[15:58] 它發生什麼事
[15:59] 那我這幾天也陸續回答
[16:01] 例如我回答了
[16:02] BBU ASKY
[16:04] 然後也回答了這個
[16:06] 上品有人問這個特化
[16:09] 對那其實也有人私訊問我特化
[16:12] 我是有回答
[16:13] 我說其實他們沒有怎麼了
[16:15] 當然上品他有他自己
[16:16] 中國內需那一塊
[16:17] 凱克之前幫我們分享過
[16:18] 可是如果你說像什麼臺特化
[16:20] 達星財新銀財
[16:22] 最近確實是跌對不對
[16:23] 但他們跌
[16:24] 你說他們是不是發生什麼事
[16:25] 沒有發生什麼事
[16:26] 就只是在臺移電開門法說會之後
[16:29] 裝置類全面其實都是有點力多
[16:32] 先實現過了
[16:33] 所以大家就來休息
[16:34] 而特化股說實話
[16:35] 本益比大部分都相當的高
[16:38] 所以他們就不容易
[16:39] 有集體性在這個時間點
[16:40] 如果沒人點火就不會上去
[16:42] 但哪一天你又聽到
[16:44] 特化有個什麼力多
[16:45] 那就不得了了
[16:46] 大家就開始噴
[16:47] 所以現在你要決定一件事
[16:49] 你要順勢嗎
[16:50] 你要順勢去追強勢股嗎
[16:52] 當然可以
[16:53] 就像我們常常講
[16:54] 記憶體你喜歡你就去追
[16:55] 可是你要理解
[16:56] 它的波動現在非常的大
[16:58] 你的心臟能不能承受
[17:00] 或者是低軌衛星你就去追
[17:01] 其實像華通我早就賣飛掉了
[17:03] 那你至少要知道
[17:05] 你的停損停利點設在哪裡
[17:07] 例如他回檔了
[17:09] 那你會覺得高檔回檔
[17:10] 你不知道回到哪裡
[17:11] 你可能五日線就賣了
[17:12] 或是你的準則是什麼
[17:14] 像凱哥說
[17:14] 你可能心中的理念是
[17:16] 華通會到200
[17:17] 沒有200錢我都不賣
[17:18] 那也可以
[17:19] 可是你一定要知道
[17:20] 你心裡面的那個準則是什麼
[17:22] 要不然確實買ETF就好了
[17:25] 因為最近個股訊息來
[17:27] 會很想跟大家講說
[17:28] 他沒有怎麼了
[17:29] 他只是現在市場資金不清
[17:31] 因為現在妥妥的就是一個資金盤
[17:33] 對 因為你可以趕快出來
[17:35] 從臺積電法說之後
[17:36] 其實臺積電就不太懂了
[17:37] 對
[17:38] 其實你看臺積電基本上
[17:39] 很正常
[17:39] 它大量低都跌破了
[17:41] 如果以過去空投市場
[17:43] 臺積電大量低跌破
[17:43] 這盤應該早就下去了
[17:45] 可是臺積電停在這裡
[17:47] 它也沒有大跌
[17:49] 雖然它大量低跌破
[17:50] 可是它也沒有立刻就往下走
[17:52] 但是你臺積電空出來前會去哪裡
[17:54] 它就到處灑
[17:55] 到處灑就形成一個
[17:57] 到處放煙火的一個狀況
[17:59] 所以才會跟你講說
[18:00] 基本上目前這個盤
[18:02] 你還是要
[18:02] 可以要抓到一些tempo
[18:04] 抓到一些tempo
[18:06] 就是說
[18:06] 低位位性
[18:07] 我們很早就講了
[18:08] 就是這是你可以佈局的
[18:09] 像我們上次有問到說
[18:11] 機器人是不是感覺
[18:12] 又有一些機會
[18:13] 動起來了
[18:13] 開始慢慢爬起來
[18:14] 上次還講到重電
[18:16] 其實重電也爬起來
[18:17] 重電已經漲一段
[18:18] 也爬起來
[18:18] 所以基本上
[18:19] 還是有很多股票可以買
[18:21] 只是說你到底
[18:22] 有沒有去注意到它
[18:23] 因為很多人是
[18:24] 只看自己手上的股票
[18:26] 對
[18:26] 然後他就一直不斷地問
[18:28] 我這支股票到底怎麼了
[18:30] 可是有時候時間不對
[18:32] 或者是某個形態不對
[18:34] 他至今就不會進來
[18:36] 然後再來是
[18:37] 有時候像剛剛我們在講的
[18:39] 這些老AI
[18:40] 或者是這些投信的舊愛
[18:42] 基本上投信就在調節
[18:44] 投信在調節的時候
[18:46] 基本面沒有用
[18:47] 因為我們講他不會就不賣
[18:49] 因為投信是一個策略的
[18:51] 就是我要降一定的比重
[18:53] 我要從5%降到3%
[18:55] 我要從2%降到1%
[18:56] 甚至我要把它出金
[18:58] 他就是不斷的不斷的賣
[18:59] 這時候就不是說
[19:01] 哪一個人講他好
[19:03] 他就會上去
[19:03] 或者趙華講說
[19:04] 他不應該跌
[19:05] 他就只跌
[19:06] 沒有辦法
[19:06] 我不會說他不應該跌
[19:08] 我們不是投信
[19:09] 因為我們沒有辦法去控制
[19:11] 那個籌碼的變化
[19:12] 但是我們跟你講說
[19:13] 你看你就等
[19:14] 等到他投信賣完
[19:16] 例如說趙華剛才
[19:17] 我再講AS
[19:18] AS主動ETF
[19:21] 應該是在前幾天就賣完了
[19:23] 你看有一天
[19:24] 中錯的時候
[19:24] 賣了一百多張
[19:25] 我就說那大概是差不多了
[19:27] 從他出來
[19:28] 昨天投信就開始賣
[19:29] 40幾張
[19:30] 可是外資感覺還在壓
[19:32] 但是我覺得這邊洗洗
[19:34] 它就會上
[19:35] 那再解釋一下
[19:36] 為什麼BBU這一波
[19:37] 其實有點分歧
[19:40] 就是其實現在整個伺服器
[19:43] 我們一直要到所謂的
[19:46] Lubin之後
[19:47] 其實像我們剛剛講的
[19:49] 像AES它才會開始大鳴大放
[19:51] 因為在Lubin之前
[19:53] 很多的伺服器
[19:55] 它都是選配
[19:56] 它不是標配
[19:57] 只有AWS是標配
[19:59] AWS是他的伺服器都有放BBU
[20:03] 可是像Meta這些就不見得有
[20:05] 他就是選配
[20:06] 選配對一個行業別來講
[20:10] 他就變成是
[20:11] 沒有辦法這麼的吃香喝辣
[20:14] 沒有辦法這麼吃香喝辣
[20:15] 所以也會很多謠言
[20:17] 就說他也沒有認證過什麼
[20:18] 但其實就我們所知道的
[20:20] Lubin的狀況應該是
[20:21] 看起來Lubin確實規格要求蠻高的
[20:25] 所以像我之前講過
[20:27] 我說AS價格很硬
[20:29] 所以臺達電其實不是很喜歡AS
[20:31] 但是沒有辦法
[20:33] 後面規格就是這麼的高
[20:34] 所以他也就妥協了
[20:36] 但是這時間點其實還沒出
[20:38] 因為大家知道
[20:39] Rubin是今年的下半年才出
[20:41] 所以如果用時間來推
[20:43] AS的業績大爆發
[20:45] 可能會在第二季末到第三季出
[20:48] 可是你說他的整個業績基本面不好嗎
[20:50] 沒有
[20:51] 其他業績基本面
[20:52] 其實公司法律講了
[20:53] 他還要持續資本投入
[20:55] 其他的獲利其實就穩穩的
[20:56] 只是他就沒有那個
[20:57] 讓你覺得很興奮
[20:58] 非買不可
[21:00] 再加上主動業服在調節
[21:02] 對
[21:03] 那你就是要等他調節完
[21:05] 就這樣
[21:05] 因為市場永遠是對的
[21:07] 所以我不會說
[21:08] 這個東西疊錯了
[21:10] 那個東西漲錯了
[21:11] 我絕對不會有這樣的comment
[21:12] 我想聽的朋友們
[21:14] 在投資市場的朋友們
[21:15] 一定也要有這個認知
[21:16] 今天這個族群不漲
[21:18] 我們可以說他有點委屈
[21:19] 對
[21:20] 可是我們不能說
[21:21] 這個是錯的
[21:22] 他就是該漲
[21:23] 沒有人可以這樣子的
[21:24] 對所以我們只是要理解趨勢
[21:27] 理解趨勢之後順勢
[21:30] 是怎麼樣順勢呢
[21:31] 你也可以逆勢例如像我左側交易有時候叫做逆勢可是我也不是盲目逆勢例如說ASKY其實前兩天我也很謝謝聽眾有call我就呼應就是私訊我
[21:42] 說他怎麼了
[21:42] 那我就覺得
[21:43] 他好像跌得還蠻便宜的
[21:46] 然後我就開始留意
[21:47] 但是我也理解
[21:48] 剛剛凱哥講的
[21:49] 到底現在
[21:50] 因為ASKY是老大哥
[21:51] 在這個BBU裡面
[21:53] 他比較容易的是
[21:54] 因為他龍頭的缺點是
[21:55] 有新的東西他會拿到
[21:57] 可是別人第二第三公司
[21:59] 上來跟他搶市場的時候
[22:00] 他也會被影響到
[22:01] 那他大哥現在面臨到
[22:03] 就是如果沒有選配變標配
[22:05] 他可能壓力就會比較大一點
[22:07] 可是你說迭到這邊
[22:08] 算不算相對便宜
[22:09] 可能我就覺得相對便宜
[22:11] 那這位問的朋友也很厲害
[22:12] 他就說
[22:13] 那為什麼外資好像還是一直賣
[22:15] 對
[22:15] 外資既然一直賣
[22:16] 我們就不要對著幹嘛
[22:18] 對不對
[22:18] 因為如果今天一直賣
[22:19] 賣不下去是一個重點
[22:21] 可是一直賣他還是下去
[22:23] 那我們何必接刀
