[00:00] 欢迎收听赵华与古惑仔第1064集
[02:01] 哇
[02:02] 全面喷出
[02:03] 因为高盛说
[02:04] 红素目标价
[02:05] 现在设备股王
[02:06] 要调到三千五百块钱
[02:08] 今天喷出一排
[02:09] 都涨停板
[02:10] 今天CPU
[02:12] 不用讲
[02:12] 光盛带头
[02:13] 华星光
[02:14] 迅星KY
[02:14] 全新顶源
[02:15] 一大堆
[02:15] 众拿KY都涨停
[02:17] 低轨卫星三雄
[02:18] 华通耀华
[02:19] 声达克
[02:20] 涨停
[02:21] 然后PCB
[02:22] 不管是载板
[02:23] 或是同博机板
[02:24] 或是之前重担的这个PB上游
[02:27] 说被这个中国巨石可能要扩产等等
[02:29] 打到这些厂商
[02:30] 今天也非常多人长听半
[02:32] BBU
[02:32] 台达电先领军
[02:34] 台达电创历史新高
[02:35] 顺达也长听半
[02:36] 那记忆体
[02:37] 今天是反弹
[02:38] 但记忆体的反弹
[02:40] 今天比较没有力量
[02:41] 稍微薄弱了一些
[02:43] 但是我们说记忆体的获利非常好
[02:45] 有没有可能下去之后
[02:47] 它达到一个获利跟股价的平衡点
[02:49] 好讲了那么多
[02:50] 因为今天的产业
[02:52] 我可以都不要讲
[02:53] 就有一个人来了
[02:54] 可以给他讲
[02:54] 我今天负责碎念
[02:55] 我先来欢迎他
[02:58] 今天来的是
[02:58] 古奇双分析师纪委名
[03:00] 小明同学
[03:02] 哈喽各位听众朋友大家好
[03:03] 我们刚才还是有小小的锐一下
[03:05] 我们今天时间有比较仓促
[03:07] 但我们还是会尽可能的
[03:08] 把盘面上的变化
[03:09] 跟大家分享
[03:10] 首先先来讲一下
[03:11] 到底美衣之间
[03:13] 你觉得这一次
[03:14] 是不是真的可以放心了呢
[03:18] 我觉得好久没有来上podcast了
[03:20] 不知道大家有没有想念我
[03:22] 因为小明后来他的直播
[03:23] 跟我的Podcast时间有点打到
[03:25] 所以他今天是赶完直播跑来录Podcast
[03:28] 真的非常赶
[03:29] 好赶
[03:29] 但没关系我们难得来了
[03:31] 还是跟大家分享一下丰富的资讯
[03:33] 那我们先从这个美伊和谈
[03:34] 我觉得这次算是来真的
[03:36] 一方面我们先从过去的历史好了
[03:39] 如果说美国对外的这些地缘政治的一些风险波动
[03:43] 通常为期大概就是三个礼拜左右
[03:45] 所以你从三月初到现在
[03:47] 也确实是三个礼拜左右
[03:49] 那我认为为什么会是谈真的
[03:51] 因为发现川普真的没办法把油价压下来了
[03:54] 代表真的因为荷姆之海峡被封锁这件事情
[03:58] 导致全球的油价上涨
[04:00] 快要让川普坐不住
[04:01] 所以你说和谈的目的
[04:03] 难道是川普不想打吗
[04:05] 也不是
[04:05] 是因为油价他没有办法控制
[04:07] 油价这件事情的影响会是非常全面的
[04:11] 你来了你来了
[04:11] 因为你是总经专家
[04:13] 太好了
[04:13] 因为我前几天一直在讲这件事情
[04:16] 就是川普现在手上对于油价上去跟通膨
[04:18] 他已经没有什么武器
[04:20] 就是那时候之前的通膨
[04:22] 他不是暴力生息
[04:23] 他现在就不可能在暴力生息
[04:25] 没错
[04:25] 因为我觉得川普这次会籍
[04:27] 其中一个原因
[04:27] 因为你油价上来
[04:29] 那你说过去任何的风吹草动
[04:31] 可能对于美国的民众来讲
[04:33] 感受度没那么大
[04:34] 可是一旦你油价上去
[04:35] 那个汽油价格
[04:36] 哇往上一调
[04:37] 民众的钱包一缩水
[04:39] 他其中选举就不用选
[04:40] 所以这是第一个压力
[04:41] 再来第二个压力的话
[04:43] 就当然还是来自于说
[04:44] 那现在联准会也不是听川普的
[04:46] 原本市场还在预期要降息
[04:48] 结果上礼拜莫名其妙
[04:49] 大家都在想说
[04:50] 联准会会不会升息
[04:51] 当然他不会升
[04:52] 他不会升
[04:53] 我自己目前看到的数据
[04:54] 是不会升息的
[04:55] 所以这个部分
[04:56] 我们把黄金也拉进来讲
[04:58] 跟债券拉进来讲
[04:59] 你们发现过去我们讲说
[05:00] 黄金跟债券叫做避险资产
[05:02] 可是上礼拜竟然黄金跟债券
[05:04] 都在大幅度
[05:05] 为什么呢
[05:06] 原因就是因为市场看到油价上来
[05:08] 所以预期到的是
[05:10] 联准会会不会有可能不降
[05:12] 甚至升息
[05:13] 所以这个时候美元走强
[05:14] 金价就下来了
[05:15] 债券的价格也下来
[05:17] 可是我们观察到了
[05:18] 在今天的反弹呢
[05:19] 黄金的价格
[05:20] 有稍微回去
[05:21] 债券的价格
[05:22] 也稍微回去了
[05:23] 这代表的是
[05:24] 市场又开始认为
[05:25] 油价这次是降真的
[05:27] 所以为什么
[05:28] 我会在一开始
[05:29] 赵华问我说
[05:30] 他们和谈
[05:31] 是不是谈真的
[05:32] 我会告诉你真的
[05:33] 因为市场的资金
[05:34] 很聪明啊
[05:35] 所以你看到了
[05:36] 价格的反应
[05:37] 其实也就代表了市场
[05:38] 真的相信这个故事
[05:39] 好
[05:40] 我们在前两天
[05:41] 不是有一天
[05:42] 液盘被川普整吗
[05:43] 也不过就前两天而已
[05:45] 对
[05:45] 好
[05:46] 但那一天
[05:47] 我们有强调一个事情
[05:48] 虽然隔天
[05:49] 台股的签点被没收
[05:50] 可是川普想和谈
[05:52] 这个事情
[05:53] 倒是已经表露出来了
[05:55] 而且他的表露
[05:56] 会让你知道说
[05:56] 他有一点痛苦
[05:57] 于他现在手上
[05:58] 没有办法控制
[05:59] 现状的一个状态
[06:01] 对
[06:01] 不然他会一直硬到底的
[06:03] 对没错
[06:03] 你要耍嘴皮呛瞎
[06:04] 他可是很厉害的
[06:06] 但是伊朗到底想不想呢
[06:07] 这可能大家就会觉得
[06:08] 比较难以捉摸
[06:10] 因为看起来
[06:11] 伊朗就是非常非常的硬
[06:12] 东炸西炸
[06:13] 对不对
[06:13] 然后呢
[06:14] 即使我们觉得
[06:15] 伊朗的国力
[06:16] 跟这个美国比起来
[06:17] 一定是小物见大物
[06:18] 可是这种
[06:19] 所谓他们之前也常常聊
[06:20] 神权国家
[06:21] 他们那种意志力
[06:22] 就是跟你杠到底
[06:23] 他们想不想和谈
[06:24] 但是我个人小小推测
[06:27] 伊朗当然也不希望一直搞下去
[06:29] 因为一直搞下去
[06:31] 对于一个本来国力就已经
[06:32] 没有那么有钱的国家来说
[06:34] 那肯定是一个长期伤害
[06:36] 我并不觉得在现在这种资本主义社会里面
[06:40] 大家会那么不在意
[06:42] 就是金钱跟经济
[06:43] 我个人觉得
[06:44] 对对对
[06:45] 所以我觉得伊朗透露出来是
[06:47] 他还是想用一个比较体面的方式做和谈
[06:49] 确实
[06:50] 因为这一点我还真的有研究过
[06:52] 我花蛮多时间
[06:53] 我觉得伊朗这一次
[06:54] 当然你说国力上跟美国绝对不能比
[06:56] 可是伊朗他战尽了地利上面的优势
[06:59] 是的地利
[06:59] 他没办法真的打赢美军
[07:01] 不可能
[07:02] 但是因为他控制荷姆治海峡
[07:03] 所以你就有点像是关键少数
[07:05] 荷姆治海峡
[07:06] 你不要说他好像很小
[07:07] 他虽然真的没有很大
[07:08] 但你海面这么广阔
[07:10] 你说真的伊朗他有办法完全去覆盖掉
[07:12] 每一艘通过的轮船游轮吗
[07:14] 不可能
[07:15] 可是今天伊朗只要跳出来说
[07:16] 我在荷姆斯海峡上面
[07:18] 我放了十颗水雷就好了
[07:20] 不用多
[07:20] 大家就不会去
[07:21] 大家就不敢过去了
[07:22] 所以这个是一个威慑力
[07:23] 也就是伊朗最后的底牌
[07:25] 可是伊朗你要去想
[07:27] 他们的目的是什么
[07:28] 所谓的神权国家
[07:29] 毕竟还是以统治的基础为主
[07:31] 所以你今天要去和谈的目的
[07:34] 不就是希望我的政权可以延续下去
[07:36] 我不要我整个政权被颠覆过
[07:38] 所以我用我现有手上的牌
[07:40] 来去跟美国拍板
[07:41] 去跟美国叫板
[07:43] 所以等于是伊朗想不想谈
[07:45] 我个人认为他也是有谈的基础在
[07:47] 那只是因为刚好川普跟伊朗
[07:49] 两个都很爱面子
[07:50] 所以等于是他们透过
[07:52] 现在这一个月的缓冲期
[07:53] 我觉得是要找出一个
[07:56] 让两边都有台阶下
[07:58] 但不确定性
[07:59] 可能最不确定性的
[08:00] 那个时间点已经过去
[08:01] 所以市场现在这一次的反弹
[08:03] 我会认为
[08:04] 我们可以比过去两个礼拜
[08:07] 还要更乐观的去看待
[08:08] 因为昨天是韦泰来
[08:10] 大家如果有听的话
[08:11] 昨天很多人留言跟我说
[08:12] 你好做自己
[08:13] 我都已经忘记我昨天讲啥了
[08:15] 好 等一下还会再做自己一下
[08:17] 但是昨天为泰尔透露一个讯息
[08:19] 他认为昨天那次大户也比较勇敢
[08:21] 在这个有一些热门股重挫的时候
[08:23] 经常做了承接
[08:24] 那我比较勇敢的地方是
[08:26] 还是不改其论调
[08:28] 就是我始终觉得
[08:29] 现在还是一个景气向上的多头会挡
[08:33] 当然我们也再三的跟我们的听众讲
[08:36] 因为我发现有一些后面加入的人
[08:38] 他们会有点搞不太清楚
[08:39] 就是会等一下也会跟大家分享
[08:42] 就会说
[08:42] 为什么你可以觉得是
[08:44] 景气还在向上
[08:45] 我在别台听到别人觉得
[08:47] 这个AI都已经泡沫了
[08:49] 油价一直上去要完了
[08:50] 那种感觉这样子
[08:51] 这个我们也会去跟大家聊
[08:53] 最基本的就是
[08:54] 我目前还是希望
[08:56] 可以给大家是比较正向
[08:57] 就是正面
[08:59] 是一个多头的气势
[09:01] 是现在确实有一些风险
[09:03] 没有错
[09:04] 但是如果这个风险
[09:05] 能有解除的可能性
[09:06] 我看的还是企业的财报
[09:08] 有没有向上
[09:08] 我觉得这个是最基本的
[09:10] 当然股价跟财报
[09:12] 它会有一个主人跟狗之间
[09:14] 可能会有脱钩或什么的
[09:15] 但目前至少我们看到的
[09:17] 不管是台股上市柜公司
[09:18] 美股的
[09:19] 其实美股的七巨头
[09:20] 表现非常的不好
[09:21] 可是他们的财报表现
[09:22] 并没有不好
[09:23] 对
[09:24] 好所以利于这样的立场
[09:26] 我就会比较以所谓的景气向上
[09:29] 你毕竟是一个数据
[09:30] 就是你一定是基本面数据
[09:32] 才叫做景气向上
[09:33] 如果你景气在衰退
[09:34] 我就不会说景气向上了
[09:36] 那我们现在红灯
[09:37] 今年GDP7%以上
[09:39] 所以这些就是景气向上好不好
[09:40] 这就是一个数据告诉你景气向上
[09:43] 但是市场有很多
[09:44] 有技术面
[09:45] 有基本面
[09:46] 有资金的一些原因
[09:47] 还有像现在有战争
[09:49] 所以它会有回挡
[09:50] 但景气向上的回挡
[09:51] 我们要怎么判断
[09:52] 我会跟大家讲我的想法跟策略
[09:55] 对不对
[09:55] 那如果听到的是
[09:57] 贩售恐惧给你的
[09:58] 景气要崩盘了
[10:00] 景气现在不行了
[10:01] 油价上去我们都完了
[10:02] 美股四大指数
[10:04] 已经是什么翻空
[10:05] 谁做头了
[10:06] 那它就要贩售给你这样的东西
[10:08] 他就要教你怎么做嘛
[10:10] 你要去放空吗
[10:11] 或是你要做什么避险
[10:13] 我觉得那也没有问题
[10:14] 主要是你的投资逻辑什么
[10:15] 不好意思又扯多了
[10:17] 我们先回到产业上面
[10:18] 因为小明跟我的想法
[10:20] 是比较一致的
[10:21] 我们就是认为
[10:22] 现在以数据解除来
[10:23] 他还是一个景气向上
[10:24] 如果每一战争的警报能解除
[10:26] 像今天油价就比较明显回档
[10:28] 大家可以看到
[10:29] 股市跟油价绑在一起
[10:30] 油价回档
[10:31] 大家信心可能又稍微恢复
[10:32] 但是今天虽然是反弹
[10:34] 但最近这段时间
[10:35] 是不断洗刷
[10:36] 所以反弹
[10:37] 大家要追加的意愿也没有
[10:39] 跌下去
[10:40] 大家现在要减的信心
[10:42] 可能也变得比较少
[10:43] 那我们就一个一个来讲
[10:45] 你比较想要优先讲
[10:46] 你觉得哪一些产业
[10:48] 是这一波下来
[10:50] 或是今天在强势
[10:51] 你觉得还可以
[10:52] 有机会做介入的
[10:54] 我如果今天要选产业的话
[10:55] 因为我们过去
[10:56] 有跟大家聊过很多的记忆体
[10:58] 聊过很多的PCB
[10:59] 可是我目前现阶段
[11:01] 真的要去减
[11:02] 或者是我会锁定的族群
[11:03] 两个
[11:04] 一个叫做设备
[11:05] 一个叫做CPU
[11:06] 理由很简单
[11:07] 因为设备的股价已经走出来
[11:08] 告诉你说
[11:09] 我很强赶快来看我
[11:10] 三月份其实以加权指数来讲
[11:12] 现在叫做原地踏步
[11:13] 我们二月底是台股的历史高
[11:15] 三月都在震荡
[11:16] 可是设备股到今天
[11:19] 很多人创新高
[11:21] 很多人都在创新高
[11:22] 也就代表资金开始
[11:24] 很明确的移转到了这个地方
[11:26] 那我们讲了
[11:26] 你要做所谓的动人或做趋势
[11:28] 一定要去选这种强者的股票
[11:31] 所以设备我会看
[11:32] 那这个我先放在这边先讲
[11:35] 那另外一段就是CPU的部分
[11:36] CPO的部分的话
[11:38] 也是我上礼拜来达人秀
[11:39] 跟大家聊的
[11:40] 对
[11:40] 但CPO连我
[11:41] 我那么喜欢CPO的人
[11:42] 我觉得这一波
[11:43] 我都没有什么特别做到
[11:44] 真的吗
[11:45] 因为涨太快了
[11:46] 就很回的
[11:47] 我本来预期
[11:47] 那么波动
[11:48] 当然股票回比较深
[11:49] 那我有关注光盛
[11:50] 这个我一直有跟听众说
[11:51] 可是它真的有接近季限
[11:53] 可是因为20分钟分盘
[11:55] 那这个我也自我检讨
[11:56] 因为那天就有被人家骂说
[11:57] 那你喜欢
[11:58] 它又接近季限
[11:58] 为什么你20分钟分盘就阻挡你了对我也有检讨因为我不是没买过20分鐘分盤的東西後來談上去實在是很快所以目前我的CPU就是原本的
[12:09] 沒有再新增加了
[12:11] 有點可惜
[12:12] 但沒關係你手上有就好了
[12:13] 很多人是手上沒有
[12:14] 手上有的不敢亂賣了
[12:16] 就真的是不要隨便賣
[12:18] 如果他真的是已經是在
[12:19] 我們說的是那種一線的
[12:20] 也就是大家很有共識的
[12:22] 那為什麼會去看CPU
[12:23] 原因當然就是因為
[12:24] 他畢竟產業
[12:26] 我上個禮拜有講過
[12:27] 我们现在在的是
[12:28] 这个所谓的scale up的部分
[12:30] 就是scale out的部分
[12:32] 那也就是机柜跟机柜之间互联
[12:34] 所以CPU的产业
[12:35] 真正的大爆发
[12:36] 根本就还没有来
[12:37] 所以这个梦想可以化得很久
[12:39] 那任何的回档
[12:41] 我不敢说它永远都会是多头
[12:43] 可是以现阶段来讲
[12:44] 紧接循环向上
[12:45] 资金要找到去处
[12:46] 那CPU就是一个产业能见度
[12:49] 非常高的方向
[12:50] 所以为什么我自己对于台股
[12:52] 也真的是很有信心
[12:53] 就是每个人都可以有
[12:55] 自己的观点跟insight
[12:57] 我也常常会遇到有人觉得
[12:58] 是不是小明同学
[13:00] 这里不应该在这边这么积极
[13:02] 那我觉得whatever
[13:03] 反正每个人
[13:04] 你有自己的想法
[13:05] 跟你背后的逻辑跟基础
[13:07] 这个我们都要给尊重
[13:08] 我尊重你你尊重我
[13:10] 那到底谁对谁错
[13:11] 这些事情也只能
[13:12] 未来才能再来去做验证
[13:13] 所以我们去argue说
[13:15] 现在你对还是我对
[13:16] 一点意义都没有
[13:17] 重点是我们既然有了这个insight
[13:19] 就是我认为乐观
[13:20] 我看好这些产业
[13:22] 我看好光通
[13:23] 我看好设备
[13:23] 那我的交易策略是什么
[13:25] 我就是要买它
[13:26] 我就是要趁他拉回的时候
[13:27] 减便宜
[13:28] 这是我的策略
[13:29] 那如果有人不认同这个策略
[13:31] 你觉得
[13:31] 这些股票涨太多了
[13:33] 所以我要干嘛
[13:33] 涨上去放空
[13:34] 涨上去放空
[13:35] 有没有可能我们两个都赚钱
[13:36] 有可能啊
[13:37] 有可能啊
[13:38] 对啊
[13:38] 所以这个东西就是
[13:39] 我们有了什么样的insight
[13:40] 会决定我们有什么样的交易策略
[13:42] 但无论是哪一派
[13:43] 反正大家互相尊重嘛
[13:45] 你看你也扯远
[13:47] 你看也碎念了
[13:47] 现在回到产业上面了
[13:49] 我们先回到产业
[13:49] 我先讲一下设备
[13:51] 我们等一下可以好好聊这个事情
[13:52] 我们先来讲设备
[13:53] 好设备今天真的
[13:55] 我也不知道该怎么说
[13:56] 我是很看好设备的
[13:57] 那我们也知道
[13:58] 4月台积电
[13:59] 还有再开一个法说会
[14:00] 那法说会是这样子
[14:01] 如果法说会前涨很多
[14:03] 那可能大家就会觉得
[14:04] 比较力多出尽
[14:05] 可是因为这一次
[14:06] 是法说会前有点震荡
[14:07] 那大家
[14:08] 台积电没有创高
[14:09] 台积电有2000块下来了
[14:10] 可是设备股
[14:11] 就变成大家资金的
[14:13] 一个火力集中地
[14:14] 红素今天涨停之外
[14:16] 万润君华
[14:17] 智茂穆德
[14:18] 真的数不完
[14:18] 对
[14:19] 可是如果说
[14:20] 那么多涨停跟创高
[14:21] 那现在介入会不会太慢
[14:23] 我觉得不会
[14:24] 因为当然第一个
[14:25] 你龙头股
[14:26] 你还是得选自己喜欢的
[14:27] 那我自己这一波
[14:29] 我其实最关注的
[14:30] 竟然是万润
[14:31] 万润
[14:31] 万润曾经也叠到过
[14:34] 三四百给人家买
[14:35] 对啊
[14:36] 上个月其实还在三百多四百
[14:38] 股价现在已经要到千金股了
[14:40] 拉长音
[14:41] 对
[14:41] 不要担心
[14:43] 955
[14:44] 有机会
[14:45] 为什么会看这个
[14:48] 当然大家过去讲的
[14:49] Covos的题材
[14:50] 有人会觉得又老掉牙了
[14:52] 又来了对不对
[14:53] 但我会觉得不是不能这样讲
[14:55] 因为一方面是我们过去讲的COAS先进封装
[14:58] 其实大家要理解
[14:59] 它是2.5D的先进封装
[15:01] 接下来台积电
[15:02] 它还有另一条先进封装的路
[15:04] 叫做SOIC
[15:05] 真正的3D先进封装
[15:07] 所以你过去在做这些先进封装的设备厂
[15:11] 我跟你讲台积电在今年的资本支出
[15:13] 有一大部分会花在这些设备上
[15:16] 那我们就会看到在台积电法税会前
[15:18] 台积电没动
[15:19] 那就不会有像那种什么美光财报
[15:22] 公布已经先涨了
[15:23] 公布前先涨
[15:24] 变成利多出尽
[15:25] 我反而认为台积电现在没涨
[15:27] 对于这些设备
[15:28] 或对于整个半导体供应链
[15:30] 会是一个保护
[15:31] 因为龙头大哥反正就坐镇在这
[15:33] 我跌到这
[15:34] 我再跌一定有人敢买
[15:35] 那这个时候设备股的股性
[15:37] 反而在这个时候脱颖而出
[15:39] 像我们讲为什么会看万润
[15:41] 你当然COVAS一定脱离不了它
[15:43] 那像红树来讲的话
[15:44] 我觉得失势制成的部分
[15:46] 这个在2.5D的先进封装
[15:49] 跟3D的先進封裝都會用到
[15:50] 特別是在現在2.5D用量超級大
[15:53] 因為大家要想像
[15:54] 簡單這樣講好了
[15:55] Covos這件事情
[15:56] 就有點像是把前段的製程
[15:58] 再重新在封裝這個部分
[16:00] 再重新拿來做一次
[16:01] 你所有的顯影曝光
[16:03] 這些全部都要用到實時製程
[16:05] 所以為什麼前面的設備會長這麼多
[16:07] 就是因為當初Covos的產品在拉伸
[16:09] 可是現在我剛剛已經點出來了
[16:11] 3D先進封裝SOIC也要跟著進來
[16:14] 它會有不同的技術
[16:16] 這個不同的技術會用在哪裡
[16:17] 例如说呢
[16:18] 你对于晶圆的表面
[16:19] 要更加的平坦
[16:20] 所以有机械研磨
[16:22] 化学机械研磨CMP
[16:24] 或者是你说像中砂
[16:25] 做钻石叠的
[16:26] 生阳半做再生晶圆的
[16:28] 这些在SOIC里面
[16:30] 它就有机会重新复活
[16:32] 骨架已经告诉你故事了嘛
[16:33] 生阳半不是我记得
[16:34] 今天应该也有一度涨停
[16:35] 还是涨停吗
[16:36] 今天是涨停
[16:37] 生阳半
[16:37] 不过它也是让我有点那个
[16:39] 就是因为有人
[16:40] 跑到我的脸书上面
[16:41] 我忘了讲了什么事情
[16:42] 就讲说
[16:43] 之前看理财达人秀
[16:44] 看到很多达人都在领奖状
[16:47] 生涯班
[16:48] 然后被套牢
[16:49] 然后当场我就想
[16:50] 生涯班虽然他很难做
[16:52] 但是他也不会
[16:53] 会让大家长套
[16:54] 因为他毕竟有创过新高
[16:56] 他新高在207块钱
[16:57] 对
[16:58] 然后后来讲完
[16:59] 大概两三天吧
[17:00] 因为那时候
[17:00] 我有提醒对方说
[17:01] 生涯班股性不是很好
[17:03] 要我的话
[17:03] 因为我做过生涯班
[17:04] 就是你要在他
[17:06] 跌升的时候
[17:06] 对不对
[17:07] 然后止稳的时候
[17:08] 买
[17:09] 然后上面
[17:10] 如果说反而是
[17:11] 你技术形态
[17:11] 做突破往上的时候
[17:12] 你最好是卖掉
[17:13] 因为他常常
[17:14] 涨一涨就下来
[17:15] 然后涨一涨就下来
[17:16] 可是如果整体的形态来看
[17:18] 他是一直往右上慢慢上去的
[17:20] 也没有那么烂这样
[17:21] 只是他让你不舒服
[17:23] 但我讲完之后
[17:25] 隔两天生涯班有大涨
[17:26] 而且他那天就要去挑战
[17:28] 那个207的那个新高点
[17:29] 结果那天他就开高走低
[17:31] 我就超级生气
[17:32] 好今天长停办
[17:33] 但是是199
[17:35] 还是离他那个最高点
[17:36] 有一点点距离
[17:37] 可是我觉得被套
[17:38] 也不可能套多深
[17:39] 除非你就是埋在最高点
[17:41] 因为我觉得我
[17:42] 我先自首啦
[17:43] 那个会讲生涯班的答案
[17:44] 我是其中一个
[17:45] 对你
[17:46] 然后还有谁
[17:47] 林汉伟
[17:48] 还有谁
[17:49] 有两三个都很喜欢讲他
[17:51] 可是我觉得
[17:52] 因为我在生涯班是赚钱的
[17:54] 所以我也不觉得
[17:55] 你就算被生涯班套牢会怎样
[17:57] 只是你会觉得
[17:58] 抱那么久
[18:00] 他一直在来回
[18:01] 因为我买的点位
[18:02] 我记得是好的
[18:03] 就是一百三四十
[18:05] 对
[18:05] 那后来我卖掉的时候
[18:07] 也不过是一百六七十
[18:08] 就是因为收不了中间
[18:09] 一直来回来回
[18:10] 就这样
[18:10] 可是我觉得在生涯班上面
[18:11] 赔大钱也不容易
[18:13] 他形态向上
[18:14] 没错
[18:15] 我也是生涯半赚钱的
[18:16] 而且我记得
[18:17] 至少我自己跟赵华在聊的时候
[18:19] 我们只要讲到生涯半
[18:20] 我们会有两个共识
[18:21] 第一个就是他股性很烂
[18:22] 对我们一定会讲
[18:24] 第二个就是告诉你不要追高
[18:25] 不要追高
[18:26] 但是你要在他身上
[18:28] 你用低减就不容易赔钱了
[18:30] 因为他趋势是对的
[18:31] 对所以我会特别在拉缩来讲
[18:33] 当然你股价创新高
[18:34] 他今天涨停
[18:36] 还没创高
[18:36] 不要拉生涯半出来讲
[18:38] 好的
[18:38] 检讨自己
[18:39] 他涨停没有创高
[18:40] 但也只差了七八块
[18:42] 对啊差七八块
[18:43] 也就代表资金重新回流到这里
[18:45] 所以我刚刚其实就已经把整个设备的想法交代给大家了
[18:50] 那我会认为你这些
[18:52] 其实台积电供应链里面有太多设备
[18:54] 你厂屋也好
[18:55] 滑井店也好
[18:55] 有太多太多的这些都是可以在现阶段去做
[18:59] 你不一定要做这种千金股
[19:00] 因为台积电的设备厂真的有非常非常多
[19:03] 不妨去看一些
[19:04] 可能在百元以下
[19:05] 或者是刚刚横盘整理准备要突破
[19:07] 那均线已经形成多头排列的
[19:09] 我觉得这些可用之兵在设备股里面
[19:12] 很多是接下来的主轴
[19:13] 好 讲到滑井店
[19:14] 记得许久以前
[19:15] 也有跟听众朋友
[19:16] 讲过滑井店
[19:18] 因为当时我有听到
[19:18] 它有一个利多
[19:19] 甚至这个利多
[19:20] 我到现在都还没有看到
[19:22] 媒体把它写出来
[19:24] 所以我一直觉得
[19:25] 一定有知情人士
[19:26] 不过那一次讲完
[19:27] 真的很夸张
[19:28] 去年底的时候
[19:29] 从那个208块的低点
[19:31] 大概也不用那么低
[19:32] 202好了
[19:33] 它涨到400块
[19:34] 然后中间涨到280的时候
[19:36] 其实我有在parket讲说
[19:38] 如果大家只是听牌
[19:39] 这一档有点离谱
[19:40] 就是讲完就喷
[19:41] 对
[19:42] 那如果只是听牌上车的
[19:44] 可以了
[19:44] 200出头
[19:46] 涨到快300
[19:47] 真的可以了
[19:48] 听牌人可以离开了
[19:49] 这样
[19:49] 所以那时候就有人
[19:50] 也有谢谢说离开了
[19:51] 我觉得这就是你听牌
[19:52] 就是懵倒
[19:53] 就开心就好了
[19:54] 那当然如果你是
[19:55] 沿技术形态来做的话
[19:56] 你在400之前
[19:57] 几乎是没有下车的机会
[19:59] 因为它非常抖的上去
[20:00] 那也是一种方式
[20:01] 那所以大家说
[20:03] 做到一档股票
[20:03] 看你是用什么样的心情
[20:05] 只是听的
[20:06] 赚到就好
[20:07] 还是说你要用一些
[20:08] 技术形态
[20:09] 或者你去follow
[20:09] 它的营收什么的
[20:10] 不过设备股的营收
[20:11] 说实话
[20:12] 没有那么容易follow
[20:14] 就像我听到的那件事情
[20:15] 那时候是告诉我说
[20:17] 之后他会取代了某日商大厂的单
[20:21] 但是什么时候取代呢
[20:22] 对
[20:22] 取代的时候什么时候入账呢
[20:24] 说实话并不是那么容易抓
[20:26] 但是后来我就一直看
[20:27] 那个事情好像一直没有被
[20:29] 被拿出来讨论
[20:30] 对比较少
[20:31] 他就开始修正了
[20:32] 那我跟大家承认
[20:33] 我虽然叫大家离场
[20:34] 可是我自己就是抱着嘛
[20:36] 然后就开始修正了
[20:37] 修正到多少
[20:38] 修正又回到300
[20:40] 400回到300
[20:42] 然后那时候就想
[20:43] 我要不要卖一些
[20:45] 但至少已经比
[20:46] 我跟大家讲的280
[20:47] 也还是差不多的位置
[20:48] 我那时候就想说
[20:50] 要不要卖一些
[20:51] 这时候不是应该减吗
[20:53] 我也会跟大家一样
