[00:00] 欢迎收听赵华语古惑仔第1066集
[04:40] 它有沒有開始往下掉下來
[04:42] 如果掉下來我覺得戰事雖然持續
[04:44] 但是我覺得就沒有到先前這麼的恐慌了
[04:47] 這是第一個想法
[04:49] 第二項目是我們去看一下我們鄰近的國家的股市
[04:53] 今天早盤我如果沒記錯的話
[04:55] 韓國是大跌的
[04:57] 開盤的時候跌了快4個百分點
[04:59] 但是韓國後來是拉起來
[05:00] 對後來拉起來了
[05:01] 韓國在哪一指點
[05:02] 他在季線前指點
[05:04] 是喔季線前指點
[05:05] 日本也是破了季線之後
[05:08] 現在開始站上五日線
[05:09] 所以從亞洲鄰近國家來看
[05:12] 基本上大家都是拿季線當作一個支撐的位置
[05:17] 好那台股基本上又比人家强一些
[05:20] 台股基本上目前是
[05:22] 本来是月线向上
[05:23] 现在月线再度向下
[05:25] 然后五日线也破了
[05:27] 所以我觉得
[05:27] 如果你要用大盘来看
[05:29] 我觉得可以看一个数字
[05:31] 就是32828
[05:32] 它是一个周大量低的位置
[05:34] 所以在这个大量低没有破之前
[05:37] 我觉得市场还是会有很多人很开心
[05:40] 不是只说凯哥
[05:41] 是市场还是有一些做多的人开心
[05:43] 因为他们股票确实就还是很强
[05:45] 那你去看贵买
[05:47] 其实是我之前讲过了
[05:49] 台湾不要看别人
[05:50] 看自己
[05:50] 因为我们才是真正的强者
[05:53] 因为我们拥有
[05:54] AI最需要的component
[05:56] 所有的半导体的材料
[05:58] 我们都牢牢地抓在手上
[06:00] 所以你看我们的贵买
[06:01] 我们贵买月线仍然是上弯的
[06:03] 今天贵买很强
[06:04] 今天贵买尾牌拉上来
[06:05] 这个下影线不但长
[06:06] 而且是翻红的
[06:07] 但是我必须透露一个
[06:10] 比较不好的讯息
[06:11] 就是贵买的压力
[06:12] 在325.6这个位置
[06:14] 所以我認為櫃買接下來要再大漲也不太容易
[06:18] 但是你觀察一下
[06:20] 如果用櫃買的角度來看
[06:21] 基本上他要破大量
[06:23] 周大量低大概3億3.54
[06:24] 相對是離比較遠的
[06:26] 只是櫃買目前也已經停止了公式
[06:29] 因為他的五日線也往下了
[06:32] 所以告訴你說整個市場來看
[06:35] 不管是從國際盤或者是臨近盤
[06:39] 或者是本身來看
[06:40] 你都看到就是目前
[06:42] 这个大的架构
[06:44] 会让大家觉得压力很大
[06:46] 我必须讲
[06:47] 因为我上礼拜就讲了
[06:48] 基本上大咖
[06:49] 就已经开始在收敛持股了
[06:52] 那在这礼拜你看到明显一件事情
[06:53] 就是量是缩掉的
[06:55] 表示什么
[06:55] 已经有人在去杠杆
[06:57] 就是他们在把他们
[06:58] 一些杠杆稍微降低一点
[07:01] 就是不要让自己
[07:02] 暴露过多的风险
[07:03] 但是那些强势股
[07:05] 还是强势股
[07:06] 因为他没有明显的破五日线
[07:09] 更没有破月线
[07:11] 那我们上次是不是
[07:12] 跟大家讲说
[07:12] 如果五日线破了
[07:14] 就要稍微做点解码
[07:15] 如果二十日线破了
[07:16] 你就先退出
[07:17] 你就可以避免
[07:18] 这个礼拜的尴尬
[07:19] 因为上禮拜凯克来就讲说
[07:21] 凯克刚剪了头发
[07:22] 为什么
[07:22] 因为凯克很担心要做头了
[07:25] 对
[07:25] 结果一语成谶
[07:27] 那造法讲说
[07:28] 你看都是你
[07:29] 就是你
[07:30] 你没事剪什么头发
[07:31] 你看
[07:32] 对
[07:32] 但是通常我很阿扎的时候
[07:34] 就去剪头发
[07:34] 对
[07:35] 所以我剪了头发之后
[07:36] 我感觉有点
[07:37] 脑袋有稍微清醒一点
[07:38] 清醒一点是什么
[07:39] 就是这个盘看起来
[07:41] 它是一个
[07:42] 因为去年涨太多了
[07:44] 你看去年整个上涨的过程
[07:47] 其实大盘曾经出现过三周的修正
[07:51] 对
[07:52] 然后继续往上
[07:53] 这一波到目前为止
[07:54] 我认为因为它在高档
[07:56] 开始进入一个系统性的风险
[07:58] 所以它可能不是三周修正就会结束
[08:01] 可能会直接会一直往
[08:03] 因为已经接近第二季了
[08:06] 可能会整个第二季的上半季
[08:09] 都在盘整的格局里面
[08:11] 我必须讲
[08:12] 那通常在盘整格局里面
[08:13] 弱势股它就会比较弹不上来
[08:16] 弹不上来
[08:17] 但强势股还是维持持续的强势
[08:19] 所以就会让你觉得说
[08:20] 好像你的股票
[08:22] 好像怎么也不太弹
[08:24] 因为很多人都是破月线也不走的
[08:27] 卡马奇
[08:28] 要吃巡礼铃的这一种
[08:29] 那你就觉得说你的股票
[08:31] 好像在未来的一段时间
[08:33] 好像跟你都没有什么关系
[08:34] 因为人家在嗨的你没有
[08:36] 对
[08:36] 然后人家在很积极在追的
[08:38] 你也不敢追
[08:39] 为什么
[08:39] 因为这个配置上
[08:41] 已经出了一点
[08:42] tempo的问题
[08:43] 所以就是你要重新去
[08:44] 调整你的配置
[08:46] 调整配置
[08:47] 那我们之前有讲过
[08:48] 就是今年的行情里面
[08:50] 很大一块就是
[08:52] 二奈米的设备
[08:53] 我之前讲过
[08:54] 还有Corpus的设备
[08:55] 他们会是今年的
[08:56] 重中之重
[08:57] 你相对来讲
[08:58] 厂务的公司
[09:00] 虽然业绩很好
[09:00] 可是他们不是
[09:01] Corpus
[09:02] 也不是二奈米
[09:03] 他们就相对温一点
[09:05] 温一点
[09:05] 例如说像我的同业
[09:07] 有推巨汉这种
[09:08] 这会稳一点
[09:09] 它就不会是标股
[09:10] 但如果你要买标股
[09:12] 你要想买到红硕这种股票
[09:14] 就让它就是属于Corpus的概念股
[09:16] 或者是像军华
[09:17] 就是二奈米的概念股
[09:19] 他们其实就是有特定的题材
[09:21] 在发酵的
[09:22] 因为大家都知道
[09:23] 其实二奈米跟Corpus
[09:26] 其实都不是这个时间的股票
[09:27] 为什么
[09:28] 因为他们其实放量
[09:29] 都是在今年年底到明年
[09:31] 其实CPU也是这样子
[09:33] 你看之前凯克讲过IET
[09:34] 今天ID亮灯涨停创新高
[09:36] 其实他也是今年才要放量的股票
[09:39] 今年才要放量的股票
[09:40] 所以你就要把目光稍微往后推延一点
[09:43] 而不是当下
[09:44] 当下的股票可能数字很好
[09:46] 它不见得会大涨
[09:47] 因为有一个系统性的风险卡在这个地方
[09:51] 氛围会让大家觉得有点害怕
[09:53] 所以其实一本是追价
[09:55] 其实你都会相对
[09:56] 我觉得慢慢有些人会把头顾老师讲的话
[09:58] 没有当一回事
[09:59] 就是可能之前头顾老师一喊
[10:01] 对股票拉涨停
[10:02] 那大家就追
[10:03] 现在头顾老师一喊
[10:04] 大家再看一下
[10:05] 哎呀 怎麼就彎下來了
[10:07] 哎呀 不能買了 不能買了但是投顧老師在叫出股票你就要很小心因為本來就是在一個多頭修正的格局上面投顧老師就突然喊股票會讓有持股的人加減都會想要去賣股票
[10:19] 他就讓這個股票進入一個比較
[10:21] 要經過一段時間的修正
[10:23] 經過一段時間修正
[10:24] 所以我覺得這個行情其實也沒有到很不好
[10:28] 但是就是會讓你比較難做
[10:30] 例如說像今天ABF好了
[10:31] ABF是誰漲停
[10:32] 最落後的真鼎漲停
[10:34] 他是三雄嗎
[10:35] 不是啊
[10:36] 蓝电新兴锦硕都没有涨停
[10:38] 那昨天场馆还更好笑
[10:40] 他被投顾老师喊下来
[10:41] 大家就哎呀
[10:42] ABF是不是不扩场了
[10:43] 怎么可能
[10:44] 但是会扩场吗
[10:45] 可是就是说
[10:46] 我刚刚讲市场气氛在改变的时候
[10:48] 其实任何一个风吹草动
[10:50] 都足以让个股比较大的suffer
[10:53] 但是如果你内心
[10:55] 对基本面是很了解的
[10:56] 那你就先看他的二十日线有没有破
[10:58] 那二十日线没有破
[10:59] 基本上我觉得你就可以等待
[11:01] OK等待
[11:02] 在那个过程里面呢
[11:04] 其实确实是比较难熬
[11:06] 而且这南澳的时间点
[11:08] 我刚刚讲
[11:09] 可能第二季的上半季
[11:11] 都还在这个熬煮的阶段
[11:14] 因为我看起来
[11:15] 美国是会派出地面部队
[11:17] 因为感觉是一边在讲说要和谈
[11:20] 可是一方面
[11:21] 要赶快叫部队赶快加速
[11:23] 赶快往中东地方去
[11:25] 所以看起来就是
[11:26] 看起来是要再打一仗
[11:28] 是难免的
[11:29] 美国伊朗也加重了
[11:31] 它石油输出岛的地面的配置
[11:36] 这个防空飞弹
[11:37] 吸带式的都带去了
[11:39] 因为它已经没有什么发射器了
[11:40] 它连这个吸带式的
[11:42] 它都拿去运用
[11:43] 所以看起来
[11:44] 好像一触即发
[11:46] 但我觉得好处是我刚刚讲的
[11:47] 那个五个油
[11:48] 五个油果是可以进出荷姆兹海峡
[11:51] 这个是近期算是
[11:53] 比较多利空里面
[11:54] 我唯一听到的好消息
[11:56] 好
[11:56] 所以
[11:57] 但是我们听到的好消息
[12:00] 它有时候可能会瞬息万变
[12:02] 对
[12:02] 这个是让人家比较伤脑筋的一件事情
[12:04] 因为我觉得真的除非
[12:07] 这个战事的因素
[12:07] 可以完全拿掉
[12:08] 要不然一下有人可以通过
[12:10] 一下又不能通过
[12:11] 一下在附近被炸了
[12:12] 一下又怎么了
[12:13] 大家市场就会
[12:14] 因为有这个消息
[12:15] 开心
[12:16] 然后又不行了
[12:17] 开心又不行了
[12:18] 我觉得我们一直在洗这件事
[12:19] 而且我觉得比较麻烦的是
[12:21] 当这个应该是
[12:22] 礼拜黑礼拜二晚上
[12:23] 应该是礼拜二的晚上
[12:25] 川普说要跟伊朗和谈
[12:29] 对不对
[12:29] 那不是夜盘直线喷上去吗
[12:31] 但是之后不管他再怎么说
[12:33] 大家开始有点顿化了
[12:34] 就对于你要去讲好消息
[12:37] 这件事情我也顿化了
[12:38] 对
[12:38] 大家对于市场上的事情
[12:40] 越来越谨慎跟小心了
[12:42] 我觉得这个是
[12:43] 我们在录音前
[12:44] 我跟凯哥有很认真的聊
[12:45] 我就直接问他说
[12:46] 你觉得这个盘会不会有一点怪
[12:48] 然后凯哥跟我说
[12:49] 他真的觉得也是有一点怪
[12:51] 可是呢
[12:52] 因为我们之前有
[12:53] 狭带了很强劲的
[12:54] 企业获利的成长
[12:55] 还有很多很多新科技的推出
[12:58] 这件事情在目前为止来说
[13:00] 科技前进的脚步并没有改变
[13:02] 好
[13:02] 不过当然第一个战争会影响之外
[13:04] 刚刚凯哥讲到一个很重要的
[13:06] 长到这边
[13:07] 其实很多企业的
[13:08] 所谓的评价或估值都很高
[13:10] 所以他常常在找一个平衡点
[13:13] 例如我们之前常常讲
[13:14] 台股很棒
[13:15] 可是台股的乖离跟美股
[13:17] 越拉越大的时候
[13:18] 你能不能自己很棒
[13:19] 即使没有错
[13:20] 我们是帮忙做这个杯子盘子的
[13:22] 人家餐厅倒了不关我的事
[13:24] 可是终究他还是得平衡的
[13:26] 因为长期以往几十年以来
[13:29] 你不太可能自己
[13:30] 凌驾在美股之上很开心很久
[13:32] 这个不太正常
[13:34] 那昨天其实婉婷来
[13:36] 我们也有聊到
[13:37] 她说当然现在资本支出台厂是受力
[13:39] 但是美股做这些资本支出
[13:41] 它终究要回收
[13:42] 所以等它真的能回收的时候
[13:45] 市场的风又会回到美股身上了
[13:47] 那这时候台股就不一定那么吃香
[13:49] 所以我们就一直在这样的平衡点中在抓
[13:51] 以目前来说
[13:53] 确实台股的位阶
[13:54] 有一点还是需要再去把这个乖离修正
[13:57] 还没有到一个
[13:59] 我们觉得满足
[14:00] 只是在这样来回测试的过程中
[14:03] 投资人信心会有点慢慢的被消磨掉
[14:05] 而且很多股票都非常贵
[14:07] 像你的军华跟庸智
[14:08] 请问现在谁敢介入
[14:10] 我觉得基本上
[14:12] 他们都还是不错的
[14:15] 我必须这样讲
[14:16] 你看之前有家公司叫贝利科
[14:18] 他是做AI挑剪机的
[14:20] 那他也要打台积电的二奈米
[14:22] 那军华他是做传统的挑剪机
[14:26] 对
[14:27] 所以告诉你
[14:28] 基本上台积电的二奈米挑剪机
[14:30] 是肯定要买的
[14:31] 不可能不用
[14:32] 一定要用
[14:33] 所以他就是很妥妥的
[14:35] 就是标股
[14:36] 标准的股票
[14:38] 但是这些股票
[14:39] 投信都没有
[14:40] 所以可能晚停之后
[14:43] 就跟你讲说
[14:43] 这股票好像也不错
[14:44] 因为我们都还没有买
[14:45] 我们的投信
[14:46] 应该可以来买一些
[14:47] 所以其实市场上
[14:49] 现在有一个氛围
[14:50] 就是我刚刚之前讲
[14:51] 本益比过高的情况下
[14:54] 他还在做修正
[14:55] 你看那些记忆体的公司
[14:56] 基本上他们之前
[14:57] 就是高本益比
[14:58] 然后大家拼命买
[15:00] 现在是什么
[15:00] 低本益比
[15:01] 因为获利很好
[15:01] 所以他其实就在本益比的修正
[15:03] 上次我们来
[15:04] 我还讲说
[15:05] 我们可以看高买低
[15:07] 我说你看台光店
[15:08] 你可以去买台药
[15:09] 我讲完之后
[15:10] 台药就没有再破低了
[15:11] 他就慢慢往上爬
[15:12] 台药昨天还前天就创个新高
[15:15] 我上次讲说
[15:16] 你看金像店
[15:17] 你可以去买定营
[15:18] 为什么
[15:18] 因为金像店本益比这么的高
[15:20] 定营很猛
[15:21] 定营的本益比这么的低
[15:22] 对不对
[15:23] 而且一个已经快要上千了
[15:25] 一个才几百块
[15:26] 果然讲完之后
[15:28] 定营今天
[15:28] 我讲完那天
[15:29] 定营就没有再往下跌
[15:30] 电影就慢慢爬上来
[15:32] 今天的电影创新高
[15:33] 创新高
[15:34] 所以有没有股票可以买
[15:36] 有啦
[15:36] 在达人秀里面
[15:37] 好多股票可以买
[15:38] 有啦 其实是有的
[15:39] 但是如果你是闭着眼睛
[15:40] 不看达人秀
[15:41] 自己买
[15:42] 那真的很危险
[15:42] 谢谢你
[15:43] 那真的蛮危险的
[15:45] 就是其实告诉你说
[15:46] 其实不是没有股票
[15:47] 也不是没有方法
[15:48] 只是你有没有认真的
[15:49] 把这个方法
[15:50] 吸纳到你的心里面
[15:53] 纳为你自己的一个技巧
[15:55] 跟自己的官盘的看法
[15:57] 在过去的时间
[15:58] 其实我们在讲说
[15:59] 其实这个战争
[16:00] 因为是系统性的风险
[16:01] 其实没有人说得准
[16:02] 川普在讲什么
[16:03] 其实连川普在讲话
[16:04] 其实我都还在我的程序上讲说
[16:07] 现在不是川普讲了算
[16:09] 现在是阿拉讲了才算
[16:10] 这个川普还没有阿拉来得大
[16:13] 阿拉就是这个
[16:14] 中东国家的这个神明
[16:17] 就是他们的这个
[16:18] 最高指导原则
[16:20] 阿拉真神
[16:21] 所以我说除非川普把基督
[16:23] 这个上帝拉出来
[16:25] 否则基本上
[16:26] 他是一个属灵的战争
[16:28] 所以很难讲谁会赢
[16:29] 真的我觉得
[16:30] 尤其你是捅一个马蜂窝之后
[16:32] 这个马蜂窝飞出来的
[16:34] 这个峰值很多
[16:36] 所以基本上它有点失控
[16:37] 但是我觉得
[16:39] 我刚刚讲一件事情
[16:40] 你要很认真听
[16:41] 我刚刚讲
[16:42] 它开放五个国家邮轮
[16:44] 可以进出荷姆治海峡
[16:45] 代表荷姆治海峡的水雷
[16:48] 其实没有大家想的多
[16:49] 就大家都很担心
[16:51] 你随便买几颗会炸
[16:52] 但是它现在能够说开放就开放
[16:54] 对
[16:54] 根本没有
[16:55] 基本上是没有很多的水雷
[16:57] 因为其实这些国家
[16:59] 都是原油的重要的输入国
[17:02] 他们需要很多的油人去载
[17:04] 那表示他们的船
[17:05] 要大量的经过和母之海峡
[17:07] 他们可以避开水雷
[17:08] 难道其他船
[17:08] 没有办法避开水雷吗
[17:10] 所以之前大家很担心的是水雷
[17:12] 就是说我乱动一下
[17:13] 可能就被炸了
[17:14] 可是你可以开放五个国家
[17:16] 可以进出和母之海峡
[17:17] 告诉你说
[17:18] 其实水雷没有那么严重
[17:19] 那它唯有可能就是
[17:21] 空中的攻击
[17:23] 空中攻击基本上
[17:24] 那就比较可以防御
[17:25] 因为我们比较担心的是
[17:26] 在水面下
[17:28] 你无法撤资的水雷
[17:30] 所以我觉得这是为什么
[17:31] 今天股市有点稍微有点
[17:32] 好像吃了一颗定心丸
[17:34] 但是是不是真的可以定心
[17:36] 不知道
[17:36] 因为我觉得
[17:37] 而且周末这一场有事
[17:38] 真的打下去
[17:39] 一定还会再震荡
[17:40] 所以我为什么对大盘有点隐忧
[17:42] 就是说
[17:43] 因为大盘之前有撤一个低再上来
[17:45] 可是韩国和日本
[17:46] 那个低是没有守住的
[17:48] 他们是直接破到季线
[17:49] 然后才拉起来
[17:50] 所以大盘我觉得
[17:52] 还有可能再回撤那个季线
[17:53] 所以一样的角度
[17:55] 如果大盘再回撤那个季线
[17:57] 台积电这个位置会不会再跌
[17:59] 答案是of course
[18:00] 一定会再跌
[18:01] 所以你这个时候要去买台积电吗
[18:03] 我觉得你可以再忍耐一下
[18:05] 我们上次来就讲说
[18:06] 这个盘现在不看台积电
[18:07] 这个盘现在可以看台达电
[18:09] 因为它是AI的重兵
[18:12] 那我觉得台积电
[18:13] 你就可以稍微再等一下
[18:14] 也许大盘在回测前低那个位置
[18:17] 你的台积电就可以认真的来买一下
[18:19] 但这个时间点
[18:21] 我觉得就可以再等一等
[18:22] 等一等
[18:23] 那所以这个时间点
[18:24] 其实是我觉得资金要收敛
[18:26] 你可能收到五六成的资金部位
[18:29] 然后资金放到一些比较
[18:32] 趋势比较明确的强势族群上
[18:34] 我觉得不会不好
[18:36] 你看我们刚才讲的
[18:37] 像红硕
[18:38] 其实红硕你也可以看高买低
[18:40] 红硕也到这边了
[18:41] 其实你可以看红硕去买星云
[18:43] 因为他们做的东西是类似的
[18:46] 一样
[18:46] 你今天均衡你买不下手
[18:48] 那他有妈妈均好
[18:50] 你也可以买一下
[18:51] 对不对
[18:51] 看高买低
[18:52] 甚至于你均好
[18:54] 你也觉得不适合
[18:56] 那你还可以去买
[18:58] 他们去投资的这个做
[18:59] 东捷啊
[19:00] 雷钻的东捷
[19:01] 对
[19:02] 你看我猜到了
[19:03] 你看
[19:03] 那就是买
[19:04] 看高买低的概念
[19:06] 因为他同一个集团
[19:07] 基本上有订单
[19:09] 一定是大家会共享讯息
[19:11] 共享资源
[19:12] 所以其实不是没有行情
[19:14] 不是没有股票
[19:15] 只是你的心思
[19:16] 有没有这么的细腻
[19:17] 去想到这么多
[19:19] 这个居土资联盟
[19:22] 厉害的当然是军华
[19:23] 然后还有智盛
[19:25] 然后比较落后的是君豪
[19:27] 君豪反而是妈妈
[19:28] 还有比较新加入的冬杰
[19:30] 但冬杰也有长
[19:32] 我刚才在看线图
[19:33] 我就笑出来是
[19:34] 人就是这么奇怪
[19:35] 你看到君豪
[19:36] 喷到天上不敢
[19:37] 对不对
[19:37] 但是你看到君豪
[19:38] 长得比较慢
[19:39] 你会觉得他是好渺满
[19:40] 但是安全就是这样子
[19:42] 安全的选择
[19:43] 就是你只能选
[19:44] 长得比较慢的
[19:45] 那如果你大胆
[19:46] 君豪你当初就追上去了
[19:48] 因为我们也不是
[19:49] 第一次讲君豪
[19:50] 但我也没想到
[19:51] 君豪会已经冲到
[19:51] 一千四百块钱
[19:52] 我刚刚凯哥在讲
[19:54] 我就一边回顾这段时间我们在干嘛
[19:56] 因为凯哥说等
[19:56] 我觉得这个时间点讲等
[19:58] 非常的非常的
[20:00] 有道理
[20:02] 怎么说
[20:03] 我刚才想要用什么形容词
[20:04] 前阵子不是我们都有讲说
[20:06] 多头回荡
[20:07] 那我们就赶快去找可用之兵嘛
[20:09] 对不对
[20:10] 所以有讲了很多的股票
[20:11] 包括像刚刚凯哥讲到的定影
[20:13] 虽然很多人说他很喜
[20:15] 可是我个人真的觉得还好
[20:16] 他没有像金居那么喜
[20:17] 他是因为
[20:19] 他是一边涨跌涨跌
[20:20] 可是右上角上去哦
[20:22] 那最近的惯性变得比较好比较像是一个很强势的股票了不像以前会这样来来回回好我要讲的是在这段期间因为大概台股在农历年后
[20:33] 还大涨了几天嘛
[20:35] 随即我们就陷入了
[20:36] 到现在应该也有一个多月的
[20:38] 这种跌啊修正啊
[20:40] 战事的影响
[20:41] 前面几次我们在重挫的时候
[20:43] 都会请大家再去找
[20:44] 有没有这类型好的股票
[20:46] 那为什么现在讲要等呢
[20:48] 我想在前面如果几次下来
[20:50] 大家有去接股票
[20:51] 或是接我讲的
[20:52] 在月线附近接ETF
[20:53] 或破月线接ETF
[20:55] 现在应该都会是一个
[20:57] 至少短获利的状态
[20:59] 也买了一些部位了
[21:01] 那我们现在就有能力可以等
[21:03] 而不是担心手上
[21:04] 好像都一直没有股票怎么办
[21:06] 照理来说
[21:07] 这段时间听我们讲的
[21:08] 应该是这样的一个情形
[21:09] 对不对
[21:10] 你手上已经有小麦了
[21:11] 所以你可以有点耐心了
[21:13] 你不要怕你手上没有小麦就上去了
[21:15] 因为现在盘式确实看起来
[21:17] 它这样脱模的过程中
[21:18] 我们都两个都有点担心
[21:20] 会不会有一个更大什么事情出现
[21:21] 等吧
[21:22] 对如果这个更大什么的事情出现
[21:25] 才是值得我们接下来
[21:27] 用力再去加码的时间点
[21:29] 现在既然我们都收一些货在手上了
[21:31] 我们就让它飞吧
[21:32] 跌了你也没有赔太多嘛
[21:33] 因为我们都是捡在前面好的位置
[21:35] 那如果涨了当然就开心嘛
[21:37] 对不对
[21:37] 不过因为现阶段
[21:38] 你要直接V转
[21:39] 直接涨上去
[21:41] 我觉得几率也是相对低
[21:42] 毕竟就是这种占予密布的阴霾
[21:44] 油价上去通膨的阴霾
[21:46] 然后AI这个支出
[21:47] 现在大家市场评价
[21:48] 不是很买单的阴霾
[21:50] 然后还有像Google
[21:52] 不是推了这什么
[21:53] TurboQuant
[21:54] 结果让整个记忆体杀下来
[21:56] 不过今天记忆体
[21:57] 看起来是值稳
[21:58] 所以我跟凯哥
[21:59] 在记忆体的想法
[22:00] 都是一样的
[22:01] 记忆体因为它的价格
[22:02] 现在有点松动的关系
[22:03] 形态看起来
[22:04] 有点人气溃散的状态
[22:06] 但是因为获利会很好
[22:08] 所以跌到这边
[22:09] 也许它就会酝酿一个反弹
[22:10] 我觉得这个是大家
[22:12] 在操作记忆体的上面
[22:13] 可以去思考的
[22:14] 没错
[22:14] 其实大家虽然对这盘
[22:17] 短线看起来
[22:18] 进入一点悲观的心态
[22:20] 或是进入光旺的心态
[22:22] 但是老实讲凯克奥讲的是
[22:24] 其实你也不要看这么短
[22:26] 我们做股票不是做一天两天
[22:28] 其实这时候等待是为了更好的买点
[22:31] 因为其实如果你用形态来看
[22:34] 我认为下半年的贵买
[22:36] 或下半年的大盘
[22:37] 基本上都还是很乐观的
[22:38] 我必须这样讲
[22:39] 你去看我们的贵买
[22:41] 它之前有打到季线
[22:42] 然后就狠狠的拉起来
[22:44] 然后这波就打到月线之后
[22:46] 它就不再下了
[22:47] 反观你看大盘
