[00:00] 欢迎收听赵华谀古惑仔第1058集
[03:37] 我们一项一项来讲
[03:38] 我们是要从GTC看回来
[03:40] 还是就现在排名上各个产业
[03:42] 有谁在这么样的高位阶的情况下
[03:44] 还能续长
[03:45] 好的
[03:45] 那这个我想直接
[03:47] 我觉得就是一样一样
[03:49] 大家其实都还蛮热门
[03:51] 而且蛮多大家
[03:52] 喜欢的
[03:53] 我想从这次
[03:54] 圣河系的GTC来讲的话
[03:56] 原因我觉得其实
[03:58] 大概从这个老祖宗的一些
[04:00] 股市的操作名言
[04:01] 其实涨多就是最大的利空
[04:03] 其实跌深有整理
[04:05] 其实就是最大的利多
[04:06] 其实这一次
[04:07] 其实涨的都是老AI
[04:09] 大家也都知道说
[04:10] 这些东西
[04:11] 例如说Vera Rubin
[04:12] 他要进入到一个量产
[04:14] 但是我觉得
[04:16] 其实还是有蛮多东西
[04:17] 必须重新跟大家梳理一下
[04:19] 就是说
[04:20] 其实AI的瓶颈在于算力
[04:22] 那算力的瓶颈在于台积电COAS的封装
[04:26] 所以从这边呢
[04:27] 其实就可以带到所谓的Trip-on-Weather
[04:30] Weather-on-Substripe的这个所谓的
[04:32] 这个赵华刚刚讲到的所谓的先进封装的外溢
[04:35] 这个部分等会呢
[04:37] 我们花一点时间来讲
[04:38] 这个所谓的晶圆店啊
[04:39] 甚至历程新泉台新科
[04:41] 甚至是这个所谓的福茂
[04:43] 这个部分我们等下花一点时间来讲
[04:46] 那至于光进铜退铜进光退的scale up跟scale out
[04:50] 这个我们也可以花一点时间来讲
[04:53] 那当然在我最看好的
[04:56] 这个所谓的记忆体
[04:57] 跟ABF
[04:58] 这个所谓的
[04:58] 我们刚刚讲了
[04:59] 算力的瓶颈呢
[05:01] 其实是在于所谓的这个COAS
[05:03] 那另外一个瓶颈就是说
[05:05] 从训练到推理
[05:07] 从云端到终端
[05:09] 从硬体到软体
[05:11] 这个三个slogan是在
[05:13] 前年我就已经提出来了
[05:15] 去年用了一整年
[05:17] 不好意思
[05:17] 今年還要再用這三句來趁吃飯了
[05:21] 那就是說經典的話其實就是這樣
[05:24] 就像我們經典的主持人
[05:25] 理財達人秀的主持人就是不敗
[05:28] 來來去去那麼多人
[05:30] 好拉回來
[05:31] 我都要很小心的去
[05:33] 很小心接話
[05:34] 想說怎麼現在好像要掃到我了
[05:36] 沒有我說這經典的主持人
[05:38] 大家就愛看
[05:39] 你看那隔壁55 56 58
[05:42] 不能再講了是不是
[05:43] 還好拉回來拉回來
[05:45] 所以我現在講經典的slogan
[05:47] 还是再讲一次
[05:47] 从训练到推理
[05:49] 推理的这个所谓的
[05:51] 你开始问他很多事情
[05:53] 甚至所谓的龙虾
[05:54] AI的agent
[05:55] 甚至是AI的机器人
[05:56] 机器人要聪明
[05:58] 他要记住你下过的指令
[05:59] 大家说Gemini很好用
[06:02] 因为我每次跟他聊天
[06:04] 他都keep in her mind
[06:05] 他就记住了
[06:06] 下一次我再问他
[06:07] 他竟然很神奇
[06:09] 他说这一次你去大阪
[06:11] 或者你去澳洲
[06:12] 有带你两个小孩去吗
[06:15] 之类的
[06:15] 他也知道我之前
[06:17] 我做那个学习单
[06:19] 我们出去玩
[06:19] 然后就说
[06:20] 我们今天几个小孩几岁
[06:22] 然后呢
[06:22] 要去雪梨
[06:23] 然后呢
[06:24] 帮我做英文的学习单
[06:25] 还有注音的学习单
[06:26] 几岁跟几岁
[06:27] 当然了
[06:28] 外面偷生了
[06:29] 他就不知道了
[06:30] 但是我问过他
[06:31] 他竟然
[06:32] 我也不知道了
[06:32] 记住了
[06:33] 你也不知道
[06:33] 没有没有
[06:34] 不要乱讲
[06:35] 开玩笑
[06:35] 外面偷生的是
[06:37] 不能再乱讲了
[06:38] 差点又讲到别人
[06:40] 对对对
[06:41] 艾伦没有
[06:42] 艾伦没有
[06:43] 好啦
[06:43] 拉回来
[06:44] 我要讲的是
[06:46] 从训练到推理
[06:48] 这个influence
[06:49] 这个过程
[06:50] 其实我们黄董皮衣男
[06:52] 这个也是一样穿很帅皮
[06:54] 他证实了这个记忆体
[06:56] 所以他说记忆体有多少买多少
[06:58] 所以其实光今天
[07:00] 我们光是讲封装外衣
[07:02] 甚至是探测卡
[07:04] 然后再讲ABF
[07:05] 再讲记忆体
[07:05] 我觉得大家应该就收获满满
[07:07] 那我们就先拉回来讲
[07:09] 回到去年10月
[07:11] 10月台积电法说会
[07:14] 长福最整齐的那个族群
[07:17] 我直接公布答案
[07:18] 设备吗
[07:19] 对
[07:19] 就是你的金元殿
[07:21] 就是
[07:22] 2449金元殿
[07:24] 好的
[07:24] 设备是长比较长
[07:25] 所以你是对的
[07:27] 但我是说隔天
[07:28] 因为我们比较短
[07:30] 有时候长跟短是不一样
[07:31] 有时候有人在意长短
[07:34] 有人在意大小
[07:35] 我是说
[07:36] 你在意什么
[07:37] 面包
[07:38] 不会啦
[07:38] 对长因为兼具
[07:40] 所以他无所谓
[07:41] 谢谢
[07:41] 如果我们12点的节目
[07:43] 我们就另外再讲
[07:44] 这个所谓的发棍
[07:46] 或者是香肠的大小跟面包
[07:48] 但我们现在拉回来
[07:49] 隔天全部涨停的是金元殿
[07:52] 金元殿今天也是非常飘汗
[07:54] 对
[07:54] 然后呢
[07:55] 细品
[07:56] 新泉
[07:57] 台新科
[07:58] 超风
[07:59] 就是所有的封装跟测试
[08:02] 那我跟大家点破
[08:04] 就是说
[08:04] 去年十月法说会之前呢
[08:07] 辉达跟台积电有一个密会
[08:10] 什么密会
[08:10] 密会你也知道
[08:11] 对
[08:12] 这个是业界传出来
[08:13] 但我们只能
[08:14] 因为这是公开场合
[08:15] 我们说我听说
[08:16] 我听说
[08:17] 那辉达就去问了三星说
[08:20] 你们能不能做3D封装
[08:23] 因为算力的瓶颈在于COWAS
[08:27] 这个是我去年讲一整年
[08:28] 所以前年我们讲过那个军华
[08:31] 有华就涨
[08:32] 军华也创新高
[08:34] 就1000了
[08:34] 64年
[08:35] 那一年我们讲的时候
[08:36] 从200 300到1200
[08:39] 那个是COWAS从台积电3.5万片到7万片的时候
[08:44] 休息的时候我要讲的是
[08:46] 这个东西我们达哥去问了三星
[08:50] 他问他说你能不能给我多一点3D封装
[08:55] 或者是他去问了Intel
[08:57] 你有没有3D封装
[08:58] 这件事情惊动了台积电的高层
[09:02] 也就是说台积电一直以来走自己的路
[09:05] 就是它扩敞并没有随着这么大的订单
[09:08] 因为像CSP
[09:10] Meta Google 微软
[09:12] 大家都在拼命的跟台积电说
[09:14] 你有多少拜托给我
[09:15] 所以为什么我们看到
[09:16] 台积电的法说
[09:18] 说他可能还要盖40座厂
[09:19] 他的资本支出400亿
[09:21] 还要再增加
[09:22] 哪里还要多盖很多
[09:23] 因为这些订单超乎
[09:26] over supply
[09:27] 超乎他的
[09:27] 能够这个供给的这个产能
[09:30] 那这件事为什么惊动
[09:31] 因为台积电发现
[09:33] 他盖Covas盖太慢
[09:34] 客户有点生气气
[09:36] 可是又只有他能做
[09:38] 这个时候如果要去问别人倒不如我们就自己来下放了所以其实在10月台积电的法说甚至今年一月就是台积电每一季的法说他讲得很清楚
[09:52] 他说我们要挑高毛利率的做
[09:55] 而且上一次他毛利率outperform
[09:57] 基本上快60
[09:58] 对不对
[09:59] 他要挑高毛利率的做
[10:01] 其实意味着所谓的call跟was
[10:04] 去把wave还握在他手里
[10:07] wave on subtract
[10:08] 也就是所谓的先进的封装跟测试
[10:11] 已经有一部分release出来了
[10:13] 所以才会隔天
[10:15] 哇 晶圆店涨停
[10:17] 所有的这些封测
[10:18] 所以这些东西
[10:20] 其实用队长
[10:21] 其实用一个比较宏观产业的角度
[10:23] 你不能只听他说什么
[10:25] 你还要看他做什么
[10:27] 跟爱情一样
[10:29] 来接球咯
[10:31] 以后咯
[10:32] 对不对
[10:32] 我们有一些来宾
[10:34] 或是像我自己有小孩
[10:36] 长大就是要跟我女儿说
[10:38] 看一个男人
[10:40] 完全要看他做什么
[10:41] 不能只听他说什么
[10:42] 你会不会很担心
[10:43] 会担心啊
[10:44] 像有嘴滑舌
[10:46] 像爱
[10:47] 不能再乱讲了
[10:48] 一直在讲他
[10:49] 不能再讲爱了
[10:50] 讲给我们知道
[10:51] 像啊什么
[10:51] 也不能乱讲
[10:52] 像我们这种
[10:53] 嘴巴比较会讲舌灿莲花
[10:56] 就要看他做什么
[10:58] 对
[10:58] 因为有些公司嘴巴讲得很好
[10:59] 这个超乎预期
[11:01] 结果呢
[11:02] 这个还裁员
[11:03] 甚至什么
[11:04] 但我要讲的就是说
[11:05] 你看喔
[11:06] 台积电讲完之后
[11:07] 这些股票涨停之后
[11:09] 大家拼命的在抢厂房
[11:11] 细品日月光在抢买
[11:14] 群创也要去标
[11:15] 力成花了200多亿
[11:17] 然后晶圆店也说
[11:19] 我这个一定要买
[11:20] 然后细格跟台积电
[11:21] 全部都有announce说
[11:22] 我们要do
[11:23] 我们要做
[11:24] 我们要买
[11:24] 这个厂房为什么要买
[11:27] AI不是好几年的吗
[11:29] 为什么突然是这个时间点
[11:30] 所以我把先进制成
[11:33] 所谓的外放这件事情
[11:35] 也就是说
[11:35] 台积电真的没有办法了
[11:37] 它一定要做两奈米
[11:38] 那毛利那么高
[11:39] 那一定有一些所谓的
[11:41] 毛利稍微低一点
[11:43] 甚至你看今天创意涨停
[11:45] 甚至你看世界先进的成熟制程
[11:48] 其实前一阵子传说成熟制程
[11:49] 要涨5到10%
[11:51] 可是其实成熟制程
[11:52] 竞争是很激烈的
[11:54] 可是世界先进又读好
[11:55] 因为台积电必须
[11:57] 因为最后它的definition
[11:59] 以台积电来说
[12:00] 4 5奈米什么2 8奈米
[12:02] 都不算先进制程了
[12:04] 五四三二一的才是先进制产
[12:06] 甚至七奈米
[12:07] 就是说这些东西
[12:09] 我讲一个秘辛
[12:10] 世界先进拿到台积电的设备
[12:14] 赵华你猜
[12:16] 打几折
[12:17] 打几折
[12:18] 以市面上的新的设备来讲
[12:20] 因为台积电把一些成熟制产
[12:22] 给世界先进
[12:23] 送他啦
[12:25] 送他漂亮
[12:26] 两折不到
[12:28] 是不是
[12:28] 等于送他
[12:29] 送有一点财报上不好做
[12:31] 就是实价登录上面的亲友特殊交易
[12:35] 对对对
[12:35] 就是那个
[12:36] 就是那个什么内湖
[12:38] 当然具有什么六十几万的
[12:39] 配哪仔
[12:40] 不要笑想我们可以那样交易
[12:42] 没错
[12:43] 那个防咒就告诉你
[12:44] 括号
[12:45] 就是亲友交易
[12:46] 所以大家去看
[12:47] 从台积电为中心的发散出去
[12:50] 也不止只有台积电的什么
[12:51] 迪长值
[12:52] 创意
[12:53] 创意也是有修正
[12:55] 那其实创意释出的讯息很好
[12:57] 什么这个Google
[12:59] 那个XAI
[13:00] 所以我觉得从台积电发散出去的童心源
[13:04] 大家一定要密切的掌握
[13:07] 那一样
[13:07] 你如果买台积电再2000块
[13:09] 你也不会生气
[13:10] 因为你知道下来你会再买
[13:12] 因为你可能知道你追高
[13:14] 但是他可能只是一时的
[13:16] 所以我们回过头来
[13:18] 先进封装外溢这件事情
[13:20] 我觉得非同小可
[13:21] 当然一方面台积电要把大家拱起来
[13:24] 一方面就是说
[13:25] 我们台湾这些人也都能打
[13:27] 那我讲一个最重要的事情
[13:29] 就是说台积电现在
[13:30] 因应这种客户这么多
[13:32] 速度要快配合度要高
[13:33] 那种什么从韩国
[13:35] 从美国那些都来不及
[13:37] 而且我们台湾的供应链
[13:38] 是最完整
[13:39] 所以我觉得不管是从晶圆店
[13:41] 甚至是细格超风新选
[13:43] 甚至是像这个记忆体的
[13:46] 这个力程福茂科8131等等
[13:48] 每一个的业绩都很棒
[13:50] 我觉得还不错
[13:51] 我趁队长在这边
[13:52] 跟队长来对个答案
[13:54] 因为也真的很巧
[13:56] 就是前几天
[13:56] 跟自己好同学们
[13:58] 在吃饭聊天
[13:59] 那里面当然也有
[14:00] 封测公司的高层
[14:02] 那就有提到
[14:04] 你讲到的
[14:04] 不管是细格 新权
[14:07] 日月光
[14:08] 对不对
[14:09] 这些都是
[14:10] 现在他们内部人知道
[14:12] 产能非常非常吃紧
[14:14] 跟客户持续涨价的公司
[14:17] 包括可能比较小的
[14:19] 像台新科
[14:19] 这些都是可以确定
[14:22] 刚刚讲到的
[14:23] 不管是Covos的外溢效应
[14:24] 或者说真的有什么瑕疵品
[14:27] 要好好的封装测试的时候
[14:28] 那他们都说
[14:31] 很难得看到
[14:32] 客户来说
[14:34] 不行哦
[14:35] 你现在要强产能
[14:35] 要涨价
[14:36] 客户点头如导算
[14:37] 涨涨涨
[14:38] 没有关系
[14:39] 能不能跟你谈
[14:40] 产能包起来啊
[14:42] 能不能跟你赶快预约
[14:43] 下半年明年的产能啊
[14:45] 现在是一个
[14:46] 非常难得的盛况
[14:47] 当然还有一个好处是
[14:48] 以风策场来说
[14:50] 他们的涨势
[14:50] 真的不会像
[14:51] 机体啦
[14:52] 矽光子
[14:53] 涨到那么离谱
[14:54] 他们说股本比较大
[14:55] 涨比较慢一点
[14:56] 涨比较慢之外呢
[14:57] 他们可能
[14:57] 他们本益比相对比较合理
[14:59] 是
[15:00] 那当时我也有问朋友问题
[15:02] 例如说
[15:03] 最近群创把南科厂卖给人南茂
[15:05] 南茂也是风策厂
[15:07] 但是朋友当然建议说
[15:09] 南茂比较没有那种富爸爸概念
[15:11] 很多的风策厂
[15:12] 上面都有大厂照顾
[15:14] 南茂比较没有
[15:15] 这是一个
[15:16] 然后再来我也问了
[15:17] 历程是这一波里面
[15:19] 我觉得相对比较弱的
[15:20] 它又有COAS
[15:21] 又有三出型风装
[15:22] 又有记忆体
[15:23] 为什么历程相对比较弱
[15:25] 那我们来看历程
[15:26] 其实历程大家就是稍微
[15:28] 把自己的心态放平常心一点
[15:31] 就股票涨多毕竟一定会拉回
[15:33] 像他过去四个季度赚了七八块
[15:36] 今年就有人估说可能有15块
[15:39] 甚至20块都有
[15:40] 然后就从200看到400
[15:42] 这个时间点有一点像是
[15:46] 台积电2000的时候
[15:48] 大家就说好看3000看4000
[15:50] 历程是平地一升
[15:51] 从140涨到280
[15:54] 这种倍数的涨幅
[15:56] 修正我们用黄金切割率
[15:58] 例如说0.382修正四成
[16:00] 合理哦
[16:01] 因为为什么
[16:02] 因为黄金切割率
[16:03] 或者是你修正一个0.5
[16:05] 回到一个跳空缺口
[16:06] 其实现在历程也不过回季线
[16:09] 210几哦
[16:11] 刚好补一个缺口
[16:13] 所以从280回到210
[16:14] 叠了这个70块
[16:15] 第一符合黄金切割率
[16:17] 第二补缺口
[16:18] 然后回到季线
[16:19] 你说有没有回到季线
[16:21] 这件事情我很在意
[16:22] 例如说2408南亚克
[16:24] 有没有涨很多
[16:25] 去年涨幅前三名
[16:27] 他也刷的一身
[16:29] 用跌停回到季线
[16:31] 所以如果回到季线这件事情
[16:34] 大家把它当成是一个生命线
[16:36] 整理之后
[16:37] 利空不跌筹码成立
[16:38] 又站回季线
[16:39] 那你就把它锁股
[16:41] 好那我讲基本面
[16:42] 绝对没有问题
[16:43] 是因为
[16:44] 如果整个封装测试的产业
[16:46] 是一起的
[16:47] 历程又是龙头
[16:49] 你说有一些小的
[16:50] 没有富爸爸
[16:50] 或是一些比较
[16:52] 那些通路商举例
[16:54] 好像最近轻语
[16:55] 那些最后才补涨
[16:56] 他也是业绩很好
[16:57] 可是如果整个业绩都好
[16:59] 历程不会在季线这边太久
[17:02] 所以挫折只是过程
[17:04] 大赚早已决定
[17:05] 那这个过程当中
[17:07] 第一个
[17:07] 你是我们股后仔的好听众
[17:09] 第二个
[17:10] 你在追踪他基本面的时候
[17:12] 有没有务实一点
[17:12] 他跌回来本一笔有没有合理
[17:14] 季线有没有站稳
[17:16] 整理的够久
[17:17] 因为其实他跌回来在量缩
[17:18] 最近又开始有一点点出量
[17:20] 给他时间再拉长
[17:21] 因为总不可能一直涨
[17:22] 一直涨
[17:23] 一直涨
[17:23] 台积电再厉害
[17:25] 它从800涨到1600
[17:27] 也需要这一年的时间
[17:28] 那历程短时间
[17:30] 在整个这个去年
[17:32] 12月左右
[17:33] 直接平地一升
[17:34] 也涨一倍
[17:35] 第一个筹码太乱
[17:36] 所以建议大家呢
[17:38] 筹码基本面跟技术面
[17:40] 你三位一体一体看
[17:41] 技术面我刚刚解过了
[17:42] 补缺口回季线
[17:43] 筹码当然有点凌乱
[17:45] 例如说融资过多
[17:46] 但是400张大户
[17:47] 你可以追踪一下
[17:48] 那再来呢
[17:49] 基本面上来说
[17:51] 给大家按一个赞
[17:51] 就是说整个呢
[17:53] 记忆体因为
[17:54] 不论是通路商做maker的
[17:57] 或者是所谓的这个模组厂
[17:58] 甚至封装厂
[18:00] 我觉得业绩绝对是挂宝证
[18:02] 那挂宝证就是你等开牌嘛
[18:05] 然后最近南雅科好像不怎么样
[18:08] 因为他没有被警示啊
[18:10] 最厉害就是被关了
[18:12] 准备要你看
[18:13] 以鼎叮了
[18:14] 刚刚这个造法补充了嘛
[18:16] 一个月二月赚13块
[18:18] 16块
[18:20] 对不起
[18:20] 对不起16块记错
[18:21] 我跟怡婷道歉
[18:22] 微缸公布出来
[18:25] 一个月占11块
[18:26] 所以我的意思是说
[18:29] 你这些历程也都没公布
[18:30] 然后大家资金也都没有在
[18:32] 但同一个族群
[18:33] 我讲实话
[18:34] ABF比较好掌握
[18:36] 怎么说呢
[18:36] 锦硕 南电 新兴
[18:37] 辣伯就这三个
[18:38] 都在创高
[18:39] 我这三个没卖掉
[18:41] 我也没别的地方买
[18:42] 可是记忆体因为族群
[18:43] 真鼎
[18:43] 真鼎好吧
[18:44] 我认为真鼎也算有
[18:46] 但是真鼎还是有比较多
[18:47] 比例不高
[18:47] 对 软硬版
[18:48] 那我要讲的是
[18:50] 这个就很好弄
[18:51] 就是航海王
[18:52] 长龙扬名
[18:53] 顶多加一个万海
[18:54] 你总不会买到东森吧
[18:56] 当然可能东森
[18:58] 东森跟我们没有关系
[18:59] 对没有关系
[18:59] 跟东森电视没有关系
[19:01] 那是航运
[19:01] 但我要讲的是
[19:03] 你这个记忆体族群太大了
[19:05] 很多像通路商
[19:07] 至上青云
[19:08] 甚至林航
[19:09] 分了一些钱走
[19:11] 然后模组厂
[19:12] 公控的又是
[19:14] 又分了很多钱走
[19:15] 然后大部分
[19:16] 还有很多钱在
[19:17] 这个Maker
[19:18] 这个卖猪肉的
[19:20] 这个南亚科
[19:21] 所以我會覺得立成有一點受委屈
[19:24] 但是我自己認為他的業績是沒有問題的所以如果單就講6239這一檔我覺得他只是一個時間那一樣我們拉回來補充那個光勁同退這件事好你看前一陣子CPU在講我們就講GTC大會之前
[19:40] 那個3665的帽簾
[19:42] 銅線的代表
[19:44] 它之前有疊過
[19:45] 好大一段
[19:45] 疊1700到1200
[19:47] 我還出報告
[19:48] 我再聽聽
[19:49] 我說業績一月再創新高
[19:51] 趨勢沒有變
[19:52] 可是那時候我就被修理得很慘
[19:54] 為什麼
[19:54] 因為人家就講CPU
[19:56] CPO
[19:56] 你是做同线的
[19:57] 光镜同退
[19:58] 你退到后面去
[19:59] 退到你小学生去
[20:01] 好
[20:01] 修正到1200
[20:03] 结果后来茂联
[20:04] 因为那个Broadcom
[20:06] 出了一个法说
[20:07] 他说我们到800G之前
[20:09] scale up
[20:10] 就是机柜内的
[20:11] 我们用同线就好了
[20:13] 杀鸡焉用牛刀
[20:14] 兄弟姐妹们
[20:15] 同线内第一个耗损少
[20:17] 然后传输速度快
[20:18] 成本还是你那个光纤的
[20:20] 三分之一
[20:21] 二分之一
[20:21] 打到膝盖
[20:22] 打到脚踝
[20:23] 脚踝窄
[20:24] 我到800G
[20:25] 未来三年之前
[20:26] 我都还有铜
[20:27] 就有人又在讲
[20:28] 铜再起
[20:30] 铜进光衰
[20:31] 然后呢
[20:32] 茂连就一千二涨到一千五
[20:35] 是
[20:35] 你看你刚才说的光盛
[20:37] 光盛两千四也是回到一千多
[20:39] 对
[20:40] 所以这就是一个悄悄吧
[20:41] 你把这件事情搞清楚就好
[20:44] 那我跟大家讲
[20:45] 你要搞清楚这件事情
[20:46] 我的结论就是
[20:48] 光铜并进
[20:49] 是我认为是make sure的
[20:51] 那你看辉达就好
[20:53] 辉达Varine Rubin
[20:54] 确定都是同
[20:56] 可是他有投资Luminton
[20:58] 对
[20:58] 他有一直在什么上权
[21:01] 那当然光胜是走这个
[21:04] Google那一体系
[21:05] 光胜Google体系
[21:07] 光胜很确定的就是
[21:08] 他没有这个
[21:10] 他可能没有回答
[21:12] 大家要了解这件事情
[21:13] 那茂联也很确定
[21:14] 因为茂联反正说
[21:15] 我去过太多次
[21:16] 茂联所有的ASIC
[21:17] 就没有Google
[21:18] 例如说茂联的上游
[21:21] 他下游一个客户叫Kuido
[21:22] 它说CSP我都有
[21:25] Meta有
[21:26] 微软有
[21:26] 然后这个亚马逊也有
[21:28] 但就没有Google
[21:29] 因为Google就是铁了心要走CPO
[21:31] 所以鱼雷光线这一块
[21:33] 我看好是光圣
[21:34] 但是回过头来
[21:36] scale up跟scale out
[21:38] 如果你光线内
[21:39] 短时间
[21:40] 必须就是用同线
[21:43] 所以什么两尾也长一大段
[21:45] 那我要讲的就是说
[21:46] 你务实一点
[21:47] 我自己比较喜欢买EPS很多的
[21:49] 好 谁
[21:50] 例如说我讲同的就好
[21:53] 两维贸联每个EPS都很高
[21:55] 没有错这两档是EPS高的
[21:56] 所以这个逻辑有一点像是说
[21:58] 我来访问一下赵华
[22:00] 有人说如果均热片很好
[22:03] 那可能就不需要夜冷散热
[22:06] 那到底骑虹好还是建设好
[22:08] 你很烦
[22:10] 这很烦
[22:10] 这个问题
[22:11] 是你说
[22:12] 我是骑虹派的
[22:13] 骑虹派
[22:14] 喜欢EPS
[22:15] 对啊
[22:16] 喜欢跟我一样
[22:17] 因为建设的PE真的高
[22:19] 而且他当初涨是因为他有讲说
[22:21] 微通道盖板这件事情他领先
[22:23] 领先当然有领先的人的ETS跟本益比
[22:26] 但是领先到这样你也太领先了
[22:29] 但是会涨的
[22:31] 因为他高价他的筹码越来越干净
[22:34] 所以难免大家拱他是快的
[22:36] 法人拱他
[22:36] 所以这一题到底是CPU好还是铜线好
[22:40] 其实就跟微通道的均热片
[22:42] 跟这个Micro Channel力好
[22:45] 因为有人在研发
[22:46] 那我认为都好
[22:47] 因为建设其实还有CPU
[22:49] 那我们先把建策跟奇宏放一边
[22:51] 你看哦
[22:52] 建策跟奇宏
[22:54] 甚至光盛跟茂连
[22:56] 茂连是1700跌到1200
[22:58] 他修正的幅度
[22:59] 没有光盛那种
[23:00] 上权之前的腰斩
[23:02] 就是你刚刚讲了嘛
[23:04] 就是说如果要讲本一笔恨天高
[23:06] 那我必须要跟大家说
[23:08] 恨天高的就是CPO
[23:10] 上权才是恨天高
[23:11] 恨天高
[23:12] 光盛至少有赚个十几块钱
[23:14] 所以为什么我之前
[23:15] 常常跟大家分享说
[23:16] 我就是比较敢买光盛
[23:17] 没错
[23:17] 我们就是比较务实派
[23:19] 然后上泉
[23:20] 还有那时候
[23:21] 因为上泉跟台移店的合作
[23:22] 是比较独家
[23:23] 不过后来我觉得
[23:24] 它有点出乎我意料之外
[23:26] 因为上泉我也跟大家老实讲
[23:27] 就是我400块以上
[23:28] 我就没有上泉了
[23:29] 但是真的也是赚了一大堆
[23:31] 而且是在它没有EPS的情况下
[23:33] 没有错
[23:33] 那时候为什么会买它
[23:34] 是因为那时候台面上面
[23:36] 它是第一家
[23:37] 说到跟台移店有合作的
[23:39] 可是后面其实据了解
[23:41] 有蛮多家都有去跟台移店做联系
[23:44] 因为上泉的进度
[23:45] 始终不是那么如预期
[23:46] Butter Butter
[23:47] 他还是长
[23:48] 人家低家
[23:49] 对而且他
[23:50] 他还是长
[23:51] 筹码算稳
[23:52] 对他还是长
