[00:00] 欢迎收听赵华语古惑仔第1076集
[02:23] 我不知道震荡到什么时候
[02:24] 可是内行人大资金的人
[02:27] 有时候就是比我们勇敢很多
[02:28] 他们觉得川普的态度
[02:30] 只要有松动
[02:31] 想往和谈的地方走
[02:33] 不管是不是来来回回
[02:35] 那他就是一个sign
[02:37] 所以从那天开始
[02:39] 确实大户目前也站在
[02:41] 一个大获全胜的状态
[02:43] 现在欢迎今天来宾
[02:45] 刚讲了半天
[02:46] 其实我们已经录音前
[02:47] 两个人聊了很久
[02:48] 然后我们已经默默看了盘
[02:49] 就是两个在那边
[02:51] 翻我们手上的股票
[02:52] 什么看了很久
[02:53] 想说今天要带什么样的资讯
[02:55] 给我们的听众
[02:56] 今天的来宾是
[02:58] 选股教练黄金右下角
[03:00] 韦泰
[03:01] 嗨 赵华好 大家好
[03:02] 因为那一天我跟韦泰
[03:04] 一边在录parket
[03:06] 一边在等三面营收出来
[03:07] 对不对
[03:08] 那台积电创历史新高
[03:09] 那天是已经跟大家分享了
[03:11] 那我觉得台积电很棒的是
[03:12] 本来想说在法术会前
[03:15] 大型股
[03:15] 这种所谓的指标股
[03:17] 它其实做了很多责任也
[03:19] 例如说之前它不太涨
[03:21] 然后中小型股涨了好几天
[03:24] 这个体感温度
[03:25] 就会让一般参与的朋友
[03:27] 手上有很多中小型股的
[03:28] 因为你不可能永远
[03:29] 只有一个台积电
[03:31] 感受就很好
[03:32] 那今天台积电
[03:33] 是一个领军的状态
[03:35] 今天台积电
[03:36] 是正式创下了历史新高
[03:38] 而且收在2055最高点
[03:42] 哇台积电又来到2055了
[03:45] 那时候17字头的台积电
[03:46] 虽然也不排除
[03:48] 会不会稍微去摸个16字头
[03:49] 但是17字头的台积电
[03:51] 真的好甜
[03:52] 好甜
[03:53] 不过今天呢
[03:55] 长到这样的阶段
[03:56] 我觉得很有趣
[03:56] 我跟韦泰分享
[03:57] 前几天
[03:58] 大概三天前
[03:59] 两天前吧
[04:00] 非常多的人
[04:01] 私讯我是秀对账单
[04:02] 但是今天就比较安静了
[04:04] 今天比较安静是说
[04:06] 我想秀过人
[04:07] 不会再秀了
[04:08] 今天应该还是
[04:09] 整个库存的水位
[04:10] 和获利
[04:11] 是创历史新高的
[04:12] 我想大家应该
[04:13] 也是这个样子
[04:13] 或是创
[04:14] 创近期的新高的
[04:16] 但我想今天比较安静
[04:17] 也是因为
[04:18] 如果到现在
[04:19] 手上还没有股票的人
[04:21] 可能不太好意思问了
[04:22] 就讲了那么久了
[04:24] 那也不太敢在今天
[04:26] 这个三万六千点的时候
[04:27] 再买了嘛
[04:28] 所以到底时至今日
[04:30] 我们的策略可以怎么来定
[04:33] 这个等一下
[04:34] 我们跟韦泰要好好的来讨论
[04:36] 但是我们来讨论一下今天的盘
[04:38] 我们有发现韦泰
[04:39] 就是川普不管讲什么
[04:41] 市场都不管了
[04:43] 这个是很明显的
[04:44] 我要把伊朗打到地狱
[04:46] 我也要封赫木在下
[04:47] 我要干嘛
[04:48] 我要A我要B我要C
[04:50] 这以色列要不要进来弄
[04:51] 或什么的
[04:52] 好像现在连美股都一样
[04:55] 都不太想管这件事情
[04:57] 而是就各自表述
[04:59] 我就是要涨
[05:00] 是
[05:00] 早上跟一个朋友聊天
[05:03] 他说可能川普因为股票卖掉了
[05:07] 然后他又放了这些威胁的话
[05:09] 希望把股票市场把它打下来
[05:11] 不过就像刚刚赵保所说
[05:13] 现在的一个市场
[05:15] 似乎对于放羊的小孩
[05:17] 他要说什么话
[05:18] 大家都不太去介意
[05:20] 那么也就是像我们上次所提到的
[05:23] 就是这种所谓的非经济性的
[05:26] 这个军事地缘性的一个冲突
[05:29] 对资本市场的一个冲击会越来越小
[05:32] 然后慢慢的市场上面的资金
[05:35] 会重新回到这个基本面的一个归属
[05:38] 所以我们从4月8号
[05:42] 4月8号那一天大涨以来
[05:44] 我们看到的盘面上面
[05:45] 都还是属于就是跟着AI
[05:49] 有相关的一些基油股
[05:51] 再往上去做一个走高
[05:52] 那么今天在这个加权指数
[05:57] 创下这个历史新高
[05:59] 我今天在第一时间
[06:02] 我就跟我的学生们讲
[06:05] 我说赶快看一看
[06:08] 今天拉高的是哪一些人
[06:11] 因为这个很重要
[06:13] 因为在4月8号拉高的那一天
[06:17] 有联发科
[06:19] 有台光店
[06:21] 有志邦
[06:22] 有台达店
[06:23] 甚至连日月光当天都涨停板
[06:25] OK
[06:27] 所以在4月8号那一天
[06:29] 就是围绕在整个AI的族群
[06:32] 包括零组件
[06:33] 甚至包括老AI
[06:34] 那么今天早上
[06:36] 还是拉台光店
[06:37] 还是拉联发科
[06:39] 还是拉台达店
[06:41] 台光店好猛
[06:42] 今天盘中一度涨停到3655
[06:45] 对
[06:45] 然后
[06:46] 虽然说盘中一度有出现卖压
[06:49] 不过因为联贸所涨停
[06:51] 对
[06:52] 所以连带的这个台光店也下不来
[06:54] 是不是我们现在说联贸不是三弟
[06:57] 他是三哥
[06:58] 他也是个哥
[06:59] 我们最近一直强调这件事情
[07:01] 然后这个台药
[07:04] 台药后来本来早盘
[07:06] 也一度让人家觉得好像不行了
[07:08] 结果这个12点之后又拉回去了
[07:11] 我刚刚说了这么多
[07:12] 其实只要跟大家讲
[07:14] 就是行情过高的过程当中
[07:16] 其实主流没有换人
[07:18] 我们比较没有
[07:19] 我比较不喜欢看到
[07:21] 就是所谓的挣钱换将
[07:23] 是
[07:24] 我举个例子来讲
[07:26] 如果今天拉台的是拉国泰金和富邦金
[07:30] 那今天那个盘不能做
[07:32] 代表原主流的部分
[07:35] 它开始有点点这个静观情趣
[07:39] 但是今天往上做冲高的过程当中
[07:42] 原主流
[07:43] 尤其是原指标股
[07:45] 在今天都还很强
[07:47] 他并没有说让这个就是
[07:49] 原本的冲冲的这个指标股休息
[07:54] 然后让恶性的去贷
[07:56] 没有
[07:57] 所以今天的盘面呢
[07:59] 我个人都还有在部分加码
[08:01] 但是必须要跟大家讲
[08:04] 就这边的加码
[08:05] 你必须是要建立在
[08:06] 你可能对这家公司
[08:09] 他的未来的基本面
[08:11] 你还是看好
[08:13] 或者是他的掌握度很高
[08:15] 然后你可能判断
[08:17] 他接下来的股价
[08:18] 还有上涨空间的
[08:20] 我觉得这部分
[08:21] 其实还是可以去做
[08:23] 但是呢
[08:24] 今天在集中市场的部分
[08:28] 我必须要讲
[08:29] 上涨加速800多加
[08:30] 但下跌加速也有379加
[08:33] 然后在OTC上涨加速626加
[08:37] 下跌加速更多
[08:39] 下跌加速比集中市场多
[08:40] 它有490家
[08:42] 所以今天在某些程度上来讲
[08:45] 我必须要讲
[08:45] 它其实是一个多空激战的一个盘
[08:48] 它并不是一个妥妥
[08:51] 就是多方大获全胜的一个盘
[08:53] 所以在这种情况之下
[08:55] 我必须要提醒各位投资朋友
[08:58] 就是在未来的两到三个交易日
[09:00] 很可能有部分的一些个股
[09:03] 我们可能会看到它有出现
[09:06] 就是涨多的一个震荡拉回
[09:08] 那么像今天有一些特定的指标股
[09:12] 因为涨多
[09:13] 它的这个股价在今天有比较大的一个慢压
[09:18] 包括像是中碳增
[09:20] 这个碳增卡系列的指标股中碳增
[09:24] 然后再来包括像奇迹
[09:27] OK
[09:28] 这个是低轨卫星相关或者网通相关
[09:31] 好不过奇迹今天震荡比较大
[09:33] 但我个人是认为有点涨多回档
[09:36] 有的人可能最高有点紧张
[09:38] 是
[09:38] 然后还有华通
[09:40] 甚至宅版的新兴店
[09:42] 是
[09:43] 然后有部分的设备
[09:46] 包括像是红硕冬节等等
[09:49] 但是最让人家觉得
[09:52] 就是surprise的是细光子
[09:55] 细光子回荡比较多
[09:58] 对
[09:58] 光圣莲雅
[09:59] 光顶光环
[10:00] 是
[10:01] 这光纤相关的个股
[10:02] 在今天是明显的一个拉回
[10:05] 我的希望又来了
[10:07] 对不对
[10:11] 光圣又接近月下
[10:14] 我补充
[10:15] 就是为什么今天要讲这些
[10:17] 他们今天虽然说是拉回
[10:19] 但是没有跌停
[10:20] 对
[10:21] 希望我一切讲完
[10:23] 对
[10:23] 所以我才说
[10:24] 这个到底是这个危机还是转机
[10:27] 我们可以看看
[10:28] 今天他们其实虽然说是涨多拉回
[10:30] 但是并没有说
[10:31] 直接打到跌停板
[10:33] 是
[10:34] 就代表說其實賣壓有宣洩啦
[10:36] 獲利賣壓有宣洩
[10:38] 這反而對中長線來講
[10:40] 對波段來講是好事
[10:41] 我們比較怕就是你一直漲上去都不宣洩
[10:45] 然後等到它一開始跌就嗶嗶啪啦
[10:47] 就是連跌個三四天
[10:48] 那其實反而會壞線
[10:50] 所以我們在講說
[10:52] 假記也弄破我
[10:53] 就是這種就是我們要漲漲
[10:56] 讓它休息一下
[10:57] 賣壓宣洩一下
[10:59] 讓這個想上車的人有機會上車
[11:01] 我覺得這才是一個對
[11:02] 这个多头行情来讲
[11:05] 算相对比较好的一种走法
[11:07] 那么今天或者是明后天
[11:09] 可能会有一些
[11:10] 涨多个股的拉回
[11:11] 那么也同样跟刚刚说的一样
[11:14] 就是想要进场的投资朋友
[11:16] 一定要特别去观察到
[11:18] 这两天
[11:19] 它的股价的一个强弱势
[11:22] 那股价的弱势
[11:24] 它背后可能代表的是
[11:26] 筹码的松动
[11:27] 所以可能在这一两天
[11:29] 大家稍微的去做一下功课吧
[11:31] 看看你心目中的那个对象
[11:34] 是不是他还是没变
[11:37] 从上面没变
[11:39] 或基本面没变
[11:40] 那如果都没变
[11:41] 那价格拉回了
[11:42] 反而就可以去留意看看
[11:44] 是不是有介入的时机
[11:46] 好
[11:47] 因为今天回档
[11:48] 当然也有热门族群
[11:49] 不过一个很大的重点是
[11:51] 他们的回档
[11:52] 是没有什么动摇果本的回档
[11:54] 我觉得这个是还蛮重要的
[11:56] 因为刚刚不是讲吗
[11:57] 今天热门族群
[11:57] 像这个同步基板
[11:58] 对不对
[11:59] 也没有改变他的方向
[12:00] 继续往上走
[12:01] 台达店虽然有点开高走低
[12:03] 但还是收红的
[12:04] 当然台积电就不要讲了
[12:05] 两天后要法说的人
[12:07] 今天也表态
[12:08] 我想一定很多人也会觉得说
[12:10] 不过每一次台积电
[12:12] 如果在法说会前已经先大涨了
[12:14] 包括机油油门台积电的设备股
[12:16] 都大涨了
[12:17] 法说讲的再好
[12:18] 是不是会休息
[12:18] 不能否认有这个可能性
[12:21] 但是他们是主流
[12:24] 这件事情是非常清晰的
[12:26] 是非常清晰的
[12:27] 我们大家可以说
[12:28] 对啊他已经大涨了
[12:30] 如果我一期自投
[12:31] 没有买完台积电
[12:32] 或是设备股
[12:32] 没有买在比较低位阶
[12:34] 那我现在不要追
[12:35] 没有问题的
[12:36] 这没有什么大问题
[12:38] 那如果真的如前面几次一样
[12:41] 法税会一定会讲好
[12:42] 不用去想
[12:43] 台积电会讲出什么坏消息来
[12:44] 但是股票市场可能想
[12:46] 先反应了
[12:47] 反而是修正回来
[12:48] 因为尤其像设备股
[12:49] 它的活动
[12:50] 它的活泼度
[12:51] 比台积电本人大很多
[12:53] 台积电可能就2000块顶多
[12:55] 可能又再一次有什么震荡
[12:57] 回到1900
[12:58] 假设这个盘没有什么大问题
[13:00] 除非美医或者是有一个
[13:02] 我们不知道的黑天鹅飞出来
[13:04] 才会再进行
[13:05] 向前一波比较明显的修正
[13:06] 但是设备股的
[13:07] 有时候它的涨跌幅很大
[13:09] 设备股大家如果去看
[13:11] 他们以前的现行
[13:12] 这两三个月当然涨很多
[13:14] 例如说现在的设备股
[13:16] 红素对不对
[13:17] 你不要看它现在
[13:18] 3000多块钱超级厉害
[13:20] 要知道
[13:20] 它去年也跌到过750几块
[13:24] 而且是从2000跌下来的
[13:26] 2000跌到700多
[13:28] 700多再涨到3000多
[13:30] 设备股是真的
[13:31] 哇这个很夭壽
[13:34] 就是他们在手订单很多所以今天一旦他们有修正例如说前一阵子做无成常务的就跌了就先跌了因为很多人都会说他们有一些先后顺序什么的可是我发现他们就算叠
[13:46] 他们有点像跳波浪舞
[13:48] 就是现在大家想到的是
[13:50] 常务好了
[13:51] 已经长那么大一段了
[13:52] 亚翔也创过历史新高了什么的
[13:54] 那我们来看一下
[13:55] 要进去的那些基台设备股
[13:58] 甚至来看一下
[13:59] 后面你会用到的耗材类特化类
[14:02] 会这样轮啊轮啊
[14:03] 然后可是呢
[14:04] 常务叠多了
[14:05] 厂屋跌多了
[14:06] 再怎么跌
[14:07] 那还是到2028 2029
[14:08] 没有变啊
[14:09] 又来涨一下厂屋
[14:10] 本益比变低了
[14:12] 他们会一直在这个族群里面
[14:14] 跳破浪舞
[14:15] 我要讲的是
[14:16] 所以今天当然也有热门族群
[14:18] 是回党没有当领头羊的
[14:20] 可是盘面上
[14:21] 这个韦泰讲说
[14:22] 相较之下还是相对健康的
[14:24] 还是相对健康
[14:25] 不是说什么全面好坏
[14:27] 全部都大涨
[14:28] 因为今天也有下跌加速
[14:29] 刚刚有提到
[14:30] 但是热门族群的火没有灭
[14:32] 只是休息轮替
[14:34] 我想这是给大家很好
[14:36] 在选股上面是有进场机会的
[14:39] 大家不要觉得说
[14:40] 是不是有点矛盾
[14:41] 之前叫我们不要追
[14:43] 好我这边讲一下我的观念
[14:46] 像这几天我在ETF上面
[14:48] 我自然就没有什么
[14:49] 大幅进场的机会了
[14:51] 因为我觉得ETF是一箩筐的股票
[14:53] 它最好的时间点
[14:55] 就是修正的时候
[14:56] 你买个股很怕踩到雷
[14:58] 你买个股很怕破完
[15:00] 因为先会破季线
[15:01] 破完季线会破年线
[15:02] 甚至它的获利衰退了
[15:03] 有什么跟供应厂商什么问题
[15:05] 就像前一阵子在叠
[15:07] 就会很多人传私讯问个股
[15:09] 那我就会说
[15:10] 问私讯个股的朋友
[15:11] 有时候回答了
[15:13] 他还会再问第二次第三次
[15:14] 那就代表什么
[15:15] 代表其实你对这张个股
[15:17] 你没有信心跟掌握度
[15:19] 这个是很现实的事情
[15:21] 就像我非常喜欢细光子
[15:23] 可是为什么后面那一大段
[15:25] 我都没有赚到
[15:26] 因为我的掌握只能到
[15:28] 我觉得最优先买什么
[15:30] 之前我跟大家分享过
[15:32] 最优先买
[15:32] 我确定有跟台积电合作的
[15:34] 例如上泉
[15:35] 其实我持有过相当长的时间
[15:37] 光盛
[15:38] 对不对
[15:39] 后来联亚也说有
[15:40] 但是都没有办法持有到
[15:42] 非常后面那个大涨三倍的那一段
[15:45] 就是因为我觉得
[15:46] 可是光靠这个
[15:48] 我需要的是EPS大幅的成长
[15:50] 那有EPS的公司呢
[15:51] 是光盛
[15:52] 联亚也有EPS
[15:53] 甚至像联军
[15:54] 可是联军就很慢嘛
[15:55] 如果你买到CPU是联军的
[15:57] 你就吐血在旁边
[15:58] 可是如果是前面的
[16:00] 当然就大赚
[16:01] 我要讲的是
[16:03] 如果今天个股在跌的时候
[16:05] 你会开始产生疑虑
[16:07] 或是在涨的时候
[16:08] 你也产生疑虑
[16:09] 你会想要去一直问别人
[16:12] 他今天涨是为什么
[16:13] 他今天跌是为什么
[16:14] 那就代表
[16:15] 其实你对他的掌握度
[16:16] 绝对绝对是不够
[16:17] 应该是听来的
[16:18] 对不对
[16:19] 听来的有赚就好
[16:20] 真的是这样
[16:21] 所以今天在跌的时候
[16:23] 我会率先
[16:24] 希望大家是用ETF做加码
[16:26] 好
[16:27] 但是现在在涨
[16:28] 那现在涨
[16:29] 我们就会去看什么呢
[16:30] 其实我这几天就会看个股了
[16:32] 可是我还是再度强调
[16:34] 您也要想一下
[16:35] 自己对个股的掌握度
[16:37] 昨天云翔哥来讲了很多个股
[16:38] 他讲的是什么
[16:39] 他讲的是
[16:40] 获利很好
[16:41] 形态也好转
[16:43] 可是之前的股性比较差
[16:46] 导致可能别人
[16:47] 这个族群里面人家在创新高
[16:49] 他还没有
[16:50] 可是他是同一个题材
[16:52] 对不对
[16:52] 所以照理来说
[16:53] 怎么样最后也该轮到他
[16:55] 他可能举例就是
[16:56] 被动元件也许是一个
[16:57] 风策可能是一个
[16:58] 像今天
[16:59] 我就有注意到光学
[17:02] 他显然也是一个机器人
[17:05] 也来了
[17:06] 等一下我们请维泰帮我们讲这两个事情
[17:09] 所以这几天我在找的
[17:11] 就会比较偏向是
[17:13] 这个族群里面相对比较低估的
[17:16] 个股来做进场
[17:18] 但是因为我常常觉得讲个股
[17:20] 我自己有压力
[17:21] 因为朋友们会跟单
[17:23] 跟的时候长很高兴
[17:24] 谢谢赵华
[17:25] 我有压力
[17:25] 跌了
[17:27] 赵华请问他是不是什么东西
[17:28] 什么不对了
[17:29] 怎么了
[17:30] 他怎么办了
[17:30] 那我也有压力吗
[17:32] 对不对
[17:32] 好
[17:33] 不过我必须跟大家承认
[17:34] 这几天虽然台股是创历史新高
[17:36] 但我跟维泰一样
[17:38] 我在找个股
[17:39] 好
[17:40] 那刚刚讲到光学跟机器人
[17:41] 机器人其实成绩了非常的久
[17:44] 但里面有一家公司
[17:46] 其实有把机器人带上来
[17:48] 就是大银围
[17:49] 之前的话
[17:50] 还有一家叫星代
[17:51] 其实这两家非常的强
[17:53] 他都在告诉大家
[17:54] 机器人没有死掉
[17:56] 只是还没轮到他
[17:57] 这个是其一
[17:58] 那光学
[17:59] 我想也跟大家分享过
[18:00] 非常非常多次
[18:01] 谁有CPU
[18:02] 大力光有CPU
[18:04] 可是我没有办法确定
[18:06] 大力光什么时候发动
[18:07] 因为大家对它的印象
[18:08] 就是瓶盖股
[18:09] 就是苹果镜头
[18:11] 那现在苹果又传出
[18:12] 什么遮滴机
[18:13] 可能会延后什么什么的
[18:14] 似乎对它并不是很有利
[18:15] 但这两天
[18:16] 光学确实就在炒CPU了
[18:18] 这里面我不知道
[18:20] 金国光 玉金光怎么样
[18:21] 说坦白的
[18:22] 但是大力光是有宣布
[18:24] 他们不但有CPU
[18:25] 他有转投资嘛
[18:26] 而且这家转投资
[18:27] 是跟台移电有来往的
[18:29] 这个是我可以确定的
[18:30] 所以我还是秉持着
[18:32] 我不会去买最标的
[18:34] 可是我去相信这一种
[18:35] 确确实实的龙头股
[18:37] 那这两个族群
[18:38] 刚好韦泰也有研究啊
[18:40] 所以今天也请韦泰帮我们分享一下
[18:42] 我们先来讲一下这个光学元件
[18:46] 其实我一直都认为光学元件
[18:48] 会是一个中长多趋势的一个产业
[18:52] 原因是因为
[18:54] 我们其实在3C产品用到后面
[18:58] 不管是智慧家庭或者是智能车
[19:03] 其实对于镜头的依赖度其实是很高的
[19:07] 只不过其实在过去有非常多的一些订单
[19:12] 或者是都是被中国的厂商拿去
[19:17] 所以在整个红色供应链的一个威胁之下
[19:22] 那么台湾的厂商
[19:24] 他们在过去就变得相对比较弱势
[19:27] 不过就延续我们在上一集当中
[19:30] 跟大家提到的
[19:32] 我说现在这一些所谓的红色供应链
[19:35] 都被欧美国家去排斥
[19:38] 所以这个订单就重新做分配
[19:42] 重新做分配的情况之下
[19:44] 台湾厂商就有机会去分到
[19:46] 过去漏死掉了这一些的订单
[19:49] 这是第一件事情
[19:50] 第二件事情
[19:52] 我们讲到就是一些
[19:54] 所谓的一个光学镜头
[19:57] 其实光学镜头在最近
[19:59] 也有看到他们跟AI
[20:02] 有相关应用的一个结合
[20:05] 大家都知道
[20:07] 现在只要跟AI扯上边
[20:08] 它的股价就充满了想象空间
[20:11] 所以这些跟AI扯上边的
[20:13] 这些光学镜头股
[20:15] 可能它最近的股价
[20:16] 也会涨得比较凶
[20:17] 这部分我们其实也就是乐观
[20:20] 乐观地看待他们
[20:22] 因为毕竟本来他们的股价
[20:24] 就已经呈结长一段时间
[20:26] 那么至于说在大立光的部分
[20:30] 大家会把它视为就是
[20:33] 手机相关的指标股
[20:35] 那么当然了
[20:36] 刚刚赵华有提到
[20:37] 就是说在CPU细光子这一块
[20:40] 大立光有在琢磨
[20:41] 但是因为公司的文化
[20:44] 相对比较稳健跟保守
[20:47] 他不太会多说什么
[20:49] 但是我们相信
[20:50] 只要他愿意做
[20:51] 应该以他的能力
[20:53] 应该是可以做得不错
[20:54] 那这部分我们就继续的看下去
[20:58] 但是我想要补充的是说
[21:00] 在手机这一块
[21:01] 我不知道大家有没有注意到
[21:05] 就是呢
[21:06] 三月份的营收
[21:07] 刚刚我们有聊到
[21:08] 183家的公司
[21:11] 营收创下历史新高
[21:13] 那么有一些公司呢
[21:15] 是让我觉得很surprise的
[21:17] 除了八方云集之外
[21:19] 还有另外一档就是
[21:20] 林巴科
[21:22] 你上次已经讲过八方云集
[21:23] 你是不是很喜欢吃人家的煎饺
[21:26] 或什么的
[21:27] 泡菜口味的
[21:29] 最近有一个社会新闻
[21:32] 就是一对老夫妻去八方云集大闹
[21:34] 然后我有看到影片
[21:36] 老夫人还就是狂丢
[21:37] 桌上一些什么点单
[21:39] 什么都要递上
[21:40] 好 结果警察来了
[21:42] 结果警察发现老先生是通缉犯
[21:44] 然后就把老先生抓走了
[21:46] 然后他们就说这个是
[21:47] 就是
[21:48] 好 这个是我觉得
[21:51] 竞其奇妙的新闻
[21:52] 我看到是2450联发科
[21:55] 我们要回到联发科
[21:56] 好
[21:57] 回到联发科
[21:59] 从大立关回到联发科
[22:00] 联发科
[22:01] 他竟然三月份营收
[22:03] 创下历史新高
[22:04] 你不会觉得很意外吗
[22:05] 我其实有点意外
[22:06] 我必须讲
[22:07] 发哥我们那时候
[22:08] 也想要送暖
[22:09] 对不对
[22:09] 到了1430块那一天
[22:11] 其实我们是送暖的
[22:12] 而且我有提到说
[22:13] 发哥他还蛮容易V转
[22:15] 对
[22:16] 发哥超诡异
[22:17] 是
[22:18] 发哥跌下去的时候
[22:19] 五指劲
[22:20] 真的
[22:21] 可是他说V就V
[22:23] 好
[22:23] 虽然营收创新高
[22:24] 我也太讲重我的心情
[22:25] 我觉得发哥有创新高
[22:26] 我有愣一下
[22:27] 对
[22:27] 好
[22:28] 那
[22:29] 我后来去
[22:31] 我后来去
[22:32] 请教了一下
[22:34] 我的那个同学
[22:35] 我的学生
[22:36] 那在联发哥上班
[22:37] 呃
[22:38] 我说诶
[22:38] 贵司
[22:39] 最近的状况怎么样
[22:41] 为什么营收可以创新高
[22:43] 他说他确切的原因
[22:45] 他不太知道
[22:46] 嗯
[22:46] 但是他有观察到一个趋势
[22:49] 是
[22:49] 就是呢
[22:50] 接下来的视讯上面的手机
[22:52] 都全部都会走高阶版
[22:55] 全部都会出旗舰版
[22:57] 全部都会出旗舰机
[22:59] 为什么
[23:00] 因为很多零组件都变贵
[23:02] 你今天出平价机
[23:04] 公司可能没有办法赚钱
[23:08] OK
[23:09] 那俗话说得好
[23:11] 这个沙头的生意有人做
[23:14] 赔钱的生意没有人做
[23:17] 对
[23:17] 所以大家现在
[23:19] 因为什么记忆体也变贵
[23:20] 什么东西都变贵
[23:22] 什么都变贵
[23:22] 所以大家现在
[23:24] 他们的一个主流的一个趋势
[23:27] 就是去推这种所谓的旗舰机
[23:29] OK
[23:30] 而事实上
[23:31] 这样子的一个风潮
[23:34] 不是只有在手机
[23:36] 在新一代的NB也是
[23:38] 新一代NB
[23:40] 他们也都是因为材料有限
[23:42] 我能够做的
[23:44] 我就要做一些附加价值
[23:46] 比较高的一些产品
[23:47] 就是高价机种
[23:49] 所以其实我们可以预料得到
[23:52] 在今年的这一些所谓的3C产品
[23:54] 第一个涨价
[23:55] 但涨价的背后
[23:57] 其实它是规格的往上做提高
[23:59] 那消费者买不买单
[24:01] 我跟各位讲
[24:03] 你不买单那不行
[24:04] 你没有评价机可以选
[24:05] 对吧
[24:07] 幸好我一直都是买Pro版
[24:09] 你感觉比较没有受到影响
[24:12] 不过我的手机是摔到稀巴烂的
[24:14] 因为我本来要换A17
[24:16] 所以我是用裸机
[24:17] 是
[24:17] 然后他们每次看到都觉得很惊吓
[24:20] 说你怎么会用裸机
[24:21] 我说因为我本来要换i17
[24:22] 那他说现在呢
[24:23] 我再等i18好了
[24:24] 都已经四月了
[24:27] 对啊
[24:27] 好
[24:28] 那么在3C产品
[24:30] 或是一些
[24:31] 大家常常用到手机
[24:33] 或是笔电
[24:34] 平板等等
[24:35] 如果说大家的规格都往上提高
[24:38] 那没有平价版
[24:40] 可以选的话
[24:41] 那他只卖这个高阶版
[24:43] 如果你真的有需要
[24:44] 你是不是就还是要买单
[24:46] 那这样子营收
[24:48] 就会往上做冲高
[24:49] 所以我觉得这部分
[24:51] 反而是在过去
[24:53] 大家的思维逻辑上
[24:56] 可能要稍微去做一个改变
[24:58] 就是我们过去
[24:59] 从来就没想过
[25:00] 山西产品会涨价
[25:01] 或许也不太会跌价
[25:03] 但是
[25:03] 我说现在
[25:05] 它大概就是说
[25:07] 你要跌价的机会
[25:09] 要等到跌价的机会
[25:10] 我觉得可能比较少了
[25:11] 我觉得是真的蛮奇妙
[25:13] 是说
[25:14] 可能我没有研究的很广
[25:16] 就例如说
[25:16] 我只有注意到iPhone
[25:18] 然后iPhone都是高阶卖的比较好
[25:20] 对
[25:21] 就是所谓的Pro版
[25:22] Pro Max我不确定
[25:23] 因为有一段时间
[25:24] 我有拿Pro Max
[25:25] 可是对女生来说
[25:26] Pro Max真的有点太大了
[25:28] 所以后来我就改回
[25:29] 这个Pro的版本
[25:31] 然后我记得前一两年
[25:33] 都有看到报告说
[25:34] 就是卖最好
[25:35] 就是这个Pro版本
[25:36] 然后反而是平价的就还好
[25:38] 也许maybe Pro Max也还好
[25:40] 就是Pro的
[25:41] 所以就是呼应为泰奖的
