[00:00] 欢迎收听赵华宜古货载第1085集
[04:07] 但台积电最后是杀了一个尾盘
[04:10] 也显见今天可能有一些是当冲客
[04:13] 这是有可能的
[04:14] 然后当场把它冲掉
[04:15] 礼拜五布局
[04:16] 今天冲掉隔日冲也有可能
[04:18] 你怎么来看
[04:19] 这个叫做资金结构性的改变
[04:21] 还是短期现象
[04:22] 我觉得今天
[04:24] 当然大家目光焦点
[04:25] 就在台阶天身上
[04:26] 那大家如果盘中
[04:28] 有去追踪一些社交软体
[04:29] 会发现到
[04:30] 蛮多人去塞账单
[04:31] 说他买台阶天
[04:33] 买在2330
[04:34] 对当做他的一个人生的纪念
[04:36] 2330今天最高点哦
[04:38] 对所以我觉得看起来就是
[04:39] 快要到那个2330
[04:41] 就有一些资金把它拱上去
[04:42] 那拱上去
[04:42] 到底是留作纪念呢
[04:44] 还是真的到了短线上的高点
[04:46] 我觉得目前来看的话
[04:47] 如果说这个所谓金管会的政策
[04:50] 继续助攻
[04:51] 搭配美股
[04:52] 你看费城办的指数
[04:53] 连续18天的一个上涨
[04:55] 连辉达股价都已经创下收盘率的新高
[04:58] 更不要提到英特尔AMD
[05:00] 这些相关的美股的一些半导体股的本益比
[05:04] 越拉越高
[05:05] 所以我觉得除了这个所谓金管会的资金助攻以外
[05:09] 其实台积现在全球科技巨头的一个本益比
[05:12] 我觉得相对度要偏低
[05:14] 所以整体上来看
[05:15] 我不认为2330
[05:17] 就是它的一个最终的价格
[05:19] 应该还有一个更高的高点
[05:21] 那只是说短线上来讲
[05:23] 今天当然大家的体感温度就很差
[05:25] 因为资金都跑到台积电了
[05:27] 那连连发科
[05:28] 这个上个礼拜三根涨停板的大牛
[05:30] 今天也看起来开高走低
[05:32] 但跟大家提一下
[05:33] 连发科有过2454
[05:35] 对但三根涨停板
[05:37] 是发科非常非常少见的
[05:39] 休息也不奇怪
[05:40] 我想如果是比较地位阶
[05:42] 买到发科的朋友
[05:43] 不是最后一天才追高的
[05:45] 应该感觉也还好啦
[05:46] 对
[05:46] 所以这个你看到台股啦
[05:48] 就是说
[05:49] 虽然说今天大家觉得中小型股
[05:51] 会让大家觉得有点受挫
[05:53] 但是你看这些大型的龙头全职股
[05:56] 我觉得表现都还是非常好
[05:57] 像刚刚提到的联发科
[05:59] 已经过了2454的高点
[06:00] 排行最高到2500多块
[06:02] 那3017的奇鸿
[06:04] 他的股号3017
[06:06] 见到3010
[06:07] 好
[06:08] 其实其实还是有蛮多AI一线军
[06:11] 创历史性高的
[06:12] 然后随后才开始有点资金排挤效应
[06:14] 跑出来
[06:15] 对所以大家就在点名
[06:17] 谁是下一个
[06:18] 可以越过股号的
[06:19] 高价股
[06:20] 这个故事我们讲过
[06:21] 对目前看起来
[06:22] 6669的唯一
[06:24] 唯一
[06:24] 对它已经到5000多块了
[06:26] 所以我觉得这单
[06:27] 就是大家可以
[06:29] 把它当作一个去谈
[06:30] 但是也代表说
[06:31] 现在盘面上
[06:32] 第一个本益比的天花板
[06:34] 或说股价天花板
[06:35] 持续在垫高
[06:36] 那今天虽然说
[06:37] 整个中小型股
[06:38] 很多是倒成一片
[06:39] 但我觉得
[06:40] 整个多方架构
[06:41] 并没有太大改变
[06:42] 就像刚刚提到的
[06:43] 因为台积电
[06:44] 还是有副创新高的机会
[06:46] 因为美股的AI的科技股
[06:49] 或说这个半导体的一个本益比
[06:52] 往上拉高
[06:53] 我觉得这些对台股来讲
[06:54] 都是相对有利的一个发展
[06:55] 那只是说你就必须要留意到
[06:57] 毕竟台股今天都到4万点了
[07:00] 所以今天其实第一个盘中
[07:02] 大家看到的是预估成交量
[07:03] 最多有到1.4 1.5兆
[07:06] 难道这个兆元量
[07:08] 又要变成常态了吗
[07:10] 是麻醉的后遗症吗
[07:13] 对 可能早上那时候在麻醉
[07:16] 没有看到盘中
[07:16] 其实我觉得也是蛮震荡巨大的
[07:18] 我只有那50分钟没有看盘
[07:21] 你太心心念念在排骨了
[07:25] 我同事都觉得我发疯
[07:26] 我这边小岔题
[07:27] 因为我同事蛮关心
[07:28] 我跟大家分享
[07:29] 我去的时候我是一个人去的
[07:31] 而且因为我的号码挂得很前面
[07:33] 所以我还不到8点钟
[07:34] 我想说我赶快做做完
[07:36] 有机会赶快回来上班
[07:37] 到什么样的一个执念
[07:39] 结果后来护士长也看到我
[07:40] 因为他应该有点认识我
[07:42] 对我真的超级好这样
[07:43] 他就说李小姐
[07:45] 你没有找这个亲属一起来吗
[07:48] 他真的没有办法帮你做
[07:49] 我说哈
[07:50] 他说我就说我上次见诊
[07:52] 就没有亲属
[07:52] 我觉得不是一个人
[07:53] 他说不是不是
[07:54] 见诊是服务
[07:54] 就是有护士会在旁边陪您
[07:57] 这样护理师
[07:57] 可是这个的话
[07:58] 你一定要亲属
[07:59] 否则麻醉是不可能进行的
[08:01] 这样
[08:01] 哇
[08:01] 大家知道我早上八点
[08:03] 骚扰多少人
[08:04] 打电话叫大家来
[08:06] 后来等到
[08:07] 就是后来只好请我同事
[08:09] 因为这个时间点
[08:10] 能够比较自由进出
[08:11] 可能就我同事
[08:12] 大家都跑去上班了
[08:13] 总不能叫汉伟哥来吧
[08:14] 要看他要带会员
[08:15] 好然后结果来
[08:16] 那后来最后一刻
[08:18] 他还拿手机给我
[08:19] 还被护士轰出去
[08:20] 说等一下
[08:20] 你今天要麻痺
[08:21] 你还拿手机给他
[08:22] 这样轰出去
[08:23] 然后后来
[08:24] 我最后一眼是看到1000点
[08:26] 但我出来还是1000点
[08:27] 我还跟他们分享说
[08:29] 你看这个台积电的资金排挤效应
[08:30] 然后本来一个同事陪我来
[08:32] 我出来的时候
[08:33] 我助理也来了
[08:34] 他们还叫了采访车
[08:36] 我们叫采访车来干嘛
[08:37] 说送你回去
[08:38] 所以后来我们就这样回去了
[08:39] 可见得我有多心心念念台国
[08:42] 而且在车上说
[08:43] 他们两个孩子问我股票
[08:45] 主持交给汉伟哥
[08:48] 对那当然我觉得
[08:50] 今天结果是好的
[08:51] 因为如果是上个礼拜四
[08:54] 早上去麻醉
[08:56] 然后可能盘中回来
[08:57] 看到台股跌了五六百点
[08:59] 就有点可怕
[09:00] 感觉是不是惹噩梦
[09:01] 我觉得今天看起来
[09:02] 这个行情算是不错
[09:04] 就是说最少这些大型全市股
[09:06] 各有表态的情况
[09:07] 虽然说大部分股票都是收跌
[09:10] 但是对于整个指数上来看
[09:13] 毕竟创高就是创高嘛
[09:15] 所以创下来的新高
[09:16] 我觉得对于整个未来的一个多方轮动
[09:18] 还是可以比较健康来看待
[09:20] 那只是说你看到今天的贵买指数
[09:22] 连续三天的黑黑棒
[09:24] 那甚至说今天的贵买指数
[09:25] 也跌破十字线的关卡
[09:26] 我觉得这件事情
[09:28] 但就跟整个刚刚提到的台积电
[09:30] 把整个排名上资金
[09:32] 做一个大量的吸金
[09:34] 有直接的相关
[09:35] 所以很多人会说
[09:37] 上个礼拜四的一个主力的大麦超市
[09:41] 好像听说是
[09:42] 可能早就知道
[09:43] 台建会未来会调高
[09:45] 他的一个持股上限
[09:46] 我想投信不太可能是当天才知道
[09:49] 这个品行而论
[09:50] 对我们各行各业
[09:51] 你在投股
[09:53] 像我在媒体
[09:53] 可能有一些新的什么政策
[09:55] 假设跟我们非常切身的
[09:57] 他不会当天早上才告诉我们
[09:59] 对我觉得难免
[10:00] 就是鸡蛋再密也会有缝
[10:03] 对所以我觉得那件事情
[10:05] 其实有部分的个股
[10:07] 看到这样的迹象
[10:08] 头信有些先跑的
[10:10] 有些先卡位
[10:11] 所谓台积电的
[10:12] 我觉得有看到这样的迹象
[10:13] 只是说这个事情
[10:15] 我觉得长远来看的话
[10:17] 对于整个头信圈的
[10:20] 选股的逻辑跟资金的挪移
[10:22] 我觉得有一定的影响
[10:24] 那就极短线上来讲
[10:25] 因为大家都有一个共识
[10:27] 就觉得说
[10:27] 接下来大局的资金
[10:29] 会卡位到台积电
[10:30] 所以外资也卡台积电
[10:32] 头信也卡台积电
[10:33] 主力也在卡位台积电的时候
[10:35] 就会造成盘面上连续三天
[10:38] 这种所谓的垃圾盘
[10:40] 重要型股底的比较重
[10:41] 所以这个时间点
[10:42] 当然大家可能要观察
[10:44] 这个政策后续的一个发展
[10:45] 那目前来看
[10:47] 因为金管会的政策已经定下去了
[10:49] 所以接下来各家投信
[10:50] 就会很努力的去开会
[10:53] 做选股的会议的调整
[10:55] 要哪些股票调整权重
[10:56] 哪些股票调降权重
[10:58] 那一般来讲
[10:59] 台建因为是共识嘛
[11:00] 所以我认为他的权重
[11:02] 在各家投信上面都会慢慢的调高
[11:05] 那我们也可以密切去关注一下
[11:07] 哪一家投信这么勇敢
[11:09] 你是去调降台阶的权重
[11:10] 我相信应该是没有啦
[11:12] 所以大家可能就是从10%慢慢往
[11:14] 12% 13%去调
[11:17] 那你也不要想说
[11:18] 那很多人现在去算说
[11:19] 接下来可能会有多少的资金
[11:22] 几百亿啊几千亿啊
[11:23] 都要转到台阶身上
[11:25] 所以台阶的买盘
[11:26] 就会有一个很快速的推高
[11:28] 我觉得不会是那么快的一个决定
[11:30] 它会是一个需要一段时间的一个衡量
[11:34] 也就是说投信虽然说
[11:35] 现在要加码台积电
[11:37] 但你不要觉得
[11:38] 它会把所有中小型股都卖掉
[11:39] 它也是依据
[11:40] 每个中小型股的一个状况
[11:42] 去做一些持股上的调整
[11:44] 所以我们今天盘面上
[11:46] 可以看到比较弱势的股票
[11:47] 大部分都是投信之前压得比较多
[11:51] 然后本益比高
[11:52] 跟整个一个股价的基本面
[11:54] 偏离面比较高的各股之间拉回
[11:57] 所以今天的CPU
[11:58] 今天的半导体设备材料股票
[12:01] 都是上个礼拜很风光
[12:03] 那我觉得现在就有点猪羊变色的一个感觉
[12:06] 所以我觉得这个可能是大家在接下来
[12:09] 就是说这个礼拜因为只有四天
[12:10] 但你要去关注的是
[12:11] 到了四月底五月初
[12:13] 大概投信会开始有新一波的一个资金的布局
[12:16] 那这布局的方向
[12:18] 如果开始去调节一些涨多的高基期的个股
[12:21] 然后去转进一些低基期低本益比的
[12:24] 甚至说跟台积电供应链相关
[12:26] 或台积电集团相关的个股
[12:28] 那我觉得都会是你接下来的一些选股方向
[12:31] 所以目前我们从今天盘面上
[12:33] 大家这样可以看到
[12:33] 虽然说下跌加速很多
[12:36] 但更集中
[12:37] 就是像刚刚提到的一些
[12:39] 半导体设备材料股票
[12:41] 像今天的星云
[12:43] 红硕
[12:44] 军华
[12:45] 都是出现重挫的一个情况
[12:47] 甚至万润等等
[12:48] 还有华锦电
[12:49] 基本上一整头拉股股票都拉回来那CPO股票当然是这个更严重的一个灾情是對因為聯亞上泉波羅威光盛一大堆的一些你所耳熟能詳的細光澤股票
[13:03] 今天很多都是跌停板或重挫
[13:05] 那也就代表說
[13:07] 我覺得資金在這些所謂的
[13:09] 漲太多的高本益股的修正
[13:11] 可能都大家必須要接下來要留意到的
[13:14] 如果他們出現了所謂的一個高檔
[13:16] 投信連賣兩天三天
[13:18] 而且越賣越多
[13:19] 那我覺得如果說你之前
[13:20] 没有买到半导体设备材料
[13:22] 或没有买到矽光纸的投资朋友
[13:25] 我觉得可能就不要太早去低阶他
[13:27] 因为可能月线不一定守得住
[13:29] 也许就有回撤季线的风险
[13:31] 那这一点我觉得大家也可以看
[13:33] 之前的低轨卫星
[13:35] 上个礼拜低轨卫星
[13:36] 应该是投信的这个重灾区
[13:38] 那所以华通跌破月线
[13:41] 甚至回撤到季线
[13:42] 投信都还在卖方
[13:43] 所以我觉得如果说是这种
[13:45] 热门的强势的个股
[13:47] 那刚从高档拉回来
[13:49] 如果投信刚开始
[13:50] 从高档开始转卖的话
[13:52] 我觉得大家可以先听看
[13:53] 听不要急着
[13:54] 就是觉得好像月线接一点
[13:56] 季线接一点会没有问题
[13:57] 我觉得目前来看
[13:59] 如果台阶所带动的资金挪移潮
[14:01] 继续下去的话
[14:02] 那可能我觉得这些高基期
[14:04] 高本益比的股票
[14:05] 它的一个后续的股价修正
[14:08] 就会有比较高的风险
[14:09] 所以这一点还是要提醒大家
[14:11] 就是说目前来看
[14:12] 我觉得这个制度面的改变
[14:14] 其实对台股未来的生态
[14:16] 造成蛮大的影响
[14:17] 好
[14:18] 我觉得这边有几个想法
[14:20] 可以跟听众朋友来聊聊
[14:22] 当然第一个是
[14:24] 我想在周末的时候
[14:25] 有非常多人都觉得
[14:26] 那就是all in台积电
[14:27] 甚至有人我觉得有点小误解
[14:30] 就是提高25%这个上限
[14:32] 不代表他一定要买25%台积电
[14:34] 我觉得这个是要来厘清的
[14:36] 不过我们常常讲
[14:37] 预测和对测
[14:39] 这两件事情我们要一起做
[14:41] 例如说有人预测
[14:42] 那礼拜一就是all in台积电
[14:44] 那他可能在对测上
[14:45] 确实就all in台积电
[14:46] 那可是如果明天台积电反而是下杀或是下跌呢
[14:50] 那对策是什么
[14:52] 我不晓得
[14:52] 但我这边我刚刚有跟哈伟哥讲
[14:55] 台积电是不是我们的一个基本配备
[14:58] 不要说标配好了
[14:59] 基础上大家是不是多多少少有一点
[15:01] 我想有的
[15:01] 因为如果你持有所谓的市值型的ETF
[15:04] 它就一定有台积电
[15:05] 如果你持有0052
[15:07] 你也一定有台积电
[15:08] 如果你本来就有买一点台积电
[15:09] 不管零股也好
[15:10] 整张也好
[15:11] 你就是有台积电
[15:12] 所以我们每个人手上其实都有台积电
[15:14] 只是说现在把持股上限的调高
[15:17] 它会不会形成一个真的资金潮
[15:20] 资金现在会全部回到
[15:23] 台积电这样的股票上面
[15:24] 都不要中小型股了
[15:26] 我觉得这样判断也可以
[15:28] 可是我自己不敢这么大胆的判断
[15:31] 不过我必须讲
[15:32] 我会希望资金它会有一点回到
[15:35] 所谓的大型权值股
[15:37] 怎么讲
[15:38] 我不会把这个25%只当作
[15:40] 纯台积电条款
[15:42] 因为这25%
[15:43] 其实它只是告诉你
[15:44] 单一持股上线嘛
[15:45] 那会超过只有腿一点没有错
[15:47] 但是你说你能不能
[15:48] 假设你喜欢的是红海好了
[15:51] 你能不能把红海拉到20%
[15:52] 可以哦
[15:53] 那你喜欢的是发哥
[15:55] 你可不可以把发哥调到20%
[15:56] 可以嘛
[15:57] 因为我们有一些大型全持股
[15:59] 事实上它也是有一定的分量
[16:01] 那如果今天没有到981那么大
[16:04] 那如果你是其他比较
[16:06] 规模还稍微小一点的
[16:07] 其实你去调整到其他的
[16:09] 也没有人会说什么啊
[16:10] 你要这个广达20%
[16:12] 也没有人会理你
[16:13] 我要讲的是
[16:14] 美股曾经有一段时间
[16:15] 是由七巨头引领风骚
[16:17] 其实我觉得
[16:18] 那是一个不错的年代
[16:19] 因为这些公司是花得起钱
[16:21] 也赚得到钱的
[16:22] 那当然中小型股
[16:23] 一定有它快乐的地方
[16:25] 如果都只涨七巨头
[16:27] 那我想美股投资人
[16:28] 也会觉得很无聊
[16:29] 法人会觉得很无聊
[16:30] 所以他们那时候
[16:31] 也有涨一些什么软体股
[16:32] 矽光子
[16:33] 后来就变成百花齐放
[16:35] 所以我觉得对我来说
[16:37] 这一次的调高持股上线
[16:38] 它比较像是一个提醒
[16:40] 它会提醒这个市场
[16:42] 怎么讲
[16:43] 你要配置一些已经跌得很便宜的圈子股
[16:46] 然后你当然也不应该放弃
[16:49] 在题材上台湾最厉害吃到AI红利的这些中小型股
[16:53] 但是他们可能涨太多了
[16:55] 所以它等于是一个资金的再平衡
[16:58] 我觉得这个是有看到的
[16:59] 但我不认为资金会一面倒的倾斜
[17:02] 说我就是永远生生世世
[17:04] 我就是只买台积电了
[17:06] 买到3000买到5000
[17:07] 中小型股你们就再见了
[17:09] 我觉得是对我来说这个逻辑不合
[17:12] 不符合
[17:13] 因为大家在主动市一贴服
[17:15] 我常常讲
[17:15] 他们像赛马一样
[17:16] 要跑出去
[17:17] 大家看谁跑得快
[17:19] 如果每一个人的码头
[17:20] 都装了叫做25%台积电
[17:21] 那就大家跑得差不多快
[17:23] 一定会有人装一些别的
[17:25] 那当然今天
[17:27] 我必须承认
[17:28] 在资金的效益上面
[17:29] 看得出来
[17:30] 往台积电移动
[17:31] 但未来
[17:32] 我个人是觉得
[17:34] 因为他们的规模也大了
[17:35] 台湾的主动市一贴服也大了
[17:37] 基金也因为这一波
[17:38] 坦白说
[17:39] 有很多人开始回头说
[17:40] 基金好像也蛮厉害的
[17:42] 基金规模也有长大
[17:43] 我有跟基富通平台的人聊
[17:45] 基金规模在这段时间
[17:47] 也是成长就是百亿以上
[17:49] 虽然当然这个成长
[17:50] 不如主动是ETF
[17:51] 可是是都有在同步成长的
[17:54] 因为基金的绩效也很好
[17:55] 所以我觉得
[17:56] 大家会在这样一波风潮下
[17:58] 可能会去稍微调整一下
[18:01] 让台股呈现一个比较健康的
[18:02] 就是大型股也会动
[18:04] 小型股也会动
[18:05] 因为资金大
[18:06] 所以你一定要把钱放在
[18:09] 不一定是台积电的大型股
[18:11] 我想这也是刚刚汉文哥讲到说
[18:12] 台光电
[18:13] 奇鸿
[18:14] 这种各个热门AI次产业里面的领头羊
[18:18] 它也可以长得很大牙
[18:20] 所以我个人是比较乐观看待
[18:22] 它可能会把资金挪到所谓的龙头
[18:25] 而不会让所有的中小型通通挂点
[18:28] 我是这么觉得
[18:29] 但是要留意
[18:31] 像今天CPU在回档
[18:32] 就有人传讯息说
[18:33] 可不可以讲一下CPU怎么了
[18:35] 其实CPU这东西就是这样
[18:38] 它很吃一个势头
[18:39] 那今天的势头
[18:40] 或是上礼拜开始
[18:42] 大家有点调整往大型圈子
[18:43] 或是有EPS
[18:44] 有PE的公司去走
[18:46] 那他就会变得比较吃亏
[18:48] 那他的缺点就是
[18:50] 他吃亏的时候
[18:50] 你不知道他吃到多少亏
[18:52] 他才会停
[18:52] 好
[18:53] 上次博通说
[18:55] CPO要到2028年
[18:56] 对不对
[18:56] 那时我觉得
[18:58] 大家会不会都打到季线
[18:59] 就那次没有
[18:59] 那这一次会不会
[19:00] 因为投信资金的离场
[19:02] 打到月线
[19:03] 甚至打到季线
[19:04] 我个人觉得
[19:05] 那我还是会视为是个机会
[19:09] 因为就像我刚刚讲到的
[19:11] 我的判断
[19:12] 就是我的预测
[19:13] 我不认为资金会完全之后
[19:15] 都不青睐这些热门中小型
[19:17] 而是现在风头上
[19:19] 大家在做一个乾坤大挪移
[19:21] 而且我想个头先
[19:22] 就跟汉玮哥讲的一样
[19:23] 一定在开会
[19:24] 一定在开会
[19:24] 就是我手上的这笔钱
[19:26] 我现在到底
[19:27] 要多少挪到全职
[19:29] 多少留在中小型
[19:30] 像今天华通的涨停
[19:31] 虽然有人说
[19:32] 搞不好像死毛跳
[19:33] 可是你看ASKY涨停
[19:35] 华通涨停
[19:35] 低位阶转强
[19:37] 它也代表着
[19:38] 这些投信也可能会去找
[19:40] 当然盘后筹码
[19:41] 大家看一看
[19:41] 盘后筹码
[19:42] 大家看一看
[19:43] 看投信到底买什么
[19:44] 他们也可能从高位阶的撤退以后
[19:47] 是来低位阶的
[19:48] 记忆体的未纳量是大的
[19:50] 记忆体只是之前的筹码比较散乱
[19:52] 可是你说哪个黄毛链
[19:53] 那都是大股
[19:54] 去年一定涨到高价股
[19:56] 也都变中型股了
[19:58] 所以记忆体也是有未纳量的
[20:00] 就是看投信是不是把钱
[20:01] 对不起
[20:02] 就是看投信是不是把钱
[20:03] 挪到这些比较低位阶
[20:05] 但是有获利
[20:06] 或者是有题材的
[20:08] 这个中小型股上面
[20:09] 这是我个人一点
[20:10] 小小的浅见
[20:11] 那最重要的就是
[20:12] 大家还是要配置好
[20:13] 例如说前一阵子
[20:14] 大家说我干嘛配市值
[20:16] 那我就去买
[20:17] 主动不就好了
[20:18] 今天我就
[20:18] 我的市值好强
[20:19] 如果你都有
[20:20] 其实今天也不会用
[20:22] 什么太FOMO的感觉
[20:23] 大概就是
[20:24] 你只是哪一边的
[20:26] 跑得比较快而已
[20:27] 对
[20:27] 所以我补充一点
[20:28] 个人的想法
[20:29] 也就是说这个事件
[20:31] 我觉得分成
[20:31] 短期跟中期的影响
[20:33] 短期之内
[20:34] 因为大家会预期
[20:35] 所以对对对
[20:37] 对你说这些投信经理人
[20:38] 他们现在想的事情
[20:39] 可能不一定是说
[20:40] 我要不要调高台阶的选中
[20:42] 他们可能在想的是
[20:43] 对手会不会去砍我手上的持股
[20:45] 对就是我要赢
[20:46] 现在投信要的就是我要赢
[20:48] 我要用什么策略赢
[20:50] 对所以九点有点尔虞我诈
[20:52] 我先去预期你的反应
[20:54] 我去反映你的事实
[20:55] 所以就这样股价波动很大
[20:57] 你会看到今天西光子
[20:58] 为什么跌得那么夸张
[20:59] AOI在上个礼拜五
[21:01] 是涨了17个百分点
[21:02] 就是大家在互砍对方手上的西光子
[21:05] 对所以我觉得现在
[21:06] 但你就可能
[21:07] 如果说对投资人要做个股的
[21:09] 你先避开这种所谓的
[21:11] 这个盘面上的重灾区
[21:13] 是他们正在互相乱砍
[21:15] 大人拿刀出来乱砍的时候
[21:16] 小孩就先躲到旁边去
[21:18] 先不要加入战场
[21:19] 你可以就是像刚刚赵老师所说的
[21:21] 如果你看好这族群
[21:22] 第一个控好你的资金比例
[21:24] 一般来讲我觉得
[21:25] 像这种细光纸波动很大的股票
[21:27] 其实占个人的资金比重不要太高
[21:29] 因为他们一涨起来
[21:30] 涨两倍涨三倍
[21:31] 所以你压到50%
[21:33] 但你就翻身了嘛
[21:34] 但是他一叠叠个腰斩
[21:36] 你可能就是重伤
[21:37] 所以我觉得这个当然是
[21:38] 大家在资金配置上面的一环
[21:40] 那刚刚提到就短期之内
[21:42] 因为有这样的尔虞我诈
[21:43] 所以会跟大家讲
[21:44] 这些所谓涨多的中小型股
[21:46] 特别是投信重仓的股票
[21:47] 你可能先停看
[21:48] 停不要急的进场
[21:49] 那在短期的配置
[21:52] 也就代表说
[21:52] 现在如果资金大家都预期
[21:55] 那你可能会卖中小型股
[21:57] 去买一些大型的股票
[21:58] 那也许你之前可能主动型ETF的
[22:00] 比重比较高
[22:01] 而且获利又多的话
[22:02] 你可能这时候适度去
[22:04] 或了結一些
[22:04] 將一些轉到市值平行去
[22:06] 因為你打不過就加入
[22:08] 既然主動式ETF
[22:11] 會開始部分入屋區調高
[22:13] 可能台積電的選中
[22:14] 不管是多或少
[22:15] 但是誰在叫上
[22:16] 就是已經持有台積電
[22:18] 40% 50%的ETF
[22:20] 那他們就會有一個
[22:21] 抬轎的效益
[22:22] 所以我覺得你可以
[22:23] 根據這個方向
[22:24] 在短期之內
[22:24] 做這樣的一個資產的調整
[22:26] 那中期之內
[22:27] 我覺得就要去看
[22:28] 剛剛提到的
[22:28] 你要看產業
[22:29] 看籌碼
[22:30] 但我們講說
[22:31] 只要台積電好
[22:32] 我覺得整體上大家都會好啦
[22:34] 就是說你也不用擔心說
[22:36] 會不會以後只有漲台積電
[22:38] 其他股票都不會漲
[22:39] 我覺得不會有這樣的現象
[22:40] 就是說台積電漲上去
[22:42] 我覺得短期之內
[22:43] 把台股可能撐到更高的高點
[22:45] 那只要台積電回跌的時候
[22:47] 跌得又不深
[22:48] 那我覺得其實大家應該都覺得高興啦
