[00:00] 欢迎收听赵华宇古货载第1052集
[02:06] 有一个火苗
[02:07] 所以今天就留下一个上影线
[02:09] 几乎是500点
[02:10] 那昨天是500多点的下影线
[02:13] 所以从技术形态来看
[02:14] 很有趣
[02:15] 昨天一个长长的脚
[02:16] 今天一根长长的头发
[02:17] 那这样的情况下
[02:19] 大家自然
[02:20] 有的人是选择观望
[02:21] 我觉得也不错
[02:22] 那有的人如鱼得水
[02:24] 反正大碟我就买
[02:25] 大掌我就卖
[02:26] 我觉得散户朋友也不用这么的忙
[02:28] 我们先把局势安稳下来
[02:32] 局势安稳下来
[02:33] 那我们再来看看怎么样
[02:34] 因应我们常常讲预测
[02:37] 我们是归预测
[02:38] 因为预测你才会有一个心里面的方向
[02:40] 可是你要尊重市场
[02:42] 市场如果出现了变化
[02:43] 你的对策是什么
[02:44] 我想这个是我们的节目
[02:45] 常常跟大家提到的
[02:47] 那昨天Apple Podcast又给我出故障了
[02:51] 那在开场先跟大家分享
[02:53] 以后只要我没有在我的脸书
[02:57] 或哪里预告我请假
[02:58] 如果大家Apple Pocket刷不出来
[03:01] 第一时间可以去看看Spotify
[03:04] 或者是KKBuzz
[03:06] 就是我们有一些共同上架的平台
[03:08] 是不是已经上架成功了
[03:10] 再来这一次的bug非常奇怪
[03:13] 我已经亲自跟Apple那边联系了
[03:16] 这次的bug是很奇妙
[03:18] 你把我的频道退了追踪
[03:21] 我们最新的一集
[03:22] 就会跑出来
[03:23] 你把频道按了追踪
[03:26] 我们最新的一集
[03:27] 就会不见了
[03:28] 好
[03:28] 我跟你讲
[03:29] 我是觉得很悬
[03:31] 因为这第二次了
[03:32] 当我写信给Apple
[03:33] Apple回我说
[03:34] 对因为他们有一个bug
[03:35] 可是现在已经修复了
[03:37] 但是昨天的那一集
[03:38] 似乎是一半的人
[03:39] 看得到
[03:40] 一半人还是看不到
[03:41] 我希望今天的这一集
[03:42] 可以顺利平安的上架
[03:46] 拜托
[03:46] 好
[03:47] 那我这边先来
[03:48] 欢迎今天的来宾
[03:49] 今天来的是选股教练黄金右下角
[03:52] 韦泰
[03:53] 嗨 赵华好 大家好
[03:54] 所以我的灾情是产生在
[03:57] Apple体系的一些bug
[04:00] 他们自己也承认是bug
[04:01] 可恶啊
[04:03] 就还没有修好啊
[04:05] 而且我还跟他开玩笑说
[04:07] 我问你啊
[04:08] 我自己有去观测
[04:09] 像淡如姐的平台也是日更
[04:10] 这个游婷号的平台也是日更
[04:13] 我怎么觉得他们好像就不会
[04:15] 向我的平台发热誓
[04:16] 而且重点在
[04:17] 我上市出现问题
[04:18] 是台股大跌
[04:19] 这一次台股跌了2000点
[04:21] 你又给我出事
[04:23] 请问我的观众
[04:24] 我的听众
[04:25] 想要知道这些情况的
[04:26] 有多着急啊
[04:28] 好
[04:28] 抱怨完毕
[04:29] 我现在
[04:29] 先来请韦泰讲一下
[04:32] 今天的大反弹
[04:33] 当然我们刚刚有
[04:34] 前面有提到反弹
[04:35] 有压很正常
[04:36] 很正常
[04:37] 但笼子也剪了嘛
[04:38] 所以这样反复的洗刷
[04:40] 你觉得到底要到什么时间点
[04:42] 小朋友可以
[04:42] 可以比较放心的
[04:44] 可能重新进场也好
[04:45] 或是说再来调整
[04:46] 手上的持股也好
[04:47] 好的
[04:49] 今天很多人都在问这个问题
[04:50] 到底说是不是已经止跌了
[04:53] 关于这个问题
[04:55] 我觉得这个其实很难
[04:57] 这个三言两语把它说完
[04:59] 没有错
[05:00] 对
[05:00] 因为如果说你说
[05:02] 从这个短线上面的一个跌升的反弹来看
[05:06] 这个的确是
[05:06] 但如果说认为说这次的修正就到此为止了
[05:11] 那么接下来就要扶摇直上
[05:13] 我觉得这个好像想得也太乐观了一点
[05:16] 为什么呢
[05:17] 因为我们先从整个这个总体经济来看好了
[05:21] 油价虽然说昨天有呈现的一个回落
[05:25] 但是我个人看法是除非你回到80块钱
[05:28] 或70块钱一桶
[05:29] 我觉得才有可能说
[05:31] 这个再次通膨的一个危机正式作为一个解除
[05:36] 那这样子呢
[05:37] 我们回到联准会的一个立场
[05:39] 那才有机会再去做降息的动作
[05:42] 否则其实我觉得目前看起来
[05:45] 三月份這次的聯準會的會議
[05:48] 大概不太容易會去做降息的動作
[05:51] 那再來
[05:53] 今天的反彈
[05:54] 或者說你晚上美國股市的一個止跌反攻
[05:57] 基本上也是出自於這個美國總統川普
[06:01] 他再次證明呢
[06:02] 他是世界上說話最有力的男人
[06:05] 我真的很佩服耶
[06:06] 就那麼一句
[06:08] 對
[06:09] 而且這種話呢
[06:10] 對我們來講就覺得
[06:12] 真的嗎
[06:13] 你確定嗎
[06:14] 確定他說什麼
[06:15] 他说很快就打完了
[06:17] 打完之后
[06:19] 尤加就回落了
[06:21] 问题是这句话
[06:23] 听在伊朗的一个耳朵里面
[06:26] 他觉得有吗
[06:26] 真的有要打完吗
[06:28] 我还没有说要不打
[06:29] 就是对
[06:30] 他还没有投降
[06:31] 所以我觉得这件事情
[06:33] 我相信大家都有听过
[06:36] 非常多的一些专家在分析
[06:39] 例如说情境分析什么的
[06:41] 但基本上我个人认为
[06:42] 这件事情会拖累比较久
[06:44] 因为伊朗的这个国家
[06:47] 我觉得他现在要
[06:49] 我觉得应该这样讲
[06:51] 就是毕竟中东国家
[06:53] 有中东国家的游戏规则
[06:54] 并不是中东国家
[06:57] 每个人都站在美国那一边
[06:58] 当然他们也没有很挺伊朗
[07:01] 这个是没有错
[07:01] 但是再怎么不挺
[07:03] 也不会希望就是让西方国家
[07:06] 来中东地区在这边
[07:07] 耀武扬威
[07:09] 我个人觉得是这样子
[07:10] 而且高油价
[07:11] 搞不好他们是开心的
[07:13] 对啊
[07:13] 暗送在心来
[07:14] 对嘛
[07:15] 产油国自然会觉得
[07:17] 像我们讲说这一次G7说
[07:19] 好啊
[07:19] 释出战备原油
[07:20] 但是是不是真的要大量的释出
[07:22] 还是趁着油价高赚一笔
[07:24] 其实这个事情
[07:25] 我们也不太知道各国自己的拿捏跟心情
[07:28] 就是有点就是去讨好
[07:30] 或者是附和川普的一个话而已
[07:33] 但是又卖高高
[07:34] 对对对
[07:34] 所以我觉得
[07:35] 从整个这个消息面来看
[07:39] 其实我觉得这个
[07:40] 大家可能还要多花点时间去做验证
[07:43] 那么回到就是在交易面的部分
[07:47] 今天其实在价权指数
[07:49] 日K线的部分
[07:50] 其实有一个开高走高的一个多方缺口
[07:54] 那么这个多方缺口呢
[07:56] 如果说跟前两天相对应的话
[07:59] 它有点像是导状反转
[08:00] 对
[08:01] 有点像
[08:02] 对OK
[08:03] 但是呢导状反转
[08:04] 其实基本上在我的认知里面
[08:06] 它是有一些
[08:07] 比较明确的一些条件
[08:09] 或者是我的要求
[08:11] 例如说它必须要在这个波段下跌的这个相对抵挡
[08:14] OK那这件事情呢有
[08:16] 如果说从35579往下跌在这个过程当中
[08:21] 昨天的这个带量下杀
[08:23] 的确有一点像是导动反转的味道
[08:25] 但是呢在这个导动反转
[08:27] 第二个我们会关注到就是说
[08:30] 这个今天往上走高的这个红K
[08:34] 它不可以说出现流太长上影线
[08:36] 也就是说它必须要是一个漂亮的
[08:39] 我们讲的中长红七四线
[08:42] 对
[08:42] 实体红K
[08:43] 那这部分呢
[08:44] 今天比较没有办法达到
[08:46] OK
[08:46] 那今天留了一个红K棒
[08:48] 是
[08:48] 但是呢
[08:49] 上影线
[08:49] 但是呢
[08:50] 技术分析也那么好玩
[08:51] 就是我今天没有达到
[08:53] 没关系啊
[08:53] 没关系
[08:54] 我明天
[08:54] 我明天再补个红K
[08:56] 是
[08:57] 我把今天的上影线
[08:58] 把它封掉
[08:58] 那这样就可以
[09:00] 稍微去做个化解
[09:01] 好的
[09:02] 或者是再来就是说
[09:03] 那不然第三个条件就是
[09:04] 我今天所造成的东方缺口
[09:07] 你至少呢
[09:08] 三天之內不要回補
[09:10] 換句話說呢
[09:11] 大概這個禮拜五之前不能夠被回補
[09:13] 那我們可以認定
[09:14] 這邊的一個這個下方
[09:17] 的確有這個倒轉反轉的一個機率
[09:20] 那但是目前為止我比較中性看待
[09:25] 比較中性看待
[09:25] 那我比較可能願意說
[09:27] 那這邊可能是所謂拉回的這個第一支角
[09:30] OK
[09:31] 那接下來呢可能還有回測
[09:33] 那如果回測呢
[09:35] 昨天的低點
[09:36] 昨天低點如果沒有被跌破的話
[09:38] 那或許呢這個
[09:40] 沙盤的部分沙盤的速度
[09:42] 或者是力道
[09:43] 他可能會減緩那也就是從原本的一個下沙變成走橫向性的修正這個是我目前觉得比较有可能会发生的一个情况那当然了
[09:54] 刚刚赵华有提到
[09:56] 哇这个高档从三千
[09:57] 三万五千点下来
[09:59] 其实还是有很多的一些
[10:01] 解套性的筹码
[10:02] 等待被解套
[10:03] 所以这边往上走上去的情况之下
[10:06] 势必会有一些卖压产生
[10:07] 解套性卖压
[10:09] 所以这部分我倒觉得
[10:10] 这边对于多头来讲
[10:13] 比较好的一种模式
[10:14] 大概就是上去
[10:16] 然后下来不要再创低
[10:18] 然后用一个拖字诀
[10:20] 用一拖带变的一个方式
[10:22] 用时间换取空间
[10:24] 我觉得这个会比较好
[10:25] 那也许就目前来看的话
[10:29] 我个人认为
[10:30] 如果说用时间换取空间的
[10:32] 这样子的一个规划
[10:34] 应该大概还有一周到两周的时间
[10:38] 我觉得在此处的部分
[10:40] 才会比较有机会
[10:41] 这个正式出现反攻
[10:43] 可是呢
[10:44] 在個股的部分
[10:45] 今天有非常明顯看到
[10:47] 有些個股其實是
[10:49] 耐不住它的一個性質
[10:51] 就是它比這個大盤
[10:54] 它更早去做表態
[10:55] 那例如說像
[10:57] 3264的新泉
[10:59] 它今天就是出現
[11:00] 就是開高走高的漲停板
[11:02] 那如果各位投資朋友
[11:04] 你去看一下K線圖
[11:06] 它就比較像是我剛剛說的
[11:08] 寶狀反轉裡面的
[11:09] 那個條件裡面
[11:10] 它似乎
[11:12] 能够达成的这个比例是比较高的
[11:16] 所以像这样子的一个个股的部分
[11:19] 我相信还有
[11:20] 所以我今天跟我的学生
[11:22] 就交代他们的回家作业
[11:24] 回家作业是什么
[11:25] 听众你可以听听看
[11:26] 第一个先复习一下
[11:27] 刚刚所说的导撞反转的条件
[11:29] 然后第二个就依据以上条件
[11:31] 麻烦你找
[11:32] 今天比大盘来讲还要强
[11:35] 而且真正出现导撞反转的一个个股
[11:37] 那这些个股
[11:38] 你不一定马上要买
[11:40] 但是如果说它接下来拉回
[11:42] 绝对是你优先去做观察的标的
[11:45] 好我知道有一个东西比大盘强很多
[11:47] 今天高价探针的系列真的是很猛
[11:50] 创历史新高像影威对不对
[11:53] 旺系是因为涨停才差五块钱
[11:56] 但是也是在历史新高的附近
[11:58] 还有建策也是创历史新高
[12:01] 然后我一边看到这些高价股创历史新高
[12:04] 我心里面也难免会浮现
[12:05] 这一波这样洗洗刷
[12:07] 有一些股票月息
[12:08] 弹上去但下去更低
[12:10] 洗着洗着
[12:12] 它就呈现一个
[12:13] 每次反弹你觉得有机会
[12:14] 但其实在大盘回挡的时候
[12:17] 它可能又相较之下
[12:18] 又往下走了
[12:19] 可是有的洗着洗着创新高
[12:21] 当然高价股的优势
[12:23] 当然是他们
[12:24] 如果还在一个成长的轨道上的话
[12:26] 筹码相对干净
[12:27] 你也可以看到资金
[12:28] 有往他们簇拥
[12:29] 如果又没有分盘交易
[12:31] 又会更适合
[12:32] 像有分盘交易
[12:33] 难免就在今天来说
[12:35] 有分盘交易股票
[12:36] 不是说都没有涨
[12:37] 其实西光子
[12:38] 我真的觉得很厉害
[12:39] 因为连续几次
[12:40] 我都跟大家讲说
[12:41] 细光子我可能要看到
[12:42] 领头羊到这个
[12:43] 际线
[12:44] 我才会有感觉
[12:46] 那光盛有没有可能
[12:47] 看起来光盛确实有
[12:49] 但他今天也收脚
[12:50] 不过他收脚
[12:52] 我觉得收脚是一个好现象
[12:53] 然后他也比其他的领头细光子
[12:56] 例如说像莲雅
[12:57] 对不对
[12:57] 比较你会觉得
[12:58] 莲雅快要跟他超车了耶
[13:00] 你会觉得比较买得下去
[13:01] 因为EPS差很多
[13:03] 可是他20分钟分盘
[13:04] 20分钟分盘就考验着你
[13:06] 要不要去交易他
[13:08] 或者是如果有一些刚好有个股期
[13:10] 也许可以用个股期去交易他
[13:12] 当然就是开杠杆咯
[13:13] 所以这个虽然我觉得他们
[13:16] 这个族群应该要有一个比较大的下杀
[13:19] 但今天很多像我们破洛威啊
[13:20] 就率先就联亚上权就开始往上走
[13:24] 所以大家也可以把这个
[13:25] 维泰选股教练
[13:27] 请大家观察的比大盘强的
[13:30] 比大盘强的
[13:30] 他就比较容易在止稳的时候
[13:33] 率先继续往上
[13:35] 这个是一个很有趣的现象
[13:36] 虽然我们都讲
[13:37] 大家喜欢黄金右下角
[13:39] 可是黄金右下角就代表
[13:40] 它上面有蛮多的重重关卡要去突破
[13:44] 反而是这时候比大盘强的
[13:46] 热门产业的有成长性的
[13:48] 值得大家留意
[13:49] 那我想昨天有不少人附和说
[13:52] 昨天就是减台积电的好时机
[13:54] 尤其是期货盘台积电有到1740
[13:57] 那现货盘也可能有一个1780
[14:01] 这个价格可以买或1790
[14:05] 那总之呢
[14:06] 今天台积电是公布了
[14:08] 所谓的二月营收
[14:09] 之前也有跟听众朋友先预报了
[14:12] 会有一个月减两成
[14:14] 那结出来的话
[14:15] 是月减20.7%
[14:17] 但年增是22%
[14:19] 如果一二月加起来
[14:21] 因为我们常常讲
[14:22] 一月或二月会遇到农历年的廉价
[14:25] 最好是一加二比较清楚
[14:28] 那如果台积电是一加二的话
[14:30] 它的年增率还有29%多
[14:32] 也还是蛮厉害的
[14:34] 不过通常以台积电营收的关系
[14:36] 有可能今年第一季的一月份
[14:39] 就会是该季的最高点
[14:41] 好这件事情
[14:42] 韦泰怎么样来看
[14:44] 台积电二月很合理的一个月减
[14:47] 然后年增率有一点点下滑
[14:49] 的这件事情
[14:50] 以及你有找到
[14:51] 有一些公司
[14:52] 其实一加二月的状况
[14:53] 也是表现蛮好的年月双增
[14:56] 是的
[14:57] 我们看到在这个二月份营收
[15:01] 到今天应该是要完全去做一个公告
[15:04] 那么因为这个年假的关系
[15:07] 工作天数比较少
[15:08] 所以营收的一个数字
[15:10] 基本上跟一月相比
[15:12] 应该是会比较容易会出现就是减少
[15:16] 那么所以我觉得二月份营收
[15:18] 能够交出量也成绩单的这些公司
[15:21] 真的真的很不简单
[15:23] 那我们我在早上呢
[15:25] 也稍微去整理一下
[15:26] 就是二月份营收是年月双增
[15:30] 然后刚刚赵华有提到
[15:32] 就是一加二累计
[15:34] 一月份加二月份的一个营收
[15:36] 较去年同期是成长的一个公司
[15:39] 其实这样子的公司还真的不少
[15:42] 那数字的部分呢
[15:44] 可能等一下还会再更新一下
[15:46] 但是如果说去里面去挑一些
[15:49] 就是本益比呢
[15:51] 在三十倍以下啦
[15:53] 然后电子股的一个部分
[15:54] 发现到有几个族群
[15:56] 其实是蛮明显的
[15:57] 第一个族群就是这个
[15:59] 记忆体相关的一个族群
[16:02] 那这里面呢
[16:04] 不是就只有这个
[16:06] 大家常常听到的华邦店跟南亚科
[16:09] 其实还有一些就是
[16:11] 模组厂商
[16:12] 包括像是宜鼎
[16:14] 这边也是有出现
[16:15] 很强势
[16:16] 对也是曾经上涨
[16:17] 还有指标股群联
[16:20] 这个都是他们在整个
[16:22] 就是二月份营收的表现
[16:24] 都相对比较强势的一个族群
[16:27] 那么再来有部分的老AI
[16:30] 或者是AI相关零组件
[16:32] 也交出蛮亮丽的成绩单
[16:34] 包括像是伟创 伟影
[16:37] 那么还有包括像是这一个富桥 金居
[16:41] OK 然后再来就是这一个
[16:44] 我们看到像是穆德相关的公司
[16:49] 还包括像是智邦等等的公司
[16:52] 他们都是在
[16:53] 就是在二月份以后表现不错
[16:55] 而且累积营收也都成长的
[16:57] 那另外来讲
[16:58] 我们在前几次的节目当中
[17:01] 跟大家分享到
[17:03] 就是COWAS相关的一个设备
[17:05] OK
[17:05] 那因为今年COWAS相关的设备
[17:08] 要大幅度的装机
[17:11] 所以呢
[17:12] 在相关设备的厂的部分呢
[17:14] 包括像是
[17:16] 星云啊
[17:18] 还有像军豪啊
[17:19] 万润啊
[17:20] 等等这些公司
[17:21] 其实他们在
[17:23] 二月份营收表现都不错
[17:25] 那基本上他们在未来的
[17:28] 三月份跟四月份
[17:29] 我基本上认为都应该还是会维持
[17:31] 比较明显的成长
[17:34] 所以我觉得在这个
[17:36] 二月份已经说能够交出亮眼成绩
[17:39] 当然这些族群的部分
[17:40] 我觉得如果说你现在呢
[17:43] 这个手中还有这个
[17:45] 闲置的资金的话
[17:46] 想要再找标的
[17:48] 我觉得这些的一个个股
[17:50] 可以去做留意
[17:51] 因为我也常讲了
[17:53] 明明在下跌的时候
[17:54] 去检个股感觉上真的是很
[17:56] 就是紧张的行为
[17:58] 但是一旦反弹
[17:59] 你也可以看到个股可能动不动
[18:01] 就一个反弹是给你涨停
[18:03] 这种感觉是你去检ETF
[18:05] 比较感受不到的
[18:06] 虽然最近的ETF也很猛
[18:08] 昨天我有提到991A
[18:10] 981A都可以跌到8%那么多
[18:12] 那今天当然两档都随之反攻
[18:14] 尤其像991A
[18:15] 因为这个它的记忆体含金量比较高
[18:19] 所以今天它的反攻的速度也很快
[18:21] 那最近我也跟大家分享说
[18:23] 我也会去捡一些
[18:24] 可能跟美国相关的
[18:26] 例如说像988A
[18:27] 它就是在美国挑比较创新
[18:30] 或是波动度比较高的股票
[18:31] 它今天一度涨快9%
[18:34] ETF可以这样一弹
[18:36] 弹快一个停板
[18:37] 而且不是杠杆型的
[18:39] 真的是超猛
[18:40] 当然美股有美股的好处
[18:42] 是说他们没有涨低幅限制
[18:43] 然后坏处也是好处
[18:45] 所以才会有一档ETF
[18:46] 可以今天一反弹
[18:47] 弹最高有到9%以上
[18:49] 其实ETF现在也蛮刺激的
[18:51] 不过个股的魅力
[18:53] 就是这个样子
[18:54] 刚刚在讲到
[18:54] 二运营收好的过程中
[18:56] 有人就会想到
[18:57] 可怜的金居
[18:58] 我也觉得可怜的金居
[18:59] 怎么讲
[19:00] 因为之前婉婷来
[19:01] 我们在聊
[19:02] 其实上游破千步的扩产
[19:03] 她是觉得会比较容易
[19:05] 比较快一些达到平衡
[19:07] 但同博的话
[19:08] 供应的厂商真的比较少
[19:09] 但是台湾两家同博厂
[19:12] 一家金居
[19:12] 是真的有做到高阶同博
[19:14] 一家荣科
[19:15] 现在一般的标准品同博
[19:17] 它也拿到了
[19:18] 可以获利的契机
[19:19] 也有涨价
[19:20] 但荣科就是在
[19:21] 平轉虧為盈比較轉畸形
[19:23] 大家看看喜不喜歡
[19:25] 那金狙就是怎樣
[19:26] 一直被關一直被關一直被關一直被關
[19:28] 昨天有人也是留言跟我說
[19:29] 金狙都跌到230了
[19:31] 對啊
[19:32] 可是他就是20分鐘分盤裡面讓人不喜歡的就是籌碼不喜歡的標的會變成是這个样子光盛也是啊2500跌到1700很可怕耶很可怕
[19:44] 但是我没有不喜欢光盛
[19:45] 我反而觉得
[19:46] 现在我就在看光盛
[19:47] 但是20分钟分盘这件事情
[19:49] 就一定会给我阻止
[19:50] 阻力说实话
[19:51] 就是没有那么积极啦
[19:53] 圈钱啦
[19:54] 然后等你20分钟后告诉我
[19:56] 我可以买到还是不能买到
[19:57] 超级烦
[19:59] 我以前去买20分钟
[20:00] 真的是觉得超级烦
[20:01] 那警局也同样道理
[20:03] 跌到230
[20:04] 今天还在跌
[20:05] 是不是相对之下
[20:06] 又更便宜了
[20:07] 可是你要圈钱
[20:08] 然后你又不知道
[20:09] 你往下挂
[20:10] 要挂哪里
[20:11] 这就让人家觉得很讨厌
[20:13] 所以没办法
[20:14] 如果他动不动就分盘
[20:16] 我觉得一般的散户投资人
[20:17] 就只好把它当成是
[20:19] 点心
[20:20] 就是他不错
[20:22] 可是你买不多
[20:23] 因为你买多肯定烦
[20:25] 出也出不掉
[20:26] 买也买不进来
[20:27] 所以这个就是他们的限制
[20:29] 那我记得前几天
[20:31] 是刚破月线的时候
[20:32] 我就有先捡一批嘛
[20:34] 那当然昨天叠两千多点
[20:36] 大家也知道
[20:36] 我可能有去买小台机
[20:37] 就是一个胆小鬼
[20:39] 只有买小台机
[20:40] 那朋友是买大台机
[20:42] 就是买真正的台机
[20:43] 起货跟现股的
[20:44] 其中有一位短冲战神
[20:47] 昨天来上节目的
[20:48] 他早盘开高期
[20:49] 他就有把部分的台机卖掉
[20:51] 这是个人的选择
[20:52] 个人的选择
[20:53] 那我刚才有跟韦泰说
[20:55] 现在有一些小股神
[20:57] 就是中错我就买
[20:59] 上涨就卖
[21:00] 我不说云翔哥
[21:01] 云翔哥他就是大股神
[21:02] 他厉害的地方
[21:04] 但是一般的散用朋友
[21:05] 适不适合这样做
[21:07] 我觉得如果你真的在这一波
[21:08] 很有抓到节奏感
[21:10] 我当然觉得
[21:10] 我没有意见
[21:11] 当然很适合
[21:12] 可是以我来说
[21:14] 像我今天小台机
[21:15] 就没有顺势把它卖掉
[21:17] 但是我终究
[21:18] 毕竟这个是有点开杠杆
[21:20] 用个股期的话
[21:21] 我终究会在这几天
[21:22] 可能会把它卖掉
[21:24] 但是现股
[21:25] 现股的部分
[21:26] 我去买ETF的部分
[21:28] 我不会这样子来做操作
[21:30] 我还是希望他能够在比较合理的价位
[21:33] 就开始建立起足够的部位
[21:36] 因为如果你有足够的部位
[21:38] 未来在上涨的时候
[21:40] 你才能有足够的获利
[21:42] 那像现在短线玩这种反弹
[21:44] 大户当然也有赚到他足够的获利
[21:46] 可是像我这种比较谨慎的啦
[21:48] 或是一般人你的资金真的比较少的啦
[21:50] 你的获利就算有啦
[21:53] 也很少
[21:54] 对
[21:54] 也不会太多
[21:56] 因为本就没有那么大嘛
[21:57] 对不对
[21:58] 然后心情也容易紧张
[21:59] 所以我还是觉得要累积部位
[22:01] 为一个比较优先
[22:02] 那回到为什么一跌破月线
[22:04] 我就建立持股
[22:05] 然后昨天可能也有减嘛
[22:07] 对不对
[22:07] 除了台积之外
[22:08] 主动式的ETF
[22:09] 我还是照样的有减
[22:11] 因为我不能确定
[22:14] 这一次的情况
[22:16] 会不会就在川普发个口讯
[22:18] 就突然之间百花齐放
[22:20] 通通喷上
[22:21] 我真的不确定哦
[22:22] 因为昨天有特别聊到
[22:23] 油价是一个经济的杀伤力
[22:25] 可是它可能会是一个短线的原因
[22:27] 目前在总经的环境上面
[22:29] 并没有明确的经济走弱的现象
[22:33] 昨天景气灯号开出来
[22:34] 依旧是一颗红灯
[22:36] 我们可以密切的注意景气
[22:38] 有没有可能从高档翻转
[22:40] 但必须讲这一次的下杀
[22:42] 完全比较着重在
[22:44] 就是川普的喊话
[22:46] 美医的拖那么久
[22:47] 油价的爆喷
[22:48] 当然有一个小警讯
[22:50] 就是上个礼拜
[22:50] 美国的就业数据是不理想的
[22:52] 所以我们会不断的密切看看
[22:54] 这一些在经济数据上
[22:57] 如果转弱
[22:58] 我可能就会拉长战线
[23:00] 对
[23:00] 我可能就不会说
[23:02] 就是只要有大跌
[23:03] 我就立刻加码加码加码
[23:05] 我可能就把战线
[23:06] 拉得稍微再长一些些
[23:08] 但因为目前
[23:09] 还是在这样的一个震荡盘的话
[23:10] 我就会变成
[23:11] 大跌2000点
[23:12] 为什么不买一点呢
[23:13] 破了月线
[23:14] 甚至之后你也不排除破季线
[23:16] 你就再买一点啊
[23:17] 对我来说
[23:18] 我的策略是要累积
[23:19] 一些比较便宜的部位
[23:21] 避免等一下又变成33000
[23:24] 34000 35000
[23:24] 大家说我都没有
[23:26] 我都卖飞
[23:26] 何苦呢
[23:27] 如果真的现在建了
[23:28] 往上跑
[23:29] 你可以停利
[23:30] 对你有选择嘛
[23:32] 那往下你还是有现金
[23:33] 你就继续慢慢往下建
[23:35] 你觉得信得过的东西
[23:36] 这就是为什么
[23:37] 我会在第一时间就
[23:38] 开始陆续做加码的原因
[23:40] 这是我的理由
[23:41] 那不晓得韦泰觉得
[23:43] 同意赞成
[23:45] 因为我本身在昨天
[23:47] 我其实我有建议或提醒
[23:50] 想要去做短线的
[23:52] 我的学生们
[23:53] 你可以去建
[23:54] 有些台积电这样子的好公司
[23:57] 但是我自己没有
[23:59] 因为我对于这种
[24:00] 你比我还懒
[24:01] 对对对
[24:02] 其实真的真的
[24:03] 以前我们在券商的时候
[24:04] 这种情况是一定会去下
[24:07] 一定会下手的
[24:08] 因为搞不好一不小心就买爆
[24:10] 以前真的很冲很赌
[24:12] 但现在已经要补回了
[24:13] 所以现在才叫黄金又下潮
[24:15] 现在是教练
[24:17] 对OK
[24:18] 那另外一个补充就是说
[24:21] 其实美国股市的部分
[24:23] 美国股市其实在昨天是有直跌反弹
[24:27] 没错
[24:27] 但是说实话
[24:29] 美国股市的现行
[24:30] 也没有台北股市好看
[24:31] 没错
[24:31] 他们还是一个落差
[24:33] 美国股市还是比较丑
[24:35] 对
[24:35] 所以我觉得真的要等到我出去大买的时候
[24:40] 大概我可能会看到
[24:42] 美国股市真的已经止稳了
[24:44] 这部分我可能会比较
[24:46] 比较愿意去做一个比较大胆的买进
[24:49] 因为美国股市只要不稳
[24:51] 基本上外资动不动
[24:52] 就可能会反手去卖超台北股市
[24:56] 那一旦他卖到台北股市
[24:58] 那这个指数的部分
[25:00] 可能也就会受到这个波动
[25:02] 所以我可能会再多看一个
[25:05] 就是说除了这个融资于减肥之外
[25:08] 我可能还会去看一下
[25:09] 就是在外资的部分
[25:11] 那讲到三大法轮外资
[25:13] 其实今天下午刚刚公告出来的外资
[25:16] 今天还是卖超
[25:17] 今天卖超250亿
