[00:00] 欢迎收听赵华与古惑仔第1115集
[02:35] 对不对
[02:35] 然后来写文章做影片
[02:38] 那我必须跟大家讲
[02:40] 因为明翰本来就是
[02:41] 礼拜天会出影片的
[02:42] 对刚刚好公奉其胜
[02:44] 但是我觉得更重要的是
[02:45] 上个礼拜三四五的时候
[02:47] 盘面已经出现一些变化
[02:48] 那个时候就要去思考
[02:50] 自己手中持股杠杆
[02:52] 或者是压得太满
[02:54] 等等之类的
[02:55] 有没有要做一些调整的必要
[02:57] 因为毕竟台股一口气
[02:58] 冲到四万六千五
[03:00] 再回档
[03:00] 你会隐约已经闻到一些些气味
[03:03] 是可能会震荡的
[03:05] 那我礼拜天看到明汉的影片
[03:07] 我觉得是最清楚
[03:08] 最直球对决的
[03:10] 怎么讲呢
[03:11] 就是一个一个拆弹
[03:13] 博通的财报
[03:14] 觉得不是什么大问题
[03:16] 升息的预期
[03:17] 觉得连个影子都还没有
[03:18] 原油价格也还没有上去
[03:20] AI也没有什么泡沫化的
[03:22] 我看完之后会觉得说
[03:25] 这个礼拜一就是要进去剪
[03:28] 不一定要剪到叠庭版
[03:30] 但是就应该买第一批
[03:31] 当然我本来计划也是如此
[03:33] 应该这样讲
[03:35] 那个礼拜六我一醒来
[03:37] 我是蛮意外的
[03:39] 因为应该这样讲
[03:41] 尤其是六日
[03:43] 我感受得到
[03:44] 就是大家市场的氛围
[03:45] 光看新闻面几乎打开
[03:48] 大家都在看那个台子旗叠的这么重
[03:51] 所以大家知道离败一定很惨
[03:53] 那市场氛围不断地扩散
[03:55] 可是我心里在想
[03:57] 我现在很纳闷
[03:58] 到底有什么好恐惧的
[04:00] 不是 我还没有办法像你这样子
[04:02] 我们结论而言
[04:04] 我还是回过头来
[04:06] 我觉得这几年真的
[04:07] 投资人要做到一个改变
[04:08] 你的投资就会非常顺利
[04:10] 我一直讲
[04:10] 不要去看股价
[04:13] 因为现在有一个问题
[04:15] 因为从AOAI来
[04:17] 现在的股价走势是极度疯狂
[04:19] 所以他常常讲
[04:22] 这真的是老人与狗的这个问题
[04:23] 就是说中间会有落差
[04:26] 是主人与狗不是老人与狗
[04:28] 对是老人与海
[04:29] 好对不起
[04:30] 主人与狗的问题
[04:32] 我们这样讲
[04:33] 就是说正常来讲
[04:34] 投资人的习惯会回到以前
[04:37] 他不知道说
[04:38] 因为你涨太多
[04:40] 所以偶尔会出现很夸张的落差
[04:42] 但是很夸张的落差
[04:44] 纯粹就是落差
[04:45] 真的不代表一定有什么事情出现
[04:48] 我常常讲我个人感受就会经过关税
[04:53] 经过这个所谓的战火
[04:55] 就是美伊战火了
[04:57] 那个礼拜五根本什么都不是
[05:01] 我个人会觉得我醒来我会觉得很纳闷
[05:03] 然后我可以理解
[05:05] 我就我先讲一开始你要先了解到底问题在哪里
[05:11] 因为我常常讲的在叠
[05:13] 你在分析说要叠到哪里
[05:14] 或者说到底要怎么动作
[05:16] 常常也很大的问题是
[05:18] 你根本都不知道到底是谁杀你
[05:20] 你怎么来解决问题
[05:21] 就是你一定要找到凶手
[05:23] 你才有办法知道说
[05:25] 到底会跌多少
[05:26] 到底该怎么做
[05:27] 那我觉得很纳闷的是
[05:30] 我觉得随便看了一周
[05:33] 根本就没有凶手
[05:34] 因为讲很多理由
[05:36] 我觉得理由都不对
[05:37] 因为我常常讲的
[05:39] 股市是不会给你时间跑的
[05:41] 如果利空来
[05:42] 是不可能给你时间跑的
[05:44] 会直接灌杀
[05:45] 对 直接灌杀
[05:46] 就是说平常没事就没事
[05:48] 没事没事
[05:49] 事情一来
[05:50] 他是不可能给你时间跑
[05:51] 你要记得一件事情
[05:53] 门就只有一个
[05:54] 所有在里面要往外冲
[05:56] 为什么要让你先跑
[05:57] 凭什么为什么
[05:58] 你想跑我也想跑
[06:00] 就为什么要给你先跑
[06:01] 所以大家都是很公平的
[06:03] 就是门时间到
[06:04] 就是这么残忍
[06:05] 所以结论那个时间点
[06:08] 就可以知道
[06:08] 其实最后
[06:10] 为了要让这个合理化
[06:12] 所以最后怪罪的凶手
[06:14] 一定就是非农
[06:15] 但是实际上我看了非农就很意外
[06:18] 因为我当然解释了很多
[06:21] 但是解释很多
[06:22] 每个人的说法都不对
[06:25] 那我常常讲
[06:26] 我们之前我在达恩秀也常常提到
[06:29] 一个很简单的观念
[06:31] 就是有问题
[06:32] 他不会给你黑黑棒
[06:34] 就这么简单
[06:35] 就是他不会给你
[06:36] 一开盘就直接跌停了
[06:40] 就会有跳空线
[06:42] 一定会有一个很大的破口
[06:44] 对缺口就是简单的
[06:46] 就是一定是直接往下跳
[06:48] 大家都不要跑
[06:49] 就是说的人
[06:51] 你谁叫你那么乐观
[06:52] 你要买在高点
[06:53] 只有隔天直接就开低
[06:55] 那美股不是啊
[06:57] 它就是开小跌
[06:59] 然后一路往下一路往下
[07:01] 其实简单道理
[07:03] 我常常
[07:04] 这个也是一个很基本的观念
[07:06] 就是未来你只要看到长黑K
[07:08] 就是告诉你
[07:10] 大家是在盘中
[07:12] 才陸續踩踏所導致的
[07:15] 當然以前的觀念就是高檔長黑K
[07:19] 是一個很嚴重的訊息
[07:21] 是因為以前所謂長黑K是從籌碼面解讀
[07:25] 就是說漲很多了
[07:28] 人家有錢的很早就買了
[07:30] 然後漲到上面利多出來了
[07:33] 那個最大戶跑了出現一個長黑K
[07:36] 後續就沒有人再買就持續下跌
[07:39] 問題那是以前沒有數字的時候
[07:41] 现在AI人家能够
[07:43] 获利再创高
[07:44] 所以我根本不管你
[07:45] 上面出现什么黑黑棒
[07:48] 过两三天又把你黑黑棒吞掉
[07:51] 再往上走
[07:52] 所以你可以看到
[07:54] 之前的美伊战火
[07:56] 或者是关税
[07:57] 当板子一拿出来的时候
[07:59] 他不会给你黑黑棒的
[08:01] 他就直接就跳了
[08:02] 就往下就冲了
[08:03] 或者是你说开战了
[08:05] 就直接往下跳
[08:06] 礼拜五那个很明显就是
[08:09] 就是互相踩踏而已
[08:11] 那我會從黑K棒要跟大家講
[08:13] 大家又不能理解
[08:14] 因為大家觀念還在那個以前
[08:17] 我只好一個一個拿數據給大家看
[08:20] 這個數字因為
[08:22] 我覺得最後所有的問題
[08:25] 我會發現大家都講同一個故事
[08:27] 就是17.2萬人
[08:29] 跟大家原本的差距在哪裡
[08:32] 那我會覺得
[08:33] 最後的關鍵點
[08:35] 你沒有看到那個圖形
[08:37] 當你看到那個圖形
[08:38] 以前長什麼樣
[08:40] 現在在哪裡
[08:41] 很多東西自然就可以採解出來
[08:43] 因為如果你沒看到整個圖形
[08:45] 你不知道之前的新增人數怎樣
[08:48] 這是一件事情
[08:49] 或者在講說
[08:50] 美債殖利率有走高
[08:52] 是不是要升息了
[08:53] 美債殖利率走高也不多
[08:55] 要升息也沒有
[08:56] 所有講的故事都是
[08:58] 如果就故事是合理的
[09:01] 但是所有的數字都告訴你
[09:03] 其實根本就沒發生
[09:04] 當然不代表說未來沒發生
[09:07] 但無論如何
[09:07] 现在就不应该股市跟基本面搭配
[09:11] 就是不对
[09:12] 所以代表着
[09:13] 我当然也不敢讲说
[09:15] 结论对我而言
[09:17] 我可以肯定的就是
[09:18] 低点距离现在一定不远
[09:21] 但是我也不敢讲说
[09:23] 是不是礼拜一就一定是最低点
[09:25] 但我会觉得
[09:26] 礼拜一如果还不买
[09:28] 你未来不见得买得到
[09:29] 这过往的经验
[09:30] 尤其是当还没开盘就知道
[09:35] 礼拜一的跌点一定是历史前几大
[09:38] 我又摊开给你看历史前几大
[09:40] 当你最恐怖的时候
[09:41] 其实就是低点
[09:43] 这几乎是每一次不会错的一个论点
[09:46] 所以只能跟大家讲就看你信不信
[09:49] 我又不管信不信
[09:50] 反正礼拜一我是一定买的
[09:53] 那大家我也跟你讲
[09:54] 我也不知道低点会在哪
[09:56] 但是我分四五比
[09:57] 我很有信心
[09:58] 我每买完钱一定会往上翻
[10:02] 因为我可以确认它这个架构来讲
[10:05] 絕對不可能
[10:06] 我們不要講對等關稅
[10:08] 我只能說他連那個三月的戰火
[10:10] 都不可能去對比
[10:12] 因為這個都是小事情
[10:13] 應該說回過頭來
[10:16] 升不升息重不重要
[10:18] 我一直強調升息是很重要
[10:19] 升息對股市的壓力是大的
[10:21] 但是現在的問題
[10:22] 不是說我輕忽升息
[10:24] 現在是問題是
[10:25] 那個升息根本就
[10:27] 還沒有任何一點點跡象
[10:29] 大家有點過度反應
[10:30] 這是我個人的觀點
[10:32] 所以我常常講的
[10:33] 從現在這麼高的位階
[10:36] 很大幅的震盪
[10:38] 而且出現沒有原因就出現大幅下跌
[10:41] 我覺得是很合理的
[10:43] 但是當那個時間點其實是一個機會所在
[10:46] 所以最後應該說到最後
[10:49] 自己要拿捏自己的這個操作原則
[10:52] 應該說我覺得當然最好還是就是不槓桿
[10:56] 那有資金盡量壓大
[10:59] 我常常講的就是維持高持股
[11:01] 這個是我覺得很好的一個策略
[11:03] 当然如果你要杠杆
[11:05] 就变成可能要分批
[11:06] 最起码让你的这个成本
[11:09] 有一点安全范围再拉大
[11:11] 否则你一次资金大量买在高点
[11:14] 你受不了这种震荡
[11:16] 我觉得才是比较重要的关键
[11:18] 好 因为我们把前面几次
[11:21] 跟大家再复盘一下
[11:22] 因为不见得昨天大家都有听到
[11:24] 我跟汉维在聊
[11:25] 那今天明汉来
[11:26] 我们把这个严重性
[11:28] 跟大家来分享一下
[11:29] 其实对等关税之前
[11:31] 还有一次杀盘
[11:31] 不晓得大家记不记得
[11:33] 在2024年
[11:34] 我记得是一天好像跌1800点
[11:36] 也是史上没有看过这么大的跌点
[11:38] 因为那时候股票未接
[11:39] 还不是那么高
[11:40] 那跌什么
[11:41] 好像是跌挥打的财报
[11:44] 挥打财报出来
[11:45] 华尔街就觉得
[11:46] 我给你的预期是非常高的
[11:48] 你这样的财报
[11:49] 我还没有办法接受
[11:50] 然后这样AI就要泡沫了
[11:52] 代表你的资本支出
[11:54] 可能得不到回收
[11:55] 所以你财报没有非常的亮眼
[11:57] 然后别人有一些ASIC
[11:58] 可能会分食你的GPU市场
[12:00] 等等的疑虑传出来
[12:02] 忽然之间美国的科技股就大崩跌
[12:05] 然后台股也跟着大杀两天
[12:08] 大杀两天
[12:09] 那一次其实我也是有点小紧张
[12:11] 因为大家知道没有经验
[12:12] AI这次上来
[12:14] 那一次的沙盘是想说
[12:15] 对啊从2023涨上来也涨了一两年了
[12:18] 多头走了一两年
[12:19] 好搞不好真的泡沫了
[12:20] 会不会像这个网络泡沫什么的
[12:22] 但那时候也有做分享
[12:23] 跟网络泡沫还是不一样
[12:25] 因为涨的是美股七巨头
[12:27] 美股七巨头谁没钱
[12:28] 大家都非常有钱
[12:30] EPS都非常的高
[12:31] 所以当时的沙盘就觉得
[12:33] 有可能是虚惊一场
[12:35] 那当然你看2024年到现在
[12:37] 又过了快要两年了
[12:38] 是不是AI的蓬勃发展跟资本支出
[12:40] 就变得更庞大了
[12:42] 那一次之后
[12:43] 当然就出现的是对等关税
[12:45] 那真的叫做
[12:46] 我们都很认可的黑天鹅
[12:48] 谁也没想到会突然
[12:50] 前一天我们还在放清明节廉价
[12:52] 就突然拿出了一张莫名其妙的纸
[12:56] 然后上面的对等关税
[12:57] 是大家没有想过的高数字
[12:59] 这是真正的黑天鹅
[13:00] 所以连续三天跌停
[13:02] 但三天跌停之后
[13:04] 我觉得川普就展现了
[13:06] 他真的很能操控市场的能力
[13:08] 再加上AI的发展没有停止
[13:11] 所以对等关税
[13:13] 应该是近两三年来
[13:14] 最严重的一件事情了
[13:16] 那再上一次就是疫情了
[13:18] 可是疫情产生了不同的情况
[13:19] 我被AI打人认可了
[13:21] 猜解得很清楚
[13:23] 三月的战争
[13:26] 我们都觉得是有一点压力的
[13:28] 因为它造成了油价涨到120块以上
[13:32] 这个蛮惊人的
[13:34] 因为通膨如果是因为经济繁荣的通膨就算了
[13:38] 可是如果是因为战争地缘政治影响
[13:40] 油价上来的
[13:42] 它就有可能导致你的景气不一定跟得上这个通膨
[13:45] 它就可能变成所谓的恶性通膨也好
[13:47] 或是不理想的通膨
[13:48] 你要为了解决这个事情
[13:50] 导致要升息就是一个不好的现象
[13:52] 因为不是因为景气非常热络
[13:55] 所以我们那时候我们在观察
[13:56] 美伊战争的状况
[13:57] 这确实是一个比较大的事件
[13:59] 但是我觉得那个时候
[14:00] 我还是觉得
[14:01] 我们台湾结出来的第一季
[14:03] 那时候可能是一二月的成绩
[14:05] 都好到烂
[14:06] 过一个年假都好到爆炸的
[14:09] 一个成绩是底气
[14:11] 所以下来还是站在买方
[14:13] 可是密切观察油价
[14:15] 但后来又是川普
[14:16] 又讲说我们跟伊朗和谈
[14:18] 伊朗有没有承认这件事情
[14:20] 油价慢慢地控制下来
[14:22] 所以对比起这两次
[14:23] 到了现在
[14:24] 唯一唯一
[14:25] 我觉得小疑虑的
[14:26] 刚有跟敏汉在讨论
[14:28] 就是指数已经来到了
[14:29] 46500点
[14:30] 但是是不是要那么care
[14:32] 指数在哪里呢
[14:33] 乖离率也许是
[14:35] 你会比较在意的
[14:36] 就是跟月线或季线的乖离率
[14:39] 拉得相当高
[14:39] 那现在修正了
[14:41] 你觉得现在修正下来了
[14:42] 乖离率的疑虑有拿掉了吗
[14:44] 有
[14:45] 每一次的拉回
[14:46] 确实对这个乖离率
[14:48] 是一个非常有帮助
[14:50] 当然说这一次
[14:51] 连月线都没碰到
[14:53] 但是比较好的现象就是说
[14:55] 这个废办的部分是有回去摸到月线
[14:58] 但是老实讲真的时间很短但是这个也是我必须要持续跟进的地方因为以前我的觀念就覺得摸到真的那麼高拉回他就得摸到月線之外
[15:10] 通常在月線他會整理一段時間
[15:12] 但是今年以來
[15:15] 他摸到他連整理時間都不給你
[15:17] 就是不超過兩天就又轉強往上衝
[15:21] 所以我也覺得這個真的要與時俱進
[15:24] 就是說這個不斷的變化
[15:27] 現在的架構就是真的太高
[15:29] 还是得修正
[15:30] 而且修正的过程当中
[15:32] 所以我常常讲
[15:33] 我会觉得
[15:34] 就简单而言
[15:35] 就是必须
[15:36] 真的要了解
[15:38] 然后最后才会有信心
[15:40] 才有办法去
[15:40] 有效的操作
[15:42] 那刚刚也提到
[15:43] 这个其实
[15:44] 这个对
[15:46] 我觉得对投资的角度
[15:47] 是好的
[15:48] 就是我们在讲这些
[15:49] 不利因素
[15:50] 是不断的缩减
[15:52] 就这一段时间
[15:53] 真的最严重
[15:53] 真的是关税
[15:54] 关税
[15:55] 当时关税
[15:56] 然后再来真的就是
[15:57] 这个战火
[15:58] 然后到这一次
[15:59] 这次又更低
[16:00] 我简单而言的概念
[16:02] 为什么会有不同
[16:03] 就是说
[16:03] 你要知道他的川普背后的
[16:06] 最重要的关键
[16:07] 因为这次的战火
[16:09] 绝对不如去年
[16:11] 是因为战火的部分
[16:12] 他要的从头到尾都是政治
[16:14] 他要的只是希望
[16:16] 不要有这个核弹
[16:18] 所以你要记得
[16:19] 他所有的赌注
[16:20] 就是美国经济
[16:21] 美国经济一定
[16:22] 他不会让他搞烂
[16:24] 这是一开始出发点
[16:25] 还有美债
[16:26] 对
[16:26] 可是有一个问题
[16:27] 当时关税
[16:28] 他要的是钱
[16:31] 所以他两个会去拉扯
[16:33] 那他到底从关税
[16:36] 你可以拿到多少好处
[16:37] 没办法计算
[16:37] 而且他在想
[16:38] 想什么不知道
[16:40] 他为了钱
[16:41] 他会付出更大的代价
[16:43] 来跟你赌
[16:43] 我相信
[16:44] 所以当时的压力是最巨大的
[16:46] 这一次他最后只换的
[16:48] 希望伊朗的部分不要核弹
[16:51] 但是无论如何
[16:52] 他不会用他的经济去换
[16:54] 这也是很合理
[16:55] 所以风险就比关税小很多
[16:57] 这次就是纯粹是市场脑补了
[17:00] 什么都没有
[17:01] 因为大家最后都是
[17:02] 科市长多回迭
[17:03] 技术性修正
[17:05] 对技术性
[17:05] 真是纯粹就是技术性修正
[17:07] 但是我常常讲的问题就在这里
[17:09] 就是当在回档的时候
[17:11] 市场都会讲一个故事塞给他
[17:15] 尤其是最后就是当天
[17:17] 发生什么事情就只能是他了
[17:20] 我就讲
[17:20] 这个普通就更夸张
[17:22] 因为明明老实讲
[17:24] 这一样的问题
[17:25] 就是财报跟涨跌
[17:27] 这几年也大家看到了
[17:29] 我最简单来讲就是
[17:31] 辉达台积电
[17:33] 这次的法说也都很好
[17:36] 隔天也没涨还在跌
[17:37] 那代表说不好吗
[17:39] 等你一个礼拜之后
[17:40] 你就发现人家又创高
[17:42] 所以你不能用股价来去解读
[17:45] 它的现实状况
[17:47] 我一直讲博通是好的
[17:49] 它跌
[17:51] 博通真的状况是好的
[17:53] 而且所有的人都在同一艘船上
[17:56] 他又是滋優生
[17:57] 他会跌是因为涨
[17:59] 不是因为他不好
[18:01] 所以再加上时间点也不对
[18:03] 人家是礼拜四的事
[18:04] 美股跌的是礼拜五
[18:06] 你总会拿他来当借口
[18:08] 所以简单而言
[18:10] 你会信就代表你认为
[18:12] 股市是没有效率
[18:13] 错
[18:14] 股市是非常有效率
[18:15] 我这个可以另外再开一集话题
[18:18] 就是股市到底有没有效率
[18:19] 我们是效率市场吗
[18:21] 对
[18:21] 可是我觉得我们只是半效率市场
[18:24] 对
[18:24] 但美股可能效率会比较好
[18:26] 它没有涨跌幅限制
[18:27] 对 应该这样讲
[18:28] 你说没有效率是看
[18:30] 最主要架构
[18:31] 没有效率是什么
[18:32] 比如说这两天就知道没有效率
[18:35] 因为明明经济在往上
[18:38] 为什么会有这个东西
[18:39] 中间有一点点下杀
[18:41] 很短的时间我是相信的
[18:43] 但长期而言
[18:44] 其实它一定是跟着你的基本面
[18:47] 走同方向
[18:48] 但偶尔长多了
[18:50] 总是在里面
[18:51] 而且尤其是
[18:53] 我觉得或者是反过头来
[18:56] 绝大部分的人是无法这么的理解
[18:59] 这个我也认同
[19:00] 所以当大家互相踩踏的时候
[19:04] 就会出现一些比较不合理的现象
[19:06] 但是最后是这样子
[19:08] 如果你能够理解
[19:09] 你就变成相对而言就具有一点优势
[19:12] 我觉得是这个架构
[19:14] 所以我常常讲
[19:16] 回过头来
[19:18] 尤其是我觉得这个礼拜
[19:20] 是一个非常经典的例子
[19:22] 就是股市在下跌
[19:25] 当你把这个东西放大
[19:26] 可是有一个很大的问题
[19:28] 就是说如果我们举个例
[19:30] 就是这件事情发生
[19:32] 如果我们把前段刚好
[19:34] Computex跟台积电股东会拿走
[19:37] 那上一次放讯息
[19:39] 可能已经隔了
[19:40] 比如说一两个月了
[19:41] 那你这个时候说
[19:43] 是不是有什么变化
[19:44] 也许我觉得还有点
[19:46] 我们还有讨论空间
[19:47] 上礼拜的Computex
[19:49] 黄仁勋这个魏哲家才出来
[19:52] 什么该讲都刚讲完而已
[19:55] 他们说因为人走
[19:56] 黄仁勋的人查量
[19:58] 问题是人家讲完
[20:00] 也不过才两天而已
[20:02] 你就认为是反转了
[20:04] 所以我就说
[20:05] 为什么相对而言比较容易有
[20:07] 我真的相对看起来
[20:09] 比较容易有自信
[20:10] 就是你猜解就可以知道
[20:12] 这个前后逻辑是矛盾的
[20:14] 好 明翰刚才讲一句话
[20:16] 我觉得非常重要
[20:17] 刚讲完才两天
[20:18] 你就觉得事情不一样了
[20:20] 对啊
[20:20] 我觉得这个事情
[20:21] 也是我的一个基本核心
[20:22] 就是我有时候讲一些观念
[20:24] 例如说六日到底
[20:25] 我们是不是应该要
[20:26] 跟大家say something
[20:27] say something是照顾大家的情绪
[20:29] 可是不是改变我们的看法
[20:31] 如果有人在之前的看法
[20:32] 跟六日的看法
[20:33] 就因为跌了
[20:34] 完全相反
[20:35] 那这个人的看法
[20:36] 就不值得采信
[20:38] 我的朋友都没有
[20:39] 我的答案朋友都没有
[20:41] 包括我自己没有
[20:42] 因为我们六日出来讲
[20:45] 刚好你是要录影片
[20:46] 我是真的是因为知道
[20:47] 大家会担心
[20:48] 就稍微写一下
[20:49] 可是所有的对策
[20:50] 逻辑没有因为
[20:52] 礼拜五的夜盘大跌
[20:54] 有任何的改变
[20:55] 除非我有写到
[20:57] 今天联准会真的告诉你
[20:58] 华许6月17号开完会
[21:00] 告诉你很偏阴
[21:02] 真的可能要考虑成席
[21:03] 我觉得市场会吓到
[21:04] 如果他真的这么说
[21:06] 然后再来当然
[21:07] 博通我的想法
[21:08] 就没有像明翰
[21:09] 这么样的直观
[21:10] 我承认他
[21:11] 缴出来的财报很好
[21:12] 但我也在观察这家公司
[21:14] 这家公司讲展望的时候
[21:15] 他相对比较保守
[21:17] 我觉得
[21:17] 他不像黄仁勋
[21:19] 这么会去描绘的远景一片大好
[21:23] 而且他不在描绘自己的远景
[21:25] 他是描绘整个AI很便宜
[21:27] 大家都百花齐放
[21:28] 台湾厂商会很忙什么的
[21:30] 博通比较就是就事论事
[21:32] 所以我觉得他的展望
[21:33] 会让市场比较
[21:34] 没有那么兴奋的情况下
[21:35] 在遇到美股已经涨很多
[21:37] 而且博通之前涨很多
[21:38] 所以他就会出现一个
[21:39] 比较明显的回调
[21:41] 那我觉得这也是我学习到的
[21:42] 因为我可能都会认为
[21:44] 你只要是美股七巨头
[21:45] 你只要是美股的大厂
[21:46] 你都要像华人讯一样会讲话
[21:48] 事实上不是
[21:49] 有的人可能很碰红
[21:50] 有的人可能相对就是稳健的
[21:52] 就像大力光老实说
[21:54] 所以他只要讲出一点点好
[21:56] 大家就觉得很好了
[21:57] 像大力光今天上庭
[21:58] 因为他现在讲话有比较偏正面
[22:03] 真的不容易解读
[22:04] 然后美系外资又跳高
[22:06] 大力光的目标
[22:07] 降到大概快要5300块钱
[22:08] 都给他很大的助力
[22:10] 我觉得今天很多的外资报告出来
[22:12] 也是在证实这件事情
[22:13] 就是AI其实没有什么问题
[22:16] 那为什么不在上礼拜
[22:18] 我出了好片
[22:19] 都在今天看到
[22:20] 一拖拉裤的报告
[22:21] 那如果AI没有什么问题
[22:24] 接下来还有没有什么
[22:26] 这样子震荡的机会
[22:27] 因为之前你也跟我讲过
[22:29] 其实像今天大涨
[22:30] 你不会很喜欢
[22:31] 在大涨的时候来
[22:32] 你比较喜欢在大跌的时候来
[22:34] 如果可以选择的话
[22:36] 那接下来还有没有
[22:38] 什么样的引游
[22:39] 例如说接下来有CPI
[22:40] CPI看来也会高
[22:42] PPI可能也会高
[22:43] 就制造者的物价指数
[22:45] 也会高
[22:46] 消费者的物价指数也会高
[22:47] 下礼拜当然就重头戏
[22:49] 就是所谓联准会的
[22:50] 利率决策会议
[22:51] 然后再来
[22:52] 当然10号
[22:53] 有所谓台移电的营收要出来了
[22:55] 接下来大家陆陆续续
[22:57] 也要出席了
[22:58] 对不对
[22:58] 搞不好出席前
[22:59] 拉一拉会出席后贴席
[23:00] 这些里面的变数
[23:02] 你会最关注哪一些
[23:03] 让我们的听众
[23:05] 可以提早做准备
[23:06] 刚刚你在沿路讲
[23:08] 我发现你好像都在暴力一拖
[23:10] 是我自己觉得
[23:11] 烦欸
[23:11] 真的啊
[23:12] 我觉得真的
[23:13] 我只是把要接下来
[23:14] 发生的事情讲出来
[23:15] 他说暴力多
[23:16] 对啊我觉得
[23:16] 我们先这样讲
[23:17] 唯一可能大家比较担忧
[23:19] 而且比较可能再讲滑雪的部分
[23:22] 好我应该这样讲
[23:22] 讲联准会
[23:23] 讲资金的方向
[23:25] 联准会
[23:25] 我直接告诉投资人
[23:28] 你应该这样讲
[23:30] 今年以内我觉得
[23:31] 联准会的事情根本就不要看
[23:33] 为什么
[23:34] 我觉得根本就不重要
[23:35] 为什么
[23:36] 因为先给他一个架构
[23:39] 就是现在他没有降息的空间
[23:41] 对
[23:41] 他也没有升息的空间
[23:44] 他现在没有调整绿绿的空间
[23:46] 完全完全百分之一百认同
[23:49] 或者我这样讲
[23:50] 我们解释一下给大家听
[23:52] 你就严调机构
[23:54] 有些可能还比较乐观
[23:55] 他还会坚信说
[23:57] 今年也许还有降息的机会
[23:59] 一两码的机会
[24:00] 一码机遇
[24:00] 有些比较乐观
[24:02] 大部分可能说已经没空间
[24:04] 但是就目前角度也很少有
[24:06] 比较有权威的机构
[24:08] 认为今年会升息
[24:10] 没错
[24:10] 所以那个更不可能
[24:12] 简单而言
[24:12] 如果降息跟升息而言
[24:14] 有些人还会觉得有降息
[24:17] 但没有人敢说今年会升息
[24:19] 没有降息空间
[24:20] 我想大家应该都理解
[24:21] 没有升息空间
[24:22] 我们常常会讲一件事情
[24:23] 就是高利率环境
[24:25] 其实是对企业和高科技的扩张
[24:28] 极度不利
[24:29] 对人民的生活
[24:30] 其实也不利
[24:31] 是
[24:31] 所以我刚刚提到
[24:33] 我最早提起说
[24:34] 我不是说升息无所谓
[24:37] 升息很严重
[24:39] 所以我才会说升息很严重
[24:40] 因为没有空间
[24:41] 升息很严重
[24:42] 只是因为现在其实距离升息
[24:44] 我自己觉得还
[24:45] 不用担心是
[24:47] 不是说不要担心升息
[24:49] 是不用担心现在会升息
[24:52] 是那个概念
[24:53] 所以我觉得不用担心
[24:54] 你是不是偷看我的脸书
[24:55] 或者是我在讲到
