[00:00] 欢迎收听赵华宜古惑仔第1118集
[03:07] 我现在在西班牙
[03:08] 还是在法国的
[03:09] 这个哪一个咖啡厅
[03:11] 他们都会知道
[03:11] 因为只要我有po动态
[03:12] 他们都会追踪到
[03:13] 对
[03:14] 然后而且我的个人的IG
[03:16] 已经是锁起来的状况下
[03:17] 所以他们很早很早就已经入侵好了
[03:19] 所以我觉得这是一个蛮可怕的事件
[03:21] 哇塞
[03:22] 好这个深受诈骗所害
[03:24] 但是因为你的IG
[03:26] 现在人数多少
[03:26] 有十几万
[03:27] 十三万多
[03:28] 十三万的追踪人数
[03:30] 所以应该是
[03:31] 蛮容易分辨的出来
[03:32] 今天因为老板
[03:33] 平常是台北台中两地跑
[03:35] 所以要约到他
[03:36] 并不是很容易
[03:37] 今天特别来聊一下
[03:39] 因为刚好他从欧洲
[03:40] 回到台湾的这一周
[03:42] 就是我们惊涛骇浪的一周
[03:44] 可是这一周
[03:45] 天天都有不一样的想法
[03:46] 像礼拜一就非常多的听众
[03:48] 跟我说觉得跌得不够啊
[03:50] 还好啊
[03:50] 不是很恐怖吗
[03:51] 还怎么样的
[03:52] 礼拜二就觉得没事啦
[03:54] 而且那天融资还大增了150亿
[03:56] 对这真的八成回来
[03:58] 对然后昨天大家都觉得应该有杀融资吧
[04:01] 因为昨天盘中跌了1000多点
[04:03] 昨天整体融资是小增的
[04:06] 所以现在的倒是散户朋友很聪明
[04:10] 还是融资很聪明对不对
[04:12] 老板对于这一周的金铐骸浪
[04:14] 你做了什么样的观察跟想法
[04:16] 跟你有没有像我一样把股票卖飞了
[04:18] 如果说要从这一段以来
[04:22] 要卖肥股票是常有的事
[04:23] 我觉得大家先不用去想这种事情
[04:25] 因为在大多头的状况下
[04:26] 你怎么回头看都是卖肥
[04:28] 对
[04:28] 你早有换过股票的话
[04:29] 那我觉得反而是我那时候
[04:31] 上个周末一下飞机之后
[04:33] 我发现哇
[04:34] 大盘怎么夜盘跌了4000多点
[04:37] 对
[04:37] 那时候就会觉得有点奇怪
[04:39] 因为它跌到已经触碰跌停了
[04:41] 对
[04:41] 那这时候
[04:43] 周末的时候
[04:44] 我相信各位听众一定是一片恐慌
[04:47] 关税什么又不会来
[04:48] 疫情会不会重演
[04:49] 可是那时候我就跟我的小编
[04:52] 还是说我们在那个周末时候
[04:54] 我发一则这个
[04:56] 安抚人心的话
[04:58] 鸡汤文
[04:59] 我就跟他们说
[05:01] 其实你思考一件事情
[05:02] 就是说我们这次还没有遇到任何事件
[05:04] 就是上礼拜说是非农事件
[05:06] 他们那时候其实就是隐约担心会升息
[05:09] 因为非农太好嘛
[05:10] 就业太好
[05:11] 还有就是博通啦
[05:12] 就又怪到博通说
[05:13] 你未来展望不够积极乐观
[05:15] 但是其实在上周之前
[05:17] 我已经先提醒大家说
[05:19] 就是大盘离季限已经20%左右
[05:21] 对 乖离率
[05:22] 对 那我一直在强调说
[05:24] 通常你只要来到15%以上的话
[05:26] 其实一定会有一个大修正
[05:28] 那这个大修正会接近到
[05:29] 回到季限大概离10%左右
[05:32] 其实这几天一直就是
[05:34] 刚好在离季限10%到11%左右
[05:35] 去做一个震荡
[05:36] 那时候我们就一直提防
[05:39] 所以在上礼拜的时候
[05:40] 我们已经
[05:41] 比如说我们个人在
[05:42] 在跟粉丝们建议操作的时候
[05:44] 我们就有先降到七成了
[05:45] 因为为什么
[05:46] 因为它大盘
[05:48] 大家不知道我们的体感
[05:49] 就是说在上礼拜的时候
[05:50] 你会发现大盘在涨
[05:51] 可是呢
[05:51] 你的净值却没有再上升
[05:53] 对
[05:54] 就是涨到四万六千多
[05:55] 不一定大家的钱都增加
[05:57] 没有
[05:58] 对
[05:58] 跟上个礼拜
[06:00] 再前一个礼拜
[06:00] 是完全不一样的心情
[06:01] 是
[06:02] 对
[06:02] 所以我出国的时候
[06:03] 是两种心情
[06:04] 就第一个礼拜就觉得
[06:05] 哇没想到出国也可以赚钱
[06:06] 是
[06:06] 就很开心
[06:07] 在欧洲
[06:08] 以后常来欧洲就好了
[06:09] 结果呢
[06:09] 第二个礼拜在西班牙的时候
[06:11] 就发现说
[06:11] 奇怪
[06:12] 加选已经到四万六了
[06:14] 可是呢
[06:15] 好多我的粉丝来回应说
[06:17] 老板是我选股不好吗
[06:19] 为什么我的净值却没有上升
[06:21] 可能他选到的是低轨微星
[06:23] 或者是记忆体
[06:24] 可能会有这种体感
[06:26] 就有这种感觉
[06:26] 或是PCB
[06:27] 没有错
[06:28] 所以我们在那时候就跟他说
[06:30] 如果以我过去的状况
[06:32] 如果大盘在乖离这么大
[06:33] 你要发现指数在创高
[06:35] 你的净值却没有上升的时候
[06:37] 那只要一破五日线
[06:38] 我会建议你先减满你落实的股票
[06:40] 先减在十日线以下或月线以下的
[06:44] 对比如说我们每个人有
[06:45] 8到10档股票好了
[06:46] 就是在大盘
[06:49] 就是这样涨不上去的时候
[06:50] 你一定会有1到2档
[06:51] 是在这种8到
[06:52] 在10日线或5日线以下的
[06:54] 那这个时候你可以先减
[06:55] 那减码最后的原因是
[06:57] 我是一直冷到
[06:58] 礼拜五的尾盘才减
[06:59] 是
[06:59] 对就是
[07:00] 为什么
[07:00] 因为我觉得就是说
[07:02] 要看到大盘真正的
[07:03] 差距破5日线
[07:04] 那个时间点已经很好了
[07:05] 对
[07:06] 我觉得还不错
[07:07] 可是我先跟大家讲
[07:08] 就是我自己有出一本书
[07:09] 我书中就有写说
[07:11] 其实行情再糟
[07:12] 我是绝不空手的
[07:13] 那一般降到七成以下
[07:15] 相对对于我来讲
[07:15] 已经算是比较低的水位了
[07:17] 降到七成以下
[07:18] 已经没安全感了是不是
[07:19] 对对对
[07:19] 股票太少是不是
[07:20] 因为我会觉得说
[07:21] 只要一反转
[07:22] 尤其是你看
[07:22] 你已经从一万八千多点
[07:24] 到四万六千点了
[07:25] 你只要一反转的话
[07:27] 这个反转速度都很快
[07:28] 你手上如果只有
[07:29] 零趴的水位或十趴
[07:31] 你一定会觉得说
[07:32] 哇这么繁坦
[07:33] 那么快我再等一下
[07:34] 那这个一万八千点
[07:35] 你自己回想到十万五千点
[07:37] 你有好几次再等一下就没了
[07:38] 对都是几千点的成本的差距
[07:41] 所以上礼拜
[07:42] 我就是大概减到七成左右
[07:43] 那接下来就
[07:45] 大家会问说
[07:45] 那周末
[07:46] 要怎么去面对
[07:48] 跌了四千多点的恐慌
[07:49] 那时候我给的建议很简单
[07:51] 我就说
[07:51] 如果夜盘的期货
[07:53] 真的跌停了
[07:54] 那就代表
[07:54] 礼拜一加权指数
[07:55] 里面全部的成分股
[07:57] 都应该几乎跌停
[07:58] 如果说
[07:58] 已经数到最后
[07:59] 可能会产生这个结果
[08:01] 没有错
[08:01] 那是瞬间啦
[08:02] 对
[08:02] 那时候只有瞬间嘛
[08:03] 可是那时候
[08:04] 后来好像收在负三千点
[08:06] 那大家还是觉得说
[08:07] 还是蛮可怕的
[08:08] 对
[08:08] 礼拜一堆股票跌停
[08:09] 那时候我就觉得说
[08:12] 非农数据这种经济事件
[08:13] 还有你刚讲的伯通
[08:14] 他没有像之前有
[08:16] 你没有预测到了
[08:17] 像关税像疫情
[08:19] 所以那时候说
[08:19] 你这样子要让台积电已经证明了
[08:22] 从去年第四季到第一季
[08:24] 已经证明了两季
[08:25] 他非常好的状况下
[08:26] 你要突然间说
[08:27] 因为很多人就说
[08:28] 哇如果礼拜一这样子叠
[08:29] 要连续三根叠
[08:30] 叠30%
[08:31] 大盘要叠30%
[08:32] 30 40%
[08:33] 那我先跟大家讲
[08:34] 如果大盘要叠30 40%的话
[08:36] 台积电大概要叠五成
[08:37] 差不多吧
[08:38] 因为台积电在我们的大盘的权重非常高
[08:40] 那在这样子的状况之下的话
[08:42] 我觉得
[08:43] 哇你台积电要2000多
[08:45] 再跌回到1000块
[08:46] 那到底要出什么事件
[08:48] 现在什么事件都没有
[08:49] 所以我就跟大家说
[08:50] 这其实只是一个多头的修正而已
[08:53] 它并不算空头
[08:54] 然后去回想
[08:55] 疫情那时候
[08:56] 整个A转下来是为什么
[08:58] 2022年跌了一整年
[08:59] 因为我有经历过嘛
[09:00] 那时候是真的经济面的数据
[09:02] 开始不好了
[09:03] 对存货不好了
[09:04] 可是现在没有
[09:05] 台积电应该会一路好到2027年
[09:07] 甚至2028年
[09:09] 那既然没有基本面的不好的话
[09:11] 所以我都会定调说
[09:12] 是基本面的修正
[09:13] 对行情过热的修正而已
[09:15] 所以我跟我的这个粉丝说
[09:17] 你不应该把股票全部卖光
[09:19] 你可以降水位
[09:20] 那为什么大家会觉得非常痛
[09:22] 因为会
[09:23] 其实从他们回答我就知道
[09:25] 因为他们在上个礼拜
[09:26] 大跌前的上个礼拜
[09:27] 他们的总部位应该都是超过100%的
[09:30] 就是因为随着大盘涨
[09:32] 有时候会这样哦
[09:33] 大盘在涨你会觉得
[09:34] 我的损益没有往上
[09:35] 我一定没有买到对的东西
[09:37] 或者看到别人在赚钱
[09:38] 例如说我们刚才在讨论
[09:40] 我这一波会有一点感觉
[09:41] 是我被动运进比较多
[09:42] 那现在感觉是麦菲尔难过
[09:44] 但是那一段时间
[09:46] 我觉得刚刚老板讲的东西
[09:47] 非常非常重要
[09:48] 就是在崩盘发生前
[09:50] 事实上观察季限乖离率已经很大
[09:52] 然后如果损益没有创高
[09:54] 代表你选的大部分的东西
[09:56] 因为老板带大家选的
[09:57] 一定都会是热门的
[09:58] 如果热门的东西
[10:00] 只有少数的在涨
[10:01] 它就会是一个警讯
[10:03] 所以他才会选择在
[10:05] 崩盘的前一个晚上
[10:06] 就已经做动作了
[10:07] 不是等到崩盘才做动作
[10:09] 但是等到崩盘
[10:11] 再进一步的分析
[10:12] 这次崩盘的原因
[10:13] 根本跟疫情
[10:15] 或者是跟那时候
[10:16] 就是去库存
[10:17] 甚至什么金融海啸之类的
[10:18] 前面几次的严重性
[10:20] 完全是不同的等级
[10:21] 觉得真的完全不一样
[10:22] 就不用这么恐慌
[10:23] 对
[10:23] 可是为什么大家会痛
[10:24] 就是因为在
[10:25] 到46500点的时候
[10:27] 每个人都在加买
[10:29] 希望自己能赢
[10:30] 被动买不下去
[10:31] 不然我再买一些其他的
[10:32] 对
[10:32] 然后成本垫得超级高
[10:33] 然后最后发现在涨
[10:35] 还是继续是被动
[10:36] 对
[10:36] 那到礼拜一的时候
[10:38] 接下来就有很多人
[10:39] 面临的问题说说
[10:39] 我礼拜一
[10:40] 我竟然已经杠杆成这样了
[10:41] 我礼拜一一早
[10:42] 要不要期货先砍跌停
[10:45] 对
[10:45] 这是大家会遇到的问题
[10:46] 那如果你有
[10:47] 我刚刚这一步思考
[10:49] 你会发现说
[10:49] 你千万不能在礼拜一
[10:51] 第一盘就砍跌停
[10:52] 因为会高几率
[10:54] 会有一个反弹的动作
[10:55] 因为呢
[10:56] 夜盘收了那个下影线
[10:58] 已经会给一些人信心了
[11:00] 或者是有一些人
[11:01] 他会洗手
[11:02] 那你会
[11:02] 再依据过去几次
[11:04] 大盘这一波上来
[11:05] 做关税那次之外
[11:06] 你会发现很多次一开盘
[11:08] 几乎快跌停的时候
[11:09] 后来都是假的
[11:10] 对我如果大家有印象
[11:11] 可以去回想一下
[11:12] 那甚至呢
[11:13] 大概只要跌到很多个股
[11:15] 只要一开盘9点之后
[11:17] 就会开始做一个反弹的动作
[11:18] 所以我那时候跟大家说
[11:19] 你一定要等期货跟现货一起开盘的时候
[11:22] 你再去做决定
[11:23] 然后呢
[11:24] 如果你要出股票
[11:26] 你真的想降水位的话
[11:27] 因为这个并不是一个黑天鹅的事件
[11:30] 我会建议大家是等到盘中的反弹
[11:32] 或者是隔天高几率
[11:34] 因为他收下影线
[11:35] 隔天高几率再开高
[11:36] 隔天高几率再开高的时候
[11:38] 你再去做迈出的动作
[11:39] 反而再到礼拜二的时候呢
[11:41] 这一个反弹上来的时候
[11:43] 我那时候一样是
[11:44] 发了这个鸡汤文给大家
[11:45] 我说这个时候
[11:46] 你反而不应该追了
[11:47] 对因为呢
[11:48] 你好不容易才降下来水位
[11:50] 那谁可以追
[11:51] 就是你一直在等跌的人
[11:53] 但是你手上呢
[11:54] 那个乘数可能只有一成或两成
[11:56] 甚至空手的人
[11:57] 那这个时候呢
[11:58] 如果大反直接V反这个时候你手上一定要有一些部位为什么因为呢如果你还继续维持0%到10%那这里大盘如果直接V上去的话你一定马上追不回来所以你一定要让自己的水位回到
[12:10] 比如说4层或5层
[12:11] 所以反而是适合高水位的人
[12:14] 他去做降
[12:15] 因为趁反弹
[12:16] 那低水位的人
[12:17] 他应该去做一个增加水位的动作
[12:19] 然后接下来我的做法就是按兵不动
[12:21] 因为呢那时候跟大家讲
[12:22] 接下来如果你觉得
[12:23] 非农就业指数已经这么严重了
[12:26] 那这样的一个数据
[12:27] 就可以让大盘震荡的话
[12:29] 我说那接下来两个礼拜会证实你
[12:31] 是因为很敏感
[12:32] 就市场对于任何一咪咪的利空都要反应
[12:35] 因为接下来那时候
[12:37] 在这个礼拜就有CPI
[12:39] 然后接下来还有日本利率会议
[12:42] 是下礼拜
[12:43] FOMC
[12:43] 然后事务日
[12:45] 好事务日结算
[12:46] 平常如果在涨的时候
[12:48] 事务日都当做没看到
[12:49] 对
[12:49] 然后现在只要震荡一天之后
[12:51] 就会开始算什么时候事务日了
[12:53] 对
[12:53] 那这样子状况之下
[12:55] 我就会建议
[12:56] 如果在行情没有再再度去彻底的状况之下
[13:00] 大盘不够高
[13:01] 我就不再加水位了
[13:02] 比如说我六七成这样
[13:04] 那如果在破底的话
[13:05] 我就再稍微再降一点点水位
[13:07] 或者是收在比如说礼拜一的低点附近
[13:10] 对我的做法就是这样
[13:12] 那可是基本上
[13:13] 我看了几天的期货夜盘之后
[13:16] 晚上稍微看比较晚
[13:17] 我会发现其实大盘的高低点已经出来了
[13:19] 高低区间点
[13:20] 是
[13:21] 对因为这个礼拜一口气夜盘跌四千多点
[13:24] 因为大部分人喜欢看加权指数
[13:26] 但是呢
[13:26] 起过它已经跌了4000多点
[13:28] 所以它受那个下影线的低点
[13:29] 已经是区间低
[13:30] 对
[13:31] 然后上面的高点出来
[13:32] 所以我会建议大家就说
[13:33] 不过这个高水位不要增加太多
[13:35] 不过这个低
[13:36] 也不要硬去减水位
[13:38] 因为毕竟
[13:38] 你会发现回顾整周
[13:40] 最重要的一个数据
[13:41] 就是上周五的
[13:43] 非农数据的影响而已
[13:44] 是
[13:44] 对
[13:44] 所以那时候给大家建议就是说
[13:46] 既然你已经调整到
[13:47] 6到7成的水位
[13:48] 你就给按兵不动了
[13:49] 那有的人他非常恐慌
[13:51] 那我就又教了他一招
[13:53] 就是呢
[13:53] 他可能本来100多%水位
[13:55] 那他瞬间说老板我听你的话我降了
[13:58] 可是我的建议都是不要降到0%
[14:01] 那我就说你看为了避免你以后买不回来
[14:05] 我说你就降到三成
[14:06] 对或四成
[14:08] 我说我算给你听
[14:09] 如果你认为这里的台股的基本面
[14:11] 真的相信是外最好
[14:12] 不然你就从今天起你不要玩股票了
[14:14] 对吧
[14:15] 因为你觉得你这里都不相信台积电这些公司
[14:17] 但是如果你相信的话
[14:19] 我说就算大盘连续真的保守美云跌停三天
[14:23] 你留下30%的水位
[14:25] 他只会让你总资产少9%
[14:28] 那我说如果总资产少9%
[14:31] 你就不敢在这个市场上
[14:32] 投资股票的话
[14:34] 那其实真的是
[14:35] 要选择更保守的
[14:37] 投资型商品就好了
[14:38] 所以我就说你看
[14:40] 在这样的状况下
[14:41] 而且我的书上
[14:42] 还有再讲一个
[14:42] 我说如果大盘真的跌了30% 40%
[14:44] 就像我刚刚讲的
[14:45] 台积电一定是跌到
[14:46] 大概5成的
[14:47] 那这时候你把剩下的
[14:48] 7成的资金
[14:49] 全部去买台积电
[14:50] 以我们过去的经验
[14:52] 至少他都会弹两到三成
[14:54] 对吧
[14:54] 大盘跌最多的时候
[14:55] 跌超过25%的时候
[14:56] 跌超过30%的时候
[14:57] 去买台积电
[14:58] 他一反弹都是20%到30%以上
[15:00] 那这个时候
[15:02] 你刚刚不是会少9%吗
[15:04] 那你的七成去乘以20%
[15:07] 你会赚14%回来
[15:08] 所以你是不用担心的
[15:09] 你只要相信大盘会继续往上
[15:11] 这个时候你反而
[15:12] 要相信基本面的话
[15:13] 你那七成的台积电
[15:15] 最笨的选股
[15:16] 都会帮你把你留下来的部位
[15:18] 赔掉的钱给cover回来
[15:20] 你看刘老板的鸡汤是食用型鸡汤
[15:24] 就里面有鸡腿的
[15:25] 太理性了
[15:26] 不是光有汤而已
[15:28] 我是讲真的
[15:29] 因为我会思考这几天我在干嘛
[15:31] 像礼拜二
[15:32] 我就是去买了国际出关嘛
[15:34] 然后我也有跟我的
[15:36] 因为最近只要盘市波动比较大
[15:38] 我就会脸书比较频繁的发文
[15:40] 我就会讲说礼拜二
[15:41] 其实我有去买股票
[15:42] 可是我也在思考
[15:43] 我为什么要在大涨一千多点去买股票
[15:45] 刚刚刘老板有点出一个重点
[15:47] 如果反而是觉得
[15:49] 手上的持股本来就不是那么高的
[15:51] 可能就要盛房大盘才跌一天就V转
[15:53] 所以我那天有这个心情
[15:55] 而且我比较幸运的是
[15:56] 因为这一波我都是赚到被动元件的钱
[15:59] 可是我没有买大哥
[16:00] 你的脸为什么喜悦藏不住
[16:01] 我没有买到国巨好不好
[16:04] 但国巨当天不是有个花旗
[16:06] 出了一份1500元的报告
[16:08] 而且那天还有大立光
[16:09] 5300元左右的报告
[16:11] 还有金像店的报告
[16:12] 所以一时之间那一天我就觉得
[16:14] 我再怎样我也要去迎接
[16:16] 有大哥国巨出关这样子
[16:18] 可是第三天就吃苦头了
[16:19] 国际从涨停立刻就打到翻黑
[16:22] 所以印象就不好了
[16:23] 所以第三
[16:24] 礼拜三确实是体感最差的一天
[16:26] 但礼拜四我觉得还好
[16:28] 因为杀下来去买了ETF
[16:30] 那刚才老板讲一个很大的重点
[16:32] 就是如果你真的持股下降太快
[16:34] 或者像我这样东西卖飞掉了
[16:36] 你一定要补一些
[16:37] 接下来反弹或是大盘继续
[16:40] 你相信大盘长期市值往右上的话
[16:42] 你可以信得过的东西
[16:44] 它可以是台积电
[16:45] 它可以是市值型的东西
[16:47] 它可以像是0052
[16:48] 那种所谓的台湾电子科技
[16:49] 因为它就有75%台积电
[16:51] 诸如此类的
[16:53] 也是我们常常在跟听众朋友分享
[16:55] 它就是最保险的
[16:56] 可是个股有个股的魅力
[16:58] 就是当看到个股所涨停
[16:59] 那个感觉对不对
[17:01] 和你买的市值和特异店的感觉
[17:03] 它就是不一样
[17:04] 真的不一样
[17:05] 那我们这礼拜帮大家复盘完了
[17:07] 我觉得真的
[17:08] 有一个事情一定要再三叮咛的是
[17:10] 不是等到出事的周末
[17:12] 才急忙忙的在想
[17:14] 我礼拜一要干吗
[17:15] 我刚看了一下
[17:16] 期货其实最低是有杀到40700多点
[17:19] 40700多点哦
[17:22] 因为期货开盘的第一盘是恐慌性的去杠杆
[17:25] 可是现货没有
[17:26] 现货最低就到42000
[17:28] 对
[17:28] 所以如果说这一个礼拜的话
[17:30] 他说很恐慌
[17:31] 其实也没有很恐慌
[17:32] 但大家要问你下礼拜
[17:34] 因为大家今天的心情肯定是觉得
[17:37] 光是讲一个川普的和谈
[17:39] 我们也可以买单
[17:41] 也可以让大盘涨1000多点
[17:44] 那下个礼拜是不是就不用太担心
[17:46] 联准会的利率决策会议了
[17:48] 会不会利空已经消散了呢
[17:51] 全台湾现在都是敏感性体
[17:52] 对敏感性牙齿
[17:54] 好
[17:55] 我的想法是
[17:56] 你还是要先设定你的策略
[17:59] 我觉得都不是
[18:00] 我常说不是赢在预期
[18:02] 而是赢在修正
[18:03] 那我先把策略定出来
[18:05] 我刚才已经有讲了
[18:06] 就是说高低点
[18:07] 我认为的高低点
[18:08] 如果已经出来的话
[18:09] 那这个高低点
[18:10] 就是我做加减码的依据了
[18:12] 对
[18:13] 你可以说大盘
[18:14] 过这个礼拜的区间高点
[18:16] 说做加码
[18:17] 或者是说接近的时候
[18:19] 然后有过五日线
[18:20] 像今天你做加码
[18:21] 这个我觉得OK
[18:22] 那破的话
[18:23] 就是破这个礼拜的低点
[18:24] 期货页盘的低点
[18:25] 我去做减码的水位
[18:27] 那接下来就是要去
[18:28] 面对各种事件
[18:29] 那反而事件
[18:30] 这时候对我的心理的影响
[18:32] 就不会太多了
[18:33] 为什么
[18:33] 因为呢
[18:34] 我觉得也很难再开出一个
[18:36] 超级超乌预期
[18:37] 或是超级低预期的事情
[18:39] 对
[18:40] 因为大家现在要想的事情
[18:42] 就是说会不会升息
[18:43] 那比较有可能看起来是日本会
[18:45] 那FOMC大家现在还是说
[18:47] 猜说不太可能
[18:48] 至少不会在这一次
[18:50] 对至少不会在这一次
[18:51] 那我觉得在这样的预期之下
[18:53] 其实你要先想
[18:54] 为什么大阪先从前面都没有事情
[18:56] 从46000多点
[18:57] 期货已经收到40000几百点了
[19:01] 为什么
[19:01] 因为我相信很多人
[19:03] 他已经在预期获利了结这件事情了
[19:06] 所以这个东西都会先跑的
[19:08] 所以才会大家搞不懂说
[19:10] 奇怪本来什么事件都还没有的时候
[19:12] 怎么随便开个数据出来就跌这么多
[19:14] 那下礼拜反而就是说
[19:16] 因为我们在前面这两个礼拜
[19:17] 已经先跌跟震荡过了
[19:18] 我反而观察的是下个礼拜
[19:20] 这些数据开出来的时候
[19:21] 我们大盘接下来的波动会不会越来越小
[19:24] 如果只要有一天的波动
[19:25] 开回收到十字线左右的时候
[19:28] 那我觉得接下来就会开始出方向
[19:30] 为什么
[19:31] 因为多空的交战已经到一个差不多的地方了
[19:35] 那接下来就是说
[19:37] 也没有人会极度看多极度看空
[19:39] 大家就是想要等说
[19:40] 有没有什么可怕的意外
[19:42] 我认为在基本面好的状况下
[19:44] 只要没有意外的话
[19:46] 就是往上
[19:47] 对
[19:47] 就是说不要突然说
[19:49] 我要升息
[19:50] 而且呢
[19:50] 我要升息的幅度
[19:52] 还是比你们想象的多
[19:54] 对
[19:55] 我直接加两码
[19:56] 对
[19:56] 这我觉得是
[19:57] 不太会去做这种动作
[19:59] 对
[19:59] 因为我们要想一件事情
[20:01] 全世界现在最受惠的
[20:03] 这个AI的
[20:05] 一定是美国跟台湾
[20:06] 对
[20:06] 然后接下来是韩国跟日本
[20:08] 对
[20:09] 那我的参与目标其实很简单
[20:11] 就是说
[20:12] 上一次我来上
[20:13] 你另外一个节目的时候
[20:14] 那时候你问我说
[20:15] 会不会过10万点
[20:16] 理财大人秀
[20:17] 干嘛一本不熟的样子
[20:18] 我不知道怎么讲嘛
[20:20] 对不对
[20:20] 我不能讲
[20:21] 理财大人秀
[20:22] 你下一个就在东升财经
[20:24] 好
[20:24] 然后那时候我的想法就是这样
[20:26] 其实很简单啦
[20:26] 我就说
[20:27] 台达店那时候
[20:29] 外资最低的台积电报告是2300
[20:33] 然后那时候台达店跟联发科
[20:34] 什么都没上修
[20:35] 在4月的时候
[20:36] 什么联发科啊
[20:37] 然后台达店
[20:38] 大立光都没有出现
[20:40] 然后我说光那一份台积电的报告
[20:43] 就可以让台股上4万点
[20:45] 所以我们不要问会不会上4万点
[20:47] 那时候我跟大家这样讲的
[20:49] 然后呢
[20:50] 后来有一次从4万好像3000点
[20:53] 4万4千点又回到4万1000点附近
[20:55] 然后我跟大家讲说
[20:57] 如果你在4万4千点的时候
[20:59] 你那时候只看上涨是4万5
[21:01] 那你也不要做股票了
[21:02] 因为大盘上涨不到5%
[21:04] 你个股不会涨到哪里
[21:05] 可是当大盘如果回到4万点的时候
[21:08] 你的上檔
[21:09] 因为我一直喊五万点以上
[21:11] 那你就大盘就二十趴了
[21:13] 那你很多个股都已经有四十趴起跳了
[21:15] 对所以我说
[21:16] 我们只要相信这个大的逻辑之下
[21:19] 那接下来反而是震荡的时候
[21:21] 有低你都应该是坐在
[21:22] 站在买方
[21:23] 对那再加上你已经避过最震的一个礼拜
[21:26] 我觉得通常不会到下礼拜才又开始震
[21:29] 只是这个震荡是难免的
[21:31] 因为我们现在已经是敏感性体质
[21:32] 对但是呢
[21:34] 我们刚才还在强调一个东西
[21:36] 我说那个比较难的地方就是说
[21:37] 大盘那个乖离率
[21:38] 其实他在这个礼拜
[21:39] 已经大概修正到10%左右了
