[00:00] 欢迎收听赵华与古惑仔第1077集
[05:28] 中长多的趋势是没有改变
[05:30] 只是说在经过几天
[05:32] 特别是最近这一个礼拜以来的急行均之后
[05:35] 当然在目前很多的一些好的公司
[05:39] 或今年成长性比较大的产业
[05:41] 里面蛮多的个股都已经跟着大盘
[05:44] 也一起创新高了
[05:46] 所以這個時候其實當然不外乎呢
[05:48] 就有的人會開始覺得說哎呀
[05:51] 那我之前這個這個3萬2 3萬3沒有上車
[05:54] 那等到你一反應過來的時候
[05:57] 其實大盤已經又漲了四五千點
[05:58] 這時候呢可能心裡面又想說
[06:00] 我到底能不能買
[06:02] 能不能去再參與這一波接下來的行情
[06:06] 那我個人的看法是這樣子
[06:07] 就短線急漲之後呢
[06:09] 如果你目前呢
[06:11] 其實手上的部位比較低
[06:12] 或者說這一波拉回的時候呢
[06:14] 你沒有逢低去布局的話
[06:16] 這邊其實也不用急
[06:17] 因為股市不可能天天漲
[06:19] 漲多之後一定會震盪
[06:21] 然後會有一些所謂的這個整理
[06:23] 這個都非常的正常
[06:25] 所以在目前這個現階段來看的話
[06:27] 重點還是一句話
[06:29] 第一個就是你的持股水位
[06:31] 那我之前就說過
[06:32] 如果
[06:33] 在那個時候時間點上
[06:35] 大盤跌到3233
[06:36] 我說比較積極的
[06:37] 你大概可以
[06:38] 把你的這個部位
[06:40] 大概維持在七八成左右
[06:42] 那比較保守的話
[06:43] 把保守穩健的大概五成
[06:45] 然後呢好的股票跌到合理的進場價位
[06:48] 你就可以開始慢慢低接
[06:50] 那到目前為止呢
[06:52] 我覺得我這個看法沒有變
[06:53] 然後沒有變
[06:54] 那至於說呢
[06:55] 在目前的整個成交量來看的話呢
[06:58] 大概都有9100到1兆
[07:00] 那搭配呢整個技術面呢
[07:01] 又重圍到多頭型態
[07:03] 所以呢狀況看起來是還 ok 的
[07:05] 只是說呢
[07:06] 因為通常低點反彈上來的這個第一時間
[07:09] 他的這個反彈的幅度跟速度都會比較大
[07:12] 也會比較快
[07:13] 但是呢
[07:14] 接下来可能他就是会缓步
[07:16] 进行一个进而脱一的方式去走
[07:18] 然后那资金会在不同的产业之间去做轮动
[07:22] 所以呢
[07:22] 其实我个人是认为说呢
[07:24] 股票市场的一个操作
[07:25] 本来就是细水长流啦
[07:27] 当然因为这两年股市特别热
[07:30] 所以呢
[07:31] 这个市场上做短线的人非常多
[07:33] 那做短线呢
[07:34] 当然第一个
[07:35] 你可以及时的实现你的获利
[07:37] 不管是当冲或隔日冲
[07:39] 当天或隔天
[07:40] 其实你
[07:41] 你就可以呢
[07:42] 达到或可能账面上
[07:44] 就突然多了几千块或几万块
[07:46] 那种感觉其实
[07:47] 坦白说啦
[07:48] 还蛮爽的
[07:50] 这我必须坦白讲
[07:51] 特别是如果你的一个月薪水
[07:53] 假设三万多五万多
[07:56] 然后你这样就是
[07:57] 这个在手机上随便按几下
[07:59] 你可能今天就赚了三千五千
[08:01] 你会觉得
[08:01] 哇才几分钟的时间
[08:04] 那我已经赚了
[08:05] 我的这个薪水的十分之一
[08:06] 甚至更多
[08:07] 所以这种在心理学上
[08:10] 它其实是会有一种
[08:12] 激励你投入更多的效果
[08:14] 就像不知道大家
[08:15] 有没有去过那个赌场
[08:16] 比如说美国的像拉斯维加斯
[08:18] 或者是像那个澳门的赌场
[08:20] 你只要一走进去
[08:22] 不管是你玩的是那种机器的
[08:25] 比如说像是那个吃饺子老虎
[08:26] 或者说你真的坐到牌桌上
[08:28] 去玩这个所谓的扑克牌
[08:30] 或玩骰子等等
[08:31] 如果说你刚好那一阵子
[08:33] 手气非常的顺
[08:34] 你会觉得说
[08:35] 我这一把100赢了200
[08:37] 你就觉得200让你赢了400
[08:39] 400赢800
[08:39] 那你就会一直觉得说
[08:41] 这个手气这么好
[08:44] 我怎么能够不趁盛追击
[08:46] 通常这种情况之下
[08:48] 你的自信心就会慢慢被放大
[08:49] 那你投入也越来越多
[08:51] 那这时候我还是要提醒大家
[08:53] 不要在这个时候才又开始想要说
[08:56] 那我之前买一张赚一张
[08:58] 那我现在是不是融资买个两张
[09:00] 就可以赚多一倍
[09:02] 这时候反而你
[09:03] 我觉得你反而是要稍微冷静一下
[09:06] 因为毕竟我们刚刚讲过
[09:08] 其实目前确实是还在谈
[09:10] 美医还在谈
[09:11] 那我们能确定就是说呢
[09:14] 双方有意愿坐下来谈
[09:15] 状况不会进一步恶化
[09:17] 但是呢
[09:17] 谈着谈着会不会突然又有什么变故
[09:19] 这个没有人知道
[09:20] 没有人知道
[09:21] 那这个情况之下呢
[09:23] 可能随时也会
[09:24] 这个市场的局势有变化
[09:26] 特别是在高档区
[09:27] 通常一个风声传来
[09:30] 可能股价就会突如其来
[09:32] 做一个修正
[09:33] 这也是有可能的
[09:34] 所以我们还是要提醒大家
[09:36] 虽然现在行情看起来蛮热的
[09:37] 不过对于资金的控管
[09:39] 还有对于自己心理上的调试
[09:41] 我觉得其实也是要蛮重要
[09:44] 至于说热门的族群来看的话
[09:45] 我想其实我们之前一再的强调
[09:48] 这个主轴还在AI
[09:50] 甚至之前油价突然大涨的时候
[09:53] 我们看到一些原物料
[09:54] 也短期之内
[09:55] 这个涨得非常快
[09:56] 我们那时候就认为说
[09:57] 这个是属于单一事件的影响
[10:00] 并不是说需求面大幅度的增长
[10:02] 所以你可以发现
[10:03] 当每一合谈的消息一传出来之后
[10:06] 油价当天就暴跌了10%
[10:08] 那很多跟这个油价相关的一些之前
[10:10] 突然之间从很低位
[10:12] 然后突然急拉的那些传参股
[10:14] 其实蛮多都已经回来
[10:16] 甚至快回到起仓点
[10:17] 所以这个就要界定于说
[10:19] 你是做短线的
[10:20] 还是做一个中长线波段操作
[10:23] 那当然如果是做极短线的
[10:25] 你就要去看今天盘面重点的新闻
[10:27] 还有市场资金到底是
[10:29] 往哪个方向来去做移动
[10:31] 就抓盘面上
[10:32] 这个短线新闻上影响
[10:34] 最多的一个产业去做
[10:37] 但是如果说你是做波段的话呢
[10:39] 我还是强调
[10:40] 重点还是在AI产业
[10:42] 这两年的成长
[10:43] 其实还是非常的大
[10:44] 而且这个延续性呢
[10:46] 会相对来说呢
[10:47] 是比较长远的
[10:48] 所以我们还是持续的
[10:50] 在之前大跌的时候呢
[10:52] 去追踪AI的一个相关族群
[10:54] 所以我是认为说呢
[10:55] 你必须要去界定你的投资风格
[10:58] 到底我是短线的
[11:00] 这个不管当冲或隔日冲的
[11:02] 或者说我是一个中长线的投资
[11:04] 那这个会让你呢
[11:05] 在选择投资的
[11:07] 这个个股或产业的时候呢
[11:08] 其实它出发点
[11:10] 不同的情况之下
[11:11] 你挑选到的个股
[11:12] 也会不同
[11:12] 好 其实长短线
[11:15] 它也牵涉到
[11:16] 大家在卖出的
[11:17] 策略上的想法啦
[11:18] 因为刚刚有提到
[11:20] 最近有比较多的人
[11:21] 反映就是
[11:21] 这种卖飞的惆怅
[11:23] 可是我觉得
[11:24] 大家也可以去思考
[11:25] 一件事情
[11:25] 卖飞当然一定是
[11:26] 感受非常非常不舒服
[11:28] 我们这两天
[11:29] 也请来宾们
[11:30] 各自都有分享一些卖飞
[11:31] 包括我自己
[11:32] 也会跟大家聊
[11:33] 卖飞的一些心情
[11:34] 一定当下会有一个不舒服的感觉
[11:36] 或者是不是当下
[11:37] 应该说是卖完的时候还不知道
[11:39] 隔了几天
[11:41] 反正他一直在喷的时候
[11:42] 感觉就不好了嘛
[11:44] 要是你卖完是下去
[11:46] 你感觉可好了嘛
[11:47] 那你要想
[11:48] 你卖出的那个时候
[11:49] 一定有你的理由
[11:51] 对不对
[11:51] 那有人是觉得盘坡都那么大
[11:53] 那我现在就先卖一下嘛
[11:55] 免得后面担惊受怕
[11:56] 只是因为刚好
[11:58] 要是你卖完之后盘真的下去了
[12:00] 你就会觉得自己超赞的嘛
[12:01] 因为你就觉得你的理由对了
[12:03] 可是如果没有
[12:04] 那你何必又去质疑你自己呢
[12:06] 因为理由就摆在那里啊
[12:08] 对不对
[12:09] 所以你只要赚到
[12:10] 你觉得这是你足够的钱
[12:12] 这是你不会担心的钱
[12:14] 不就好了吗
[12:15] 其实真的不要去跟人家比说
[12:17] 是不是每一个产业
[12:18] 你都能卖在最高点
[12:20] 买在最低点
[12:20] 不可能的啦
[12:21] 我没有认识任何一个高手
[12:23] 有机会做到如此
[12:24] 但是我有认识一些大户
[12:26] 他们是有可能去扭转
[12:28] 这个股票的走势
[12:29] 这个是有的
[12:30] 可是大家知道吗
[12:31] 像大户他们在卖股票
[12:32] 也不是要卖在最高点啊
[12:34] 因为他们手上的东西多嘛
[12:35] 他们可能就边拉边卖
[12:36] 边拉边卖
[12:37] 那后面可能有别人
[12:39] 接手拉上去
[12:39] 他们也就算了
[12:40] 说实话
[12:41] 每一个人在股票市场
[12:42] 都是一个心境的修炼啦
[12:44] 但是如果你要说
[12:46] 一个长坡段的话
[12:47] 没有错
[12:47] 今天来到三万七千点
[12:49] 很多人会觉得
[12:49] 为什么我要在历史新高
[12:51] 买股票
[12:51] 但是因为趋势还在
[12:54] 所以昨天有跟大家分享说
[12:56] 反而这几天我比较常看的是个股不是ETF因为ETF一定都跟着大盘就一直上去了你不会买到什么相较之下比较便宜的ETF比较没这种事情
[13:06] 当然有
[13:07] ETF有它绩效上的落差
[13:09] 可是大家会
[13:10] 至少会跟着盘联动
[13:11] 可是像昨天
[13:12] 不是细光纸就回档
[13:13] 可惜回一天
[13:15] 我也不敢买
[13:15] 我的意思是说
[13:17] 你会在这样的局势中
[13:19] 看到有人是
[13:20] 虽然一直上去
[13:21] 但有人会回档
[13:22] 让你捡
[13:22] 所以如果是喜欢个股的朋友
[13:25] 反而并不一定要
[13:26] 因为三万六或三万七
[13:28] 就很设限
[13:28] 你要感受到的是
[13:30] 整个盘的气氛变好了
[13:32] 对
[13:32] 然后呢
[13:33] 族群里面有领头羊在冲
[13:35] 例如像今天的台光店
[13:37] 像台积店
[13:38] 台积店今天有最高来到两千一
[13:40] 当然很多人会说
[13:41] 台积店法术会前就冲到两千一了
[13:44] 那法术会后就会休息
[13:46] 对啊
[13:46] 有可能哦
[13:47] 可是休息我们要干嘛
[13:49] 你不就是应该要趁他休息
[13:51] 甚至有点回档
[13:52] 去买他吗
[13:53] 所以这个节奏我们抓起来
[13:56] 还有台移电的设备股
[13:57] 我们也讲好多天了
[13:59] 就是也不是好多天了
[14:00] 可能讲好几个月了
[14:01] 都很飙很强
[14:02] 今天其实涨跌互见
[14:04] 可是还是有很多人很强
[14:05] 什么智茂还是涨停板
[14:07] 两千了
[14:08] 智茂我从他两百
[14:09] 看到两千了
[14:10] 如果明天台移电法说会后
[14:12] 这些股票他休息了
[14:14] 那是不是反而应该去看
[14:16] 谁的在手订单多
[14:18] 甚至看一下筹码
[14:19] 投信有没有继续在买
[14:20] 大户有没有继续增加
[14:22] 每个礼拜可以看
[14:23] 所谓400张大户
[14:24] 或1000张大户
[14:25] 如果有的话
[14:26] 其实他们就还是
[14:28] 主流上的东西
[14:29] 我们应该从这一波的经验
[14:31] 如果您喜欢的是个股
[14:33] 去找热门题材里面
[14:35] 业绩无虞
[14:36] 法人还在吃货的
[14:39] 回档好股票
[14:40] 我觉得这个才是
[14:41] 不要辜负这个盘那么厉害
[14:44] 不要辜负盘那么厉害
[14:46] 那这边新部各位
[14:47] 我想请他就几个产业来讲
[14:49] 今天当然表现
[14:51] 可能又比较辛苦的是记忆体
[14:53] 等一下来聊
[14:54] 因为这有点脱钩了
[14:55] 你看到韩国的记忆体在大涨
[14:56] 美国的记忆体在大涨
[14:57] 到底我们的记忆体怎么了
[14:59] 虽然我个人大家都知道
[15:01] 比较不喜欢
[15:01] 可是散户朋友应该是真的蛮多
[15:03] 我自己同事就蛮多
[15:04] 在上面的
[15:05] 然后低轨卫星
[15:06] 好像也比较处于
[15:08] 有点休息的状况
[15:09] 然后还有刚刚讲到
[15:10] 例如说像设备股
[15:11] 或是说像PCB有涨价题材
[15:13] 以及今天下午
[15:14] 有国剧的法说
[15:15] 国剧这两天是真的转强
[15:17] 怎么来看被动元件
[15:19] 会不会是这一波
[15:20] 比较落后的AI涨价题材里面的
[15:22] 所谓的黑马潜力
[15:24] 好的 我觉得今天大盘创高
[15:28] 这个比较辛苦的
[15:30] 确实是记忆体
[15:31] 没有错了
[15:31] 主要今天有个新闻
[15:33] 叫做大陆有一家记忆体厂
[15:34] 叫长江存储
[15:36] 它又来了
[15:36] 对 所以今天有提到说
[15:39] 它准备要盖新厂
[15:41] 那这个消息其实不算是新
[15:43] 因为这个消息
[15:44] 其实前一阵子就有了
[15:46] 但是呢
[15:46] 今天在盤面上反應比較劇烈
[15:49] 主要原因我想其實因為現在市場可用之兵很多
[15:52] 那你既然有一個短線的利空訊息
[15:55] 那當然市場呢
[15:56] 他的資金呢就會往更有效率的地方移動
[15:59] 就是往還在漲價的產業去做移動
[16:02] 比如說像今天這個PCB裡面上游
[16:05] 這個CCL同波基板的部分
[16:07] 那記憶體的狀況是這樣子
[16:09] 就是說我們剛剛主持人也有提到
[16:11] 就是說其實你去看國際大廠
[16:13] 不管是美國的這個SANDISK
[16:16] 其實股價已經快要1000塊了
[16:18] 那昨天美光也漲了9%
[16:20] 那最近呢
[16:21] 其實韓國的記憶體呢
[16:23] 這個海力士是先過高
[16:25] 那三星之前是因為有那個錢董娘要賣股
[16:28] 所以股票稍微有先拉回
[16:31] 不過呢
[16:32] 我早上看的時候
[16:33] 大概也漲了3、4%
[16:34] 其實整體的狀況是不差的
[16:36] 但是呢
[16:37] 很奇怪
[16:38] 台灣的記憶體呢
[16:39] 就有點好像
[16:40] 跟人家有點脫鉤
[16:41] 都開高走低
[16:42] 都開高走低
[16:43] 那我們從目前基本面的狀況
[16:46] 來看第一個確實大陸是有在擴產沒錯
[16:49] 不過我們之前講過擴產不是說今天你說要擴產
[16:53] 明天就有產能
[16:53] 這個其實通常要一年半到兩年產能才會開出來
[16:57] 當然我們觀察到的就是說
[16:59] 這個市場對於這個消息的反應確實是有的
[17:03] 而且還蠻劇烈的
[17:04] 今天特別是因為長期儲存
[17:07] 他今天新聞提到是跟所謂的Netflash的關聯性比較大
[17:12] 所以本來記憶體最強的旺紅
[17:14] 今天也是差一点被杀到跌停板
[17:16] 又快要回到上礼拜的这个月线左右的一个位置
[17:20] 不过呢
[17:21] 从我们目前观察到的一些产业面的资讯来看的话
[17:25] 那我们之前提过
[17:27] 现货价确实
[17:29] 特别在低润的部分
[17:30] 最近有一些通路商是在降价求售
[17:34] 为什么
[17:34] 因为其实他们可能一些资金是借来的
[17:37] 有资金的压力
[17:38] 所以呢
[17:38] 目前面对一个价格这么高
[17:41] 有寒无事
[17:42] 就是说你要卖
[17:44] 但是消费者的承接意愿不高
[17:47] 因为通常像华强北这种
[17:49] 它都是一般的消费型电子为主
[17:54] 消费者的一个零售为主
[17:56] 那你要想
[17:57] 我今天如果我是大厂
[18:01] 比如说我今天是Google
[18:02] 我今天是辉达
[18:03] 我今天不可能跑去华强北
[18:05] 跟你这家买10根
[18:06] 对面那家买20根的记忆体模组
[18:09] 不可能
[18:09] 他们都直接是对接海力士
[18:12] 對接三星對接美光
[18:13] 他們一買可能就是包一座廠
[18:15] 那這個價格就是所謂的合約價
[18:18] 合約價大廠對大廠的合約價
[18:20] 其實低季呢
[18:21] 光基底跟低Range
[18:23] 其實漲幅都比市場來的大
[18:25] 那我們看到其實
[18:26] 這個南亞科低季的財報也是不錯
[18:29] 這個毛利率衝到六十幾趴
[18:31] 然後低季的EPS有八塊
[18:33] 那接下來陸續公布的公司
[18:35] 我想低季的營收跟獲利都不會太差
[18:38] 但是呢就我剛剛前面講
[18:39] 零售价有一些通路商
[18:42] 可能他是有一些资金压力
[18:45] 所以他就觉得说
[18:46] 那我不如先卖一点
[18:47] 先把资金收回来
[18:49] 所以导致说现货价有一个
[18:51] 拉回的一个波动
[18:53] 那站在过去的一个历史角度
[18:57] 他的走法确实是
[19:00] 如果现货价有先回
[19:01] 那可能下一个季度的合约价
[19:03] 也会跟着下来
[19:04] 但是因为现在是
[19:05] 跟过去整个消费型电子的循环
[19:09] 比较不一样
[19:09] 所以呢目前预估
[19:11] 第二季其实合约价还会涨
[19:13] 那甚至下半年呢
[19:14] 也都还有上涨的可能性
[19:16] 所以我是认为说
[19:17] 就基本面我们观察到的部分来说的话呢
[19:20] 其实合约价还是有机会
[19:22] 所谓的季季涨
[19:24] 这是一个
[19:24] 那至于股价的部分
[19:26] 第一个
[19:26] 我记得我上次有来讲
[19:28] 就是说南亚科的部分
[19:29] 因为他这一波确实走得比较弱
[19:31] 那看就是能不能够
[19:34] 先带量涨回这个
[19:36] 特别是月线的反压之上
[19:38] 还有一个重点呢
[19:39] 就是之前大厂的私募价
[19:41] 大概在224块
[19:42] 那这224如果也能站稳的话
[19:45] 代表呢
[19:46] 这个大厂的一个进场价格呢
[19:48] 也是一个重要的参考指标
[19:51] 那至于这个华邦电
[19:53] 其实走势跟南雅阁差不多
[19:54] 因为他们主要是低润
[19:56] 那至于说像群联啊
[19:58] 或者说像是这个万宏
[19:59] 那重点就是说
[20:00] 未来几天呢
[20:02] 其实有没有
[20:03] 再更多的一个消息出现
[20:05] 如果说类似像这种
[20:06] 有市场比较不利的一个讯息出现
[20:09] 但是股价呢
[20:10] 并没有再像今天做出这样剧烈的反应
[20:12] 特别是如果法人的调节力道
[20:14] 可以慢慢减弱的话
[20:16] 我想比较好的方式就先横向打个底
[20:18] 慢慢把这个
[20:19] 比较弱势的一个技术面形态
[20:21] 先用时间把它给过渡掉
[20:25] 这个我想会是一个比较好的方式
[20:27] 这有关机体的部分
[20:28] 如果手上还有机体的朋友
[20:30] 因为也会觉得我们南亚科获利这么好
[20:33] 然后旺宏前阵形态也走得还不错了
[20:36] 就今天万宏是开高走低
[20:38] 快要吃一根蝶蜓的状况
[20:39] 大家的压力都会比较大一点点
[20:41] 那一样啦
[20:42] 如果觉得抓得到节奏的
[20:44] 确实他们的获利很好
[20:46] 如果觉得抓不到节奏的
[20:47] 我们考虑一下别的
[20:48] 长势比较连贯筹码
[20:50] 比较集中的产业
[20:51] 是
[20:52] 那最近比较延续性比较强的
[20:55] 其实就是这个PCB里面
[20:57] 特别是上游材料的
[20:58] 像是这个CCL
[21:00] 那这两天也有外资出报告
[21:03] 调升的是台光电跟台药的
[21:05] 一个目标价
[21:07] 那昨天本来
[21:08] 新闻一出来
[21:09] 股价是先跌的
[21:11] 大家就
[21:11] 是不是利多出尽了
[21:13] 股价历史新高
[21:14] 然后就出一个利多报告
[21:15] 我昨天看网路上
[21:17] 就有人说
[21:17] 这个外资又来害人了
[21:19] 又来写出货文
[21:20] 为什么大家的想法
[21:21] 真的有时候
[21:22] 有点太负面了
[21:23] 应该这么说
[21:24] 可能他以前有吃过亏
[21:25] 所以他有一个既定印象
[21:27] 也觉得涨太多了
[21:29] 或报纸
[21:29] 或什么机构
[21:31] 出利多报告
[21:32] 可能股价是
[21:33] 要出货的
[21:33] 对
[21:34] 但是
[21:35] 重點還是在產業趨勢
[21:37] 特別是最近
[21:39] 不管是大陸的一些廠商
[21:42] 其實他們都還在調升
[21:44] CCL同伯基板的報價
[21:47] 所以其實今天股價很快的就
[21:50] 重新的回到多頭
[21:52] 甚至今天台光電有創高
[21:55] 台藥還拉到漲停
[21:56] 另外像是聯茂
[21:59] 還有我們之前講過
[22:00] 一家比較利基型的CCL
[22:02] 是騰輝電子
[22:04] 那也從100漲到現在150了
[22:07] 也是50%也是不錯了
[22:08] 那今天股價盤中有創
[22:10] 他沒有創歷史新高
[22:12] 他創這幾年的新高
[22:13] 所以你可以發現
[22:14] 這整個族群聯動性還蠻強的
[22:16] 但代表說
[22:17] 如果你目前手上
[22:18] 還持有這些個股的話
[22:19] 我是認為續保
[22:20] 沒有什麼太大的問題
[22:21] 那當然也有人會認為說
[22:23] 這個台光電一張一張
[22:25] 要兩三百萬
[22:26] 那其他的個股
[22:27] 其實也都是幾百塊的股票
[22:29] 那其實你也可以去找尋一下
[22:32] 有一些這個ETF
[22:34] 特別是主動型的
[22:35] 其實他對PCB
[22:36] 統一發的幾檔都有
[22:38] 他們對於PCB
[22:40] 甚至上游材料的掌握度都不錯
[22:42] 特別喜歡
[22:42] 因為統一有晚停
[22:44] 我們剛剛在講
[22:45] 所以他們對於PCB
[22:46] 這一波的掌握度還不錯
[22:48] 一些相關的基金也好
[22:52] 或是主動型的ETF
[22:53] 對於PCB整個持股的比重
[22:56] 也都還占有一定的比重
[22:58] 所以這幾天大漲
[22:59] 都會反映到績效上
[23:01] 特別是下半年
[23:03] 因为这个辉达新的平台要陆续推出
[23:06] 那我们之前也讲过这一波PCB的升级潮
[23:09] 主要就是第一个材料的升级
[23:11] 因为现在AI的这个速度要求越来越快
[23:15] 而且计算也越来越复杂
[23:16] 所以呢
[23:17] 他所需要用的材料
[23:19] 过去呢
[23:20] 可能就没有办法继续去跟上最新的这个AI趋势
[23:25] 所以他势必要做一个材料升级
[23:27] 什么从M7 M8 M9
[23:29] 这个是一个这个
[23:31] 同博的一个升级
[23:33] 那另外呢
[23:35] 还有包括像是所谓的这个
[23:37] 布的沙的
[23:38] 拨纤布拨纤沙的升级等等
[23:40] 这个其实就是产业的第一个
[23:43] 这个提升的非常重要的一个关键
[23:46] 那再来就是使用量
[23:48] 我们之前讲过
[23:49] 整个AI伺服器呢
[23:51] 特别是新一代的
[23:52] 这个不管是这个Vera平台等等
[23:55] 它的面积跟它的层数
[23:58] 都有明顯的增加
[24:00] 那大家去想想看
[24:01] 其實如果我們的手機
[24:03] 我們的筆電
[24:04] 其實以手機來說的話
[24:06] 它就是大概像我們的手掌這麼大
[24:08] 它裡面能用到的PCB
[24:10] 其實面積就大概這樣子
[24:12] 或者說一個電腦
[24:13] 它頂多是我們的A4
[24:15] 或B4一張紙這麼大
[24:16] 但是現在呢
[24:17] 整個AI伺服器的晶片組
[24:19] 可能它必須要做到100x100
[24:21] 100x100
[24:23] 就是長跟寬都是100x100
[24:25] 那個就是好幾部
[24:26] 好幾部手機
