[00:00] 欢迎收听赵华谀古惑仔第1127集
[14:43] 让他们来帮你做判断
[14:45] 去做投资
[14:45] 你自己你就是
[14:47] 我觉得就是斜杠
[14:48] 而不是把它当作主业
[14:50] 现在很多人
[14:51] 是把股票当主业了
[14:52] 所以股票涨一跌
[14:53] 你今天就上不了班了
[14:55] 你的心情就很差
[14:56] 像我就说
[14:57] 老板今天不想继续上班
[15:00] 为了先回家休息
[15:01] 其实这个都再再都影响到不正常
[15:04] 其实都不正常
[15:05] 其实你要像我和赵华一样
[15:07] 心如止水
[15:08] 就是今天大跌大涨
[15:09] 其实我们都不会有太大的担忧
[15:11] 就是我们只要看得懂趋势在哪里
[15:14] 就没有害怕
[15:15] 目前趋势还在
[15:16] 所以也不用太害怕
[15:17] 比较担心的就是像今天
[15:19] Apple讲说
[15:20] 他要调涨他的产品售价了
[15:23] 因为他的产品
[15:25] 基本上很多的componer拿不到
[15:28] 还记不记得我们之前在讲说
[15:29] 蓝店被这个Apple包产了
[15:32] 其实那时候Apple就看到
[15:33] 整个AI大幅的侵蚀
[15:35] 它的原件的供应
[15:36] 所以它现在开始要调整报价
[15:38] 可是你要知道
[15:39] 其实Apple在AI这一挂
[15:41] 其实是不领先的
[15:43] 是很落后的
[15:44] 所以它没有跟上AI这一步
[15:46] 但是它的产品
[15:47] 基本上缺乏AI情况下
[15:49] 基本上卖不太动
[15:50] 你又要调整报价
[15:51] 所以大家担心的其实是
[15:53] 整个市场的消费力
[15:54] 是不是在衰退中
[15:56] 因为AI很强
[15:57] 大家都把钱花到AI上
[15:59] 但我觉得还好啦
[16:00] 因为其实
[16:01] 我就问嘛
[16:02] 有多少人真的是
[16:03] 像我们一样
[16:04] 是重度的AI使用者
[16:05] 其实还是不多的啦
[16:07] 所以我觉得
[16:07] 现在还是在长一个预期心理
[16:09] 所以我觉得
[16:09] 还是不用太害怕
[16:10] 好
[16:11] 因为你讲到Apple手机
[16:12] 我刚才也是想说
[16:13] 要跟你来讨论
[16:14] 好像照不出来
[16:15] 因为上次有人
[16:16] 特地为了想要看
[16:17] 我的Apple手机
[16:18] 摔成什么一个鬼德性
[16:19] 我现在再试试看
[16:21] 可能看不到
[16:21] 我昨天就觉得好后悔
[16:23] 因為我i17沒有換嘛我想說沒關係啦 iPhone18啦而且我內心還有點小私心想說說有啊憑我那時候去跟三星談啊要包他記憶體的產能可能不會漲太多就算漲也漲一咪咪吧
[16:35] 然後呢
[16:36] 我就裸雞在那邊用我的iPhone15
[16:38] 哇
[16:39] 摔的是一個亂七八糟
[16:41] 昨天就跟他說對不起
[16:42] 我不應該摔你的
[16:43] 因為iPhone18要漲價了
[16:45] 他們說3000到8000不等
[16:48] 然後有一些平板可能1萬
[16:50] 對
[16:50] 哇
[16:51] 幸好我沒有那麼的迷戀平板
[16:53] 可是我本来要换iPhone18
[16:55] 会啦我还是会换
[16:56] 可是那种感觉就是
[16:57] 早知道我就不要这样
[16:58] 对它那么坏了
[16:59] 还可以继续用
[17:00] 或者是对它更坏
[17:02] 我就先换iPhone17
[17:03] 没有没有对不起
[17:04] 不要这样说
[17:04] 等一下忽然给我故障掉
[17:06] 好苹果这件事情
[17:07] 昨天在美股
[17:08] 是一个很大的压力
[17:09] 因为苹果自己跌6%多之外
[17:11] 就如凯哥说的
[17:13] 都是在发展AI
[17:14] 当然如果你有做到AI
[17:16] 可能你的公司的成效
[17:17] 或是股价就很好
[17:19] 可是如果今天
[17:19] 让消费品开始变贵
[17:21] 会不会大家就比较
[17:22] 不想要买手机
[17:23] 也不想要换机了呢
[17:24] 因为苹果如果iPhone18卖不好
[17:27] 可能整体对手机市场的期待
[17:29] 又会下降咯
[17:30] 那还有谁今天是受害呢
[17:31] 例如说像联发科
[17:33] 虽然今年涨上来
[17:34] 都是因为讲Ethic的部分
[17:36] 可是毕竟它还是大快在手机市场
[17:39] 如果今年的手机市场
[17:40] 或是到明年的状况是不好的
[17:42] 你看发哥今天就给你一个跌停表态
[17:44] 对
[17:45] 所以整体的消费
[17:47] 会不会因为各个消费品
[17:49] 受到短缺记忆体
[17:50] 短缺零件而上涨
[17:51] 然后导致消费市场低迷
[17:53] 然后整体的经济可能会被拉下来
[17:56] 我觉得这也是在
[17:57] 昨天跟今天大跌的一个原因之一
[18:00] 大家觉得消费力道有点在衰退
[18:03] 因为想嘛
[18:05] 其实手机一直涨一直涨
[18:07] 然后你又觉得
[18:08] 你好像换下去好像没什么意义
[18:11] 因为整个手机市场基本上就饱和啦
[18:12] 其实很多人都还在用iPhone15
[18:15] iPhone16
[18:15] 很多人都在用
[18:17] 甚至还有人用到iPhone13的
[18:19] 所以大家其实感觉
[18:21] 没有迫切的需要换手机
[18:23] 那你没有换手机
[18:25] 基本上之前
[18:26] 带动全球电子市场
[18:27] 往上成长的就是iPhone
[18:29] 那你现在iPhone
[18:30] 告诉你它已经要停滞了
[18:32] 但市场会有点担心
[18:34] 会很担心
[18:34] 因为毕竟整个一个AI
[18:37] 目前是它没有实质获利
[18:39] 跳出来的
[18:40] 它还是在一个
[18:41] 持续的在投资的阶段里面
[18:44] 还没有到开始
[18:45] 要一直收钱进来
[18:46] 可是你原本觉得说
[18:48] 我口袋也有不断的
[18:50] 現金流入的這些廠商
[18:52] 開始他沒有明顯的獲利進來的時候
[18:54] 他會不會沒辦法支撐
[18:55] 要再持續投入
[18:56] 所以微軟好像昨天也跌
[18:58] 就告訴你說
[18:59] 其實大家擔心的是這個
[19:01] 但是我覺得還要擔心的
[19:03] 就是我不知道大家有沒有注意到
[19:04] 其實最近的美股裡面
[19:06] 其實一些重量的科技股
[19:08] 有點死不上力
[19:09] 雖然我們看到
[19:10] 二哥AMD一直在往上走
[19:13] 月信還在往上走
[19:14] 也在新高的附近
[19:15] 可是我們的老大
[19:16] 我們的教主
[19:17] 上次來台灣之後
[19:18] 他的股價其實沒有上來
[19:20] NVIDIA股价是越线下弯的
[19:22] 而且它形态是比较偏弱的
[19:25] 我们只能解读说
[19:26] 因为看起来它在这个世代
[19:28] 我们在Computers看的
[19:30] 这个世代的产品
[19:31] 不是主流产品
[19:32] 它是一个过渡型的产品
[19:33] 所以会不会在Archra的时候
[19:35] 它才会领先上攻
[19:37] 这个是要持续做观察
[19:38] 但是我认为
[19:40] 它的这个Rubin
[19:42] 应该还是一个过渡型的产品
[19:44] 再来解释说为什么
[19:46] 很多人会觉得说NVIDIA很弱
[19:48] 所以AI的公司
[19:49] 台湾应该要落
[19:50] 我不这么认为
[19:52] 因为你看老二AMD
[19:54] 他的股价其实在新高的边缘上面
[19:56] 而且他还在往上走
[19:57] 所以告诉你此起彼落
[19:59] 就是有人是落下来的
[20:00] 可是他在往上走
[20:02] 所以不要因为龙头教主的股价比较弱
[20:06] 你就觉得好像全盘揭幕
[20:08] 不是这样的看法
[20:09] 因为今天外资空单回补
[20:12] 我们这几天也有跟大家分享
[20:13] 因为前两天外资空单到了8万3千块
[20:15] 但是那时候正价差真的很大
[20:18] 增加差如果用页盘来看
[20:19] 有时候一度会拉到1000点的增加差
[20:21] 那今天这个增加差不见了
[20:24] 不见了
[20:25] 那我们的外资空单就会有参考的意义
[20:27] 今天外资空单是有降下来的
[20:29] 所以下个礼拜我觉得这个事情
[20:30] 我们就恢复到参考这件事情上
[20:32] 因为如果没有套利的需求
[20:35] 那剩下就是避险
[20:36] 以及因为你说是避险没有错
[20:38] 可他如果现货也在卖
[20:40] 那就代表说他有一点纯空方的味道
[20:43] 这件事情我觉得下礼拜要来
[20:45] 就是好好的观测一下
[20:47] 没有这个套利的需求的话
[20:49] 那当然在现货市场
[20:50] 因为现在台币的汇率是真的比较差
[20:52] 因为美元在升嘛
[20:54] 美元在升就是呼应他们觉得9月
[20:56] 如凯哥他有提到
[20:58] 他不是叫升息
[20:59] 他叫预防性升息
[21:01] 可是好处是什么
[21:03] 好处就跟华许那一天的会议一样
[21:05] 假设真的预防性升息了
[21:08] 反而有可能叫利空出镜
[21:10] 因为现在在反映利空啊
[21:12] 现在反映这个担忧
[21:13] 所以如果担忧成真
[21:15] 或是担忧拿掉的时候
[21:17] 又会是好事
[21:18] 所以市场永远充满了
[21:20] 这些要综合评估的事情
[21:21] 但我觉得如果你把它事情
[21:23] 叫做大到质检回来的话
[21:25] 第一观测盘面上
[21:27] 到底谁还是强势族群
[21:28] 国际市场谁是强势族群
[21:30] 因为刚刚凯哥讲到被动元件
[21:32] 昨天太阳右电春节制造署
[21:33] 不是还在大涨特涨吗
[21:35] 不用因为一天
[21:36] 就觉得事情好像完了
[21:38] 没有了
[21:39] 功率元件其实也是同样的道理
[21:41] 那当然美股
[21:42] 现在AI的大型龙头股
[21:43] 都有一点点像凯哥讲的
[21:45] 使不上力
[21:46] 可是还有一些俄军
[21:47] 都还在高点附近
[21:49] 今天细光子有一家叫和盛挂牌了
[21:52] 就是光盛的子公司
[21:53] 从200多一路碰800多
[21:57] 然后后来收
[21:58] 我刚刚看收在640块
[22:00] 当然光盛自己就有点辛苦了
[22:02] 看来资金要买会想要去买和盛
[22:04] 但和盛也因为今天的盘比较闷
[22:07] 要不然搞不好800多就上去了
[22:10] 但是不要第一天抢这个事情
[22:12] 我们有很多的不好的经验
[22:14] 你要钱是可以的
[22:16] 不要买太多
[22:17] 就好像我就跟我台讲说
[22:19] 你合胜300块以下
[22:21] 都是可以闭着眼睛
[22:22] 但是500块以上
[22:24] 你就要很小心
[22:25] 你要有点心理的准备
[22:26] 因为很多
[22:28] 应该讲说
[22:31] 有一批资金是专门在做
[22:33] 这样刚新贵过的股票
[22:35] 所以他们的一开盘
[22:37] 他们是挂很高的价格
[22:39] 他们可能都是开800 900
[22:40] 直接买进的
[22:42] 所以你如果是
[22:43] 他开一百多
[22:45] 你想要挂个两三百
[22:46] 基本上要成交要碰运气
[22:50] 真的不太容易买到
[22:51] 但是如果你买到
[22:53] 真的就是运气好
[22:54] 这个是大家可以留意的
[22:56] 因为毕竟当初我们很关注
[22:58] 和盛的挂牌
[22:59] 但是他今天挂牌
[23:00] 是遇到一个戚风苦雨
[23:02] 我们的天气也是戚风苦雨
