[00:00] 歡迎收聽趙華宇股貨載第1047集
[04:09] 如果我們今天是一個
[04:10] 很低檔的股市
[04:11] 可能就回的不多
[04:12] 例如說好像美股就還好
[04:13] 對不對
[04:14] 那現在有最新的就是
[04:16] 這個戰事看起來
[04:18] 可能會升溫
[04:19] 不管你
[04:20] 我還炸你的大使館
[04:21] 會升溫
[04:23] 再加上臺股的管理過大
[04:24] 這兩件事情加在一起
[04:25] 難免讓大家擔心
[04:27] 因為今天
[04:27] 婉婷之前告訴我們
[04:29] 統一投顧的目標
[04:30] 34988
[04:31] 但它是有條件的
[04:33] 不是說中間都不會回檔的
[04:35] 34988
[04:36] 我們之前是用企業獲利來抓
[04:38] 跟評價
[04:39] 其實在1月份的時候
[04:41] 臺積電法說之後
[04:43] 就上修了今年獲利的預估
[04:45] 所以邏輯上來講
[04:46] 我們一定會上修
[04:47] 今年的指數目標
[04:49] 對但是這個時間點很關鍵
[04:51] 就是你要跟著大家一窩蜂上修呢
[04:53] 還是等到回檔後
[04:55] 折機再上修
[04:56] 那我們是比較傾向選擇後折啦
[04:59] 對所以我們目前還沒有釋出上修的這個預告
[05:02] 對但是我們會認為
[05:04] 今年確實指數應該不會只有到這裡
[05:07] 因為整個AI的趨勢很好
[05:08] 那中間第二季第三季的動盪
[05:11] 我們認為也還是可能會發生
[05:12] 那再來就是像戰爭
[05:15] 這個不確定性因素
[05:16] 因為雖然就是那個被殺掉
[05:20] 就是他們的頭頭被
[05:22] 哈米尼
[05:22] 對哈米尼被殺掉
[05:23] 就是才短短一兩天就說他身亡了
[05:26] 大家想說那之前搞那麼久
[05:27] 反正總之有問題
[05:29] 有幾個首領在這兩年全部都是
[05:32] 對
[05:33] 昨天還有看到一張圖
[05:34] 就1月2月3月4月針對不同的人
[05:37] 殺掉或抓走
[05:38] 對
[05:39] 後面又點名了某些強者
[05:42] 我們這邊就不講
[05:44] 對但是看起來就是
[05:45] 川普他有他的目的性跟策略性
[05:49] 好
[05:50] 然後因為現在動盪還沒有結束
[05:53] 然後加上這個赫姆斯海峽的封鎖
[05:56] 所以遊船的這個運輸
[05:59] 可能會影響到油的供給
[06:00] 雖然油的供給在現在
[06:04] 假設沒有這個赫姆斯海峽的封鎖的話
[06:06] 實際上是功過於求
[06:08] 所以油價今年我們本來是預期會下跌的
[06:10] 但是在戰爭的影響之下
[06:12] 這個運輸上面的供給的影響
[06:15] 可能會導致油價會短線上攀升
[06:18] 以目前來看的話
[06:19] 油價也是在撲斷的高點
[06:21] 昨天有稍微微微的回跌
[06:23] 所以當這個油價回跌的時候
[06:25] 市場可能就會想說
[06:26] 可能戰爭沒有那麼恐慌
[06:28] 沒事了
[06:29] 昨天油價有點開高走低
[06:30] 對
[06:31] 那今天又反彈了
[06:33] 所以他告訴你說
[06:34] 戰爭可能不會這麼快
[06:37] 那麼容易搞定
[06:38] 對
[06:38] 那當然就是
[06:39] 不論是我們家的報告
[06:41] 或者是市場其他家券商的報告
[06:43] 都主要都是用
[06:44] 譬如說像軍力的強弱
[06:47] 差異性過於懸殊
[06:49] 然後跟川普的動作快很準
[06:53] 等等的這個判斷
[06:55] 認為戰事應該會在一週內搞定
[06:57] 那現在才禮拜五
[06:59] 禮拜六開打
[07:00] 到現在其實才三四天
[07:02] 所以也是有可能在一週內搞定
[07:05] 但是搞定後
[07:06] 因為這個政局動盪
[07:08] 還有就是主事者要選誰
[07:10] 就是接班人要選誰
[07:12] 這件事情還是會有一些延伸
[07:13] 所以對於這個
[07:15] 河母賽海峽的
[07:16] 的這個船運的部分
[07:17] 可能影響性
[07:20] 時間點如果拖長的話
[07:21] 就會對油價造成影響
[07:23] 那油價的話
[07:24] 影響假設
[07:25] 往上繼續往上走的話
[07:27] 影響層面就會擴大
[07:28] 時間越長就會影響越大
[07:31] 因為包括對通膨的衝擊
[07:33] 然後對像對臺灣
[07:35] 我們來講的話
[07:36] 像臺灣的這個油價
[07:37] 油的進口
[07:38] 大概高達九成以上
[07:39] 都是進口
[07:40] 然後所以就會導致民生物價的攀升
[07:43] 然後就會導致GDP的下滑
[07:45] 這些都還沒有發生
[07:46] 可是因為我們都要先做預判
[07:48] 他可能會有這樣的情境的情況下
[07:50] 法人就會變得相對的做一些避險的
[07:55] 避險單的交易
[07:56] 那當股價怎麼產生的
[07:59] 就是買跟買
[08:00] 當買的減少
[08:01] 然後避險單增加的時候
[08:03] 其實股市就自然而然就會下跌
[08:05] 那剛好碰巧乖裡律又來到17%
[08:08] 就是我自己抓應該是這15到20年來
[08:12] 最高的乖離率
[08:14] 對那過去五年
[08:15] 因為等一下錄影的時候
[08:17] 我有整理一個表格
[08:18] 就是過去五年乖離率超過10%的時候
[08:20] 後面都有一個回檔
[08:22] 然後回檔平均3.6%
[08:24] 是去年10月到11月份
[08:25] 這個是回檔幅度相對比較小的
[08:28] 其他次都平均回檔7到17%不等
[08:31] 對所以如果回到十幾%
[08:33] 這個大盤迴十幾%
[08:35] 個股常常都是回檔兩三成
[08:37] 所以這邊就是在乖離率
[08:39] 加上有不確定性風險事件影響之下
[08:42] 可能就會暫時性休息
[08:45] 然後我就盤面上的一些
[08:47] 股價行為來看的話
[08:49] 像上禮拜NVIDIA財報
[08:51] 大家看完之後
[08:52] 哇 數字超好 展望超好
[08:55] 結果當天盤後是先漲跌互現
[08:59] 可是開盤沒過
[09:01] 開盤後結果是收跌
[09:02] 對 因為那天的盤後是先有漲
[09:05] 後來翻小黑
[09:06] 然後後來晚上的時候
[09:08] 就直接給你翻下去
[09:09] 好像4%
[09:10] 對
[09:10] 然後所以就會讓大家
[09:13] 會覺得不舒服
[09:14] 然後AI現在就是一些
[09:16] 因為很多新的平臺嘛
[09:18] 然後所以美國這個軟體股
[09:21] 就有受到一些威脅
[09:22] 所以股價也是跌得比較深
[09:25] 然後就間接的包括像一些
[09:27] 私募基金也有開始
[09:29] 有爆雷的東西
[09:30] 等等的發生
[09:31] 那雖然這個私募基金的爆雷
[09:33] 跟之前大
[09:34] 有人開始講說
[09:35] 這個會不會是雷曼事件的反版
[09:37] 但是我們自己認為不會
[09:39] 因為它比較像是一個小事件
[09:41] 它不是真的影響到整個銀行體系
[09:44] 對啊
[09:44] 因為這個四目金銀爆雷的時候
[09:46] 大家可能先想到是
[09:47] 大概幾年前
[09:48] 有這個中小型的銀行被擠兌
[09:50] 對
[09:51] 因為他們那時候買美債
[09:52] 對
[09:53] 美債賠太多了
[09:55] 然後在之前當然是金融海嘯
[09:57] 但是那個中小型銀行的爆雷
[09:59] 就已經沒有像金融海嘯那麼誇張了
[10:02] 因為那個時候金融海嘯有所謂的去槓桿
[10:04] 當然我覺得現在
[10:05] 大家用各種不同的形式
[10:06] 已經把槓桿慢慢加回來
[10:08] 不是用發行衍生性金融商品
[10:11] 而是各種
[10:11] 例如說你有齊全的商品或什麼
[10:14] 有一些各種的方式
[10:15] 然後借款出來再買
[10:17] 然後把股票拿去抵押再買
[10:19] 對
[10:19] 你也以為你抵押的股票
[10:21] 是不太會動的
[10:22] 但事實上
[10:22] 因為你已經做了槓桿的動作
[10:24] 所以會有去槓桿的問題
[10:26] 這個在去年對等關稅
[10:27] 其實就發酵過
[10:28] 但我也覺得
[10:30] 最近這些私募基金的暴雷
[10:31] 他們還是比較傾向
[10:33] 在他們買到了一些
[10:34] 爆雷的股票
[10:35] 對
[10:35] 比較是個體戶的一個狀態
[10:37] 還沒有到
[10:38] 全面擴散的問題
[10:39] 對
[10:40] 所以如果這些事情
[10:42] 剛好趁勢
[10:43] 修正一下臺股的管理
[10:45] 其實也是好事
[10:46] 是
[10:46] 對
[10:47] 就是讓大家可以再重新
[10:49] 進場
[10:50] 有機會
[10:51] 對
[10:51] 因為其實我們剛剛在錄的之前
[10:53] 我跟趙華佑在聊
[10:55] 就是週末還有昨天
[10:56] 就大家都想說
[10:57] 終於跌了
[10:58] 終於跌了
[10:59] 我要逢低進場搶便宜
[11:00] 結果才跌一天
[11:01] 昨天才跌一天
[11:03] 今天第二天
[11:03] 因為昨天晚停一樣
[11:04] 一堆人圍著他問
[11:06] 昨天跌是不是就可以買
[11:07] 但是我們兩個都覺得
[11:09] 昨天就不是一個特好的買點
[11:11] 因為像昨天我掛單沒有成交
[11:13] 好多人就留言說
[11:14] 那你就要掛市價
[11:15] 那就是你掛太低
[11:16] 但是我必須講
[11:17] 我有我的原則
[11:19] 我會掛
[11:20] 第一個當然是
[11:20] 如果一天就跌1000點好了
[11:23] 我覺得那就比較有符合
[11:24] 說極短線上面
[11:26] 一個極短的進場點
[11:27] 但不是大買的進場點所以我才會去掛那樣的一個價格不管是任何商品我心目中有一個價格那沒有掛到嘛都沒有掛到自然是掛太低沒有錯但今天來看
[11:39] 其實有蠻多的標的都跌破
[11:42] 昨天開盤的低點
[11:44] 所以今天你說我沒有買
[11:46] 我有跟婉婷承認說
[11:47] 有我有再掛一個低價
[11:48] 就今天就有部分成交
[11:50] 但其實今天的成交
[11:52] 很有可能是成交在比較高檔的位置
[11:54] 因為我們對於這次修正
[11:56] 剛婉婷有講到
[11:57] 怪力率這麼大的情況下
[11:59] 有可能修正3到4%
[12:01] 那會到
[12:02] 其實會到月線的位置
[12:04] 對 時日線到月線
[12:05] 就是大概3萬3到3萬4
[12:07] 這個是比較
[12:08] 比較小的修正
[12:10] 因為其實
[12:10] 我坦白講
[12:11] 我們也會有好幾個scenario
[12:13] 就是我們
[12:14] 影響程度輕的話
[12:16] 大概就是3到5%
[12:17] 那中程度就可能8%
[12:19] 然後比較重
[12:20] 也有可能會10到15%
[12:22] 那至於什麼路線
[12:23] 其實以戰爭來講
[12:24] 我們都不會知道
[12:25] 明天戰爭會長怎樣
[12:27] 我們只能就是分析
[12:29] 什麼看到什麼
[12:30] 然後會是走哪一種路線
[12:32] 對所以
[12:32] 在還沒有完全安全之前
[12:35] 以戰爭來講的話
[12:37] 會建議大家不要這麼貿然
[12:39] 的全面性的
[12:41] 就是蜂擁而至的在加碼
[12:43] 對然後另外
[12:43] 如果是就盤面來看的話
[12:45] 其實AI是趨勢是好的
[12:47] 而且三月份還有一些展
[12:49] 包括這周的MWC
[12:52] 然後Apple新品發表
[12:53] 然後月中的話是NVIDIA GTC
[12:56] 然後接下來是有光通訊展跟衛星展
[12:59] 然後四月份的話
[13:00] 又臺積電法說又來了
[13:02] 所以從三月下旬到四月中旬
[13:05] 這段時間
[13:05] 我認為基本面利多
[13:07] 還是會再出來
[13:09] 可是在此之前
[13:11] 就是剛好趁勢修正管理
[13:13] 我建議大家可以從盤面來看
[13:15] 因為盤面如果強勢股一直在休息
[13:18] 在輪跌
[13:19] 就表示這個修正可能還沒有結束
[13:22] 那如果強勢股開始就是不跌了
[13:25] 就是開始橫盤了
[13:27] 然後重新開始轉強
[13:28] 那可能就會是一個
[13:30] 短線上好的加碼時間點
[13:32] 那像之前強勢股
[13:34] 像記憶體
[13:35] 今天就有全面性的重挫
[13:36] 對那光通訊
[13:38] 今天明明就有利多
[13:39] 對
[13:40] Amedia投資
[13:41] 投資Lumenton
[13:42] 跟Coherent
[13:43] 對
[13:43] 結果
[13:44] 就開盤前
[13:45] 我們會認為說
[13:47] 我這強勢中的強勢
[13:49] 還有AOI
[13:50] 昨天已經100美元了
[13:51] 從它20美元到100美元
[13:53] 才幾天而已
[13:54] 對
[13:55] 然後因為臺灣的光通訊
[13:57] 今天
[13:58] 對
[13:58] 昨天跟上禮拜
[14:00] 就是一路
[14:01] 非常強
[14:02] 對
[14:03] 幾乎就是全面性漲停
[14:05] 然後今天
[14:06] 已經有一半開始轉入
[14:08] 對
[14:09] 所以
[14:09] 我自己會認為就是
[14:12] 有一點盤面上
[14:13] 比較變得不夠健康
[14:15] 對
[14:15] 因為像昨天以這樣的新聞
[14:17] 要是是放在前兩天
[14:19] 對
[14:19] 那可能今天光通漲停
[14:20] 搞不好有十檔
[14:21] 對
[14:22] 那今天因為盤市真的有點弱
[14:24] 所以光通就有點吃力
[14:26] 甚至漲點全部被吃掉
[14:27] 從漲點開啟到漲點
[14:29] 全部被吃掉的都有
[14:30] 我覺得這個就比較辛苦
[14:32] 因為雖然今天跌700多點
[14:33] 但是我們跟日韓股比起來
[14:35] 我們今天的跌幅
[14:36] 我以跌幅來說
[14:37] 不能算非常重
[14:39] 我們跌不到2%
[14:40] 但是日本
[14:41] 我剛剛看跌3%
[14:42] 韓國今天跌5%
[14:44] 對
[14:44] 韓國當然因為他昨天沒開盤
[14:46] 我覺得加總在今天一起給他
[14:48] 但5%真的很多
[14:49] 對
[14:49] 所以
[14:50] 中間還有休息
[14:51] 中間就跌到
[14:53] 他會有暫時停止交易
[14:55] 就是五分鐘
[14:56] 好像是指韓國指數有兩百檔股票
[14:58] 對他還沒有到
[15:00] 全部韓股都暫停交易這樣子
[15:02] 我上次是不是有一次來的時候
[15:04] 是漲到暫停交易
[15:06] 有一天是那個
[15:08] 好像就川普喊話那一天是不是
[15:10] 對我記得好像
[15:10] 大家全部都漲停了
[15:11] 這個畫面好熟悉
[15:13] 對但是我們的經驗中
[15:17] 都是跌到熔斷比較多
[15:19] 漲到熔斷那麼開心的事情比較少
[15:21] 對
[15:21] 所以今天光通
[15:24] 他真的有一點點力多
[15:26] 但就是沒有辦法反應的現象
[15:29] 對
[15:30] 但有可能是
[15:31] 應該說漲太多了
[15:32] 大家就是趁這個盤
[15:34] 韓國還在跌
[15:35] 獲利瞭解
[15:36] 對
[15:36] 太猛了吧
[15:39] 幸好我們跌到一點半而已
[15:41] 對
[15:42] 但當然盤面還是有強勢股
[15:44] 像戰爭受惠股
[15:45] 可能跟油價有關
[15:47] 或者是因為禁運
[15:50] 所以就整個貨運的供給就瞬間卡住
[15:54] 有點減少
[15:55] 然後報價就增加
[15:56] 所以看起來短暫性的貨櫃散裝等等的狀況就有變好
[16:03] 然後如果是煉油的話
[16:05] 臺塑化可能也勉強算是
[16:08] 所以今天台塑化特別強
[16:10] 對
[16:10] 但是四寶其他三檔就稍微弱一些
[16:14] 因為畢竟他們不是在需求上面有很強的增溫
[16:18] 所以當成本上升的時候
[16:20] 並不一定對他們非常的有利
[16:22] 不過因為他們的位階很低
[16:24] 所以大家可以看到說
[16:25] 在前一陣子
[16:26] 其實大家都在漲
[16:27] 漲到三萬五了
[16:28] 臺數四保也有漲停板
[16:30] 對
[16:30] 不過如果說是以今天的情況
[16:32] 就反映油價
[16:33] 那就是臺數化
[16:34] 對
[16:34] 所以臺數化今天在排面上
[16:36] 相對比較強勢
[16:37] 收盤還漲了四個百分點以上
[16:38] 但這些都比較像是
[16:40] 短線上因油價
[16:42] 或者和母子海峽被封鎖
[16:43] 產生的一個狀況
[16:45] 它能不能延續下去
[16:47] 我們就要很密切的觀察
[16:48] 油價會不會又下來
[16:49] 或者是這個封鎖的情況
[16:51] 比想象中嚴重
[16:51] 一直封鎖一直封鎖
[16:52] 封鎖很久
[16:53] 像當年的鴻海
[16:54] 被封鎖很久
[16:55] 那這個可能就會延續
[16:57] 他們的長勢
[16:57] 要不然我們還是
[16:58] 以短線上的利多來市值
[17:00] 沒錯
[17:01] 那長線的利多
[17:03] 其實還是要回到
[17:04] AI的上面
[17:05] 那今天婉婷來
[17:06] 還是要跟大家聊
[17:07] 因為我想這一波
[17:08] 大家覺得最厲害的
[17:09] 真的就是載板
[17:10] 這個已經厲害到
[17:11] 反正像我的股票
[17:13] 我已經就不想動它
[17:14] 因為它離太遠了
[17:15] 對
[17:15] 所以就算有一天開盤
[17:17] 可能也許宅版三雄都跌提面
[17:18] 我都會無感
[17:19] 到這種程度了
[17:20] 但是大家現在
[17:21] 很想介入的人還是很多
[17:23] 所以我們就回到PCB的身上
[17:25] 因為我想PCB
[17:26] 應該跟戰爭真的關係不大
[17:29] 可是系統性風險下
[17:30] 大家都會跌
[17:31] 所以一樣再來排名一次吧
[17:34] 因為每一次請婉婷來
[17:35] 都有排名
[17:35] 當時她就有講
[17:36] 排名在前面的是宅版哦
[17:38] 對
[17:38] 然後你也喜歡同博
[17:41] 可是京劇的表現
[17:42] 就一直不太行
[17:43] 出關以後也沒有特別表現
[17:46] 然後再來的話是
[17:48] 臺光和深度派還是
[17:50] CCL
[17:51] 然後再來才會是
[17:52] 撥籤簿那些上游等等的
[17:54] 然後跟下游的PCB
[17:55] 我覺得載板還是
[17:58] 你的首選
[17:59] 可是動靜
[18:00] 新興500
[18:01] 對
[18:02] 但是我覺得它戴維斯雙極
[18:04] 還沒有真正完全發威
[18:06] 因為載板
[18:08] 就是我過去講的邏輯是
[18:10] 它是兩段
[18:11] 第一段是原物料上漲
[18:14] 驅動它的漲價
[18:15] 那這一段他是要看原物料的臉色
[18:17] 那目前就是原物料
[18:19] 在T-Glass Low CT布的部分
[18:21] 是非常非常缺的
[18:22] 才能要到今年底
[18:24] 2026年底才會開出
[18:25] 所以今年會缺整年
[18:27] 好那缺整年的話
[18:29] 如果載板自己的工序是不好的
[18:32] 然後大家只能搶
[18:34] 看搶布的臉色
[18:35] 然後我搶到布
[18:37] 因為我還是希望我的產能能填滿
[18:38] 所以我不會完全轉嫁
[18:40] 我會希望客戶多下點單
[18:41] 好所以我沒有辦法完全轉嫁
[18:43] 可是從去年下半年到現在
[18:45] 載板自己本身的駕動率是在變好的
[18:49] 對
[18:49] 所以他轉嫁的能力有變強
[18:52] 然後所以這次新興法術就跟大家說
[18:54] 第一季反映原物料價格的上漲
[18:57] 比去年第四季好
[18:58] 他認為第二季會比第一季好
[19:00] 可是這個都是還是得看原物料臉色
[19:03] 所以這個雖然是有漲價的動能
[19:05] 可是他不夠漂亮
[19:07] 但是到下半年之後
[19:09] 隨著Rubin開始了
[19:11] 它的這個封裝的
[19:13] 晶片封裝的結構不一樣
[19:15] 然後載板的板層數跟面積變大了
[19:19] 然後它就會消耗更多的載板產能
[19:21] 那剛剛我們講了嘛
[19:23] 載板的駕動率已經拉到九成以上
[19:25] 可是你的需求突然變大的時候
[19:26] 你的駕動率可能會瞬間一百
[19:28] 然後瞬間會不夠
[19:29] 那這時候就會漲更多
[19:32] 因為你要買
[19:33] 你要看我的臉色了
[19:35] 因為我沒有產能了
[19:36] 所以我只好把我的單給更好的客戶
[19:39] 或者是更大量的客戶
[19:40] 那這樣的話的毛率
[19:42] 就會跳升的很多
[19:43] 然後也比較容易轉嫁
[19:44] 然後所以我們
[19:45] 之前估2027年的
[19:47] EPS是25塊
[19:49] 但是在上禮拜的
[19:50] 星星法術會後
[19:52] 我們家把星星的
[19:53] EPS估到27塊
[19:55] 但這邊會有一些變數
[19:56] 就是如果
[19:57] AI的需求一直如此之好
[20:00] 然後漲價的幅度更高的話
[20:02] 這個EPS還有在上銷的空間
[20:04] 我看外資是有人
[20:06] 南電是估到三四十塊
[20:08] 我們是估二十幾塊
[20:09] 可是這個30 40塊的落差
[20:11] 就是來自於
[20:12] 明年價格上漲幅度的落差
[20:14] 然後跟這個宅版兩綠的
[20:16] 的這個落差
[20:17] 然後還有一個關鍵
[20:18] 就是假設
[20:20] 日東坊今年底產能開出之後
[20:22] 讓布的供給沒有這麼緊張的話
[20:25] 布不要再漲
[20:26] 然後宅版繼續漲
[20:28] 那會更美
[20:28] 對這個就會讓毛綠跟霍利上修會更大
[20:31] 那通常我們在上修霍利的時候
[20:33] 評價也會同步上修
[20:35] 就叫戴維斯雙擊
[20:36] 然後現在大家都是簡單先抓
[20:39] 明年25塊或30塊
[20:41] EPS
[20:41] 這個EPS
[20:42] 然後本益比抓20倍
[20:43] 所以大概就會落在五六百
[20:45] 可是如果EPS再上修
[20:47] PE就會跟著上修
[20:48] 就會從20上修到25倍
[20:50] 那這個的跳升幅度就會很快
[20:53] 對
[20:54] 所以我覺得大家可以關注一下
[20:56] 就是新興南電錦縮
[20:58] 他們駕動率的狀況
[21:00] 拉伸的狀況
[21:01] 量率跟漲價的幅度
[21:03] 如果漲幅
[21:04] 每季的漲幅是超過5%的時候
[21:07] 你就會知道
[21:08] 接下來研究員就會再上修EPS
[21:10] 因為這個載板現在投信又重新喜歡它了
[21:13] 我們以前也講過這件事情
[21:15] 因為2021年載板就是投信買最多的股票
[21:19] 但是後面就發生了一件事情
[21:21] 最近這個欣欣的董事長曾子璋離開了
[21:25] 這個什麼原因不知道
[21:26] 可能要問婉婷
[21:28] 因為婉婷有去聽欣欣的發說
[21:29] 她離開了
[21:30] 我覺得因為她是一個講話
[21:32] 算是正向樂觀的人
[21:34] 看來離開目前為止沒有影響到欣欣的股價
[21:37] 但是我也永遠記得
[21:38] 2021年
[21:39] 他說宅辦的產能滿到
[21:40] 2026年
[21:41] 對
[21:42] 後來中間就發現
[21:43] 沒有那麼誇張
[21:44] 因為很多人庫存堆太多了
[21:46] 那現在我們如何來判斷
[21:48] 這個反轉點什麼時候到
[21:50] 因為現在看起來
[21:51] 就是帶為時雙擊
[21:52] 就是說獲利上修
[21:53] 評價上修
[21:54] 把人狂賣
[21:55] 對
[21:55] 可是有一天
[21:56] 你們統一
[21:57] 也可能就不想買了的時候
[21:59] 那你覺得
[22:00] 大家要留意什麼
[22:01] 因為就算是明年
[22:03] 估25塊27塊
[22:04] 本一筆
[22:05] 其實也來到了
[22:06] 20倍以上嘛
[22:07] 而且是明年哦
[22:08] 對
[22:09] 而且是所有的產能
[22:10] 和漲價如預期的狀況
[22:12] 嗯
[22:13] 嗯
[22:13] 第一個要看
[22:15] 會不會下修
[22:16] 是看AI的需求
[22:18] 是
[22:18] 嗯
[22:18] 如果AI的強度
[22:20] 像最近都在上修嘛
[22:21] 資本支出上修
[22:22] 都在上修
[22:23] 所以你就不用擔心
[22:23] 它才剛上修
[22:25] 基本上不太容易
[22:26] 馬上下修
[22:27] 是
[22:27] 對那
[22:28] 呃
[22:29] 為什麼會上修
[22:30] 如果AI的
[22:31] 就是像
[22:31] 呃
[22:32] 大元模型啊
[22:33] 或是AI的新平臺啊
[22:34] 代理平臺啊
[22:35] 等等
[22:35] 這些應用變多了
[22:37] 那當然AI的建制需求增強
[22:40] 就不容易下修
[22:41] 可是如果你現在每個人都用到處
[22:44] 所有的產品都匯入AI了
[22:45] 這個叫滲透率已經很高了
[22:48] 或者是飽和度很高了
[22:49] 那庫存很高就會下修
[22:51] 所以我覺得我們會比較傾向認為
[22:53] 這個時間點對於AI的部件
[22:55] 基建的還在一個初生段往中生段的過程中
[22:59] 還沒有到末生段
[23:01] 所以不容易下修那對比2021年那時候是COVID-19然後我from home大家買重新泰換電子產品從2020到2021然後2021庫存堆滿手
[23:13] 訂單看起來很高
[23:14] 可是2022年就發現
[23:16] 完了賣不動了
[23:17] 然後就瞬間大下銷
[23:19] 我就有點不太一樣
[23:20] 因為AI現在是新東西
[23:22] 那那個時間點是
[23:23] 既有產品的泰就換新
[23:25] 那時候是
[23:26] 就是大家說的
[23:27] 疫情紅利很怕搶不到
[23:28] 然後就越來越害怕搶不到
[23:30] 是另外一種心理的恐慌
[23:31] 對可是因為
[23:32] 我把一臺PC換掉
[23:35] 一臺手機換掉
[23:36] 之後就沒了
