[00:00] 欢迎收听赵华宇古货载第1063集
[04:32] 这个消息传到伊朗那边
[04:33] 伊朗马上就出来否认
[04:35] 那我的第一个
[04:37] 我的第一个想法是说
[04:39] 这个是不是这个美国的这个策反
[04:43] 他故意说了一个
[04:45] 我已经跟你们那个老大谈好了
[04:47] 可是老大说我没有啊
[04:49] 要不然跟誰談
[04:50] 然後彼此就互相猜忌
[04:52] 然後他們內部就會出現內訌
[04:54] 我本來以為是有這樣子的一個這種想法
[04:57] 後來想想我覺得不是
[04:59] 我覺得可能真的是因為川普
[05:01] 他感受到就是包括像是
[05:04] 通膨的壓力
[05:05] 沒錯
[05:06] 或者是這個其他的一些國家的一些責難
[05:10] 或者是黨內
[05:12] 黨內同志的一些批評
[05:14] 他想說這個關我什麼事呢
[05:17] 所以可能他就后来就是
[05:19] 如同大家所预期的就是tackle了
[05:22] 就是他没有再进一步的坚持下去
[05:25] 那今天早上很多朋友问我说
[05:30] 那这样子战争就结束了吗
[05:32] 我的看法是战争没有这么快结束
[05:36] 但是军事冲突对金融市场的影响
[05:42] 到这边为止呢
[05:43] 是迎来的第一个拐点
[05:45] 你毕竟觉得川普他有
[05:48] 释出他希望这件事情
[05:50] 结束的意愿
[05:51] 对
[05:52] 因为一个巴掌打不响
[05:55] 如果说今天一个想打
[05:57] 一个不想打
[05:58] 那这场战争
[05:59] 其实应该打不太下去
[06:01] 之前大家很担心
[06:03] 是说两个都很想打
[06:04] 两个都很想打
[06:06] 两个都不肯输
[06:06] 对
[06:07] 两个都很想打的情况之下
[06:09] 那战争就会继续下去
[06:10] 而且可能会朝向
[06:12] 一些可能没有办法
[06:14] 预料之道的一个事情发生
[06:16] 所以这部分我觉得
[06:18] 我看到的是川普他不想打
[06:19] 然后我看到的是金融市场
[06:22] 反映他不想打的这一个企图性
[06:24] 所以昨天是出现就是
[06:26] 第一个就是美国股市的一个上涨
[06:29] 然后油价的下跌
[06:31] 然后再来是金价的反弹
[06:33] 简单讲就是又回到原本
[06:35] 就是战争之前的那个轨迹
[06:37] 好我记得这个
[06:39] 最近一次看到这个井喷
[06:40] 大家不知道有没有记得
[06:41] 这个叫井喷嘛对不对
[06:43] 是2022年
[06:44] 应该是7月国安基金宣布要进场
[06:46] 那天晚上因为我在学校上课
[06:48] 哇塞就忽然手机翻出来
[06:51] 就管他老实的我就开始看我的手机
[06:53] 因为就紧喷
[06:54] 昨天晚上也是正在忙手边的事
[06:56] 哇全部停下来看紧喷
[06:58] 市场的共识
[06:59] 其实即使知道有可能伊朗会出来否认
[07:02] 还是决定先喷
[07:04] 所以接下来可能的发展会怎么样呢
[07:07] 第一个我个人的推测就是
[07:09] 美国接下来可能就是嘴巴硬
[07:12] 但是你说他要再派什么军队
[07:15] 或者是轰炸机过去
[07:17] 我个人觉得这个机会已经相对比较低了
[07:20] 那现在川普呢
[07:22] 可能就是想要找一个台阶下
[07:24] OK
[07:25] 那么战事的部分呢
[07:28] 当然我觉得会由以色列出面来接替
[07:31] 所以我觉得战事不会结束
[07:33] 所以接下来可能就会变成以色列
[07:36] 然后跟伊朗的一个两国之间的一个战争
[07:40] 那所以金融市场的部分
[07:42] 我想冲击大概就暂时告一段落
[07:45] 那么接下来呢
[07:46] 就会进入到就是
[07:48] 一些之前可能基本面不错
[07:52] 然后呢
[07:53] 股价涨上去的那些个股
[07:55] 这边开始做拉回了之后呢
[07:57] 开始有一些
[07:57] 比较积极型的投资人
[08:00] 或者是法人
[08:01] 愿意在这边去做低阶
[08:03] 事实上敢在今天
[08:05] 或者是昨天去做低阶的
[08:07] 基本上我觉得应该不是一般的投资人
[08:10] 他可能是第一个
[08:12] 他对于这些公司的产业前景
[08:15] 或者是个股的基本面
[08:17] 很有信心的这些的专业法人
[08:20] 他才可能在占余密布的情况之下
[08:24] 经常去做低阶
[08:25] 或者是之前在高档
[08:28] 有稍微去做调整持股的这些投资人
[08:33] 这边可能会去做低阶
[08:36] 但是不管是哪一种
[08:37] 他们这边所低阶的这些族群
[08:40] 理论上应该都是基本面够好的
[08:42] 或者是未来产业前景好
[08:44] 不确定性因素相对比较低的一些个股
[08:47] 所以我这边会认为说
[08:50] 接下来的个股的一个表现会出现强弱分歧
[08:54] 那么在一般投资人来讲
[08:57] 现在可能还是没有办法这么快的调整心情
[09:01] 对
[09:01] 一下说要打
[09:03] 一下说不打
[09:03] 然后一下油价开始往上喷
[09:05] 然后现在搞的那个
[09:07] 民生物资都还要再涨价
[09:10] 他们说什么台塑
[09:12] 什么报价暂停
[09:14] 其他的这个二线售化的厂商
[09:16] 也报价暂停
[09:17] 说什么手摇影的杯子
[09:19] 可能也要涨价什么的
[09:21] 大家其实还是会有点担心
[09:23] 那油价上涨
[09:24] 看起来已经是确定的事实
[09:26] 所以我觉得在一般投资人来讲
[09:29] 他有感受到是生活上面的压力
[09:31] 所以对这些投资上面的一个态度
[09:34] 会稍微有点点打折
[09:36] 台大上前阵子回答的速度很快
[09:39] 应该多多少少都蛮多投资朋友是被套牢的
[09:43] 那一被套牢之后
[09:44] 按照我们过去的经验
[09:45] 大家每个人都有被套牢过的经验吗
[09:48] 我也有
[09:49] 没有被套牢的人
[09:50] 一定是你没有真的在股市交易
[09:53] 骗人踢出去
[09:55] 对啊
[09:58] 我想大家想想看你当时买股票
[10:00] 一买就套牢的
[10:01] 隔天你做什么事
[10:02] 你会停损吗
[10:04] 应该不会
[10:04] 你会加码吗
[10:06] 大概不会
[10:06] 大概就什么
[10:07] 就停在那边就不动了
[10:09] 所以很多人就会把自己的资产
[10:11] 放在那里消耗时间
[10:13] 对
[10:13] 这个情况其实从
[10:16] 今天的成交量就可以看得出来
[10:18] 今天成交量是只剩6000多亿
[10:21] 6000多亿
[10:23] 从一兆最高点到6000多亿
[10:24] 甚至一兆一
[10:25] 对
[10:26] 这代表什么
[10:27] 代表已经有一些投资朋友
[10:29] 在高档是套牢的
[10:30] 套牢之后就好像
[10:31] 人家在玩木头人游戏一样
[10:34] Yes I 木头人
[10:35] 然后就不会动了
[10:36] 对
[10:36] 那他们要等什么
[10:38] 要等解套啊
[10:39] 等他自己会解套
[10:41] 对
[10:41] 等他解套
[10:42] 等他自己会解套
[10:43] 所以呢
[10:44] 在这部分来讲
[10:45] 我觉得市场上面的成交量
[10:47] 会持续的低一米下去
[10:50] 那只要低一米下去的情况下
[10:52] 你说要在他往上再去做走高
[10:54] 至少我觉得短时间之内
[10:56] 不容易看到
[10:57] 不容易看到
[10:58] 所以接下来呢
[10:59] 可能就是一个
[11:00] 又开始要出去这个
[11:02] 拖时间的一个表现了
[11:04] 但是拖時間的表現我剛提到
[11:06] 這些比較大膽的資金不像一般投資人一樣的
[11:11] 他們資金稍微比較充足的法人就會在這邊去做琢磨
[11:15] 所以對一般投資人來講
[11:17] 我的建議是兩個
[11:19] 第一個
[11:20] 你要嘛你就趕快把你手中的一些比較沒有效率的個股趕快換掉
[11:26] 換掉現在法人在這邊低檔
[11:29] 不顧這個佔益的風險
[11:32] 進場去低接這些股票
[11:34] 或許會等你在那邊等你的一個股票去做這個反彈
[11:39] 讓你做解套來的還要更有效率
[11:41] 在整個資產的一個配置上
[11:44] 然後第二個就是如果你真的覺得這個事情還有一段時間要走
[11:50] 那你有很擔心你手中的持股就是可能還會遭受更大的損失那麼其實我覺得就是減碼那至於解碼的程度這正在看每個人的一個對風險的跟虧損的一個承受度
[12:06] 那也許解碼的一張兩張你就覺得很多了那也OK
[12:10] 重點就是像剛剛造華所說的不要你的資產什麼都不動
[12:15] 乖乖在那邊放著
[12:17] 我常跟我的學生開玩笑說
[12:20] 隔岸觀火
[12:21] 這個名詞
[12:22] 這個成語
[12:23] 重点在隔岸还是在关火
[12:26] 对不对
[12:27] 重点当然是在隔岸嘛
[12:29] 安全才能关火
[12:31] 对啊你关什么
[12:32] 我都烧到你身上你怎么关
[12:34] 逃都来不及
[12:36] 对不对
[12:36] 我开玩笑说你是
[12:37] 你要关火还是关水
[12:39] 还是关人家洗澡
[12:40] 随便你
[12:41] 重点是你隔岸嘛
[12:43] 你不会被抓到嘛
[12:44] 对啊所以我说你既然想要
[12:46] 觉得这个风险很高
[12:48] 你想要退出市场
[12:49] 那就麻烦你真正的
[12:51] 把你的资金抽回来
[12:52] 那才叫做观望
[12:54] 对
[12:55] 我觉得这个其实是很多投资
[12:56] 没有在心态上的一个差别
[12:58] 就是我观望观望
[12:59] 可是明明走中股票一堆
[13:01] 那哪叫观望
[13:02] 那其实你的资产
[13:03] 还是随着那个市场上面的波动
[13:05] 在曝显
[13:07] 所以如果说你真的是想要决心
[13:09] 就出了观望的话
[13:10] 我不知道你是要减少个一成
[13:13] 还是两成
[13:13] 我觉得基本上一定要做一些动作
[13:15] 好
[13:16] 因为今天早上
[13:17] 韦泰就有传讯息给我
[13:18] 就是有看到我昨天发的小废文
[13:20] 所以现在大家喜欢听小费文和碎碎念吗
[13:23] 我知道了
[13:24] 好 但他传给我说
[13:27] 我们就忍不住
[13:27] 当然就会忍不住
[13:29] 因为昨晚太戏剧性了
[13:30] 所以我们就会小聊一下想法
[13:32] 那韦泰就有跟我提到说
[13:33] 他觉得这个昨天和今天
[13:35] 可能会是法人进场的一个拐点
[13:37] 能够在这样震荡一千点
[13:40] 而且早上
[13:41] 其实我们如果盘前有做一些study
[13:43] 或是看一下日韩股的开盘
[13:44] 我们就可以知道
[13:45] 其实今天绝对不会
[13:46] 应该不要用绝对
[13:48] 绝对两个字太绝对
[13:49] 今天很难反映
[13:51] 夜盘涨那个1000点
[13:53] 尤其我们很聪明
[13:54] 我们经过一个晚上的沉淀
[13:55] 很多人就会去思考
[13:57] 伊朗真的就是没有承认
[13:58] 但我觉得
[14:00] 我再讲一个事情很重要
[14:01] 但是川普
[14:02] 我们昨天有花很大篇幅
[14:04] 甚至前天应该有花很大篇幅
[14:05] 跟大家讲
[14:06] 川普受到的压力是什么
[14:08] 他们有点没有办法控制
[14:10] 这个通膨再上去
[14:11] 油价再上去
[14:12] 他能够承担的
[14:13] 为什么
[14:13] 我们也曾经遇过
[14:15] 这个通膨起来
[14:16] 那时候连准会用
[14:17] 所谓的暴力声息
[14:18] 因为是从很低的利率
[14:21] 做暴力升息
[14:22] 0到5
[14:23] 到5大家都已经哀哀叫了
[14:26] 很多企业我们讲
[14:27] 你要扩张
[14:28] 你要举债什么
[14:28] 你的借贷成本变得非常的高
[14:31] 你的债务很可能会让你还不出来
[14:33] 但幸好因为如果有沾到AI的
[14:35] 你就靠着AI的成长态势
[14:37] 大家去做到一个再平衡
[14:38] 可是如果现在是5%要到10%吗
[14:42] 你要怎么去控制
[14:43] 其实你已经失去当初的那一个
[14:45] 可以按下去那个扭
[14:46] 就是我该怎么做那个扭
[14:47] 没有
[14:48] 本来降息是刺激市场资金的手段
[14:51] 这个扭下去
[14:51] 降息钱来了
[14:53] 那现在没有这个选项了
[14:55] 这对他来说是非常非常非常非常痛苦的
[14:57] 所以他为什么在昨天晚上会示弱
[14:59] 而他示弱的时候
[15:01] 你说市场资金会完全无怀疑吗
[15:03] 还有人讲说
[15:04] 他示弱发表那个言论的前15分钟
[15:07] 其实期货市场就有大单进去
[15:09] 这个我们就不论
[15:11] 这个因为川普自己都不会言
[15:13] 跟着他的人股票都做很好
[15:15] 所以是不是他要做川普头顾
[15:19] 这个我们也不想去审究
[15:21] 因为我们做不到
[15:21] 我们没有办法在川普发讯的前15分钟
[15:24] 拿到讯息
[15:25] 可是我们可以从他的态度知道
[15:27] 他希望这件事情要落幕
[15:30] 而市场也希望
[15:32] 对
[15:33] 这两个事情加在一起
[15:35] 就是为什么韦泰会讲说
[15:37] 在这样的前提下
[15:38] 比较胆大的或钱比较多的人
[15:41] 他可能这两天就已经进场在布局试水温了
[15:45] 那像我们这种胆小的人怎么样呢
[15:48] 像我昨天有跟大家分享
[15:49] 有两档ETF
[15:50] 他昨天
[15:51] 我自己在关注的
[15:51] 应该不止这两档
[15:53] 一个是985A
[15:54] 一个是988A
[15:55] 他跌破月线嘛
[15:56] 所以昨天我有率先
[15:57] 小加一点他们身上
[15:58] 那今天981A
[15:59] 也跌破月线
[16:00] 还有993A
[16:02] 今天一个大黑K
[16:03] 因为他应该是
[16:04] 持有蛮多的记忆体
[16:05] 那我一直对
[16:07] 我想不止我啦
[16:08] 坊间有发现
[16:09] 981A规模最大
[16:10] 但是却操作的相对比较厉害
[16:13] 所以大家可能就优先加
[16:15] 那我也看到还是会有人会怀疑说
[16:18] 为什么一破月线就要加
[16:20] 这牵涉到两件事情
[16:22] 也跟大家反复的碎念过
[16:24] 就第一刚刚讲了景气有没有向上
[16:28] 其实景气目前向上
[16:30] 然后川普想不想停战
[16:31] 那川普又表达了
[16:32] 他其实想停战
[16:33] 那市场需不需要停战
[16:34] 市场表达了
[16:35] 只要停战我就马上进去
[16:37] 所以在这样的前提下
[16:39] 我暂时还是会以月线
[16:41] 台股相对比较强
[16:43] 为第一个初步的加码点
[16:45] 但是不是大幅的加码点
[16:47] 还是再次的告诉大家
[16:48] 大家也注意到这段时间洗刷震荡
[16:51] 来测月线好多次
[16:52] 还没有测到季线
[16:53] 好那这个是大盘
[16:55] ETF的部分相对很多做的厉害的
[16:58] 都比大盘还强势
[16:59] 所以我才会说
[17:01] 在这样的前提下
[17:02] 月线可能就是我第一个小幅的加码点
[17:05] 好然后还有第二个
[17:06] 你先确立大情势是如此的时候
[17:09] 你当然还要看一下你有没有钱嘛
[17:11] 是不是
[17:11] 如果大家钱真的很少
[17:14] 当然没有办法像我那么任性
[17:15] 好不好
[17:15] 对因为有人就说
[17:17] 你现在就减
[17:18] 那之后再下去呢
[17:19] 再下去就再减啊
[17:21] 对
[17:21] 好可是这个真的是在资金控管上
[17:24] 因为我有看到有朋友说
[17:25] 减几次之后觉得手上紧了
[17:28] 那当然那就可能不能这样一直减了
[17:30] 不好意思你已经水位差不多了
[17:32] 你确实就要再等到一个
[17:34] 你觉得比较适合的机会
[17:35] 才有办法进去
[17:36] 所以你本业的收入很重要
[17:38] 还有之前提过的
[17:39] 最近不知道没有人在问我
[17:41] 停利的事
[17:42] 停利是我讲过
[17:42] 非常非常多次
[17:43] 你之前停利
[17:44] 你会觉得
[17:45] 卖飞
[17:46] 干嘛不继续
[17:47] 复利滚存
[17:48] 后来就发现
[17:49] 跌下来了
[17:50] 之前停利的钱
[17:51] 可以拿来加
[17:51] 所以一体两面
[17:53] 你要不要
[17:54] 都是一个自己的策略
[17:55] 那我是属于
[17:57] 部分我一定会停利的
[17:58] 大家会听我抱怨
[17:59] 金元店卖飞
[18:00] 现在金元店
[18:01] 回到300块一小撸
[18:02] 这个不是在
[18:04] 跟大家开玩笑
[18:04] 是认真的说
[18:06] 你在做任何事情
[18:07] 你会去想到
[18:07] 你后面的铺排
[18:08] 是什么
[18:09] 那我之前做停利
[18:10] 拿回来的钱
[18:11] 是不是就是可以
[18:12] 在这一次下跌的时候
[18:14] 去加码在
[18:15] 我比较信任的资产上
[18:17] 尤其像我常常讲
[18:18] 你要被动ETF也可以
[18:19] 它的好处是
[18:20] 它很慢才换股
[18:22] 它反而帮你抱一个破段
[18:23] 那你喜欢主动式ETF也可以
[18:25] 它的好处是
[18:26] 它帮你攻击
[18:27] 那你喜欢市值型ETF也可以
[18:30] 因为长期来说
[18:32] 大盘不会输
[18:34] 对不对
[18:34] 所以这个选择在哪里
[18:36] 你不可能选到一个跑最快的
[18:38] 都是你赢
[18:39] 不用了
[18:40] 都是川普赢
[18:41] 不可能
[18:42] 我们就是做我们自己的
[18:44] 那你说
[18:45] 像我觉得之前麦菲的
[18:46] 现在有停利就有钱了嘛
[18:48] 这就是好处嘛
[18:49] 但是也有人赢啊
[18:50] 也有人觉得说
[18:50] 我不停利
[18:51] 结果我的股票又创新高
[18:53] 我赢
[18:53] 对
[18:54] 就照你觉得你可以的方式
[18:56] 那我今天会分享的
[18:58] 很多人说
[18:59] 为什么你发的文
[19:00] 那么贴近我的心情
[19:01] 就是因为我就是一个
[19:02] 在市场里面的小投资人
[19:04] 所以我可以理解大家的心情
[19:07] 那像韦泰
[19:07] 他更是有那么多的学生
[19:09] 会跟他反映大家的心境
[19:10] 所以他非常清楚知道
[19:12] 而且他要了解法人动态
[19:13] 所以我总结做了好长一段
[19:15] 就是他说法人现在
[19:17] 可能会是第一个布局点
[19:18] 但是这边我也想请教韦泰
[19:20] 我们这几天会这么的
[19:22] 我其实昨天的讲法
[19:24] 是略紧张的
[19:25] 因为我会觉得
[19:26] 再这样下去
[19:27] 确实对景气会有不良的影响
[19:30] 还有就是在美股
[19:31] 它在半年线年线附近那么久
[19:33] 我们台股终究会不会
[19:35] 有被拖下去的时候
[19:36] 我觉得这些疑虑
[19:37] 就是市场上的人
[19:38] 不敢尽情投入的原因
[19:40] 好
[19:41] 我觉得第一个
[19:44] 想先说的就是
[19:45] 我刚好在上个礼拜
[19:48] 我新收了一个学生
[19:51] 然后他很认真
[19:52] 他呢就是会写
[19:54] 类似我们以前的那种传真稿
[19:57] 你知道传真稿吗
[19:59] 就是他会在这边盘试
[20:00] 然后他就写他的一些想法
[20:03] 心得吗
[20:03] 很好啊
[20:04] 对对对
[20:05] 就是他在整理自己的一些观察点
[20:08] 然后问我
[20:09] 对
[20:09] 他问我说
[20:10] 他这样子怎么样
[20:12] 因为他写完之后
[20:13] 他发觉好像
[20:14] 得不到一个
[20:16] 就是很明确的
[20:17] 很明确的一个结果
[20:20] 就是最近的牌
[20:21] 会让人没有方向感
[20:23] 所以我刚才请韦泰
[20:24] 要给我们方向感
[20:25] 对
[20:25] 我给他一个建议
[20:27] 我说你要把
[20:28] 短线的影响因素
[20:30] 跟中线的影响因素
[20:32] 跟长线的影响因素
[20:33] 要把它分开来看
[20:34] 短线的影响因素
[20:36] 以现在来讲
[20:37] 就是军事
[20:38] 军事上面的冲突
[20:40] 看起来短线影响因素
[20:42] 就已经暂时告一段落
[20:44] 它是一个拐点
[20:45] 那么但是刚刚赵老所说的
[20:48] 那个通膨
[20:49] 或者是那个联准会
[20:51] 接下来的那个事情
[20:52] 它其实应该要跟我们
[20:53] 刚刚伊朗这件事情
[20:54] 要把它分开来看
[20:56] 因为它比较是属于中线
[20:57] 会影响到中线
[20:59] 例如说市场上面的资金
[21:02] 的一个这个紧缩
[21:03] 还是会持续的宽松下去
[21:06] 這其實是比較去中線的
[21:07] 所以如果說你把一個短線的因素
[21:09] 跟一個中線的因素
[21:10] 把它綁在一起看
[21:12] 說實話就會出現
[21:14] 我那個學生他所面臨的問題
[21:16] 就是我寫完一堆
[21:17] 可是我不知道最後的結果是什麼
[21:20] 所以如果說從現在來看
[21:22] 就是聯準會的問題
[21:24] 我覺得是第二個問題了
[21:25] 就第一個問題已經解決
[21:26] 第二個問題就是
[21:27] 未來會不會再升息
[21:29] 那會不會再升息這件事情呢
[21:32] 這個可能要接下來
[21:33] 就是市場上面的關注的焦點囉
[21:35] 例如说CPI的年增率
[21:39] 或者PPI年增率
[21:41] 因为其实PPI跟CPI
[21:43] 在上一次的公告数字来讲
[21:45] 其实都不是特别的理想
[21:46] 大家会担心就是
[21:48] 通膨是不是有可能会真的在一起
[21:50] 所以接下来我觉得大家
[21:52] 可能心中的焦点
[21:55] 就要开始放在这个所谓的
[21:57] 联准会未来的一个升息
[21:59] 与否的一个问题
[22:00] 那这次联准会所公告出来的
[22:03] 这个结论
[22:03] 就是可能今年呢
[22:07] 就是顶多就只会再降息一次而已
[22:10] 竟不会再说像过去预期的
[22:12] 降息两次到三次
[22:14] 所以这个已经是一个风向球
[22:16] 已经是一个风向的一个转变
[22:18] 所以在这种情况之下
[22:20] 我觉得对于资本市场来讲
[22:23] 它必须要有一段
[22:24] 要有一点
[22:25] 要有一点这个叫做调整
[22:28] 事实上我觉得在黄金的这个走势
[22:32] 或者其他一些贵金属的走势来看
[22:36] 我觉得好像有点暗示
[22:38] 接下来美元的部分
[22:39] 有可能会相对比较偏强势
[22:42] 所以这些以美元做计价的
[22:44] 这些的商品报价开始下跌
[22:47] 那美元为什么会慢慢走强
[22:49] 基本上大家预期什么
[22:50] 预期连今年有可能会不降息
[22:52] 或者是升息
[22:53] 所以我觉得这个叫做
[22:55] 中线的一个影响因素
[22:57] 那我们在分析行情的时候
[22:59] 我们要把短线的中线
[23:01] 或是长线去把它就分开来看
[23:03] 好
[23:04] 就是对对月面也很强
[23:06] 对
[23:07] 就像这个真的此一时也彼一时也
[23:10] 还记得去年的五月
[23:12] 这个叫做美元的大逃杀
[23:15] 对台币对美元
[23:17] 大家还有印象吗
[23:19] 28 27
[23:20] 最后连13比1
[23:22] 这个我每年想到
[23:23] 我都要念一下
[23:24] 这个某大周刊
[23:26] 找了一个说实话
[23:28] 到现在我还不晓得
[23:29] 他这个背景是什么的作者
[23:31] 写了一个依照大麦克指数
[23:33] 台币对美元应该是13比1
[23:36] 引起市场上非常大的恐慌
[23:37] 但是当时的古破仔
[23:39] 或是我们所有的达人
[23:41] 都一直提醒大家
[23:42] 有可能怎么样
[23:44] 25比1
[23:45] 以前有发生过
[23:46] 但是你说13比1
[23:48] 那这个会是一个崩溃的结局
[23:50] 这个讲了那么久
[23:51] 那现在呢
[23:52] 我们回到32比1就那么一年从27比1变成32比1这是不是一个很有趣的现象而是不是也证实了一件事情就是他会在一个区间里跑来跑去的啦
[24:05] 他不可能呈现一个崩溃走势
[24:07] 如果他呈现一个汇率崩溃走势
[24:09] 那会是一个整个国家经济体的崩溃哦
[24:12] 没有那么容易发生
[24:13] 不能用一个汉堡
[24:15] 你就说会发生这个事情哦
[24:16] 我常常碎念这件事情
[24:19] 碎念到因为某周刊
[24:21] 他们的长官是我非常要好的朋友
[24:23] 但我都不好意思
[24:25] 我们在那个聚会的时候
[24:26] 我都不好意思讲这个事情
[24:28] 但是他如果
[24:29] 他也没有听我parking
[24:30] 他如果听就知道
[24:31] 我实在是对这件事情
[24:32] 非常的点点点
[24:34] 好好好
[24:34] 回到本来我们自己
[24:35] 要讨论的事情上
[24:36] 但是呢
[24:37] 我们刚刚讲到
[24:38] 观察法人进场布局第一批
[24:40] 对不对
[24:40] 你会观察的是
[24:42] 投信呢
[24:43] 还是外资呢
[24:44] 大家可以不妨
[24:45] 把手上的股票
[24:46] 拿出来看一看
[24:47] 其实我看到
[24:48] 这个投信最近
[24:49] 是非常活跃
[24:50] 因为这个不管主被动
[24:51] 在我们现在台股的
[24:52] 那个市值
[24:53] 都非常的大哦
[24:54] 所以像举个例子来说好了
[24:56] 很多人在问历程好不好
[24:58] 因为我觉得封测是不错
[24:59] 相对稳定
