[00:00] 欢迎收听赵华宜古货载第1135集
[06:01] 你要稍微去加一点
[06:02] 你信得过手上的热门股
[06:04] 你要不要选择在这个时候
[06:05] 多买一点ETF
[06:06] 你要不要选择
[06:07] 云翔哥告诉我
[06:08] 他每一天都会告诉我
[06:10] 有什么东西可以买
[06:12] 虽然你有点头皮麻麻的
[06:15] 可是因为你有防御性的资产在那里
[06:18] 所以你就想没关系
[06:19] 那我试个水温
[06:20] 因为这个股票看起来确实
[06:21] 因为像刚刚跟我讲的很多都是低位阶
[06:23] 然后低位阶刚发动
[06:25] 那相较之下你会觉得
[06:26] 它比较有这个保护效果
[06:29] 因为如果你是买高位阶
[06:30] 反转下来的说实话
[06:32] 有时候阶刀
[06:33] 你不知道阶到哪里才会停
[06:34] 可是低位阶发动
[06:36] 总是一个比较容易判断
[06:39] 或者是它的上涨系数
[06:41] 甚至它不涨也没有关系
[06:43] 至少它不会跌得很惨这样子
[06:45] 所以我觉得有一块防御资产
[06:47] 也就是我常常讲到
[06:48] 大家做资产配置
[06:49] 真的还蛮重要的
[06:51] 其实对啊
[06:52] 像刚刚你讲债券
[06:53] 确实
[06:54] 因为我大概之前有聊过
[06:55] 有
[06:56] 我大概有做了
[06:58] 大概两百万美金
[06:59] 云翔哥一直有债券
[07:00] 它是国库
[07:01] 你是买国库券
[07:02] 国库券
[07:02] 等于是
[07:03] 直接是买美债
[07:07] 美国政府
[07:07] 对
[07:07] 发行的
[07:08] 那基本上你可以看
[07:10] 就是说
[07:11] 当时的汇率
[07:12] 大概我们讲说29
[07:13] 曾经有一度
[07:15] 去年4月关税
[07:17] 对嘛
[07:18] 那时候大家不是下死
[07:19] 说会到什么1比13
[07:21] 我常常在念这件事
[07:22] 就以今天三二来讲
[07:23] 两百万
[07:25] 你用三二来算
[07:26] 等于是大概
[07:27] 这个资产来讲
[07:29] 就等于是又回升到
[07:31] 大概是六百多万
[07:33] 大概六百多万
[07:35] 等于这一块来讲
[07:36] 就是你的汇差
[07:37] 就是挣六百多万
[07:39] 加上说
[07:39] 虽然说
[07:40] 刚刚有提到
[07:41] 就是说可能价位可能是跌了
[07:46] 债券的价位可能还在比较低位间
[07:49] 因为殖利率居高不下
[07:50] 可是这四年来讲
[07:51] 你换算说每一年平均大概3%多
[07:54] 我们讲殖利率还是够高
[07:56] 而且你当然也不会变
[07:58] 因为你买的就是
[07:59] 我是买常债了
[08:01] 买20年
[08:01] 所以等于是这四年加起来
[08:04] 等于十几%
[08:05] 所以十几%再加那一些来讲
[08:08] 基本上这一些当然就足够
[08:09] 我现在先后部位
[08:11] 万一真的遇到一个风险
[08:12] 因为台币当然台币贬
[08:14] 当然可能对我们市场
[08:15] 可能怕说是资金出去
[08:17] 相对于美元墙来讲
[08:19] 那这些避险不为还是有用
[08:21] 这个从操盘手的嘴巴里面说出来
[08:23] 应该比我还具有更多的公信力
[08:25] 因为我一直是做配置的
[08:27] 但是我也会遇到有一些人就会说
[08:29] 你应该把全部钱压在股票上
[08:31] 你诉求这种事情
[08:32] 就是害人家资金没效率
[08:34] 真的这样跟我讲
[08:35] 我会觉得超级莫名其妙
[08:37] 因为你的资产到一定的程度
[08:38] 本来就是这样才比较放心
[08:40] 当然如果资产并不大
[08:42] 我常常讲
[08:42] 资产如果不大的人
[08:44] 做债券配置
[08:44] 有时候真的没有什么意义
[08:46] 这是必须讲的
[08:46] 因为它就是一个稳定利息
[08:48] 的一个稳定资产
[08:49] 尤其是如果当初
[08:51] 把小小的钱是压在债券上
[08:53] 是希望降息
[08:54] 领价差的人
[08:55] 早就该死这条心了
[08:57] 因为我一直有在
[08:58] 追踪债券市场
[08:59] 那为什么我自己
[09:01] 配置不太动
[09:01] 只有在前一阵子
[09:02] 我有提到说
[09:03] 因为股市很热
[09:04] 会有点fomo
[09:05] 你就会把一部分的债券
[09:06] 换出来
[09:07] 但并不是代表
[09:09] 全部都不要了
[09:10] 因为不要忘记当初的初心
[09:12] 为什么要配置这一笔资产
[09:14] 像我就是要
[09:15] 我明年要交屋了
[09:17] 当初是谁劝我呢
[09:19] 你记得吗
[09:19] 劝我买的人还是小哥
[09:21] 就是劝我布局在债券上的人
[09:25] 还是小哥
[09:25] 小哥跟云翔哥一样
[09:26] 也是有一块是稳定资产
[09:28] 就是有机会的话
[09:30] 再来跟两位
[09:31] 就是跟我们的听众或观众
[09:33] 好好地分享
[09:34] 这两位虽然感觉上是冲冲冲
[09:37] 云翔哥要短冲战神
[09:38] 小哥更不用讲了
[09:39] 每天在弄东弄西
[09:40] 可是他们都有一块
[09:42] 是非常稳健资产的
[09:44] 在那边做他们的基地也好
[09:47] 保本也好
[09:48] 对
[09:48] 所以这样才有放心
[09:50] 在外面冲锋陷阵的本钱
[09:51] 好
[09:52] 我们又讲到配置
[09:54] 这个我最喜欢的东西
[09:55] 上课问我回到盘面
[09:56] 回到盘面
[09:57] 你觉得最近的盘
[09:59] 像这样一个低量的情形
[10:01] 大家到底是被什么东西压抑住
[10:03] 就你来说
[10:04] 今天破月线是直接减码吗
[10:06] 我觉得说
[10:07] 这个市场有点
[10:09] 就是稍微
[10:10] 确实是偏离了
[10:11] 也就是说
[10:12] 这个市场资金热度
[10:14] 太集中在某一个族群
[10:16] 这会有这种现象
[10:18] 比如说
[10:18] 前置当然不用讲了
[10:20] 就是从PCB转制到
[10:22] 所谓被动元件
[10:23] 对不对
[10:24] 那是暴动元件
[10:25] 暴动元件
[10:27] 那被动暴动元件
[10:28] 今天也很猛
[10:29] 像和声堂
[10:30] 今天快来拉一个涨停板
[10:32] 所以资金一直往这边流的情况下
[10:34] 现在变成说很多
[10:35] 当然买在高位的
[10:37] 当然就是变成说
[10:38] 它等于是卡在里面
[10:40] 它大概也没有出来
[10:41] 那你会发现说
[10:43] 现在比较麻烦
[10:44] 我现在看了说
[10:45] 大盘虽然我现在
[10:47] 目前来讲
[10:48] 看起来是还是一个趋势
[10:50] 明显的还是一个偏多的状况
[10:52] 因为其实坦白讲
[10:54] 你会发现说
[10:54] G线离现在的K线还有距离
[10:57] 因为等于是今年过来
[10:59] 你会发现这个乖离都一直很大
[11:01] 那其实这个有一个好处
[11:02] 就是说
[11:03] 其实乖离慢慢的
[11:04] 现在已经在修正
[11:05] 为什么
[11:06] 因为跌破月线
[11:07] 那月季線又已經開始慢慢慢慢
[11:09] 大概收斂回來
[11:10] 那不過呢
[11:11] 比較擔心的
[11:12] 剛剛趙好友講
[11:13] 今天是跌破一兆
[11:15] 今天是只有九千五百多億
[11:17] 那為什麼說我比較擔心呢
[11:19] 因為這個牽扯到
[11:20] 我們講說所謂的一個
[11:22] 價量是背離的
[11:23] 為什麼背離
[11:24] 就是說之前第一次在
[11:26] 在越過這個所謂的高點的位置點
[11:28] 創造了一點八兆
[11:31] 對不對
[11:31] 這個位置點大概
[11:32] 我記得是在大概大概4萬2左右那一波剛剛起頭的那一波那後來在第二波的一個高點來講
[11:44] 等於是越過了這個4萬7
[11:46] 那的量已經縮回到
[11:48] 這個所謂的1.5兆左右
[11:50] 就等於是有三波
[11:52] 那最近的一波來講
[11:53] 等於是接近一兆
[11:54] 也就是今天又跌破一兆
[11:56] 所以變成說這樣的量來講
[11:58] 就是說你會發現說
[12:00] 要再越過高點的動力就沒了
[12:02] 所以就是说
[12:04] 如果以这样来讲
[12:05] 我倒是会更小心
[12:07] 就是说我可能就暂时
[12:09] 不会积极去操作
[12:11] 大型的这些权值
[12:12] 你发现
[12:13] 现在权值可能会比较弱一点
[12:14] 因为大型权值
[12:16] 就需要很大的资金去推动
[12:17] 才有办法把这个指数推上来
[12:20] 那也需要靠一点法人
[12:23] 那散户的力道
[12:25] 当然就是愿意再冲
[12:27] 类似像这种大型的一些高价股票
[12:30] 比如联化科和国具
[12:32] 对不对
[12:33] 然后台积电等等
[12:35] 那如果这样来讲
[12:36] 其实反倒现在去找中小型股
[12:40] 然后拉回的这些股票来讲
[12:42] 我觉得还是有机会
[12:43] 因为现在我就认为说
[12:45] 趋势还是在偏多
[12:46] 只是说你的量能下来以后
[12:48] 你要去推动这种大型的股票
[12:50] 会比较难一点
[12:50] 好 趋势偏多
[12:52] 可是会有一点点选股上的难度
[12:55] 因为会变成说
[12:57] 现在你讲族群性
[12:58] 也许像今天也有点族群性
[13:01] 像今天就有一点避风
[13:02] 军工又来了
[13:03] 对不对
[13:03] 生技股也有一些
[13:05] 那还有看到像BBU
[13:06] 对不对
[13:07] 可是他们里面
[13:08] 变成是族群全部都大涨的
[13:10] 几率变低了
[13:11] 还有就是他们可能比较像是
[13:14] 之前没有那么热的次族群
[13:16] 热的都在休息
[13:17] 不像有时候
[13:18] 如果族群里面的股票多
[13:20] 这个族群抢钱又多
[13:21] 一兆多
[13:22] 一兆五
[13:23] 一兆六的这个成交量的时候
[13:25] 会有一种
[13:26] 你真的设飞镖也好
[13:27] 或者是你听一听
[13:28] 搞像跟上去也好
[13:30] 那种体感的感觉很好
[13:32] 但是说实话
[13:33] 从上礼拜到今天好了
[13:34] 我自己
[13:35] 因为我天天
[13:36] 很仔细在观察盘面
[13:37] 就可以理解大家的感受
[13:39] 就是耳熟能详的一些热门股
[13:41] 或大型股
[13:42] 一点表现都没有
[13:43] 然后你串起来的
[13:44] 就不是人人手上
[13:45] 都容易买得到
[13:46] 像今天
[13:47] 昨天我们还在讲
[13:48] 载板有多惨
[13:49] 那今天锦硕就一个翻身
[13:51] 突然就涨停板
[13:52] 然后他又20分钟分盘
[13:53] 然后你再怎么有信心的人
[13:55] 你都不太可能
[13:56] 在昨天20分钟分盘的时候
[13:58] 重压紧缩
[13:59] 很难
[14:00] 今天当然有顺达新胜利
[14:03] 这个VVU
[14:04] 不过他们的过去股信
[14:05] 也是来回洗
[14:06] 对
[14:07] 像今天盘中
[14:08] 云翔哥有叫我注意电力
[14:11] 然后他跟我讲的时候
[14:13] 我就说股信都好烂
[14:14] 然后云翔哥就说
[14:15] 不会啦
[14:16] 我就看一下
[14:17] 确实第一位
[14:18] 已经洗到一个尽头的感觉
[14:19] 对
[14:20] 因为你现在来讲
[14:23] 就是说
[14:24] 这些刚好
[14:25] 刚好现在也是六月了
[14:26] 对
[14:26] 7月了
[14:27] 7月了
[14:28] 7月在公告这个6月营收
[14:31] 到10号
[14:32] 所以说也最近大概
[14:33] 剩两天的时间
[14:35] 所以你会发现说
[14:37] 很多人当然也讲求说
[14:39] 感觉很多股票
[14:40] 基本上今年的业绩都很好
[14:42] 对
[14:42] 可是你会发现说
[14:44] 很多可能营收上来了
[14:45] 可是问题是股价上不来
[14:47] 原因是什么
[14:48] 就是前面真的已经拉升了
[14:50] 这个翻了两倍三倍
[14:51] 确实对他来讲就是说
[14:54] 这个前面已经大概入手的人
[14:55] 大概都已经在高位了
[14:57] 所以相对于说
[14:58] 它要再拉高
[14:59] 风险就
[15:00] 当然也比较高嘛
[15:01] 所以大家就会怕怕的
[15:02] 那如果说
[15:04] 我觉得说
[15:05] 你会发现说
[15:06] 很多股票呢
[15:06] 事实上
[15:07] 搞不好很多已经回挡
[15:08] 这个大概两成
[15:10] 因为回挡两成
[15:11] 是什么意义
[15:12] 就这一波来讲
[15:13] 回挡两成
[15:13] 大概就回到所谓的季线
[15:15] 对
[15:15] 所以我认为说
[15:16] 很多股票
[15:17] 大概落点
[15:18] 落在大概季线附近呢
[15:20] 然后刚好
[15:21] 如果刚好最近的
[15:22] 营收不错
[15:23] 甚至这个营收创新高
[15:24] 你会发现
[15:25] 它动得会很快
[15:26] 所以我那时候
[15:28] 我现在讲法也是说
[15:29] 如果能够稍微去关注一下
[15:32] 找到一些
[15:32] 比如说它本来这个族群还是有
[15:35] 我们讲族群性
[15:36] 像刚刚提到BPU
[15:38] 确实BPU本来就也是一个
[15:40] 这个AI里面
[15:42] 这个必需品
[15:43] 对
[15:43] 然后这里面包括
[15:46] 我觉得被动元件也有可能
[15:48] 对
[15:48] 被动元件里面
[15:50] 也有很多已经回到季限
[15:52] 所以回到季限了
[15:54] 如果说
[15:55] 他的营收又开始
[15:57] 有看到一个很不错的营收
[15:59] 那当然基本上已经落差
[16:01] 已经都落差了
[16:02] 百分之二三十嘛
[16:03] 所以这时候去减呢
[16:05] 我觉得现在减呢
[16:06] 当然不是说在看到创高
[16:07] 而是我们讲的是一个
[16:09] 你可以在这里
[16:10] 可以抢一个不错的一个反弹
[16:12] 是
[16:12] 好 云翔哥很有趣的一点是
[16:14] 例如说假设
[16:16] 今天是朱老师来好了
[16:17] 今天晚上打人性和朱老师
[16:19] 他会很严谨的选择
[16:21] 现行一定要守好的
[16:22] 那当然云翔哥
[16:24] 他就比较灵活
[16:25] 例如说他可能会把他的形态画出来
[16:27] 假如他还在一个
[16:28] 例如上升的轨道里面
[16:30] 也许有一些是已经到了轨道的下缘
[16:33] 对不对
[16:34] 当然破了不好
[16:35] 大家可以都练习画一下
[16:37] 破了不是那么好
[16:38] 可是如果今天止跌
[16:40] 有反转
[16:41] 出量的第一根
[16:42] 通常也会是云翔哥喜欢在
[16:45] 比较低位阶去捡
[16:46] 而且胜率比较高
[16:48] 对不对
[16:49] 因为通常都会
[16:50] 股票会有一个惯性
[16:51] 当然不会说
[16:53] 一直线的就上去
[16:54] 那它下来总要有一个
[16:55] 所谓的支撑位
[16:56] 跟大家看得到的位置
[16:58] 所以等于是
[17:00] 这么多眼睛在看
[17:01] 看什么
[17:01] 看你的季线
[17:02] 对不对
[17:03] 看你的月线
[17:04] 所以季线这一条线来讲
[17:06] 大概就是大家可以忍受的
[17:08] 最大的一个多空的
[17:10] 一个极限的成本线
[17:12] 所以如果在这个位置点
[17:14] 刚好触及到这个季线
[17:16] 我讲的是触及到季线
[17:18] 刚好做一个强力反弹
[17:19] 那至少你可能会有
[17:21] 搞不好有10% 20%的这个机会点
[17:24] 我倒觉得说这个也不要浪费
[17:26] 对于做短线的这个交易来讲
[17:29] 因为只要是好的股票
[17:30] 你也不用担心
[17:31] 在这个位置点来讲
[17:33] 基本上当然前面都已经有
[17:35] 很多是追高的一个状况下
[17:37] 在这里去抢个反弹
[17:38] 基本上也还不错
[17:39] 另外就是说
[17:40] 刚刚我提到
[17:41] 为什么提到稍微提到生技
[17:43] 因为生技里面
[17:44] 我可能前面都没有
[17:46] 没有太去关注到生技
[17:48] 就最近发现
[17:49] 不对
[17:50] 那个要花要进来
[17:51] 药华药早就已经右手
[17:53] 就是右上方不知道去到哪里去了
[17:55] 文医生技代表药华药
[17:57] 1500多
[17:58] 没错药华药很夸张
[17:59] 等于这一波来讲
[18:00] 就是说这些AI股票上来
[18:02] 它是完全可能没有人居住在生技股
[18:06] 可是它还是从500块
[18:07] 这两个多月基本上飙到
[18:10] 它从4月底才起涨
[18:12] 然后涨到现在
[18:13] 就已经从刚刚讲到
[18:16] 五六百块钱涨到1500块了
[18:18] 确实
[18:19] 那这当然是有一些新药的一些效应
[18:22] 对于他来讲
[18:24] 他可能认为说
[18:25] 这两年的营收跟他的数字都很漂亮
[18:30] 估值可能估到EPS可能20块20几块
[18:33] 那可是重点当然他毛利很高
[18:35] 因为他是自治
[18:37] 所以毛利大概八几趴
[18:38] 所以我今天就看到
[18:40] 如果是相类似的
[18:42] 比如说这种有不错的一些药证
[18:45] 在手上
[18:46] 那他的收益也不错
[18:47] 然后如果能够在下面
[18:50] 是刚底部发动的
[18:51] 那这时候可能你就可以
[18:52] 用所谓的看老大做老
[18:54] 一样的意思
[18:55] 我觉得说
[18:55] 转换一些到生技股
[18:58] 现在可能是一个
[18:59] 比较
[19:00] 有点稍微有点
[19:02] 落一点到避风港这样子
[19:04] 好 比较是避风
[19:05] 那同样制药的
[19:07] 可以说吗
[19:07] 例如说像今天云翔哥
[19:09] 就跟我聊说美食
[19:10] 这家公司
[19:10] 其他公司
[19:11] 我很久以前
[19:13] 应该也有在Parker
[19:14] 有跟大家聊过
[19:15] 然后呢
[19:16] 那个时候也是
[19:17] 市场上不断的去讲说
[19:18] 他拿到
[19:19] 好像中国还拿了你的药证之后
[19:22] 他的获利会往上跑
[19:23] 那他怎么讲
[19:26] 其实他唯一的缺点
[19:28] 我记得我以前讲过
[19:29] 但是因为我有一点久
[19:30] 没有follow他了
[19:31] 以前他的比较是
[19:33] 法人都会很清楚的听到
[19:36] 一个未来的展望
[19:37] 然后假设好了
[19:39] 假设1ps20
[19:40] 然后所以就会觉得
[19:41] 好便宜好便宜这样
[19:42] 可是后面他会没达到
[19:45] 那他现在有做了一些诟病
[19:48] 其实他在做诟病的时候
[19:49] 也有业内的朋友跟我讲说
[19:51] 他在做这些诟病
[19:52] 他们觉得非常有潜力
[19:53] 但他的股价就是上冲下行
[19:55] 其实有涨上去过
[19:56] 现在又回到相对比较低
[19:58] 就是我后来也去
[19:59] 去大概挖掘这一次的时候
[20:01] 我好好的去研究一下
[20:02] 就你讲的没有错
[20:04] 那为什么他会产生这种现象
[20:06] 因为比如他去年是18块多
[20:08] 那今天反而估还是
[20:10] 大概接近比如说20块左右
[20:12] 大家就认为说
[20:13] 怎么没有那种爆发性
[20:14] 那因为什么
[20:16] 它其实不断在并购
[20:18] 那最近是因为并购了
[20:20] 等于2020年并购了
[20:21] 美国一家很大的公司
[20:23] 大概花了大概将近快
[20:25] 6亿多块7亿美金
[20:27] 所以等于是
[20:28] 你花了这么多钱
[20:29] 因为你才20几亿的股本
[20:31] 你花了200亿台币的这个钱
[20:34] 当然这个一定是借的
[20:36] 所以等于是它一年
[20:38] 大概有这种并购的利息
[20:39] 大概就要花
[20:41] 大概接近1亿美金
[20:43] 所以就是说
[20:44] 它里面有一些
[20:45] 这个是被所谓的这个利息
[20:48] 这个并购的这些利息吃掉
[20:50] 可是它吃掉以后
[20:51] 如果还能维持20块
[20:52] 所以大家认为说
[20:54] 其实会等到它在2028年后
[20:57] 这个利息结束以后
[20:58] 就会有一个很大的爆发性
[21:00] 为什么
[21:00] 因为如果你一亿的利息
[21:03] 代表说大概三十几亿的台币
[21:05] 对于它来讲
[21:06] 就超过一个股本以上
[21:08] 等于是这些完全就会回馈回来
[21:10] 所以人家估30块
[21:12] 当然是有机会
[21:13] 可是就不会这么快
[21:14] 就会等它立即结束后
[21:16] 对
[21:17] 大概这样
[21:17] 所以有新药的公司
[21:19] 就是算不出EPS的公司
[21:22] 比较厉害
[21:23] 像药华药
[21:24] 药华药不知道多久以前
[21:26] 就人工匠
[21:27] 但它在五六百块搞非常的久
[21:29] 而且因为我个人
[21:30] 对于新药公司
[21:31] 纯新药公司
[21:33] 比较
[21:33] 比较害怕
[21:34] 当然它有转亏为盈
[21:35] 我说的是药华药
[21:37] 但是药华药到底是值五六百
[21:39] 还是一千五六百
[21:40] 说实话
[21:41] 我比较没有评估的标准
[21:42] 那美食
[21:43] 我觉得他的小缺点就是
[21:44] 他都有EPS
[21:45] 他觉得都不错
[21:46] 他只是每一年给你的饼有点大
[21:49] 后面没有达标
[21:51] 几次下来股价的洗刷就比较大
[21:54] 那最近有连续上攻
[21:55] 我觉得有看到一个事情
[21:57] 至少资金在找避风港的时候
[21:59] 有重新考虑升级股
[22:01] 因为他们真的成绩相当久
[22:02] 在AI时代成绩相当久
[22:04] 甚至也有人讲说
[22:05] 有AI的话
[22:06] 开发新药或是做实验的成本
[22:08] 应该会大幅下降
[22:10] 对不对
[22:10] 会有AI介入的话
[22:12] 可能有一些公司的生死存亡战
[22:14] 就不一定是现在这个样子
[22:15] 无论如何
[22:16] 我觉得是人类之福
[22:17] 对对对
[22:17] 因为看到它缺点
[22:19] 相对它的优点是什么
[22:20] 因为台湾很少有这种
[22:22] 所谓的全球性的药厂
[22:24] 是
[22:24] 因为它等于是买了这么多
[22:26] 这个并购这么多家以后
[22:28] 它等于是
[22:29] 现在最新的是韩国也有据点
[22:31] 是
[22:31] 对因为并了瑞士的公司
[22:33] 那美国就不用讲
[22:34] 美国整个通路商
[22:35] 基本上等于是代表说
[22:37] 它等于是打进了全球市场
[22:39] 是
[22:39] 所以这一块来讲
[22:40] 就是说变成
[22:41] 可能大家可以去再看一下
[22:43] 就是说确实以我这几块来讲
[22:46] 我觉得应该
[22:47] 法人弱点也是认为说
[22:48] 它大概2027 2028
[22:50] 所以甚至有这个
[22:52] 这个凯基给它估到500块以上
[22:54] 就是因为看中
[22:55] 可能28年以后
[22:56] 搞不好就EPS大概30块以上
[22:58] 是
[22:58] 好
[22:59] 那大家可以参考
[23:00] 因为生计已经冷清了一段时间
[23:02] 那比较中低价股的
[23:05] 说实话反而还不太敢跟大家讲
[23:06] 就那种几十块涨上来的
[23:08] 那美食是一直很稳定
[23:10] 很有获利的公司只是大家市场对他的评价的想法所以这个是生技股是一个避风港另外一个避风港我想这个也涨了两礼拜就是军工对一开始想说
[23:21] 到底这个预算
[23:23] 有没有机会通过
[23:24] 有特别条例什么的
[23:25] 会不会又是一个政治议题
[23:27] 但后来就开始一直涨
[23:28] 其实以前余祥哥
[23:29] 抓到过军工的长龙航太
[23:31] 那这一波比较没有听你讲军工
[23:33] 你觉得原因在什么
