[00:00] 欢迎收听赵华与古惑仔第1082集
[12:20] 但是位阶低可以
[12:21] 先涨个三成再说
[12:22] 但如果你要涨个五成一倍
[12:24] 我觉得接下来就会有些考验
[12:26] 那IC设计会涨的第二个原因
[12:28] 就是呢
[12:29] IC设计之王
[12:31] 联发科
[12:32] 世界排名
[12:34] 现在好像第六还第五
[12:35] 那因为它两天两根涨停板
[12:38] 对
[12:38] 我们好像没看过
[12:40] 有机以来真的是
[12:41] 两根好像真的很少
[12:42] 不确定有没有连两天
[12:43] 我要回去查一下
[12:44] 一根当然是不是有
[12:45] 两根的话我要查一下
[12:46] 可能很早年有啦
[12:48] 这个登高一呼之后
[12:49] 我今天有吓到
[12:51] 可是呢
[12:52] 其实联发科在讲
[12:53] 精准上来说
[12:54] 是一个
[12:55] 因为他有宣布
[12:56] 他也是跨入CPU
[12:57] 对
[12:58] 第二个他就是
[12:58] 跨入CPU
[13:00] 好没事
[13:01] Google第八代TPU
[13:03] 就在今天晚上要发表
[13:05] 是的
[13:05] 因为联发科其实他也
[13:06] 就不是一代拳王
[13:08] 因为他从智慧型手机晶片
[13:11] 那他现在也积极跨入新的领域
[13:13] 那包括就是
[13:14] 他在AI当中呢
[13:15] 最重要现在的
[13:16] 第一个大客户
[13:17] 专业合作客户就是Google
[13:18] TPU
[13:19] 那因为今天刚好
[13:21] 晚上就是刚才有提到
[13:22] 22号美国的时间
[13:23] 就是Google的技术论坛
[13:25] 也要发表第八代TPU
[13:27] 所以我觉得联发科
[13:28] 刚好这两天
[13:29] 就是在反映这两件事情
[13:31] 对可是现在市场
[13:32] 变成说把这个类推到
[13:34] 因为联发科是IC设计
[13:36] 我们印象中的IC设计
[13:37] 所以好像IC设计都应该涨了
[13:40] 所以这当然就是说
[13:42] 会有一个比价或想象空间
[13:44] 但是这一块我觉得
[13:46] 如果你只是因为某一家公司
[13:48] 叫做IC设计就去买它
[13:49] 我会觉得风险会高一点
[13:51] 是
[13:51] 所以很多
[13:52] 搞不好有一百家
[13:54] 真的
[13:55] 零零总总加起来
[13:57] 搞不好有
[13:57] 对
[13:58] 但是大家产品的各自应用领域
[14:00] 其实各不相同
[14:01] 是
[14:01] 我跟你讲
[14:02] 联电
[14:02] 他就前两天有这个事
[14:04] 他是投顾报告调查
[14:06] 说下半年
[14:07] 他已经跟客户发出了涨价通知
[14:09] 我跟你讲
[14:11] 这家公司
[14:11] 我一没有
[14:12] 每天去问
[14:13] 就没有问到
[14:14] 因为其实今年一月
[14:16] 我有问过
[14:16] 那时候呢
[14:17] 我问到的
[14:18] 我可以非常确切的说
[14:20] 他们说还没有
[14:21] 因为他不是说中心半导体要涨价
[14:23] 然后联电说还没有
[14:24] 他不觉得需求这么强
[14:26] 结果才三个月
[14:27] 他就涨价了
[14:28] 气死我了
[14:28] 但是虽然涨价幅度是10%
[14:31] 也不是说多么的威猛
[14:33] 可是有涨价
[14:34] 那个就是一个很大的指标意义
[14:36] 再加上也有一个传说
[14:38] 这个联电也没有本身有证实
[14:40] 就是他们要接回一些
[14:41] Fresh的代工相关的业务
[14:43] 所以联电就开始一发不可收拾了
[14:47] 那刚刚讲到的
[14:48] 都叫IC设计
[14:49] 是不是都可以呢
[14:51] 可能也要看各家的情况
[14:53] 例如说
[14:53] 虽然我自己手上
[14:55] 有一点点的联勇
[14:56] 这个并没有非常的大
[14:57] 那时候为什么会买它
[14:58] 也真的是觉得
[14:59] 其实联勇它就是
[15:01] 以消费性IC为主
[15:02] 可是它其实也有跟安某
[15:04] 有进行一些合作
[15:05] 其实这个大概在
[15:06] 两年前有传出来过
[15:08] 当然进度如何
[15:09] 我没有办法掌握得非常确切
[15:11] 只是觉得它真的
[15:11] 跌到有够便宜
[15:12] 因为它也是一家
[15:13] EPS可以赚两个股本
[15:15] 三个股本的公司
[15:16] 所以跌到三百多块
[15:17] 你会觉得好吧
[15:19] 那就当作是价值股放在那里好了
[15:21] 那细创也比较特别
[15:23] 细创是在毛利率结构上
[15:25] 看起来有了一些改变
[15:26] 相当奇妙
[15:28] 所以它今天涨停半
[15:29] 当然驱动IC我想
[15:31] 虽然在盘面上有所表现
[15:33] 但它应该不太可能会是
[15:35] 今年业绩动能非常强的
[15:37] 它有点像是
[15:38] 大家的价值本益比
[15:40] 都被提升到50 100倍了
[15:41] 那我们15倍的提升到一下20倍
[15:43] 好像有一点这样的现象
[15:45] 不过他们都是赚钱的公司
[15:47] 所以我觉得大家如果在选的时候
[15:49] 可以去思考一下
[15:50] 第一跟AI的关系到底强不强
[15:52] 其实跟AI关系强
[15:53] 可能没赚钱就会涨了
[15:55] 然后第二是
[15:55] 如果他关系其实并不强
[15:57] 而是一个价值严重被低估
[15:59] 确实有可能这一波
[16:00] 在IT设计涨的时候
[16:01] 有可能会跟涨
[16:02] 我觉得这两个大概会是我
[16:04] 现在选IT设计会比较优先选择的
[16:07] 那还有像有一些电源相关的IC
[16:10] 我觉得他们也是比较容易做联想的
[16:12] 也会是我优先的考量
[16:13] 确实
[16:14] 电源也像6415
[16:16] CDKY
[16:17] 就是龙头
[16:18] 那这一波他应该也是
[16:21] 顺势除了涨价之外呢
[16:22] 未来也会跟这个AI伺服器有关系
[16:25] 所以这几天也有看到
[16:27] 包括一些主动式ETF
[16:28] 也有开始做一些切入布局
[16:30] 那另外刚才也有聊到就是
[16:32] 低轨卫星
[16:33] 我觉得大家也不用太失望
[16:35] 说华通最近怎么不太给力啊
[16:37] 是啊
[16:37] 我今天也在看华通
[16:39] 想说到底算不算是
[16:40] 可以好的介入了呢
[16:42] 我觉得现在可能
[16:43] 慢慢这个投资的机会点快要浮现
[16:46] 因为首先就事件来看的话
[16:48] 今天开始连续三天
[16:51] 就是SPEX会举行闭门会议
[16:54] 那这主要就是希望
[16:56] 他们在未来的IPO定价上面
[16:58] 能够取得更多
[16:59] 华尔街专业机构分析师的认同
[17:01] 所以看起来绝对就是一个
[17:03] 关起门来力多大放送的会议
[17:05] 那代表就是说
[17:07] 这几天或许就很快
[17:08] 慢慢会在媒体新闻上
[17:10] 会看到一些有关SPEX IPO
[17:12] 最新的一些消息
[17:13] 那应该会是偏向力多
[17:15] 那再来就是说低轨这个族群
[17:17] 我们看当然龙头
[17:19] 森达科
[17:20] 那股后部分是这个7717
[17:22] 莱特光电
[17:22] 这两档股票
[17:23] 我觉得最近虽然并不是说
[17:26] 走势特别凶悍
[17:27] 不过也都还在历史高点附近
[17:29] 所以代表我觉得整个族群
[17:31] 应该是稍微只是休息
[17:33] 那华东可能稍微回跌的
[17:35] 比较明显一点
[17:35] 应该是跟投信有点调节
[17:38] 没错
[17:38] 投信的买家
[17:40] 对
[17:40] 但是应该是在今年一月份
[17:43] 有一波类似的走势
[17:44] 技术面看起来有一点稍微小破线
[17:47] 像最近破月线
[17:48] 然后投信卖超
[17:49] 那有时候就是投信
[17:51] 因为它有一个
[17:52] 比较灵活的操作机制
[17:54] 因为其实基本持股在
[17:56] 那有时候就是动能转弱
[17:57] 我先减
[17:57] 但是你可能又重新站回
[17:59] 比如月线
[18:00] 或者重新营收
[18:01] 开出来又成长
[18:02] 投信它又买回来了
[18:04] 所以这个我觉得是平常心
[18:06] 那华通毕竟就是说
[18:08] 它比较不可取代的一个
[18:10] 在如果我们讲低轨卫星
[18:11] 那因为地面板这个没有什么
[18:14] 很多PCB公司
[18:15] 也都做低轨型的地面板
[18:17] 这个本身就是
[18:18] 跟做网通板一样
[18:19] 它就是一个
[18:20] 已经是沙价的红海市场
[18:22] 但是因为华通
[18:23] 它攻的就是所谓的
[18:25] 一个天上的卫星板
[18:26] 那这个部分
[18:26] 它是最大供应商
[18:28] 所以这个是属于
[18:29] 高技术门槛的护城河
[18:31] 加上高毛利率
[18:32] 那第二部分
[18:33] 其实华通也打入
[18:34] 就是在AI伺服器
[18:35] 因为华通最强
[18:36] 就是全世界
[18:37] 这HDI版的高密度互联技术
[18:39] 那这一块呢
[18:40] 因为它原本以前
[18:41] 就是生根已久
[18:42] 但只是说没有找到一个
[18:43] 除了智慧型手机
[18:45] 或穿戴装置之外
[18:47] 一个好的应用
[18:48] 那现在其实
[18:49] AI伺服器就正好需要
[18:51] 就是HDI版
[18:52] 那所以
[18:52] 它也打入到辉达供应链
[18:54] 那这一块也是在下半年
[18:55] 贡献会更显著
[18:56] 所以我觉得
[18:57] 华通的一个业绩
[18:58] 应该会越来越有看头
[19:00] 那有时候
[19:01] 如果基本面强的公司
[19:02] 我倒觉得
[19:03] 技术面可以换个角度来思考
[19:05] 就是所谓的破线
[19:06] 或者说
[19:07] 长相比较丑的时候
[19:08] 往往反而是一个
[19:10] 中长期破段介入的机会
[19:12] 因为华通这一波
[19:13] 大家如果去看投信出马
[19:14] 真的是连卖
[19:15] 每天两三千张
[19:16] 两三千张这样砍
[19:17] 但是之前谁把它拱上去
[19:19] 大家还记得华通第一波上涨
[19:20] 就是981A大买华通
[19:22] 不晓得大家有没有印象
[19:23] 那时候就从100出头
[19:24] 一路往上飙
[19:25] 所以也不要觉得
[19:27] 现在投信卖
[19:28] 就是以后都不会理它
[19:29] 因为我们等一下会讲到
[19:30] 现在市场的新资金
[19:31] 就是主动式ETF
[19:32] 超乎我们的想象
[19:34] 它可能成为一个
[19:35] 只要没有大的黑天鹅飞出来的话
[19:38] 它会变成一个
[19:39] 中小型股的资金涌动机
[19:41] 现在有这样一个现象
[19:43] 因为我有注意到
[19:44] 华通其实它现在被卖
[19:46] 如果哪一天不卖了又转买
[19:48] 它就会涨了
[19:49] 其实现在事情就变得很简单
[19:51] 不是说跌到这个本益比太低了
[19:54] 殖利率多高
[19:55] 因为它是题材股
[19:56] 不是说它没有基本面
[19:57] 可它跟我刚刚讲到的
[19:59] 例如说你去论爱C本益比
[20:00] 只有10倍12倍
[20:01] 不一样不一样
[20:02] 它不是
[20:03] 它是因为低轨卫星的题材上去的
[20:06] 所以它很容易
[20:07] 现在因为筹码的关系被压下来
[20:10] 投信到昨天还在卖
[20:11] 那因为我们录音的同时
[20:12] 现在投信筹码还没有出来
[20:13] 可以看一下
[20:14] 是不是今天还在卖烟煎碟吗
[20:16] 但有一天
[20:16] 突然变成两三千张的大买的时候
[20:19] 可能就是有投信觉得
[20:21] 我下一波接棒
[20:22] 我要做低轨微星
[20:23] 而且我很有耐心
[20:24] 我买一天
[20:25] 我买两天
[20:25] 我买三天
[20:25] 它股价只要V上去
[20:26] 就会有人来跟我了
[20:28] 那历程
[20:29] 很多人也在问这一档
[20:30] 晶圆店
[20:31] 很多人在问这一档
[20:32] 怎么搞的
[20:32] 这两档不是以前也很飙吗
[20:34] 对
[20:34] 也是投信卖
[20:35] 卖出来
[20:36] 卖出来
[20:36] 等到投信又回来买的时候
[20:38] 就会再上去
[20:39] 现在投信变得很猛啊
[20:41] 就是以前
[20:42] 威良是投信出身的嘛
[20:44] 其实以前在主动式基金
[20:46] 还在夯的时候
[20:46] 那时候台股市场
[20:47] 没有那么多的股票
[20:48] 也是曾经看到投信
[20:50] 想要拱谁就拱谁
[20:51] 可是后来池子大了
[20:52] 对不对
[20:53] 池子大大家觉得
[20:53] 好像要外资比较有利
[20:54] 但现在又回来了又回到主动式的ETF变得很夸张因为下跌你也去加码主动式ETF上涨你也加码主动式ETF他们每天都可以买股票跟被动式不一样
[21:06] 被动式要到换股的时候
[21:07] 有一个换股的期间
[21:09] 买了一季半年都不能动
[21:11] 主动式不是
[21:13] 我今天买了
[21:14] 我明天就卖掉
[21:14] 或是我今天买了
[21:15] 我明天大买
[21:16] 我后天再买
[21:17] 我看你跟不跟
[21:18] 他涨了三根停买了
[21:19] 你跟不跟
[21:20] 其实他们现在有这个
[21:21] 很可怕的这个效益
[21:23] 那越这样你就越想
[21:24] 那我干脆买主动ETF
[21:26] 你又把钱送给他
[21:27] 对
[21:27] 所以现在感觉上
[21:28] 有一些中小型股
[21:29] 就像我刚刚讲锦树一样
[21:30] 我刚刚看昨天投信啊
[21:32] 在这个400多块
[21:33] 还买了600张
[21:34] 你就觉得400多块
[21:35] 到底怎么评估的
[21:36] 我不知道
[21:37] 可是有钱要买它
[21:38] 现在市场似乎
[21:39] 以所谓的中小型热门股
[21:41] 有这样的一股
[21:43] 资金涌动机的状况
[21:44] 跑进来
[21:45] 无法用价值来评估
[21:47] 确实
[21:47] 然后那个大家想想
[21:48] 这个光是
[21:50] 现在多少人都有这种
[21:51] 存股的观念或习惯了
[21:54] 不管是每个月定期定额扣款个几次
[21:56] 那我曾经看过一个统计数据
[21:58] 非常夸张
[21:59] 就是现在呢
[22:01] 大家光是定期定额去扣款
[22:03] 台股的ETF
[22:04] 各种ETF
[22:06] 台股的ETF
[22:08] 其实这个金额已经超过200亿了
[22:10] 所以就代表
[22:11] 大家不要小看
[22:12] 也许我是扣款
[22:14] 每个月5000块0050
[22:15] 每个月扣款3000的981A
[22:19] 结果其实全台湾加起来
[22:20] 每个月已经超过200亿以上
[22:22] 而且我相信这个金额
