[00:00] 欢迎收听赵华谊古惑仔第1158集
[01:52] 我们就可以慢慢看
[01:54] 尤其是今天的来宾
[01:55] 我们先来欢迎他
[01:56] 就是我们的AI达人蔡明翰
[01:58] 照话好
[01:59] 观众朋友听众朋友大家好
[02:01] 好所以今天有影片版
[02:02] 我们帮明翰在救他的脸书
[02:05] 目前为止
[02:06] 脸书给我们两次回复
[02:09] 都还没有办法完全救回来
[02:11] 所以要呼吁一下
[02:12] 现在脸书上有很多的诈骗
[02:14] 翠上有很多的诈骗
[02:16] 超级多
[02:18] 请大家务必务必知道
[02:20] 明翰现在脸书是被冻结的
[02:23] 然后翠上面所有有关你应该都是诈骗吧
[02:26] 对
[02:27] 对
[02:28] 是
[02:28] 对
[02:28] 好
[02:29] 然后婉婷也一样
[02:30] 婉婷也有说她根本没有经营翠
[02:32] 她也没有经营脸书
[02:33] 所以看到的都是诈骗
[02:35] 很伤脑筋
[02:36] 现在诈骗的手法越来越高明
[02:38] 因为我在翠上面我会滑
[02:39] 我就看到人家写了一个文情并茂的故事
[02:42] 说我妈都不听我劝
[02:44] 0050现在就坚持要卖掉
[02:46] 什么
[02:47] 一开始因为我们都常看到读者或观众会给我们一些反应
[02:51] 我们就对
[02:51] 这个要不要给他一点什么说明
[02:53] 然后下面网友就很热心
[02:55] 留一大堆对不对
[02:56] 后来我就发现
[02:56] 那个账号是诈骗账号
[02:58] 而且还超多
[02:59] 就写一个好像你
[03:01] 日常生活会遇到的情况
[03:02] 或者是
[03:03] 我这一波很受伤很难过
[03:05] 然后贴一个假对账单
[03:06] 我好难过
[03:07] 我没有办法东山再起了这样
[03:09] 最后他会引导你私讯他
[03:11] 或是给你一个LINE链接
[03:12] 或者是你点进去他的主账
[03:14] 就会发现
[03:15] 根本就是一个洗流量的账号
[03:17] 我就想
[03:18] 现在这个诈骗已经不是那种
[03:20] 三宝爸可以辟题的
[03:21] 这手法很多
[03:23] 所以大家真的要留意
[03:24] 一开场先来讲一下这个事情
[03:26] 好因为确实
[03:27] 这个诈骗真的是无所不在
[03:30] 那应该这样说
[03:32] 就是其实我跟
[03:33] 比如说婉婷跟我
[03:34] 我以前在
[03:35] 还在券商的时候
[03:37] 其实我们在社群平台
[03:38] 是不太能够这个架设的
[03:42] 但是呢
[03:43] 那个时候其实就已经很多诈骗
[03:44] 那我离开之后
[03:46] 我老实说我架设之后
[03:48] 那些诈骗的这些网站
[03:51] 比我更活跃
[03:52] 而且我不断去检举
[03:54] 然后关了他就会开
[03:55] 而且甚至他越来越厉害
[03:57] 我只要搜寻我名字
[03:59] 会有一堆
[03:59] 他都先设好
[04:02] 然后没有照片
[04:03] 然后每一次他就放一个有照片
[04:06] 我就去检举
[04:06] 他就把它拉掉
[04:07] 他又再拿空的再继续上
[04:09] 反正永远检举不完
[04:12] 然后最后现在的架构就是
[04:14] 我觉得比较可能
[04:15] 因为这个现在Meta
[04:17] 一直没有给我一个合理的解释
[04:19] 他就说我的账号涉及诈骗
[04:21] 那反正就是我检举诈骗的这个网站
[04:25] 说他用我的这个肖像权
[04:27] 然后现在变反向就是诈骗
[04:30] 说我用他的肖像权
[04:31] 所以就变成我现在反向在锁我了
[04:34] 那我结论就是这样
[04:36] 那我会觉得反正记得一件事情
[04:39] 就是资讯你可以持续看
[04:41] 但是无论如何
[04:42] 千万不要透过任何的社群
[04:45] 而且以我现在很多投资人
[04:48] 或者说甚至不要说投资人
[04:50] 大部分甚至都是我朋友
[04:51] 甚至我亲戚
[04:52] 甚至我小孩
[04:53] 都收到那个诈骗集团的私讯
[04:56] 甚至直接语音打电话给你说
[04:58] 我是这个民汉的小编
[05:01] 然后有一个什么后续
[05:03] 可能有标股可以跟大家分享
[05:05] 连我小孩
[05:06] 或甚至我老婆都接到相关的讯息
[05:09] 所以你就知道
[05:10] 这个到底有多严重
[05:11] 反正结论
[05:11] 以我的观点
[05:13] 以目前诈骗最后通常他都会引导你到那一族群里面
[05:18] 然后不断的找很多人在这个里面
[05:21] 不断的吸引你持续加入
[05:24] 所以记得一件事情就是资讯可以看
[05:28] 但无论如何任何人要拉你到哪里
[05:31] 我个人觉得都不要再去做参与的动作
[05:34] 好
[05:35] 不管拉哪里
[05:36] 因为他们有时候还会透过私讯就直接可能帮你爆牌
[05:39] 然后跟你说可以去串什么连接投资哪一档股票
[05:43] 可能私讯也是一个方式
[05:44] 所以呢
[05:45] 只能认明我们这个
[05:47] 赵华于古货仔
[05:48] 还有这个
[05:49] YouTube上面的财经震撼单
[05:53] 这才是正宗
[05:54] 可以找到我们的方式
[05:56] 而且资讯是免费的
[05:57] 不会叫你来买什么东西
[06:00] 所以我叫你要把钱拿出来的
[06:02] 绝对都有问题
[06:04] 绝对都有问题
[06:06] 当然我们还有一些达人朋友
[06:08] 他们有开所谓的课程
[06:09] 要您付费
[06:10] 那是另外的事
[06:11] 所以有时候我们澄清起来
[06:12] 觉得很辛苦
[06:13] 不过听古破仔很够了
[06:15] 看财经震撼蛋也很够了
[06:17] 所以我觉得
[06:18] 至少先认明这样的品牌
[06:20] 那这个
[06:21] 我跟你讲
[06:22] 诈骗叫做以重击寡
[06:24] 我们每天都好多人告诉我们说
[06:26] 赵华在哪里
[06:27] 看到谁的诈骗
[06:28] 谁的诈骗
[06:29] 谁的诈骗
[06:29] 你帮我认清楚
[06:30] 这到底是不是诈骗
[06:31] 我的就算了
[06:32] 我还要帮很多达人认证
[06:34] 我光这个都收不完
[06:35] 所以正好请大家
[06:36] 一定要自己认明
[06:38] 不是我不帮忙
[06:39] 是真的
[06:40] 我自己的都被检举到
[06:41] 一堆人一直跟我讲
[06:42] 一直跟我讲了
[06:43] 好前面先花五分钟
[06:45] 讲这个事情
[06:46] 那我们先进来
[06:47] 所谓的盘面
[06:48] 上次明翰从国外回来
[06:51] 先给大家信心
[06:52] 有没有
[06:52] 好但一个礼拜了
[06:54] 这个信心也慢慢要恢复的时候
[06:56] 台股也涨到四万五千点了
[06:58] 那怎么办呢
[07:00] 涨到这边的话
[07:01] 刚好7月营收在昨天全数公布
[07:02] 我们有看到台积电的营收非常棒
[07:05] 这个创下历史新高
[07:07] 然后有两百档的公司
[07:09] 创下历史新高
[07:10] 是非常厉害的七月
[07:12] 但是今天的排面上
[07:14] 就不一定有完全反映
[07:15] 创历史新高的公司了
[07:17] 像今天反映被动元件
[07:18] 我觉得很有趣
[07:19] 今天开牌没多久
[07:20] 我们同事就跟我讲说
[07:22] 那个发现国巨陈泰明
[07:24] 就真的是一张都没有卖
[07:26] 说着说着国巨
[07:28] 华兴科
[07:29] 信昌店
[07:30] 所有的被动元件
[07:31] 突然之间就开始往上拉
[07:33] 但是我也必须讲
[07:34] 被动元件七月的营收
[07:36] 有好几家也是不错的
[07:37] 所以这边请明翰
[07:38] 帮我们讲一下好不好
[07:39] 就是昨天非凡在叠
[07:41] 挥打的筹资
[07:42] 在叠油价的上涨
[07:44] 这些还会在干扰盘面吗
[07:46] 还是你觉得
[07:47] 我们现在眼光要放在哪里
[07:48] 来好好选
[07:49] 好 应该这样讲
[07:50] 我们先讲
[07:52] 昨天美股压回
[07:54] 刚才提到两个讯息
[07:56] 一个在讲说
[07:57] 挥打要筹资
[07:59] 另外一个在讲战火的部分
[08:02] 因为川普突然间讲说
[08:04] 他需要伊朗赔款
[08:06] 所以暂时看起来
[08:08] 這個又很難達成協議
[08:10] 所以導致昨天油價上漲
[08:12] 那這兩個利空導致昨天美股是下跌的
[08:15] 我自己都會覺得
[08:16] 這個到底是
[08:18] 到底是雞生蛋還是蛋生雞
[08:20] 到底是有這個利空才下跌
[08:22] 還是因為下跌了才出現這些利空
[08:25] 或者對我而言我覺得都不重要
[08:28] 因為我覺得這個都不是利空
[08:31] 我常常講就是
[08:32] 今年真的不要再管聯準會
[08:34] 也不用管川普的事情
[08:36] 這個中東戰火絕對不會影響
[08:38] 股市的趋势
[08:40] 因为很简单道理
[08:41] 就是今年上半年
[08:42] 能够
[08:43] 整个股市能有这么大的涨幅
[08:46] 战火也在
[08:47] 还不是一样照涨
[08:48] 所以你到底有什么好担心
[08:50] 这个协议没谈成
[08:52] 就认为趋势会反转向下
[08:54] 对不对
[08:55] 或者是来讲到说
[08:56] 这个AI筹资的问题
[08:57] 之前永动机的话题也很久了
[09:01] 对不对
[09:02] 对
[09:02] 那个时候永动机
[09:03] 大家也很害怕
[09:04] 后面又涨了多少
[09:05] 所以一样的故事
[09:07] 就在讲说
[09:08] 昨天要讲挥打那个筹资
[09:09] 然后资金一直循环
[09:10] 最后又回到他家
[09:12] 然后其实根本就是
[09:13] 资金在循环
[09:15] 根本就没生出新的钱来
[09:16] 空手套白狼
[09:18] 买空卖空
[09:19] 对是不是有点当年
[09:21] 去年在讲这个所谓的
[09:23] AI永动机
[09:24] AI永动机的故事
[09:26] 那当时大家是不是很害怕
[09:27] 那后续是不是也涨这么多
[09:30] 所以我结论我都会说
[09:33] 真的这些都不重要
[09:34] 你要先回过头来
[09:36] 今年为什么台股能够涨五成
[09:38] 其实真的是你必须要看到数据
[09:41] 你会认为五成很恐怖
[09:45] 或者是说很多人都认为
[09:48] 这个就是市场过热
[09:50] 大家都借钱来买股票才会涨五成
[09:53] 这个就是又回到我刚刚讲的
[09:55] 寄生蛋还是诞生鸡
[09:57] 我个人觉得那些人是要搭便车
[09:59] 绝对台股能够涨五成
[10:01] 绝对不是散户借了钱
[10:03] 就可以把台股拉上五成
[10:05] 这绝对不可能
[10:06] 因为外资才是最大的持股
[10:09] 外资还站在卖方
[10:11] 居然也能涨
[10:12] 每次讲到这个
[10:13] 大家就要解释为什么
[10:16] 我说其实你不用
[10:17] 结论只有一个就是
[10:19] 因为获利增长速度太快
[10:22] 那我常常讲
[10:23] 台积电年初预估赚70几块
[10:26] 75块
[10:27] 现在已经107了
[10:28] 就是你没办法想象
[10:30] 这个获利上修的速度有多少
[10:33] 那本益比都不变的情况下
[10:35] 它的股價還是必須得漲
[10:37] 那指數自然就會持續上揚
[10:40] 所以回過頭來
[10:42] 就是要跟大家提到說
[10:43] 不用太在意這些字字節節
[10:46] 比如聯準會戰火怎麼樣
[10:49] 或每一次講到AI資金
[10:51] 一下講這個
[10:52] 無論是資本支出提高
[10:55] 或者是籌資要借錢
[10:57] 大家都很緊張
[10:58] 那我會回過頭來
[11:00] 就是直接講台積電
[11:02] 这个法说会
[11:04] 未知的家
[11:04] 不断重申一个事情
[11:06] 我今天没有看到订单
[11:08] 我不会花那么多钱
[11:09] 要记得这件事情
[11:12] 尤其不是只有台积电
[11:14] 这四大云端业者
[11:15] 他们是全球
[11:17] 数一数二的这些公司
[11:19] 这些他们要攒那么多钱
[11:21] 都不是一个老板
[11:23] 或董事长决定
[11:25] 就可以丢钱的
[11:26] 他们中间有很多的环节
[11:28] 集合各样的条件
[11:30] 都要符合才能做这些事情
[11:32] 大家都在看云端业者资本支出
[11:36] 持续创高
[11:37] 甚至已经搞到自由现金流转付
[11:40] 都已经没钱了
[11:41] 还在买
[11:42] 大家有点害怕
[11:43] 大家有没有去看一下
[11:45] 他们拿到的订单
[11:46] 在这一季拿到的订单
[11:48] 也是喷出创新高
[11:50] 当客户一直来你家
[11:52] 说要买东西
[11:53] 那你家产不出来的时候
[11:55] 你又赚了大钱
[11:56] 这个时候你要干什么
[11:57] 自然就是要持续扩产
[11:59] 这是一个很合理的现象
[12:01] 那代表着未来值会获利更好
[12:04] 所以结论就是
[12:07] 就是一个市场心情的问题
[12:09] 市场心情不好就告诉你
[12:11] 这个利多也是利空
[12:12] 市场心情好的时候
[12:14] 任何利空又变利多
[12:16] 所以整个市场心情
[12:19] 确实不断的摇摆
[12:20] 但是回过头来
[12:22] 如果你要叫我猜说
[12:24] 今天或明天市场心情多还空
[12:26] 没有人会知道
[12:27] 但是最起码可以了解到
[12:30] 它的趋势长期的还在往上
[12:32] 市场的情绪只是很短线的
[12:35] 长期还是会跟随着
[12:36] 整个市场的趋势不断走高
[12:39] 因为上礼拜来
[12:41] 就是可以把过去到底发生了
[12:43] 哪一些利多利空
[12:44] 包括亚马逊财报是一刀切的
[12:46] 分水岭这个事情讲清楚
[12:48] 但也谈了一段了
[12:49] 谈了一段刚刚提到
[12:51] 7月的营收陆续出来了
[12:52] 如果你今天听到的是
[12:53] 每一站我们就先看一下油价
[12:55] 只要油价没有在乱喷爆喷
[12:57] 那你就先把它放旁边
[12:59] 这个事情说实话已经乏了
[13:01] 那昨天的盘面
[13:03] 其实刚刚不能说昨天风平浪
[13:04] 今天昨天台股市大涨
[13:06] 是有反映九月的联准会的升息几率
[13:08] 已经变得很低了
[13:10] 因为这个非农就业人口爆冷
[13:12] 而非农就业人口的爆冷
[13:14] 照理来说它应该是一个
[13:16] 利多利空参半的
[13:18] 但市场以利多解读
[13:19] 因为市场要的是去杠杆之后
[13:21] 资金愿意重新回到市场上来
[13:24] 但杠杆这件事情
[13:25] 我觉得也算是告一段落
[13:27] 我刚才有跟那个明翰讲说
[13:29] 台湾这一次啊
[13:30] 我们没有听到身边
[13:32] 比较要好的朋友
[13:33] 或是比较资深的国民
[13:34] 真的有被抬出去
[13:35] 没有
[13:36] 我们的杠杆说实话
[13:37] 虽然融资余额创高
[13:38] 可是因为随着指数
[13:39] 还有大家在这一波AI里面
[13:41] 我们是绝对受惠者嘛
[13:43] 上去各公司的企业获利的上涨
[13:45] 所以大部分的人都是获利回吐
[13:47] 只有可能
[13:48] 我看到有一些说什么
[13:49] 弄到被抬出去的
[13:50] 真的应该就是
[13:51] 我们比较不认识的新手也好
[13:53] 或是杠杆真的开得太夸张的
[13:55] 但这一波身边人
[13:57] 就是挨好回土而已
[13:59] 对
[13:59] 那台湾这一波杠杆
[14:00] 看起来就是比韩国
[14:02] 控制的好很多
[14:03] 因为据说韩国还跑到美国
[14:05] 去做三倍杠杆
[14:07] 因为自己国家的产品被受控
[14:09] 总而言之
[14:10] 银儿总之
[14:11] 前面那一段的风暴
[14:12] 应该可以算是平息了
[14:14] 现在又剩下回到评价的问题
[14:16] 所以我们从7月营收来看
[14:18] 200家的创新高
[14:20] 或者是年月双增的公司也很多
[14:22] 有没有什么族群性
[14:23] 或是个别公司的表现
[14:25] 或是观察的方式
[14:26] 是民汉现在特别留意的
[14:28] 好我们回过头来
[14:30] 就来看这个基本面
[14:31] 重点在讲这个营收
[14:33] 营收它有几个特色
[14:35] 七月的总营收
[14:36] 其实差略一点点
[14:38] 那个幅度非常小
[14:39] 我这样看大概两三个percent
[14:41] 反正结论就是没有越过去
[14:43] 那没有创历史新高
[14:45] 但是比较重要的个股
[14:47] 鸿海台积电几乎都有
[14:49] 都是有创新高的
[14:50] 那但是有几个特色
[14:52] 第一个年增率是有创高
[14:54] 那这个六月的部分是年增44%
[14:58] 那七月的部分是47%
[15:00] 它还在创历史新高
[15:01] 我常常讲了
[15:03] 就如果今天没有发生
[15:05] 回到我以前做研究员的这个角度
[15:08] 你要看到上市柜总营收年增47%
[15:12] 这是一个
[15:13] 这4.7%我相信
[15:15] 47%根本是一个不可能的数字
[15:18] 平均
[15:19] 对这是平均
[15:20] 47%
[15:21] 你一家公司
[15:22] 單一公司47%有
[15:24] 這個就已經算是表現非常亮眼的公司
[15:28] 結果現在是整體均值47%
[15:31] 真的是一個非常不可思議的數字
[15:34] 尤其是如果我剛剛講
[15:36] 如果從去年下半年年增率從十幾二十幾三十幾現在四十幾快五成如果你有看到這個線型圖你就不會擔心為什麼台股上半年能夠漲五成所以扎扎實實就是基本面的數字
[15:51] 那回過頭來剛剛提到
[15:53] 就是所謂年增率是創歷史新高
[15:56] 另外一個就是所謂的創高加速
[15:59] 也是不斷的還在創高
[16:01] 所以稍微數字稍微掉一點點
[16:04] 我覺得倒還好
[16:05] 而且比較重要的關鍵
[16:07] 我覺得應該就是說
[16:09] 動能很強之外
[16:11] 你要再把視野再往後看一下
[16:13] 那我就說
[16:14] 在台積電還沒出來
[16:16] 我就說台積電創高的機率是非常高的
[16:20] 因為沒辦法
[16:21] 因為公司上次的法說
[16:23] 就跟大家講
[16:24] 它的計增率還有接近14%
[16:26] 所以掐指一算
[16:28] 就是尤其是這個所謂的
[16:30] 它456是相對沒有太大的震盪
[16:33] 都維持高位均值
[16:34] 所以代表七八九跟前一季又有十几个%落差
[16:39] 所以轻轻松松几乎每个月再创历史新高的几率是很高的
[16:44] 尤其是台积电它七月是创高
[16:47] 但是并不是大幅躍升
[16:49] 所以代表八九月也还会再持续垫高
[16:52] 上一次又提到整体整年的营收会年增四成
[17:00] 持续往上修
[17:01] 公司老实讲我常常讲
[17:03] 就是这个魏哲佳
[17:05] 他要讲这个剧
[17:06] 其实他已经偷看到答案
[17:09] 就是下半年的订单
[17:10] 他都知道
[17:11] 所以营收有多少
[17:12] 他心里有谱
[17:13] 而且我常常讲
[17:14] 台积电的特色
[17:16] 大概就是讲
[17:17] 我个人觉得
[17:18] 就是他定义
[17:20] 我觉得应该就打个
[17:21] 八五折到九折
[17:22] 就是他会讲的
[17:23] 准确度是够的
[17:24] 但是他们家会偷偷打
[17:26] 一点点折扣
[17:27] 幅度不会太大
[17:28] 所以通常最后出来
[17:29] 都是稍微忧郁
[17:30] 其实他们家的个性
[17:32] 那刚刚提到
[17:33] 他就在目前为止
[17:35] 他就肯定告诉你
[17:36] 今年就是有办法年增四成
[17:38] 所以代表第四季
[17:39] 还要再增长一成多
[17:41] 所以结论就是
[17:42] 七月就算没创高
[17:43] 也不用担心
[17:44] 因为台股会一路创高到年底
[17:48] 其实这个论点
[17:49] 我在三月的时候
[17:51] 在第一季淡季
[17:53] 看到创历史新高
[17:54] 我那时候就一直强调
[17:55] 不可思议
[17:57] 在三月年增三成
[17:59] 创历史新高
[18:00] 我就说不可思议是
[18:02] 现在的淡季可以打败
[18:05] 几十年来的台股旺季
[18:07] 然后后面面对旺季只会越来越高
[18:10] 代表台股就有很大的上扬空间
[18:13] 所以伴随第二季的股市大涨
[18:17] 那七月回过头来
[18:19] 刚才提到台湾人好像还好
[18:22] 那我个人觉得
[18:23] 为什么台湾人没有韩国人这么严重
[18:26] 是因为我觉得台湾有比较好的现象
[18:29] 台湾其实转强是
[18:31] 24年AI以来
[18:33] 获利就已经不断走高
[18:34] 股市从1万多点到4万多点
[18:37] 已经涨了两年多一路上来
[18:39] 只是越来越强
[18:40] 韩国之前是都不涨
[18:42] 从去年下半年才突然喷出
[18:44] 所以大家突然
[18:46] 自然就很怕跟不上部队
[18:48] 所以杠杆拉得很高
[18:50] 从来没见过荣景
[18:52] 又拉到极高杠杆
[18:54] 一压回就自然就崩了
[18:56] 我觉得这很合理的现象
[18:58] 那这一次来讲
[18:59] 上半年台股没有涨的韩股多
[19:01] 所以七月的压回
[19:03] 也没有韩股那么严重
[19:05] 人家不断熔断
[19:06] 我们有修正但也还好
[19:08] 所以这一次确实我也认同
[19:10] 就是大部分的人都是
[19:11] 获利回吐很多
[19:13] 甚至转为小幅亏损
[19:15] 但是应该都还不至于到
[19:17] 被强制抬出去
[19:19] 除非你买的位阶
[19:21] 真的是追在最高点
[19:22] 才会有这个所谓的断头的压力
[19:25] 否则大部分都还好
[19:26] 那重点就是你有没有撑过
[19:28] 这个7月的修正
[19:30] 那我们当时又不断强调
[19:31] 每天醒来下跌都有不同利空
[19:34] 代表就是没有利空
[19:36] 就是每天就是
[19:37] 为了要让它合理化
[19:39] 它必须要每天找不同的利空
[19:41] 而且我觉得叫做利多还变利空
[19:43] 那个时候是这个感觉
[19:45] 利多也是利空
[19:46] 对那个很明显的修正
[19:48] 那我就常常讲
[19:49] 就是等到一刀切
[19:51] 只要看到
[19:52] 尤其那时候Amazon最标准
[19:54] 只要大幅增加资本支出
[19:56] 自由现金有转付
[19:58] 突然间大涨
[19:59] 代表最惨的状况就是过了
[20:01] 代表修正就已经告一段落
[20:02] 所以它就会慢慢的好转
[20:04] 但是当时也提到
[20:06] 上来一定会面临两种人
[20:08] 一个就是人家破四万点敢买的
[20:11] 另外一种就是当时在底部没砍
[20:14] 但是经过七月真的吓到了
[20:18] 所以上来之后来到这里
[20:19] 他在等什么
[20:21] 就是等到涨到涨不太上去
[20:23] 就会慢慢的会有获利了结
[20:25] 卖压出来
[20:26] 那当这两种人下完车之后
[20:28] 我还是觉得会持续走高
[20:31] 那会讲说为什么有那么有信心
[20:32] 回过头来
[20:33] 我刚刚前段提到的
[20:34] 如果今天这个营收
[20:37] 能够一路走高到年底
[20:39] 为什么你会觉得
[20:40] 这个所谓的
[20:41] 之前第二季的四万八千点
[20:43] 就是这个所谓历史最高点
[20:46] 所以我觉得老实讲是不太合理
[20:49] 至于刚刚提到营收
[20:51] 很好的情况下
[20:53] 那把产业拆解
[20:55] 结果其实从去年以来
[20:58] 一直都一样
[20:58] 反正强势的永远都AI
[21:00] 从电子通路
[21:02] 电脑与周边半导体
[21:04] 电子零组件
[21:05] 其实都是一样
[21:06] 永远都是AI强势
[21:08] 而且刚刚提到
[21:09] 均值是47
[21:10] 前面讲的
[21:12] 这个电子通路
[21:13] 年增超过100%
[21:14] 电脑周边超过6成
[21:16] 那所以都是一些
[21:17] 不可思议的产业
[21:20] 卡在前面
[21:20] 把整个均值拉得很高
[21:22] 回过来传产都是远不及均值
[21:25] 这也是不真的事实
[21:27] 所以相关个股的部分来讲
[21:30] 就是股价表现
[21:31] 我最后一个观点就是
[21:34] 我觉得要记得一件事情
[21:36] 不要把自己的思维卡在第二季
[21:39] 第二季是一个很特殊的现象
[21:41] 人人都涨
[21:42] 而且不管你基本面好坏
[21:45] 也不用管数字
[21:46] 只要一点火就是几倍的上涨
[21:48] 那个情况是一个很特殊的情景
[21:51] 不要认为那个有办法复制
[21:53] 所以长线而言
[21:55] 你还是要去检视你的个股
[21:57] 到底刚刚提到嘛
[21:59] 就是7月营收年增47
[22:01] 1到7年增34
[22:03] 你的个股到底有没有接近这个标准
[22:06] 或超越这个标准
[22:07] 我觉得就是很重要的关键
[22:09] 好 因为这波谈上来
[22:11] 我想一个比较谈得凶的族群
[22:13] 像CPO
[22:14] 对不对
[22:14] 因为联亚带头冲
[22:16] 加上之前有讲到
[22:17] 大家说缺这个林华英
[22:19] 包括这个AOI财报出来
[22:21] 也讲到说
[22:22] 光通讯现在是有缺口的
[22:23] 当然
[22:24] 昨天晚上光通讯
[22:25] 是回的比较深的
[22:26] 因为这个族群
[22:27] 它的波动很大
[22:29] 利多一旦跑出来之后
[22:31] 隔天没事
[22:31] 他又忽然给你跌十趴
[22:33] 十几趴
[22:33] 但接下来还有
[22:34] 刘明光学的财报
[22:36] 所以这个族群
[22:37] 就拭目以待美国的状况
[22:39] 我们比较跟着美国走
[22:41] 如果美国能够继续反攻的话
[22:42] 我想这个族群
[22:44] 因为联亚在七月的营收开出来
[22:46] 也是非常大的一个年增
[22:47] 那过去我们都说这个族群
[22:49] 它的营收比较跟不上
[22:51] 可是现在看起来陆续
[22:52] 光通讯族群的营收
[22:54] 有部分已经开得蛮漂亮了
[22:56] 好 我觉得光通讯确实
[22:59] 赵王刚刚有提到
[23:00] 就是联亚素质很漂亮
[23:02] 看起来有慢慢好转
[23:03] 但是我个人观点就是
[23:05] 评价太高
[23:06] 第一 应该它有两个重点
[23:08] 第一个它就是
[23:09] 它的整个族群性其实并不起
[23:12] 目前不起
[23:13] 对 联亚是真的很好
[23:14] 其他其实很多的是
[23:16] 是打不到均值的
[23:18] 所以结论就是
[23:20] 它的忍热差很多
[23:22] 那你说没关系
[23:23] 照理讲如果这种族群也还好
[23:25] 那记得一件事
[23:26] 你就一定要去认明
[23:28] 到底是谁热的
[23:29] 好 那我们讲联亚是真的很好
[23:31] 但是有一个光联亚好了
[23:33] 就算你在这个光族群里面去找到
[23:36] 真的是很扎实的数字的个股
[23:39] 可是它也还存在一个问题
[23:41] 因为以联亚来讲
[23:42] 它本益比也都是百倍以上
[23:44] 所以呢
[23:45] 他就是
[23:46] 这个族群里面就两种
[23:47] 一种呢
[23:48] 是趁热度的没数字
[23:50] 那当然就是风险
[23:51] 就算有数字
[23:52] 他又是极高本益比
[23:53] 所以自然就
[23:54] 一定会有非常大的波动
[23:56] 所以这个族群要介入的
[23:59] 你就是
[23:59] 相对而言
[24:00] 你就要这个
[24:01] 就是一定要把握这个
[24:03] 所谓的波动
[24:04] 你要能够扛得住
[24:06] 应该这样讲
[24:06] 或者说你一开始进场
[24:08] 你就要知道
[24:08] 有可能有大波动
[24:10] 你不要
[24:10] 没有心理准备
[24:11] 一进去
[24:12] 他一波动
[24:13] 你又吓到
[24:13] 然后强势就追
[24:15] 一拉回你就出场
[24:17] 我觉得这样老实讲是赚不到钱的
[24:19] 那应该说把握原则因为波动大
[24:22] 所以比例持股比例一定不能高
[24:25] 那尽量有拉回的时候
[24:26] 再布局就会相对比较安全
[24:28] 或者是对比而言
[24:31] 就是讲被动也是大家比较关注的
[24:33] 对就今天比较整齐的是被动元件
[24:36] 是那被动元件呢
[24:38] 这个结论其实回过头来第二季的时候
[24:42] 那时候的说法就是说
[24:43] 他们是有没有改善
[24:45] 有
[24:45] 真的被动元件的
[24:47] 这个营运面真的有改善
[24:48] 你从营收是从五月六月
[24:52] 都可以看到越来越好
[24:53] 他到等于说第一季
[24:55] 其实是几乎都还是平的
[24:57] 没有任何改变
[24:57] 第二季开始加温
[24:59] 那所以被动元件
[25:01] 我常讲的
[25:01] 他有没有业绩面有没有好转
[25:03] 答案是有
[25:04] 但是他最大的问题是
[25:06] 他的股价涨幅
[25:08] 真的是比基本面涨的太多了
[25:11] 可是都打五折四折了
[25:12] 现在回
[25:13] 我在讲当时第二节
[25:14] 回过头来
[25:15] 现在的角度是什么
[25:17] 就是他已经回到非常合理的水位
[25:19] 所以我觉得
[25:21] 结论就是他不太会有再下跌的空间
[25:25] 但是回过头来
