[00:00] 歡迎收聽趙華與古惑仔第1018集
[09:28] 然後臺積電變成美積電
[09:30] 我們把臺積電送給美國人了
[09:32] 但現在一聽到資本支出
[09:33] 都樂呵呵
[09:34] 越高越好
[09:35] 這麼高
[09:35] 我們的裝置供應鏈
[09:36] 全部都雨露均霑
[09:37] 對因為
[09:38] 因為我常常那個概念
[09:40] 我們先撇除
[09:42] 它毛利率這麼高來講
[09:43] 因為當時回到兩年前
[09:45] 當時大家都在講到
[09:47] 資本支出那麼高
[09:48] 一直擴增在美國上
[09:50] 然後那個成本那麼高
[09:51] 未來毛利率會降低
[09:52] 我那時候的說法就是
[09:53] 我也覺得照理講降低是合理的
[09:56] 結果我們先不要講
[09:57] 現在是往上走
[09:58] 我意思說就算我今天是老闆
[10:00] 在臺灣你可能
[10:02] 比如賣一顆晶片可以賺50塊
[10:04] 在美國只剩30
[10:05] 那我的概念就是
[10:07] 理論上就是你只要能夠賺錢
[10:09] 那加上你的ROE
[10:11] 你的這個ROI能夠往上走的情況下
[10:14] 你就必須要做投資啊
[10:16] 你不能說
[10:16] 我今天就卡死
[10:18] 就是我一顆一定要賺50我才做
[10:20] 其實我覺得這個觀念
[10:22] 本來就不太對
[10:23] 只要因為他必須對股東交代
[10:26] 把利益最大化
[10:27] 這才是一個優良的公司
[10:29] 而且明明就有訂單啊
[10:30] 那有一個問題就是
[10:31] 在臺灣的部分
[10:33] 也不代表你那麼大的這個廠房
[10:35] 或者是這麼多的電力
[10:37] 能夠支援所有的東西
[10:39] 所以他分散到其他國家
[10:42] 老實講其實本來就是應該
[10:43] 那當然德國日本美國
[10:46] 他都有去擴敞
[10:47] 那其中美國因為他也講
[10:49] 我最重要的客戶就在這裡
[10:50] 所以他們必須要做這個動作
[10:52] 其實我本來就覺得
[10:53] 是一個合理的一個動作
[10:55] 那剛好呢
[10:56] 只是說我覺得要承認
[10:58] 之前講的都是舊有的
[11:00] 但這一次如果現在呢
[11:02] 因為他在美國又拿到土地
[11:04] 那未來還要再蓋新的場
[11:06] 那這很明顯就是
[11:07] 這一次真的為了臺灣
[11:10] 希望能夠談妥關稅
[11:12] 再做加碼的部分
[11:14] 我覺得之前他加了很多次
[11:16] 那我之前就提到
[11:17] 2020年在川
[11:20] 當時還是這個拜登當總統的時候
[11:22] 他第一次發的新聞稿
[11:24] 其實他當時就有提到
[11:26] 這個所有的內容
[11:28] 在這兩年講的內容
[11:29] 其實都是2020年
[11:31] 當時就已經確定了
[11:32] 都沒有新的
[11:33] 他只是把長期的這個發展講給大家聽
[11:36] 讓川普能夠講給他的民眾聽
[11:40] 而希望大家都很開心
[11:42] 但這一次是真的又再持續加碼
[11:45] 那目前的角度
[11:46] 我覺得大家慢慢會發現
[11:48] 就是這種時間會說話
[11:51] 看到他的發展
[11:53] 他的程序
[11:54] 各樣的條件
[11:55] 我覺得慢慢的
[11:56] 大家就不會講說這個美積電
[11:58] 或者是在講到說
[12:00] 這個會不會導致他毛利率
[12:02] 或各樣的數字可能會受到影響
[12:04] 結論我還是重申
[12:06] 就是最近因為年初年底的時間
[12:09] 也常常演講
[12:10] 我們就是講到說
[12:11] 結論就是我不斷重申
[12:14] 就是接近兩到三年來
[12:16] 就是一個AI不斷快速成長的一個階段
[12:20] 那目前如果展望2627
[12:23] 看起來這個趨勢還不會有太大的改變
[12:25] 所以AI股自然呢
[12:27] 無論是業績或股價
[12:29] 一直都會保持強勢
[12:30] 其中臺積電比較特例
[12:32] 因為它如果我常常講的就是
[12:34] 如果你不太想花心思
[12:38] 去研究現在產業的變化買臺積電就最安全因為它是獨家供應所以它不會有什麼過一段時間市佔被搶的什麼其他的問題那股價也非常強勢
[12:50] 所以我一直講說它是一個
[12:52] 很好的投資標的
[12:54] 甚至我常常講的就是
[12:56] 這兩年我們在
[12:58] 服務的時候有時候大客戶
[13:00] 他會希望可能投資不太順利
[13:02] 他就直接掏他的
[13:04] 這個所謂的持股名單
[13:06] 直接丟給我看說
[13:08] 我到底要改進什麼
[13:09] 那以前
[13:10] 如果以前比較早期
[13:11] 我都會一檔一檔幫他看
[13:13] 跟他解釋怎樣怎樣
[13:15] 我現在發現其實不用了
[13:16] 因為現在世界已經改變了
[13:18] 我就跟他講
[13:19] 其實不用我看
[13:20] 你自己加一下
[13:21] 你就知道你的問題在哪裡
[13:22] 你把你的持股加一加
[13:24] 你到底有多少是AI
[13:25] 多少是非AI
[13:26] 你看一下你的AI比重到底在哪裡
[13:28] 另外還有一個很大的問題
[13:30] 你臺積電的比重到底有多少
[13:33] 那有講到這個有些人會問我說
[13:35] 為什麼投資一定要臺積電
[13:38] 我要重申不是所有人投資都一定要臺積電
[13:41] 如果你今天呢市場在哪裡
[13:43] 你的績效能夠贏過臺積電的
[13:46] 那其實你就不需要一定要買臺積電
[13:49] 但記得一件事情就是臺積電呢這個20
[13:52] 這個2024年呢他的股價漲了8成
[13:55] 那去年漲了4成多
[13:57] 如果你的績效比這個好你就不用
[13:59] 買臺積電
[14:00] 那如果一直落後臺積電
[14:01] 尤其是每一次
[14:03] 垃圾盤大漲的時候就抱怨的
[14:05] 要怎麼解決你就是
[14:07] 買買臺積電就這樣
[14:08] 但是最後我還是要重申
[14:11] 就是上禮拜我們來
[14:13] 在達恩秀就講到
[14:15] 他會講的好
[14:17] 是不會是有意外的
[14:19] 打從23年有AI以來
[14:21] 每一次都好
[14:22] 但記得一件事情
[14:23] 股價會漲只有一半左右
[14:25] 那我剛剛提到
[14:26] 這一次的這個數字內容
[14:28] 其實跟上一次蠻相近的
[14:30] 當然他毛利率資本支出
[14:33] 各樣是比上次更驚豔
[14:35] 所以照理講
[14:36] 應該是要比上次強
[14:37] 可是我要重申
[14:39] 上次也是好到
[14:40] 我覺得真的
[14:41] 我覺得一次加四塊錢
[14:42] 是好到不可思議
[14:43] 最後股價也是整理了
[14:45] 超過一個禮拜之後才創高
[14:47] 那過往紀錄
[14:49] 我會還是重申
[14:52] 就是最後的時間點
[14:54] 卡位要適量
[14:55] 明天開高
[14:57] 我會建議大家
[14:58] 除非你沒有的
[14:59] 如果你有
[15:00] 我還是建議大家
[15:01] 稍微冷靜一下
[15:02] 不要明天開高的時候去追
[15:05] 那應該說震盪整理過往經驗
[15:08] 在法收會的一到兩週
[15:10] 他股價一定都會有拉回的時候
[15:12] 給大家去做投資
[15:14] 那個時間點才是很好的一個佈局機會
[15:17] 而且如果說就這次常常這樣
[15:19] 就是大家都一廂情願很嗨
[15:22] 尤其是這個都是坐這個過山車
[15:24] 法收會剛結束的時候盤前都很強
[15:28] 然後ADR最後就發現
[15:30] 漲得好像沒有盤前強
[15:31] 然後回到臺股又發現沒有ADR強
[15:34] 然後又容易開高走低
[15:36] 然後最後就進入
[15:37] 就一天慶祝之後就進入休息
[15:39] 然後大家就會開始講
[15:41] 其實也沒那麼好
[15:42] 裡面其實還是有一點點毛病
[15:44] 然後最後告訴他
[15:45] 這個就是利多出盡
[15:47] 大家要小心
[15:48] 剛好那個時候就是買點
[15:50] 整理一到兩週之後
[15:52] 他又回到多頭的格局
[15:54] 這是每一次的一個架構
[15:55] 所以我常常講
[15:56] 投資也不要說
[15:58] 跌的時候就看保守
[15:59] 它大漲的時候就看多
[16:01] 我還是重申
[16:02] 以臺積電為例
[16:03] 就是所謂拉回真的破線才是好買點
[16:07] 現在市場如果真的一片樂觀的時候
[16:09] 場邊看戲
[16:11] 等到有震盪拉回的量縮的時候
[16:13] 再做介入會相對比較安全
[16:15] 好臺積電是很特別的存在
[16:18] 因為我們都知道
[16:19] 我們也有看所謂技術形態的老師
[16:21] 那技術形態老師不管就任何的股票
[16:23] 他如果破線就會坦白跟你講
[16:25] 他這樣已經有點是空頭走勢了
[16:27] 或是要危險的
[16:28] 可是隻要回到臺積電的身上
[16:30] 連看形態老師都會告訴你說
[16:32] 這一檔就是破線
[16:34] 反而它就是越有價值
[16:35] 所以如果你是考量到價值的朋友
[16:38] 你要知道
[16:38] 它破線是給你買的
[16:40] 這個真的是很獨特的一個存在
[16:43] 為什麼
[16:44] 因為剛剛講了
[16:45] 像今天法說講的
[16:46] 就算不可思議
[16:47] 或是之前講的120分
[16:48] 無限可及都好
[16:49] 它不是用來
[16:51] 當然有人做短線選擇權
[16:53] 權證的
[16:54] 像昨天小哥說他會壓權證
[16:55] 因為比較快
[16:56] 這種的我不予評論
[16:58] 這是厲害的短線高手
[17:00] 如果您本來就是一個
[17:01] 比較中長線
[17:02] 或者動作沒有那麼快的投資人
[17:03] 一定要記得
[17:04] 法說會講的好
[17:05] 是用在什麼時候
[17:06] 是用在臺積電
[17:08] 或是我們出現的
[17:09] 比較有系統性風險
[17:10] 它突然大跌
[17:11] 因為像前一陣子
[17:12] 也不會一兩個月前
[17:13] 它也跌到一千四百塊以下過
[17:15] 就是去測計線
[17:17] 對不對
[17:17] 當時就一樣
[17:19] 老師們全部的
[17:21] 不管你今天是基本面
[17:22] 或者走技術形態面
[17:23] 都告訴你
[17:23] 臺積電不一樣
[17:24] 臺積電是你越這樣
[17:25] 是越給你機會的
[17:27] 越讓你知道它是甜的
[17:28] 所以法說會的用途是
[17:30] 讓你知道
[17:31] 下一次你遇到臺積電
[17:33] 有明確的回檔的時候
[17:34] 就記得把它撿起來
[17:36] 對
[17:36] 那現在有沒有可能頓化
[17:38] 有
[17:38] 那之前每一次講得很好
[17:40] 頓化之後又會再創新高啊
[17:42] 沒有錯
[17:42] 如果你有這樣的覺悟
[17:44] 你覺得我就是聽完
[17:45] 今天這場法說會
[17:46] 感動到痛哭流涕
[17:47] 我就只能當
[17:48] 一千七以上的大學長
[17:50] 那也沒有關係
[17:51] 我覺得還是會解套
[17:52] 只是買的那個心情就不一樣
[17:55] 如果你是在前面
[17:56] 跌到一千四去買的朋友
[17:57] 你現在其實不管明天
[17:59] 你是要開高怎樣的
[18:00] 你的心情不會波動那麼大
[18:02] 你已經穩妥妥的坐在車上
[18:04] 我覺得這個是臺積電給大家
[18:06] 很好的一個
[18:07] 投資的進場的節奏
[18:10] 就是他跌的時候
[18:11] 不要怕
[18:12] 這完全符合明翰協理講的
[18:14] 不要怕對不對
[18:15] 那這邊的話
[18:16] 我也順便把一些法人的QA
[18:18] 跟大家分享
[18:19] 然後請明翰協理順便幫我們做解讀
[18:21] 像JP Morgan就一樣
[18:23] 這個AI泡沫這件事情
[18:25] 肯定有人會提
[18:26] 那魏哲嘉這邊
[18:27] 我簡單的說他的回答
[18:29] 他說他都願意投521到561美元了
[18:33] 如果有泡沫
[18:34] 我要投這麼多嗎
[18:35] 他說我還看過了我的客戶的財報
[18:38] 他們很有錢
[18:39] 他們甚至比臺積電還有錢
[18:42] 他們都在成長
[18:43] 那他相信
[18:44] 這個AI的運用
[18:46] 連這個晶圓蛋工廠都有已經運用到了
[18:48] 即使成本這麼高
[18:50] 我們的毛利率卻依舊能夠維持
[18:54] 我覺得他講話真的很厲害
[18:56] 當初是這個魏哲嘉跟劉德英雙龍頭
[18:59] 後來劉德英董事長先退休了
[19:01] 劉德英董事長就比較含蓄
[19:03] 可是魏董事
[19:03] 那個業務體質
[19:05] 他講話就是
[19:06] 會讓你覺得很exciting這樣子
[19:08] 所以看來他對AI泡沫這件事情
[19:12] 是用我們維持這麼高的毛利率
[19:13] 來回答了
[19:14] 我們這樣講
[19:16] 這個剛剛提到
[19:17] 這AI泡沫
[19:18] 老實講
[19:18] 這AI泡沫的問題
[19:20] 這也不是第一次法處會問
[19:21] 不是一直被問
[19:22] 其實也問了好幾次
[19:23] 就像我最近也常在講
[19:25] 就是2025年一開始的時候
[19:28] 年初我們也在講
[19:30] 整年度
[19:31] 記得一件事情
[19:32] 只要看到關稅跟AI泡沫
[19:35] 中錯的時候你敢買
[19:36] 就有辦法賺到錢
[19:37] 一整年來發現是對的
[19:39] 那今年會有什麼
[19:40] 像去年的這個關稅的
[19:43] 這種黑天我也不知道
[19:44] 但最基本來講
[19:46] 我常常講
[19:47] AI泡沫這四個字
[19:48] 是不會結束的
[19:49] 就是我覺得很奇怪
[19:51] 就是這兩年來
[19:52] 已經給你看了這麼多的借鏡
[19:54] 但是永遠都會容易看到
[19:56] AI泡沫
[19:56] 而且特色是什麼
[19:57] 就是這個AI泡沫的時間點
[20:00] 通常都會出現在臺積電破紀線的時候
[20:04] 就會再講AI泡沫
[20:06] 那這個其實我常常講
[20:07] 這是所謂的股價的解讀
[20:10] 那我常常講就是投資上
[20:13] 如果就是再漲的時候看多
[20:17] 再跌的時候看空
[20:18] 相對來講就是一個很不好的一個投資策略
[20:21] 不太容易賺到錢
[20:23] 必須要相對來講比較逆勢
[20:25] 才有辦法賺到錢
[20:26] 就像剛剛趙華提到的
[20:29] 現在到底講得非常樂觀的情況下
[20:32] 到底是怎麼樣
[20:34] 我最近也常常講
[20:35] 這個就是主人帶小狗散步的故事
[20:39] 就是主人他就是他的EPS
[20:41] 只要他EPS能夠持續創高
[20:43] 代表他未來的股價本來就會創高
[20:45] 只是他在這個狗
[20:46] 到底是跑在前面還是後面
[20:48] 這回到12月中的時候
[20:50] 我要休假的時候
[20:51] 就破季線來這邊跟大家講到說
[20:54] 那個時間點就是狗在最後面的時候
[20:56] 那你那個時間點本來就該買
[20:58] 以現在的角度
[20:59] 狗就是在最前面
[21:01] 繩子拉得很緊的時候
[21:02] 那剛剛趙華也提到
[21:04] 你要進場有沒有問題
[21:05] 也沒有問題
[21:06] 但是記得一件事情
[21:07] 這個繩子如果拉緊之後
[21:09] 它可能會鬆掉
[21:10] 會導致一個現象
[21:11] 因為我在
[21:11] 我是主人往前走
[21:13] EPS往前走的速度是慢的
[21:15] 所以狗呢
[21:16] 因為前面
[21:17] 這個跑到太前面
[21:18] 突然拉太緊
[21:19] 它往回頭的過程當中
[21:21] 你可能會出現小套
[21:22] 但是我常常講
[21:23] 這種趨勢
[21:24] 投資你的耐心跟信心在哪裡
[21:27] 不要一疊了就沒信心了
[21:29] 然後再等待就沒有耐心
[21:31] 你永遠只要有這兩個主軸
[21:34] 理論上你就有辦法
[21:35] 能夠在這個其中獲利
[21:37] 所以還是重申
[21:38] 就是盡量選擇拉回的時候買
[21:41] 那好啦
[21:41] 你就常常問我說
[21:43] 可是我就已經追了
[21:44] 追了也沒關係
[21:45] 那重點是
[21:47] 在這個震盪的過程當中
[21:49] 你必須要能夠忍得住
[21:51] 我覺得很重要的關鍵
[21:52] 另外再補充一個
[21:54] 我剛看到的數字
[21:55] 我上次來節目有提到
[21:57] 很多的問題
[21:58] 比如說資本支出什麼什麼
[22:00] 那都是在反映其他層面
[22:02] 能看得到的數字就是三個重點
[22:04] 一個是上一季的獲利
[22:07] 那我們剛才提到
[22:08] 另外一個是這一季的展望
[22:09] 本來以為持平
[22:10] 發現正增長
[22:11] 還有當時有提到
[22:13] 三個數字最最最重要
[22:15] 是今年全年的展望
[22:17] 那市場外資的預估值都落在
[22:20] 應該說20到25之間
[22:22] 的成長率
[22:23] 對對
[22:23] 那大部分會比較偏二五
[22:25] 然後一樣的問題
[22:27] 就像剛剛的資本支出一樣
[22:29] 大家都偏向五百
[22:30] 可是完全沒有一個人敢勇敢的喊超過五百
[22:33] 那一樣問題是
[22:35] 這個所謂的成長率
[22:36] 大家就是二十到二五
[22:38] 大部分都往二五級
[22:39] 因為會覺得二十有點看不起他
[22:41] 要高過二五呢
[22:42] 又想一下不太對
[22:44] 他前兩年都三成了
[22:46] 你就會覺得
[22:47] 我今天喊過二五
[22:49] 又覺得自己壓力太大
[22:51] 結果剛剛公司說
[22:53] 把魏哲嘉就是對整年度的營收
[22:56] 非常有信心
[22:57] 還是認為他有機會接近三成
[23:00] 代表著又回到一個
[23:02] 剛剛提到的成長階段
[23:04] 而且要提醒大家
[23:06] 從有AI以來
[23:07] 24年25年都有一個共通的場景
[23:11] 因為其實這些大型個股
[23:13] 都有去跑跑資料
[23:15] 但其中臺積電最為明顯
[23:17] 就是在1月的時候
[23:18] 你看得到的營收穫利數字
[23:22] 到年底都會發現大概低估了一到兩成
[23:25] 就是這個時間點
[23:26] 因為包含法人的部分都會覺得機器太高不敢喊
[23:31] 公司的部分他們家的個性就是這樣
[23:34] 他們家的個性應該算是中性稍微偏一點樂觀
[23:39] 可是他們也不敢站在
[23:40] 沒看到的東西也不敢喊
[23:43] 所以到年底都會發現
[23:44] 其實回過頭來年初他們還是有點過度保守
[23:47] 那我剛剛提到
[23:48] 就是說這個情境只要能夠延續
[23:51] 那很有機會
[23:52] 我剛剛提到
[23:53] 如果他的營收能夠增長三成
[23:55] 加上市場的樂觀氛圍
[23:57] 回到股價
[23:58] 看有沒有機會複製
[23:59] 去年的那個漲勢
[24:02] 就是最起碼三到四成的一個漲幅
[24:04] 所以還是重申
[24:06] 就是長線這個趨勢還是在
[24:08] 只是在操作上的時候
[24:09] 還是重申不要
[24:11] 這個就是一個
[24:12] 確實是一個人性的考驗
[24:14] 就是當大家不要的時候
[24:15] 你必須去減
[24:16] 當大家都跟你講
[24:18] 好到不可思議
[24:19] 你不買很可惜的時候
[24:20] 你要忍住等他休息的時候
[24:23] 我覺得這是一個投資
[24:25] 必須要的過程
[24:26] 好
[24:27] 他又回到那個尊尊教會
[24:29] 但是我還是繼續講
[24:30] 剛剛講到那個30%
[24:32] 我也心有慼慼焉
