[00:00] 欢迎收听赵华宜古惑仔第1069集
[02:37] 但是做了这一行
[02:38] 就必须训练自己
[02:40] 这是一个有趣的过程
[02:42] 我觉得以后可以来跟大家分享
[02:43] 但今天先来讲盘面
[02:45] 今天4月1号我们3月过完了
[02:47] 对不对
[02:48] 那3月我有统计
[02:49] 大概有4次
[02:51] 我们的大盘跌点是超过两个百分点
[02:53] 以三万多点来说
[02:54] 也就是当日跌点是超过七百点
[02:57] 甚至有到一千多点的都有
[02:59] 那如果说当天的大跌点
[03:01] 伴随着我们在月线下或破月线
[03:03] 通常其实现在回头看
[03:06] 是一个好的买点
[03:07] 但当下都因为有美伊战争
[03:09] 然后伊朗大骂
[03:11] 互相乱炸
[03:12] 和母子海峡封锁
[03:13] 种种的事情
[03:14] 让大家很难做决策跟信息
[03:17] 像昨天就很典型
[03:18] 结果今天一个大涨
[03:19] 说实话
[03:20] 有很多
[03:21] 例如说看技术线的也好
[03:23] 或是对产业信心比较弱的
[03:25] 或是追的比较高的
[03:26] 昨天港报是挺损出场的
[03:28] 对
[03:28] 那今天又
[03:29] 难道要追吗
[03:30] 好
[03:31] 整个三月到这样的一个情形
[03:33] 但明后天我们要面临清明廉价了
[03:35] 你会个人觉得
[03:36] 这个盘面的发展
[03:37] 是不是如川普所讲的
[03:39] 真的现在是比较能放心了
[03:41] 其实三月份
[03:42] 我们真的是被川普
[03:44] 这个耍了整个愚人月
[03:45] 还不止一天
[03:46] 整月都过得蛮辛苦的
[03:48] 不过碰到动荡的时候
[03:51] 我觉得要找到定心丸
[03:53] 我个人还是会回到
[03:54] 法人的习惯思维
[03:56] 就所谓的直化分析跟量化分析
[03:59] 那直化分析
[04:00] 那是回到整个产业的基本面的源头
[04:02] 这个待会我们再来谈
[04:04] 不过我觉得量化分析
[04:06] 是一般多数的投资朋友
[04:07] 只要愿意动动手
[04:08] 那上网Google一下
[04:10] 或者AI一下
[04:11] 其实就能够找到一些
[04:12] 所谓的大数据分析
[04:14] 能够让自己更清楚
[04:16] 那简单的举例
[04:17] 大家知道吗
[04:18] 在昨天整个台股的跌点
[04:20] 是创下史上第二大
[04:21] 那第一大呢
[04:23] 其实不意外
[04:23] 就去年的4月9号
[04:25] 哇这悲壮了两天
[04:27] 其实呢
[04:28] 在史上最大的跌点过后
[04:30] 会发生什么事情
[04:31] 大家可以猜一猜想一想
[04:32] 昨天应该第三大啦
[04:33] 第二大应该是
[04:34] 三月还有一次有跌一千多点
[04:36] 对昨天第三大
[04:38] 对对对
[04:38] 我是刚刚婷娟跟我讲的
[04:40] 你说谁讲谁讲
[04:42] 婷娟
[04:42] 刚刚录影的时候
[04:44] 婷娟跟我讲的
[04:44] 出去念啊
[04:45] 没有啦开玩笑
[04:45] 让我修正一下
[04:46] 但是呢
[04:48] 通常大碟排到史上前几名的
[04:51] 应该都会伴随大反弹
[04:52] 没错
[04:53] 那所以其实这个就告诉我们
[04:56] 通常大碟的时候呢
[04:57] 如果只看新闻
[04:58] 或看甚至只有看标题
[05:00] 一定会很担心
[05:01] 因为大碟的时候
[05:03] 当然是坏消息嘛
[05:04] 好再来呢
[05:05] 其实昨天的CNN恐惧跟贪婪指数
[05:08] 掉到只有9
[05:10] 那25以下叫做极度恐惧
[05:12] 那所以已经掉到个位数了
[05:14] 我可以把它称之为就是
[05:16] 极极度恐惧
[05:17] 在这个对等关税的时候
[05:19] 我掉到四哦
[05:20] 完全正确
[05:22] 所以有些关键的数据
[05:23] 我们真的要把它记起来
[05:25] 那大家也可以呢
[05:26] 再想一想或猜一猜
[05:28] 当这种急急度恐惧出现之后
[05:30] 后续行情会怎么走
[05:31] 其实也就是上涨
[05:33] 那包括呢
[05:34] 像这个外资的大卖超
[05:36] 史上最多的卖超
[05:37] 第一名第二名
[05:38] 也都发生在呢
[05:40] 近期三月份
[05:41] 所以回过头来想一想呢
[05:42] 很多这些呢
[05:43] 恐惧总和的交集
[05:45] 在当下真的都是呢
[05:47] 极度的害怕
[05:48] 极度的痛苦
[05:49] 可是数据都指出
[05:50] 过了一段时间之后
[05:52] 其实航行都是指向上涨的
[05:54] 那另外呢
[05:55] 也包括就是历史上总共发生
[05:57] 大概有统计的
[05:58] 24次地缘政治风险
[06:00] 包括战争
[06:01] 包括一些零星的冲突
[06:03] 还有像恐怖攻击
[06:04] 不过这24次
[06:05] 对于美股标普500指数的冲击
[06:08] 它平均跌幅是4.7%
[06:11] 当然有时候就会像跌得比较重
[06:12] 这一次就是
[06:13] 然后另外呢
[06:14] 大概经过了19天之后
[06:16] 指数会落到最低点
[06:18] 再经过后续42天
[06:20] 它会涨回去
[06:22] 完全收复失土
[06:23] 回到起跌点
[06:24] 所以这一次其实就美股的跌幅
[06:27] 还有下跌所经过的时间
[06:28] 其实也都超过了历史的平均跌幅
[06:31] 所以当我们把这些数据
[06:33] 一一的整理罗列出来
[06:34] 然后呈现给自己看
[06:36] 自己跟自己对话
[06:37] 重新去梳理一次这个逻辑的时候
[06:39] 就觉得说
[06:39] 这时候我应该要启动我的大脑的
[06:42] 那个想买进的机制
[06:44] 才不会整天想说
[06:45] 好可怕
[06:46] 糟糕了
[06:47] 大家都说这个战争会打很久
[06:49] 大家都说油价可能要飙到200美元了
[06:52] 停滞性通膨要来了
[06:53] 其实你的脑海如果一直占据了这些
[06:56] 所谓的片段的杂音的时候
[06:58] 真的一个不小心
[07:00] 像可能昨天就会看到股票要杀了
[07:02] 那我赶快也抢着卖出好了
[07:04] 那可能今天就会后悔了
[07:06] 所以我觉得我通常会用一些客观的历史数据
[07:10] 来帮助自己把理性校正回来一点
[07:12] 那当然呢
[07:13] 我们也知道所有数据
[07:14] 你不可能是说完完全全
[07:16] 一模一样百分之百的正确
[07:18] 但是历史总是会有惊人的相似
[07:21] 虽然它不会完完全全的重复
[07:22] 至少我们就是站在
[07:24] 胜率比较高的那一边
[07:26] 好
[07:26] 不过像一年有四季嘛
[07:28] 对不对
[07:29] 今年的第一季自然是很精彩
[07:31] 不过今年的第一季总结下来
[07:33] 因为一二月涨了很多
[07:34] 所以三月虽然把二月的涨幅吐回去
[07:37] 一月的涨幅还在
[07:38] 所以整体来说
[07:39] 第一季还是一个上涨的
[07:40] 但是进入到第二季
[07:42] 大家就会有一点点的担忧了
[07:44] 什么样的担忧呢
[07:45] 通常因为产业在电子业来说
[07:47] 第二季可能会是传统的淡季
[07:49] 然后五月有所谓的报税
[07:51] 大户要卖股
[07:52] 然后美股有一个说法嘛
[07:54] 对不对
[07:54] Sale in man, go away
[07:55] 当然这几年不一定是这样
[07:57] 去年有对等关税
[07:58] 我们四月就被勾而为了
[08:00] 还不是自己勾而为
[08:02] 所以在第二季的时候
[08:04] 大家难免会从历史的经验觉得
[08:07] 还会有回荡的机会
[08:09] 那当然这一次也有人讲说
[08:10] 可能三月已经把它弄完了
[08:12] 回完了
[08:12] 不过台股就是很厉害
[08:15] 美股这个标普啦
[08:16] 纳斯达克啦
[08:17] 是年限下哦
[08:19] 我们季限碰到今天就站回来了
[08:21] 所以大家要怎么去判断一下
[08:23] 到底四五六月
[08:25] 所谓传统的第二季淡季
[08:27] 会不会还有一波
[08:28] 这样子的下杀可能性
[08:30] 确实如果用整个年度的角度
[08:33] 来观察思考的话
[08:34] 我觉得就说一切
[08:36] 这个云淡风轻的
[08:38] 甚至海阔天空
[08:39] 真的有点言之过早
[08:40] 考验还多
[08:41] 现在可能呢
[08:43] 这个地缘政治风险
[08:44] 这一关
[08:44] 都还没
[08:45] 快要闯关成功了
[08:47] 但是也许后面
[08:48] 还有第二关
[08:48] 第三关
[08:49] 第四关
[08:49] 那到底这些关卡障碍
[08:51] 又是什么原因
[08:52] 其实这不得而知
[08:53] 那终究来讲
[08:54] 我觉得因为毕竟就是市场涨多
[08:56] 它需要呢
[08:57] 让这个卖压
[08:58] 有点释放出来
[08:59] 消化一下
[09:00] 那不过如果我个人的想法
[09:02] 我是觉得确实啦
[09:03] 因为以前为什么第二季
[09:05] 比较容易可能行情走弱
[09:08] 甚至就是大跌
[09:09] 确实因为如果第一季
[09:11] 长得特别的激情
[09:12] 长高了
[09:12] 那因为这次呢
[09:14] 把这个麦亚提早
[09:15] 在三月份释放出来
[09:16] 那所以可能第二季的修正压力
[09:18] 我觉得反而会趋缓
[09:20] 那暂时想不到
[09:21] 什么特别大的原因
[09:22] 但是如果回归到就是
[09:25] 美股跟台股
[09:26] 我觉得终究
[09:27] 不太可能长期各走各的路
[09:29] 没错
[09:30] 对那我觉得终究就是
[09:32] 因为我们从经济到产业到股市
[09:35] 本来就是其实
[09:36] 环环相扣的联系在一起
[09:37] 所以如果终究要收敛的话呢
[09:40] 要么就是美股要猛一点了
[09:42] 要从年线下方来追台股
[09:44] 弹上来弹回季线
[09:46] 我们在这里等着
[09:47] 老美加油
[09:48] 真的
[09:49] 你看网路上很多人说
[09:51] 美国人现在都不会做股票了
[09:52] 再不然就会
[09:54] 当然我们比较不希望发生
[09:55] 但是万一这个可能性
[09:57] 也是要需先盘算好
[09:58] 会不会台股今天当然开心一天
[10:01] 不过如果接下来
[10:02] 还是要补叠去跟美股靠拢
[10:04] 那大家会不会在半年线附近相见呢这个很难说所以我觉得这个操作上面还是要保持一点让自己可以有安全的边际或者说灵活调度的空间也就是说
[10:17] 我觉得集叠的时候
[10:18] 有这种维基路式的想法
[10:19] 蛮好的
[10:20] 去买一点买一点
[10:21] 像昨天有这种
[10:23] 几乎是不分青红皂白的
[10:25] 无差别下杀
[10:26] 你就剪一点
[10:27] 好坏都叠挺的那一种
[10:28] 对 剪一点没关系
[10:30] 但是以我自己来讲
[10:31] 叫我把所有的资金
[10:32] 在昨天全部也都
[10:33] 全部all in
[10:34] 其实我也会觉得
[10:35] 有点太照镜
[10:37] 应该还是要保留一点来看看
[10:38] 对那另外跟大家分享
[10:40] 我们常说就是
[10:41] 想要抄底买好股的时候
[10:43] 真的如果碰到好股很多
[10:45] 或者是说
[10:46] 多到已经不知道买哪一档的时候
[10:47] 那就买ETF
[10:48] 这个真的是
[10:50] 大家不要紧
[10:51] 我们都一直在讲同样的事
[10:52] 可是它真的是胜率最高的
[10:54] 确实
[10:55] 那我觉得买ETF
[10:57] 那我们就举这个
[10:58] 这一次看到很多人去抄底的
[11:00] 0050为例子
[11:01] 因为0050在三月份
[11:03] 它也曾经就是创下
[11:04] 单日的历史新天亮
[11:06] 所以显然很多人也是觉得
[11:08] 下跌的时候可以抄底
[11:09] 只是可惜呢
[11:10] 抄完底之后
[11:11] 看起来这个股价
[11:12] 好像呢
[11:13] 在昨天至少
[11:14] 它有小破了季线
[11:15] 那其实给大家一个
[11:17] 0050的关键密码
[11:19] 送分题
[11:20] 好
[11:20] 就是呢
[11:21] 当0050跌破季线的时候
[11:23] 你可以呢
[11:24] 勇敢的买进
[11:25] 或者是持续的去做加码
[11:27] 因为从0050成立挂牌以来
[11:30] 从2003年6月30号到现在
[11:32] 这么久了
[11:33] 二十几年历史以来
[11:34] 其实0050
[11:36] 它的股价在季线上方
[11:38] 占所有天数的比率
[11:40] 是高达65%
[11:41] 换句话说
[11:43] 它跌到季线下方
[11:44] 总共也只有占了35%
[11:46] 那进一步再以
[11:47] 0050跟季线的
[11:49] 副乖离的位置来看
[11:50] 当它在季线下方
[11:53] 副乖离
[11:53] 介于5%以内的话
[11:55] 占总天数25%
[11:58] 你只有历史上
[11:59] 只有四分之一的时间点
[12:00] 有机会买到
[12:01] 0050在季限下方5%
[12:03] 如果是要跟季限的副管理
[12:06] 拉开到5%以上到10%的话
[12:09] 占总天数的比率是8%
[12:11] 最后就当0050
[12:12] 有点算跌破季限
[12:14] 跌蛮深的
[12:15] 深度跌破
[12:16] 以季限的副管理率超过10%
[12:18] 历史上总共只有2%的机会
[12:21] 2%的机会
[12:23] 所以我觉得当0050跌破季限
[12:26] 就是买
[12:26] 万一真的是跌很深很深了
[12:29] 跌到超过
[12:31] 季限已经10%以上的付款率
[12:33] 那这个其实
[12:34] 真的说它只是一个
[12:36] 昙花一现的机会
[12:37] 你反而要把握
[12:38] 那有钱就继续买
[12:39] 那没钱
[12:40] 其实等一下
[12:41] 它一下就回来了
[12:42] 好
[12:42] 当然我们以0050
[12:44] 或者是说像6108好了
[12:46] 就这类型所谓跟踪市值型
[12:48] 而且是完全复制型的
[12:50] 这样的商品
[12:52] 它的优点就是
[12:53] 刚刚讲的这些历史经验
[12:55] 完全可参考
[12:57] 虽然我很喜欢跟大家分享
[12:58] 主动是ETF对不对
[12:59] 那今天大家也纷纷来探子回报
[13:02] 因为像大家最常听到的981A
[13:04] 今天谈6%已经很厉害对不对
[13:06] 但991A谈7%
[13:07] 987A谈了快8%
[13:09] 听起来很厉害
[13:11] 可能都比0050厉害
[13:12] 可是他们的优点跟缺点都是一样的
[13:15] 等到下杀的时候
[13:17] 或是今天经理人在
[13:18] 真的在选股上出现了短期的迷茫
[13:21] 他也可能绩效会不如大盘
[13:24] 这是有可能的
[13:25] 所以0050他是最适合做这种回测的
[13:28] 因为它就是台湾最大的前50大市值
[13:30] 当然台湾也有跟踪
[13:32] 全部加权指数的商品
[13:34] 也可以
[13:35] 也是类似的概念
[13:37] 只是台湾前50大市值
[13:39] 大概就已经cover了98%市场了
[13:41] 所以两个都可以
[13:43] 它可以用这样的回测
[13:44] 因为你买的叫做
[13:45] 这个市场的平均的一个状况
[13:47] 所以市场如果用回测
[13:49] 50年100年
[13:51] 你会看到
[13:51] 它永远往右上
[13:53] 它永远往右上
[13:54] 中间有空头没有错
[13:56] 但空头都会再回来
[13:57] 这就是纯市值的好处
[13:59] 例如说这个
[14:00] 还有0050的正二
[14:02] 刚好昨天分拆挂牌
[14:04] 00631L
[14:06] 分拆后只要两万多块钱一张
[14:09] 那昨天也不少人
[14:10] 可能就运用它来做抄底
[14:12] 那有人也会很希望我们聊说
[14:14] 0050正二
[14:15] 是不是一个可以像0050一样操作的
[14:18] 可以长期存的
[14:19] 其实回测的结果差不多
[14:22] 但是因为它是正二
[14:24] 所以遇到跌的时候的感受
[14:26] 叫有点double的意思
[14:28] 没有真的double
[14:29] 但是会有一点点更加成
[14:31] 所以他要克服的心理恐惧是更大的
[14:34] 不过如果大家愿意尝试看看的话
[14:36] 他确实回测起来
[14:37] 跟0050是有异曲同工之妙的
[14:40] 一个有趣的杠杆型商品
[14:42] 那现在又从400多块钱变成20块了吗
[14:45] 所以大家有兴趣的话
[14:46] 也可以来关注他
[14:47] 现在成交量一下变得非常大了
[14:49] 其实抄底我觉得
[14:51] 除了就是大概把市值型ETF
[14:53] 当做一个投资的基底
[14:56] 底座之外呢
[14:57] 我个人也蛮推荐
[14:58] 所有的上班族小资族
[15:01] 可以来关注一些
[15:02] 高价千金股含量比较高的ETF
[15:05] 因为台股现在很显然
[15:07] 在AI的科技趋势带动之下
[15:09] 真的大家的获利能力
[15:11] 不可同日而语
[15:12] 大幅度提升
[15:13] 去年的获利
[15:14] 就已经创历史新高了
[15:16] 所以很多这样的千金股
[15:18] 为什么他们能够高股价
[15:20] 因为毕竟就是高EPS
[15:21] 高毛利率高成长
[15:23] 所以这些千金股
[15:24] 它都是长得有道理的
[15:26] 那我刚好也是统计了一下
[15:28] 发现在台湾现在所有的这些ETF当中
[15:31] 千金股的含量
[15:33] 最高的
[15:34] 最高的
[15:35] 大家猜一下吗
[15:36] 谁
[15:36] 答案是
[15:37] 如果我们讲千金股持股的比重
[15:40] 占比最高的是00894
[15:42] 中性小资高价30
[15:45] 对对对
[15:46] 有点顾名思义
[15:47] 对对对
[15:48] 大家看它的名称就知道
[15:50] 这真的是名称跟内容物有符合
[15:53] 不会像你买泡面
[15:55] 打开来怎么里面长得不一样
[15:56] 它果然长得也是挺刺激
[15:58] 今天是涨了5.68%
[16:00] 因为今天很明显
[16:02] 这个高价千金股
[16:04] 我特别看了一下
[16:05] 至少在盘中的时候
[16:06] 我看到的是全部上涨
[16:08] 什么台光电
[16:09] 然后涨停了也很多
[16:11] 昨天杀下去的影威
[16:12] 全部都上来了
[16:14] 对
[16:14] 所以如果大家有关注到
[16:17] 就台湾这一波科技的趋势这么强
[16:19] 然后整个其实股市的发展
[16:21] 有点变成就是精品化高价化
[16:24] 那这些最好的公司
[16:26] 他们分别都可能占据了
[16:27] 各产业的龙头地位
[16:29] 但是真的是小资族很难买
[16:31] 那要买你也不太可能
[16:33] 这个也买一点
[16:34] 那个也买一点
[16:35] 太分散了
[16:36] 所以其实00894
[16:38] 他就是直接帮大家锁定
[16:40] 就是这些高价股
[16:41] 目前他的千金股
[16:42] 全部加总起来
[16:44] 占他总持股比例
[16:45] 来到七成之上
[16:46] 是所有含金量最高的
[16:48] 那如果是论说
[16:50] 持有千金股的档数最高的话
[16:52] 那是00992A
[16:55] 主动群议科技创新
[16:58] 那这一档呢
[16:59] 就是当然也就是锁定台湾这些
[17:01] 最有科技创新能力的
[17:04] 这些相关标的
[17:05] 那目前它的千金股持有档数是23档
[17:09] 所以我觉得这个比重很高
[17:11] 那几乎它绝大部分的持股
[17:12] 都是高价千金股
[17:14] 那这个也可以让大家追踪看看
[17:16] 千金股刚刚讲到台广电
[17:18] 因为还好因为被分盘了
[17:19] 所以它今天涨不太动
[17:21] 前两天不是吃一根叠停吗
[17:22] 我就跟这个达人也开玩笑说
[17:24] 不是才出报告说它是万金股吗
[17:26] 一下叠下去
[17:27] 它就是因为千金股的好处
[17:30] 当然筹码比较干净
[17:31] 唯一的小坏处是
[17:32] 由于几档主动ETF
[17:33] 在长大的过程中
[17:34] 真的很爱买千金股
[17:35] 所以一旦他们调节
[17:36] 就会出现比较大的波动
[17:38] 还有像今天富士达
[17:40] 宏镜
[17:41] 其实宏镜大家可以观察一下
[17:43] 对因为宏镜也修正不少了
[17:44] 虽然现在今天涨停板3855
[17:47] 然后志邦嘛
[17:49] 志邦今天涨停板
[17:51] 对不对
[17:51] 志茂涨停板
[17:52] 世新KY破底翻
[17:53] 昨天破底
[17:54] 今天涨停板
[17:55] 然后
[17:56] 而且昨天我们有聊到
[17:57] 世新KY
[17:58] 就整个IP股的想法
[17:59] 对我来说
[18:00] 破底翻也很正常
[18:02] 那创意也不错
[18:03] 因为如果有业绩
[18:04] 现在就要有的话
[18:05] 应该是创意会比较多
[18:07] 不过它的位阶
[18:08] 也比世新KY高一些
[18:10] 群点涨停板
[18:11] 今天记忆体大翻身
[18:12] 所以有一些记忆体含量高的
[18:14] 像991A
[18:14] 今天为什么涨了7%
[18:15] 因为它记忆体含量高
[18:16] 今天终于大翻身
[18:18] 对他来说就很补啦
[18:20] 那你自己不敢去抄底记忆体的
[18:22] 你也可以去看一下
[18:23] 人家谁的记忆体的含量比较高
[18:25] 他就帮你抄底嘛
[18:26] 旺系今天涨停板
[18:27] 3950元
[18:29] 又回到快4000块钱
[18:30] 这些千金股我们都知道很厉害
[18:32] 冒连KY对不对
[18:33] 那真的就可以看一下
[18:35] 你喜欢千金股的
[18:37] 利用主动式ETF帮你选嘛
[18:39] 刚刚讲的有一档是被动式的
[18:41] 被动10894
[18:42] 对
[18:43] 中性小资高价30
[18:44] 它是被动式的
[18:46] 他那时候推出来
[18:47] 其实我们也有分享过他
[18:48] 我也觉得挺有趣
[18:49] 千金股真的很刺激
[18:51] 但是如果今天你想要在配置里面
[18:53] 有一块是比较纯的千金股
[18:55] 他就
[18:56] 就是ETF嘛
[18:57] ETF就几万块钱的事情啊
[18:58] 你就可以配到了
[18:59] 对
[19:00] 所以我觉得蛮有趣
[19:01] 大家不妨
[19:02] 多做一些这类型的配置
[19:04] 其实我觉得威良很了不起的是
[19:05] 威良
[19:06] 他是大老师哦
[19:07] 他应该就是在个股上啊
[19:09] 或者招收会员嘛
[19:10] 这类型
[19:11] 可是他却非常常跟我们分享
[19:13] 安全的ETF的投资方式
[19:15] 我觉得这个是很无私的一个做法
[19:18] 还蛮佩服你的
[19:19] 而且研究很深
[19:20] 因为威朗以前是保来投信
[19:22] 就是ETF最早最早
[19:24] 0050就是保来投信
[19:26] 大家以为是元大吗
[19:27] 不是是元大病了保来
[19:28] 所以威朗对这一块的研究真的很扎实
[19:32] 我们有这个亲眼见证了很多ETF孵出来
[19:36] 生出来
[19:37] 然后当然新型态的ETF都很厉害
[19:40] 我们常常讲说老一批的
[19:42] 以前真的大家是不理ETF
[19:45] 泰股市场真的非常热爱个股
[19:47] 浅叠式的市场
[19:48] 大家觉得个股才刺激
[19:50] 我也必须承认
[19:51] 到现在到今天
[19:52] 我都觉得个股很迷人
[19:54] 就像台光店好了
[19:55] 你看吧
[19:56] 前两天叠下去
[19:57] 要摸3000叠下去
[19:59] 以为不行了
[20:00] 马上今天给你涨停
[20:01] 这些真的是一个
[20:03] 如果您喜欢个股的话
[20:04] 我还是强调一件事情
[20:06] 现在热门的主流的
[20:08] 其实都数得出来
[20:10] 例如说低轨卫星
[20:12] 矽光子 PCB 半導體設備
[20:15] 當然記憶體現在是好壞求都有
[20:18] 但是這些就是所謂盤面上最熱門的那你只要有裡面的一兩檔不管是龙头股或指标型的公司也好你就会发现他们在每一次下去真的都会再上来
[20:31] 那你就可以挑一下
[20:32] 如果你喜欢个股
[20:34] 又希望有一点效率的话
[20:36] 这就是好选择
[20:37] 当然我们最近达人也常聊到
[20:39] 油价起来了嘛
[20:39] 那有一些传产啊
[20:41] 原物料啦
[20:42] 油价相关的
[20:43] 甚至造纸
[20:43] 但造纸今天就垮了嘛
[20:45] 现在钱又跑回AI电子上面了
[20:47] 造纸没有获利的
[20:49] 我觉得大家真的不要碰
[20:50] 例如滑纸
[20:51] 虽然有个滑
[20:52] 又长得很凶
[20:53] 可是因为它真的
[20:54] 比较没有获利
[20:55] 像这种纯题材式的
[20:56] 我觉得大家真的
[20:57] 比较难掌握
[20:58] 但是如果说是其他的
[21:00] 有好转体质的
[21:01] 钢铁塑化等等的
[21:02] 你想要配一些些也可以
[21:04] 但我一直记得
[21:05] 之前有一个听众
[21:06] 也会时常传讯息来
[21:07] 后来就不传了
[21:08] 因为他压了很重很重
[21:10] 在这类型的东西
[21:11] 股票上
[21:12] 因为他觉得很便宜
[21:13] 可是都不涨
[21:14] 所以也不要都把股票
[21:16] 重压在这类型的上面
[21:18] 就是你不要全压在
[21:20] 波动到你受不了的
[21:21] 你也不要全压在
[21:22] 其实你希望它低档转强
[21:23] 可是短期内
[21:24] 可能真的就很缓慢的
[21:26] 或偶尔涨一下的
[21:27] 还是要做好一个配置
[21:28] 你才会在大盘叠的时候
[21:30] 你觉得很放心
[21:31] 我也快稳的嘛
[21:32] 涨的时候你也很开心
[21:34] 我也快冲的
[21:34] 我觉得这个绝对是在长久
[21:37] 股市能够制胜里面最好的方式
[21:39] 那这段时间我个人也觉得
[21:40] 如果你在短期上
[21:42] 有获利想要停利出场
[21:43] 保有资金和弹性
[21:45] 我觉得也不错
[21:46] 不一定都一定要什么超长期投资
[21:48] 才有办法拿到大获利
[21:50] 我觉得也不用硬要在这时候这么想
[21:52] 因为未接还是离美股有一点乖离过高
[21:56] 讲到重压
[21:57] 我有一个客户
[21:58] 他大概过去一年来问了红海不下十次
[22:02] 他重压大概九千多万
[22:05] 占他的持股
[22:07] 绝对是他第一大持股
[22:09] 而且占他的持股
[22:10] 可能应该估计有大概六七成以上
[22:13] 可是他买了多少钱
[22:14] 我觉得也是重点
[22:15] 200多以上
[22:16] 那就是在AI时代
[22:17] 追着比较高的时候
[22:19] 没错
[22:19] 而且其实理由还蛮薄弱的
[22:22] 他说因为常听人家说
[22:24] 鸿海至少看300
[22:25] 所以大家其实有时候
[22:27] 对于有些个股
[22:28] 会有一种莫名的信心
[22:30] 跟莫名的情感
[22:31] 那他自己到后来
[22:33] 也承认就是说
[22:33] 觉得其实鸿海
[22:35] 好像整体的财务表现
[22:36] 尤其股价表现
[22:37] 没有原本预期的那么好
[22:39] 但是他说就是放不下
[22:41] 我觉得已经有很多的感情了
[22:43] 所以刚刚听到赵华聊到
[22:44] 因为有些人可能
[22:45] 对于一些老牌的传统产业龙头
[22:48] 像塑化钢铁
[22:49] 可能也是蛮有感情的
[22:50] 不过毕竟我觉得投资
[22:52] 有时候真的是
[22:52] 还是要现实一点
[22:54] 尽量不要跟个股发生感情
[22:57] 是
[22:57] 当然也会有跟个股发生感情的好结果
[23:00] 可是你要知道理由是什么
[23:02] 因为刚刚为什么
[23:03] 我会问鸿海买在什么时间点
[23:04] 假如他9000多万
[23:06] 是买在鸿海110块
[23:07] 我觉得我们不用为他担心
[23:08] 对不对
[23:10] 他光是可能领股息的那个殖利率
[23:13] 就已经吓死人了
[23:14] 对啊
[23:15] 可是如果他是买的200多
[23:16] 也就是如果大家
[23:17] 今天买的股票
[23:18] 是有一点在追趋势跟题材
[23:20] 例如刚刚点名的
[23:21] 这些热门趋势股
[23:22] 他可能会让你赚很大
[23:23] 可是既然你是追
[23:25] 那我觉得你要想好啊
[23:27] 那如果趋势不动了呢
[23:29] 如果他从很热门的趋势
[23:31] 一下子市场资金
