[00:00] 欢迎收听赵华语古货载第1050集
[05:39] 可能整理的时间会拉长
[05:41] 也就是说短线上
[05:41] 我觉得观察方式就是取决于月线
[05:44] 能不能在连续几天去做守好
[05:46] 而且收好的过程中
[05:47] 站回五日均线
[05:48] 我觉得这个就是行情转稳的讯
[05:50] 那当然如果月线跌破
[05:52] 那大家可能要记得
[05:53] 可能就还有修正的空间
[05:55] 对但还是会就月跌嘛
[05:58] 就基本面没问题嘛
[06:00] 可能回落的时候
[06:01] 还是要再买一点
[06:02] 因为大家都知道
[06:03] 我跟艾伦当初
[06:04] 就是我们合作的时候
[06:05] 就是一个右侧动能
[06:07] 一个左侧价值
[06:08] 没错
[06:08] 所以他每次讲到
[06:09] 月线破了就不好的时候
[06:11] 我就想月线破了不是很好吗
[06:13] 对对对
[06:14] 因为前两天
[06:15] 有跟大家分享说
[06:16] 我就是属于到了月线
[06:17] 那我就会买一点
[06:19] 尤其是我们参考去年
[06:21] 除了对等关税的
[06:22] 那一个四月的状况之外
[06:24] 真的是打到月线
[06:25] 大概会是短线上
[06:27] 一个比较好的逢低买点
[06:28] 打到季线也有可能
[06:30] 那这一次不要觉得
[06:32] 好像碰到月线
[06:33] 就已经站回来了
[06:35] 事实上我觉得那一种
[06:36] 洗刷的氛围
[06:38] 或是洗刷的疑虑
[06:39] 还没有完全的解除
[06:41] 因为刚刚问艾伦的就是
[06:42] 我们都知道
[06:43] 每以一战争地缘
[06:44] 政治因素
[06:45] 它都会是一个短线冲击
[06:47] 但是我们也遇过俄乌战
[06:50] 当然俄乌战不在中东打
[06:52] 可是它一样是影响到
[06:54] 原物料的一些价格
[06:55] 油价或者是天然气的价格
[06:58] 所以当时又遇到
[06:59] 整个通膨的环境
[07:00] 所以它就让股市
[07:02] 有很大的杀伤力
[07:03] 因为当时的股市
[07:03] 还有一个因素
[07:04] 就是我们的半导体
[07:07] 很多的囤货
[07:08] 囤了很多的库存
[07:11] 最后要全部吐出来的那一年
[07:13] 2022年
[07:14] 那这一次的话
[07:14] 大家眼睛睁得很大
[07:16] 就是在看AI的资本支出
[07:18] 到底会不会造成
[07:19] 就是过度投资
[07:21] 对
[07:21] 就变成你过度投资之后
[07:23] 你没有办法变现
[07:24] 会不会对所谓的科技巨头
[07:26] 这一些在获利上面之后
[07:28] 虽然现在结出来
[07:29] 最新的财报都很棒
[07:30] 指引也很棒
[07:31] 那可不能真的回归
[07:33] 我觉得大家现在
[07:34] 就是在这样两件事情的疑虑里面
[07:36] 在夹杀股市
[07:38] 那因为美股
[07:39] 我觉得毕竟是全世界的橱窗
[07:40] 对
[07:41] 所以美股如果它现在
[07:42] 纳指啊
[07:43] 肺瓣都还是
[07:44] 肺瓣还比较好一点
[07:45] 肺瓣还碰季线有手足
[07:46] 纳指到穷都在比较低的位阶
[07:49] 那我们牙股就
[07:50] 独强能独强多久
[07:52] 我觉得这是大家心里面
[07:53] 可能要有一点风险意识
[07:54] 没有错
[07:54] 所以就后面还是注意一下
[07:56] 那我觉得以中东来讲的话
[07:58] 大家可以关注一个重点
[07:59] 有油价
[08:00] 对
[08:01] 因为其实大家现在后面担心的
[08:03] 不只是战争的扩大
[08:04] 其实会是战争带动的通膨影响
[08:07] 那这个影响到了
[08:09] 就是联准会今年的利率决策
[08:11] 会不会是持续降息
[08:12] 那甚至比较难堪一点
[08:14] 有没有可能升息
[08:15] 那当然升息
[08:16] 我觉得这个行情
[08:16] 大家就要有点心理准备
[08:19] 但我觉得偏低
[08:20] 几率偏低
[08:21] 只不过跟大家讲
[08:22] 其实它后面延伸的
[08:24] 其实是一个通膨的问题
[08:25] 对那如果这个油价
[08:27] 能够近期的
[08:28] 做一个快速的回落
[08:29] 那我觉得应该就是暂时回稳
[08:31] 那股市应该就短线
[08:32] 有激烈的反弹的机会
[08:34] 但相反的
[08:34] 如果它可能现在就84 85
[08:36] 它如果持续的向百元去做靠近
[08:38] 大家记得
[08:39] 可能后面我们股市
[08:40] 还要再等一下
[08:41] 这是其中一个观察的重点
[08:43] 当然通膨这件事情
[08:44] 当然是川普最不想要的
[08:46] 没错
[08:46] 所以暂时没有预期会回到升息
[08:49] 而且要记得新任的联准会主席
[08:51] 是他的人
[08:52] 没错
[08:52] 虽然他们是一个要自由公正的投票的机制
[08:57] 但是随着越来越多他人马进来
[08:59] 我觉得是比较难
[09:01] 可是说实话
[09:02] 有没有升息条件
[09:03] 我觉得美国企业是没有承担升息条件
[09:06] 我必须讲
[09:06] 对
[09:07] 那如果今天暂时延宕下去
[09:09] 然后通膨甚至影响到消费
[09:11] 如果整个GDP往下
[09:13] 我觉得这个是比较恶性的循环
[09:15] 没错
[09:15] 所以其实为什么大家对于油价上升的
[09:18] 反应和压力
[09:19] 会比较激烈是在这个原因
[09:21] 那这两天当然油价持续在高档
[09:24] 以布兰特原油来说
[09:25] 可能就已经到了85美元
[09:26] 那大家说如果你在往上突破三位数
[09:29] 就是一个很不好的状态
[09:30] 希望不要
[09:31] 希望大家就在这边
[09:33] 没错
[09:33] 今天台股盘面上有很多种二线速化
[09:35] 一线速化也有
[09:37] 天然气都很强
[09:38] 天然气
[09:38] 就是跟这种由天然气
[09:40] 为成本单位的公司
[09:42] 就涨得很多
[09:43] 台塑化还涨停半
[09:45] 没错没错
[09:45] 可是对你来说
[09:47] 可能你的主轴
[09:48] 还是会放在刚刚讲到的
[09:49] 电子科技产业
[09:51] 在台湾毕竟还是占
[09:52] 我们的全职比较大对例如说你最喜欢细光子对不对然后PCB的上游然后低轨卫星那还有像记忆体那如果在这些产业里面接下来
[10:03] 你下个礼拜的操作
[10:04] 你会给大家什么样的
[10:06] 一个关注的重点
[10:07] 好
[10:08] 如果关注重点
[10:09] 当然
[10:09] 如果你手上可能是有
[10:11] 刚刚提到
[10:12] 现在很强制的
[10:13] 就是原物料涨价
[10:14] 带动股价受惠的
[10:15] 这个公司
[10:16] 那当然就看什么时候
[10:18] 原物料开始做回落
[10:20] 那就可能就是
[10:20] 你做互利调节的时候
[10:22] 可是如果你是像我一样
[10:23] 还是比较锁定在目前的电子身上
[10:26] 我会锁定几个族群
[10:27] 一个是设备厂
[10:29] 半导体设备
[10:30] 对现在而且不只是半导体
[10:32] 我觉得像PCB面白FOPOP
[10:34] 其实近期都有一些领头羊出现
[10:37] 像可能军华汉堂
[10:39] 那种无成工程
[10:40] 汉堂最近很强
[10:40] 很强势
[10:41] 或者是说今天可能跌比较重
[10:43] 像穆德PCB设备厂
[10:44] 对那这些设备厂
[10:46] 我觉得是可以去注意
[10:47] 因为开始目前看到
[10:49] CSP资本指数大增
[10:50] 那扩厂效应持续在
[10:52] 所以后面观察的重点就是
[10:54] 今年能不能因为这些扩厂
[10:57] 而带动他们有新的设备要卖
[11:00] 那我觉得如果订单进来
[11:01] 这些应该都可以期待
[11:02] 再另外就是材料厂
[11:03] 材料厂最近也很强
[11:05] 像是新硬材来到千元了
[11:06] 那甚至是其他的
[11:08] 像中华那个光阳科
[11:10] 今天还是碰掌停办
[11:12] 光阳科难得
[11:13] 真的是难得
[11:15] 之前金价在大涨
[11:16] 所有金价概念
[11:17] 贵金属概念都涨
[11:18] 光阳科就怎样都不涨
[11:19] 现在就
[11:20] 可是還有其他啦
[11:22] 像什麼台特化、國金化、雙建
[11:25] 這一些我覺得是可以其中注意的
[11:27] 那另外我覺得PCB上游
[11:28] 還是要持續注意
[11:29] 因為確實這個整個需求非常大
[11:31] 而且他們的攻擊是跟不上
[11:33] 但是最近比較尷尬
[11:33] 可是尷尬的點就是
[11:36] 很多上游廠基本上都禁儲制
[11:39] 今天我們早上在對那個內容的時候
[11:42] 我就說
[11:42] 你知道又有人被關了
[11:44] 富橋被關了
[11:45] 但他是五分鐘
[11:46] 然後金居
[11:47] 啊居啊
[11:48] 啊居沒怎樣
[11:49] 就20分鐘
[11:51] 還有阿虎啊
[11:52] 金狙是狙狙是不是
[11:54] 阿虎啊 阿虎根本沒長
[11:56] 雷虎又進20分鐘
[11:57] 沒錯 所以他們比較尷尬
[11:59] 我本來要統計
[12:00] 今天到底是不是進儲置的加速
[12:02] 算是一個算是蠻高的
[12:04] 今天非常多耶
[12:05] 加在一起 零零總總
[12:07] 你說今天剛進嗎
[12:08] 不是剛進 是現在還在被關的
[12:10] 然後再加上新增的
[12:12] 對啊 矽光就一堆啦
[12:14] 對 就一大堆
[12:15] 其實矽光是長了很多
[12:16] 我覺得沒話說
[12:18] 但是你說阿駒阿胡阿喬阿
[12:20] 怎麼了嗎
[12:22] 當然他們都寫得很清楚啦
[12:24] 當中比率的過高
[12:26] 獲利還沒有跟上等等
[12:28] 所以這一塊我覺得
[12:30] 欸剛剛講到哪來
[12:31] 講到那個下禮拜要關注的
[12:33] 設備材料廠然後PCB上游
[12:36] 記憶體我覺得如果以地位階來看可以注意一下
[12:40] 因為像南亞科碰季線了嘛
[12:41] 雖然今天也是很慘
[12:43] 可是像威剛啊這些
[12:44] 我觉得后面如果有一个那种
[12:46] 攻击的成交量
[12:48] 或者是占回全部均线
[12:49] 我觉得还是要注意
[12:50] 如果你之前不敢买记忆体
[12:51] 现在我觉得可以先列自选
[12:53] 然后看什么时候重新发动
[12:55] 好
[12:56] 因为记忆体的话
[12:57] 我反而是觉得
[12:57] 就跟着右侧动能
[12:59] 或是做短线
[13:00] 因为怎么讲
[13:01] 记忆体就很矛盾的一件事
[13:03] 大家都知道记忆体景气循环
[13:04] 其实我们这两三个礼拜以来
[13:06] 扣除年假
[13:07] 我们讨论非常多的记忆体
[13:10] 他们就会呈现出一个
[13:12] 营收获利真的很好
[13:14] 可是对于未来
[13:15] 每一家都讲得很好
[13:17] 说因为像威刚就讲说
[13:18] 上半年小缺
[13:19] 下半年大缺
[13:21] 但事实上
[13:22] 有很多的东西在旁边
[13:23] 就会一直跟你murmur
[13:25] 例如说美国的放空机构
[13:26] 就告诉你
[13:27] 他们终究叫做景气循环股
[13:29] 请不要把他们当成下一个回答
[13:31] 我觉得这个论点是对的
[13:33] 可是转折点在哪里
[13:34] 就不是很确定
[13:36] 然后再来当然是DDR4的报价
[13:38] 我想这个大家可能
[13:39] 每个人都要去关注
[13:40] 已经连续三四天
[13:41] 是一个比较不好的状况
[13:43] 那当然今天有一个新的传闻
[13:46] 可是这传闻并没有激励到我们的记忆体
[13:48] 就是说因为韩国自己本身的能源量也不够
[13:52] 所以可能他们在生产记忆体或晶圆上面
[13:55] 会面临到跟我们一样
[13:56] 就我们常常讲说缺水缺电
[13:58] 那会不会有一些转单效应
[14:00] 但我这边必须强调
[14:01] 如果大家有听到这个讯息
[14:03] 不要太去依赖什么转单效应
[14:06] 那个通常如果有好扛好赚的
[14:08] 不太可能转单
[14:09] 客服万难都不会随便转单
[14:12] 再加上有一些合约
[14:13] 他不是说
[14:14] 你今天可能这个月
[14:16] 可能会断料
[14:17] 那我这个月就下到台湾去
[14:19] 其实没有那么好的事情
[14:20] 对
[14:21] 所以我觉得记忆体
[14:22] 就比较适合说
[14:23] 就像艾伦讲的
[14:24] 可能形态上又重新复活的时候
[14:26] 去做一个短线
[14:27] 要不然你会在这个多空的交杂中
[14:30] 一下被巴掌停
[14:31] 一下被巴跌停
[14:33] 真的
[14:33] 这个大家注意一下的好不好
[14:35] 好
[14:36] 那今天还有0050的成分股调整
[14:38] 那现在新增的
[14:40] 帮大家列一下
[14:41] 金像店
[14:42] 哎呦难怪今天冲一个涨停板
[14:45] 金像店
[14:46] 宏静
[14:47] 就是这个半导体设备
[14:48] 然后金元店
[14:50] 哎呀我喜欢的
[14:51] 之前我有跟大家分享
[14:53] 有300块卖掉
[14:54] 后来有卖飞的感觉
[14:55] 但它现在又回来了
[14:56] 是不是考虑一下
[14:58] 星星
[15:00] 哎呀星星
[15:01] 来版的星星
[15:02] 华邦店
[15:03] 哎呀邦店也进来了
[15:05] 邦店啊那么亲密是不是
[15:07] 三个字很难念
[15:08] 所以这个
[15:08] 记忆体终于有人
[15:10] 也被纳进来
[15:11] 当然之前有南亚科
[15:12] 那买到记忆体或是新兴
[15:14] 对于0050比较头痛的就是
[15:16] 他们会被分盘交易
[15:18] 没错
[15:18] 所以就看0050如何去化解这件事情
[15:21] 那谁被踢掉了呢
[15:23] 茂联KY
[15:23] 联用
[15:25] 统一超
[15:26] 瑞玉
[15:27] 万海
[15:28] IC设计被踢很多
[15:30] 他们都是属于消费性电子的IC设计
[15:33] 可是我个人是觉得
[15:34] 他们现在是有殖利率题材
[15:36] 所以也跌不太下去
[15:37] 因为我自己长期是关注联用瑞玉
[15:39] 我常常讲说
[15:40] 他们也是全世界前十大的IC设计公司
[15:43] 没错
[15:43] 发哥很大
[15:44] 那他们两家也很大
[15:45] 只是发哥他现在有比较沾上AI的边
[15:48] 但是还是要提醒
[15:49] 发哥的手机市场这一块
[15:51] 其实他们真的是看得比较保守
[15:53] 没错
[15:53] 对
[15:54] 然后那瑞玉和这个联勇
[15:56] 也是在消费性电子嘛
[15:57] 虽然被踢出来了
[15:59] 但是也是在中型100
[16:01] 就进入到中型100了
[16:02] 那会不会是高股息喜欢的
[16:04] 我觉得也是一个关注的对象
[16:05] 好的
[16:06] 好
[16:07] 那我今天早上
[16:08] 对
[16:08] 去做了健康检查的回诊
[16:11] 你不是年前也有做健康检查吗
[16:14] 没有红字
[16:15] 没有红字
[16:16] 有一点啊
[16:16] 脊椎测官
[16:18] 脊椎测官跟红字没有关系吧
[16:20] 有他还是会写红字
[16:21] 但然后胃一点发炎
[16:23] 其他内脏健康
[16:24] 脑子有做一下扫描吗
[16:27] 没有那太贵了
[16:28] 是不是想呛我
[16:30] 没有呛你
[16:31] 有没有想做
[16:32] 但那个好贵
[16:33] 好像就十几万去了
[16:35] 对我想说应该还不用做到脑吧
[16:38] 因为我也是
[16:39] 久久才做一次嘛
[16:41] 然后有很多的听众也很关心
[16:43] 我觉得我的听众
[16:44] 真的对我极度关心
[16:45] 有一天啊
[16:46] 就是我的Podcast上传
[16:47] 有点问题
[16:48] 是在Apple Podcast
[16:49] 所以听到的朋友
[16:50] 如果哪一天你发现
[16:52] 你的Apple Podcast
[16:53] 一直没有出来
[16:53] 你可以去别的平台找一下
[16:55] 例如KKBOX
[16:56] 例如Spotify
[16:57] 因为我们这一个频道
[16:59] 是有多平台上架的
[17:01] 但是呢
[17:02] 因为大部分人
[17:03] 可能还是喜欢用
[17:04] Apple Podcasting
[17:05] 然后就蜂拥而来的讯息
[17:07] 就问说
[17:07] 为什么今天你的节目没有上架
[17:09] 然后就会讲一句
[17:10] 你是不是生病了
[17:12] 然后我听久了会有点
[17:14] 其实一开始我会有一点反弹
[17:16] 就是为什么我东西
[17:18] 关心就关心
[17:19] 对
[17:19] 然后不要用生病
[17:21] 因为大家非常容易
[17:23] 包括说我大概一年
[17:25] 可能顶多请一两天理财单位秀的假
[17:27] 有一些比较重要的事情要处理的时候
[17:29] 也很容易收到大家说
[17:30] 这么理财单位秀主持人不是你
[17:32] 然后你是不是生病了
[17:33] 对
[17:34] 大家以后遇到这种
[17:35] 是第一个先去其他的平台
[17:37] 查一下Parket有沒有上架
[17:39] 第二個就是看一下晚上理財達人秀
[17:41] 有沒有我嘛
[17:43] 如果請假我一定會事前跟大家講
[17:46] 那也希望大家用比較
[17:47] 就例如說照好可能去度假啦
[17:50] 照好今天可能想睡晚一點
[17:52] 我知道大家很關心
[17:54] 那因為我
[17:56] 見診之後我今天有回
[17:57] 台大醫院去就是回診
[18:00] 沒錯
[18:00] 因為那時候有測出大廠有個洗肉
[18:02] 那後來割除後那個洗肉是沒有什麼問題的
[18:05] 可是他們就建議
[18:07] 还是再排一次大场镜
[18:09] 所以要再喝一次血药
[18:10] 然后我就立刻跟艾伦讲说
[18:13] 真的是很痛苦
[18:15] 而且医院里面人山人海
[18:17] 就是像我们很忙
[18:18] 我们早上都在工作
[18:19] 然后你偶尔去一下医院
[18:21] 然后你要等可能
[18:22] 真的是大概两个小时
[18:23] 一个小时在排队
[18:24] 可能还算快的
[18:26] 然后那个椅子上面满满的坐满的人
[18:29] 然后你就会想说
[18:30] 我的人生真的要珍惜
[18:32] 珍惜健康
[18:35] 你也在那边等
[18:37] 所以我跟艾倫是很珍惜健康
[18:39] 如果我们今天节目没有更新
[18:41] 不要太担心
[18:42] 基本上可能就请假
[18:44] 放假
[18:45] 我啦我啦我啦
[18:46] 艾倫的话
[18:47] 其实我觉得
[18:48] 每次艾倫没有出现
[18:50] 大家就很习惯的说
[18:51] 艾倫一定很想放假
[18:53] 艾倫已经有说放假
[18:54] 你没听到吗
[18:55] 为什么差那么多
[18:56] 是这样子吗
[18:57] 真的
[18:58] 就是因为你那时候双主持版
[18:59] 不是比较晚回来吗
[19:00] 对啊
[19:00] 就很多人说艾倫还在放假
[19:02] 你没看他有讲吗
[19:04] 他说他要放假
[19:05] 艾伦今天又不想来了
[19:07] 所以大家关心我的方式
[19:08] 可能就
[19:09] 就跟我不一样
[19:09] 大家都知道
[19:10] 我没有想放假
[19:11] 对啊
[19:12] 因为他们可能觉得
[19:13] 你比较认真
[19:14] 然后认真
[19:14] 你怎么会突然
[19:15] 这么认真的人
[19:16] 没有要
[19:17] 没有录影片呢
[19:18] 所以就可能是不是
[19:19] 违样
[19:20] 好没有
[19:21] 注意健康
[19:23] 我是一个连疫情期间
[19:25] 都天天到东城上班的人
[19:27] 你看
[19:27] 真的很猛
[19:28] 你们好幸福
[19:29] 但是呢
[19:31] 后来我从那些思绪里面
[19:32] 我也看到了一些事情
[19:34] 然後我就覺得
[19:35] 當時看到會覺得有一點點怎麼講
[19:38] 好像有點被依賴到有點害怕
[19:40] 可是後來事後我最近剛好看到一支影片
[19:43] 我就覺得我可以理解大家的心情
[19:44] 因為大家知道我是一個很喜歡碎碎念的人
[19:47] 然後不停的關心大家怎麼操作
[19:49] 例如說到月線
[19:50] 我就會碎碎念說如果你真的不敢撿個股如果你都是這些高破動的個股你就應該配一點ETF然後如果你喜欢个股当然知道个股很刺激那你就怎样资金路回去配一点个股自己都觉得自己很啰嗦
[20:03] 啰嗦
[20:04] 我附和你而已
[20:05] 我没有这个意思
[20:06] 但是私信里面
[20:08] 就很多人会提到说
[20:10] 我真的超级喜欢你
[20:11] 因为你好像我的亲人
[20:13] 就是真的很关心
[20:15] 我在股海有没有受伤
[20:17] 你真的很关心
[20:18] 我的财富有没有这样减损
[20:20] 或是在投资的路上
[20:21] 我没有学会
[20:22] 对
[20:22] 然后一开始看到说
[20:24] 像亲人会不会有点夸张
[20:25] 可是像最近我就看到说
[20:28] 就是博恩
[20:29] 其实我不太关注博恩
[20:31] 对不起
[20:31] 但他有访一个医师
[20:33] 就是黄从宁
[20:34] 就有聊到说
[20:35] 到底为什么
[20:36] 我今天面对大家
[20:37] 我要这么关心大家
[20:39] 然后为什么我要很好的EQ
[20:40] 然后我对你很好
[20:42] 对我EQ很好
[20:43] 然后爽到你
[20:44] 那对我有什么好处
[20:45] 没错
[20:46] 对啊
[20:47] 所以你博恩是吧
[20:48] 不是
[20:49] 我是认同你讲的
[20:51] 这样我到底好处是什么
[20:53] 可是这个问题其实我想过
[20:55] 对
[20:55] 就是黄崇礼在回答的时候
[20:58] 我觉得他回答得非常棒
[20:59] 可是我自己其实是想过这个问题的
[21:01] 对
[21:02] 就是我的想法
[21:03] 其实跟黄崇礼有一点点的部分是像的
[21:05] 就是我是相信
[21:06] 就是善意会循环
[21:08] 就是你希望
[21:10] 你希望人家怎么对你
[21:13] 或是你有遇到生命中的贵人的时候
[21:15] 你会希望自己有一天也是别人的贵人
[21:18] 或是你稍微能够体谅
[21:20] 别人也有不如意的时候
[21:21] 所以你的想法
[21:22] 就会是先付
[21:23] 你就是觉得
[21:24] 有付出会一定有收获吗
[21:26] 不是
[21:26] 应该是这样讲
[21:27] 先付出才有收获
[21:29] 也不是
[21:29] 是我的付出
[21:31] 就是一种收获
[21:32] 不是
[21:34] 你还没有帮他体悟
[21:36] 不好意思
[21:37] 我必须讲
[21:39] 因为我有讲过说
[21:40] 当时
[21:40] 因为我学生时代
[21:41] 是比较辛苦
[21:42] 然后后来我出社会的时候
[21:43] 我的第一桶金
[21:44] 却累积的比
[21:46] 我可能同年龄的人
[21:47] 来得快的原因
[21:48] 是因为当时在财讯的哥哥姐姐们
[21:50] 教我做股票
[21:51] 而且他们那个交正
[21:52] 就是带进带出的交
[21:54] 所以后来等到我离开那个环境的时候
[21:57] 我也花了一番力气
[21:58] 才学习自己怎么样做投资
[22:00] 然后当时的工具其实很少
[22:02] 可是很少有很少的好处
[22:04] 因为股市就一直涨
[22:05] 涨的时候就是
[22:06] 例如说今天电子股
[22:08] 就真的是设飞镖
[22:09] 所有电子股都会涨
[22:10] 不像现在说实话
[22:11] 因为你的选择很多
[22:13] 所以有时候可能会抓东墙
[22:15] 然后陋西墙这样的一个状况
[22:17] 可是现在幸福的就是我们的工具很多
[22:19] 没错
[22:20] 这工具多
[22:21] 我们就要来讨论一件事情了
[22:23] 因为我们刚刚已经提到一件事情
[22:25] 台湾股市最近在走回落
[22:26] 我这球接得不错
[22:28] 我还没有讲完黄松林讲的话
[22:32] 我简单的讲一下
[22:34] 让艾伦要接下来讲
[22:36] 我以为你在丢球给我了
[22:38] 我失误
[22:38] 黄松林回博恩的就是类似的意思
[22:41] 就是说
