[00:00] 欢迎收听赵华与古惑仔第1090集
[05:09] 现在定期定额
[05:11] 券商他几乎是可以设定每天买
[05:14] 他可以日日扣
[05:15] 对他可以日日扣
[05:16] 但是那也要像你这样财力OK
[05:18] 日日扣压力很大
[05:20] 不是我的意思说
[05:20] 你今天假设有十万块
[05:22] 你就是想买
[05:23] 你抓不到
[05:24] 你可以从现在开始
[05:25] 每天扣一万
[05:26] 我懂你意思了
[05:27] 你就是买未来
[05:28] 这个十天的均值
[05:29] 那是不是相对来讲
[05:31] 你才有办法切入
[05:32] 就是用这样的一个角度
[05:34] 简单而言
[05:35] 当你每天
[05:36] 应该也不是说
[05:37] 每天你自己可以抓
[05:38] 你可以一天买一次
[05:39] 或两天买一次
[05:40] 去不断地买这个均值
[05:42] 相对来讲
[05:43] 你就不太容易
[05:44] 追到这个最高点
[05:46] 我个人觉得
[05:47] 你分个两个礼拜
[05:49] 十天到十五天
[05:50] 这个总不可能追在最高点
[05:52] 那你这个资金来讲
[05:54] 是随意你拆解的
[05:56] 那日期也是随便你设定的
[05:58] 所以相对来讲
[05:59] 你就不会简单
[06:00] 一直找不到适合的点进场
[06:03] 但是又看到不断的往上冲
[06:06] 所以我刚刚提到
[06:07] 如果你真的是
[06:08] 比较低持股
[06:10] 甚至不到五成的
[06:11] 那你如果真的抓不到点
[06:14] 你就可以用一小段的时间
[06:16] 定期定额
[06:17] 让它持续的这个加码进去
[06:19] 如果真的是
[06:20] 老实说已经水位
[06:23] 可能已经五成六成七成八成了
[06:25] 那我个人觉得
[06:26] 其实你现在每天醒来
[06:29] 这么强势
[06:30] 其实你的获利是不断往上走的
[06:33] 那你那个资金要投入
[06:35] 其实我个人是真的觉得
[06:36] 不用那么急
[06:37] 也不可能天天过年
[06:39] 因为我觉得以这个数率
[06:41] 如果假
[06:42] 我个人觉得用这个数率
[06:43] 走到年底
[06:44] 会真的会有点泡沫的疑虑
[06:47] 所以我觉得理论上不太可能
[06:49] 天天过年每天不断往上冲
[06:51] 所以我觉得
[06:52] 如果持股比较高的投资人
[06:54] 倒是不用紧张
[06:55] 或许等待市场比较冷静了
[06:57] 那有整理或者是有拉回的时候
[06:59] 再做布局会相对比较安全
[07:01] 好 因为都是这样
[07:03] 跟大家分享过这个心情
[07:05] 在三月的时候你会觉得
[07:06] 会天天跌
[07:07] 是
[07:08] 根本就不会好
[07:09] 为什么要等到月线就买呢
[07:11] 应该要半年线或年线
[07:13] 但现在就会觉得
[07:14] 完了天天涨
[07:15] 好像永远都不会跌
[07:16] 都是这样
[07:17] 但是必须告诉大家
[07:19] 一定会有涨有跌
[07:20] 这就是股市几十年来
[07:23] 不变的一个定律
[07:25] 那低持股这件事情
[07:28] 也必须跟大家分享了
[07:29] 如果您是可以在下跌的时候
[07:32] 一口气买很多的
[07:33] 我想现在也不会太困扰
[07:35] 现在可能想的是
[07:36] 那低档建的部位
[07:37] 要不要做一些获利了解
[07:39] 但就是怕大家是那一种
[07:41] 下跌的时候觉得还会有更低
[07:42] 上涨的时候又怕它随时会回档
[07:45] 所以永远在低持股
[07:46] 那可能压力就会很大
[07:48] 为什么有人会觉得定期定额很无聊
[07:50] 可是我们常常在讲定期定额
[07:52] 因为像大概三月四月
[07:55] 那时候反弹起来的时候
[07:56] 像我在楼下就是书画
[07:58] 他们的美法师也会问我问题
[08:00] 然后就会提到说
[08:02] 刚好那天大涨
[08:03] 涨多少点我已经忘记了
[08:05] 他说刚好我定期定额这一天要扣
[08:07] 我觉得这样很吃亏
[08:09] 可是如果现在再回头去看
[08:12] 不吃亏
[08:13] 差了好几千点了
[08:14] 那天的大涨根本就不吃亏
[08:16] 但是他可以克服
[08:17] 就硬要你就是要加入这个市场
[08:19] 就是你一定要加入市场
[08:21] 然后平滑掉你的平均成本
[08:23] 我觉得这个很重要
[08:24] 那如果像刚刚明翰哥也讲了
[08:27] 如果你希望有点手动的成分
[08:28] 那就是你一边定期定额
[08:30] 一边看到例如说今天有跌个2% 3%
[08:33] 你就自己单笔再加进去也可以
[08:35] 对我记得以前有一个姐姐
[08:37] 也有教我日日扣
[08:38] 我当时真的觉得是有钱人在为日日扣
[08:41] 没有我就是
[08:43] 现在可以理解
[08:44] 对对其实这个
[08:46] 你把自己的资金拆分就可以
[08:48] 就是说你不见真的
[08:50] 过往的这个观念都会觉得
[08:52] 就是所谓定期定额
[08:55] 就是一个月扣一次
[08:56] 现在完全没有
[08:57] 你想哪一天扣就哪一天扣
[08:59] 那你假设你有十万块可以扣
[09:02] 或者是甚至你只有五万块
[09:05] 你也可以把它拆成很多很多笔下去扣
[09:07] 相对来讲就是买个均值
[09:09] 当然买个均值就没办法
[09:11] 有很大的获利空间
[09:13] 但是相对来讲就避免掉你追在最高点的风险
[09:17] 是那当然最近有一些新闻
[09:19] 每次传出来我们都会说台积电没问题
[09:22] 为什么又这么讲呢
[09:24] 因为像昨天苹果就有提到
[09:26] 他也是想要培养所谓的第二供应商
[09:28] 所以他去找intel也找三星
[09:30] 想要做合作
[09:31] 这市场就是这样子
[09:33] 如果先进制程永远都只有一家可以做
[09:36] 当然对所谓的客户来说会有点压力
[09:39] 如果你今天不接我的单
[09:40] 你今天找我的价
[09:41] 我今天好像完全没有办法制衡你
[09:43] 那当然我们都会说
[09:44] Intel跟三星在先进制程上面的能力
[09:46] 是输台积电的
[09:48] 但是还是会有这样的一个
[09:50] 例如大客户加持
[09:51] Intel美国政府加持
[09:54] 对不对
[09:54] 三星现在记忆体赚的薄薄的
[09:56] 有能力再来做更多的投入
[09:58] 这件事情到底在台面上
[10:01] 我们该怎么评断
[10:02] 是一直觉得台积电会保持这个领先吗
[10:05] 就等于是整个AI里面
[10:07] 我们刚刚讲黑天鹅
[10:08] 我们也不知道是什么
[10:09] 但是以目前发展的态势
[10:10] 有没有哪一件事情
[10:11] 是会让你有点担心的
[10:13] 我觉得
[10:14] 我自己个人看吧
[10:16] 我觉得先进制程这种东西
[10:18] 真的是急不来的
[10:19] 这个要变化
[10:21] 我觉得单位不是天也不是月
[10:23] 理论上最基本来讲
[10:25] 用年的角度
[10:26] 你就一年看一次就好
[10:28] 中间的杂音真的不用听
[10:30] 不用信很多
[10:31] 因为这个真的不是说
[10:33] 我们就像之前讯息在讲
[10:36] 马斯克说他也要投入半导体
[10:39] 这个可是有为人家亲自回应
[10:41] 说没有那么容易
[10:42] 对 简单来讲
[10:43] 我觉得真的听听就好
[10:45] 这个东西真的不是马上
[10:47] 就是常常讲了
[10:50] 这个你从中国 日本 美国
[10:54] 各个国家
[10:55] 其实到最后
[10:56] 它已经不是Intel或者是三星
[10:58] 一家公司了
[11:00] 现在我个人觉得这半导体
[11:02] 已经是国家的这个所谓的战局了
[11:05] 应该说美国政府
[11:07] 也会全力去支持Intel
[11:09] 当然三星就是韩国去支持
[11:11] 日本自己也有支持的
[11:13] 自己的团队
[11:14] 但是老实讲
[11:15] 所以最后结论是什么
[11:17] 就是我常常讲
[11:19] 有缺钱吗
[11:20] 没有啊
[11:21] 美国缺钱吗
[11:22] 美国政府支持
[11:23] 怎么可能缺钱
[11:24] 所以钱根本不是问题
[11:25] 台积电它有各式各样的硬体支持
[11:29] 问题是硬体
[11:30] 你无论是你的设备
[11:32] 或你的耗材
[11:33] 你能买
[11:34] 美国也都可以买
[11:36] 最后赢的就是一些技术跟纪律
[11:39] 其实这个就是台湾优势的地方
[11:42] 或者是简单而言
[11:44] 就算现在台湾的技术
[11:46] 复制到美国
[11:47] 其实无论如何都还是
[11:49] 跟台湾有一定的差距
[11:51] 但是最关键的部分
[11:53] 在良率还有效率
[11:55] 良率的部分
[11:56] 慢慢的美国跟台湾
[11:57] 已经差距不大
[11:59] 但是效率的部分
[12:00] 包含工程师
[12:01] 包含各种应对的相关的政策
[12:04] 无论如何
[12:05] 台湾还是比国外
[12:06] 等于说它海外的部分要比较强
[12:09] 那更何况刚刚提到的
[12:12] 最关键的还是在良率
[12:14] 这么多年来
[12:15] 我还是觉得就是说
[12:17] 如果就这个制程一直往下走
[12:20] 从进入7之后就算是先进制程
[12:24] 7的时候
[12:25] 7跟5
[12:26] 台积电赢三星Intel
[12:29] 都是一年多接近两年的时间
[12:31] 但其实从3奈米之后
[12:34] 其實這個時間點都拉超過三年以上
[12:37] 甚至到最後其實Intel跟三星
[12:41] 幾乎是放棄三奈米
[12:42] 直接再切入二奈米
[12:44] 可是我個人覺得
[12:45] 以我自己的觀點
[12:48] 他們到底能做出
[12:50] 後面到底還做不做出來
[12:52] 我自己其實也打了很大的問號
[12:54] 三奈米落後了三年
[12:56] 最後放棄了
[12:57] 又說算了
[12:58] 現在再做出三奈米也來不及了
[13:00] 我乾脆直接跨入二奈米
[13:02] 那你3奈米都做不出来的人
[13:04] 你跟我讲说你要2甚至1奈米都要继续往前进
[13:08] 我自己是打一个很大的问号
[13:11] 那刚才提到任何包含最早的部分是从这个
[13:15] 特斯拉那边先说
[13:18] 他的这个半导体的部分未来要跟Intel下去做合作
[13:23] 其实最主要关键点除了刚刚赵华提到
[13:27] 你永远都跟一个供应商拿
[13:29] 当然会紧张之外
[13:31] 其实最重要的关键点是拿不到
[13:33] 因为他的产能就这么多
[13:36] 那最早就是马斯克
[13:37] 他一直有很远大的梦想
[13:40] 他的梦想结论很简单
[13:42] 就是台积电一家的产能都给他都不够
[13:45] 所以他现在排队都只拿到
[13:48] 其中的一小部分而已
[13:50] 他提出来的量
[13:52] 根本就是比台积电更大的量
[13:54] 所以我会觉得说
[13:55] 他会想办法去找其他人合作
[13:58] 但是这个所谓的技术的这个门槛还是在的啦
[14:02] 所以我觉得这块听听就好
[14:04] 我常常讲这种技术层次的担忧
[14:08] 因为我觉得真的一年检视一次就可以了
[14:12] 中间的杂音听听就好
[14:13] 那每年看一次就是中间的这个
[14:17] 所谓的台积电跟其他对手差距有没有缩减
[14:20] 那我们之后再持续往下看
[14:23] 其他人的说法
[14:25] 我覺得經過這麼多次的這種留言教訓
[14:29] 會發現其實他的領先地位還是存在的不然我再講白一點你看一下台積電它的營收它的获利它的毛利率持续喷出大家看的是很眼红没错
[14:43] 但是确实就是没办法分到这一杯羹
[14:46] 好
[14:47] 上次有跟大家分享
[14:48] 就是台积电
[14:49] 因为这个之前说要修改
[14:51] 主动式ETF和基金的持股上限
[14:54] 就是台积电条款
[14:55] 台积电本人可以持股到25个百分点
[14:58] 简单来说是这样子
[14:59] 当然有跟大家分享
[15:00] 不一定每一档基金或ETF都会这样搞
[15:03] 因为这样搞
[15:03] 大家的差异性会变得太小了
[15:05] 但是是一个助力没有错
[15:06] 不过呢
[15:07] 当时太激情了
[15:08] 所以台积电一下冲到2330
[15:09] 后来就回落了嘛
[15:11] 有到21多嘛
[15:12] 然后当时也跟大家分享说
[15:14] 你没有买到1700的台积电
[15:15] 现在回到1700
[15:17] 如果没有大事件
[15:18] 没有黑天鹅
[15:19] 恐怕有点难
[15:20] 所以2330回到21xx
[15:22] 就差不多了
[15:23] 那如果最近这个消息
[15:25] 让台积电有点再受到压抑
[15:26] 我觉得那大家没有台积电的
[15:28] 手上台积电很少的
[15:30] 还是对台积电很情有独钟
[15:32] 希望有游泳台积电
[15:33] 那就是好把握这个机会了
[15:35] 可能二字头是常态
[15:36] 比较难压回来了
[15:37] 除非有发生很大的
[15:39] 新的黑天鹅事件
[15:41] 但是呢
[15:42] 三星这个事情呢
[15:44] 就是苹果为什么要跟三星或Intel
[15:46] Intel当然我想有美国政府的因素
[15:49] 跟三星就有记忆体的因素了
[15:51] 因为大家现在真的是
[15:53] 消费性电子要拿记忆体
[15:55] 真的是很痛苦的事情
[15:56] 那之前苹果厉害的是
[15:58] 听说啦
[15:58] 他已经有跟一些记忆体厂商
[16:00] 签比较长的约
[16:01] 那这一次的话跟三星
[16:03] 就是用
[16:04] 我下一些金元再供的单给你
[16:07] 可是你要给我记忆体
[16:09] 我觉得这个消息
[16:10] 对我来说唯一的好处是
[16:11] 因为我i17没有换嘛
[16:13] 如果我想要换i18
[16:15] 很多人警告我说
[16:16] 我跟你讲
[16:17] 你i17给我还去换一换
[16:18] 因为i18因为记忆体的关系
[16:19] 可能会变贵
[16:20] 那我就希望苹果这个合约签得好
[16:22] iPhone18不要变得太贵
[16:25] 大概对我来说的想法是这样
[16:27] 我个人觉得
[16:28] 这个苹果它毕竟它有
[16:30] 所谓的
[16:31] 它有这个能力去
[16:33] 所谓的控制
[16:34] 所谓的成本端
[16:35] 它具有很高的
[16:37] 这个所谓的
[16:38] 应该这样讲
[16:39] 其他安卓的部分
[16:41] 可能没那个能力
[16:42] 但我个人觉得
[16:42] 苹果的一个部分
[16:43] 倒是不用过度担心
[16:45] 那这个价格的部分来讲
[16:47] 我觉得不会因此而涨太多
[16:50] 所以这也是原因
[16:52] 所以会导致
[16:53] 就美国的
[16:55] 看起来整个分析师而言
[16:57] 对于安卓跟苹果
[16:59] 目前的看法有比较大的落差
[17:01] 因为毕竟安卓的量
[17:04] 没办法去跟这些GT厂商
[17:06] 去有这么大的能力去讲价格
[17:10] 但苹果不一样
[17:11] 它有这个能力去压相关的价格
[17:14] 所以它有办法维持差不多
[17:16] 原本的价格就卖出一样的东西
[17:19] 但是安卓的部分
[17:20] 如果按原本的价格
[17:21] 几乎就没办法赚钱
[17:23] 所以最后来讲
[17:24] 安卓的部分确实是比较
[17:26] 相对来讲比较吃亏的
[17:28] 所以今年大家对苹果跟安卓的看法
[17:31] 是稍有不同
[17:33] 对苹果来讲也是相对乐观
[17:36] 尤其是认为说今年来讲
[17:38] 如果折叠机能够出来
[17:40] 到底会有多少量
[17:42] 大家不知道
[17:43] 但最起码是一个蛮明显的
[17:45] 跨世代的变化
[17:47] 对于苹果来讲
[17:49] 或相关供应链而言
[17:50] 都会有一定的注意
[17:53] 当然晶片的一个部分
[17:56] 回归台积电的部分
[17:57] 先从AI
[17:59] 现在主要的动能都在AI
[18:00] 如果未来消费性电子的一个部分
[18:03] 也慢慢跟上
[18:04] 那对他来讲一定也是加分
[18:06] 可是我个人觉得
[18:07] 要记得一件事情
[18:09] 未来关注动能一定都在AI上
[18:12] 另外再讲到刚刚讲价位的部分
[18:16] 我想到一个观念就是
[18:18] 我常跟投资人讲
[18:20] 你问我说
[18:22] 这个到底2300 2200 2100的台积电
[18:25] 如何如何
[18:28] 我常常讲
[18:29] 你在讨论的时候
[18:31] 我必须要问你一点
[18:32] 你到底持有台积电有多久的时间
[18:35] 我觉得这是很重要的关键
[18:38] 因为你看它半年一年
[18:41] 股价就有可能五成甚至一倍的涨幅
[18:45] 回过头来
[18:46] 现在是两千块的台积电
[18:49] 你当时如果你到底是买一千
[18:52] 还是买一千二的台积电
[18:53] 进场的其实报到现在
[18:55] 已经没太大的差别
[18:57] 所以换句话讲
[18:58] 你现在到底是买2000亿还是2200
[19:01] 其实如果你
[19:02] 如果目前这个AI的
[19:04] 这个动能需求不变
[19:06] 那未来它慢慢往
[19:08] 这个2500 3000块靠近
[19:10] 你回过头来
[19:11] 你当时到底是买2000亿还是2200
[19:14] 其实老实讲
[19:15] 不会有太大的差别
[19:16] 差别在哪里
[19:18] 就是说你今天追在这个2330
[19:21] 中间拉回的过程当中
[19:23] 你会很不舒服
[19:24] 那所以我会觉得说
[19:26] 分批买进就是很重要的关键
[19:29] 哪怕你那时候2330买了
[19:31] 现在拉回的过程当中
[19:33] 因为你还有资金
[19:34] 所以你就可以持续的再加码
[19:37] 你相对而言就比较不会害怕
[19:39] 否则如果刚好你追在2330的时间点
[19:42] 刚好这股价有拉回
[19:45] 而且稍微有一点点波段
[19:46] 那你到最后呢
[19:48] 刚好在跌的过程当中
[19:50] 你不用怕那个市场讯息
[19:52] 一定会放大量的利空给你看
[19:54] 然后你突然这个信心
[19:57] 就慢慢的降低之后
[19:59] 你突然又退场
[20:01] 就很容易追高杀低
[20:03] 反正我觉得
[20:04] 如果你有那个理念
[20:06] 认为长线这个AI动能还在
[20:08] 其实老实讲
[20:10] 买多少的价位
[20:11] 其实并不会差太多
[20:13] 你只要抱得够久
[20:14] 那这个趋势还在
[20:15] 后续而言都还是会持续的走高
[20:18] 其实AI时代
[20:19] 现在买到大学长
[20:21] 已经没有像以前那么害怕了
[20:23] 台积电最痛苦的
[20:24] 就是688T的大学长
[20:26] 因为他面临到了
[20:27] 就是整个2022年的空头走势
[20:30] 对
[20:30] 我也买过
[20:32] 我买过两次台积电的感受截然不同
[20:35] 一次是200多块钱
[20:37] 我私底下有跟我的大人好朋友讲
[20:39] 总之就是因缘际会
[20:41] 当时有非常了解台积电
[20:42] 要就是内部的一些状况的朋友
[20:45] 就说真的要买
[20:46] 我状况实在太好了
[20:47] 但200多块买台积电
[20:49] 300多块就卖掉了
[20:50] 因为对我来说
[20:50] 哇 短短的一段时间
[20:53] 对不对
[20:53] 台积电也可以从200多涨到300多
[20:56] 那后来自然就飞走了嘛
[20:58] 可是后来到600多的时候
[20:59] 大家就说台积电会上1000嘛
[21:01] 好 688T就是那时候来
[21:02] 我没有买到688
[21:03] 但是我记得我也是买6字筒
[21:05] 就600出头这样子
[21:06] 后来到688
[21:07] 觉得真的不错
[21:08] 就下去了
[21:09] 哇 我可以体会到
[21:11] 那段时间报台积电
[21:12] 是人生里面蛮痛苦的时光
[21:14] 可是因为那一段时间
[21:16] 我也是不断地教大家说
[21:18] 遇到继续往下跌
[21:19] 你就往下去买什么
[21:20] 那时候其实还没有那么热的ETF
[21:23] 我是买台股基金和美股基金
[21:25] 其实后面等到翻上来
[21:27] 你累积到了足够的单位数的时候
[21:29] 是非常有感的
[21:31] 所以有时候我不会很害怕空头
[21:33] 尤其是像这种比较长时间的空头
[21:36] 因为它大概抵了大半年
[21:37] 很多人会觉得很痛苦
[21:38] 可是对我来说
[21:39] 那是累积部位还算蛮好的时间
[21:41] 就心态要稳啦
[21:42] 对那现在这样的情况
[21:44] 我自己也是有点那个
[21:45] 可是呢
[21:46] 这真的股市有很大的一部分
[21:48] 甚至心理学
[21:49] 例如说大家如果在之前
[21:51] 比较低的水位
[21:52] 有不见持股
[21:53] 你也可以说
[21:54] 这个离我的成本已经很远了
[21:56] 现在叫我再买进来
[21:57] 我会觉得很受不了
[21:58] 可是反过来说呢
[22:00] 反过来说你就更有底气
[22:01] 在这个时间点
[22:02] 如果你觉得你的货
[22:03] 还没有补到够的话
[22:05] 你更有底气在这个时间点买啊
[22:07] 因为你手上已经有一批稳赚的嘛
[22:09] 而不是说你现在都空手
[22:11] 那现在进来真的是很痛苦
[22:13] 因为可能一个波动
[22:14] 搞不好明天
[22:15] 因为这两天涨多了
[22:16] 明天一个回档就很后悔说
[22:17] 我昨天干嘛去插旗杆
[22:19] 我干嘛在那边买最高价
[22:20] 会有这样的压力
[22:22] 所以呢
[22:22] 我会觉得
[22:23] 无论如何啦
[22:24] 这一波上去
[22:25] 他如果有遇到回档
[22:27] 低持股的朋友
[22:28] 真的要稍微勇敢一点
[22:30] 建立起
[22:32] 你一定要在
[22:33] 怎么讲
[22:34] 相对你买起来舒服的时候
[22:36] 就是一定要买
[22:38] 要不然就会面临像现在
[22:39] 这个样的状况
[22:40] 尤其现在股票是全民运动
[22:42] 真的是大家都在比
[22:44] 都有开玩笑嘛
[22:45] 就是说不要再讲
[22:46] 插鞋桶理论了
[22:47] 擦鞋桶已经开鞋店了
[22:48] 对我在开这些玩笑
[22:50] 这一次确实是前所未有
[22:52] 而也是民汉
[22:53] 为什么他非常看好AI
[22:54] 干脆直接叫AI打人
[22:56] 虽然很多人帮他取名字
[22:57] 什么古海明灯
[22:59] 然后你自己叫股市震撼蛋
[23:01] 但是AI确实是
[23:04] 台湾这一波里面
[23:05] 稳妥妥
[23:06] 可以持很多年红利的一个领域
[23:10] 真的是跟网络泡沫
[23:11] 或者是说跟之前涨这个原物料
[23:14] 或金融杠杆造成的金融危机的那种膨胀
[23:19] 是完全不一样的
[23:20] 是有底气和基本面的
[23:21] 我补充一下
[23:23] 就是我自己的观念
[23:24] 我为什么常常讲说
[23:26] 身为台湾人的幸福
[23:28] 是因为这一段真的是前所未见的荣景
[23:32] 而且为什么对台湾非常有利
[23:36] 就是说大家把这个视野
[23:39] 不要卡在台湾或台湾的股市
[23:41] 你把它放眼全球
[23:43] 现在全球资产在快速增加的地方
[23:47] 老实讲真的很少
[23:48] 就只有美国我们跟韩国
[23:51] 大概理论上就是
[23:52] 日本有吃到一点点部分
[23:55] 其实这个比例很明显
[23:57] 就是我们跟美国是吃最多的
[23:59] 韩国排在我们后面
[24:00] 日本又排在后面
[24:01] 再下去几乎就没有了
[24:03] 就只有这四个国家快速增长
[24:06] 那这样听起来会不会感觉很恐怖
[24:09] 我分析给大家听
[24:10] 我觉得它有两个很强的保护伞在后面
[24:14] 为什么我会有信心
[24:15] 第一个部分就是常常在讲
[24:17] 就是说台股涨成这样会不会泡沫
[24:21] 我会先给大家概念
[24:22] 我们讨论这个好多次
[24:23] 好多好多次
[24:24] 对对对
[24:24] 我就说有
[24:25] 第一个部分就是台积电
[24:27] 它现在的本益比
[24:29] 对不对
[24:29] 因为为什么今年可以涨这么多
[24:32] 是因为年初的时候
[24:34] 本来预估今年的EPS就是70几块
[24:37] 我讲一个均值还不到80
[24:39] 那现在呢才经过整四五个月
[24:42] 现在已经拉到100块
[24:44] 光它EPS的预估值就增长了超过三成以上
[24:49] 所以呢导致股价有这么强劲的表现
[24:52] 老实讲本益比都还没有太大的变化
[24:55] 那记得一件事情就是
[24:57] 今年100块那就很好算啊
[25:00] 它2300也不过就是23倍
[25:03] 它过往的这个本益比的高点的均值
[25:06] 就是20到30之间
[25:08] 所以简单而言
[25:09] 就是现在连这个中间值都还没到
[25:12] 那中间值都没到
[25:14] 为什么你会一直很担心
[25:16] 这个泡沫的问题
[25:17] 我常给概念
[25:19] 台股里面有没有很多
[25:21] 具有泡沫的风险
[25:23] 答案是有
[25:24] 而且还不少
[25:25] 因为很多的个股
[25:27] 现在在AI的过程当中
[25:28] 它的本益比都是不断的创历史新高
[25:31] 那当然创历史新高也不代表
[25:33] 它一定会泡沫
[25:35] 但有个好处
[25:36] 就是这些人泡沫
[25:37] 并不会影响整个指数
