[00:00] 欢迎收听赵华宜古惑仔第1079集
[05:49] 但是收发收购
[05:51] 我们看起来我们就觉得好
[05:52] 为什么
[05:52] 因为他现在没有出来
[05:55] 表示什么
[05:55] 大盘短线不喷发
[05:57] 大盘短线不喷发
[05:58] 就让我们的中小股
[05:59] 有很大的喷发的空间
[06:01] 所以前两天的贵买
[06:03] 相对比较没力
[06:03] 今天又开始发挥
[06:05] 又开始站上了
[06:06] 可是我觉得
[06:07] 今天虽然站上
[06:09] 虽然今天有九十家暂停
[06:10] 但是不要太兴奋
[06:11] 因为其实今天的大盘
[06:13] 没有站上均价
[06:14] 其实贵买也没站上均价
[06:16] 所以仔细看
[06:16] 今天贵买差一点点就站上均价
[06:18] 他就是沒有站上去講
[06:19] 告訴你什麼
[06:20] 告訴你也有人在偷跑
[06:21] 有人在偷跑
[06:22] 所以其實今天的資金是散出來的
[06:25] 他沒有很集中在過去那些很強勢的股票
[06:29] 其實他有點散出來
[06:30] 雖然今天盤中影威還一度過高
[06:33] 站上萬元
[06:34] 今天最整形應該是CPU吧
[06:36] 對
[06:37] 那因為昨天的台電也有講到CPU的狀況
[06:39] 其實是很積極在進行
[06:41] 是
[06:42] 所以其實那個資金是有點溢出來了
[06:44] 所以我們可以看到像之前比較落後的
[06:47] 像波布的一些公司
[06:49] 今年都亮燈了
[06:50] 今天連MOSF也都开始发动了
[06:52] 台半强茂什么的
[06:53] 都发动了
[06:54] 我们之前在讲的
[06:56] 厂务工程的汉堂
[06:58] 今天都拉涨停
[06:59] 就告诉你说
[07:00] 其实资金是
[07:00] 有点溢出来的
[07:02] 因为汉堂是什么概念股
[07:03] 我之前讲过
[07:04] 汉堂是高股息的概念股
[07:06] 可见高股息的概念股涨停
[07:08] 就告诉你说
[07:08] 其实资金有一部分
[07:09] 没有在往高风险的地方去
[07:12] 反而是往到
[07:13] 低风险的高股息去
[07:14] 而且今天你可以看到一件事情
[07:16] 就是原本強勢的封測族群
[07:18] 其實今天不強
[07:19] 今天日月光黑的
[07:21] 比較普通
[07:22] 今天比較普通
[07:23] 齊邦一度漲停
[07:24] 被打到壞平盤
[07:25] 就告訴你
[07:26] 其實這個族群是弱的
[07:27] 再一個記憶體其實也不強
[07:29] 今天南亞克是黑的
[07:30] 其實一直都不強
[07:31] 其實也很強的
[07:32] 旺宏今天也是黑的
[07:33] 旺宏只有那一天而已
[07:35] 對就告訴你說
[07:36] 其實今天
[07:36] 雖然我們九一獎很開心
[07:38] 可是還是很多人在糖血
[07:40] 因為這些人可能
[07:41] 想說我的記憶體
[07:42] 已經移到旺宏去了
[07:43] 結果想到旺宏都還是黑的
[07:44] 所以今天雖然
[07:46] 大家很开心
[07:46] 可是有些人今天的星期五并不快乐
[07:49] 不是今天是星期五晚上很快乐
[07:51] 不是哦
[07:51] 还是有人很
[07:52] 很这个一类哦
[07:54] 就是盘感不好
[07:55] 盘感不好
[07:56] 我们会有说
[07:57] 这个大盘走到这里来
[07:59] 要什么时候回来接
[08:00] 我们刚刚讲
[08:01] 应该一开始我们就跟赵华在聊
[08:02] 我说看起来大盘的转折会落在35345
[08:06] 35345
[08:07] 可是如果你真的跌到35345
[08:09] 你是会害怕
[08:09] 你不敢买的
[08:10] 所以他最好的方式是
[08:12] 来到35550点这附近
[08:14] 就不要再下去了
[08:16] 这时候就是一个好的切入点
[08:18] 一样我们是操作贵买比较多的人
[08:20] 我们就要留意说
[08:21] 贵买的支撑在366.27
[08:24] 如果他压回来372.5
[08:26] 就开始停住
[08:27] 就不再往下跌
[08:28] 那372.5就是一个很好的切入点
[08:30] 所以告诉你说
[08:31] 这个时间点
[08:32] 我们就是关注这两个大的指标
[08:34] 然后去操作我们的配置的策略
[08:38] 这样子我们就可以
[08:39] 稳稳的抓住最后的这一波
[08:41] 不能讲最后一波
[08:42] 因为现在大家讲说
[08:45] 大家讲说要到四万点
[08:46] 要到四万点
[08:47] 对
[08:48] 那么到四万点要怎么办
[08:49] 是不是已经涨太多了
[08:51] 是不是也要休息
[08:52] 但是我觉得
[08:54] 就是前几天的贵买
[08:56] 有稍微降温
[08:56] 我觉得反而是好事
[08:58] 就是让市场有点喘息
[09:00] 就好像这两天有人跟我说
[09:02] 凯克凯克之前
[09:03] 凯克好像有提过军华
[09:05] 军华这两天跌了
[09:06] 你怎么看
[09:07] 涨又多了
[09:09] 对嘛
[09:09] 涨多了嘛
[09:10] 而且其实今天是礼拜五
[09:12] 是
[09:12] 礼拜三我就跟学员讲说
[09:15] 诶 捐款看起来有点怪怪的
[09:16] 要稍微减码一些了
[09:18] 对
[09:18] 我就说诶 你们可以稍微注意一下
[09:21] 诶 果然昨天就跌了
[09:22] 但是我觉得其实它就是
[09:24] 我们刚刚讲了嘛
[09:25] 它是二奈米的挑减机
[09:27] 台电是不是没有交代二奈米
[09:29] 诶 没错呢
[09:30] 所以市场好敏感
[09:31] 果然它这个在反映的就是这个
[09:34] 那它今天就开低
[09:35] 拉起来接近平盘
[09:37] 就更有它的修正感觉也是
[09:39] 高一个段落咯
[09:40] 所以其实你看那盘
[09:41] 都在呼应就是基本面的变化
[09:44] 基本面的变化
[09:46] 只是很多股票
[09:47] 其实是有点over基本面
[09:49] 例如说我们刚才讲石英元建
[09:50] 石英元建基本上这天也大涨
[09:52] 而且也over基本面了
[09:53] 但是这个刹车刹不住
[09:57] 大家还在持续往里面冲
[09:58] 所以这个行情
[09:59] 就是我们常常讲说
[10:00] 人家在热的时候
[10:01] 我们不泼人家冷水
[10:02] 就是等他慢慢降温就好了
[10:05] 人家要冲
[10:07] 我们就是祝福他我们就是找尽量有基本面的股票去做配置是不过我觉得设备这一群真的已经很强了当然讲到军华
[10:18] 是因为就跟台丁一样
[10:19] 在开法术会之前
[10:20] 都已经长成那样的角度了
[10:22] 但产物工程
[10:23] 我觉得也是很猛的
[10:24] 因为像亚翔
[10:25] 其实在昨天也创了一个新高
[10:28] 对
[10:28] 所以本来以为说
[10:30] 亚翔上次讲完以后
[10:32] 因为我们大概一个月前
[10:34] 那时候好像就有讲亚翔
[10:35] 亚翔今天也是大涨
[10:37] 然后三月底的时候
[10:39] 其实也有提到亚翔
[10:40] 然后那时候讲完
[10:42] 他就来一个大黑K
[10:43] 我记得有非常多的观众
[10:44] 那时候是在理财达人秀讲的
[10:46] 就说怎么你们讲完
[10:48] 就一个大黑K
[10:48] 而且后来还连续五个小黑K
[10:50] 结果他就一个V创新高
[10:53] 所以我一直是这么认为的
[10:56] 虽然我们觉得
[10:57] 进入到谭一电的设备供应链
[10:59] 它会有一个先后顺序
[11:00] 例如厂务嘛
[11:01] 掀盖
[11:01] 对不对
[11:01] 设备要进去啦
[11:02] 特化要扩散啦
[11:04] 可是你会发现
[11:05] 这些股票好有意思
[11:06] 他会先涨
[11:07] 没有错
[11:08] 后来休息了
[11:09] 休息的时候
[11:09] 你不要觉得他死掉了
[11:11] 因为这个场
[11:12] 他不是今天
[11:13] 今年就盖完了
[11:15] 当然没有讲到
[11:16] 二奈米这件事情
[11:16] 可能对今天盘面上
[11:18] 有一些二奈米的股票
[11:19] 会有一些压力
[11:20] 但是长期以往之后
[11:22] 他可能叠一叠
[11:23] 哪一天下一次
[11:24] 台电法说会
[11:25] 二奈米进度是不错
[11:26] 假如是这样
[11:27] 是不是又喷了
[11:28] 所以我们会觉得
[11:30] 他们那个波浪舞
[11:31] 倒也不难抓
[11:32] 只是看你对他
[11:32] 有没有信心
[11:33] 他大黑K
[11:35] 后面接五个小黑K的时候
[11:36] 你有没有信心
[11:37] 我觉得这个是变得很重要
[11:38] 特化其实也很喜啊
[11:40] 我们对特化也很有信心啊
[11:41] 可是他就是喜到
[11:42] 爆炸之后突然喷了
[11:43] 我觉得里面最有趣的
[11:45] 就是光阳科
[11:46] 光阳科不知道讲过多少次
[11:47] 把柴
[11:48] 然后又有这个黄金
[11:50] 可是因为光阳科
[11:51] 有一个致命的小缺点
[11:53] 我猜这个小缺点
[11:54] 可能现在拿掉了
[11:55] 也许也不叫小缺点
[11:57] 他倒是很喜欢去做一些
[11:58] 贵金属的原物料起货
[12:00] 做反了
[12:02] 好这件事情
[12:03] 我觉得其实公司
[12:05] 搞不好这次就做对了
[12:06] 我怎么获利会特别好
[12:09] 不知道
[12:09] 我不知道他现在是不是因为做对了
[12:11] 还是市场认同他什么事情了
[12:13] 例如他不做了也是嘛
[12:15] 你不要再做了
[12:16] 好不好
[12:17] 拜托你
[12:18] 不养猪了
[12:19] 不养猪了
[12:19] 荒静猪腿
[12:21] 国票说
[12:22] 他还有很久以前
[12:24] 其实有一些公司喜欢做汇率的
[12:26] 就有双头扒
[12:27] 扒完之后
[12:28] 自然避险
[12:29] 我不乱做了
[12:30] 这些都是优点
[12:32] 光刻的缺点就是
[12:33] 以前喜欢做规定数期
[12:34] 后来做错边
[12:35] 就人家规定数在涨
[12:36] 你就在那边赔钱
[12:37] 明明就是对你有利的事
[12:38] 好那我不确定
[12:39] 是不是这个事情拿掉了
[12:40] 但总之
[12:41] 股息一改变
[12:42] 喷喷喷喷喷喷
[12:43] 喷到今天还在喷
[12:44] 好会讲这就是说
[12:46] 但是像这一档
[12:47] 可能还有一点
[12:48] 他自己的问题
[12:48] 那其他的呢
[12:50] 其他可能就是一个
[12:50] 市场共识换来换去的问题
[12:52] 厂务
[12:53] 好啊涨过了嘛
[12:54] 也创高了
[12:55] 下来那没关系
[12:56] 因为我们应该来看
[12:57] 要进场的设备了
[12:59] 进场设备也涨了嘛
[13:00] 真的喷翻了耶
[13:01] 好多都喷到历史新高
[13:05] 看一下特化
[13:05] 特化动物
[13:06] 那种
[13:06] 场物怎么修正那么多
[13:08] 再回来场物
[13:09] 所以我会觉得
[13:09] 半导体设备
[13:10] 就是一个很有趣的
[13:11] 不要特别去追
[13:13] 那些非常高的
[13:14] 可是如果它创高
[13:15] 或又压回
[13:16] 压回到了月线了
[13:17] 什么的
[13:18] 有一点支撑了
[13:19] 好像还有点回弹量进来
[13:21] 投信回来了
[13:22] 那就可以再去做介入
[13:23] 这是我现在
[13:24] 对这个族群的观察
[13:25] 那我本来以为
[13:26] 今天台积电法说完
[13:27] 半导体设备
[13:28] 会全部都
[13:29] 啪啦啪啦下去
[13:29] 就也没用
[13:30] 对
[13:31] 好几档掌听半
[13:32] 他们可能之前
[13:33] 就已经在等
[13:34] 台積電的法說
[13:35] 所以我剛剛舉個例子
[13:37] 說軍華其實前兩天就已經在跌了
[13:39] 對有的人跌
[13:39] 但有一些人像什麼華景電機又大漲
[13:42] 再來漲
[13:43] 華景電機也創歷史新高
[13:45] 然後當然像今天
[13:47] 有一些我自己個人覺得開開心心的
[13:49] 像金居
[13:50] 大家之前我們也不斷的是幫他講話
[13:53] 在他這麼落魄的時候
[13:55] 在他
[13:56] 突然吐口水的時候
[13:59] 真的是吐口水
[13:59] 而且還有人跟我說金居又典型的渣男
[14:01] 你對他有興趣的時候
[14:02] 他就會跟你掉下去
[14:03] 然后你快没兴趣
[14:04] 他要靠近你
[14:04] 然后说不用啦
[14:06] 你就知道同伯这件事情
[14:07] 真的是有缺口的
[14:09] 而金居的技术
[14:10] 确实是有在第一批里面的
[14:12] 只是因为他的获利
[14:13] 没跟上的时候
[14:14] 他实在太容易被关
[14:15] 然后法人没有青睐
[14:16] 那真的要有信心
[14:18] 真的要有耐心
[14:20] 你看二线龙科都涨了
[14:21] 我们那时候就觉得说好吧
[14:23] 那如果大家觉得
[14:24] 要比较活泼就是龙科
[14:26] 可是两个比起来
[14:28] 你一定要说切近AI
[14:29] 那当然是金居
[14:30] 现在还公道龙
[14:31] 真的叫做还公道
[14:33] 所以像今天我看到金居
[14:34] 在我的账面上
[14:35] 就是一个快乐的嘛
[14:36] 那你说我会不会虚报
[14:38] 金居目前我会
[14:38] 因为他之前被压抑太久了
[14:40] 所以我觉得
[14:41] 还没有什么必要
[14:42] 这个数据把它扔掉
[14:43] 可是刚刚凯哥讲到的
[14:44] 十因元件
[14:45] 大家知道我们讲经济
[14:47] 我就有点觉得
[14:49] 我应该会部分的
[14:50] 想要做获利了结了
[14:51] 因为他有点超出
[14:53] 我对他获利能成长的认知了
[14:56] 我觉得这个是
[14:57] 大家参考
[14:58] 不要听我的
[14:59] 不用说
[15:00] 什么因为赵华耀
[15:01] 什么什么
[15:02] 这是每个人每个人的布局策略
[15:04] 我有讲过嘛
[15:04] 经济在我的账上
[15:06] 是一个超过60%以上的获利了
[15:08] 我来看一下
[15:09] 我直接看一下
[15:09] 是不是70%了
[15:10] 我当场录
[15:12] 我就当场看一下
[15:13] 我不骗人的
[15:14] 等一下怎么按到紧缩
[15:15] 紧缩好吓人
[15:16] 73.09%
[15:17] 这样大家都知道我的均价了
[15:19] 那所以对我来说
[15:22] 我也不见得要全卖掉啊
[15:24] 假设你只有一张
[15:26] 你卖个200股
[15:27] 你就是有一种获利入袋的感觉吗
[15:29] 70%怎么不获利入袋一些呢
[15:31] 我不能保证他不喷
[15:33] 如果喷到200块
[15:34] 你们不要打我
[15:35] 可是我自己就会做
[15:37] 可能三分之一的出场了
[15:39] 我已经在这样想了
[15:41] 因为他有点超出我的预期了
[15:43] 虽然被关筹码会比较安定
[15:44] 这些都有可能
[15:46] 反而是被关股的优点
[15:47] 但我自己个人是这么想
[15:50] 但金居我觉得他后面
[15:52] 就是他现在要反映的事情
[15:53] 跟那些拨签比起来
[15:54] 他还远着
[15:55] 所以我个人就是
[15:57] 还是会持股续报
[15:58] 这个是我今天
[15:59] 其实看到账上比较开心的事情
[16:01] 對啊 其實 十一元件是之前冷很久
[16:05] 你去想一件事情
[16:06] 就是為什麼會看到經濟
[16:08] 請你不要忘記
[16:09] 經濟是 它是全世界十一元件的前三大廠
[16:12] 它是大廠 台灣第一大廠
[16:14] 它基本上跟日本原本是在老大跟老二之間的競爭
[16:19] 所以你說怎麼低軌的OECD用它 它會沒有嗎
[16:23] 但是你去想一件事情
[16:25] 那為什麼之前這個SpaceX在大漲的時候
[16:29] 為什麼經濟沒有漲
[16:30] 就告訴你說其實那個產能
[16:32] 就是還有SPACE的需求其實沒有那麼大
[16:36] 對
[16:36] 你現在我覺得就算加入了這個阿瑪隆的競爭
[16:39] 我覺得其實他們的需求可能也不是這麼的大
[16:43] 再來就是他們有很大一塊都是車用
[16:45] 所以我覺得其實車用這塊應該還是會有些壓抑
[16:48] 只是
[16:49] 剛剛講嘛
[16:50] 大家其實現在都只看樂觀的那一面
[16:52] 就
[16:53] 不會太
[16:54] 而且我覺得市場上這樣子啦
[16:55] 就是說
[16:56] 沒有幾家公司會像大立光這麼老實的
[16:58] 就是說
[16:59] 等一下可以聊一下
[17:00] 我跟你讲说
[17:01] 我的CPU也还没有要送认证
[17:03] 才刚要送认证而已
[17:04] 是由哪一家公司这么老实
[17:06] 大部分公司是还没有认证
[17:08] 就跟你讲说
[17:09] 我们已经要认证了
[17:11] 对
[17:11] 才刚开始
[17:12] 客户才开始拿到样品
[17:14] 就说我们已经送样了
[17:16] 对
[17:16] 都让你觉得是
[17:17] 进度是超前超前再超前
[17:19] 可是这个大力光
[17:20] 它就是一个老实说
[17:21] 它就是告诉你说
[17:22] 我也还没
[17:23] 但是你可以看到
[17:24] 像大力光的筹码
[17:26] 基本上我看到
[17:27] 像高雄的三多
[17:29] 基本上已经在买了
[17:31] 已经在买了
[17:32] 就告诉你说
[17:33] 其实大户对于大立光这家公司的亏底
[17:37] 是高度相信
[17:39] 就是相信他说要做的一定会做进去
[17:43] 那就好像当初我们在讲台达店
[17:45] 400的时候
[17:46] 我们就说他会很好
[17:47] 未来一定会很好
[17:48] 因为台达是一家公司
[17:49] 他已经说一定会做到的公司
[17:51] 对
[17:52] 所以如果你今天大立光可能被套到
[17:55] 我觉得你也可以等待
[17:56] 因为他已经讲了
[17:58] 他是要放弃Apple的产品
[18:00] 一部分的产品的扩充
[18:02] 去专注在做CPU的元件上面
[18:04] 所以我觉得
[18:05] 他跟那些什么CPU
[18:07] 其实有个影子
[18:09] 他就在讲半天的公司
[18:10] 我觉得那种是相对来讲
[18:11] 是比较稳定的
[18:12] 凯哥说出我心里的话
[18:15] 因为今天早上我们
[18:16] 在对晚上展览秀题目的时候
[18:18] 我也跟他们讲说
[18:19] 今天讲CPU的朋友
[18:20] 也可以讲一下
[18:22] 就是大力光
[18:23] 我说昨天有跟大家讲
[18:24] 大力光开发说
[18:25] 那他有没有CPU
[18:27] 他有CPU
[18:28] 而且因为我有其他做CPU的朋友
[18:30] 光圣的朋友
[18:31] 他们蛮认可
[18:32] 就蛮尊敬大力光要做CPU这件事情的
[18:36] 我今天早上跟同仁讲的话
[18:38] 跟凯哥刚刚讲的几乎一模一样
[18:40] 我说你看昨天联品讲到说
[18:42] 两年后才有可能会量产
[18:43] 现在在送认证而已什么的
[18:45] 就完全老老实实的说
[18:47] 我说没想到市场还真的就
[18:49] 又给他一盆冷水
[18:50] 我本来以为这样说就这样说
[18:52] 因为别人搞不好连送认证都没有
[18:56] 我讲真的
[18:57] 就是现在在盘面上这些CP
[18:59] 我不好意思说
[19:00] 就是有一些
[19:01] 你到底有没有能力做
[19:02] 你有没有能力做都不知道
[19:04] 所以人家现在的蓝图
[19:06] 是两年后有量产的机会
[19:08] 他的蓝图是要说到做到的
[19:10] 那如果连送都还没有办法送
[19:12] 或送了根本人家连看都不要看的
[19:14] 多的是
[19:15] 我跟你们讲
[19:16] 可是不讲
[19:17] 不开法说不讲
[19:18] 问的时候深深密密
[19:19] 然后说当然有机会什么什么的
[19:20] 我们已经往哪边哪边努力了
[19:22] 就上去了
[19:24] 我跟你讲我真的
[19:25] 因为以前就会有人
[19:26] 问我一些很插边的CPU
[19:29] 问我说他怎么样
[19:30] 我说你就看着趋势做
[19:31] 因为可能有主力在做
[19:33] 可是如果你问我
[19:33] 他产品是不是很有竞争力
[19:35] 我觉得他不可能是最有竞争力
[19:36] 然后他们就会跟我说
[19:37] 可是他说他怎样怎样
[19:38] 他已经加入一个什么
[19:39] 矽光子联盟
[19:39] 我说联盟只要你也要想做
[19:41] 你都想去加入都是可以的
[19:43] 他不证明你就是一个
[19:44] 可以技术前进的公司
[19:46] 对
[19:46] 我可能讲的比较直白
[19:48] 但这些公司可能股价
[19:49] 都比大力光来得强
[19:50] 是
[19:51] 对
[19:51] 所以我说其实也不用
[19:53] 我觉得对好公司
[19:55] 我觉得大家多用比较宽容的眼光去看
[19:58] 而且是用比较长线眼光去看待他
[20:01] 对
[20:01] 所以像他今天打下来
[20:03] 我就觉得
[20:03] 那个地方
[20:04] 那个位置应该就是一个支撑的
[20:06] 果然今天就有收了一个
[20:08] 有收一点小脚
[20:10] 所以就告诉你说
[20:11] 其实凯哥在看股票
[20:12] 其实也看得很细
[20:13] 是
[20:13] 就是
[20:14] 这个就是一个美感
[20:16] 就是当你看那个位置
[20:17] 它是一个转折
[20:18] 那告诉你说
[20:19] 它可能后面会比你想象来的更好如果今天凯哥看那个位置他是没有撑住大概說凱哥克可能基本面可能还要再做一些修正好所以我跟凯克想法一样不过还是一样要提醒
[20:31] 既然市场用这个钱投票
[20:33] 今天是不喜欢人家那么老实
[20:35] 也许的
[20:36] maybe他会洗一洗或什么的
[20:38] 可是我个人会比较倾向
[20:40] 他回到一个好的价位
[20:42] 因为他忽然涨上去
[20:44] 其实我也是想
[20:45] 怎么那么忽然
[20:46] 但是还有他还狭带着
[20:48] 不要忘记
[20:48] 毛利率大幅提升
[20:49] 不是大幅提升
[20:50] 近三季以来最高
[20:52] 不要用大幅
[20:53] 近三季以来最高
[20:54] 它以前毛利率也是50%以上的公司
[20:56] 所以我觉得这些都是这家公司
[20:58] 在基本面上面
[20:59] 以及在前景上面
[21:00] 让我是会有信心的一家公司
[21:03] 就算它今天跌
[21:04] 我的想法还是这样
[21:05] 反而觉得股价变得更好了
[21:07] 是啊
[21:08] 而且你要想说
[21:09] 它可以去拒绝苹果
[21:10] 其实国内只有哪几家厂商
[21:12] 能够拒绝苹果
[21:13] 没有错
[21:14] 就苹果要加单
[21:15] 就想说No
[21:15] 不要做
[21:16] 对 天哪
[21:17] 所以那个
[21:18] 郁金光也跟得上
[21:20] 因为大力光说no
[21:21] 那当然就跑到郁金光的机会
[21:23] 这些是
[21:26] 只要跟凯哥想法是一致的时候
[21:29] 我都很开心
[21:29] 因为总是我们需要知音
[21:31] 我们总不能在今天
[21:33] 长庭告诉大家很开心
[21:35] 因为我们都是前面有讲
[21:36] 不是说今天长了才跟你说
[21:37] 我们觉得金居同伯很棒
[21:39] 我们可是在他落难的时候
[21:40] 不停的提醒
[21:41] 可是大家有没有耐心去等
[21:43] 那是另外一回事
[21:44] 因为有的人会非常抱怨
[21:46] 资金没有效率这件事情
[21:47] 所以才会讲说
[21:48] 你一定要有适当的配置
[21:50] 你等他的时候
[21:51] 你就要有一个心理准备
[21:53] 他可能就要搞很久
[21:54] 对
[21:55] 然后像经济我们也搞很久啊
[21:57] 有这样的报酬不是说
[21:59] 我刚好就这么厉害
[22:00] 起涨钱去买
[22:01] 有人可以用技术形态
[22:03] 也许抓到这样的趋势
[22:04] 但是我不是
[22:05] 所以这边的话
[22:07] 这种百花齐放
[22:09] 怎么讲成晃了
[22:10] 百花齐放的状态下
[22:14] 那刚刚凯哥有讲
[22:15] 也有一些族群
[22:16] 今天也许并不是表现得这么好
[22:18] 那记忆体其实我们讲过很多次
[22:20] 我个人真的是觉得
[22:21] 如果抓不到他的tempo
[22:23] 不用硬抢
[22:24] 那昨天明翰也讲了一句话
[22:25] 他说要不你就等他在反弹的时候
