[00:00] 歡迎收聽趙華與古惑仔第1012集
[07:49] 講的一定是對的
[07:51] 而且他就講結論
[07:51] 這將影響相關CCL供應商
[07:53] 到他是沒有講臺光店
[07:55] 他說臺耀聯貿生意科技
[07:57] 對你知道我看到這
[07:58] 我就覺得這是bug
[07:59] 怎麼會沒有臺光店
[08:01] 可是臺光店殺到快跌停
[08:02] 對啊很妙
[08:03] 因為其實M9就是臺光
[08:05] 獨家
[08:06] 對啊
[08:06] 可是卻沒有點名到臺光
[08:08] 對然後
[08:08] 所以應該是要說
[08:11] 這些廠商獲利
[08:12] 是不是要上修
[08:14] 是不是要上修
[08:17] 對啊
[08:18] 講到他們可以生產的東西
[08:20] 他們要上修吧
[08:21] 對
[08:21] 然後臺光下銷
[08:23] 好啦
[08:23] 那臺光間點
[08:24] 不過我覺得這個裡面
[08:26] 像這個CX9
[08:27] 這個以太王卡
[08:28] 它其實本來規格就是M7
[08:30] 它一直就是M7
[08:31] 可是你把它偷偷藏在裡面
[08:33] 說M9降軌到M7
[08:35] 好像
[08:35] 好像說完蛋了
[08:37] 有一個不好
[08:38] 但實際上它並沒有改變
[08:39] 它是中性的
[08:41] 然後另外就是像MePlan
[08:43] 它是M9
[08:44] 原本是就M9
[08:45] 可是現在確實有在討論說
[08:47] 可能會降軌
[08:48] 但是有一個另外一個好的
[08:50] 就是SwitchBall
[08:51] 因為Ruby有四個板子
[08:54] 就是ComputeBall
[08:55] 然後SwitchBall
[08:56] 然後MePlan跟CPX
[08:58] 那SwitchBall很大張
[09:01] 本來是M8
[09:02] 可是因為Switch
[09:03] 它是就是處理比較高階訊號的東西
[09:06] 然後它的傳輸要求要比較快
[09:07] 所以它的電信特性看起來
[09:09] 可能要用M9才能解決這個問題
[09:12] 然後所以有在考慮
[09:14] 要讓Switchboard改M9
[09:16] 但是把這個Meet Plan
[09:17] 就是這個中介
[09:18] 中繼版
[09:19] 它的電信特性要求沒有那麼高
[09:21] 可是它降軌到M8
[09:22] 那如果就對比來講的話
[09:24] 因為Meet Plan
[09:25] 它是中間的小板子
[09:27] 所以如果是這樣調整
[09:30] 其實整體來講還是加分的
[09:32] 所以我覺得以後
[09:33] 小作文傳到晚停這邊的時候
[09:35] 我們要花點時間來改寫一下
[09:36] 寫一篇專業版小作文
[09:39] 再吐回去
[09:40] 對啊
[09:41] 所以我今天刷一整排
[09:43] 除了趙華問我之外
[09:44] 就是一堆客戶
[09:45] 熟的不熟的都來問
[09:46] 只要是版類的
[09:47] 應該都會問你
[09:48] 然後再來的話
[09:50] 我是覺得沒辦法
[09:51] 因為像今天量那麼大
[09:52] 你說有沒有人出貨
[09:53] 或是有沒有人換手
[09:55] 我想多多少少也有
[09:56] 例如說我們剛剛在講到
[09:57] 這些高價的公司
[09:59] 因為今天不只臺光店
[10:00] 剛剛講到茂聯KY
[10:01] 今天也有小作文
[10:02] 這小作文是直接攻擊CPU相關的
[10:05] 對
[10:05] 然後還有像散熱
[10:07] 建策 奇鴻等等的高價股
[10:09] 今天表現也都不好
[10:10] 說實話今天有一點像是
[10:11] 我們認知中很厲害的一些
[10:13] AI相關高價股
[10:15] 在大幅的迴盪
[10:16] 但是有一些之前說
[10:18] 跟AI好像佔不太到關係的低價股
[10:20] 在大漲特漲
[10:21] 面板光電類還是在續強
[10:23] 然後像太陽能今天又來了
[10:25] 對不對
[10:26] 那當然低軌衛星
[10:27] 這個可能有馬斯克做加持
[10:29] 然後還有像今天有一些IT設計
[10:31] 也是跌到稀巴爛的
[10:33] 那今天也都一個明顯反彈
[10:34] 沒錯
[10:35] 所以今天是一個稀巴爛的
[10:37] 只要你告訴他
[10:38] 有一些利基
[10:39] 不管利基真的假
[10:40] 就大漲
[10:40] 剛剛開頭有講
[10:41] 而這些明明就是
[10:42] 獲利極度好的極優生
[10:44] 對
[10:44] 例如說像臺光店好了
[10:46] 我本來以為
[10:47] 是不是營收出來有問題
[10:48] 後來一看不對啊
[10:49] 它其實營收
[10:49] 前一天就出來了
[10:51] 那一天是漲的
[10:52] 所以營收看來
[10:53] 大家並不覺得有問題
[10:55] 年月雙增嘛
[10:56] 對
[10:56] 那所以今天顯然
[10:57] 就是被這個打到
[10:59] 但我們也聊到
[11:00] 會不會是主動式的ETF
[11:03] 也在做換股
[11:05] 因為像最近記憶體就很強
[11:08] 而且這個CS展
[11:09] 這個黃迅的演講
[11:10] 他在講這個Rubin結構的時候
[11:12] 他有講到一些變化
[11:13] 然後市場突然嚇到說
[11:15] 記憶體可能會比想象中要
[11:17] 需求要更多
[11:19] 所以今天唯一很強很強的AI相關概念股只有記憶體好像沒有昨天Sendisk無極限對就只有記憶體沒有疊其他很多都老AI都疊蠻多的
[11:31] 那就確實有可能真的是要換股
[11:33] 因為要補記憶體的持股不夠
[11:35] 然後甚至可能臺積電相關的
[11:37] 也可能再補一下
[11:38] 對因為之前前幾天
[11:41] 我們家B公司的經理人很強的
[11:45] 對臺積電的持股可能不夠
[11:47] 所以他去買了0050跟0052
[11:49] 沒錯我們有在節目裡分享說
[11:51] 這才是一個主動型的經理人
[11:54] 會想辦法的事
[11:55] 對
[11:55] 突破法規限制
[11:57] 很聰明
[11:58] 其實他真的非常有彈性
[12:00] 但是因為可能規模太大
[12:02] 或者是短線申購可能太多
[12:04] 所以有時候調整的動作太大
[12:08] 等等就會影響
[12:09] 其實會影響盤面
[12:10] 那剛好今天成交量太大
[12:12] 對
[12:12] 今天這個八千多億的量
[12:14] 如果以大盤來說
[12:16] 因為你剛剛提到
[12:17] 這個三四九八八不會變
[12:18] 但是這中間當然會有起有落
[12:20] 像今天雖然沒有重挫
[12:22] 可是是下跌爆巨量
[12:24] 以及現在融資水位
[12:25] 一直在這個所謂17年以來的高峰
[12:28] 你會覺得有沒有什麼
[12:31] 需要提醒聽眾的
[12:32] 就是在統一投過的部分
[12:34] 會在這個時間點修正
[12:35] 還是在什麼樣的時間點
[12:37] 你覺得修正機率比較高
[12:38] 我會比較傾向認為臺積電法說
[12:41] 因為畢竟臺積電還是一個神主牌
[12:43] 所以我認為在它法說前還好
[12:47] 但後我們就要稍微在意一下
[12:51] 然後尤其是
[12:52] 其實我等一下也想講
[12:53] 就是一月下旬有幾件事
[12:55] 我覺得要注意
[12:56] 第一個就是一月底
[12:57] 這個美國政府可能又要再度關門
[12:59] 對
[13:00] 然後第二個就是FOMC會議在月底
[13:03] 那因為這次不會降息
[13:04] 雖然可能因為上個月才剛講嘛
[13:07] 然後點證圖也剛講
[13:08] 然後該說的也提了
[13:11] 所以我覺得這次不會有太多的亮點
[13:13] 可是就是因為沒有亮點
[13:15] 也有可能會讓大家興奮的資金休息
[13:17] 對然後第三個的話就是
[13:19] 二月中要過年嘛
[13:21] 那過往就是兩三週前
[13:23] 冰中要開始結賬
[13:24] 對所以這個資金也會有一些縮首
[13:28] 對所以這三個加起來
[13:30] 我就會認為一月下旬的時候
[13:32] 可能行情就會稍作休息
[13:34] 對那如果你持股滿檔的人
[13:36] 你當然就必須要做一些調整
[13:38] 但如果你持股水位低的
[13:40] 這個休息也許你就可以思考
[13:42] 我2月10號
[13:43] 封關前幾天
[13:45] 要不要重新佈局
[13:46] 對
[13:46] 這個就是要彈性的動作
[13:48] 可是1月下旬
[13:50] 如果大家在結賬
[13:51] 就會有一些
[13:53] 麥芽
[13:54] 我覺得
[13:55] 當然行情有時候
[13:56] 會讓我們很意外
[13:56] 對
[13:57] 就像前段點意外
[13:58] 但是現在
[13:58] 至少可以預先想到的
[14:00] 有這些事情
[14:01] 以及就是
[14:02] 像總經專家的好朋友
[14:04] 谷乾爹也有稍微提到說
[14:05] 要留意1月的CPI
[14:07] 他說因為上一次
[14:08] 雖然CPI低於市場預期
[14:10] 但他認為在
[14:10] 美國政府關門的過程中
[14:12] 其實資料的蒐集
[14:13] 會有一點點的不夠齊全
[14:15] 然後那公佈的時候
[14:16] 自然會順從主意
[14:18] 就是可能會公佈一個
[14:20] 稍微比較漂亮的數字
[14:21] 不能說它全是假的
[14:23] 但上次其實確實有人講
[14:25] 這個資料是不是有一點點美化
[14:28] 那說如果1月CPI
[14:30] 是恢復正常後的
[14:31] 第一次公開的話
[14:32] 那就有可能會是一個
[14:33] 比較高的數字
[14:34] 當然因為油價
[14:35] 現在委內瑞拉總統
[14:36] 被抓走的關係
[14:37] 然後被美國掌控了
[14:40] 這個石油權
[14:41] 也許就不會高漲
[14:42] 至好在這一塊
[14:43] 是有所控制
[14:44] 但是那是最近的事
[14:45] 不是
[14:46] 所以大家要注意
[14:47] 一月份公佈的
[14:48] 12月份的CPI
[14:50] 有沒有可能
[14:51] 也會讓市場
[14:52] 有點小擔心
[14:53] 所以它有一點點
[14:54] 集中在這個月中之後
[14:56] 我們會有幾件
[14:58] 可能需要留意的事情
[14:59] 那上一次
[15:00] 美國政府關門
[15:01] 我們都說
[15:02] 歷年來的美國政府關門
[15:04] 好像沒有造成
[15:04] 太大的問題
[15:05] 但是後面
[15:06] 因為我們在11月的時候
[15:08] 就突然之間
[15:08] 開始疊的西花
[15:10] 對
[15:10] 因為拿不到總經資料
[15:12] 你就會影響到
[15:12] 降息的路徑
[15:13] 對判斷
[15:14] 而且後來因為政府關門
[15:16] 他也引發了一些資金
[15:17] 就是他本來要做
[15:18] 政府要發錢
[15:20] 去做一些投資等等
[15:21] 就是會市場的流動性
[15:23] 就會稍微比較緊
[15:24] 卡住
[15:24] 對
[15:24] 所以
[15:25] 我自己會認為
[15:27] 一月份突然這幾天大漲
[15:29] 當然基本面
[15:30] 就是產業有一些關係
[15:31] 但是資金面也是有
[15:33] 因為去年12月
[15:34] 很多人結賬
[15:35] 那一月份
[15:36] 回補這個
[15:37] 這個庫存
[15:38] 它也是一個流動性的買盤
[15:40] 對所以我自己現在在看這個行情
[15:43] 我還蠻在意流動性的
[15:45] 對所以如果一月底再單純就臺股
[15:48] 這邊這種品種結賬
[15:50] 或者是機構結賬這件事情
[15:53] 它確實就會造成短線上流動性的賣壓
[15:56] 好這是臺灣或者說東方
[15:59] 有做農曆年牙股
[16:01] 比較特別的一個現象
[16:03] 對不代表一定會
[16:05] 但是我們現在就是都有共同在關注
[16:08] 這些狀況
[16:09] 當然前提是因為
[16:10] 最近漲很多
[16:10] 要是最近都沒什麼漲
[16:12] 對我就不會提這件事情
[16:13] 事情就是這樣
[16:14] 因為像去年十月
[16:15] 臺移電開法說的時候
[16:16] 我記得那時候
[16:17] 明漢寫來
[16:17] 因為大家也是覺得
[16:18] 這個法說講得超級無敵好
[16:20] 爆炸好
[16:21] 然後營收也都超級無敵
[16:22] 高標這樣子
[16:23] 然後當然明漢就很
[16:24] 鐵口直斷地說
[16:25] 但因為在十月之前
[16:26] 臺移電已經漲了
[16:27] 所以法說會後
[16:29] 就比較容易陷入震盪
[16:31] 當然你說
[16:31] 現在臺移電有衝到1705
[16:33] 跟當時比
[16:34] 可能又是一個200塊的差距
[16:36] 可是確實在1500的附近
[16:38] 是搞了蠻久的
[16:39] 對對對
[16:40] 是搞蠻久
[16:40] 而且一度跌回到1375吧
[16:43] 對就是接近1400以下這樣子
[16:46] 搞蠻久的才衝上來
[16:47] 所以這次已經衝上來了
[16:49] 那到底法說會後
[16:51] 還有沒有辦法續衝
[16:52] 我覺得這個是要給聽眾朋友一些
[16:54] 思考
[16:54] 提醒的
[16:55] 對
[16:56] 不要在這個時候
[16:57] 就很貼心的說
[16:58] 我都沒有臺積電什麼的
[17:00] 它中間是真的會回檔
[17:01] 不要覺得股票永遠都不回檔
[17:03] 是會回檔的
[17:04] 沒錯
[17:04] 對所以其實
[17:06] 其實我的提醒
[17:07] 也不是要叫大家恐慌
[17:08] 我只是
[17:09] 有時候這種迴盪的波動
[17:11] 我們可以買便宜一點
[17:13] 為什麼不多賣便宜一點的
[17:14] 或者是分批
[17:15] 是
[17:16] 對
[17:16] 那因為今天是晚停
[17:18] 所以先回到
[17:19] 臺光店這個話題
[17:20] 就顯見今天台光店
[17:21] 是有一點點多重壓力
[17:23] 小作文的壓力
[17:24] 然後
[17:25] 甚至也有人提到
[17:27] 像記憶體這樣漲
[17:27] 會對很多東西的需求
[17:29] 造成排擠
[17:30] 所以
[17:31] 對
[17:31] 好
[17:32] 種種的問題
[17:33] 以及可能投信的基金ETF
[17:35] 等等的在換股
[17:36] 那你會覺得
[17:37] 臺光電這型別的公司
[17:39] 或者說整體的PCB
[17:41] 其實今天都不好啦
[17:42] 對
[17:42] 回到什麼樣的水位
[17:44] 你就會相對覺得是贊
[17:46] 對
[17:46] 我記得我上次
[17:49] 有稍微提一下
[17:50] 就是以創高
[17:51] 假設像臺光電
[17:52] 它前幾天也創高
[17:53] 通常創高
[17:54] 我會抓大概回15%左右
[17:56] 15%
[17:57] 對到20%
[17:58] 是一個好買點
[17:59] 那其實過去這兩三個月
[18:01] 它都是沿著
[18:01] 五日十日線往上
[18:03] 幾乎沒什麼碰到月線
[18:05] 那這一次剛好又回下來
[18:07] 回到十日線
[18:07] 我覺得如果在這幾天再往下掉
[18:10] 應該就是好的點
[18:12] 因為目前我們看到AWS的訂單
[18:15] 就是全年三
[18:16] 實際上十二月份也出了
[18:18] 也開始小量出貨
[18:19] 所以十二月營收其實比預期來的強
[18:21] 那說不定一月份就會創歷史新高
[18:24] 這幾次臺光店來看的話
[18:27] 有破月線
[18:28] 但是就是稍微破月線就上去
[18:31] 那今天盤中有
[18:32] 但一樣有收上來
[18:33] 因為今天最低點
[18:34] 確實達到迭亭版1530
[18:36] 但收盤是1580
[18:38] 所以就收繳了
[18:41] 對
[18:41] 但有點小破月線的情形
[18:43] 其實有點符合到
[18:45] 你之前講的
[18:45] 現在差不多
[18:46] 可能就有一點點
[18:48] 甜的味道出來了
[18:49] 那如果不要臺光電
[18:50] 可以看臺藥嗎
[18:52] 我覺得臺藥也是OK的
[18:53] 因為整個AI的需求很強
[18:55] 包括傳統伺服器的需求
[18:57] 也很強
[18:58] 然後Switch
[18:59] 800G Switch的需求也很強
[19:01] 對
[19:01] 然後另外就是
[19:03] 臺藥也是AWS的供應鏈
[19:05] 雖然它的share比較低
[19:06] 但是畢竟它也是
[19:08] 所以實際上臺光開始出貨
[19:10] 臺藥差不多也會接著開始出貨
[19:12] 所以第一季原則上
[19:14] 我認為臺光跟臺藥
[19:15] 一月份的營收
[19:17] 應該都會繼續好
[19:18] 對那二月比較難判斷
[19:20] 那圍繞在同博相關的
[19:22] 當然大家會很關注金居
[19:24] 榮科的故事
[19:25] 有跟大家分享過
[19:26] 就是這樣子
[19:27] 第一個是
[19:28] 同價
[19:28] 同價大漲
[19:29] 同價漲之外
[19:30] 他們有撿到這個
[19:31] 金居有兩個產品
[19:32] 他們說不生產了
[19:34] 所以龍科就撿走了
[19:35] 雖然金居說
[19:36] 這賺不到錢不做
[19:37] 但管他有營收進來
[19:39] 對
[19:40] 然後當然大家會幻想
[19:42] 今年到底
[19:42] 他的高階同步
[19:43] 有沒有一點進展
[19:44] 但是重點
[19:45] 可能還是放在金居的身上
[19:47] 金居出關後
[19:48] 像今天他跌到266
[19:49] 就一直過不了270
[19:51] 這個事情有過
[19:52] 但是又下來了
[19:53] 所以我們如果說
[19:55] 以上游來說
[19:56] 像今天還有
[19:56] 像南亞很強漲停板
[19:58] 當然南亞今天漲停板
[19:59] 有這個數化股
[20:00] 整體一起助攻
[20:01] 對
[20:01] 大家前兩天也傳出一個
[20:03] 它上游的撥籤材料要大漲
[20:05] 但是婉婷覺得有點怪異
[20:07] 尤其是我們剛剛討論到
[20:09] 我自己也有同學在這個領域
[20:11] 就說南亞怎麼那麼機車
[20:12] 就很直接說南亞怎麼那麼機車
[20:14] 她說這些什麼高階薄布的需求
[20:16] 目前真的沒有放得很大
[20:17] 石油現在變那麼便宜了
[20:19] 它還在漲價
[20:20] 它是布那邊的
[20:22] 就是供應鏈裡面的人是受害的
[20:24] 對
[20:25] 但是她也不確定南亞真的有漲那麼多嗎
[20:28] 我們兩個有點問號問號
[20:29] 我也覺得不太
[20:31] 漲那麼多不太合理
[20:33] 但是高階
[20:34] 高階其實用量是增加的
[20:36] 反而是低階的
[20:37] 可能用量需求不見得
[20:38] 大約PC啊
[20:39] 手機啊
[20:40] 其實狀況並不好
[20:41] 那低階的這種e-glass的布
[20:43] 現在唯有一個需求
[20:45] 可能很強的是在記憶體這一塊
[20:47] 然後所以需求有一點點增加
[20:50] 然後有一些是減少
[20:51] 抵消之後
[20:52] 我會認為低階的
[20:53] 其實需求量應該沒有增加很多
[20:55] 對
[20:56] 但是可能反映成本
[20:58] 的這個漲價
[21:00] 我覺得會有啦
[21:01] 對
[21:01] 然後
[21:02] 再來就是
[21:03] 我覺得很有趣
[21:03] 就是受害者
[21:04] always都會覺得
[21:05] 對方很急車
[21:06] 所以就像
[21:07] 我自己比較習慣
[21:08] CCO廠商
[21:09] 或是PVP廠商
[21:10] 就會講說
[21:10] 金居很急車
[21:11] 因為金居
[21:13] 這個高階的同夥
[21:14] 也要漲價
[21:15] 是
[21:15] 對
[21:15] 那金居的問題
[21:17] 其實就是
[21:18] 他卡在這個
[21:19] 一直被關啦
[21:21] 對
[21:21] 他可能過兩三天
[21:23] 又要再被關
[21:23] 為什麼他沒有漲
[21:24] 也要被關哦
[21:25] 現在就是這樣
[21:26] 其實我是
[21:26] 故意問的
[21:27] 因為真的會
[21:28] 就是沒有漲也會被管
[21:29] 因為它就是一直踩到
[21:31] 那個本益比超過多少多少倍
[21:33] 好像是65倍還多少
[21:34] 然後因為畢竟它的
[21:36] 我們會認為它很有價值
[21:38] 是2026的產品結構跟獲利
[21:41] 可是2026的數字還沒出來
[21:42] 那2025就是沒有數字
[21:44] 所以其實有蠻多間公司
[21:46] 包括像聯亞
[21:47] 其實也是這樣
[21:48] 對就是會變成說
[21:49] 會一直踩到這個案
[21:51] 這個條件
[21:52] 其實有一些APP
[21:54] 他們有去算誰會處置
[21:55] 他們會把證交所公佈的一些條件
[21:58] 30天內
[21:59] 或20天內
[22:00] 有幾次
[22:01] 就像你講的
[22:02] 本益比過高了
[22:03] 週轉率也過高了
[22:04] 等等的
[22:05] 然後不管你股價漲或跌
[22:06] 因為你跌
[22:06] 你本益比還是很高
[22:07] 或是你週轉率還是很高
[22:09] 你就發現
[22:10] 沒漲也被關
[22:11] 沒漲也被關
[22:12] 有段時間上權就這樣
[22:13] 沒有漲
[22:14] 完全沒有漲
[22:15] 也沒有暴跌
