[00:00] 欢迎收听赵华宇古货载第1113集
[03:35] 这个NVIDIA负责水冷的负责人
[03:38] 应该算是他们公司的第三把交椅
[03:41] 一个意大利籍的一个帅哥
[03:43] 他出现在会场里面
[03:45] 他出现在一些特定的摊位里面
[03:47] 那就知道说
[03:47] 基本上他们还是蛮关注
[03:50] 这些同业的一些
[03:51] 应该讲说
[03:53] 给他们支持
[03:53] 给他们掌声
[03:55] 希望他们都能够表现得更好
[03:57] 但是回过来
[03:58] 就是说这个盘
[03:58] 基本上来到这里
[04:00] 其实最近这一两个礼拜
[04:02] 所有来采访我的都问我说
[04:04] 这个盘到底怎么样
[04:06] 是不是已经要结束了
[04:07] 不会啦
[04:08] 但其实我给的答案是
[04:10] Not yet
[04:10] 就是说
[04:11] 我就之前讲过
[04:13] 五月是一个多头月
[04:14] 六月的中下
[04:16] 才要开始要特别的注意
[04:18] 有的
[04:19] 那你去看两个指标
[04:20] 我们不要用讲
[04:21] 我们给大家看两个指标
[04:23] 一个就是VIX指数
[04:24] 因为台股其实跟美股是联动很深的
[04:27] 所以昨天的纳指跌
[04:28] 所以台股今天好像就有点军心不稳
[04:31] 但你去看
[04:32] VIX基本上它要来到14以下
[04:34] 基本上才就做极度的恐慌
[04:36] 那今天还在收在15.4
[04:38] 所以它表示还有一点四大点
[04:41] 但是台湾比较敏感
[04:44] 台湾今天其实00632R
[04:46] 今天就占上大量低
[04:48] 但是它不是占上大量高
[04:50] 這有差別的
[04:51] 我們再看一個形態裡面的時候
[04:53] 站上大量低跟站上大量高
[04:55] 完全是不一樣的概念
[04:56] 站上大量低是說
[04:58] 你多頭你可以有基本部位
[05:00] 站上大量高之後
[05:02] 你的多頭才可以再加
[05:03] 我們反過來想
[05:04] 那現在是00632R
[05:06] 爆大量的大量低站上
[05:08] 代表什麼
[05:09] 代表你可以有一點點的
[05:11] 多方部位的下降
[05:12] 但是不是叫你全部出清
[05:14] 不是
[05:15] 因為大量高還沒有站上
[05:17] 所以這個時間點
[05:18] 跟之前不太一樣
[05:19] 之前的时间点是全部的做多
[05:22] 完全是没有空方的余地
[05:24] 可是其实从上礼拜开始
[05:26] 你就发现这行情有点在变化
[05:28] 就是资金开始溢出来了
[05:30] 我们常常讲
[05:32] 我说被动元件通常会是市场的最后一棒
[05:34] 还有一个族群也很重要
[05:36] 就是金融股
[05:37] 尤其是证券股
[05:40] 我刚刚讲赵华讲证券股
[05:41] 证券股大涨
[05:43] 通常这盘基本上它就停格了
[05:45] 应该这样讲
[05:46] 就是他就瞬间按下了暂停键
[05:49] 所以你看历年来都是这样子
[05:50] 当这股大喷之后
[05:52] 基本上就按了一个暂停键
[05:53] 可是后来你说
[05:54] 这市场结束了没有
[05:56] 我当然是拿一眼
[05:57] 还没有结束
[05:58] 因为其实多头的架构没有改变
[06:01] 其实大家在看AI
[06:03] 或者是去看台积电
[06:04] 其实你都不会得到什么
[06:06] 很负面的讯息
[06:07] 因为其实就还在扩敞扩敞扩敞
[06:09] 那我们的这个CC位跟你讲说
[06:13] 他的资本支出
[06:14] 目前可以看不到
[06:15] 什么时候要开始递减
[06:16] 他还不知道
[06:17] 什么时候要递减
[06:18] 而且他现在都维持在
[06:19] 一个高标的水准
[06:20] 告诉你说什么
[06:21] 他的扩充计划
[06:22] 还是很积极
[06:23] 只是大家可能就是因为
[06:24] 吃糖吃习惯了
[06:26] 没有错啊
[06:26] 口味变重了
[06:27] 已经吃到就是说
[06:27] 没有到非常甜
[06:29] 没有吃到太非常
[06:31] 你不觉得你吃的是糖果
[06:32] 你感觉就吃的是一般的
[06:34] 一般的这个什么
[06:35] 口香糖的感觉
[06:36] 已经到没有感觉的阶段了
[06:38] 所以没有刺激
[06:39] 你就觉得好像
[06:40] 行情就好像要结束
[06:42] 但是其实你仔细看
[06:43] 今天的盘有结束吗
[06:44] 没有耶
[06:45] 我们常常讲说
[06:46] 我常跟大家讲
[06:47] 你在观察盘的时候
[06:48] 很重要的东西就是什么
[06:49] 今天的盘中的均价
[06:51] 今天盘中均价
[06:52] 收盘的时候
[06:53] 大盘跟贵买
[06:54] 都是站在均价上的
[06:56] 虽然今天盘中震荡起刷的很凶
[06:58] 再加上就是
[07:00] 大盘其实也破了五日线
[07:02] OTC也回撤了月线
[07:03] 但是你不要忘记
[07:04] 他们的月线都还在向上
[07:06] 所以告诉你
[07:06] 目前看起来就是
[07:07] 多头进入一个震荡的整理
[07:09] 所以变成是
[07:10] 在震荡这点的时候
[07:10] 其实要找到新的族群出来
[07:12] 所以我们那时候才想说
[07:14] 也许我们不要只看第二季
[07:15] 我们看看第三季
[07:16] 有没有什么好的标的
[07:17] 可以来操作
[07:18] 其实那时候我们讲说
[07:19] 其实第三季可以看到的是CPU
[07:20] 是
[07:21] 对因为CPU其实
[07:22] 这段时间就
[07:23] 你都记得你上礼拜五讲什么
[07:24] 对啊
[07:25] 就陆续已经有人在点火了
[07:26] 包括像联亚光圣
[07:28] 包括像我上礼拜来讲的讯信
[07:30] 其实都非常强
[07:32] 非常强
[07:33] 就告诉你说
[07:34] 其实他在为整个CPU的大军
[07:36] 在做暖身的动作
[07:38] 好那我今天去会场
[07:40] 因为凯克讲
[07:41] 因为其实我很忙
[07:43] 因为这礼拜一直在接通告
[07:44] 我今天就去会场
[07:46] 我去一家大家很关注的公司
[07:48] 大家都知道
[07:48] 散热最重要是谁
[07:49] 就是建策
[07:50] 建策
[07:51] 建策
[07:51] 建策
[07:53] 好那我去了建策之后
[07:55] 其实就看到了
[07:56] 我刚刚讲嘛
[07:57] 这个NV的第三号头号人物
[07:59] 他就在建策里面
[08:01] 然后跟建策老板照相
[08:02] 那有个重点
[08:04] 就是整个CPO
[08:06] 其实不是辉达在主导
[08:08] 而是台积电在主导
[08:09] 台积电在帮NVIDIA
[08:12] 在制定规格
[08:13] 所以它未来的界面
[08:15] 是一个有CPU的界面
[08:16] 所以是台湾主导的
[08:18] 那目前看起来
[08:19] 整个CPU真的要放量
[08:21] 其实不是今年
[08:22] 而是在明年
[08:23] 所以你说今年是它的起始年
[08:25] 或是元年都可以
[08:26] 因为通常是在起始的过程里面
[08:29] 其实它就开始要大涨
[08:31] 它不是已经开始出货
[08:34] 开始大量出货
[08:35] 才在大涨
[08:36] 不是股票都不是这样子
[08:37] 股票都是领先的
[08:38] 所以我今天听到会长讲到
[08:40] 一个重点
[08:41] 就是2028年可能是CPU大放光彩的一年
[08:46] 那你就知道说
[08:47] 也许2028年可能CPU可能就要结束了
[08:51] 如果就股市逻辑是这样子
[08:52] 那应该CPU就从现在是涨到明年的第三季
[08:56] 就是明年开始放量
[08:57] 到开始出一点小量
[08:59] 大概出大量
[09:00] 它就会在这个上升的过程里面
[09:03] 所以说股市其实结束了吗
[09:05] 其实我觉得还没有
[09:06] 只是大家会有一点因为涨多了就在害怕
[09:10] 尤其是今天又占上0063R的大量低
[09:13] 0063R就是所谓的反一
[09:16] 对反一
[09:17] 就是如果你没有办法做期货空单的
[09:19] 那你就直接去买0063R
[09:21] 做避险的动作
[09:22] 所以我早上跟我的学生讲说
[09:24] 要特别关注0063R
[09:26] 那因为很多同学其实
[09:27] 只知道股票代号
[09:28] 不知道什么叫0063R
[09:30] 就好像没有在买基金
[09:31] 根本不知道0091是什么东西
[09:33] 或0041是什么东西
[09:34] 但是我们常会讲
[09:35] 有时候觉得说
[09:35] 这是什么东西
[09:36] 因为它没有个股票内容可以查
[09:38] 但它就是大盘的反向指标
[09:41] 所以
[09:41] 这边我会跟你讲说
[09:43] 大单在上
[09:44] 你可以买一点点来做避险
[09:46] 但是
[09:46] 我刚刚讲了
[09:47] 我们不是要翻空
[09:49] 不是说叫你多单
[09:50] 全部都卖掉
[09:50] 全部都持有反向
[09:52] 所以我觉得
[09:53] 这还是一个不一样的逻辑
[09:54] 不一样的逻辑
[09:55] 那每次来
[09:57] 其实尤其是礼拜五
[09:58] 其实都
[09:58] 好像会遇到就是
[09:59] 有很多的股票的疑惑
[10:01] 在这里有很多的问号
[10:02] 需要厘清
[10:03] 所以我觉得
[10:04] 大家也不要说
[10:05] 因为今天一跌
[10:06] 就很恐慌
[10:07] 我觉得今天
[10:08] 會很恐慌
[10:09] 一個是因為
[10:09] 早上的韓國一開盤就大跌
[10:12] 好
[10:13] 我們等一下就來講這個東西
[10:14] 就是韓國股票一開盤就大跌
[10:15] 可是昨天台積電還漲啊
[10:17] 昨天台積電ADI還漲
[10:19] 因為昨天希希講的不差嘛
[10:20] 希希講的其實還蠻好
[10:22] 所以昨天的ADI液盤是漲的
[10:25] 可是今天整個盤是很差
[10:26] 所以台積電今天也是
[10:28] 就受到了這個打了一個悶棍就他今天也是收跌的但我覺得這樣也好為什麼也好我常常講嘛其實全球有兩個股票是不能大漲的
[10:40] 一個就是輝達
[10:41] 一個就是台積電
[10:42] 因為這兩家都太重要了
[10:43] 他們大漲其實會把很多資金都吸走
[10:45] 就變垃圾盤
[10:46] 所以他們只要不大漲
[10:48] 大家都可以就是心存僥倖
[10:52] 覺得這盤要繼續往上漲
[10:53] 如果他們真的大漲
[10:54] 我覺得這盤可能就真的要開始準備要回檔
[10:57] 那我们来解释
[10:58] 刚刚韩国的东西
[10:59] 韩国主要就是记忆体的部分
[11:00] 其实我们在
[11:01] 刚刚在开始之前
[11:03] 我们就在跟赵华讨论说
[11:04] 这个记忆体真的有
[11:05] 像NVIDIA讲的这么严重吗
[11:08] 就是因为记忆体的价格
[11:10] 涨太多了
[11:10] 所以必须去减少记忆体的容量
[11:13] 这个让赵华再
[11:14] 跟大家说更清楚一点
[11:16] 好 就是因为
[11:16] 现在有一篇报道
[11:17] 这个我想大家如果有
[11:19] 了解产业的多少会收到
[11:21] 并不是从灰打的官方
[11:23] 有说这件事情
[11:24] 他是有讲到
[11:25] 这个NVIDIA里面的
[11:26] Vera相关的机柜
[11:28] 他有提到说
[11:29] 因为里面有一个叫
[11:30] Vera CPU
[11:31] 旁边有一个叫做SOCAMM
[11:33] 它是用LPDDR5
[11:35] 这一个记忆体的规格来做的
[11:37] 那大家都知道
[11:38] 现在南雅科也很努力
[11:39] 从DDR4要往DDR5
[11:40] 这算是一个台湾记忆体的希望
[11:42] 这个东西确实不停地在涨价
[11:45] 因此他就觉得
[11:46] 像这样的东西继续涨下去
[11:48] 它的机柜会变得太贵了
[11:50] 所以他就决定把总容量
[11:51] 从54TB砍到28TB
[11:54] 简约的来说是如此
[11:55] 里面有非常多的专用名词
[11:57] 就不在这边一一的念给大家听
[11:59] 但总之你一个很直观的
[12:02] 就跟当初建设说
[12:04] 均热片从两片变一片
[12:06] 那这个从54TB变成2PATB
[12:08] 也是一个容量减半的一个想法
[12:11] 是不是用量也要减半
[12:13] 很直观的想法会想到这件事情
[12:16] 那我觉得这件事情在我心里面
[12:18] 为什么一直淡淡的有一个隐忧
[12:19] 我不是觉得记忆体不好
[12:21] 也常常跟大家聊说
[12:22] 记忆体常常肯定是获利非常满
[12:24] 可是当今天记忆体
[12:25] 涨到非常贵的时候
[12:26] 率先被杀伤的
[12:27] 一定是消费性电子
[12:28] 前两天我刚才有跟凯哥讲
[12:30] 我本来想说
[12:31] 公司缺一个直播设备
[12:33] 那我想做一些直播
[12:34] 我自己买好了
[12:35] 结果我们的摄影组组长
[12:36] 就跟我说
[12:37] 你不要自己买
[12:37] 你不要自己买
[12:38] 现在记忆体好贵
[12:39] 你现在买一点都不划算
[12:40] 我就有点傻眼
[12:41] 想说哇
[12:42] 他已经影响到
[12:43] 我以前可能管他的
[12:44] 我就买了
[12:45] 现在我就要被人家劝说
[12:46] 不要买
[12:47] 这个是在消费性电子
[12:48] 然后在AI
[12:49] 如果今天那么愿意
[12:50] 做资本支出
[12:54] 那請問他不會造成一個科技進步中的
[12:57] 反而是一個阻礙嗎
[12:59] 其實我心裡面一直隱隱有這個疑問
[13:01] 想要請教凱哥
[13:02] 我覺得基本上分成兩個東西來講
[13:04] 就是說其實我覺得韓國在跌可能也是
[13:08] 有點是因為漲多的回跌
[13:09] 你說LPTDR5其實對韓國會有多大影響
[13:13] 我覺得還好
[13:14] 你不要忘記其實大家現在都在從HBM3轉到HBM
[13:17] 要升到更高階的
[13:20] 所以你可以想像一件事情
[13:21] 一件事情
[13:22] LPDDR5是台湾的南亚科
[13:24] 刚跨进的市场
[13:25] 也就是说
[13:26] 它应该是
[13:27] 以HBM来讲
[13:28] 应该算是low end的
[13:30] 相对在AI伺服器里面的记忆体
[13:33] 所以台湾其实是从
[13:35] 很low end的DDR
[13:36] 转到LPDDR5
[13:38] 终于把那只脚跨进去
[13:40] 在低阶的伺服器里面
[13:42] 所以说它
[13:43] 会造成它很大影响吗
[13:44] 我觉得是不会
[13:45] 但是我觉得它就断了一个梦
[13:47] 就是断了台商
[13:49] 要往上爬一阶的梦
[13:51] 你就知道我之前不是有讲过吗
[13:52] 我说立基电要做HBM很难
[13:55] 他技术很难
[13:57] 他连这个DDR4到DDR5的技术都做不到
[14:00] 他怎么直接一脚要跨到HBM
[14:02] 其实怎么代工不可能
[14:03] 所以那时候我在讲说不可能
[14:05] 但是我有讲说南亚科可以留意
[14:08] 因为我说他在做LPTDR
[14:09] 而且已经得到客户的认证
[14:12] 所以这事情看起来
[14:14] 我觉得可能短线会对南亚科比较大的杀伤
[14:17] 但是我觉得长线我觉得应该也还好
[14:19] 因为毕竟
[14:21] 对南亚克兰它就是新产品
[14:23] 新产品它总是会有一个机会
[14:25] 就是因为韩国厂商
[14:28] 看起来都在往更高阶的去
[14:30] 只是回过头来
[14:31] 我们刚才在讲
[14:32] 它这个东西
[14:33] 其实我们今天去会场
[14:35] 其实有问到一个东西
[14:36] 就是其实在散热板的这一块
[14:39] 其实现在大家在讲的
[14:40] 就是这个所谓的水冷板
[14:44] 或者所谓的均热片
[14:46] 或者所谓的这个
[14:47] 不管是什么样的散热结构
[14:49] 他们的主要的上面都是复合型的
[14:52] 就是它不是一个纯GPU
[14:54] 或者是一个纯CPU
[14:55] 其实大部分都是GPU加CPU
[14:57] 加DDR
[14:59] 不是DDR 记忆体
[15:00] 这边应该讲记忆体
[15:02] 因为记忆体比较准确
[15:03] 因为它是包含了HBM
[15:05] 那会不会有LPDDR5
[15:07] 在某个规格可能是有的
[15:08] 但是这三个东西在上面
[15:11] 其实最热的什么
[15:11] 其实现在最热的就是记忆体
[15:13] 因为记忆体一直在堆叠
[15:15] 所以它形成很热的状况
[15:17] 就形成这个均热片
[15:19] 它反而不是GPU很热
[15:21] 反而是HBM很热
[15:23] 机体很热
[15:24] 所以它也形成了这个厂商
[15:27] 在这个产品上面的一个小小的一个障碍
[15:30] 小小的障碍
[15:31] 所以我觉得确实
[15:33] 我觉得NV确实有这样的可能性
[15:37] 就是希望把这个HBM的热度
[15:40] 稍微做一点下降
[15:42] 所以说它把它砍对半
[15:44] 我比较担心的不是说砍对半不对
[15:47] 而是说砍了对半之后
[15:49] 你的效能到底行不行
[15:50] 这个就后面没有解释的
[15:52] 非常清楚了
[15:53] 那就好像说
[15:55] 我们这次一直在看建策的
[15:57] 两片到一片这件事情
[15:58] 这个我们等一下再来讲
[16:00] 我们再讲一个
[16:02] 跟这个记忆体很类似的东西
[16:04] 就是被动元件
[16:06] 因为其实今天也有人在讲说
[16:08] 被动元件的M2CC的报价
[16:10] 要像记忆体这样的涨法
[16:13] 我觉得基本上还是有一点点的
[16:16] 差别
[16:17] 我不去講應該不太可能
[16:18] 我不去這樣講
[16:19] 因為你要知道
[16:20] 記憶體它是三家大廠在做
[16:24] 美光
[16:25] Hynix
[16:25] 沒錯
[16:26] 三家大廠
[16:28] 可是記憶體不是
[16:29] 記憶體MLCC
[16:30] 單單日本的Murata
[16:32] 太陽幼電
[16:34] 這些大廠
[16:35] 日本大廠就很大了
[16:37] 你說台灣
[16:39] 國巨華星科
[16:41] 加起來
[16:41] 其實都還沒有一個
[16:43] 他們的什麼塔台的大
[16:44] 但是我們是做中低階
[16:46] 做得很不错
[16:47] 可是其实在这个伺服器上面
[16:50] 要用的是高阶的东西
[16:51] 而且从我们过去开始有
[16:54] 我们有在做产业的对谈
[16:55] 其实你就发现说
[16:56] 其实我们一直在谈的时候
[16:58] 一直都没有提到
[17:00] 这个NV用的MLCC
[17:02] 是国具或华星科在供应
[17:04] 没有
[17:05] 但是你有提到
[17:06] 如果要讲AI
[17:07] 还是以国具为首
[17:08] 我说那是因为国具
[17:09] 它已经成为一个模组上的概念
[17:12] 它不是单一原件的概念
[17:14] 所以我说它有机会
[17:16] 会进入回答的市场
[17:18] 我记得我那时候讲完之后
[17:19] 国际又上来
[17:20] 但是它不是MLCC
[17:23] 如果大家还记得的话
[17:25] 我们有提过MLCC是和生堂
[17:28] 对和生堂
[17:30] 可是他们也不是交给NV
[17:32] 他们是透过台达店交的
[17:34] 还有信仓店也是
[17:36] 也是透过台达店去交的
[17:38] 所以告诉你说
[17:38] 以NV来讲
[17:40] 它有分成两块
[17:41] 它自己用的MLCC
[17:43] 它是直接跟日本拿
[17:45] 他不跟台湾拿
[17:46] 但是如果是台达电
[17:47] 他的供应商
[17:49] 他要去跟台湾拿
[17:50] 他们有意见
[17:51] 可是你有没有想过
[17:52] 为什么台达电
[17:54] 没有去跟国军华新科拿MLCC
[17:56] 而是去跟和生和新商的店拿
[17:59] 表示说他拿的东西
[18:00] 基本上应该是属于
[18:01] 高龙的特殊规格
[18:03] 他不是一般规格
[18:04] 不是一般规格
[18:06] 然后再来就是
[18:06] 当然我是台达电
[18:08] 我讲白的
[18:09] 台达电本来的供应商
[18:12] 还有姆拉塔
[18:12] 但是一样的道理
[18:14] 就是我今天台達店
[18:15] 我是台商
[18:16] 我當然會選擇性價比高的嘛
[18:18] 如果你台商可以用
[18:19] 我當然要用台商
[18:20] 為什麼要用日本的
[18:21] 所以他等於是
[18:22] 本來應該是MURATA是最大的
[18:23] 可能也可能NV直接assign
[18:25] 他說你可以跟MURATA拿
[18:27] 可是他發覺國內有廠商可以交
[18:29] 所以他就選擇來跟國內的拿
[18:31] 甚至跟國內廠商簽長約
[18:32] 簽長約
[18:33] 所以我覺得
[18:34] 你說背後人間要跟記憶體
[18:37] 這樣的長髮
[18:38] 我覺得差很多
[18:41] 不過有些真的眼睛長好多倍了
[18:43] 但是你不要忘记
[18:45] 因为他们确实就是有被NV所用
[18:47] 你像国内的这些机体的厂商
[18:50] 有哪一家是被NV所用
[18:52] 没有
[18:52] 他们其实都是在外围的外围
[18:55] 所以我们今天其实一震荡
[18:57] 其实他们相对洗刷就很
[18:58] 感觉很激烈
[19:00] 洗刷的感觉非常的沉重
[19:03] 可是你看今天的被动元件
[19:05] 洗刷完之后
[19:06] 其实好像没事
[19:07] 那就是因为
[19:09] 他们是真的有被NV所用
[19:11] 真的用在NV上面
[19:13] 真的用在AI伺服器上面
[19:14] 相反的这一挂
[19:15] 他们就是所谓的跟着涨的
[19:17] 所以一样啊
[19:17] 被动元件里面
[19:18] 也可能有些是跟着涨的
[19:19] 但我觉得
[19:20] 我今天看被动元件
[19:21] 其实有些跟着涨
[19:22] 其实还在涨停
[19:23] 所以我觉得基本上
[19:24] 我说你说市场死了没有
[19:25] 我觉得是还没有
[19:26] 还没有
[19:26] 为什么
[19:27] 因为连跟涨的都还可以拉涨
[19:29] 你就告诉你说市场
[19:29] 还是有一个
[19:30] 很多想要把钱投进去的一个心态
[19:34] 所以我觉得现在就是
[19:35] 有一点点的趋于保守
[19:38] 但是做多的意愿还很强
[19:40] 也就是说
[19:41] 这个赌场其实是没有关灯的
[19:43] 还有很多人还在里面赌
[19:45] 只是有人累了
[19:46] 可能觉得说我先回去睡一下
[19:47] 就形成这样的气氛
[19:49] 再加上因为上个礼拜
[19:51] 上个礼拜吗
[19:52] 前几天00919
[19:54] 他刚好进行了一个换股
[19:55] 他是高股息
[19:56] 所以他去买了一些高股息的股票
[19:58] 他让市场误以为
[20:00] 投信在买这些高股息的股票
[20:01] 不是的
[20:02] 他纯粹只是高股息的基金
[20:04] 在做调节持股的动作
[20:06] 你要观察一下
[20:07] 他如果换完之后
[20:09] 如果他连续三天都没有持续在大卖
[20:11] 那告诉你那就是假的
[20:12] 他不是真正的一个厂多
[20:14] 所以你还是要留意一下市场的变化
[20:17] 那再来就是因为快要进入六月
[20:19] 所以我们看到像0091
[20:21] 他就一直在卖台广店
[20:22] 他一直在买大型
[20:24] 他一直在买广达
[20:25] 所以告诉你其实他们也是在想要
[20:27] 开始降低一点小标股的部位
[20:30] 然后拉高一点大全职的比重
[20:32] 对你看像我们上次有讲到像这个
[20:36] 微影其实他今天表现还不错啊
[20:40] 就是你看他虽然是高价股
[20:42] 然后也算是一个大市值的公司
[20:44] 他今天收法也没有很差
[20:45] 所以我觉得现在这个盘是
[20:47] 你要会操作
[20:49] 你要会买
[20:51] 因为他不是真的走空
[20:52] 真的走空凯克就叫说
[20:54] 就会叫你说赶快跑了
[20:55] 但是我觉得也没有
[20:57] 好震荡是正常的
[20:59] 如果近一个月
[21:00] 我想手上有高股息ETF的朋友感受是特别的棒最近一个月以吴越来说的话高股息是跑赢市值也跑赢几乎所有的主动市
[21:12] 这是一个很有趣的事
[21:13] 但我觉得它是一个很正常
[21:15] 也不正常
[21:16] 是昨天有在聊这个事情
[21:17] 当然因为刚刚讲到的
[21:19] 国巨 联发科 甚至大立光
[21:22] 这类型以前你可能很容易变成是
[21:25] 这种高权值的价值股
[21:27] 都已经喷上来
[21:28] 喷个两倍三倍
[21:29] 所以高股息跑上来
[21:30] 但是我觉得大家还是一样的道理
[21:32] 昨天已经讲很多了
[21:32] 就是如果您是喜欢现金流的
[21:35] 我觉得您再去考虑
[21:36] 这类型的商品
[21:37] 不要把这个一时之间
[21:39] 好像西插双转
[21:40] 变成永远的事情
[21:41] 那反之呢
[21:43] 最近你可能会对主动式的
[21:44] 觉得相对失望些
[21:45] 没有跑那么快了
[21:47] 但你也不要忘记
[21:48] 过去只要多头是
[21:49] 中小型股在点火的时候
[21:51] 主动式就是跑非常快
[21:52] 所以每一次会有局势的不同
[21:54] 但到底你的核心部位
[21:56] 要建立在哪些东西上面
[21:57] 是很重要的
[21:58] 那当然刚刚想要请教凯哥的
[22:00] 就是到底记忆体的价格
[22:02] 会卡住AI的发展吗
[22:04] 因为我想最差最差
[22:06] 到了2027 2028
[22:08] 说实话
[22:08] 你说机体有没有在扩产
[22:09] 有
[22:10] 只是不会在这两年出来
[22:11] 可是2728之后
[22:12] 机体自然就
[22:13] 一定会有新的产能开出来
[22:15] 也许那时候价格
[22:16] 就会来到一个平衡点
[22:17] 现在当然华尔街很多人在说
[22:19] 也许这个价格的降落点
[22:21] 会比较提早出现
[22:22] 因为现在大家都在抗议
[22:24] 好
[22:25] 这时候到底我们干脆就
[22:27] 狠狠地拥抱机体
[22:29] 狠狠地拥抱AI股
[22:31] 还是我们要留意
[22:32] 短线上面
[22:33] 他们就是会有一个纠结痛苦期
[22:35] 阻碍了AI大厂
[22:36] 在投入上面的想法
[22:38] 我觉得这就回应到
[22:40] 我刚刚在讲说
[22:41] 我们这次在Computex里面
[22:42] 看到一个东西是很奥妙的
[22:44] 奥妙奥妙
[22:45] 就是在NV的发展的过程里面
[22:49] 大家都知道说
[22:51] 它这个世代的东西叫Rubin
[22:53] 对
[22:53] 但是我想大家应该不知道
[22:55] Rubin就NV的发展过程里面
[22:58] 它算是一个短期的
[23:00] 寿命的产品
[23:01] 又是一个替代性
[23:02] 过渡性商品
[23:03] 过渡性商品
[23:04] 所以它可以容忍
[23:05] 好像以前聊过
[23:06] 它从原本的两片变成一片
[23:08] 就是虽然效能不能完全解
[23:10] 但是因为它就是时间到了
[23:12] 它要出这个产品
[23:14] 所以它就不管
[23:15] 反正我就是
[23:16] 可以用我就先用
[23:18] 所以同样的
