[00:00] 欢迎收听赵华语古惑仔第1100集
[06:49] 大家也知道
[06:50] 过去这一年呢
[06:51] 其实有很多的时间
[06:53] 科技七熊七巨头
[06:55] 是在睡觉
[06:56] 是在整理休息
[06:57] 那那段期间呢
[06:58] 就让他们从原本的
[06:59] 相对高位阶
[07:00] 而且高本益比
[07:01] 那经过了整理之后
[07:03] 但是他们的营收跟获利
[07:04] 还在往上
[07:05] 所以他们的评价呢
[07:06] 也慢慢的就回归到呢
[07:07] 均值的常态了
[07:09] 所以现在呢
[07:09] 美股的S&P500呢
[07:10] 其实他本益比也不贵
[07:12] 所以我觉得呢
[07:13] 现在当然呢
[07:14] 有一些坏消息
[07:15] 慢慢的开始聚集了
[07:16] 这个待会我们再来提
[07:18] 但是我觉得很重要
[07:19] 前提就是
[07:19] 当然我会碰到震荡
[07:21] 我会碰到下跌
[07:22] 我会碰到套牢的时候
[07:23] 其实每次我就静下心来想一想
[07:24] 把我的圣经
[07:26] 或我的佛珠拿出来
[07:27] 也就是呢
[07:27] 基本面仍然强
[07:29] 然后估值没有高估
[07:31] 那这中间的回荡震荡
[07:32] 接下来就是考验
[07:34] 人的情绪管理跟呢
[07:36] 你包括资金配置在内的一些
[07:38] 操作的这个战术层面
[07:40] 好
[07:40] 因为现在的利空
[07:42] 你说有没有跟第一季
[07:43] 有明显的不一样
[07:44] 更严重
[07:45] 个人觉得没有
[07:47] 但是刚刚提到的
[07:48] 我自己会比较担心的是
[07:49] 毕竟又多涨了一万点
[07:51] 然后第一季的基起是如此之高
[07:53] 第二季能不能延续激情
[07:55] 我想这个就是盘面上资金来来去去
[07:58] 很正常的一个逻辑跟循环
[08:00] 并不是说第一季你就没有通膨问题
[08:02] 三月会跌不就是因为通膨问题吗
[08:05] 因为美伊战争的开打
[08:06] 现在美伊战也还没有一个定论
[08:08] 不过事情就是这样
[08:10] 它就会在议题上慢慢顿化
[08:12] 可是你说美伊战会不会像以前的乌二战
[08:15] 它的影响盘面的时间拉得比较长
[08:19] 其实这个也是不无可能
[08:21] 不过那时候乌二战的时候
[08:23] 还伴随着
[08:23] 因为大家囤货囤到一个最高点
[08:26] 所以通膨是一个爆发式的往上跑
[08:28] 大家还记得吗
[08:30] 那时候我们讲CPI的年增率
[08:32] 是8个百分点
[08:33] 甚至考虑有9个10个百分点
[08:36] 这样的危机都出现
[08:37] 那现在是3.8个百分点
[08:40] 也不低
[08:41] 可是离那个时候不一样
[08:43] 当然我也必须讲
[08:44] 通膨一直是我们今年很关注的一个议题
[08:47] 在三月的时候
[08:48] 说实话没有人可以很笃定的告诉大家
[08:51] 没问题啦
[08:52] 只要这个每一站烧环啊
[08:55] 顿化啊
[08:56] 台股就会喷
[08:57] 其实喷一万点也不是我们能想象的
[08:59] 只是当时会去评估综合考量
[09:02] 如果通膨没有失控
[09:04] 没有到一种失控
[09:05] 那可能在AI的带领下
[09:08] 狭带着我们非常非常厉害的基本面
[09:11] 因为我们AI红利吃好吃嘛
[09:12] 这个大家都知道
[09:13] 那他就有機會回暖
[09:15] 可是說實話我那時候覺得回暖
[09:16] 也許就再度去挑戰
[09:18] 三萬五三萬六
[09:19] 也沒想到會到四萬二
[09:21] 所以股市就是這樣子
[09:22] 當一些預期的利空拿掉的時候你也噴得很快可是當預期的利空跑回來的時候也會有壓力那通膨是不是杀手我想通膨绝对是杀手但是当它杀下来的时候我们跟这个威良拿的圣经
[09:35] 跟佛珠一样
[09:36] 它会杀到一个
[09:38] 你的基本面有支撑的平衡点
[09:40] 然后到时候再看市场上的想法
[09:42] 如果又乐观了起来
[09:44] 假设到了第三季了
[09:45] 大家乐观了起来
[09:46] 酝酿第四季
[09:47] 通常年底会有行情嘛
[09:49] 资金又通通跑回来了
[09:50] 想法一扭转又会多不一样
[09:52] 但是短线上也必须跟大家讲
[09:54] 例如说像最近
[09:55] 围台的气氛
[09:56] 就因为可能三月
[09:58] 就是每次跌都已经减了之后
[10:00] 一个月后就证实会赚
[10:01] 那大家要思考
[10:02] 如果这一次减了之后
[10:04] 不是一个月后就赚
[10:05] 大家承受得了承受不了
[10:06] 因为这也是一个资金
[10:08] 在心理逻辑上
[10:09] 会不会人踩人的问题
[10:10] 因为一个月就回暖了
[10:12] 所以当时减的人
[10:13] 可以很快就证明我对
[10:14] 很有信心
[10:16] 导致这一次一回涨
[10:17] 大家会发现
[10:18] 运营进去减的人变得更多了
[10:20] 会觉得上次一个月就
[10:22] 就证实了
[10:23] 那如果这一次震荡是一个月
[10:25] 两个月
[10:25] 三个月
[10:26] 大家还有信心吗
[10:27] 我觉得这个是我现阶段
[10:28] 会比较思考的一个问题
[10:30] 当然其实谈到一个重点
[10:33] 关键字就是通膨
[10:34] 那因为呢
[10:35] 这一次这个男人要来了
[10:37] 就是wash
[10:38] 六月了对
[10:39] 好是wash
[10:40] 我以为这个男人
[10:42] 先讲这个男人
[10:43] 先讲五月是wash
[10:44] 这个男人要来了
[10:46] 我们就被wash了嘛
[10:47] 那因为呢
[10:49] 其实全球资产价格的定价之毛
[10:53] 就是美国的公债殖利率
[10:55] 所以这个简单来说就是说
[10:57] 当市场开始担忧通膨会增温
[11:00] 美国的公债殖利率
[11:03] 也已经明显的开始往上篡高之后
[11:06] 那会导致一些过去可能比较受惠于
[11:09] 高本益比平价的一些产业或个股
[11:13] 股价就会开始出现下修了
[11:15] 那我觉得蛮典型的一个范例就是
[11:17] 最近的光通讯的股票
[11:19] 其实本质上
[11:21] 你说像目前的一个光通讯
[11:24] 难道有人说
[11:25] 现在是同退光也退了吗
[11:28] 并不是
[11:28] 仍然是同退光进
[11:30] 或者说这整个上游的一个累金
[11:32] 仍然是缺货涨价的战略资源
[11:35] 这些在基本面上面
[11:36] 是没有发生改变的
[11:37] 可是糟糕就糟糕该在
[11:39] 他们因为过去大家也知道
[11:41] 是因为市场信心强的时候
[11:43] 提前去反映
[11:45] 可能2027 2028
[11:47] 而且我觉得最妙
[11:48] 比如说像3081联亚
[11:49] 它是法人最高目标价
[11:51] 是已经给予
[11:51] 用2029年的EPS来算的
[11:54] 所以这代表就是说
[11:55] 他们享受比较高的溢价
[11:56] 可是这个时候
[11:57] 因为看到
[11:59] 美债的殖利率
[11:59] 往上反弹的时候
[12:00] 其实本益比的下修
[12:02] 往往就会
[12:03] 对于这些
[12:04] 过去估值比较高的
[12:06] 高科技股
[12:06] 它会带来
[12:07] 相对比较大的压力
[12:08] 因为其实
[12:09] 联准会新任主席
[12:11] 瓦许上台之后
[12:13] 他可能会有一些
[12:14] 跟过去的历届联总会主席
[12:16] 比较不一样的
[12:17] 算是大刀阔斧改变的做法
[12:20] 包括就传出说
[12:21] 他未来可能不想再去公布
[12:23] 这所谓的利率点证图
[12:25] 大家其实在预估
[12:26] 利率的方向的时候
[12:28] 这算是一个
[12:29] 相当重要的参考依据
[12:30] 以后有点像是
[12:32] 关灯摸黑交易了
[12:33] 所以我觉得一时之间
[12:35] 不管是债券市场
[12:36] 或者尤其是股票市场
[12:38] 大家会有点找不到
[12:39] 现在合理的价格该怎么算
[12:41] 因为如果以后不知道
[12:42] 升息跟降息这个方向
[12:44] 因为你说
[12:45] 现在看到这个油价
[12:46] 像布兰特原油
[12:47] 又涨到大概109
[12:49] 110附近了
[12:49] 所以这个三月份的时候
[12:51] 大家是担心
[12:52] 油价会冲很高很高
[12:54] 但现在可能不是担心冲很高
[12:56] 但是怕的是
[12:57] 会维持在这个三位数以上
[12:59] 很久很久
[13:00] 没错没错
[13:01] 所以有一派的声音是认为
[13:04] 今年可能
[13:04] 不要再想降息了
[13:06] 搞不好告诉你
[13:07] 有一半可能会升息
[13:09] 但是也仍然还是有一派认为
[13:11] 今年停止降息之后
[13:12] 明年还会未完待续
[13:14] 继续这样
[13:15] 那无论如何
[13:16] 其实跟大家讲
[13:17] 现在呢
[13:17] 我觉得五月份
[13:18] 甚至到六月份
[13:19] 会开始暂时处于在一个
[13:21] 摸不透利率方向
[13:23] 然后呢
[13:23] 对通膨没有把握的这种
[13:25] 比较混沌的时代
[13:27] 所以有一些个股呢
[13:29] 我觉得不是它不好
[13:30] 但是在这个时候
[13:31] 就是稍微要调整一下
[13:33] 保护自己
[13:33] 你可能还是要找就是
[13:35] 本益比比较安全范围内公司
[13:37] 作为呢
[13:37] 现阶段操作的重点
[13:39] 我也觉得说
[13:41] 第一季那时候信心比较足
[13:43] 到了第二季还是要正视一下
[13:45] 因为我们又再涨了一段
[13:47] 已经美股也跟上来了之后
[13:49] 的下一步
[13:50] 因为我非常认同
[13:52] 刚刚魏长讲的一句话
[13:53] 也是我刚刚讲的嘛
[13:54] 上次一个月
[13:55] 你可能就突然又涨了一万点
[13:56] 你觉得减都减对了
[13:58] 那如果这一次高油价
[13:59] 是维持了一段时间呢
[14:00] 而且我觉得有一件事情啊
[14:02] 我一直有放在心里面
[14:03] 就是当初一直觉得
[14:05] 美国的高利率环境
[14:06] 为什么都没有出问题
[14:08] 当然后来有解答
[14:09] 解答就是
[14:10] 美国有一些AI股实在太厉害了
[14:12] 他们不断的成长
[14:14] 财报也好
[14:15] 资本支出也高
[14:16] 而且这个军备竞赛
[14:17] 看起来也没有办法停止的情况下
[14:19] 只能硬着头皮继续这样做
[14:21] 而AI的应用确实也开始越来越
[14:24] 就是普及到我们的身边
[14:25] 真的我现在手上就有
[14:27] 至少三个AI的
[14:28] 可以对话的APP
[14:29] 所以真的是在落地的上面
[14:32] 有越来越普及的现象
[14:34] 所以他就有一点点去把
[14:36] 一直在高利率环境下
[14:39] 其实对于大家的资产
[14:40] 是有点不健康的这个问题
[14:43] 给消弭掉
[14:44] 可是它造成了一个
[14:45] 所谓的K型经济
[14:46] 如果你不会用AI
[14:47] 甚至我们昨天
[14:48] 同学在聚餐聊到
[14:50] 大家都在很知名的大企业
[14:52] 而且是AI用得很好
[14:54] 获利也很好的大企业
[14:55] 但那个企业还在裁员
[14:57] 对
[14:57] 因为他们可能也用AI
[14:59] 节省了一些人力
[15:00] 也觉得
[15:01] 我现在不需要像以前
[15:03] 以前说实话
[15:04] 顶的这些工作背景的人
[15:05] 要跳槽什么
[15:06] 要加薪什么
[15:06] 太简单了
[15:07] 现在不是
[15:08] 都冻结
[15:09] 对
[15:10] 所以我会觉得
[15:11] 这些事情
[15:12] 会让投资这件事
[15:13] 变得非常重要
[15:14] 所以我们要认清楚
[15:16] 现在的局势
[15:17] 我也觉得
[15:18] 这一次有可能
[15:19] 震荡会比三月来得久
[15:22] 会比三月来得久
[15:23] 那他们会说
[15:24] 那赵华为什么你好像
[15:26] 看你脸书有写
[15:27] 这次破约线
[15:28] 你还是就开始剪
[15:28] 对
[15:29] 那叫做开始剪
[15:31] 剪得比较舒服
[15:32] 因为我不喜欢往上追
[15:34] 往上追都是
[15:35] 今天真的好疯
[15:37] 今天四万二了
[15:38] 结果我手上的持股
[15:40] 就像前面讲的
[15:42] 三万多的时候减太少了
[15:44] 那我就买个一两张
[15:45] 一死一死
[15:46] 我会有这样的心情
[15:47] 可是我自己非常清楚
[15:48] 知道这个行为叫追高
[15:50] 那这个好处是
[15:51] 如果他又从四万二变四万五了
[15:53] 四万五变五万了
[15:53] 你又想幸好我又买一点
[15:55] 可是现在回档了
[15:56] 回头了
[15:57] 那就是你开始往下平滑
[16:00] 你成本的机会就来了
[16:01] 但他完全取决于
[16:04] 你现在手上的资产
[16:05] 到底有多满
[16:06] 以及你的高风险资产
[16:08] 高波动资产
[16:09] 和你想要当作核心的资产
[16:11] 你到底配的是一个什么样的情形
[16:13] 假设你思考
[16:14] 接下来会再叠个三五千点
[16:16] 你是感到害怕
[16:17] 那可能就是你的资产
[16:19] 和高波动的东西放得太多了
[16:22] 而你是觉得兴奋
[16:23] 那不错啊
[16:24] 因为代表说
[16:25] 你会是很有纪律的
[16:27] 按部就班的
[16:28] 去把你的核心资产布建起来的
[16:30] 所以我觉得
[16:30] 每一个人面对风险
[16:32] 跟环境的应对能力是不一样的
[16:35] 必须思考这件事
[16:36] 所以看起来我觉得
[16:38] 这一波的一个下跌
[16:40] 我觉得大家当然还是可以有这种
[16:42] 想要逢低去建立仓位
[16:44] 或者是说逐步加码的一个想法
[16:46] 不过就是还是要注意一下
[16:48] 因为我觉得
[16:49] 因为现在的行情波动很大
[16:51] 所以涨的时候
[16:52] 台股现在很容易就是
[16:54] 一波给你快速的反应攻到顶
[16:57] 然后甚至变成
[16:57] 就一个月就上去了
[16:58] 超涨都有可能
[16:59] 但同样跌的时候也是一样
[17:01] 因为我觉得
[17:02] 一方面是因为
[17:03] 现在有很多的城市交易
[17:04] 所以像今天刚好就算是
[17:06] 已经快速来回撤月线了
[17:08] 那也许明天或这个礼拜
[17:11] 会不会就把月线跌破
[17:13] 那因为一旦跌破的话呢
[17:15] 当然它会让整个投资价值是浮现
[17:17] 不过呢
[17:18] 有些城市交易可能就进一步
[17:19] 它会再进一步再去追砍追杀
[17:21] 对听顺
[17:22] 那再来就是说呢
[17:23] 也要去留意一下
[17:24] 就是我觉得ETF这个力量
[17:27] 对台股它带一个非常
[17:29] 重大而且长远的影响力
[17:31] 好我们再来探讨一下
[17:32] 到现在大家还是很担心
[17:34] 因为这个403A这个挂牌
[17:36] 规模一下就涨到1400 1500
[17:38] 等一下去看一下
[17:39] 最新可能还在涨大
[17:40] 然后就破发了嘛
[17:42] 就很多人会拿940来对比
[17:44] 那我们常常
[17:45] 因为威良是投信出身的
[17:47] 我们常常在探讨这个问题
[17:48] 所以我也想听听你的意见
[17:49] 现在还是非常多人会说
[17:51] ETF会造成人踩人的问题浮现
[17:54] 然后所以高价股就砍得特别用力
[17:56] 我觉得正常如果ETF呢
[18:00] 是在台湾慢慢慢慢
[18:01] 有这个知识普及推广之后呢
[18:03] 比较一个健康发展的话
[18:05] ETF绝对对整个股市是利大于弊
[18:08] 就是它会形成是一个
[18:10] 比较稳定的买盘
[18:12] 因为如果过去来讲的话
[18:14] 会去买ETF
[18:15] 尤其是只有在
[18:16] 被动式ETF的年代当中
[18:18] 大部分几乎都是以
[18:20] 存股跟长期投资
[18:22] 长期持有的策略为主
[18:23] 所以大家会变成说
[18:25] 涨我也不卖
[18:26] 但跌我会继续加码
[18:27] 然后定期定额
[18:28] 更是持续的扣下去
[18:30] 所以我上一次
[18:31] 也曾经跟大家分享一个
[18:32] 可能让大家很意外的数字
[18:34] 我说光是0050这一档ETF
[18:37] 不要小看说每个人可能
[18:39] 3000 5000在定期定额扣款
[18:41] 其实呢我们全台湾加起来
[18:43] 定期定额光0050
[18:45] 一个月就扣100亿了
[18:46] 这代表就是说呢
[18:48] 再怎么样一年当中
[18:50] 至少就有1200亿来自于
[18:52] 0050的头信买盘所以下档应该是有称不过呢因为我们看到最近就是ETF蓬勃发展那整个所有的ETF这个在台湾的受益人是超过1740万人
[19:05] 那当中如果有投资台股相关
[19:07] 任何主被动ETF
[19:08] 是超过1600万人
[19:10] 那这1600万人
[19:12] 我们必须老实讲
[19:12] 他对于ETF的认知或投资的经验
[19:16] 大家就会有高低不同了
[19:18] 所以有些人如果可能觉得说
[19:20] 我本来以为ETF也可以呢
[19:21] 潮潮短线
[19:22] 买了然后过几天上去就赚
[19:24] 就现在跌了
[19:25] 他可能就会怕
[19:25] 他跟以前在存ETF的人的想法
[19:28] 是不一样的
[19:29] 存股的人跌下来
[19:30] 你看我们地缘政治风险的时候
[19:32] 这个ETF还爆量
[19:33] 像林文宜就低档爆量
[19:35] 可是如果是
[19:36] 他想要短进短出
[19:37] 或者说只是有一点跟风
[19:39] 正格热度
[19:40] 大家买981我也买
[19:42] 大家买403我也买
[19:43] 但是一点他可能就觉得受不了
[19:45] 受不了他一卖的时候
[19:46] 好重点来了
[19:47] 因为ETF我们上次讲的是一个
[19:49] 本来是正向循环的永动机
[19:51] 大家申购规模放大
[19:53] 经理人拿了钱
[19:54] 又去买股票
[19:55] 股票涨
[19:55] 然后让市场就不断的垫高往上
[19:58] 可是一旦反向力量形成的时候
[20:00] 同样ETF它在做减码的时候
[20:02] 也没在手软的
[20:04] 尤其是被动式
[20:05] 被动式只要一减码
[20:06] 那个是完全就是
[20:08] 也是城市交易
[20:09] 一件杀百档
[20:11] 一件杀五十档的
[20:12] 被动式的话
[20:13] 因为它有一个定期换股机制
[20:15] 所以它一旦要换
[20:16] 或者是它一旦触动了
[20:18] 他要把它砍掉的时候
[20:19] 他真的就是电脑就
[20:20] 没有像经理人
[20:22] 没有像人选的
[20:24] 他是电脑选的
[20:25] 那刚刚我又看一下
[20:26] 昨天到昨天为止
[20:28] 00403A是已经到了1700多亿
[20:30] 他已经就是台股第二大的
[20:32] 主动市ETF
[20:33] 因为师姐太强
[20:35] 所以这个同门的师弟
[20:37] 就显得大家非常非常的青睐
[20:40] 到底主动市ETF
[20:42] 会不会变成人才人
[20:44] 我还是个人觉得
[20:45] 虽然他的规模长得真的非常大
[20:47] 可是以目前台股一兆元的成交量基本盘来说
[20:51] 我觉得他还不至于
[20:53] 但他会不会造成某一些股票人才人
[20:55] 我觉得会
[20:55] 我觉得这个要分别
[20:57] 就是你说这些主动式的ETF因为盘不好
[21:00] 他就会造成整个台股崩跌
[21:02] 因为我们台股的核心叫做台积电
[21:05] 而且虽然放宽了主动式ETF跟基金的上限
[21:08] 到25%单一持股就台积电条款
[21:10] 但事实上大家都还没有明显的动作
[21:13] 所以台积电现在hold在那里
[21:15] 它就是一个
[21:16] 真的是富国深山
[21:17] 因为它的评价合理
[21:19] 不是说评价合理就不会跌
[21:21] 可是它下跌有限
[21:23] 而且你不会认为
[21:24] 台积电会跌到腰斩
[21:25] 跌到下市吧
[21:26] 不太可能有这样的想法
[21:27] 所以有这样一个东西
[21:29] 定在那里的时候
[21:30] 整个大盘
[21:31] 你说要变成一个大崩盘的情况
[21:33] 以目前台积电的成长的态势来说
[21:35] 并不容易
[21:36] 就算有什么Intel
[21:37] 三星
[21:38] 什么分时订单
[21:39] 我想至少以精明两年
[21:42] 我觉得都不太容易
[21:43] 撼动台积电任何的业绩
[21:44] 更何况他自己法说会上
[21:46] 是已经讲出未来五年的愿景
[21:47] 可是对于某一些的中小型高价股
[21:51] 确实他可能就会产生人踩人的问题
[21:54] 一卖就卖到跌停
[21:55] 一买就买到涨停
[21:56] 我觉得这个是大家在操作个股上面
[21:58] 一定要非常留意的一件事情
[22:00] 可能会造成某一些股票的股灾
[22:03] 但是我觉得说要人踩人到整个台股崩
[22:06] 我觉得不会
[22:07] 但是如果今天美股因为通膨的问题
[22:10] 因为他们资本支出出问题
[22:12] 因为假设521挥打财报
[22:14] 或是展望不好
[22:15] 通常不会
[22:16] 而出问题
[22:17] 像这种问题
[22:18] 它就会变成一个世界性的问题
[22:20] 不是只有台股的问题的时候
[22:21] 那不管你是主动式ETF
[22:23] 被动式ETF
[22:24] 你是自己买个股
[22:25] 你是干嘛
[22:25] 你都无法幸免于难
[22:27] 我觉得这是两件事情
[22:29] 不是因为主动式ETF成长太快
[22:31] 就会导致台股崩盘
[22:32] 还是要看美股跟总体经济的脸色
[22:35] 才是最大的力量源头
[22:37] 而且我觉得很多对于台积电的资金面
[22:40] 或者说所谓筹码面的影响
[22:42] 其实真的都不用过度放大
[22:45] 因为它真的市值跟成交规模
[22:47] 实在太大太大了
[22:48] 台积电每一天的一个成交金额
[22:50] 都是上千亿元的
[22:52] 所以你想一档ETF
[22:54] 就算是上千亿
[22:55] 已经是超大规模了
[22:56] 可是它也当然不是
[22:57] 一千亿全部来买台积电
[22:59] 也许当中的一成
[23:00] 或15%或多少
[23:01] 所以其实这个
[23:02] 对于台积电的最后影响
[23:04] 都是明显被稀释掉
[23:06] 不过今天刚好有看了一下
[23:07] 就是说现在台股
[23:09] 虽然说今年这个行情
[23:11] 还是这么样的精彩
[23:12] 这么样热闹
[23:13] 不过大家真的要分清楚
[23:15] 就是你到底是属于
[23:16] 选择多头热门股的这一派
[23:19] 还是选择冷门价值股的那一派
[23:22] 因为台湾目前如果按照
[23:24] 技术面的年限来定义多空的话
[23:27] 年限之上叫多头
[23:28] 年限之下叫空头
[23:30] 我发现现在竟然有53%的公司
[23:33] 是跌破年限的
[23:35] 这些公司其实就蛮冷门的
[23:37] 它可能在年限之下
[23:38] 慢慢的盘整
