[00:00] 欢迎收听赵华谊古惑仔第1157集
[09:53] 但我今天测试是
[09:54] 两分钟现在是一律要圈存
[09:56] 用我的下单软体
[09:58] 因为之前有人问我
[09:59] 把我问倒了
[10:00] 他说这个两分钟分盘的话
[10:02] 是不是就不用圈
[10:03] 因为以前我的五分钟不用圈
[10:05] 二十分钟要圈
[10:06] 所以我也是很犹豫
[10:07] 然后我上网爬文
[10:08] 就大家都讲的不一样
[10:09] 所以我今天干脆自己亲自测试
[10:11] 要
[10:12] 我今天有被要求要捐赠
[10:14] 就顺便讲一下
[10:16] 但是春湖真的猛
[10:16] 然后春湖涨上去之后
[10:18] 网路上有很多讨论
[10:19] 例如说因为
[10:20] 就是我们讲
[10:21] 它是一家做硬体的嘛
[10:23] 就滑轨
[10:23] 对啊
[10:24] 所以制造业
[10:25] 那所以就很多人说
[10:26] 这个台湾制造业的福利
[10:28] 其实那时候
[10:29] 骑虹涨上来
[10:30] 建策涨上来
[10:30] 我也看到很多类似的讨论
[10:32] 那当然也衷心的希望
[10:34] 这些公司的股价
[10:35] 在翻了这么多倍
[10:36] 十倍以上之后
[10:37] 可以让员工感受到
[10:39] 更好的薪资跟福利
[10:41] 帮忙讲一下
[10:42] 因为现在我们都很喜欢华翠
[10:44] 只要涨上来
[10:45] 他们就会讲说
[10:46] 老板怎么样
[10:46] 这个待遇怎么样
[10:48] 因为以以前的环境
[10:50] 确实就是大家很省
[10:51] 然后制造业
[10:52] 我们台湾的干是最厉害的
[10:55] 头脑也很厉害
[10:56] 研发也很厉害
[10:56] 但干也很厉害
[10:57] 所以我就看到好多
[10:59] 对于川湖的讨论
[11:00] 但我觉得是这样子
[11:02] 我觉得基层
[11:03] 或是在公司里的员工
[11:05] 我们往往听到的
[11:06] 真的都会是比较负面的声浪
[11:08] 可是对于老板
[11:09] 他缴出来的这个财务成绩
[11:12] 如果是一个非常受到肯定的
[11:14] 再加上现在看起来
[11:15] 法人盘实在太明显了
[11:16] 对
[11:17] 那我们就要以投资的角度
[11:19] 给他肯定
[11:20] 那我看到下面有很多的回复
[11:22] 就讨论说
[11:23] 那你就不要当他的员工
[11:24] 你就当他的股东
[11:25] 其实是有道理的
[11:27] 我们之前有跟大家分享
[11:29] 在这种K型社会
[11:30] 我也常会收到
[11:32] 有些朋友会聊到说
[11:33] 这种被剥夺感很重
[11:35] 自己的产业在这一波
[11:36] 根本就不受惠
[11:37] 那有的人会觉得
[11:39] 他也很难说
[11:40] 可以进入到科技
[11:42] 因为我也想
[11:42] 可是就是这辈子
[11:44] 可能没那条件
[11:45] 那你就可能是在
[11:46] 你身处的产业里面
[11:47] 努力之外
[11:48] 你就投资这一些
[11:50] 受惠于AI的产业
[11:52] 我觉得他就能够
[11:53] 达到一个平衡
[11:54] 所以我觉得
[11:55] 也可以当他的员工
[11:56] 希望他对员工越来越好
[11:58] 也可以当他的股东
[11:59] 虽然他的股价
[12:00] 现在贵到一般人
[12:02] 可能有点难以参与了
[12:04] 对啊
[12:04] 所以我觉得其实
[12:05] 因为如果大家
[12:07] 有待過上市站會不會有公司啊
[12:09] 就是你就是員工的話
[12:10] 都可以利用公司的認股制度
[12:12] 其實都可以買到比較便宜的公司的股價
[12:15] 可能有一些公司打七折賣你啊
[12:17] 那有的時候每年看你的績效表現
[12:19] 會配股配息啊
[12:20] 我覺得這些都對員工的激勵
[12:23] 所以如果員工真的就是有
[12:25] 持有很多川湖自己的股票的話相信工作起來會更加的努力因為會伴隨你的股價成長而讓你的財富有所成長但我們會回到為什麼川胡那麼強其實很簡單嘛
[12:36] 就是他是在全球AI事務界
[12:37] 那邊滑軌的龍頭
[12:39] 而且有點獨家的味道
[12:41] 對 獨家
[12:41] 那我其實因為我最近剛好在裝潢嘛
[12:44] 然後我就聽到
[12:45] 他們設計師同業就說
[12:47] 因為以前他們那種川胡
[12:48] 是這種儲具的滑軌
[12:50] 是
[12:51] 就會高階嘛
[12:52] 所以大家會覺得不可思議啊
[12:53] 對 然後就有一些設計師
[12:55] 就那种做这种系统贵的工班
[12:57] 就有些人真的是因为
[12:59] 就是大家翻到设计
[13:00] 都在买川湖的滑轨
[13:01] 用在这个储蓄的设计上面
[13:04] 就去买了川湖的股票
[13:05] 真假啦
[13:06] 然后后面就就地就可以退休了
[13:08] 哇塞
[13:09] 对所以你说装潢业
[13:11] 其实跟川湖也很有关嘛
[13:13] 不是我们这些
[13:13] 如果是屋主们
[13:14] 根本不会知道
[13:15] 对因为没有那么严重
[13:17] 那时候就已经听说
[13:18] 川湖滑轨很厉害了啦
[13:20] 就是这个国内的品质
[13:22] 不输给国外大厂
[13:23] 对那只是说
[13:24] 不知道后面变成伺服器
[13:25] 这是他的主页
[13:26] 是
[13:27] 对但是我们就回归到刚刚讲的
[13:29] 如果台股有越来越多这种公司
[13:31] 尤其是产业龙头
[13:32] 在创立新高的话
[13:34] 那我觉得其实对于
[13:35] 接下来台股的一个
[13:36] 族群多方轮动
[13:38] 就会更有信心
[13:39] 那当然会跟大家讲
[13:40] 不是所有股票都能够回到
[13:42] 像创有那么强
[13:43] 回到历史新高
[13:43] 是
[13:44] 对还是要回归到
[13:45] 就是他们的业绩
[13:46] 跟他们位阶
[13:47] 跟后续法轮筹码
[13:48] 能不能搭配得上
[13:50] 那刚刚提到
[13:51] 你可以看到这一波
[13:52] 最先修复股价
[13:53] 回到多方軌道都是高價股
[13:55] 所以就代表說這一波高價股
[13:57] 雖然說前波也是修正的很兇
[13:59] 但因為他們可能在所謂產業的
[14:01] 護城河構成
[14:02] 那相關的反正籌碼又夠集中的話
[14:05] 他們就會率先回到多方軌道
[14:07] 那當然他會覺得說高價股
[14:08] 好像有點高不可攀
[14:10] 但我覺得大家不用回形
[14:12] 因為你可以發現到
[14:13] 每一波台股回到多方軌道
[14:15] 都會是高價股先把天花板頂上去的
[14:17] 所以現在天花板最早
[14:19] 有兩檔萬元的股票
[14:20] 那信华也是慢慢回到一万七千多块了
[14:24] 所以真影上
[14:25] 我觉得对于整个台股的一个多方比价
[14:28] 我觉得都有慢慢回到健康的一个状况
[14:31] 因为你看到比方说像维影
[14:33] 大概是点名他可能是第三档的万元股票
[14:35] 目前股价在六千多元
[14:38] 没过购好难过
[14:39] 对你好像知道参与他初选
[14:41] 本来很想参加他初选
[14:45] 可是一直没有看到公布那个日期
[14:46] 就一拖再拖
[14:47] 而且想说毛利率不高
[14:49] 公司应该不会喷吧
[14:50] 就喷了
[14:51] 难过
[14:52] 没关系
[14:52] 我等他分割以后再买
[14:54] 那他的母公司伪创
[14:56] 我觉得也不错
[14:57] 现在伪创股价
[14:58] 也慢慢回到快要200块左右
[15:00] 不一样
[15:01] 对啊
[15:02] 那其实你可以发现到
[15:02] 最近其实这礼拜
[15:03] 你也可以盯一下美超委
[15:05] 他要公布他的财报
[15:06] 那上天他说
[15:07] 他的这个第四季的
[15:09] 第三季的毛率会非常高
[15:10] 所以我觉得这个财报出来之后
[15:12] 对台湾相关的组装代工厂来讲
[15:15] 会有一定的带动的作用
[15:16] 因为在上个礼拜
[15:18] 我其实美股的惠普电脑
[15:20] 股价也来到可能近年的新高
[15:22] 我好久没有关注HPE了
[15:24] 对
[15:24] 那另外一档就是戴尔电脑
[15:26] 股价在上
[15:27] 我记得是7月份有创立新高
[15:29] 所以美股相关做这个
[15:32] 伺服器组装的主要的龙头大厂
[15:34] 股价都已经转强上去了
[15:36] 我觉得这些对于台湾
[15:38] 你说现在好像会觉得台股到4万5了
[15:40] 那你看到很多股票
[15:42] 可能回到历史新高
[15:43] 你会觉得追不下去
[15:44] 但我会发现到
[15:45] 其实台股目前在AI伺服器工业当中
[15:48] 其实有蛮多都是已经先跌的
[15:50] 那也先止跌
[15:51] 你自己去看一下
[15:52] 这个伟创啊
[15:54] 鸿海啊
[15:55] 当然广台比较弱啦
[15:56] 但是像在英业打这些的
[15:58] 甚至华硕
[15:59] 他们其实股价现行
[16:00] 都已经比大盘更强
[16:02] 都已经出现多方排列了
[16:03] 所以我觉得其实来到第三季
[16:05] 但不会说
[16:06] 指数马上就V转创新高
[16:09] 但你会发现到
[16:10] 从族群轮动当中
[16:11] 我觉得最少回到一个
[16:12] 大家比较信任的轨道
[16:14] 就是说
[16:14] 不会像六月七月
[16:16] 都涨那些涨价概念股
[16:18] 你不敢追
[16:19] 现在很多都是有业绩的
[16:21] 业绩创新高
[16:22] 股价慢慢跌高上来
[16:23] 我觉得这对台股的
[16:25] 这种所谓的操作上来讲
[16:27] 大家可能就会更有信心
[16:28] 对
[16:29] 就是从非农讲起来的话
[16:32] 会有一个很奇妙的现象
[16:33] 第一个转折点
[16:35] 我觉得就是亚马逊财报
[16:36] 就是到包括昨天AAOI的财报
[16:39] 你看AAOI其实它第二季
[16:40] 也只是小小转
[16:42] 但是它光通的部门
[16:43] 这个暴增十倍的获利
[16:46] 所以它就翻身了
[16:48] 小小赚
[16:48] 跟台湾的光通一模一样
[16:50] 就是EPS是零点几那种的
[16:52] 就可以了
[16:53] 然后就让它大涨
[16:55] 回到这个亚马逊
[16:56] 因为亚马逊是云端伺服器的业者大厂
[16:59] 对不对
[16:59] 所以前面几家
[17:01] 你会觉得莫名其妙
[17:02] 就感觉上你要猜市场的心
[17:04] 但亚马逊出来之后
[17:05] 就有点定调说
[17:07] 财报好
[17:07] 愿意持续资本支出
[17:09] 只有现金有留付
[17:11] 没有关系
[17:11] 就是要看到你愿意成长
[17:14] 然后愿意撒钱
[17:16] 也有回收就好了
[17:17] 那一天开始气氛逆转嘛
[17:19] 然后到非农
[17:20] 我觉得也是一个气氛逆转
[17:22] 而且转了更明显
[17:22] 因为我们之前讲说
[17:24] 非农啊
[17:24] 你不能太好嘛
[17:25] 太好你就觉得
[17:26] 糟了要升息了
[17:28] 然后也不能太差啊
[17:29] 太差就是呼应的
[17:30] AI要泡沫
[17:31] 大家经济要萧条了
[17:33] 对不对
[17:33] 就非农爆烂
[17:34] 爆烂还是以利多解读
[17:36] 爆烂还是以利多解读
[17:39] 就代表市场上
[17:40] 在上个礼拜
[17:41] 我又做一个决定
[17:42] 就是
[17:43] 明明就感觉不到是利多
[17:45] 他也要大利多
[17:47] 对
[17:47] 亚马逊是利多嘛
[17:48] 对他愿意反应
[17:50] 然后飞龙是
[17:51] 你很难讲他是一个纯利多
[17:53] 可是他决定用利多反应
[17:54] 所以现在市场气氛
[17:56] 就通通跑回来了
[17:57] 然后再加上
[17:58] AOI盘后大涨了
[17:59] 将近10个百分点
[18:00] 这件事情
[18:00] 也带动比较这种
[18:02] 股性活泼
[18:03] 但获利也许没有那么扎实的
[18:05] 等于是
[18:05] 题材的
[18:07] 然后有基本面的
[18:08] 全部就双引擎
[18:09] 就通通回来了
[18:10] 那我觉得今天台股
[18:11] 比较特别的是
[18:11] 还加上了记忆体
[18:13] 我觉得这个是
[18:14] 还是要给汉尔哥讲
[18:16] 这是我可能略微小不懂的
[18:18] 我觉得以美国的外资来说
[18:20] 他们也有点分歧
[18:21] 例如说花旗去调降了
[18:23] 美光的平等
[18:24] 可是高盛却是大力的认为
[18:26] 记忆体已经差不多了
[18:28] 他要重新启动一个新循环
[18:29] 到底我们要看哪一边
[18:30] 我觉得目前来看
[18:32] 我个人看法
[18:33] 因为其实在美国的话
[18:34] 其实也是这种多空开的分杂
[18:36] 其实比较没有像
[18:38] 所谓的今年的上半年
[18:39] 大家对记忆是同声看好
[18:41] 现在到了这个第三季开始
[18:43] 你会发现到蛮多的外资报告
[18:46] 开始讲法开始有一些不同的方向
[18:48] 那我觉得其实总结来看
[18:50] 就是说大家都还是认同
[18:52] 接下来记忆体可能这个缺货涨价
[18:55] 或者说整个一个超级循环
[18:56] 有机会延续到2027年
[18:59] 相关产能开出来之后
[19:00] 才会有后续的一个看法
[19:02] 那主流的说法都还是认为说
[19:05] 记忆体虽然说都大厂在扩产
[19:07] 但是扩产大概年新增产量
[19:10] 大概是20%
[19:11] 但是未来AI需求可能是无限大
[19:13] 所以这个大家是认为
[19:15] 超级循环能够持续的一个
[19:17] 最主要的关键
[19:17] 但另外一派的说法就认为说
[19:20] 机体虽然说可能未来会严重缺货
[19:23] 但是这些所谓的机体的大厂
[19:25] 动辄80几%的毛利率
[19:28] 这个持续性应该没办法更久
[19:30] 所以他们涨价应该会放缓
[19:33] 就要留一点活路给别人走
[19:34] 所以为什么会开始下修
[19:36] 像美光啊
[19:37] 甚至说韩国基底会跌
[19:39] 就是因为大家觉得说
[19:40] 会不会毛利率的高峰
[19:42] 就在今年
[19:43] 那明年虽然说
[19:44] 可能基底都维持高毛利率
[19:46] 像美光
[19:47] 像三星海力士
[19:48] 因为有长约保护
[19:49] 所以他们都认为说
[19:50] 他们未来可能
[19:51] 这一两年之内
[19:52] 毛利率维持在七八十趴
[19:54] 没有问题
[19:55] 但因为市场不喜欢
[19:56] 这样的一个解读
[19:57] 我希望的是
[19:58] 你已经八十几趴毛利率
[19:59] 明年跟我说
[20:00] 可以到九十五趴
[20:01] 到一百趴最好
[20:02] 那当然不可能
[20:03] 有这样的情况嘛
[20:04] 所以我觉得
[20:05] 以现在来看
[20:06] 我会跟大家讲
[20:07] 以这些所谓的花儿街的看法
[20:09] 会认为记忆体
[20:10] 我们只能够说就是
[20:11] 它应该会有价值型的操作的方式
[20:14] 但动人绝对没有光通讯来得强
[20:17] 因为光通讯它的获利
[20:19] 是要等到明后年
[20:21] 那记忆体的这个获利
[20:22] 已经很透明了
[20:23] 大家好像就觉得
[20:24] 就有点类似这个脱光光了
[20:27] 已经没有什么样的想象空间
[20:29] 原来是这样
[20:30] 少了一点点朦胧美
[20:31] 光通比较若隐若现
[20:32] 对若隐若现
[20:33] 你会有想象空间
[20:34] 所以这种所谓的很透明的财报
[20:37] 跟它很透明的毛利成长
[20:39] 甚至说你产能跟需求可以估得出来
[20:41] 也代表说记忆体目前
[20:43] 我认为华尔街主流的看法是
[20:45] 他们认为还是有中长多可以期待
[20:48] 那后面就以财报为主
[20:51] 所以记忆体我觉得现在会比较偏向
[20:54] 价值型的操作在美国部分
[20:56] 但在台股好像不是这样的一个面貌
[20:58] 因为台股的动能在记忆体还很强
[21:00] 对你看今天有这个华邦电
[21:03] 南亞科跟旺宏漲停板
[21:05] 甚至說有看到
[21:07] 金豪科今天股價創造率新高
[21:09] 是歷史新高
[21:10] 歷史新高
[21:11] 然後立成他在禮拜五宣布財報
[21:14] 而且要宣布要庫藏股
[21:16] 對直接開盤就跳空漲停板
[21:18] 所以我們說台股的記憶體
[21:20] 這一波跟國際股是有點脫鉤
[21:22] 那我覺得脫鉤原因也是在於說
[21:24] 因為籌碼的關係
[21:25] 7月份的重災區
[21:27] 所謂的光通訊記憶體
[21:29] 被動元件
[21:30] 一大堆漲價概念股
[21:31] 其实大部分筹码都算是清洗的比较干净
[21:34] 所以我觉得这一波看起来是
[21:36] 不能够说外资或投信大买
[21:38] 但是我觉得主力资金在记忆体有多所琢磨
[21:41] 那就会让他们股价相对比较强
[21:43] 那我觉得时间点大家可能也要去掌握一下
[21:46] 因为毕竟记忆体相关的财报陆续公布完毕
[21:49] 那如果以这个重大的事件来看的话
[21:51] 这个礼拜我记得是礼拜三
[21:53] 有SANDISK的这个投资者会议
[21:56] 对那上个礼拜其实在美股
[21:58] 有这个记忆体的投资者论坛
[22:01] 有美光那些的一个参展
[22:02] 但是讲的利多
[22:04] 在美股都不会涨
[22:05] 奇怪
[22:06] 美股怎么跟我们不太一样
[22:08] 我们现在是什么利多
[22:09] 库藏股也可以
[22:10] 什么今天是库藏股的可成
[22:12] 也是大涨
[22:13] 对
[22:13] 那当然有人说
[22:15] 就是为什么台股记忆比较强
[22:17] 因为我们台湾叫记忆
[22:19] 叫做记忆卡哇
[22:20] 记忆卡哇
[22:22] 他们有蛮多铁粉的
[22:24] 对
[22:25] 然后刚好台湾7月31号
[22:27] 记忆卡哇的电影
[22:29] 人鱼岛的秘密上演
[22:30] 你是认真吗
[22:31] 真的耶
[22:32] 台股从7月31号开始
[22:34] 记忆体跟国际都脱钩了
[22:36] 所以我觉得
[22:36] 有一点点这种信仰的加持
[22:39] 好
[22:39] 这个只能你讲
[22:40] 对
[22:41] 其实在列人常常会发现一些
[22:43] 嗯
[22:43] 无法解释
[22:45] 但是就是这么奇妙的事情
[22:46] 对
[22:47] 所以我觉得跟大家讲
[22:48] 其实我们就回归到记忆体来说
[22:50] 我们先看大哥
[22:51] 纳科其实今天涨了一半502块
