[00:00] 欢迎收听赵华宜古惑仔第1114集
[03:18] 因为是在4点到5点
[03:20] 美股的一个现货收盘之后
[03:22] 开始跌的
[03:23] 也代表说其实在
[03:24] 刚刚赵老师说的没有错
[03:25] 整个所谓的期货的买盘
[03:28] 经过四个小时凌虐过后
[03:30] 完全没有一个承接的买盘
[03:32] 没有人要接了
[03:33] 重点在这边
[03:34] 所以台建期货跌停之后
[03:36] 你就看到台子期的夜盘
[03:37] 跌了4400多点
[03:38] 但台建期货跌停被敲开之后
[03:41] 台子期尾盘就拉了1400多点上去
[03:44] 也代表说其实在礼拜五
[03:46] 真的在期货市场
[03:47] 是出现非常恐慌性的卖压
[03:49] 但有趣的是礼拜六你可以看到
[03:51] 看外资因为其他所谓公布
[03:53] 他夜盘期货的多空单的流畅状况
[03:56] 外资在那个期货跌4400多点的时候
[03:59] 他其实回补将近快要6000口的空单
[04:01] 所以代表逢低的时候
[04:03] 也可以看到外资有这种的一个成绩的买盘
[04:05] 所以礼拜六早上因为就是大家会紧张
[04:08] 所以我就入了自己一个节目
[04:10] 那主要就是说
[04:11] 我们大概去看一下
[04:12] 这个礼拜一要做什么样的应对
[04:15] 所以我跟赵达讨论
[04:16] 就是说我觉得礼拜一大家最重要的事情
[04:18] 就是如果你有現股的就不要殺敵嘛
[04:21] 因為一定有恐慌性賣壓
[04:23] 那為什麼有一些人會說
[04:25] 感覺上好像沒有史詩級的跌幅
[04:28] 我相信這樣講的人
[04:29] 應該就是他見過去年4月份
[04:32] 對等關稅的大場面
[04:33] 還有就是可能沒有開槓桿
[04:35] 或是本來在這一波上漲的時候
[04:37] 就是金金漲
[04:38] 所以手上股票其實不算多
[04:40] 的朋友
[04:41] 對那我覺得這些就是
[04:42] 已經經過大風大浪
[04:44] 就覺得這個也沒什麼啊
[04:45] 對啊
[04:46] 你說今天盤中大概200多檔跌停板
[04:48] 之前看过1000多档
[04:50] 就觉得200多档
[04:50] 应该还算还可以接受
[04:52] 那今天可以看到
[04:54] 我们讲这种大型的
[04:55] 你说真正恐慌
[04:56] 一定来自于台建
[04:57] 如果今天真的直接开盘
[04:58] 迭天满锁住
[04:59] 那不得了
[05:00] 大家就会吓死了
[05:01] 但你看到今天台建开盘之后
[05:03] 基本上开盘就低点
[05:04] 那盘中就往上拉高
[05:06] 所以我们讲说
[05:06] 其实在六日这两天
[05:08] 当然会想一下说
[05:09] 那你这个礼拜要怎么样规划
[05:11] 所以我觉得
[05:12] 如果说对于投资朋友
[05:13] 尤其是你曾经有
[05:15] 这个去年对人关税的经验的话
[05:17] 应该是比较知道
[05:18] 怎么应对这样的状况
[05:19] 因为我们帮大家
[05:20] 简单复习一下
[05:21] 对等关税跟这次事件的
[05:23] 最大差别在哪里
[05:24] 对等关税影响的是
[05:26] 台湾整体上
[05:27] 可能在出口跟经济
[05:28] 会受到冲击
[05:28] 但这一次就是
[05:30] 第一个非农就业数据
[05:32] 比市场预期的多了一倍
[05:34] 所以大家觉得
[05:35] 联准会不会升息
[05:35] 但不会是六月升息
[05:37] 以那个利率期货来看的话
[05:39] 是今年12月份才升息
[05:40] 所以大家这样也可以知道说
[05:42] 虽然资金行情有升变
[05:44] 但没有那么严重
[05:45] 那再来就是说
[05:46] 你看到美股四大指数
[05:47] 其实在对等关税那时候
[05:48] 美股市场只会平均
[05:50] 大概跌10个百分点
[05:51] 就在我们清明节那段时间
[05:53] 但这一次道琼啊
[05:55] S&P其实跌幅是比较轻微的
[05:57] 所以代表说
[05:58] 单纯可能就在一些
[05:59] AI硬体股的一个
[06:01] 多杀多卖压而已
[06:02] 所以我们先把这个事情
[06:03] 厘清之后
[06:04] 就会有一个应对的政策
[06:06] 应对的一个对策
[06:07] 就会发现到
[06:07] 那这样的情况不就代表
[06:09] 这一次如果因为大家信心
[06:11] 多杀多卖压踩踏的话
[06:13] 你应该是要逢低承接
[06:15] 那第一天要承接什么股票
[06:17] 你就对比当初去年
[06:19] 2020年4月的时候
[06:20] 谁最先在第二天回稳的
[06:22] 就台积电
[06:23] 所以我们就说今天
[06:25] 那时候跟赵华讨论也是
[06:27] 那我如果今天看到大跌的话
[06:29] 我当然第一个优先
[06:30] 去找台积电的一个买台
[06:31] 公布了
[06:32] 因为我有在我脸书上面写说
[06:34] 他有一个要买
[06:35] 圈圈圈圈圈圈圈
[06:36] 因为不确定你要不要公布
[06:37] 那现在公布
[06:38] 就是第一个想法就是台积电
[06:40] 而且是用个股期
[06:41] 对 个股期
[06:42] 所以开盘就去捡一下个股期
[06:44] 有捡到
[06:44] 还蛮幸运的
[06:45] 剪到之后从这个叠6%
[06:47] 那收盘大概叠不到3%
[06:49] 所以算是有剪到一个
[06:51] 不错的一个逢低成绩的买点
[06:53] 对
[06:54] 但是也可以关注到
[06:56] 就是说我们其实也可以规划
[06:57] 因为你大概可以注意到的是
[06:59] 在礼拜五的夜盘
[07:01] 叠了3000多点嘛
[07:02] 所以理论上来讲
[07:03] 因为我过去是期货商出身的
[07:05] 就知道说期货商
[07:06] 今天早上一大早
[07:07] 你如果是有
[07:08] 只要那个减均
[07:09] 就会追缴通知
[07:10] 要补保证金
[07:11] 补不出来的人就惨了
[07:13] 对就必须要被断头
[07:14] 所以今天可以看到
[07:15] 其实在早盘的股票期货
[07:17] 是跌停满一整片
[07:18] 是
[07:19] 对所以如果说你有心仪的目标
[07:22] 有选定的目标的话
[07:23] 其实可以趁着股票期货跌停的时候
[07:25] 逢低去减便宜
[07:26] 所以今天其实真的是蛮多可以选的
[07:28] 就有点选择障碍
[07:29] 不知道挂什么样的股票期货才好
[07:32] 那这个我们讲是第一步的规划
[07:34] 就是说以现在的情况来看
[07:35] 你其实在这个礼拜一
[07:37] 如果下次有遇到同样状况的话
[07:39] 你可以先看期货市场
[07:41] 股票期货市场
[07:41] 一定会有断头卖压
[07:43] 那既然股票期货有断头卖压
[07:45] 也代表现货开盘
[07:46] 也会有融资断头卖压出来
[07:48] 所以今天你可以看到
[07:49] 其实整个台股的最低点
[07:51] 就在开盘的时候发生
[07:53] 然后后面就慢慢拉上来
[07:54] 就像刚刚讲的
[07:55] 因为很多的场外资金
[07:57] 或者说上礼拜有获利了结的人
[07:59] 都在等待今天的大场面
[08:01] 所以为什么大家体感温度
[08:03] 感觉上好像没有那么严重
[08:05] 就是因为很多股票
[08:06] 其实盘中是拉上来的
[08:08] 甚至有挤拉到翻喉
[08:09] 有挤拉到涨停板的也都有
[08:11] 所以我觉得整体上来看
[08:12] 今天应该没有太过恐慌
[08:14] 但没有太过恐慌
[08:15] 另外一件事情是
[08:16] 今天的量也是缩下来的
[08:17] 对
[08:18] 就是感觉上今天并没有宣泄完
[08:20] 六日大家接受到的惊慌
[08:22] 所以那明后天呢
[08:24] 甚至六月十七号联准会要开会呢
[08:26] 可能很多人内心会有一个
[08:27] 小小的隐忧在那边
[08:28] 对
[08:29] 所以我想今天有进场去抢短的人
[08:31] 应该也只是抢短而已
[08:33] 他不会做
[08:34] 除非他真的抢到一个
[08:35] 很好的很甜的位置
[08:36] 不然我觉得不太会做一个
[08:38] 很波段的布局
[08:39] 因为毕竟后面有很多不确定性
[08:41] 所以刚刚跟大家讲
[08:42] 就是说其实如果你遇到这种事情的话
[08:44] 第一天你要想的是
[08:46] 市场的资金会想要买什么样的股票
[08:48] 那我们跟大家讲
[08:49] 台积电为什么是我的首选
[08:51] 就是因为我们确定
[08:52] 它6月10号公布5月营收
[08:54] 所以股东会上面
[08:56] 魏泽家都跟大家讲
[08:57] 如果你去听股东会
[08:58] 他会跟你讲说
[08:58] 你要继续买台积电
[09:00] 我相信
[09:00] 所以我就觉得买台积电
[09:02] 应该算是比较稳当的
[09:03] 那第二件事情就是跟ETF有关
[09:05] 因为我相信这段时间里面
[09:08] 很多人都已经养成一个习惯
[09:10] 遇到大跌的时候
[09:11] 不知道买什么
[09:12] 可以透过ETF
[09:13] 去做一个抄底的动作
[09:14] 那我们就想更深一层的是
[09:17] 那如果这些主动型ETF经理人
[09:19] 拿到投资人认购的基金的话
[09:21] 他会买什么股票
[09:23] 那我就想到说
[09:24] 既然现在金管会有
[09:26] 提高台阶段的投资上限
[09:27] 所以我觉得对很多的
[09:29] 主动型ETF的经理人
[09:30] 他第一件事情会想到的是
[09:31] 我买其他的
[09:32] 可能比较中小型的股票
[09:34] 或高价的股票
[09:35] 有可能其他的投信要砍他们
[09:38] 所以我买他们可能会有风险
[09:40] 但我买台积电比较稳健
[09:41] 而且顺便把它全中提高了
[09:43] 又是一个比较保守的标的
[09:45] 所以我想说
[09:45] 那你买台积电的话
[09:47] 同时也可能会得到
[09:48] 主动型ETF经营的这个青睐
[09:50] 所以相对来看
[09:51] 我觉得今天第一件事情
[09:53] 选台积电
[09:54] 或选一些市值型ETF
[09:56] 应该算是一个比较稳健的选择
[09:58] 那我会跟大家讲
[09:59] 那今天过完之后
[10:01] 那第二天要做什么事情
[10:02] 就是你如果去对比
[10:04] 在这个去年的对冷关税之后
[10:07] 你会发现到第二天
[10:08] 还是有很多股票
[10:09] 会继续跌停吧
[10:10] 因为今天还是有人锁住
[10:11] 对
[10:12] 所以代表有一些想卖的
[10:13] 今天还是卖不掉
[10:14] 对
[10:14] 那谁会在礼拜二率先冒出头来
[10:17] 我觉得就可以看今天盘后的筹码
[10:19] 是
[10:19] 就是今天盘后你可以看到
[10:21] 应该融资都是大减的
[10:22] 是
[10:23] 那你看到融资大减
[10:24] 同时法人站在买方的
[10:26] 那同时在今天整个一个股价
[10:28] 不管是留下影线
[10:29] 或盘中红黑棒拉出来的
[10:32] 那是明天开盘能够过今天的高点
[10:34] 代表他可能是明天盘面上
[10:35] 领涨或反弹的一个主角
[10:38] 所以这个可能就是
[10:39] 大家今天在晚上可以做一些功课
[10:41] 把法人的筹码
[10:43] 融资大井的标的
[10:44] 跟今天的现金
[10:45] 可以扫一遍看看
[10:46] 我觉得他会找到明天有机会的情况
[10:48] 那我们第三件事情就在想说
[10:50] 那上一次的对等关税
[10:52] 是连续三天的跌停板
[10:53] 所以第三天一定会发生一件事情
[10:56] 有人融资砍不掉
[10:57] 所以他可能会连续跌三天
[10:59] 所以第三天我觉得就比较适合
[11:02] 大家去找那种连续三天跌停板的股票
[11:04] 可能就有这种短线上
[11:06] 可以抢反弹的机会
[11:08] 因为礼拜四一般来讲
[11:09] 已经三天砍不掉了
[11:11] 那可能礼拜四就会有人想要进去抢
[11:12] 所以礼拜四可能开盘有一个相对的短低点
[11:16] 然后后面就会出现急拉
[11:17] 所以我们就是在六日这段时间里面
[11:20] 先把这个礼拜一到礼拜三的沙盘推演做好之后
[11:24] 就好好休息了
[11:25] 好 为什么做三天的沙盘推演
[11:27] 因为去年的对等关税就是三天的一个心路历程
[11:31] 有人第一天就剪了
[11:33] 就发现好像剪得太早了
[11:35] 可是事隔一段时间就觉得
[11:37] 第一天剪也没有什么不对
[11:38] 所以我自己呢
[11:40] 礼拜六当然先沉淀一下
[11:42] 因为我必须讲
[11:43] 反正六日你也不能交易
[11:44] 除非你有在做虚拟币
[11:46] 那你就观察一下
[11:48] 因为就搞不好
[11:49] 川普真的会出来说什么
[11:50] 然后包括你知道吗
[11:52] 像黄文轩在韩国
[11:53] 黄文轩就不断地在今天一直放送
[11:55] 现在AI股真的超便宜
[11:57] 他的韩股就有激励作用
[11:59] 所以连带让整个亚股
[12:00] 后来的跌幅就没有那么沉重
[12:02] 这些都是值得观察的
[12:03] 但到礼拜天
[12:04] 我也觉得不说点什么
[12:06] 好像有为
[12:07] 就是大家会来听
[12:09] PARCAD
[12:10] 或是我一些粉丝的一些期待
[12:12] 所以我就归纳了一些我的想法
[12:14] 就是第一
[12:15] 要先归纳这件事情的严重程度
[12:18] 虽然它是一个历史上最大的跌点
[12:21] 就是台子旗又出现跌停
[12:23] 而且是在四万五六千点这样的位置
[12:25] 所以跌停是四千五百点
[12:27] 这个叫史诗级的点数
[12:29] 可是它是因为流动性的问题
[12:31] 它不是因为这一次发生的经济事件
[12:34] 如同对等关税那样的黑天鹅
[12:36] 所以等级根本就不一样
[12:37] 这是至少大家可以在第一时间做判断的
[12:40] 可是第二我也承认
[12:41] 市场永远是对的
[12:43] 就是我们这样判断完之后
[12:45] 那如果市场还是给你杀个全面跌停
[12:47] 那就一定有其他的因素
[12:48] 那我自己会去抽丝剥茧式
[12:50] 那如果发生大跌的话
[12:52] 你要做的对策是什么
[12:54] 因为我觉得预测叫做
[12:55] 你知道不会像对等关税那么严重
[12:57] 就这事件的程度没到这样
[12:59] 可是你的对策呢
[13:01] 要第一天就减吗
[13:02] 还是第二天就减
[13:03] 那我的对策是
[13:04] 我跟大家分享
[13:05] 我第一天就是今天
[13:06] 我其实就设定了
[13:07] 我会部分去减了
[13:09] 因为已经四五都跌了嘛
[13:11] 所以再加上今天跌
[13:12] 其实已经跌第三天了
[13:14] 而且整个大盘
[13:15] 在今天其实也是破月线
[13:16] 而更遑论有一些ETF
[13:18] 可能是早就已经破月线
[13:19] 今天再破第二根下来
[13:21] 个股就看个人了
[13:23] 因为个股说实话
[13:24] 像有些
[13:25] 我今天看我的持股清单
[13:27] 我持股清单大概60几档股票
[13:29] 一开始真的是全绿的
[13:31] 全绿的
[13:32] 连债券都绿
[13:34] 因為公債殖利率跑上去了嘛
[13:36] 全綠的我就慢慢看
[13:38] 而且裡面很多是綠塊塊
[13:39] 但是到了今天收盤的時候大概剩兩檔是綠塊塊也不諱言就是像群創另外一檔我等一下打開看是哪一檔群創是因為之前散戶真的太多了但是因為我的持股成本相對是蠻低的
[13:51] 二字頭
[13:52] 所以今天雖然他跌停板
[13:53] 我也沒有想要處理他
[13:54] 可是如果是後面去追群創的
[13:56] 假設出來五幾塊錢的
[13:58] 可能就要有點自覺說
[13:59] 你是不是有設一個停損點或什麼的
[14:02] 好 我再回到策略上面
[14:04] 那今天我跟浩遠哥討論完之後
[14:06] 我今天一開盤
[14:07] 我也想要撿個股期
[14:08] 而且其實今天的各股企業都很厲害
[14:11] 就是0050的期貨ETF
[14:14] 在第一盤是打到跌停板的
[14:16] 也就是期貨真的有去槓桿
[14:18] 大家不要以為今天好像都沒事
[14:20] 其實第一盤的人很痛啊
[14:22] 第一盤的人他就是被迫被砍掉
[14:24] 沒有辦法交保認金的人
[14:25] 他就第一盤砍
[14:26] 但是第一盤接的人也很有膽識啊
[14:28] 可惜我沒掛
[14:30] 我沒有掛0050
[14:31] ETF的跌停板
[14:32] 對就我沒有掛然後等到上去你會覺得
[14:35] 哇那今天看起來就沒有什麼機會了
[14:38] 因為今天日韓股先開
[14:39] 韓股真的開得蠻可怕
[14:40] 韓股一開就熔斷
[14:42] 對 跌8%多的話
[14:43] 就先熔斷再說
[14:45] 但剛剛也有講到
[14:46] 華人圈在韓國嘛
[14:47] 就一直在那邊信心喊話
[14:49] 而日股的跌幅還好
[14:50] 日股大概跌到4%
[14:52] 所以那時候想說綜合一下
[14:53] 台股大概6%
[14:55] 是不是台股6%
[14:56] 台股還真的就差不多6%
[14:58] 那後來我有撿的就是
[15:00] 在開盤大概10分鐘內
[15:01] 我先撿的第一批
[15:02] 就是主動式的ETF
[15:04] 有撿到
[15:05] 我有掛價
[15:06] 然後有成交的
[15:07] 我有跟那个汉伟哥刚刚有讲
[15:09] 也就坦白跟大家讲
[15:10] 有成交981
[15:11] 因为981最近其实比较弱
[15:13] 所以他的形态看起来是比较弱
[15:15] 但减ETF我当然是选
[15:16] 我觉得有潜力
[15:18] 但是比较弱的
[15:19] 个股就不一定哦
[15:20] 然后我有减到985A
[15:23] 就是他一直号称可以超越大盘的
[15:25] 所以我会觉得
[15:26] 我没有减到0050 ETF跌停
[15:29] 那我就去减985A
[15:30] 那个也有成交
[15:31] 991也有成交
[15:33] 但是正二就没有成交
[15:34] 正二我跟汉伟哥说
[15:36] 我要剪跌停
[15:37] 后来一开盘就知道不可能
[15:39] 其实就不可能
[15:39] 我就挂跌15%
[15:40] 31块多
[15:41] 也没有成交
[15:42] 可是我有成交部分的主动ETF
[15:45] 那就子弹打完就算了
[15:47] 因为后来就上去了
[15:48] 可是我个人觉得
[15:49] 这样的洗盘
[15:50] 在今天其实能量
[15:51] 没有完全释放
[15:52] 就是其实没有去把
[15:54] 晚上看一下融资
[15:56] 看融资减多少
[15:57] 如果融资没有减到
[15:58] 例如说150亿
[15:59] 我觉得其实没有什么
[16:00] 洗盘的效果
[16:02] 对
[16:02] 所以接下来两三天
[16:03] 加上下礼拜
[16:04] 有所谓联准会的
[16:05] 利率决策会议
[16:06] 我觉得还会有震荡的机会
[16:08] 所以子弹不要一下就打完
[16:09] 但我觉得今天打第一批子弹
[16:11] 现在看来
[16:12] 综合所有的判断是没有问题的
[16:14] 对啊
[16:14] 所以因为这个礼拜
[16:16] 相关的美股大市也非常多
[16:18] 礼拜三往往有所谓CPI数据
[16:19] 所以费用数据已经先跌过一波了
[16:22] 那如果礼拜三CPI
[16:23] 又优于市场预期
[16:24] 大幅成长的话
[16:25] 那当然大家对这个六月份
[16:28] 所谓的华许的处女秀
[16:30] 会不会有一些整个
[16:32] 联准会内部的导歌的声浪
[16:34] 让整个升息的预期升高
[16:35] 所以像刚刚赵华所说的
[16:37] 你不要急着今天一次把子弹打完
[16:39] 那今天为什么我们讲说
[16:41] 很多人会想要去捡台积电
[16:43] 那不去捡友达群创
[16:45] 就是因为第一波
[16:47] 你要知道的是法人在想什么
[16:48] 他们敢买的也是确定跟AI的需求
[16:51] 息息相关
[16:52] 确定今年可能第二季的营收
[16:55] 会再创新高的股票
[16:56] 才会是优先第一波布局的标的
[16:58] 那你说为什么今天不能够去捡一些
[17:00] 矽光子啊
[17:01] 友达群创
[17:01] 就是因为他们本益比很高
[17:03] 所以你看今天像迅兴KY
[17:05] 也是杀到跌停板
[17:07] 博讯KY是上一波抢的
[17:09] 所以如果是接在低点的朋友
[17:11] 今天还不到伤筋动骨
[17:12] 就是怕追在上个礼拜四五
[17:15] 对因为我们
[17:16] 这是市场有一句话
[17:17] 叫做跌时种植
[17:18] 所以在下跌的时候
[17:20] 你不确定会跌几天
[17:21] 但法轮会做什么事情
[17:23] 他会去根据这间公司的获利
[17:25] 跟他的成长性
[17:26] 跟他本益比去预估
[17:27] 好啦你过去给你25倍
[17:29] 那你今天跌到22倍
[17:30] 好像就可以做一个逢低成阶
[17:32] 所以他们就有一个
[17:33] 低阶支撑的买盘
[17:34] 你看到今天
[17:35] 相对盘面上抗跌的
[17:37] 其实都是具备本益比的
[17:39] 一些业绩创高的公司
[17:40] 那比较没有本益比
[17:42] 比较偏本梦比的公司
[17:43] 可能就不会是
[17:44] 你今天首选的第一些标的
[17:46] 所以我觉得明天的重点
[17:47] 就在于说
[17:48] 明天的族群性有没有出来
[17:50] 就是说有没有看到法人
[17:52] 同一个时间在买同一个族群
[17:54] 然后他的一个业绩
[17:55] 都维持创高的
[17:56] 跟AI需求有关的
[17:57] 我觉得他就会是
[17:58] 可能在这个礼拜
[17:59] 上半周的一个主流
[18:00] 那你说的那些比较偏向
[18:03] 可能比较没有本益比的公司的话
[18:04] 我觉得可能要等到礼拜三
[18:06] 就是因为
[18:07] 第一个他们上面散户多
[18:09] 然后如果法人也不接
[18:10] 那他迭庭如果是像这种
[18:12] 友达群创是跳空
[18:14] 然后一致锁的
[18:15] 那代表说今天
[18:16] 真的有融资会砍不掉
[18:17] 那明天可能会再有第二根
[18:19] 那不是说
[18:20] 你就一定要跟着砍在第二根
[18:22] 只是说如果你是融资
[18:23] 买这些比较
[18:24] 没有本益比可以评估的公司
[18:27] 或者说你之前觉得没有上车到
[18:30] 你现在想要逢低承接的话
[18:31] 我觉得你不妨等礼拜三再来看
[18:33] 因为明天我觉得还是回归到
[18:35] 应该还是由盘面上的AI需求
[18:37] 正规去做一个发动
[18:39] 因为原因很简单
[18:40] 就是法人要看的是确定性
[18:42] 他不会在行情不确定
[18:44] 美股不确定会不会反弹的时候
[18:46] 去买一些可能比较没有具备
[18:49] 这个业绩面的一个公司
[18:50] 所以我觉得大家可能从这一点来看
[18:52] 你可以看到今天盘面上
[18:53] 第一个盘面上
[18:55] 我觉得AI的亮点
[18:56] 就是这个2059的川湖
[18:58] 是 川湖大概开盘三分钟吧
[19:01] 它几乎是一字锁
[19:03] 因为我也是先习惯看一下
[19:04] 今天还有谁可以涨停
[19:05] 然后我就看到川湖
[19:06] 很亮眼的在那里
[19:08] 对因为他的五月营收
[19:11] 真的是比市场预期高了很多
[19:12] 因为他已经是
[19:14] 每个月创业率新高的公司
[19:15] 就五月份
[19:16] 他的月增率
[19:18] 大概是将近四成
[19:19] 那年增率
[19:20] 我记得好像是180几%
[19:21] 再度创业率的新高
[19:23] 所以大家就发现到
[19:24] 有川湖
[19:25] 而且今天大盘
[19:26] 跌了2700多点的时候
[19:28] 还能够拉高到涨停板
[19:29] 所以你看到川湖涨停之后
[19:31] 资金开始寻找
[19:32] 有没有一些业绩好的
[19:34] AI的一个核心的公司
[19:36] 就有一些发动的情况
[19:38] 所以要在盘面上
[19:39] 比方说像建策
[19:40] 不过建策一开盘打到跌停
[19:42] 对
[19:43] 因为毕竟他遇难过
[19:45] 然后遇难过也谈了一段
[19:47] 所以我觉得一开始市场
[19:48] 没有办法判断
[19:49] 怎么样看这家公司
[19:51] 对
[19:51] 那我觉得就是先跌的先止跌
[19:54] 对
[19:54] 因为大家也知道说
[19:55] 之前跌很凶的时候
[19:56] 我觉得那些没有信心的福儿
[19:58] 应该都被启示完毕了
[19:59] 所以反而就变成
[20:00] 有些资金就先卡位
[20:02] 因为投信也停损了嘛
[20:03] 所以你说这时候会不会有投信在停损的卖压
[20:06] 我觉得也看起来比较轻一点
[20:08] 所以看到今天盘面上
[20:09] 真的有在这种拉高资金
[20:11] 都是经过这种深思熟虑
[20:14] 才会进场的一个标的
[20:16] 所以我觉得但今天就是比较偏高手盘
[20:18] 那明天可能就是
[20:19] 大家可以根据筹码有第二批的一个布局
[20:22] 那刚刚提到
[20:23] 建策上来之后
[20:25] 你看到金像电也上来了
[20:26] 然后金色也上来了
[20:28] 然后基底当中
[20:29] 宜鼎也是上个礼拜
[20:31] 我公布出来的五月营收
[20:32] 年月双增
[20:34] 而且是年增
[20:35] 我记得也是大幅度的成长
[20:36] 好像有600多%
[20:37] 所以也是这种交出
[20:39] 这个历史新高的一个成绩
[20:41] 今天也是在基体模组当中
[20:43] 是逆势往上拉高的
[20:44] 而且占到月线以上
[20:45] 所以你看到今天盘面上
[20:47] 我觉得这些股票
[20:48] 但第一个
[20:49] 它明天有没有办法续航
[20:50] 我觉得不太确定
[20:52] 因为有些可能是
[20:53] 只是资金的避风港
[20:54] 有些可能是反映营收的利多
[20:56] 那不一定明天会继续涨
[20:58] 但是最少它代表一件事情
[20:59] 今天资金敢拉的股票
[21:01] 真的都是AI相关的业绩的股票
[21:04] 所以刚刚提到的散热的
[21:06] 像建策啊
[21:07] 像高利啊
[21:08] 今天也是逆势往往拉高
[21:10] 所以整体上来看
[21:11] 我觉得从盘面上
[21:12] 这些强涨的股票来看
[21:13] 代表这个资金在
[21:15] 个股的选择上面
[21:17] 我觉得还是回归到正规均
[21:18] 那我觉得这样的情况
[21:19] 其实让大家
[21:20] 其实也不用太过于担心
[21:22] 就代表说
[21:23] 整个资金里面
[21:24] 现在选择不是那些
[21:26] 妖魔鬼怪的股票
[21:27] 而是选择真正有业绩的好公司
[21:29] 那这个代表盘面上的资金轮动
[21:31] 还是比较平常健康的
[21:33] 好
[21:33] 如果说是今天
[21:34] 我刚刚看了一下
[21:35] 我刚刚不是说有跌停吗
[21:36] 不是两家三家
[21:38] 两家丰测股
[21:39] 一家细格
[21:40] 一家奇邦
[21:41] 最后有锁到跌停
[21:43] 但奇邦真的涨非常的多
[21:45] 所以奇邦
[21:45] 好
[21:46] 有大主力在里面吗
[21:48] 那今天卖不掉就算了
[21:49] 那细格我是对它相对是算有信心
[21:51] 也没有什么好处理
[21:52] 等于我今天其实
[21:53] 我脑中有没有动过想卖股票
[21:56] 有
