[00:00] 欢迎收听赵华宇古货载第1095集
[02:43] 比我们明显的大了
[02:44] 接近一倍
[02:45] 非常的不可思议
[02:47] 肺瓣今年到现在YTD七成
[02:50] 七成
[02:51] 对不可思议的数字
[02:52] 对不对
[02:53] 然後我們才四成多
[02:55] 所以相對來講
[02:56] 我們反而還是相對落後
[02:58] 那韓國股市八成
[03:00] 那我常常講就是說
[03:02] 這是相互對應的
[03:04] 所以現在這個最大的風險
[03:07] 還不在我們家
[03:08] 但是這個是不是代表都沒風險
[03:10] 也不是
[03:11] 因為我之前常常提到一個觀念
[03:14] 就是台股其實不是台灣可以決定的
[03:17] 其實我們是跟著美股在走
[03:20] 那如果今天是我们自己跌不用紧张
[03:24] 但是如果美股跌相对来讲
[03:26] 压力就会比较沉重
[03:28] 可是现在的问题是
[03:29] 现在全市场最疯的就是废办
[03:32] 那代表着如果废办万一熄火拉回
[03:36] 那我们会有压力的
[03:38] 但是比较好的现象我刚刚提到
[03:40] 就是它这一段疯狂
[03:42] 我们没有全速跟上
[03:43] 那虽然说我们最近还是有创高
[03:46] 但是我们其实步伐已经很明显的放慢很多
[03:50] 我们比较温和
[03:51] 对放慢很多
[03:53] 我觉得这是非常好的现象
[03:54] 对比而言
[03:55] 这个到最后
[03:57] 这样子会最后就是两个剧本
[03:59] 一个就是我们先休息了
[04:02] 然后最后才发现
[04:04] 背叛真的狂到受不了他回头
[04:06] 有个好处就是
[04:07] 他在下跌的时候
[04:09] 他一定跌得比我们重
[04:11] 因为我们后来就没跟上
[04:13] 所以他跌得比我们重合理
[04:15] 另外一種是他最後漲完之後
[04:19] 他不跌
[04:20] 他就在高檔震盪
[04:21] 變成我們最後只好補漲
[04:24] 就是二選一
[04:25] 所以我們先休息
[04:26] 整體來講
[04:27] 對指數絕對是正向
[04:30] 至於操作面
[04:32] 我還是看法還是維持不變
[04:34] 就是說如果你真的持股很低
[04:37] 我個人覺得
[04:38] 反正我常常講
[04:39] 如果你真的持股連五成都不到
[04:41] 那你就不用想說
[04:43] 我到底可以回檔
[04:45] 我想买在哪里
[04:47] 常常你想买在哪里
[04:49] 一路想
[04:49] 但是一路都没来
[04:51] 然后就一路的
[04:52] 持股一直拉不上去
[04:54] 所以我常常讲
[04:55] 如果低持股
[04:56] 你也只能
[04:57] 这个硬着头皮买
[04:58] 只是你要必须
[05:00] 把它分成很多笔
[05:01] 不要让自己买在最高点
[05:04] 上次有教我们
[05:05] 十天进场法
[05:06] 分十笔
[05:06] 我觉得这个是
[05:07] 这个就是一个
[05:09] 比较安全的方法
[05:10] 那至于真的持股比较高的
[05:13] 我常常讲
[05:14] 我真的上一次買的時候
[05:16] 我也是三月當時中錯買
[05:18] 四月到現在我完全沒辦法加碼
[05:20] 因為就是不斷地往上衝高
[05:23] 那偶爾有拉回的時候
[05:26] 也在想說是不是應該加碼
[05:28] 可我總會覺得漲這麼多
[05:30] 其實回檔也不多
[05:31] 然後就錯過機會
[05:33] 可是對我來講也還好
[05:34] 因為老實講我持股一直維持
[05:36] 真的都是滿高的水準
[05:38] 我手上所剩的現金也不是很多
[05:41] 然後有時候我就想
[05:43] 反正那些現金放在身邊
[05:46] 快樂的生活
[05:47] 等於說讓自己快樂一點
[05:49] 多消費一點
[05:50] 我覺得也沒什麼不好
[05:52] 反正主要的投資都在那裡
[05:54] 我常常講就是說
[05:55] 現在正在快速上揚的過程當中
[05:57] 如果你是高持股
[05:59] 你每天都賺錢了
[06:01] 所以你也不用緊張說
[06:02] 我還有一些錢
[06:04] 是不是應該全數all in投入
[06:06] 我覺得真的也不用這樣想
[06:07] 你只要重點
[06:09] 你畢竟想一想
[06:10] 你是搭上這一班列車的
[06:13] 所以我覺得真的不用緊張
[06:15] 不用擔心說
[06:16] 我持股七成或八成
[06:18] 我還有兩三成的錢
[06:19] 一直都沒辦法再投入
[06:20] 我覺得不用這麼想
[06:22] 你要回過頭來想
[06:23] 其實我是賺很多的
[06:25] 那至於我剛剛提到
[06:26] 低持股真的也只能硬著頭皮買
[06:29] 反正結論
[06:29] 就是目前乖離率還是很高
[06:32] 回過頭來
[06:33] 我是剛剛講對比而言
[06:34] 如果我們對備辦來講
[06:36] 我覺得台股相對是安全的
[06:39] 但是如果你看到台股的成交量
[06:42] 乖离率或者是周转率
[06:45] 或当冲率
[06:46] 其实目前的角度
[06:47] 过热是必然的
[06:50] 但是我刚刚提到
[06:51] 其实不要从台湾的角度切入
[06:53] 从国际的角度
[06:54] 现在多头的格局还没有结束
[06:57] 投资还是要维持一个偏多的思维
[07:00] 我完全明白
[07:02] 就是明汉哥的一些想法
[07:04] 就是大家都知道
[07:06] 如果认识明汉哥以来
[07:07] 就是至少两三年了
[07:08] 在AI的旋风兴起的时候
[07:10] 为什么拿掉了这个
[07:12] 写理的头衔
[07:14] 直接叫AI达人
[07:15] 那时候请大家帮他取名字
[07:17] 后来决定叫AI达人
[07:18] 是这两三年真的
[07:19] 就是这
[07:21] 大概不会不知道
[07:21] 从哪一天开始
[07:22] 对不对
[07:23] 就决定让你一直讲AI了
[07:25] 你也只想讲AI了
[07:26] 感觉是如此
[07:27] 然后节目就是
[07:28] 理财达人秀的风格
[07:29] 就是永远名汉来
[07:30] 就是最捧AI的
[07:32] 最支持AI的
[07:32] 最挺AI的
[07:33] 没什么问题先生
[07:34] 然后到现在
[07:36] 所以呢
[07:37] 看AI多头这件事情是毋庸置疑
[07:41] 但短线上面像前几次
[07:44] 我们都有说
[07:45] 我们离美股真的比较远
[07:46] 对不对
[07:46] 然后我们真的短线
[07:48] 击涨比较多的时候
[07:49] 内心担心大家的风险
[07:51] 这也是事实
[07:52] 所以我们在这中间在抓平衡
[07:54] 那我今天在开录前
[07:55] 我也在想到底要怎么
[07:57] 因为我最近的心情是偏多
[07:59] 就明显偏多
[08:00] 是不是我太久
[08:01] 没有去提醒大家风险呢
[08:02] 因为有一段时间
[08:03] 可能风险是我一直挂在嘴上的
[08:05] 但我觉得现在的风险
[08:07] 如果您身边有朋友
[08:09] 或者听人家什么很羡慕啊
[08:10] 哇人家那个工作要辞掉
[08:12] 人越来越多了
[08:13] 单月赚完年薪啦
[08:15] 早知道我也all in
[08:16] 早知道我也开杠杆
[08:17] 那些满手持股开杠杆的人
[08:20] 我觉得我们的风险提醒
[08:21] 已经做到了
[08:22] 我们也不要拦着人家赚钱
[08:24] 但是现在的风险是
[08:25] 手上真的很低持股的朋友
[08:27] 你会被这个市场折磨的
[08:30] 你会被你的周遭有赚钱的人折磨的
[08:33] 你的心情会变得很不妥当
[08:35] 你永远都会在旁边
[08:36] 希望赶快崩赶快崩
[08:37] 可是又不如您所愿的
[08:39] 我觉得这个也是一个风险
[08:40] 所以呢
[08:41] 首方低时国的朋友
[08:42] 上一次明海哥来就有提到
[08:44] 例如分十笔
[08:45] 在未来的十天
[08:46] 去做一个十天内的均价
[08:48] 或者赵华常常提醒的
[08:49] 你真的都没有
[08:50] 你就买一点市值型的先做参与
[08:53] 那最近市值型有个好处
[08:54] 是台积电其实这几天
[08:55] 是比较休息浪空间的
[08:57] 是没错
[08:57] 对
[08:57] 那昨天也有跟大家分享
[08:59] 虽然大家很担心
[09:00] 现在美国政府全力扶植intel
[09:02] intel大概是四月
[09:03] 算是美股涨幅里面
[09:05] 是数一数二的
[09:06] 尤其是以大型股来说
[09:08] 对
[09:08] 那可是台积电的竞争地位
[09:11] 不会改变的
[09:12] 不会因为四月中才开完法
[09:15] 说五月中他就变了一个人
[09:17] 所以台积电还没有失控
[09:20] 台积电的评价
[09:21] 现在在台股
[09:22] 也是非常合理的情况下
[09:23] 是没有什么理由
[09:25] 去看坏台股跟看坏台积电的
[09:27] 对
[09:27] 应该这样讲
[09:28] 因为最近确实
[09:29] 因为大家都讲
[09:31] 他对手上来了
[09:33] 而且我觉得
[09:34] 我觉得会有一个问题
[09:36] 就是投资人
[09:37] 当然我觉得这是人性
[09:39] 就是会用这个股价去解读
[09:43] 今天就讲
[09:44] 就是说intel很厉害
[09:46] 现在开始抢台积能的单
[09:48] 看了这个新闻
[09:50] 从长期以来
[09:52] 你被灌输的观念
[09:54] 你一定会认为
[09:54] 这不可能吧
[09:56] 对不对
[09:56] 然后大家专家也告诉你说不会
[09:59] 但是问题是
[10:00] 当intel的股价大涨
[10:03] 你就会
[10:03] 是不是
[10:04] 是真的
[10:05] 所以我觉得这是人性
[10:06] 台积电股价不涨
[10:07] 好像被影响到了
[10:09] 是不是被影响到
[10:10] 我直接讲一句实话
[10:13] 它涨应不应该
[10:15] 应该
[10:15] 因为它确实在翻身
[10:17] 所以它必须要涨
[10:18] 我的结论是告诉大家
[10:20] 它活起来
[10:22] 不代表台积电就要下去了
[10:24] 这个两回事
[10:26] 对
[10:26] 这完全是两回事
[10:28] 另外台积电不涨
[10:30] 确实短线涨多
[10:32] 震荡整理也是合理
[10:33] 我这样讲好了
[10:34] 如果今天真的Intel
[10:36] 真的去吃到台积电
[10:39] 而且是先进制程的单
[10:41] 真的移转
[10:42] 台积电不会在这里震荡震雳
[10:44] 因为其实
[10:45] 这就大事情了
[10:47] 这是一个大事情了
[10:48] 真的是如果是这样
[10:50] 它真的会有快速下跌的风险
[10:53] 不会撑在这里
[10:54] 我们直接给大家一个概念
[10:57] 就是有
[10:57] 我觉得讲几个重点就好
[10:59] 先讲一下Intel它现在的状况
[11:02] 應該說除了台積電
[11:04] 他現在只看得到兩個對手
[11:06] 三星跟這個Intel
[11:08] 他們的特色以前就是從
[11:11] 7奈米 5奈米 3奈米
[11:13] 一直到2奈米
[11:14] 他們的特色就是到5之前
[11:16] 他們都落後了1到2年都有追上
[11:20] 一直到3奈米的時候是2023年
[11:24] 到現在接近3年的時間
[11:26] 這3年的時間
[11:28] 其實他們兩個都沒有追上
[11:29] 結論就是3奈米
[11:31] 它們幾乎沒有大量的產出
[11:33] 那更不要講
[11:35] 現在台積電的2奈米
[11:37] 它們也沒有
[11:38] 只是突然這個
[11:39] Intel在今年出了一個E8A
[11:42] 它就是屬於比
[11:43] 就數字而言
[11:45] 其實它比2奈米更小
[11:46] 但是記得一件事情
[11:48] 就是你從以前
[11:49] 這些法人或外資報告
[11:52] 就有提到
[11:53] 那不要被那個數字給騙了
[11:55] 因為如果從密度的角度
[11:57] 其實Intel那邊灌水是灌最大
[12:00] 那或者是这样讲
[12:02] 就是我们结论就是
[12:03] 三星一直以来
[12:04] 三奈米以下
[12:05] 到目前为止
[12:06] 真的没有大量产出
[12:07] 那Intel是今年开始
[12:10] 它有181
[12:10] 看起来是二奈米以下
[12:12] 它开始有
[12:13] 真的有商品买得到
[12:14] 它相关的晶片
[12:15] 但实际上如果有两点
[12:18] 第一点是它的量很小
[12:21] 然后单价非常高
[12:23] 那这个也可以合理
[12:24] 就是因为它的目前良率低
[12:27] 所以它没办法产出很大量
[12:29] 而且它的成本很高
[12:31] 所以它卖的价格相对高
[12:32] 但是它有一个比较大的问题
[12:35] 就是它听起来是比二奈米还厉害
[12:38] 但实际上大家测完之后
[12:40] 就跟这个所谓台积电的三奈米
[12:43] 大致上的那个水准是差不多的
[12:45] 应该说终于过了三年之后
[12:48] 它有追上台积电的三奈米的那个架构
[12:52] 但是还有一个问题就是良率
[12:54] 就是其实之前三星也曾经出过
[12:58] 但是重點都是良率不足
[13:01] 所以導致成本過高沒辦法跟台積電競爭所以慢慢就退出了可是應該說現在最大的問題是在哪裡結論只有一個就是晶片的供給嚴重不足
[13:14] 或者是我常常講一個結論就是
[13:17] 以這個Apple或者是加輝達
[13:21] 重點應該說這兩家不會講得這麼天花亂墜
[13:25] 我們再加上馬斯克的夢想
[13:29] 這個馬斯克的夢想
[13:31] 他给的那个量
[13:32] 几乎就是一家台积电的量
[13:34] 所以代表就是说
[13:36] 以现在市场的需求
[13:38] 就是再多一家台积电
[13:40] 其实供给都有办法
[13:42] 把它全数吃完
[13:44] 所以你根本不用担心说
[13:45] 现在如果intel开始产生了
[13:49] 他会不会抢到台积电的单
[13:50] 那台积电产能利用率就会掉下
[13:53] 他的营收就会往下走
[13:55] 然后呢
[13:55] 他的获利就会往下
[13:57] 现在的问题是
[13:58] 市场是严重不足
[13:59] 不然没有人会去买比较贵又比较
[14:03] 等于说风险相对比较高的产品
[14:06] 但是有一个问题
[14:08] 就是现在因为大家会担心
[14:10] 是因为现在不是Amago
[14:12] 现在是苹果愿意去找Intel
[14:14] 对不对
[14:15] 那我就说苹果其实压力是非常非常大的
[14:18] 因为你从这几年看
[14:21] 从台
[14:22] 应该说台积电的先进制程
[14:24] 从7532一路下来
[14:26] 他每一次只要台積電有最先進製程
[14:30] 一定都是幾乎八九成全數交給蘋果
[14:34] 就是簡單來講
[14:35] 就是你用的iPhone
[14:36] 或者是這個比較高階的MacBook Pro
[14:40] 全部都是用台積電最先進的製程
[14:43] 所以幾乎全數被他包光了
[14:45] 但是現在的傳聞就是提到
[14:48] 台積電二奈米以下
[14:50] 再來就是這個E6的部分
[14:52] 他很有可能一開始出來的第一批
[14:56] 甚至有可能現在就是揮打的部分要攔戶
[15:01] 就是他希望第一批出來的時候揮打
[15:04] 希望他要
[15:05] 所以他可以簡單而言揮打他的晶片
[15:08] 他的毛利率是八九成
[15:10] 而且他是暴利
[15:12] 所以他願意出更高價
[15:14] 更好的利潤給台積電
[15:16] 他希望他攔截他第一批的貨色
[15:18] 所以現在蘋果的壓力很大
[15:21] 所以他會想盡辦法找各家去合作
[15:23] 當然我個人覺得無論找各家合作
[15:26] 其實都沒有辦法去補台積電的第一批的產能
[15:30] 所以未來他一定會施壓給台積電
[15:33] 我沒辦法想像
[15:35] 如果今天我是台積電的
[15:37] 等於說掌控者
[15:39] 我不知道怎麼去解決
[15:41] Apple跟輝達兩家這麼大的客戶都來說
[15:46] 你未來的第一批產能一定要給我這個壓力
[15:50] 其實就台積電來講
[15:51] 其實是背負很大壓力
[15:53] 你要怎麼把你這些產能分給大家
[15:57] 而且大家都覺得合理也公平
[16:00] 然後你也不可能
[16:01] 我今天如果是主政者
[16:03] 我也不可能告訴大家講說
[16:04] 不然價高則得
[16:05] 這也不是做生意的方法
[16:07] 你要怎麼如何去平衡
[16:09] 在你合理的毛利率之中
[16:11] 所有的客戶都滿意
[16:13] 你不能因為現在只有我家供應
[16:15] 然後你就拿翹
[16:16] 然後你就拿到最高利潤
[16:18] 這也不是長期
[16:19] 而且我不是認為這是台積電長期他們營運的這個最終的方針
[16:24] 所以我剛剛提到就是大家市場都極大的壓力
[16:28] 台積電的壓力是現在就是他們之前法說會
[16:33] 這個等於是這個魏董說的就是
[16:35] 現在的角度要不斷的去增加產能
[16:39] 讓這個市場能夠拿到所有他要的這個量能
[16:44] 是他們的首要目標
[16:46] 那其他客戶呢就壓力很大
[16:48] 要怎樣去拿到最大的量
[16:50] 因為你拿到台積電最大量
[16:53] 代表你就是贏對手
[16:54] 所以現在的這個是市場最大的壓力
[16:57] 所以我剛剛提到
[16:58] 不用去擔心三星或者是這個Intel
[17:02] 誰誰誰要產出的量
[17:04] 我只能說不管如何產出
[17:06] 現在市場上的量一定不夠
[17:09] 現在要關注的重點是在
[17:11] 這個趨勢到底什麼時候才是來到
[17:14] 這個高原期
[17:16] 我覺得才是最重要的關鍵點
[17:18] 因为我们看到有很多的台湾厂商
[17:20] 你看到他们的营收
[17:22] 虽然4月营收刚刚讲到
[17:23] 没有像三越创新高的家属这么多
[17:25] 但是有150几家也是很惊人
[17:27] 我们在AI的时代下面
[17:29] 有非常多人的营收
[17:30] 是用年增
[17:31] 双位数或三位数在跳增
[17:33] 这就是呼应到
[17:35] 台积电现在的痛苦
[17:37] 并不是说我的客户被抢了
[17:39] 他们很可怕
[17:40] 他们可能在先进制程上
[17:41] 又有弯道超车的可能性
[17:43] 不是
[17:43] 苹果在台积电的二奈米
[17:46] 是他的第一个客户
[17:47] 所以他当然不希望
[17:49] 对不对
[17:50] 我为了顾辉达
[17:51] 苹果这边的先进制程的单子
[17:53] 我就可能没办法接这么多了
[17:55] 而且还不止辉达
[17:56] 现在各家要研发自研晶片这件事情
[17:59] 不要忘记这也是台湾的直辩
[18:01] 不只是只有辉达
[18:03] 我还记得以前
[18:04] 说真的
[18:05] 就是如果大家有认识台积电的人
[18:06] 一开始贵客来了
[18:08] 谁intel来了
[18:09] 贵客来了
[18:10] 今天要好好的招呼intel的长官
[18:12] 要陪他们
[18:13] 然后要请他们吃东西
[18:15] 来看我们的场讨论什么的
[18:17] 后来贵客变谁
[18:18] 贵客变苹果
[18:18] 苹果来了
[18:20] 这很重要
[18:21] 我们今天没有时间跟你聊
[18:22] 我们要去找苹果的人
[18:23] 要接待
[18:23] 要接待谁
[18:24] 辉达来了
[18:25] 辉达是最重要的
[18:27] 黄爸爸最重要
[18:28] 运动会上药
[18:29] 黄爸爸
[18:29] 这个眼镜
[18:31] 这个我想真的叫做
[18:33] 一个一个的贵客
[18:35] 不停地在换
[18:36] 那辉达之后
[18:37] 还有没有其他的贵客
[18:37] 还是有可能
[18:38] 对不对
[18:39] 马斯克
[18:40] 我不确定
[18:41] 很难举例
[18:42] 还是其他的
[18:43] 这些自研经理
[18:44] Google的老板或谁来
[18:45] 那对台进来说
[18:47] 他现在的先进制程
[18:48] 就是个公布应求啦
[18:50] 坦白讲
[18:50] 那所以我们真的不要太介意
[18:53] 苹果要不要去找Intel
[18:55] 其实压力在苹果身上
[18:57] 如果今天Intel的两率不行
[18:58] Intel的先进制程
[18:59] 就是没有像台积电这么的精密
[19:02] 三星也是同样的问题
[19:03] 两率的问题早就发生过了
[19:05] 其实苹果是很头痛的
[19:06] 是没错
[19:07] 他好不容易把他的记忆体
[19:09] 签了一个长约
[19:10] 对不对
[19:11] 然后让我小小的放心
[19:13] iPhone18应该不会大涨价
[19:15] 它总不能在晶片上面
[19:16] 现在面临到的是
[19:18] 你不要觉得
[19:19] Intel降价25%很诱人
[19:21] 25%如果对应起一个
[19:23] 比较差的良率
[19:24] 那个比较便宜
[19:25] 应该这样讲
[19:26] 这个记得在市场上
[19:29] 这个对这个价格的敏感度
[19:32] 远不及大家想象
[19:33] 因为稳定度才是最重要的关键
[19:36] 尤其是这个大厂
[19:38] 其实以苹果的角度
[19:40] 它是不能有任何差错的
[19:42] 所以苹果也很痛苦吧
[19:43] 我觉得
[19:44] 我给大家想象了
[19:46] 这个架构
[19:47] 刚才提到
[19:48] 现在辉达
[19:49] 它的竞争对手是谁
[19:51] 原本大家都在AMD
[19:52] 现在刚才讲了一个
[19:54] 客制化晶片TPU
[19:56] Google的部分也来了
[19:57] 你想啊
[19:58] 就是说
[19:58] 刚刚讲那个概念
[20:00] 就是台积电的3奈米
[20:01] 是在三年前出来的
[20:03] 现在是极度稳定
[20:05] 对不对
[20:05] 人家良率都是90几%
[20:07] 而且产能利用率
[20:08] 都是接近百分之百
[20:09] 所以大量产出
[20:11] 非常的稳定
[20:12] 那现在呢
[20:13] 你不找他
[20:14] 我舉個例就好
[20:16] 就是說現在揮打他
[20:17] 就當然一定是找台積電
[20:19] 現在如果今天這個Google
[20:22] 他TPU要做
[20:23] 就他去找Intel
[20:25] 現在他產出
[20:26] 我剛剛提到就是E8A
[20:28] 看起來就是類似台積電的3奈米
[20:30] 那就像3年
[20:32] 這個就是回到
[20:33] 你現在的對手
[20:34] 人家是揮打
[20:35] 人家拿的是台積電穩定晶片
[20:37] 結果你跟Intel合作
[20:39] 是拿3年前台積電的技術
[20:41] 而且刚开始量产
[20:43] 稳定度不足
[20:44] 然后技术相对来讲不如人家
[20:47] 然后呢
[20:48] 当你还拿那不稳定的三奈米
[20:50] 结果人家回答跟台积电在谈
[20:53] 未来二奈米也要分一杯羹
[20:55] 所以人家的晶片
[20:57] 明明设计即使你本来赢人家
[21:00] 就因为制程不同
[21:01] 最后变成倒输人家
[21:03] 现在结论就是
[21:04] 他们这几个都是全球的top top
[21:07] 所以理论上他们已经出尽全力
[21:11] 去做后端的设计
[21:13] 所以前端在制造
[21:14] 他也必须要
[21:16] 一定要确认他是拿到最好的东西
[21:19] 才有办法打败对手
[21:20] 所以几乎简单来讲
[21:22] 前端的人都不能有任何的
[21:24] 差错的情况下
[21:26] 所以理论上这一块几乎是没有办法
[21:28] 分给这个所谓的其他人
[21:31] 那可以预期
[21:32] 就是说
[21:33] 未来就算苹果跟intel合作
[21:37] 一定也是相对
[21:38] 他比较便宜的商品
[21:40] 他不是那麼重要的相關的晶片交給他
[21:45] 那相對而言蘋果才放心
[21:47] 如果你今天回到這個所謂的N年前
[21:52] 當時三星跟台積電一起供給蘋果
[21:56] 那個時間點
[21:57] 結論就是你買iPhone的時候你不知道
[22:01] 但當打開知道自己是買三星的時候
[22:04] 就覺得很不滿意
[22:05] 為什麼我要拿到的是三星晶片
[22:07] 那個效率比較差又比較容易過熱
[22:10] 所以相对而言
[22:11] 到最后只好苹果
[22:13] 就是直接干脆
[22:14] 全部给台积电供应
[22:16] 那未来也是一样的角度
[22:19] 就是我也觉得
[22:20] 它没有平起平坐之前
[22:22] 它没办法同样的商品
[22:24] 给两个供应商
[22:26] 那只有可能就是
[22:27] 比较低阶
[22:29] 比较简单的产品
[22:30] 才有可能分给其他人
[22:32] 那对台积电刚刚提到
[22:34] 冲击在哪里
[22:35] 根本就没有冲击
[22:36] 因为现在台积电
[22:37] 如果会有冲击
[22:39] 就是一个概念
[22:40] 就是今天把这个产能交给
[22:42] 所谓的Intel之后
[22:44] 代表着台积电那个产能空出来
[22:46] 而且它产能卖不掉
[22:48] 那对台积电才会有所冲击
[22:51] 实际上今天会转给其他的人的
[22:55] 都是台积电已经吃不下
[22:57] 才会往外流
[22:58] 或者我们讲个角度
[22:59] 这就是我之前讲的
[23:01] 类似这个先进封装
[23:03] COWAS的这个架构
[23:05] 去年这个日月光
[23:07] 也一直在外面嗷嗷待哺
[23:10] 就是希望這個COAS的部分
[23:12] 那個時候市場就認為
[23:14] COAS會大到滿出來
[23:16] 所以他在外面台積電的門口等
[23:18] 就是只要他吃不完我就吃
[23:21] 就沒想到台積電超厲害
[23:23] 就是發現東西一直丟不出來
[23:25] 因為台積電快速擴張
[23:27] 把COAS全部吃光了
[23:29] 那一直到去年下半年第四季之後
[23:31] 台積電也吃不下了
[23:33] 所以COAS就往外丟了
[23:35] 所以去年的這個所謂日月光
[23:39] 下半年应该说年底之后
[23:40] 股价就开始转强
[23:42] 一直到现在还在大涨
[23:43] 持续创高
[23:44] 它吃的是什么
[23:46] 就是台积电溢出来的效应
[23:47] 那日月光大涨
[23:49] 代表台积电不行了吗
[23:51] 这不合逻辑啊
[23:52] 外溢啊
[23:53] 是外溢
[23:54] 我吃不下给你啊
[23:55] 对
[23:55] 所以我刚刚讲的就是说
[23:56] 你Intel大涨是不是合理
[23:58] 是合理的
[23:59] 但Intel大涨
[24:01] 不代表台积电有问题
[24:02] 这两件事情是
[24:04] 没办法去同时成立
[24:06] 而且你看Intel大涨
[24:07] 我们联电就大涨
[24:09] 跟Intel有合作的就开始大张
[24:12] Ethic开始风靡
[24:15] 台湾的相关的IT厂商
[24:16] 有办法代工的或是拿到IP的
[24:18] 也开始风靡
[24:19] 对不对
[24:20] 所以这简直是一个不可思议
[24:22] 但是又在台股形成了一个正循环
[24:25] 这个是我们一边见证
[24:26] 一边觉得很骄傲的事情
[24:28] 那不是说都不提醒风险
[24:30] 不过刚刚有提到
[24:31] 你看这一路以来
[24:32] 发哥先创了一个夸张的奇迹
[24:34] 其实以发哥今年
[24:36] 他们的获利成长的预估来看
[24:38] 应该是没有那么的离谱
[24:39] 然后到了2028年
[24:41] 你说高盛奖EPS会400
[24:42] 这个我觉得
[24:43] 我个人也觉得
[24:44] 好像有点过度的
[24:47] 我不确定
[24:48] 但是我觉得听起来有点那一个
[24:50] 只是市场的资金
[24:51] 就觉得它那么久没有涨了
[24:53] 它的本益比这么合理
[24:54] 它是台湾最大的A设计
[24:56] 全世界第五大A设计公司
[24:57] 我们常常把这个挂在嘴上
[24:59] 但它一旦成真了
[25:00] 是不是有一种
[25:01] 哇塞怎么会这样
[25:02] 大家知道吗
[25:03] 发个路我在涨的话
[25:04] 它今天就休息了
[25:05] 它如果在涨
[25:06] 它要变成20分钟分盘
[25:07] 发哥20分钟分盘
[25:09] 然后现在光宝科是注意股
[25:11] 光宝科如果今天再涨
[25:12] 明天再涨
[25:13] 它可能要被分盘
[25:14] 如果说台湾50的全资股
[25:16] 陆陆续续被分盘
[25:18] 我觉得那个是
[25:19] 有点是流动性上面的灾难
[25:21] 目前来讲
[25:23] 确实会有
[25:25] 只有台积电有条款不会
[25:26] 对因为确实现在市场上
[25:29] 就是有这个过热的现象
[25:31] 这是不真的事实
[25:32] 所以各样的指标
[25:36] 当然会
[25:37] 这也是导致
[25:38] 回过头来
[25:39] 这也是让
[25:40] 刚刚我们最早提到的
[25:42] 有没有过热
[25:43] 对
[25:43] 有没有过热
[25:44] 有一些在场外观望的投资
[25:46] 一直不敢进场
[25:47] 越看越恐怖
[25:47] 对 越看越恐怖
[25:48] 双方被夹杀
[25:50] 一边就是
[25:51] 刚刚赵华提到的
