[00:00] 歡迎收聽趙華與古惑仔第1027集
[06:20] 針對下跌的時候
[06:22] 反而大家要有
[06:24] 可以有減便宜的這種一個心態
[06:28] 當然我是說
[06:29] 重點是產業要對
[06:30] 不是說看跌就買
[06:32] 因為產業趨勢不對
[06:33] 你越跌越買
[06:34] 可能越套越深
[06:35] 我想這點還是要跟大家去做說明
[06:38] 當然你要了解產業趨勢的話
[06:41] 當然重點就是
[06:42] 你第一個要有大方向
[06:43] 知道什麼是主軸
[06:45] 那既然說現在主軸在AI
[06:47] 那這個大方向確定之後呢
[06:49] 你就開始去做一些更細部的一個研究
[06:53] 我看是要AI裡面的是這個先進製程
[06:57] 或者說先進封裝
[06:58] 還是說什麼PCB
[07:00] CPO
[07:01] 或者說包括像是其他的一些這個零元件等等
[07:06] 其實大家我們打個比方
[07:08] 就像你今天假設我要去南部旅遊好了
[07:10] 大方向你要確定
[07:12] 比如說我今天要去臺南
[07:13] 我就先把臺南大的旅遊的目的地給鎖定
[07:19] 再來我就可以安排說
[07:20] 我是要去吃小吃
[07:21] 還是我要去逛古蹟
[07:23] 還是我要去戶外走一走等等之類
[07:28] 然後你就還可以把你的細項慢慢定出來
[07:30] 所以其實我們在看這個盤的時候
[07:33] 2026年的主軸我想還是不會變
[07:35] 只是說很多人可能覺得看回不回
[07:38] 一路中間想上車
[07:41] 其實講一句臺語的一個比喻
[07:44] 就有一句話
[07:46] 我覺得講得非常好
[07:47] 就是說
[07:47] 長上去的時候你不敢追
[07:51] 真的跌的時候你會覺得
[07:52] 哎呦好可怕
[07:53] 好像快破底了又不敢買
[07:54] 所以你一直在這種反反覆覆
[07:56] 看漲不追
[07:57] 看漲不敢追
[07:58] 然後看跌又不敢低階的情況之下
[08:01] 有時候後面看到創新高
[08:02] 又覺得心裡面很懊悔
[08:03] 所以最近其實我們也常遇到這種情況
[08:06] 就是可能比如說
[08:08] 跟朋友或跟同學吃飯
[08:10] 發現會跟你討論股票的人越來越多
[08:12] 那當然他們都不是做這個行業的
[08:15] 所以呢
[08:15] 他們其實平常對這些相關的資訊
[08:18] 也不是特別會去做進一步的研究
[08:21] 只是說覺得好像股市真的很熱
[08:23] 那是不是呢
[08:24] 有機會可以順便賺一波
[08:26] 那我個人的建議就是說
[08:28] 如果比較沒有時間看盤
[08:30] 或追蹤
[08:30] 像我們這趙美常講
[08:32] 你就買ETF就好
[08:33] 這一點我也蠻認同的
[08:34] 其實我後來有稍微去追蹤一下
[08:37] 從元月份以來
[08:38] 指數呢
[08:40] 斤斤漲的過程裡面
[08:42] 幾檔ETF
[08:43] 不管你是買所謂的
[08:44] 這個指數型的
[08:46] 或者說買所謂的這個
[08:47] 主動型的
[08:49] 主動型的
[08:49] 比較積極的
[08:50] 其實他們的績效
[08:51] 到現在至少都有一成以上
[08:54] 甚至有的
[08:55] 有的這個
[08:56] 選股更厲害一點的ETF
[08:58] 可能他的績效
[08:59] 大概這一個月多
[09:00] 一個月左右的時間
[09:01] 已經快接近兩成了
[09:03] 那大家就想
[09:04] 如果你是平常沒時間盯盤的
[09:05] 當然誰不想說
[09:06] 今天買明天漲停盤
[09:08] 馬上賺一個10%
[09:09] 但是這種股票
[09:11] 也有可能面臨一個風險
[09:12] 明天會不會莫名其妙就跌停
[09:15] 所以呢
[09:16] 如果說呢
[09:17] 比較沒時間盯盤
[09:18] 或者說呢
[09:18] 你買
[09:19] 並沒有時間去做
[09:21] 更進一步深入研究的
[09:22] 我個人還是認為說買ETF
[09:24] 我也是跟我的朋友啊
[09:26] 同學啊
[09:26] 我都這樣給他們說明
[09:28] 當然他們還是會一直問你說
[09:30] 哎呀
[09:30] 你就給我個股嘛
[09:31] 那我自己裡面在看挑著買
[09:34] 真的
[09:34] 你朋友會直接跟你要個股
[09:36] 因為大家熟了
[09:37] 就就會聊到這樣比較熟的可以
[09:39] 熟的可以
[09:40] 但是
[09:41] 但是我還是跟他講說
[09:43] 其實現在真的有好的
[09:45] 受惠AI的公司
[09:47] 比如說像臺積電好了
[09:49] 現在已經1800了
[09:51] 你要買一張臺積電要180萬
[09:53] OK
[09:54] 即便你買零股就好但是不是所有的AI股票都像臺積電一樣成交量這麼的大而且領股他的這個交易也很活絡其實蠻多的股票你除了買整張之外
[10:05] 其實他領股其實不太好進出
[10:07] 就像我們的這個股王好了
[10:10] 信華KY
[10:10] 這個股價已經一張都要好幾百萬了
[10:15] 9000塊
[10:16] 9000塊
[10:16] 所以要900萬
[10:17] 對那這個也不是一般人可以負擔的嘛
[10:19] 那這個情況之下呢
[10:21] 他平常交易也不熱絡
[10:23] 你領股也不好買賣
[10:24] 但是你又覺得他是一家航空公司
[10:26] 那怎麼辦
[10:26] 其實有的ETF
[10:28] 他們就會去對去挑這種股票
[10:29] 那現在很多ETF
[10:31] 除了說比較早期
[10:32] 早期掛牌的那些
[10:34] 好像像市值型的0050
[10:36] 因為他分拆之後
[10:37] 現在可能大概50幾塊還OK
[10:38] 那這從去年大概下半年開始
[10:42] 陸陸續發行的這些所謂主動型的
[10:44] 其實現在了不起就十幾塊
[10:46] 二十幾塊嘛
[10:47] 那你買的話
[10:48] 其實我覺得第一個
[10:49] 你比較有參與感
[10:50] 再來第二個就是說呢
[10:51] 你也比較好入手
[10:53] 不會說我的資金
[10:54] 假設我就100萬
[10:55] 那我可能買一張臺積電都不夠
[10:57] 那你還要去想說我要買A買B買C
[11:00] 你會覺得又記憶體好像也很好
[11:02] 或者說CPU我也想買一點
[11:03] 那你100萬你這樣去切你根本很難切嘛
[11:06] 所以有時候我的建議都是你就直接看你比較喜歡哪個類股
[11:11] 比如說我比較喜歡記憶體
[11:13] 你去找那個ETF裡面記憶體的股票
[11:16] 南亞科啦華邦電或者旺宏群聯他比重比較高的
[11:20] 或者說比較喜歡這個先進封裝的
[11:23] 你就看誰加晶圓店
[11:25] 星泉
[11:26] 這些買比較多
[11:27] 你就挑你喜歡的
[11:28] 那我覺得其實價位上也比較好入手
[11:31] 而且十幾塊二十塊
[11:32] 你也可以分批買
[11:34] 比如說我先買個十張
[11:35] 那如果說有回疊拉回的時候
[11:38] 我再加十張
[11:39] 這樣子的話呢
[11:39] 在你的資金分配上
[11:41] 我認為也會比你
[11:42] 一百萬可能單押一檔個股
[11:45] 還要來的
[11:46] 更為對你的資金配置
[11:48] 有更好的一個方法
[11:50] 好我們等一下也會請幸福哥
[11:52] 還是幫我們分享
[11:54] 有關像機體
[11:55] 或是像今天散裝航運這型別
[11:57] 有報價的股票
[11:58] 到底現在的前景如何
[12:01] 但這邊我先呼應一下幸福哥
[12:03] 因為像我們也常會去解答
[12:05] 大家各式各樣的問題
[12:07] 說實話最難解答的
[12:08] 就是問到一些個股
[12:10] 例如問某某股為什麼沒有漲
[12:12] 為什麼會問呢
[12:13] 因為今天看起來大家都漲
[12:15] 沒有漲的股票當然也有
[12:17] 那報道的是不會漲的股票
[12:18] 不會有那一種
[12:20] 沒關係會輪到他
[12:21] 而是覺得為什麼別人長了
[12:23] 我沒長
[12:23] 像這樣子的心情
[12:25] 在個股上面
[12:26] 實在是非常容易的患得患失
[12:28] 那大家會傳訊息來問
[12:30] 多多少少是希望什麼呢
[12:31] 希望用一個最快的管道
[12:33] 要到一個保證式的回答
[12:35] 這個長多了
[12:38] 我可以理解大家的心情
[12:39] 可是大家真的要回頭去思考
[12:40] 像這樣合理不合理
[12:42] 因為我們這個頻道
[12:44] 是免費的放送
[12:45] 那我覺得
[12:46] 因為我很關心我們的聽眾
[12:48] 我也很謝謝你們的支援
[12:49] 所以傳過來
[12:50] 我當然多多少少會想要回一下
[12:52] 可是真的要想一想
[12:53] 這樣子問別人個股合理不合理之外
[12:56] 然後也有人告訴我說
[12:57] 我知道你講了很多ETF
[12:59] 可是ETF太慢了
[13:01] 不過呢要去想哦
[13:03] 像我自己也有買ETF
[13:04] 也有買個股
[13:05] 個股是因為我在產業的一些資訊上面
[13:08] 或者是像我跟達人
[13:09] 因為很多人會說
[13:10] 那某某達人講了什麼
[13:11] 也要我幫忙背書說
[13:13] 他講了這個怎麼沒漲
[13:14] 或他講了這個漲到這邊可不可以買
[13:16] 我揹負著太多這樣的
[13:19] 必須要保證性的回答
[13:20] 是沒有辦法的
[13:22] 所以我自己買個股的部分
[13:24] 是因為我能handle
[13:25] 例如說今天幸福哥跟我講的
[13:27] 我可以直接
[13:27] 他坐在我旁邊我就問他
[13:29] 這個是不好意思
[13:30] 我做這一行的特權
[13:31] 或者是我甚至跟公司就有認識
[13:34] 所以他的前景我知道
[13:35] 甚至我自己也會看財報
[13:36] 我也會略懂一些技術線性跟籌碼
[13:39] 那為什麼我比較想要回答的是ETF
[13:41] 因為我自己也有在看
[13:43] 像今天我跟大家常常講
[13:45] 主動式的ETF在這一波
[13:46] 曾經在前面十天
[13:48] 開盤的元月的前面十天
[13:50] 表現好像比較差
[13:51] 因為個股在輪動
[13:53] 產業在輪動
[13:55] 他們也得要去抓到
[13:56] 下一個輪動的產業
[13:57] 可是如果經理人厲害的話
[13:59] 他們會藉由換股換到對的
[14:01] 那你就會發現
[14:03] 他們又回到正常的軌道上了
[14:05] 今天不管漲的是記憶體
[14:07] 不管漲的是CPU
[14:09] 不管漲的是PCB
[14:10] 不管漲的是軍工
[14:12] 不管漲的是裝置
[14:13] 你可能會在這樣輪漲的過程中
[14:16] 覺得很慌亂
[14:17] 為什麼今天被動元件沒有漲
[14:20] 別人的PCB在漲之類的
[14:22] PCBA在漲
[14:24] 為什麼PCB沒有漲
[14:25] 好
[14:26] 個股如果你真的handle不了
[14:28] 那這些主動式的ETF
[14:30] 或是說有些產業型的
[14:31] 比較積極的ETF
[14:32] 大盤型的ETF也好
[14:34] 它不就天天在漲嗎
[14:35] 因為它會幫你換
[14:36] 那市值型的是
[14:37] 大盤只要天天漲
[14:39] 市值型的當然就天天漲
[14:40] 所以你會看到這些ETF
[14:42] 也許它不會給你一個漲停板
[14:43] 可是隻要今天大盤在漲
[14:46] 或是相關產業在漲
[14:47] 它就是天天漲
[14:49] 你想要去期待
[14:51] 那一個10%的漲停板
[14:52] 當然很快樂
[14:53] 我完全可以體會
[14:54] 可是如果是10天
[14:56] 它每天都給你漲1%
[14:57] 那也是很快樂
[14:58] 我覺得它沒有比較慢
[15:00] 因為你漲10%的那一根
[15:03] 可能後面吐了5%
[15:04] 你又心情很不好
[15:05] 對
[15:06] 所以我覺得這是一個抉擇
[15:07] 大家還是可以重新思考一下
[15:09] 不要為了這個盤式
[15:11] 天天在漲
[15:11] 就失去了自己操作的
[15:13] 分寸跟方向
[15:14] 這樣子
[15:15] 當今天這個風落退了
[15:17] 為什麼對等關稅
[15:19] 那時候會那麼多人抬出場
[15:20] 就可能是因為
[15:22] 沒有辦法在風順的時候
[15:23] 把功課給做好
[15:24] 我覺得這個是很重要的事情
[15:27] 好
[15:27] 再交還給信夫哥
[15:29] 記憶體現在長成這個樣子
[15:31] 很多人都講說
[15:32] 因為這禮拜還會有
[15:34] 三星海力士和SANDISK的財報
[15:36] 是不是這一波的財報周
[15:38] 會再刺激臺灣的這些記憶體
[15:40] 常常往上
[15:42] 有人說上中下游
[15:43] 甚至封測通路
[15:44] 到底該怎麼選擇
[15:46] 好這個剛剛我們趙阿梅
[15:48] 你有提到一個
[15:49] 蠻有趣的一個觀點
[15:51] 就是說
[15:51] 有的人會覺得
[15:52] 個股我不懂
[15:54] 但是叫買ETF又覺得太慢
[15:56] 所以就會有點好像兩難
[15:58] 我舉個例子
[15:58] 如果早期有在看NBA的
[16:02] 應該會知道
[16:03] 有一個球星
[16:04] 叫做Alan Iverson
[16:06] 是非常厲害
[16:06] 雖然他身高不高
[16:08] 我記得好像只有18多
[16:09] 但是他好像拿過兩次得分王
[16:12] 就是代表說
[16:13] 其實即便他是矮個子
[16:14] 可是他非常有打球的天分
[16:17] 可是呢
[16:17] 這打球的天分
[16:18] 不代表說他有理財的天分
[16:20] 因為我們知道
[16:20] 其實職業運動員
[16:21] 他們的收入非常高
[16:22] 特別是你知名的運動員
[16:24] 還有一些這個球鞋
[16:26] 或說一些商品的代言
[16:28] 那這些經過統計
[16:31] 比如說像NBA
[16:32] 或是一些職業球員
[16:33] 他們大概退役之後
[16:35] 有50%會在10年以內破產
[16:37] 為什麼
[16:38] 因為他們雖然打球很厲害
[16:40] 但是呢
[16:40] 他們對於理財這一方面
[16:42] 完全不懂
[16:42] 那可能賺多少花多少
[16:45] 甚至很多親戚朋友
[16:46] 就靠他們養活
[16:47] 所以這告訴我們一個事實
[16:50] 就是說即便你現在有這個能力
[16:53] 或現在你有這個運氣
[16:54] 賺到這一筆錢
[16:55] 但是如果說你沒有能力
[16:57] 去維持住的話
[16:58] 你也有可能在未來的
[17:00] 某一個時間點
[17:01] 把這一筆吐光光
[17:02] 但是另外一個球星
[17:04] 叫做Oni
[17:05] 就是大白鯊
[17:06] 可能大家也聽過
[17:07] 他反而是在他除了說打球
[17:10] 這個持續經濟
[17:12] 因為他也是很厲害的中鋒
[17:13] 他自己還去
[17:14] 我記得好像是
[17:15] 他在邁阿密的時候
[17:16] 有去唸一個什麼
[17:17] 什麼MBA碩士
[17:18] 我就說他除了當球星之外
[17:20] 他也很有積極去學習的
[17:23] 一個動力
[17:23] 所以呢
[17:24] 像他後來到洛杉磯的時候
[17:26] 他也因為洛杉磯是一個
[17:27] 那個
[17:28] 那個
[17:28] 加州那邊
[17:29] 比較多科技業
[17:30] 他甚至是最早期
[17:32] 我記得好像是投資Google的
[17:34] 一些科技業的一個最早投資
[17:37] 因為就有人跟他講說
[17:38] 這個行業我看不錯
[17:39] 然後呢
[17:40] 他自己回去想了一下
[17:41] 說好像也不錯
[17:42] 所以呢
[17:42] 因為他有這個
[17:44] 這個相關的一些人脈
[17:45] 那他自己本身也願意
[17:47] 進一步去了解
[17:48] 所以呢
[17:49] 他早期投了蠻多的一些
[17:51] 後來非常成功的科技業
[17:52] 所以他也算是在
[17:54] 這個NBA裡面
[17:55] 目前的就是退休以後
[17:57] 財富反而越來越多的一個人
[17:58] 所以這個故事告訴我們說
[18:00] 天下沒有不勞而獲的東西
[18:02] 你今天想吃這一口飯
[18:04] 你今天想賺這個錢
[18:05] 不能說只是
[18:06] 靠你現在當下的這個天賦
[18:09] 或是說靠你現在當下的運氣
[18:11] 那一旦潮水來的時候呢
[18:13] 說不定你這個褲子脫光光還不夠賠
[18:15] 就像去年四月那次的股災
[18:17] 很多人是被抬出場的
[18:19] 為什麼因為可能槓桿開太大
[18:21] 又沒注意到風險
[18:22] 所以我還是提醒大家
[18:23] 如果真的你願意學習
[18:25] 那當然操作個股呢
[18:27] 會有讓你更大的收穫
[18:28] 這是肯定的
[18:29] 但是如果說沒有時間
[18:31] 或者說目前本身呢
[18:32] 比較沒有這個去研究個股
[18:35] 這樣子的一個
[18:36] 不管是工具也好
[18:37] 或是方法也好
[18:38] 那我是覺得最快最好的參與方法
[18:40] 就是透過專業的經理人
[18:42] 幫你做這個ETF操作
[18:44] 其實大家也不要小看
[18:45] 這個所謂的ETF
[18:46] 覺得說每天就漲個一兩趴很慢
[18:48] 就像我剛剛舉例
[18:49] 從年初到現在
[18:50] 有些主動型的ETF
[18:51] 已經漲了超過10趴
[18:52] 這比你放在銀行一年
[18:54] 可能只有一趴多兩趴還更好
[18:57] 而且相對風險也低
[18:58] 不用說擔心今天漲停
[19:00] 明天跌停
[19:00] 所以我是覺得
[19:01] 這是一個省力省心
[19:03] 然後又讓你可以
[19:04] 這個專心在自己的
[19:06] 這個不管是工作上
[19:08] 事業上或家庭上的一個方法
[19:09] 算是兩全其美
[19:11] 所以大家也不要嫌他慢
[19:12] 時間應該是愛因斯坦做過
[19:16] 富力是世界第八大奇蹟
[19:19] 還是什麼
[19:19] 我類似
[19:19] 我是舉例
[19:20] 我記得他好像講過類似的話
[19:21] 可能富力的威力比原子彈還厲害
[19:24] 對類似這樣子
[19:25] 就是告訴我們說
[19:26] 其實重點是你有沒有耐心
[19:27] 而不是說
[19:28] 我今天就想買明天賺一個漲停板
[19:30] 那也有可能你今天買明天一根跌停板
[19:32] 那如果你是這樣的心態
[19:34] 你又沒有這樣子
[19:35] 可能面臨虧損的一個心理素質的話
[19:38] 那我個人是建議
[19:39] 個股的操作還是要謹慎為之
[19:43] 量力而為比較好
[19:44] 這是題外話
[19:45] OK那回過頭來講
[19:46] 當然科技股今天很熱了
[19:48] 那我想記憶體
[19:49] 我到目前還是認為說
[19:51] 這個超級迴圈還沒有結束
[19:53] 特別是未來AI的升級對於整個特別是在現在是進入所謂的推理階段那大家去想想看你每天上傳這麼多資料或許可能對於年紀比較大的人來說
[20:06] 比較沒有感受到
[20:07] 像我自己
[20:08] 就是去年12月那個
[20:10] Ginomite 3.0推出來之後
[20:13] 我在想說
[20:14] 它可以用來做什麼
[20:15] 然後一開始就看大家在那邊
[20:17] 用那個banana畫很多圖
[20:18] 就說怎麼那麼可愛
[20:19] 還可以畫成什麼四格漫畫
[20:22] 就覺得好像蠻好玩的
[20:23] 那我後來想說這個好像跟我沒什麼關係
[20:25] 但是後來呢
[20:27] 用了用了用著
[20:28] 現在才1月28嘛
[20:30] 我記得我好像
[20:31] 月初我也忍不住我就
[20:34] 就手刀訂閱
[20:36] 為什麼
[20:36] 我發現說其實它
[20:37] 對於我們在做研究蠻有幫助的
[20:40] 特別是以前我們在看外文報告
[20:42] 你就會覺得
[20:42] 雖然英文都看得懂
[20:44] 但是畢竟
[20:45] 還是要繞一層
[20:46] 對就是裡面有很多專有名字
[20:48] 你可能特地要切回來
[20:49] 去查一下這單字什麼意思
[20:50] 或者說要特別去再想一下說
[20:52] 這個句子到底整句串起來代表什麼
[20:55] 但是現在有這個AI的工具
[20:57] 其實不只GNMI
[20:58] 你用問卻的GBT
[21:00] GROK什麼都可以
[21:01] 你會發現你在整理資料上
[21:03] 速度非常快
[21:04] 而且他都會先幫你把重點整理好
[21:06] 甚至你可以一次丟個三篇五篇
[21:09] 類似的產業報告
[21:11] 或者說類似的公司報告
[21:13] 然後他會幫你去裡面抓出裡面
[21:15] 可能不同的論點
[21:17] 或者說他們共同看好的一個原因是什麼
[21:20] 那我覺得這個對於我們在做研究的人呢
[21:23] 其實非常的方便
[21:24] 就代表說呢
[21:25] 其實跟過去
[21:27] 大家把它認為只是一個小遊戲
[21:30] 或者說是一個製作
[21:31] 製作可愛圖片的小工具比較起來
[21:34] 其實我覺得未來
[21:36] 它會像我們的手機號碼一樣
[21:38] 變成了都需要
[21:41] maybe少的人買一個
[21:44] 或者說多的人
[21:45] 他可能需要不同的功用
[21:47] 他可以買這個Ginomite
[21:49] 也可以買CHAT的GBD
[21:50] 看你使用的功能
[21:51] 然後會有不同的服務在進行
[21:55] 所以就告訴我們說
[21:56] 其實它每天產生的資訊量都越來越大
[21:58] 產生的圖片
[21:59] 產生的報表
[22:00] 產生的PPT
[22:02] 產生的什麼什麼
[22:04] 這個其實都對於機體的需要是越來越大
[22:07] 那是代表說其實這個產業
[22:08] 今年來看
[22:09] 那包括國內外各大廠的高層都認為
[22:13] 本來可能預計今年下半年
[22:15] 可能就這個狀況會比較緩和
[22:18] 不過從最近幾個大廠出來看
[22:21] 很多都講說可能到2027年都有可能
[22:24] 所以我認為今年這個超級迴圈還沒有結束
[22:27] 那PCB也是產業的升級
[22:28] 我都講過很多次
[22:29] 面積變大 成數變多
[22:31] 再加上現在上游關鍵的原料缺貨
[22:34] 所以你看最近
[22:34] 景碩 新興 南電這些都漲翻了
[22:38] 這個也是一個區塊
[22:39] 然後PCB還有上游的原料
[22:41] 波仙 銅箔這些
[22:44] 當然高檔正在整理
[22:46] 但是長線目前看起來還OK
[22:47] 還有呢CPU
[22:48] 今年是2026的元年
[22:50] 還有呢其實
[22:51] 這個AI的範圍非常的廣
[22:54] 像最近像散熱啦
[22:56] 電源啦
[22:57] 這個BBU啦
[22:59] 都有一些就開始走
[23:00] 那至於比較低位階的啦
[23:02] 最近其實塑化股也有動起來了
[23:04] 像臺塑啦
[23:05] 那南亞是因為有這個
[23:07] 南亞科嘛
[23:09] 還有一些電子材料
[23:10] 但是現在連臺塑
[23:12] 臺化臺塑化都上來
[23:13] 就代表說其實產業呢
[23:15] 在中國大陸去產能
[23:17] 還有取消出口退稅情況之下
[23:19] 開始有上來
[23:20] 那另外一個是這個散裝
[23:22] 散裝今天好強
[23:23] 對因為這個
[23:24] 昨天BCI大漲
[23:25] 那我去查了一下
[23:27] 這一波大概是以這個
[23:30] 中國大陸
[23:32] 年前補庫存為主
[23:33] 能不能形成一個長線的趨勢
[23:35] 我個人是覺得
[23:36] 還是先觀察一下
[23:37] 好
[23:37] 所以報價天王
[23:41] 他常常都要看到報價
[23:42] 真的是比較明確的連續性走勢
[23:45] 散裝當然
[23:46] 我們也常常講
[23:47] 有時候你說
[23:48] 這個農曆年前
[23:49] 本來就可以預期
