[00:00] 欢迎收听赵华谊古惑仔第1083集
[08:04] 那这些新的技术的落实
[08:06] 其实都会创造非常多公司
[08:08] 不同的获利成长性
[08:10] 对
[08:10] 所以如果拉长来看
[08:11] 就是非常正面
[08:12] 但是短线上乖离过大
[08:15] 然后过热
[08:16] 然后看到一些迹象
[08:18] 觉得好像资金
[08:19] 开始部分的在缩
[08:22] 这件事情我会比较担心
[08:24] 那像去年
[08:25] 去年只是发生在五月嘛
[08:26] 那后来七月份又拉了一千多点
[08:29] 是
[08:29] 现在的一千多点很少
[08:31] 可是去年的一千多点很多
[08:33] 是
[08:33] 对
[08:33] 然后最后七月份拉完一千多点之后
[08:37] 8月就瞬间
[08:38] 把那1000多点
[08:39] 跌回去还倒跌
[08:40] 对
[08:40] 其实去年8月
[08:42] 并没有真的非常大的事情
[08:43] 坦白讲
[08:44] 对
[08:44] 它其实就真的是
[08:46] 钱退炒了
[08:47] 因为大家借不到钱
[08:48] 那时候好几间
[08:49] 券商都没有办法再借钱
[08:51] 对
[08:51] 所以我觉得这个
[08:52] 可能要稍微注意一下
[08:53] 那如果就短线上
[08:55] 我刚刚讲的几个指标之外
[08:57] 因为主动CTF
[08:58] 募完之后
[08:59] 它要进场
[09:00] 然后我们募完
[09:01] 好像是5月中
[09:02] 对
[09:02] 那边进场还会有钱进去
[09:04] 是
[09:04] 对
[09:05] 所以这几天
[09:05] 如果过热的休息
[09:07] 也许五月还是有资金
[09:08] 所以我也会进去
[09:09] 然后六月有computax
[09:11] 对
[09:11] 那computax就是大家来检视
[09:13] AI接下来要怎么走啊
[09:15] 然后有一些本来只是
[09:17] 譬如说黄仁勋
[09:18] 在演讲上用影片跟你讲说
[09:20] 我以后机柜要怎么弄
[09:22] 我们不知道真实是长怎样
[09:24] 去现场看你会更有感觉
[09:26] 就像我两周前去看这个Touch台湾
[09:29] 然后我确实看到了这个
[09:30] Switch Trade里面的这个CPU
[09:33] 是怎么设计的
[09:34] 那我就很有感啊
[09:35] 那我在跟大家聊投资分析的时候
[09:38] 我就很敢讲
[09:39] 对那我觉得computax就会有这种概念
[09:41] 所以那边通常都会有一点点
[09:43] 基本面资金面的行情会进来
[09:46] 确实因为去年的话
[09:47] 这个不限用途贷款
[09:49] 后来大家就有说不要再借了
[09:51] 对不对
[09:51] 已经变成另外一种开杠杆了
[09:53] 而且他这个开杠杆
[09:55] 是在去年做对等关税的时候
[09:57] 其实很多人就因为这样
[09:58] 也受到了压力
[09:59] 但现在开始我有看到非常多的人
[10:01] 就是理财新房贷能用就用
[10:03] 股票能值押
[10:05] 就值呀
[10:06] 对
[10:06] 所以某种程度市场上的福额
[10:09] 或是用杠杆开出来的钱
[10:10] 还是非常多
[10:11] 那像以前
[10:12] 我有段时间都不太想要讲
[10:13] 像期货这种类型的商品
[10:15] 不过现在也超级热
[10:16] 而且我看到已经开始有人在抱怨
[10:18] 就说
[10:18] 那为什么有很多公司都涨到
[10:21] 已经可以有个股期
[10:22] 他都还不做个股期
[10:23] 其他所在干吗
[10:24] 或者是有的公司
[10:25] 为什么他没有小个股期
[10:27] 因为现在这个千金股太多
[10:29] 但并不是每一档千金股
[10:31] 他都有所谓对应个股期
[10:32] 因为有的是涨得太急了
[10:33] 对
[10:34] 现在这种抱怨就跑出来了
[10:36] 所以现在市场上面
[10:37] 急着想要投入钱的人
[10:39] 开杠杆的人
[10:40] 又真的是相当的多
[10:42] 并不是像表面上融资这样子
[10:44] 可是呢
[10:45] 我们又对应到了一个
[10:46] 台股非常厉害的基本面
[10:48] 以及这个AI时代
[10:50] 并没有办法像
[10:51] 网路泡沫
[10:52] 金融泡沫来比拟
[10:53] 因为感觉上这个AI时代
[10:55] 是扎扎实实
[10:56] 有钱的大厂
[10:58] 跟有应用的落地
[10:59] 这些事情堆砌起来的
[11:01] 未来的甚至五年内
[11:03] 可能它都会是一个非常引领风潮的
[11:05] 所以大家就在这样的里面
[11:07] 资金非常的爆棚
[11:09] 可是应用又是真的啊
[11:10] 台股的基本面又非常非常的好
[11:13] 里面在做多空交战这样子
[11:15] 对
[11:16] 确实是
[11:17] 那所以你们评估今年高点不是也稍微上调了一咪咪对我们现在是上修到四万点那关键是因为企业获利上修我原本担心第二季不会上修
[11:32] 获利不会上修
[11:33] 因为第一季已经修太多了
[11:36] 那么多你就会觉得说
[11:37] 第二季怎么可能再修
[11:39] 结果没想到台积电的毛利率比预期好
[11:42] 然后给第二季又稍微高于市场预期的这个区间
[11:45] 所以台积电就告诉你AI太强了
[11:47] 然后AI的强
[11:49] 也会造成供需失衡
[11:50] 然后价格再上涨
[11:51] 所以价格的涨幅的
[11:53] 这个退升的力道
[11:54] 也变不想得多
[11:55] 是
[11:55] 所以这全部加起来
[11:57] 就会变成说
[11:57] 啊完蛋了
[11:58] 第二季获利要上修了
[12:00] 我们本来估21%的YY
[12:03] 然后上修到30几%的YY
[12:04] 这次看起来要上修到40%
[12:06] 是
[12:07] 对那所以这样指数
[12:08] 本来就会退升
[12:09] 因为目标价通常是
[12:10] 获利乘以本益比嘛
[12:12] 那如果获利上修
[12:13] 它通常本益比
[12:14] 也会跟着上修
[12:15] 它代为是双击
[12:16] 对
[12:16] 然后结果没想到
[12:17] 又加一个资金行情
[12:18] 三个全部共振
[12:20] 哇太强了
[12:21] 对
[12:22] 整个四月就喷出
[12:23] 好
[12:24] 但是还是战战兢兢
[12:25] 就是因为今天最高点
[12:26] 其实已经快要摸到
[12:28] 三万九千点
[12:29] 今天最高是
[12:30] 三八九二一
[12:31] 所以四万点
[12:33] 还算是
[12:34] 不是说什么
[12:35] 就很浮夸
[12:36] 对高盛也说四万点
[12:38] 那最有趣的
[12:39] 像昨天
[12:39] 我有一个很长久的来宾
[12:40] 就是朱家宏朱老师
[12:42] 我们也在拱他
[12:43] 因为朱老师之前就说
[12:44] 先看四万点
[12:45] 然后我们就说
[12:46] 那要不要看五万点
[12:47] 他就说你们不要太夸张
[12:48] 有的东西就是一关一关过
[12:50] 他说例如说
[12:51] 你真的已经占上四万点
[12:53] 那再来评估
[12:54] 因为虽然用技术形态来看
[12:56] 是万里无云
[12:56] 都已经创新高了
[12:58] 但是他也会从各方面觉得
[12:59] 有一点那种过热的迹象
[13:01] 大家还是会希望说
[13:03] 我们都很看好台股的发展
[13:05] 因为这一波的AI台股红利
[13:06] 真的吃好吃满
[13:07] 对
[13:08] 刚刚婉婷有讲
[13:09] 会上调
[13:10] 不是因为指数上调而已
[13:11] 是因为企业获利
[13:13] 真的上调
[13:14] 对
[13:14] 就是比想象中
[13:15] 赚的多太多
[13:16] 你看我们外销订单
[13:17] 三月的年增率是61%
[13:19] 太猛了吧
[13:21] 就是我们又不是一个
[13:23] 刚开始做AI的
[13:24] 我们又不是基期很低的
[13:25] 我们都不是
[13:26] 我们已经是有相当基期的
[13:28] 对
[13:28] 结果这个市场
[13:30] 还能够再年增什么五成六成
[13:32] 这都是非常夸张的事情
[13:34] 而且展望第二季
[13:35] 现在大家绞出来
[13:36] 其实大家要留意
[13:37] 最近会有蛮多公司
[13:38] 会开第一季结束之后的法说
[13:40] 去展望
[13:41] 下周超多
[13:42] 对下周超多
[13:43] 我记得好像台达店
[13:44] 就是有些大厂
[13:45] 鸿海啊什么都有要开
[13:47] 都是自家开
[13:48] 不是那种论坛型的
[13:49] 所以他如果展望第二季
[13:51] 第三季都很好的话
[13:52] 对那就是一个支撑力
[13:53] 可是过热也是一个现实
[13:55] 就是我们常常讲
[13:57] 产业的基本面有比较好
[13:58] 可是股价的涨势
[13:59] 可能凌驾在这个产业的涨幅之上
[14:02] 会有一点这样的状况
[14:04] 对其实坦白讲
[14:05] 这种有时候过热
[14:06] 就是股价拉太多的时候
[14:07] 评价太高
[14:08] 我有时候其实会
[14:10] 会有点小担心
[14:11] 像最近我就觉得
[14:13] 我擅长这些公司
[14:14] 那个本一笔
[14:15] 我都不知道要怎么分析下去
[14:17] 对
[14:18] 但是你如果问我说
[14:19] 欸廖总PCB你继续看好吗
[14:22] 就趋势上来讲
[14:23] 我觉得是啊
[14:23] 可是如果我要给一个合理的目标价
[14:26] 我要用2027的三十几倍
[14:28] 我才能推
[14:29] 那我就会觉得有点困扰
[14:32] 因为我觉得三十几倍
[14:35] 我觉得好难哦
[14:37] 所以如果我要继续推
[14:38] 要么我就是要调到三十五或四十倍
[14:41] 2027哦
[14:42] 然后不然就是我要用2028的三十倍给
[14:45] 我才推得下去
[14:46] 这个其实对研究人来讲
[14:48] 我确实很
[14:49] 会有一种天然交战的感受
[14:52] 可是就趋势上来讲
[14:54] 他又很好
[14:54] 然后又就是归国升级
[14:58] 归国升级涨价等等
[14:59] 什么都好
[15:00] 然后你要我转中立
[15:02] 我觉得不行
[15:03] 对
[15:03] 所以我就变得
[15:04] 我觉得很难评论
[15:06] 坦白讲
[15:07] 好
[15:07] 那我来帮忙来拉一些线头出来
[15:11] 有非常多人也会传讯息
[15:12] 就是也要谢谢婉婷
[15:14] 或是问我
[15:15] 例如说我常常跟大家
[15:16] 最常在股货仔分享
[15:17] 就是为什么锦硕
[15:18] 可以报到现在
[15:19] 就是我曾经在快200块的时候
[15:21] 非常想把它卖掉
[15:22] 因为我的成本
[15:23] 大概100出头而已
[15:24] 所以快200的时候
[15:25] 就快赚一倍了
[15:26] 对我来说够了
[15:27] 而且虽然我知道
[15:27] 它的营收获利会大成长
[15:29] 但是它还没有
[15:30] 端出那样的成绩单
[15:32] 就等于一笔一笔
[15:33] 就是刚刚婉婷讲的
[15:34] 你已经如果以
[15:35] 现阶段来看
[15:36] 是非常非常高的
[15:37] 可是婉婷就讲说
[15:38] 那载板元年的
[15:39] 第一个月有什么好卖的
[15:40] 这句话后来很多人
[15:42] 就端去用了
[15:43] 端序用了
[15:44] 昨天仅说是摸到500块钱
[15:46] 那因为离开成本太远
[15:48] 所以变成说
[15:49] 他在怎样震荡
[15:50] 我都有种看戏的心情
[15:51] 就是看你要怎样
[15:52] 但是你问我说
[15:54] 那你还要不要推
[15:55] 这个宅版三雄
[15:56] 我说我也不知道
[15:58] 刚好今天晚点
[15:59] 要不要推台光电台要
[16:00] 我不知道
[16:00] 因为连茂之前
[16:02] 我们觉得他很落后
[16:02] 他也涨了
[16:04] 他也涨了很多
[16:05] 金居我们觉得很落后
[16:06] 他也涨了
[16:07] 当然他很倒霉
[16:08] 他一涨又马上被分盘交易
[16:10] 涨得算慢的
[16:12] 好
[16:12] 就现在来看
[16:14] 只有少数的一些PCB
[16:16] 是还没有大涨
[16:18] 好
[16:18] 例如涨了一段时间
[16:19] 但是休息的定影头控
[16:21] 这种的
[16:21] 对不对
[16:22] 华通
[16:23] 最近是一个重灾区
[16:24] 因为我相信有很多人
[16:26] 手上有华通
[16:27] 也想要趁晚停来的时候
[16:28] 赶快打听
[16:29] 这个低轨卫星
[16:30] 因为SpaceX说要实践上
[16:32] 可能会有一点困难
[16:33] 有点严峻
[16:34] 所以这个低轨卫星
[16:35] 已经倒了两三天了
[16:37] 那华通也是一个首当其冲
[16:39] 所以如果要从板材里面去找的话
[16:41] 确实有类似像这样子
[16:43] 比较没有涨
[16:44] 还有像金城哥汉语博
[16:45] 对
[16:46] 这类型的
[16:47] 感觉上好像是PCB里面相对便宜的
[16:50] 但是不是强者横强呢
[16:52] 是要一直去追载板吗
[16:53] 追同博基板吗
[16:55] 还是怎么看
[16:56] 当然上游材料也很猛
[16:57] 对
[16:58] 我还是会分几个层面来看
[17:01] 第一个就是
[17:02] 业绩要开始动的
[17:04] 越靠近要开始动的时间点
[17:06] 我觉得它的股价也会比较容易有反应
[17:09] 对
[17:09] 这个的想法
[17:11] 其实跟世新有点像
[17:12] 突然离题
[17:13] 世新KY
[17:14] 我们等一下会聊一下IP股
[17:16] 对
[17:16] 就是因为可能
[17:18] 我以前会讲说
[17:19] 股价会反映像N型
[17:21] 我一开始我知道
[17:22] 我接到订单
[17:23] 我幻想我可能半年后
[17:24] 一年后会有一个很大的梦想
[17:26] 我越先涨
[17:27] 涨一段之后
[17:28] 就发现离数字还很遥远
[17:29] 就整个掉下来
[17:30] 然后再上去
[17:31] 那就是世新KY
[17:32] 对
[17:32] 那现在呢
[17:34] 因为AI的所有的新平台
[17:36] 都要在第二季
[17:37] 第三季开始要出货了
[17:38] 所以我就会去思考说
[17:40] 这些厂商有谁
[17:41] 第二季第三季
[17:42] 营收会开始突然暴增的
[17:44] 那我就会把它放在
[17:45] 顺序上比较前面的
[17:47] 那现在就是下游
[17:49] AWS已经出了
[17:50] 所以像景象店
[17:51] 对
[17:52] 然后或者是CCL厂商
[17:53] 就是台光台耀
[17:54] 他们就是为什么
[17:55] 过去这一两个月
[17:56] 股价这么强劲
[17:57] 其实就有关
[17:58] 那另外在高季的部分
[18:00] 其实也是出AWS
[18:01] 好
[18:02] 然后再来接下来
[18:03] 往第三季去走
[18:04] 就是我们最近在讲的
[18:05] 之前NVIDIA的GTC大会三月
[18:08] 跟这周的Google的
[18:10] Cloud Next
[18:12] 对
[18:12] 它今天是
[18:14] 就这两天会讲TPU
[18:15] 好
[18:16] 那出货时间点
[18:17] 都在第二季
[18:17] 摸到第三季
[18:18] 所以谁是Google概念股呢
[18:20] CCL是台光
[18:22] 而且今年台光的
[18:24] 这一代的供货比重
[18:25] 又在提升
[18:26] 所以是加分的
[18:28] 那下游板厂呢
[18:29] 其实坦白讲
[18:30] 台湾出的人很少
[18:32] 主要都是大陆的厂商
[18:33] 可是如果你硬要说
[18:35] 我有拿Google的
[18:36] 虽然订单不多
[18:37] 但是我有的话
[18:38] 那就是Linstech
[18:39] Linstech的母公司是金城科
[18:41] 对
[18:42] 那金城科我觉得可以关注一下
[18:45] 他在Linstech这边的贡献
[18:47] 因为他去年把他并进来
[18:48] 然后之前有在说
[18:49] 要做一些财报结构的调整
[18:51] 所以获利的贡献度还不显著
[18:53] 那我认为可以观察一下
[18:55] 今年下半年
[18:56] 如果毛利有改善的话
[18:57] 他确实股价机器很低
[18:59] 然后再来就是金像电
[19:01] 也有供一点点
[19:02] 但是比众上没有那么大
[19:04] 所以业绩的贡献度
[19:06] 可能还是以AWS为主
[19:08] 但是毕竟Google开始出了
[19:10] 还是会有堆叠上去的感受
[19:12] 所以第三季的营收
[19:13] 就会比第二季好
[19:14] 然后再来就是定营的部分
[19:16] 定营的话
[19:17] 它的供货比重
[19:18] 可能又稍微再低一点
[19:19] 但是它也是第一次切进去
[19:22] 对那如果良率够好的话
[19:23] 我相信对它下半年的营收
[19:25] 贡献度都会开始看到
[19:27] 就是会营收创新高
[19:28] 所以这几个就会是我
[19:30] 我开始观察
[19:31] 他们的业绩改善的推升
[19:33] 对你看讲这个
[19:34] 比较落后的婉婷
[19:35] 侃侃而谈
[19:36] 因为他们有机会啊
[19:38] 对不对
[19:38] 因为他们的位阶比较低嘛
[19:40] 对
[19:40] 如果他们真的能
[19:41] 切进新的供应链
[19:42] 对不对
[19:42] 提供新的服务
[19:43] 对他们来说绝对大加分
[19:44] 那现在就是
[19:45] 刚刚为什么提到世新
[19:46] 可以完全理解你的感受
[19:47] 对
[19:48] 因为他就是亚马逊的订单
[19:49] 延后这件事情
[19:50] 我们讲了大半年
[19:51] 对
[19:51] 他中间我后来发
[19:53] 他去年
[19:53] 应该说今年
[19:54] 他有跌到2480
[19:55] 对
[19:56] 2480现在4000块
[19:58] 你就会想说
[19:58] 跌到2480
[19:59] 确实有点重了
[20:00] 可是当时市场气氛
[20:01] 没那么好
[20:02] 所以你就会觉得
[20:02] 对
[20:03] 要他的订单
[20:03] 还要再一段时间
[20:04] 要第二季啊
[20:05] 管他的先不要
[20:06] 先杀他好了
[20:07] 可是后来等到市场气氛好了
[20:08] 他第二季就要出货了
[20:10] 快快快
[20:10] 其实完全没有变
[20:12] 可是说法
[20:13] 你只是顺着说
[20:14] 逆着说而已
[20:15] 对
[20:15] 有时候投资
[20:16] 就是这么奇怪
[20:17] 因为那时候我就讲说
[20:19] 环境不好
[20:20] 我优先会减的
[20:21] 其实那时候
[20:22] 我会优先减创意
[20:23] 为什么
[20:23] 因为创意
[20:24] 它就是订单已经来了
[20:25] 对
[20:25] 所以现在订单已经来
[20:27] 都在天上飞了
[20:28] 对
[20:28] 不过现在
[20:29] 当这些天上飞
[20:31] 真的飞得像天灯一样
[20:33] 天灯有点污染
[20:34] 像什么一样
[20:35] 飞到
[20:35] 已经飞到外太空
[20:36] 像地轨卫星一样
[20:37] 地轨卫星也掉下来
[20:39] 好很难形容
[20:39] 那就去看那些
[20:41] 还没有飞天的
[20:42] 可是他明明在二三季
[20:43] 就有机会的
[20:44] 也maybe
[20:45] 就是资金会流过来
[20:47] 对
[20:47] 所以就先看一个订单
[20:49] 那再来的话
[20:50] 就是看供需
[20:51] 因为供需跟涨价这件事情
[20:53] 大家市场是非常爱
[20:55] 这个议题的
[20:55] 好所以
[20:56] 这些股票呢
[20:59] 最近就涨蛮凶的
[21:01] 是
[21:01] 对那
[21:01] 会不会继续涨呢
[21:03] 我觉得就要看这个公需结构
[21:04] 跟价格有没有继续在反应
[21:06] 好那公需有谁很紧呢
[21:09] CCL大家都知道嘛
[21:11] 就很紧嘛
[21:11] 而且三月份Panasonic涨价
[21:14] 然后四月份台药也跟着涨
[21:16] 然后台光没有发涨价通知函
[21:18] 但是他自己在法术会上
[21:20] 也跟大家讲说
[21:21] 他们四月份开始
[21:22] 就会逐月涨价
[21:24] 所以整个CCL就是没有新产的
[21:27] 然后很紧张
[21:28] 然后又规格升级
[21:29] 所以我认为就是
[21:31] 只要继续涨价
[21:32] 这件事情继续发生的话
[21:34] 都拉回可能都还有在往上的空间
[21:37] 只是说我坦白讲
[21:38] CCL的评价真的好难给
[21:41] 对不对
[21:41] 就台光4000也出乎你的意料之外了吗
[21:45] 对
[21:45] 就是应该说速度
[21:47] 头心就是有贡献
[21:49] 就是对
[21:50] 它涨的速度有点比我想的快一点
[21:52] 可是你要说基本面
[21:54] 它是真的无敌霹雳好
[21:56] 这是事实
[21:56] 事实
[21:57] 对
[21:57] 然后再来的话
[21:59] 涨价好一个就是载板
[22:00] 布的部分其实最缺的
[22:03] 我一直讲都是T布
[22:04] 那T布的产能其实没有开出来
[22:06] 所以到今年底
[22:07] 它就是只有这么多
[22:09] 然后那大家会做什么事情
[22:11] 就是我利润好的
[22:13] 我就会去抢T布
[22:15] 或者是NVIDIA等等这种大厂
[22:17] 去绑T布的
[22:17] 你拿得到
