[00:00] 歡迎收聽趙華與古惑仔第1010集
[04:40] 所以先跟大家講
[04:41] 可能不用太過灰心
[04:42] 目前只要指數去攻
[04:44] 臺建去強
[04:44] 我覺得臺股多頭沒有問題
[04:46] 那只是說今天
[04:47] 當然大家很擔心的是
[04:48] 成交量人
[04:49] 盤中
[04:50] 我看了早上預估量
[04:51] 我沒有像趙華那麼早看到一照
[04:53] 如果看到我也覺得很驚訝
[04:55] 我有把它截圖起來
[04:57] 對
[04:57] 那我看到大概都是
[04:58] 8000多億的上下
[05:00] 所以8000多億
[05:01] 本來就已經很誇張了
[05:02] 所以今天本來就是在開盤
[05:04] 你看到量那麼大
[05:05] 你就會知道
[05:05] 今天的盤一定會有人
[05:07] 在高檔想要賣股票
[05:08] 所以今天大家可以分成
[05:10] 就是說
[05:10] 到底臺積電這種瘋狂的買盤
[05:12] 就像趙華剛剛所講的
[05:14] 沒有看到實質的利多
[05:15] 你只知道說
[05:16] 臺積電ADR在禮拜五的美股
[05:19] 是大漲了五個百分點
[05:20] 創業率值的新高
[05:21] 但是其實臺積電的股價
[05:23] 在上個禮拜我就已經領先
[05:25] ADR創新高了
[05:26] 沒錯 是領先的
[05:27] 對 所以我覺得這個ADR大漲5%
[05:29] 今天臺積電再漲5%
[05:30] 那就不單純是因為ADR的利多訊息
[05:33] 對 因為我們也很少複製ADR的漲勢
[05:36] ADR通常比我們的漲跌幅都大
[05:38] 對 那我只能夠解讀就是說
[05:39] 你會發現到我們12月份
[05:41] 第一個外資對臺股是金麥超
[05:43] 是
[05:43] 那外資理論上來講
[05:46] 他們正是真的有規對
[05:48] 全員到齊上班應該是今天
[05:50] 好
[05:50] 所以這個也應驗了
[05:51] 我們有講過
[05:52] 元月外資會歸隊
[05:53] 對不對
[05:54] 但是歸隊力道會不會有點離譜
[05:56] 對
[05:57] 那我覺得就是我們內資
[05:58] 真的是還蠻厲害的
[06:00] 真的
[06:00] 對
[06:01] 他在外資歸隊之前
[06:02] 就已經把指數拱到
[06:03] 靠近到三萬點的關卡
[06:05] 是
[06:05] 那把臺積電拱到一千六百塊以上
[06:07] 那外資歸隊第一件事情
[06:09] 臺積電雖然漲到一千六
[06:10] 真的貴
[06:11] 但就他們的一個評估外資的報告
[06:14] 對今年的EPS
[06:15] 對明年EPS的預估
[06:16] 對它本盈比的提升
[06:17] 好像又覺得
[06:18] 那就算買1670
[06:20] 或1695塊的臺積電
[06:22] 也沒有貴到那個程度
[06:24] 也願意
[06:24] 對
[06:24] 所以我覺得資金就回來
[06:26] 因為你看到今天
[06:27] 整個大盤大漲
[06:28] 雖然臺積電漲了5%
[06:29] 但聯發科也不差
[06:30] 漲了大概3.74個百分點
[06:32] 因為聯發科也有人出報告
[06:34] 是大陸的廣發
[06:35] 對不對
[06:36] 出了報告
[06:36] 對
[06:37] 那你看到鴻海
[06:38] 臺達電
[06:39] 日月光
[06:39] 國泰金
[06:40] 這些大型全市股
[06:41] 今天買盤都回流
[06:42] 所以很簡單去講
[06:43] 今天就是
[06:44] 外資在歸隊之後
[06:46] 被迫要買臺股
[06:48] 因為有些被動式的買盤
[06:49] 有一些外資是真的要到
[06:51] 工作崗位上面
[06:53] 才會正式的去做一個
[06:54] 比較大局的加碼
[06:56] 所以之前可能透過一些城市
[06:58] 透過一些可能留守人員
[07:00] 做一些被動式的調整
[07:01] 那我覺得今天看起來就是
[07:02] 一筆資金到位
[07:04] 一次打進去到這些大型權值股
[07:05] 所以今天我覺得就是這種
[07:07] 大盤的大股
[07:08] 大型股在表現
[07:10] 那明天理論上來講
[07:11] 外資的買盤應該稍微縮手一點
[07:13] 對所以明天大家就要看
[07:15] 中小型股能不能跟上
[07:16] 因為今天一開盤
[07:18] 整個指數王衝高爆量之後
[07:20] 貴買就直接翻黑
[07:21] 而且今天收盤
[07:22] 大概跌了0.8個百分點
[07:24] 好就大家如果有興趣的話
[07:26] 我IG有發現到
[07:28] 我FB也有發圖文
[07:29] 就是今天我稱之為一個K型臺股
[07:33] 我們不是之前跟大家分享
[07:34] 很多K型經濟嗎
[07:35] 你一定要沾上AI
[07:36] 你就在K的上面嗎
[07:38] 如果你不是AI
[07:38] 你就永遠往下沉淪
[07:40] 今天如果我把那個上市的圖
[07:42] 跟上櫃的圖有畫出來
[07:43] 就是一個一直往上
[07:45] 一個一直往下
[07:46] K型臺股出現了
[07:48] 不過這個跟產業不一樣
[07:50] 這個畢竟就是一個
[07:51] 全職股跟中小型股的輪動
[07:53] 不會永遠如此
[07:54] 這個倒是可以放心一下
[07:56] 對 我覺得其實也不用太過於擔心
[07:58] 因為你看到櫃買
[07:59] 其實在今天以前是連久紅
[08:01] 那連久紅我覺得
[08:02] 很瘋狂的中小型股加速補賬
[08:05] 所以我覺得現在看起來
[08:07] 就是這個外資一規對
[08:08] 那之前你看這些
[08:10] 瘋狂在卡中小型股的那一支
[08:12] 但你知道外資要回來買嘛
[08:13] 所以我順勢去
[08:14] 把這個股票送給外資
[08:16] 我覺得都是蠻合理的現象
[08:17] 所以今天來看的話
[08:20] 但我覺得貴買
[08:21] 我們也是一樣看到貴買的成交量
[08:22] 大概已經放到1825億
[08:24] 這個量我覺得不算小
[08:26] 但是也沒有到那種
[08:27] 非常失控的爆大量
[08:29] 所以我覺得整體上來看的話
[08:31] 應該是說今天在
[08:33] 臺股歷史新高的時候
[08:34] 內外資做一些對敲換手的動作
[08:37] 那關鍵就在於說
[08:38] 接下來1月6號到1月10號
[08:41] 我覺得這些時間點
[08:43] 這些所謂大型全市股
[08:44] 跟中小型股的表現
[08:45] 才會決定到
[08:46] 到底農曆春節之前
[08:48] 我們這個今12年的
[08:49] 零12百位行情
[08:51] 有沒有再創高點的機會
[08:52] 目前來看
[08:53] 我覺得其實機會還比較大
[08:54] 第一個就是因為
[08:55] 剛剛習兆爾有提到
[08:56] 臺建還有一個法說會的力多
[08:58] 在後面
[08:58] 對
[08:59] 所以我覺得這個法說會力多
[09:00] 因為現在當然大家期待性很高
[09:02] 所以到底法說會之後
[09:04] 臺股會怎麼變化
[09:05] 我覺得就會有比較大的風險
[09:06] 但最少在所謂的法說會之前
[09:09] 臺建股價
[09:10] 我覺得都有機會維持強勢
[09:11] 那當然也是因為
[09:12] 你看到美股當中的ADR
[09:14] 為什麼臺階能夠創新高
[09:16] 就是因為大家就覺得
[09:17] 反正今年不管是輝達
[09:19] Google
[09:19] 然後接下來什麼Ethic
[09:21] 等等的一些供應鏈
[09:22] 最後都一定是下單到臺積電
[09:25] 所以臺階就變成
[09:26] 當中最大的贏家
[09:27] 所以在禮拜五的美股盤面當中
[09:30] 可以看到幾個重點的
[09:32] 各股都有創新高
[09:33] 第一個臺階的ADR創新高
[09:35] 第二個艾斯摩爾的股價創新高
[09:37] 第三個美光的股價也創新高
[09:40] 所以今天盤面上
[09:41] 基本上就圍繞著
[09:41] 這三個重點的個股
[09:43] 那臺積電當然就跟
[09:44] 臺積電的供應鏈夥伴們
[09:46] 今天非常強勁的走高
[09:47] 佳燈啊
[09:48] 紅碩啊
[09:49] 生涯辦啊
[09:50] 對都漲停辦
[09:51] 對而且還蠻多
[09:52] 特化也大漲
[09:53] 對蠻多臺創業率挺高的
[09:55] 對
[09:55] 所以我覺得就代表說
[09:56] 臺積電本身
[09:58] 帶動它的供應鏈夥伴們
[09:59] 我覺得就非常強勁
[10:00] 那當然機體
[10:01] 我覺得今年也是排名上
[10:03] 不遑多讓的一個強勢族群
[10:04] 就是比我想象中
[10:05] 就是說比大家想象中
[10:07] 可能都還要猛
[10:08] 就美光在禮拜五的夜盤
[10:10] 也是表現的
[10:11] 應該不能說夜盤
[10:12] 禮拜五的美股
[10:13] 也是表現的極度強勢
[10:15] 對所以我覺得這個兩大主軸
[10:17] 如果都沒有轉落
[10:18] 在伴隨著一些資金輪動的效果
[10:21] 目前來看我覺得
[10:22] 臺股的多方應該還是大有可為
[10:24] 只是說操作上來看的話
[10:26] 就要留意到
[10:27] 如果資金只集中在少數的強勢個股
[10:30] 那就容易造成強者很強
[10:31] 那反而一些資金不青睞的
[10:34] 反而有一些所謂的
[10:35] 買盤不連續的股票
[10:37] 我覺得操作難度就變得很高
[10:39] 所以我覺得大家現階段
[10:40] 可能如果以剛剛所講的一些
[10:42] 相關的參考指標
[10:43] 你第一個如果有美股看美股
[10:45] 有歐股看歐股
[10:46] 有韓股看韓股
[10:47] 有日股看日股
[10:48] 那這些指標股
[10:49] 如果說有在國際股市上面
[10:53] 有強勢表現的話
[10:54] 我覺得對臺股都有聯動的作用
[10:56] 就像剛剛提到的
[10:57] 如果沒有艾斯摩爾的創業率新高
[10:59] 沒有臺積電ADR創業率新高
[11:00] 我覺得今天臺積電的供應鏈
[11:02] 應該不會那麼強勢的往上領漲
[11:03] 那如果沒有美光的大漲
[11:06] 10.5個百分點歷史新高
[11:08] 然後三星海力士也同步創造歷史新高
[11:11] 甚至你看到這個凱霞
[11:13] Sandisk
[11:14] 西部出去威騰
[11:16] 說你想得到指標性的記憶大廠
[11:18] 不是創造歷史新高
[11:20] 就即將要挑戰歷史新高
[11:21] 你也不會看到臺股相關的記憶族群
[11:23] 這麼強勢的在往上走高
[11:25] 所以我覺得目前來看就是
[11:27] 你盤面上這些強勢族群
[11:29] 一定有一個共同特色
[11:31] 國際上要有領頭羊在帶動
[11:33] 那因為臺積電就是自己的零頭羊
[11:35] 所以臺積電的供應
[11:37] 我覺得反而是短線上
[11:38] 可能到臺積電法術會之前
[11:40] 盤面上應該都可以持續留一個強勢的標的
[11:43] 那但你可以看法人籌碼
[11:45] 最近對一些半導體裝置
[11:47] 半導體材料
[11:48] 甚至說一些相關的臺積電的建廠的股票
[11:51] 也都有一些所謂持續買盤的迴流
[11:54] 我覺得這些都可以做一個參考的一個重點指標
[11:57] 好那大家雖然知道今天上櫃表現不好
[12:00] 可是臺積電的好朋友在上櫃表現
[12:02] 可是非常的兇悍
[12:03] 剛剛漢美哥有提到的
[12:05] 紅素 深陽半
[12:06] 這些都是在貴買市場加登
[12:09] 包括軍華
[12:10] 這個也是凹了很久
[12:13] 千元跌下來的
[12:14] 今天也是漲停板
[12:15] 然後萬潤
[12:16] 這些都是貴買裡面的半導體裝置股
[12:20] 不過這邊也要提醒大家
[12:21] 常常跟大家分享
[12:22] 一定會在法說會前資本支出題材一直炒
[12:25] 那我們也要看股價未接
[12:27] 假如到這個15號之前
[12:29] 大家都一直狂漲的話
[12:30] 我會建議大家真的是適度的落袋為安
[12:33] 會比較放心一點點
[12:34] 到目前為止
[12:35] 像今天長這麼一根
[12:37] 不能說是大家都變得很強
[12:39] 因為之前有講過裝置股有人創新高
[12:41] 像亞翔這樣子的
[12:42] 但是應該還會輪流
[12:44] 特化前兩天上禮拜五
[12:46] 凱哥來還特地有在跟大家分享一次
[12:48] 就是我們都一直非常看好那他如果落勢的時候是一個比較好的買進點但如果集體轉強你當然就是坐享成果可是也不用在這個時候猛追今天台特化跟新硬材
[12:59] 都創歷史新高
[13:00] 達新材在後面
[13:02] 跟它還沒有創歷史新高
[13:04] 大家可以斟酌的去看
[13:06] 因為以裝置來說
[13:07] 我特別喜歡這種用量
[13:08] 會越來越大的
[13:09] 真正講到爛掉
[13:10] 那在這邊
[13:11] 因為今天
[13:12] 這兩天我比較有發文
[13:14] 所以就會有人留言
[13:15] 例如說像今天
[13:17] 就很多人會順勢講到
[13:18] 那我對00830配息9塊錢的想法
[13:21] 那這邊我也簡單在空中跟大家分享
[13:24] 因為00830大家知道
[13:25] 一直是我喜歡的ETF
[13:27] 從這個川普關稅股災
[13:29] 我就跟大家講
[13:30] 反彈第一個我就先撿00830
[13:33] 因為我特別喜歡半導體
[13:35] 那當然今天可想而知
[13:36] 喜歡半導體的我是比較開心的
[13:39] 當然配息9元
[13:40] 我並沒有非常的支援這型別
[13:43] 我覺得應該是來賺資本利得的ETF
[13:46] 配那麼多的息
[13:48] 但是這邊也必須跟大家講
[13:50] 如果你要用在臺股計價
[13:52] 用臺幣計價
[13:53] 在掛在臺股市場交易的
[13:55] 廢塵半導體指數
[13:56] 就只有這麼一千零一檔
[13:58] 甚至連美國都沒有
[14:00] 純追蹤廢辦指數的ETF
[14:03] 所以如果你那麼喜歡廢辦
[14:05] 你喜歡的是全廢辦
[14:07] 那這個可能就是一個選擇
[14:09] 美國有很多的半導體概念的ETF
[14:11] 如果您用富委託
[14:12] 他會有例如說
[14:13] 從廢辦裡面找市值比較大的
[14:15] 或者說像他是找
[14:16] 這個費辦裡面比較有成長
[14:18] 這個東西反而有
[14:19] 可是全費辦的只有00830
[14:22] 這個是一個很奇妙的現象
[14:23] 所以它的市值不小
[14:25] 就是想買的人就只能買它
[14:27] 雖然我並不是那麼支援它配9塊錢
[14:31] 但我也只能認為
[14:32] 如果我的選擇只有它的話
[14:34] 那就只能當作它幫你做了移動停利
[14:38] 只能這麼想
[14:39] 而它配出來的也不是都是什麼股息
[14:42] 有沒有那麼厲害
[14:43] 它就是把一些資本利得配出來
[14:45] 那再加上因為他投資的標的在美股嘛
[14:48] 所以他們的不管是配息什麼的
[14:50] 都算是750萬海外所得的免稅額裡面
[14:54] 所以跟一般在臺灣買的臺灣高股
[14:56] 其實是不一樣的概念
[14:57] 對我來說沒有稅務上的困擾
[14:59] 所以我還是執行我原本的策略
[15:02] 就是我跟大家講
[15:03] 如果今天費辦他回到季線跌比較深
[15:06] 那就是為一個加碼的時候
[15:07] 因為我喜歡不定期不定額
[15:10] 那喜歡定期定額的人
[15:11] 我覺得更單純沒有問題
[15:13] 但我喜歡不定期不定額
[15:14] 那我會做適度的停利
[15:16] 那現在費辦自己幫我停利了
[15:18] 我可能也許在停利上
[15:19] 就不見得要這麼積極
[15:21] 我之前對於這種科技型的
[15:23] 波動型的ETF的停利準則是
[15:25] 總體的部位
[15:26] 獲利有超過20%的時候
[15:29] 我會把20%拿回來落袋為安
[15:32] 那大家不要再一直問說
[15:34] 可是我有先進先出
[15:35] 後進後出
[15:36] 不要再問了
[15:37] 你有100萬變成120萬
[15:38] 就想辦法拿回20萬就好了
[15:40] 好不好
[15:40] 就這樣子
[15:41] 不要在那邊先進先出
[15:43] 後進後出了
[15:44] 頭很痛
[15:44] 大概就簡單的
[15:46] 再幫大家回覆一下
[15:47] 因為比較多人
[15:48] 是透過私訊
[15:49] 或到我的臉書
[15:50] 或到我的YouTube
[15:50] 去詢問這個問題
[15:52] 00830
[15:52] 順著講
[15:53] 臺積電也把這件事情
[15:54] 講一講
[15:55] 好 那我們就把
[15:56] 這個時間交還給漢偉哥
[15:59] 因為剛剛你已經講了
[16:01] 臺積電就是這樣子
[16:02] 然後要提防
[16:03] 1月15號會不會
[16:04] 有利多出鏡的狀況
[16:05] 歷年來法說
[16:06] 都有這樣的現象
[16:07] 法說會前先漲
[16:09] 法說會後
[16:10] 就會沉寂非常的久
[16:11] 你去看上一次的法說
[16:12] 不管講多好
[16:13] 所以我覺得
[16:14] 這個是要稍微注意一下的
[16:15] 對所以臺間供應的節奏
[16:18] 但第一個
[16:18] 因為現在已經進入到
[16:20] 公佈所謂的12月營收
[16:21] 那我們之前也跟大家聊過
[16:23] 就是說這些所謂供應鏈
[16:25] 建廠題材在手訂單的
[16:27] 可能12月份都是入賬高峰期
[16:30] 所以我覺得在這時間點
[16:31] 搭配臺間法所謂的一個想象題材
[16:33] 那這個所謂臺間供應鏈
[16:35] 可能就接下來
[16:36] 我覺得有點會類似
[16:38] 機體的狀況一樣
[16:39] 也常常很多
[16:40] 然後有些可能注意
[16:41] 然後被公佈位元組
[16:42] 因為12月的一個營收相當亮眼
[16:44] 所以我覺得就會有這種所謂的
[16:46] 利多題材加持
[16:48] 領頭羊的帶動效應
[16:49] 那我覺得這些指標股都可以持續看待
[16:51] 那目前來看
[16:52] 因為這些很多臺積電供應的一個指標股
[16:55] 都是那種
[16:56] 獲利很好啊
[16:58] 毛利數字很高啊
[16:59] 那最近股價休息整理完之後
[17:01] 那如果反正重新買回來的話
[17:03] 也許可以特別留意
[17:04] 我們先從所謂的一個再生晶圓股來看
[17:07] 你看到中沙
[17:08] 股價今天也是創業率挺高
[17:10] 那我們之前常常在笑他
[17:12] 那個順一半的生養半
[17:13] 生養半今天也創歷史新高
[17:14] 不能再笑他了
[17:16] 對不能再笑他了
[17:17] 那我覺得這些單就是
[17:18] 他們應該是在今年
[17:20] 進入到二奈米
[17:21] 或者說接下來的1.6埃米
[17:23] 這些再生金融的用量
[17:25] 會變得更大
[17:26] 而且有些可能是
[17:26] 金貝供電的概念股
[17:28] 那我覺得今年
[17:29] 都有一些長多的題材
[17:30] 那股價為什麼最近比較強
[17:32] 就是因為他們先經過整理了
[17:34] 所以拉升上來速度非常快
[17:36] 比方說你看生養半
[17:37] 其實這兩天上來
[17:38] 才過歷史新高
[17:39] 但之前他在歷史高點
[17:41] 我記得好像195塊
[17:42] 附近盤整了很久一段時間
[17:44] 就每次上去
[17:45] 然後就把那個漲幅吐一半回來
[17:48] 然後再整理完之後
[17:49] 再往上供高
[17:49] 那這一次過高
[17:51] 搭配這一次的
[17:52] 所謂的法說會行情
[17:53] 我覺得是可以期待
[17:54] 那同樣因為他的股心
[17:56] 一般一向都不太好
[17:57] 所以你越靠近到
[17:59] 公佈16億營收
[18:00] 我覺得應該也都會有機會
[18:01] 創業率新高
[18:02] 但來到所謂的臺階法說會前後
[18:05] 也許有獲利
[18:06] 我覺得你就可以先落袋為安
[18:08] 因為我覺得他股價
[18:09] 是不適合大家做一個追價的動作
[18:10] 那中沙也是一樣
[18:12] 你都是越不看他
[18:13] 他股價就是在抵擋成績
[18:15] 等他發動上來
[18:16] 你發現到中沙真的很強
[18:17] 想要去追他的時候
[18:18] 就容易被套在高檔
[18:20] 所以我覺得目前
[18:21] 在所謂的再生金融這一塊來看
[18:23] 這兩檔都還是重點的指標股
[18:25] 那如果說看到
[18:26] 所謂半導宇裝置
[18:27] 那當然最近所謂的紅碩
[18:29] 好像大家提到說
[18:31] 今年COAS
[18:31] 還是有這種臺積電要擴散的機會
[18:34] 所以今年可能
[18:35] 紅碩自己在法說也提到
[18:38] 2026年的狀況
[18:40] 還會比2025年更好
[18:41] 那如果資本支付
[18:42] 有提高的空間的話
[18:43] 但我覺得紅碩
[18:44] 它可能就有一些新的訂單
[18:46] 那加上說
[18:46] 它可能也有一些所謂的
[18:48] 面板散出級封裝的
[18:50] 一些訂單存在
[18:51] 所以我覺得是雙鐵來加
[18:52] 實力股價也是休息整理很久
[18:54] 那只是說紅碩啊
[18:56] 軍華啊
[18:57] 然後這個什麼
[18:58] 萬潤這些的
[19:00] 還是說星雲等等
[19:01] 其實他們在前段
[19:02] 都還是有比較高的
[19:03] 一個套牢反壓
[19:05] 所以大家就要觀察一下
[19:06] 在這一段所謂的一個法所會之前的利多題材
[19:10] 能不能挾著這種所謂多方的形態
[19:12] 把它突破前波歷史新高
[19:14] 那我覺得這個族群就會做一個
[19:16] 比較明顯的強勢的多方補賬
[19:18] 那前一陣子很強的探針卡股票
[19:21] 那因為到了12月的月底
[19:23] 有一些主送型投信開始會結賬的動作
[19:26] 所以探針卡三雄所謂盈威金測跟旺系
[19:29] 目前我覺得都有一點高檔在觀望橫盤的動作
[19:33] 那我覺得這三家股票重點是看
[19:34] 他們12月營收能不能再交出歷史的新高
[19:37] 對如果是有的話
[19:39] 那我覺得股價再過高就沒有太大問題
[19:41] 那再往下可以看到風策
[19:42] 你看這個日月光
[19:44] 今天股價也跟著臺積電往上創率新高
[19:46] 但晶圓電就有點漲多的拉回
[19:48] 真的漲多了啦必須講
[19:50] 因為它都漲超過日月光了嘛之前
[19:52] 那最近什麼新全全新這些的
[19:55] 那都漲得有點
[19:56] 就是一改之前股心都漲比較多了
[19:59] 對所以我覺得其實這個臺積電相關供應的股票
[20:02] 它其實是默默在輪動啦
[20:04] 他們有些股票就是
[20:05] 你發現到有些股票突然間冒出來
[20:07] 所以我覺得這個族群
[20:08] 一直都有所謂多方火種在
[20:10] 只是說因為他們這族群
[20:12] 第一個是比較散
[20:13] 然後再來就是說
[20:14] 這個所謂的量能不集中
[20:16] 因為大部分都是高價股
[20:17] 股本又小
[20:18] 所以它比較沒有像之前的PCB
[20:20] 矽光子 機體
[20:22] 一發動起來整個族群很瘋
[20:24] 但我覺得現在其實在最近
[20:25] 這大概幾個交易當中
[20:27] 我覺得這個族群
[20:28] 是可以做一個多方來看待的
[20:30] 那目前來看
[20:31] 我覺得相關指標股
[20:32] 如果都沒有轉弱
[20:33] 而且你最近看到投信開始在買
[20:35] 像生涯辦就是投信開始在認養它
[20:38] 禮拜五我記得是買了一千多張
[20:40] 所以今天股價
[20:41] 我覺得盤後你也可以去追蹤一下
[20:42] 如果最近這個投信在一月份
[20:44] 真的集中要做這個所謂半導體裝置
[20:47] 跟財務股票
[20:47] 大部分他們股本都小
[20:49] 所以我覺得就容易出現一個
[20:50] 比較明顯多方形態的拉抬
[20:53] 這個確實股本不大
[20:55] 這個也要大家留意
[20:56] 所以他們EPS才會這麼高
[20:58] 因為他們一接到那麼大筆的訂單
[21:00] 有人說2027可能都已經滿了的情況下
[21:03] 換算回來的EPS就很高
[21:05] 當然裝置股比較頭痛的就是
[21:07] 可能入賬的時間比較不一定
[21:09] 為什麼剛剛漢偉會特別提到12月
[21:11] 就是傳統來說
[21:13] 12月應該是一個入賬高峰
[21:15] 當然公司如果別有其他的用意
[21:18] 沒有關係
[21:18] 這個就不是我們能掌握的
[21:20] 但是就像我們講
[21:21] 12月有作賬行情
[21:23] 有做貿行情
[21:23] 現在看起來這個傳統沒有什麼改變
[21:26] 所以大部分的裝置股
[21:27] 應該會在12月有一個比較明顯的入賬
[21:29] 這個應該也不至於有所改變
[21:31] 那如果您喜歡的裝置股
[21:32] 剛好在12月
[21:33] 它沒有明顯的入賬
[21:35] 但是如果它有開發說什麼
[21:36] 有說明他們的入賬情況的話
[21:38] 我覺得也就不要太擔心
[21:40] 反而可以視為
[21:41] 如果說還有大跌的話
[21:42] 可能反而會是一個買點
[21:44] 我覺得這個都是
[21:45] 常年在看裝置股一個心得
[21:48] 那我覺得最頭痛的
[21:49] 當然是因為
[21:50] 大家的入賬時間不容易抓
[21:51] 所以我都會鎖定一些
[21:53] 我比較自己比較熟悉的
[21:55] 那這個的話
[21:56] 大家可能真的就是剛剛講
[21:57] 例如說紅素本來就是裝置的股王
[22:00] 對不對
[22:00] 之前那它跌下來的時候
[22:02] 而他的整個入賬的狀況
[22:04] 或者是說
[22:05] 他一直在創新高啊
[22:06] 對
[22:07] 就他之前的獲利的狀況
[22:08] 跟這個營收狀況
[22:09] 沒有什麼問題
[22:10] 所以只要遇到這種
[22:12] 營收秘密在創新高啊
[22:13] 股價在下跌什麼
[22:14] 你就輔佐於
[22:15] 一點點的技術派
[22:17] 例如說是不是跌停
[22:18] 跌不跌停
[22:19] 跌到停了
[22:20] 我的媽
[22:21] 中文的奧妙
