[00:00] 欢迎收听赵华与古惑仔第1080集
[05:29] 大家都已经开始慢慢习惯了
[05:31] 那可能对于整个经济的冲击
[05:33] 股市的冲击不会太大
[05:34] 第二件事情
[05:35] 大家也可以看到情绪指标
[05:37] 不管你看所谓VIX指数
[05:38] 从最严峻的时候
[05:40] 一度来到30以上
[05:41] 那现在大概已经回落到17 18左右
[05:44] 所以代表目前
[05:45] 我觉得连美股都已经开始
[05:47] 把这个战争的状况开始淡化
[05:49] 所以整体上来讲
[05:51] 刚刚提到了
[05:52] 就是不管以这个油价的变化
[05:54] 或是说后续看到经济数据的表现
[05:56] 只要没有是那种
[05:57] 让大家更恐慌的事情发生
[05:59] 我觉得对于台股的影响
[06:01] 现在这种比较大的风险
[06:03] 我们比较反而关注的是
[06:04] 会不会短线有点过度投机的感觉
[06:08] 所以你看到今天盘面上
[06:10] 你可以看到很多主流族群
[06:12] 继续往往喷出
[06:13] 那如果说大家单看这些公司的本益比
[06:16] 会觉得非常不合理
[06:17] 但看股价表现
[06:18] 你会觉得说
[06:19] 好像这个盘面上就涨这些股票
[06:21] 也都是非常有道理的
[06:23] 因为在美股啊
[06:24] 在国际股市表现当中
[06:25] 资金往这边去跑
[06:26] 比方说我们看到矽光子
[06:28] 那今天台股125档股票涨停嘛
[06:31] 大概有三四十档都跟矽光子有关
[06:34] 因为它整个扩散了
[06:36] 这个不管是你做什么LED的啦
[06:38] 然后你有做到所谓跟矽光子相关的检测设备啦
[06:41] 只要你有讲到矽光子
[06:43] 我也有在做矽光子
[06:44] 还有像光学概念股有做矽光子
[06:46] 大家是一个细光普照
[06:49] 全面升天
[06:51] 这形容的很好
[06:53] 就是说其实不止台湾是这样的现象
[06:55] 美股当中
[06:56] 你看这个Lumenton
[06:57] AOI
[06:59] 科西伦
[07:00] 在整个战争的时候
[07:02] 其实他们股价早就创高
[07:04] 那美股一旦出现这种
[07:06] 比较回到所谓的创高轨道的时候
[07:08] 他们又涨得比别人更多
[07:10] 所以细光题材
[07:11] 目前在全球各个市场
[07:13] 都是排名主流
[07:14] 甚至有些大陆股市
[07:16] 也是一样
[07:17] 矽光相关概念股
[07:18] 全面性的喷出大涨
[07:20] 那目前A股当中
[07:23] 最贵的一档股票
[07:24] 也是矽光相关概念股
[07:25] 已经超越贵州茅台
[07:26] 所以代表说
[07:27] 我觉得矽光目前在全球
[07:29] 看起来都是支付人命
[07:31] 那在排面上
[07:32] 当然你会发现到
[07:33] 矽光指针的涨到无法无天
[07:35] 那但是因为排面上的资金
[07:37] 就卡在这个族群上面
[07:38] 所以大家会觉得说
[07:39] 这个市场的投机气氛
[07:41] 就以矽光为当中指标
[07:43] 他们不转落之前
[07:44] 我觉得台股就没有所谓的
[07:46] 本益比电话版的存在
[07:48] 所以整体上来看的话
[07:50] 我觉得台股当然现在就是
[07:51] 有非常多的一个可用之兵
[07:54] 所以你看到不管是矽光子
[07:55] 或说台股的高价股的一个比价的效应
[07:58] 今天又多了一个新的5000块股票
[08:00] 在建策
[08:01] 然后建策也来到5000咯
[08:03] 对所以不管是这种
[08:04] 所以有人是预言说
[08:06] 之后还会有别的万元股吗
[08:08] 一关一关创
[08:09] 对目前看起来就越来越多嘛
[08:12] 两档万元的
[08:13] 然后接下来5000的可能变8000
[08:15] 8000可能变1万
[08:16] 对
[08:16] 然后台股的千元股
[08:18] 现在看起来就是已经快要到50档了
[08:20] 那8900的也越来越多
[08:23] 所以我觉得这个就代表说
[08:24] 整体上台股
[08:25] 因为大家对于这种所谓的战争风险
[08:28] 淡化之后
[08:29] 本益比有在拉高
[08:30] 那本益比拉高之后
[08:31] 就带动整个台股
[08:32] 整体的通膨效应也越来越严重
[08:35] 所以当然我觉得会
[08:36] 很多投资朋友会觉得说
[08:37] 那台股这样的情况
[08:39] 好像每天股票就是不是涨停板
[08:41] 就在创新高
[08:42] 所以很多人如果手上没有相对比较强势的股票
[08:45] 会觉得说还蛮闷的
[08:47] 那也可以看到
[08:49] 那当然我们也发现到有一些特殊的现象
[08:51] 比方说今天盘中我也关注到
[08:53] 有一些所谓的媒体提到
[08:55] 现在台湾很多主动式的ETF
[08:57] 它盘中溢价变得非常的大
[08:59] 那这我觉得
[09:00] 也代表说可能大家投资人就会觉得说
[09:04] 也是造华宣传的好了
[09:05] 没有没有没有
[09:06] 还蛮多人在网络上宣传
[09:08] 但是我觉得至少我们有做到一件事情就是
[09:10] 您不敢抓标股的时候
[09:11] 你让主动式ETF帮你抓
[09:13] 你真的不会错过太多
[09:15] 这个是我一直在讲的一件事情
[09:17] 但溢价这件事情
[09:19] 我就今天好好说一下
[09:20] 如果是说
[09:21] 它是投资在海外的溢价
[09:22] 如果我个人可以承受的范围
[09:25] 我觉得1%左右
[09:27] 我觉得可以
[09:28] 因为它跟国外开盘有落差
[09:30] 所以难免
[09:30] 那有时候像之前的国泰费城半导体
[09:33] 有一度因为它要配息
[09:34] 配很多嘛
[09:35] 把资本利得拿出来配
[09:36] 我记得那天的溢价有到7、8%
[09:39] 那个就夸张了
[09:40] 千万不要在那个时候追
[09:42] 但如果是台股的主动式ETF
[09:44] 或是被动式ETF
[09:45] 我觉得我可以容忍的溢价
[09:47] 我觉得是大概0.5%
[09:49] 我觉得超过0.5%就太多了
[09:52] 因为他必须要很诚实的追踪到
[09:54] 因为他就在台股啊
[09:56] 他如果造势正常的话
[09:57] 他应该可以马上来贴近的
[09:59] 所以如果这样讲
[10:01] 也是1%好了
[10:02] 超过1%我都觉得太多了
[10:04] 所以我觉得大家还是要去追踪
[10:06] 主动式ETF的时候
[10:07] 还是要去警惕他们及时的报价
[10:10] 因为当然大家都可以看到相关的成分股
[10:12] 所以盘中溢价这么大
[10:13] 代表说真的投资人是有一点点
[10:16] 就觉得说我就选不到标股
[10:18] 我就选不到去追所谓的主动式的ETF
[10:21] 那当然会造成说这些主动式ETF规模
[10:23] 其实变得非常的快的成长
[10:26] 那也会带动到他们所追踪的股票
[10:28] 变得非常强势
[10:29] 但如果说你没有注意到溢价
[10:32] 去追了一些比较
[10:33] 可能溢价太大的主动式ETF
[10:35] 可能你的绩效长期下我觉得会落后
[10:37] 所以我觉得尽量是在所谓的盘中
[10:40] 你可能第一个就是
[10:41] 看一下他们这个投信公布的网站
[10:44] 如果真的溢价过大的话
[10:46] 你等盘中大家冷静下来
[10:47] 收敛的时候再做进场
[10:49] 或者是说你尽量在这种所谓主动式ETF
[10:52] 不要在这种大涨的时候去追
[10:54] 因为有些时候你可能追进去
[10:56] 也许有些人去估他
[10:57] 可能盘面上你看到
[10:58] 信华大涨
[10:59] 旺西大涨
[11:00] 建设长零百
[11:01] 你就认为说我追这一家没有问题
[11:03] 但他们有些时候
[11:05] 这个所谓主动型ETF
[11:06] 在盘中调整他的持股的时候
[11:08] 你可能会造成所谓的
[11:10] 追踪上的一个误差跟偏差
[11:12] 所以我觉得这个
[11:13] 但整体上来看的话
[11:14] 也是大家在做这种
[11:16] 所谓主动型ETF的
[11:17] 一个布局的时候
[11:18] 要特别留意到的现象
[11:19] 好 刚刚有看了一下
[11:21] 像992今天是非常猛
[11:22] 它的猛就包含了
[11:23] 还有一加的成分
[11:24] 因为我自己有下载一个APP
[11:27] 大家也可以参考
[11:28] 我没有帮他打广告
[11:29] 因为这个APP已经很久了
[11:31] 从被动式开始就有了
[11:32] 它就叫做ETF折
[11:34] 台股ETF折溢价
[11:36] 一个APP
[11:37] 那其实现在的券商也都很厉害
[11:39] 我自己这个用的
[11:41] 股市下单的APP
[11:42] 幸好我没有用到台新的
[11:44] 台新在行政有够多
[11:46] 他也有在每一档ETF里面
[11:48] 按简介的时候
[11:49] 他会告诉你
[11:49] 目前这档ETF的折溢价
[11:51] 992今天折溢价
[11:53] 就是溢价1.7%
[11:54] 我目前看到是用APP跑出来
[11:56] 是这样1.7%
[11:57] 真的就有点多了
[11:58] 那大家喜欢的981A呢
[12:00] 今天是0.64%
[12:01] 0.64%
[12:02] 我就觉得勉强还可以接受
[12:04] 就是有一点点
[12:05] 你自己不敢追标股的小代价
[12:07] 对不对
[12:08] 那其实像这种溢价
[12:09] 有大户也会玩
[12:10] 大户会跑到投信公司
[12:12] 去买基金的净值
[12:13] 因为溢价就是代表市价超过净值
[12:16] 那有些大户就会玩套利
[12:18] 对不对
[12:19] 因为现在净值没有涨那么多
[12:21] 他跑去买便宜的
[12:23] 然后在公开市场把它卖掉
[12:25] 对啊
[12:25] 有人会去吃这种豆腐
[12:27] 我觉得小资不用
[12:28] 不用吃这个豆腐
[12:29] 但是这种事情就是
[12:31] 我们不要被人家吃豆腐
[12:32] 对我们不要去买溢价太多的
[12:34] 因为这个他们终究
[12:36] 尤其是台股的ETF
[12:37] 它一定很快要拉到平衡的
[12:38] 对它不像买海外的
[12:40] 可能中间有一些
[12:41] 那个时间落差
[12:42] 它很快拉到平衡
[12:43] 你就吃亏了
[12:43] 对所以盘中
[12:44] 我觉得紧盯是重点
[12:46] 那但溢价越来越大
[12:48] 代表说市场的热度越来越高
[12:50] 所以整体上来看
[12:50] 你可以发现到
[12:51] 其实很多答案也都提到了
[12:53] 你说最近去追
[12:54] 所谓的盘面上的主流族群
[12:56] 很简单就去看
[12:57] 投信的买卖超
[12:58] 尤其是看所谓主动型ETF
[13:00] 有没有新买的
[13:01] 有没有连买的
[13:02] 那都会成为短线上
[13:04] 可能资金比较集中的标的
[13:06] 所以刚刚其实跟赵老友聊到
[13:07] 比方说像金区
[13:08] 金区就最近这个主动式ETF
[13:11] 重新锁定
[13:12] 回来青睐它了
[13:13] 那股价已经连续两天涨停板
[13:16] 甚至在今天又再创下历史的新高
[13:18] 所以我觉得就代表说
[13:20] 但第一个我们还是要跟大家提醒
[13:21] 就是说如果你不敢追标股
[13:23] 你可以透过主动式ETF去锁定
[13:25] 但是如果盘中溢价真的太夸张的时候
[13:28] 你就稍微冷静一下
[13:29] 等到溢價收斂到比較合理的位置
[13:31] 你再做一個進場
[13:32] 那如果你覺得主動型ETF就是
[13:35] 又有點太慢的話
[13:36] 你就不妨去看
[13:37] 這些所謂的
[13:38] 主動式ETF最近在鎖定的族群
[13:41] 或是說最近在聯買的標的
[13:43] 那只要股價就是
[13:45] 剛從底部轉強正義後轉強或突破一個下降趨勢線我覺得都會有一些所謂操作的空间不过主动式真的很灵活因为我跟大家分享说我自己有请其实现在市场上也有一些主动式ETF的统计网站
[13:59] 跟那个APP
[14:00] 所以大家也可以去找
[14:01] 我自己是有请就是资讯方面的朋友
[14:03] 帮我写了一个网站
[14:04] 然后所以我每天自己进去看
[14:06] 有人问我可不可以给
[14:07] 不好意思啊
[14:08] 这我们自己内部测试用的
[14:09] 没有对外公开
[14:11] 所以就没有给大家
[14:13] 但我发现他们的动作真的很快
[14:14] 就是最好是你已经先买了
[14:18] 然后他们刚好选到你要的股票
[14:21] 例如说金居
[14:22] 我们讲很久了
[14:24] 洗的时候我也觉得很痛苦
[14:25] 我记得那时候有那种
[14:26] 每天PCB在大涨
[14:28] 金居就自己一个人叠很多
[14:30] 然后也会有人传讯
[14:31] 说金居怎么了
[14:31] 其实没怎么了
[14:33] 就是一个筹码比较不好
[14:35] 那后来他们现在买金居
[14:36] 你就坐在
[14:37] 你已经坐在车上了嘛
[14:38] 就飞上去了
[14:39] 那就让他飞
[14:40] 我记得应该上礼拜
[14:41] 我有跟大家分享我的想法
[14:42] 我今天手上两档股票
[14:44] 一档经济一档金居
[14:45] 是不是都不错
[14:46] 那我有说
[14:47] 我个人觉得经济比较有
[14:49] 所谓本一笔上的天花板
[14:51] 但经济也有主动式的ETF在卖
[14:53] 所以我刚刚有跟汉伟说
[14:56] 想卖都还不知道怎么卖
[14:58] 一下就涨停板还锁住
[15:00] 然后汉伟就说
[15:00] 转落再卖
[15:01] 对我也是这么觉得
[15:03] 就是以经济来说
[15:04] 我目前的看法
[15:05] 没有太大的改变
[15:06] 但是因为好不容易
[15:08] 现在风吹回十一元件
[15:10] 而且市场共识
[15:11] 看起来还蛮浓的
[15:12] 他又是十一元件里面的大哥
[15:14] 所以对我来说
[15:15] 他以我当初选择的投资逻辑
[15:18] 就下档有殖地率保护
[15:19] 然后上档他是被低估的
[15:21] 还是一个AI会用到的原件来说
[15:23] 他现在已经涨到
[15:25] 我坦白讲
[15:26] 他涨到我认为的
[15:27] 合理的
[15:28] 应该要卖掉的价值
[15:29] 可是势头很强嘛
[15:31] 势头很强
[15:31] 就让他再飞一下
[15:32] 那飞到他弯下来
[15:34] 例如说破五日线
[15:35] 甚至破十日线
[15:36] 就再跟他再见就好了
[15:38] 那假设他后来又上去呢
[15:39] 我有跟大家分享过
[15:40] 我不会觉得怎样
[15:42] 卖飞就卖飞
[15:43] 可是我觉得金居上面
[15:44] 对我来说
[15:44] 他就是你可以看到
[15:46] 有一些PCB的上游
[15:47] 就是无法五天
[15:48] 他现在如果能够
[15:49] 把之前的筹码洗干净
[15:50] 我会觉得他
[15:51] 比较容易无法五天
[15:52] 这是我个人的观察
[15:54] 我觉得大家还是要用你
[15:56] 个人可以承担的风险跟想法
[15:58] 去设定你到底什么时候要停利
[16:01] 因为现在我想很多人
[16:02] 想的是一个停利
[16:03] 可是我也看到
[16:04] 好多人传讯息给我说
[16:06] 停利之后很懊恼
[16:08] 觉得兜卖飞
[16:09] 或者是像我刚刚一开场讲的
[16:11] 我也有收到人的私讯说
[16:13] 我好难过
[16:14] 因为我都是布局在那些
[16:16] 比较蹲点的
[16:17] 好历程
[16:18] 金元店
[16:19] 他们怎么了
[16:20] 好难过
[16:22] 今天他们都没有动
[16:23] 不用难过
[16:25] 但是你可能就是要把你的资金
[16:27] 稍微做一点点
[16:28] 刚刚讲到的
[16:29] 你要不就是对他有耐心
[16:30] 因为曾经金句也很烂
[16:32] 我必须大坦白
[16:33] 大白话讲
[16:34] 我也觉得好闷
[16:35] 我本来以为他会更快发动的
[16:36] 结果没有
[16:37] 所以你要对他有信心
[16:39] 如果你会觉得很闷难过
[16:41] 你可能就要分配一点点
[16:43] 到标的
[16:44] 讲白的
[16:45] 载板
[16:45] 载板
[16:47] 真的很夸张
[16:48] 这个礼拜天有一个聚会
[16:50] 大家在聊
[16:50] 那记忆体
[16:52] 其实
[16:52] 业内都说真的很好
[16:54] 对就是
[16:55] 就算是他们觉得
[16:57] 库存也会越买越贵
[16:59] 可是因为合约价也一直涨
[17:00] 所以EPS只会越来越高
[17:02] 但是
[17:03] 连业内都说
[17:04] 这个就是筹码真的不好
[17:06] 我们也没话讲
[17:07] 他筹码真的不好
[17:08] 他包括像上游
[17:09] 那个南亚科华盲店
[17:10] 还有其实经历也是
[17:11] 因为他们成本是固定的
[17:13] 所以后面就越卖
[17:14] 他们的毛利就会越高
[17:15] 就越赚越多
[17:16] 可是筹码很烂
[17:17] 他们自己都知道
[17:18] 那现在谁的需求高
[17:20] 涨价
[17:21] 然后筹码又好
[17:22] 就摘板
[17:22] 他们自己就讲
[17:23] 摘板真的超级缺
[17:24] 摘板真的怎么样
[17:25] 可是你说这个本益比合不合理
[17:26] 不知道不合理
[17:27] 可是呢
[17:28] 就是筹码非常非常好
[17:29] 所以我觉得
[17:30] 很多的股票
[17:32] 刚刚汉伟也有讲
[17:33] 你说细光子合不合理
[17:35] 其实如果你要用合不合理来说
[17:38] 现在盘面上太多的标股
[17:39] 已经没有办法用基本面价值来评估了
[17:42] 真的没办法
[17:43] 可是你可以看得到他们的动能跟趋势
[17:47] 对所以每一个人心中会有一把尺
[17:49] 你希望去蹲点你信得过的东西
[17:53] 那你就要给他一点耐心
[17:54] 对而我相信这些
[17:57] 不管是封册也好
[17:58] 或者是有人说他在布局第一个卫星
[18:01] 对我来说最近也不是最强的标的
[18:03] 但我觉得有一天风就是会轮到他身上
[18:06] 就是看你对他的信任度如何
[18:08] 如果你觉得都压在这上面
[18:11] 会让你很闷
[18:12] 那不好意思
[18:12] 你可能就是什么
[18:13] 宰版啊
[18:14] 对敢买吗
[18:15] 不敢
[18:15] 不敢就不要乱碰
[18:16] 好敢的话你就赚到了嘛
[18:18] 这是真的
[18:19] 就事实就是如此
[18:21] 我也很喜欢细光
[18:22] 我想大家订这个赵怀谷或宰到现在
[18:24] 听我讲细光讲了无数次了
[18:26] 可是我现在的细光
[18:28] 就只剩下一咪咪的光圣
[18:30] 还有一点点的联军就落后不长
[18:33] 就这样
[18:33] 没了
[18:34] 没有别的细光了
[18:35] 当然有一些风策
[18:36] 他有讲到他是跟细光
[18:38] 就是有去做细光类的封测的
[18:40] 也是有动
[18:41] 大概是沾到一点边这样子
[18:43] 对所以我觉得
[18:44] 当然现在因为是一个多头
[18:46] 我觉得扩散的一个行情
[18:48] 所以目前来看
[18:49] 第一个像刚刚提到的
[18:50] 如果你真的对于选股
[18:52] 有障碍有困难的
[18:53] 那你透过ETF
[18:54] 一次撒比较多的额
[18:55] 那就自然会
[18:56] 虽然说你可能不会看到
[18:58] 你的主动式ETF涨停
[18:59] 但最少它的成本股涨停
[19:01] 我看过他们涨到
[19:03] 台股的涨到7%多的
[19:05] 对
[19:06] 因为有一些重压就高价股
[19:08] 所以高额股一大涨的时候
[19:09] 这个表现就非常的好
[19:11] 那当然我觉得这是一个方法
[19:12] 那另外一个如果说
[19:13] 你真的在所谓的股票上面
[19:15] 有一定的这种选股的逻辑
[19:17] 不管从基本面
[19:18] 技术面
[19:19] 筹码面
[19:19] 题材面去看
[19:20] 那我觉得其实这时候
[19:21] 其实可以扩散你的守备范围
[19:23] 也就是说
[19:24] 我们讲说每个人状况不太一样
[19:26] 如果以我现在的心态
[19:27] 我可能会把自己当作是一个
[19:29] 参加职棒季后赛的教练
[19:32] 我就会想说
[19:33] 我要带什么样的选手
[19:35] 在这样的行情里面去做个参赛
[19:37] 那当然你会发现到
[19:38] 现在排名上主流很明确
[19:40] 第一个就是细光子嘛
[19:41] 第二个就是刚刚提到的
[19:42] 载板PCB嘛
[19:43] 那第三个可能跟
[19:44] 半导体设备材料有关
[19:46] 那最近可能连
[19:47] 西字材都出来了
[19:48] 那甚至说最近的CPU缺货
[19:50] 也带动整个族群
[19:51] 连成熟制程也开始发动
[19:53] 所以你会发现到
[19:53] 这个场面上
[19:55] 球场上面能够打的
[19:57] 可动式兵力越来越多的时候
[19:58] 大家的问题是在于说
[19:59] 啊我的资金就有限
[20:00] 我能够派上场的选手就不多
[20:02] 所以我还是回归到就是说
[20:04] 你现在你可能要把你的资金
[20:06] 再打三一点
[20:07] 就盘面上的重点
[20:08] 强势主流族群
[20:10] 你觉得你可以
[20:11] 顺势可以介入的
[20:13] 你认为长不太多
[20:14] 有落后补长的
[20:15] 不然像矽光子延伸出来的
[20:16] 最纯的可能联亚
[20:18] 然后什么环宇KY
[20:19] ITKY的
[20:20] 都快要一千块
[20:21] 两千块
[20:21] 三千块
[20:22] 你真的买不下手
[20:23] 那看起来
[20:24] 稳帽
[20:25] 全新
[20:25] 甚至连军工股的全训
[20:27] 也都有这样的一个
[20:29] 带动的作用
[20:29] 所以我觉得代表说
[20:30] 其实在整个同族群当中
[20:32] 你真的
[20:32] 就是这个明星选手
[20:34] 身价贵
[20:35] 你也買不下手
[20:36] 那你買二軍的嘛
[20:37] 也許他有潛力
[20:38] 也許他跟上場表現的表現比較好
[20:40] 我覺得可以透過這樣的方法
[20:42] 去分散你的配置
[20:43] 那最主要就在於說
[20:45] 你還是要在整個強勢主流族群裡面
[20:47] 找相對的機會
[20:48] 你看到所謂的載板裡面
[20:50] 這個新興南電都700多
[20:52] 阿井說400多
[20:54] 真鼎也不知不覺300多
[20:56] 所以他們整個族群就往上擴散上去
[20:58] 那你說載板這四檔你不敢追
[21:00] 那你可以找載板相關的原物料的股票
[21:03] 所以相关的像这种上游的薄线布等等
[21:06] 它最近也开始轮动
[21:07] 那虽然说像什么富桥啊德宏啊
[21:09] 股性很差
[21:10] 那但是其实整个所谓的上游原料里面
[21:13] 像尖点啊像金居啊
[21:15] 也都维持一个强势的上涨
[21:16] 那甚至说它也扩散到类似所谓的
[21:19] 最近的高纪啊金像店啊
[21:22] 然后台光店台药联贸等等的
[21:24] 我觉得他们都是现在盘面上
[21:26] 你大概可以知道的是
[21:27] 他们就是也许不一定像
[21:29] 汽光纸那么夸张每天在涨的英版
[21:31] 但他们会轮动往上不断的一个做一个创高的一个表现
[21:36] 所以你可以从同族群里面找到你适合你可以派上场的选手
[21:40] 那你也可以找一些比方说
[21:42] 那我可能就是需要一些特殊场合里面会用到的一些个股
[21:46] 所以我觉得就从题材面去做一个切入
[21:49] 比方说像最近你会发现到细光所研究的
[21:52] 研究出來的第一個光學鏡頭股票
[21:54] 第二個可能跟LED相關的
[21:56] 那他們可能就是
[21:58] 不是說整個矽光供應面能夠有一個非常重要的零組件
[22:02] 但因為現在的這個
[22:03] 市場的浪潮就覺得你就是矽光你就會打
[22:06] 所以他們都有上場表現的機會
[22:08] 所以看到最近的光學鏡頭
[22:09] 當然大立光
[22:10] 法說會之後拉回但今天又開始做一個反彈
[22:13] 那甚至說你可以看到LED族群裡面有很多黨是在
[22:17] 連番比較上漲
[22:18] 那我就覺得代表說
[22:20] 其實在這樣的一個環境當中
[22:22] 其實大家可能就不要太過琢磨說
[22:25] 哪些股票你好像覺得它不會漲
[22:27] 或是說它過去的紀錄不好
[22:29] 我覺得以現在整個盤面上
[22:31] 有一點點投機氣氛的情況裡面
[22:33] 其實大家就不要自己預設太多立場
[22:35] 盡量從主流族群找裡面擴散的效應
[22:38] 那擴散股票當中
[22:39] 我覺得一定會有你覺得
[22:41] 你可以入手的個股
[22:42] 那只是說你要花一點時間去做一個
[22:45] 建立你的持股名單
[22:47] 也就是说你可以把
[22:48] 我们达人秀所有的来宾的一个清单
[22:52] 都列在你的自选股里面
[22:53] 其实很多都有选出非常好的一个标股
[22:56] 其实我觉得达人秀跟股货仔
[22:58] 我看到有人问我说
