[00:00] 欢迎收听赵华宇古货载第1129集
[05:02] 涨多的一个行情出现修正
[05:05] 但不会转为空头
[05:07] 这两回事
[05:08] 所以我觉得这边的拉回
[05:11] 比较像就是大家所说的过热
[05:14] 那过热之后的一个修正
[05:17] 那过热之后修正完之后
[05:19] 当然一些个股
[05:21] 跌到相对低档的时候
[05:23] 他假设他的基本面还不错
[05:26] 那他的工资体质也OK
[05:28] 那么这些个股呢
[05:29] 其实就会有他的一个反弹的机会
[05:32] 例如说我们刚刚聊到像是企机嘛
[05:35] 企机从336.5
[05:38] 一直跌跌跌跌跌跌
[05:39] 跌到这个季线以下
[05:42] 今天就出现了这个强攻
[05:45] 第一个位现在族群
[05:47] 像昨天的申达克也是
[05:49] 从2200跌到1230
[05:52] 就是直接把那个千位数的那个2
[05:55] 把它拿掉
[05:56] 变成1
[05:57] 而且重点是
[06:00] 他几乎腰斩的这个过程
[06:02] 还花不到一个月时间
[06:04] 而且他的业绩也没有不好
[06:06] 就是估值评价
[06:08] 没错
[06:08] 那相关的
[06:10] 其他的像之前那种
[06:12] 我们也曾经跟大家分享过
[06:14] 一些所谓的光通讯
[06:15] 假设它本盈比相对比较高的情况之下
[06:19] 势必它的这个当市场上面
[06:21] 有一些杂音的时候
[06:23] 那它的整个股价
[06:25] 它修正的速度
[06:27] 就会比一般的这个
[06:29] 比较有EPS的个股来讲
[06:31] 它会修正比较多
[06:33] 所以在过去这两个礼拜的一个
[06:36] 大盘的修正
[06:38] 基本上就是反映这件事情
[06:39] 那么今天看到了
[06:42] 很多个股涨停板
[06:43] 包括像国具
[06:44] 包括像新兴电所带领的
[06:47] 包括像被动元件
[06:49] 或者整个载板的族群
[06:51] 在今天都是往上再多走高
[06:53] 那这个其实也是
[06:55] 说明了一件事情
[06:56] 就是目前市场上面
[06:58] 对于这些基本面好的这些公司
[07:01] 大家的信心都还是
[07:03] 相当相当的足够
[07:05] 所以我觉得这个盘
[07:06] 是就如同刚刚所说的
[07:08] 这边其实我并不觉得
[07:09] 他有走空
[07:10] 那整体大盘的架构上
[07:13] 我个人比较prefer
[07:14] 他是一个高档的
[07:16] 一个区间操作
[07:17] 为什么会这么说
[07:20] 因为成交量的部分
[07:22] 是一个我很关注到的
[07:25] 一个问题点
[07:26] 像我们之前提到
[07:27] 我们说这个成交量
[07:29] 有一次我们上节目的时候
[07:31] 我说这个成交量才
[07:33] 1.2兆
[07:34] 1.3兆
[07:36] 就像这两天
[07:37] 昨天不到一兆超低量
[07:40] 如果说没有加计盘后
[07:42] 是不到一兆的
[07:43] 对
[07:44] 然后今天稍微有点增量
[07:46] 那今天的增量
[07:47] 增完大概也就1.2兆
[07:48] 可能加计盘后
[07:50] 应该也不到1.3吧
[07:52] 我觉得
[07:52] 我想说的事情是
[07:56] 就算今天加计盘后
[07:57] 以目前的五日均量
[07:59] 跟十日均量
[08:00] 五日均量大概在1.36
[08:02] 十日均量大概在1.4兆
[08:05] 所以其实现在的成交量
[08:07] 它连五日均量跟十日均量都还达不到
[08:10] 甚至今天的五日均量
[08:12] 还往下跌破十日均量
[08:14] 这其实是我认为
[08:15] 就是行情会在高档
[08:17] 比较震荡的原因
[08:19] 就是因为成交量
[08:21] 假设没有办法有效的去做放大
[08:23] 你说短线上面要看到四万八
[08:26] 或者是说有人说
[08:28] 七月份就要看到五万
[08:30] 我觉得不是不行
[08:32] 但是就是在成交量的部分
[08:34] 它必须要有所搭配
[08:36] 如果成交量没有办法有所搭配的话
[08:38] 那大概就会维持现在的状况
[08:41] 也就是呢
[08:43] 涨多的这些个股做拉轨
[08:46] 然后低档已经跌深了
[08:47] 个股里面去做一个反弹
[08:49] 那有点像是我们所谓的这个
[08:51] 位阶上面的高低档的调整
[08:54] 那有上有下
[08:55] 那大家就会互相的去抵消
[08:58] 那这个指数很可能就会在这个地方
[09:00] 去做横盘性的整理
[09:02] 这个是我对于大盘的一个看法
[09:05] 是
[09:06] 好
[09:06] 就有可能
[09:07] 要克服一个感受
[09:09] 就是刚刚讲到的
[09:11] 不要在大涨的时候
[09:12] 会觉得我来不及了
[09:14] 就是这一波事情又过了
[09:16] 然后跑去追
[09:17] 其实追股票没有不对
[09:19] 我必须讲
[09:20] 那跟你个人的操作习性有关系
[09:23] 例如说动能派的人
[09:25] 或者说我要等到这个事情
[09:27] 是很明确突破的时候
[09:29] 形态转好的时候
[09:30] 我才要去买进的人
[09:32] 他就有可能做像追股票
[09:34] 例如说我自己卖掉的
[09:36] 卖掉一半的付顶
[09:38] 那一天也是有点追
[09:39] 因为那天我觉得公路元件
[09:41] 看起来整体形态非常的强
[09:43] 所以我就在他涨
[09:44] 可能有五六趴的时候
[09:46] 我就先买了一些
[09:47] 后来他就随即涨停板
[09:49] 那你要知道
[09:50] 这个不是说我很厉害
[09:51] 而是说我有点运气
[09:53] 后来运气是怎样
[09:54] 后面他不是连续所涨停吗
[09:56] 因此这一次我在减压的时候
[09:58] 我就觉得
[09:59] 如果之前有用运气成分
[10:02] 加上当然有对市场观察
[10:03] 你总不可能运气那么好
[10:04] 每一档你一买
[10:06] 就是一个所长
[10:07] 你不会那么厉害的
[10:08] 有对市场观察
[10:10] 再加上运气不错
[10:11] 所以你就赚了一段
[10:13] 三十几趴
[10:14] 接近四十趴的丈夫
[10:15] 所以当你把它选择说
[10:17] 这段时间震荡比较大
[10:19] 我可能要有点降部位的时候
[10:20] 会优先
[10:21] 没关系啊
[10:22] 获利了结
[10:23] 又不是说亏损卖出
[10:24] 那感受不一样
[10:25] 来把它做减压
[10:26] 所以就不用什么遗憾说
[10:28] 你把它卖飞了
[10:30] 因为那里面
[10:31] 当初其实有一点点
[10:32] 例如说运气的成分
[10:33] 或者说
[10:34] 它本来就是按照右侧动能
[10:36] 那昨天附顶
[10:36] 它其实有跌破五日线
[10:38] 对不对
[10:39] 强势股跌破五日线
[10:40] 本来也会是
[10:41] 做右侧动能
[10:42] 或是看技术形态
[10:43] 做标股的人出场点
[10:45] 所以出场实在是
[10:46] 没有什么不对的
[10:47] 追股票也没有什么不对
[10:49] 可是大部分人不是这样
[10:50] 大部分人是
[10:51] FOMO
[10:52] 好FOMO
[10:52] 今天没有追
[10:53] 你看涨停了
[10:54] 赶快减点什么
[10:56] 然后结果
[10:57] 可能前一两天
[10:59] 如果行情如上上礼拜复制贴上的话
[11:01] 对 捡对了
[11:02] 我们要冲五万点了
[11:03] 然后一个反转
[11:04] 怎么了
[11:05] 怎么一下子四千点
[11:07] 好惨哦
[11:08] 统统吐回去
[11:09] 统统吐回去
[11:10] 其实六月有听到
[11:11] 蛮多人的反应是
[11:12] 整个六月忙来忙去都吐回去
[11:14] 有这样的一个现象
[11:16] 所以我才会讲说
[11:17] 先要厘清自己一个出场的策略是什么
[11:21] 以及在大盘真的比较明显回挡的时候
[11:24] 你有没有勇敢进去
[11:25] 捡你敢捡的东西
[11:27] 它会决定到
[11:28] 当今天在大反弹的时候
[11:30] 你是有一种
[11:31] 因为之前有捡到东西
[11:33] 所以今天涨上去
[11:34] 我不会太fomo
[11:35] 因为我手上已经有股票了
[11:36] 或者是今天面临到的抉择是
[11:39] 我之前压很满
[11:40] 好不容易弹上来了
[11:42] 要不要出去一些
[11:43] 而不是
[11:44] 今天再不买就来不及了
[11:46] 今天赶快追
[11:47] 载板四雄都涨停
[11:49] 赶快现在去买载板
[11:50] 正好讲了几天载板
[11:51] 我们都没有买
[11:51] 这样就可能节奏是相反的
[11:54] 这边再多嘴一下
[11:56] 让大家厘清说
[11:57] 如果这段时间
[11:58] 这会变成一个比较大的常态
[12:00] 涨几千跌几千
[12:02] 涨几千跌几千
[12:03] 那可能抓到对的节奏
[12:05] 就变得很重要了
[12:06] 今天我听到朋友说
[12:08] 我好烦恼
[12:09] 我现在有钱
[12:11] 不知道该买什么
[12:12] 他的现金可能留的比较多
[12:14] 对他可能之前有在调节
[12:17] 然后现在就是又突然涨起来
[12:20] 他又不知道说
[12:21] 今天这个看起来又是一个片地开花的一个盘面
[12:25] 他就不知道该买什么了
[12:28] 当然我觉得
[12:30] 延续我们刚刚说的
[12:33] 其实策略的部分
[12:34] 其实会跟我们对行情的一个判断
[12:38] 会有很大的一个关系
[12:40] 如果今天假设我刚刚的一个策略
[12:44] 假设我刚刚的这个规划
[12:46] 我们的预期是一个相形
[12:48] 或是高档的震荡的话
[12:50] 其实现在的操作反而
[12:53] 比较适合买黑不买红
[12:55] 我觉得是这样子
[12:57] 比较适合买黑不买红
[12:59] 所以如果你今天去追的
[13:01] 可能明天又会碰面
[13:03] 到短线上面的震荡
[13:05] 再加上现在的这个融资语言
[13:08] 变得更聪明了
[13:09] 对哦
[13:10] 对啊
[13:11] 它掉下来它就去接
[13:12] 拉中间它就卖
[13:13] 昨天又增加了
[13:15] 对啊
[13:16] 对啊
[13:17] 所以要跟这么聪明的
[13:19] 这个投资朋友
[13:20] 在一起做股票
[13:21] 其实实在是
[13:23] 有一点那个
[13:24] 要需要更大的一个努力
[13:27] 是
[13:27] 不过刚刚听到赵华
[13:28] 在分享他的这个
[13:30] 右侧动能的这个交易
[13:31] 我真的觉得蛮好的
[13:33] 就是我觉得赵华就是
[13:35] 右侧动能会做
[13:37] 然后左侧的也可以
[13:39] 我只是举例
[13:40] 我只是举例说
[13:41] 有的人会追
[13:42] 他有机于他能够短线进出
[13:45] 或是行情一转入
[13:46] 他马上离场的这个能力
[13:49] 对
[13:49] 倒不是说我右侧动得很厉害
[13:51] 本人不是右侧动得厉害
[13:52] 本人还是在破月线的时候
[13:54] 去捡一拖拉裤的ETF
[13:56] 这件事情比较厉害
[13:57] 因为捡盘面看起来又大回血
[13:59] 未闻你是那个
[14:01] 又成功解锁另外相近的没有没有没有只是说那时候主被动这种东西你要等到说什么很左侧不可能了啦因为他已经集体发动嘛对啊对
[14:12] 不过我倒蛮赞成
[14:14] 就是在这个操作上
[14:17] 在自己的一个
[14:19] 可以承受的一个范围之内
[14:21] 然后去做一点点
[14:24] 可能的尝试
[14:26] 例如说我们在节目当中
[14:28] 可能除了我之外
[14:30] 还有很多的来宾
[14:31] 都会分享一些就是
[14:34] 他们的一些操作的心法
[14:36] 我觉得如果你觉得你的个性
[14:39] 也属于这一类的
[14:42] 我觉得你可以试试看
[14:43] 那我会这么讲的原因是因为
[14:46] 我最近在跟我的学生在分享
[14:49] 在操作上面的东西
[14:51] 我突然想到我很多年前
[14:53] 看过的一本书
[14:56] 那本书也是我帮他去写那个序
[14:59] 日本的作家
[15:01] 他里面有一段话是这样讲
[15:04] 他认为
[15:05] 股票的交易
[15:08] 是一门技艺
[15:11] 就是日本人的所谓的职人精神
[15:15] 也有人说是一门艺术
[15:18] 也是一门艺术
[15:19] 但他想提出的是说
[15:22] 任何一门技艺都可以透过反复不断的练习
[15:28] 然后提升他的一个能力
[15:31] 这就是日本人的职人精神
[15:33] 所以我们在以前看那个料理东西军
[15:36] 这个阿伯
[15:38] 种了一辈子南瓜
[15:40] 南瓜又圆又大
[15:42] 又甜
[15:43] 对对对
[15:44] 这个如果说要把那个料理做得好
[15:46] 就一定要找他的南瓜
[15:48] 然后要PK另外一个阿伯
[15:50] 对对对
[15:51] 他种的冬瓜
[15:52] 对对对
[15:53] 然后再一个阿伯
[15:54] 他的西瓜
[15:54] 没有两个而已
[15:55] 光就两个
[15:56] 对我觉得他的这个
[15:58] 他的这个
[16:00] 讲法我觉得用在股票市场上
[16:03] 我觉得非常非常的适合
[16:06] 是
[16:06] 我曾经
[16:09] 但见过我的一些
[16:10] 比较前辈的一些学长
[16:13] 他们在进出股票的时候
[16:15] 就真的就像呼吸一样
[16:18] 所以跟我聊天喝茶
[16:19] 然后边看盘
[16:21] 他就突然就电话拿起来
[16:22] 就批发讲一堆股票
[16:23] 然后买进
[16:24] 然后什么买进
[16:25] 什么卖出
[16:25] 就是很流畅地在做这些的动作
[16:30] 他完全不需要去思考说
[16:31] 我这样会不会追高
[16:33] 我这样子会不会买多了
[16:35] 还是怎样
[16:36] 他不会
[16:36] 他不会有这样子的一个
[16:38] 在下单之前的一点疑虑
[16:40] 基本上没有
[16:42] 那我相信
[16:43] 他一定在做这件事情
[16:44] 已经做到非常的熟练
[16:46] 就像我们今天假设去
[16:48] 比如说只拍轮溜冰或什么的
[16:51] 游泳好了
[16:51] 你练得越多
[16:53] 基本上在那个动作上
[16:55] 你就会比较不会去做迟疑
[16:58] 是
[16:59] 对
[16:59] 所以我觉得
[17:00] 我是鼓励各位的这个投资朋友
[17:03] 在你可以承受的范围之内
[17:05] 或者是假设你今天
[17:07] 真的就是我要专心在去练习
[17:11] 所谓的右侧交易的话
[17:12] 那我觉得就可以
[17:14] 好好的去多做练习
[17:17] 我觉得这个部分
[17:18] 是我鼓励大家做的事情
[17:20] 像我自己也有在
[17:22] 追股票的
[17:24] 就是只是我们在追股票
[17:25] 我们会有一些
[17:26] 我们自己的一些原则
[17:28] 就是要可能起涨的第一根
[17:29] 那某一些的条件上
[17:32] 我们会去追
[17:32] 是
[17:33] 对
[17:33] 那像今天我也是有去追股票
[17:36] 你今天追什么呢
[17:37] 不是不用透露个股
[17:39] 就大概一个方向
[17:40] 我今天追的是那个
[17:42] 跟电力有相关的
[17:44] 对我还是
[17:45] 回到一些我这个人
[17:47] 我认知的中长线的一些产业的部分
[17:49] 对那当然他也修正到相对的低档
[17:52] 所以我觉得这部分
[17:53] 是我个人一直在专注的一个领域
[17:56] 它之前拉上去我卖掉
[17:59] 这边拉回我还是会买回来
[18:00] 我会这样子去做
[18:02] 那这个其实也是一种练习
[18:04] 就是去针对某一档个股
[18:07] 然后去做来回的一个操作
[18:11] 并不是说我一定要
[18:12] 把它冲到爆不是
[18:14] 而是我觉得
[18:15] 当你很了解这一档个股的时候
[18:18] 它的整个的股价的节奏
[18:22] 或者是股信
[18:23] 你最了解
[18:24] 这种了解的程度
[18:26] 会让你知道
[18:27] 大概在什么价格
[18:28] 或什么样的现象出现
[18:30] 你可以去做买进
[18:32] 以前我的老师就跟我们讲说
[18:36] 如果你真的很想要
[18:38] 在股票市场里面赚到大钱
[18:40] 你就专心做几只股票就好
[18:43] 不需要到处去追股票
[18:46] 别人说什么就去买什么
[18:48] 我觉得反而
[18:50] 就是你可能
[18:51] 我們曾經聊過嘛
[18:52] 你自己建自己的
[18:53] 不要說台灣50
[18:55] 就是你自己找個20檔
[18:57] 你長期做關注的股票
[18:58] 你專心做它
[18:59] 基本上我覺得
[19:00] 我的實踐下來的結果是
[19:03] 這樣子的勝率都蠻高的
[19:05] 但這樣子的情況下
[19:07] 可能會跟那種所謂貼在盤座的
[19:11] 這一種做法比較不一樣
[19:13] 也就是當大家在封很多族群
[19:15] 可能那個時候族群不是你手中的持股
[19:17] 你會覺得很boring
[19:19] 你會覺得很無聊
[19:21] 但是如果说你回到
[19:23] 我们刚刚说的
[19:24] 假设你就是很确定
[19:25] 这几个族群跟个股
[19:27] 是你长时间要去关注的
[19:29] 我觉得何乐而不为的
[19:32] 也不要把自己搞这么辛苦
[19:33] 应该是说
[19:36] 其实这里面有很多的道理可以聊
[19:39] 就例如说
[19:40] 如果你觉得你现在抱着的股票
[19:43] 是你自己有独家的研究
[19:45] 或是你非常相信它
[19:47] 那我觉得就不用拿出来问别人
[19:50] 为什么我这么讲
[19:51] 因为别人可能不知道
[19:52] 你为什么要这样做
[19:53] 对
[19:54] 那如果你是因为
[19:56] 纯粹套牢了
[19:57] 不得不这么做
[19:58] 才拿出来问人
[19:59] 我觉得也要承认这件事情
[20:00] 对
[20:01] 就是其实你不是因为了解他
[20:02] 你只是觉得说
[20:03] 好像听起来
[20:04] 或者说之前
[20:05] 觉得他有殖利率
[20:07] 或者他有价值
[20:08] 例如说很多人抱着
[20:09] 机油传产
[20:09] 那他是机油股
[20:11] 可是完全不去follow说
[20:13] 第一
[20:13] 市场的资金
[20:14] 可能完全不在
[20:15] 这些股票上面
[20:16] 第二
[20:17] 他虽然是机油股
[20:18] 可是近两年
[20:19] 也许因为在AI的浪潮下
[20:21] 也许是因为货力的波动
[20:22] 也许是因为关税的影响等等的
[20:24] 例如说像汽车零组件这类型的
[20:26] 他就遇到了逆风
[20:28] 对不对
[20:28] 他就可能在他的获利上
[20:30] 其实没有像以前那样的亮眼
[20:32] 这些事情不能都不观察
[20:35] 可是如果你观察完
[20:36] 你还是很相信的觉得
[20:37] 我的这档股票
[20:39] 营收状况没有问题
[20:40] 可能只是资金现在不青睐他
[20:42] 可是殖利率还是很漂亮
[20:44] 那我就要坚定的抱着他
[20:45] 我也不在乎价差是不是马上要反应
[20:47] 其实你就会知道你在干嘛
[20:49] 就比较不会说
[20:51] 好烦哦
[20:52] 好剥夺感
[20:53] 好重哦
[20:53] 别人在买AI
[20:54] 然后有赚
[20:55] 那我现在到底要不要转过去
[20:56] 可是我要抱那么久了
[20:58] 套了那么多了
[20:58] 我觉得这些是
[21:00] 大家在今天
[21:01] 选择你的持股配置上面
[21:03] 要去思考的
[21:04] 以及
[21:05] 当你有一方面
[21:07] 比较冷门的股票的时候
[21:09] 我的个人建议是
[21:10] 你还是要有一些比较
[21:11] 普罗大众会喜欢的东西
[21:14] 要不然你就会变成一个
[21:16] 冷门的收藏家
[21:17] 冷门的收藏家就注定孤独
[21:21] 非常孤独
[21:22] 你问别人
[21:23] 人家可能也无法给你的收藏
[21:26] 什么样的建议
[21:27] 所以你一些
[21:28] 你如果说你手上的东西
[21:30] 假设是主被动元件
[21:32] 你有记忆体也好
[21:35] 甚至你有老AI
[21:36] 你有台积电
[21:38] 你有市值型的东西
[21:39] 别人也比较容易给你建议之外
[21:42] 你的资讯也比较容易取得
[21:44] 以及你的资产上的平衡感
[21:46] 也会比较好
[21:48] 我觉得这些
[21:49] 不是说你一定要
[21:50] 学了一套之后
[21:51] 你就永远的奉行那一套
[21:54] 当然你可以的话
[21:55] 你的心态
[21:56] 你的心态完全不会失衡的话
[21:58] 我觉得没有问题
[21:59] 可是就我的观察
[22:00] 我觉得一般投资人
[22:01] 真的做不到
[22:02] 一般投资人真的做不到
[22:04] 所以我觉得如何能够取得
[22:06] 你资产跟心态的平衡
[22:08] 是很重要的
[22:09] 就是为什么那时候
[22:10] 我会买主动元件
[22:11] 我想大家也知道
[22:12] 公立元件
[22:13] 可是我自己
[22:14] 内心也很认同
[22:15] 例如明翰有讲过一件事情
[22:16] 功能元件有人的业绩很好
[22:18] 例如大中
[22:19] 大中其实大概是
[22:20] 所有的二级体里面
[22:22] 是最快把这个
[22:23] 月银收跑出来的
[22:24] 有他自己的利基点
[22:25] 或是客户的订单在
[22:26] 但其他的就参差不起
[22:28] 被动元件
[22:29] 其实也多多少少
[22:31] 有一点点参差不起
[22:32] 它不会像
[22:32] 跟AI相关的PCB
[22:34] 一下子
[22:35] 你看那个业绩之爆发
[22:37] 到现在都在创新高
[22:39] 比较是一个不一样的情形
[22:41] 所以当我比较慢
[22:42] 介入到公立元件
[22:44] 而又幸运的
[22:45] 有赚到一趟涨幅的时候
[22:47] 我自己就会知道
[22:48] 掺杂着幸运
[22:50] 跟我现在对盘式
[22:51] 要有一点风险意识的时候
[22:53] 我可能就会先处理掉它
[22:54] 可是并不代表
[22:56] 后面它就不会涨
[22:57] 它依旧是一个强势族群
[22:59] 那我的被动元件
[23:00] 就抱得比较久
[23:01] 因为我被动元件
[23:02] 买在更起涨点
[23:03] 所以你的起涨点
[23:04] 就会决定到后面
[23:06] 你会不会抱得比较久
[23:07] 那总而言之
[23:08] 一个大的方向是
[23:09] 我现在的持股的总部位
[23:12] 是持续扩大的
[23:13] 其实持续扩大这件事情
[23:16] 每一个人可能都会
[23:17] 多多少少有点压力
[23:18] 可是我也讲了
[23:19] 那是因为我保留的现金
[23:21] 本来就比较多
[23:22] 所以我可以体会到
[23:24] 当今天一下子
[23:25] 从四万八杀到四万四
[23:26] 每一个人的心情
[23:27] 就会又更不舒服了
[23:29] 因为你的部位更大了
[23:30] 你的持股的成本可能更高了
[23:32] 然后你可能在部分的
[23:34] 股票上面的操作
[23:35] 也必须要变短
[23:36] 我觉得这个是
[23:37] 我自己在平衡上面
[23:39] 我自己做的选择
[23:40] 那你说有没有人
[23:41] 是非常坚定
[23:42] 这段时间就只加码
[23:43] 不卖
[23:44] 也有啊
[23:45] 可是那就要有那样的心理素质
[23:47] 这边讲的比较多是一个
[23:49] 大的面向
[23:51] 但是我说
[23:52] 这一切都立足在
[23:54] 我认为到目前为止
[23:55] 七月有一些疑虑
[23:57] 多半是在杠杆
[23:59] 要不要去杠杆
[24:00] 要不要这个利率的收缩上面
[24:03] 可是在基本面上面
[24:04] 没有看到太大的疑虑
[24:05] 因此我还是抱着我的大部队
[24:07] 不会说
[24:08] 我觉得我赌这个五万顶
[24:11] 一定会回档
[24:11] 所以我现在立刻把我的持股
[24:13] 从这个六七成降到只有两成
[24:16] 甚至把它卖完
[24:17] 我也不干这种事情
[24:18] 无聊
[24:19] 真的无聊
[24:20] 就是多头
[24:21] 现在就是多头
[24:22] 对
[24:22] 我不认为会有
[24:24] 非常夸张的崩盘
[24:26] 好
[24:26] 那问题来了
[24:27] 假如
[24:28] 假如今天破完月线破季线
[24:30] 破完季线破半年线
[24:32] 我会干嘛
[24:32] 好
[24:33] 第一
[24:33] 在破线的同时
[24:35] 刚讲了
[24:36] 我随时可能要有一些
[24:37] 我觉得比较短线获利多的
[24:39] 我破洞比较大的
[24:40] 已经是听来的
[24:42] 吃人家的那个试吃牌
[24:44] 这些可能你要处分票
[24:46] 昨天有讲试吃牌
[24:47] 我昨天也处分票不少
[24:48] 你要先处分票换现金
[24:50] 然后把钱放在
[24:52] 你可以相信他加码的
[24:55] 那个事情上面
[24:57] 其实人是很矛盾的
[24:59] 我相信很多人手上握着现金
[25:00] 为什么这段时间
[25:01] 想加又不敢加
[25:02] 然后想涨又不敢追
[25:04] 因为你会觉得
[25:05] 就是叠不够啊
[25:06] 对不对
[25:07] 可是等真的有那种大叠
[25:10] 超过什么破月线
[25:11] 破月线真的小意思而已
[25:12] 破季线也还好
[25:14] 破半年线
[25:15] 破年线的时候
[25:16] 你是不是真的觉得
[25:17] 你手上的现金
[25:18] 等到千载难逢的机会
[25:19] 我觉得那又是另外一个考验
[25:21] 你能不能这么做
[25:23] 我觉得这是
[25:24] 在我们讨论到个股
[25:26] 或是进入到产业之前
[25:27] 我们再一次的帮大家
[25:29] 重新温习
[25:30] 这段时间发生的事情
[25:31] 在赵华刚刚分享了这个时间
[25:35] 我看了一下今天的买卖超
[25:37] 我有点意外
[25:39] 怎么说
[25:39] 今天三大法人合计买超148.32亿
[25:44] 其中外资是卖超5.08
[25:48] 没动作
[25:49] 你可能会以为投信大买
[25:51] 对不对
[25:51] 没有
