[00:00] 歡迎收聽趙華與古惑仔第1016集
[04:32] 看到臺子期早盤大漲400多點
[04:34] 我大概就覺得其實
[04:37] 目前市場上面應該說人氣可用
[04:39] 大家可能不太care
[04:42] 國家基金到底要不要退場
[04:45] 就等於一開始可能有點小擔心
[04:47] 但其實說實話
[04:49] 昨天下午夜盤開盤的時候
[04:50] 震盪也不大
[04:51] 就代表大家也覺得還好
[04:53] 而且我看到他的數字
[04:54] 我真的覺得超級強的
[04:55] 因為雖然互盤天數這麼長
[04:57] 對不對
[04:58] 他只投了122億
[04:59] 因為之前在大張旗鼓
[05:01] 說要增資到一兆元的
[05:04] 是
[05:04] 投資上限
[05:05] 你就想哇
[05:06] 會不會這次真的
[05:06] 砸很多錢
[05:07] 然後才不夠用
[05:08] 韋泰
[05:10] 122億而已
[05:13] 所以我覺得國安基金
[05:15] 非常擅長運用心理
[05:17] 攻心為上
[05:19] 攻心為上
[05:20] 122億賺64億出場
[05:22] 然後我還收到
[05:24] 有一些人還會罵國安基金
[05:27] 進場也罵
[05:28] 浪費納稅人的錢
[05:29] 退場也罵
[05:31] 什麼高割離席
[05:32] 不是哦
[05:33] 各位
[05:34] 國安基金進場真的勝率
[05:37] 除了好像第一次還是第二次
[05:39] 沒有贏之外
[05:40] 其他勝率是百分百
[05:42] 感覺上那個學習曲線
[05:44] 有這個發揮效果
[05:46] 再來就是他投入的金額這麼少
[05:48] 對
[05:48] 他就讓大家覺得
[05:50] 有了有國安基金在場內
[05:52] 不要太擔心
[05:53] 是
[05:53] 這完全是一個模範版本
[05:56] 沒有什麼好講的
[05:57] 那當然如果他的前提是
[06:00] 關稅談好
[06:01] 他才要退場
[06:02] 那現在某種程度也間接證實
[06:04] 這個事情應該快底定了
[06:05] 是
[06:06] 那麼在國安基金
[06:08] 他的一個退場的一個方法
[06:10] 本來基本上就是賣紅不賣黑
[06:12] 那麼再加上剛剛趙娃所提到的
[06:15] 這次國安基金總共投入122.5億
[06:18] 那麼獲利65億
[06:19] 哇這算算他的這個投報率53%
[06:23] 好猛哦
[06:23] 對真的
[06:24] 那所以在
[06:26] 他會不會只買臺積電啊
[06:27] 好像還沒看到持股明細
[06:30] 對
[06:31] 所以我覺得他這次就是
[06:33] 如果他真的只買臺積電
[06:34] 我覺得也很聰明
[06:35] 也很厲害
[06:35] 就是他抓了一個最重要的
[06:37] 金融股吧
[06:38] 也許也許吧
[06:39] 就是他抓了一個最重要
[06:40] 最賺全職的一個個股
[06:42] 然後又再加上
[06:43] 它的整個的一個產業的一個基本面
[06:46] 又是如此的亮麗
[06:47] 而且那麼的明確
[06:49] 所以在臺積電的這個
[06:52] 接下來的一個法稿說會
[06:53] 大家都非常的關心
[06:55] 那其實基本上應該會是利多訊息為主
[07:00] 只不過大家會比較擔心
[07:01] 就是說接下來在這個美國建廠的進度
[07:05] 還有就是資本支出
[07:08] OK
[07:08] 我大概看了一下
[07:09] 近期這個法人對於這個
[07:12] 接下來這個資本支出的預估
[07:14] 基本上就是500億加減10%
[07:18] OK
[07:18] 就是你可能
[07:20] 比較樂觀的估到
[07:21] 550億或540億
[07:23] 這就真的很樂觀
[07:24] 對
[07:24] 那如果說比較保守
[07:26] 大概就450 440
[07:27] 所以基本上取中間
[07:29] 只有500億加減10%
[07:31] OK
[07:31] 那所以如果說
[07:33] 接下來我們看到法稅會
[07:34] 它這樣子的一個數字來看的話
[07:36] 那基本上也算是符合預期
[07:38] 但是呢
[07:40] 可不可以去做追買的動作
[07:42] 我個人認為
[07:42] 按照過去幾次的一個經驗
[07:44] 我不建議大家
[07:46] 這時候去追買臺積電
[07:47] 甚至他們相關的一些裝置股
[07:50] 真的是冷靜思考下來
[07:53] 對不對
[07:54] 因為這個時候要逆風講這個
[07:56] 不是很容易哦
[07:57] 現在群眾的心情是沸騰的
[07:59] OK
[08:00] 好
[08:00] 因為我們從過去幾次的
[08:03] 這個經驗告訴我們
[08:05] 通常都是在法國社會之前
[08:07] 相關的什麼
[08:08] 不管是半導體裝置
[08:10] 或者是COWAS相關裝置
[08:13] 或者是特化
[08:16] 跟臺積電相關的供應鏈
[08:18] 基本上都在法收會之前的一兩個禮拜
[08:23] 就會開始熱身
[08:25] 甚至有些個股就開始往上去做衝高的表現
[08:28] 可是一旦它利多訊息出來的時候
[08:32] 可能這些個股就有可能會有利多實現的一個賣壓產生
[08:37] 所以我們在這邊還是要先跟大家講
[08:39] 就是說這件事情
[08:40] 大家可以去特別去做一個觀察
[08:43] 但是也不必急著在這個時間點
[08:45] 去進行一個追高買進
[08:47] 好 因為我自己個人也有這樣的想法
[08:50] 可是我覺得真的有點逆風
[08:52] 因為昨天也有跟大家分享
[08:53] 現在的這個氣勢
[08:55] 就再加上川普
[08:57] 昨天有聊的是比較多的川普
[08:59] 今天可能這一塊就稍微省略
[09:01] 但是因為他對股市的操縱性
[09:03] 真的非常的強
[09:04] 昨天有提到他自己用自己的方法
[09:06] 先讓美國的房貸降息
[09:08] 這些都是很猛的一些
[09:10] 我沒有看過的
[09:12] 也很多達人說實話沒有看過的
[09:14] 很有創意
[09:15] 對很有創意之外
[09:16] 到底這些事情合法嗎
[09:18] 都滿頭問號
[09:19] 那這個星期四
[09:20] 當然這個最高法院
[09:21] 美國最高法院
[09:22] 會看看有沒有公佈因為上禮拜就顯然是delay了那川普也警告就如果你判我違法後果很嚴重所以這些事情我覺得他還是會讓盤面上
[09:33] 有一些的壓力
[09:34] 然後我們比較不喜歡看到的是
[09:37] 臺電在法說會前大長特長
[09:39] 因為今天又來到1720
[09:41] 就是今天又再創了一個歷史新高
[09:43] 那今天有很多的裝置股
[09:45] 或特化股也都有表態
[09:46] 但是當然大家現在是
[09:47] 今天的表態是參差不齊的表態
[09:49] 有人漲停
[09:50] 例如說漢堂
[09:51] 他公佈了12月的這個營收
[09:53] 我們這邊有常提醒大家
[09:55] 裝置股如果您手上有的話
[09:56] 看一下
[09:57] 假如10月11月沒有明顯的入賬
[09:59] 12月應該要有
[10:00] 有人是11月就已經有明顯入賬
[10:03] 那漢堂就11月已經不錯了
[10:05] 12月也還不錯
[10:06] 所以照理來說
[10:07] 裝置股要符合一個
[10:08] 12月應該是一個入賬高峰
[10:10] 那如果他有符合
[10:12] 當然在今天盤面上
[10:13] 有這樣的表現的裝置股
[10:15] 就會比較好一點
[10:16] 所以這些如果都動了
[10:19] 那到了那一天
[10:20] 臺移電公佈了
[10:21] 不管是資本支出
[10:22] 今年的年成長
[10:23] 坊間可能估25到30
[10:25] 我講成35好了
[10:27] 假設是都超級好
[10:29] 那還會不會反應呢
[10:31] 我個人也是會比較居高思維一點
[10:34] 不是說臺積電不好
[10:36] 因為現在所有的外資
[10:37] 都已經調高臺積電的目標價
[10:40] 到2000元以上
[10:41] 但令人討厭的也是
[10:43] 法說還沒開你已經調了嘛
[10:44] 我們之前有那個外資的達人
[10:46] 有來跟大家分享說
[10:48] 他要調高目標價
[10:49] 他至少要離上一次目標價
[10:51] 至少調高10個百分點以上
[10:52] 才叫做調嗎
[10:53] 那如果現在
[10:54] 我已經給你2330的目標價了
[10:57] 那如果我要聽完法說
[10:58] 我還要再調至少10個百分點
[11:00] 那就是2600咯
[11:02] 2600
[11:03] 那有沒有可能聽完會這樣想
[11:05] 我覺得你就會在法說會後
[11:07] 可能大家就是持有原本的
[11:10] 外資的目標價的想法
[11:12] 那可能激勵性就會比較低
[11:14] 對目前當然是這樣沙盤推演
[11:16] 但如果他噴上去了
[11:18] 那就噴上去了
[11:18] 一口氣在第一季
[11:20] 噴到2000塊
[11:21] 那就一口氣在第一季
[11:22] 噴上2000塊
[11:23] 如果大家手上有一些
[11:24] 像0052含積量高
[11:26] 或者是四十型ETF
[11:27] 你就跟著順水推舟的上去
[11:29] 也沒什麼問題
[11:30] 也不用在這個時候說
[11:31] 我怕利多出鏡
[11:32] 我先賣一趟
[11:33] 我覺得倒也不用這麼無聊
[11:34] 因為畢竟它是臺積電
[11:36] 但如果你持有的是個股
[11:38] 然後波動高的
[11:40] 最近也漲很多的
[11:41] 你可能就要思考一下
[11:42] 你的調節點在哪裡
[11:43] 對
[11:44] 那麼講到臺積電
[11:46] 其實我個人有觀察到
[11:48] 其實最近的一些
[11:49] 整個產業面的一個發展
[11:52] 我簡單來講
[11:54] 2025年基本上整個電子產業
[11:57] 尤其是AI相關的一個產業
[11:59] 它基本上是圍繞在就是升級
[12:02] 規格的升級
[12:04] 那麼在2026年
[12:06] 我目前觀察到叫做外溢
[12:08] 外溢效果
[12:10] 怎麼說
[12:10] 因為我們從半導體這邊
[12:14] 從所謂的COAS相關的訂單
[12:17] 從臺積電
[12:18] 然後外移到日月光
[12:21] 再從日月光開始往外再去做一個擴散
[12:24] 那麼甚至所謂的CPU
[12:28] CPU相關的需求很確定
[12:31] 那麼一些所謂的交換器的相關的零元件
[12:35] 他們的單子目前來講
[12:37] 也開始重新再去做一個調整跟配置
[12:40] 那麼還有包括像是我們看到
[12:44] 最近有一些包括像記憶體
[12:46] 記憶體也算是外溢
[12:48] 也算是外溢效果
[12:49] 然後再來
[12:51] 被動元件
[12:52] 也是一個外溢效果
[12:54] 所以基本上我個人認為
[12:56] 在2026年
[12:57] 在整個產業面的一個發展上
[13:00] 它的主軸就叫外溢效果
[13:02] 那麼這外溢效果
[13:03] 它的一個受惠者
[13:05] 可能就不會是跟
[13:07] 2025年就是富士鐵上
[13:09] 因為會有一些新的
[13:11] 一些的一個個股
[13:12] 它會gain到這些
[13:14] 所謂的外溢效果
[13:15] 出來的一些訂單
[13:16] 所以今年我們仍然看好了是AI產業
[13:20] 那麼也認為AI產業在2026年會持續的是投資的主軸
[13:24] 但是呢在整個這個市場上面的這個所謂的一個選股
[13:28] 可能就會跟2025年會有一點點這個調整
[13:32] 那麼我們剛剛在開始之前還調到
[13:35] 還聊到這個低股費型
[13:38] 對
[13:38] 這我真的有點就是萬談
[13:40] 萬談
[13:42] 對
[13:42] 為什麼呢
[13:43] 因為我從去年大概第二季
[13:47] 我就知道華通他在泰國廠
[13:50] 然後已經有在要把AI相關的產能
[13:55] 跟低軌衛星相關的產能要把它拉出來
[13:59] 然後要降低手機版的比重
[14:03] 那也跟我講說大概會在今年初
[14:07] 會有一些比較不錯的訊息
[14:10] 結果因為等太久
[14:12] 因為你會等到覺得那低軌衛星
[14:14] 他就不是一個什麼大獲利爆發算了這樣
[14:17] 因為滑通其實他不是
[14:19] 他的獲利並沒有大爆發
[14:20] 他就是評價過低
[14:22] 對
[14:23] 所以我最近很萬談
[14:25] 就是很感慨就是說其實在做產業的人
[14:28] 基本上你如果說真的在做產業的人
[14:32] 不是那種看訊息的
[14:34] 我說真的在做產業的人
[14:35] 你真的在你的持股上一定要有很大的一個信心
[14:38] 對公司要很大的信心
[14:41] 像我算是比較早看臺塑市寶的
[14:44] 我覺得趙華應該知道
[14:46] 那我從買進然後到拉起來
[14:49] 然後到獲利
[14:50] 然後到分批出廠
[14:51] 這基本上也差不多有大概
[14:53] 兩季左右的時間
[14:55] 兩季還不錯了啦
[14:56] 兩季還不錯
[14:57] 可是你知道跟這種所謂的
[14:59] 標股
[14:59] CPU
[15:00] 標股標起來真的是有一點點
[15:03] 我必須要講這個
[15:04] 各有各的一個領域
[15:06] 那像這次像這個所謂臺泥漲上來
[15:10] 其實我們好像也是在過去
[15:11] 跟大家聊過
[15:12] 說好公司碰到爛事情
[15:14] 就是最糟糕
[15:15] 就是他那個子公司的電池廠
[15:17] 對
[15:17] 爆炸燒掉
[15:18] 對
[15:19] 那一次之後
[15:20] 他真的是重創到不行
[15:22] 但我記得是韋泰
[15:23] 也在古貨仔
[15:24] 達仁秀應該也有說
[15:25] 講得很清楚
[15:26] 就是他自己也覺得
[15:28] 之前那樣多角化的投資
[15:30] 要不要把一些
[15:31] 真的沒有辦法賺錢的
[15:32] 在收斂
[15:33] 對
[15:33] 就不要自己做了
[15:35] 對
[15:35] 因為其實臺泥的轉型
[15:37] 計劃真的很多年
[15:38] 對
[15:38] 要讓他有
[15:39] 就是很大幅的決定
[15:41] 我現在要更專心
[15:43] 是不太容易的
[15:44] 但是也不要忘記
[15:45] 他在這個土耳其
[15:46] 對不對
[15:46] 等於是靠近歐洲的地方
[15:48] 他是有非常大的水泥廠的
[15:50] 所以他的本業
[15:51] 如果一旦復甦的話
[15:52] 他最糟糕的情況
[15:53] 確實已經過了
[15:54] 反而不見得是
[15:55] 看他的轉投資開花結果
[15:57] 應該兩邊都有
[15:58] 都有啦
[15:59] 都有啦
[15:59] 對啦都有啦
[16:00] 在本業的部分
[16:00] 就是第一個嘛
[16:01] 那個中國市場的比重下降
[16:05] 下降了
[16:05] 然後非中國的市場比重拉高
[16:08] 對
[16:08] 那麼再來它的這個產品的一個
[16:10] 從原本的這種
[16:12] 所謂一般的水泥
[16:13] 轉為低碳水泥
[16:14] 那麼受到這個市場上面的一個青睞
[16:17] 是
[16:17] 然後但這個
[16:19] 這個其實是我之前
[16:20] 比較沒有去抓得那麼緊的
[16:22] 但是呢
[16:23] 它從上游的電磁芯
[16:26] 然後再到這個電池的一個封裝
[16:29] 是
[16:30] 再做到這個儲能櫃
[16:31] 這整條一條龍的
[16:33] 這種所謂的一個發展
[16:34] 我們之前我是有去做
[16:36] 相關的一個觀察
[16:38] 所以我說臺寧是我的嫁妝股的選項之一
[16:41] 但是從去年的10月11月到現在
[16:47] 大概也是兩個多月到三個多月時間
[16:50] 其實也真的是等了蠻久的
[16:52] 最近才看到有一點點所謂的開花結果的一個表現
[16:57] 就是說它在
[16:58] 我說開花結果不是說它多麼棒
[17:01] 而是說我看到它從整個所謂的主體階段
[17:04] 變成這個均線開始翻揚
[17:06] 開始出現這所謂的價漲量增
[17:09] 然後缺陷多頭排列
[17:11] 然後法人開始回頭去買鈔
[17:12] 是
[17:12] 這個過程
[17:14] 這個過程真的是
[17:15] 真的是
[17:16] 真的是非常非常的
[17:18] 不是一般人
[17:20] 如果你真的對於這個所謂的一個投資
[17:23] 你真的想要去嘗試所謂價值型投資
[17:26] 我就剛剛分享這個心路歷程
[17:28] 你可以去思考一下
[17:29] 這到底是不是你要的
[17:30] 因為別人都長到很開心
[17:33] 對不對
[17:33] 記憶體什麼都長得很開心
[17:35] 可是你自己的股票
[17:37] 就每天這樣子漲一點
[17:38] 漲一點漲一點
[17:39] 那其實這個感受
[17:41] 是有很大的差別
[17:43] 因為我記得
[17:44] 應該也超過兩年以上
[17:46] 就兩三年前
[17:47] 有朋友到我的YouTube頻道
[17:49] 去留言
[17:50] 然後他就是問說
[17:51] 他在存臺擬
[17:52] 然後問我想法
[17:54] 然後我當時給他的建議
[17:56] 是我覺得你不要單押臺擬
[17:57] 因為他就一直說
[17:59] 他非常喜歡臺擬的轉型計劃
[18:01] 但是我記得
[18:02] 從兩到三年前
[18:02] 臺擬的獲利狀況
[18:03] 就表現不好了
[18:04] 因為這個中國內需
[18:06] 對他的影響那時候太大了
[18:08] 所以就有提醒說
[18:09] 因為他的本體太大了
[18:10] 我不是不覺得他轉型
[18:12] 或者投資在新能源上的努力
[18:14] 是不值得肯定的
[18:16] 可是如果你要抱持這個信念
[18:18] 你可能就要搞非常久
[18:19] 要看你要不要
[18:20] 然後或者是
[18:21] 比較偷吃步一點
[18:23] 你要不要等到他
[18:24] 例如說獲利有比較明顯的出來
[18:26] 營收成長
[18:27] 或是他的動能
[18:28] 他的形態有好轉
[18:29] 再去做投入
[18:30] 都會是可能比較有效率的
[18:31] 不過後來他對方就回我一句說
[18:33] 他就是喜歡臺泥
[18:34] 但是這個就是喜歡就要搭配上剛剛唯太講的
[18:39] 你的就是喜歡也沒有真的足夠強的信念
[18:42] 在這幾年中AI在大漲特漲的時候
[18:44] 而臺尼還接連遇到倒黴事
[18:47] 最後再進行整頓
[18:48] 其實這中間臺尼有一兩次有發重訊然後我都還記得我們群組說臺尼突然發重訊因為那時候他好像何必什麼葡萄牙還是哪裡的水泥廠把他就是從轉投資變成像是本體
[19:00] 就加重投資這樣
[19:02] 然後我們同仁也會半開玩笑的說
[19:04] 這到底有什麼好發重訊的
[19:06] 沒有人在乎
[19:08] 你要不要把子公司納進來
[19:10] 都是水泥這樣子
[19:12] 好 這很現實
[19:13] 我必須說這很現實
[19:14] 然後他弄完這個重訊之後
[19:16] 可能隔天有小小漲
[19:17] 後來就又跌回去
[19:18] 對
[19:19] 這一切的事情都經歷過之後
[19:22] 我覺得最現實的
[19:23] 真的就是剛剛韋泰講的
[19:25] 第一個當然是
[19:25] 你的轉投資上面
[19:26] 到底有沒有效益出來
[19:28] 第二個就是你的水泥本業
[19:30] 例如低碳水泥
[19:31] 受到歡迎什麼的
[19:32] 這些東西一定要加總在一起
[19:35] 然後法人回頭
[19:36] 它的股價可能才會讓你有收穫
[19:39] 對
[19:40] 所以每一次講到臺泥
[19:41] 我就頗有感觸
[19:42] 是因為在前面兩三年
[19:44] 有非常多這樣的問題
[19:46] 在統一的回答中
[19:47] 但是我並不是不看好臺泥
[19:49] 而是我心裡面非常的清楚
[19:50] 因為我是一個科技派嘛
[19:52] 就是我非常清楚
[19:53] 你一定是放在科技股上面
[19:54] 雖然你的風險震盪大
[19:57] 你的遇到像那種
[19:58] 大幅的大跌的時候
[20:00] 你會心驚膽跳
[20:01] 可是他可以給你
[20:02] 比較好的報酬率
[20:03] 對
[20:03] 那還有就是
[20:04] 當時他問我存股
[20:05] 還有一個小小的問題
[20:06] 就是股息到底甜不甜
[20:08] 那說實話
[20:09] 比臺泥股息甜的又很多
[20:10] 所以我覺得這些都是
[20:12] 綜合在一起
[20:13] 雖然今天花了一點時間
[20:14] 討論臺泥
[20:15] 但是接下來看起來
[20:16] 臺泥的軌道是
[20:17] 已經離開最差的時候了
[20:19] 這個是可以跟大家來分享的
[20:22] 對
[20:22] 所以這個臺逆可以說是個十年磨一劍
[20:26] 那這一次呢
[20:28] 他在轉投資的一個部分
[20:30] 也慢慢慢慢的開始有一些開花結果
[20:32] 所以我覺得
[20:33] 他現在的股價淨值比還不到一倍
[20:37] 你說他現在的股價還低於他的淨值
[20:40] 所以我覺得當然如果說你
[20:42] 我也蠻贊同剛剛趙華所說的
[20:45] 這種千萬不要單押估值
[20:48] 因為呢
[20:49] 一千七八百檔的公司
[20:52] 一定還有其他的公司可以去做搭配
[20:54] 所以我們說這種所謂的這個衛星策略
[20:57] 主要的這個投資跟衛星的投資
[21:00] 我覺得這些基本上都是一種
[21:03] 那講到這種所謂的這個
[21:05] 對產業跟個股的理解
[21:07] 跟大家分享一個我的朋友的故事
[21:11] 最近不是那個土方
[21:12] 哦對啊
[21:13] 土方的訊息很多嗎
[21:15] 對不對
[21:16] 好
[21:16] 那臺灣做土方的
[21:17] 就我的認知裡面
[21:19] 對
[21:19] 就只有一家
[21:20] 就8080
[21:21] 他以前叫奧斯特
[21:23] 嗯
[21:23] 他後來呢就是
[21:25] 轉型入主
[21:27] 借殼都一樣
[21:28] 隨便啦whatever
[21:29] 然後呢
[21:30] 我之前還曾經買過他喔
[21:32] 然後後來就受不了
[21:33] 等不了
[21:34] 我就出廠了
[21:35] 結果朋友昨天跟我講說他有一千張
[21:38] 我說你這種股票怎麼可能買到一千張
[21:41] 你有沒有真還假的
[21:42] 然後他跟我講說沒有啊
[21:43] 他就是
[21:44] 泰鈴最近也在噴
[21:45] 對
[21:45] 然後他跟我講說沒有啊
[21:46] 就從之前
[21:47] 因為他的本業就是在做
[21:49] 這個營造跟營建相關的
[21:51] 他就覺得這個
[21:52] 這種生意就是第一個特許行業
[21:54] 再來就是說他
[21:55] 早期都認為這個很好賺
[21:57] OK
[21:59] 所以他就
[22:00] 他就是一直
[22:01] 他就是隻進不出
[22:02] 我說哇
[22:03] 你是臺灣的巴菲特
[22:05] 只進不出
[22:06] 但是他的想法肯定就是覺得
[22:09] 如果說像他講的這家芭蕾
[22:11] 因為不好意思
[22:11] 我還沒有研究過
[22:12] 如果他有穩定的股息
[22:14] 那他又知道這是特許行業
[22:15] 就像肯寧衛當初
[22:16] 為什麼他也是純股足喜歡的
[22:18] 然後919會納入
[22:19] 919納入難道是因為土方這件事嗎
[22:21] 當然不是嘛
[22:22] 是因為肯寧衛他分拆之後
[22:24] 流通性變得比較好
[22:25] 然後股息殖利率還不錯
[22:27] 所以呢就把他納入
[22:28] 那事實上剛納入的時候
[22:30] 我們也有討論過
[22:31] 就是肯寧衛哦
[22:32] 只是那時候就覺得說
[22:33] 像這樣子他是需要用到地的
[22:35] 就是需要埋
[22:35] 掩埋的嘛
[22:36] 那這個在臺灣
[22:37] 你會拿到的地
[22:38] 可能會越來越少
[22:39] 所以那時候就覺得他就是穩定
[22:41] 沒有想太多
[22:44] 營建剩餘土石房全流向管制
[22:47] 殺的很多業者
[22:49] 可能當初並沒有找合法掩埋
[22:52] 那現在措手個不及
[22:55] 對
[22:56] 可是並沒有辦法改變
[22:58] 合法的業者就那些的這個事實
[23:01] 我的意思是
[23:02] 這些合法的業者
[23:03] 能不能在臺灣拿到更多的掩埋場
[23:05] 其實真的是有困難
[23:07] 所以他們可能要自己出來解釋
[23:09] 就是能不能再為那更多倍數
[23:12] 翻倍三倍四倍的業務量
[23:14] 不一定能
[23:15] 有時候訂單到你家門口
[23:17] 你消化不了
[23:17] 就是消化不了
[23:18] 可是因為現在就是訂單到你家門口
[23:21] 這個大家擠在你家門口了
[23:22] 市場就先噴再說
[23:24] 給你十幾根的漲停板
[23:27] 先這樣子
[23:28] 可是最後結出來的成績
[23:29] 有沒有可能是十幾根的漲停板
[23:32] 那就不一定
[23:32] 對
[23:33] 所以這一個一定是對當初不守法的業者
[23:36] 有所打擊
[23:37] 但是對於這些合法的廠商
[23:39] 是不是就可以忽然之間
[23:41] 營收穫利爆噴幾倍幾十倍
[23:43] 也不要想成這樣
[23:44] 土地也是有限的
[23:46] 所以這是一個有趣的事
[23:49] 那像維泰的朋友
[23:51] 他可能真的就不在意
[23:52] 一般投資市場上的變化
[23:54] 他只在意
[23:55] 我記得你這個朋友
[23:56] 還不止一個
[23:57] 不止8080
[23:58] 你還有別的朋友
[23:59] 投資的也是那種穩健股
[24:01] 那一旦噴起來
[24:02] 當然會覺得好誇張
[24:03] 我手上股票漲了兩三倍
[24:05] 這樣子
[24:05] 沒有噴起來
[24:06] 還說每年領個5%4%的股息
[24:08] 也開開心心
[24:09] 能有這種心態的大戶
[24:11] 很少啦
[24:12] 就是我們受眾
[24:16] 難免就是一般的散戶朋友嘛
[24:18] 對
[24:19] 可是確實這個高手在民間
[24:21] 對我也有聽過幾個這樣的人
[24:23] 他根本不在乎
[24:25] 現在AI長什麼
[24:26] 對
[24:26] 所以你看哦
[24:27] 現在泰林這一波
[24:28] 已經長了第三根今天
[24:30] 他沒有很開心耶
[24:32] 他在萬罈說
[24:33] 我早就跟你講
[24:35] 我要買可林味
[24:35] 沒有去買
[24:36] 比他們的邏輯是一樣的
[24:39] 對邏輯一樣
[24:40] 對對對
[24:42] 所以99賺到
[24:43] 99現在就搭在這個車上
[24:45] 他什麼也不用幹
[24:46] 對被動式ETF
[24:48] 所以我們在上
[24:49] 我們在上次節目當中
[24:52] 我跟大家分享
[24:52] 我說真的不要去想太遠的事情
[24:54] 就是你先把
