[00:00] 欢迎收听赵华宜古货载第1141集
[03:08] 因为雷老板他是台股的乐观
[03:11] 我想上一次在Podcast
[03:13] 我们还有甚至做成影片版的时候
[03:15] 其实留言是非常踊跃的
[03:16] 非常谢谢你给台股信心
[03:18] 而且那时候有提到
[03:19] 我们可能会变成市值第四大
[03:21] 后来我们还真的就所谓的一度超越印度
[03:25] 变成市值第四大提早发生
[03:27] 只是这个提早发生
[03:29] 外资没有回补
[03:30] 为什么没有回补
[03:31] 因为我们台币还是始终在这个国际情势
[03:34] 很不稳定的情况下是走弱的
[03:37] 钱还是回到美元去
[03:38] 所以这件事情就造成外资始终没有回补
[03:41] 好雷老板的心路历程我们等一下聊
[03:44] 但是我们还是先回到今天的盘面上
[03:47] 对因为以我来讲说
[03:48] 如果按照纪律
[03:49] 刚刚雷老板也有问我
[03:51] 我就说对
[03:51] 今天刚好破季线
[03:52] 我就是破月线
[03:54] 破季线
[03:54] 我都还是会站在加码方
[03:56] 因为我是没有开杠杆
[03:58] 所以我一直有保留现金
[04:00] 那就打进去
[04:01] 那你说遇到像今天
[04:02] 史上最大的跌点
[04:03] 然后破季线会不会怕
[04:04] 心里面一定会有点怕
[04:07] 因为代表你前一阵子
[04:08] 加码的东西
[04:09] 一定也是全书套了
[04:10] 一定是全书套了
[04:12] 可是因为我的听众朋友
[04:13] 应该知道
[04:14] 我们有做一个所谓的
[04:15] 减压概念
[04:16] 对不对
[04:16] 因为这次的洗刷
[04:17] 不是第一次了
[04:18] 只是这次比较大
[04:19] 所以之前在洗刷的时候
[04:21] 我就会把一些
[04:22] 我认为我承担不了的
[04:24] 高波动个股
[04:25] 做了减压出去
[04:26] 有可能是听名牌来的
[04:28] 因为旁边提供试吃的朋友太多
[04:30] 有可能是我自己
[04:32] 觉得我扛不住的
[04:33] 有可能是获利
[04:34] 曾经很多
[04:35] 但回吐
[04:36] 我觉得不要再回吐了
[04:37] 就把它卖掉了
[04:38] 那这些钱
[04:39] 在今天我依旧是有在做
[04:41] 所谓的进场加买一些ETF
[04:43] 会不会再被套
[04:44] 不排除
[04:45] 因为今天看来
[04:46] 应该会有断头的问题
[04:48] 所以下个礼拜一
[04:49] 可能还是会有卖压
[04:51] 当然要看一下六日的表现状况
[04:54] 但雷老板这边就可能难了
[04:56] 因为你看的不只是ETF
[04:58] 你还是要对各个产业有提出
[05:01] 就是在今天有你自己的想法
[05:03] 是
[05:03] 好那我们这边再看的话
[05:05] 其实呢
[05:06] 这一次的回档修正
[05:07] 会比较像是技术面跟心态
[05:09] 就是筹码面的问题
[05:10] 你其实去看那么多的法说
[05:12] 包括你说台积电的法说真的不好吗
[05:15] 对
[05:15] 我们等一下可以来聊一下
[05:16] 就大家在说台积电要去
[05:18] 这个日本这边扩成熟制程
[05:21] 是
[05:21] 对那大家就联想到说
[05:23] 联电会很完蛋
[05:24] 很可怕
[05:25] 对但是我想要提醒大家
[05:27] 是不要忘记了
[05:28] 在这个礼拜稍早的时候
[05:30] 利基电也有出来开法说
[05:31] 是
[05:31] 他甚至大胆的喊说
[05:33] 明年的时候
[05:34] 在这个时候
[05:35] 可能大家的
[05:37] 那个代工毛利率
[05:38] 这些成熟制程的
[05:39] 都有可能超越市城
[05:40] 对那我当时听完
[05:42] 我是觉得说
[05:42] 哇这数字也太好了吧
[05:44] 因为他们目前几家
[05:45] 晶圆代工厂来看的话
[05:47] 成熟制成大概毛利率
[05:48] 都是29%左右而已
[05:50] 你一口气要往40%以上跳
[05:52] 大家可以想象一个问题
[05:53] 如果台积电的毛利率
[05:54] 可以跳个5%
[05:55] 对不对
[05:56] 那如果成熟制成的毛利率
[05:57] 可以跳个5%
[05:57] 我们都觉得已经非常好了
[05:59] 你还想要跳10%以上
[06:00] 所以这代表什么
[06:02] 代表说
[06:02] 第一个我想要跟他聊的是说
[06:04] 台积电他公布这个事情
[06:06] 是不是真的就对联电这么不好
[06:08] 那如果是这样的话
[06:09] 今天应该影响到联电就好了
[06:11] 而不是应该影响到全部的公司
[06:14] 所以我们先来了解一下
[06:17] 台积电这个法说会结构内容
[06:18] 那我个人的想法是这样
[06:20] 就是说
[06:20] 包括这礼拜利基店的法说
[06:22] 我有听
[06:22] 台积电法说我有听
[06:23] 我认为一两年内成熟制成
[06:25] 以现在要用
[06:26] 要去衔接台积电的
[06:29] 这些外衣订单来讲的话
[06:30] 其实这个订单
[06:31] 对他们来讲是非常足够的
[06:33] 是
[06:33] 不然他们不敢喊说
[06:34] 我们在第三季第四季还要涨价
[06:37] 对
[06:37] 可是呢
[06:38] 如果你今天针对于说
[06:40] 台积电去扩成熟制成这一块事情
[06:43] 对于联电就是个大利空
[06:45] 那我可以请听众朋友稍微想一下
[06:47] 就是说我们从逻辑上来讲的话
[06:49] 大概扩敞最快
[06:50] 现在任何一个行业
[06:51] 电子业说我要扩敞都是两年后
[06:53] 对吧
[06:54] 像那个记忆体很多都说2027年底
[06:56] ABF也说2027年底才会大扩散
[06:59] 好
[06:59] 那我觉得台积电从现在开始宣布
[07:03] 之前前几期法说都没有特别提到
[07:05] 但它真的要扩出来
[07:06] 我觉得以台积电的效率
[07:08] 至快也要一年半到两年
[07:10] 所以我认为全市场目前来讲的
[07:13] 这个成熟制程的紧凑的程度来讲
[07:16] 未来两年是保持不变的
[07:18] 那大家会担心说台积电你成熟制程
[07:21] 如果未来占比上升了
[07:23] 你的毛利率会不会下降
[07:24] 那我觉得短期上也不用担心的是
[07:27] 我们要先考虑利基电刚刚说什么
[07:29] 他说全部的成熟制程的毛利率都会往上
[07:32] 那大家不要忘记
[07:33] 台积电是现在全球最大的成熟制程
[07:36] 他不是只有先进制程还有
[07:38] 所以台积电本身成熟制成的毛利率
[07:41] 也会大幅的往上跳
[07:42] 所以在它实际扩散出来之前
[07:44] 它原本这块占比的毛利率是往上跳的
[07:47] 只要它先进制成的毛利率没有下降
[07:50] 那它整体公司的营收的毛利率
[07:53] 营收占比维持差不多的状况下
[07:55] 它毛利率应该是往上的
[07:57] 那另外还有一个东西是
[07:58] 大家很担心毛利率
[08:00] 未来台积电会不会稍微有点下降
[08:02] 我要讲的是说
[08:03] 台积电这一季的保守会
[08:04] 它用的是31.6的汇率
[08:06] 那如果以我们以前去看一些回车来讲的话
[08:10] 汇率当扁破32的时候
[08:12] 会维持一段时间
[08:13] 那我们大家都知道
[08:14] 其实汇率在台币汇率相对扁值的时候
[08:17] 对于这些电子业
[08:18] 它的营收还有毛利率
[08:20] 是相对比较有益一点的
[08:22] 所以我们来看的话
[08:23] 你说这样子会短线上
[08:25] 两年后的扩产
[08:26] 会去影响到台积电
[08:28] 未来三季或四季的毛利率吗
[08:30] 我甚至觉得不会
[08:31] 甚至可能成熟制成这一边
[08:32] 真的如同立基电所讲的
[08:34] 大家要一起好了
[08:36] 所以我对于这个法说会
[08:38] 我原本的解读是说
[08:39] 对台积电是利多
[08:41] 对联电也会是利多
[08:43] 当然事实表现出来
[08:45] 就是今天全台股大跌
[08:46] 整个市场上就是不买单
[08:48] 但是我认为说
[08:49] 只要跌破季线
[08:50] 今天大盘跌破季线
[08:51] 站回来之后
[08:52] 我就会相信
[08:53] 看得懂基本面的人
[08:54] 会知道说
[08:55] 这在经营一个产业来讲
[08:56] 这不会是利空
[08:57] 短线上来讲是大家共好
[08:59] 才会造就说
[09:00] 立基电敢讲出这种话
[09:02] 好 因为这一次台积电法说会
[09:04] 我想这个跌到这样
[09:05] 大家有点吓到
[09:06] 但不是台建一个人
[09:08] 今天韩股没有开盘
[09:10] 哎呦
[09:11] 真令人讨厌
[09:12] 他们在大涨的时候
[09:14] 我们没有开盘
[09:15] 现在我们跟日股在大跌
[09:16] 他没有开盘
[09:17] 什么意思啊
[09:18] 不来同甘共苦
[09:19] 因为这一次看起来
[09:20] 韩股一定是震央
[09:22] 一定是一个震央
[09:23] 而他带动的
[09:24] 除了所谓的去杠杆之外
[09:26] 可能也有所谓的
[09:27] 估值修正的这个问题
[09:28] 刚刚讲到
[09:29] 以台移电的法说来看
[09:31] 或是成绩来看
[09:32] 我只能说
[09:33] 也许市场的期待有点高
[09:35] 因为在开法说之前
[09:37] 其实有比较了解
[09:38] 台积电那部人就有提到说
[09:39] 市场都在讲
[09:40] 这个毛利率要更到70%
[09:42] 这真的太乐观了
[09:44] 一切还是会照公司公布的
[09:47] 他们的财策高标来看
[09:49] 财策高标有没有过
[09:51] 有哦
[09:51] 他的财策是67.5
[09:54] 但他算出来的毛利率是67.7
[09:56] 所以他是有过原本对于所谓
[09:59] 未来就这一季
[10:00] 第二季财策的一个高标的
[10:02] 当然这个汇率有帮忙
[10:03] 所以这个汇率就两面刃
[10:05] 刚刚讲到说
[10:06] 我们都很希望外资
[10:07] 赶快回来
[10:08] 之前讲说
[10:08] 如果等外资回来
[10:09] 那不得了
[10:09] 推波助澜上五万
[10:11] 外资没有回来
[10:13] 这些也跟美医的情势
[10:14] 有很大很大的关系
[10:15] 还有韩环也在走落
[10:17] 韩环也在进贬中
[10:19] 但是如果
[10:20] 你就台一店
[10:21] 讲的整体内容来说
[10:23] 只能讲
[10:23] 当气氛不好的时候
[10:25] 大家会去放大
[10:26] 它里面讲的一些
[10:28] 可能只是告诉你
[10:29] 我的规划
[10:30] 我在日本
[10:31] 其实有过
[10:32] 扩这个成熟制程的规划
[10:34] 搞不好它变成先进成熟这边
[10:37] 它都有资源啊
[10:38] 对不对
[10:38] 本来台电
[10:39] 其实本来台电先进成熟
[10:41] 就都有做了
[10:42] 是后来先进那边的订单太满了
[10:44] 所以就越来越往先进的地方走嘛
[10:47] 但日本在所谓的
[10:49] 金元代工的制程上
[10:50] 大家还是要理解
[10:51] 虽然之前有个什么
[10:52] Ripidus还什么的
[10:53] 说它有二奈米
[10:54] 可是像他们的奈米竞争在
[10:56] 台韩美日中间
[10:59] 日应该算是比较落后的
[11:00] 所以在那边扩先进制程
[11:04] 不一定能得到很好的support
[11:05] 可是扩成熟类的
[11:07] 应该可以得到比较好的support
[11:08] 我觉得这个就是在每个地方不一样
[11:10] 那台积电在美国扩什么
[11:12] 台积电在美国一定是扩先进制程
[11:14] 对不对
[11:14] 我觉得这些政策
[11:16] 从CCWay嘴巴里面讲出来
[11:17] 其实都没有任何的奇怪
[11:19] 但是就如同有一年
[11:21] 台积电帮所有人开法会一样
[11:23] 他那时候有讲到整体半导体的成长只有多少可是台积电是最厉害的我记得好像整体是10到15然后台积电是20还是25就那次其他的半导体工作就全挂
[11:35] 但是时隔一两年回来看
[11:37] 是不是就没事
[11:38] 没事嘛
[11:39] 就是那一次大家都开法会之后
[11:41] 其实还是各司其职
[11:43] 我觉得这个是大家要理解是
[11:45] 今天说实话心态面筹码面
[11:48] 这种盘面的压力
[11:50] 是大于真正基本面的转弱
[11:52] 我觉得这个是要表达给大家的
[11:54] 没错
[11:55] 好不过因为今天
[11:56] 说实话要从哪个产业讲起
[11:57] 还真不知道
[11:58] 因为每一个产业都是产业
[12:01] 不过有分热门跟所谓比较避风港
[12:04] 像今天传统产业类的
[12:06] 自然还是比较避风港
[12:07] 这个在之前也有聊
[12:08] 如果大家对于这个
[12:10] 很怎么样
[12:11] 希望自己是安稳的
[12:13] 其实说实话资金是要配置
[12:14] 可是前一段时间
[12:15] 大家都会希望自己超级有效率
[12:17] 所以根本不会去相信说
[12:19] 我要去做避风
[12:20] 我要去做避险
[12:21] 我要去做配置
[12:23] 现在就可以理解
[12:24] 缩配制真的是蛮重要
[12:25] 但我想今天的当务之急
[12:27] 还是来看一下重灾区
[12:29] 很多都重灾区
[12:30] 一个一个来看
[12:31] 刚有提到大盘的融资维持率
[12:33] 也许还不到什么集体端头
[12:35] 可是个股是
[12:36] 所以雷老板这边
[12:37] 其实也有整理一下
[12:38] 有一些个股现在是岌岌可危
[12:40] 如果大家手上有
[12:41] 到底该如何应对
[12:42] 因为有可能因为
[12:43] 杀融资的关系会再跌
[12:45] 我再来帮大家统整一下
[12:47] 如果是比较可怕
[12:48] 融资维持率真的是
[12:49] 可能只有在接近
[12:51] 110到120之间的
[12:52] 我们目前可以看到是光通的联亚跟环宇这边
[12:55] 是稍微比较低一点的
[12:57] 那如果高价股附近的话
[12:58] 像是银威啊
[13:00] 雍智科技
[13:00] 这些是影响比较多
[13:02] 还有金像电
[13:03] 金像电大概现在在130%左右
[13:05] 银威也130%
[13:06] 其实大家要了解说130%
[13:08] 其实明天礼拜一如果再跌一下
[13:10] 几乎就是很容易就面临到断头了
[13:13] 那还有一些个股像日电贸
[13:15] 这个被动元件的
[13:16] 信仓电
[13:17] 这两档的话呢
[13:18] 它的维持率也大概在130%左右
[13:21] 这是我自己去统计的
[13:23] 那另外如果是AWS附近的有高级
[13:25] 功率半导体有台半
[13:27] 那波线部的话是富侨
[13:28] 就是我觉得融资维持率
[13:30] 你要稍微注意点
[13:31] 那记忆体的话就是旺宏
[13:33] 对那另外还有一个
[13:34] 四星科技
[13:35] 四星KYL也是属于高价股的附近
[13:38] 所以我觉得这些
[13:38] 大家可以稍微比较注意一下
[13:40] 那大家比较常听到
[13:42] 其实就是我尽量整理说
[13:44] 平常你比较熟悉的一些个股
[13:46] 那如果这样子下去
[13:48] 那离拜一可能还会有一次清筹
[13:50] 其实大家如果今天盘中有发现的话
[13:52] 其实早上的时候
[13:54] 好像还有一度有点类似
[13:55] 大家觉得叠得太夸张了
[13:57] 对不对
[13:57] 那稍微应该要反弹一下
[13:59] 可是盘中反弹之后
[14:01] 你会发现一反弹上来
[14:02] 可能有人受不了了
[14:03] 他开始砍了
[14:04] 而且每一个族群里面
[14:05] 就一直带头之后
[14:06] 就叠挺叠挺
[14:07] 一个产业一个产业一个产业
[14:09] 所以今天有点类似缓割肉
[14:11] 就是慢慢的一个族群一个族群
[14:14] 那还不算是一开盘
[14:16] 全部的融资维持率撑不住
[14:18] 因为如果是这样的话
[14:19] 一般一开盘就
[14:20] 一声就全部锁跌停
[14:21] 对
[14:21] 这是我们在去年关税的时候
[14:23] 看过的状况
[14:24] 对
[14:24] 可是通常这个状况一出来的话
[14:26] 就代表说
[14:27] 短线你该被断了
[14:28] 也断了差不多的
[14:29] 那你付不起的
[14:30] 你补不起的
[14:31] 也都补光了
[14:32] 对
[14:33] 因为昨天其实
[14:34] 大盘在回涨的时候
[14:35] 融资并没有
[14:36] 还是没有减得非常的多
[14:38] 那今天来讲的话
[14:39] 以这个下跌
[14:40] 今天不是一开盘
[14:41] 就全部锁跌停的状况
[14:43] 到了中午盘之后
[14:44] 才陆陆续续有锁跌停
[14:46] 以1.2兆的成交量来讲
[14:48] 确实没有大家想象中的
[14:49] 那么多
[14:50] 所以现在很多人都会预期说
[14:52] 下个礼拜一
[14:53] 可能还会再有一次
[14:54] 因为韩国这边的新闻来讲的话
[14:57] 他们不是也要提高保证金吗
[14:59] 对
[14:59] 那这个来讲
[15:00] 他们下礼拜一可能很多人会撑不住
[15:02] 因为他们可能是比
[15:04] 他们民主性是比台湾还积极的
[15:06] 没错
[15:06] 所以他们可能真的是
[15:07] 没有办法再补什么保证金了
[15:08] 我根本压进去的保证金
[15:10] 我就是all in了
[15:11] 对
[15:11] 那在礼拜一他们也会有一次去杠杆
[15:13] 那这样子可能会带动台股再一次
[15:15] 对
[15:16] 那在这两个完了之后呢
[15:18] 其实过去我们在看大盘的时候
[15:20] 就是说我们今天会不会降水位
[15:23] 我们今天破区间低来到基线不近
[15:25] 我们好像我这种平常比较乐观的人
[15:27] 我们到这个时候我们会降水位了
[15:29] 对可是降水位是避免什么
[15:31] 就是说假设他又站回来的话
[15:33] 你想要做一个换股的动作
[15:34] 我跟大家提醒一下
[15:36] 如果你以往我就是一个不会全空手的人
[15:39] 对我很差的时候
[15:41] 我大概都还有四五成
[15:42] 对所以可能我的中性就是六成了
[15:45] 那我跟大家解释一下
[15:47] 就是说去年12月18号
[15:48] 那时候台积电跌到1420块的时候
[15:51] 也是破季线
[15:51] 是
[15:52] 对然后那时候台达电台光电都很惨
[15:55] 可是呢那一次大概季线三天内就站回了
[15:58] 那再比较可怕的是
[15:59] 今年的战争3月31号的时候
[16:01] 也是单月的月K收在最低点
[16:04] 那时候也是破季线
[16:06] 可是呢也是大概三天左右的时间就站回来了
[16:09] 那所以变成说
[16:11] 如果你在一个多头的状况下
[16:13] 他在走修正的时候
[16:14] 以台股过去的几次经验
[16:16] 大概都是三天内会站回
[16:18] 所以不管现在大家说我夺孔王
[16:20] 还是会有韩国的影响
[16:22] 其实3月31号你如果去回想
[16:23] 那时候大家也觉得战争打定完蛋了
[16:25] 在那一天收最低的时候
[16:27] 不会知道4月是大反弹的
[16:29] 所以去年12月18号那时候
[16:31] 台积只有1420块
[16:33] 甚至台达电都还不到1000的时候
[16:35] 大家也会觉得说
[16:36] 全部的估值都过高了
[16:38] 可是事后来看并没有
[16:39] 所以在这个状况下
[16:41] 我的做法就是会维持跟前两次一样
[16:43] 差不多就是到了今天
[16:45] 我还是会降
[16:46] 可是我这样的时候呢
[16:47] 我是为了说
[16:48] 如果你三天内又涨回来了
[16:49] 我这些水位是要拿来打什么股票
[16:52] 所以这会是属于我的做法
[16:54] 对因为
[16:54] 莱奥板
[16:56] 他是属于乐观派
[16:59] 这边必须讲
[16:59] 然后在如果今天是行情顺势而为的时候
[17:03] 大家真的会觉得资金超级有效率
[17:06] 然后我就会旁边干邓
[17:07] 也是羡慕那一型
[17:08] 因为他早是稳稳前进型的
[17:11] 但是像这样修正的时候
[17:13] 说实话对他的考验是很大的
[17:14] 是真的很大
[17:16] 不过讲到一个很大的重点
[17:19] 就是因为每次破季线
[17:20] 如果大家回去看
[17:22] 今天讲还大盘破季线
[17:23] 其实有些股票搞不好都到半年线了
[17:25] 大家回去看
[17:27] 事后如果又恢复正常往上的时候
[17:29] 你就开始想
[17:30] 为什么那个时候我不敢买
[17:32] 每次都会讲说
[17:34] 下一次如果来到这个时候
[17:35] 我一定怎样怎样
[17:36] 那今天大家有没有真的怎样怎样
[17:39] 我觉得很好
[17:40] 我们常常讲一句话是
[17:42] 人教人教不会
[17:43] 社交人可能一次就会
[17:45] 很多是这可能一两年
[17:48] 新加入的朋友
[17:49] 也许更是今年以来
[17:51] 才积极加入
[17:52] 说实话今年以来
[17:53] 来询问我股票
[17:54] 说他这辈子
[17:55] 从来没有做股票的人
[17:56] 也变得很多
[17:57] 我自己的朋友就有
[17:58] 可能认识你
[17:59] 已经十几二十年了
[18:00] 他知道我在投资领域的行业
[18:02] 从来没有问过我股票的
[18:04] 在今年都有
[18:05] 然后也跟大家分享过
[18:06] 像我的助理
[18:07] 他跟着我们这样做
[18:08] 已经做了七八年了
[18:10] 从来没有问过股票的
[18:11] 今年会因为
[18:12] 联电大涨的时候
[18:13] 跟我说
[18:13] 姐我的联帝怎么卖飞了
[18:15] 这些我都有分享给听众
[18:17] 所以今年的特殊之处
[18:19] 就是真的长到
[18:20] 所有的人都想进来
[18:22] 在顺势的时候
[18:23] 一定是觉得
[18:24] 哇这是我人生
[18:25] 我有看过好多人传讯
[18:26] 你说这是我人生
[18:27] 可能只会遇到过一次
[18:29] 大翻身的机会
[18:31] 要充分把握
[18:32] 可是像今天这样跌下来
[18:34] 包括因为昨天也跌了
[18:35] 因此整个提高温度
[18:36] 肯定在今天
[18:37] 是非常非常非常糟糕的
[18:38] 那跌到今天的话
[18:40] 大家真的可以
[18:41] 重新思考一件事情
[18:42] 这是不是叫做另外一种
[18:44] 反面就机会来了
[18:46] 你喜欢的台积电
[18:48] 真的破季线了
[18:49] 想都没想到
[18:50] 法说钱还是挺强的
[18:51] 对不对
[18:52] 那你喜欢的很多股票
[18:53] 可能他现在融资维持率
[18:54] 都在断头边缘
[18:55] 而你没有开杠杆
[18:56] 你可能就反而有现金
[18:58] 可以在逆向
[18:59] 真的进行所谓的逢低加码
[19:02] 因为很多时候说逢低加码
[19:04] 大家说没有低
[19:05] 现在是真的有低了
[19:07] 今天还有一个指标
[19:08] 因为今天我在脸书有发文
[19:10] 然后我放的照片是笑着的
[19:12] 然后就开始了
[19:13] 有一个指标很准
[19:14] 如果我上达人秀的时候
[19:16] 笑嘻嘻的
[19:17] 然后是大碟
[19:18] 就会有人骂说
[19:19] 你笑什么笑啊
[19:20] 就是赵婉你还在笑
[19:21] 你这样笑
[19:22] 你知道让我们看了
[19:23] 很不舒服吗
[19:24] 真的哦
[19:24] 我有好几次在
[19:26] 史诗级的大碟行情中
[19:28] 被骂哦
[19:29] 所以今天
[19:30] 有一点这个声音出来了
[19:31] 但还没有全面性
[19:33] 所以有一点
[19:34] 这个声音出来了
[19:35] 也就代表行情
[19:36] 已经让大家会痛了
[19:37] 往往酝酿着就是
[19:39] 假如配合融资清洗的
[19:41] 比较大波
[19:43] 真的是往往配合着
[19:44] 就快要所谓的反弹了
[19:46] 我觉得这个是可以给大家一个
[19:47] 很奇妙的参考指标
[19:49] 那刚刚提到有很多热门族群
[19:52] 例如国巨
[19:53] 结果一跌下来
[19:55] 到1220我真的好惻心
[19:57] 因为我800多块就卖飞掉了
[19:59] 就觉得好惻心好惻心
[20:00] 可是哇
[20:01] 他一回档是看到六字头
[20:02] 今天到699跌停板
[20:04] 而且这个还不只是
[20:05] 我们一般的散户朋友
[20:07] 连头信都套牢
[20:08] 大家有看到头信也想去抄底
[20:10] 可能跌到700多
[20:12] 就有看到投信
[20:13] 主动是跑进去
[20:14] 就今天也是被惨套
[20:15] 当然等一下
[20:16] 大家可以看一下
[20:17] 主动式的筹码
[20:18] 应该今天也有可能
[20:19] 还是加码
[20:20] 因为这段时间
[20:21] 每天都是几十亿
[20:22] 上百亿的在加码
[20:23] 好
[20:23] 那投信有套的本钱
[20:25] 我们可能没有
[20:26] 但至少我们知道
[20:28] 我们现在去建
[20:29] 一些部位的成本
[20:30] 会比蛮多投信低的
[20:32] 我觉得可以优先去看
[20:33] 到底所谓法人大户
[20:35] 投信有没有在里面
[20:37] 因为像雷老板
[20:38] 也喜欢看大户
[20:39] 但也不可讳言
[20:40] 前一阵子我想大户有一些
[20:41] 也是拔腿就跑
[20:42] 对不对
[20:43] 那如果实质到今日
[20:44] 你会觉得有哪一些族群
[20:46] 大户看起来信心还是比较足够
[20:48] 或是大户有意愿回来做低阶的
[20:51] 我在这边
[20:53] 我在这边我看基本面的话
[20:55] 其实大户在讲基本面的时候
[20:57] 大家都认为
[20:58] 绝对不会死在这里
[21:00] 都觉得说这个公司
[21:01] 未来一两年都还会很好
[21:02] 包括被动元件也是
[21:03] 大家只要认为说
[21:04] 大盘这里修正没有事了
[21:06] 情绪修正完了
[21:07] 融资符合洗完了
[21:09] 韩国没有事了
[21:10] 一定都会再过高
[21:11] 这是大家对被动元件
[21:12] 很多大户之间的交流看法
[21:14] 可是你说他们现在会不会进去买
[21:16] 前两天会进去做个小抄底
[21:17] 我觉得这很正常
[21:18] 所以主动式的经理人也做给你看了
[21:21] 对
[21:21] 那抄底完就是说
[21:23] 接下来再多叠的这一根
[21:25] 他已经叠得比大盘还凶了
[21:27] 大概回档快五成了
[21:29] 甚至有一些可能回档超过五成了
[21:31] 那你这个时候
[21:32] 你愿不愿意用便宜来等待他
[21:34] 因为现在以600多块来讲的话
[21:36] 其实以去年关税到现在
[21:38] 涨一倍的公司真的不算多
[21:39] 对那我觉得
[21:41] 我回过头来看的话
[21:43] 从基本面来看
[21:44] 他是最后一个开始
[21:45] 比较算后面跟主动功率元件
[21:48] 这边一起说
[21:49] 我是要涨价的族群
[21:50] 所以我不太认为说
[21:51] 这种第一次喊涨价的人
[21:53] 他后来就会说不喊了
[21:54] 对我觉得下半年
[21:55] 他还是会继续喊
[21:56] 为什么
[21:56] 因为前面的记忆体
[21:58] 那些都还在喊
[21:59] 对那这里真的是整个
[22:01] 其实我们这次的反弹
[22:03] 原本有一点意味
[22:05] 也是要靠记忆体的
[22:06] 因为国具下来休息了
[22:07] 又轮到最先的
[22:08] 大陆还记得前两天南亚科
[22:10] 差一点点又要过高了
[22:11] 对
[22:11] 那为什么
[22:12] 因为那时候韩国又反弹了嘛
[22:13] 所以整个大家都觉得说
[22:15] 你这一次的罪魁祸首是韩国的话
[22:17] 那你韩国反弹
[22:18] 我们就看记忆体就好了
[22:19] 对 因为海力士大反攻
[22:20] 对
[22:21] 那这些全部的大佬又出来喊说
[22:23] 记忆体绝对是不够用的
[22:25] 对
[22:25] 那整个会是
[22:26] 你未来的这个伺服器里面
