[00:00] 欢迎收听赵华宜古货载第1134集
[15:06] 已经不正好
[15:07] 长一段时间了
[15:08] 好
[15:09] 他出来说
[15:10] 我们先姑且信之
[15:11] 可是我觉得
[15:11] 最重要的一件事情是
[15:13] 我们往往在股市上涨的时候
[15:15] 知道很乐观
[15:16] 然后就容易看到追
[15:18] 就是涨上去了
[15:20] 我才拼命的把我的成本追在相对比较高
[15:23] 所以一回挡的时候感受很差
[15:25] 其实感受不需要很差
[15:27] 今天虽然大盘到最后是破了月线
[15:29] 可是如果您把大盘的图拉出来看
[15:32] 就会发现有一点烦
[15:34] 怎么烦
[15:35] 就这一个月它有点在横盘
[15:36] 它虽然有上去到四万八千多点
[15:38] 好像要创新高
[15:39] 可是严格来说
[15:40] 它就是在一个横盘的区间走
[15:42] 所以呢像我之前不是提到说
[15:44] 国际卖飞了
[15:45] 什么信仓店卖飞了
[15:46] 今天他们两家公司
[15:48] 刚好就回到
[15:49] 我卖掉的那个位置
[15:51] 所以他就会有点来回
[15:52] 如果中间没有去做互利了结
[15:54] 没有去做所谓适度的停利的人
[15:57] 可能就会觉得
[15:58] 我在干嘛
[15:58] 我在抱上抱下
[16:00] 对
[16:00] 其实我觉得这段时间
[16:02] 就是容易这样
[16:03] 那这段时间要干嘛呢
[16:04] 我觉得就是第一
[16:05] 耐性还是要拿出来
[16:06] 相信明翰讲的
[16:08] 其实趋势没有改变
[16:09] 然后第二
[16:09] 尽量不要买在追的位置
[16:12] 当然明汉有讲
[16:13] 有一些是业绩还没有很好
[16:15] 可是势头很强的
[16:16] 那个追的话
[16:17] 自己要设停利点出场
[16:19] 对
[16:20] 那个不要一直死抱活抱
[16:22] 好
[16:22] 再不然就像我今天
[16:24] 还是做了同样一件事
[16:25] 今天跌1000点
[16:26] 今天破月线
[16:27] 今天有很多的ETF
[16:29] 不但破月线
[16:30] 甚至往季线走
[16:31] 我还是照我的惯例
[16:33] 今天做了一些加码
[16:35] 那我在加码的时候
[16:36] 有在看啊
[16:36] 好
[16:37] 例如就拿981A来说好了
[16:38] 今天有跌到所谓的
[16:40] 30块钱以下嘛
[16:41] 我想上次加码好像也是这个钱
[16:44] 29点多
[16:45] 今天又是29点多
[16:46] 等于中间他有上去这段
[16:48] 我如果没有停利就没有
[16:49] 可是那也没有关系
[16:51] 因为你就是在累积
[16:52] 累积你可以接受的部位
[16:55] 台积电也是一样
[16:56] 对不对
[16:56] 上去到新高不要追
[16:58] 那下来你是不是对他有信心
[17:00] 可以累积一些
[17:01] 我觉得这段时间是考验
[17:03] 明翰讲的
[17:04] 不是一直往右上角去
[17:05] 可能会先整理的时候
[17:07] 如何在比较低的位积
[17:09] 和低的成本
[17:10] 累积你可以接受的股票也好
[17:13] ETF也好
[17:14] 把你的部位先慢慢的建立起来
[17:17] 或者是讲
[17:18] 我觉得现在这个时间点
[17:20] 我觉得投资人比较重要的关键
[17:22] 就是你要稍微分清楚一下
[17:24] 就是说我们之前在节目讲了
[17:28] 到底哪一些买黑不买红
[17:30] 哪些是买红不买黑
[17:31] 现在就是必须区分的时候了
[17:34] 现在要请明翰区分了
[17:35] 对
[17:36] 因为你无论怎样
[17:38] 在上涨的时间点
[17:40] 这个鸡犬升天
[17:41] 其实不管怎样都是对的
[17:43] 当一震荡的时候
[17:44] 故事就不一样
[17:45] 然后我们刚刚提到
[17:46] 在震荡的时候
[17:48] 到底你现在拉回可不可以买
[17:49] 其实我觉得这个租群
[17:52] 我们一点名
[17:53] 到时候有些人就不太高兴
[17:55] 其实你自己检查一下个股就好
[17:57] 你自己的这个
[17:59] 因为现在刚好在公布六月营收
[18:01] 就算没关系
[18:02] 因为毕竟还没有全数公布
[18:04] 也无所谓
[18:04] 你如果有办法
[18:06] 你就看到六月的累积营收
[18:07] 如果没有你就看到五月的累积营收
[18:10] 给大家概念就是上市柜
[18:12] 到五月营收就是累积成长接近三成
[18:15] 我个人觉得
[18:16] 我不见得每个都要到三成
[18:19] 如果能够明显过三成
[18:21] 甚至我常常讲的
[18:22] 很多的纯AI股
[18:24] 其实成长五六成其实蛮多的
[18:26] 如果你自己持有的个股
[18:30] 营收年增率超过五成以上
[18:32] 你现在拉回一点都不用害怕
[18:34] 甚至你在考虑什么点要去做加码
[18:36] 那当然我刚刚讲
[18:38] 4月以后很多的
[18:39] 相对来讲基本面没那么强的
[18:41] 其实股价都涨蛮多的
[18:43] 那我刚刚讲产业
[18:45] 我们就不以点名
[18:46] 自己检查你的个股就好
[18:47] 我觉得刚刚讲均值在三层
[18:50] 我个人觉得
[18:50] 中间可以给一点点的空间
[18:52] 可是如果你的个股
[18:54] 连两层都不到
[18:55] 甚至还个位数的
[18:56] 甚至还有很多是负的
[18:58] 自己去查一下
[18:59] 甚至还有很多
[19:00] 到5月的累计营收都还是负的
[19:02] 可是4、5、6月也是涨到翻的
[19:05] 那这个时间点呢
[19:07] 就必须要稍微
[19:09] 可能它的股价的震荡幅度就会很大
[19:12] 那后续会发生什么现象
[19:14] 我自己觉得就是回过头来
[19:17] 我们前段提到的市场氛围的问题
[19:20] 因为今年的特色呢
[19:22] 就是在上扬的过程当中
[19:24] 拉回就去接
[19:25] 然后它就创高
[19:26] 所以大家都觉得OK
[19:27] 习惯养成
[19:28] 对习惯养成
[19:29] 那我觉得现在的角度
[19:31] 就以今天体感温度很差
[19:34] 可是大家还好
[19:36] 我觉得这个还不算真的市场
[19:38] 我简单的就我的角度
[19:40] 有没有到恐慌
[19:41] 今天只是感受不舒服
[19:42] 感受不好而已
[19:43] 但是绝对没有到恐慌
[19:44] 没有到大家都在讨论
[19:46] 要怎么跑或跑不掉了
[19:48] 那个离距离那个还蛮远
[19:50] 因为今天也是慢慢降落
[19:52] 今天不是一开盘刷1000点
[19:54] 然后1800点
[19:55] 我们历经过这个事
[19:56] 今天是慢慢慢慢降落
[19:58] 不可能就是这么没效率
[20:00] 对 所以我可以说
[20:01] 如果氛围要转变
[20:02] 像这种情况要连续三天
[20:05] 整个市场氛围就改变
[20:06] 那我就说差别差在哪里
[20:08] 如果我们刚刚讲的
[20:10] 就是买黑不买红
[20:12] 就是代表基优股
[20:13] 拉回的部分就可以买
[20:14] 那你就不用紧张
[20:15] 代表你这个股营收
[20:17] 一定要明显的高过整体均值
[20:20] 就超过三成以上
[20:21] 能够过比如说五成六成
[20:23] 那这个非常安全
[20:24] 你这段时间
[20:25] 你就是看要怎么买
[20:27] 我们先讲那个
[20:28] 就是数字明显低于均值的
[20:30] 现在要怎么办
[20:31] 我刚刚提到
[20:32] 这自己要衡量一下
[20:34] 你会很难去拿捏
[20:36] 因为以今天的角度而言
[20:39] 体管温度不好
[20:40] 但特色就是你可以撑住
[20:43] 那会因为特色的原因是
[20:45] 如果现在只是还没有恐慌
[20:47] 没有经过恐慌那一段
[20:49] 就是拉回整理
[20:50] 两三天之后再过高
[20:51] 那这些族群就有可能会活起来
[20:54] 但是如果经过三天的洗礼
[20:57] 然后市场出现过恐慌
[20:59] 再复苏的情况下
[21:01] 就不会有人再去敢去买那个
[21:03] 数字没那么好
[21:05] 然后呢
[21:06] 就今年第二季很强的
[21:08] 那个就没有人敢买了
[21:09] 所以就会导致这些族群
[21:11] 在反弹之后的
[21:13] 这个状况会非常弱势
[21:15] 而且是没办法过高的
[21:16] 但是你问我说
[21:18] 所以现在是不是该出脱
[21:19] 我老实讲
[21:20] 这个就是很难拿
[21:21] 因为如果等到三天到了之后
[21:25] 你发现趋势反转
[21:26] 你才砍
[21:27] 那你会砍在非常非常低的位置
[21:30] 好 因为这个反转有时候很可怕
[21:32] 当然我先举个例子
[21:34] 像例如说载板
[21:35] 不是说载板反转
[21:36] 载板其实是营收的成长率是有符合
[21:38] 民汉的这个正向表列的
[21:40] 但是我刚刚看一下载板高低点
[21:42] 已经会出现大概25%的跌幅
[21:45] 就几天而已
[21:46] 对 这个25%
[21:48] 几天而已
[21:49] 可是我的意思是
[21:51] 所以就是真的不要太慢才去做决定
[21:54] 对 我觉得说差别猜在哪里
[21:57] 就以这个宅版
[21:59] 我们就可以做到两个例子
[22:01] 第一个部分就是
[22:02] 它可以在很短就杀得很快
[22:03] 第一天呢
[22:04] 你会不知道到底要不要杀
[22:06] 等到三天后
[22:07] 你确定市场恐慌要杀
[22:09] 你要杀得下手
[22:11] 因为你会痛
[22:12] 那所以你可以有几种情境
[22:14] 第一个呢
[22:15] 就是不太对的时候
[22:17] 其实就该跑
[22:18] 因为我个人觉得
[22:19] 我之前讲的就是
[22:20] 买红不买黑的
[22:22] 其实你就是红的时候
[22:23] 嘴发现不太对劲
[22:24] 我个人就会建议
[22:25] 这种族群就是跑
[22:27] 因为你拉回之后
[22:28] 你其实很难操作
[22:30] 那当然另外一种
[22:31] 就是我刚刚提到
[22:32] 你跌回三天之后
[22:34] 你发现确认市场氛围已经改变了
[22:36] 出现恐慌
[22:37] 代表之后反弹都不会太高了
[22:40] 那你那个时间点不要砍
[22:41] 你应该等到反弹
[22:43] 它一定是弱势反弹
[22:45] 但是弱势反弹总比砍在最低点好
[22:48] 所以那个时候你就知道
[22:50] 经过这次洗礼
[22:51] 未来它就是弱势反弹
[22:53] 所以上来你必须要减码
[22:55] 这个是给你
[22:56] 等于说最后一次逃脱的机会
[22:58] 后续来讲
[22:59] 没有数字的可能就会整理相对比较长
[23:02] 那这一块呢
[23:03] 刚好也是符合我之前提到的
[23:06] 这个那时候跟赵华聊
[23:08] 我是讲了一个现象
[23:10] 就是大家从有数字
[23:12] 到数字稍微不好一点点
[23:14] 但还勉强可以知道说
[23:16] 他的获利是好转
[23:18] 就举个例
[23:19] 我个人觉得卡在中间
[23:20] 就类似被动
[23:21] 就是你说他全部炒作
[23:24] 也不是
[23:25] 人家获利有好转
[23:26] 但是他获利好转的幅度
[23:28] 连均值都不到
[23:29] 大概就是他就是卡在中间
[23:31] 到最后进到主动的时候
[23:33] 就是数字几乎已经是平的
[23:36] 然后但他股价又更强
[23:38] 因为主动
[23:39] 昨天也有跟大家分享
[23:40] 六月营收有出来
[23:41] 就真的还好
[23:43] 那我就说
[23:44] 我那上次就讲
[23:45] 这个沿路从基优一直到还不错
[23:48] 一直到都没数字的时候
[23:50] 其实这就是整个循环的陌生段
[23:53] 那陌生段我常常讲
[23:55] 陌生段不代表一定要下跌
[23:57] 那你最后呢
[23:58] 如果要继续下去
[23:59] 只有一种机会
[24:00] 就是再把这个棒子
[24:02] 再交回到前段基油股
[24:04] 因为下来一个循环之后
[24:06] 代表基油股
[24:07] 其实已经休息很久了
[24:09] 甚至他们资金不在他们那里
[24:11] 甚至他们都已经跌蛮久了
[24:12] 也整理了
[24:13] 所以加上法术会陆续来了
[24:16] 所以资金就会再回到原本的基油股
[24:18] 所以无论如何来讲
[24:20] 无论是要么就是
[24:22] 把棒子交回到最前面
[24:24] 不然就是不交棒
[24:26] 可能股市就会压力很大
[24:27] 无论如何本来到后段
[24:29] 对于这种没有数字的族群
[24:32] 本来就应该要提高警觉
[24:34] 我觉得这个是合理的
[24:36] 那我常常讲就是
[24:37] 先这个时间点
[24:38] 大家就是第一件事情
[24:39] 自己手上持股
[24:41] 先把它分一分
[24:42] 就是哪一些是
[24:43] 数字是最起码是高于平均的
[24:46] 那这些切记你
[24:47] 哪怕你不要养成那个习惯
[24:50] 就是每一次要下来
[24:51] 要砍的时候就去检查你的这个未实现损益
[24:55] 而不是看那个
[24:56] 每次去砍那个人家那个表现好
[24:59] 然后赚钱的就去先去砍那个获利错
[25:02] 你不要去砍
[25:03] 不要去看那个未实现损益
[25:05] 你直接看营收的表现
[25:07] 营收好的高于均值的留下来
[25:10] 不好的未来一定先砍那个低于均值的
[25:14] 那个才是比较对的一个策略
[25:16] 这一点很重要
