[00:00] 欢迎收听赵华宇股货载第1060集
[09:07] 既然以色列跟美国都说
[09:09] 不再打伊朗的油田
[09:12] 那我们就看
[09:13] 伊朗会不会释出什么善意出来
[09:15] 如果伊朗愿意释出善意
[09:17] 我觉得油价应该
[09:18] 前高就真的是会守住
[09:20] 对
[09:20] 那如果伊朗不怕死
[09:22] 反正就要鱼死网破
[09:24] 那当然这油价还会再往上走
[09:25] 因为实在杀了他们太多的高层
[09:28] 对
[09:29] 所以他们现在基本上是
[09:30] 民族情绪在控制大脑
[09:34] 其实他们已经有点失去理智
[09:35] 但不要忘记
[09:36] 因为他们就是神权国家
[09:37] 深圳本来就是容易失去理智的
[09:39] 他跟一般的人不一样
[09:40] 他们不是用理性思考
[09:41] 他们就是你背叛我的阿拉
[09:43] 我就是要报复你
[09:45] 对我愿意为主牺牲
[09:46] 我愿意阿拉牺牲
[09:47] 这种就比较可怕
[09:48] 所以接下来这几天
[09:50] 你就要看伊朗在这个油的部分
[09:52] 也是对这个邻近的油丸国家的油田
[09:55] 有没有在进行攻击
[09:56] 如果没有
[09:57] 我觉得油价可能短时间的高点就在这里
[10:00] 那接下来就回来就是看你这个大盘没有油价刺激的情况下理论上你的跌幅就會開始趨緩就會開始趨緩那指數有可能就在這個地方慢慢的往上走
[10:11] 尤其是這兩天其實我不知道為什麼
[10:13] 美國突然放出一個很奇怪的消息
[10:16] 他說跟他們調查
[10:17] 中國在2027年不會攻打台灣
[10:20] 好奇怪喔
[10:21] 他竟然都把防衛武器
[10:24] 什麼防空飛彈什麼都移走了
[10:27] 日本的两栖部队也调走了
[10:30] 基本上第一岛链
[10:32] 基本上美国
[10:32] 基本上现在是没有什么防守能力的
[10:35] 可是在这时候
[10:35] 其实中共也不敢对我们有太大动作
[10:37] 原来是因为老美已经调查好了
[10:40] 他们今年不会对我们动手
[10:41] 所以他们觉得说既然你们不会动手
[10:43] 我们就可以把部队调去伊朗去
[10:45] 我觉得很奇怪
[10:46] 怎么会这样子
[10:48] 凯哥的涉猎太广了
[10:49] 已经涉猎到我们保洁哥的范围了
[10:52] 不管我们就是看
[10:53] 第一个是大盘的州大量地会被跌破
[10:57] 第二是贵买的五日线有没有跌破
[10:59] 其实贵买今天是爆大量的
[11:01] 今天贵买是爆大量
[11:03] 今天贵买的量很大
[11:04] 因为杀很多贵买小股
[11:05] 贵买爆大量
[11:06] 而且今天贵买是破均价
[11:08] 所以说下礼拜大盘一定要拉一根
[11:10] 给贵买看说不要怕
[11:12] 我还在这里
[11:13] 否则这盘我觉得
[11:15] 就会变成是强者越来越少
[11:18] 然后盘市会开始转弱
[11:20] 这个问题
[11:21] 其实我也是一直在思考
[11:22] 有可能一直大型全职
[11:24] 上市一直很弱
[11:25] 贵买一直很强吗
[11:26] 答案是也是有困难
[11:28] 所有乖离扩大的事情
[11:30] 最后它终将要有一点点平衡
[11:33] 它可以比较强
[11:34] 但它不可能一直只有它在强
[11:35] 所以现在就是要严密的观察
[11:38] 下礼拜我们的全职
[11:39] 还是要有点回神
[11:40] 这样子贵买才有继续往上冲
[11:42] 调高本益比也好
[11:44] 或是这个主力聚集也好
[11:45] 需要这个信心
[11:47] 那刚刚特别讲到记忆体
[11:48] 记忆体的话
[11:49] 确实这个大摩出了新的报告
[11:52] 它降频了南亚科跟华邦电
[11:54] 它的理由就是觉得
[11:56] DDR4的价格
[11:57] 现在出现了一些些的松动
[11:59] 即使在2026年
[12:01] 这两家经济厂
[12:01] 都还是可以缴出
[12:03] 非常强劲成长亮眼的成绩单
[12:05] 但是2027年
[12:07] 大摩就觉得
[12:07] 可能动能就会有出现
[12:09] 趋缓的问题
[12:10] 这个降频报告是有杀伤力
[12:12] 可是也没有错
[12:13] 如果你2026年
[12:14] 你结出来的自己
[12:15] 还是一个非常爆炸性的年增
[12:17] 那它就会在跌跌跌之后
[12:19] 太便宜了吧
[12:20] 涨涨涨
[12:21] 可能又跌跌跌
[12:22] 涨涨涨
[12:23] 所以我们为什么说
[12:24] 记忆体没有不好
[12:25] 他绝对会结出很好的成绩
[12:27] 可是他会在市场的情绪中来来回回
[12:31] 这是很有可能的
[12:32] 好那今天刚刚凯哥也提到
[12:34] 本来记忆体达到跌停有稍微要通起来
[12:36] 因为大家的经验就是你跌深
[12:38] 你赶快去捡记忆体都会有好处
[12:40] 可是今天盘中又有一个奇妙的新闻
[12:43] 是来自德国
[12:44] 是有一个德国的统计机构
[12:46] 他有讲说三月份到目前为止
[12:48] 他们统计德国这边可以调查到的DDR5
[12:52] 月均跌了7.2%
[12:54] 是2025年7月至今
[12:57] 第一次出现月均的下跌
[12:59] 他们觉得这个现象很特别
[13:01] 我觉得这个新闻
[13:02] 虽然它好像没有非常的热
[13:04] 可是似乎就在那个时候
[13:06] 我又看到
[13:06] 记忆体就全部躺回去了
[13:08] 但是模组场
[13:10] 你想有些角数很亮丽成型
[13:12] 但像刚刚讲威刚
[13:12] 威刚今天也比较衰
[13:14] 他今天也除息
[13:15] 他除17块
[13:16] 所以他已经先减17了
[13:18] 又被打到跌停
[13:19] 就今天失血
[13:21] 看起来比较多一点
[13:22] 但不要忘记
[13:23] 他是个单月结束非常高成绩的
[13:25] 还有通路
[13:25] 今天琴亚
[13:26] 应该昨天下午
[13:27] 他也被迫字节
[13:28] 他二月也赚了一块多
[13:30] 一家还不到一百块的公司
[13:33] 一个二月有过年
[13:34] 也赚一块多
[13:34] 这个成绩是漂亮的
[13:36] 要不是今天盘不好
[13:37] 他应该也是顺势拉涨停
[13:38] 可是因为盘不好
[13:39] 就被打下来
[13:40] 所以机体有这些利空利多
[13:42] 一直在纠缠着
[13:44] 大家我觉得就是区间操作
[13:46] 那像凯哥讲的
[13:47] 其实我们都习惯
[13:48] 一直涨一涨一涨的啦
[13:50] 比较做得到
[13:51] 那所以这个族群就很看人
[13:53] 不过另外一个族群
[13:54] 最近真的一直涨一直涨
[13:55] 回档也回不深
[13:56] 就是CPU
[13:57] 昨天这个流明光学又大喷
[14:00] 对不对
[14:00] 所以凯哥觉得
[14:01] CPU在最近有几件事情
[14:03] 博通觉得不会那么快
[14:05] 可是那个NVIDIA GTC说光同并进
[14:09] 对不对
[14:09] 然后又开了这个细光子大会
[14:11] 其实我们政府也是蛮推细光子的
[14:14] 也是一直有什么细光子联盟什么的
[14:16] 所以到底这一块
[14:18] 在本益比已经是无法评估的情况下
[14:20] 要如何有信心的去买这一些超高价股
[14:24] 我觉得所谓的
[14:26] 所谓的同进光退
[14:28] 或者是光同一起并进
[14:32] 那或者是大家现在看的是光进同退
[14:36] 我觉得基本上光进同退
[14:38] 这件事情是比较后面的趋势
[14:40] 对
[14:41] 现在其实因为你光还没有普及
[14:44] 所以理论上这时间点
[14:45] 讲的准确就是光同并进
[14:47] 应该是比较准确
[14:49] 你说什么同进光退
[14:50] 我觉得这没道理
[14:51] 因为大家都还在积极的发展光的部分
[14:54] 所以我们可以看到
[14:55] 昨天的油价一度要触及新高的时候
[14:57] 其实美国的这些光通讯的个股
[15:01] 基本上都还在往上走高
[15:03] 他完全没有在乎你油价不要过高
[15:06] 他说你油价过高
[15:07] 那是你的事情
[15:08] 跟我没有关系
[15:09] 因为我就是技术的先驱
[15:11] 我们就是持续在技术的推升当中
[15:14] 所以股票
[15:15] 昨天光通讯概念股
[15:17] 基本上平均都涨4%多
[15:18] 你对比昨天美国的走势
[15:20] 基本上它这个4%
[15:22] 都会告诉你
[15:22] 其实它是很强
[15:23] 所以再加上
[15:24] 因为昨天的光盛
[15:26] 就已经提前止跌回稳了
[15:28] 所以很笃定的是
[15:30] 昨天我讲的那个
[15:31] 就是我跟我朋友讲说
[15:32] 看起来CPO要大涨
[15:33] 果然今天就持续的往上走
[15:35] 持续往上走
[15:36] 但是在这个过程里面
[15:38] 其实因为CPO是越来越多
[15:39] 你知道吗
[15:40] 已经多到
[15:41] 已经不是一只
[15:43] 两只手掌可以数得出来
[15:45] 因为很多在讲说
[15:46] 它有做进CPO
[15:48] 你看
[15:48] LED厂也这么讲
[15:50] 很早以前我们讲过一家公司叫高明铁
[15:52] 它是做CPU设备的
[15:54] 我那时候讲说它大概六七十块
[15:56] 现在已经几百块了
[15:57] 就告诉你说其实
[15:58] 目前市场的热度很集中在CPU这一块
[16:01] 你只要讲说你有CPU
[16:03] 基本上不管真的假的
[16:05] 市场都先给你掌声
[16:06] 所以它就是一个多头的讯号
[16:09] 所以在这样的情况下
[16:11] 基本上多头你说死了没有
[16:13] 我觉得还没有
[16:14] 就是说我认为大盘就算崩
[16:17] 这些领先的个股
[16:18] 它也不会崩
[16:20] 它就是震荡
[16:21] 震荡可能就是跌回五日线
[16:23] 然后打回月线再往上走
[16:25] 那所以你就知道说
[16:27] 你的个股如果破五日线
[16:28] 一定要先做一点解码的动作
[16:30] 然后等到打到月线的时候
[16:32] 你再去把它接回来
[16:33] 因为我不相信
[16:34] 战争可以持续很久
[16:36] 战争终要结束
[16:38] 那一旦战争结束
[16:40] 油价势必就会回档
[16:41] 那油价一旦回档
[16:42] 股市就会上去
[16:44] 所以这是一个tempo
[16:45] 就是说你在看大盘的tempo
[16:47] 就是战争终必结束
[16:49] 所以比较乐观的会觉得
[16:51] 四月下旬可能战争就会结束
[16:53] 但是老实讲
[16:55] 我们也不会掐指一算
[16:57] 我们也不知道川普在想什么
[16:59] 就是永远要预设
[17:00] 我们更不知道伊朗的当局在想什么
[17:02] 因为川普已经很难捉摸了
[17:04] 伊朗当局跟疯了一样
[17:05] 因为他们是神权治国的国家
[17:07] 你更不知道阿拉在想什么
[17:09] 所以你不要去推算这个
[17:11] 我觉得推算这个有风险
[17:12] 但是我说你只要抓住一个诀窍
[17:14] 就是破五日线你就先减嘛
[17:17] 破二十日线不要讲全出
[17:19] 对就是维持这个纪律的操作
[17:22] 你就可以让你一直维持在
[17:24] 手上是有赚钱股票的一个机会
[17:27] 而且这个大盘有点可怕是
[17:29] 融资在暴增
[17:30] 这个开户的人数也拼命在增加
[17:34] 我常经过那个营业台
[17:35] 一堆人
[17:36] 我也不知道他们这是在干嘛
[17:37] 就是很老的
[17:39] 也很年轻的都有
[17:40] 就是老先生可能也把这个家里的
[17:43] 这个压箱底都拿出来了
[17:45] 然后年轻人刚进社会
[17:47] 也去借钱来投资股票
[17:49] 其实这个都不是一个很好的现象
[17:52] 这个告诉你说
[17:53] 这大盘有点over
[17:54] 所以在这个大盘在over的情况之下
[17:57] 你怎么样去拿捏其实很重要
[17:59] 但是你说这样很可怕吗
[18:02] 其实确实是我看好同业
[18:04] 很多人都说
[18:05] 不要再追价了
[18:06] 他们都开始在控资金水位
[18:08] 所以在一个有人很疯狂
[18:11] 有人很谨慎的情况之下
[18:12] 你要怎么去操作
[18:14] 其实确实是一个大载文
[18:16] 确实大载文
[18:16] 但是我觉得
[18:17] 我们之前来讲的
[18:19] 趋势型的标的
[18:20] 我觉得你们还是
[18:20] 可以胜选
[18:22] 胜选
[18:22] 好
[18:23] 大原则
[18:24] 就是
[18:25] 还是有很多中小型股很热
[18:27] 像今天CPU还是蛮厉害的
[18:28] 可是凯哥觉得
[18:29] 就是个大原则
[18:31] 因为会热
[18:32] 然后前一阵子
[18:33] 一直每天喷涨
[18:34] 不管你本一笔
[18:35] 本梦笔的公司
[18:36] 它就是一个趋势
[18:37] 就这个趋势肯定在未来
[18:39] 它是会不断地推进演进的
[18:41] 但是有没有看到
[18:42] 隧道的镜头呢
[18:43] 或是现在有没有超涨呢
[18:44] 不知道
[18:44] 因为有时候大盘
[18:45] 只要稍微回暖一点点
[18:47] 这些股票就活蹦乱跳
[18:48] 你没有你也很痛苦
[18:49] 但是一旦是热门趋势
[18:51] 强势股跌破五日线
[18:52] 不妨先减码
[18:54] 这是凯哥觉得
[18:55] 很中肯的一个建议
[18:57] 因为就像前几天
[18:59] 每天看到涨停的
[19:00] 加速这么多
[19:01] 或是很多我们知道
[19:02] 热门股在涨
[19:03] 我也觉得我也知道
[19:04] 其实观众的兴趣都还在
[19:05] 听众的兴趣
[19:06] 全部都还在
[19:07] 甚至FOMO的感觉也还在
[19:09] 羡慕别人买标股
[19:10] 什么这种议题
[19:12] 一直在讨论
[19:12] 今天我想心情就不一样了
[19:14] 怎么有点恐怖
[19:15] 对不对
[19:16] 怎么有点恐怖
[19:17] 那今天我刚刚还问凯哥
[19:19] 同样的道理
[19:19] 其实也是热门趋势股
[19:21] 例如说像PCB的上游
[19:22] 这两天又开始走弱了
[19:24] 尤其像今天
[19:25] 这个金居富侨等等的
[19:27] 哇全部都南亚
[19:28] 对
[19:28] 其实南亚投信买超多
[19:31] 但不但没有涨上去
[19:32] 还板到被砍下来
[19:34] 到底这叫做机会还是危机
[19:36] 我觉得金居富侨
[19:37] 他们都很尴尬
[19:38] 就是都刚好今天关出来
[19:40] 是
[19:40] 一出来就迎头棒
[19:42] 他们通常都是
[19:43] 关出来就要先跌一跤
[19:44] 然后撑门撑门
[19:45] 几张岗
[19:46] 滑一跤
[19:46] 出门就滑一跤
[19:47] 但是回过来滑一跤的时候
[19:49] 你就要看说
[19:49] 到底是什么利空
[19:51] 让它滑一跤
[19:52] 那今天波线部有个利空
[19:53] 就是大陆的这个高阶的
[19:56] 好像波线部的产能
[19:57] 要陆续开出来
[19:58] 是
[19:58] 但其实我们之前有讲过
[20:00] 就是目前
[20:01] NVR在用的东西
[20:03] 基本上它还是用日东房的
[20:04] 的这一个T-Class的部分其實台灣用的是所謂的抵抗性的替代的產品不是T-Glass我們做的不是T-Glass
[20:17] 我們做的是抵抗性的薄纖布
[20:20] 所以基本上它是一個取代的狀況
[20:24] 但是取代基本上你就知道是
[20:26] 你是戴
[20:27] 戴什麼
[20:28] 就是戴T的意思
[20:29] 所以你不是最好的
[20:30] 所以你回過頭來看就說
[20:33] 那我們去看日東房的股價
[20:35] 在这段时间有没有特殊的表现
[20:37] 如果它没有大量的跌回来
[20:39] 我觉得你就不用太担心
[20:41] 因为老实讲
[20:42] 大陆做的拨签簿应该是属于替代
[20:45] 它也不会是取代日东房
[20:48] 那你就知道说
[20:49] 基本上那个市场价格就没有改变
[20:51] 因为日东房在去年到今年初
[20:53] 纷纷的调涨报价
[20:55] 而且是涨得非常的快的一个报价
[20:57] 所以我不认为短时间市场会逆转
[21:00] 会逆转
[21:01] 所以这是就拨签簿的角度来看
[21:04] 那拨千步以外还有一个就是金居
[21:07] 我觉得金居比较可怜
[21:08] 就是你看我们之前讲那个龙科
[21:11] 他都已经长上来了
[21:12] 你看人家他都已经长上来了
[21:14] 反而是金居居然跌倒了
[21:16] 可是金居就是因为
[21:18] 他被我们目前的这个
[21:21] 处置的这个策略
[21:24] 规范限制住他的一个长势
[21:26] 就是每次他要开始要喷的时候
[21:28] 就被处置了
[21:29] 所以他就一直停在这个地方
[21:31] 但从基本面来看
[21:32] 应该也没有什么利空
[21:34] 因为龙科他抢的不是金居的市场
[21:37] 没错
[21:37] 龙科他进台光也是进low end
[21:40] 他也不是进高阶的
[21:42] 那他最近是有拿到华通的
[21:45] 低轨道卫星的订单
[21:46] 所以他股价转强
[21:47] 这个跟他去拿AI的
[21:50] 同博订单
[21:51] 那是两码子
[21:52] 是不一样的
[21:52] 所以它是不同的故事
[21:54] 所以有的人觉得说
[21:55] 那个龙科早上觉得
[21:56] 所以金居跌下来
[21:57] 这样解释
[21:58] 我觉得这是不对的
[21:59] 所以我觉得金居就是纯粹是因为
[22:01] 他个人的股价因素
[22:03] 让他常常是关出来就修正
[22:07] 关了协政
[22:08] 但是一样啊
[22:09] 这样子修到最后
[22:10] 他也是会喷出去的哦
[22:12] 所以你一定要留意说
[22:13] 金居他收敛到最后的时候
[22:15] 他最后会怎么走
[22:16] 因为我刚刚讲了
[22:17] 龙哥并没有抢到他的订单
[22:19] 所以我觉得金居目前在高阶的同博部分
[22:23] 还是具有领先地位的
[22:25] 好
[22:26] 所以有一些公司不是他不好
[22:29] 真的是遇到了比较受压抑的事情
[22:31] 也有人会说
[22:32] 为什么就只有他被关的时候会这样
[22:34] 人家都越关越大尾
[22:35] 还有就是同博
[22:36] 这个事情的族群性比较低
[22:37] 不是金居就荣科
[22:39] 所以那荣科
[22:40] 其实我们之前讲过
[22:41] 我记得是在一月的时候
[22:43] 就有讲到金居放弃了
[22:46] 两三个产品线
[22:47] 都是标准型同博
[22:48] 比较加工费少的
[22:49] 对
[22:50] 然后后来那个东西
[22:51] 我也跟荣科刚好就问过
[22:52] 他们就拿走了
[22:53] 他们说他金居不做我们做
[22:55] 其实一开始那东西
[22:56] 是不太赚钱
[22:57] 金居才不做
[22:58] 可是后来因为
[22:59] 大家全部都有调涨加工费
[23:01] 所以这个东西就变成赚钱咯
[23:03] 所以大家就觉得
[23:04] 不管这个荣科
[23:06] 有没有拿到
[23:07] 所谓最高阶通博的认证
[23:08] 他至少这东西
[23:09] 是拿到以后会赚钱的
[23:10] 所以想法就不一样了
[23:12] 这边也跟大家
[23:13] 再进一步的更新
[23:14] 因为非常多人说
[23:15] 这个荣科也打入了
[23:16] 高阶通博的认证
[23:18] 我自己真的是还没有听到
[23:19] 当然如果大家有很明确的
[23:21] 是荣科自己说出来
[23:22] 我觉得是可以
[23:23] 对
[23:24] 但是要记得这一波
[23:25] 我觉得应该跟凯哥所见
[23:27] 是一样
[23:27] 也谢谢凯哥的分享
[23:29] 就是标准品的代工费涨价了
[23:31] 所以这个是在PCP上游的部分
