[00:00] 欢迎收听赵华语古货载第1103集
[10:41] 但是你一不小心
[10:43] 它又掉了下来
[10:43] 也会被套了
[10:44] 就是买右上角强势股的一种
[10:47] 可能会发生的事情
[10:49] 我不能够说一定
[10:50] 但是有蛮高的几率
[10:52] 会是这样子的一个发展
[10:54] 所以其实我要跟
[10:55] 所有的投资朋友建议
[10:57] 就是说
[10:58] 如果你今天是要
[10:59] 做这种所谓的
[11:01] 右上角强势股的话
[11:02] 要记得做停利
[11:05] 很多人会想说
[11:08] 喂 太老师
[11:09] 你是不是讲错了
[11:10] 右上角怎么是做停利
[11:12] 不是应该做停损吗
[11:13] 我跟你讲不是
[11:14] 在实物状况
[11:16] 在实物里面
[11:17] 记得
[11:17] 在实物上面
[11:19] 右上角的股票
[11:20] 应该都是强势股
[11:22] 强势股
[11:23] 你去追强势股
[11:24] 基本上你都会有获利的机会
[11:26] 而且是蛮大的
[11:27] 可是如果你获利的机会
[11:29] 你不去做设定停利的话
[11:31] 很可能一不小心
[11:33] 你就可能会变成要设停损
[11:35] 那反倒是右下角的股票
[11:37] 这是我常常在做的
[11:38] 那我非常的很有经验
[11:41] 右下角的股票
[11:43] 如果说你没有很严格的去做筛选的话
[11:47] 要记得去做停损
[11:49] 因为右下角的股票一定是他
[11:52] 例如说好
[11:53] 可能季线下弯
[11:55] 月均线下弯
[11:56] 说的白话一点
[11:58] 就是他其实是一个空头趋势
[12:00] 所以要去买右下角的人
[12:02] 他其实第一个
[12:03] 他的技术一定要很好
[12:05] 是
[12:05] OK
[12:06] 那技术不够好的这些
[12:08] 这些这个投资朋友
[12:10] 就要记得设停损
[12:12] 因为有可能就是
[12:13] 你买完之后要继续套
[12:15] 在股票市场里面
[12:16] 有一句话叫做
[12:17] 老手死在半山腰
[12:19] 就是在讲这个事情
[12:20] 是
[12:21] 对不对
[12:21] OK
[12:22] 好
[12:22] 就是新手死在下跌
[12:26] 老手可能会死在反弹
[12:28] 或是接刀
[12:29] 对
[12:30] 老手会觉得
[12:31] 我已经拉回了
[12:32] 对
[12:32] 那这时候可以去解
[12:34] 可是有时候往往就是
[12:35] 有时候
[12:37] 我尤其最近
[12:38] 这几年看到的很多
[12:39] 都是那种压低出货的手法
[12:42] 那这种有时候
[12:43] 有些老手就会
[12:45] 一不小心就会被烫到
[12:48] 如果这时候
[12:48] 如果你不去
[12:49] 试试去做一个停损
[12:51] 很可能你在
[12:52] 这一笔的操作上
[12:54] 可能就会让你谋生损失
[12:56] 虽然今天盘世热乎乎
[12:58] 我们刚刚讲了很多的AI红利
[13:00] 但是我们的维泰选择
[13:01] 以教授心法作为一个开端
[13:05] 但我觉得也很棒
[13:07] 为什么
[13:08] 刚刚讲到建策
[13:09] 是不是这几个交易日
[13:11] 或者是甚至达人秀
[13:12] 都一直在琢磨在他身上
[13:14] 然后呢
[13:15] 因为以前建策上去的时候
[13:16] 我觉得散户没有
[13:17] 但说实话这波下来
[13:18] 我就开始收到
[13:19] 各位听众朋友
[13:20] 或观众朋友告诉我
[13:21] 他们有想要买建策了
[13:22] 因为难得嘛
[13:24] 难得这个以前高高在上的
[13:26] 这个散热股王
[13:27] 对不对
[13:28] 下来了嘛
[13:29] 好
[13:29] 前两天糟糕这个例子
[13:32] 我举到第三天
[13:33] 我不举这个例子好了
[13:34] 就多少大家会去想接他
[13:36] 但想接他怎么样叫做可以接
[13:39] 我觉得这个事情
[13:40] 我跟韦泰讨论过很多次
[13:41] 他从右上角好不好
[13:43] 右上角下来的
[13:44] 那第一个
[13:45] 是不是如果之前有建策的人
[13:47] 如果右上角有停利一趟的话
[13:49] 即使后来卖飞了好了
[13:51] 至少有赚到嘛
[13:52] 因为这一波建策
[13:54] 是因为这个未来技术的改变
[13:57] 要延缓了
[13:58] 没有要先改了
[14:00] 所以他的那个梦破
[14:01] 泡泡一破
[14:02] 那个事情
[14:02] 是跌停跌停跌停
[14:04] 你如果没有在第一时间停利
[14:06] 或者是你以为说
[14:08] 要跌停一两天
[14:09] 他会停的
[14:09] 你后面可能真的要受伤
[14:11] 惨重
[14:11] 看不下去
[14:12] 所以有时候你买到强势股
[14:14] 虽然没有错
[14:15] 好像现在有好多的股票
[14:17] 本益比已经没有办法评估了
[14:18] 我昨天参加一个聚会
[14:20] 然后里面有资深的学长姐
[14:23] 真的是超级有钱人
[14:24] 然后但他们对股票市场
[14:25] 没有像我们研究的那么多
[14:27] 他们是实业家
[14:28] 然後他們就問我啦
[14:29] 因為他們現在就覺得
[14:30] 我的節目應該有點知名度
[14:32] 看到我就說 欸太好了
[14:33] 今天趙華友來要買什麼的
[14:35] 然後我就跟他們講一件事
[14:36] 我就說 其實學長姐我可以跟你們講很多股票可是我必須跟你們講這些股票現在我没有办法告诉你什么叫做合理的评价它是不是很合理它是不是很便宜它是不是真的超委屈
[14:48] 我说我其实没有办法这样跟你们说
[14:50] 我说但是你们可以听完以后觉得
[14:52] 你们喜欢不喜欢它
[14:54] 你们觉得也没有办法赚一段
[14:56] 然后你卖掉它你不会觉得有什么问题
[14:59] 或者是现在买可能遇到一点回荡
[15:02] 你们有没有办法承受
[15:03] 就是讲的都是也是跟维泰讲的一样
[15:05] 为什么没有去讲
[15:06] 今天我们来看日光历程
[15:08] 我们先来讲
[15:09] 那个AMD送钱来的事情
[15:10] 就是因为现在的股票
[15:12] 大部分
[15:12] 绝大部分
[15:14] 你一定要遵守
[15:15] 上去的时候
[15:16] 你有一些获利入袋
[15:17] 我觉得会让你心情比较安定
[15:19] 因为这就不是一个
[15:21] 用价值面
[15:21] 可以完全评估的一个状态
[15:23] 然后接右下角股票
[15:25] 例如想要接建策
[15:26] 或像今天中探针也大反弹
[15:28] 对不对
[15:28] 前两天拥挚中探针
[15:29] 一起中建
[15:30] 那你要想
[15:32] 像小哥
[15:33] 他就很清楚了
[15:34] 跌到这里
[15:36] 跌停
[15:36] 打开了
[15:37] 然后有大量进来
[15:39] 肯定有人在接
[15:40] 我抢他隔天这一个反弹
[15:42] 我就抢这一个反弹
[15:44] 然后他如果再隔天
[15:46] 不管他是又强还是又弱
[15:49] 我都不管
[15:49] 我就赚了这个反弹
[15:51] 我就走
[15:51] 这是小哥他觉得
[15:53] 他可以保平安的一个方式
[15:55] 那有的人是
[15:56] 我本多忠慎
[15:58] 我太了解建策是一个好公司了
[16:00] 下来我先接一张
[16:02] 再下来我再接两张
[16:04] 那下来我再接三张
[16:05] 我还有钱
[16:06] 就谈上去了
[16:08] 可是谈上去也许就是
[16:09] 谈谈谈到哪里
[16:10] 那我上去卖两张
[16:12] 上去卖三张
[16:13] 把它卖掉
[16:14] 那就是本罗中圣人
[16:15] 他会有接刀的一个做法
[16:17] 千万不要凭感觉
[16:20] 差不多了吧
[16:21] 跌腰斩了
[16:22] 我试试看好了
[16:23] 我钱也不多
[16:24] 哇
[16:24] 怎么又在跌
[16:25] 怎么了啦
[16:26] 对
[16:27] 然后很急
[16:27] 我现在要做停损吗
[16:29] 我现在要做停利吗
[16:30] 这个就会是
[16:32] 在这样的局势里面
[16:33] 可能是比较不适当的做法
[16:35] 小哥的名言
[16:37] 说叫起来
[16:37] 不要啊
[16:38] 我觉得蛮好玩的
[16:39] 小哥的名言就是什么
[16:40] 抢反弹就像抢银行
[16:42] 对
[16:42] 抢到要跑
[16:44] 没抢到更要跑
[16:45] 对
[16:45] 没抢到更要跑
[16:47] 对
[16:47] 没抢到更要跑
[16:47] 因为你没抢到
[16:48] 你就失败了
[16:49] 代表说
[16:49] 代表说趋势要继续往下
[16:51] 对
[16:53] 那其实我这次
[16:54] 在这个
[16:55] 上个礼拜
[16:56] 我也抢了一些反弹
[16:57] 但是我也是就是
[16:58] 三天左右
[17:00] 我就会跑掉了
[17:01] 我并没有说留恋
[17:02] 因为我本来预期
[17:03] 我本来预期台北股市没有这么快要上去
[17:06] 因为如果说就技术形态来看
[17:08] 其实这边来讲
[17:09] 第一个技术指标
[17:11] 我本来是希望它能够等到大概再低一点点
[17:15] 那我觉得会比较好的一种这个介入时间点
[17:19] 或者是我设定的这个指数关卡在39000点
[17:23] 我才要进场去做比较分批的一个布局
[17:26] 就现在这两天的一个大涨
[17:28] 真的让我有点点意外
[17:30] 不过还好啦
[17:31] 在之前的一个持股
[17:32] 现在都还是有抱在手上
[17:34] 所以并没有说完全都空手
[17:36] 那如果说现在
[17:38] 才要去做这个追高投资
[17:40] 就像刚刚
[17:41] 赵华这边有所提到的
[17:43] 如果说今天是追那种
[17:45] 所谓的相对高档的强持股
[17:47] 一定要懂得去做这个
[17:48] 散射这个停利的一个动作
[17:52] 因为其实现在市场在那边很热
[17:53] 那做短线
[17:55] 其实也蛮容易赚到钱
[17:56] 但是因为大家都很热
[17:58] 大家都在里面
[17:59] 所以其实充码难免就会稍微比较凌乱一点点
[18:04] 所以我觉得这部分
[18:04] 大家在追高的时候
[18:06] 一定要特别的去提高警觉
[18:08] 好
[18:08] 当然我们还是先回到
[18:10] 这几天一棒接一棒的这个议题上面
[18:12] 我想台湾最棒的一点就是
[18:15] 每次下跌
[18:16] 为什么我会跟大家分享说
[18:18] 我会观测的几个指标
[18:20] 其实反而在下跌的时候
[18:22] 我观测的指标
[18:23] 就会是回到基本面
[18:24] 因为基本面可能会决定跌到哪里
[18:26] 你可以知道是不是比较平衡
[18:28] 或是它叫做有点超跌
[18:30] 可是如果说
[18:31] 今天所有的事情
[18:32] 它都建立在资金面上面的话
[18:34] 那就不一样了
[18:35] 那因为台股现在
[18:36] 有非常强力的基本面支撑
[18:38] 这件事情
[18:39] 我跟维泰每个月
[18:40] 在看这个创新高的加速
[18:41] 外销订单等等
[18:43] 这些所谓总经的数据
[18:44] 都是非常非常好
[18:46] 所以才会说
[18:47] 下跌它不可能变崩盘
[18:48] 但我也没想到
[18:51] 这次那么快
[18:51] 这次那么快就上来
[18:54] 可是我还是坚守一件事
[18:56] 我觉得有时候测
[18:57] 真的不一定会一波上去
[18:58] 可是至少这次下来
[19:00] 大家有捡点东西的
[19:01] 再上去你也没吃亏
[19:02] 对不对
[19:03] 只是捡的不够多
[19:04] 我也没有办法告诉你
[19:06] 只要破约线就all in
[19:07] 我就没有办法是这种门派的
[19:09] 但是有没有可能再回测
[19:11] 我觉得最重要的一件事情
[19:13] 如果再回测
[19:15] 那请大家是不是就可以放心了
[19:18] 因为前几天跌到破4万点的那时候
[19:21] 我还没有看到回答的财报
[19:23] 我还没有看到Google的新产品
[19:26] 我还不知道AMD会送钱吗
[19:28] 对不对
[19:28] 那这件事情陆续来
[19:31] 那就是底气
[19:31] 因为辉达财报真的很好
[19:34] 那MD现在也上来也大手笔
[19:37] 那这件事情
[19:38] 至少我们在整的第二季第三季
[19:40] 我觉得是要放心
[19:41] 对AI是放心的
[19:43] 所以再回测
[19:44] 请大家就是要勇敢
[19:46] 那这次苏妈有点着重的
[19:49] 看起来会是先进封装的部分
[19:51] 刚好最近也在谈
[19:52] 其实Intel在先进封装上
[19:54] 也蛮厉害的
[19:55] 这个Intel也有发表
[19:57] 它的新的那个先进封装技术
[19:59] 跟这个玻璃基板什么的
[20:01] 也都有相关的带动
[20:02] 这件事情
[20:03] 到底会不会影响到
[20:06] 就像大家会一直讲
[20:07] 三星Intel会不会跟台电
[20:08] 在晶圆代工上面PK
[20:10] 那先进封装呢
[20:11] 不过我觉得
[20:12] 我跟韦泰有个共识
[20:13] 就算是进入到先进封装
[20:15] 我们台厂还是非常厉害
[20:18] 你讲别的我不敢说
[20:20] 先进封装
[20:21] 或者是原本的封测概念
[20:23] 这个就厉害了
[20:25] 台湾有几个产业
[20:27] 例如说像前一阵子
[20:28] 涨PCB
[20:29] 我有跟大家分享
[20:30] 因为我们的PCB
[20:31] 在全世界的市占率
[20:32] 就是第一名
[20:34] 所以我觉得PCB在涨的时候
[20:36] 这个事情的延续性
[20:37] 会变得非常强
[20:38] 当然我们比较弱的是上游材料
[20:41] 上游材料
[20:41] 不管是PCB的上游材料
[20:43] 还是半导铁的上游材料
[20:45] 我们都相对比较弱一些些
[20:47] 但没关系
[20:48] 我们有本土厂商在扶植
[20:50] 对不对
[20:50] 但封测
[20:51] 封测我们是不输人的
[20:53] 对
[20:54] 这一次其实
[20:55] 我觉得台积电跟Intel
[20:58] 或者是在三星
[21:00] 他们在先进制程的竞赛上
[21:04] 似乎有点点战线扩大
[21:06] 尤其是Intel
[21:08] 它在EMIB的所谓的先进封装的制程上
[21:13] 可以说是来势汹汹
[21:15] 来势汹汹
[21:17] 它想要借由所谓的先进封装的部分
[21:22] 然后去做弯道超车
[21:26] 就目前的
[21:28] 我个人观察到的进度就是
[21:31] 台积电这边也已经严正以待
[21:35] 因为先进封装
[21:39] 现在大家在拼的就是玻璃基板
[21:42] 玻璃基板
[21:44] 那么先进封装的部分
[21:47] 在台积电这边
[21:49] 他们是利用
[21:50] 本来是用系中阶层
[21:52] OK那西東介城對上了這個intel
[21:56] 他的所謂的矽橋的一個設計
[21:58] 那麼這邊看起來是好像在矽橋的設計上
[22:02] 就我們看到的資料是成本稍微低一點點
[22:06] 那麼良率上面現在看起來已經蠻接近
[22:09] 就是台積電現在的良率
[22:11] 所以現在intel似乎有露出一點點的一個曙光
[22:15] 他這有機會有要迎頭趕上的一個這個機會
[22:19] 那么结果台积电现在就是找来
[22:23] 这个3481的群创
[22:26] 去做这个所谓的玻璃基板
[22:28] 除了这个FOPLP之外
[22:31] 其实群创还有另外两个技术
[22:34] 一个就是那个TGV
[22:35] 就是这个所谓钻孔技术
[22:37] 还有就是那个金属的
[22:40] 那个镀膜的一个技术
[22:42] 就是我今天把这个玻璃基板
[22:45] 穿孔之后
[22:46] 我不需要在里面
[22:48] 再涂上这个铜
[22:49] 让它能够具有导线的一个功用
[22:52] 那这部分其实群众也做得非常非常的一个好
[22:56] 所以我觉得在目前这一块来讲
[22:58] 台积电还是比较领先
[23:01] 那么今天我觉得我更兴奋的是
[23:04] 苏妈这次来
[23:06] 她除了说要带来100亿美金的大礼包之外
[23:09] 她还跟很多的这个风策的一个台商去做合作
[23:14] 那其中呢
[23:15] 有特别提到的历程
[23:16] 历程
[23:17] 历程
[23:18] 我想这个是很多
[23:20] 听众朋友觉得很
[23:21] 之前觉得很烦的一档股票
[23:24] 就是因为赵怀宣风策嘛
[23:26] 有讲过好多次风策
[23:27] 我想有很多风策
[23:28] 都已经飞上去了
[23:29] 历程就是一直窝在那
[23:31] 然后有跟大家分享说
[23:32] 其实历程
[23:33] 它有非常广阔的产品线
[23:35] 就是例如说
[23:36] 大家可能印象里是记忆体封装
[23:38] 可是很倒霉啊
[23:39] 记忆体在飙的时候
[23:40] 历程其实也不算大飙
[23:41] 记忆体在跌的时候
[23:42] 历程跟着跌
[23:43] 那历程也有三出形封装嘛
[23:45] 历程也有一般的封装
[23:46] 都有的
[23:47] 但可能据我的了解
[23:50] 历程小小小小的缺点
[23:52] 就是说它的擅出型风装
[23:53] 目前没有真的取得
[23:56] 跟台积电的合作关系
[23:58] 群创当然不能由群创端来讲
[24:01] 但是我想业界已经传遍了
[24:03] 群创跟台积电
[24:05] 早晚的会有人出来说的这样子
[24:08] 那历程小吃亏
[24:10] 但这两天这个历程的表现
[24:12] 让我觉得哇塞
[24:13] 哇塞
[24:14] 不一样咯
[24:15] 对
[24:16] 为什么会让我们觉得
[24:18] 哇塞
[24:18] 这个主要原因是我看了一下
[24:20] 他今天所公告的这个消息说
[24:22] 他有一个先进封装的技术
[24:25] 叫EFB
[24:26] 那这EFB跟Intel的EMIB
[24:29] 这个到底有什么样的差别
[24:31] 怎么样怎么样
[24:32] 我们来听
[24:32] 我再讲一下
[24:33] 我早上特别去花一点时间
[24:36] 去看这两个技术的一个差别
[24:37] 首先就是他们都是在做这个细桥
[24:42] 但是EMIB就是Intel它的技术
[24:45] 它也比较像是在整个载板里面去埋那个线
[24:49] 去埋那个线
[24:51] 然后让它去做这个传输讯号的动作
[24:54] 有点像是我们说要过马路
[24:56] 我们走这个地下道
[24:58] 可是呢
[24:59] 力成呢
[25:00] 它不是
[25:00] 它是做这个天桥
[25:02] 做高架桥的部分
[25:04] OK
[25:04] 它是用这样的方式
[25:05] 所以它一样都不需要用到系中介层
[25:08] 但是呢
[25:09] 它的这样子的一个设计
[25:11] 是比那个Intel挖地下道来的
[25:15] 还要更为方便
[25:16] 而且它的良率也特别的一个高
[25:18] 那么我不用去挖那个
[25:21] 那个载板或者基板的地下道
[25:23] 那我用高价的方式去做
[25:26] 那我就可以就是避开
