[00:00] 欢迎收听赵华宇古货载第1120集
[04:35] 但是所以比较好的现象
[04:37] 应该说杂音慢慢的消除了
[04:39] 那必须要等到大家慢慢的
[04:41] 又把架构回到基本面
[04:43] 那刚刚提到量能不足
[04:45] 其实也不意外
[04:46] 因为对比量能是在对比前一段时间
[04:49] 再快速创高
[04:51] 大家都有一个共通点
[04:54] 大家对趋势是很明确的
[04:56] 所以大家急着做多
[04:58] 所以量能会很大
[04:59] 现在已经震荡
[05:01] 甚至在横向整理
[05:03] 这个时间点多空看法就有点分歧了
[05:07] 那这个时间点量能自然就缩减
[05:09] 我觉得是蛮正常的
[05:11] 后续如果等到趋势出来
[05:13] 量能才会补量
[05:15] 所以在这里倒是不用紧张
[05:16] 当然回归技术面的人
[05:18] 他会讲说要补量才会涨
[05:20] 到底是涨了会补量
[05:22] 还是补量会涨
[05:22] 这个是鸡山蛋蛋生鸡的问题
[05:25] 但是无论如何
[05:26] 现在整理本来就是会量缩
[05:28] 我觉得也是合理的架构
[05:30] 那结论就是
[05:31] 他整个趋势来讲
[05:32] 如果我们拉长轴线
[05:35] 可能用G的角度的状况来讲
[05:38] 还是多头格局
[05:39] 还是没有问题
[05:40] 那目前震荡整理
[05:42] 我觉得应该说最主要关键点
[05:45] 我常常讲
[05:45] 就这一段时间震荡整理
[05:48] 常常都在讲是谁是谁是谁
[05:50] 但是你会发现
[05:51] 回过头来嘛
[05:53] 就上礼拜最恐慌的
[05:54] 不是在讲非农就业吗
[05:56] 那天崩跌之后
[05:57] 现在还有人在讲非农就业吗
[05:59] 没有啦
[06:00] 因为老实讲
[06:01] 跟那件事根本没有太大的关系
[06:03] 所以无论如何就是
[06:04] 老实最后就是真的就是涨多
[06:07] 那涨多就是要让现在
[06:09] 不管你听到什么消息
[06:11] 你就信的人
[06:11] 你必须得下车
[06:13] 然后让这些不太理解
[06:15] 或者说信心不足的
[06:17] 都下车之后
[06:18] 他再往上走
[06:19] 才有办法
[06:20] 有比较稳健的一个走势
[06:21] 好
[06:22] 比较要回到
[06:23] 所谓的基本面判断
[06:24] 因为上礼拜
[06:26] 对
[06:26] 凶手一开始是非农就业
[06:28] 但非农就业出来的时候
[06:30] 油价没有涨
[06:31] 其实我觉得
[06:32] 那时候就告诉大家
[06:33] 他就有点心理上面的因素
[06:35] 就是如同明翰哥
[06:37] 常常跟我们讲的
[06:38] 乖离过大
[06:38] 你会找一个理由
[06:39] 可是这个理由
[06:40] 我们上次也细细拆解
[06:42] 跟什么对等关税
[06:43] AI泡沫扯不上边
[06:45] 扯不上边
[06:45] 大家怕的是升息资金的紧缩
[06:48] 所以从非农点来人之把火
[06:50] 可是原油没上去
[06:51] 但原油后来有上去一次
[06:52] 因为川普那时候态度变硬
[06:55] 所以那一次的原油上去
[06:56] 我觉得对市场
[06:57] 真的是有一些些的杀伤力
[06:58] 但是现在原油下来了
[07:00] 所以才会这样来来回回
[07:02] 但总结来说
[07:03] 截至目前为止
[07:04] 这次的事件就是一个涨多修正
[07:07] 它不是什么很奇妙的大事
[07:10] 不是什么很严重的事情
[07:11] 所以经过这一连串的话
[07:13] 这礼拜我觉得我们可以开始回归基本面
[07:16] 当然我个人
[07:17] 难免如同一般的市井小咪一样
[07:20] 我觉得联准会滑雪的第一次会议
[07:23] 我还是会仔细的听一下
[07:25] 因为我觉得它终究是一个变数
[07:27] 也许是往上变也不一定
[07:29] 还有就是6月19号
[07:30] 到底美医有没有真的签
[07:32] 如果他们在日内瓦没有真的签又翻脸了
[07:36] 所以我整个周末会留意这两件事情的变化
[07:39] 我觉得它还是短线上的一个干扰因素
[07:42] 但因为明翰在这边
[07:43] 所以就是只要又遇到下杀
[07:46] 那就是买
[07:48] 因为就要回归基本面了
[07:49] 是 没错
[07:50] 我们先来讲这两件事情
[07:52] 就是联准会华许到底会说什么
[07:55] 其实我凭良心讲
[07:58] 我觉得现在的关键点
[08:00] 根本不在联准会
[08:01] 甚至我就觉得
[08:03] 我直接的一个架构
[08:05] 我认为到年底前
[08:06] 联准会都不太需要去关注
[08:09] 因为短时间内
[08:10] 很难不关注吧
[08:11] 几乎不太会有什么特别的动向
[08:14] 结论而言就是
[08:15] 以现在美国的经济状况
[08:17] 不允许你升息
[08:19] 不允许你降息
[08:20] 这上次有聊到
[08:21] 对对
[08:21] 这是很明确的
[08:22] 所以他现在几乎
[08:24] 没办法有所动作
[08:25] 那他的说法到底偏英还偏哥
[08:28] 我个人觉得也没有太大的意义
[08:31] 他真的很偏哥派
[08:32] 那其实是因为川普给他压力
[08:35] 那他还是不会因此而降息
[08:37] 他假设偏向很英派
[08:39] 也许是因为通红的数字
[08:41] 通膨素是我们刚刚的解读
[08:43] 这都是短线的现象
[08:44] 所以无论他偏隔或偏阴
[08:47] 其实都是有因子存在
[08:49] 但是无论他讲得再凶狠
[08:51] 都不可能有任何动作
[08:53] 所以结论就是我个人觉得
[08:55] 老师说不管他怎么讲
[08:57] 都没有太大的意义存在
[08:58] 而且我不断强调
[09:00] 以现在的角度
[09:02] 其实就是一个最好
[09:04] 就是他降不升
[09:05] 一直以来就是一个最好的架构
[09:07] 那就是美国现在利率三点多
[09:10] 老实讲是有点偏高
[09:12] 这是不真的事实
[09:14] 以长期而言是相对是比较偏高的
[09:16] 可是我觉得高
[09:18] 其实对股市而言
[09:20] 是一个很好的一个架构
[09:22] 就代表他有子弹
[09:23] 未来有任何动向
[09:25] 他还是有降息的空间
[09:27] 而且这是一点
[09:28] 第二就是他只要有点高度
[09:30] 代表他不会有升息的空间
[09:32] 要记得一件事
[09:33] 现在是3.5%
[09:35] 假设现在是0.5%
[09:38] 这两个差距
[09:39] 要升息的动向是完全不同的差距
[09:43] 如果现在是0.5
[09:44] 只要动不动
[09:45] 他就很容易就有可能升息了
[09:47] 现在3.5本来就在很高的水位
[09:50] 他老实讲
[09:51] 他根本就是要升息是一个不可思议
[09:54] 除非说真的通膨已经完全失控
[09:56] 不然理论上几乎不会有升息的这个选项
[10:00] 或换个角度讲
[10:01] 现在3.5
[10:02] 二选一我常常讲
[10:03] 如果真的不晓得
[10:05] 真的是逼着他
[10:06] 要么就升息要么降息
[10:07] 他都会选择降
[10:08] 因为毕竟现在位阶还是相对偏高的
[10:11] 所以我常常讲
[10:12] 不降息
[10:13] 常常人家讲不降息
[10:14] 市场资金动能不足
[10:16] 我说是资金动能不足
[10:18] 今年都涨成这样子
[10:19] 然后资金动能不足的问题
[10:21] 所以我常常讲
[10:22] 就是维持不变
[10:24] 然后他说什么
[10:25] 我个人觉得
[10:26] 也许因为位阶高
[10:27] 招利由
[10:28] 这个很正常
[10:30] 但是就算有涨跌
[10:32] 续航力一定都不强
[10:34] 所以我常常讲
[10:35] 这下半年而言
[10:36] 甚至在今年的角度
[10:38] 连准会都不会是股市很重要的关键点
[10:42] 就等于是我们觉得他很重要
[10:44] 可是明翰哥给一个方向
[10:46] 因为我们没有升息跟降息的条件
[10:49] 应该说美国
[10:50] 美国没有升息跟降息的条件
[10:52] 所以他就会变成有点干扰盘面的假议题
[10:56] 讲白一点是这样子
[10:58] 但是我这边要就习的这个问题
[11:00] 这礼拜还有我们自己央行的离间式会议
[11:03] 大家也觉得台湾好像有升息的条件
[11:05] 因为GDP成长率很高
[11:07] 第二个日央今天升息一码了
[11:09] 但是市场其实没有什么紧张
[11:11] 因为日本的状况是他们想要温和通膨
[11:14] 事实上他们早就不想要这么低的利率了
[11:16] 所以我觉得日本的可以理解
[11:18] 但是我们自己还有刚刚讲到的
[11:21] 可能美国联准会今年以来
[11:23] 他们的动作如果今天有压到股市
[11:25] 大家一定要认为是机会
[11:26] 因为没有升息条件
[11:28] 对应该这样讲
[11:29] 刚刚讲了美国
[11:30] 我觉得影响就是FED影响不大
[11:33] 那另外台湾跟日本
[11:35] 根本就对股市
[11:37] 根本就不会有所影响
[11:38] 那确实台湾的好处就是
[11:42] 我们在这个所谓经济成长
[11:44] 确实非常强劲
[11:45] 所以我们有升息的空间
[11:47] 但是有个好处就是
[11:49] 我们最近我们的CPI也相对偏高
[11:52] 但是那个也是油价所造成的
[11:54] 那现在如果说真的可以确认
[11:57] 这个所谓的战火
[11:59] 慢慢告一段落了
[12:00] 所以我们就在这边
[12:02] 应该还有观察的空间
[12:04] 所以我觉得我们央行
[12:06] 暂时不动的几率是相对高的
[12:09] 如果说现在没有这个
[12:11] 战火要结束的状况
[12:13] 他也许还要想办法去预防性升息
[12:16] 可是现在呢
[12:17] 传出来
[12:18] 刚刚也提到
[12:19] 到底这就是会不会签
[12:21] 我觉得当然不签
[12:23] 又会有失望性
[12:24] 因为这一段时间
[12:25] 一天的庆祝
[12:27] 就是确认是不是有庆祝一天
[12:28] 如果最后又破局
[12:30] 就代表那天长错
[12:32] 一样回土一天
[12:33] 那影响会不会很大
[12:35] 老实讲也不会
[12:36] 因为拖了那么久
[12:38] 结论就是无论不管怎么发展
[12:40] 都不可能再回到三月的
[12:42] 当时那个情景
[12:43] 所以理论上
[12:45] 未来你要美伊
[12:46] 已经不可能再恐慌
[12:47] 所以这个关键点
[12:49] 也不是那么重要
[12:50] 所以我刚刚提到
[12:51] 台湾影响层次
[12:52] 真的也很低之外
[12:53] 另外日央
[12:54] 日央这个故事
[12:56] 我个人觉得
[12:56] 我猜解过后
[12:58] 我真的觉得更不可思议
[13:00] 每次日央的时候
[13:01] 大家很多人就会警告你
[13:03] 就是这个日圆反转的这个概念
[13:05] 可是我们聊过这件事
[13:07] 其实第一次的去杠杆
[13:08] 2024年
[13:09] 那一次是真正有
[13:10] 全球去杠杆的一个压力
[13:12] 之后的效应就越来越低
[13:13] 越来越低
[13:14] 是
[13:15] 应该说这次已经第五次
[13:17] 第五次你在数是不是
[13:18] 对
[13:18] 所以老实讲
[13:20] 根本几乎都没有
[13:21] 而且
[13:22] 后面都没有效应
[13:23] 对
[13:23] 其实根本就不会有所影响
[13:26] 而且我个人觉得
[13:27] 或者是我们在拉长
[13:29] 我自己有一个心理有个概念
[13:31] 我常常讲
[13:32] 以我自己的观察
[13:34] 我从来没见过有一件事情
[13:36] 就是事先有人不断强调
[13:40] 而且说强调不是只有他讲
[13:42] 包含市场讲到这件事情
[13:45] 大家都认同之后
[13:46] 最后还真的发生导致股市崩盘
[13:49] 从来没有
[13:50] 你预期超级久了
[13:51] 对
[13:52] 我意思是说你回过头来
[13:54] 包含以前所有的事情
[13:56] 比如说科技泡沫
[13:57] 比如说金融风暴永远都是新的事情从以前曾经发生过的事情幾乎不會出現第二次換個角度講就是剛剛提到
[14:08] 日央會升息導致資金反轉這個事情
[14:12] 在還沒發生之前
[14:14] 其實市場就已經在講了
[14:17] 最後其實我個人覺得
[14:19] 從頭到尾根本沒有發生
[14:21] 因為會有個問題
[14:22] 今天如果今天是我好了
[14:24] 我去借了日本很便宜的錢
[14:27] 然后我去买了美国相关的
[14:30] 所谓的高风险高资产的
[14:33] 这种所谓相关的商品
[14:35] 我不可能等到真的升息
[14:37] 然后大家至今回流杀了我
[14:39] 我才急急忙忙的来砍
[14:41] 大家都会卡在那个之前
[14:43] 就已经陆续撤退
[14:44] 所以最后大家期待发生的事情
[14:47] 会一直没有发生
[14:49] 这个就是有点类似像
[14:50] AI泡沫的一个论点
[14:52] 大家都认为说AI会泡沫
[14:54] 尤其接近2000年的科技泡沫
[14:56] 到底有多像
[14:57] 可是我常常讲
[14:59] 这件事情大家都知道
[15:01] 那我就讲嘛
[15:02] 大家手上都持有了这些AI的个股
[15:05] 那如果真的出事了
[15:07] 或者说真的反转了
[15:08] 大家有那个警觉心
[15:10] 到底是谁要杀谁
[15:11] 其实大家发现不对劲
[15:13] 就会陆续撤退
[15:14] 那个好处就是
[15:15] 当大家觉得
[15:17] 当大家觉得不对劲就有人撤退
[15:19] 筹码重新洗干净
[15:21] 获利又能创高
[15:22] 他股价就能够创高
[15:23] 所以我常常讲的就是
[15:24] 大家如果事先讲的很恐怖的事情
[15:27] 通常都不会发生
[15:28] 会发生的事情一定是大家猜不到
[15:31] 就是没有人知道说
[15:32] 川普突然会拿出一个板子
[15:34] 跟你讲说利率怎样怎样
[15:36] 所以才会出现跳空跌停
[15:39] 这个问题呢
[15:40] 我讲一个
[15:41] 我印象里一直有一个
[15:43] 我自己发生的故事
[15:45] 就是以前我曾经在
[15:46] 我们就不要讲
[15:48] 我以前还在自营部的时候
[15:49] 我还是干比较菜鸟的研究院的时候
[15:52] 我要边操作
[15:53] 还要帮整个
[15:55] 等于说自营部去分析总经
[15:58] 我那时候曾经也是
[15:59] 这个美国ISM制造业指数
[16:02] 不如预期
[16:03] 然后那天发生的信息
[16:04] 一公布之后
[16:05] 美股跳空大跌
[16:07] 台股隔天就直接也是跳空大跌
[16:10] 我们老板就问我
[16:11] 你为什么
[16:12] 你又知道要公布这个数字
[16:15] 你为什么不事先警告我们
[16:17] 然后我就突然想到一个问题
[16:19] 你了不了解
[16:20] 所谓跳空的概念是什么
[16:22] 所谓跳空概念就是
[16:23] 大家都没有猜到
[16:25] 那我是说
[16:25] 全美国
[16:26] 全世界
[16:27] 全台湾都没猜到
[16:29] 结果在我们这个
[16:30] 自营部的我
[16:31] 是一个菜鸟研究员
[16:33] 老板眼光蛮好的
[16:34] 可以领先全世界
[16:36] 知道一个利空即将发生
[16:38] 所以我常常讲
[16:39] 对我而言
[16:40] 我后来就领悟了很多事情
[16:41] 我就说跟着市场走
[16:43] 总是会有
[16:44] 不经意发生利空的时候
[16:46] 那重点不是永远担心
[16:49] 你要有心理准备
[16:50] 万一利空出来的时候
[16:51] 你要怎么去应对
[16:53] 我觉得才是真正该做的事情
[16:56] 然后另外一件事情就是
[16:57] 真正假
[16:58] 真的或假的利空
[17:00] 其实骗不了人
[17:01] 那个数字一猜解就知道真假
[17:03] 或者是我觉得有一个很好的概念
[17:05] 你去对比以前
[17:07] 就像我举个例
[17:08] 就像日央这件事情
[17:09] 到底会不会
[17:11] 大家这前两个礼拜又有人在传
[17:14] 因为准备升息了
[17:16] 而且大家都知道升息
[17:17] 就有人又开始讲
[17:18] 日央升息之后资金会反转
[17:21] 我就以前老实讲
[17:23] 这种利空不太容易去做拆解
[17:26] 可是我觉得有一个要跟大家讲
[17:28] 自从有AI之后
[17:30] 什么事情都变得很简单
[17:31] 这我自己的概念
[17:32] 因为刚刚我们要拍封面照
[17:33] 然后我看明翰
[17:34] 他常常会有些奇妙的动作
[17:36] 他就说他都是丢给AI
[17:38] AI教他做的
[17:39] 对
[17:39] 运用AI最无微不至的男人
[17:43] 什么东西
[17:43] 我平常我哪会想到要做什么动作
[17:46] 都是我叫AI
[17:47] 他直接产五个图
[17:48] 我就说好这个不错
[17:49] 我就做哪个
[17:50] 我剛剛講一樣問題
[17:51] 日央這件事情我怎麼拆解
[17:53] 不用兩分鐘
[17:54] 第一件事情我先問他
[17:56] 我先問AI
[17:57] 來我們先告訴我
[17:58] 日央這兩三年以來
[18:00] 他總共升息的次數日期
[18:03] 到底升了幾碼
[18:05] 全部他一次就列出來
[18:07] 之後我只要再把那個時間點
[18:09] 再回去看到當時的股市的狀況
[18:12] 結論就是前四次
[18:14] 根本跟日央升息一點關係都沒有
[18:17] 所以結論就是前四次都不跌了
[18:20] 这第五次为什么会跌
[18:21] 所以很容易就拆解结束
[18:23] 从头到尾花不到五分钟的时间
[18:25] 以前如果这个事情要做
[18:27] 我可能要做一个小时
[18:29] 现在交给AI不到五分钟就搞定了
[18:32] 所以我常常讲
[18:32] 破除这种所谓的市场的杂讯
[18:36] 自己稍微一点判断
[18:38] 再靠AI其实就是一个
[18:39] 很好的一个破解方法
[18:41] 好 我们刚刚讲的是
[18:43] 整个利率环境
[18:44] 但我这边小插播
[18:45] 因为等一下我就要问明翰
[18:46] 几个关于AI的事情
[18:47] 包括辉达发了250亿美元的
[18:50] 贷回答应该很有钱
[18:51] 干嘛要发债呢
[18:52] 但这边我们要插播
[18:54] 是因为刚好有听众朋友有问我
[18:56] 他也是练习用AI做功课
[18:58] 所以呢他就也是为给AI说
[18:59] 可不可以告诉我
[19:00] 例如说上中下游的产业
[19:01] 或是有一些数据
[19:02] 或刚刚明汉教大家的
[19:04] 如果你想知道日央升息
[19:05] 到底有没有影响
[19:06] 你为给AI
[19:07] AI会告诉你
[19:08] 历届四次五次
[19:09] 没有发生什么事情
[19:10] 可能第一次有
[19:11] 是市场的情绪的问题
[19:13] 就如此类的
[19:14] 那他问了一个很关键的事
[19:15] 我要怎么知道
[19:17] AI告诉我的是真的
[19:18] 这个确实是在过程中
[19:21] 我觉得需要有一点点的刊物
[19:24] 但现在AI的正确性
[19:25] 比我们刚开始用的时候
[19:26] 用Charge GPT-1
[19:28] 或者用GPT-1
[19:28] 我觉得都已经正确度高很多
[19:30] 那我有去了解一下大家的用法
[19:33] 这边的话
[19:34] 第一个有人教说
[19:35] 你要跟AI提醒说
[19:36] 最好是用付费的AI
[19:37] 你要跟他讲
[19:38] 我有付费
[19:39] 所以你要帮我刊物
[19:40] 第一个就是你可以告诉他
[19:42] 请你再帮我刊物一次
[19:43] 这些内容有没有问题
[19:45] 然后第二是
[19:46] 因为明翰哥是
[19:47] 很了解整个产业
[19:49] 跟过去的历史
[19:49] 所以他可能一看
[19:50] 就大概知道对不对
[19:52] 那我可能有一些背景
[19:53] 所以我一看就知道
[19:54] 可是大多数人
[19:55] 可能还在累积的过程中
[19:57] 我觉得这边就可能得费点心
[19:59] 例如说你可能就得
[20:00] 把它里面抓的一些关键字
[20:02] 再去Google一下
[20:03] 去搜寻一下资料
[20:05] 你说这有没有办法
[20:06] 很快一蹴可及
[20:07] 不好意思
[20:07] 这可能就是需要一点累积
[20:09] 但是我觉得请他刊物
[20:11] 然后自己再做第二次的刊物
[20:12] 渐渐的你的AI
[20:14] 就会越来越好用
[20:15] 然后你会越来越相信他
[20:17] 越来越神似
[20:18] 我觉得这边可以插播一下
[20:19] 我觉得AI工具真的好用
[20:21] 因为我自己用ChartGPT
[20:22] 我也用Gemini
[20:23] 我也用Cloud
[20:24] 三个我都有用
[20:25] 我觉得是大幅增进我的工作效率
[20:29] 或者是这样讲
[20:30] 我个人觉得有几个比较重要的关键点
[20:33] 第一个部分就是确实进步很快
[20:35] 第二呢
[20:36] 你觉得不好用的情况下
[20:38] 你必须得继续用
[20:39] 因为他会越来越聪明
[20:40] 他会学习
[20:41] 对他会越来越聪明
[20:42] 而且为什么不好用的原因
[20:45] 是因为他跟你不熟
[20:46] 所以他不知道
[20:47] 他不了解你在问什么
[20:49] 而且他不知道你要的是什么
[20:51] 然后你经过几次的引导他之后
[20:54] 他就会慢慢知道
[20:55] 你这个主人要的是什么
[20:57] 所以其实不是他笨
[20:58] 是因为他跟你不熟悉
[21:00] 所以我刚刚讲
[21:01] 不好用你就必须得继续用
[21:03] 这是一个问题
[21:04] 第二就是刚刚提到错误的问题
[21:07] 我觉得我自己做
[21:08] 你自己怎么弄
[21:09] 怎么刊物
[21:09] 很简单
[21:10] 我再用就像刚刚提到
[21:12] 我不会只用一个
[21:13] 正常我觉得一定是开两三个
[21:15] 那一样的问题嘛
[21:16] 我问日央之前升息的架构
[21:19] 每个都跑出来
[21:20] 对你丢三个
[21:21] 对你丢三个情况下
[21:22] 你最起码就两个中
[21:23] 你就知道第三个胡说八道
[21:25] 其实这蛮容易的
[21:26] 而且我评量
[21:28] 搞不好是第三个讲真的
[21:29] 另外两个胡说八道
[21:30] 几率相对真的是比较低
[21:32] 我只要两个中了
[21:33] 我就觉得应该是不会错
[21:34] 因为你再去查询
[21:35] 其实老实讲
[21:36] 这很浪费时间
[21:37] 所以我通常一定是开多个
[21:39] 把相同的问题丢给不同的AI
[21:41] 那自然去做对照
[21:43] 就是最快的方式
[21:44] 那刚刚提到
[21:46] 我觉得确实
[21:47] 无论如何它出来的架构
[21:49] 不要就去信
[21:50] 我觉得尤其是我们
[21:52] 应该说我觉得
[21:53] 平常投资还无所谓
[21:54] 因为我们毕竟
[21:55] 我们是必须把资料
[21:57] 提供给大家去做参考
[21:59] 所以我一定会很
[22:00] 去关注这个正确性
[22:03] 所以我会把多个AI
[22:05] 同时去对比
[22:06] 那这样的来讲
[22:07] 就可以降低这个错误率了
[22:08] 好 我觉得这也是一个想法
[22:10] 我会三个都问答案
[22:12] 当然有时候不见得是工作上的答案
[22:16] 有时候私人的事情也会跟人家聊一下
[22:19] 好那这边回到产业面来上
[22:21] 因为昨天晚上
[22:22] 当然美股大部分科技股都大涨
[22:24] SpaceX很厉害
[22:26] 盘后继续喷到200美元
[22:27] 所以看起来各种做梦的也好
[22:30] 或实体的也好都在欣欣向荣
[22:32] 大家还记得上礼拜甲骨文有发债
[22:34] 甲骨文一发债盘后是暴跌
[22:36] 因为大家会说甲骨文你有没有赚多少钱
[22:39] 你干嘛投资这么多
[22:40] 因为上礼拜的盘式气氛
[22:42] 是比较不理想的
[22:43] 所以甲骨文一说要发债
[22:45] 市场就没有往
[22:46] 你是积极扩张的想法去
[22:47] 但是现在来了
[22:49] 辉达也要发债
[22:50] 当然两家公司
[22:51] 也许市场的评价跟体质是不同的
[22:53] 辉达要发250亿美元的债
[22:55] 市场看起来
[22:56] 当然以昨天晚上辉达有上涨来说
[22:58] 就似乎至少没有在意
[22:59] 至少没有觉得你在乱借钱
[23:01] 但是现在各AI大厂
[23:03] 开始纷纷发债
[23:05] 这件事情
[23:06] 它有没有一些指路的方向
[23:07] 我这样讲
[23:09] 我觉得有几个观念
[23:10] 我觉得要历清
[23:12] 第一个部分就是
[23:13] 刚刚提到的
[23:14] 这个加古文
[23:15] 他发财之后
[23:16] 大跌这件事情
[23:18] 我先
[23:18] 我觉得先讲一个观念
[23:20] 我觉得蛮重要
[23:20] 在AI以前
[23:22] 等于二三年以前
[23:23] 在这个法说会的结果
[23:25] 尤其是股价反应
[23:26] 是一个非常重要的关键
[23:28] 就我以前我法人的观点
[23:31] 我会觉得
[23:32] 这个市场
[23:33] 就是市场给他的一个评价
[23:34] 他讲完之后
[23:35] 对或错
[23:36] 股价会说话
[23:37] 但是23年之后
[23:40] 刚开始还好
[23:41] 到了我个人觉得
[23:42] 从24年之后开始
[23:43] 这个明显的变调
[23:44] 到25年之后
[23:46] 等于是去年开始
[23:47] 这个非常非常的明显
[23:49] 我刚刚提到
[23:50] 就是不要去很在意
[23:52] 股价的在法说会后的变化
[23:55] 因为AI股到现在为止
[23:58] 几乎有个特性
[23:59] 就是通常在法说会后
[24:02] 尤其是第一天
[24:03] 也许还有些涨
[24:04] 有些跌
[24:05] 但是无论涨跌
[24:07] 后面几乎都会先回撤
[24:10] 之后再走高
[24:11] 所以你不要太在意
[24:13] 法说会后的股价表现
[24:16] 你要在意的是他的说法
[24:18] 那很多通常在法说会后跌下来
[24:21] 反而很容易就是出现
[24:23] 这个短线的一个相对低点所在
[24:26] 所以回过头来不要说
[24:28] 因为当时有看到加股文借钱
[24:31] 所以导致就下跌
[24:33] 你就认为AI借钱是一个利空
[24:36] 这真的不是这样解读的
[24:39] 结论而言
