[00:00] 欢迎收听赵华谊股货载第1088集
[03:34] 台达电跟联发科的法说
[03:37] 到底开的怎么样
[03:38] 昨天光宝科
[03:39] 今天开高走低
[03:41] 怎样啦
[03:42] 凯哥今天有好多事情
[03:43] 要帮我们做解读
[03:44] 对
[03:44] 首先就是
[03:45] 第一个事件是四月底了
[03:46] 其实大家比较关心的是
[03:48] 未来的这个五月
[03:50] 到底市场的走向
[03:52] 会是怎么样的走向
[03:52] 因为我们在前几天
[03:54] 经过一个很大的洗刷的震荡
[03:56] 我们台积电突然活过来
[03:58] 我们突然结果说
[03:58] 我可不可以把他的持股比例
[04:00] 基金可以拉到25%
[04:01] 那两天其实台积电
[04:03] 这个航母顺便从千水艇浮出水面
[04:07] 所以很多中小股就跟着下来了
[04:09] 可是这一两天就发觉
[04:10] 好像航母也没有那么大的威力
[04:13] 因为他只是浮出水面之后
[04:14] 他就停在这里
[04:15] 他没有积极的前行
[04:17] 所以又让很多中小股
[04:18] 在这一两天又开始浮出水面
[04:20] 所以我们简单来讲
[04:22] 就是说你可以去看
[04:23] 那一天的大量的过程里面
[04:26] 其實現在大家比較擔心是OTC
[04:28] 我講白了
[04:29] 其實大部分人手上的股票比較多
[04:31] 還是OTC
[04:31] 其實大盤早上
[04:32] 有的人應該是不多
[04:34] 但是我要講說
[04:35] 他都已經告訴你
[04:37] 台積電可以買到25%了
[04:38] 所以你可以沒有台積電嗎
[04:40] 我覺得不行
[04:41] 我要講
[04:41] 趁台積電會這幾天回來的時候
[04:43] 你要做一點台積電的佈局
[04:45] 這會跟我們的五六月的市場
[04:47] 會很有息息的相關
[04:48] 然後再來就是你去留意
[04:50] OTC今天是站上了五日線之上
[04:54] 可是那一天的低點
[04:56] 很重要
[04:56] 那一个低点
[04:58] 基本上我个人认为
[04:59] 我个人判断
[05:00] 五月份是不会跌破的
[05:02] 五月份基本上它是安全的
[05:04] 所以基本上你就有一个想法
[05:05] 五月份凯哥对于
[05:08] 敏感性很高的OTC
[05:09] 认为是safe
[05:10] 对
[05:11] 如果是safe
[05:12] 是不是我们就是要
[05:13] 操作相对比较强势的族群
[05:16] 答案是yes
[05:17] 就是说你这时候
[05:18] 就是要去挑强势的族群去走
[05:20] 到什么时候结束呢
[05:21] 因为我们刚刚讲
[05:22] 主管机关是开放的投信
[05:24] 可以25%的台积电
[05:25] 可是投信大部分
[05:27] 他们都有当初发行的公开说明书
[05:29] 他们都要去改这个公开说明书
[05:31] 所以来回大概一个月的时间
[05:33] 也就是五月份
[05:34] 基本上他是不可能把台电往上买的
[05:37] 但是五月的下旬
[05:39] 可能有些人动作比较快的
[05:41] 陆续他的公文书就回来了
[05:42] 他就会开始增加台电持股比例
[05:45] 所以你可以看到
[05:45] 其实这时间点不是中小比较危险
[05:47] 这个时候是相对投信里面
[05:50] 他原本有一些是
[05:51] 就是基本盘的金融股
[05:53] 他觉得说感觉有点变激热了
[05:56] 因为他再怎么样都不会比台电强
[05:59] 对不对
[06:00] 我当说台电是因为我买
[06:01] 不能买往上买更多
[06:03] 那你说你叫我这时候去砍一些
[06:06] 很强势的中小股去补台积电
[06:08] 以我头信是比相对绩效而言
[06:11] 基本上是很尴尬的事情
[06:13] 我不可能去卖很强势的中小股
[06:15] 去买台积电
[06:16] 因为台电比快比跑短跑跑100公里
[06:21] 他绝对跑不过这些中小股
[06:22] 它一定是落后的
[06:24] 可是长期来看
[06:25] 基本上台电目前的价位是便宜
[06:28] 而且是非常便宜
[06:30] 因为其实市场都估计得出来
[06:32] 它的赚得多少钱
[06:33] 那你看很多中小股的本益比
[06:35] 现在都有60倍80倍
[06:37] 甚至于这个半导体的设备的公司
[06:40] 有的都已经快100倍的本益比
[06:41] 那台电现在本益比其实还是很低
[06:43] 所以它一定会挪一些金融股去台积电
[06:46] 甚至于有些你可以看到
[06:48] 有些投信已经在慢慢的
[06:49] 把它的现金不会拉高了
[06:50] 股票先不會拉高
[06:52] 其實除了撿一部分的中小電子股以外
[06:54] 還有一部分就是來自於金融股
[06:55] 但是你看他撿掉的那些中小型股
[06:58] 有因為他撿了就馬上死掉嗎
[07:00] 答案也沒有
[07:01] 他只要如果有投信再進來點火
[07:03] 他又會再被拉起來
[07:04] 例如說我們看統一主動
[07:06] 他去賣什麼星雲
[07:09] 他去賣環球金
[07:11] 基本上他沒有死
[07:12] 沒有死
[07:13] 為什麼
[07:13] 因為這時候還氣勢如虹
[07:15] 所以他不會死
[07:16] 可是等到台電開始浮出水面之後
[07:18] 这些气势可能就相对会消失
[07:21] 所以我们在讲的是说
[07:22] 你这时候来看
[07:23] 基本上我认为
[07:24] 五月份卖了之后
[07:27] 然后缩手
[07:29] 等到第三季之后再来买
[07:31] 我觉得它也是一个考量的策略
[07:33] 因为我们刚刚讲了
[07:35] 五月份至少不会跌
[07:36] 那你是不是应该要见好就收
[07:38] 这就是见仁见智
[07:39] 那如果是高手中的高手
[07:41] 你可以拖到五月最后一周
[07:43] 甚至于六月初再来卖
[07:44] 我觉得你都还得来得及
[07:46] 可以全身而退
[07:47] 但是如果你是属于
[07:49] 比较温吞的
[07:50] 像我这一种
[07:50] 比较温吞的
[07:51] 我是慢慢买
[07:52] 慢慢卖那一种
[07:53] 做波段型的
[07:54] 我觉得你可能就要考虑说
[07:56] 是不是从五月的中旬之后
[07:58] 过完母亲节之后
[08:00] 你就要为年底
[08:01] 给妈妈一个大红包
[08:02] 做准备了
[08:03] 如果是这样的想法
[08:04] 基本上就可以慢慢卖
[08:05] 所以我觉得
[08:06] 基本上这个时间点就是
[08:07] 中小股还会再活泼一段时间
[08:09] 但是你可以看到
[08:10] 其实今天有一些族群在涨
[08:12] 其实不是之前头绪买很多的
[08:14] 例如说刚刚赵老师就讲
[08:15] 机器人股
[08:17] 對 機器人股
[08:18] 這天就開始在動了
[08:19] 那為什麼它在動
[08:21] 其實很簡單的邏輯
[08:22] 就是它本來不是投信的主流
[08:25] 它有可能是五月底六月
[08:27] 整個投信股開始要進入整理的時候
[08:29] 它們會是新主流
[08:30] 所以這時間點其實不是
[08:32] 就是有一些新主流
[08:33] 其實慢慢在浮現了
[08:34] 為什麼
[08:35] 因為等到台積電的持股水
[08:37] 開始往上拉的時候
[08:38] 投信的重心會放在台積電
[08:40] 中小股基本上
[08:41] 它沒有大減碼就不錯
[08:43] 它不可能再大加碼
[08:44] 這時候主力會怎麼樣
[08:46] 主力就趁機的先把這些已經漲很多的
[08:49] 投信加持的中小股就優先下車了
[08:52] 反而是現在在漲的這些機器人
[08:54] 因為投信都沒有
[08:56] 所以他們不會下車
[08:57] 所以他們希望說投信會進來拱
[08:59] 投信不進來拱他們就繼續拉
[09:00] 這就是一個操作的邏輯
[09:03] 所以我們其實投資是要看一個邏輯
[09:06] 而且不要忘記機器人他還是顯學
[09:09] 他不是就是nobody
[09:11] 他還是一個顯學
[09:13] 只是現在機器人裡面有很多
[09:14] 他們居然說他們也做CPU
[09:16] 我就大漲了
[09:17] 那原本機器人在哪裡
[09:19] 原本機器人還在後面
[09:20] 所以現在是他的籌碼洗得夠乾淨
[09:23] 其實就會發動我記得有一次我們來的時候好像趙偉又問到議長說羽絨我說他剛發完CB所以他短線籌碼就在整理過程裡面今天也拉一根漲停
[09:34] 對 就告訴你什麼
[09:35] 他的這個CB的幅額的籌碼
[09:38] 也洗得差不多了
[09:39] 所以就順勢拉升了
[09:40] 所以告訴你說
[09:41] 其實機器人可能是
[09:43] 後面可以看的股票啦
[09:44] 所以我們回過頭來
[09:46] 簡單來講一下
[09:47] 就是第一個是
[09:48] 我們現在在擔心的是
[09:49] 整個盤式的架構
[09:51] 整盤式的架構其實
[09:52] 老實講看台灣有點不太準
[09:54] 因為台灣現在有個台積電
[09:55] 未來會拉到25%
[09:56] 所以大盤不容易大跌
[09:58] 但是你要關心的是美國的情形
[10:00] 就是第一個是納指
[10:02] 納指的近期的低在245 24
[10:05] 費辦的前低在9865.7
[10:08] 這兩個位置都會影響到台灣的心裡面
[10:11] 就是等他們都沒有跌破這兩個的低點
[10:14] 基本上我認為台灣就走自己的路
[10:16] 他不會太理國際的局勢
[10:18] 就是你美伊戰爭再度開打
[10:20] 其實台灣也不見得會大跌
[10:22] 因為畢竟該怕的時候已經怕過了
[10:24] 現在就是沒有再怕了
[10:26] 所以他只要沒有造成心理的恐慌
[10:28] 他是不至於大跌
[10:29] 那你回過來看
[10:31] 台灣的大盤
[10:32] 他今天才剛破五日線
[10:33] 那我說因為台積電的關係嘛
[10:35] 所以他的重心不會是我們的重心啦
[10:37] 我們的重心就是在OTC
[10:39] OTC的五日線在381.6
[10:41] 今天收385
[10:43] 所以他還有將近四大點
[10:45] 所以基本上
[10:46] OTC四大點其實就空間很大囉
[10:49] 他就可以讓你有很多的有刃有餘
[10:51] 游刃有余
[10:52] 那我们接下来看的是
[10:53] 昨天公布财报的Google
[10:55] 他数字非常的好
[10:56] 所以今天夏宇连发哥
[10:57] 不会讲太差
[10:58] 但是他也不可能讲太好
[10:59] 为什么
[11:00] 因为他有手机的业务
[11:02] 他怎么可能
[11:03] 手机业务会变很好
[11:04] 不可能
[11:05] 所以他
[11:06] 我可以讲亮点
[11:07] 一个就是
[11:07] 他帮Google开发TPU
[11:09] 另外是
[11:10] 他自己本身也在开发CPU
[11:12] 这个就是
[11:13] 我今天在我的程序上写的
[11:15] 我说
[11:15] 现在感觉有一点点的是
[11:17] 这个AI的云端的部分
[11:19] 长不太动
[11:20] 但是云端
[11:21] 的Kleidon的接收端的CPU
[11:24] 开始活过来
[11:25] 我在前两
[11:26] 前几次就讲说
[11:28] 感觉AMD明显在转强
[11:30] 从那时候讲完之后
[11:31] 其实AMD就一直往上涨
[11:32] 一直往上涨
[11:33] 最近是AMD涨完了
[11:34] 现在换Intel在涨
[11:35] 其实他们在涨什么
[11:36] 他们都在涨
[11:37] 云端接收端的CPU
[11:39] 云端接收端的CPU
[11:41] 所以基本上
[11:43] 它还是一个在云端的架构里面在涨
[11:45] 只是它已经从云端涨到Kleidon
[11:49] 所以它还在涨
[11:50] 所以我觉得今天联发科
[11:52] 讲的不会太差
[11:53] 但是你要注意
[11:53] 联发科的这个Google的TPU
[11:56] 谁帮他做探针测试
[11:58] 就是庸智
[11:59] 庸智这几天也突然就活过来了
[12:02] 但我没有说这样要去追
[12:03] 因为2000了
[12:04] 因为他真的长太快了
[12:07] 我只能讲长太快
[12:08] 但是你说凯克长太快不要买吗
[12:10] 不是哦
[12:11] 长太快要找机会买
[12:12] 我之前有讲过了
[12:13] 那个ABF基本上
[12:15] 我说他就是趋势上的股票
[12:17] 所以你看那时候讲
[12:19] 我说新星还会往上看
[12:21] 新星那时候还在500 600
[12:22] 我们说应该有机会看到800
[12:24] 他已经涨到800
[12:25] 现在又能调到1000
[12:26] 就告诉你说
[12:27] 他们主要在涨什么
[12:28] 在涨就是涨价题材
[12:30] 因为我们上次有讲过
[12:32] 波布在去年第四季跟今年第四季
[12:35] 就大幅的涨价
[12:36] 所以他们在第一季
[12:38] 没有办法完全转嫁给NVIDIA这样的客户
[12:41] 所以他第二季就开始说
[12:42] 我第二季要开始涨价了
[12:43] 我已经吸收了一部分的成本
[12:46] 第二季我就是涨价有理
[12:48] 我就要充分的涨价
[12:49] 所以你看
[12:50] 在宅板厂商
[12:51] 基本上一路的往上爬
[12:52] 那你回过来看就是说
[12:54] 我们在看的这些族群
[12:56] 你说能不买吗
[12:58] 我觉得不行
[13:00] 因为这行情还在往上爬
[13:02] 除非你就是决定
[13:03] 要提前开始缩手
[13:05] 否则你就变成是
[13:06] 要随机的轮动
[13:07] 随机的轮动
[13:09] 因为我也知道说
[13:10] 有很多地方飞上天之后
[13:12] 大家要追起来的感受
[13:13] 真的蛮痛苦
[13:14] 例如宅板就是其中一个
[13:16] 对不对
[13:16] 那因为好朋友
[13:18] 他也是说
[13:19] 当看到载板的评价
[13:21] 都已经到这样的程度的时候
[13:22] 也无言
[13:23] 还有就是同博基板
[13:25] 但是这两个族群是
[13:26] 只要去拜访
[13:27] 他们就会告诉你
[13:29] 我们的获利
[13:29] 会比当初预期还要更好
[13:31] 就是不停地
[13:32] 缴出这样的成绩
[13:33] 那有时候事情就是
[13:35] 多头市场看一个气势
[13:37] 当然他们的业绩有成长
[13:39] 但是有时候
[13:39] 能对应到一千块的股价吗
[13:41] 可能你以常理来看
[13:43] 还是会觉得有点夸张
[13:44] 但就是如此
[13:45] 那探针系列也是如此
[13:47] 就是业绩是很明显成长
[13:50] 但是对应得了
[13:51] 涨了四五倍
[13:52] 甚至十倍的股价吗
[13:53] 现在在气势上面
[13:55] 其实资金很集中在这些族群
[13:57] 尤其是越涨到
[13:59] 大家不敢买的时候
[14:00] 他的筹码
[14:01] 其实相形之下越干净
[14:02] 越容易被内资大户
[14:04] 甚至投信
[14:05] 甚至外资
[14:06] 来做一个更猛的一个掌控
[14:09] 所以我觉得凯哥
[14:10] 讲了一个事情很重要
[14:11] 不管刚刚讲到多少题材
[14:13] 其实像今天还有一个转强
[14:15] 是低轨卫星
[14:15] 对不对
[14:16] 那大家有下去的时候
[14:17] 只要他是今年的题材上
[14:19] 我觉得不能到没有
[14:21] 只是多跟少的问题
[14:22] 如果你很有信心
[14:24] 你当然可以包牌宅版嘛
[14:26] 虽然今天景硕比较弱
[14:27] 可是其实过去几天
[14:29] 就是在
[14:29] 他也是曾经有一段大涨特长
[14:32] 包牌策略
[14:33] 或者是你觉得PCB上游
[14:35] 刚好最近破千步
[14:35] 其实是比较震荡的
[14:37] 那你要去做一些投入
[14:39] 或者是像赵华
[14:40] 一直都会蛮关注同博
[14:42] 因为我很相信
[14:43] 同博的涨价升级
[14:45] 金居是非常的得力的
[14:46] 诸如此类
[14:48] 就是你多多少少
[14:49] 一定要有一点
[14:50] 你听得下去
[14:51] 和抱得住的
[14:52] 多跟少而已
[14:53] 那如果说你真的听得下去
[14:56] 但是你觉得你抱不住
[14:58] 我也常常说
[14:59] 刚刚凯哥提到的
[14:59] 主动式ETF
[15:00] 他们目前都还要去送公文
[15:02] 修改他们的一些规则
[15:03] 例如说他本来单一持股的上限
[15:05] 是10%的
[15:06] 他总是要改
[15:07] 那最近几天
[15:08] 赵华也有提到
[15:09] 他们就算有额度
[15:11] 也没有去买台积电
[15:12] 有很大的一个原因是
[15:14] 他们并不想要在台积电冲到2330的时候
[15:17] 大家疯狂去
[15:18] 为了那一点还没有买的额度就买进去
[15:21] 对大家也没那么傻
[15:23] 资金现在要有效率
[15:25] 可是等到章程修改之后
[15:28] 而台积电最近也顺势回挡了
[15:30] 我也非常认同凯哥讲的
[15:31] 您不能没有台积电
[15:33] 你不要去追台积电
[15:35] 可是三月台积电不是有回到17字头吗
[15:38] 也许现在没有
[15:40] 可是他从2330回到21
[15:42] 甚至接近20多少的时候
[15:44] 是不是又可以重新再布局一点
[15:46] 我觉得用这样的思维
[15:47] 大家就比较不会在
[15:49] 台股往上冲的时候
[15:50] 患得患失
[15:51] 然后恐惧感很深
[15:52] 尤其我觉得
[15:53] 不用对台积电有恐惧感
[15:55] 就算你真的插旗在2330好了
[15:58] 日后也会解套
[16:00] 只是需要时间
[16:01] 是
[16:02] 所以我们刚刚讲说
[16:03] 其实台建身为一个航母
[16:05] 尤其是政府很主动的
[16:07] 把它的持股比例往上拉
[16:08] 就是护盘
[16:09] 其实讲白就是政府想要做多
[16:11] 我讲白就这样子
[16:12] 因为今年我们政府要选举
[16:14] 我们政府最大的绩效
[16:17] 就是指数非常的漂亮
[16:18] 是全球之冠
[16:20] 这确实是可以让我们政府拿出来
[16:23] 不是说嘴
[16:24] 是拿出来秀在手上
[16:26] 我们在看最近
[16:28] 刚刚赵老师在讲同博这件事情
[16:30] 也在讲到金居这件事情
[16:31] 我就想到其实我在很早以前
[16:33] 大概好几个月之前
[16:35] 我在讲说
[16:35] 那个M8跟M9的变化里面
[16:37] 还记得吗
[16:38] 我说其实现在是一个M8 Plus的世代
[16:41] 但其实现在市场
[16:42] 就是把这件事情扩大
[16:44] 就是说进入M9之后
[16:45] 会用到很多的波布
[16:47] Q部
[16:48] 用到很多Q部
[16:49] 就是时音部
[16:50] 那你说时音部的时候
[16:51] 基本上它就可以减少
[16:52] 同博的用量
[16:53] 可是那个不是当下
[16:55] 那不是当下
[16:56] 那是未来
[16:57] 未来
[16:58] 所以你用这个时间
[16:59] 你去说金居就未来怎么样
[17:01] 金居现在唯一的问题是说
[17:03] 因为它的产品
[17:05] 那个高级的东西
[17:07] 它现在量放不出来
[17:08] 表示什么
[17:09] 市场是有需求
[17:10] 可是它的量不够大
[17:12] 而且产业率不够高
[17:13] 所以它现在量放不出来
[17:14] 你把它拿来当作是一个
[17:16] 缺点去攻击它
[17:17] 我觉得这样就是有瑕疵的
[17:19] 而且是不厚道的
[17:20] 因为它不是做一个低阶的东西
[17:22] 一直做不好
[17:24] 而是它是做一个很高阶的东西
[17:26] 而这东西是在未来
[17:29] 这个高阶伺服器持续要用的
[17:31] 除非你进入M9
[17:32] 我之前讲过
[17:32] 因为M9基本上它用的
[17:35] 就是要用到死因补
[17:36] 那死因补就是很贵
[17:37] 而且量也很少
[17:38] 所以他也不可能马上就大量生产
[17:41] 所以这种就是一个消长的过程
[17:45] 所以我觉得这个金句被杀的有点冤枉
[17:48] 其实像华通也是
[17:50] 就是你去想一件事情
[17:52] 低轨卫星跟低轨data center
[17:56] 是同样一件事情吗
[17:57] 是不一样的一件事情
[17:58] 低轨的资料中心没有办法成型
[18:03] 对谁影响比较大
[18:04] 是对钙太矿影响比较大
[18:06] 好久没有再聊这个
[18:08] 因為他們需要在Data Center上面
[18:10] 建很多的太陽能板去吸收電能
[18:13] 那低軌衛星是什麼
[18:15] 低軌衛星是要把火箭發射到外太空去
[18:18] 它就是需要滑通這些PCB板
[18:21] 沒有錯
[18:21] 我之前講過
[18:23] 因為Space它的這個供應鏈
[18:26] 基本上它是全球獨家的
[18:28] 也是全球領先的
[18:30] 所以未來要發射低軌衛星的廠商
[18:32] 都要來尋求這一條供給線的資源
[18:35] 那這條供給線再來
[18:37] 就在台灣嘛
[18:38] 所以華松就是這條線的領頭羊
[18:40] 所以他被殺下來
[18:42] 其實投信還一直賣
[18:44] 我就覺得
[18:45] 我覺得投信早晚是要認錯
[18:47] 那果然這兩天投信就有點稍微發覺好像自己
[18:50] 好像有點賣不太對
[18:51] 就稍微有點回補了
[18:52] 回歇
[18:53] 可是這兩天就談起來了當然想說其實這裡面還是有很多可以去關注為什麼因為今年X-Space就要掛牌了它一定是市場的重中之重市場的關注的焦點會在這裡
[19:04] 所以我覺得很多股票是這樣子
[19:06] 就是它本來在趨勢上
[19:08] 它突然殺下來
[19:09] 你就要先問說
[19:10] 第一個是趨勢改變了嗎
[19:11] 如果今天趨勢是改變了
[19:13] 那當然就另當別論
[19:15] 如果今天趨勢是沒有改變
[19:16] 純粹只是部分的法人
[19:19] 或是部分的公司派
[19:21] 自己覺得股價太高了
[19:22] 想要壓低一下股價
[19:23] 那我觉得你怎么压
[19:25] 他就怎么上来
[19:26] 对大概就这样子的结构
[19:27] 好因为凯哥之前也是投信出身的
[19:30] 但是我也不得不说
[19:31] 这个主动式的ETF
[19:33] 跟当年我们去看基金经理人的操盘的方式
[19:36] 现在真的帮市场增添了诸多乐趣
[19:40] 真的是叫诸多乐趣
[19:42] 因为以前我们会看
[19:44] 没有错盘后投信来买了
[19:46] 可是事实上你要在细部去查说
[19:48] 到底是哪一个基金买的
[19:50] 真的是非常不简单
[19:51] 对
[19:51] 除非你有认识经理人或什么的
[19:54] 对
[19:54] 可是现在因为主动式的ETF
[19:55] 他每天盘后
[19:57] 最晚大概就是六点左右
[19:59] 就是会公布到底买卖了什么公司
[20:02] 真的很有意思
[20:03] 那刚刚讲到华通
[20:04] 其实我觉得
[20:05] 我现在的想法
[20:06] 跟凯哥这一点是讲的一样的
[20:08] 卖卖卖卖卖
[20:09] 对不对
[20:09] 没有错
[20:10] 投信卖下来的
[20:11] 就是因为这个OpenAI上面说
[20:13] 上太空有疑虑
[20:13] 但是你回到他们的本质上面
[20:16] 低轨卫星本身发射的颗粒数
[20:19] 在下半年是增加的
[20:21] 然后苹果下半年
[20:22] 也会有所谓的折叠机
[20:24] 和i18等等的一些效益
[20:26] 华通本来就是吃这个的
[20:28] 所以它的业绩
[20:29] 在下半年的成长
[20:29] 本来就跟
[20:30] 到底要不要AI太空
[20:32] 没有什么关系
[20:33] 但是本梦比包上去
[20:34] 评价就提升了
[20:35] 那评价拿掉
[20:37] 投信买买买
[20:38] 可是过一会儿
[20:39] 大家会觉得
[20:39] 那其他的都涨高了
[20:41] 我也不可能满手都宰版
[20:43] 那我还是得回来
[20:45] 买一些有全职
[20:46] 而且有题材的东西
[20:48] 机器人看来会是一个
[20:50] 低轨卫星应该会重回头信的怀抱
[20:52] 我觉得这个是主动CTI每天在那边换换换
[20:55] 然后你在那边看看
[20:56] 觉得很有趣的一件事情
[20:58] 什么意思呢
[20:59] 就是大家希望的火种其实不用灭掉
[21:02] 如果你的股票是热头上的
[21:04] 你的火种不用灭掉
[21:05] 假设CPO
[21:06] 为什么这几天我一直在说
[21:08] CPO终于又来了
[21:09] 有人又回到月线
[21:10] 但他对我来说比较痛苦的
[21:12] 当然是他的分盘交易
[21:13] 昨天还有人传讯跟我说
[21:15] 赵华现在分盘交易也很简单
[21:17] 不用太担心
[21:18] 什么还要另外砸钱
[21:20] 我知道啊
[21:21] 现在很简单
[21:22] 你用APP
[21:23] 你只要盘前
[21:24] 或者是盘中
[21:25] 就说你要圈钱
[21:26] 你按一个
[21:27] 它就会帮你圈的
[21:29] 只要你户头的钱够
[21:30] 可是你要20分钟后
[21:31] 你才知道
[21:32] 你戳的价钱戳得到戳不到
[21:34] 你又不想要追高高
[21:35] 或是你又不想要卖滴滴
[21:37] 我就觉得这种事情
[21:38] 就很烦嘛
[21:39] 所以他们就有一点这问题
[21:41] 但是可以看得出来
[21:42] 今天他们大复活的话
[21:44] 我们要知道CPU没有死掉
[21:46] CPU想要减便宜的朋友
[21:48] 有可能要看一下了
[21:50] 是
[21:50] 其实我们刚才讲
[21:51] 这个投信的
[21:52] 这个操作
[21:53] 你就觉得说
[21:53] 真的好奇怪
[21:55] 就是我真的看不懂
[21:56] 他们在抄什么
[21:57] 买卖卖卖
[21:58] 比如说像
[21:59] 我们之前提过晶圆店
[22:00] 是
[22:01] 投信到昨天还在卖
[22:02] 对
[22:03] 可是今天好像就被修理了
[22:04] 对
[22:05] 对对对
[22:06] 晶圆店今天大涨
[22:06] 就明显的被修理
[22:08] 等一下看一下盘后
[22:09] 搞不好有人买啊
[22:10] 对
[22:10] 就是今天明显就是
[22:12] 可能有一定的人觉得
[22:14] 这个晶圆店
[22:15] 好像有点
[22:15] 委屈
[22:16] 太委屈了
[22:17] 委屈啊
[22:17] 而且我们在讲金元链
[22:18] 我们也讲齐邦
[22:19] 齐邦从140
[22:20] 已经涨到170、180了
[22:22] 这也是投信养上去
[22:24] 可是金元链反而是从
[22:25] 那个位置还继续往下跌
[22:27] 所以你就感觉到说
[22:28] 其实不见得投信卖
[22:30] 就一定是不好
[22:32] 我就说第一个是趋势有没有改变
[22:34] 第二个是形态也没有改变
[22:35] 如果形态没有改变
[22:38] 或是趋势没有改变
[22:39] 那你可以等待
[22:41] 形态转折的时候回来买
[22:43] 例如说我们常常讲月线
[22:44] 当月线又勾起来的时候
[22:46] 它就是一个很好的买点
[22:47] 那今天金元店
[22:48] 也许他的月线
[22:49] 还没有勾起来
[22:50] 但是他告诉你
[22:50] 今天已经有人在做支撑了
[22:52] 就告诉你说
[22:53] 他已经杀不下去
[22:53] 那你就观察
[22:54] 他什么时候月线开始翻扬
[22:56] 你今天月线向上咯
[22:57] 对你看
