[00:00] 歡迎收聽趙華與古惑仔第1033集
[08:00] 我真的是比較常講細光子
[08:02] 但是也很常提醒大家
[08:05] 這個產業就是這樣
[08:05] 長起來無法無天
[08:07] 本一筆無限上綱
[08:08] 然後也受到
[08:10] 輝達跟臺電的認可
[08:11] 說他們絕對會加速運用
[08:12] 所以他們的成長性
[08:14] 跟題材性
[08:15] 是不容小覷的
[08:16] 但是你說
[08:17] 蓮芽長到一千多
[08:18] 它今天是一個點停板
[08:19] 怎樣
[08:19] 沒怎樣啊
[08:20] 對 怎樣啊
[08:21] 一百多倍本盈比
[08:22] 要怎樣呢
[08:23] 對
[08:23] 所以如果喜歡這個族群
[08:25] 就跟有的人
[08:25] 很擅長做記憶體
[08:26] 有人一進到記憶體
[08:27] 就被扒一樣
[08:28] 很擅長的這個族群
[08:29] 就是它在回答
[08:30] 比較深的時候
[08:31] 你要有信心
[08:32] 它在長很多的時候
[08:33] 你要開心
[08:34] 然後可能適度的停利
[08:36] 那你賣飛了
[08:38] 這個領域
[08:40] 它就是極度的高本益比
[08:41] 跟極度活潑
[08:42] 後來Lumenton又來了
[08:43] 對
[08:43] 就又漲起來了
[08:44] 它都已經
[08:45] 我記得Lumenton也已經
[08:46] 殺到季線
[08:47] 甚至破季線
[08:48] 前一陣子
[08:48] 對
[08:48] 它就復活了
[08:49] 所以你會看到
[08:50] 資金輪動的過程
[08:51] 就是這樣
[08:52] 前面先跌的
[08:53] 你稍微資金掙一下
[08:54] 它就輪動到這邊去
[08:56] 然後或者是像
[08:57] Apple昨天也是漲的
[08:58] 是Apple是漲的
[08:59] 這代表的是
[09:00] 美股的資金
[09:01] 它開始從那些
[09:02] 很高估值的
[09:03] 風吹草動的
[09:04] 往這些已經疊深
[09:06] 或者是相對防禦型的概念去走
[09:08] 那這我覺得它是一個
[09:10] 在多頭市場裡面
[09:12] 我們會觀察到的現象
[09:13] 所以你看
[09:14] 納斯達克疊破季線
[09:15] 但我其實一點都不擔心
[09:17] 我完全不擔心
[09:18] 因為你本來多頭輪動的格局裡面
[09:20] 適當的良好的修正
[09:22] 你把一部分的籌碼
[09:23] 美股也有籌碼的問題
[09:25] 它洗一洗以後會不會再上
[09:26] 我認為機會很大
[09:28] 因為這一次像是
[09:30] 納斯達克指數的高點是在11月
[09:32] 它已經
[09:33] 我們臺股是不斷創新高
[09:34] 他還沒創新高
[09:35] 但我們知道
[09:36] 如果多頭的市場
[09:38] 我們以美股為首的話
[09:39] 那美股是不是
[09:40] 假如我的心裡面想法
[09:42] 他真的要創新高
[09:43] 那他回撤季線
[09:44] 格蘭幣八大法則就告訴你
[09:46] 技術分析你要當買點
[09:47] 那如果我們的預設的情境
[09:50] 是他真的要創高
[09:51] 臺股也能跟著創高
[09:52] 我完全不覺得這些震盪
[09:54] 你要把它當成是一種
[09:56] 哇什麼做頭啊恐慌
[09:57] 我覺得大可不必
[09:58] 你應該要把它視為
[10:00] 是一種回檔修正
[10:01] 讓你重新上車
[10:03] 減便宜的好機會
[10:04] 好那我們也常跟大家分享
[10:06] 如果你說現在
[10:07] 有沒有什麼崩盤的條件
[10:09] 其實看不太出來
[10:10] 但美股有沒有走弱
[10:11] 美股有美股有走弱
[10:13] 那斯達克破紀線
[10:14] 如果以我的投資邏輯來說
[10:16] 我自然是不擔心的
[10:17] 因為我是喜歡減便宜的那一種人嘛
[10:20] 可是也不得不講
[10:21] 如果美股他們有持續
[10:23] 就是例如說大家
[10:24] 因為現在道瓊還沒有
[10:26] 如果其他的也跟
[10:27] 科技股也跌
[10:28] 而非科技類的也跌
[10:30] 那可能就會是一個系統性的狀況
[10:32] 可能大家就要稍微留意一下
[10:34] 因為畢竟
[10:35] 當然有很多的股票
[10:37] 因為在K型社會里面
[10:38] 不見得有漲
[10:39] 那現在也許會從高位階
[10:40] 跑到找低位階
[10:41] 像昨天蘋果的漲
[10:42] 就是一個sign
[10:43] 只要他還在這樣輪動的過程
[10:45] 那就沒有什麼問題
[10:46] 最怕的就是高位階跟低位階
[10:48] 都一起開始下殺
[10:50] 那就會代表整體上
[10:52] 不管是
[10:53] 因為市場的公式很有趣
[10:55] 他就是會同時覺得
[10:56] 好現在AI好像真的
[10:58] 泡沫要修正一下了
[10:59] AI的資本支出
[11:00] 真的得不到回收了
[11:02] 川普的胡搞瞎搞
[11:03] 真的會讓這個
[11:04] 可能利率的決策上
[11:06] 出現一個什麼問題
[11:07] 總之市場會緊張
[11:08] 就像黃金白銀
[11:09] 你說漲那麼多
[11:10] 很奇怪沒看過
[11:12] 可是他就是市場決定如此的
[11:13] 那瞬間崩
[11:14] 那比特幣也崩
[11:16] 這些全部就是市場
[11:18] 在融合了一個共識之後
[11:19] 造成的結果
[11:20] 那我們從旁邊
[11:21] 我們還是會做一些預測
[11:23] 例如像我跟小明
[11:24] 現在還是覺得說
[11:25] 即使是如此
[11:26] 並沒有聞到
[11:27] 這個大恐慌跟大崩盤的味道
[11:29] 但是我們在股票市場裡面
[11:32] 我們最好就是把對策給做起來
[11:35] 以及熟悉你手上持有的東西
[11:38] 它的特質是什麼
[11:39] 對
[11:39] 我說像納指跌破季線
[11:41] 我今天做的事情是什麼呢
[11:42] 我今天做的事情就是去買
[11:44] 連結納指的ETF
[11:46] 小買啊
[11:46] 臺股跌破約線
[11:48] 我就會小買了
[11:49] 那為什麼納指跌破季線
[11:51] 我不買呢
[11:51] 納指本來就是科技相關的
[11:53] 但因為我之前很喜歡買的是費辦
[11:55] 費辦我已經不少了
[11:56] 所以我今天早上就有去
[11:57] 問了一下我的partner阿格力
[11:59] 我就說
[11:59] 那個臺股去連結納指的ETF啊
[12:02] 你覺得哪一個比較好啊
[12:04] 他就跟我說有兩檔嘛
[12:05] 一個00662一個98009800當然是新的所以一萬多就有了那662是舊的好像是富邦的吧它已經一百塊了一百零一塊所以你買一張要那一個十萬塊錢
[12:17] 然後他就講了一句說
[12:18] 雖然後面發的9800
[12:20] 它的管理費是比較低
[12:21] 後發的大家可以注意
[12:23] 如果同樣的指數
[12:24] 美國和臺灣都一樣
[12:25] 後發的它的管理費一定比較低
[12:27] 對
[12:27] 可是他說
[12:28] 因為他後發
[12:29] 他可能沒有像前面662
[12:31] 他已經複製指數一段時間了
[12:34] 所以662其實績效是比較正確的
[12:36] 比較好一點的
[12:37] 那9800相較之他績效反而差一點點
[12:41] 可是他的好處是什麼
[12:41] 一萬出頭
[12:42] 11塊10塊多而已
[12:45] 對就可以買了嘛
[12:46] 然後我就說
[12:47] 因為納指鐵撥記線
[12:48] 我現在想要來建立一點
[12:50] 除了費辦之外的美國指數了
[12:52] 對對對
[12:52] 所以後來我就從這兩檔裡面
[12:54] 就各自有買一些這樣子
[12:56] 但他講完之後
[12:57] 我突然有一個很有趣的靈感
[12:58] 等一下我讓小明先講產業
[13:00] 我再來講
[13:00] 因為今天有人問我說
[13:02] 這個993A為什麼要買中華電
[13:04] 就0093A為什麼要買中華電
[13:07] 我等一下會來跟大家分享
[13:08] 投資ETF要有正確的想法
[13:11] 但是我現在先讓小明繼續接著講
[13:14] 今天盤邊上
[13:15] 剛剛我們已經提醒大家了
[13:16] 美股就是漲多回檔
[13:17] 但是地位街又補起來
[13:19] 那臺股的整體的輪廓
[13:21] 你覺得還是健康的嗎
[13:22] 我覺得臺股的輪廓還是很健康
[13:25] 因為你前面漲那麼多
[13:26] 就像剛剛一開始講的
[13:28] 聯亞漲那麼多
[13:28] 你跌一天又怎麼樣
[13:29] 真的是又怎麼樣
[13:31] 光順可以現在曾經1800
[13:33] 也曾經1100
[13:34] 也曾經1000以下
[13:35] 對啊
[13:35] 它後面不是就補了
[13:36] 大家三根漲停板上來嗎
[13:38] 所以我覺得臺股
[13:39] 目前我自己是不擔心
[13:41] 可是你說今天這個盤面
[13:42] 我確實很不舒服
[13:44] 因為我自己的操作邏輯
[13:46] 我們還是會盡量
[13:46] 往一些熱門的主題
[13:47] 還是希望找熱門的
[13:48] 對啊
[13:49] 那熱門的這種
[13:50] 當然你在震盪的時候
[13:51] 它一定會是第一個資金
[13:53] 先流出去的地方
[13:54] 所以雖然你說有賠錢嗎
[13:56] 沒有
[13:56] 可是你獲利回吐
[13:58] 就是不開心
[13:59] 所以今天的盤真的是不開心
[14:00] 是獲利回吐盤
[14:01] 沒錯
[14:01] 是那你說對這個行情的看法
[14:04] 那當然既然我們已經把前面鋪成好了
[14:06] 也就是臺股的多頭不變
[14:07] 我會認為啦
[14:09] 你包含像是就聊一下
[14:11] 盤面上面一些
[14:12] 我們先講一些比較強勢的股票好了
[14:14] 強勢的股票一定都是集中在太陽能
[14:16] 雖然我不愛這個族群
[14:17] 但是要正視他就是這樣
[14:20] 對就是他股價就是會漲
[14:22] 然後會噴
[14:23] 但我就是不愛
[14:24] 我真的還是很喜歡那些有基本面的股票
[14:26] 那這個就大家自己去做選擇
[14:29] 可是另外的話
[14:30] 你會看到像是在最近這幾個交易日
[14:33] 蓋太曠
[14:34] 蓋太曠
[14:35] 真的我覺得很多人還搞不清楚它是什麼
[14:38] 沒錯
[14:38] 那我等一下也可以聊一下
[14:40] 因為我們有做過研究
[14:41] 那除此之外
[14:42] 這些是盤面上面的熱門股
[14:43] 那今天相對的可能會最近比較多人問的
[14:46] 像是什麼
[14:46] 鴻海一直都不漲嘛
[14:48] 然後還有
[14:48] 老AI嘛
[14:49] 偉創廣達
[14:50] 都不動
[14:51] 都不動嘛
[14:51] 然後再來的話就是跟那個
[14:54] 我覺得最近問很多
[14:56] 聯電世界先進
[14:57] 這兩個也是
[14:57] 還有沒有舊
[14:58] 還有沒有舊
[14:59] 然後還有群創友達
[15:00] 是不是要反彈呢
[15:02] 還有聯發科
[15:03] 昨天其實法說講得不好
[15:04] 但他看起來非常抗跌
[15:06] 對聯發科也是
[15:07] 可是他應該相對是千金股
[15:09] 位階也還蠻高的
[15:10] 我覺得大家現在會在意的就是
[15:12] 之前的同板股好像漲了一段
[15:14] 那現在回檔能不能買
[15:15] 所以快速來幫大家解讀一下好了
[15:17] 我想聯電跟世界先進這一組的話
[15:19] 會是我第一個先關注的
[15:22] 原因是聯電
[15:23] 其實我覺得他上禮拜就要反
[15:24] 這禮拜就要反彈
[15:25] 跌好重
[15:27] 他跌很重
[15:27] 那他法說會沒有講的不好
[15:29] 這個上禮拜應該有很多達人也都講過了
[15:32] 但是呢
[15:33] 在這個禮拜的話是被世界先進拖累
[15:35] 因為他一個法說接著一個法說
[15:38] 那我們會變成一個法會接著一個法會
[15:40] 原本聯電該反彈
[15:41] 然後結果世界先進的法說完以後
[15:44] 那世界先進連續兩根
[15:45] 那等於是聯電他在這個地方
[15:47] 自己獨自反彈也很奇怪
[15:49] 所以我認為啦
[15:51] 以成熟製程
[15:51] 因為我跟趙華也聊過很早
[15:53] 我們有說臺廠的成熟製程
[15:55] 今年其實漲價應該是不一定有的
[15:59] 對
[15:59] 原來是小明
[16:00] 我在想到是跟誰講
[16:02] 就是我們有問過
[16:03] 他們至少到我們問的那一天
[16:06] 他們是沒有漲價計劃的
[16:07] 沒錯
[16:07] 所以我們早就知道了
[16:09] 他的基本面
[16:10] 他的fundamental就是長這樣
[16:11] 那現在股價回檔修正
[16:13] 我覺得市場就有點
[16:15] 像是把過去的很高度的期待
[16:17] 做一輪修正
[16:18] 但不代表這個產業
[16:19] 他的低潮已經
[16:21] 就是沒有過去
[16:22] 他是已經過去的
[16:23] 是
[16:24] 我覺得很好笑
[16:25] 券商也蠻那個的
[16:26] 現在券商寫報告
[16:27] 有的很活潑
[16:27] 他的意思就是說
[16:28] 這個幻想是豐滿的
[16:30] 可惜現實很骨感
[16:32] 他在講這兩家的法說
[16:33] 但他們講出一個現實
[16:34] 就是說
[16:35] 如果今天聯店跟世界資訊
[16:36] 還是原本的價錢
[16:37] 就是一個一百塊以下
[16:38] 一個四十塊
[16:39] 那他們這個法說
[16:41] 不會變法會
[16:41] 對沒錯
[16:42] 可是因為他們漲了七八成了
[16:44] 你說法說變法會嗎
[16:45] 你要這樣講也行
[16:46] 可是他們目前
[16:47] 離他們起張點
[16:48] 都還是各自有蠻大的距離
[16:49] 沒錯
[16:50] 所以這個就是股價的位階
[16:51] 對於訊息反應程度的不同
[16:54] 這個一定要大家要理解
[16:55] 那我們要講的
[16:57] 如果以產業來說的話
[16:58] 我們就是會跟你講說
[17:00] 它最糟糕的情況
[17:01] 大概就是過去那幾年
[17:02] 所以後面在這個位置
[17:04] 可能大家就是去觀察
[17:05] 法人有沒有回頭買
[17:06] 我有看到聯電確實
[17:07] 在外資跟投信有回頭
[17:09] 所以這個族群有回檔修正
[17:12] 只要它止跌
[17:13] 那我想大家可以用
[17:14] 回後買上漲的邏輯
[17:15] 那像群創的話
[17:17] 它就像是我們之前講的
[17:19] 股價淨死筆的概念
[17:20] 而且群創跟友達有一個問題
[17:22] 是它從頭到尾
[17:23] 法人幾乎都是站在賣方
[17:25] 對
[17:25] 不過群創最近好像頭信外資又回來
[17:28] 群創最近外資又回來
[17:29] 可是我們說的是前面上漲的那段
[17:31] 那段時間外資是站在賣方的
[17:34] 所以他的籌碼就沒有這麼的好
[17:37] 那現在的反彈的話
[17:38] 我覺得他還被月線壓著
[17:39] 我說群創啦
[17:40] 還被月線壓著
[17:41] 所以可能在還沒有站上月線之前
[17:43] 我的看法都會比較偏保守
[17:45] 但友達是因為這一次
[17:47] 真的是被蓋太曠跟地委衛星救起來
[17:50] 蓋太曠
[17:50] 就是昨天我才也是首次聽到
[17:53] 大家不停的在講Gay太曠
[17:55] 對不對
[17:55] 然後我就說
[17:56] 大家說很饒口
[17:57] 很難念
[17:58] 我說你放心
[17:59] 如果這東西長個三根五根的
[18:01] 雖然我們要放年假了
[18:02] 大家就會狼狼上口
[18:04] 狼狼上口
[18:05] 對就是
[18:05] 例如說
[18:07] 以前這個馬斯克的SpaceX
[18:10] 不不好念
[18:10] 可是久了SpaceX
[18:11] 大家就唸得
[18:12] 狼狼上口了
[18:13] 對不對
[18:14] 然後還有像有一些名詞
[18:15] 像什麼FOPLP
[18:17] 一開始出來的時候
[18:18] 我說FOPLP
[18:20] 這好難念
[18:20] 現在大家都嚷嚷上頭了
[18:22] 然後什麼COWAS
[18:23] COPOS
[18:24] 其實就是它只要紅了
[18:26] 大家就可以通通念得出來
[18:28] 現在最難的還是那一個
[18:29] 建熟講話場校
[18:32] 電經體
[18:33] 那個也很難
[18:34] MOSFET
[18:35] 當年很紅的時候
[18:36] 也就學起來
[18:37] 但後來有段時間不紅了
[18:39] 就唸不出來了
[18:39] 所以蓋太曠
[18:41] 我想它只要紅得夠久
[18:42] 馬上就會嚷嚷上頭
[18:44] 我相信會有這一點
[18:45] 因為我昨天唸了
[18:46] 其實我也吃很多次螺絲
[18:48] 好那既然講到鈣太礦
[18:50] 我跟大家講一下
[18:50] 什麼是鈣太礦來聊一下
[18:52] 沒問題鈣太礦的話呢
[18:53] 因為它就是會跟太陽能
[18:55] 會被擺在同一個族群
[18:56] 原因是你可以把它想象成
[18:57] 它是不同的發電材料
[18:59] 我們傳統的發電的太陽能板
[19:02] 它是用所謂的多晶礦
[19:03] 就是對就是跟那個礦晶圓的礦一樣
[19:06] 可是礦晶圓是單晶礦
[19:07] 那太陽能板是多晶礦
[19:08] 多晶礦的話
[19:10] 它的生產過程裡面
[19:11] 你必須要有高溫的那種
[19:13] 窯爐的溫度
[19:14] 800度到900度
[19:15] 才可以讓它成型
[19:16] 才可以去做生產
[19:17] 然後它的發電
[19:18] 有所謂的轉換效率
[19:20] 多晶矽的轉換效率
[19:21] 你把太陽光
[19:22] 假設太陽光
[19:22] 有100單位的能量
[19:24] 打到太陽能板上面
[19:25] 理論的極限
[19:26] 大概它可以轉換出
[19:27] 28單位的能量出來
[19:29] 這個是極限
[19:29] 理論上面的極限
[19:31] 可是鈣鈦礦
[19:32] 它是什麼東西呢
[19:33] 它可以把它想象成
[19:34] 像是印刷機的墨水
[19:35] 把它噴在你想要的材料上面
[19:38] 然後它就可以發電
[19:39] 然後它
[19:40] 為什麼會說它是墨水
[19:42] 因為它是透過
[19:42] 某些化學的溶液
[19:44] 把它混合成光電的
[19:45] 發電的這種
[19:46] 你就把它想成是
[19:48] 對 溶劑
[19:48] 然後你就可以去做噴塗啊
[19:51] 或者是去做印刷
[19:51] 再來是它的
[19:53] 送進去爐去烤的溫度
[19:56] 大概只要100度到150度就可以
[19:58] 多晶矽要800度哦
[19:59] 它只要100到150度就OK
[20:01] 而且它的理論發電效率
[20:03] 是可以突破30%
[20:05] 更好的是
[20:06] 鈣鈦礦它能夠跟多晶矽
[20:08] 疊在一起
[20:09] 因為它們吃到的
[20:11] 能量光波是不一樣的
[20:12] 波長比較長的
[20:14] 就是我們說能量比較低的
[20:15] 它是可以多精細去吃的
[20:17] 那你相對的
[20:18] 這個波長比較短的
[20:20] 那這個是由這個鈣鈦礦去做發電
[20:23] 所以兩個去疊加以後
[20:24] 他們理論的發電效率
[20:26] 還可以再往上疊加
[20:27] 可是為什麼過去
[20:28] 不用鈣鈦礦去做發電
[20:31] 去做太陽能發電
[20:32] 因為它有一個問題
[20:33] 你知道鈣這個東西
[20:34] 它的化合物超容易吸水器
[20:37] 石膏嘛
[20:37] 對不對
[20:38] 這個超容易吸水器
[20:39] 你電子產品吸水器
[20:41] 就不好了
[20:42] 對這是毀滅性的一個組合
[20:43] 所以它怕水
[20:45] 然後怕溼
[20:46] 怕氧氣會氧化
[20:47] 等於是你在地球的
[20:48] 這個大氣的環境裡面
[20:50] 它是不適用
[20:50] 可是為什麼最近紅起來了
[20:52] 因為太空
[20:53] 因為太空上面沒有氧氣
[20:55] 沒有水氣
[20:56] 所以變成是
[20:57] 它過去的這些痛點
[20:58] 到了太空以後
[20:59] 都能夠被解決
[21:00] 所以現在講到低軌衛星以後
[21:02] 大家會說
[21:02] 馬斯克說衛星上面的發電
[21:04] 那要怎麼做
[21:05] 用鈣太曠來去做
[21:07] 可能會是一個解決方案
[21:08] 就導致了鈣太曠
[21:10] 變成是近期臺股的
[21:11] 一個熱門族群
[21:12] 所以我們剛剛講的這些
[21:13] 就是來跟大家介紹一下
[21:15] 鈣太曠到底是什麼
