[00:00] 欢迎收听赵华宇古货载第1097集
[15:35] 他的一个状况到目前为止来看的话
[15:38] 真的韩国民族性可以说是非常的强悍
[15:43] 所以我们是认为说
[15:44] 如果真的万一有什么意外状况发生
[15:47] 导致这个工会正式罢工的话
[15:50] 我想对于集体产业的一个供给
[15:52] 会产生非常大的影响
[15:54] 那当然这个对台商来说的话
[15:55] 就是一个利多
[15:56] 那我们就静待这几天的一个
[15:59] 最终的一个发展
[16:00] 那我是认为说
[16:01] 如果以机体来看
[16:03] 我们撇开供给这个面
[16:04] 其实它需求本来就非常大
[16:06] 我们之前就讲过
[16:07] 在AI
[16:08] 特别是AI agent时代来说的话
[16:10] 其实这个需求量
[16:11] 是一定是一路往上增加的
[16:14] 甚至这两天
[16:15] 因为韩国这个三星可能罢工
[16:18] 之前这个叠价
[16:19] 在我们讲的这个深圳
[16:21] 大陆深圳的华强北
[16:22] 这个有DDR4
[16:23] 光这个礼拜
[16:24] 一个礼拜以来就涨了
[16:26] 某些型号就涨了20%以上
[16:28] 那我们之前就是看到
[16:29] 现货价在跌嘛
[16:30] 所以说哎呀
[16:31] 是不是记忆体这个
[16:32] 要翻转了
[16:34] 抛售啦
[16:34] 所以为什么在3月的时候
[16:36] 记忆体会跌那么重的原因
[16:37] 就是因为看到现货价跌了
[16:39] 那我们之前就说过
[16:40] 其实合约价是一直在涨的
[16:42] 合约价是会一路涨到年底
[16:44] 这没有什么问题
[16:45] 那重点就是
[16:46] 只要现货价一翻转的话呢
[16:47] 整个记忆体的一个涨势
[16:49] 就会回来了
[16:50] 所以这个我们之前已经有讲过了
[16:51] 那目前事實也證明說
[16:54] 股價已經開始去反映這樣的一個現貨價
[16:57] 已經開始優跌轉漲的消息
[16:59] 所以記憶體我還是認為說
[17:02] 其實現在很多都創新高的情況之下
[17:05] 你不一定要去追
[17:06] 但是呢
[17:08] 我是認為今年這一波的景氣循環是還沒有結束
[17:11] 那被動元件就我剛前面講的
[17:13] 他也是一個一個補漲的效應
[17:15] 一個補漲的效應
[17:16] 那當你看到越來越多的營收跟獲利開出來
[17:20] 那就代表说他AI的比重是逐步的提升
[17:23] 那第二个观察点就是我们刚刚前面讲
[17:25] 你去看国际大厂
[17:26] 就像你看AI
[17:27] 我看辉达
[17:28] 辉达有涨
[17:29] 我们就比较安心了
[17:31] 或者说我们做记忆体
[17:33] 看到美光
[17:33] 看到Sandisk
[17:35] 看到海力士
[17:36] 看到三星有涨
[17:37] 其实心里面你大概就有个方向
[17:39] 或者说你做被动元件
[17:41] 看这个Morata
[17:43] 春田
[17:43] 看这个太阳诱电
[17:45] 你看他们一直涨一直创新高
[17:46] 就代表说其实只是还没有轮到
[17:49] 台湾的被动元件也会跟着涨
[17:51] 那我今天顺便再补充一下
[17:52] 我最近也看到一个
[17:53] 日本有一家厂商
[17:55] 叫做TAMURA
[17:56] 跟MUATA刚好反过来
[17:58] TAMURA
[17:59] 对它叫田村制作所
[18:02] 是
[18:03] 被动元件是春田
[18:05] 然后这一家呢
[18:07] TAMURA是田村制作所
[18:08] 田村做什么
[18:09] 田村是做膝膏的
[18:10] 大家如果有心机去看的话
[18:12] 所以台湾的生猫
[18:13] 对最近股价也涨蛮多的
[18:15] 那其实在先进封装里面
[18:17] 我們知道現在封裝是越來越精細
[18:20] 那你在封裝的過程裡面
[18:22] 就必須要用到這個所謂的焊錫
[18:24] 這個技術
[18:26] 而且其實當它設計越精明
[18:29] 你其實要焊的點可能就會變得更多
[18:32] 那還有一個重點就是
[18:33] 它的這個原料也要做提升
[18:36] 就有點像CCL
[18:38] CCL不是什麼M6 M7 M8 M9
[18:40] 然後現在因為它越來越精明的情況之下
[18:43] 你那個錫膏它的顆粒也要越細
[18:46] 大家懂这意思吗
[18:48] 那当你的这个产品的这个
[18:50] 这个质量在提升的时候
[18:52] 就代表说呢
[18:53] 新的产品毛利率一定更好
[18:55] 售价一定更高
[18:56] 然后呢你又的使用量越多
[18:58] 其实你就是把它的概念
[18:59] 直接套在CCL上就好了
[19:01] 意思一样
[19:02] 就是使用量越多
[19:03] 然后呢型号要更的升级
[19:05] 那新的型号呢
[19:07] 毛利率跟这个利润就会更好
[19:09] 也是这样的概念
[19:10] 那类似像这种之前没涨到
[19:12] 或者说市场比较没有注意到
[19:14] 为什么会突然开始涨
[19:15] 其实你去观察国际很多的大厂
[19:17] 其实都已经有算是领先讯号在里面
[19:22] 回过头来看你去看
[19:23] 比如说刚刚我们讲这个生帽好了
[19:26] 你去看它营收连续两个月算历史新高
[19:28] 生帽营收起来了
[19:29] 对那YY都50%60%以上
[19:31] 那如果说它股价之前相对来说涨幅没有特别大
[19:35] 那你就可以开始着手去研究说
[19:37] 是不是接下来它有机会跟上日本田村制作所
[19:42] 大家要記得不是春田是田村製作所
[19:46] 跟上他的腳步
[19:48] 因為國際大廠一旦開始發動之後
[19:51] 就像我們剛剛前面講的
[19:52] 台廠不管是記憶體
[19:54] 不管是被動元件
[19:55] 股價跟上只是時間的問題而已
[19:58] 我很喜歡跟修哥講產業的事情
[20:02] 這個Murata Tamura
[20:04] 因為我也有注意到生貿
[20:07] 生貿這家公司以前也是無時無刻
[20:10] 不管講什麼他就會說某某稀高
[20:12] 因为这个席的用途
[20:13] 可能这是用在非常多的地方
[20:15] 那让他比较大的一个
[20:17] 获利或营收的展望跳起来
[20:20] 是在散热上面
[20:21] 对不对
[20:22] 散热席高
[20:23] 那进入到
[20:24] 不管什么一人身
[20:25] 最后他那边都还是会
[20:26] 用到所谓的席高
[20:27] 甚至上太空
[20:28] 太空席高
[20:30] 太空散热席高
[20:31] 但是这一切的一切
[20:32] 他的题材一直都不缺
[20:34] 可是因为他之前的
[20:35] 获利营收的状况
[20:36] 都没有跳增
[20:37] 都没有非常好
[20:38] 所以我一直都知道他
[20:40] 可是我一直都会有一点点
[20:41] 存疑
[20:42] 但这一波
[20:43] 说实话AI起来的时候
[20:45] 我自己是有在观察它
[20:46] 因为毕竟它是台湾最大最大的
[20:49] 习任何的习高习求等等
[20:51] 都是在它身上
[20:52] 要有代表性
[20:53] 它有代表性
[20:53] 它是全球前三大
[20:55] 所以这个就算有代表性
[20:56] 对 它有产业地位
[20:57] 那再加上它第一季
[20:59] 其实缴出了漂亮的成绩单
[21:01] 那就可以信了
[21:02] 我的意思那就可以信了
[21:04] 然后再加上刚刚幸福哥讲的
[21:05] 这一家田村制造所
[21:07] 来做相互呼应
[21:09] 因为为什么讲到相互呼应
[21:11] 像刚刚讲到春田
[21:12] 我还记得之前
[21:12] 我跟听众朋友分享
[21:13] 春田做了一件事情
[21:14] 春田不只发了涨价函
[21:16] 涨价函太阳运电跟春田
[21:17] 都已经先发过了
[21:19] 春田去大规模买进库藏股
[21:22] 对
[21:22] 这件事情是不是代表
[21:24] 公司他认为自己的股价
[21:26] 还是一个相对低点
[21:28] 那时候跟大家分享说
[21:29] 这就是跟台湾学的
[21:30] 因为台湾也很流行
[21:32] 就是觉得我自己低估啦
[21:33] 我就去买库藏股啦
[21:35] 但如果真的买的那些公司
[21:37] 后面真的都会涨哦
[21:38] 我觉得这些都是在
[21:39] 我们观察一个产业里面
[21:41] 一些边边角角
[21:42] 但是其实蛮有效的
[21:43] 一个方式
[21:44] 好就讲回大立光身上
[21:47] 其实大立光也是
[21:48] 我还记得大立光当年
[21:49] 有第一次实施库仓股
[21:51] 但是实施完
[21:52] 其实有再稍微跌下去
[21:53] 不过如果以长线来看
[21:55] 他实施的点
[21:56] 他自己觉得非常委屈的点
[21:58] 是对的
[21:58] 我记得是
[21:59] 一千七八百将近两千块
[22:02] 那个位置吧
[22:03] 对
[22:03] 后来来回震荡
[22:04] 那后来大立光不是说
[22:05] 要做细光子
[22:06] 其实我非常肯定这件事情
[22:07] 因为大立光这家公司
[22:08] 就是说要做
[22:10] 他就一定是要做
[22:12] 那他要跟台电要结盟
[22:14] 或是有技术合作
[22:14] 他就一定会争取到
[22:16] 我对这家公司理解是这样
[22:18] 可是法说会上面
[22:19] 就很明白的说
[22:20] 可能要2028
[22:22] 那时候就直接给他杀下来
[22:24] 可是就看到坊间
[22:26] 其实有一些大户
[22:26] 是默默在收大力光的筹码
[22:28] 那时候就知道说
[22:30] 这就是比较内行人知道
[22:32] 这家公司会说到做到
[22:34] 但是这两天还是不得不说
[22:36] 就像981A或是谁
[22:38] 就是这种投信的力量真的太大了
[22:40] 买了大力光之后就连续喷涨
[22:42] 对于整个光学镜头
[22:44] 不晓得辛福哥的想法是什么
[22:45] 大力光是细光子
[22:47] 那其他的可能就散在什么机器人
[22:49] 无人机的视觉
[22:51] 或者是一些甚至它会扯到光通讯概念
[22:54] 那整个光学有没有可能被大力光带起来呢
[22:58] 应该这么说
[22:59] 因为应该说大力光
[23:01] 它现在有积极在做转型
[23:03] 因为它过去基本上大部分的营收
[23:06] 都来自于手机的镜头业务
[23:08] 那我们也知道这两年
[23:09] 手机的部分因为记忆体价格
[23:11] 涨太快了
[23:12] 所以导致消费者买机有点缩手
[23:14] 不过当然大立光有新的
[23:16] 往这个光通讯这个方面去迈进
[23:19] 我觉得是好事
[23:19] 那你加了新的东西
[23:21] 有了未来的成长
[23:23] 新的成长动能之后
[23:24] 其实市场的评价就会改变
[23:26] 这是一个
[23:26] 那当然大立光上来之后
[23:28] 其实也会带动
[23:29] 比如说像什么郁金光
[23:31] 还有一些其他
[23:32] 比较中小型的光学厂商
[23:34] 不过我还是要提醒一点
[23:35] 就是不是所有的光学厂
[23:37] 他目前可能都有
[23:38] 往这个光通讯发展
[23:40] 这样子的一个技术
[23:42] 或者说这样一个机会
[23:43] 这是一个
[23:44] 就像前两天
[23:45] 我有看到那个群创
[23:47] 他要说跟台积电合作
[23:49] 要做那个散出型封装
[23:51] 那大家看到群创涨停之后
[23:53] 就开始去追友达
[23:54] 去追彩金
[23:56] 可是呢
[23:57] 这就同样一个
[23:58] 就是说你原本的产业
[23:59] 可能目前状况
[24:01] 比较没有什么特别的地方
[24:03] 但是只要你有新的业务
[24:04] 引进来的话
[24:05] 那特别是现在又是比较新的这个
[24:07] 跟AI相关的一些新题材
[24:10] 市场给他的评价就会改变
[24:12] 那但是你还是要注意
[24:13] 群创有开始往这个方面发展
[24:15] 因为他过去本来就鸭子滑水蛮长一段时间
[24:18] 可是你要去了解友达或彩晶
[24:20] 有这方面的技术
[24:21] 不是说看到面板涨
[24:23] 群创所住的买不到
[24:24] 就随便想说那友达彩晶也买一下好了
[24:28] 其实就很容易
[24:29] 其实这个应该说就是你有点
[24:32] 搞不太清楚他到底是涨什么
[24:34] 不是說是全部的光學變好
[24:37] 或全部的面板變好
[24:38] 我想這個還是要先提醒大家一下
[24:40] 就是你如果要找這種所謂的
[24:43] 不管是它轉機也好
[24:45] 或者說有新的題材加入
[24:47] 其實你還是要搞清楚
