[00:00] 欢迎收听赵怀古惑仔第1156集
[05:29] 可是我说那时候
[05:30] 八个官网也不能进场
[05:31] 因为在七月底
[05:32] 他们的资金都是被冻结的
[05:34] 最快的动作也是八月
[05:35] 所以八月这波就上来了
[05:37] 回过头来就说
[05:38] 我们还是要看基本面的变化
[05:40] 基本变化
[05:40] 不过稍微提一下指数
[05:42] 指数目前看起来就是
[05:44] 我们的这个月线
[05:46] 或者是高点
[05:48] 基本上都還是月線還是下彎的
[05:51] 它都還沒有拉起來
[05:52] 但是我們已經站上月線了
[05:54] 站上月線
[05:54] 所以一折一洗之間
[05:56] 洗的是我們已經站上月線了
[05:57] 優的是月線還沒有彎起來
[05:59] 也就是說它還會再打下去
[06:01] 再做第二支腳再上來
[06:03] 做第二支腳上來
[06:04] 所以目前看起來
[06:05] 大盤的高
[06:06] 目前看起來有兩個位置
[06:08] 一個就是4933
[06:10] 低在4385
[06:12] 我們現在是已經站上大量
[06:13] 周的大量低
[06:15] 大盤是站上大量低了
[06:17] 可是OTC其实还没有
[06:19] 所以我觉得
[06:20] 今天虽然休息一下
[06:22] 可能下礼拜
[06:22] 还是要让OTC表态一下
[06:24] 因为OTC实在是
[06:25] 我必须讲
[06:26] 真的死太惨了
[06:27] 尤其像今天的
[06:28] 被动元件还在死
[06:30] 为什么
[06:30] 因为他们有些还没有关出来
[06:32] 像今天何生堂
[06:33] 下礼拜一就特赦了
[06:34] 何生堂本来要拉起来
[06:35] 尾牌又被关下去
[06:36] 对
[06:37] 跟我看一下
[06:37] 其实那个卖量
[06:38] 其实没有很大
[06:39] 而且其实他找出
[06:40] 一个很漂亮的财报
[06:41] 成绩单
[06:41] 他上半年加起来赚六块多
[06:43] 是
[06:44] 因为比那个大哥
[06:45] 国居要表现得好得多
[06:47] 但是其实今天就是因为它被关了
[06:49] 所以它还没有帮他展现
[06:50] 它的一个基本面的股价的表现
[06:53] 但我觉得下礼拜应该就有一个比较好的表现
[06:55] 一旦合成量开始涨上来
[06:57] 我相信信商店这些都跟得上来
[06:59] 那国巨最最最最后也会被拉起来
[07:02] 所以我觉得对配合链这一块
[07:03] 其实大家也不用太担心
[07:05] 昨天比较整洁就是我们可以看到
[07:07] 像CPO像散热
[07:10] 但我觉得重点还是在CPO
[07:12] 因为你可以看到是从国外领涨回来台湾的
[07:16] 它不是台湾自己独掌
[07:18] 现在SALA比较是台湾独掌
[07:20] 因为双红业绩不错
[07:21] 整个涨上来
[07:22] 但是你可以看到是CPU
[07:24] 是像这个AOI这些都大涨
[07:27] 就告诉你说
[07:28] 虽然这一波SALA这么惨烈
[07:30] 基本上它的资本市场资金
[07:32] 还在往这块去
[07:33] 所以告诉你说
[07:35] 它看起来没有消失
[07:36] 也没有积末
[07:38] 但是我们很早就讲了
[07:39] 我说第三季会是CPU的机会
[07:42] 为什么讲
[07:43] 我刚才讲说林花英的基板
[07:44] 在第三季会开始缓解
[07:46] 果然最近就开始出这个消息
[07:48] 就欧洲的零万亿基板
[07:50] 开始可以大量生产了
[07:51] 但是它有点来得太晚
[07:53] 就是大概都死伤惨重
[07:55] 最后它才放这个消息出来
[07:56] 所以你看很多股票
[07:58] 你像联亚
[07:59] 像很多
[08:01] 像环宇
[08:02] 基本上他们在大跌的前一段
[08:05] 基本上就有一点点
[08:06] 想要开始拉起来了
[08:07] 可是遇到大盘
[08:09] 整个空头的时候
[08:10] 谁也逃不了好处
[08:12] 都是要往下跌的
[08:13] 所以這邊反而開始談起來了
[08:15] 所以我覺得就是說
[08:16] 你還是要找稍微比較有體質有料的公司
[08:19] 所以在這行情裡面
[08:21] 基本上目前看起來可能
[08:23] 短線在這邊會稍微休息一下
[08:25] 可是我覺得也不用太悲觀
[08:27] 應該還有機會
[08:28] 而且如果你仔細看
[08:29] 最近的這個大哥跟二哥的位置有點改變
[08:34] 所以大哥二哥就是NVIDIA跟AMD的位置有點改變
[08:37] 就是NVIDIA慢慢要爬起來了
[08:39] 可是AMD開始要去休息了
[08:41] 這也比較符合我們之前講的
[08:43] 就是NVIDIA的第三季
[08:44] 其实状况并不理想
[08:45] 第四季可以开始
[08:46] 回到比较好的状态
[08:47] AMD就是因为大哥不行
[08:49] 所以他在第三季
[08:50] 就表现比较出色
[08:51] 而股价其实也都反映了
[08:53] 所以我觉得接下来如果NVIDIA真的拉起来了他会把整个NVIDIA相关的供应链拉起来你可以看到PCB的金像電其他就有慢慢再開始回溫的感覺我覺得這是可以做觀察的好 剛剛有提到對不對
[09:06] 今天的盤怪怪的
[09:07] 我還想說哪裡怪怪的呢
[09:09] 不過後來
[09:10] 因為我剛剛是先看漲幅排行榜
[09:14] 所以我必須講
[09:14] 我覺得今天真的沒有什麼主流
[09:16] 可是你看到跌幅排行榜
[09:18] 就覺得挺有意思
[09:19] 有蠻多喔
[09:20] 是屬於這陣子談上來
[09:22] 不管談的多跟少
[09:24] 但是他公布半年报
[09:25] 其实也没有到很烂
[09:27] 可是不管什么成绩
[09:30] 都是5%以上的跌幅
[09:32] 当然害怕
[09:33] 我们昨天其实在下午录音的时候
[09:35] 我们在讲说市场上有在压住
[09:38] 这个Eding的财报吗
[09:39] 所以昨天Eding不是拉涨停
[09:41] 群里也拉涨停
[09:42] Eding都是好
[09:42] 多好呢
[09:43] 一季赚108块钱好不好
[09:45] 一季EPS108
[09:48] 就今天Eding是开高走低往下杀
[09:51] 我刚刚看到像这个文业这一类的通路股
[09:55] 也是杀很重
[09:56] 我看一下财报
[09:57] 我觉得财报没有太大的问题
[09:59] 可是好像今天不管是缴出什么成绩来
[10:02] 尾盘都是先给你灌下来
[10:03] 所以就是凯歌在录音前跟我分享说
[10:06] 其实在跌下去的时候
[10:08] 我们看到政府有很多动作
[10:09] 虽然不是国安基金
[10:11] 因为说实话条件没有到国安基金
[10:12] 要马上出动的地步
[10:14] 但是前一阵子不管是关股行库
[10:16] 投信对不对
[10:17] 投信是真的很明显
[10:18] 跌下来每天的买超
[10:20] 变成200多亿这样在买了
[10:22] 然后还有韩化
[10:23] 这个融资维持率
[10:24] 大家不要怕
[10:25] 韩化我们储值股
[10:26] 马上把你改成两分钟
[10:27] 韩化下礼拜一
[10:29] 我们就特设很多储值股
[10:30] 出来变两分钟了
[10:32] 然后还有讲第三季
[10:34] 会有很多的政策上的仪表板
[10:35] 会有很多数据
[10:36] 让大家可以参考
[10:37] 韩化
[10:38] 我觉得不错
[10:40] 我觉得至少让市场知道
[10:41] 政府是不希望我们乱到
[10:44] 像韩国那样一锅粥的
[10:45] 但是在筹码上面就发现
[10:48] 这两天散户反而进来
[10:51] 可是投信的买超
[10:52] 大户的买超
[10:53] 就是反而有点缩手
[10:55] 所以在这个地方
[10:56] 我们就要有一点点小心
[10:58] 可能筹码有一些交换的状态
[11:01] 所以如果现在半年报不反应
[11:04] 我觉得今天也不要太挫折
[11:05] 大家还记得六月营收
[11:07] 那时候一时之间也没有反应
[11:09] 下个礼拜来决胜负了
[11:11] 我觉得下礼拜
[11:12] 不管半年报或是营收好的
[11:14] 在这样的基础上面
[11:15] 或是今天已经又吃了一根休政的
[11:17] 它就会回复到一个比较好的秩序
[11:19] 那刚刚讲到被动元件
[11:21] 确实比较辛苦
[11:22] 我也会有点小担心
[11:23] 为什么结出来半年爆发
[11:25] 他们还是往下跌
[11:26] 是不是市场就觉得
[11:27] 谈到这边是满足呢
[11:29] 我觉得当然因为前一波
[11:31] 应该是无脑涨
[11:32] 就是说
[11:33] 无脑跌也无脑涨
[11:35] 所以我们常常讲
[11:36] 怎么下去就怎么上来
[11:37] 可是涨了这么几天之后
[11:39] 其实大家开始有点害怕
[11:40] 所以它就开始以形态为主
[11:42] 所以你现在开始要看
[11:43] 就是说之前强谈这些个股
[11:45] 它在用什么样的位阶
[11:47] 当一个对应
[11:48] 就是说它是打回十日线呢
[11:49] 还是打回五日线就停住了
[11:51] 还是打到月线
[11:52] 但我普遍看起来
[11:54] 我觉得大概在十日线跟月线这边
[11:57] 都会明显有个支撑
[11:58] 但是我觉得刚刚讲到记忆体
[12:00] 要特别的小心
[12:01] 就是你看记忆体的业绩
[12:02] 获利算很好
[12:03] 但营收还在往下掉
[12:05] 所以表示是营收好
[12:06] 可是因为它习受
[12:08] 所以它后面卖的单价相对高
[12:09] 可是你要想
[12:10] 当营收开始不上去的时候
[12:12] 就告诉你说你后面的货源
[12:15] 可能相对来说就没有拿那么的多
[12:17] 但我觉得这有点怪
[12:18] 就是说因为
[12:19] 我记得我上次来有跟赵华讲说
[12:21] 目前听起来下游的这些网通厂
[12:25] 开始都有拿到一些记忆体的料了
[12:28] 我拿到一些料源
[12:29] 所以感觉是有拿到料源
[12:31] 所以告诉你
[12:33] 其实市场也没有
[12:34] 也没有市场想那么紧
[12:36] 应该这样讲
[12:37] 就是DDR3 DDR4
[12:38] 其实市场没有想那么紧
[12:39] 但是为什么
[12:40] 没那么紧
[12:41] 反而是营收是上不去的
[12:44] 这是要关注的
[12:45] 我要关注的
[12:46] 就是里面应该是营收要往上加
[12:48] 还是说原本拿很多的
[12:51] 这个AI的系统厂商
[12:53] 他们原本拿的料开始在减少了
[12:55] 这就是要去厘清的
[12:56] 因为这表示说
[12:58] 你的料从最紧的这一块
[13:00] 跑到比较松的这一块
[13:02] 那这代表说你说
[13:03] 获利可能要再往上爬升
[13:05] 可能相对就会比较辛苦
[13:06] 但之前赵老友有讲过
[13:08] 就是因为他们的价格太贵了
[13:10] 所以很多的AI系统厂商开始什么
[13:12] 开始希望他们能够降价
[13:13] 所以就把这个货可能
[13:14] 就是说既然你们不要
[13:15] 我们就拨到网统厂去
[13:17] 这也是可以观察的
[13:19] 那昨天其实我们
[13:20] 除了刚刚这些很强的股票
[13:23] 像善乐像CPU
[13:25] 其实还有一个族群也很强
[13:26] 就是细电容的股票
[13:28] 对那我觉得
[13:30] 是不是因为细电容股票
[13:31] 也把MLCC
[13:32] 机背后元件的股票
[13:33] 稍微压了一下
[13:34] 就是说因为在未来的AI的这一块
[13:37] 会开始采用细电容
[13:39] 就是用半导体做的这个电容器
[13:41] 那这基本上
[13:43] 可是我觉得今天它也没有特别强
[13:44] 今天细电龙只剩下一家比较强
[13:46] 是爱普
[13:47] 那爱普确实它有这个细电龙的IP
[13:49] 所以看起来它确实是
[13:51] 有吃到这个份额
[13:53] 那其他很像力积电、华邦电
[13:56] 其实虽然号称他们是
[13:57] 可以做细电龙的半导体元件
[14:00] 可是股价并不强
[14:01] 但是回过头来就说
[14:03] 以贡献度来看
[14:05] 确实爱普是很多的
[14:06] 那华邦电跟力积电
[14:08] 基本上他们就算有做
[14:10] 其实占的份额也不是很大
[14:12] 所以当然他的股价
[14:13] 就会相对来讲比较弱
[14:14] 那昨天是因为一估值
[14:16] 大家都想要买这个族群的股票
[14:18] 所以昨天这股票有些拉上去
[14:20] 今天就杀下来
[14:21] 但其实他们也没有大跌
[14:23] 但我觉得要观察就是说
[14:24] 你像艾普昨天大涨
[14:26] 今天还继续涨
[14:26] 那就表示说
[14:27] 其实市场上
[14:29] 对他还是有另外一番的期待
[14:31] 再来就是你看业绩
[14:33] 虽然大家常常讲说
[14:34] 好像今天公布业绩好的
[14:35] 也不太反应
[14:36] 但也是有反应
[14:37] 你看川胡
[14:38] 他公布业绩非常的好
[14:40] 今天又一跟
[14:41] 他是妖怪
[14:42] 又直接跳上去了
[14:43] 川湖是妖怪
[14:44] 毛利率87%多
[14:46] 对
[14:47] 因为他用业绩来告诉大家说
[14:49] 南郡就算抢了我的单
[14:50] 欢迎啦
[14:51] 又怎么样
[14:51] 我的单还是很多啊
[14:53] 所以我的获利还可以继续往上经啊
[14:55] 你看南郡就算我抢了单
[14:57] 他就抢着我鸿海的单
[14:58] 那可能是我其实不想要的单啊
[15:00] 可是他不能这样讲
[15:01] 他只能说
[15:02] 我继续用我的获利
[15:03] 跟我的毛利率来证明说
[15:05] 我其实是这个很厉害的公司
[15:07] 对
[15:07] 所以你看今天反而是
[15:09] 唯一没有再回到原本的位置
[15:11] 反而是川湖已经率先登上万元的宝座
[15:15] 现在已经是老二的位阶
[15:17] 老二的位阶
[15:17] 我觉得其实这样也还蛮好的
[15:19] 就告诉你说AI伺服器的领主界里面
[15:22] 其实还是有厂商获利是很好的
[15:24] 不像大家想说
[15:25] 会来有这个杀家竞争的一个部分
[15:27] 川湖
[15:28] 昨天在录这个理财答案秀之前
[15:32] 我们在捧内说
[15:32] 川湖自己太夸张了
[15:34] 就搞得自己是一个IP股
[15:36] 对就是毛利率八几
[15:39] 做滑軌
[15:41] 可能大家對於AI用的滑軌
[15:44] 沒有辦法想像
[15:45] 因為我們一想到滑軌
[15:46] 就抽地滑軌
[15:47] 這樣我也講的也太low
[15:49] 可是真的以前的感受就是
[15:50] 川湖那時候漲到
[15:51] 以前就已經覺得很誇張了
[15:53] 就還漲到一萬
[15:54] 還漲到那麼高的毛利率
[15:56] 所以我覺得很好的一件事情是
[15:58] 雖然今天可能沒有族群性的領頭
[16:00] 因為滑軌領域比較小
[16:02] 就是川湖南郡
[16:03] 我們只能想到這樣
[16:04] 可是無論如何
[16:05] 它就是一個在AI領主界裡面
[16:08] 拿到升级规格往上走
[16:12] 然后毛利率整个往上喷
[16:14] 的一个很好的代表
[16:16] 也代表这个趋势
[16:17] 根本就没有结束
[16:18] 所以今天涨到这
[16:20] 谈了四根了
[16:21] 谈了三根了
[16:22] 稍微休息一下
[16:24] 反而比较好
[16:25] 反而比较好
[16:26] 我们就可以比较冷静
[16:27] 今天如果他
[16:28] 比较健康
[16:29] 对啊
[16:29] 如果这样乱喷
[16:30] 对
[16:31] 你就很害怕
[16:32] 又害怕起来
[16:33] 因为我之前在FB也讲说
[16:34] 我说这样涨很快就没力了
[16:36] 是
[16:36] 不能一直这样涨
[16:38] 这样基本上太乱
[16:39] 很快就会乱掉
[16:40] 而且政府可能又要开始烦恼
[16:41] 就好像韩国为什么就会这样跌
[16:44] 就这些都暴涨嘛
[16:45] 根本已经脱离基本面非常的远了
[16:48] 所以在他们开始觉得说
[16:49] 要来打压的时候
[16:51] 股价怎么样
[16:51] 他就快速的修正
[16:53] 而且修正也超乎他们的理性
[16:55] 所以我觉得
[16:56] 不要像韩国这样市场是比较好的
[16:59] 对
[16:59] 那我们还是回到说
[17:00] 像七月营收
[17:01] 也跟凯哥讨论一下
[17:03] 当然以记忆体来说
[17:04] 像南亚科 金浩科
[17:05] 刚刚讲到的
[17:06] 宜顶威刚
[17:07] 他们都是缴出七月影兽创新高的
[17:09] 刚刚有稍作讨论
[17:11] 然后厉害的艾普
[17:12] 他其实七月影兽也是创新高
[17:14] 然后探针里面的影威
[17:16] 其实我也有在看旺系
[17:17] 旺系其实我觉得
[17:19] 也不能算叠的非常多
[17:20] 我觉得还是十分看好
[17:22] 那还有大银尾系统
[17:24] 这就代表的就是
[17:25] 最近的机器人工具机
[17:27] 不是只因为展览而已
[17:28] 而是工具机这个族群
[17:30] 它有它复苏的理由
[17:33] 不管是汇率
[17:34] 不管是关税
[17:35] 不管是景气
[17:36] 我覺得以前我們常講工具機叫工業之母
[17:39] 可是工業之母這兩三年好苦
[17:43] 當然很多工具機有跨半導體領域
[17:45] 在現在建廠非常豐沛的需求下
[17:48] 又有原本工具機的復甦
[17:50] 又有半導體建廠的領域
[17:52] 甚至有些是跨到PCB相關的我覺得這些都還是現在排名上可以留意的在藥品上有药华药药华药又抢起来了还有被动元件上例如说日电帽
[18:04] 对不对
[18:04] 所以并不是没有台庆科
[18:06] 被动元件也是有
[18:07] 七月营收创新高的
[18:09] 你看生养办
[18:09] 七月营收创新高
[18:10] 今天吃一个快跌停
[18:12] 所以今天有点
[18:13] 又开始没道理
[18:14] 但我们不要管它
[18:15] 我们只要记得
[18:16] 我刚才讲的这些公司
[18:17] 大家上网查一下
[18:18] 细格
[18:19] 对不对
[18:19] 很好的一个封测股
[18:20] 还有网通的中磊
[18:22] 其实中磊我也听到
[18:24] 网通的朋友跟我说
[18:25] 值得留意
[18:26] 因为他是在
[18:27] 他是扎实的网通业绩成长
[18:29] 这个族群也倒霉超级久
[18:31] 他拿不到记忆体
[18:33] 倒霉一年
[18:33] 超倒霉
[18:34] 你再注意看
[18:36] 最近工业电脑开始涨
[18:37] 工业电脑之前
[18:39] 是不是卡在记忆体
[18:39] 还记不记得
[18:40] 我讲过
[18:40] 他卡在记忆体
[18:41] 网通上之前是卡在记忆体
[18:43] 为什么最近股价都上来了
[18:45] 因为他们现在拿得到
[18:46] 就表示说
[18:46] 我刚刚讲了
[18:47] 他们开始可以拿到货源
[18:49] 但是他货源告诉你说
[18:50] 其实这边如果记起来看
[18:51] 你还是要先看经历的部分
[18:53] 因为它产度一直在增加
[18:55] 反而是模组的部分
[18:56] 它可能就是要被压缩
[18:57] 所以为什么
[18:57] 反而是模组业绩开出很好成绩
[18:59] 但市场不太买单
[19:00] 可是你看南雅科的业绩很好
[19:02] 其实市场还是给它很大的掌声
[19:04] 就是还是持续看好它
[19:06] 所以我觉得这地方
[19:07] 还是有一些差异性
[19:09] 然后刚刚赵老师问到影威
[19:11] 旺系
[19:11] 其实我觉得他们都业绩很好
[19:13] 但是影威又卡到一个
[19:15] 就是你会发现最近投信一直在卖
[19:17] 因为有一个持有很多的
[19:18] 一个投信的经理人
[19:20] 他离职了
[19:21] 那这个他的先接
[19:23] 这我们又不会知道
[19:24] 对啊
[19:24] 所以我才来讲嘛
[19:25] 因为我就经理人出身的
[19:27] 那新的经理人上来
[19:28] 他就慢慢的在调节
[19:30] 但是我觉得他也不是很看空
[19:31] 因为他手上是
[19:33] 他们那两基金是
[19:34] 又隐微又旺系
[19:35] 就是他表示对探针族群
[19:37] 其实是没有看淡
[19:38] 但他比较偏好旺系
[19:39] 所以隐微就慢慢调节
[19:41] 慢慢调节
[19:41] 那只要有人调节
[19:43] 别人投心就发觉
[19:44] 你再调节
[19:45] 那我就不急着买嘛
[19:46] 我就等你下来我再来买
[19:47] 所以我觉得
[19:48] 这个隐微你可以不用那么急
[19:50] 稍微找一下一个好的一个买进的点位
[19:54] 我觉得可能十字线或月线附近
[19:56] 也许应该就是一个好的点位
[19:58] 那旺西基本上是各大的ETF
[20:01] 主动型的基本上都有
[20:02] 我记得00981
[20:04] 然后00430
[20:05] 基本上他们都有
[20:06] 所以这种大家都有的
[20:08] 基本上就不太可能卖
[20:09] 就不太可能大跌
[20:11] 因为大家都有
[20:13] 所以你丢了
[20:14] 基本上大家就觉得说
[20:15] 你是看空吗
[20:16] 还是怎样
[20:17] 会特别去challenge你
[20:18] 所以我覺得基本上投信要嘛就是慢慢的買
[20:21] 所以最近新進場像富華
[20:23] 富華有一檔
[20:25] 富華高科 欸富華什麼忘記了
[20:27] 他也是一檔主動ETF 他就慢慢買旺系
[20:29] 我所以告訴你其實這個族群裡面
[20:31] 還是有一點點此消彼長
[20:33] 但是我個人覺得啦
[20:34] 如果有一檔好的探針在往上帶的時候
[20:37] 基本上整個族群都會往上走
[20:39] 因為之前是影威在上面帶頭嘛
[20:41] 所以影威壓下來
[20:42] 就把其他人壓制住了
[20:43] 可是如果接下來旺系可以拉起來
[20:46] 欸那可能格局又開始往上變
[20:47] 然后再来就是
[20:48] 你可以注意到像金测
[20:50] 其他业绩可能不会太差
[20:51] 因为它下半年
[20:53] 它的这个测试的东西
[20:56] 其实就开始要出货了
[20:58] 就是我如果没记错的话
[21:00] 应该是Google的TPU的
[21:02] 第六代还第七代
[21:04] 金测7月你说创新高的
[21:05] 记得是第六代第七代
[21:07] 所以我觉得它的业绩
[21:08] 会开始往上走
[21:08] 那往上走
[21:09] 基本上这个主题就会往上
[21:10] 我们之前提过庸智
[21:12] 庸智没有那么快
[21:13] 庸智我个人觉得
[21:15] 目前7月看起来
[21:16] 是跟6月持平
[21:17] 八月应该往上走
[21:18] 但我觉得它真的大爆发
[21:19] 应该是下半年
[21:20] 第四季开始会开始大爆发
[21:22] 所以其实这个族群
[21:24] 我觉得还是很OK的
[21:25] 这个探针族群
[21:27] 我们星期五呢
[21:29] 还是研究很深的
[21:31] 所以刚刚立刻如数加针
[21:34] 那我自己个人
[21:35] 在这一个族群里面
[21:36] 我就是比较看好
[21:37] 虽然影位是最贵的
[21:39] 但是我自己也是
[21:40] 会一直关注旺系
[21:41] 可是人就很贪心
[21:42] 他底下来说就是觉得
[21:44] 可不可以再评仪
[21:44] 可不可以再评仪
[21:45] 然后就上去了
[21:45] 然后再上去
[21:46] 好吧
[21:47] 现在很多事情都变假心饼干
[21:49] 就是你最高当然不会追
[21:50] 可是下来在最低点
[21:52] 那时候你也不太可能
[21:53] 贸然出手接刀的时候
[21:54] 他现在已经回到中间
[21:55] 但是也许到中间
[21:57] 他的成长态势
[21:58] 叫出来你说
[21:59] 这个族群性很强
[22:00] 所以我觉得如果投信加持的话
[22:03] 是蛮值得看
[22:03] 投信加持还蛮重要
[22:05] 就像最近很多人都会一直问
[22:07] 金居这家公司
[22:08] 我会觉得说以同博来说
[22:10] 他确实就是高阶同博上游里面的霸主了
[22:14] 可是投信在最近是一直一直卖有金居
[22:18] 那在投信这样的一个态势下
[22:19] 他就很难伸展
[22:21] 他有反弹
[22:22] 可是今天他就吃到一根块跌停
