[00:00] 欢迎收听赵华宜古货载第1150集
[02:13] 但这个微软有点踩刹车
[02:16] 所以微软的盘后是涨
[02:18] Meta是跌
[02:19] 这么单纯而已
[02:20] 有时候就真的叫做
[02:21] 一个市场的情绪
[02:23] 联准会也开完会了
[02:25] 在最近一次
[02:26] 是不会有升息的动作
[02:27] 但内部依旧有升息的声音
[02:29] 不过无论如何
[02:31] 升息这件事情
[02:32] 不会马上发生
[02:33] 这是确定的
[02:34] 然后呢
[02:35] 当然大家也知道
[02:36] 川普又再一度的提到
[02:37] 要打伊朗
[02:38] 口气要严厉起来
[02:40] 怎么搞的
[02:41] 华许不放枪
[02:42] 川普就放枪
[02:44] 好
[02:45] 这些事大概统整了一下
[02:46] 昨天晚上到今天
[02:48] 发生的一些事
[02:49] 当然内容的部分
[02:50] 我们就来细细聊
[02:51] 也许今天不一定会
[02:52] 跟大家聊非常细的
[02:54] 产业跟基本面
[02:55] 因为现在的问题比较不在基本面上面
[02:58] 我们会来回答一些最近听众朋友留言给我的问题
[03:02] 很综合性的堆积蛮多的
[03:05] 不妨来聊一聊
[03:06] 好先来欢迎今天来宾
[03:08] 今天来的是我们的选股教练黄金
[03:11] 右下角韦泰
[03:12] 嗨 赵华好 大家好
[03:14] 好所以韦泰的话
[03:15] 如果你观察这两天的盘面
[03:18] 因为我知道现在所有人都希望支跌
[03:20] 翻摊
[03:21] 我看到有很多的讯息
[03:22] 也就是说
[03:23] 我昨天看到叠那么多
[03:25] 也去买了什么什么
[03:26] 希望今天就能涨
[03:28] 这种期待
[03:30] 先放蛋
[03:31] 真的要请大家
[03:33] 有听进去我讲的说
[03:36] 什么叫做拉长战线
[03:38] 什么叫做子弹慢慢打
[03:40] 没有开玩笑
[03:41] 没有开玩笑
[03:42] 我可以理解说
[03:44] 当我看到叠2000点
[03:45] 我进去
[03:46] 搞不好还很lucky的
[03:47] 买在当日的
[03:48] 相对最低点之类的
[03:49] 我一定很希望隔天
[03:51] 我就是那个超抵达人
[03:53] 可是现在这个盘
[03:55] 它就是那么的不干脆
[03:57] 今天讲白了
[03:59] 早上九点半
[03:59] 我就一句话
[04:01] 不干脆
[04:02] 不干脆的盘
[04:03] 它就会比较容易脱啊脱啊脱
[04:06] 所以买了之后还有更低
[04:08] 不要难过
[04:09] 这是正常的
[04:10] 买了之后马上反弹
[04:12] 那你要去思考
[04:13] 你是要做长线吗
[04:15] 那你反弹不应该走吗
[04:16] 对不对
[04:16] 可是如果弹了又掉下来呢
[04:18] 你会不会觉得很贴心
[04:19] 那如果你是做短线
[04:20] 那恭喜真的叫恭喜
[04:22] 现在有一些高手
[04:23] 确实已经开始在做枪反弹
[04:25] 但他们就做一天
[04:27] 就做一天
[04:28] 好
[04:29] 那今天盘面上
[04:30] 弹上来的时候
[04:31] 我想确实有一些高手有走掉
[04:34] 我必须讲
[04:34] 这是我自己观察身边
[04:36] 众多的人和筹码
[04:39] 得到的一个心得
[04:40] 好
[04:41] 所以大家这段时间
[04:42] 如果我们只是一般的散户
[04:45] 小蜘蛛
[04:45] 或者是投资股市
[04:47] 并不是很长久的人
[04:49] 切记真的
[04:50] 我们还是要等到整个条件比较齐备
[04:53] 热关的气氛跑出来
[04:54] 大家一起往上攻
[04:56] 我觉得才是一个
[04:57] 你比较能够顺心的时候
[04:59] 现在都是续积
[05:00] 慢慢的慢慢的累积
[05:03] 你想要的东西
[05:04] 你觉得放心的
[05:05] 下的资产慢慢慢慢累积的时候
[05:07] 不要太急
[05:08] 好
[05:09] 那我想请韦泰也提供一下
[05:11] 您的心得
[05:12] 我们讲到这个强短的一个部分
[05:17] 其实强短每个人都会有这样子的一个想法
[05:22] 对
[05:22] 尤其是之前曾经套在高档的投资朋友
[05:27] 现在他们更想要去做强短
[05:31] 因为他希望把自己的一个成本
[05:34] 因为这一次的一个强短
[05:36] 然后做到有效的一个摊平
[05:39] 所以我觉得这件事情是
[05:42] 我们在过去在这个操作上面来讲
[05:45] 會是常常見到的
[05:47] 他應該算是一種人性
[05:49] 但是
[05:50] 我跟大家分享一個故事
[05:54] 以前我們在
[05:55] 就是有很多的
[05:57] 同盟師兄弟我們都在聊天
[05:59] 股票的同盟師兄弟
[06:02] 然後就有一個師兄
[06:04] 他就會跟我老師說
[06:05] 老師我今天買到今天的最低點
[06:08] 老師說你好棒
[06:09] 然後隔天他又打電話來說
[06:12] 老師我今天買到今天最低點
[06:14] 然后老师说你好棒你好棒
[06:16] 第三天老师我买到今天最低点了
[06:19] 可是我是赔钱的
[06:21] 因为每天都有更低
[06:23] 对对对
[06:24] 这整个趋势是在往下走的时候
[06:27] even你今天买到的是最低
[06:28] 但是可能明天你的最低又被跌破了
[06:32] 没错会有新低
[06:33] 对
[06:33] 所以这就是我想跟大家分享
[06:36] 如果你今天要出手的话
[06:39] 其实应该要去判断一下
[06:41] 现阶段
[06:42] 不要想说这边是要去抓当地的最低
[06:46] 应该是要判断看看
[06:47] 现在这个时间点
[06:49] 它成为就是波段最低的几率
[06:52] 大概有多少
[06:53] 但是这个答案通常是没有答案的
[06:56] 因为我通常跟别人讲说
[06:58] 不要去摸头也不要去摸底
[07:01] 因为那个底跟头
[07:04] 基本上是市场来决定的
[07:07] 所以我后来我在自己操作的时候
[07:10] 基本上都不太会去想要去买到最低点
[07:14] 我反而会比较希望就是买在相对稳定的时候
[07:20] 然后不要在破低的时间点
[07:22] 但那个时间点呢
[07:24] 通常那个价格跟之前那个低点
[07:26] 它一定有个价差
[07:27] OK
[07:28] 那或许我们在经济学的角度去看
[07:31] 这叫做风险贴水
[07:32] 就是我愿意花更多的钱
[07:35] 但是呢
[07:36] 我花多一点钱
[07:37] 但是呢
[07:38] 我買到的是一個相對比較確定的一個價位
[07:42] ok 相較於你在之前
[07:44] 都還看不到低點的時候
[07:46] 一直去做逢低做承接
[07:48] 這件事情其實相對相對比較困難的
[07:51] 然後因為你不知道他的一個底部
[07:53] 到底會在哪邊
[07:55] 所以只要想通了這個概念之後
[07:57] 基本上就不會去想要每一天都去摸
[08:01] 這個所謂的一個行情的低點
[08:04] 反而會比較耐心的
[08:06] 也許多等個兩天三天
[08:09] 確定這邊要賣超的人
[08:11] 已經慢慢慢慢的減少了
[08:14] 賣壓減少了之後
[08:16] 其實說真的這時候行情也才有比較大的機會
[08:19] 會有機會出現直接跟反彈
[08:22] 所以這邊我會比較建議現在
[08:24] 即使你現在是套在相對高檔的投資朋友
[08:27] 沒有關係
[08:28] 因為你多等個兩三天
[08:31] 確定沒有更低價的時候再去做佈局
[08:34] 按照我过去的经验
[08:37] 这个价格跟前次
[08:39] 你看到那个所谓的
[08:40] 你猜测的最低点
[08:41] 你虽然有猜到
[08:42] 但没买到
[08:43] 实际上它的价差不会太大
[08:46] 当然大家买进的时候
[08:49] 会有自己一些想法
[08:51] 它跟每一个人
[08:52] 例如说你手上还有多少钱
[08:53] 对不对
[08:54] 还有你买进后
[08:55] 刚刚提到的
[08:55] 你是想要抢一个短的人
[08:57] 你觉得有这个能力
[08:58] 还是你会觉得
[08:59] 没有错啊
[09:00] 像赵华常常提到
[09:01] 跌了2000点
[09:03] 对不对
[09:03] 跌了2000点
[09:04] 可能他已经又下探了5%
[09:06] 7%
[09:07] 那可以再买一笔
[09:08] 因为还有资金嘛
[09:09] 就像昨天
[09:10] 有点半开玩笑的
[09:12] 跟这个投入朋友分享嘛
[09:14] 为什么2000点
[09:15] 我觉得可以加一点
[09:16] 因为如果20个2000点
[09:17] 台股就不见了
[09:18] 所以2000点
[09:19] 是一个很大的叠点
[09:21] 那当然就是确立
[09:22] 你手上有20份
[09:24] 他是可以加入的资金
[09:25] 其实我没有分那么多
[09:26] 我大概是觉得
[09:27] 我自己有大概10份
[09:29] 可以加入的资金
[09:30] 所以我大概会选10次
[09:32] 但是也没有那么死啦
[09:34] 没有那么硬对不对
[09:34] 因为说实话
[09:36] 如果加码在ETF上面
[09:37] 一万块到十万块的ETF都有嘛
[09:40] 就看你用什么样的方式去配置
[09:42] 但我的意思是呢
[09:44] 大家手上的资金不同
[09:46] 如果只是想要当日买在最低点
[09:48] 隔天就会赚钱
[09:50] 如果只是单纯这样想而已
[09:52] 那往往可能是余愿威
[09:54] 他也不能叫做是一个规划
[09:56] 例如说像昨天呢
[09:58] 有两位短线的达人有上节目
[10:02] 一位是小哥
[10:02] 一位是云翔哥
[10:04] 那小哥的名言
[10:05] 我想大家都知道
[10:06] 他说有啊
[10:07] 出现所谓的地板股了
[10:09] 他自己有软体做统计
[10:10] 不过他昨天有跟我们讲说
[10:12] 以前跌最凶的时候
[10:13] 他那个软体跑出来的地板股
[10:15] 会有四到五页这么多
[10:18] 就等于全台股
[10:19] 可能有数百档都在地板上
[10:22] 符合他的参数
[10:23] 那地板股跌到所谓的
[10:25] 他的参数的时候
[10:26] 还要搭配一件事情
[10:27] 就是放量
[10:28] 放量这件事为什么这么重要
[10:30] 你跌下来
[10:31] 一定要有人接
[10:33] 一定要有人接
[10:34] 当然你有人卖嘛
[10:35] 但是一定要有人接
[10:36] 他才会放量
[10:37] 像现在有很多的
[10:38] 处置股的麻烦
[10:39] 是他就跌到被处置
[10:40] 跌到被处置又没有人接
[10:42] 他跌不完
[10:43] 他真的叫跌不完
[10:45] 因为没有人愿意有流动性
[10:47] 回到这个地板股上
[10:49] 所以小哥说
[10:50] 昨天虽然已经有一点恐慌
[10:52] 可是他的地板股才一夜
[10:53] 还不能说是非常恐慌
[10:55] 但如果想要抢的朋友
[10:56] 一定要记得反弹起来
[10:59] 这个抢到也要走
[11:01] 抢不到也要走
[11:02] 跟抢银行一样
[11:05] 那云翔哥
[11:06] 昨天来也聊到一件事
[11:08] 他有去摸国巨
[11:09] 那摸国巨今天痛了
[11:11] 对不对
[11:11] 因为今天国巨一开始
[11:12] 看起来有尘海翻红
[11:13] 后面又收一根叠停板
[11:15] 那云翔哥也有提到
[11:17] 你摸这种的
[11:18] 你要想你是觉得
[11:19] 长线有价值还是短线
[11:21] 假如你只是觉得
[11:22] 国巨该反弹了
[11:24] 那对不起
[11:25] 弹不起来
[11:26] 甚至弹起来后翻黑
[11:27] 你必须摸摸鼻子
[11:28] 你失败了
[11:29] 就是得走
[11:30] 可是你觉得国具现在
[11:32] 如果按照外资给的EPS来说
[11:35] 但我明年的本益比
[11:37] 我觉得相对合理
[11:38] 我可以跟他拗三个月
[11:39] 拗到明年拗半年
[11:41] 那我接第一笔
[11:42] 那没什么
[11:43] 对不对
[11:44] 那也是我资金的一小部分而已
[11:46] 好
[11:47] 所以这些达人们
[11:48] 事实上他在做这件事的时候
[11:50] 他有他的想法的
[11:52] 那我想每一次围他来
[11:53] 也有跟大家聊到一件事
[11:54] 这一波的下修
[11:55] 和这一波融资的使用
[11:57] 所谓的四代同堂六代同堂
[11:59] 是他没有看过的一个乱象
[12:02] 所以他会宁愿多观望久一点
[12:05] 他不像造法中间
[12:07] 可能还毛毛躁躁
[12:08] 还会觉得
[12:08] 都跌两千的近一点
[12:10] 他就会选择真的等一下
[12:12] 等到所有的条件都OK的时候
[12:15] 再慢慢的步回来
[12:16] 都没有关系
[12:17] 所以每一个人的想法
[12:18] 真的是完全不同
[12:19] 那就像今天
[12:21] 今天大家如果知道我的个性
[12:23] 今天我什么事都没办法做
[12:25] 因为今天他没有大跌
[12:27] 他今天也没有大涨
[12:28] 它今天也没有量
[12:30] 那我该处理的股票
[12:32] 我前一阵子
[12:33] 前几天也都陆续砍掉了
[12:34] 所以我今天也没有东西要砍
[12:36] 但我也没有东西要买
[12:37] 所以今天对我来说
[12:38] 真的叫做很清淡的一天
[12:41] 很清淡一天
[12:42] 可是盘面上刚刚提到的
[12:43] 还是有陆陆续续国际的一些变化
[12:46] 华许的会议里面有提到
[12:48] 当然一样
[12:48] 它的指引跟上次
[12:49] 其实没有什么不同
[12:50] 就是会观察通膨的状况
[12:53] 如果通膨失控
[12:54] 他们还是会拿来做升息的依据
[12:57] 那他们里面还是有投票
[12:58] 一样是也是有三四个人
[13:00] 是认为要升息
[13:01] 但是有这个
[13:02] 我记得是
[13:03] 七票还是几票是不用
[13:05] 总之就是赢了
[13:07] 所以下一次是不用升息的
[13:09] 但是因为川普
[13:11] 还是不放弃跟伊朗之间的
[13:13] 他有他的盘算
[13:13] 说实话
[13:14] 川老大到底为什么
[13:15] 在华许开完会后
[13:16] 继续骂伊朗
[13:17] 我不是那么的清楚他的想法
[13:20] 但总之也造成了美股
[13:22] 最后就变联准会开完
[13:23] 本来先拉
[13:24] 后来又下杀的一个原因
[13:26] 那刚刚提到
[13:27] Meta跟微软的财报
[13:28] 简言之
[13:29] 在最新一季
[13:31] 结出来的财报
[13:32] 都是超乎市场预期的
[13:33] 但是对未来展望的想法各自因为有不同的解读例如Meta缴出来的猜测市场觉得只是跟市场想的差异不大没有特别亮眼的表现甚至如果比较积极的
[13:45] 还会觉得没有
[13:45] 你没有达成
[13:46] 就跟那时候台积电的毛利率
[13:49] 有人觉得你要70%
[13:50] 结果67.5%
[13:51] 我觉得不行
[13:52] 这完全不行
[13:53] 市场可能的标准不一样
[13:55] 会觉得Meta的猜测
[13:56] 做得比较保守
[13:57] 还有就是Meta
[13:58] 在资本支出上
[13:59] 还是比较维持高的资本支出
[14:01] 可是微软缩了
[14:02] 微软是缩减了部分的资本支出
[14:05] 来确保他的自由现金流为正
[14:09] 他学到
[14:11] 他从谷歌身上学到了一课
[14:12] 他从谷歌身上学到了
[14:15] 自由现金流变富的时候
[14:17] 市场是非常非常不能接受的
[14:19] 所以微软大涨
[14:20] 我不确定微软是本来就这样想
[14:23] 还是真的看完谷歌之后
[14:25] 去做一些调整
[14:26] 真的不知道
[14:27] 但是大家可以发现
[14:28] 现在市场的气氛
[14:29] 依旧是对财务
[14:31] 高度期待
[14:33] 但又高度严厉的
[14:35] 有一个奇妙的线
[14:36] 现在就是不想你花钱
[14:39] 你会赚钱才行
[14:41] 所以在这样的情况下
[14:43] 我想市场的情绪是还没有止稳的
[14:46] 这些都是跟大家分享一下
[14:48] 最新的盘面状况
[14:49] 还有就是环球金
[14:51] 今天也在法说会后
[14:53] 让大家有点吓一跳
[14:54] 因为他EPS认立了一大笔的亏损
[14:57] 是因为他手上有德国试创
[14:59] 就当年环球金合并试创
[15:01] 没有成功
[15:02] 但他手上还是有相当多的
[15:03] 市创股票
[15:04] 就他一次性的认裂
[15:06] 结果EPS就出现亏了8块多
[15:08] 大家就想什么东西
[15:10] 不在那边细金元涨价
[15:11] 怎么突然亏8块多
[15:12] 这个我们倒是可以
[15:13] 跟大家来做一些解说
[15:15] 对
[15:16] 其实一切的一个原因
[15:18] 都在于就是
[15:20] IFAS对于这种所谓的
[15:22] 一个转投资
[15:23] 这些股权
[15:24] 它的整个评价的方式
[15:27] 跟过去不太一样
[15:28] 那比较新的这个IFRS相关的
[15:32] 所谓的就是股权的一些投资
[15:34] 我们就以环球金这一次的例子来讲
[15:38] 因为环球金它持有
[15:41] 就是刚刚赵华所说的
[15:43] 就是市创的一个股权
[15:45] 甚至它还有
[15:46] 它所发行的
[15:49] 是海外赋任股权的公司债
[15:51] 所以当这个股权
[15:53] 往下去做一个叠价的时候
[15:56] 他就必须依照这个市价去认列他的这个公允价值的变动损益
[16:02] 但实际上呢
[16:04] 我们看到就是这个是公司他自己对外所说明的
[16:08] 他说呢
[16:09] 这个其实四创的股价在四月底大概在80欧
[16:13] 五月底一度攀升到105欧
[16:17] 这个时候呢
[16:18] 他有去认列就是这一个股价上涨的一个未实现的评价利益
[16:24] 那那个时候呢
[16:25] 它单月EPS也的确是往上去做拉高
[16:28] 那只不过6月底呢
[16:30] 股价回落到82欧
[16:32] 82欧呢
[16:34] 跟5月底的105欧来讲
[16:36] 是下跌超过两成
[16:38] 所以他就把这个5月底当时所认列的
[16:42] 这些所谓的部分的一些评价利益
[16:45] 去做个回转
[16:46] 所以才导致就是6月份的单月
[16:48] 是出现了一个亏损
[16:50] 那但是公司有特别提到
[16:53] 这个就是所谓转投资股权上面的一个
[16:56] 就是账面上面数字的调整
[16:59] 实际上它没有涉及
[17:01] 现金的流入跟流出
[17:03] 也就是说
[17:04] 其实它的本业并没有受到很大的影响
[17:07] 可是我个人认为
[17:09] 因为这个IFS财报的一个部分
[17:12] 其实并不是所有的投资朋友
[17:15] 都这么的熟悉
[17:18] 所以当大家只看到标题
[17:22] 标题说什么
[17:23] 环球金每6月每股亏8.27元
[17:28] 这个标题的时候
[17:29] 以为我们买到地雷股了
[17:30] 大家就会吓坏了
[17:32] 就吓坏了
[17:33] 所以使得环球金今天的股价
[17:36] 说完是跌停板
[17:38] 然后还有昨天也是跌停板
[17:42] 甚至前两天也都在跌停板的一个情况
[17:45] 但是我必须要讲
[17:47] 真正懂得就是背后这些原因的人
[17:51] 可能在今天有出手去做买进
[17:54] 因为今天环球金
[17:57] 它的股价是有从跌停板被打开的
[18:01] 对它是被打开的
[18:02] 所以不知道明天或者下个礼拜
[18:06] 这个跌跌不休的环球金
[18:09] 它是不是有可能
[18:10] 因为大家对于这样子的消息
[18:14] 开始去做了一定程度的理解之后
[18:17] 也开始去评估
[18:19] 那它跌下来
[18:19] 是不是它的投资价值
[18:22] 已经浮现
[18:23] 然后会有一些中长线的买盘
[18:25] 去做一个抵解
[18:27] 好
[18:28] 这是对环球金的观察
[18:29] 大家也可以同比
[18:31] 如果有每天听我们节目的话
[18:33] 会知道我们前几天
[18:34] 有拆解Google的财报
[18:36] 里面就有所谓的EPS大增
[18:38] 对不对
[18:39] 那那个大增也有一次性的
[18:41] 叫做它的转投资价值
[18:43] 增加的认列
[18:45] 有这个Enthropic
[18:47] 然后也有所谓的SpaceX
[18:48] 虽然现在SpaceX
[18:49] 感觉上这个火箭
[18:50] 已经回收到地球上了
[18:52] 所以那个是一次性的
[18:54] 你看啊很有趣哦
[18:56] 为什么我们常常提醒大家
[18:57] 最近有一个奇妙的事情
[18:59] 就是财报一定失灵的
[19:01] 因为大家看到
[19:02] 当然环球金这个是特例
[19:03] 就它有认列
[19:04] 财报好的消息
[19:06] 美股的台股的
[19:07] 现在都不反应嘛
[19:08] 都不反应
[19:09] 要看一下
[19:10] 你资本支出
[19:11] 到底有没有符合我的心意
[19:12] 有时候我要你多
[19:13] 有时候我要你少
[19:15] 这个是市场很奇妙的共识
[19:16] 对不对
[19:17] 可是市场现在就是利空就反应
[19:20] 例如说
[19:21] 中国有产这个DUV
[19:23] 那所以美国的设备股
[19:25] 全部都该完蛋
[19:26] 诸如此类
[19:28] 利空就反应
[19:29] 那环球金这个事情是
[19:31] Google那时候利多不反应吗
[19:33] 因为Google我有认列啊
[19:34] 我的EPS大增啊
[19:35] 就人家说
[19:35] 没那业外
[19:37] 我在意的是你的资本支出
[19:39] 干嘛提高那么多
[19:40] 别
[19:41] 环球金好
[19:42] OK
[19:43] 黄金现在这个东西
[19:44] 对不对
[19:45] 也是算一种业外
[19:46] 他认列他的转投资的价值减损
[19:49] 那以后这个减损
[19:51] 也可能再度的回来
[19:53] 回冲回来
[19:54] 对不对
[19:54] 我不管
[19:56] 这太严重了
[19:57] 这真的太糟了
[19:58] 你怎么会在市创上面
[20:00] 这个价值减损呢
[20:02] 再送你一根蝶艇
[20:03] 这不就是一个
[20:05] 很标准的双标市场吗
[20:07] 对不对
[20:08] 利多
[20:09] 蝶
[20:09] 利空
[20:11] 蝶死你
[20:12] 所以现在的市场的情绪是这样
[20:15] 我们要有一个体认
[20:16] 我们要有一个体认
[20:17] 你可以说不理性
[20:18] 对
[20:18] 你可以说
[20:19] 怎么会这样
[20:20] 它是一家好公司
[20:21] 对
[20:21] 那为什么要点
[20:23] 因为现在市场的公司是如此
[20:25] 还是那一句老话
[20:26] 市场永远是对的
[20:28] 市场永远是对的
[20:29] 不代表说市场很理性
[20:31] 也可能现在就是一个不理性的市场
[20:33] 可是我们要做的事情是什么
[20:35] 我们要面对它
[20:37] 理解它
[20:38] 对
[20:38] 我们要去理解它
[20:40] 不它理解我
[20:41] 不是说
[20:41] 赵华你今天好想涨
[20:42] 全市场都来帮你一起上涨吧
[20:45] 没有这回事
[20:46] 我们现在就是要理解
[20:47] 市场的气氛是如此
[20:48] 我们不要跟他硬干
[20:50] 就像我常常讲一件事是
[20:51] 当我们注意到资金紧缩去杠杆
[20:54] 是各国政府
[20:55] 可能在政策上面
[20:57] 不断地提醒市场的时候
[20:58] 我们真的就要小心
[21:00] 因为他总有一天会发威
[21:01] 当然他在发威的时候
[21:03] 我觉得真的有够难受
[21:04] 因为这件事情
[21:05] 我们大概也讲了
[21:06] 可能每一次在看到市场大好
[21:09] 然后也不会想要浇人水
[21:10] 也觉得说现在本益比评价
[21:12] 已经完全失灵了
[21:13] 大家都在天上飞
[21:14] 就只能顺势交易
[21:16] 不然害人家没赚到钱
[21:17] 怎么办的时候
[21:18] 也会提醒
[21:19] 可是现在的政策
[21:20] 就是告诉你四代同堂
[21:22] 五代同堂六代同堂
[21:23] 别人要去杠杆
[21:24] 联准会可能要升息
[21:26] 这些就叫政策上的因素
[21:28] 不知道什么时候会发酵
[21:29] 但现在我们正处于发酵中
[21:32] 我们要有认知
[21:34] 在发酵中真的就不舒服
[21:36] 那什么时候会发酵完
[21:37] 我不知道
[21:38] 可是我会看一些讯号
[21:39] 例如说如果就刚刚讲的
[21:42] 爆量今天是个大长虹
[21:44] 我觉得那个是一个很好事情
[21:45] 爆量今天一个大黑K
[21:47] 也是一个很好的事情
[21:48] 就不要在那边不上不下的
[21:51] 他就会时间拖比较久
[21:53] 那按照自己的纪律方法
[21:55] 做布局
[21:56] 资金快打完了
[21:58] 拜托大家就等一等
[21:59] 没有关系
[22:00] 反正你手上还有东西
[22:01] 长你不会缺席的
[22:03] 你满手都是资金
[22:05] 你想要试试水温
[22:06] 那当然也没有关系
[22:07] 你就做好
[22:08] 隔天可能还会更低的一些心理准备
[22:10] 但是你要知道你买什么
[22:11] 如果你买的是台积电
[22:13] 如果你买的是0050
[22:14] 如果你买的是美国的QQQ
[22:16] 诸如此类的
[22:17] 它不会死人的
[22:19] 我想你的压力就不会这么大
[22:21] 甚至你会说
[22:22] 那我现在开始做一点配置
[22:24] 或者是我练习用古琪
[22:26] 做一点多空
[22:27] 把我的资产锁起来
[22:29] 我觉得都会是在这个时间点
[22:31] 很好的方式
[22:32] 我以前有人告诉我一件事
[22:34] 我很年轻就有人告诉我这件事
[22:37] 那时候也是碟
[22:38] 然后我也舍不得卖
[22:39] 他就说那你至少
[22:41] 懂得用一些对锁的方式
[22:43] 让你的资产暂时变隐形
[22:46] 其实这件事情
[22:48] 我觉得当时的我受益良多
[22:51] 就是现在的工具其实更多
[22:54] 那时候如果这档公司
[22:56] 没有什么股期
[22:57] 你还很难用对锁
[22:58] 你可能只用台子期
[22:59] 做一些对锁
[23:00] 或是用券单
[23:01] 就多空对锁这样子而已
[23:03] 那其实有点没意义
[23:05] 有点没意义
[23:06] 但现在的工具真的多
[23:08] 所以我觉得有很多种方式
[23:10] 不要说自己很能忍痛
[23:11] 好像就什么都不做
[23:13] 而是还是尽量让自己的规则出来
[23:15] 然后减轻损失
[23:17] 我觉得是很重要的事情
[23:19] 没有错
[23:20] 我个人觉得最近的大盘
[23:24] 虽然说我可以感受到
[23:27] 就是市场上面相对比较保守的一个氛围
[23:30] 但是我今天还是想要跟大家提一下
[23:34] 就是这个盘其实并没有大家预期当中的这么糟糕
[23:38] 也没有那么糟糕
[23:40] 对就是刚刚赵华所提到
[23:42] 就是过去涨多的一些去杠杆
[23:46] 而且我之前也常跟大家讲
[23:47] 就是本益比偏高的一些个股做修正
[23:50] 所以我一直跟大家讲说
[23:52] 这些本益比偏高的个股
[23:53] 我基本上是不建议大家太早去做个低阶
[23:58] 那么今天在金融指数的部分相对比较强势
[24:02] 金融因子是这段时间的避风港
[24:03] 对金融股的部分
[24:05] 今天就指数来讲
[24:07] 它上涨1.49%
[24:10] OK
[24:10] 那金融股里面
[24:11] 当然一些金控股
[24:14] 包括像以今天来讲
[24:17] 像和库金 兆丰金 华南金 第一金
[24:20] 这就是有点关股色彩的
[24:23] 那么民营的有玉山金
[24:26] 还有中信金 台新金 元大金
[24:29] 这是在今天相对表现比较好的
[24:32] 那国泰金也是收红了
[24:35] 但是他就是没有刚刚我们所提到的
[24:37] 那几档
[24:38] 民营的金控或关股金控
[24:40] 来得这么样的大
[24:41] 但我相信背后是有原因
[24:43] 因为国际股市在动荡的时候
[24:45] 这些所谓受险相关的这些金控公司
[24:48] 大概他们都会有一些美国
[24:52] 美股的资产或美债的资产等等
[24:54] 他们也可能会面临到一些
[24:55] 所谓评价上面的一个调整
[24:58] 所以富邦金跟国泰金
[25:00] 在这两天的表现
[25:01] 就相对的比较没有这么样的一个强势
[25:05] 但是比金融股指数还强的还有
[25:08] 还有汽车股
[25:10] 汽车股今天看到像合泰车是连续第二天的上涨
[25:15] 还包括像是范德山羊
[25:19] 我不知道大家对于汽车产业
[25:22] 有没有很多的一个了解
[25:24] 这个月是所谓的民俗月
[25:27] 也就是大家现在如果去
[25:29] 7-11全家
[25:31] 你会看到非常多的
[25:32] 就是中元节相关的那些
[25:35] 要拜拜的这些的商品
[25:37] 有来拿出来去做一个就是促销
[25:39] 对
[25:40] 那按照过去的经验
[25:43] 这个汽车业者
[25:45] 也会在这个时间点去做促销
[25:48] 但他们的这个名词叫做夏季竞赛月
[25:54] 所以在这个时间点
[25:56] 他们就会做出非常非常多的
