[00:00] 欢迎收听赵华宜古惑仔第1109集
[02:27] 因为已经要解读的盘面现象非常的多
[02:29] 今天来的是我们的题材猎人汉伟哥
[02:32] 大家好 各位听众大家好
[02:34] 那今天的话
[02:36] 这个多头气势还是非常的猛烈
[02:38] 现在的上市量
[02:39] 说实话一兆看来已经是低量了
[02:41] 我们之前说不到一兆是低量
[02:43] 但是现在每天都超过1.5兆左右
[02:47] 这个一兆已经是低量了
[02:49] 再加上黄仁勋的演讲
[02:51] 今天有像是激情后
[02:53] 有可能来到一个高点
[02:55] 还是会继续往上冲
[02:57] 我觉得明天还有重头戏
[02:59] 因为明天还有电脑展的开展
[03:01] 所以相信我们的官员到黄仁勋
[03:04] 应该会在展场到处啪啪走
[03:05] 所以应该利多的消息有机会延续
[03:08] 而且目前来看
[03:09] 你看国际股市的表现
[03:10] 像最近大家如果以华尔街的一个看法
[03:13] 他们说每天早上起来
[03:14] 第一件事情先看韩国股市
[03:16] 韩国股市现在到今天还在创业率新高
[03:19] 所以我觉得整体上来看的话
[03:21] 当然台股大会觉得
[03:22] 会不会有一点点高促不胜寒的一个感觉
[03:25] 但是目前你看美股创业率新高
[03:28] 韩国股市创业率新高
[03:29] 日本股市也没有转弱
[03:31] 所以整个全球的多头格局
[03:33] 我觉得没有太大改变
[03:34] 那只是说短线上来讲
[03:36] 这一半应该要关注的是
[03:37] 我觉得这一半应该是
[03:39] 短期之内看到的利多
[03:41] 都在这一半陆续发酵
[03:43] 第一个我们讲这个黄仁勋的GTT大会
[03:45] 今天已经正式结束了
[03:47] 所以接下来就是黄仁勋在电脑展上面
[03:49] 比较不会有一个系统性的发言
[03:52] 他可能站台会对某一家公司说
[03:54] 这个公司对他来讲非常重要
[03:56] 是非常重要的伙伴
[03:57] 但是要像今天这样大拜拜方式
[04:00] 然后让很多个股在盘中拉高到涨一半
[04:03] 我觉得这个动能开始在减少了
[04:05] 那第二件事情就是电脑展
[04:06] 那一般来讲
[04:07] 电脑展大家已经期待了一个多月了
[04:09] 所以理论上来讲
[04:11] 电脑展开展之后
[04:12] 我相信会有一些股票
[04:14] 在历史高点附近
[04:16] 或在波段高点附近
[04:17] 有利多开始涨不太动
[04:18] 所以我觉得这个可能是
[04:19] 大家也要关注到另外的重点
[04:21] 那第三件事情是因为
[04:23] 美股在上海拜五能够创立新高
[04:25] 是因为大家期待中东的和平协议
[04:28] 是
[04:29] 对那这个和平协议目前还在耽搁当中
[04:31] 但理论上来讲
[04:32] 如果这礼拜就有机会签
[04:35] 那如果没有签就是要打
[04:36] 所以这两个东西
[04:37] 一个是利多
[04:38] 那可能反映在股价上面
[04:40] 看到利多也许就会有一个股价的震荡
[04:42] 那如果不是利多
[04:44] 总而言之利空的话
[04:44] 股价会补跌
[04:45] 所以要跟大家讲就是说
[04:46] 目前来到这个
[04:48] 波段历史新高的位置
[04:49] 这时间点
[04:50] 但你要提高一点警觉
[04:52] 我觉得也是合理
[04:53] 但回归到今天的盘面上重点
[04:55] 就是你看到黄文勋的演讲
[04:58] 他对台湾的GDP的称赞
[05:00] 或说现在他认为
[05:02] AI才是刚开始的一个时间
[05:04] 我觉得其实这就代表说
[05:06] 就算短暂涨多拉回
[05:08] 你也不用太过于害怕
[05:09] 因为黄文勋已经认证了
[05:11] 接下来他跟你提到的
[05:13] 相关的AI助理的时代来临
[05:15] 或者说他对于整个AI基础建设
[05:17] 未来看好的程度
[05:18] 都对于台湾的合作伙伴
[05:21] 台湾的公司的获利
[05:22] 他其实持续都还是
[05:24] 给予非常高的一个肯定
[05:25] 所以这个情况当然就代表说
[05:27] 短线来讲
[05:28] 台股涨多之后一定会震荡整理
[05:31] 那这是合理的
[05:32] 那你也不用太过于担心
[05:34] 只要没有出现
[05:35] 非常明显的翻空的现象的话
[05:37] 就算美股就算国际股是拉回
[05:39] 我觉得拉回来
[05:40] 你还是可以找到一些安全的股票
[05:42] 做一些布局的买点
[05:43] 所以目前我觉得就盘面上来看
[05:46] 你可以看到今天台股为什么
[05:47] 最多涨到快要将近快要45900多点
[05:53] 是快要46000点了
[05:54] 意思是
[05:55] 对那收盘压回
[05:56] 每天就1000点1000点往上跑
[05:58] 对收盘压回到43300多点
[06:01] 那今天其实贵买指数也同步创造率是新高
[06:04] 那今天压回当然主要原因在于说台间并没有涨到
[06:07] 所以我觉得就比较可惜
[06:08] 理论上来讲
[06:09] 这个黄云君背板里面最应该称赞的合作伙伴
[06:13] 应该是台积电
[06:13] 但今天好像台坚不是盘面上的主角
[06:16] 所以台坚压回来
[06:17] 但你可以发现到
[06:18] 联发科是大涨创下历史的新高
[06:21] 所以他其实提到了一些相关的合作伙伴
[06:24] 今天盘面上刷一整排的
[06:26] 应该是相关的
[06:27] 笔电相关的
[06:28] 所谓的这个华硕啊
[06:30] 红鸡啊
[06:31] 人保啊
[06:31] 营业达啊
[06:32] 伪创广达等等
[06:34] 股价都是创下波段新高
[06:37] 或是历史的新高
[06:38] 所以我觉得这一波台股
[06:40] 虽然说涨多震荡难免
[06:42] 但是整个族群的轮动
[06:44] 我觉得都还是维持一个非常健康
[06:46] 因为今天最少不是涨一整排
[06:48] 可能是什么
[06:49] 机械人的中小型的腰骨
[06:51] 少一整排的涨停败
[06:52] 今天其实涨的都还是这种
[06:54] 名门正派的大股票
[06:55] 所以我觉得这个当然
[06:56] 对于盘式的健康轮动来讲
[06:58] 是一个正面的讯号
[07:00] 所以今天我觉得
[07:01] 就整个台股的一个盘式
[07:03] 只能够跟大家讲
[07:04] 来到相对高档区
[07:06] 你要小心的是
[07:07] 利多有可能出镜之后的一个震荡整理
[07:11] 但后面都还有
[07:12] 所谓的基本面力多
[07:13] 或说未来题材性的力多
[07:15] 所以大家可能就是
[07:16] 提高警觉
[07:17] 但不用真的太过于恐惧
[07:19] 好 黄仁勋的演讲
[07:21] 越来越了解台湾人的口味
[07:24] 今天一上场
[07:25] 就直接整个背板骨秀出来
[07:27] 因为背板骨实在是
[07:28] 太多名字在上面了
[07:31] 一个超级大背板
[07:33] 然后当然最有趣的是
[07:34] 最靠近他最下面的那一排
[07:36] 我们就看到花娘小馆
[07:37] 富霸王猪脚
[07:39] 王继辅成肉粽
[07:40] 就是诸如此
[07:42] 还有他们赵元燕的专谣
[07:44] 还有水果阿姨
[07:46] 水果小姐
[07:48] 很有意思
[07:49] 他就是用这种轻松的方式
[07:52] 带出来他在台湾
[07:54] 不管是软硬体
[07:55] 或是美食
[07:57] 他都非常的在意
[07:58] 那当然那么完整的一个背板股
[08:01] 上面密密麻麻的公司
[08:02] 不是说每一家公司被点名到
[08:04] 你就要大喷特喷
[08:05] 而是他也很
[08:06] 这是他很认真的阐述
[08:07] Vera Rubin
[08:08] 他说已经成功的全面量产了
[08:11] 而台湾是全世界最完整的AI供应链
[08:16] 加上他很关心我们台湾的新闻
[08:19] 因为上个礼拜五
[08:20] 我们的行政院主技处
[08:22] 也公布了最新的今年GDP预测
[08:25] 大家还记得之前多少吗
[08:27] 之前大家都落在7.5到7.7%
[08:30] 已经很厉害了
[08:31] 一个国家的GDP成长率可以7%多
[08:34] 已经像是那种开发中
[08:36] 就高速成长的新兴市场
[08:38] 才会这个样子
[08:39] 但我们不是新兴市场
[08:41] 我们真的是因为AI的高速成长
[08:43] 那现在上修到9.64%
[08:46] 9.64%
[08:48] 等于是一个不小心
[08:50] 我们可能就有双位数
[08:52] 10%的一个所谓的GDP成长率
[08:54] 这个是非常吓人的
[08:56] 所以上修的同时
[08:58] 我记得以前
[08:59] 就是婉婷也跟我讲一件事
[09:00] 因为她看PCB
[09:01] 那PCB涨了一倍
[09:03] 变涨两倍
[09:03] 然后两倍变涨三倍
[09:05] 她也会觉得
[09:06] 同伯级版跟载版
[09:07] 有一点太夸张了
[09:08] 是不是股价已经领先
[09:10] 基本面太多
[09:11] 但是他说每一次去拜访厂商
[09:13] 厂商都会告诉他
[09:14] 对不起我们又上修了获利目标
[09:17] 然后在这种情况下
[09:18] 也只能硬着头皮
[09:19] 就只好继续看下去
[09:20] 那我们现在台湾
[09:22] 也是这样的情况
[09:22] 除了我们讲到是
[09:24] AI的供应链非常完整
[09:26] 上市柜公司的企业获利
[09:27] 在创新高之外
[09:28] 现在整体GDP也在上修
[09:30] 那所以我们只好边看边走
[09:33] 边走边看
[09:34] 看什么呢
[09:35] 说实话
[09:36] 我们现在紧盯的就是企业的获利
[09:39] 每股的资本支出
[09:40] 每股的企业的回收的状况
[09:43] 能不能一直下去
[09:45] 我们必须说不可能
[09:46] 这个事情都没有尽头的
[09:48] 它可能有一天会小小的出现
[09:51] 停滞反转不如预期
[09:53] 那个时候我相信股市
[09:55] 真的会有比较大的波动
[09:57] 可是目前像这样的正循环
[09:59] 就是一直叠加上来
[10:01] 那我们也没办法
[10:03] 我们就是顺势操作
[10:05] 做好配置
[10:06] 在一个已知的事实
[10:08] 就是基本面就是长这样啊
[10:11] 的事实上
[10:12] 而资金又非常的热的情况下
[10:14] 我们知道有基本面也有泡沫
[10:16] 可是你说是不是非常不健康
[10:18] 都只有泡沫
[10:19] 当然不是
[10:20] 所以在这样的情况下
[10:21] 我觉得与其一直预测会不会崩盘
[10:25] 不如把自己手上的对策做好
[10:27] 例如您什么时候应该要卖股票
[10:29] 您到底持有多少
[10:30] 是所谓您的核心部位
[10:32] 涨跌都不会害怕的
[10:33] 有没有哪一些只是听听名牌
[10:35] 其实赚了一两根涨停板
[10:37] 你就要很高兴
[10:38] 不要在那边一直怨叹说
[10:39] 没有吃饱吃满
[10:40] 我觉得这些事情
[10:42] 反而才是在这段时间
[10:43] 应该想清楚的
[10:44] 那到底今天黄仁勋演讲里面
[10:46] 汉伟觉得有没有什么样的亮点
[10:49] 是你觉得跟他之前演讲
[10:51] 比较不一样的
[10:51] 我觉得当然他很懂台湾人
[10:54] 没错
[10:54] 因为大家应该都知道说
[10:55] 其实大家在这几年
[10:57] 最期待的是黄仁勋背板
[10:58] 会有什么背板股
[10:59] 所以今天一开场没有多久
[11:01] 他背板就故意在那些
[11:03] 重要的黄娘小怪
[11:05] 富霸王停留很久
[11:07] 在他的人后面
[11:08] 对 停很久
[11:09] 然后说
[11:09] 这些就是我在台湾
[11:11] 最重要的供应链伙伴
[11:12] 所以也就代表说
[11:14] 其实黄文勋都知道
[11:15] 说我们台湾人要什么
[11:16] 我们希望是知道
[11:17] 供应链有什么样的一个标股
[11:19] 那他其实也在演讲当中
[11:21] 多次提到
[11:22] 你看到这个AI相关推理
[11:24] 需求的成长
[11:25] 就很像在底下
[11:27] 很多供应链伙伴的股价一样
[11:29] 是大幅的成长
[11:30] 他都提到我们三倍
[11:31] 五倍的一个获利
[11:32] 所以我觉得其实
[11:33] 他其实对于台湾的供应链
[11:35] 是说台湾目前的这个市场的情绪
[11:39] 我觉得掌握得非常好啦
[11:40] 所以你看到今天像盘中最有趣的就是
[11:43] 他在这个提到相关的
[11:45] AI代理那个晶片的时候
[11:47] 就是RTS Spark那个晶片
[11:49] 就提到了他拿出这个
[11:51] AI代理的一个机子
[11:52] 那刚好第一台就是微星的
[11:55] 所以他就看了一下
[11:56] 这个微星的一个相关的一个
[11:59] AI助理的一个
[12:00] 这个相关的工作站
[12:03] 那拿出来之后
[12:04] 你看到微星股价
[12:05] 从他拿起来
[12:06] 那个沙拉那开股价急拉
[12:08] 然后不到两分钟
[12:09] 就拉到涨停板
[12:10] 所以我觉得就是代表说
[12:12] 今天其实整个全市场的目光焦点
[12:14] 就在黄文勋讲的什么
[12:15] 那我们跟大家讲
[12:16] 这是比较有趣的现象
[12:17] 但从他当中逻辑
[12:19] 我们可以看到比较大的转变
[12:20] 其实过去这几年
[12:22] 黄文勋比较多提到的就是
[12:23] 相关他的GPU的运算能力
[12:26] 他的相关可能在一些规格的升级
[12:28] 不管是在西光子
[12:30] 然后散热等等的一些元件
[12:32] 但今年他重头戏放在AI助理的一个身上
[12:35] 所以他基本上从头贯穿到尾
[12:38] 大概讲了一个多小时都在AI助理一个时代的来临
[12:42] 所以这个当然会让整个所谓的一个黄仁勋
[12:45] 他的一个未来的布局重点
[12:48] 我觉得大家应该要放的是AI Agents
[12:50] 所带来的一些相关的商机
[12:51] 所以看到今天盘面上这些相关的
[12:54] AIPC的股票为什么那么强劲
[12:57] 是因为大家觉得好像在黄仁勋这种大力加持底下
[13:00] AIPC时代真的好像来临了
[13:03] 讲了两三年了
[13:05] 所以赵华这次可以考虑要不要换
[13:07] 不要再讲了
[13:08] 华硕不涨停吗
[13:09] 可是我
[13:10] 好我换卫星
[13:11] 对啊
[13:13] 大家都知道
[13:13] 我买了那台华硕电脑的抱怨
[13:16] 不要再抱怨
[13:17] 它涨停了
[13:18] 对我觉得这一次
[13:19] 因为RTS Spark出来之后
[13:20] 其实大家觉得是
[13:22] 它把整个过去的一个
[13:23] 微软的生态系做一个大改变
[13:26] 那主要针对谁
[13:27] 针对它的这个AMD
[13:30] 针对英特尔做一个非常重要的
[13:33] 重要级的一个袭击
[13:34] 所以这个当然代表说
[13:36] 其实黄仁勋或辉达也意识到
[13:39] 就是说在AI的一个过去的
[13:41] 所谓的云端时代
[13:43] 云端伺服器时代
[13:44] 它也慢慢要转型到
[13:45] 所谓边缘运算的AI
[13:46] 所以你从他的演讲内容
[13:48] 大家可以发现到
[13:49] 你应该从这个方向去寻找到
[13:51] 如果未来从所谓云端到边缘的运算
[13:54] 那相关供应的扩散效应
[13:57] 就会是你接下来
[13:58] 可以特別留意到台股後面續航的一個力道的關鍵
[14:02] 所以我們可以看到今天盤面上剛剛提到
[14:04] 從一些老AI的發動
[14:06] 我覺得就是在反映到這樣的現象
[14:08] 甚至他提到了CPU的重點
[14:10] 過去這兩年其實黃文晶都提到GPU
[14:13] 但今年其實GPU提的幅度非常少
[14:16] 反而大部分在提取CPU的一個重要性
[14:18] 所以這個AI助理時代的來臨
[14:21] 對CPU掌握整個工作流的一個關鍵
[14:25] 其實也變成他現在發展的一個重點
[14:27] 所以你可以看到他点名的联发科
[14:29] 点名的台积电
[14:30] 点名的相关的供应链
[14:32] 我觉得也是大家可以持续做一个关注的
[14:34] 目前来看
[14:35] 我觉得CPU所带动的
[14:37] 你看近期台湾的成熟制成的股票
[14:39] 今天的联电
[14:40] 世界新盘中拉到涨停板
[14:42] 甚至说矽晶元的环球晶
[14:44] 中美晶
[14:45] 合晶加晶等等的
[14:47] 但有一些涨多的是有点休息整理
[14:50] 但是继续强的股票还是很多
[14:52] 那今天盘面上
[14:53] 因为我觉得是有点百花齐放
[14:55] 但是整体上
[14:56] 不管你说AI供应链
[14:58] 有没有出现轮动的现象
[14:59] 我觉得那都不是重点
[15:00] 因为目前来看
[15:02] 以黄俊的说法
[15:03] 他认为整个AI的成长性
[15:05] 还没有看到
[15:06] 比较明显的反转点所以他认为在接下来的所谓的AI已经进入到变现的时代那你投入越多的算力你这些公司获利的市富制
[15:17] 就会越来越成长
[15:18] 所以他会讲他的名言
[15:19] 就是说你买越多
[15:21] 你就可以赚更多
[15:22] 所以这个我觉得当然对于
[15:23] 这个台湾供应链
[15:25] 或者说国外在盯这个
[15:26] AI的这个GD大会的一些厂商来讲
[15:29] 都会是一个比较正面的
[15:31] 一个宣示的意义
[15:32] 所以整体上来说会跟大家讲
[15:34] 现在整个AI的需求
[15:36] 我认为是真的还在早期的阶段
[15:39] 所以未来你会看到
[15:40] 整个AI开始有扩散的一个效益
[15:42] 只是说这个股价到底
[15:44] 跟基本面有脱钩的程度有多少
[15:46] 这我们没有办法做一个简单的定义
[15:48] 但如果整个AI的势头
[15:51] 没有在短期两三年之间
[15:53] 出现反转的话
[15:54] 我觉得其实整个趋势
[15:56] 往多方去看的一个角度
[15:58] 应该没有太大改变
[16:00] 好 因为我完全认同
[16:02] 汉伟讲的一句话
[16:04] 就是你问我们说
[16:06] 现在评价到底合不合理
[16:08] 当然有很多的模型可以来算
[16:10] 例如说可能评价最合理的
[16:12] 我想台积电还是评价合理
[16:13] 可是我们前一阵子
[16:15] 也有跟大家分享台积电
[16:17] 最近可能大家觉得
[16:18] 不是什么盘面的重点
[16:19] 例如它的员工分红
[16:20] 要不要搞定
[16:21] 但它后面有一些深远的意义
[16:23] 不过不是代表台积电不好
[16:26] 反而是这段时间
[16:27] 台积电在休息的时候
[16:29] 它把空间有让出来给大家
[16:31] 而且这一次让出来
[16:33] 不是只给所谓的中小型股
[16:35] 现在台股回到了什么时候呢
[16:37] 现在台股回到了2023年
[16:40] 怎么这么讲
[16:42] 我想非常有意义的一个指标
[16:44] 是伪创
[16:45] 是伪创
[16:46] 我上个礼拜有跟大家讲
[16:48] 所有的云端伺服器
[16:49] 我还是比较看好广达
[16:51] 对不对
[16:51] 那我想广达
[16:52] 只要这个第一季的
[16:53] 三履三将的阴霾过了之后
[16:55] 它还是在云端伺服器
[16:57] 这个电脑组装代工里面
[16:58] 我觉得蛮厉害的一个厂商
[17:00] 那今天也是所长听
[17:02] 但为什么我说伪创
[17:03] 我们很久没有讲伪创
[17:04] 因为当年广达鸿海在涨的时候
[17:07] 你会觉得也没有那么的
[17:09] 怎么讲
[17:10] 经验到那种程度
[17:12] 可是伪创从三四十块的那种高值利率股
[17:15] 一路涨到160的时候
[17:16] 它是一个盘面上的惊奇
[17:18] 因为它从这种低价股
[17:20] 然后好像不是广达鸿海
[17:22] 就是感觉上本来三家没有并价齐驱的
[17:24] 它涨上来
[17:25] 所以那时候我身边听到最多人讨论的
[17:27] 就是伪创
[17:28] 大家觉得比较买得起伪创
[17:30] 也觉得很惊奇
[17:31] 以前就是靠它领个股息
[17:32] 怎么现在会这么样的厉害
[17:33] 然后那伪创当然在这一波
[17:36] 为什么说它有指标性意义
[17:37] 因为它自从两年前
[17:39] 到了160几块之后
[17:40] 它就过不去了
[17:42] 它就过不去了
[17:43] 别人通通都创新高了
[17:45] 更遑论后来这些零组件
[17:46] 中小型的是五倍
[17:48] 十倍的在涨的时候
[17:50] 伪创就显得非常可怜了
[17:51] 就怎么搞的
[17:52] 但今天伪创是正式又创了新高
[17:56] 突破了两年前的高点
[17:58] 所以我觉得伪创反而在这一波
[18:00] 让我更加的感受到
[18:01] 哇 又轮回到老AI
[18:04] 一线AI接棒咯
[18:06] 所以台股的风就是没有息呀
[18:09] 这个是没有办法忽视
[18:11] 你也没有办法否认的
[18:13] 很多人说
[18:14] 诶 是不到了什么邪恶第五波啊
[18:16] 啊 涨到谁就是不行了
[18:18] 啊 涨到被动元件就是不行了
[18:19] 涨到传产原料就是不行了
[18:21] 涨到光碟片的那个双熊就是不行了
[18:23] 涨到谁就是不行了
[18:24] 啊 不好意思
[18:25] 现在涨回来
[18:26] 鸿海广达伟创
[18:27] 没有不行啊
[18:28] 对不对
[18:29] 涨回来了
[18:30] 所以这个轮回又开始重新接棒了
[18:34] 所以这个事情
[18:35] 我觉得也是我在观察盘面上
[18:37] 我居高思维
[18:38] 谁在居高思维
[18:39] 外资也在居高思维啊
[18:40] 今天外资空单又加了快4000口
[18:42] 所以现在外资空单可能是历史新高
[18:46] 可能6万5000口以上
[18:47] 还是要等一下
[18:48] 这个齐交所公布的最新数据
[18:50] 那你说外资是很看坏台股吗
[18:53] 没有
[18:53] 以目前台股的点位来说
[18:56] 和他们最近现货陆续回不来说
[18:57] 他们是避险
[18:58] 所以我们要思考的是
[19:00] 绝对在这个时间点
[19:02] 会有一些涨多的风险
[19:05] 可是你说盘面
[19:06] 有没有非常不健康
[19:08] 没有
[19:08] 那我们要做的是什么
[19:10] 外资用空单避险
[19:11] 那我们呢
[19:12] 我们用什么
[19:13] 我觉得大家要想清楚
[19:14] 这件事情
[19:15] 对所以我觉得
[19:16] 但现在你说
[19:17] 你真的很担心
[19:18] 其实应该正常人都会担心
[19:21] 对正常人都会担心
[19:22] 包括我今天早上
[19:23] 也会有点想说
[19:24] 要不要处置掉一些股票
[19:25] 事实上我今天有卖掉
[19:26] 小部分的股票
[19:27] 对因为毕竟
[19:28] 你真的很少看到盘面上
[19:30] 你说从4月份开始
[19:31] 有太多的惊奇了吗
[19:33] 看国具
[19:34] 国具到今天都800多块了
[19:36] 到今天还在涨
[19:37] 只是开高走低
[19:38] 对那它的涨盘没有锁住
[19:39] 你看联发科
[19:40] 你一直觉得联发科被关
[19:42] 然后连拉涨一半
[19:43] 到今天也可以到4700块
[19:45] 那离这个外置的目标价
[19:46] 5000块也非常接近了
[19:48] 那甚至说你看到股王信华
[19:50] 连这个外置的报告
[19:51] 都可以用那个顺子来看
[19:53] 23456
[19:55] 就代表说
[19:55] 它本来是12345
[19:57] 现在变成三四五六
[19:58] 该打牌了
[19:59] 对
[20:00] 三四五六七
[20:01] 该打牌了
[20:02] 对
[20:03] 那我觉得这就代表说
[20:04] 其实盘面上
[20:05] 真的已经到了一种
[20:06] 我觉得
[20:06] 有那样的一个
[20:08] 疯狂的意味存在
[20:09] 所以大家会觉得
[20:10] 这个
[20:11] 觉得恐惧
[20:12] 觉得会不会涨太多了
[20:14] 我觉得都算是人之常情
[20:15] 但我觉得重点就在于说
[20:17] 你现在你真的会担心
[20:19] 而且大部分
[20:19] 你如果持有股票水位比较高
[20:22] 真的是获利还蛮多的
[20:23] 那你当然可以试出去
[20:25] 降一些你的一个持股水位
[20:26] 就是说你可能本来是
[20:28] 八成九成都压在股票上面
[20:30] 你现在说保留一点点的现金
[20:32] 去做一个持股上面的一个来回操作
[20:34] 我觉得都不是太大的问题
[20:36] 因为就像刚刚提到的
[20:37] 很多股票可能
[20:38] 你大概在最近一两个礼拜之内
[20:41] 就把过去一年的一个
[20:42] 从来没有看到涨幅都涨完了
[20:44] 就像刚刚提到伪创
[20:45] 伪创过去大概这一两年的时间
[20:48] 都在一个相形的区间平台里面整理
[20:50] 那只是说这两天的一个涨银板
[20:52] 直接就越过了一个高点
[20:54] 甚至你看红海
[20:55] 鸿海今天来到304块的一个高点
[20:58] 那所以就代表说
[20:59] 其实我觉得
[21:00] 在这样的一个AI的时代当中
[21:02] 第一个是大家不用去预设立场
[21:05] 就是说
[21:05] 什么股票他好像没有机会发动上来
[21:07] 其实今年有太多
[21:08] 让大家觉得意外
[21:10] 不可能长股票开始发动起来
[21:12] 我觉得这是第一点
[21:13] 那第二件事情就是说
[21:14] AI的发展我觉得会持续下去
[21:17] 所以你现在会看到
[21:18] 有一些公司可能就是说
[21:20] 好像这一次的贝拉鲁宾
[21:22] 他也许是当中关键的供应商
[21:24] 那但是我觉得在整个一个资金轮动的情况里面
[21:28] 他们都有机会
[21:29] 可能在下一代啊
[21:30] 或说在整个所谓的第二供应里面
[21:32] 获得一个一定的一个订单的比重
[21:34] 就比方说我们看这段时间里面
[21:37] 你说这个广达红海
[21:39] 然后伪创委屈很久
[21:41] 我觉得其实最委屈的是技嘉
[21:43] 对因为技嘉其实如果你看到业绩
[21:46] 真的已经业绩我觉得好了
[21:47] 大概一年以上
[21:48] 很久很久了
[21:49] 对每个月都创业新高
[21:51] 但是股价也大概跌了一年以上
[21:53] 但到大概我记得从四月份开始
[21:57] 它股价就开始加速的V型翻转
[21:59] 现在也跟伟创一样
[22:01] 去挑战当时的一个高点
[22:04] 所以就代表说
[22:06] 你为什么技嘉相对之前比较弱
[22:08] 因为大家觉得在
[22:09] Bwaywell的时代里面
[22:11] 它看起来不是第一公链的一个相关厂商
[22:14] 所以业绩虽然很好
[22:16] 但是毛利率并没有上来
[22:18] 但你会发现到
[22:19] Vera Rubin的部分
[22:20] 它好像会回到
[22:21] 第一公链的一个伙伴当中
[22:23] 所以我觉得这代表说
[22:24] 其实在AI时代当中
[22:26] 其实每一档股票
[22:27] 或每一个族群的轮动
[22:29] 它都会有机会
[22:30] 所以你可以看到
[22:31] 今天盘面上
[22:31] 真的有很多股票
[22:32] 是百花齐放的发动上来
[22:35] 比方说你看到PCB当中的
[22:36] 台光电虽然没有强涨
[22:38] 但台耀啊
[22:39] 联贸啊
[22:40] 都拉到涨零板
[22:41] 是
[22:42] 对金居也继续涨零板
[22:43] 也创下这个历史的新高
[22:45] 是
[22:45] 所以你可以看到
[22:46] 整个供应链
[22:47] 甚至连建策
[22:48] 今天盘中也一度
[22:49] 拉高到涨零板的一个情况
[22:51] 但是同样情况里面
[22:52] 你看到高利拉回来
[22:53] 其中双环没有特别的强
[22:55] 所以我觉得
[22:56] 就是整个趋势上来看
[22:58] 对AI供应来讲
[22:59] 都是有利的
[23:00] 但是最怕一件事情
[23:02] 就是大家会觉得说
[23:03] 那为什么我买一样
[23:04] AI供应的股票
[23:05] 我的股票就比别人更弱
[23:07] 就像你之前是伪创的股东
[23:09] 投资人
[23:10] 就会觉得我好闷
[23:11] 为什么我买的这个
[23:14] AI伺服器都没有涨到
[23:15] 但你发现到这两天
[23:16] 其实心情就不一样了
[23:18] 那反而就是说
[23:19] 你可能之前追逐的是
[23:20] 比较强势的股票
[23:21] 像矽光子最近比较闷
[23:23] 对
[23:23] 那我觉得其实你都把握一个原则
[23:26] 就是说只要这个
[23:28] 我们黄爸爸对于AI的一个需求
[23:31] 还是看得很旺
[23:32] 他所有点名过的一些题材
[23:34] 那你可能就是用资金分散的角度
[23:37] 去做一些资产的配置
[23:39] 如果你真的很喜欢
[23:40] 就是说我喜欢我股票跟着大盘一起涨
[23:43] 那我觉得你可能就还是跟随着
