[00:00] 欢迎收听赵华语古惑仔第1106集
[04:08] 前面的行情里没有做的
[04:10] 没有没有搭上这一波的顺风车
[04:12] 所以现在持股水位
[04:13] 我觉得七到八成合宜
[04:15] 因为行情并没有减弱
[04:16] 转弱的动能
[04:17] 这样子的讯号出现
[04:18] 那再来第二个的话
[04:20] 就是要提醒大家
[04:21] 不要在这边随便加杠杆
[04:23] 因为你每一次的大涨
[04:25] 指数的几涨
[04:26] 那如果你是在几涨前
[04:28] 例如说回调修正
[04:29] 我们在520之前
[04:30] 其实台股有连续跌了三天还是四天
[04:32] 那那个时间点
[04:34] 如果你是觉得
[04:35] 我想要来减便宜
[04:36] 我想要带一点点的杠杆
[04:37] 这个策略获取
[04:39] 我觉得可以接受
[04:40] 可是你等到行情涨了5000点以后
[04:42] 你说你要在这个位置
[04:44] 再把杠杆放大
[04:45] 这一点我就恕我不认同了
[04:47] 所以我们在现在的操作
[04:49] 第一个我不会悲观
[04:51] 我还是对行情很乐观
[04:52] 我的长期看法就是
[04:53] 指数还要继续创历史新高
[04:55] 因为至少我们看到的是
[04:57] 今年台湾的经济成长率
[04:59] 完全没有要下修的
[05:00] 这种状况出现
[05:02] 所以我们既然
[05:03] 这一个地方台湾的经济是好的
[05:05] 我们就应该要对股市
[05:07] 保持更乐观的信心
[05:09] 那如果有任何
[05:10] 要出问题的时间点
[05:11] 我们也会来跟大家分享
[05:12] 所以这是第一个
[05:13] 那第二个是
[05:14] 行情会创高
[05:15] 不代表我随便买
[05:16] 我就会随便赚
[05:17] 所以资金的轮动速度
[05:19] 其实很快
[05:20] 包含过去我们看到的
[05:21] 最早的记忆体PCB
[05:23] 然后一直到现在的被动元件
[05:26] 然后还有前一阵子的细光子
[05:27] 台股跟AI有关的可用之兵很多
[05:30] 所以我们应该要去
[05:32] 如果有在看盘的观众朋友
[05:34] 或听众朋友的话
[05:35] 你应该要知道说
[05:37] 现在资金正在往哪一个地方流入
[05:39] 那就像在可能两三个礼拜前
[05:42] 细光子还很热
[05:43] 可是到了上个礼拜
[05:45] 上上礼拜的时候
[05:45] 忽然变成被动元件很热
[05:47] 这就是一个资金在轮动的过程
[05:49] 那你已经看到
[05:50] 它是这个Payton这个脚步
[05:52] 你就不应该把资金
[05:53] 继续硬卡在CPU
[05:54] 你都已经看到钱
[05:55] 往被动元件流了
[05:56] 那你还硬要去卡在CPU
[05:59] 那你可能就要
[06:00] 花更多的时间去做等待
[06:02] 周转率相对的就会比较低
[06:03] 所以我们在现在的操作策略
[06:05] 一样要去观察资金
[06:07] 到底往哪里流
[06:08] 那如果资金呢
[06:09] 它继续往被动元件流
[06:11] 你就更应该要
[06:12] 就是你不能担心
[06:13] 不能害怕啦
[06:14] 应该讲
[06:14] 你不能害怕
[06:15] 现在的被动元件位阶已经很高
[06:18] 我就不去做
[06:18] 因为它是市场的资金共识
[06:20] 那反之
[06:21] 如果资金后面要从被动元件流出来
[06:24] 流到其他的族群
[06:25] 我们也应该要在第一时间呢
[06:27] 就跟着这些资金走
[06:28] 所以呢
[06:29] 来到这个位置上面
[06:30] 你看基本面什么股票都很贵
[06:32] 我自己会更喜欢的是去观察
[06:34] 到底资金往哪一个地方去
[06:37] 那我就跟着大部队去走
[06:39] 通常十之八九比较不会错
[06:41] 好
[06:41] 其实这个观念啊
[06:43] 搞不好已经讲了
[06:44] 应该超过一年
[06:45] 真的吗
[06:46] 我的意思是
[06:47] 第一个是资金如果灵活的人
[06:49] 你可以看得出来
[06:51] 因为我们有很多大部队
[06:52] PCB绝对是一个大部队
[06:54] 半导体的设备
[06:55] 一串的所谓机油供应链
[06:58] 这绝对是一个大部队
[06:59] 对不对
[06:59] 然后记忆体肯定是个大部队
[07:01] 其实CPU本来
[07:02] 我觉得以他们的量体来说
[07:04] 不能算大部队
[07:05] 可是后来因为太多高价股了
[07:07] 它包含若探针系列也进来
[07:09] 因为那些跟CPU有关系
[07:11] 它就也形成了一个中大部队
[07:13] 那我记得有一段时间是基体在休息
[07:17] 对不对
[07:17] 因为基体那个时候
[07:19] 我想达人们也讲的没有错
[07:21] 就是所谓的DDR4报价比较严
[07:23] 就是没有一直往上走了
[07:24] 停滞下来了
[07:25] 那个时候其实台湾的基体股票
[07:27] 钱是比较流出来的
[07:28] 不要小看基体
[07:29] 基体里面是有台湾50的大公司
[07:31] 南亚科黄帮电视长到都变台湾50了
[07:35] 所以他们这个族群的钱是多的
[07:37] 那自然就要找到相对应的族群
[07:39] 那太小的族群
[07:40] 有时候延续性就比较不强
[07:42] 例如说机器人好了
[07:44] 我们没有看淡机器人
[07:46] 但机器人其实如果他们全体动起来
[07:48] 未纳量也是大的
[07:49] 但是因为他们那时候就零星点火
[07:51] 所以也许还没有办法容纳这么大的资金过去
[07:54] 后来是被动元件顺利接棒
[07:56] 所以当然我们等一下也会讲
[07:59] 机器人没有看淡
[08:00] 6月的Computex展
[08:02] 很有机会让这个族群也一起点火
[08:05] 尤其是现在台股有一些公司都是多题材
[08:08] 他可能身上有机器人
[08:09] 然后机器人不同
[08:10] 他身上有半导体
[08:11] 半导体在休息的时候
[08:13] 他身上有细光子
[08:14] 他身上有很多PCB
[08:16] 就是有很多是综合性题材
[08:19] 小明知道
[08:20] 小明常常帮我们找一些
[08:21] 多题材的东西
[08:22] 对不对
[08:23] 像今天盘面上
[08:24] 我觉得有个东西
[08:25] 也算是大部队
[08:26] 但它比较分散
[08:27] 就是电力
[08:27] 电力我们都可以看到台达电
[08:30] 那像光宝科
[08:32] 其实这两天的表现也不错
[08:33] 那它可能扩散出去
[08:35] 就会到重电
[08:36] 所有的电源供应器
[08:38] 跟电有关的被动元件
[08:39] 它也算是一个围绕的电
[08:41] 那今天谁起来?其实今天是重电股
[08:43] 就是跌升今天就起来接
[08:45] 但是重电股的小问题也是他们这个量体比较小
[08:49] 除非整体的1516族群都起来
[08:52] 可是因为现在看起来大家还是只看重电四雄
[08:56] 这个电线电缆股大家并没有要全部让他们起来的意思因为毕竟是传产股所以小明讲的观察资金流向我觉得非常重要但是如果大家手脚没有那么快的话
[09:07] 我觉得就是在哪一个族群
[09:09] 他相对比较倒霉的时候
[09:11] 我讲的是重点族群
[09:13] 刚刚数到的
[09:14] 不管是设备
[09:15] CPU
[09:15] 机油
[09:16] 供应链
[09:16] 电力族群
[09:17] 机体
[09:18] 你就守株待兔
[09:20] 就是说他弱的时候
[09:21] 你可以接一点
[09:22] 强的时候
[09:23] 也许你就可以获利了结一部分
[09:26] 或什么
[09:26] 用这种方式
[09:27] 有的人也许也算蛮适合的
[09:29] 但你会发现
[09:30] 台股轮来轮去
[09:31] 就是这些东西
[09:31] 是
[09:32] 对
[09:32] 我要讲的结论就是
[09:33] 台股轮来轮去
[09:34] 就是这些东西
[09:35] 那你要怎么从里面
[09:36] 找到自己的节奏感
[09:37] 因为台股轮来轮去
[09:39] 真的就是这些族群
[09:40] 当然三不五时
[09:41] 会有一些新的题材进来
[09:42] 那新的题材进来
[09:43] 往往又很容易就扣回去
[09:45] 原本旧的这些股票
[09:47] 所以会发现
[09:48] 有些股票真的是强势
[09:49] 头也不回头
[09:50] 就一路往上攻
[09:51] 那我认为
[09:52] 对于一般投资人来讲
[09:54] 确实去买那些
[09:55] 相对进息股价
[09:57] 比较在整理的
[09:58] 就可能是前一阵子的强制股
[10:00] 但是现在在休息的
[10:01] 胜率会相对比较高
[10:03] 而且抱起来会比较舒服
[10:05] 但就是我说的
[10:06] 你需要比较长的时间
[10:07] 我们就举实际例子好了
[10:08] 还记得发哥在上个月
[10:11] 月初的时候很强
[10:12] 一路喷一直涨一直涨
[10:14] 然后当时大家都在问说
[10:16] 能不能买
[10:16] 到底还可不可以追
[10:17] 可是我们到了520之前的前
[10:20] 大概两个礼拜
[10:21] 发哥是从高点一路修正到
[10:24] 我记得是月线附近
[10:25] 对 接近月线
[10:26] 然后你会发现修正下来以后
[10:28] 大家又对他没兴趣
[10:29] 可是你现在回头一看
[10:30] 他回到月线那个位置
[10:32] 其实就是最漂亮的买点
[10:33] 那我也可以跟大家讲
[10:35] 我在520那一天
[10:36] 其实是有进去卡位联发科的
[10:38] 所以成本价很漂亮
[10:40] 那个时候可以买到3000多块
[10:41] 3300左右
[10:42] 今天又涨停板到4600
[10:45] 4600快要4700
[10:46] 所以这个操作的逻辑就是
[10:48] 发哥前面已经涨了
[10:49] 涨了代表什么
[10:50] 资金是喜欢这一间公司
[10:52] 或者是这个族群
[10:53] 那后面因为他轮动到了
[10:55] 资金轮动到其他族群
[10:56] 所以发哥先休息
[10:58] 但是后面会不会轮动回来
[10:59] 总有一天你要轮动回来啊
[11:01] 那为什么不趁着股价在回档的时候
[11:04] 测试到了一些重要均线
[11:06] 我就先进去蹲
[11:07] 运气好你一蹲他就发动
[11:09] 运气不好
[11:09] 你可能蹲一个礼拜两个礼拜
[11:11] 资金回头
[11:12] 其实二三十趴的空间拉上去
[11:14] 就跟自己的成本会拉开的速度
[11:16] 会非常的快
[11:17] 所以如果没有办法
[11:19] 及时去做钉盘的投资朋友
[11:21] 那我会觉得
[11:23] 你真的还是去看一些
[11:24] 现在大家
[11:25] 我们说好公司遇到倒霉事
[11:27] 他可能有点利空
[11:28] 股价被打下来
[11:29] 或刚好族群在休息
[11:31] 你不妨就利用这种时间点
[11:34] 去做布局
[11:35] 会比你整天在那边盯着说
[11:37] 资金往哪里资金往哪里
[11:38] 然后你自己做了一大堆功课
[11:40] 你又买不到对的东西
[11:42] 那会加深你formal的情绪
[11:44] 导致你节奏一跑掉了
[11:46] 你原本可以做对的事情
[11:47] 结果呢反而变成做错变成赔钱
[11:49] 这就有点
[11:50] 我觉得这叫什么
[11:51] 因小失大
[11:53] 因小失大
[11:54] 所以我们还是去做自己
[11:55] 比较习惯的这种操作
[11:57] 不要去羡慕别人赚了多少钱
[12:00] 因为那一点都不重要
[12:01] 自己赚钱才是最实在的
[12:02] 好因为我想说
[12:04] 族群真的都讲了非常多
[12:06] 不如讲一下
[12:07] 就是现阶段
[12:08] 你觉得有什么样的情形
[12:10] 会导致比较明显会当
[12:12] 我个人觉得
[12:14] 之前我跟大家一直分享
[12:15] 就是基本面
[12:15] 如果出现转坏
[12:16] 可是因为最近涨很急
[12:18] 所以我觉得涨很急
[12:20] 它就可能本身是一个因素
[12:22] 因为我们知道基本面很好
[12:24] 可是呢
[12:25] 你要对应这个基本面涨嘛
[12:27] 对不对
[12:27] 好那你一口气涨了5000点
[12:29] 到底已经有没有符合
[12:31] 现在这个基本面呢
[12:32] 可能短线的期待
[12:33] 是不是被满足
[12:34] 我觉得在心理层面上
[12:36] 会有这个问题
[12:36] 当然景气目前是
[12:38] 不会在这几天出现问题
[12:39] 对那以短线急涨
[12:41] 我们说涨多就是最大的利空
[12:43] 所以短线上面涨多
[12:45] 但是我们要去思考结构
[12:47] 你涨多到底谁去拉动的
[12:50] 我觉得可以去观察
[12:51] 你看像今天指数虽然创高
[12:53] 可是台积电并没有创高
[12:55] 这个讯号其实在告诉我说
[12:57] 资金是透过不断的去拉其他的股票
[13:00] 然后来去营造出这么热络的气氛
[13:03] 所以资金它就是同一套在市场里面跑
[13:06] 如果是这个样子
[13:08] 你的结构是均匀的
[13:09] 我觉得不需要太担心
[13:10] 我们通常会担心的行情是
[13:12] 例如只有台积电一直喷
[13:14] 一直喷一直喷
[13:15] 然后指数一直涨
[13:16] 其他股票都没动
[13:17] 这个时候只要台积电
[13:19] 任何风吹草动一掉下来
[13:21] 其他股票也会跟着往下修正
[13:23] 台积电很重要
[13:24] 台积电虽然这几天
[13:26] 他没有创下历史新高
[13:27] 可是他毕竟就是一个横盘整理
[13:30] 但台积电也有他自己的问题要处理
[13:32] 我们前一阵子不断的去讲
[13:34] 这个Intel三星
[13:35] 到底能不能对台积电构成威胁
[13:37] 其实在技术层面上我想不会
[13:40] 不过最近台积电分红的事情
[13:43] 昨天明翰来
[13:44] 我们也稍微聊了一下
[13:45] 但到了今天
[13:46] 我觉得也许这个分红的事情
[13:48] 台电本身内部
[13:49] 也要再去思考一下
[13:51] 因为这个反弹的声浪
[13:53] 有一点点慢出来了
[13:54] 从内部一出来了
[13:56] 分红的事情
[13:57] 其实说实话
[13:59] 大概一两个礼拜前
[14:01] 就已经有一些朋友
[14:02] 有跟我聊到
[14:03] 说这次的分红
[14:04] 可能会让一般的
[14:05] 所谓的一般员工
[14:07] 就是指可能就是副总一下
[14:08] 然后处长一下
[14:09] 当然处长可能已经很大
[14:11] 我要怎么讲
[14:12] 就是说
[14:13] 可能也许十年以下都还算是一般员工
[14:16] 这样讲好了
[14:17] 的分红可能会让他们今年觉得有点失望
[14:20] 但是如果是高层的分红
[14:22] 可能他们就不会觉得失望
[14:24] 那今天的话
[14:26] 我有看到一些讯息
[14:28] 就是提到说
[14:30] 本来分红应该是跟着这个营收的成长率
[14:32] 对不对
[14:33] 来进行分红
[14:34] 我营收成长30%
[14:35] 是不是至少大家也可以成长30%分红
[14:38] 但目前看起来
[14:40] 内部员工有一些些觉得
[14:42] 第一是事前没有说清楚
[14:44] 到底我们分红可以分到多少
[14:46] 不要忘记前一阵三星
[14:47] 为了这个分红
[14:48] 是要闹到罢工的嘛
[14:49] 然后第二个是
[14:50] 那你不分给我们的部分
[14:53] 就后来比大家预期的少嘛
[14:55] 那你要干嘛
[14:56] 你要说
[14:57] 那显然公司就没有跟
[14:59] 员工们说得很清楚
[15:01] 为什么就是分红减少了
[15:04] 钱要用去拿
[15:05] 钱据说要弄什么ESG
[15:08] 可是那部分就怎么会是
[15:09] 那我再从综合性的一些消息好了
[15:15] 来跟大家分享是说
[15:16] 事实上高层去扣钱
[15:18] 他一定有想法
[15:20] 就不可能平白无故说
[15:22] 今天大家拼了一整年
[15:23] 我营收创历史新高
[15:24] 获利创历史新高
[15:25] 毛利率历史新高
[15:26] 我却来苛刻员工
[15:28] 以最高层的想法不可能
[15:30] 就不可能故意做这件事情
[15:33] 所以他扣钱反过来说
[15:35] 就会有比较沉重的意义
[15:37] 比较沉重的意义
[15:38] 因为他扣钱就是为了要过冬
[15:41] 或是过一两个
[15:42] 他现在觉得
[15:43] 没有办法摸得很清楚的事情
[15:45] 他要保留一些银蛋
[15:47] 当然你说这是聪明还是不聪明
[15:49] 我也没办法判断
[15:51] 我自己也遇过
[15:52] 公司非常赚钱
[15:53] 可是那一年
[15:54] 大家的薪水
[15:55] 大家的年终并没有很理想
[15:57] 去质问了老板
[15:58] 老板就说
[16:00] 今年好是好啊
[16:01] 但我预测明年后年
[16:02] 可能有点辛苦哦
[16:03] 所以我们要保留一点
[16:05] 明年后年
[16:06] 我不会低于今年的钱给你
[16:08] 那个是我
[16:08] 就今年省出来明年发的
[16:10] 老板的想法是这样
[16:12] 员工炸锅
[16:13] 我忙了一整年
[16:15] 你跟我讲明年
[16:16] 你跟我讲后年
[16:17] 甚至他可能现在台阶
[16:19] 也不好意思讲这个
[16:19] 因为他现在五年规划做了
[16:21] 总不能说我明后年
[16:22] 突然觉得Intel或是三星
[16:24] 给我很大的压力或什么
[16:25] 可是我必须讲
[16:27] 高层做这件事
[16:29] 肯定有这个因素在里面
[16:32] 就是他要省这笔钱起来
[16:34] 一定有他的因素在里面
[16:36] 那这个因素就只能看看台积电能不能克服过去
[16:40] 因为如果你让内部的人员心情是浮动的
[16:44] 我觉得他也不是个好事
[16:46] 对因为我这个我昨天台积电的朋友也有跟我讲
[16:49] 他就直接说叫台积电把分红兔出来
[16:51] 是不是因为台积电员工也多
[16:54] 这件事情只包不住火
[16:56] 对啊那个功耗都已经不知道排到几万去了
[16:58] 那因为我朋友他目前在里面
[17:00] 台积电里面的工作是分直等的
[17:02] 那基本上
[17:03] 我们看到的工程师
[17:05] 资深工程师
[17:06] 大概就是31到33值等
[17:08] 所以什么处长副总
[17:09] 那都已经很大了
[17:11] 那都是直接在管一座厂的
[17:13] 好我们就以一般的工程师
[17:14] 31到33的值等来讲的话
[17:16] 他们会确实会觉得说
[17:18] 那你台积电今年营收这么好
[17:20] 创新高成长率这么高
[17:21] 我的分红是不是要跟着上去
[17:24] 我也蛮认同赵华刚刚分享的
[17:26] 你站在高层
[17:27] 或者经营管理层的想法
[17:29] 他们会觉得
[17:30] 我就是要对这间公司
[17:32] 是永续经营
[17:33] 所以呢
[17:34] 我在好的时候
[17:35] 我可以广积粮
[17:36] 缓称网
[17:37] 那我先把一些
[17:38] 保留盈余先留下来
[17:39] 如果后面呢
[17:41] 有任何的状况呢
[17:42] 我也可以确保
[17:43] 整间公司
[17:44] 可以持续的营运下去
[17:45] 顺利的营运下去
[17:46] 可是我觉得
[17:47] 对于员工来讲
[17:48] 就是包含我自己以前
[17:50] 特别是在券商
[17:50] 我觉得券商这种
[17:51] 状况更严重
[17:53] 因为证券市场
[17:54] 本来就是波动
[17:55] 你好年的时候非常好
[17:57] 不好的时候
[17:57] 那个成交量冷收收的没错对啊所以这个时候呢你作为证券商的高层他们一定会觉得哇今年行情很好会不会明年没那么好他就想说那我就有奖金我不要一次性的把它全部发完
[18:09] 当然你一定会多
[18:10] 只是不会像大家想象中这么多
[18:13] 这个我很难讲说
[18:14] 到底谁对谁错啦
[18:15] 不过以员工的想法
[18:17] 我当然是拿越多钱越好啊
[18:19] 而且就是我们有成绩嘛
[18:20] 明明就是成绩是历史新高嘛
[18:22] 对
[18:22] 所以他的想法就是
[18:24] 我也不确定
[18:24] 我会不会在台积电待这么久
[18:26] 那我觉得这件事情
[18:27] 真的要靠管理层的智慧
[18:29] 他要怎么样去说服
[18:31] 或者是去做沟通
[18:32] 那你如果能够让员工清楚的知道
[18:35] 原来公司他在未来有哪些规划
[18:37] 或许他们能够理解
[18:39] 那你在分红上面
[18:40] 我觉得这个东西
[18:41] 就会像是韩国三星他们一样
[18:43] 你老是要去做协商
[18:44] 当然以我们台湾的
[18:46] 这种工作之上的惯性
[18:48] 我是觉得应该是不会走到这一步
[18:50] 你看你都
[18:51] 你不知道昨天明翰讲什么
[18:52] 明翰也是这么说
[18:53] 真的吗
[18:53] 他的意思是韩国的工会是强悍的
[18:56] 但台湾他说
[18:57] 这当然不是
[18:57] 大家都讲得很为难
[18:59] 对没错
[19:00] 所以我也是这样想
[19:02] 我们没有先讲好
[19:03] 那我确实认为这个
[19:05] 因为你如果今天
[19:06] 让台积电的员工
[19:07] 他们心里是有这种浮动
[19:09] 像我刚才就有看到
[19:10] 他们就说
[19:11] 那我是不是下班
[19:12] 我就不要on call
[19:13] 我关机嘛
[19:14] 对不对
[19:14] 你分红分的不够的话
[19:15] 那这个
[19:17] 如果真的做下去
[19:18] 对于我们的产能
[19:20] 一定是会有一点影响
[19:21] 可是就是
[19:22] 我刚刚讲的
[19:23] 我觉得不会到这么
[19:24] 偏激的状况发生
[19:26] 所以这件事情可能它就是一个话题
[19:28] 那或许也是这十几年以来
[19:31] 至少我的印象中
[19:32] 台积电第一次真的把这个问题
[19:35] 摊在大众的面前
[19:37] 那么我们就可以看一下
[19:38] 到底台积电这一次要怎么处理
[19:40] 处理得当或许你危机度过了
[19:42] 那大家台积电团结一心
[19:44] 带领台湾带领台股继续往前冲
[19:47] 我期待是这样的剧本出现
[19:49] 我觉得不管AI怎么发展
[19:51] 人就是所谓这些经过
[19:54] 不管是高等教育
[19:55] 或是技术训练的人的脑袋
[19:58] 真的是台移电非常珍贵的资产
[20:01] 没错
[20:01] 对
[20:01] 那还不用说到肝了
[20:04] 对
[20:06] 所以你说这件事情
[20:08] 会不会有点影响台移电股价
[20:10] 当然我不能这么讲
[20:12] 因为股价的综合因素
[20:13] 它包含了就是成长性
[20:15] EPS
[20:15] 市场资金流
[20:16] 要不要进来
[20:17] 例如说最近
[20:18] 我们觉得外资应该是会回补台股的
[20:20] 因为像这个礼拜的礼拜五
[20:22] 还有MSCI要调整吗
[20:24] 我们第一次三绿
[20:26] 其实也不是第一次啦
[20:27] 就是很罕见
[20:28] 我们三个权重都是上升的
[20:30] 对
[20:30] 这是比较少见的等等
[20:32] 以及外资在三月
[20:33] 其实大卖台股卖了快一兆嘛
[20:35] 现在也要进行回补啊
[20:36] 一方面因为我们继续涨
[20:38] 所以我们世界上的市值越来越高嘛
[20:40] 现在市值第五了
[20:41] 这些都是一个在盘面上
[20:43] 我觉得在资金面上有利的
[20:45] 但我觉得我们讲的是一个
[20:46] 企业的精神啦
[20:48] 不能散掉
[20:50] 对对对
[20:50] 就是内部如果有太多的员工
[20:52] 对于这次分红是有意见
[20:54] 而产生了没有办法
[20:55] 以台电为荣
[20:57] 或者是这种心情
[20:58] 因为真的是有看到这样的说法
[21:00] 我觉得这个以所谓人性的角度
[21:03] 就是这个内部还是真的
[21:05] 应该要好好跟员工沟通
[21:06] 没错没错
[21:07] 那我觉得反正这一种事情
[21:10] 你看连三星搞到这个样子
[21:11] 他们都终究会有一个结局出来
[21:13] 所以我不觉得我们回到股票市场
[21:16] 而且三星后来有影响到股价
[21:17] 是他们一定有影响
[21:18] 那个真的会罢工的
[21:19] 那个没弄好真的会罢工
[21:21] 那我觉得以现在来讲
[21:22] 对于台积电的股价
[21:24] 会不会有影响
[21:24] 去讨论这件事情
[21:25] 有点言之过早
[21:27] 那我反正我判断
[21:28] 影响应该是不大
[21:29] 影响不大
[21:30] 那么我们还是回归到说
[21:33] 到底台股在接下来
[21:34] 如果这个行情能够延续下去
[21:36] 台积电它必然的
[21:38] 如果台股要再继续往上升
[21:40] 它也要创高
[21:40] 对我们讲直白一点
[21:42] 就是它也要创高
[21:43] 所以我觉得大家不要
[21:45] 就是自己吓自己
[21:47] 好像看到跟台积电有关的利空
[21:49] 就有点见猎心系
[21:50] 那如果真的因为这种事情
[21:52] 股价跌下来
[21:53] 对我来讲天赐良机
[21:54] 好买一点
[21:55] 也是
[21:56] 就是
[21:56] 好
[21:58] 还是基于一个信任
[21:59] 虽然刚刚有看到有人说
[22:01] 这信任都荡然无存
[22:03] 还是基于一个信任
[22:04] 就是这些员工很珍贵
[22:06] 对不对
[22:06] 所以台积电高层们
[22:08] 在有自己的考量的同时
[22:10] 如何平衡员工的想法
[22:12] 让我们这一个引以为傲的企业
[22:14] 可以继续
[22:15] 就是占领台湾
[22:16] 在一个让我们很值得骄傲的位置上
[22:18] 好
[22:19] 那台阶间休息
[22:20] 有一个小好处是什么呢
[22:22] 像我们晚上的话
[22:23] 等一下朱老师也会来嘛
[22:24] 我就有一个很大的转折
[22:26] 就在上个礼拜三的时候
[22:28] 其实我对于能不能守四万
[22:29] 我个人是比较问号的
[22:31] 不过还是跟大家强调
[22:33] 我们常常讲一件事
[22:34] 我问号是因为我觉得
[22:36] 长得比较多
[22:37] 回档直到刚破月线
[22:39] 也许并不见得就已经足够
[22:42] 但不代表
[22:43] 第一不代表觉得多头结构改变
[22:45] 第二个对策是什么
[22:47] 对策就是破月线
[22:48] 因为景气好
[22:49] 就要再买一点
[22:50] 可惜就没有买到太多
[22:51] 他就上来了嘛
[22:52] 但是那一天朱老师就很明确的说
[22:55] 他觉得四万真的是一个很强烈的支撑等等的
[22:57] 那我觉得有时候一半实力
[22:59] 一半也是运气
[23:00] 就是又上来了嘛
[23:01] 对不对
[23:02] 上来了就会好神哦
[23:03] 一下就五千点
